LGA_old,repDS,year,LGA,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,round,peak,mortality,kill_rate,block_initial,simday,mass_llins_fund
Esan South East,Uzo-Uwani,2029,Esan South East,0.8,0.8,0.8,0.8,4,june,0.404971726,0.740653669,0.65,3447,PBO (2021)
Esan West,Uzo-Uwani,2020,Esan West,0.8,0.8,0.8,0.8,1,june,0.366421113,0.736459279,0.65,162,PBO (2021)
Esan West,Uzo-Uwani,2023,Esan West,0.8,0.8,0.8,0.8,2,june,0.366421113,0.736459279,0.65,1257,PBO (2021)
Esan West,Uzo-Uwani,2026,Esan West,0.8,0.8,0.8,0.8,3,june,0.366421113,0.736459279,0.65,2352,PBO (2021)
Esan West,Uzo-Uwani,2029,Esan West,0.8,0.8,0.8,0.8,4,june,0.366421113,0.736459279,0.65,3447,PBO (2021)
Ese-Odo,Owan East,2020,Ese-Odo,0.8,0.8,0.8,0.8,1,march,0.298999586,0.72393812,0.65,70,PBO (2021)
Ese-Odo,Owan East,2023,Ese-Odo,0.8,0.8,0.8,0.8,2,march,0.298999586,0.72393812,0.65,1165,PBO (2021)
Ese-Odo,Owan East,2026,Ese-Odo,0.8,0.8,0.8,0.8,3,march,0.298999586,0.72393812,0.65,2260,PBO (2021)
Ese-Odo,Owan East,2029,Ese-Odo,0.8,0.8,0.8,0.8,4,march,0.298999586,0.72393812,0.65,3355,PBO (2021)
Esit Eket,Nsit Ubium,2021,Esit Eket,0.8,0.8,0.8,0.8,1,june,0.262279676,0.346897657,0.53,527,Pyrethroid (2020)
Esit Eket,Nsit Ubium,2024,Esit Eket,0.8,0.8,0.8,0.8,2,june,0.262279676,0.346897657,0.53,1622,Pyrethroid (2020)
Esit Eket,Nsit Ubium,2027,Esit Eket,0.8,0.8,0.8,0.8,3,june,0.262279676,0.346897657,0.53,2717,Pyrethroid (2020)
Esit Eket,Nsit Ubium,2030,Esit Eket,0.8,0.8,0.8,0.8,4,june,0.262279676,0.346897657,0.53,3812,Pyrethroid (2020)
Essien Udim,Ngor-Okpala,2021,Essien Udim,0.8,0.8,0.8,0.8,1,june,0.369824263,0.435041855,0.53,527,Pyrethroid (2020)
Essien Udim,Ngor-Okpala,2024,Essien Udim,0.8,0.8,0.8,0.8,2,june,0.369824263,0.435041855,0.53,1622,Pyrethroid (2020)
Essien Udim,Ngor-Okpala,2027,Essien Udim,0.8,0.8,0.8,0.8,3,june,0.369824263,0.435041855,0.53,2717,Pyrethroid (2020)
Essien Udim,Ngor-Okpala,2030,Essien Udim,0.8,0.8,0.8,0.8,4,june,0.369824263,0.435041855,0.53,3812,Pyrethroid (2020)
Etche,Ngor-Okpala,2020,Etche,0.8,0.8,0.8,0.8,1,june,0.253940946,0.70875579,0.65,162,PBO (2021)
Etche,Ngor-Okpala,2023,Etche,0.8,0.8,0.8,0.8,2,june,0.253940946,0.70875579,0.65,1257,PBO (2021)
Etche,Ngor-Okpala,2026,Etche,0.8,0.8,0.8,0.8,3,june,0.253940946,0.70875579,0.65,2352,PBO (2021)
Etche,Ngor-Okpala,2029,Etche,0.8,0.8,0.8,0.8,4,june,0.253940946,0.70875579,0.65,3447,PBO (2021)
Ethiope East,Isoko South,2022,Ethiope East,0.8,0.8,0.8,0.8,1,june,0.209725367,0.683644114,0.65,892,PBO (2021)
Ethiope East,Isoko South,2025,Ethiope East,0.8,0.8,0.8,0.8,2,june,0.209725367,0.683644114,0.65,1987,PBO (2021)
Ethiope East,Isoko South,2028,Ethiope East,0.8,0.8,0.8,0.8,3,june,0.209725367,0.683644114,0.65,3082,PBO (2021)
Ethiope West,Isoko South,2022,Ethiope West,0.8,0.8,0.8,0.8,1,june,0.342228555,0.732917568,0.65,892,PBO (2021)
Ethiope West,Isoko South,2025,Ethiope West,0.8,0.8,0.8,0.8,2,june,0.342228555,0.732917568,0.65,1987,PBO (2021)
Ethiope West,Isoko South,2028,Ethiope West,0.8,0.8,0.8,0.8,3,june,0.342228555,0.732917568,0.65,3082,PBO (2021)
Eti-Osa,Isoko South,2020,Eti-Osa,0.8,0.8,0.8,0.8,1,june,0.469914663,0.745152931,0.65,162,PBO (2021)
Eti-Osa,Isoko South,2023,Eti-Osa,0.8,0.8,0.8,0.8,2,june,0.469914663,0.745152931,0.65,1257,PBO (2021)
Eti-Osa,Isoko South,2026,Eti-Osa,0.8,0.8,0.8,0.8,3,june,0.469914663,0.745152931,0.65,2352,PBO (2021)
Eti-Osa,Isoko South,2029,Eti-Osa,0.8,0.8,0.8,0.8,4,june,0.469914663,0.745152931,0.65,3447,PBO (2021)
Etim Ekpo,Ngor-Okpala,2021,Etim Ekpo,0.8,0.8,0.8,0.8,1,june,0.326319464,0.399175674,0.53,527,Pyrethroid (2020)
Etim Ekpo,Ngor-Okpala,2024,Etim Ekpo,0.8,0.8,0.8,0.8,2,june,0.326319464,0.399175674,0.53,1622,Pyrethroid (2020)
Etim Ekpo,Ngor-Okpala,2027,Etim Ekpo,0.8,0.8,0.8,0.8,3,june,0.326319464,0.399175674,0.53,2717,Pyrethroid (2020)
Etim Ekpo,Ngor-Okpala,2030,Etim Ekpo,0.8,0.8,0.8,0.8,4,june,0.326319464,0.399175674,0.53,3812,Pyrethroid (2020)
Etinan,Nsit Ubium,2021,Etinan,0.8,0.8,0.8,0.8,1,june,0.271254927,0.35413511,0.53,527,Pyrethroid (2020)
Etinan,Nsit Ubium,2024,Etinan,0.8,0.8,0.8,0.8,2,june,0.271254927,0.35413511,0.53,1622,Pyrethroid (2020)
Etinan,Nsit Ubium,2027,Etinan,0.8,0.8,0.8,0.8,3,june,0.271254927,0.35413511,0.53,2717,Pyrethroid (2020)
Etinan,Nsit Ubium,2030,Etinan,0.8,0.8,0.8,0.8,4,june,0.271254927,0.35413511,0.53,3812,Pyrethroid (2020)
Etsako Central,Owan East,2020,Etsako Central,0.8,0.8,0.8,0.8,1,march,0.300181787,0.724242459,0.65,70,PBO (2021)
Etsako Central,Owan East,2023,Etsako Central,0.8,0.8,0.8,0.8,2,march,0.300181787,0.724242459,0.65,1165,PBO (2021)
Etsako Central,Owan East,2026,Etsako Central,0.8,0.8,0.8,0.8,3,march,0.300181787,0.724242459,0.65,2260,PBO (2021)
Etsako Central,Owan East,2029,Etsako Central,0.8,0.8,0.8,0.8,4,march,0.300181787,0.724242459,0.65,3355,PBO (2021)
Etsako East,Owan East,2020,Etsako East,0.8,0.8,0.8,0.8,1,march,0.314825995,0.727707424,0.65,70,PBO (2021)
Etsako East,Owan East,2023,Etsako East,0.8,0.8,0.8,0.8,2,march,0.314825995,0.727707424,0.65,1165,PBO (2021)
Etsako East,Owan East,2026,Etsako East,0.8,0.8,0.8,0.8,3,march,0.314825995,0.727707424,0.65,2260,PBO (2021)
Etsako East,Owan East,2029,Etsako East,0.8,0.8,0.8,0.8,4,march,0.314825995,0.727707424,0.65,3355,PBO (2021)
Etsako West,Owan East,2020,Etsako West,0.8,0.8,0.8,0.8,1,march,0.290127246,0.721523913,0.65,70,PBO (2021)
Etsako West,Owan East,2023,Etsako West,0.8,0.8,0.8,0.8,2,march,0.290127246,0.721523913,0.65,1165,PBO (2021)
Etsako West,Owan East,2026,Etsako West,0.8,0.8,0.8,0.8,3,march,0.290127246,0.721523913,0.65,2260,PBO (2021)
Etsako West,Owan East,2029,Etsako West,0.8,0.8,0.8,0.8,4,march,0.290127246,0.721523913,0.65,3355,PBO (2021)
Etung,Obubra,2021,Etung,0.8,0.8,0.8,0.8,1,june,0.470104636,0.515572062,0.53,527,Pyrethroid (2020)
Etung,Obubra,2024,Etung,0.8,0.8,0.8,0.8,2,june,0.470104636,0.515572062,0.53,1622,Pyrethroid (2020)
Etung,Obubra,2027,Etung,0.8,0.8,0.8,0.8,3,june,0.470104636,0.515572062,0.53,2717,Pyrethroid (2020)
Etung,Obubra,2030,Etung,0.8,0.8,0.8,0.8,4,june,0.470104636,0.515572062,0.53,3812,Pyrethroid (2020)
Ewekoro,Uzo-Uwani,2021,Ewekoro,0.8,0.8,0.8,0.8,1,june,0.487001134,0.745985924,0.65,527,PBO (2021)
Ewekoro,Uzo-Uwani,2024,Ewekoro,0.8,0.8,0.8,0.8,2,june,0.487001134,0.745985924,0.65,1622,PBO (2021)
Ewekoro,Uzo-Uwani,2027,Ewekoro,0.8,0.8,0.8,0.8,3,june,0.487001134,0.745985924,0.65,2717,PBO (2021)
Ewekoro,Uzo-Uwani,2030,Ewekoro,0.8,0.8,0.8,0.8,4,june,0.487001134,0.745985924,0.65,3812,PBO (2021)
Ezeagu,Uzo-Uwani,2020,Ezeagu,0.8,0.8,0.8,0.8,1,june,0.415961311,0.741602353,0.65,162,PBO (2021)
Ezeagu,Uzo-Uwani,2023,Ezeagu,0.8,0.8,0.8,0.8,2,june,0.415961311,0.741602353,0.65,1257,PBO (2021)
Ezeagu,Uzo-Uwani,2026,Ezeagu,0.8,0.8,0.8,0.8,3,june,0.415961311,0.741602353,0.65,2352,PBO (2021)
Ezeagu,Uzo-Uwani,2029,Ezeagu,0.8,0.8,0.8,0.8,4,june,0.415961311,0.741602353,0.65,3447,PBO (2021)
Ezinihitte,Ngor-Okpala,2020,Ezinihitte,0.8,0.8,0.8,0.8,1,june,0.456817192,0.744432235,0.65,162,PBO (2021)
Ezinihitte,Ngor-Okpala,2023,Ezinihitte,0.8,0.8,0.8,0.8,2,june,0.456817192,0.744432235,0.65,1257,PBO (2021)
Ezinihitte,Ngor-Okpala,2026,Ezinihitte,0.8,0.8,0.8,0.8,3,june,0.456817192,0.744432235,0.65,2352,PBO (2021)
Ezinihitte,Ngor-Okpala,2029,Ezinihitte,0.8,0.8,0.8,0.8,4,june,0.456817192,0.744432235,0.65,3447,PBO (2021)
Ezza North,Owan East,2020,Ezza North,0.8,0.8,0.8,0.8,1,march,0.41226708,0.469710667,0.53,70,Pyrethroid (2020)
Ezza North,Owan East,2023,Ezza North,0.8,0.8,0.8,0.8,2,march,0.41226708,0.469710667,0.53,1165,Pyrethroid (2020)
Ezza North,Owan East,2026,Ezza North,0.8,0.8,0.8,0.8,3,march,0.41226708,0.469710667,0.53,2260,Pyrethroid (2020)
Ezza North,Owan East,2029,Ezza North,0.8,0.8,0.8,0.8,4,march,0.41226708,0.469710667,0.53,3355,Pyrethroid (2020)
Ezza South,Obubra,2020,Ezza South,0.8,0.8,0.8,0.8,1,june,0.389807073,0.451434864,0.53,162,Pyrethroid (2020)
Ezza South,Obubra,2023,Ezza South,0.8,0.8,0.8,0.8,2,june,0.389807073,0.451434864,0.53,1257,Pyrethroid (2020)
Ezza South,Obubra,2026,Ezza South,0.8,0.8,0.8,0.8,3,june,0.389807073,0.451434864,0.53,2352,Pyrethroid (2020)
Ezza South,Obubra,2029,Ezza South,0.8,0.8,0.8,0.8,4,june,0.389807073,0.451434864,0.53,3447,Pyrethroid (2020)
Fagge,Alkaleri,2022,Fagge,0.8,0.8,0.8,0.8,1,july,0.567041099,0.748721751,0.749557661,916,PBO (2021)
Fagge,Alkaleri,2025,Fagge,0.8,0.8,0.8,0.8,2,july,0.567041099,0.748721751,0.749557661,2011,PBO (2021)
Fagge,Alkaleri,2028,Fagge,0.8,0.8,0.8,0.8,3,july,0.567041099,0.748721751,0.749557661,3106,PBO (2021)
Fakai,Birnin Kebbi,2021,Fakai,0.925,0.807692308,0.8,0.8,1,august,0.590008654,0.749257634,0.777441649,588,PBO (2021)
Fakai,Birnin Kebbi,2024,Fakai,0.925,0.807692308,0.8,0.8,2,august,0.590008654,0.749257634,0.777441649,1683,PBO (2021)
Fakai,Birnin Kebbi,2027,Fakai,0.925,0.807692308,0.8,0.8,3,august,0.590008654,0.749257634,0.777441649,2778,PBO (2021)
Fakai,Birnin Kebbi,2030,Fakai,0.925,0.807692308,0.8,0.8,4,august,0.590008654,0.749257634,0.777441649,3873,PBO (2021)
Faskari,Giwa,2021,Faskari,0.8,0.8,0.8,0.8,1,august,0.713932669,0.751102753,0.881732715,588,PBO (2021)
Faskari,Giwa,2024,Faskari,0.8,0.8,0.8,0.8,2,august,0.713932669,0.751102753,0.881732715,1683,PBO (2021)
Faskari,Giwa,2027,Faskari,0.8,0.8,0.8,0.8,3,august,0.713932669,0.751102753,0.881732715,2778,PBO (2021)
Faskari,Giwa,2030,Faskari,0.8,0.8,0.8,0.8,4,august,0.713932669,0.751102753,0.881732715,3873,PBO (2021)
Fika,Darazo,2022,Fika,0.8,0.8,0.8,0.8,1,july,0.755004111,0.751469287,0.903771642,916,PBO (2021)
Fika,Darazo,2025,Fika,0.8,0.8,0.8,0.8,2,july,0.755004111,0.751469287,0.903771642,2011,PBO (2021)
Fika,Darazo,2028,Fika,0.8,0.8,0.8,0.8,3,july,0.755004111,0.751469287,0.903771642,3106,PBO (2021)
Fufore,Alkaleri,2020,Fufore,0.8,0.8,0.8,0.8,1,july,0.635571581,0.75010602,0.823835646,186,PBO (2021)
Fufore,Alkaleri,2023,Fufore,0.8,0.8,0.8,0.8,2,july,0.635571581,0.75010602,0.823835646,1281,PBO (2021)
Fufore,Alkaleri,2026,Fufore,0.8,0.8,0.8,0.8,3,july,0.635571581,0.75010602,0.823835646,2376,PBO (2021)
Fufore,Alkaleri,2029,Fufore,0.8,0.8,0.8,0.8,4,july,0.635571581,0.75010602,0.823835646,3471,PBO (2021)
Funakaye,Alkaleri,2021,Funakaye,0.8,0.8,0.8,0.8,1,july,0.631961788,0.750047545,0.820549364,551,PBO (2021)
Funakaye,Alkaleri,2024,Funakaye,0.8,0.8,0.8,0.8,2,july,0.631961788,0.750047545,0.820549364,1646,PBO (2021)
Funakaye,Alkaleri,2027,Funakaye,0.8,0.8,0.8,0.8,3,july,0.631961788,0.750047545,0.820549364,2741,PBO (2021)
Funakaye,Alkaleri,2030,Funakaye,0.8,0.8,0.8,0.8,4,july,0.631961788,0.750047545,0.820549364,3836,PBO (2021)
Fune,Darazo,2022,Fune,0.8,0.8,0.8,0.8,1,july,0.756549801,0.75148152,0.904511849,916,PBO (2021)
Fune,Darazo,2025,Fune,0.8,0.8,0.8,0.8,2,july,0.756549801,0.75148152,0.904511849,2011,PBO (2021)
Fune,Darazo,2028,Fune,0.8,0.8,0.8,0.8,3,july,0.756549801,0.75148152,0.904511849,3106,PBO (2021)
Funtua,Gwarzo,2021,Funtua,0.8,0.8,0.8,0.8,1,august,0.500280747,0.746560342,0.647463373,588,PBO (2021)
Funtua,Gwarzo,2024,Funtua,0.8,0.8,0.8,0.8,2,august,0.500280747,0.746560342,0.647463373,1683,PBO (2021)
Funtua,Gwarzo,2027,Funtua,0.8,0.8,0.8,0.8,3,august,0.500280747,0.746560342,0.647463373,2778,PBO (2021)
Funtua,Gwarzo,2030,Funtua,0.8,0.8,0.8,0.8,4,august,0.500280747,0.746560342,0.647463373,3873,PBO (2021)
Gabasawa,Taura,2022,Gabasawa,0.8,0.8,0.8,0.8,1,july,0.749885825,0.751428034,0.901277355,916,PBO (2021)
Gabasawa,Taura,2025,Gabasawa,0.8,0.8,0.8,0.8,2,july,0.749885825,0.751428034,0.901277355,2011,PBO (2021)
Gabasawa,Taura,2028,Gabasawa,0.8,0.8,0.8,0.8,3,july,0.749885825,0.751428034,0.901277355,3106,PBO (2021)
Gada,Gawabawa,2020,Gada,0.8,0.8,0.8,0.8,1,august,0.721220117,0.751174104,0.885998444,223,PBO (2021)
Gada,Gawabawa,2023,Gada,0.8,0.8,0.8,0.8,2,august,0.721220117,0.751174104,0.885998444,1318,PBO (2021)
Gada,Gawabawa,2026,Gada,0.8,0.8,0.8,0.8,3,august,0.721220117,0.751174104,0.885998444,2413,PBO (2021)
Gada,Gawabawa,2029,Gada,0.8,0.8,0.8,0.8,4,august,0.721220117,0.751174104,0.885998444,3508,PBO (2021)
Gagarawa,Taura,2021,Gagarawa,0.923076923,0.972222222,0.871794872,0.942028986,1,july,0.716266925,0.751125931,0.883116947,551,PBO (2021)
Gagarawa,Taura,2024,Gagarawa,0.923076923,0.972222222,0.871794872,0.942028986,2,july,0.716266925,0.751125931,0.883116947,1646,PBO (2021)
Gagarawa,Taura,2027,Gagarawa,0.923076923,0.972222222,0.871794872,0.942028986,3,july,0.716266925,0.751125931,0.883116947,2741,PBO (2021)
Gagarawa,Taura,2030,Gagarawa,0.923076923,0.972222222,0.871794872,0.942028986,4,july,0.716266925,0.751125931,0.883116947,3836,PBO (2021)
Gamawa,Gwarzo,2021,Gamawa,0.8,0.8,0.8,0.8,1,august,0.770682387,0.698966685,0.877968696,588,Pyrethroid (2020)
Gamawa,Gwarzo,2024,Gamawa,0.8,0.8,0.8,0.8,2,august,0.770682387,0.698966685,0.877968696,1683,Pyrethroid (2020)
Gamawa,Gwarzo,2027,Gamawa,0.8,0.8,0.8,0.8,3,august,0.770682387,0.698966685,0.877968696,2778,Pyrethroid (2020)
Gamawa,Gwarzo,2030,Gamawa,0.8,0.8,0.8,0.8,4,august,0.770682387,0.698966685,0.877968696,3873,Pyrethroid (2020)
Ganaye,Alkaleri,2020,Ganaye,0.8,0.8,0.8,0.8,1,july,0.427407559,0.7424974,0.65,186,PBO (2021)
Ganaye,Alkaleri,2023,Ganaye,0.8,0.8,0.8,0.8,2,july,0.427407559,0.7424974,0.65,1281,PBO (2021)
Ganaye,Alkaleri,2026,Ganaye,0.8,0.8,0.8,0.8,3,july,0.427407559,0.7424974,0.65,2376,PBO (2021)
Ganaye,Alkaleri,2029,Ganaye,0.8,0.8,0.8,0.8,4,july,0.427407559,0.7424974,0.65,3471,PBO (2021)
Ganjuwa,Darazo,2021,Ganjuwa,0.8,0.8,0.8,0.8,1,july,0.647484501,0.636975276,0.777846808,551,Pyrethroid (2020)
Ganjuwa,Darazo,2024,Ganjuwa,0.8,0.8,0.8,0.8,2,july,0.647484501,0.636975276,0.777846808,1646,Pyrethroid (2020)
Ganjuwa,Darazo,2027,Ganjuwa,0.8,0.8,0.8,0.8,3,july,0.647484501,0.636975276,0.777846808,2741,Pyrethroid (2020)
Ganjuwa,Darazo,2030,Ganjuwa,0.8,0.8,0.8,0.8,4,july,0.647484501,0.636975276,0.777846808,3836,Pyrethroid (2020)
Garki,Babura,2021,Garki,0.944444444,0.878787879,0.952380952,0.932432432,1,may,0.74078424,0.751351753,0.896673119,496,PBO (2021)
Garki,Babura,2024,Garki,0.944444444,0.878787879,0.952380952,0.932432432,2,may,0.74078424,0.751351753,0.896673119,1591,PBO (2021)
Garki,Babura,2027,Garki,0.944444444,0.878787879,0.952380952,0.932432432,3,may,0.74078424,0.751351753,0.896673119,2686,PBO (2021)
Garki,Babura,2030,Garki,0.944444444,0.878787879,0.952380952,0.932432432,4,may,0.74078424,0.751351753,0.896673119,3781,PBO (2021)
Garko,Gwarzo,2022,Garko,0.8,0.8,0.8,0.8,1,august,0.768838005,0.751575217,0.910188344,953,PBO (2021)
Garko,Gwarzo,2025,Garko,0.8,0.8,0.8,0.8,2,august,0.768838005,0.751575217,0.910188344,2048,PBO (2021)
Garko,Gwarzo,2028,Garko,0.8,0.8,0.8,0.8,3,august,0.768838005,0.751575217,0.910188344,3143,PBO (2021)
Garum Mallam,Gwarzo,2022,Garum Mallam,0.818181818,0.8,0.8,0.8,1,august,0.862288859,0.75212162,0.943329856,953,PBO (2021)
Garum Mallam,Gwarzo,2025,Garum Mallam,0.818181818,0.8,0.8,0.8,2,august,0.862288859,0.75212162,0.943329856,2048,PBO (2021)
Garum Mallam,Gwarzo,2028,Garum Mallam,0.818181818,0.8,0.8,0.8,3,august,0.862288859,0.75212162,0.943329856,3143,PBO (2021)
Gashaka,Oru West,2022,Gashaka,0.8,0.8,0.8,0.8,1,june,0.402171636,0.740396661,0.65,892,PBO (2021)
Gashaka,Oru West,2025,Gashaka,0.8,0.8,0.8,0.8,2,june,0.402171636,0.740396661,0.65,1987,PBO (2021)
Gashaka,Oru West,2028,Gashaka,0.8,0.8,0.8,0.8,3,june,0.402171636,0.740396661,0.65,3082,PBO (2021)
Gassol,Keana,2022,Gassol,0.8,0.8,0.8,0.8,1,august,0.374978294,0.737525302,0.65,953,PBO (2021)
Gassol,Keana,2025,Gassol,0.8,0.8,0.8,0.8,2,august,0.374978294,0.737525302,0.65,2048,PBO (2021)
Gassol,Keana,2028,Gassol,0.8,0.8,0.8,0.8,3,august,0.374978294,0.737525302,0.65,3143,PBO (2021)
Gawabawa,Gawabawa,2020,Gawabawa,0.8,0.8,0.8,0.8,1,august,0.808406515,0.751838594,0.926183778,223,PBO (2021)
Gawabawa,Gawabawa,2023,Gawabawa,0.8,0.8,0.8,0.8,2,august,0.808406515,0.751838594,0.926183778,1318,PBO (2021)
Gawabawa,Gawabawa,2026,Gawabawa,0.8,0.8,0.8,0.8,3,august,0.808406515,0.751838594,0.926183778,2413,PBO (2021)
Gawabawa,Gawabawa,2029,Gawabawa,0.8,0.8,0.8,0.8,4,august,0.808406515,0.751838594,0.926183778,3508,PBO (2021)
Gaya,Gwarzo,2022,Gaya,0.878787879,0.8,0.806451613,0.941176471,1,august,0.763092032,0.751532177,0.907579363,953,PBO (2021)
Gaya,Gwarzo,2025,Gaya,0.878787879,0.8,0.806451613,0.941176471,2,august,0.763092032,0.751532177,0.907579363,2048,PBO (2021)
Gaya,Gwarzo,2028,Gaya,0.878787879,0.8,0.806451613,0.941176471,3,august,0.763092032,0.751532177,0.907579363,3143,PBO (2021)
Gbako,Oke-Ero,2022,Gbako,0.8,0.8,0.8,0.8,1,july,0.413494411,0.74139739,0.65,916,PBO (2021)
Gbako,Oke-Ero,2025,Gbako,0.8,0.8,0.8,0.8,2,july,0.413494411,0.74139739,0.65,2011,PBO (2021)
Gbako,Oke-Ero,2028,Gbako,0.8,0.8,0.8,0.8,3,july,0.413494411,0.74139739,0.65,3106,PBO (2021)
Gboko,Keana,2020,Gboko,0.8,0.8,0.8,0.8,1,august,0.325574075,0.398561371,0.53,223,Pyrethroid (2020)
Gboko,Keana,2023,Gboko,0.8,0.8,0.8,0.8,2,august,0.325574075,0.398561371,0.53,1318,Pyrethroid (2020)
Gboko,Keana,2026,Gboko,0.8,0.8,0.8,0.8,3,august,0.325574075,0.398561371,0.53,2413,Pyrethroid (2020)
Gboko,Keana,2029,Gboko,0.8,0.8,0.8,0.8,4,august,0.325574075,0.398561371,0.53,3508,Pyrethroid (2020)
Gboyin,Obubra,2020,Gboyin,0.8,0.8,0.8,0.8,1,june,0.286540024,0.7204787,0.65,162,PBO (2021)
Gboyin,Obubra,2023,Gboyin,0.8,0.8,0.8,0.8,2,june,0.286540024,0.7204787,0.65,1257,PBO (2021)
Gboyin,Obubra,2026,Gboyin,0.8,0.8,0.8,0.8,3,june,0.286540024,0.7204787,0.65,2352,PBO (2021)
Gboyin,Obubra,2029,Gboyin,0.8,0.8,0.8,0.8,4,june,0.286540024,0.7204787,0.65,3447,PBO (2021)
Geidam,Babura,2022,Geidam,0.8,0.8,0.8,0.8,1,may,0.758492868,0.751496753,0.905433898,861,PBO (2021)
Geidam,Babura,2025,Geidam,0.8,0.8,0.8,0.8,2,may,0.758492868,0.751496753,0.905433898,1956,PBO (2021)
Geidam,Babura,2028,Geidam,0.8,0.8,0.8,0.8,3,may,0.758492868,0.751496753,0.905433898,3051,PBO (2021)
Gezawa,Gwarzo,2022,Gezawa,0.8,0.8,0.8,0.8,1,august,0.80805322,0.751836474,0.926054985,953,PBO (2021)
Gezawa,Gwarzo,2025,Gezawa,0.8,0.8,0.8,0.8,2,august,0.80805322,0.751836474,0.926054985,2048,PBO (2021)
Gezawa,Gwarzo,2028,Gezawa,0.8,0.8,0.8,0.8,3,august,0.80805322,0.751836474,0.926054985,3143,PBO (2021)
Giade,Darazo,2021,Giade,0.8,0.8,0.8,0.8,1,july,0.730326034,0.680743195,0.852004738,551,Pyrethroid (2020)
Giade,Darazo,2024,Giade,0.8,0.8,0.8,0.8,2,july,0.730326034,0.680743195,0.852004738,1646,Pyrethroid (2020)
Giade,Darazo,2027,Giade,0.8,0.8,0.8,0.8,3,july,0.730326034,0.680743195,0.852004738,2741,Pyrethroid (2020)
Giade,Darazo,2030,Giade,0.8,0.8,0.8,0.8,4,july,0.730326034,0.680743195,0.852004738,3836,Pyrethroid (2020)
Gireri,Darazo,2020,Gireri,0.8,0.8,0.8,0.8,1,july,0.658506137,0.75044815,0.843319415,186,PBO (2021)
Gireri,Darazo,2023,Gireri,0.8,0.8,0.8,0.8,2,july,0.658506137,0.75044815,0.843319415,1281,PBO (2021)
Gireri,Darazo,2026,Gireri,0.8,0.8,0.8,0.8,3,july,0.658506137,0.75044815,0.843319415,2376,PBO (2021)
Gireri,Darazo,2029,Gireri,0.8,0.8,0.8,0.8,4,july,0.658506137,0.75044815,0.843319415,3471,PBO (2021)
Giwa,Giwa,2022,Giwa,0.8,0.8,0.8,0.8,1,august,0.58231661,0.749087435,0.768467517,953,PBO (2021)
Giwa,Giwa,2025,Giwa,0.8,0.8,0.8,0.8,2,august,0.58231661,0.749087435,0.768467517,2048,PBO (2021)
Giwa,Giwa,2028,Giwa,0.8,0.8,0.8,0.8,3,august,0.58231661,0.749087435,0.768467517,3143,PBO (2021)
Gokana,Nsit Ubium,2020,Gokana,0.8,0.8,0.8,0.8,1,june,0.297628692,0.72358026,0.65,162,PBO (2021)
Gokana,Nsit Ubium,2023,Gokana,0.8,0.8,0.8,0.8,2,june,0.297628692,0.72358026,0.65,1257,PBO (2021)
Gokana,Nsit Ubium,2026,Gokana,0.8,0.8,0.8,0.8,3,june,0.297628692,0.72358026,0.65,2352,PBO (2021)
Gokana,Nsit Ubium,2029,Gokana,0.8,0.8,0.8,0.8,4,june,0.297628692,0.72358026,0.65,3447,PBO (2021)
Gombe,Alkaleri,2021,Gombe,0.8,0.8,0.8,0.8,1,july,0.497689178,0.746452831,0.65,551,PBO (2021)
Gombe,Alkaleri,2024,Gombe,0.8,0.8,0.8,0.8,2,july,0.497689178,0.746452831,0.65,1646,PBO (2021)
Gombe,Alkaleri,2027,Gombe,0.8,0.8,0.8,0.8,3,july,0.497689178,0.746452831,0.65,2741,PBO (2021)
Gombe,Alkaleri,2030,Gombe,0.8,0.8,0.8,0.8,4,july,0.497689178,0.746452831,0.65,3836,PBO (2021)
Gombi,Alkaleri,2020,Gombi,0.8,0.8,0.8,0.8,1,july,0.515567645,0.747153033,0.673908406,186,PBO (2021)
Gombi,Alkaleri,2023,Gombi,0.8,0.8,0.8,0.8,2,july,0.515567645,0.747153033,0.673908406,1281,PBO (2021)
Gombi,Alkaleri,2026,Gombi,0.8,0.8,0.8,0.8,3,july,0.515567645,0.747153033,0.673908406,2376,PBO (2021)
Gombi,Alkaleri,2029,Gombi,0.8,0.8,0.8,0.8,4,july,0.515567645,0.747153033,0.673908406,3471,PBO (2021)
Goronyo,Gawabawa,2020,Goronyo,0.8,0.8,0.8,0.8,1,august,0.728302887,0.751240681,0.889990409,223,PBO (2021)
Goronyo,Gawabawa,2023,Goronyo,0.8,0.8,0.8,0.8,2,august,0.728302887,0.751240681,0.889990409,1318,PBO (2021)
Goronyo,Gawabawa,2026,Goronyo,0.8,0.8,0.8,0.8,3,august,0.728302887,0.751240681,0.889990409,2413,PBO (2021)
Goronyo,Gawabawa,2029,Goronyo,0.8,0.8,0.8,0.8,4,august,0.728302887,0.751240681,0.889990409,3508,PBO (2021)
Gubio,Gawabawa,2020,Gubio,0.8,0.8,0.8,0.8,1,august,0.814426994,0.751874138,0.92834284,223,PBO (2021)
Gubio,Gawabawa,2023,Gubio,0.8,0.8,0.8,0.8,2,august,0.814426994,0.751874138,0.92834284,1318,PBO (2021)
Gubio,Gawabawa,2026,Gubio,0.8,0.8,0.8,0.8,3,august,0.814426994,0.751874138,0.92834284,2413,PBO (2021)
