LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday,adm1,llins1
Epe,Uzo-Uwani,2026,Epe,0.8,0.8,0.8,0.8,0.40174632,0.740357052,0.65,3,june,2352,Lagos,PBO
Epe,Uzo-Uwani,2029,Epe,0.8,0.8,0.8,0.8,0.40174632,0.740357052,0.65,4,june,3447,Lagos,PBO
Esan Central,Owan East,2020,Esan Central,0.8,0.8,0.8,0.8,0.34342137,0.733112828,0.65,1,march,70,Edo,PBO
Esan Central,Owan East,2023,Esan Central,0.8,0.8,0.8,0.8,0.34342137,0.733112828,0.65,2,march,1165,Edo,PBO
Esan Central,Owan East,2026,Esan Central,0.8,0.8,0.8,0.8,0.34342137,0.733112828,0.65,3,march,2260,Edo,PBO
Esan Central,Owan East,2029,Esan Central,0.8,0.8,0.8,0.8,0.34342137,0.733112828,0.65,4,march,3355,Edo,PBO
Esan North East,Uzo-Uwani,2020,Esan North East,0.8,0.8,0.8,0.8,0.339061878,0.732387649,0.65,1,june,162,Edo,PBO
Esan North East,Uzo-Uwani,2023,Esan North East,0.8,0.8,0.8,0.8,0.339061878,0.732387649,0.65,2,june,1257,Edo,PBO
Esan North East,Uzo-Uwani,2026,Esan North East,0.8,0.8,0.8,0.8,0.339061878,0.732387649,0.65,3,june,2352,Edo,PBO
Esan North East,Uzo-Uwani,2029,Esan North East,0.8,0.8,0.8,0.8,0.339061878,0.732387649,0.65,4,june,3447,Edo,PBO
Esan South East,Uzo-Uwani,2020,Esan South East,0.8,0.8,0.8,0.8,0.404971726,0.740653669,0.65,1,june,162,Edo,PBO
Esan South East,Uzo-Uwani,2023,Esan South East,0.8,0.8,0.8,0.8,0.404971726,0.740653669,0.65,2,june,1257,Edo,PBO
Esan South East,Uzo-Uwani,2026,Esan South East,0.8,0.8,0.8,0.8,0.404971726,0.740653669,0.65,3,june,2352,Edo,PBO
Esan South East,Uzo-Uwani,2029,Esan South East,0.8,0.8,0.8,0.8,0.404971726,0.740653669,0.65,4,june,3447,Edo,PBO
Esan West,Uzo-Uwani,2020,Esan West,0.8,0.8,0.8,0.8,0.366421113,0.736459279,0.65,1,june,162,Edo,PBO
Esan West,Uzo-Uwani,2023,Esan West,0.8,0.8,0.8,0.8,0.366421113,0.736459279,0.65,2,june,1257,Edo,PBO
Esan West,Uzo-Uwani,2026,Esan West,0.8,0.8,0.8,0.8,0.366421113,0.736459279,0.65,3,june,2352,Edo,PBO
Esan West,Uzo-Uwani,2029,Esan West,0.8,0.8,0.8,0.8,0.366421113,0.736459279,0.65,4,june,3447,Edo,PBO
Ese-Odo,Owan East,2020,Ese-Odo,0.8,0.8,0.8,0.8,0.298999586,0.72393812,0.65,1,march,70,Ondo,PBO
Ese-Odo,Owan East,2023,Ese-Odo,0.8,0.8,0.8,0.8,0.298999586,0.72393812,0.65,2,march,1165,Ondo,PBO
Ese-Odo,Owan East,2026,Ese-Odo,0.8,0.8,0.8,0.8,0.298999586,0.72393812,0.65,3,march,2260,Ondo,PBO
Ese-Odo,Owan East,2029,Ese-Odo,0.8,0.8,0.8,0.8,0.298999586,0.72393812,0.65,4,march,3355,Ondo,PBO
Esit Eket,Nsit Ubium,2021,Esit Eket,0.8,0.8,0.8,0.8,0.262279676,0.712184003,0.65,1,june,527,Akwa Ibom,PBO
Esit Eket,Nsit Ubium,2024,Esit Eket,0.8,0.8,0.8,0.8,0.262279676,0.712184003,0.65,2,june,1622,Akwa Ibom,PBO
Esit Eket,Nsit Ubium,2027,Esit Eket,0.8,0.8,0.8,0.8,0.262279676,0.712184003,0.65,3,june,2717,Akwa Ibom,PBO
Esit Eket,Nsit Ubium,2030,Esit Eket,0.8,0.8,0.8,0.8,0.262279676,0.712184003,0.65,4,june,3812,Akwa Ibom,PBO
Essien Udim,Ngor-Okpala,2021,Essien Udim,0.8,0.8,0.8,0.8,0.369824263,0.73689371,0.65,1,june,527,Akwa Ibom,PBO
Essien Udim,Ngor-Okpala,2024,Essien Udim,0.8,0.8,0.8,0.8,0.369824263,0.73689371,0.65,2,june,1622,Akwa Ibom,PBO
Essien Udim,Ngor-Okpala,2027,Essien Udim,0.8,0.8,0.8,0.8,0.369824263,0.73689371,0.65,3,june,2717,Akwa Ibom,PBO
Essien Udim,Ngor-Okpala,2030,Essien Udim,0.8,0.8,0.8,0.8,0.369824263,0.73689371,0.65,4,june,3812,Akwa Ibom,PBO
Etche,Ngor-Okpala,2020,Etche,0.8,0.8,0.8,0.8,0.253940946,0.70875579,0.65,1,june,162,Rivers,PBO
Etche,Ngor-Okpala,2023,Etche,0.8,0.8,0.8,0.8,0.253940946,0.70875579,0.65,2,june,1257,Rivers,PBO
Etche,Ngor-Okpala,2026,Etche,0.8,0.8,0.8,0.8,0.253940946,0.70875579,0.65,3,june,2352,Rivers,PBO
Etche,Ngor-Okpala,2029,Etche,0.8,0.8,0.8,0.8,0.253940946,0.70875579,0.65,4,june,3447,Rivers,PBO
Ethiope East,Isoko South,2022,Ethiope East,0.8,0.8,0.8,0.8,0.209725367,0.683644114,0.65,1,june,892,Delta,PBO
Ethiope East,Isoko South,2025,Ethiope East,0.8,0.8,0.8,0.8,0.209725367,0.683644114,0.65,2,june,1987,Delta,PBO
Ethiope East,Isoko South,2028,Ethiope East,0.8,0.8,0.8,0.8,0.209725367,0.683644114,0.65,3,june,3082,Delta,PBO
Ethiope West,Isoko South,2022,Ethiope West,0.8,0.8,0.8,0.8,0.342228555,0.732917568,0.65,1,june,892,Delta,PBO
Ethiope West,Isoko South,2025,Ethiope West,0.8,0.8,0.8,0.8,0.342228555,0.732917568,0.65,2,june,1987,Delta,PBO
Ethiope West,Isoko South,2028,Ethiope West,0.8,0.8,0.8,0.8,0.342228555,0.732917568,0.65,3,june,3082,Delta,PBO
Eti-Osa,Isoko South,2020,Eti-Osa,0.8,0.8,0.8,0.8,0.469914663,0.745152931,0.601490769,1,june,162,Lagos,Urban areas
Eti-Osa,Isoko South,2023,Eti-Osa,0.8,0.8,0.8,0.8,0.469914663,0.745152931,0.601490769,2,june,1257,Lagos,Urban areas
Eti-Osa,Isoko South,2026,Eti-Osa,0.8,0.8,0.8,0.8,0.469914663,0.745152931,0.601490769,3,june,2352,Lagos,Urban areas
Eti-Osa,Isoko South,2029,Eti-Osa,0.8,0.8,0.8,0.8,0.469914663,0.745152931,0.601490769,4,june,3447,Lagos,Urban areas
Etim Ekpo,Ngor-Okpala,2021,Etim Ekpo,0.8,0.8,0.8,0.8,0.326319464,0.730073677,0.65,1,june,527,Akwa Ibom,PBO
Etim Ekpo,Ngor-Okpala,2024,Etim Ekpo,0.8,0.8,0.8,0.8,0.326319464,0.730073677,0.65,2,june,1622,Akwa Ibom,PBO
Etim Ekpo,Ngor-Okpala,2027,Etim Ekpo,0.8,0.8,0.8,0.8,0.326319464,0.730073677,0.65,3,june,2717,Akwa Ibom,PBO
Etim Ekpo,Ngor-Okpala,2030,Etim Ekpo,0.8,0.8,0.8,0.8,0.326319464,0.730073677,0.65,4,june,3812,Akwa Ibom,PBO
Etinan,Nsit Ubium,2021,Etinan,0.8,0.8,0.8,0.8,0.271254927,0.715522394,0.65,1,june,527,Akwa Ibom,PBO
Etinan,Nsit Ubium,2024,Etinan,0.8,0.8,0.8,0.8,0.271254927,0.715522394,0.65,2,june,1622,Akwa Ibom,PBO
Etinan,Nsit Ubium,2027,Etinan,0.8,0.8,0.8,0.8,0.271254927,0.715522394,0.65,3,june,2717,Akwa Ibom,PBO
Etinan,Nsit Ubium,2030,Etinan,0.8,0.8,0.8,0.8,0.271254927,0.715522394,0.65,4,june,3812,Akwa Ibom,PBO
Etsako Central,Owan East,2020,Etsako Central,0.8,0.8,0.8,0.8,0.300181787,0.724242459,0.65,1,march,70,Edo,PBO
Etsako Central,Owan East,2023,Etsako Central,0.8,0.8,0.8,0.8,0.300181787,0.724242459,0.65,2,march,1165,Edo,PBO
Etsako Central,Owan East,2026,Etsako Central,0.8,0.8,0.8,0.8,0.300181787,0.724242459,0.65,3,march,2260,Edo,PBO
Etsako Central,Owan East,2029,Etsako Central,0.8,0.8,0.8,0.8,0.300181787,0.724242459,0.65,4,march,3355,Edo,PBO
Etsako East,Owan East,2020,Etsako East,0.8,0.8,0.8,0.8,0.314825995,0.727707424,0.65,1,march,70,Edo,PBO
Etsako East,Owan East,2023,Etsako East,0.8,0.8,0.8,0.8,0.314825995,0.727707424,0.65,2,march,1165,Edo,PBO
Etsako East,Owan East,2026,Etsako East,0.8,0.8,0.8,0.8,0.314825995,0.727707424,0.65,3,march,2260,Edo,PBO
Etsako East,Owan East,2029,Etsako East,0.8,0.8,0.8,0.8,0.314825995,0.727707424,0.65,4,march,3355,Edo,PBO
Etsako West,Owan East,2020,Etsako West,0.8,0.8,0.8,0.8,0.290127246,0.721523913,0.65,1,march,70,Edo,PBO
Etsako West,Owan East,2023,Etsako West,0.8,0.8,0.8,0.8,0.290127246,0.721523913,0.65,2,march,1165,Edo,PBO
Etsako West,Owan East,2026,Etsako West,0.8,0.8,0.8,0.8,0.290127246,0.721523913,0.65,3,march,2260,Edo,PBO
Etsako West,Owan East,2029,Etsako West,0.8,0.8,0.8,0.8,0.290127246,0.721523913,0.65,4,march,3355,Edo,PBO
Etung,Obubra,2021,Etung,0.8,0.8,0.8,0.8,0.470104636,0.745162831,0.65,1,june,527,Cross River,PBO
Etung,Obubra,2024,Etung,0.8,0.8,0.8,0.8,0.470104636,0.745162831,0.65,2,june,1622,Cross River,PBO
Etung,Obubra,2027,Etung,0.8,0.8,0.8,0.8,0.470104636,0.745162831,0.65,3,june,2717,Cross River,PBO
Etung,Obubra,2030,Etung,0.8,0.8,0.8,0.8,0.470104636,0.745162831,0.65,4,june,3812,Cross River,PBO
Ewekoro,Uzo-Uwani,2021,Ewekoro,0.8,0.8,0.8,0.8,0.487001134,0.745985924,0.65,1,june,527,Ogun,PBO
Ewekoro,Uzo-Uwani,2024,Ewekoro,0.8,0.8,0.8,0.8,0.487001134,0.745985924,0.65,2,june,1622,Ogun,PBO
Ewekoro,Uzo-Uwani,2027,Ewekoro,0.8,0.8,0.8,0.8,0.487001134,0.745985924,0.65,3,june,2717,Ogun,PBO
Ewekoro,Uzo-Uwani,2030,Ewekoro,0.8,0.8,0.8,0.8,0.487001134,0.745985924,0.65,4,june,3812,Ogun,PBO
Ezeagu,Uzo-Uwani,2020,Ezeagu,0.8,0.8,0.8,0.8,0.415961311,0.741602353,0.65,1,june,162,Enugu,PBO
Ezeagu,Uzo-Uwani,2023,Ezeagu,0.8,0.8,0.8,0.8,0.415961311,0.741602353,0.65,2,june,1257,Enugu,PBO
Ezeagu,Uzo-Uwani,2026,Ezeagu,0.8,0.8,0.8,0.8,0.415961311,0.741602353,0.65,3,june,2352,Enugu,PBO
Ezeagu,Uzo-Uwani,2029,Ezeagu,0.8,0.8,0.8,0.8,0.415961311,0.741602353,0.65,4,june,3447,Enugu,PBO
Ezinihitte,Ngor-Okpala,2020,Ezinihitte,0.8,0.8,0.8,0.8,0.456817192,0.744432235,0.65,1,june,162,Imo,PBO
Ezinihitte,Ngor-Okpala,2023,Ezinihitte,0.8,0.8,0.8,0.8,0.456817192,0.744432235,0.65,2,june,1257,Imo,PBO
Ezinihitte,Ngor-Okpala,2026,Ezinihitte,0.8,0.8,0.8,0.8,0.456817192,0.744432235,0.65,3,june,2352,Imo,PBO
Ezinihitte,Ngor-Okpala,2029,Ezinihitte,0.8,0.8,0.8,0.8,0.456817192,0.744432235,0.65,4,june,3447,Imo,PBO
Ezza North,Owan East,2020,Ezza North,0.8,0.8,0.8,0.8,0.41226708,0.741293738,0.65,1,march,70,Ebonyi,PBO
Ezza North,Owan East,2023,Ezza North,0.8,0.8,0.8,0.8,0.41226708,0.741293738,0.65,2,march,1165,Ebonyi,PBO
Ezza North,Owan East,2026,Ezza North,0.8,0.8,0.8,0.8,0.41226708,0.741293738,0.65,3,march,2260,Ebonyi,PBO
Ezza North,Owan East,2029,Ezza North,0.8,0.8,0.8,0.8,0.41226708,0.741293738,0.65,4,march,3355,Ebonyi,PBO
Ezza South,Obubra,2020,Ezza South,0.8,0.8,0.8,0.8,0.389807073,0.739180199,0.65,1,june,162,Ebonyi,PBO
Ezza South,Obubra,2023,Ezza South,0.8,0.8,0.8,0.8,0.389807073,0.739180199,0.65,2,june,1257,Ebonyi,PBO
Ezza South,Obubra,2026,Ezza South,0.8,0.8,0.8,0.8,0.389807073,0.739180199,0.65,3,june,2352,Ebonyi,PBO
Ezza South,Obubra,2029,Ezza South,0.8,0.8,0.8,0.8,0.389807073,0.739180199,0.65,4,june,3447,Ebonyi,PBO
Fagge,Alkaleri,2022,Fagge,0.8,0.8,0.8,0.8,0.567041099,0.748721751,0.725812607,1,july,916,Kano,Urban areas
Fagge,Alkaleri,2025,Fagge,0.8,0.8,0.8,0.8,0.567041099,0.748721751,0.725812607,2,july,2011,Kano,Urban areas
Fagge,Alkaleri,2028,Fagge,0.8,0.8,0.8,0.8,0.567041099,0.748721751,0.725812607,3,july,3106,Kano,Urban areas
Fakai,Birnin Kebbi,2021,Fakai,0.925,0.807692308,0.8,0.8,0.590008654,0.749257634,0.777441649,1,august,588,Kebbi,PBO
Fakai,Birnin Kebbi,2024,Fakai,0.925,0.807692308,0.8,0.8,0.590008654,0.749257634,0.777441649,2,august,1683,Kebbi,PBO
Fakai,Birnin Kebbi,2027,Fakai,0.925,0.807692308,0.8,0.8,0.590008654,0.749257634,0.777441649,3,august,2778,Kebbi,PBO
Fakai,Birnin Kebbi,2030,Fakai,0.925,0.807692308,0.8,0.8,0.590008654,0.749257634,0.777441649,4,august,3873,Kebbi,PBO
Faskari,Giwa,2021,Faskari,0.8,0.8,0.8,0.8,0.713932669,0.751102753,0.881732715,1,august,588,Katsina,PBO
Faskari,Giwa,2024,Faskari,0.8,0.8,0.8,0.8,0.713932669,0.751102753,0.881732715,2,august,1683,Katsina,PBO
Faskari,Giwa,2027,Faskari,0.8,0.8,0.8,0.8,0.713932669,0.751102753,0.881732715,3,august,2778,Katsina,PBO
Faskari,Giwa,2030,Faskari,0.8,0.8,0.8,0.8,0.713932669,0.751102753,0.881732715,4,august,3873,Katsina,PBO
Fika,Darazo,2022,Fika,0.8,0.8,0.8,0.8,0.755004111,0.751469287,0.903771642,1,july,916,Yobe,PBO
Fika,Darazo,2025,Fika,0.8,0.8,0.8,0.8,0.755004111,0.751469287,0.903771642,2,july,2011,Yobe,PBO
Fika,Darazo,2028,Fika,0.8,0.8,0.8,0.8,0.755004111,0.751469287,0.903771642,3,july,3106,Yobe,PBO
Fufore,Alkaleri,2020,Fufore,0.8,0.8,0.8,0.8,0.635571581,0.75010602,0.823835646,1,july,186,Adamawa,PBO
Fufore,Alkaleri,2023,Fufore,0.8,0.8,0.8,0.8,0.635571581,0.75010602,0.823835646,2,july,1281,Adamawa,PBO
Fufore,Alkaleri,2026,Fufore,0.8,0.8,0.8,0.8,0.635571581,0.75010602,0.823835646,3,july,2376,Adamawa,PBO
Fufore,Alkaleri,2029,Fufore,0.8,0.8,0.8,0.8,0.635571581,0.75010602,0.823835646,4,july,3471,Adamawa,PBO
Funakaye,Alkaleri,2021,Funakaye,0.8,0.8,0.8,0.8,0.631961788,0.750047545,0.820549364,1,july,551,Gombe,PBO
Funakaye,Alkaleri,2024,Funakaye,0.8,0.8,0.8,0.8,0.631961788,0.750047545,0.820549364,2,july,1646,Gombe,PBO
Funakaye,Alkaleri,2027,Funakaye,0.8,0.8,0.8,0.8,0.631961788,0.750047545,0.820549364,3,july,2741,Gombe,PBO
Funakaye,Alkaleri,2030,Funakaye,0.8,0.8,0.8,0.8,0.631961788,0.750047545,0.820549364,4,july,3836,Gombe,PBO
Fune,Darazo,2022,Fune,0.8,0.8,0.8,0.8,0.756549801,0.75148152,0.904511849,1,july,916,Yobe,PBO
Fune,Darazo,2025,Fune,0.8,0.8,0.8,0.8,0.756549801,0.75148152,0.904511849,2,july,2011,Yobe,PBO
Fune,Darazo,2028,Fune,0.8,0.8,0.8,0.8,0.756549801,0.75148152,0.904511849,3,july,3106,Yobe,PBO
Funtua,Gwarzo,2021,Funtua,0.8,0.8,0.8,0.8,0.500280747,0.746560342,0.647463373,1,august,588,Katsina,PBO
Funtua,Gwarzo,2024,Funtua,0.8,0.8,0.8,0.8,0.500280747,0.746560342,0.647463373,2,august,1683,Katsina,PBO
Funtua,Gwarzo,2027,Funtua,0.8,0.8,0.8,0.8,0.500280747,0.746560342,0.647463373,3,august,2778,Katsina,PBO
Funtua,Gwarzo,2030,Funtua,0.8,0.8,0.8,0.8,0.500280747,0.746560342,0.647463373,4,august,3873,Katsina,PBO
Gabasawa,Taura,2022,Gabasawa,0.8,0.8,0.8,0.8,0.749885825,0.751428034,0.901277355,1,july,916,Kano,PBO
Gabasawa,Taura,2025,Gabasawa,0.8,0.8,0.8,0.8,0.749885825,0.751428034,0.901277355,2,july,2011,Kano,PBO
Gabasawa,Taura,2028,Gabasawa,0.8,0.8,0.8,0.8,0.749885825,0.751428034,0.901277355,3,july,3106,Kano,PBO
Gada,Gawabawa,2020,Gada,0.8,0.8,0.8,0.8,0.721220117,0.751174104,0.885998444,1,august,223,Sokoto,PBO
Gada,Gawabawa,2023,Gada,0.8,0.8,0.8,0.8,0.721220117,0.751174104,0.885998444,2,august,1318,Sokoto,PBO
Gada,Gawabawa,2026,Gada,0.8,0.8,0.8,0.8,0.721220117,0.751174104,0.885998444,3,august,2413,Sokoto,PBO
Gada,Gawabawa,2029,Gada,0.8,0.8,0.8,0.8,0.721220117,0.751174104,0.885998444,4,august,3508,Sokoto,PBO
Gagarawa,Taura,2021,Gagarawa,0.923076923,0.972222222,0.871794872,0.942028986,0.716266925,0.751125931,0.883116947,1,july,551,Jigawa,PBO
Gagarawa,Taura,2024,Gagarawa,0.923076923,0.972222222,0.871794872,0.942028986,0.716266925,0.751125931,0.883116947,2,july,1646,Jigawa,PBO
Gagarawa,Taura,2027,Gagarawa,0.923076923,0.972222222,0.871794872,0.942028986,0.716266925,0.751125931,0.883116947,3,july,2741,Jigawa,PBO
Gagarawa,Taura,2030,Gagarawa,0.923076923,0.972222222,0.871794872,0.942028986,0.716266925,0.751125931,0.883116947,4,july,3836,Jigawa,PBO
Gamawa,Gwarzo,2021,Gamawa,0.8,0.8,0.8,0.8,0.770682387,0.751588754,0.911009334,1,august,588,Bauchi,PBO
Gamawa,Gwarzo,2024,Gamawa,0.8,0.8,0.8,0.8,0.770682387,0.751588754,0.911009334,2,august,1683,Bauchi,PBO
Gamawa,Gwarzo,2027,Gamawa,0.8,0.8,0.8,0.8,0.770682387,0.751588754,0.911009334,3,august,2778,Bauchi,PBO
Gamawa,Gwarzo,2030,Gamawa,0.8,0.8,0.8,0.8,0.770682387,0.751588754,0.911009334,4,august,3873,Bauchi,PBO
Ganaye,Alkaleri,2020,Ganaye,0.8,0.8,0.8,0.8,0.427407559,0.7424974,0.65,1,july,186,Adamawa,PBO
Ganaye,Alkaleri,2023,Ganaye,0.8,0.8,0.8,0.8,0.427407559,0.7424974,0.65,2,july,1281,Adamawa,PBO
Ganaye,Alkaleri,2026,Ganaye,0.8,0.8,0.8,0.8,0.427407559,0.7424974,0.65,3,july,2376,Adamawa,PBO
Ganaye,Alkaleri,2029,Ganaye,0.8,0.8,0.8,0.8,0.427407559,0.7424974,0.65,4,july,3471,Adamawa,PBO
Ganjuwa,Darazo,2021,Ganjuwa,0.8,0.8,0.8,0.8,0.647484501,0.750289825,0.83424922,1,july,551,Bauchi,PBO
Ganjuwa,Darazo,2024,Ganjuwa,0.8,0.8,0.8,0.8,0.647484501,0.750289825,0.83424922,2,july,1646,Bauchi,PBO
Ganjuwa,Darazo,2027,Ganjuwa,0.8,0.8,0.8,0.8,0.647484501,0.750289825,0.83424922,3,july,2741,Bauchi,PBO
Ganjuwa,Darazo,2030,Ganjuwa,0.8,0.8,0.8,0.8,0.647484501,0.750289825,0.83424922,4,july,3836,Bauchi,PBO
Garki,Babura,2021,Garki,0.944444444,0.878787879,0.952380952,0.932432432,0.74078424,0.751351753,0.896673119,1,may,496,Jigawa,PBO
Garki,Babura,2024,Garki,0.944444444,0.878787879,0.952380952,0.932432432,0.74078424,0.751351753,0.896673119,2,may,1591,Jigawa,PBO
Garki,Babura,2027,Garki,0.944444444,0.878787879,0.952380952,0.932432432,0.74078424,0.751351753,0.896673119,3,may,2686,Jigawa,PBO
Garki,Babura,2030,Garki,0.944444444,0.878787879,0.952380952,0.932432432,0.74078424,0.751351753,0.896673119,4,may,3781,Jigawa,PBO
Garko,Gwarzo,2022,Garko,0.8,0.8,0.8,0.8,0.768838005,0.751575217,0.910188344,1,august,953,Kano,PBO
Garko,Gwarzo,2025,Garko,0.8,0.8,0.8,0.8,0.768838005,0.751575217,0.910188344,2,august,2048,Kano,PBO
Garko,Gwarzo,2028,Garko,0.8,0.8,0.8,0.8,0.768838005,0.751575217,0.910188344,3,august,3143,Kano,PBO
Garum Mallam,Gwarzo,2022,Garum Mallam,0.818181818,0.8,0.8,0.8,0.862288859,0.75212162,0.943329856,1,august,953,Kano,PBO
Garum Mallam,Gwarzo,2025,Garum Mallam,0.818181818,0.8,0.8,0.8,0.862288859,0.75212162,0.943329856,2,august,2048,Kano,PBO
Garum Mallam,Gwarzo,2028,Garum Mallam,0.818181818,0.8,0.8,0.8,0.862288859,0.75212162,0.943329856,3,august,3143,Kano,PBO
Gashaka,Oru West,2022,Gashaka,0.8,0.8,0.8,0.8,0.402171636,0.740396661,0.65,1,june,892,Taraba,PBO
Gashaka,Oru West,2025,Gashaka,0.8,0.8,0.8,0.8,0.402171636,0.740396661,0.65,2,june,1987,Taraba,PBO
Gashaka,Oru West,2028,Gashaka,0.8,0.8,0.8,0.8,0.402171636,0.740396661,0.65,3,june,3082,Taraba,PBO
Gassol,Keana,2022,Gassol,0.8,0.8,0.8,0.8,0.374978294,0.737525302,0.65,1,august,953,Taraba,PBO
Gassol,Keana,2025,Gassol,0.8,0.8,0.8,0.8,0.374978294,0.737525302,0.65,2,august,2048,Taraba,PBO
Gassol,Keana,2028,Gassol,0.8,0.8,0.8,0.8,0.374978294,0.737525302,0.65,3,august,3143,Taraba,PBO
Gawabawa,Gawabawa,2020,Gawabawa,0.8,0.8,0.8,0.8,0.808406515,0.751838594,0.926183778,1,august,223,Sokoto,PBO
Gawabawa,Gawabawa,2023,Gawabawa,0.8,0.8,0.8,0.8,0.808406515,0.751838594,0.926183778,2,august,1318,Sokoto,PBO
Gawabawa,Gawabawa,2026,Gawabawa,0.8,0.8,0.8,0.8,0.808406515,0.751838594,0.926183778,3,august,2413,Sokoto,PBO
Gawabawa,Gawabawa,2029,Gawabawa,0.8,0.8,0.8,0.8,0.808406515,0.751838594,0.926183778,4,august,3508,Sokoto,PBO
Gaya,Gwarzo,2022,Gaya,0.878787879,0.8,0.806451613,0.941176471,0.763092032,0.751532177,0.907579363,1,august,953,Kano,PBO
Gaya,Gwarzo,2025,Gaya,0.878787879,0.8,0.806451613,0.941176471,0.763092032,0.751532177,0.907579363,2,august,2048,Kano,PBO
Gaya,Gwarzo,2028,Gaya,0.878787879,0.8,0.806451613,0.941176471,0.763092032,0.751532177,0.907579363,3,august,3143,Kano,PBO
Gbako,Oke-Ero,2022,Gbako,0.8,0.8,0.8,0.8,0.413494411,0.74139739,0.65,1,july,916,Niger,PBO
Gbako,Oke-Ero,2025,Gbako,0.8,0.8,0.8,0.8,0.413494411,0.74139739,0.65,2,july,2011,Niger,PBO
Gbako,Oke-Ero,2028,Gbako,0.8,0.8,0.8,0.8,0.413494411,0.74139739,0.65,3,july,3106,Niger,PBO
Gboko,Keana,2020,Gboko,0.8,0.8,0.8,0.8,0.325574075,0.729928686,0.65,1,august,223,Benue,PBO
Gboko,Keana,2023,Gboko,0.8,0.8,0.8,0.8,0.325574075,0.729928686,0.65,2,august,1318,Benue,PBO
Gboko,Keana,2026,Gboko,0.8,0.8,0.8,0.8,0.325574075,0.729928686,0.65,3,august,2413,Benue,PBO
Gboko,Keana,2029,Gboko,0.8,0.8,0.8,0.8,0.325574075,0.729928686,0.65,4,august,3508,Benue,PBO
Gboyin,Obubra,2020,Gboyin,0.8,0.8,0.8,0.8,0.286540024,0.7204787,0.65,1,june,162,Ekiti,PBO
Gboyin,Obubra,2023,Gboyin,0.8,0.8,0.8,0.8,0.286540024,0.7204787,0.65,2,june,1257,Ekiti,PBO
Gboyin,Obubra,2026,Gboyin,0.8,0.8,0.8,0.8,0.286540024,0.7204787,0.65,3,june,2352,Ekiti,PBO
Gboyin,Obubra,2029,Gboyin,0.8,0.8,0.8,0.8,0.286540024,0.7204787,0.65,4,june,3447,Ekiti,PBO
Geidam,Babura,2022,Geidam,0.8,0.8,0.8,0.8,0.758492868,0.751496753,0.905433898,1,may,861,Yobe,PBO
Geidam,Babura,2025,Geidam,0.8,0.8,0.8,0.8,0.758492868,0.751496753,0.905433898,2,may,1956,Yobe,PBO
Geidam,Babura,2028,Geidam,0.8,0.8,0.8,0.8,0.758492868,0.751496753,0.905433898,3,may,3051,Yobe,PBO
Gezawa,Gwarzo,2022,Gezawa,0.8,0.8,0.8,0.8,0.80805322,0.751836474,0.926054985,1,august,953,Kano,PBO
Gezawa,Gwarzo,2025,Gezawa,0.8,0.8,0.8,0.8,0.80805322,0.751836474,0.926054985,2,august,2048,Kano,PBO
Gezawa,Gwarzo,2028,Gezawa,0.8,0.8,0.8,0.8,0.80805322,0.751836474,0.926054985,3,august,3143,Kano,PBO
Giade,Darazo,2021,Giade,0.8,0.8,0.8,0.8,0.730326034,0.751259215,0.891103632,1,july,551,Bauchi,PBO
Giade,Darazo,2024,Giade,0.8,0.8,0.8,0.8,0.730326034,0.751259215,0.891103632,2,july,1646,Bauchi,PBO
Giade,Darazo,2027,Giade,0.8,0.8,0.8,0.8,0.730326034,0.751259215,0.891103632,3,july,2741,Bauchi,PBO
Giade,Darazo,2030,Giade,0.8,0.8,0.8,0.8,0.730326034,0.751259215,0.891103632,4,july,3836,Bauchi,PBO
Gireri,Darazo,2020,Gireri,0.8,0.8,0.8,0.8,0.658506137,0.75044815,0.843319415,1,july,186,Adamawa,PBO
Gireri,Darazo,2023,Gireri,0.8,0.8,0.8,0.8,0.658506137,0.75044815,0.843319415,2,july,1281,Adamawa,PBO
Gireri,Darazo,2026,Gireri,0.8,0.8,0.8,0.8,0.658506137,0.75044815,0.843319415,3,july,2376,Adamawa,PBO
Gireri,Darazo,2029,Gireri,0.8,0.8,0.8,0.8,0.658506137,0.75044815,0.843319415,4,july,3471,Adamawa,PBO
Giwa,Giwa,2022,Giwa,0.8,0.8,0.8,0.8,0.58231661,0.749087435,0.768467517,1,august,953,Kaduna,PBO
Giwa,Giwa,2025,Giwa,0.8,0.8,0.8,0.8,0.58231661,0.749087435,0.768467517,2,august,2048,Kaduna,PBO
Giwa,Giwa,2028,Giwa,0.8,0.8,0.8,0.8,0.58231661,0.749087435,0.768467517,3,august,3143,Kaduna,PBO
Gokana,Nsit Ubium,2020,Gokana,0.8,0.8,0.8,0.8,0.297628692,0.72358026,0.65,1,june,162,Rivers,PBO
Gokana,Nsit Ubium,2023,Gokana,0.8,0.8,0.8,0.8,0.297628692,0.72358026,0.65,2,june,1257,Rivers,PBO
Gokana,Nsit Ubium,2026,Gokana,0.8,0.8,0.8,0.8,0.297628692,0.72358026,0.65,3,june,2352,Rivers,PBO
Gokana,Nsit Ubium,2029,Gokana,0.8,0.8,0.8,0.8,0.297628692,0.72358026,0.65,4,june,3447,Rivers,PBO
