,LGA,Rep_DS,State,simday,duration,year,U5_coverage,adult_coverage
741,Wamako,Gawabawa,Sokoto,0,1095,2010,0,0
742,Wamba,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.140374283
743,Warawa,Gwarzo,Kano,0,1095,2010,0.020151372,0.020151372
744,Warji,Takali,Kano,0,1095,2010,0.041618192,0.041618192
745,Warri North,Owan East,Edo,0,1095,2010,0.100639757,0.100639757
746,Warri South,Isoko South,Delta,0,1095,2010,0.102375399,0.102375399
747,Warri South West,Isoko South,Delta,0,1095,2010,0.102375399,0.102375399
748,Wasagu-Danko,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.140374283
749,Wase,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.140374283
750,Wudil,Gwarzo,Kano,0,1095,2010,0.020151372,0.020151372
751,Wukari,Keana,Nasarawa,0,1095,2010,0.003757889,0.003757889
752,Wurno,Gawabawa,Sokoto,0,1095,2010,0,0
753,Wushishi,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.033965668
754,Yabo,Gawabawa,Sokoto,0,1095,2010,0,0
755,Yagba East,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.033965668
756,Yagba West,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.033965668
757,Yakurr,Obubra,Cross River,0,1095,2010,0,0
758,Yala,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.033965668
759,Yamaltu/Deba,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.140374283
760,Yankwashi,Babura,Jigawa,0,1095,2010,0.053961815,0.053961815
761,Yauri,Birnin Kebbi,Kebbi,0,1095,2010,0.005035576,0.005035576
762,Yenegoa,Isoko South,Delta,0,1095,2010,0.102375399,0.102375399
763,Yola North,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.140374283
764,Yola South,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.140374283
765,Yorro,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.140374283
766,Yunusari,Babura,Jigawa,0,1095,2010,0.053961815,0.053961815
767,Yusufari,Taura,Jigawa,0,1095,2010,0.066097954,0.066097954
768,Zaki,Taura,Jigawa,0,1095,2010,0.066097954,0.066097954
769,Zango,Babura,Jigawa,0,1095,2010,0.053961815,0.053961815
770,Zango-Kataf,Soba,Kaduna,0,1095,2010,0.076473462,0.076473462
771,Zaria,Soba,Kaduna,0,1095,2010,0.076473462,0.076473462
772,Zing,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.140374283
775,Aba North,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
776,Aba South,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
777,Abadam,Babura,,1095,730,2013,0.045372476,0.045372476
778,Abaji,Keana,,1095,730,2013,0.289711418,0.289711418
779,Abak,Nsit Ubium,,1095,730,2013,0.116736022,0.116736022
780,Abakaliki,Owan East,,1095,730,2013,0.131594514,0.131594514
781,Abeokuta North,Owan East,,1095,730,2013,0.044332263,0.044332263
782,Abeokuta South,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
783,Abi,Obubra,,1095,730,2013,0.050301814,0.050301814
784,Aboh-Mbaise,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
785,Abua/Odual,Ahoada West,,1095,730,2013,0.285714286,0.285714286
786,Abuja Municipal,Keana,,1095,730,2013,0.2797856,0.2797856
787,Adavi,Owan East,,1095,730,2013,0.044332263,0.044332263
788,Ado,Akinyele,,1095,730,2013,0.041444389,0.041444389
789,Ado Ekiti,Owan East,,1095,730,2013,0.5,0.5
790,Ado-Odo/Ota,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
791,Afijio,Akinyele,,1095,730,2013,0.041444389,0.041444389
792,Afikpo North,Oru West,,1095,730,2013,0.073689826,0.073689826
793,Afikpo South,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
794,Agaie,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
795,Agatu,Keana,,1095,730,2013,0.05092044,0.05092044
796,Agege,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
797,Aguata,Oru West,,1095,730,2013,0.049344359,0.049344359
798,Agwara,Birnin Kebbi,,1095,730,2013,0.159709946,0.159709946
799,Ahiazu-Mbaise,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
800,Ahoada East,Ahoada West,,1095,730,2013,0.090909091,0.090909091
801,Ahoada West,Ahoada West,,1095,730,2013,0.373092363,0.373092363
802,Aiyedade,Akinyele,,1095,730,2013,0.041444389,0.041444389
803,Aiyedire,Akinyele,,1095,730,2013,0.041444389,0.041444389
804,Ajaokuta,Owan East,,1095,730,2013,0.044332263,0.044332263
805,Ajeromi-Ifelodun,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
806,Ajingi,Taura,,1095,730,2013,0.069928121,0.069928121
807,Akamkpa,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
808,Akinyele,Akinyele,,1095,730,2013,0.041444389,0.041444389
809,Akko,Alkaleri,,1095,730,2013,0.053619382,0.053619382
810,Akoko North East,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
811,Akoko North West,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
812,Akoko South East,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
813,Akoko South West,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
814,Akoko-Edo,Owan East,,1095,730,2013,0.044332263,0.044332263
815,Akpabuyo,Nsit Ubium,,1095,730,2013,0.116736022,0.116736022
816,Akuku Toru,Ahoada West,,1095,730,2013,0.25,0.25
817,Akure North,Owan East,,1095,730,2013,0.044332263,0.044332263
818,Akure South,Owan East,,1095,730,2013,0.044332263,0.044332263
819,Akwanga,Oke-Ero,,1095,730,2013,0.168746631,0.168746631
820,Albasu,Takali,,1095,730,2013,0.051157313,0.051157313
821,Aleiro,Birnin Kebbi,,1095,730,2013,0.159709946,0.159709946
822,Alimosho,Uzo-Uwani,,1095,730,2013,0.063368857,0.063368857
823,Alkaleri,Alkaleri,,1095,730,2013,0.053619382,0.053619382
824,Amuwo-Odofin,Isoko South,,1095,730,2013,0.136199054,0.136199054
825,Anambra East,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
826,Anambra West,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
827,Anaocha,Oru West,,1095,730,2013,0.333333333,0.333333333
828,Andoni,Nsit Ubium,,1095,730,2013,0.116736022,0.116736022
829,Aninri,Oru West,,1095,730,2013,0.049344359,0.049344359
830,Aniocha North,Uzo-Uwani,,1095,730,2013,0.276777493,0.276777493
831,Aniocha South,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
832,Anka,Darazo,,1095,730,2013,0.013271123,0.013271123
833,Ankpa,Owan East,,1095,730,2013,0.044332263,0.044332263
834,Apa,Keana,,1095,730,2013,0.05092044,0.05092044
835,Apapa,Isoko South,,1095,730,2013,0.136199054,0.136199054
836,Ardo-Kola,Keana,,1095,730,2013,0.05092044,0.05092044
837,Arewa-Dandi,Birnin Kebbi,,1095,730,2013,0.159709946,0.159709946
838,Argungu,Birnin Kebbi,,1095,730,2013,0.159709946,0.159709946
839,Arochukwu,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
840,Asa,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
841,Asari-Toru,Ahoada West,,1095,730,2013,0.333333333,0.333333333
842,Askira-Uba,Darazo,,1095,730,2013,0.013271123,0.013271123
843,Atakumosa East,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
844,Atakumosa West,Akinyele,,1095,730,2013,0.041444389,0.041444389
845,Atiba,Akinyele,,1095,730,2013,0.041444389,0.041444389
846,Atigbo,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
847,Augie,Birnin Kebbi,,1095,730,2013,0.333333333,0.333333333
848,Auyo,Taura,,1095,730,2013,0.069928121,0.069928121
849,Awe,Keana,,1095,730,2013,0.05092044,0.05092044
850,Awgu,Oru West,,1095,730,2013,0.049344359,0.049344359
851,Awka North,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
852,Awka South,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
853,Ayamelum,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
854,Babura,Babura,,1095,730,2013,0.045372476,0.045372476
855,Badagry,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
856,Bade,Taura,,1095,730,2013,0.069928121,0.069928121
857,Bagudo,Birnin Kebbi,,1095,730,2013,0.159709946,0.159709946
858,Bagwai,Babura,,1095,730,2013,0.045372476,0.045372476
859,Bakassi,Obubra,,1095,730,2013,0.050301814,0.050301814
860,Bakori,Gwarzo,,1095,730,2013,0.023765288,0.023765288
861,Bakura,Darazo,,1095,730,2013,0.013271123,0.013271123
862,Balanga,Alkaleri,,1095,730,2013,0.176782765,0.176782765
863,Bali,Keana,,1095,730,2013,0.05092044,0.05092044
864,Bama,Darazo,,1095,730,2013,0.013271123,0.013271123
865,Barikin Ladi,Soba,,1095,730,2013,0.030472784,0.030472784
866,Baruten,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
867,Bassa1,Keana,,1095,730,2013,0.05092044,0.05092044
868,Bassa2,Soba,,1095,730,2013,0.030472784,0.030472784
869,Batagarawa,Rimi,,1095,730,2013,0.4,0.4
870,Batsari,Rimi,,1095,730,2013,0.111111111,0.111111111
871,Bauchi,Alkaleri,,1095,730,2013,0.063114987,0.063114987
872,Baure,Babura,,1095,730,2013,0.045372476,0.045372476
873,Bayo,Alkaleri,,1095,730,2013,0.053619382,0.053619382
874,Bebeji,Gwarzo,,1095,730,2013,0.023765288,0.023765288
875,Bekwara,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
876,Bende,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
877,Biase,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
878,Bichi,Gwarzo,,1095,730,2013,0.023765288,0.023765288
879,Bida,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
880,Billiri,Alkaleri,,1095,730,2013,0.116746362,0.116746362
881,Bindawa,Rimi,,1095,730,2013,0.073611031,0.073611031
882,Binji,Gawabawa,,1095,730,2013,0.073810029,0.073810029
883,Biriniwa,Taura,,1095,730,2013,0.069928121,0.069928121
884,Birni Kudu,Takali,,1095,730,2013,0.051157313,0.051157313
885,Birnin Kebbi,Birnin Kebbi,,1095,730,2013,0.333333333,0.333333333
886,Birnin Magaji,Rimi,,1095,730,2013,0.073611031,0.073611031
887,Birnin-Gwari,Giwa,,1095,730,2013,0,0
888,Biu,Darazo,,1095,730,2013,0.013271123,0.013271123
889,Bodinga,Gawabawa,,1095,730,2013,0.073810029,0.073810029
890,Bogoro,Alkaleri,,1095,730,2013,0.053619382,0.053619382
891,Boki,Obubra,,1095,730,2013,0.050301814,0.050301814
892,Bokkos,Giwa,,1095,730,2013,0,0
893,Boluwaduro,Akinyele,,1095,730,2013,0.041444389,0.041444389
894,Bomadi,Isoko South,,1095,730,2013,0.136199054,0.136199054
895,Bonny,Nsit Ubium,,1095,730,2013,0.093590954,0.093590954
896,Borgu,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
897,Boripe,Akinyele,,1095,730,2013,0.041444389,0.041444389
898,Bosso,Keana,,1095,730,2013,0.329624495,0.329624495
899,Brass,Ahoada West,,1095,730,2013,0.179282178,0.179282178
900,Buji,Takali,,1095,730,2013,0.051157313,0.051157313
901,Bukkuyum,Alkaleri,,1095,730,2013,0.053619382,0.053619382
902,Bungudu,Takali,,1095,730,2013,0.051157313,0.051157313
903,Bunkure,Gwarzo,,1095,730,2013,0.023765288,0.023765288
904,Bunza,Birnin Kebbi,,1095,730,2013,0.333333333,0.333333333
905,Bursari,Taura,,1095,730,2013,0.052631579,0.052631579
906,Buruku,Keana,,1095,730,2013,0.05092044,0.05092044
907,Burutu,Isoko South,,1095,730,2013,0.136199054,0.136199054
908,Bwari,Giwa,,1095,730,2013,0,0
909,Calabar South,Nsit Ubium,,1095,730,2013,0.116736022,0.116736022
910,Calabar-Municipal,Nsit Ubium,,1095,730,2013,0.116736022,0.116736022
911,Chanchaga,Keana,,1095,730,2013,0.05092044,0.05092044
912,Charanchi,Rimi,,1095,730,2013,0.073611031,0.073611031
913,Chibok,Darazo,,1095,730,2013,0.013271123,0.013271123
914,Chikun,Soba,,1095,730,2013,0.030472784,0.030472784
915,Dala,Alkaleri,,1095,730,2013,0.053619382,0.053619382
916,Damaturu,Darazo,,1095,730,2013,0.013271123,0.013271123
917,Damban,Darazo,,1095,730,2013,0.028082118,0.028082118
918,Dambatta,Babura,,1095,730,2013,0.045372476,0.045372476
919,Damboa,Darazo,,1095,730,2013,0.013271123,0.013271123
920,Dan Musa,Rimi,,1095,730,2013,0.073611031,0.073611031
921,Dandi,Birnin Kebbi,,1095,730,2013,0.159709946,0.159709946
922,Dandume,Giwa,,1095,730,2013,0,0
923,Dange-Shnsi,Gawabawa,,1095,730,2013,0.073810029,0.073810029
924,Danja,Giwa,,1095,730,2013,0,0
925,Darazo,Darazo,,1095,730,2013,0.013271123,0.013271123
926,Dass,Alkaleri,,1095,730,2013,0.053619382,0.053619382
927,Daura,Babura,,1095,730,2013,0.045372476,0.045372476
928,Dawakin Kudu,Gwarzo,,1095,730,2013,0.142857143,0.142857143
929,Dawakin Tofa,Taura,,1095,730,2013,0.069928121,0.069928121
930,Degema,Ahoada West,,1095,730,2013,0.179282178,0.179282178
931,Dekina,Owan East,,1095,730,2013,0.044332263,0.044332263
932,Demsa,Alkaleri,,1095,730,2013,0.053619382,0.053619382
933,Dikwa,Darazo,,1095,730,2013,0.013271123,0.013271123
934,Doguwa,Giwa,,1095,730,2013,0,0
935,Doma,Keana,,1095,730,2013,0.05092044,0.05092044
936,Donga,Keana,,1095,730,2013,0.05092044,0.05092044
937,Dukku,Darazo,,1095,730,2013,0.013271123,0.013271123
938,Dunukofia,Uzo-Uwani,,1095,730,2013,0.142857143,0.142857143
939,Dutse,Takali,,1095,730,2013,0.261504455,0.261504455
940,Dutsi,Rimi,,1095,730,2013,0.333333333,0.333333333
941,Dutsin-Ma,Rimi,,1095,730,2013,0.073611031,0.073611031
942,Eastern Obolo,Nsit Ubium,,1095,730,2013,0.116736022,0.116736022
943,Ebonyi,Owan East,,1095,730,2013,0.044332263,0.044332263
944,Edati,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
945,Ede North,Akinyele,,1095,730,2013,0.041444389,0.041444389
946,Ede South,Akinyele,,1095,730,2013,0.041444389,0.041444389
947,Edu,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
948,Efon-Alayee,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
949,Egbado North,Owan East,,1095,730,2013,0.044332263,0.044332263
950,Egbado South,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
951,Egbeda,Akinyele,,1095,730,2013,0.041444389,0.041444389
952,Egbedore,Akinyele,,1095,730,2013,0.041444389,0.041444389
953,Egor,Uzo-Uwani,,1095,730,2013,0.168990214,0.168990214
954,Ehime-Mbano,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
955,Ejigbo,Akinyele,,1095,730,2013,0.041444389,0.041444389
956,Ekeremor,Ahoada West,,1095,730,2013,0.179282178,0.179282178
957,Eket,Nsit Ubium,,1095,730,2013,0.155533103,0.155533103
958,Ekiti,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
959,Ekiti East,Oke-Ero,,1095,730,2013,0.09234703,0.09234703
960,Ekiti South West,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
961,Ekiti West,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
962,Ekwusigo,Oru West,,1095,730,2013,0.049344359,0.049344359
963,Eleme,Ahoada West,,1095,730,2013,0.083068315,0.083068315
964,Emohua,Ahoada West,,1095,730,2013,0.111111111,0.111111111
965,Emure,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
966,Enugu East,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
967,Enugu North,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
968,Enugu South,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
969,Epe,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
970,Esan Central,Owan East,,1095,730,2013,0.044332263,0.044332263
971,Esan North East,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
972,Esan South East,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
973,Esan West,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
974,Ese-Odo,Owan East,,1095,730,2013,0.044332263,0.044332263
975,Esit Eket,Nsit Ubium,,1095,730,2013,0.116736022,0.116736022
976,Essien Udim,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
977,Etche,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
978,Ethiope East,Isoko South,,1095,730,2013,0.136199054,0.136199054
979,Ethiope West,Isoko South,,1095,730,2013,0.136199054,0.136199054
980,Eti-Osa,Isoko South,,1095,730,2013,0.136199054,0.136199054
981,Etim Ekpo,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
982,Etinan,Nsit Ubium,,1095,730,2013,0.116736022,0.116736022
983,Etsako Central,Owan East,,1095,730,2013,0.044332263,0.044332263
984,Etsako East,Owan East,,1095,730,2013,0.044332263,0.044332263
985,Etsako West,Owan East,,1095,730,2013,0.044332263,0.044332263
986,Etung,Obubra,,1095,730,2013,0.050301814,0.050301814
987,Ewekoro,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
988,Ezeagu,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
989,Ezinihitte,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
990,Ezza North,Owan East,,1095,730,2013,0.044332263,0.044332263
991,Ezza South,Obubra,,1095,730,2013,0.050301814,0.050301814
992,Fagge,Alkaleri,,1095,730,2013,0.053619382,0.053619382
993,Fakai,Birnin Kebbi,,1095,730,2013,0.159709946,0.159709946
994,Faskari,Giwa,,1095,730,2013,0,0
995,Fika,Darazo,,1095,730,2013,0.013271123,0.013271123
996,Fufore,Alkaleri,,1095,730,2013,0.053619382,0.053619382
997,Funakaye,Alkaleri,,1095,730,2013,0.114495291,0.114495291
998,Fune,Darazo,,1095,730,2013,0.067625114,0.067625114
999,Funtua,Gwarzo,,1095,730,2013,0.023765288,0.023765288
1000,Gabasawa,Taura,,1095,730,2013,0.069928121,0.069928121
1001,Gada,Gawabawa,,1095,730,2013,0.073810029,0.073810029
1002,Gagarawa,Taura,,1095,730,2013,0.125,0.125
1003,Gamawa,Gwarzo,,1095,730,2013,0.038787152,0.038787152
1004,Ganaye,Alkaleri,,1095,730,2013,0.053619382,0.053619382
1005,Ganjuwa,Darazo,,1095,730,2013,0.013271123,0.013271123
1006,Garki,Babura,,1095,730,2013,0.045372476,0.045372476
1007,Garko,Gwarzo,,1095,730,2013,0.023765288,0.023765288
1008,Garum Mallam,Gwarzo,,1095,730,2013,0.023765288,0.023765288
1009,Gashaka,Oru West,,1095,730,2013,0.049344359,0.049344359
1010,Gassol,Keana,,1095,730,2013,0.05092044,0.05092044
1011,Gawabawa,Gawabawa,,1095,730,2013,0.073810029,0.073810029
1012,Gaya,Gwarzo,,1095,730,2013,0.023765288,0.023765288
1013,Gbako,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
1014,Gboko,Keana,,1095,730,2013,0.05092044,0.05092044
1015,Gboyin,Obubra,,1095,730,2013,0.250019727,0.250019727
1016,Geidam,Babura,,1095,730,2013,0.045372476,0.045372476
1017,Gezawa,Gwarzo,,1095,730,2013,0.023765288,0.023765288
1018,Giade,Darazo,,1095,730,2013,0.013271123,0.013271123
1019,Gireri,Darazo,,1095,730,2013,0.013271123,0.013271123
1020,Giwa,Giwa,,1095,730,2013,0,0
1021,Gokana,Nsit Ubium,,1095,730,2013,0.22480021,0.22480021
1022,Gombe,Alkaleri,,1095,730,2013,0.053619382,0.053619382
1023,Gombi,Alkaleri,,1095,730,2013,0.090909091,0.090909091
1024,Goronyo,Gawabawa,,1095,730,2013,0.073810029,0.073810029
1025,Gubio,Gawabawa,,1095,730,2013,0.073810029,0.073810029
1026,Gudu,Gawabawa,,1095,730,2013,0.073810029,0.073810029
1027,Gujba,Darazo,,1095,730,2013,0.096210254,0.096210254
1028,Gulani,Alkaleri,,1095,730,2013,0.045454545,0.045454545
1029,Guma,Keana,,1095,730,2013,0.05092044,0.05092044
1030,Gumel,Babura,,1095,730,2013,0.045372476,0.045372476
1031,Gummi,Birnin Kebbi,,1095,730,2013,0.159709946,0.159709946
1032,Gurara,Oke-Ero,,1095,730,2013,0.111111111,0.111111111
1033,Guri,Taura,,1095,730,2013,0.069928121,0.069928121
1034,Gusau,Darazo,,1095,730,2013,0.013271123,0.013271123
1035,Guyuk,Alkaleri,,1095,730,2013,0.053619382,0.053619382
1036,Guzamala,Babura,,1095,730,2013,0.045372476,0.045372476
1037,Gwagwalada,Keana,,1095,730,2013,0.05092044,0.05092044
1038,Gwale,Alkaleri,,1095,730,2013,0.053619382,0.053619382
1039,Gwandu,Birnin Kebbi,,1095,730,2013,0.5,0.5
1040,Gwaram,Takali,,1095,730,2013,0.04476785,0.04476785
1041,Gwarzo,Gwarzo,,1095,730,2013,0.023765288,0.023765288
1042,Gwer East,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
1043,Gwer West,Keana,,1095,730,2013,0.05092044,0.05092044
1044,Gwiwa,Babura,,1095,730,2013,0.045372476,0.045372476
1045,Gwoza,Darazo,,1095,730,2013,0.013271123,0.013271123
1046,Hadejia,Taura,,1095,730,2013,0.069928121,0.069928121
1047,Hawul,Darazo,,1095,730,2013,0.013271123,0.013271123
1048,Hong,Darazo,,1095,730,2013,0.013271123,0.013271123
1049,Ibadan North,Owan East,,1095,730,2013,0.044332263,0.044332263
1050,Ibadan North East,Owan East,,1095,730,2013,0.044332263,0.044332263
1051,Ibadan North West,Owan East,,1095,730,2013,0.044332263,0.044332263
1052,Ibadan South East,Akinyele,,1095,730,2013,0.041444389,0.041444389
1053,Ibadan South West,Owan East,,1095,730,2013,0.044332263,0.044332263
1054,Ibaji,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
1055,Ibarapa Central,Akinyele,,1095,730,2013,0.041444389,0.041444389
1056,Ibarapa East,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
1057,Ibarapa North,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
1058,Ibeju/Lekki,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
1059,Ibeno,Nsit Ubium,,1095,730,2013,0.116736022,0.116736022
1060,Ibesikpo Asutan,Nsit Ubium,,1095,730,2013,0.116736022,0.116736022
1061,Ibi,Keana,,1095,730,2013,0.05092044,0.05092044
1062,Ibiono Ibom,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
1063,Idah,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
1064,Idanre,Akinyele,,1095,730,2013,0.041444389,0.041444389
1065,Ideato North,Oru West,,1095,730,2013,0.049344359,0.049344359
1066,Ideato South,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
1067,Idemili North,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
1068,Idemili South,Oru West,,1095,730,2013,0.049344359,0.049344359
1069,Ido,Akinyele,,1095,730,2013,0.041444389,0.041444389
1070,Idosi-Osi,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
1071,Ifako-Ijaye,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
1072,Ife Central,Akinyele,,1095,730,2013,0.041444389,0.041444389
1073,Ife East,Akinyele,,1095,730,2013,0.041444389,0.041444389
1074,Ife North,Akinyele,,1095,730,2013,0.061400361,0.061400361
1075,Ife South,Akinyele,,1095,730,2013,0.385357288,0.385357288
1076,Ifedayo,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
1077,Ifedore,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
1078,Ifelodun1,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
1079,Ifelodun2,Akinyele,,1095,730,2013,0.041444389,0.041444389
1080,Ifo,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
1081,Igabi,Soba,,1095,730,2013,0.030472784,0.030472784
1082,Igalamela-Odolu,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
1083,Igbo-Etiti,Uzo-Uwani,,1095,730,2013,0.059780553,0.059780553
1084,Igbo-Eze North,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
1085,Igbo-Eze South,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
1086,Igueben,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
1087,Ihiala,Oru West,,1095,730,2013,0.049344359,0.049344359
1088,Ihitte/Uboma,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
1089,Ijebu East,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
1090,Ijebu North,Owan East,,1095,730,2013,0.044332263,0.044332263
1091,Ijebu North East,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
1092,Ijebu ode,Owan East,,1095,730,2013,0.044332263,0.044332263
1093,Ijero,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
1094,Ijumu,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
1095,Ika,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
1096,Ika North East,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
1097,Ika South,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
1098,Ikara,Soba,,1095,730,2013,0.030472784,0.030472784
1099,Ikeduru,Ngor-Okpala,,1095,730,2013,0.116608942,0.116608942
1100,Ikeja,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
1101,Ikenne,Owan East,,1095,730,2013,0.044332263,0.044332263
1102,Ikere,Owan East,,1095,730,2013,0.044332263,0.044332263
1103,Ikole,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
1104,Ikom,Obubra,,1095,730,2013,0.050301814,0.050301814
1105,Ikono,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
1106,Ikorodu,Uzo-Uwani,,1095,730,2013,0.618964545,0.618964545
1107,Ikot Abasi,Nsit Ubium,,1095,730,2013,0.116736022,0.116736022
1108,Ikot Ekpene,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
1109,Ikpoba-Okha,Uzo-Uwani,,1095,730,2013,0.145044221,0.145044221
1110,Ikwerre,Oru West,,1095,730,2013,0.049344359,0.049344359
1111,Ikwo,Obubra,,1095,730,2013,0.050301814,0.050301814
1112,Ikwuano,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
1113,Ila,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
1114,Ilaje,Owan East,,1095,730,2013,0.044332263,0.044332263
1115,Ile-Oluji-Okeigbo,Akinyele,,1095,730,2013,0.041444389,0.041444389
1116,Ilemeji,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
1117,Ilesha East,Owan East,,1095,730,2013,0.044332263,0.044332263
1118,Ilesha West,Akinyele,,1095,730,2013,0.041444389,0.041444389
1119,Illela,Gawabawa,,1095,730,2013,0.073810029,0.073810029
1120,Ilorin East,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
1121,Ilorin South,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
1122,Ilorin West,Owan East,,1095,730,2013,0.279566455,0.279566455
1123,Imeko-Afon,Oke-Ero,,1095,730,2013,0.109211148,0.109211148
1124,Ingawa,Rimi,,1095,730,2013,0.073611031,0.073611031
1125,Ini,Ngor-Okpala,,1095,730,2013,0.040385726,0.040385726
1126,Ipokia,Uzo-Uwani,,1095,730,2013,0.072215691,0.072215691
