,LGA,Rep_DS,State,simday,duration,year,U5_coverage,adult_coverage
1553,Abak,Nsit Ubium,,1825,1095,2015,0.094423463,0.094423463
1554,Abakaliki,Owan East,,1825,1095,2015,0.333333333,0.333333333
1555,Abeokuta North,Owan East,,1825,1095,2015,0.264976843,0.264976843
1556,Abeokuta South,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1557,Abi,Obubra,,1825,1095,2015,0.142857143,0.142857143
1558,Aboh-Mbaise,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
1559,Abua/Odual,Ahoada West,,1825,1095,2015,0.247032288,0.247032288
1560,Abuja Municipal,Keana,,1825,1095,2015,0.318758333,0.318758333
1561,Adavi,Owan East,,1825,1095,2015,0.666666667,0.666666667
1562,Ado,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1563,Ado Ekiti,Owan East,,1825,1095,2015,0.264976843,0.264976843
1564,Ado-Odo/Ota,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1565,Afijio,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1566,Afikpo North,Oru West,,1825,1095,2015,0.366720487,0.366720487
1567,Afikpo South,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
1568,Agaie,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1569,Agatu,Keana,,1825,1095,2015,0.1311888,0.1311888
1570,Agege,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1571,Aguata,Oru West,,1825,1095,2015,0.3,0.3
1572,Agwara,Birnin Kebbi,,1825,1095,2015,0.071887998,0.071887998
1573,Ahiazu-Mbaise,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
1574,Ahoada East,Ahoada West,,1825,1095,2015,0.75,0.75
1575,Ahoada West,Ahoada West,,1825,1095,2015,0.333333333,0.333333333
1576,Aiyedade,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1577,Aiyedire,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1578,Ajaokuta,Owan East,,1825,1095,2015,0.264976843,0.264976843
1579,Ajeromi-Ifelodun,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1580,Ajingi,Taura,,1825,1095,2015,0.111111111,0.111111111
1581,Akamkpa,Ngor-Okpala,,1825,1095,2015,0.2,0.2
1582,Akinyele,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1583,Akko,Alkaleri,,1825,1095,2015,0.145645987,0.145645987
1584,Akoko North East,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1585,Akoko North West,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1586,Akoko South East,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1587,Akoko South West,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1588,Akoko-Edo,Owan East,,1825,1095,2015,0.264976843,0.264976843
1589,Akpabuyo,Nsit Ubium,,1825,1095,2015,0.094423463,0.094423463
1590,Akuku Toru,Ahoada West,,1825,1095,2015,0.247032288,0.247032288
1591,Akure North,Owan East,,1825,1095,2015,0.264976843,0.264976843
1592,Akure South,Owan East,,1825,1095,2015,0.4,0.4
1593,Akwanga,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1594,Albasu,Takali,,1825,1095,2015,0.086956522,0.086956522
1595,Aleiro,Birnin Kebbi,,1825,1095,2015,0.071887998,0.071887998
1596,Alimosho,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1597,Alkaleri,Alkaleri,,1825,1095,2015,0.145645987,0.145645987
1598,Amuwo-Odofin,Isoko South,,1825,1095,2015,0.01218479,0.01218479
1599,Anambra East,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1600,Anambra West,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1601,Anaocha,Oru West,,1825,1095,2015,0.5,0.5
1602,Andoni,Nsit Ubium,,1825,1095,2015,0.094423463,0.094423463
1603,Aninri,Oru West,,1825,1095,2015,0.366720487,0.366720487
1604,Aniocha North,Uzo-Uwani,,1825,1095,2015,0.5,0.5
1605,Aniocha South,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1606,Anka,Darazo,,1825,1095,2015,0.315789474,0.315789474
1607,Ankpa,Owan East,,1825,1095,2015,0.264976843,0.264976843
1608,Apa,Keana,,1825,1095,2015,0.1311888,0.1311888
1609,Apapa,Isoko South,,1825,1095,2015,0.01218479,0.01218479
1610,Ardo-Kola,Keana,,1825,1095,2015,0.1311888,0.1311888
1611,Arewa-Dandi,Birnin Kebbi,,1825,1095,2015,0.071887998,0.071887998
1612,Argungu,Birnin Kebbi,,1825,1095,2015,0.071887998,0.071887998
1613,Arochukwu,Ngor-Okpala,,1825,1095,2015,0.142857143,0.142857143
1614,Asa,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1615,Asari-Toru,Ahoada West,,1825,1095,2015,0.247032288,0.247032288
1616,Askira-Uba,Darazo,,1825,1095,2015,0.18452352,0.18452352
1617,Atakumosa East,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1618,Atakumosa West,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1619,Atiba,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1620,Atigbo,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1621,Augie,Birnin Kebbi,,1825,1095,2015,0.071887998,0.071887998
1622,Auyo,Taura,,1825,1095,2015,0.157894737,0.157894737
1623,Awe,Keana,,1825,1095,2015,0.1311888,0.1311888
1624,Awgu,Oru West,,1825,1095,2015,0.366720487,0.366720487
1625,Awka North,Uzo-Uwani,,1825,1095,2015,0.25,0.25
1626,Awka South,Uzo-Uwani,,1825,1095,2015,0.270773628,0.270773628
1627,Ayamelum,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1628,Babura,Babura,,1825,1095,2015,0.1875,0.1875
1629,Badagry,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1630,Bade,Taura,,1825,1095,2015,0.352941176,0.352941176
1631,Bagudo,Birnin Kebbi,,1825,1095,2015,0.071887998,0.071887998
1632,Bagwai,Babura,,1825,1095,2015,0.138863542,0.138863542
1633,Bakassi,Obubra,,1825,1095,2015,0.249253657,0.249253657
1634,Bakori,Gwarzo,,1825,1095,2015,0.134624366,0.134624366
1635,Bakura,Darazo,,1825,1095,2015,0.18452352,0.18452352
1636,Balanga,Alkaleri,,1825,1095,2015,0.145645987,0.145645987
1637,Bali,Keana,,1825,1095,2015,0.066666667,0.066666667
1638,Bama,Darazo,,1825,1095,2015,0.18452352,0.18452352
1639,Barikin Ladi,Soba,,1825,1095,2015,0.068409273,0.068409273
1640,Baruten,Oke-Ero,,1825,1095,2015,0.125,0.125
1641,Bassa1,Keana,,1825,1095,2015,0.1311888,0.1311888
1642,Bassa2,Soba,,1825,1095,2015,0.571428571,0.571428571
1643,Batagarawa,Rimi,,1825,1095,2015,0.168258146,0.168258146
1644,Batsari,Rimi,,1825,1095,2015,0.168258146,0.168258146
1645,Bauchi,Alkaleri,,1825,1095,2015,0.237836556,0.237836556
1646,Baure,Babura,,1825,1095,2015,0.138863542,0.138863542
1647,Bayo,Alkaleri,,1825,1095,2015,0.145645987,0.145645987
1648,Bebeji,Gwarzo,,1825,1095,2015,0.134624366,0.134624366
1649,Bekwara,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1650,Bende,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
1651,Biase,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
1652,Bichi,Gwarzo,,1825,1095,2015,0.134624366,0.134624366
1653,Bida,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1654,Billiri,Alkaleri,,1825,1095,2015,0.145645987,0.145645987
1655,Bindawa,Rimi,,1825,1095,2015,0.168258146,0.168258146
1656,Binji,Gawabawa,,1825,1095,2015,0.118620448,0.118620448
1657,Biriniwa,Taura,,1825,1095,2015,0.13431021,0.13431021
1658,Birni Kudu,Takali,,1825,1095,2015,0.074490416,0.074490416
1659,Birnin Kebbi,Birnin Kebbi,,1825,1095,2015,0.071887998,0.071887998
1660,Birnin Magaji,Rimi,,1825,1095,2015,0.168258146,0.168258146
1661,Birnin-Gwari,Giwa,,1825,1095,2015,0.129248867,0.129248867
1662,Biu,Darazo,,1825,1095,2015,0.18452352,0.18452352
1663,Bodinga,Gawabawa,,1825,1095,2015,0.118620448,0.118620448
1664,Bogoro,Alkaleri,,1825,1095,2015,0.145645987,0.145645987
1665,Boki,Obubra,,1825,1095,2015,0.249253657,0.249253657
1666,Bokkos,Giwa,,1825,1095,2015,0.129248867,0.129248867
1667,Boluwaduro,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1668,Bomadi,Isoko South,,1825,1095,2015,0.01218479,0.01218479
1669,Bonny,Nsit Ubium,,1825,1095,2015,0.094423463,0.094423463
1670,Borgu,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1671,Boripe,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1672,Bosso,Keana,,1825,1095,2015,0.1311888,0.1311888
1673,Brass,Ahoada West,,1825,1095,2015,0.247032288,0.247032288
1674,Buji,Takali,,1825,1095,2015,0.074490416,0.074490416
1675,Bukkuyum,Alkaleri,,1825,1095,2015,0.145645987,0.145645987
1676,Bungudu,Takali,,1825,1095,2015,0.074490416,0.074490416
1677,Bunkure,Gwarzo,,1825,1095,2015,0.134624366,0.134624366
1678,Bunza,Birnin Kebbi,,1825,1095,2015,0.071887998,0.071887998
1679,Bursari,Taura,,1825,1095,2015,0.05,0.05
1680,Buruku,Keana,,1825,1095,2015,0.1311888,0.1311888
1681,Burutu,Isoko South,,1825,1095,2015,0.01218479,0.01218479
1682,Bwari,Giwa,,1825,1095,2015,0.129248867,0.129248867
1683,Calabar South,Nsit Ubium,,1825,1095,2015,0.094423463,0.094423463
1684,Calabar-Municipal,Nsit Ubium,,1825,1095,2015,0.25,0.25
1685,Chanchaga,Keana,,1825,1095,2015,0.5,0.5
1686,Charanchi,Rimi,,1825,1095,2015,0.168258146,0.168258146
1687,Chibok,Darazo,,1825,1095,2015,0.18452352,0.18452352
1688,Chikun,Soba,,1825,1095,2015,0.068409273,0.068409273
1689,Dala,Alkaleri,,1825,1095,2015,0.145645987,0.145645987
1690,Damaturu,Darazo,,1825,1095,2015,0.142857143,0.142857143
1691,Damban,Darazo,,1825,1095,2015,0.18452352,0.18452352
1692,Dambatta,Babura,,1825,1095,2015,0.138863542,0.138863542
1693,Damboa,Darazo,,1825,1095,2015,0.18452352,0.18452352
1694,Dan Musa,Rimi,,1825,1095,2015,0.041666667,0.041666667
1695,Dandi,Birnin Kebbi,,1825,1095,2015,0.071887998,0.071887998
1696,Dandume,Giwa,,1825,1095,2015,0.129248867,0.129248867
1697,Dange-Shnsi,Gawabawa,,1825,1095,2015,0.118620448,0.118620448
1698,Danja,Giwa,,1825,1095,2015,0.129248867,0.129248867
1699,Darazo,Darazo,,1825,1095,2015,0.18452352,0.18452352
1700,Dass,Alkaleri,,1825,1095,2015,0.145645987,0.145645987
1701,Daura,Babura,,1825,1095,2015,0.138863542,0.138863542
1702,Dawakin Kudu,Gwarzo,,1825,1095,2015,0.134624366,0.134624366
1703,Dawakin Tofa,Taura,,1825,1095,2015,0.13431021,0.13431021
1704,Degema,Ahoada West,,1825,1095,2015,0.75,0.75
1705,Dekina,Owan East,,1825,1095,2015,0.264976843,0.264976843
1706,Demsa,Alkaleri,,1825,1095,2015,0.166666667,0.166666667
1707,Dikwa,Darazo,,1825,1095,2015,0.18452352,0.18452352
1708,Doguwa,Giwa,,1825,1095,2015,0.129248867,0.129248867
1709,Doma,Keana,,1825,1095,2015,0.1311888,0.1311888
1710,Donga,Keana,,1825,1095,2015,0.1311888,0.1311888
1711,Dukku,Darazo,,1825,1095,2015,0.058823529,0.058823529
1712,Dunukofia,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1713,Dutse,Takali,,1825,1095,2015,0.214285714,0.214285714
1714,Dutsi,Rimi,,1825,1095,2015,0.168258146,0.168258146
1715,Dutsin-Ma,Rimi,,1825,1095,2015,0.166666667,0.166666667
1716,Eastern Obolo,Nsit Ubium,,1825,1095,2015,0.094423463,0.094423463
1717,Ebonyi,Owan East,,1825,1095,2015,0.333333333,0.333333333
1718,Edati,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1719,Ede North,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1720,Ede South,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1721,Edu,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1722,Efon-Alayee,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1723,Egbado North,Owan East,,1825,1095,2015,0.264976843,0.264976843
1724,Egbado South,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1725,Egbeda,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1726,Egbedore,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1727,Egor,Uzo-Uwani,,1825,1095,2015,0.5,0.5
1728,Ehime-Mbano,Ngor-Okpala,,1825,1095,2015,0.5,0.5
1729,Ejigbo,Akinyele,,1825,1095,2015,0.080893909,0.080893909
1730,Ekeremor,Ahoada West,,1825,1095,2015,0.247032288,0.247032288
1731,Eket,Nsit Ubium,,1825,1095,2015,0.094423463,0.094423463
1732,Ekiti,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1733,Ekiti East,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1734,Ekiti South West,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1735,Ekiti West,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1736,Ekwusigo,Oru West,,1825,1095,2015,0.366720487,0.366720487
1737,Eleme,Ahoada West,,1825,1095,2015,0.247032288,0.247032288
1738,Emohua,Ahoada West,,1825,1095,2015,0.25,0.25
1739,Emure,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1740,Enugu East,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1741,Enugu North,Uzo-Uwani,,1825,1095,2015,0.272727273,0.272727273
1742,Enugu South,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1743,Epe,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1744,Esan Central,Owan East,,1825,1095,2015,0.264976843,0.264976843
1745,Esan North East,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1746,Esan South East,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1747,Esan West,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1748,Ese-Odo,Owan East,,1825,1095,2015,0.264976843,0.264976843
1749,Esit Eket,Nsit Ubium,,1825,1095,2015,0.071428571,0.071428571
1750,Essien Udim,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
1751,Etche,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
1752,Ethiope East,Isoko South,,1825,1095,2015,0.01218479,0.01218479
1753,Ethiope West,Isoko South,,1825,1095,2015,0.01218479,0.01218479
1754,Eti-Osa,Isoko South,,1825,1095,2015,0.01218479,0.01218479
1755,Etim Ekpo,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
1756,Etinan,Nsit Ubium,,1825,1095,2015,0.094423463,0.094423463
1757,Etsako Central,Owan East,,1825,1095,2015,0.264976843,0.264976843
1758,Etsako East,Owan East,,1825,1095,2015,0.264976843,0.264976843
1759,Etsako West,Owan East,,1825,1095,2015,0.666666667,0.666666667
1760,Etung,Obubra,,1825,1095,2015,0.249253657,0.249253657
1761,Ewekoro,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1762,Ezeagu,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1763,Ezinihitte,Ngor-Okpala,,1825,1095,2015,0.666666667,0.666666667
1764,Ezza North,Owan East,,1825,1095,2015,0.264976843,0.264976843
1765,Ezza South,Obubra,,1825,1095,2015,0.249253657,0.249253657
1766,Fagge,Alkaleri,,1825,1095,2015,0.145645987,0.145645987
1767,Fakai,Birnin Kebbi,,1825,1095,2015,0.071887998,0.071887998
1768,Faskari,Giwa,,1825,1095,2015,0.066666667,0.066666667
1769,Fika,Darazo,,1825,1095,2015,0.18452352,0.18452352
1770,Fufore,Alkaleri,,1825,1095,2015,0.145645987,0.145645987
1771,Funakaye,Alkaleri,,1825,1095,2015,0.145645987,0.145645987
1772,Fune,Darazo,,1825,1095,2015,0.18452352,0.18452352
1773,Funtua,Gwarzo,,1825,1095,2015,0.134624366,0.134624366
1774,Gabasawa,Taura,,1825,1095,2015,0.13431021,0.13431021
1775,Gada,Gawabawa,,1825,1095,2015,0.173913043,0.173913043
1776,Gagarawa,Taura,,1825,1095,2015,0.13431021,0.13431021
1777,Gamawa,Gwarzo,,1825,1095,2015,0.071428571,0.071428571
1778,Ganaye,Alkaleri,,1825,1095,2015,0.145645987,0.145645987
1779,Ganjuwa,Darazo,,1825,1095,2015,0.18452352,0.18452352
1780,Garki,Babura,,1825,1095,2015,0.138863542,0.138863542
1781,Garko,Gwarzo,,1825,1095,2015,0.333333333,0.333333333
1782,Garum Mallam,Gwarzo,,1825,1095,2015,0.134624366,0.134624366
1783,Gashaka,Oru West,,1825,1095,2015,0.366720487,0.366720487
1784,Gassol,Keana,,1825,1095,2015,0.1311888,0.1311888
1785,Gawabawa,Gawabawa,,1825,1095,2015,0.118620448,0.118620448
1786,Gaya,Gwarzo,,1825,1095,2015,0.134624366,0.134624366
1787,Gbako,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1788,Gboko,Keana,,1825,1095,2015,0.1311888,0.1311888
1789,Gboyin,Obubra,,1825,1095,2015,0.666666667,0.666666667
1790,Geidam,Babura,,1825,1095,2015,0.138863542,0.138863542
1791,Gezawa,Gwarzo,,1825,1095,2015,0.134624366,0.134624366
1792,Giade,Darazo,,1825,1095,2015,0.18452352,0.18452352
1793,Gireri,Darazo,,1825,1095,2015,0.18452352,0.18452352
1794,Giwa,Giwa,,1825,1095,2015,0.129248867,0.129248867
1795,Gokana,Nsit Ubium,,1825,1095,2015,0.094423463,0.094423463
1796,Gombe,Alkaleri,,1825,1095,2015,0.145645987,0.145645987
1797,Gombi,Alkaleri,,1825,1095,2015,0.145645987,0.145645987
1798,Goronyo,Gawabawa,,1825,1095,2015,0.118620448,0.118620448
1799,Gubio,Gawabawa,,1825,1095,2015,0.118620448,0.118620448
1800,Gudu,Gawabawa,,1825,1095,2015,0.118620448,0.118620448
1801,Gujba,Darazo,,1825,1095,2015,0.18452352,0.18452352
1802,Gulani,Alkaleri,,1825,1095,2015,0.145645987,0.145645987
1803,Guma,Keana,,1825,1095,2015,0.1311888,0.1311888
1804,Gumel,Babura,,1825,1095,2015,0.138863542,0.138863542
1805,Gummi,Birnin Kebbi,,1825,1095,2015,0.444444444,0.444444444
1806,Gurara,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1807,Guri,Taura,,1825,1095,2015,0.13431021,0.13431021
1808,Gusau,Darazo,,1825,1095,2015,0.20049207,0.20049207
1809,Guyuk,Alkaleri,,1825,1095,2015,0.085714286,0.085714286
1810,Guzamala,Babura,,1825,1095,2015,0.138863542,0.138863542
1811,Gwagwalada,Keana,,1825,1095,2015,0.1311888,0.1311888
1812,Gwale,Alkaleri,,1825,1095,2015,0.145645987,0.145645987
1813,Gwandu,Birnin Kebbi,,1825,1095,2015,0.071887998,0.071887998
1814,Gwaram,Takali,,1825,1095,2015,0.074490416,0.074490416
1815,Gwarzo,Gwarzo,,1825,1095,2015,0.134624366,0.134624366
1816,Gwer East,Oke-Ero,,1825,1095,2015,0.39153443,0.39153443
1817,Gwer West,Keana,,1825,1095,2015,0.1311888,0.1311888
1818,Gwiwa,Babura,,1825,1095,2015,0.138863542,0.138863542
1819,Gwoza,Darazo,,1825,1095,2015,0.18452352,0.18452352
1820,Hadejia,Taura,,1825,1095,2015,0.13431021,0.13431021
1821,Hawul,Darazo,,1825,1095,2015,0.18452352,0.18452352
1822,Hong,Darazo,,1825,1095,2015,0.3,0.3
1823,Ibadan North,Owan East,,1825,1095,2015,0.264976843,0.264976843
1824,Ibadan North East,Owan East,,1825,1095,2015,0.375,0.375
1825,Ibadan North West,Owan East,,1825,1095,2015,0.379041245,0.379041245
1826,Ibadan South East,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1827,Ibadan South West,Owan East,,1825,1095,2015,0.264976843,0.264976843
1828,Ibaji,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1829,Ibarapa Central,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1830,Ibarapa East,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1831,Ibarapa North,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1832,Ibeju/Lekki,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1833,Ibeno,Nsit Ubium,,1825,1095,2015,0.094423463,0.094423463
1834,Ibesikpo Asutan,Nsit Ubium,,1825,1095,2015,0.094423463,0.094423463
1835,Ibi,Keana,,1825,1095,2015,0.1311888,0.1311888
1836,Ibiono Ibom,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
1837,Idah,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1838,Idanre,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1839,Ideato North,Oru West,,1825,1095,2015,0.366720487,0.366720487
1840,Ideato South,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
1841,Idemili North,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1842,Idemili South,Oru West,,1825,1095,2015,0.5,0.5
1843,Ido,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1844,Idosi-Osi,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1845,Ifako-Ijaye,Uzo-Uwani,,1825,1095,2015,0.111111111,0.111111111
1846,Ife Central,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1847,Ife East,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1848,Ife North,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1849,Ife South,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1850,Ifedayo,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1851,Ifedore,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1852,Ifelodun1,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1853,Ifelodun2,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1854,Ifo,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1855,Igabi,Soba,,1825,1095,2015,0.086956522,0.086956522
1856,Igalamela-Odolu,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1857,Igbo-Etiti,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1858,Igbo-Eze North,Uzo-Uwani,,1825,1095,2015,0.286494177,0.286494177
1859,Igbo-Eze South,Uzo-Uwani,,1825,1095,2015,0.111388177,0.111388177
1860,Igueben,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1861,Ihiala,Oru West,,1825,1095,2015,0.366720487,0.366720487
1862,Ihitte/Uboma,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
1863,Ijebu East,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1864,Ijebu North,Owan East,,1825,1095,2015,0.264976843,0.264976843
1865,Ijebu North East,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1866,Ijebu ode,Owan East,,1825,1095,2015,0.666666667,0.666666667
1867,Ijero,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1868,Ijumu,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1869,Ika,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
1870,Ika North East,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1871,Ika South,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1872,Ikara,Soba,,1825,1095,2015,0.068409273,0.068409273
1873,Ikeduru,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
1874,Ikeja,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1875,Ikenne,Owan East,,1825,1095,2015,0.264976843,0.264976843
1876,Ikere,Owan East,,1825,1095,2015,0.25,0.25
1877,Ikole,Oke-Ero,,1825,1095,2015,0.428571429,0.428571429
1878,Ikom,Obubra,,1825,1095,2015,0.466666667,0.466666667
1879,Ikono,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
1880,Ikorodu,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1881,Ikot Abasi,Nsit Ubium,,1825,1095,2015,0.094423463,0.094423463
1882,Ikot Ekpene,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
1883,Ikpoba-Okha,Uzo-Uwani,,1825,1095,2015,0.765570321,0.765570321
1884,Ikwerre,Oru West,,1825,1095,2015,0.5,0.5
1885,Ikwo,Obubra,,1825,1095,2015,0.249253657,0.249253657
1886,Ikwuano,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
1887,Ila,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1888,Ilaje,Owan East,,1825,1095,2015,0.264976843,0.264976843
1889,Ile-Oluji-Okeigbo,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1890,Ilemeji,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1891,Ilesha East,Owan East,,1825,1095,2015,0.666666667,0.666666667
1892,Ilesha West,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1893,Illela,Gawabawa,,1825,1095,2015,0.118620448,0.118620448
1894,Ilorin East,Oke-Ero,,1825,1095,2015,0.333333333,0.333333333
1895,Ilorin South,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1896,Ilorin West,Owan East,,1825,1095,2015,0.264976843,0.264976843
1897,Imeko-Afon,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1898,Ingawa,Rimi,,1825,1095,2015,0.168258146,0.168258146
1899,Ini,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
1900,Ipokia,Uzo-Uwani,,1825,1095,2015,0.190437475,0.190437475
1901,Irele,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1902,Irepo,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1903,Irepodun/Ifelodun,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1904,Irepodun1,Owan East,,1825,1095,2015,0.264976843,0.264976843
1905,Irepodun2,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1906,Irewole,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1907,Isa,Rimi,,1825,1095,2015,0.168258146,0.168258146
1908,Ise/Orun,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1909,Iseyin,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1910,Ishielu,Owan East,,1825,1095,2015,0.264976843,0.264976843
1911,Isi-Uzo,Owan East,,1825,1095,2015,0.264976843,0.264976843
1912,Isiala Mbano,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
1913,Isiala-Ngwa North,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
1914,Isiala-Ngwa South,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
1915,Isin,Oke-Ero,,1825,1095,2015,0.114190056,0.114190056
1916,Isokan,Akinyele,,1825,1095,2015,0.079747826,0.079747826
1917,Isoko North,Isoko South,,1825,1095,2015,0.01218479,0.01218479
1918,Isoko South,Isoko South,,1825,1095,2015,0.01218479,0.01218479
1919,Isu,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
1920,Isuikwato,Ngor-Okpala,,1825,1095,2015,0.17073341,0.17073341
