,LGA,repDS,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use
356,Gaya,Gwarzo,0.03030303,0.051418292,0.016949153,0.027027027
357,Gezawa,Gwarzo,0.10299885,0.051418292,0.048921788,0.116298868
358,Gwale,Alkaleri,0.118463907,0.072751232,0.053568923,0.110290165
359,Gwarzo,Gwarzo,0.10299885,0.051418292,0.048921788,0.116298868
360,Kabo,Gwarzo,0.10299885,0.051418292,0.048921788,0.116298868
361,Kano Municipal,Alkaleri,0.118463907,0.072751232,0.053568923,0.110290165
362,Karaye,Gwarzo,0.064102564,0.051418292,0.048921788,0.088495575
363,Kibiya,Gwarzo,0.10299885,0.051418292,0.048921788,0.116298868
364,Kiru,Gwarzo,0.028571429,0.078947368,0.076923077,0.083333333
365,Kumbotso,Taura,0.181535236,0.11021374,0.086236149,0.171748891
366,Yagba West,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
367,Kunchi,Babura,0.084019284,0.048532657,0.053251464,0.085591563
368,Kura,Gwarzo,0.10299885,0.051418292,0.048921788,0.116298868
369,Madobi,Taura,0.206349206,0.111111111,0.086956522,0.225225225
370,Makoda,Babura,0.074052247,0.069237245,0.09984387,0.107347954
371,Ekiti,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
372,Minjibir,Taura,0.023529412,0.027027027,0.086236149,0.085470085
373,Nasarawa1,Alkaleri,0.118463907,0.072751232,0.053568923,0.110290165
374,Rano,Gwarzo,0.051282051,0.037037037,0.053571429,0.042735043
375,Rimin Gado,Gwarzo,0.027504859,0.017028271,0.01557005,0.091779942
376,Bindawa,Rimi,0.179420244,0.076654309,0.06497504,0.164271353
377,Rogo,Gwarzo,0.10299885,0.051418292,0.048921788,0.116298868
378,Shanono,Gwarzo,0.10299885,0.051418292,0.048921788,0.116298868
379,Sumaila,Takali,0.085714286,0.073170732,0.03030303,0.076190476
380,Takali,Takali,0.101449555,0.05735459,0.045574567,0.089767787
381,Tarauni,Alkaleri,0.118463907,0.072751232,0.053568923,0.110290165
382,Tudun Wada,Gwarzo,0.10299885,0.051418292,0.048921788,0.116298868
383,Ungogo,Taura,0.041785537,0.035510086,0.012505982,0.028176591
384,Warawa,Gwarzo,0.017166201,0.012777419,0.008592891,0.012370765
385,Wudil,Gwarzo,0.233333333,0.107142857,0.166666667,0.362903226
386,Daura,Babura,0.084019284,0.048532657,0.053251464,0.085591563
387,Bakori,Gwarzo,0.10299885,0.051418292,0.048921788,0.116298868
388,Batagarawa,Rimi,0.44,0.305555556,0.233333333,0.444444444
389,Batsari,Rimi,0.528301887,0.266666667,0.206896552,0.423529412
390,Charanchi,Rimi,0.179420244,0.076654309,0.06497504,0.164271353
391,Dan Musa,Rimi,0.179420244,0.076654309,0.06497504,0.164271353
392,Dandume,Giwa,0.121879542,0.030391049,0.037849606,0.130529471
393,Danja,Giwa,0.121879542,0.030391049,0.037849606,0.130529471
394,Dutsin-Ma,Rimi,0.179420244,0.076654309,0.06497504,0.164271353
395,Faskari,Giwa,0.402777778,0.064516129,0.136363636,0.525773196
396,Funtua,Gwarzo,0.203290032,0.092583437,0.098627849,0.311433365
397,Asa,Oke-Ero,0.310714981,0.129101778,0.162477386,0.148589314
398,Ingawa,Rimi,0.126984127,0.076654309,0.06497504,0.103092784
399,Kafur,Gwarzo,0.10299885,0.051418292,0.048921788,0.116298868
400,Kankara,Rimi,0.179420244,0.076654309,0.06497504,0.164271353
401,Kankia,Rimi,0.179420244,0.076654309,0.06497504,0.164271353
402,Katsina,Rimi,0.492957746,0.217391304,0.142857143,0.37037037
403,Kurfi,Rimi,0.303571429,0.137931034,0.075,0.221153846
404,Kusada,Rimi,0.179420244,0.076654309,0.06497504,0.164271353
405,Malumfashi,Gwarzo,0.209917458,0.048433829,0.042073432,0.274426602
406,Mani,Rimi,0.035087719,0.076654309,0.017857143,0.045454545
407,Matazuu,Rimi,0.134831461,0.076654309,0.027027027,0.063063063
408,Birnin Kebbi,Birnin Kebbi,0.113207547,0.055555556,0.050847458,0.081967213
409,Musawa,Gwarzo,0.012820513,0.051418292,0.043478261,0.046728972
410,Rimi,Rimi,0.179420244,0.076654309,0.06497504,0.164271353
411,Sabuwa,Giwa,0.375,0.035714286,0.068181818,0.355555556
412,Safana,Babura,0.084019284,0.048532657,0.053251464,0.085591563
413,Sandamu,Rimi,0.442220407,0.177388492,0.152405487,0.416384301
414,Aleiro,Birnin Kebbi,0.083157145,0.040183752,0.030921957,0.085653138
415,Argungu,Birnin Kebbi,0.492491384,0.365300693,0.427539401,0.573224014
416,Augie,Birnin Kebbi,0.682539683,0.487804878,0.483333333,0.713043478
417,Bunza,Birnin Kebbi,0.409836066,0.428571429,0.306122449,0.351351351
418,Fakai,Birnin Kebbi,0.24982629,0.179934011,0.149465346,0.235459039
419,Gwandu,Birnin Kebbi,0.051724138,0.179934011,0.149465346,0.018518519
420,Jega,Birnin Kebbi,0.050847458,0.179934011,0.025641026,0.040816327
421,Kalgo,Birnin Kebbi,0.24982629,0.179934011,0.149465346,0.235459039
422,Iseyin,Akinyele,0.193548387,0.043478261,0.179487179,0.311111111
423,Maiyama,Birnin Kebbi,0.24982629,0.179934011,0.149465346,0.235459039
424,Ngaski,Owan East,0.271186441,0.107142857,0.06557377,0.21641791
425,Sakaba,Alkaleri,0.008998985,0.013392861,0.009127265,0.025241961
426,Shanga,Birnin Kebbi,0.129197121,0.039475107,0.018655424,0.101177276
427,Suru,Birnin Kebbi,0.365635572,0.266553079,0.118437198,0.261914337
428,Wasagu/Danko,Alkaleri,0.019230769,0.072751232,0.053568923,0.019417476
429,Yauri,Birnin Kebbi,0.24982629,0.179934011,0.149465346,0.235459039
430,Zuru,Alkaleri,0.063993636,0.036328856,0.028017411,0.084695444
431,Adavi,Owan East,0.190417906,0.133905361,0.022222222,0.049382716
432,Ajaokuta,Owan East,0.25,0.058823529,0.054054054,0.128571429
433,Ankpa,Owan East,0.006271996,0.133905361,0.099953742,0.017686131
434,Bassa1,Keana,0.227468963,0.218779756,0.210558699,0.229384632
435,Dekina,Owan East,0.08,0.176470588,0.102040816,0.044444444
436,Edu,Oke-Ero,0.260747443,0.109421797,0.014007004,0.176182038
437,Ibaji,Uzo-Uwani,0.391304348,0.333333333,0.322580645,0.415384615
438,Idah,Uzo-Uwani,0.168157145,0.119988856,0.09154177,0.114805248
439,Igalamela-Odolu,Uzo-Uwani,0.168157145,0.119988856,0.09154177,0.114805248
440,Ijumu,Oke-Ero,0.040180893,0.078067729,0.037655146,0.030343623
441,Kabba/Bunu,Oke-Ero,0.105263158,0.105193908,0.078409211,0.039473684
442,Kogi,Keana,0.394736842,0.161290323,0.063829787,0.230769231
443,Lokoja,Keana,0.119380742,0.058804871,0.054558937,0.098572866
444,Mopa-Muro,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
445,Ofu,Owan East,0.190417906,0.133905361,0.099953742,0.141747932
446,Okehi,Owan East,0.038461538,0.133905361,0.023809524,0.022988506
447,Okene,Owan East,0.117434866,0.050296782,0.05500818,0.059456456
448,Olamabolo,Owan East,0.190417906,0.133905361,0.034870831,0.032443582
449,Omala,Keana,0.185599666,0.136363636,0.096685117,0.113924051
450,Yagba East,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
451,Ifelodun1,Oke-Ero,0.068520036,0.062893581,0.034828557,0.10817222
452,Ilorin East,Oke-Ero,0.155978395,0.145503733,0.069396124,0.121525072
453,Ilorin South,Oke-Ero,0.16,0.172413793,0.068181818,0.08988764
454,Ilorin West,Owan East,0.13406525,0.07777153,0.06634171,0.100631801
455,Irepodun1,Owan East,0.05,0.133905361,0.119047619,0.168674699
456,Itesiwaju,Akinyele,0.21332798,0.159744519,0.117702428,0.173750679
457,Isin,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
458,Kaiama,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
459,Moro,Oke-Ero,0.076085432,0.052294631,0.010935283,0.076448369
460,Offa,Akinyele,0.055555556,0.125,0.117702428,0.063291139
461,Oke-Ero,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
462,Kajola,Akinyele,0.34763611,0.345510533,0.107221694,0.383785029
463,Oyun,Oke-Ero,0.230769231,0.058823529,0.054054054,0.229885057
464,Pategi,Oke-Ero,0.5,0.304347826,0.106382979,0.3
465,Agege,Uzo-Uwani,0.193990474,0.045838917,0.164860329,0.154583379
466,Ajeromi-Ifelodun,Uzo-Uwani,0.17137339,0.127148205,0.131474819,0.100572358
467,Alimosho,Uzo-Uwani,0.137251944,0.11135325,0.066146039,0.097756695
468,Apapa,Isoko South,0.222222222,0.1875,0.12,0.209302326
469,Epe,Uzo-Uwani,0.25,0.307692308,0.15625,0.173913043
470,Ifako-Ijaye,Uzo-Uwani,0.276532996,0.045401623,0.066666667,0.098599048
471,Ikeja,Uzo-Uwani,0.48,0.4,0.09154177,0.10989011
472,Mushin,Isoko South,0.070278331,0.120277523,0.066900267,0.124802355
473,Kokona,Oke-Ero,0.168695913,0.045454545,0.034482759,0.08
474,Ojo,Isoko South,0.177065013,0.201748075,0.115974273,0.108589917
475,Oshodi-Isolo,Uzo-Uwani,0.175347449,0.162567386,0.105774024,0.084710412
476,Surulere1,Oke-Ero,0.084423534,0.252657651,0.119883257,0.090802573
477,Akwanga,Oke-Ero,0.08933243,0.086374126,0.033562801,0.106278213
478,Obi2,Keana,0.185599666,0.037037037,0.025,0.081632653
479,Awe,Keana,0.185599666,0.112881666,0.096685117,0.159002102
480,Doma,Keana,0.066666667,0.112881666,0.057142857,0.08
481,Karu,Oke-Ero,0.138344208,0.082283345,0.059890917,0.101180695
482,Keana,Keana,0.185599666,0.112881666,0.096685117,0.159002102
483,Keffi,Oke-Ero,0.125,0.153846154,0.166666667,0.076086957
484,Lafia,Alkaleri,0.124181306,0.058013085,0.049309808,0.140898306
485,Nasarawa2,Keana,0.197074448,0.133986154,0.060500364,0.198271311
486,Nasarawa-Eggon,Alkaleri,0.132721945,0.111541266,0.08615766,0.168010539
487,Chanchaga,Keana,0.185599666,0.112881666,0.096685117,0.159002102
488,Toto,Keana,0.185599666,0.112881666,0.096685117,0.159002102
489,Wamba,Alkaleri,0.392156863,0.175,0.162790698,0.285714286
490,Agaie,Oke-Ero,0.147268019,0.060234104,0.067778592,0.200373447
491,Agwara,Birnin Kebbi,0.24982629,0.179934011,0.149465346,0.235459039
492,Bida,Oke-Ero,0.027027027,0.105193908,0.078409211,0.048076923
493,Bosso,Keana,0.28993812,0.160754154,0.078417667,0.174305348
494,Edati,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
495,Gbako,Oke-Ero,0.062972897,0.027954777,0.078409211,0.067081333
496,Gurara,Oke-Ero,0.043478261,0.065217391,0.020833333,0.048543689
497,Katcha,Oke-Ero,0.127659574,0.043478261,0.040816327,0.132653061
498,Kontagora,Oke-Ero,0.158138734,0.041762581,0.056965093,0.176821695
499,Lapai,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
500,Lavun,Oke-Ero,0.045454545,0.105193908,0.025641026,0.162393162
501,Magama,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
502,Mariga,Oke-Ero,0.230769231,0.166666667,0.181818182,0.322222222
503,Mashegu,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
504,Pailoro,Oke-Ero,0.045454545,0.105193908,0.078409211,0.031578947
505,Lagelu,Akinyele,0.166666667,0.159744519,0.117702428,0.060606061
506,Mokwa,Oke-Ero,0.175,0.121212121,0.035714286,0.401960784
507,Muya,Giwa,0.121879542,0.030391049,0.037849606,0.130529471
508,Abeokuta South,Uzo-Uwani,0.105073801,0.13117662,0.081970672,0.130410851
509,Ijebu North,Owan East,0.190417906,0.133905361,0.099953742,0.141747932
510,Rafi,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
511,Rijau,Alkaleri,0.049180328,0.072751232,0.053568923,0.053191489
512,Ado-Odo/Ota,Uzo-Uwani,0.244460654,0.132647827,0.134708278,0.161989677
513,Ijebu North East,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
514,Shiroro,Oke-Ero,0.136363636,0.185185185,0.036363636,0.113636364
515,Suleja,Giwa,0.230769231,0.066666667,0.035714286,0.047619048
516,Tafa,Oke-Ero,0.171428571,0.105193908,0.019230769,0.125
517,Wushishi,Oke-Ero,0.117647059,0.105193908,0.057142857,0.119565217
518,Abeokuta North,Owan East,0.190417906,0.133905361,0.099953742,0.141747932
519,Egbado South,Uzo-Uwani,0.185420713,0.16390586,0.158062598,0.191233819
520,Ewekoro,Uzo-Uwani,0.108108108,0.15,0.12,0.14084507
521,Ifo,Uzo-Uwani,0.159215597,0.15336113,0.039716511,0.083975737
522,Ijebu East,Oke-Ero,0.293011387,0.164556979,0.140478988,0.251063838
523,Ijebu ode,Owan East,0.230769231,0.142857143,0.071428571,0.120689655
524,Ikenne,Owan East,0.221120047,0.20548508,0.071210788,0.148750335
525,Obafemi-Owode,Owan East,0.5,0.307692308,0.333333333,0.533333333
526,Odeda,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
527,Odogbolu,Owan East,0.190417906,0.142857143,0.1,0.169811321
528,Ogun waterside,Owan East,0.190417906,0.133905361,0.099953742,0.141747932
529,Remo North,Owan East,0.190417906,0.133905361,0.099953742,0.141747932
530,Shagamu,Uzo-Uwani,0.099743273,0.131583987,0.09154177,0.105830955
531,Akoko North East,Oke-Ero,0.303030303,0.235294118,0.037037037,0.216216216
532,Akoko North West,Oke-Ero,0.2,0.272727273,0.176470588,0.302325581
533,Akoko South East,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
534,Akoko South West,Oke-Ero,0.133333333,0.142857143,0.181818182,0.125
535,Akure North,Owan East,0.214604264,0.17474983,0.082136798,0.123532119
536,Ifedayo,Oke-Ero,0.121212121,0.15,0.171428571,0.050505051
537,Akure South,Owan East,0.280318871,0.175748812,0.135308623,0.141751447
538,Ese-Odo,Owan East,0.190417906,0.133905361,0.099953742,0.141747932
539,Idanre,Akinyele,0.21332798,0.159744519,0.117702428,0.173750679
540,Ifedore,Oke-Ero,0.137931034,0.052631579,0.032258065,0.175257732
541,Ile-Oluji-Okeigbo,Akinyele,0.260856676,0.107823977,0.126682036,0.294415801
542,Irele,Akinyele,0.475,0.655172414,0.395348837,0.453488372
543,Odigbo,Akinyele,0.223043217,0.210752502,0.20613547,0.311440629
544,Ifelodun2,Akinyele,0.058823529,0.159744519,0.048387097,0.126315789
545,Okitipupa,Owan East,0.190417906,0.086956522,0.048780488,0.068493151
546,Ondo East,Akinyele,0.21332798,0.159744519,0.117702428,0.173750679
547,Ondo West,Akinyele,0.777777778,0.6,0.407407407,0.556962025
548,Ose,Owan East,0.010628554,0.029259032,0.085285514,0.065931877
549,Owo,Owan East,0.1875,0.2,0.147058824,0.091954023
550,Aiyedade,Akinyele,0.21332798,0.159744519,0.117702428,0.173750679
551,Aiyedire,Akinyele,0.21332798,0.159744519,0.117702428,0.173750679
552,Atakumosa East,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
553,Orolu,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
554,Atakumosa West,Akinyele,0.21332798,0.159744519,0.117702428,0.173750679
555,Boluwaduro,Akinyele,0.111111111,0.210526316,0.146341463,0.037974684
556,Boripe,Akinyele,0.21332798,0.159744519,0.117702428,0.173750679
557,Ede North,Akinyele,0.21332798,0.159744519,0.117702428,0.173750679
558,Ede South,Akinyele,0.21332798,0.159744519,0.117702428,0.173750679
559,Egbedore,Akinyele,0.05,0.159744519,0.025641026,0.05
560,Ejigbo,Akinyele,0.045983947,0.067797418,0.011706298,0.038735391
561,Ife Central,Akinyele,0.238095238,0.159744519,0.133333333,0.045454545
562,Ife East,Akinyele,0.21332798,0.159744519,0.117702428,0.173750679
563,Ife North,Akinyele,0.077407658,0.043869419,0.117702428,0.023482087
564,Ife South,Akinyele,0.064272545,0.079578314,0.106424118,0.05904995
565,Ila,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
566,Ilesha East,Owan East,0.043782836,0.033025566,0.099953742,0.032486042
567,Ilesha West,Akinyele,0.21332798,0.159744519,0.117702428,0.173750679
568,Irepodun2,Akinyele,0.064245278,0.033378809,0.117702428,0.027923787
569,Irewole,Akinyele,0.185185185,0.047619048,0.032258065,0.068965517
570,Isokan,Akinyele,0.21332798,0.159744519,0.117702428,0.173750679
571,Iwo,Akinyele,0.21332798,0.159744519,0.117702428,0.173750679
572,Osogbo,Owan East,0.190417906,0.133905361,0.099953742,0.141747932
573,Obokun,Akinyele,0.21332798,0.159744519,0.117702428,0.173750679
574,Odo-Otin,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
575,Ola-oluwa,Akinyele,0.21332798,0.159744519,0.117702428,0.173750679
576,Olorunda,Akinyele,0.088164129,0.049045122,0.117702428,0.028319664
577,Oriade,Oke-Ero,0.037037037,0.105193908,0.078409211,0.030927835
578,Ibadan South East,Akinyele,0.21332798,0.159744519,0.117702428,0.173750679
579,Afijio,Akinyele,0.21332798,0.159744519,0.117702428,0.173750679
580,Akinyele,Akinyele,0.21332798,0.159744519,0.117702428,0.01
581,Atiba,Akinyele,0.21332798,0.159744519,0.117702428,0.173750679
582,Egbeda,Akinyele,0.105263158,0.296296296,0.096153846,0.063829787
583,Ibadan North,Owan East,0.181818182,0.08,0.099953742,0.0625
584,Ibadan North East,Owan East,0.034277437,0.062316437,0.099953742,0.02050787
585,Ibadan North West,Owan East,0.087894971,0.026537336,0.011164401,0.062855007
586,Ibarapa Central,Akinyele,0.21332798,0.159744519,0.117702428,0.173750679
587,Ibarapa East,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
588,Ibarapa North,Oke-Ero,0.083272019,0.092627358,0.041609723,0.03804984
589,Ido,Akinyele,0.166666667,0.083333333,0.117702428,0.047619048
590,Irepo,Oke-Ero,0.414634146,0.227272727,0.121212121,0.215189873
591,Ogo Oluwa,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
592,Olorunsogo,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
593,Oluyole,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
594,Ona-Ara,Akinyele,0.21332798,0.159744519,0.117702428,0.173750679
595,Orelope,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
596,Ori Ire,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
597,Oyo West,Akinyele,0.04,0.159744519,0.117702428,0.083333333
598,Saki East,Oke-Ero,0.357342092,0.202723596,0.185851656,0.38392387
599,Saki West,Akinyele,0.391304348,0.08,0.16,0.372093023
600,Surulere2,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
601,Barikin Ladi,Soba,0.265306122,0.130434783,0.12,0.204301075
602,Bassa2,Soba,0.36,0.066666667,0.058823529,0.280487805
603,Bokkos,Giwa,0.121879542,0.030391049,0.037849606,0.130529471
604,Jos East,Soba,0.214285714,0.0625,0.11627907,0.307692308
605,Jos North,Soba,0.362588063,0.205331741,0.227278052,0.265402527
606,Jos South,Soba,0.52173913,0.066666667,0.166666667,0.258064516
607,Kanam,Alkaleri,0.026349928,0.03006515,0.053568923,0.041360448
608,Kanke,Alkaleri,0.118463907,0.072751232,0.053568923,0.110290165
609,Langtang North,Alkaleri,0.082574114,0.043834496,0.016642923,0.043185045
610,Langtang South,Keana,0.163636364,0.076923077,0.108695652,0.111111111
611,Mangu,Darazo,0.211152246,0.232345378,0.219403886,0.212655826
612,Mikang,Alkaleri,0.118463907,0.018867925,0.048387097,0.032
613,Abua/Odual,Ahoada West,0.021276596,0.11544762,0.03125,0.02247191
614,Pankshin,Alkaleri,0.369244669,0.163484334,0.233232511,0.320761941
615,Qua'an Pan,Keana,0.185599666,0.112881666,0.096685117,0.159002102
616,Riyom,Soba,0.680851064,0.358974359,0.307692308,0.541284404
617,Shendam,Keana,0.025641026,0.112881666,0.035714286,0.018018018
618,Wase,Alkaleri,0.118463907,0.072751232,0.053568923,0.110290165
619,Ahoada East,Ahoada West,0.16928682,0.11544762,0.097571244,0.010204082
620,Ahoada West,Ahoada West,0.059774092,0.054706003,0.132736802,0.083968417
621,Andoni,Nsit Ubium,0.08,0.151054467,0.11087847,0.074074074
622,Asari-Toru,Ahoada West,0.258064516,0.416666667,0.083333333,0.205479452
623,Bonny,Nsit Ubium,0.348081172,0.263100986,0.199996376,0.260582555
624,Eleme,Ahoada West,0.099885628,0.037633273,0.042280414,0.056504313
625,Emohua,Ahoada West,0.05,0.055555556,0.028571429,0.106746269
626,Etche,Ngor-Okpala,0.262846013,0.208112873,0.171288626,0.218595141
627,Gokana,Nsit Ubium,0.078840842,0.068633833,0.087425816,0.085834966
628,Ikwerre,Oru West,0.230641915,0.164100907,0.116855278,0.210331671
629,Khana,Nsit Ubium,0.24828478,0.049660482,0.053757659,0.058928033
630,Obia/Akpor,Ahoada West,0.186414375,0.096493312,0.097571244,0.049090863
631,Ogba/Egbema/Ndoni,Ahoada West,0.16928682,0.11544762,0.097571244,0.106746269
632,Ogu/Bolo,Nsit Ubium,0.188744623,0.151054467,0.11087847,0.152047526
633,Okrika,Nsit Ubium,0.188744623,0.151054467,0.11087847,0.152047526
634,Omumma,Ngor-Okpala,0.523809524,0.285714286,0.375,0.441176471
635,Opobo/Nkoro,Nsit Ubium,0.188744623,0.151054467,0.11087847,0.152047526
636,Oyigbo,Nsit Ubium,0.291666667,0.214285714,0.11087847,0.12345679
637,Port-Harcourt,Ahoada West,0.236306803,0.210985237,0.165010858,0.098136637
638,Tai,Nsit Ubium,0.188744623,0.151054467,0.11087847,0.152047526
639,Binji,Gawabawa,0.140360189,0.076231098,0.060961644,0.093340935
640,Bodinga,Gawabawa,0.166666667,0.037735849,0.060961644,0.090909091
641,Dange-Shnsi,Gawabawa,0.019607843,0.076231098,0.060961644,0.023255814
642,Akuku Toru,Ahoada West,0.176470588,0.11544762,0.066666667,0.102564103
643,Goronyo,Gawabawa,0.140360189,0.076231098,0.060961644,0.093340935
644,Gawabawa,Gawabawa,0.155172414,0.205882353,0.073170732,0.126436782
645,Illela,Gawabawa,0.140360189,0.076231098,0.060961644,0.093340935
646,Isa,Rimi,0.179420244,0.076654309,0.06497504,0.164271353
647,Kebbe,Birnin Kebbi,0.24982629,0.179934011,0.149465346,0.235459039
648,Kware,Gawabawa,0.140360189,0.076231098,0.060961644,0.093340935
649,Rabah,Gawabawa,0.140360189,0.076231098,0.060961644,0.093340935
650,Shagari,Birnin Kebbi,0.015384615,0.020833333,0.017857143,0.235459039
651,Mubi South,Darazo,0.073663003,0.073595494,0.053675146,0.043939556
652,Silame,Gawabawa,0.632352941,0.384615385,0.25,0.528735632
653,Sokoto North,Gawabawa,0.255852546,0.154862397,0.08879219,0.164863046
654,Sokoto South,Birnin Kebbi,0.24982629,0.179934011,0.149465346,0.235459039
655,Tambuwal,Birnin Kebbi,0.0141217,0.016036437,0.006088323,0.009464527
656,Tureta,Birnin Kebbi,0.24982629,0.179934011,0.149465346,0.235459039
657,Wamako,Gawabawa,0.195121951,0.111111111,0.134615385,0.142857143
658,Wurno,Gawabawa,0.114630392,0.069580791,0.06870721,0.08942712
659,Yabo,Gawabawa,0.153846154,0.03030303,0.060961644,0.032967033
660,Ardo-Kola,Keana,0.255319149,0.108108108,0.081632653,0.231481481
661,Gassol,Keana,0.144927536,0.021276596,0.06,0.171428571
662,Bali,Keana,0.134883414,0.051672566,0.040111241,0.09657667
663,Donga,Keana,0.070175439,0.054054054,0.040816327,0.062992126
664,Ibi,Keana,0.287878788,0.156862745,0.0625,0.219298246
665,Jalingo,Keana,0.192307692,0.058823529,0.119047619,0.148148148
666,Yorro,Alkaleri,0.14064342,0.089505412,0.075154642,0.133911821
667,Potiskum,Darazo,0.105014985,0.08448735,0.068696764,0.108877417
668,Karin-Lamido,Alkaleri,0.128293658,0.07975139,0.058026797,0.130531112
669,Lau,Alkaleri,0.176470588,0.111111111,0.111111111,0.154545455
670,Wukari,Keana,0.150943396,0.090909091,0.052631579,0.114285714
671,Zing,Alkaleri,0.43902439,0.275,0.159090909,0.313131313
672,Bade,Taura,0.181535236,0.11021374,0.086236149,0.171748891
673,Nguru,Taura,0.636516535,0.384306201,0.473967732,0.626244283
674,Bursari,Taura,0.019230769,0.11021374,0.086236149,0.010869565
675,Damaturu,Darazo,0.043478261,0.08448735,0.068696764,0.092105263
676,Fika,Darazo,0.104166667,0.03030303,0.01754386,0.115384615
677,Gujba,Darazo,0.062670998,0.00968468,0.028991963,0.081754929
678,Fune,Darazo,0.02444186,0.042418134,0.033975358,0.045896829
679,Gulani,Alkaleri,0.1375,0.074074074,0.046153846,0.136363636
680,Geidam,Babura,0.084019284,0.048532657,0.053251464,0.085591563
681,Nangere,Darazo,0.105014985,0.08448735,0.068696764,0.108877417
682,Jakusko,Taura,0.082095321,0.065810587,0.050408599,0.112344529
683,Karasuwa,Taura,0.288260415,0.199936198,0.168878473,0.299326087
684,Tarmua,Rimi,0.179420244,0.076654309,0.06497504,0.164271353
685,Anka,Darazo,0.246153846,0.129032258,0.047619048,0.213592233
686,Bakura,Darazo,0.105014985,0.08448735,0.068696764,0.108877417
687,Birnin Magaji,Rimi,0.043419911,0.076654309,0.00848454,0.028149393
688,Bukkuyum,Alkaleri,0.05,0.048780488,0.023255814,0.072916667
689,Bungudu,Takali,0.224901737,0.10031746,0.108660286,0.167375455
690,Gummi,Birnin Kebbi,0.24982629,0.179934011,0.149465346,0.235459039
691,Ipokia,Uzo-Uwani,0.296296296,0.25,0.225806452,0.333333333
692,Gusau,Darazo,0.018984148,0.08448735,0.046142479,0.026817245
693,Kaura-Namoda,Rimi,0.057416727,0.076654309,0.06497504,0.031152556
694,Maradun,Darazo,0.105014985,0.08448735,0.068696764,0.108877417
695,Tsafe,Takali,0.101449555,0.05735459,0.045574567,0.089767787
696,Maru,Giwa,0.0777625,0.007313879,0.042538072,0.096649843
697,Shinkafi,Rimi,0.179420244,0.076654309,0.06497504,0.164271353
698,Talata Mafara,Darazo,0.475,0.352941176,0.243902439,0.563218391
699,Zurmi,Rimi,0.066582292,0.043658249,0.036866841,0.05237906
700,Mbo,Nsit Ubium,0.3125,0.2,0.186046512,0.287356322
701,Oron,Nsit Ubium,0.071428571,0.2,0.081081081,0.159090909
702,Udung Uko,Nsit Ubium,0.188744623,0.151054467,0.11087847,0.152047526
703,Calabar South,Nsit Ubium,0.214285714,0.133333333,0.11087847,0.202247191
704,Ibeno,Nsit Ubium,0.188744623,0.151054467,0.11087847,0.152047526
705,Eastern Obolo,Nsit Ubium,0.188744623,0.151054467,0.11087847,0.152047526
706,Degema,Ahoada West,0.16928682,0.11544762,0.097571244,0.106746269
707,Brass,Ahoada West,0.222472335,0.152426059,0.080675519,0.14007958
708,Southern Ijaw,Ahoada West,0.160524201,0.130699943,0.089218018,0.106120473
709,Ekeremor,Ahoada West,0.374869162,0.370413068,0.295081513,0.376372112
710,Burutu,Isoko South,0.103840495,0.18220687,0.152872957,0.143812085
711,Warri South West,Isoko South,0.131147541,0.107142857,0.161290323,0.096385542
712,Warri North,Owan East,0.190417906,0.133905361,0.099953742,0.141747932
713,Ilaje,Owan East,0.299792666,0.291362171,0.258542617,0.312781312
714,Ibeju/Lekki,Uzo-Uwani,0.068181818,0.125,0.136363636,0.101123596
715,Amuwo-Odofin,Isoko South,0.133333333,0.137931034,0.090909091,0.038095238
716,Badagry,Uzo-Uwani,0.166666667,0.08,0.035714286,0.077777778
717,Egbado North,Owan East,0.652173913,0.545454545,0.444444444,0.553846154
718,Imeko-Afon,Oke-Ero,0.222222222,0.0625,0.142857143,0.241935484
