LGA,LGA_old,repDS,simday,duration,year,mortality_rate,kill_rate,block_initial,U5_ITN_use_m,U5201.repDS,U5_ITN_use_l,U5_ITN_use,six_nine_ITN_use_m,six_nine_ITN_use_l,six_nine_ITN_use,six_n.year,ten_eighteen_ITN_use_m,ten_eighteen_ITN_use_l,ten_eighteen_ITN_use,ten_e.year,over_eighteen_ITN_use_m,over_eighteen_ITN_use_l,over_eighteen_ITN_use,over_.year
Misau,Misau,Darazo,2920,-1,2018,0.803277912,0.712271562,0.895292482,0.388163903,Darazo,0.331690476,0.44463733,0.340650807,0.295271874,0.386029741,2018,0.23447449,0.184549363,0.284399617,2018,0.609141639,0.556087535,0.662195742,2018
Ningi,Ningi,Takali,2920,-1,2018,0.6738636,0.651854983,0.805057422,0.599580132,Takali,0.553025177,0.646135087,0.317186346,0.221800197,0.412572496,2018,0.365245735,0.29125757,0.4392339,2018,0.69904886,0.655900257,0.742197463,2018
Ukum,Ukum,Keana,2920,-1,2018,0.383970395,0.446657171,0.53,0.402895063,Keana,0.351666579,0.454123548,0.341754412,0.296935061,0.386573763,2018,0.408776947,0.363673624,0.453880269,2018,0.277550274,0.236954693,0.318145856,2018
Shira,Shira,Takali,2920,-1,2018,0.742991291,0.686675947,0.86075202,0.781774613,Takali,0.735219658,0.828329569,0.55818179,0.462795641,0.65356794,2018,0.45037035,0.376382185,0.524358515,2018,0.758869912,0.715721309,0.802018516,2018
Tafawa-Balewa,Tafawa-Balewa,Alkaleri,2920,-1,2018,0.531148459,0.561175608,0.601298661,0.461421544,Alkaleri,0.414458025,0.508385063,0.263822992,0.217820664,0.30982532,2018,0.171341493,0.127870699,0.214812288,2018,0.42448662,0.388668321,0.46030492,2018
Toro,Toro,Giwa,2920,-1,2018,0.625332185,0.623800515,0.751890584,0.481885111,Giwa,0.408321242,0.555448981,0.255012033,0.151052946,0.35897112,2018,0.242007543,0.144497166,0.33951792,2018,0.632073731,0.544065479,0.720081982,2018
Warji,Warji,Takali,2920,-1,2018,0.680001753,0.655190649,0.810864418,0.861111111,Takali,0.814556156,0.907666066,0.296296296,0.200910147,0.391682446,2018,0.390243902,0.316255738,0.464232067,2018,0.836363636,0.793215033,0.879512239,2018
Zaki,Zaki,Taura,2920,-1,2018,0.753604356,0.69149605,0.867647129,0.498359592,Taura,0.456764095,0.539955088,0.41261459,0.357649851,0.46757933,2018,0.456992977,0.413980653,0.500005301,2018,0.706893587,0.669277171,0.744510003,2018
Kolokuma-Opokuma,Kolokuma/Opokuma,Ahoada West,2920,-1,2018,0.224180225,0.31668418,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nembe,Nembe,Ahoada West,2920,-1,2018,0.273335383,0.35581817,0.53,0.615384615,Ahoada West,0.563242649,0.667526582,0.555555556,0.487609026,0.623502085,2018,0.35,0.289343655,0.410656345,2018,0.528301887,0.49086213,0.565741643,2018
Ogbia,Ogbia,Ahoada West,2920,-1,2018,0.381331283,0.44449378,0.53,0.279080839,Ahoada West,0.226938873,0.331222806,0.195282068,0.127335538,0.263228598,2018,0.099086898,0.038430553,0.159743243,2018,0.168082691,0.130642934,0.205522447,2018
Sagbama,Sagbama,Ahoada West,2920,-1,2018,0.219154854,0.312771086,0.53,0.231956133,Ahoada West,0.179814167,0.2840981,0.226313895,0.158367365,0.294260425,2018,0.173679613,0.113023268,0.234335958,2018,0.205364027,0.167924271,0.242803783,2018
Yenegoa,Yenegoa,Isoko South,2920,-1,2018,0.260617689,0.34556186,0.53,0.266772758,Isoko South,0.208477863,0.325067653,0.256305154,0.197489574,0.315120734,2018,0.222104023,0.180778371,0.263429675,2018,0.244577309,0.212672737,0.27648188,2018
Ado,Ado,Akinyele,2920,-1,2018,0.357778894,0.425122422,0.53,0.394663802,Akinyele,0.35305884,0.436268765,0.22521866,0.178431952,0.272005368,2018,0.201283786,0.160392012,0.24217556,2018,0.280297908,0.246837319,0.313758498,2018
Agatu,Agatu,Keana,2920,-1,2018,0.440507142,0.492360644,0.53,0.75,Keana,0.698771516,0.801228484,0.833333333,0.788513982,0.878152684,2018,0.655172414,0.610069092,0.700275736,2018,0.705882353,0.665286771,0.746477935,2018
Apa,Apa,Keana,2920,-1,2018,0.437711079,0.490137805,0.53,0.842105263,Keana,0.790876779,0.893333748,0.352941176,0.308121826,0.397760527,2018,0.416666667,0.371563345,0.461769989,2018,0.467741935,0.427146354,0.508337517,2018
Buruku,Buruku,Keana,2920,-1,2018,0.37690999,0.440865552,0.53,0.678571429,Keana,0.627342944,0.729799913,0.527777778,0.482958427,0.572597129,2018,0.546875,0.501771678,0.591978322,2018,0.523584906,0.482989324,0.564180487,2018
Gboko,Gboko,Keana,2920,-1,2018,0.325574075,0.398561371,0.53,0.764633412,Keana,0.713404928,0.815861896,0.645455044,0.600635693,0.690274395,2018,0.438547558,0.393444236,0.48365088,2018,0.565466494,0.524870912,0.606062075,2018
Guma,Guma,Keana,2920,-1,2018,0.365014826,0.431083741,0.53,0.754372326,Keana,0.703143841,0.80560081,0.751840155,0.707020805,0.796659506,2018,0.739637308,0.694533986,0.78474063,2018,0.670350686,0.629755104,0.710946267,2018
Gwer East,Gwer East,Oke-Ero,2920,-1,2018,0.369333536,0.43463817,0.53,0.888888889,Oke-Ero,0.851082089,0.926695689,0.916666667,0.882212313,0.95112102,2018,0.739130435,0.708311232,0.769949638,2018,0.660714286,0.631198909,0.690229662,2018
Gwer West,Gwer West,Keana,2920,-1,2018,0.423749809,0.478971197,0.53,0.535714286,Keana,0.484485801,0.58694277,0.294117647,0.249298296,0.338936998,2018,0.866666667,0.821563345,0.911769989,2018,0.484375,0.443779418,0.524970582,2018
Katsina-Ala,Katsina-Ala,Keana,2920,-1,2018,0.338062239,0.408859386,0.53,0.770171343,Keana,0.718942858,0.821399827,0.610136606,0.565317255,0.654955957,2018,0.461619835,0.416516513,0.506723158,2018,0.540749047,0.500153465,0.581344628,2018
Konshisha,Konshisha,Oke-Ero,2920,-1,2018,0.393916167,0.45479219,0.53,0.37037037,Oke-Ero,0.33256357,0.408177171,0.181818182,0.147363828,0.216272536,2018,0.307692308,0.276873105,0.338511511,2018,0.353846154,0.324330777,0.383361531,2018
Logo,Logo,Keana,2920,-1,2018,0.41751013,0.473946946,0.53,0.508873086,Keana,0.457644601,0.56010157,0.36051872,0.315699369,0.405338071,2018,0.345747474,0.300644152,0.390850796,2018,0.443661769,0.403066187,0.484257351,2018
Makurdi,Makurdi,Keana,2920,-1,2018,0.369068798,0.434420372,0.53,0.805491132,Keana,0.754262648,0.856719616,0.613397361,0.568578011,0.658216712,2018,0.655426287,0.610322964,0.700529609,2018,0.646262764,0.605667182,0.686858346,2018
Obi1,Obi1,Keana,2920,-1,2018,0.390472194,0.451978665,0.53,0.508873086,Keana,0.457644601,0.56010157,0.36051872,0.315699369,0.405338071,2018,0.345747474,0.300644152,0.390850796,2018,0.443661769,0.403066187,0.484257351,2018
Ogbadibo,Ogbadibo,Owan East,2920,-1,2018,0.336392711,0.407482111,0.53,0.464431748,Owan East,0.411992894,0.516870602,0.418946669,0.368150336,0.469743002,2018,0.343821936,0.299523581,0.388120292,2018,0.380122437,0.33952398,0.420720893,2018
Ohimini,Ohimini,Akinyele,2920,-1,2018,0.349595567,0.418374369,0.53,0.43481825,Akinyele,0.393213288,0.476423213,0.392030997,0.345244289,0.438817704,2018,0.310573478,0.269681704,0.351465253,2018,0.377487976,0.344027386,0.410948565,2018
Oju,Oju,Oke-Ero,2920,-1,2018,0.409720848,0.467648858,0.53,0.623814125,Oke-Ero,0.586007324,0.661620925,0.399359141,0.364904787,0.433813494,2018,0.386233941,0.355414738,0.417053144,2018,0.415949169,0.386433792,0.445464546,2018
Okpokwu,Okpokwu,Akinyele,2920,-1,2018,0.347201019,0.416399046,0.53,0.484848485,Akinyele,0.443243522,0.526453448,0.133333333,0.086546626,0.180120041,2018,0.142857143,0.101965369,0.183748917,2018,0.34375,0.31028941,0.37721059,2018
Oturkpo,Oturkpo,Owan East,2920,-1,2018,0.406479871,0.465020433,0.53,0.665504672,Owan East,0.613065818,0.717943526,0.504148738,0.453352405,0.554945071,2018,0.437773746,0.39347539,0.482072101,2018,0.495138587,0.454540131,0.535737044,2018
Tarka,Tarka,Keana,2920,-1,2018,0.339520975,0.410062837,0.53,0.88,Keana,0.828771516,0.931228484,0.583333333,0.538513982,0.628152684,2018,0.782608696,0.737505374,0.827712018,2018,0.716666667,0.676071085,0.757262248,2018
Ushongo,Ushongo,Oke-Ero,2920,-1,2018,0.333533837,0.405123965,0.53,0.391788901,Oke-Ero,0.353982101,0.429595701,0.299429972,0.264975618,0.333884325,2018,0.260379648,0.229560445,0.291198851,2018,0.355121446,0.32560607,0.384636823,2018
Vandeikya,Vandeikya,Oke-Ero,2920,-1,2018,0.384252901,0.446888644,0.53,0.581193317,Oke-Ero,0.543386517,0.619000118,0.487317931,0.452863577,0.521772285,2018,0.378051261,0.347232058,0.408870464,2018,0.458639931,0.429124554,0.488155308,2018
Askira-Uba,Askira/Uba,Darazo,2920,-1,2018,0.666450057,0.647762427,0.797788447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enugu East,Enugu East,Uzo-Uwani,2920,-1,2018,0.392074002,0.453287726,0.53,0.329093825,Uzo-Uwani,0.291488589,0.366699061,0.20369517,0.160073277,0.247317063,2018,0.219981236,0.187828796,0.252133676,2018,0.228052903,0.198989936,0.257115869,2018
Bayo,Bayo,Alkaleri,2920,-1,2018,0.570036309,0.588279066,0.672369288,0.324324324,Alkaleri,0.277360805,0.371287843,0.565217391,0.519215063,0.61121972,2018,0.448979592,0.405508798,0.492450386,2018,0.479452055,0.443633756,0.515270354,2018
Biu,Biu,Darazo,2920,-1,2018,0.636944927,0.630783932,0.765873459,0.157894737,Darazo,0.10142131,0.214368164,0.171428571,0.126049638,0.216807505,2018,0.156862745,0.106937618,0.206787872,2018,0.222222222,0.169168118,0.275276326,2018
Chibok,Chibok,Darazo,2920,-1,2018,0.652598314,0.639928775,0.78342144,0.452267101,Darazo,0.395793674,0.508740528,0.327499677,0.282120744,0.372878611,2018,0.260204646,0.210279519,0.310129772,2018,0.492014848,0.438960744,0.545068952,2018
Damboa,Damboa,Darazo,2920,-1,2018,0.695319136,0.663306114,0.824560976,0.452267101,Darazo,0.395793674,0.508740528,0.327499677,0.282120744,0.372878611,2018,0.260204646,0.210279519,0.310129772,2018,0.492014848,0.438960744,0.545068952,2018
Biase,Biase,Ngor-Okpala,2920,-1,2018,0.42094549,0.476715539,0.53,0.482671224,Ngor-Okpala,0.414806718,0.55053573,0.526268077,0.465422706,0.587113447,2018,0.476156082,0.414627184,0.53768498,2018,0.550827005,0.495627139,0.60602687,2018
Dikwa,Dikwa,Darazo,2920,-1,2018,0.719398758,0.675465,0.843975139,0.452267101,Darazo,0.395793674,0.508740528,0.327499677,0.282120744,0.372878611,2018,0.260204646,0.210279519,0.310129772,2018,0.492014848,0.438960744,0.545068952,2018
Gubio,Gubio,Gawabawa,2920,-1,2018,0.814426994,0.716543356,0.900577617,0.285714286,Gawabawa,0.236327611,0.33510096,0.352734644,0.305316881,0.400152407,2018,0.238095238,0.166680658,0.309509818,2018,0.212765957,0.103537353,0.321994562,2018
Jere,Jere,Gawabawa,2920,-1,2018,0.753750697,0.691561556,0.867739549,0.511039422,Gawabawa,0.461652748,0.560426096,0.394532061,0.347114298,0.441949825,2018,0.208201451,0.136786871,0.279616031,2018,0.382382438,0.273153834,0.491611043,2018
Guzamala,Guzamala,Babura,2920,-1,2018,0.777569747,0.701881155,0.881877699,0.717584416,Babura,0.623109669,0.812059164,0.651199027,0.572855621,0.729542432,2018,0.639332017,0.54767318,0.730990854,2018,0.715626442,0.621338315,0.809914569,2018
Hawul,Hawul,Darazo,2920,-1,2018,0.628168105,0.625521494,0.755384282,0.337806295,Darazo,0.281332868,0.394279722,0.384955748,0.339576814,0.430334681,2018,0.285515959,0.235590832,0.335441086,2018,0.308921158,0.255867054,0.361975262,2018
Kwaya Kusar,Kwaya Kusar,Alkaleri,2920,-1,2018,0.597977668,0.606689636,0.715395685,0.484534717,Alkaleri,0.437571198,0.531498236,0.381738609,0.335736281,0.427740937,2018,0.338571783,0.295100989,0.382042577,2018,0.497522113,0.461703814,0.533340413,2018
Enugu North,Enugu North,Uzo-Uwani,2920,-1,2018,0.420714903,0.476529889,0.53,0.154716936,Uzo-Uwani,0.1171117,0.192322172,0.048309143,0.00468725,0.091931036,2018,0.141453801,0.109301361,0.173606241,2018,0.113708785,0.084645818,0.142771751,2018
Kaga,Kaga,Darazo,2920,-1,2018,0.674887541,0.65241475,0.806039237,0.388888889,Darazo,0.332415462,0.445362316,0.318181818,0.272802885,0.363560752,2018,0.233333333,0.183408207,0.28325846,2018,0.385964912,0.332910808,0.439019016,2018
Mafa,Mafa,Darazo,2920,-1,2018,0.71541858,0.673505468,0.840933705,0.452267101,Darazo,0.395793674,0.508740528,0.327499677,0.282120744,0.372878611,2018,0.260204646,0.210279519,0.310129772,2018,0.492014848,0.438960744,0.545068952,2018
Obudu,Obudu,Obubra,2920,-1,2018,0.438167494,0.490500973,0.53,0.647208055,Obubra,0.579514767,0.714901343,0.594090851,0.511734521,0.676447181,2018,0.548608298,0.469818055,0.627398541,2018,0.560815073,0.501694008,0.619936138,2018
Konduga,Konduga,Darazo,2920,-1,2018,0.74032898,0.685445232,0.85896129,0.512820513,Darazo,0.456347086,0.56929394,0.421052632,0.375673698,0.466431565,2018,0.689655172,0.639730046,0.739580299,2018,0.698113208,0.645059104,0.751167311,2018
Bomadi,Bomadi,Isoko South,2920,-1,2018,0.197303754,0.29598519,0.53,0.375,Isoko South,0.316705105,0.433294895,0.789473684,0.730658104,0.848289264,2018,0.3,0.258674348,0.341325652,2018,0.303571429,0.271666857,0.335476,2018
Magumeri,Magumeri,Gawabawa,2920,-1,2018,0.783011005,0.704144224,0.884868304,0.541896854,Gawabawa,0.492510179,0.591283528,0.352734644,0.305316881,0.400152407,2018,0.28107122,0.20965664,0.352485801,2018,0.599523849,0.490295245,0.708752453,2018
Maiduguri,Maiduguri,Darazo,2920,-1,2018,0.77182807,0.699455384,0.878628714,0.459238917,Darazo,0.40276549,0.515712344,0.46306288,0.417683946,0.508441813,2018,0.282129313,0.232204186,0.33205444,2018,0.444007024,0.39095292,0.497061128,2018
Shani,Shani,Alkaleri,2920,-1,2018,0.675999756,0.653021266,0.807099703,0.484534717,Alkaleri,0.437571198,0.531498236,0.381738609,0.335736281,0.427740937,2018,0.338571783,0.295100989,0.382042577,2018,0.497522113,0.461703814,0.533340413,2018
Abi,Abi,Obubra,2920,-1,2018,0.400313882,0.46000802,0.53,0.64610383,Obubra,0.578410542,0.713797118,0.450892796,0.368536467,0.533249126,2018,0.426174519,0.347384275,0.504964762,2018,0.566548821,0.507427756,0.625669886,2018
Marte,Marte,Babura,2920,-1,2018,0.719831894,0.675677048,0.844302287,0.717584416,Babura,0.623109669,0.812059164,0.651199027,0.572855621,0.729542432,2018,0.639332017,0.54767318,0.730990854,2018,0.715626442,0.621338315,0.809914569,2018
Nganzai,Nganzai,Gawabawa,2920,-1,2018,0.772011267,0.699533384,0.878733887,0.541896854,Gawabawa,0.492510179,0.591283528,0.352734644,0.305316881,0.400152407,2018,0.28107122,0.20965664,0.352485801,2018,0.599523849,0.490295245,0.708752453,2018
Bekwara,Bekwara,Oke-Ero,2920,-1,2018,0.383264622,0.4460788,0.53,0.391788901,Oke-Ero,0.353982101,0.429595701,0.299429972,0.264975618,0.333884325,2018,0.260379648,0.229560445,0.291198851,2018,0.355121446,0.32560607,0.384636823,2018
Calabar-Municipal,Calabar-Municipal,Nsit Ubium,2920,-1,2018,0.462134621,0.509382696,0.53,0.331461607,Nsit Ubium,0.268946914,0.393976299,0.392374883,0.342237628,0.442512139,2018,0.149901442,0.104635367,0.195167517,2018,0.248555116,0.210770171,0.286340062,2018
Ikom,Ikom,Obubra,2920,-1,2018,0.470923114,0.51620494,0.53,0.5828662,Obubra,0.515172912,0.650559488,0.461164995,0.378808665,0.543521325,2018,0.73705717,0.658266927,0.815847413,2018,0.47923167,0.420110605,0.538352735,2018
Obubra,Obubra,Obubra,2920,-1,2018,0.444533155,0.495552804,0.53,0.674772031,Obubra,0.607078743,0.742465319,0.704081635,0.621725305,0.786437965,2018,0.539772723,0.46098248,0.618562966,2018,0.587939693,0.528818628,0.647060758,2018
Enugu South,Enugu South,Uzo-Uwani,2920,-1,2018,0.479661177,0.52292855,0.53,0.117565295,Uzo-Uwani,0.079960058,0.155170531,0.096628193,0.0530063,0.140250086,2018,0.089494789,0.057342349,0.121647229,2018,0.134867503,0.105804537,0.16393047,2018
Odukpani,Odukpani,Ngor-Okpala,2920,-1,2018,0.447918712,0.498229176,0.53,0.341531595,Ngor-Okpala,0.273667089,0.409396101,0.210471194,0.149625823,0.271316564,2018,0.048749998,0,0.110278896,2018,0.308634786,0.253434921,0.363834652,2018
Ogoja,Ogoja,Obubra,2920,-1,2018,0.439863497,0.491849375,0.53,0.482802547,Obubra,0.415109259,0.550495835,0.54187192,0.45951559,0.62422825,2018,0.533333333,0.45454309,0.612123577,2018,0.462743438,0.403622373,0.521864503,2018
Yakurr,Yakurr,Obubra,2920,-1,2018,0.412760432,0.470109825,0.53,0.24258289,Obubra,0.174889602,0.310276178,0.088757375,0.006401045,0.171113705,2018,0.255827844,0.1770376,0.334618087,2018,0.349943355,0.29082229,0.40906442,2018
Ogbomosho North,Ogbomosho North,Akinyele,2920,-1,2018,0.277526963,0.359214893,0.53,0.378056084,Akinyele,0.336451121,0.419661046,0.444615416,0.397828708,0.491402124,2018,0.408676299,0.367784525,0.449568073,2018,0.388909059,0.35544847,0.422369649,2018
Yala,Yala,Oke-Ero,2920,-1,2018,0.446939058,0.497455497,0.53,0.354784519,Oke-Ero,0.316977718,0.392591319,0.478395015,0.443940661,0.512849369,2018,0.378736362,0.347917159,0.409555565,2018,0.41809937,0.388583994,0.447614747,2018
Aniocha North,Aniocha North,Uzo-Uwani,2920,-1,2018,0.369401293,0.434693912,0.53,0.454545455,Uzo-Uwani,0.416940218,0.492150691,0.642857143,0.59923525,0.686479036,2018,0.575757576,0.543605136,0.607910016,2018,0.490196078,0.461133112,0.519259045,2018
Aniocha South,Aniocha South,Uzo-Uwani,2920,-1,2018,0.311595529,0.387055583,0.53,0.309074723,Uzo-Uwani,0.271469487,0.346679959,0.216639461,0.173017568,0.260261354,2018,0.149918383,0.117765943,0.182070823,2018,0.114574196,0.085511229,0.143637162,2018
Ibadan South West,Ibadan South West,Owan East,2920,-1,2018,0.315354899,0.390146775,0.53,0.269024205,Owan East,0.216585351,0.321463059,0.426143685,0.375347352,0.476940018,2018,0.247986825,0.203688469,0.29228518,2018,0.278602363,0.238003907,0.319200819,2018
Ethiope East,Ethiope East,Isoko South,2920,-1,2018,0.209725367,0.305480359,0.53,0.071428571,Isoko South,0.013133677,0.129723466,0.156482654,0.097667074,0.215298234,2018,0.052470085,0.011144433,0.093795737,2018,0.07965734,0.047752768,0.111561911,2018
Ethiope West,Ethiope West,Isoko South,2920,-1,2018,0.342228555,0.412296673,0.53,0.2,Isoko South,0.141705105,0.258294895,0.255845189,0.197029609,0.314660769,2018,0.111111111,0.069785459,0.152436763,2018,0.255813953,0.223909382,0.287718525,2018
Ika North East,Ika North East,Uzo-Uwani,2920,-1,2018,0.388201078,0.450121249,0.53,0.1,Uzo-Uwani,0.062394764,0.137605236,0.166666667,0.123044774,0.21028856,2018,0.160050482,0.127898042,0.192202922,2018,0.038461538,0.009398572,0.067524505,2018
Ika South,Ika South,Uzo-Uwani,2920,-1,2018,0.37137411,0.436316512,0.53,0.276486564,Uzo-Uwani,0.238881328,0.3140918,0.224106265,0.180484372,0.267728157,2018,0.076923077,0.044770637,0.109075517,2018,0.0625,0.033437034,0.091562966,2018
Isoko North,Isoko North,Isoko South,2920,-1,2018,0.19337815,0.293011529,0.53,0.166666667,Isoko South,0.108371772,0.224961562,0.285714286,0.226898706,0.344529866,2018,0.25,0.208674348,0.291325652,2018,0.142857143,0.110952571,0.174761714,2018
Ogbomosho South,Ogbomosho South,Akinyele,2920,-1,2018,0.343621306,0.413445748,0.53,0.43481825,Akinyele,0.393213288,0.476423213,0.392030997,0.345244289,0.438817704,2018,0.310573478,0.269681704,0.351465253,2018,0.377487976,0.344027386,0.410948565,2018
Isoko South,Isoko South,Isoko South,2920,-1,2018,0.162398226,0.270038761,0.53,0.463214914,Isoko South,0.404920019,0.521509809,0.49319292,0.43437734,0.5520085,2018,0.535686944,0.494361292,0.577012596,2018,0.394115143,0.362210572,0.426019715,2018
Ndokwa East,Ndokwa East,Ahoada West,2920,-1,2018,0.258105917,0.343545804,0.53,0.416666667,Ahoada West,0.3645247,0.468808633,0.307692308,0.239745778,0.375638837,2018,0.214285714,0.153629369,0.274942059,2018,0.366666667,0.32922691,0.404106423,2018
Ndokwa West,Ndokwa West,Isoko South,2920,-1,2018,0.26790329,0.351427873,0.53,0.631578947,Isoko South,0.573284052,0.689873842,0.5,0.44118442,0.55881558,2018,0.470588235,0.429262583,0.511913887,2018,0.321428571,0.289524,0.353333143,2018
Okpe,Okpe,Isoko South,2920,-1,2018,0.176806986,0.280610706,0.53,0.333333333,Isoko South,0.275038438,0.391628228,0.166666667,0.107851087,0.225482247,2018,0.148148148,0.106822496,0.1894738,2018,0.266666667,0.234762095,0.298571238,2018
Oshimili North,Oshimili North,Uzo-Uwani,2920,-1,2018,0.34095855,0.41124887,0.53,0.276486564,Uzo-Uwani,0.238881328,0.3140918,0.224106265,0.180484372,0.267728157,2018,0.160050482,0.127898042,0.192202922,2018,0.188842186,0.15977922,0.217905152,2018
Oshimili South,Oshimili South,Uzo-Uwani,2920,-1,2018,0.3079518,0.384062211,0.53,0.375,Uzo-Uwani,0.337394764,0.412605236,0.444444444,0.400822551,0.488066337,2018,0.166666667,0.134514227,0.198819107,2018,0.37254902,0.343486053,0.401611986,2018
Patani,Patani,Isoko South,2920,-1,2018,0.156971919,0.266110793,0.53,0.489620759,Isoko South,0.431325864,0.547915653,0.569279466,0.510463886,0.628095046,2018,0.528683068,0.487357416,0.57000872,2018,0.357097751,0.32519318,0.389002323,2018
Sapele,Sapele,Isoko South,2920,-1,2018,0.293983111,0.37261735,0.53,0.335412085,Isoko South,0.27711719,0.39370698,0.218260693,0.159445113,0.277076273,2018,0.274587058,0.233261405,0.31591271,2018,0.349576812,0.317672241,0.381481384,2018
Udu,Udu,Isoko South,2920,-1,2018,0.132665008,0.24889334,0.53,0.578947368,Isoko South,0.520652474,0.637242263,0.285714286,0.226898706,0.344529866,2018,0.392857143,0.351531491,0.434182795,2018,0.327272727,0.295368156,0.359177299,2018
Ughelli North,Ughelli North,Isoko South,2920,-1,2018,0.187814216,0.288820013,0.53,0.190181401,Isoko South,0.131886506,0.248476296,0.12316324,0.06434766,0.18197882,2018,0.039430875,0,0.080756527,2018,0.130051453,0.098146882,0.161956025,2018
Ughelli South,Ughelli South,Isoko South,2920,-1,2018,0.146146999,0.258365504,0.53,0.498249426,Isoko South,0.439954531,0.556544321,0.48956742,0.43075184,0.548383,2018,0.224957721,0.183632069,0.266283373,2018,0.182540209,0.150635638,0.214444781,2018
Ukwuani,Ukwuani,Uzo-Uwani,2920,-1,2018,0.33569314,0.406905033,0.53,0.266666667,Uzo-Uwani,0.229061431,0.304271903,0.1,0.056378107,0.143621893,2018,0.058823529,0.026671089,0.090975969,2018,0.217391304,0.188328338,0.246454271,2018
Uvwie,Uvwie,Isoko South,2920,-1,2018,0.128201894,0.245801456,0.53,0.294117647,Isoko South,0.235822752,0.352412542,0.368943463,0.310127883,0.427759043,2018,0.238086574,0.196760922,0.279412226,2018,0.153605817,0.121701245,0.185510388,2018
Warri South,Warri South,Isoko South,2920,-1,2018,0.150613557,0.261546529,0.53,0.351097037,Isoko South,0.292802142,0.409391932,0.450830272,0.392014692,0.509645852,2018,0.38439152,0.343065868,0.425717172,2018,0.345305595,0.313401023,0.377210166,2018
Ohaozara,Ohaozara,Obubra,2920,-1,2018,0.422916581,0.478301408,0.53,0.727416794,Obubra,0.659723506,0.795110082,0.717607948,0.635251618,0.799964278,2018,0.722082809,0.643292565,0.800873052,2018,0.655497383,0.596376318,0.714618448,2018
Abakaliki,Abakaliki,Owan East,2920,-1,2018,0.416945424,0.473491294,0.53,0.763663577,Owan East,0.711224723,0.816102431,0.624739896,0.573943563,0.675536229,2018,0.555434439,0.511136084,0.599732795,2018,0.620208008,0.579609552,0.660806465,2018
Afikpo North,Afikpo North,Oru West,2920,-1,2018,0.428193447,0.482537052,0.53,0.905685179,Oru West,0.845549277,0.96582108,0.7833935,0.713340755,0.853446245,2018,0.678846153,0.627689251,0.730003054,2018,0.738112654,0.68865899,0.787566319,2018
Afikpo South,Afikpo South,Ngor-Okpala,2920,-1,2018,0.44733042,0.497764649,0.53,0.66709147,Ngor-Okpala,0.599226964,0.734955976,0.563956235,0.503110864,0.624801605,2018,0.528864595,0.467335697,0.590393493,2018,0.583653742,0.528453876,0.638853607,2018
Ebonyi,Ebonyi,Owan East,2920,-1,2018,0.429410898,0.483512158,0.53,0.464431748,Owan East,0.411992894,0.516870602,0.418946669,0.368150336,0.469743002,2018,0.343821936,0.299523581,0.388120292,2018,0.380122437,0.33952398,0.420720893,2018
Ezza North,Ezza North,Owan East,2920,-1,2018,0.41226708,0.469710667,0.53,0.68627451,Owan East,0.633835656,0.738713364,0.6,0.549203667,0.650796333,2018,0.529411765,0.485113409,0.57371012,2018,0.5625,0.521901544,0.603098456,2018
Ezza South,Ezza South,Obubra,2920,-1,2018,0.389807073,0.451434864,0.53,0.735494891,Obubra,0.667801603,0.803188179,0.665466448,0.583110118,0.747822778,2018,0.65376283,0.574972587,0.732553073,2018,0.622009871,0.562888806,0.681130936,2018
Ikwo,Ikwo,Obubra,2920,-1,2018,0.39899006,0.45892996,0.53,0.762011018,Obubra,0.69431773,0.829704306,0.676328931,0.593972601,0.758685261,2018,0.602892256,0.524102013,0.681682499,2018,0.710917223,0.651796158,0.770038289,2018
Ishielu,Ishielu,Owan East,2920,-1,2018,0.402215764,0.461555673,0.53,0.620780141,Owan East,0.568341287,0.673218995,0.706437387,0.655641054,0.75723372,2018,0.497992048,0.453693693,0.542290403,2018,0.589326015,0.548727558,0.629924471,2018
Ivo,Ivo,Ngor-Okpala,2920,-1,2018,0.433913174,0.487111038,0.53,0.304424538,Ngor-Okpala,0.236560033,0.372289044,0.266473717,0.205628347,0.327319088,2018,0.219305704,0.157776806,0.280834602,2018,0.266910909,0.211711044,0.322110775,2018
Izzi,Izzi,Owan East,2920,-1,2018,0.409695434,0.467628265,0.53,0.551277798,Owan East,0.498838944,0.603716652,0.537229424,0.486433091,0.588025757,2018,0.444185918,0.399887563,0.488484273,2018,0.516621408,0.476022952,0.557219865,2018
Ohaukwu,Ohaukwu,Owan East,2920,-1,2018,0.40041459,0.460090005,0.53,0.375,Owan East,0.322561146,0.427438854,0.5,0.449203667,0.550796333,2018,0.483870968,0.439572612,0.528169323,2018,0.446428571,0.405830115,0.487027028,2018
Onicha,Onicha,Obubra,2920,-1,2018,0.407479271,0.465831417,0.53,0.674363328,Obubra,0.60667004,0.742056616,0.706345041,0.623988711,0.788701371,2018,0.57082199,0.492031746,0.649612233,2018,0.662857148,0.603736083,0.721978214,2018
Akoko-Edo,Akoko-Edo,Owan East,2920,-1,2018,0.304845225,0.381512482,0.53,0.403855019,Owan East,0.351416165,0.456293873,0.232317606,0.181521273,0.283113939,2018,0.394492588,0.350194233,0.438790944,2018,0.499327837,0.45872938,0.539926293,2018
