LGA,LGA_old,repDS,simday,duration,year,mortality_rate,kill_rate,block_initial,U5_ITN_use_m,U5201.repDS,U5_ITN_use_l,U5_ITN_use,six_nine_ITN_use_m,six_nine_ITN_use_l,six_nine_ITN_use,six_n.year,ten_eighteen_ITN_use_m,ten_eighteen_ITN_use_l,ten_eighteen_ITN_use,ten_e.year,over_eighteen_ITN_use_m,over_eighteen_ITN_use_l,over_eighteen_ITN_use,over_.year
Potiskum,Potiskum,Darazo,0,1095,2010,0.756968245,0.692995272,0.869753749,0.46787632,Darazo,0.33615532,0.59959732,0.313975754,0.21240455,0.415546958,2010,0.226588337,0.14060185,0.312574825,2010,0.47097189,0.333722999,0.608220782,2010
Karin-Lamido,Karin-Lamido,Alkaleri,0,1095,2010,0.39417534,0.455003762,0.53,0.481667677,Alkaleri,0.323472614,0.639862739,0.306521543,0.14410124,0.468941846,2010,0.256637785,0.114119799,0.39915577,2010,0.410395137,0.260798468,0.559991805,2010
Lau,Lau,Alkaleri,0,1095,2010,0.456276312,0.504803441,0.53,0.481667677,Alkaleri,0.323472614,0.639862739,0.306521543,0.14410124,0.468941846,2010,0.256637785,0.114119799,0.39915577,2010,0.410395137,0.260798468,0.559991805,2010
Wukari,Wukari,Keana,0,1095,2010,0.400486685,0.460148695,0.53,0.402364026,Keana,0.353030041,0.451698011,0.069515322,0.041070518,0.097960125,2010,0.134393962,0.108578012,0.160209911,2010,0.138873698,0.100010563,0.177736833,2010
Zing,Zing,Alkaleri,0,1095,2010,0.647611651,0.637049113,0.777987243,0.481667677,Alkaleri,0.323472614,0.639862739,0.306521543,0.14410124,0.468941846,2010,0.256637785,0.114119799,0.39915577,2010,0.410395137,0.260798468,0.559991805,2010
Bade,Bade,Taura,0,1095,2010,0.715785679,0.673687029,0.841216899,0.53646592,Taura,0.403199959,0.66973188,0.440114892,0.320991916,0.559237868,2010,0.368967436,0.268285002,0.469649871,2010,0.583396689,0.479944718,0.68684866,2010
Nguru,Nguru,Taura,0,1095,2010,0.638131481,0.63148795,0.767254793,0.5,Taura,0.36673404,0.63326596,0.571428571,0.452305596,0.690551547,2010,0.375,0.274317565,0.475682435,2010,0.54,0.436548029,0.643451971,2010
Bursari,Bursari,Taura,0,1095,2010,0.696388917,0.663861803,0.82547683,0.53646592,Taura,0.403199959,0.66973188,0.440114892,0.320991916,0.559237868,2010,0.368967436,0.268285002,0.469649871,2010,0.583396689,0.479944718,0.68684866,2010
Damaturu,Damaturu,Darazo,0,1095,2010,0.713904356,0.672754775,0.839759765,0.46787632,Darazo,0.33615532,0.59959732,0.313975754,0.21240455,0.415546958,2010,0.226588337,0.14060185,0.312574825,2010,0.47097189,0.333722999,0.608220782,2010
Fika,Fika,Darazo,0,1095,2010,0.755004111,0.692121556,0.868528229,0.606060606,Darazo,0.474339606,0.737781606,0.28,0.178428796,0.381571204,2010,0.305555556,0.219569068,0.391542043,2010,0.763636364,0.626387472,0.900885255,2010
Gujba,Gujba,Darazo,0,1095,2010,0.684790286,0.657759675,0.815265793,0.060606061,Darazo,0,0.192327061,0.066666667,0,0.168237871,2010,0.226588337,0.14060185,0.312574825,2010,0.101694915,0,0.238943807,2010
Fune,Fune,Darazo,0,1095,2010,0.756549801,0.692809524,0.869493717,0.46787632,Darazo,0.33615532,0.59959732,0.313975754,0.21240455,0.415546958,2010,0.226588337,0.14060185,0.312574825,2010,0.47097189,0.333722999,0.608220782,2010
Gulani,Gulani,Alkaleri,0,1095,2010,0.657079381,0.642489607,0.788184427,0.481667677,Alkaleri,0.323472614,0.639862739,0.306521543,0.14410124,0.468941846,2010,0.256637785,0.114119799,0.39915577,2010,0.410395137,0.260798468,0.559991805,2010
Geidam,Geidam,Babura,0,1095,2010,0.758492868,0.693670268,0.870696388,0.375325174,Babura,0.162285785,0.588364562,0.214522186,0.044250954,0.384793418,2010,0.126023075,0.03327506,0.218771091,2010,0.350839769,0.125512835,0.576166704,2010
Nangere,Nangere,Darazo,0,1095,2010,0.80170709,0.711658449,0.894523088,0.46787632,Darazo,0.33615532,0.59959732,0.313975754,0.21240455,0.415546958,2010,0.226588337,0.14060185,0.312574825,2010,0.47097189,0.333722999,0.608220782,2010
Jakusko,Jakusko,Taura,0,1095,2010,0.726795273,0.679053969,0.849460586,0.53646592,Taura,0.403199959,0.66973188,0.440114892,0.320991916,0.559237868,2010,0.368967436,0.268285002,0.469649871,2010,0.583396689,0.479944718,0.68684866,2010
Karasuwa,Karasuwa,Taura,0,1095,2010,0.736988539,0.683888724,0.856678729,0.846153846,Taura,0.712887886,0.979419807,0.882352941,0.763229965,1,2010,0.7,0.599317565,0.800682435,2010,0.958333333,0.854881362,1,2010
Tarmua,Tarmua,Rimi,0,1095,2010,0.741653475,0.686058597,0.859855304,0.040520796,Rimi,0.002459623,0.078581969,0.030875136,0.00601518,0.055735091,2010,0.076420761,0,0.158916895,2010,0.070829726,0.031364338,0.110295114,2010
Anka,Anka,Darazo,0,1095,2010,0.695814162,0.663563431,0.824985417,0.46787632,Darazo,0.33615532,0.59959732,0.313975754,0.21240455,0.415546958,2010,0.226588337,0.14060185,0.312574825,2010,0.47097189,0.333722999,0.608220782,2010
Bakura,Bakura,Darazo,0,1095,2010,0.73158069,0.681339741,0.852897483,0.46787632,Darazo,0.33615532,0.59959732,0.313975754,0.21240455,0.415546958,2010,0.226588337,0.14060185,0.312574825,2010,0.47097189,0.333722999,0.608220782,2010
Birnin Magaji,Birnin Magaji,Rimi,0,1095,2010,0.793671815,0.708478232,0.890488041,0.040520796,Rimi,0.002459623,0.078581969,0.030875136,0.00601518,0.055735091,2010,0.076420761,0,0.158916895,2010,0.070829726,0.031364338,0.110295114,2010
Bukkuyum,Bukkuyum,Alkaleri,0,1095,2010,0.698622761,0.665017493,0.827372665,0.481667677,Alkaleri,0.323472614,0.639862739,0.306521543,0.14410124,0.468941846,2010,0.256637785,0.114119799,0.39915577,2010,0.410395137,0.260798468,0.559991805,2010
Bungudu,Bungudu,Takali,0,1095,2010,0.78759069,0.706022165,0.887320604,0.157894737,Takali,0,0.378036588,0.283668296,0.105430402,0.461906189,2010,0.03030303,0,0.170618896,2010,0.246153846,0.049360399,0.442947294,2010
Gummi,Gummi,Birnin Kebbi,0,1095,2010,0.733770917,0.682376452,0.854441885,0.569072595,Birnin Kebbi,0.337626897,0.800518294,0.468955353,0.277621521,0.660289184,2010,0.386894174,0.200764134,0.573024214,2010,0.543093854,0.342590543,0.743597166,2010
Ipokia,Ipokia,Uzo-Uwani,0,1095,2010,0.383971272,0.44665789,0.53,0.132714912,Uzo-Uwani,0.065512009,0.199917815,0.074567206,0.015616917,0.133517495,2010,0.067921762,0.004672943,0.131170581,2010,0.080523576,0.022980284,0.138066867,2010
Gusau,Gusau,Darazo,0,1095,2010,0.74575499,0.68794435,0.862584663,0.46787632,Darazo,0.33615532,0.59959732,0.313975754,0.21240455,0.415546958,2010,0.226588337,0.14060185,0.312574825,2010,0.47097189,0.333722999,0.608220782,2010
Kaura-Namoda,Kaura-Namoda,Rimi,0,1095,2010,0.83259153,0.72320853,0.908564528,0.040520796,Rimi,0.002459623,0.078581969,0.030875136,0.00601518,0.055735091,2010,0.076420761,0,0.158916895,2010,0.038461538,0,0.077926926,2010
Maradun,Maradun,Darazo,0,1095,2010,0.782439008,0.703907955,0.884557893,0.46787632,Darazo,0.33615532,0.59959732,0.313975754,0.21240455,0.415546958,2010,0.226588337,0.14060185,0.312574825,2010,0.47097189,0.333722999,0.608220782,2010
Tsafe,Tsafe,Takali,0,1095,2010,0.751053987,0.690350267,0.866025051,0.166666667,Takali,0,0.386808517,0.090909091,0,0.269146985,2010,0.095238095,0,0.235553961,2010,0.171875,0,0.368668448,2010
Maru,Maru,Giwa,0,1095,2010,0.663477353,0.646101776,0.794792939,0.134165323,Giwa,0,0.336964622,0.082396302,0,0.195834853,2010,0.070950298,0,0.154991341,2010,0.163309298,0,0.375596048,2010
Shinkafi,Shinkafi,Rimi,0,1095,2010,0.80839035,0.714247715,0.89775377,0.040520796,Rimi,0.002459623,0.078581969,0.030875136,0.00601518,0.055735091,2010,0.076420761,0,0.158916895,2010,0.070829726,0.031364338,0.110295114,2010
Talata Mafara,Talata Mafara,Darazo,0,1095,2010,0.728240789,0.679747419,0.850507895,0.46787632,Darazo,0.33615532,0.59959732,0.313975754,0.21240455,0.415546958,2010,0.226588337,0.14060185,0.312574825,2010,0.47097189,0.333722999,0.608220782,2010
Zurmi,Zurmi,Rimi,0,1095,2010,0.780157318,0.702961675,0.883310434,0.040520796,Rimi,0.002459623,0.078581969,0.030875136,0.00601518,0.055735091,2010,0.076420761,0,0.158916895,2010,0.070829726,0.031364338,0.110295114,2010
Mbo,Mbo,Nsit Ubium,0,1095,2010,0.299002486,0.376723643,0.53,0.359615859,Nsit Ubium,0.277243042,0.441988676,0.270466267,0.193114253,0.347818281,2010,0.25654695,0.194166606,0.318927295,2010,0.332230027,0.237298887,0.427161168,2010
Oron,Oron,Nsit Ubium,0,1095,2010,0.308094501,0.384179387,0.53,0.359615859,Nsit Ubium,0.277243042,0.441988676,0.270466267,0.193114253,0.347818281,2010,0.25654695,0.194166606,0.318927295,2010,0.332230027,0.237298887,0.427161168,2010
Udung Uko,Udung Uko,Nsit Ubium,0,1095,2010,0.232099503,0.322887578,0.53,0.359615859,Nsit Ubium,0.277243042,0.441988676,0.270466267,0.193114253,0.347818281,2010,0.25654695,0.194166606,0.318927295,2010,0.332230027,0.237298887,0.427161168,2010
Calabar South,Calabar South,Nsit Ubium,0,1095,2010,0.442007326,0.4935513,0.53,0.305555556,Nsit Ubium,0.223182739,0.387928372,0.2,0.122647986,0.277352014,2010,0.2,0.137619656,0.262380344,2010,0.25,0.155068859,0.344931141,2010
Ibeno,Ibeno,Nsit Ubium,0,1095,2010,0.270147342,0.353239894,0.53,0.359615859,Nsit Ubium,0.277243042,0.441988676,0.270466267,0.193114253,0.347818281,2010,0.25654695,0.194166606,0.318927295,2010,0.332230027,0.237298887,0.427161168,2010
Eastern Obolo,Eastern Obolo,Nsit Ubium,0,1095,2010,0.178491572,0.281859788,0.53,0.359615859,Nsit Ubium,0.277243042,0.441988676,0.270466267,0.193114253,0.347818281,2010,0.25654695,0.194166606,0.318927295,2010,0.332230027,0.237298887,0.427161168,2010
Degema,Degema,Ahoada West,0,1095,2010,0.284841623,0.365159834,0.53,0.297457865,Ahoada West,0.136798716,0.458117013,0.282724371,0.09837586,0.467072881,2010,0.103882524,0.049526012,0.158239037,2010,0.235336962,0.125250178,0.345423745,2010
Brass,Brass,Ahoada West,0,1095,2010,0.269238091,0.352505409,0.53,0.064516129,Ahoada West,0,0.225175278,0.1,0,0.28434851,2010,0.071428571,0.017072059,0.125785084,2010,0.042553191,0,0.152639975,2010
Southern Ijaw,Southern Ijaw,Ahoada West,0,1095,2010,0.300385456,0.377856327,0.53,0.297457865,Ahoada West,0.136798716,0.458117013,0.282724371,0.09837586,0.467072881,2010,0.103882524,0.049526012,0.158239037,2010,0.235336962,0.125250178,0.345423745,2010
Ekeremor,Ekeremor,Ahoada West,0,1095,2010,0.323932604,0.397208796,0.53,0.297457865,Ahoada West,0.136798716,0.458117013,0.282724371,0.09837586,0.467072881,2010,0.103882524,0.049526012,0.158239037,2010,0.235336962,0.125250178,0.345423745,2010
Burutu,Burutu,Isoko South,0,1095,2010,0.209856161,0.305581011,0.53,0.222222222,Isoko South,0.158905526,0.285538919,0.1875,0.121021142,0.253978858,2010,0.111111111,0.073303085,0.148919137,2010,0.044444444,0.00829328,0.080595609,2010
Warri South West,Warri South West,Isoko South,0,1095,2010,0.13055915,0.247431724,0.53,0.363636364,Isoko South,0.300319667,0.42695306,0.285714286,0.219235427,0.352193144,2010,0.166666667,0.12885864,0.204474693,2010,0.222222222,0.186071058,0.258373387,2010
Warri North,Warri North,Owan East,0,1095,2010,0.22537172,0.317614669,0.53,0.135833315,Owan East,0.038324143,0.233342487,0.152454404,0,0.305247907,2010,0.09921015,0,0.213392892,2010,0.178525365,0,0.35831528,2010
Ilaje,Ilaje,Owan East,0,1095,2010,0.29492871,0.373390349,0.53,0.135833315,Owan East,0.038324143,0.233342487,0.152454404,0,0.305247907,2010,0.09921015,0,0.213392892,2010,0.178525365,0,0.35831528,2010
Ibeju-Lekki,Ibeju/Lekki,Uzo-Uwani,0,1095,2010,0.430387467,0.484293743,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amuwo-Odofin,Amuwo-Odofin,Isoko South,0,1095,2010,0.414522642,0.471534679,0.53,0.127069006,Isoko South,0.06375231,0.190385703,0.150563576,0.084084717,0.217042434,2010,0.056750149,0.018942123,0.094558175,2010,0.070841701,0.034690536,0.106992866,2010
Badagry,Badagry,Uzo-Uwani,0,1095,2010,0.426397668,0.48109727,0.53,0.132714912,Uzo-Uwani,0.065512009,0.199917815,0.074567206,0.015616917,0.133517495,2010,0.067921762,0.004672943,0.131170581,2010,0.080523576,0.022980284,0.138066867,2010
Egbado North,Egbado North,Owan East,0,1095,2010,0.310892073,0.386477465,0.53,0.27027027,Owan East,0.172761098,0.367779442,0.321428571,0.168635068,0.474222075,2010,0.285714286,0.171531544,0.399897027,2010,0.485294118,0.305504203,0.665084032,2010
Imeko-Afon,Imeko-Afon,Oke-Ero,0,1095,2010,0.370192293,0.435344578,0.53,0.270838415,Oke-Ero,0.128757813,0.412919018,0.138120033,0.061154264,0.215085802,2010,0.087266194,0.037750681,0.136781708,2010,0.23846713,0.109357487,0.367576774,2010
Iwajowa,Iwajowa,Oke-Ero,0,1095,2010,0.430464219,0.484355148,0.53,0.270838415,Oke-Ero,0.128757813,0.412919018,0.138120033,0.061154264,0.215085802,2010,0.087266194,0.037750681,0.136781708,2010,0.23846713,0.109357487,0.367576774,2010
Atigbo,Atigbo,Oke-Ero,0,1095,2010,0.430762739,0.484593946,0.53,0.270838415,Oke-Ero,0.128757813,0.412919018,0.138120033,0.061154264,0.215085802,2010,0.087266194,0.037750681,0.136781708,2010,0.23846713,0.109357487,0.367576774,2010
Baruten,Baruten,Oke-Ero,0,1095,2010,0.347941602,0.417009995,0.53,0.270838415,Oke-Ero,0.128757813,0.412919018,0.138120033,0.061154264,0.215085802,2010,0.087266194,0.037750681,0.136781708,2010,0.23846713,0.109357487,0.367576774,2010
Borgu,Borgu,Oke-Ero,0,1095,2010,0.335547745,0.406785099,0.53,0.522727273,Oke-Ero,0.380646671,0.664807875,0.212121212,0.135155443,0.289086981,2010,0.193548387,0.144032874,0.243063901,2010,0.493150685,0.364041042,0.622260328,2010
Bagudo,Bagudo,Birnin Kebbi,0,1095,2010,0.544171429,0.570435833,0.626667632,0.569072595,Birnin Kebbi,0.337626897,0.800518294,0.468955353,0.277621521,0.660289184,2010,0.386894174,0.200764134,0.573024214,2010,0.543093854,0.342590543,0.743597166,2010
Dandi,Dandi,Birnin Kebbi,0,1095,2010,0.635354493,0.629837503,0.764008393,0.569072595,Birnin Kebbi,0.337626897,0.800518294,0.468955353,0.277621521,0.660289184,2010,0.386894174,0.200764134,0.573024214,2010,0.543093854,0.342590543,0.743597166,2010
Arewa-Dandi,Arewa-Dandi,Birnin Kebbi,0,1095,2010,0.736871845,0.683834101,0.856598264,0.569072595,Birnin Kebbi,0.337626897,0.800518294,0.468955353,0.277621521,0.660289184,2010,0.386894174,0.200764134,0.573024214,2010,0.543093854,0.342590543,0.743597166,2010
Gudu,Gudu,Gawabawa,0,1095,2010,0.818072663,0.71791011,0.902240952,0.56855196,Gawabawa,0.274494936,0.862608983,0.449598764,0.076253062,0.822944466,2010,0.309015741,0.08417363,0.533857851,2010,0.454882641,0.130394534,0.779370748,2010
Tangaza,Tangaza,Gawabawa,0,1095,2010,0.75519424,0.692206336,0.868647412,0.56855196,Gawabawa,0.274494936,0.862608983,0.449598764,0.076253062,0.822944466,2010,0.309015741,0.08417363,0.533857851,2010,0.454882641,0.130394534,0.779370748,2010
Gada,Gada,Gawabawa,0,1095,2010,0.721220117,0.676355095,0.845345797,0.56855196,Gawabawa,0.274494936,0.862608983,0.449598764,0.076253062,0.822944466,2010,0.309015741,0.08417363,0.533857851,2010,0.454882641,0.130394534,0.779370748,2010
Sabon Birni,Sabon Birni,Gawabawa,0,1095,2010,0.753753181,0.691562668,0.867741117,0.56855196,Gawabawa,0.274494936,0.862608983,0.449598764,0.076253062,0.822944466,2010,0.309015741,0.08417363,0.533857851,2010,0.454882641,0.130394534,0.779370748,2010
kaita,kaita,Rimi,0,1095,2010,0.68725966,0.659073113,0.817492417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jibia,Jibia,Rimi,0,1095,2010,0.628110182,0.625486443,0.755313442,0.040520796,Rimi,0.002459623,0.078581969,0.030875136,0.00601518,0.055735091,2010,0.076420761,0,0.158916895,2010,0.070829726,0.031364338,0.110295114,2010
Mashi,Mashi,Rimi,0,1095,2010,0.651664195,0.639391742,0.782414316,0.040520796,Rimi,0.002459623,0.078581969,0.030875136,0.00601518,0.055735091,2010,0.076420761,0,0.158916895,2010,0.070829726,0.031364338,0.110295114,2010
Mai'Adua,Mai'Adua,Rimi,0,1095,2010,0.639919513,0.632545498,0.769320148,0.040520796,Rimi,0.002459623,0.078581969,0.030875136,0.00601518,0.055735091,2010,0.076420761,0,0.158916895,2010,0.070829726,0.031364338,0.110295114,2010
Zango,Zango,Babura,0,1095,2010,0.602424842,0.609533872,0.721688451,0.048780488,Babura,0,0.261819877,0.214522186,0.044250954,0.384793418,2010,0.126023075,0.03327506,0.218771091,2010,0.057971014,0,0.283297949,2010
Baure,Baure,Babura,0,1095,2010,0.697826557,0.664606296,0.826699498,0.290909091,Babura,0.077869702,0.50394848,0.09375,0,0.264021232,2010,0.093023256,0.000275241,0.185771271,2010,0.114754098,0,0.340081033,2010
Sule-Tankarkar,Sule-Tankarkar,Babura,0,1095,2010,0.751666281,0.690626067,0.86641646,0.375325174,Babura,0.162285785,0.588364562,0.214522186,0.044250954,0.384793418,2010,0.126023075,0.03327506,0.218771091,2010,0.350839769,0.125512835,0.576166704,2010
Maigatari,Maigatari,Babura,0,1095,2010,0.68089069,0.655669759,0.811689913,0.375325174,Babura,0.162285785,0.588364562,0.214522186,0.044250954,0.384793418,2010,0.126023075,0.03327506,0.218771091,2010,0.350839769,0.125512835,0.576166704,2010
Ussa,Ussa,Oru West,0,1095,2010,0.406782856,0.46526634,0.53,0.343098592,Oru West,0.213692871,0.472504313,0.295986276,0.196503898,0.395468655,2010,0.219999637,0.130500929,0.309498345,2010,0.304709624,0.187472989,0.42194626,2010
Machina,Machina,Taura,0,1095,2010,0.733696395,0.682341276,0.854389628,0.53646592,Taura,0.403199959,0.66973188,0.440114892,0.320991916,0.559237868,2010,0.368967436,0.268285002,0.469649871,2010,0.583396689,0.479944718,0.68684866,2010
Yusufari,Yusufari,Taura,0,1095,2010,0.734326648,0.682638557,0.854830928,0.611111111,Taura,0.477845151,0.744377072,0.457142857,0.338019881,0.576265833,2010,0.47826087,0.377578435,0.578943304,2010,0.586206897,0.482754925,0.689658868,2010
Shomolu,Shomolu,Isoko South,0,1095,2010,0.475867815,0.520017201,0.53,0.127069006,Isoko South,0.06375231,0.190385703,0.5,0.433521142,0.566478858,2010,0.076923077,0.039115051,0.114731103,2010,0.037735849,0.001584684,0.073887014,2010
Yunusari,Yunusari,Babura,0,1095,2010,0.748711292,0.689290824,0.864515832,0.375325174,Babura,0.162285785,0.588364562,0.214522186,0.044250954,0.384793418,2010,0.126023075,0.03327506,0.218771091,2010,0.350839769,0.125512835,0.576166704,2010
Monguno,Monguno,Babura,0,1095,2010,0.734824367,0.682872976,0.855178397,0.375325174,Babura,0.162285785,0.588364562,0.214522186,0.044250954,0.384793418,2010,0.126023075,0.03327506,0.218771091,2010,0.350839769,0.125512835,0.576166704,2010
Mobbar,Mobbar,Babura,0,1095,2010,0.814938687,0.716736078,0.900812965,0.375325174,Babura,0.162285785,0.588364562,0.214522186,0.044250954,0.384793418,2010,0.126023075,0.03327506,0.218771091,2010,0.350839769,0.125512835,0.576166704,2010
Ngala,Ngala,Taura,0,1095,2010,0.627405037,0.625059413,0.754449323,0.53646592,Taura,0.403199959,0.66973188,0.440114892,0.320991916,0.559237868,2010,0.368967436,0.268285002,0.469649871,2010,0.583396689,0.479944718,0.68684866,2010
Abadam,Abadam,Babura,0,1095,2010,0.658846787,0.643492642,0.790032325,0.375325174,Babura,0.162285785,0.588364562,0.214522186,0.044250954,0.384793418,2010,0.126023075,0.03327506,0.218771091,2010,0.350839769,0.125512835,0.576166704,2010
Kukawa,Kukawa,Babura,0,1095,2010,0.639968548,0.632574443,0.769376515,0.375325174,Babura,0.162285785,0.588364562,0.214522186,0.044250954,0.384793418,2010,0.126023075,0.03327506,0.218771091,2010,0.350839769,0.125512835,0.576166704,2010
Kala-Balge,Kala/Balge,Darazo,0,1095,2010,0.645505958,0.63582369,0.775649402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bama,Bama,Darazo,0,1095,2010,0.707957691,0.669778823,0.835057736,0.46787632,Darazo,0.33615532,0.59959732,0.313975754,0.21240455,0.415546958,2010,0.226588337,0.14060185,0.312574825,2010,0.47097189,0.333722999,0.608220782,2010
Gwoza,Gwoza,Darazo,0,1095,2010,0.679653584,0.655002722,0.810540041,0.46787632,Darazo,0.33615532,0.59959732,0.313975754,0.21240455,0.415546958,2010,0.226588337,0.14060185,0.312574825,2010,0.47097189,0.333722999,0.608220782,2010
Madagali,Madagali,Darazo,0,1095,2010,0.722065325,0.67676674,0.845977403,0.769230769,Darazo,0.637509769,0.900951769,0.444444444,0.34287324,0.546015649,2010,0.5,0.414013512,0.585986488,2010,0.653333333,0.516084442,0.790582225,2010
Michika,Michika,Darazo,0,1095,2010,0.688720491,0.659846477,0.818796046,0.354166667,Darazo,0.222445667,0.485887667,0.382352941,0.280781737,0.483924145,2010,0.192982456,0.106995968,0.278968944,2010,0.328947368,0.191698477,0.46619626,2010
Mubi North,Mubi North,Darazo,0,1095,2010,0.698641529,0.665027176,0.827388498,0.5,Darazo,0.368279,0.631721,0.25,0.148428796,0.351571204,2010,0.269230769,0.183244282,0.355217257,2010,0.353658537,0.216409645,0.490907428,2010
Maiha,Maiha,Alkaleri,0,1095,2010,0.647421068,0.636938432,0.777776713,0.481667677,Alkaleri,0.323472614,0.639862739,0.306521543,0.14410124,0.468941846,2010,0.256637785,0.114119799,0.39915577,2010,0.410395137,0.260798468,0.559991805,2010
Fufore,Fufore,Alkaleri,0,1095,2010,0.635571581,0.629966874,0.764263886,0.481667677,Alkaleri,0.323472614,0.639862739,0.306521543,0.14410124,0.468941846,2010,0.256637785,0.114119799,0.39915577,2010,0.410395137,0.260798468,0.559991805,2010
Jada,Jada,Alkaleri,0,1095,2010,0.556558753,0.579074542,0.649304323,0.481667677,Alkaleri,0.323472614,0.639862739,0.306521543,0.14410124,0.468941846,2010,0.256637785,0.114119799,0.39915577,2010,0.410395137,0.260798468,0.559991805,2010
Ganaye,Ganaye,Alkaleri,0,1095,2010,0.427407559,0.481907173,0.53,0.75,Alkaleri,0.591804937,0.908195063,0.941176471,0.778756167,1,2010,0.8,0.657482015,0.942517985,2010,0.73015873,0.580562062,0.879755399,2010
Toungo,Toungo,Keana,0,1095,2010,0.383744468,0.446472042,0.53,0.086924687,Keana,0.037590702,0.136258672,0.045651648,0.017206844,0.074096451,2010,0.033072808,0.007256859,0.058888757,2010,0.087141812,0.048278678,0.126004947,2010
Kurmi,Kurmi,Oru West,0,1095,2010,0.452232517,0.501628429,0.53,0.343098592,Oru West,0.213692871,0.472504313,0.295986276,0.196503898,0.395468655,2010,0.219999637,0.130500929,0.309498345,2010,0.304709624,0.187472989,0.42194626,2010
Gashaka,Gashaka,Oru West,0,1095,2010,0.402171636,0.461519779,0.53,0.343098592,Oru West,0.213692871,0.472504313,0.295986276,0.196503898,0.395468655,2010,0.219999637,0.130500929,0.309498345,2010,0.304709624,0.187472989,0.42194626,2010
Sardauna,Sardauna,Oru West,0,1095,2010,0.281154575,0.362160557,0.53,0.157894737,Oru West,0.028489016,0.287300458,0.295986276,0.196503898,0.395468655,2010,0.219999637,0.130500929,0.309498345,2010,0.114285714,0,0.23152235,2010
Takum,Takum,Keana,0,1095,2010,0.408710545,0.466829983,0.53,0.086924687,Keana,0.037590702,0.136258672,0.045651648,0.017206844,0.074096451,2010,0.033072808,0.007256859,0.058888757,2010,0.087141812,0.048278678,0.126004947,2010
Kwande,Kwande,Oke-Ero,0,1095,2010,0.389530493,0.451208693,0.53,0.270838415,Oke-Ero,0.128757813,0.412919018,0.138120033,0.061154264,0.215085802,2010,0.087266194,0.037750681,0.136781708,2010,0.23846713,0.109357487,0.367576774,2010
Obanliku,Obanliku,Obubra,0,1095,2010,0.445798859,0.496554243,0.53,0.276762984,Obubra,0.192713841,0.360812126,0.182743565,0.106863023,0.258624107,2010,0.131962766,0.082017271,0.181908262,2010,0.21025261,0.156815871,0.263689348,2010
Boki,Boki,Obubra,0,1095,2010,0.433816783,0.487034109,0.53,0.192307692,Obubra,0.10825855,0.276356835,0.066666667,0,0.142547209,2010,0.043478261,0,0.093423756,2010,0.153846154,0.100409415,0.207282892,2010
Etung,Etung,Obubra,0,1095,2010,0.470104636,0.515572062,0.53,0.276762984,Obubra,0.192713841,0.360812126,0.182743565,0.106863023,0.258624107,2010,0.131962766,0.082017271,0.181908262,2010,0.21025261,0.156815871,0.263689348,2010
Akamkpa,Akamkpa,Ngor-Okpala,0,1095,2010,0.473355826,0.518082922,0.53,0.111873819,Ngor-Okpala,0.034274669,0.18947297,0.10469624,0.030577184,0.178815297,2010,0.070636395,0.01502996,0.126242831,2010,0.08256596,0.024678985,0.140452934,2010
Bakassi,Bakassi,Obubra,0,1095,2010,0.269329192,0.352578982,0.53,0.276762984,Obubra,0.192713841,0.360812126,0.182743565,0.106863023,0.258624107,2010,0.131962766,0.082017271,0.181908262,2010,0.21025261,0.156815871,0.263689348,2010
Akpabuyo,Akpabuyo,Nsit Ubium,0,1095,2010,0.417147714,0.473654536,0.53,0.432432432,Nsit Ubium,0.350059616,0.514805249,0.083333333,0.005981319,0.160685347,2010,0.333333333,0.270952989,0.395713678,2010,0.2,0.105068859,0.294931141,2010
Eti-Osa,Eti-Osa,Isoko South,0,1095,2010,0.469914663,0.515425093,0.53,0.127069006,Isoko South,0.06375231,0.190385703,0.150563576,0.084084717,0.217042434,2010,0.056750149,0.018942123,0.094558175,2010,0.070841701,0.034690536,0.106992866,2010
Ikorodu,Ikorodu,Uzo-Uwani,0,1095,2010,0.461778972,0.509105403,0.53,0.111111111,Uzo-Uwani,0.043908208,0.178314014,0.074567206,0.015616917,0.133517495,2010,0.067921762,0.004672943,0.131170581,2010,0.023809524,0,0.081352815,2010
Kosofe,Kosofe,Isoko South,0,1095,2010,0.4609272,0.508440915,0.53,0.127069006,Isoko South,0.06375231,0.190385703,0.150563576,0.084084717,0.217042434,2010,0.056750149,0.018942123,0.094558175,2010,0.070841701,0.034690536,0.106992866,2010
Lagos Island,Lagos Island,Isoko South,0,1095,2010,0.470665291,0.516005638,0.53,0.127069006,Isoko South,0.06375231,0.190385703,0.150563576,0.084084717,0.217042434,2010,0.056750149,0.018942123,0.094558175,2010,0.070841701,0.034690536,0.106992866,2010
Lagos Mainland,Lagos Mainland,Isoko South,0,1095,2010,0.470933929,0.516213299,0.53,0.285714286,Isoko South,0.222397589,0.349030982,0.150563576,0.084084717,0.217042434,2010,0.148148148,0.110340122,0.185956174,2010,0.218181818,0.182030654,0.254332983,2010
