,LGA,repDS,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use
352,Doguwa,Giwa,0.134165323,0.082396302,0.070950298,0.163309298
353,Gabasawa,Taura,0.53646592,0.440114892,0.368967436,0.583396689
354,Garko,Gwarzo,0.75,0.583333333,0.470588235,0.538461538
355,Garum Mallam,Gwarzo,0.420322503,0.246546353,0.19216149,0.376232249
356,Gaya,Gwarzo,0.420322503,0.246546353,0.19216149,0.376232249
357,Gezawa,Gwarzo,0.420322503,0.246546353,0.19216149,0.376232249
358,Gwale,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
359,Gwarzo,Gwarzo,0.420322503,0.246546353,0.19216149,0.376232249
360,Kabo,Gwarzo,0.52173913,0.2,0.178571429,0.419354839
361,Kano Municipal,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
362,Karaye,Gwarzo,0.420322503,0.246546353,0.19216149,0.376232249
363,Kibiya,Gwarzo,0.420322503,0.246546353,0.19216149,0.376232249
364,Kiru,Gwarzo,0.420322503,0.246546353,0.19216149,0.376232249
365,Kumbotso,Taura,0.53646592,0.440114892,0.368967436,0.583396689
366,Yagba West,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
367,Kunchi,Babura,0.375325174,0.214522186,0.126023075,0.350839769
368,Kura,Gwarzo,0.464285714,0.111111111,0.181818182,0.50877193
369,Madobi,Taura,0.53646592,0.440114892,0.368967436,0.583396689
370,Makoda,Babura,0.375325174,0.214522186,0.126023075,0.350839769
371,Ekiti,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
372,Minjibir,Taura,0.53646592,0.440114892,0.368967436,0.583396689
373,Nasarawa1,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
374,Rano,Gwarzo,0.420322503,0.246546353,0.19216149,0.376232249
375,Rimin Gado,Gwarzo,0.420322503,0.246546353,0.19216149,0.376232249
376,Bindawa,Rimi,0.06122449,0.043478261,0.125,0.096153846
377,Rogo,Gwarzo,0.420322503,0.246546353,0.19216149,0.376232249
378,Shanono,Gwarzo,0.420322503,0.246546353,0.19216149,0.376232249
379,Sumaila,Takali,0.400642128,0.283668296,0.217614664,0.436970727
380,Takali,Takali,0.400642128,0.283668296,0.217614664,0.436970727
381,Tarauni,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
382,Tudun Wada,Gwarzo,0.420322503,0.246546353,0.19216149,0.376232249
383,Ungogo,Taura,0.464285714,0.3125,0.214285714,0.467741935
384,Warawa,Gwarzo,0.519230769,0.321428571,0.148148148,0.376811594
385,Wudil,Gwarzo,0.555555556,0.392857143,0.2,0.549295775
386,Daura,Babura,0.375325174,0.214522186,0.126023075,0.350839769
387,Bakori,Gwarzo,0.420322503,0.246546353,0.19216149,0.376232249
388,Batagarawa,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
389,Batsari,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
390,Charanchi,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
391,Dan Musa,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
392,Dandume,Giwa,0.117647059,0.071428571,0.125,0.127272727
393,Danja,Giwa,0.134165323,0.082396302,0.070950298,0.163309298
394,Dutsin-Ma,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
395,Faskari,Giwa,0.134165323,0.082396302,0.070950298,0.163309298
396,Funtua,Gwarzo,0.420322503,0.246546353,0.19216149,0.376232249
397,Asa,Oke-Ero,0.057142857,0.138120033,0.087266194,0.118644068
398,Ingawa,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
399,Kafur,Gwarzo,0.420322503,0.246546353,0.19216149,0.376232249
400,Kankara,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
401,Kankia,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
402,Katsina,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
403,Kurfi,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
404,Kusada,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
405,Malumfashi,Gwarzo,0.420322503,0.246546353,0.19216149,0.376232249
406,Mani,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
407,Matazuu,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
408,Birnin Kebbi,Birnin Kebbi,0.569072595,0.468955353,0.386894174,0.543093854
409,Musawa,Gwarzo,0.081632653,0.246546353,0.054054054,0.072463768
410,Rimi,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
411,Sabuwa,Giwa,0.134165323,0.082396302,0.070950298,0.163309298
412,Safana,Babura,0.375325174,0.214522186,0.126023075,0.350839769
413,Sandamu,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
414,Aleiro,Birnin Kebbi,0.569072595,0.468955353,0.386894174,0.543093854
415,Argungu,Birnin Kebbi,0.569072595,0.468955353,0.386894174,0.543093854
416,Augie,Birnin Kebbi,0.794117647,0.625,0.642857143,0.833333333
417,Bunza,Birnin Kebbi,0.569072595,0.468955353,0.386894174,0.543093854
418,Fakai,Birnin Kebbi,0.569072595,0.468955353,0.386894174,0.543093854
419,Gwandu,Birnin Kebbi,0.697674419,0.590909091,0.5,0.557377049
420,Jega,Birnin Kebbi,0.569072595,0.468955353,0.386894174,0.543093854
421,Kalgo,Birnin Kebbi,0.569072595,0.468955353,0.386894174,0.543093854
422,Iseyin,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
423,Maiyama,Birnin Kebbi,0.569072595,0.468955353,0.386894174,0.543093854
424,Ngaski,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
425,Sakaba,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
426,Shanga,Birnin Kebbi,0.569072595,0.468955353,0.386894174,0.543093854
427,Suru,Birnin Kebbi,0.569072595,0.468955353,0.386894174,0.543093854
428,Wasagu/Danko,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
429,Yauri,Birnin Kebbi,0.569072595,0.468955353,0.386894174,0.543093854
430,Zuru,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
431,Adavi,Owan East,0.095238095,0.152454404,0.285714286,0.145833333
432,Ajaokuta,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
433,Ankpa,Owan East,0.076923077,0.152454404,0.09921015,0.034482759
434,Bassa1,Keana,0.058823529,0.111111111,0.033072808,0.104166667
435,Dekina,Owan East,0.135833315,0.152454404,0.045454545,0.025
436,Edu,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
437,Ibaji,Uzo-Uwani,0.132714912,0.074567206,0.067921762,0.080523576
438,Idah,Uzo-Uwani,0.132714912,0.074567206,0.067921762,0.080523576
439,Igalamela-Odolu,Uzo-Uwani,0.132714912,0.074567206,0.067921762,0.080523576
440,Ijumu,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
441,Kabba/Bunu,Oke-Ero,0.633333333,0.5,0.24,0.526315789
442,Kogi,Keana,0.086924687,0.045651648,0.033072808,0.087141812
443,Lokoja,Keana,0.090909091,0.045651648,0.033072808,0.022222222
444,Mopa-Muro,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
445,Ofu,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
446,Okehi,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
447,Okene,Owan East,0.064516129,0.152454404,0.09921015,0.055555556
448,Olamabolo,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
449,Omala,Keana,0.086924687,0.045651648,0.033072808,0.087141812
450,Yagba East,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
451,Ifelodun1,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
452,Ilorin East,Oke-Ero,0.270838415,0.138120033,0.087266194,0.028571429
453,Ilorin South,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
454,Ilorin West,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
455,Irepodun1,Owan East,0.047619048,0.152454404,0.09921015,0.039215686
456,Itesiwaju,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
457,Isin,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
458,Kaiama,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
459,Moro,Oke-Ero,0.018111716,0.138120033,0.087266194,0.056829731
460,Offa,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
461,Oke-Ero,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
462,Kajola,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
463,Oyun,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
464,Pategi,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
465,Agege,Uzo-Uwani,0.132714912,0.074567206,0.067921762,0.080523576
466,Ajeromi-Ifelodun,Uzo-Uwani,0.034394075,0.074567206,0.067921762,0.012368081
467,Alimosho,Uzo-Uwani,0.086956522,0.1,0.230769231,0.073170732
468,Apapa,Isoko South,0.127069006,0.150563576,0.056750149,0.070841701
469,Epe,Uzo-Uwani,0.132714912,0.074567206,0.067921762,0.080523576
470,Ifako-Ijaye,Uzo-Uwani,0.132714912,0.074567206,0.067921762,0.080523576
471,Ikeja,Uzo-Uwani,0.104071267,0.065713383,0.022900343,0.010191879
472,Mushin,Isoko South,0.127069006,0.150563576,0.056750149,0.070841701
473,Kokona,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
474,Ojo,Isoko South,0.127069006,0.150563576,0.056750149,0.070841701
475,Oshodi-Isolo,Uzo-Uwani,0.132714912,0.074567206,0.067921762,0.080523576
476,Surulere1,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
477,Akwanga,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
478,Obi2,Keana,0.060606061,0.045651648,0.018518519,0.102040816
479,Awe,Keana,0.086924687,0.045651648,0.033072808,0.087141812
480,Doma,Keana,0.073170732,0.052631579,0.033072808,0.109090909
481,Karu,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
482,Keana,Keana,0.086924687,0.045651648,0.033072808,0.087141812
483,Keffi,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
484,Lafia,Alkaleri,0.054054054,0.047619048,0.256637785,0.129032258
485,Nasarawa2,Keana,0.086924687,0.045651648,0.033072808,0.087141812
486,Nasarawa-Eggon,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
487,Chanchaga,Keana,0.277777778,0.125,0.044444444,0.181818182
488,Toto,Keana,0.086924687,0.045651648,0.033072808,0.087141812
489,Wamba,Alkaleri,0.151515152,0.1,0.121212121,0.137931034
490,Agaie,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
491,Agwara,Birnin Kebbi,0.569072595,0.468955353,0.386894174,0.543093854
492,Bida,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
493,Bosso,Keana,0.086924687,0.045651648,0.033072808,0.087141812
494,Edati,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
495,Gbako,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
496,Gurara,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
497,Katcha,Oke-Ero,0.424242424,0.230769231,0.111111111,0.534482759
498,Kontagora,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
499,Lapai,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
500,Lavun,Oke-Ero,0.857142857,0.481481481,0.178571429,0.75
501,Magama,Oke-Ero,0.7,0.129032258,0.166666667,0.65
502,Mariga,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
503,Mashegu,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
504,Pailoro,Oke-Ero,0.25,0.1,0.18,0.282051282
505,Lagelu,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
506,Mokwa,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
507,Muya,Giwa,0.134165323,0.082396302,0.070950298,0.163309298
508,Abeokuta South,Uzo-Uwani,0.132714912,0.074567206,0.067921762,0.080523576
509,Ijebu North,Owan East,0.135833315,0.152454404,0.09921015,0.083333333
510,Rafi,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
511,Rijau,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
512,Ado-Odo/Ota,Uzo-Uwani,0.416666667,0.111111111,0.454545455,0.34
513,Ijebu North East,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
514,Shiroro,Oke-Ero,0.714285714,0.352941176,0.37037037,0.851851852
515,Suleja,Giwa,0.134165323,0.082396302,0.070950298,0.163309298
516,Tafa,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
517,Wushishi,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
518,Abeokuta North,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
519,Egbado South,Uzo-Uwani,0.132714912,0.074567206,0.067921762,0.080523576
520,Ewekoro,Uzo-Uwani,0.132714912,0.074567206,0.067921762,0.080523576
521,Ifo,Uzo-Uwani,0.132714912,0.074567206,0.067921762,0.080523576
522,Ijebu East,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
523,Ijebu ode,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
524,Ikenne,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
525,Obafemi-Owode,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
526,Odeda,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
527,Odogbolu,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
528,Ogun waterside,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
529,Remo North,Owan East,0.375,0.152454404,0.2,0.333333333
530,Shagamu,Uzo-Uwani,0.132714912,0.074567206,0.067921762,0.080523576
531,Akoko North East,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
532,Akoko North West,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
533,Akoko South East,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
534,Akoko South West,Oke-Ero,0.270838415,0.138120033,0.030269745,0.02541981
535,Akure North,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
536,Ifedayo,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
537,Akure South,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
538,Ese-Odo,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
539,Idanre,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
540,Ifedore,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
541,Ile-Oluji-Okeigbo,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
542,Irele,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
543,Odigbo,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
544,Ifelodun2,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
545,Okitipupa,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
546,Ondo East,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
547,Ondo West,Akinyele,0.072637023,0.009079867,0.003972784,0.034727977
548,Ose,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
549,Owo,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
550,Aiyedade,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
551,Aiyedire,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
552,Atakumosa East,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
553,Orolu,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
554,Atakumosa West,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
555,Boluwaduro,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
556,Boripe,Akinyele,0.030541734,0.009079867,0.003972784,0.030638484
557,Ede North,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
558,Ede South,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
559,Egbedore,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
560,Ejigbo,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
561,Ife Central,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
562,Ife East,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
563,Ife North,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
564,Ife South,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
565,Ila,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
566,Ilesha East,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
567,Ilesha West,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
568,Irepodun2,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
569,Irewole,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
570,Isokan,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
571,Iwo,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
572,Osogbo,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
573,Obokun,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
574,Odo-Otin,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
575,Ola-oluwa,Akinyele,0.04,0.009079867,0.003972784,0.020408163
576,Olorunda,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
577,Oriade,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
578,Ibadan South East,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
579,Afijio,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
580,Akinyele,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
581,Atiba,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
582,Egbeda,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
583,Ibadan North,Owan East,0.135833315,0.152454404,0.09921015,0.016666667
584,Ibadan North East,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
585,Ibadan North West,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
586,Ibarapa Central,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
587,Ibarapa East,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
588,Ibarapa North,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
589,Ido,Akinyele,0.030541734,0.009079867,0.003972784,0.01754386
590,Irepo,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
591,Ogo Oluwa,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
592,Olorunsogo,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
593,Oluyole,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
594,Ona-Ara,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
595,Orelope,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
596,Ori Ire,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
597,Oyo West,Akinyele,0.030541734,0.009079867,0.003972784,0.019339683
598,Saki East,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
599,Saki West,Akinyele,0.048865858,0.041668473,0.050726932,0.03104075
600,Surulere2,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
601,Barikin Ladi,Soba,0.44909474,0.414473139,0.26251721,0.366416238
602,Bassa2,Soba,0.208333333,0.068965517,0.26251721,0.278688525
603,Bokkos,Giwa,0.134165323,0.082396302,0.070950298,0.163309298
604,Jos East,Soba,0.44909474,0.414473139,0.26251721,0.366416238
605,Jos North,Soba,0.172940541,0.209842838,0.135094775,0.154427656
606,Jos South,Soba,0.44909474,0.414473139,0.26251721,0.366416238
607,Kanam,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
608,Kanke,Alkaleri,0.6875,0.285714286,0.269230769,0.420289855
609,Langtang North,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
610,Langtang South,Keana,0.086924687,0.045651648,0.033072808,0.087141812
611,Mangu,Darazo,0.46787632,0.313975754,0.226588337,0.47097189
612,Mikang,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
613,Abua/Odual,Ahoada West,0.297457865,0.282724371,0.103882524,0.235336962
614,Pankshin,Alkaleri,0.333333333,0.111111111,0.1,0.155555556
615,Qua'an Pan,Keana,0.086924687,0.045651648,0.033072808,0.087141812
616,Riyom,Soba,0.027027027,0.414473139,0.26251721,0.075471698
617,Shendam,Keana,0.086924687,0.045651648,0.033072808,0.087141812
618,Wase,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
619,Ahoada East,Ahoada West,0.297457865,0.282724371,0.103882524,0.235336962
620,Ahoada West,Ahoada West,0.424242424,0.416666667,0.086956522,0.357142857
621,Andoni,Nsit Ubium,0.592592593,0.384615385,0.416666667,0.482758621
622,Asari-Toru,Ahoada West,0.647058824,0.6875,0.25,0.46
623,Bonny,Nsit Ubium,0.359615859,0.270466267,0.25654695,0.332230027
624,Eleme,Ahoada West,0.297457865,0.282724371,0.103882524,0.235336962
625,Emohua,Ahoada West,0.235294118,0.2,0.136363636,0.173076923
626,Etche,Ngor-Okpala,0.111873819,0.10469624,0.070636395,0.08256596
627,Gokana,Nsit Ubium,0.421052632,0.5,0.289473684,0.441176471
628,Ikwerre,Oru West,0.666666667,0.384615385,0.448275862,0.727272727
629,Khana,Nsit Ubium,0.359615859,0.270466267,0.25654695,0.332230027
630,Obia/Akpor,Ahoada West,0.272727273,0.083333333,0.0625,0.186440678
631,Ogba/Egbema/Ndoni,Ahoada West,0.297457865,0.282724371,0.103882524,0.235336962
632,Ogu/Bolo,Nsit Ubium,0.551724138,0.5,0.380952381,0.434782609
633,Okrika,Nsit Ubium,0.359615859,0.270466267,0.25654695,0.332230027
634,Omumma,Ngor-Okpala,0.111873819,0.10469624,0.070636395,0.08256596
635,Opobo/Nkoro,Nsit Ubium,0.359615859,0.270466267,0.25654695,0.332230027
636,Oyigbo,Nsit Ubium,0.359615859,0.270466267,0.25654695,0.332230027
637,Port-Harcourt,Ahoada West,0.592592593,0.454545455,0.12,0.393442623
638,Tai,Nsit Ubium,0.359615859,0.270466267,0.25654695,0.332230027
639,Binji,Gawabawa,0.56855196,0.449598764,0.309015741,0.454882641
640,Bodinga,Gawabawa,0.56855196,0.449598764,0.309015741,0.454882641
641,Dange-Shnsi,Gawabawa,0.564102564,0.428571429,0.473684211,0.479166667
642,Akuku Toru,Ahoada West,0.297457865,0.282724371,0.103882524,0.235336962
643,Goronyo,Gawabawa,0.56855196,0.449598764,0.309015741,0.454882641
644,Gawabawa,Gawabawa,0.56855196,0.449598764,0.309015741,0.454882641
645,Illela,Gawabawa,0.387096774,0.318181818,0.1875,0.408163265
646,Isa,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
647,Kebbe,Birnin Kebbi,0.569072595,0.468955353,0.386894174,0.543093854
648,Kware,Gawabawa,0.56855196,0.449598764,0.309015741,0.454882641
649,Rabah,Gawabawa,0.56855196,0.449598764,0.309015741,0.454882641
650,Shagari,Birnin Kebbi,0.88372093,0.65625,0.407407407,0.766666667
651,Mubi South,Darazo,0.46787632,0.313975754,0.226588337,0.47097189
652,Silame,Gawabawa,0.56855196,0.449598764,0.309015741,0.454882641
653,Sokoto North,Gawabawa,0.56855196,0.449598764,0.309015741,0.454882641
654,Sokoto South,Birnin Kebbi,0.306122449,0.260869565,0.275862069,0.186440678
655,Tambuwal,Birnin Kebbi,0.569072595,0.468955353,0.386894174,0.543093854
656,Tureta,Birnin Kebbi,0.569072595,0.468955353,0.386894174,0.543093854
657,Wamako,Gawabawa,0.56855196,0.449598764,0.309015741,0.454882641
658,Wurno,Gawabawa,0.56855196,0.449598764,0.309015741,0.454882641
659,Yabo,Gawabawa,0.684210526,0.571428571,0.47826087,0.413043478
660,Ardo-Kola,Keana,0.086924687,0.045651648,0.033072808,0.087141812
661,Gassol,Keana,0.027777778,0.045651648,0.033072808,0.040816327
662,Bali,Keana,0.086924687,0.045651648,0.033072808,0.087141812
663,Donga,Keana,0.086924687,0.045651648,0.033072808,0.087141812
664,Ibi,Keana,0.166666667,0.166666667,0.111111111,0.23255814
665,Jalingo,Keana,0.086924687,0.045651648,0.033072808,0.087141812
666,Yorro,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
667,Potiskum,Darazo,0.46787632,0.313975754,0.226588337,0.47097189
668,Karin-Lamido,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
669,Lau,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
670,Wukari,Keana,0.402364026,0.069515322,0.134393962,0.138873698
671,Zing,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
672,Bade,Taura,0.53646592,0.440114892,0.368967436,0.583396689
673,Nguru,Taura,0.5,0.571428571,0.375,0.54
674,Bursari,Taura,0.53646592,0.440114892,0.368967436,0.583396689
675,Damaturu,Darazo,0.46787632,0.313975754,0.226588337,0.47097189
676,Fika,Darazo,0.606060606,0.28,0.305555556,0.763636364
677,Gujba,Darazo,0.060606061,0.066666667,0.226588337,0.101694915
678,Fune,Darazo,0.46787632,0.313975754,0.226588337,0.47097189
679,Gulani,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
680,Geidam,Babura,0.375325174,0.214522186,0.126023075,0.350839769
681,Nangere,Darazo,0.46787632,0.313975754,0.226588337,0.47097189
682,Jakusko,Taura,0.53646592,0.440114892,0.368967436,0.583396689
683,Karasuwa,Taura,0.846153846,0.882352941,0.7,0.958333333
684,Tarmua,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
685,Anka,Darazo,0.46787632,0.313975754,0.226588337,0.47097189
686,Bakura,Darazo,0.46787632,0.313975754,0.226588337,0.47097189
687,Birnin Magaji,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
688,Bukkuyum,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
689,Bungudu,Takali,0.157894737,0.283668296,0.03030303,0.246153846
690,Gummi,Birnin Kebbi,0.569072595,0.468955353,0.386894174,0.543093854
691,Ipokia,Uzo-Uwani,0.132714912,0.074567206,0.067921762,0.080523576
692,Gusau,Darazo,0.46787632,0.313975754,0.226588337,0.47097189
693,Kaura-Namoda,Rimi,0.039720548,0.053729588,0.073583608,0.038461538
694,Maradun,Darazo,0.46787632,0.313975754,0.226588337,0.47097189
695,Tsafe,Takali,0.166666667,0.090909091,0.095238095,0.171875
696,Maru,Giwa,0.134165323,0.082396302,0.070950298,0.163309298
697,Shinkafi,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
698,Talata Mafara,Darazo,0.46787632,0.313975754,0.226588337,0.47097189
699,Zurmi,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
700,Mbo,Nsit Ubium,0.359615859,0.270466267,0.25654695,0.332230027
701,Oron,Nsit Ubium,0.359615859,0.270466267,0.25654695,0.332230027
702,Udung Uko,Nsit Ubium,0.359615859,0.270466267,0.25654695,0.332230027
703,Calabar South,Nsit Ubium,0.305555556,0.2,0.2,0.25
704,Ibeno,Nsit Ubium,0.359615859,0.270466267,0.25654695,0.332230027
705,Eastern Obolo,Nsit Ubium,0.359615859,0.270466267,0.25654695,0.332230027
706,Degema,Ahoada West,0.297457865,0.282724371,0.103882524,0.235336962
707,Brass,Ahoada West,0.064516129,0.1,0.071428571,0.042553191
708,Southern Ijaw,Ahoada West,0.297457865,0.282724371,0.103882524,0.235336962
709,Ekeremor,Ahoada West,0.297457865,0.282724371,0.103882524,0.235336962
710,Burutu,Isoko South,0.222222222,0.1875,0.111111111,0.044444444
711,Warri South West,Isoko South,0.363636364,0.285714286,0.166666667,0.222222222
712,Warri North,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
713,Ilaje,Owan East,0.135833315,0.152454404,0.09921015,0.178525365
