LGA,LGA_old,repDS,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use_u,over_eighteen_ITN_use_u,simday,duration,year,mortality_rate,kill_rate,block_initial
Igueben,Igueben,Uzo-Uwani,0.199917815,0.133517495,0.131170581,0.138066867,0,1095,2010,0.415233246,0.472108841,0.53
Ikpoba-Okha,Ikpoba-Okha,Uzo-Uwani,0.233869569,0.142283622,0.131170581,0.093257577,0,1095,2010,0.323305427,0.396692086,0.53
Aninri,Aninri,Oru West,0.472504313,0.395468655,0.309498345,0.42194626,0,1095,2010,0.430439768,0.484335586,0.53
Oredo,Oredo,Uzo-Uwani,0.199917815,0.133517495,0.131170581,0.138066867,0,1095,2010,0.382076571,0.445104909,0.53
Orhionmwon,Orhionmwon,Uzo-Uwani,0.199917815,0.133517495,0.131170581,0.138066867,0,1095,2010,0.335936711,0.407105953,0.53
Ovia North East,Ovia North East,Owan East,0.230842505,0.305247907,0.213392892,0.307995043,0,1095,2010,0.337624396,0.408498179,0.53
Ovia South West,Ovia South West,Akinyele,0.049162618,0.022057426,0.011728893,0.027498966,0,1095,2010,0.363545715,0.429873962,0.53
Owan East,Owan East,Owan East,0.233342487,0.305247907,0.213392892,0.35831528,0,1095,2010,0.315089802,0.389928709,0.53
Owan West,Owan West,Owan East,0.233342487,0.305247907,0.213392892,0.35831528,0,1095,2010,0.389346565,0.451058274,0.53
Uhunmwonde,Uhunmwonde,Owan East,0.129767237,0.236126837,0.213392892,0.196183357,0,1095,2010,0.3888156,0.450623986,0.53
Ado Ekiti,Ado Ekiti,Owan East,0.164175839,0.486126837,0.213392892,0.251218486,0,1095,2010,0.357399296,0.424809523,0.53
Efon-Alayee,Efon-Alayee,Oke-Ero,0.412919018,0.215085802,0.136781708,0.367576774,0,1095,2010,0.32342441,0.396790109,0.53
Ekiti East,Ekiti East,Oke-Ero,0.412919018,0.215085802,0.136781708,0.367576774,0,1095,2010,0.342294717,0.412351259,0.53
Ekiti South West,Ekiti South West,Oke-Ero,0.412919018,0.215085802,0.136781708,0.367576774,0,1095,2010,0.434979733,0.487961894,0.53
Awgu,Awgu,Oru West,0.472504313,0.395468655,0.309498345,0.42194626,0,1095,2010,0.428474781,0.482762456,0.53
Ekiti West,Ekiti West,Oke-Ero,0.225413935,0.215085802,0.136781708,0.383655098,0,1095,2010,0.332828195,0.404541983,0.53
Emure,Emure,Oke-Ero,0.412919018,0.215085802,0.136781708,0.367576774,0,1095,2010,0.372039671,0.436863758,0.53
Gboyin,Gboyin,Obubra,0.360812126,0.258624107,0.181908262,0.263689348,0,1095,2010,0.286540024,0.36654315,0.53
Idosi-Osi,Idosi-Osi,Oke-Ero,0.412919018,0.215085802,0.136781708,0.367576774,0,1095,2010,0.302701283,0.379754213,0.53
Ijero,Ijero,Oke-Ero,0.412919018,0.215085802,0.136781708,0.367576774,0,1095,2010,0.264220599,0.348459432,0.53
Ikere,Ikere,Owan East,0.233342487,0.305247907,0.213392892,0.35831528,0,1095,2010,0.456857423,0.50525877,0.53
Ikole,Ikole,Oke-Ero,0.412919018,0.215085802,0.136781708,0.367576774,0,1095,2010,0.320812672,0.394638898,0.53
Ilemeji,Ilemeji,Oke-Ero,0.412919018,0.215085802,0.136781708,0.367576774,0,1095,2010,0.308389127,0.384421328,0.53
Irepodun-Ifelodun,Irepodun/Ifelodun,Oke-Ero,0.343979576,0.293348675,0.188185502,0.273629488,0,1095,2010,0.314066122,0.38908676,0.53
Ise-Orun,Ise/Orun,Oke-Ero,0.412919018,0.215085802,0.136781708,0.367576774,0,1095,2010,0.409896538,0.467791215,0.53
Moba,Moba,Oke-Ero,0.412919018,0.215085802,0.136781708,0.367576774,0,1095,2010,0.282164723,0.362981752,0.53
Oye,Oye,Oke-Ero,0.412919018,0.215085802,0.136781708,0.367576774,0,1095,2010,0.299868816,0.377433124,0.53
Ezeagu,Ezeagu,Uzo-Uwani,0.30249702,0.133517495,0.131170581,0.105930388,0,1095,2010,0.415961311,0.472696867,0.53
Igbo-Etiti,Igbo-Etiti,Uzo-Uwani,0.199917815,0.133517495,0.131170581,0.138066867,0,1095,2010,0.38332308,0.44612671,0.53
Igbo-Eze North,Igbo-Eze North,Uzo-Uwani,0.187202903,0.133517495,0.097731578,0.138066867,0,1095,2010,0.332315805,0.404119407,0.53
Igbo-Eze South,Igbo-Eze South,Uzo-Uwani,0.199917815,0.133517495,0.131170581,0.138066867,0,1095,2010,0.361653388,0.428315236,0.53
Isi-Uzo,Isi-Uzo,Owan East,0.233342487,0.305247907,0.213392892,0.35831528,0,1095,2010,0.425114132,0.480067127,0.53
Nkanu East,Nkanu East,Owan East,0.233342487,0.305247907,0.213392892,0.35831528,0,1095,2010,0.414364125,0.471406566,0.53
Nkanu West,Nkanu West,Uzo-Uwani,0.184730904,0.133517495,0.131170581,0.084276073,0,1095,2010,0.464287853,0.511059551,0.53
Nsukka,Nsukka,Uzo-Uwani,0.152917189,0.133517495,0.131170581,0.072036045,0,1095,2010,0.391481406,0.452803528,0.53
Oji-River,Oji-River,Oru West,0.472504313,0.395468655,0.309498345,0.42194626,0,1095,2010,0.407484101,0.465835335,0.53
Udenu,Udenu,Uzo-Uwani,0.199917815,0.133517495,0.131170581,0.138066867,0,1095,2010,0.38139738,0.444547985,0.53
Udi,Udi,Uzo-Uwani,0.199917815,0.133517495,0.131170581,0.138066867,0,1095,2010,0.379547492,0.443030522,0.53
Uzo-Uwani,Uzo-Uwani,Uzo-Uwani,0.199917815,0.133517495,0.131170581,0.138066867,0,1095,2010,0.404737188,0.463605313,0.53
Ahiazu-Mbaise,Ahiazu-Mbaise,Ngor-Okpala,0.18947297,0.178815297,0.126242831,0.140452934,0,1095,2010,0.4502266,0.500049325,0.53
Abaji,Abaji,Keana,0.136258672,0.074096451,0.058888757,0.126004947,0,1095,2010,0.476373849,0.520406247,0.53
Bwari,Bwari,Giwa,0.336964622,0.195834853,0.154991341,0.375596048,0,1095,2010,0.558433035,0.580366866,0.652607426
Gwagwalada,Gwagwalada,Keana,0.136258672,0.074096451,0.090332078,0.089710592,0,1095,2010,0.555904987,0.578622846,0.648144758
Kuje,Kuje,Keana,0.136258672,0.074096451,0.058888757,0.126004947,0,1095,2010,0.448338859,0.498560793,0.53
Kwali,Kwali,Keana,0.136258672,0.074096451,0.058888757,0.126004947,0,1095,2010,0.476055073,0.520161192,0.53
Bunkure,Bunkure,Gwarzo,0.585053979,0.373976848,0.280554557,0.509324749,0,1095,2010,0.769743323,0.698564959,0.87742476
Abuja Municipal,Abuja Municipal,Keana,0.136258672,0.074096451,0.058888757,0.051495771,0,1095,2010,0.500846708,0.538963989,0.535536339
Akko,Akko,Alkaleri,0.66982297,0.42908697,0.373287216,0.780365899,0,1095,2010,0.430348191,0.484262319,0.53
Balanga,Balanga,Alkaleri,0.639862739,0.468941846,0.39915577,0.559991805,0,1095,2010,0.625491041,0.623897182,0.752087661
Billiri,Billiri,Alkaleri,0.639862739,0.468941846,0.39915577,0.559991805,0,1095,2010,0.209402585,0.305232023,0.53
Dukku,Dukku,Darazo,0.698952922,0.311028148,0.209881061,0.825966137,0,1095,2010,0.67468816,0.652305857,0.805848475
Funakaye,Funakaye,Alkaleri,0.639862739,0.468941846,0.39915577,0.559991805,0,1095,2010,0.631961788,0.627807972,0.759977431
Gombe,Gombe,Alkaleri,0.858195063,0.82908697,0.848400338,0.718562186,0,1095,2010,0.497689178,0.536599101,0.53
Kaltungo,Kaltungo,Alkaleri,0.639862739,0.468941846,0.39915577,0.559991805,0,1095,2010,0.500615672,0.538791259,0.534996603
Kwami,Kwami,Alkaleri,0.639862739,0.468941846,0.39915577,0.559991805,0,1095,2010,0.528174359,0.559035931,0.595270043
Dala,Dala,Alkaleri,0.501945063,0.379811608,0.278881622,0.407172426,0,1095,2010,0.582690135,0.59673093,0.692623794
Nafada,Nafada,Alkaleri,0.639862739,0.468941846,0.39915577,0.559991805,0,1095,2010,0.699548844,0.665494757,0.828152091
Shomgom,Shomgom,Alkaleri,1,0.79878394,0.642517985,0.962096668,0,1095,2010,0.393550536,0.454493674,0.53
Yamaltu-Deba,Yamaltu/Deba,Alkaleri,0.639862739,0.468941846,0.39915577,0.559991805,0,1095,2010,0.541765398,0.568738538,0.622104449
Aboh-Mbaise,Aboh-Mbaise,Ngor-Okpala,0.18947297,0.178815297,0.126242831,0.140452934,0,1095,2010,0.366998982,0.432717137,0.53
Fagge,Fagge,Alkaleri,0.639862739,0.468941846,0.39915577,0.559991805,0,1095,2010,0.567041099,0.586251328,0.667379557
Ehime-Mbano,Ehime-Mbano,Ngor-Okpala,0.18947297,0.178815297,0.126242831,0.140452934,0,1095,2010,0.459803075,0.507563152,0.53
Ezinihitte,Ezinihitte,Ngor-Okpala,0.123053696,0.178815297,0.126242831,0.092369733,0,1095,2010,0.456817192,0.505227255,0.53
Ideato North,Ideato North,Oru West,0.472504313,0.395468655,0.309498345,0.136467405,0,1095,2010,0.449066913,0.499135162,0.53
Ideato South,Ideato South,Ngor-Okpala,0.18947297,0.178815297,0.126242831,0.140452934,0,1095,2010,0.438565746,0.490817759,0.53
Ihitte-Uboma,Ihitte/Uboma,Ngor-Okpala,0.18947297,0.178815297,0.222273102,0.071044869,0,1095,2010,0.471133329,0.516367403,0.53
Ikeduru,Ikeduru,Ngor-Okpala,0.18947297,0.178815297,0.126242831,0.140452934,0,1095,2010,0.402638622,0.461899584,0.53
Isiala Mbano,Isiala Mbano,Ngor-Okpala,0.128754802,0.205337281,0.089704691,0.118579475,0,1095,2010,0.468083262,0.514006846,0.53
Isu,Isu,Ngor-Okpala,0.259417332,0.151042133,0.126242831,0.101365235,0,1095,2010,0.310898215,0.386482512,0.53
Mbaitoli,Mbaitoli,Ngor-Okpala,0.18947297,0.178815297,0.126242831,0.140452934,0,1095,2010,0.257476859,0.343041421,0.53
Obowo,Obowo,Ngor-Okpala,0.18947297,0.178815297,0.126242831,0.140452934,0,1095,2010,0.461408625,0.508816551,0.53
Ngor-Okpala,Ngor-Okpala,Ngor-Okpala,0.18947297,0.178815297,0.126242831,0.140452934,0,1095,2010,0.247389039,0.334983127,0.53
Njaba,Njaba,Ngor-Okpala,0.18947297,0.178815297,0.126242831,0.140452934,0,1095,2010,0.25554311,0.341492273,0.53
Nkwerre,Nkwerre,Ngor-Okpala,0.18947297,0.178815297,0.126242831,0.140452934,0,1095,2010,0.404085994,0.463076205,0.53
Nwangele,Nwangele,Ngor-Okpala,0.18947297,0.178815297,0.126242831,0.140452934,0,1095,2010,0.427322485,0.481838967,0.53
Oyo East,Oyo East,Akinyele,0.049162618,0.022057426,0.011728893,0.027498966,0,1095,2010,0.47806867,0.521707747,0.53
Oguta,Oguta,Oru West,0.472504313,0.395468655,0.309498345,0.42194626,0,1095,2010,0.21360058,0.308468253,0.53
Ohaji-Egbema,Ohaji/Egbema,Oru West,0.367500959,0.21059349,0.232355851,0.480872999,0,1095,2010,0.230681852,0.321773866,0.53
Okigwe,Okigwe,Ngor-Okpala,0.18947297,0.178815297,0.126242831,0.140452934,0,1095,2010,0.46132433,0.508750791,0.53
Orlu,Orlu,Oru West,0.157977149,0.395468655,0.309498345,0.42194626,0,1095,2010,0.36849761,0.433950418,0.53
Orsu,Orsu,Oru West,0.472504313,0.395468655,0.309498345,0.42194626,0,1095,2010,0.258149058,0.343580402,0.53
Oru East,Oru East,Oru West,0.472504313,0.395468655,0.309498345,0.42194626,0,1095,2010,0.187100101,0.288284046,0.53
Oru West,Oru West,Oru West,0.472504313,0.395468655,0.309498345,0.42194626,0,1095,2010,0.176205894,0.28016566,0.53
Owerri-Municipal,Owerri-Municipal,Oru West,0.472504313,0.395468655,0.309498345,0.42194626,0,1095,2010,0.197408696,0.296064867,0.53
Tofa,Tofa,Taura,0.738529118,0.319122976,0.307578986,0.611144279,0,1095,2010,0.825591067,0.720682508,0.905574315
Owerri North,Owerri North,Ngor-Okpala,0.18947297,0.178815297,0.126242831,0.140452934,0,1095,2010,0.244109669,0.332376349,0.53
Owerri West,Owerri West,Ngor-Okpala,0.121077412,0.185230167,0.209452589,0.100440166,0,1095,2010,0.204213478,0.301251273,0.53
Unuimo,Unuimo,Ngor-Okpala,0.18947297,0.178815297,0.126242831,0.140452934,0,1095,2010,0.474438578,0.518917277,0.53
Auyo,Auyo,Taura,0.66973188,0.559237868,0.469649871,0.68684866,0,1095,2010,0.676553245,0.65332251,0.807625124
Babura,Babura,Babura,0.588364562,0.384793418,0.218771091,0.576166704,0,1095,2010,0.754462934,0.691880002,0.868188342
Biriniwa,Biriniwa,Taura,0.66973188,0.559237868,0.469649871,0.68684866,0,1095,2010,0.694642094,0.662953681,0.823978675
Malam Madori,Malam Madori,Taura,0.807179004,0.57366843,0.555227889,0.853451971,0,1095,2010,0.663624026,0.646183975,0.794941841
Birni Kudu,Birni Kudu,Takali,0.956983956,0.733793449,0.35460158,0.942556159,0,1095,2010,0.79905925,0.710618621,0.893211932
Buji,Buji,Takali,0.620783978,0.461906189,0.35793053,0.633764175,0,1095,2010,0.759566013,0.694143703,0.871355394
Jahun,Jahun,Taura,0.66973188,0.559237868,0.469649871,0.68684866,0,1095,2010,0.743526887,0.68692249,0.86110926
Dutse,Dutse,Takali,0.620783978,0.461906189,0.35793053,0.633764175,0,1095,2010,0.790579855,0.707234774,0.888890043
Gagarawa,Gagarawa,Taura,0.66973188,0.559237868,0.469649871,0.68684866,0,1095,2010,0.716266925,0.673924789,0.841587323
Kafin Hausa,Kafin Hausa,Taura,0.41451596,0.434912449,0.338777673,0.584221202,0,1095,2010,0.673182764,0.651482047,0.804401654
Garki,Garki,Babura,0.588364562,0.384793418,0.218771091,0.576166704,0,1095,2010,0.74078424,0.685656303,0.859269285
Gumel,Gumel,Babura,0.588364562,0.384793418,0.218771091,0.576166704,0,1095,2010,0.765232277,0.696620535,0.874774321
Guri,Guri,Taura,0.66973188,0.559237868,0.469649871,0.68684866,0,1095,2010,0.666612333,0.647852757,0.79795062
Gwaram,Gwaram,Takali,0.976898608,0.656498763,0.461744437,0.972303652,0,1095,2010,0.770852463,0.699039331,0.878066925
Gwiwa,Gwiwa,Babura,0.588364562,0.384793418,0.218771091,0.576166704,0,1095,2010,0.668371704,0.648829951,0.799699995
Hadejia,Hadejia,Taura,0.66973188,0.559237868,0.469649871,0.68684866,0,1095,2010,0.636447966,0.630488544,0.765292356
Kaugama,Kaugama,Taura,0.66973188,0.559237868,0.469649871,0.68684866,0,1095,2010,0.649987707,0.638425145,0.780594335
Kazaure,Kazaure,Babura,0.588364562,0.384793418,0.218771091,0.576166704,0,1095,2010,0.72677407,0.679043778,0.849445164
Kiri Kasamma,Kiri Kasamma,Taura,0.66973188,0.559237868,0.469649871,0.68684866,0,1095,2010,0.673959786,0.651907622,0.805149877
Tsanyawa,Tsanyawa,Gwarzo,0.585053979,0.373976848,0.280554557,0.509324749,0,1095,2010,0.716116255,0.673850382,0.84147145
Miga,Miga,Taura,0.66973188,0.559237868,0.469649871,0.68684866,0,1095,2010,0.71898178,0.675260641,0.84365949
Ringim,Ringim,Taura,0.66973188,0.559237868,0.469649871,0.68684866,0,1095,2010,0.733954558,0.682463107,0.85457057
Roni,Roni,Babura,0.588364562,0.384793418,0.218771091,0.576166704,0,1095,2010,0.684763375,0.657745318,0.815241367
Taura,Taura,Taura,0.66973188,0.559237868,0.469649871,0.68684866,0,1095,2010,0.802187286,0.711846173,0.894758953
Yankwashi,Yankwashi,Babura,0.588364562,0.384793418,0.218771091,0.576166704,0,1095,2010,0.686545172,0.658693878,0.816851147
kiyawa,Kiyawa,Takali,0.620783978,0.461906189,0.35793053,0.633764175,0,1095,2010,0.77870611,0.702356647,0.88250928
Dutsi,Dutsi,Rimi,0.078581969,0.055735091,0.158916895,0.110295114,0,1095,2010,0.62280068,0.622255799,0.748727773
Birnin-Gwari,Birnin-Gwari,Giwa,0.645106991,0.321771885,0.222929932,0.626572464,0,1095,2010,0.585660468,0.598687691,0.697190257
Kajuru,Kajuru,Soba,0.604535617,0.599117067,0.367533323,0.474551884,0,1095,2010,0.492999945,0.533070449,0.53
Chikun,Chikun,Soba,0.743676171,0.596408634,0.390730398,0.561260645,0,1095,2010,0.576988044,0.59294545,0.683659429
Giwa,Giwa,Giwa,0.336964622,0.195834853,0.154991341,0.375596048,0,1095,2010,0.58231661,0.596484125,0.692044587
Koko-Besse,Koko/Besse,Birnin Kebbi,0.481445698,0.349228568,0.24863004,0.511978721,0,1095,2010,0.576157564,0.592390938,0.682331749
Igabi,Igabi,Soba,0.604535617,0.599117067,0.367533323,0.474551884,0,1095,2010,0.531995981,0.561783675,0.603000351
Ikara,Ikara,Soba,0.604535617,0.599117067,0.367533323,0.474551884,0,1095,2010,0.757882326,0.693400299,0.870319807
Jaba,Jaba,Oke-Ero,0.412919018,0.215085802,0.136781708,0.367576774,0,1095,2010,0.493173179,0.533201155,0.53
Ogori-Mangongo,Ogori/Mangongo,Owan East,0.233342487,0.305247907,0.213392892,0.35831528,0,1095,2010,0.310733482,0.386347145,0.53
Jema'a,Jema'a,Soba,0.604535617,0.599117067,0.367533323,0.474551884,0,1095,2010,0.50980792,0.545625437,0.556011152
Kachia,Kachia,Ngor-Okpala,0.18947297,0.178815297,0.126242831,0.140452934,0,1095,2010,0.53616272,0.564762281,0.611262696
Kaduna North,Kaduna North,Soba,0.73877421,0.613215357,0.283587541,0.408135645,0,1095,2010,0.657446265,0.642698146,0.788569436
Kudan,Kudan,Giwa,0.336964622,0.195834853,0.154991341,0.375596048,0,1095,2010,0.715360241,0.673476599,0.840888649
Kagarko,Kagarko,Oke-Ero,0.412919018,0.215085802,0.136781708,0.367576774,0,1095,2010,0.616828924,0.618580297,0.741098716
Kaura,Kaura,Soba,0.604535617,0.599117067,0.367533323,0.474551884,0,1095,2010,0.544538981,0.570694568,0.627359869
Kauru,Kauru,Soba,0.955440877,0.934643928,0.570132392,0.616610222,0,1095,2010,0.435728811,0.488559081,0.53
Kubau,Kubau,Soba,0.604535617,0.599117067,0.367533323,0.474551884,0,1095,2010,0.686299075,0.658563106,0.816629708
Lere,Lere,Soba,0.784012305,0.984643928,0.571682779,0.711310249,0,1095,2010,0.49638178,0.535617259,0.53
Markafi,Markafi,Gwarzo,0.348404945,0.224204688,0.168393067,0.398717501,0,1095,2010,0.721594857,0.676537716,0.845626179
Sabon-Gari,Sabon-Gari,Soba,0.604535617,0.599117067,0.367533323,0.474551884,0,1095,2010,0.655108883,0.641366645,0.7861038
Sanga,Sanga,Soba,0.604535617,0.599117067,0.367533323,0.474551884,0,1095,2010,0.447246758,0.49769857,0.53
Soba,Soba,Soba,0.680440877,0.541786785,0.365885678,0.565762764,0,1095,2010,0.582055388,0.596311426,0.69163886
Zango-Kataf,Zango-Kataf,Soba,0.604535617,0.599117067,0.367533323,0.474551884,0,1095,2010,0.379476754,0.442972479,0.53
Zaria,Zaria,Soba,0.655440877,0.70077296,0.338349446,0.593849931,0,1095,2010,0.608376269,0.6133025,0.729885298
Kaduna South,Kaduna South,Soba,0.604535617,0.599117067,0.367533323,0.474551884,0,1095,2010,0.679569503,0.654957316,0.810461616
Bichi,Bichi,Gwarzo,0.585053979,0.373976848,0.280554557,0.509324749,0,1095,2010,0.768444039,0.698007406,0.876667763
Ajingi,Ajingi,Taura,0.66973188,0.559237868,0.469649871,0.68684866,0,1095,2010,0.772623248,0.699793659,0.879084496
Albasu,Albasu,Takali,0.620783978,0.461906189,0.35793053,0.633764175,0,1095,2010,0.794967768,0.70899614,0.891150238
Bagwai,Bagwai,Babura,0.764763527,0.431140797,0.259414682,0.750750663,0,1095,2010,0.804608217,0.712788613,0.895939203
Bebeji,Bebeji,Gwarzo,0.674165438,0.417753075,0.432143067,0.579246347,0,1095,2010,0.827726878,0.721458816,0.906498016
Dambatta,Dambatta,Babura,0.588364562,0.384793418,0.218771091,0.576166704,0,1095,2010,0.74901951,0.689430592,0.864715454
Dawakin Kudu,Dawakin Kudu,Gwarzo,0.585053979,0.373976848,0.280554557,0.509324749,0,1095,2010,0.806145696,0.713383698,0.896681122
Dawakin Tofa,Dawakin Tofa,Taura,0.66973188,0.559237868,0.469649871,0.68684866,0,1095,2010,0.798723746,0.710486296,0.893044511
Doguwa,Doguwa,Giwa,0.336964622,0.195834853,0.154991341,0.375596048,0,1095,2010,0.698189254,0.664793709,0.827006498
Gabasawa,Gabasawa,Taura,0.66973188,0.559237868,0.469649871,0.68684866,0,1095,2010,0.749885825,0.689822821,0.86527481
Garko,Garko,Gwarzo,0.914731476,0.710763828,0.558981302,0.671554039,0,1095,2010,0.768838005,0.698176678,0.876897841
Garum Mallam,Garum Mallam,Gwarzo,0.585053979,0.373976848,0.280554557,0.509324749,0,1095,2010,0.862288859,0.733346686,0.920125898
Gaya,Gaya,Gwarzo,0.585053979,0.373976848,0.280554557,0.509324749,0,1095,2010,0.763092032,0.695689515,0.873494821
Gezawa,Gezawa,Gwarzo,0.585053979,0.373976848,0.280554557,0.509324749,0,1095,2010,0.80805322,0.714118308,0.897593458
Gwale,Gwale,Alkaleri,0.639862739,0.468941846,0.39915577,0.559991805,0,1095,2010,0.600920439,0.608574402,0.719575964
Gwarzo,Gwarzo,Gwarzo,0.585053979,0.373976848,0.280554557,0.509324749,0,1095,2010,0.823387017,0.719876187,0.904610429
Kabo,Kabo,Gwarzo,0.686470606,0.327430494,0.266964495,0.552447339,0,1095,2010,0.81249578,0.71581337,0.899683768
Kano Municipal,Kano Municipal,Alkaleri,0.639862739,0.468941846,0.39915577,0.559991805,0,1095,2010,0.636999309,0.630816237,0.765936956
Karaye,Karaye,Gwarzo,0.585053979,0.373976848,0.280554557,0.509324749,0,1095,2010,0.844998327,0.727556296,0.913607988
Kibiya,Kibiya,Gwarzo,0.585053979,0.373976848,0.280554557,0.509324749,0,1095,2010,0.813323711,0.716126831,0.900068059
Kiru,Kiru,Gwarzo,0.585053979,0.373976848,0.280554557,0.509324749,0,1095,2010,0.826693612,0.721083872,0.90605241
Kumbotso,Kumbotso,Taura,0.66973188,0.559237868,0.469649871,0.68684866,0,1095,2010,0.728034042,0.679648396,0.850358589
Yagba West,Yagba West,Oke-Ero,0.412919018,0.215085802,0.136781708,0.367576774,0,1095,2010,0.304086126,0.380889805,0.53
Kunchi,Kunchi,Babura,0.588364562,0.384793418,0.218771091,0.576166704,0,1095,2010,0.729388444,0.680296131,0.851333743
Kura,Kura,Gwarzo,0.62901719,0.238541606,0.270211249,0.64186443,0,1095,2010,0.796070741,0.70943541,0.891710333
Madobi,Madobi,Taura,0.66973188,0.559237868,0.469649871,0.68684866,0,1095,2010,0.853563186,0.730463144,0.916908166
Makoda,Makoda,Babura,0.588364562,0.384793418,0.218771091,0.576166704,0,1095,2010,0.698126715,0.664761406,0.826953605
Ekiti,Ekiti,Oke-Ero,0.412919018,0.215085802,0.136781708,0.367576774,0,1095,2010,0.316166435,0.390814415,0.53
Minjibir,Minjibir,Taura,0.66973188,0.559237868,0.469649871,0.68684866,0,1095,2010,0.765361635,0.696676631,0.874851198
Nasarawa1,Nasarawa1,Alkaleri,0.639862739,0.468941846,0.39915577,0.559991805,0,1095,2010,0.596034944,0.605439633,0.712600807
Rano,Rano,Gwarzo,0.585053979,0.373976848,0.280554557,0.509324749,0,1095,2010,0.827920103,0.721528803,0.906581085
Rimin Gado,Rimin Gado,Gwarzo,0.585053979,0.373976848,0.280554557,0.509324749,0,1095,2010,0.821146228,0.719050977,0.903619228
Bindawa,Bindawa,Rimi,0.099285663,0.068338216,0.207496133,0.135619234,0,1095,2010,0.7272811,0.679287322,0.849813467
Rogo,Rogo,Gwarzo,0.585053979,0.373976848,0.280554557,0.509324749,0,1095,2010,0.768098821,0.697858927,0.876465765
Shanono,Shanono,Gwarzo,0.585053979,0.373976848,0.280554557,0.509324749,0,1095,2010,0.799731381,0.710883327,0.89354646
Sumaila,Sumaila,Takali,0.620783978,0.461906189,0.35793053,0.633764175,0,1095,2010,0.700387319,0.665925938,0.828854507
Takali,Takali,Takali,0.620783978,0.461906189,0.35793053,0.633764175,0,1095,2010,0.795192474,0.709085745,0.891264604
Tarauni,Tarauni,Alkaleri,0.639862739,0.468941846,0.39915577,0.559991805,0,1095,2010,0.628535688,0.625743826,0.755833336
Tudun Wada,Tudun Wada,Gwarzo,0.585053979,0.373976848,0.280554557,0.509324749,0,1095,2010,0.765017665,0.696527424,0.874646665
Ungogo,Ungogo,Taura,0.597551675,0.431622976,0.314968149,0.571193907,0,1095,2010,0.67144052,0.650525031,0.802712793
Warawa,Warawa,Gwarzo,0.683962245,0.448859066,0.236541215,0.509904095,0,1095,2010,0.807358735,0.713851327,0.897262338
