,LGA,repDS,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use
355,Garum Mallam,Gwarzo,0.768688329,0.578433589,0.500204141,0.5987864
356,Gaya,Gwarzo,0.768688329,0.578433589,0.500204141,0.5987864
357,Gezawa,Gwarzo,0.9,0.772727273,0.757575758,0.568965517
358,Gwale,Alkaleri,0.459826463,0.372836371,0.342199264,0.40870638
359,Gwarzo,Gwarzo,0.768688329,0.578433589,0.500204141,0.5987864
360,Kabo,Gwarzo,0.768688329,0.578433589,0.500204141,0.5987864
361,Kano Municipal,Alkaleri,0.482758621,0.142857143,0.162790698,0.292307692
362,Karaye,Gwarzo,0.676470588,0.5,0.38,0.461538462
363,Kibiya,Gwarzo,0.768688329,0.578433589,0.500204141,0.5987864
364,Kiru,Gwarzo,0.768688329,0.578433589,0.500204141,0.5987864
365,Kumbotso,Taura,0.662736395,0.562919518,0.547008309,0.677597534
366,Yagba West,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
367,Kunchi,Babura,0.724492218,0.689711847,0.730814444,0.700536218
368,Kura,Gwarzo,0.768688329,0.578433589,0.500204141,0.5987864
369,Madobi,Taura,0.662736395,0.562919518,0.547008309,0.677597534
370,Makoda,Babura,0.724492218,0.689711847,0.730814444,0.700536218
371,Ekiti,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
372,Minjibir,Taura,0.662736395,0.562919518,0.547008309,0.677597534
373,Nasarawa1,Alkaleri,0.5,0.555555556,0.4,0.377777778
374,Rano,Gwarzo,0.768688329,0.578433589,0.500204141,0.5987864
375,Rimin Gado,Gwarzo,0.768688329,0.578433589,0.500204141,0.5987864
376,Bindawa,Rimi,0.57241651,0.492015646,0.485688185,0.573568788
377,Rogo,Gwarzo,0.768688329,0.578433589,0.500204141,0.5987864
378,Shanono,Gwarzo,0.768688329,0.578433589,0.500204141,0.5987864
379,Sumaila,Takali,0.478910289,0.359165368,0.355340039,0.45642551
380,Takali,Takali,0.478910289,0.359165368,0.355340039,0.45642551
381,Tarauni,Alkaleri,0.459826463,0.372836371,0.342199264,0.40870638
382,Tudun Wada,Gwarzo,0.768688329,0.578433589,0.500204141,0.5987864
383,Ungogo,Taura,0.662736395,0.562919518,0.547008309,0.677597534
384,Warawa,Gwarzo,0.768688329,0.578433589,0.500204141,0.5987864
385,Wudil,Gwarzo,0.768688329,0.578433589,0.500204141,0.5987864
386,Daura,Babura,0.724492218,0.689711847,0.730814444,0.700536218
387,Bakori,Gwarzo,0.768688329,0.578433589,0.500204141,0.5987864
388,Batagarawa,Rimi,0.57241651,0.492015646,0.485688185,0.573568788
389,Batsari,Rimi,0.57241651,0.492015646,0.485688185,0.573568788
390,Charanchi,Rimi,0.57241651,0.492015646,0.485688185,0.573568788
391,Dan Musa,Rimi,0.466666667,0.333333333,0.440677966,0.480916031
392,Dandume,Giwa,0.668094454,0.548522993,0.476187241,0.566872238
393,Danja,Giwa,0.668094454,0.548522993,0.476187241,0.566872238
394,Dutsin-Ma,Rimi,0.294117647,0.314285714,0.458333333,0.291666667
395,Faskari,Giwa,0.756097561,0.739130435,0.647058824,0.566666667
396,Funtua,Gwarzo,0.768688329,0.578433589,0.500204141,0.5987864
397,Asa,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
398,Ingawa,Rimi,0.57241651,0.492015646,0.485688185,0.573568788
399,Kafur,Gwarzo,0.768688329,0.578433589,0.500204141,0.5987864
400,Kankara,Rimi,0.57241651,0.492015646,0.485688185,0.573568788
401,Kankia,Rimi,0.57241651,0.492015646,0.485688185,0.573568788
402,Katsina,Rimi,0.666666667,0.7,0.555555556,0.616666667
403,Kurfi,Rimi,0.57241651,0.492015646,0.485688185,0.573568788
404,Kusada,Rimi,0.57241651,0.492015646,0.485688185,0.573568788
405,Malumfashi,Gwarzo,0.768688329,0.578433589,0.500204141,0.5987864
406,Mani,Rimi,0.57241651,0.492015646,0.485688185,0.573568788
407,Matazuu,Rimi,0.57241651,0.492015646,0.485688185,0.573568788
408,Birnin Kebbi,Birnin Kebbi,0.464285714,0.2,0.305555556,0.394736842
409,Musawa,Gwarzo,0.768688329,0.578433589,0.500204141,0.5987864
410,Rimi,Rimi,0.57241651,0.492015646,0.485688185,0.573568788
411,Sabuwa,Giwa,0.668094454,0.548522993,0.476187241,0.566872238
412,Safana,Babura,0.395348837,0.363636364,0.529411765,0.362318841
413,Sandamu,Rimi,0.57241651,0.492015646,0.485688185,0.573568788
414,Aleiro,Birnin Kebbi,0.285714286,0.2,0.382352941,0.482758621
415,Argungu,Birnin Kebbi,0.395379477,0.281900326,0.286395337,0.414711526
416,Augie,Birnin Kebbi,0.395379477,0.281900326,0.286395337,0.414711526
417,Bunza,Birnin Kebbi,0.395379477,0.281900326,0.286395337,0.414711526
418,Fakai,Birnin Kebbi,0.395379477,0.281900326,0.286395337,0.414711526
419,Gwandu,Birnin Kebbi,0.395379477,0.281900326,0.286395337,0.414711526
420,Jega,Birnin Kebbi,0.395379477,0.281900326,0.286395337,0.414711526
421,Kalgo,Birnin Kebbi,0.395379477,0.281900326,0.286395337,0.414711526
422,Iseyin,Akinyele,0.294732553,0.454545455,0.476190476,0.4
423,Maiyama,Birnin Kebbi,0.395379477,0.281900326,0.286395337,0.414711526
424,Ngaski,Owan East,0.333919199,0.25506528,0.170712441,0.225308772
425,Sakaba,Alkaleri,0.459826463,0.372836371,0.342199264,0.40870638
426,Shanga,Birnin Kebbi,0.395379477,0.281900326,0.286395337,0.414711526
427,Suru,Birnin Kebbi,0.395379477,0.281900326,0.286395337,0.414711526
428,Wasagu/Danko,Alkaleri,0.52173913,0.434782609,0.375,0.650793651
429,Yauri,Birnin Kebbi,0.406116225,0.180479318,0.287184375,0.418268428
430,Zuru,Alkaleri,0.459826463,0.372836371,0.342199264,0.40870638
431,Adavi,Owan East,0.411764706,0.5,0.157894737,0.288888889
432,Ajaokuta,Owan East,0.333919199,0.25506528,0.170712441,0.225308772
433,Ankpa,Owan East,0.333919199,0.25506528,0.170712441,0.225308772
434,Bassa1,Keana,0.309313514,0.21918585,0.191727738,0.236355355
435,Dekina,Owan East,0.222222222,0.25506528,0.058823529,0.113636364
436,Edu,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
437,Ibaji,Uzo-Uwani,0.583333333,0.545454545,0.448275862,0.586206897
438,Idah,Uzo-Uwani,0.233333333,0.125,0.066666667,0.113207547
439,Igalamela-Odolu,Uzo-Uwani,0.194998396,0.151286014,0.179736564,0.163855044
440,Ijumu,Oke-Ero,0.375,0.428571429,0.230769231,0.2
441,Kabba/Bunu,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
442,Kogi,Keana,0.309313514,0.21918585,0.191727738,0.236355355
443,Lokoja,Keana,0.309313514,0.21918585,0.191727738,0.236355355
444,Mopa-Muro,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
445,Ofu,Owan East,0.333919199,0.25506528,0.170712441,0.225308772
446,Okehi,Owan East,0.275862069,0.125,0.210526316,0.12962963
447,Okene,Owan East,0.208333333,0.285714286,0.166666667,0.113636364
448,Olamabolo,Owan East,0.333919199,0.25506528,0.170712441,0.225308772
449,Omala,Keana,0.52173913,0.2,0.045454545,0.245283019
450,Yagba East,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
451,Ifelodun1,Oke-Ero,0.038461538,0.264216703,0.24344888,0.017241379
452,Ilorin East,Oke-Ero,0.203230737,0.13737374,0.163240031,0.137878104
453,Ilorin South,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
454,Ilorin West,Owan East,0.375,0.333333333,0.066666667,0.186046512
455,Irepodun1,Owan East,0.333919199,0.25506528,0.170712441,0.225308772
456,Itesiwaju,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
457,Isin,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
458,Kaiama,Oke-Ero,0.13559322,0.133333333,0.06122449,0.157407407
459,Moro,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
460,Offa,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
461,Oke-Ero,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
462,Kajola,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
463,Oyun,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
464,Pategi,Oke-Ero,0.636363636,0.333333333,0.384615385,0.368421053
465,Agege,Uzo-Uwani,0.194998396,0.151286014,0.179736564,0.163855044
466,Ajeromi-Ifelodun,Uzo-Uwani,0.194998396,0.151286014,0.179736564,0.163855044
467,Alimosho,Uzo-Uwani,0.128205128,0.052631579,0.3,0.151515152
468,Apapa,Isoko South,0.12,0.133333333,0.176470588,0.081632653
469,Epe,Uzo-Uwani,0.194998396,0.151286014,0.179736564,0.163855044
470,Ifako-Ijaye,Uzo-Uwani,0.137931034,0.151286014,0.111111111,0.1
471,Ikeja,Uzo-Uwani,0.194998396,0.151286014,0.179736564,0.163855044
472,Mushin,Isoko South,0.160763356,0.13719583,0.143320951,0.133082336
473,Kokona,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
474,Ojo,Isoko South,0.160763356,0.13719583,0.143320951,0.133082336
475,Oshodi-Isolo,Uzo-Uwani,0.043478261,0.151286014,0.111111111,0.137254902
476,Surulere1,Oke-Ero,0.238095238,0.117647059,0.15,0.222222222
477,Akwanga,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
478,Obi2,Keana,0.309313514,0.21918585,0.191727738,0.236355355
479,Awe,Keana,0.666666667,0.586206897,0.275862069,0.456140351
480,Doma,Keana,0.309313514,0.21918585,0.191727738,0.236355355
481,Karu,Oke-Ero,0.364304768,0.522197669,0.237344091,0.372569996
482,Keana,Keana,0.479166667,0.484848485,0.523809524,0.5
483,Keffi,Oke-Ero,0.4,0.125,0.333333333,0.388888889
484,Lafia,Alkaleri,0.475409836,0.323529412,0.346938776,0.442857143
485,Nasarawa2,Keana,0.309313514,0.21918585,0.191727738,0.236355355
486,Nasarawa-Eggon,Alkaleri,0.652173913,0.666666667,0.6,0.5
487,Chanchaga,Keana,0.318181818,0.117647059,0.269230769,0.189655172
488,Toto,Keana,0.340909091,0.5,0.161290323,0.454545455
489,Wamba,Alkaleri,0.586206897,0.375,0.315789474,0.473684211
490,Agaie,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
491,Agwara,Birnin Kebbi,0.395379477,0.281900326,0.286395337,0.414711526
492,Bida,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
493,Bosso,Keana,0.309313514,0.21918585,0.191727738,0.236355355
494,Edati,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
495,Gbako,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
496,Gurara,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
497,Katcha,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
498,Kontagora,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
499,Lapai,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
500,Lavun,Oke-Ero,0.619047619,0.357142857,0.291666667,0.719298246
501,Magama,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
502,Mariga,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
503,Mashegu,Oke-Ero,0.227272727,0.235294118,0.181818182,0.28
504,Pailoro,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
505,Lagelu,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
506,Mokwa,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
507,Muya,Giwa,0.8,0.666666667,0.4,0.666666667
508,Abeokuta South,Uzo-Uwani,0.194998396,0.151286014,0.179736564,0.163855044
509,Ijebu North,Owan East,0.333919199,0.25506528,0.170712441,0.225308772
510,Rafi,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
511,Rijau,Alkaleri,0.428571429,0.416666667,0.6,0.444444444
512,Ado-Odo/Ota,Uzo-Uwani,0.210526316,0.151286014,0.166666667,0.085714286
513,Ijebu North East,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
514,Shiroro,Oke-Ero,0.166666667,0.264216703,0.272727273,0.236363636
515,Suleja,Giwa,0.230769231,0.214285714,0.266666667,0.288461538
516,Tafa,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
517,Wushishi,Oke-Ero,0.583333333,0.529411765,0.705882353,0.589285714
518,Abeokuta North,Owan East,0.333919199,0.25506528,0.170712441,0.225308772
519,Egbado South,Uzo-Uwani,0.194998396,0.151286014,0.179736564,0.163855044
520,Ewekoro,Uzo-Uwani,0.194998396,0.151286014,0.179736564,0.163855044
521,Ifo,Uzo-Uwani,0.194998396,0.151286014,0.179736564,0.163855044
522,Ijebu East,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
523,Ijebu ode,Owan East,0.085625848,0.264138601,0.084083459,0.042666948
524,Ikenne,Owan East,0.333919199,0.25506528,0.170712441,0.225308772
525,Obafemi-Owode,Owan East,0.356321784,0.352941049,0.15624999,0.242053744
526,Odeda,Oke-Ero,0.279325674,0.264216703,0.24344888,0.020833333
527,Odogbolu,Owan East,0.333919199,0.25506528,0.170712441,0.225308772
528,Ogun waterside,Owan East,0.333919199,0.25506528,0.170712441,0.225308772
529,Remo North,Owan East,0.333919199,0.25506528,0.170712441,0.225308772
530,Shagamu,Uzo-Uwani,0.194998396,0.151286014,0.179736564,0.018518519
531,Akoko North East,Oke-Ero,0.416666667,0.166666667,0.066666667,0.307692308
532,Akoko North West,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
533,Akoko South East,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
534,Akoko South West,Oke-Ero,0.090909091,0.111111111,0.235294118,0.105263158
535,Akure North,Owan East,0.333919199,0.25506528,0.170712441,0.225308772
536,Ifedayo,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
537,Akure South,Owan East,0.25,0.25506528,0.170712441,0.152173913
538,Ese-Odo,Owan East,0.333919199,0.25506528,0.170712441,0.225308772
539,Idanre,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
540,Ifedore,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
541,Ile-Oluji-Okeigbo,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
542,Irele,Akinyele,0.13344297,0.201911969,0.155183307,0.263717056
543,Odigbo,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
544,Ifelodun2,Akinyele,0.529411765,0.533333333,0.473684211,0.380952381
545,Okitipupa,Owan East,0.333919199,0.25506528,0.05,0.060606061
546,Ondo East,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
547,Ondo West,Akinyele,0.285714286,0.277212618,0.254980016,0.2
548,Ose,Owan East,0.333919199,0.25506528,0.170712441,0.225308772
549,Owo,Owan East,0.518518519,0.333333333,0.090909091,0.422222222
550,Aiyedade,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
551,Aiyedire,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
552,Atakumosa East,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
553,Orolu,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
554,Atakumosa West,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
555,Boluwaduro,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
556,Boripe,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
557,Ede North,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
558,Ede South,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
559,Egbedore,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
560,Ejigbo,Akinyele,0.254823856,0.171701489,0.144996707,0.268693541
561,Ife Central,Akinyele,0.076923077,0.277212618,0.181818182,0.105263158
562,Ife East,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
563,Ife North,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
564,Ife South,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
565,Ila,Oke-Ero,0.279325674,0.4,0.529411765,0.358974359
566,Ilesha East,Owan East,0.166666667,0.25506528,0.170712441,0.090909091
567,Ilesha West,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
568,Irepodun2,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
569,Irewole,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
570,Isokan,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
571,Iwo,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
572,Osogbo,Owan East,0.555555556,0.4,0.133333333,0.375
573,Obokun,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
574,Odo-Otin,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
575,Ola-oluwa,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
576,Olorunda,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
577,Oriade,Oke-Ero,0.064584706,0.06455726,0.052747464,0.111826654
578,Ibadan South East,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
579,Afijio,Akinyele,0.538461538,0.333333333,0.258064516,0.346666667
580,Akinyele,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
581,Atiba,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
582,Egbeda,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
583,Ibadan North,Owan East,0.333919199,0.25506528,0.170712441,0.225308772
584,Ibadan North East,Owan East,0.424242424,0.5,0.25,0.267605634
585,Ibadan North West,Owan East,0.25251824,0.376089633,0.266767304,0.331994953
586,Ibarapa Central,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
587,Ibarapa East,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
588,Ibarapa North,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
589,Ido,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
590,Irepo,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
591,Ogo Oluwa,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
592,Olorunsogo,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
593,Oluyole,Oke-Ero,0.222222222,0.666666667,0.181818182,0.254545455
594,Ona-Ara,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
595,Orelope,Oke-Ero,0.2,0.230769231,0.272727273,0.264150943
596,Ori Ire,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
597,Oyo West,Akinyele,0.25,0.5,0.304347826,0.255319149
598,Saki East,Oke-Ero,0.111111111,0.1,0.3,0.390625
599,Saki West,Akinyele,0.294732553,0.277212618,0.254980016,0.270770265
600,Surulere2,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
601,Barikin Ladi,Soba,0.676617347,0.627099248,0.519917641,0.564798617
602,Bassa2,Soba,0.862745098,0.714285714,0.685714286,0.576271186
603,Bokkos,Giwa,0.668094454,0.548522993,0.476187241,0.566872238
604,Jos East,Soba,0.676617347,0.627099248,0.519917641,0.564798617
605,Jos North,Soba,0.333333333,0.333333333,0.5,0.326530612
606,Jos South,Soba,0.676617347,0.627099248,0.519917641,0.564798617
607,Kanam,Alkaleri,0.701754386,0.3125,0.153846154,0.444444444
608,Kanke,Alkaleri,0.459826463,0.372836371,0.342199264,0.40870638
609,Langtang North,Alkaleri,0.459826463,0.372836371,0.342199264,0.40870638
610,Langtang South,Keana,0.235294118,0.1875,0.4,0.3
611,Mangu,Darazo,0.544744096,0.473466707,0.407730102,0.513049437
612,Mikang,Alkaleri,0.459826463,0.372836371,0.342199264,0.40870638
613,Abua/Odual,Ahoada West,0.269348044,0.286616517,0.172620424,0.251351279
614,Pankshin,Alkaleri,0.736842105,0.666666667,0.636363636,0.528301887
615,Qua'an Pan,Keana,0.185946447,0.055813241,0.074114571,0.125899578
616,Riyom,Soba,0.676617347,0.627099248,0.519917641,0.564798617
617,Shendam,Keana,0.309313514,0.21918585,0.191727738,0.236355355
618,Wase,Alkaleri,0.459826463,0.372836371,0.342199264,0.40870638
619,Ahoada East,Ahoada West,0.117647059,0.286616517,0.172620424,0.251351279
620,Ahoada West,Ahoada West,0.428571429,0.692307692,0.611111111,0.507936508
621,Andoni,Nsit Ubium,0.417515765,0.284899949,0.332743974,0.387919302
622,Asari-Toru,Ahoada West,0.269348044,0.286616517,0.172620424,0.251351279
623,Bonny,Nsit Ubium,0.727272727,0.636363636,0.894736842,0.65625
624,Eleme,Ahoada West,0.269348044,0.286616517,0.172620424,0.251351279
625,Emohua,Ahoada West,0.285714286,0.357142857,0.076923077,0.272727273
626,Etche,Ngor-Okpala,0.138695166,0.153175235,0.07993431,0.122910817
627,Gokana,Nsit Ubium,0.417515765,0.284899949,0.332743974,0.387919302
628,Ikwerre,Oru West,0.375,0.090909091,0.063511795,0.137254902
629,Khana,Nsit Ubium,0.338495591,0.223569232,0.02235909,0.222463769
630,Obia/Akpor,Ahoada West,0.269348044,0.286616517,0.172620424,0.251351279
631,Ogba/Egbema/Ndoni,Ahoada West,0.269348044,0.286616517,0.172620424,0.251351279
632,Ogu/Bolo,Nsit Ubium,0.417515765,0.284899949,0.332743974,0.387919302
633,Okrika,Nsit Ubium,0.417515765,0.284899949,0.332743974,0.387919302
634,Omumma,Ngor-Okpala,0.138695166,0.153175235,0.07993431,0.122910817
635,Opobo/Nkoro,Nsit Ubium,0.417515765,0.284899949,0.332743974,0.387919302
636,Oyigbo,Nsit Ubium,0.417515765,0.284899949,0.332743974,0.387919302
637,Port-Harcourt,Ahoada West,0.5,0.333333333,0.133333333,0.285714286
638,Tai,Nsit Ubium,0.417515765,0.284899949,0.332743974,0.387919302
639,Binji,Gawabawa,0.67817511,0.564724153,0.549955194,0.513189135
640,Bodinga,Gawabawa,0.67817511,0.564724153,0.549955194,0.513189135
641,Dange-Shnsi,Gawabawa,0.67817511,0.564724153,0.549955194,0.513189135
642,Akuku Toru,Ahoada West,0.269348044,0.286616517,0.172620424,0.251351279
643,Goronyo,Gawabawa,0.67817511,0.564724153,0.549955194,0.513189135
644,Gawabawa,Gawabawa,0.67817511,0.564724153,0.549955194,0.513189135
645,Illela,Gawabawa,0.67817511,0.564724153,0.549955194,0.513189135
646,Isa,Rimi,0.57241651,0.492015646,0.485688185,0.573568788
647,Kebbe,Birnin Kebbi,0.395379477,0.281900326,0.286395337,0.414711526
648,Kware,Gawabawa,0.67817511,0.564724153,0.549955194,0.513189135
649,Rabah,Gawabawa,0.67817511,0.564724153,0.549955194,0.513189135
650,Shagari,Birnin Kebbi,0.395379477,0.281900326,0.286395337,0.414711526
651,Mubi South,Darazo,0.544744096,0.473466707,0.407730102,0.513049437
652,Silame,Gawabawa,0.516129032,0.318181818,0.307692308,0.410714286
653,Sokoto North,Gawabawa,0.473684211,0.363636364,0.523809524,0.431372549
654,Sokoto South,Birnin Kebbi,0.395379477,0.281900326,0.286395337,0.414711526
655,Tambuwal,Birnin Kebbi,0.320042594,0.209924551,0.178758692,0.243384961
656,Tureta,Birnin Kebbi,0.59375,0.277777778,0.382352941,0.451612903
657,Wamako,Gawabawa,0.67817511,0.564724153,0.549955194,0.513189135
658,Wurno,Gawabawa,0.774193548,0.4,0.714285714,0.545454545
659,Yabo,Gawabawa,0.472222222,0.458333333,0.4375,0.360655738
660,Ardo-Kola,Keana,0.306122449,0.230769231,0.153846154,0.278688525
661,Gassol,Keana,0.309313514,0.21918585,0.191727738,0.236355355
662,Bali,Keana,0.5,0.259259259,0.214285714,0.349206349
663,Donga,Keana,0.309313514,0.21918585,0.191727738,0.236355355
664,Ibi,Keana,0.309313514,0.21918585,0.191727738,0.236355355
665,Jalingo,Keana,0.541666667,0.24137931,0.102564103,0.197674419
666,Yorro,Alkaleri,0.060606061,0.066666667,0.111111111,0.12
667,Potiskum,Darazo,0.544744096,0.473466707,0.407730102,0.513049437
668,Karin-Lamido,Alkaleri,0.485714286,0.272727273,0.366666667,0.548387097
669,Lau,Alkaleri,0.459826463,0.372836371,0.342199264,0.40870638
670,Wukari,Keana,0.411780456,0.398791162,0.254097905,0.26220187
671,Zing,Alkaleri,0.459826463,0.372836371,0.342199264,0.40870638
672,Bade,Taura,0.763157895,0.8,0.75,0.835820896
673,Nguru,Taura,0.516129032,0.652173913,0.566037736,0.643835616
674,Bursari,Taura,0.64,0.68,0.619047619,0.821428571
675,Damaturu,Darazo,0.56,0.47826087,0.44,0.46875
676,Fika,Darazo,0.076923077,0.058823529,0.407730102,0.038461538
677,Gujba,Darazo,0.544744096,0.473466707,0.407730102,0.513049437
678,Fune,Darazo,0.544744096,0.473466707,0.407730102,0.513049437
679,Gulani,Alkaleri,0.459826463,0.372836371,0.342199264,0.40870638
680,Geidam,Babura,0.724492218,0.689711847,0.730814444,0.700536218
681,Nangere,Darazo,0.62745098,0.546875,0.5,0.569343066
682,Jakusko,Taura,0.553571429,0.475,0.566666667,0.625
683,Karasuwa,Taura,0.662736395,0.562919518,0.547008309,0.677597534
684,Tarmua,Rimi,0.57241651,0.492015646,0.485688185,0.573568788
685,Anka,Darazo,0.736842105,0.590909091,0.555555556,0.628571429
686,Bakura,Darazo,0.544744096,0.473466707,0.407730102,0.513049437
687,Birnin Magaji,Rimi,0.57241651,0.492015646,0.485688185,0.573568788
688,Bukkuyum,Alkaleri,0.459826463,0.372836371,0.342199264,0.40870638
689,Bungudu,Takali,0.592592593,0.393939394,0.473684211,0.551282051
690,Gummi,Birnin Kebbi,0.692307692,0.575,0.558139535,0.636363636
691,Ipokia,Uzo-Uwani,0.194998396,0.151286014,0.179736564,0.163855044
692,Gusau,Darazo,0.497300918,0.358666551,0.36294379,0.517379955
693,Kaura-Namoda,Rimi,0.57241651,0.492015646,0.485688185,0.573568788
694,Maradun,Darazo,0.846153846,0.541666667,0.28,0.813559322
695,Tsafe,Takali,0.478910289,0.359165368,0.355340039,0.45642551
696,Maru,Giwa,0.7,0.444444444,0.277777778,0.546875
697,Shinkafi,Rimi,0.57241651,0.492015646,0.485688185,0.573568788
698,Talata Mafara,Darazo,0.75,0.85,0.9,0.795454545
699,Zurmi,Rimi,0.65,0.5,0.409090909,0.728813559
700,Mbo,Nsit Ubium,0.576923077,0.3,0.555555556,0.596153846
701,Oron,Nsit Ubium,0.417515765,0.284899949,0.332743974,0.387919302
702,Udung Uko,Nsit Ubium,0.417515765,0.284899949,0.332743974,0.387919302
703,Calabar South,Nsit Ubium,0.333333333,0.307692308,0.36,0.298245614
704,Ibeno,Nsit Ubium,0.417515765,0.284899949,0.332743974,0.387919302
705,Eastern Obolo,Nsit Ubium,0.417515765,0.284899949,0.332743974,0.387919302
706,Degema,Ahoada West,0.238095238,0.133333333,0.055555556,0.224489796
707,Brass,Ahoada West,0.269348044,0.286616517,0.172620424,0.251351279
708,Southern Ijaw,Ahoada West,0.092592593,0.166666667,0.055555556,0.087912088
709,Ekeremor,Ahoada West,0.344827586,0.142857143,0.176470588,0.245283019
710,Burutu,Isoko South,0.343379981,0.172161713,0.132873677,0.234355664
711,Warri South West,Isoko South,0.160763356,0.13719583,0.143320951,0.133082336
712,Warri North,Owan East,0.15,0.25506528,0.444444444,0.181818182
713,Ilaje,Owan East,0.333919199,0.25506528,0.170712441,0.225308772
714,Ibeju/Lekki,Uzo-Uwani,0.194998396,0.151286014,0.179736564,0.163855044
715,Amuwo-Odofin,Isoko South,0.029411765,0.13719583,0.143320951,0.017241379
716,Badagry,Uzo-Uwani,0.194998396,0.151286014,0.179736564,0.163855044
717,Egbado North,Owan East,0.64,0.363636364,0.2,0.472727273
718,Imeko-Afon,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
