year,State,scenario,death_rate_mean_all_ages,death_rate_mean_U5,PfPR_percent_change,U5_PfPR_percent_change,incidence_percent_change,U5_incidence_percent_change,death_percent_change,U5_death_percent_change
2011,Abia,NGA projection scenario 0,0.822172354,3.495857614,6.25316322,11.55646844,1.056089769,4.900450661,15.14249011,15.14975581
2012,Abia,NGA projection scenario 0,0.831593666,3.595330523,8.655599607,14.09038755,2.847416059,7.400933506,16.46191334,18.42628547
2013,Abia,NGA projection scenario 0,0.794825838,3.433253788,5.429194854,10.49609956,-0.530907512,2.117513542,11.31270199,13.08765372
2014,Abia,NGA projection scenario 0,0.840306601,3.727140943,10.73143761,17.01813084,6.389908591,9.547634342,17.68213074,22.76797765
2015,Abia,NGA projection scenario 0,0.714047745,3.035922733,0,0,0,0,0,0
2016,Abia,NGA projection scenario 0,0.729442391,2.996076375,2.229623589,-0.128294509,5.643418515,4.778328851,2.155968725,-1.312495803
2017,Abia,NGA projection scenario 0,0.746282113,3.063245315,4.820408065,3.18552706,8.57445649,7.328891584,4.514315478,0.899976191
2018,Abia,NGA projection scenario 0,0.620752518,2.532110283,-14.42576911,-22.40134961,-7.493642987,-12.57613986,-13.06568472,-16.59503533
2019,Abia,NGA projection scenario 0,0.614755619,2.447255769,-12.92743981,-24.14459737,-0.339417487,-7.039749202,-13.90553035,-19.39005094
2011,Adamawa,NGA projection scenario 0,0.967373189,4.456603305,11.34550825,16.75985867,14.4709415,19.18353096,19.62494601,17.3815781
2012,Adamawa,NGA projection scenario 0,1.126188026,5.242926367,19.89768597,28.154062,21.02986438,26.70111497,39.26391941,38.09238309
2013,Adamawa,NGA projection scenario 0,1.090527193,5.236149849,23.03455919,33.04900163,20.49862648,25.19714252,34.85411641,37.91389774
2014,Adamawa,NGA projection scenario 0,1.17128655,5.677998935,26.44509825,37.85477534,23.34466999,29.07302977,44.84078325,49.55167195
2015,Adamawa,NGA projection scenario 0,0.808671787,3.796680345,0,0,0,0,0,0
2016,Adamawa,NGA projection scenario 0,0.889729454,4.105147489,11.38747085,10.70032795,19.44721984,22.45929211,10.02355571,8.124654045
2017,Adamawa,NGA projection scenario 0,1.093993913,5.289143666,18.76201913,21.65870422,26.08822254,31.0438979,35.28280951,39.30969123
2018,Adamawa,NGA projection scenario 0,0.739952832,3.37268583,-2.902860604,-7.085291295,-0.452362779,-3.75091184,-8.497755944,-11.16750625
2019,Adamawa,NGA projection scenario 0,0.861273854,3.932829347,6.899216274,4.411920871,17.18387956,17.68354446,6.50474863,3.586001169
2011,Akwa Ibom,NGA projection scenario 0,0.679140507,3.040648605,4.012550341,6.333225997,0.430477207,4.09995391,-1.451423452,9.902468781
2012,Akwa Ibom,NGA projection scenario 0,0.766132876,3.430105059,7.910634081,11.13250417,4.248936505,8.751623221,11.17184669,23.97914496
2013,Akwa Ibom,NGA projection scenario 0,0.702396241,2.958481895,3.508259408,4.605231591,0.689434882,2.477255114,1.923164605,6.932601003
2014,Akwa Ibom,NGA projection scenario 0,0.859537857,3.814383126,7.314900921,9.586658489,6.216527972,8.850054111,24.72563689,37.86865135
2015,Akwa Ibom,NGA projection scenario 0,0.689142889,2.766679074,0,0,0,0,0,0
2016,Akwa Ibom,NGA projection scenario 0,0.719451066,2.806880019,4.800512137,4.88879534,7.259428634,6.980711764,4.397952518,1.453039706
2017,Akwa Ibom,NGA projection scenario 0,0.748350035,3.088557321,9.155675384,10.19991205,12.02607176,11.50018771,8.591418019,11.63410136
2018,Akwa Ibom,NGA projection scenario 0,0.617763774,2.436396022,-14.04749216,-23.2942102,-5.05290785,-9.716591237,-10.35766541,-11.93788809
2019,Akwa Ibom,NGA projection scenario 0,0.546051389,2.045534966,-16.08787114,-27.1877114,-2.219294003,-9.443777588,-20.763691,-26.06533278
2011,Anambra,NGA projection scenario 0,0.554980953,2.014392431,6.900555088,14.04084124,-0.720238048,3.789222005,3.640310588,12.69029462
2012,Anambra,NGA projection scenario 0,0.608316024,2.250163861,14.08098898,25.4356856,6.82469547,14.19947749,13.60040609,25.87995495
2013,Anambra,NGA projection scenario 0,0.652878303,2.442297507,19.42474378,35.03518137,9.851724438,16.07218034,21.92222036,36.62840535
2014,Anambra,NGA projection scenario 0,0.662687664,2.532938875,24.75034984,42.84237075,15.48716593,21.78730276,23.75407649,41.69911664
2015,Anambra,NGA projection scenario 0,0.535487544,1.787547399,0,0,0,0,0,0
2016,Anambra,NGA projection scenario 0,0.50897642,1.748505336,-6.596308801,-10.58055571,-1.03159322,-4.784260709,-4.950838497,-2.184113461
2017,Anambra,NGA projection scenario 0,0.535494125,1.828918605,1.48052933,-1.331647967,9.261270598,4.159150025,0.001229117,2.314411665
2018,Anambra,NGA projection scenario 0,0.454269647,1.303609965,-25.68007761,-35.10450234,-14.13463966,-20.34102303,-15.16709348,-27.072705
2019,Anambra,NGA projection scenario 0,0.392824151,1.199918604,-38.05615951,-44.61906157,-25.59991453,-31.57943784,-26.64177619,-32.87346651
2011,Bauchi,NGA projection scenario 0,1.160698495,5.532104359,23.14046945,31.52508759,24.63250207,33.19812094,50.24148971,56.35577204
2012,Bauchi,NGA projection scenario 0,1.274531583,6.265366287,30.55819669,41.78009277,30.84250212,40.30696808,64.97611097,77.08020664
2013,Bauchi,NGA projection scenario 0,1.236677731,5.975422438,31.40775868,42.94440809,29.3786719,37.7653448,60.07628623,68.88542369
2014,Bauchi,NGA projection scenario 0,1.350222527,6.591352347,35.29340443,48.70431017,33.3879348,41.99911278,74.77359088,86.29366299
2015,Bauchi,NGA projection scenario 0,0.772555236,3.538151669,0,0,0,0,0,0
2016,Bauchi,NGA projection scenario 0,1.066421522,4.937396861,15.72514307,14.492049,26.21393173,28.48669577,38.03822339,39.54734907
2017,Bauchi,NGA projection scenario 0,1.261017512,6.366613656,28.41768273,31.67283707,38.15421755,42.89180482,63.22684177,79.94179592
2018,Bauchi,NGA projection scenario 0,0.841431997,3.794142821,9.598184438,9.231636078,13.63061955,13.02300295,8.915448098,7.235166149
2019,Bauchi,NGA projection scenario 0,1.132341938,5.394219435,25.65522342,27.2794374,35.47950882,38.35798227,46.5710004,52.45868292
2011,Bayelsa,NGA projection scenario 0,0.435832772,1.463585409,-19.26750734,-23.99681934,-21.39919313,-20.19392348,-18.24514846,-4.59035892
2012,Bayelsa,NGA projection scenario 0,0.489051204,1.479857658,-11.94478332,-17.69725909,-12.69230526,-13.01309862,-8.262271352,-3.529587536
2013,Bayelsa,NGA projection scenario 0,0.531217601,1.817756211,-16.08357343,-21.8597858,-16.97723529,-17.57519611,-0.352569032,18.49767473
2014,Bayelsa,NGA projection scenario 0,0.458543287,1.59949402,-8.392370425,-9.750485236,-6.994770189,-5.441402176,-13.98504019,4.269384937
2015,Bayelsa,NGA projection scenario 0,0.533097136,1.534001587,0,0,0,0,0,0
2016,Bayelsa,NGA projection scenario 0,0.592659433,1.781283812,11.57970823,10.28760016,11.82265689,9.588406467,11.17287872,16.12007621
2017,Bayelsa,NGA projection scenario 0,0.63391885,1.904960466,18.83532033,20.03217926,19.30411086,17.64405444,18.91244719,24.18243121
2018,Bayelsa,NGA projection scenario 0,0.46981916,1.573824914,-19.10703849,-23.85535487,-14.03135386,-15.20701445,-11.86987736,2.596042063
2019,Bayelsa,NGA projection scenario 0,0.398356989,1.361775979,-31.76615664,-34.8855724,-25.20340974,-24.81833909,-25.27497106,-11.22721189
2011,Benue,NGA projection scenario 0,0.872840317,3.932010712,11.0859462,19.97311694,3.444707879,7.654462856,14.23380073,12.36686737
2012,Benue,NGA projection scenario 0,0.934849649,4.393514918,12.65603381,22.0633164,5.192224299,9.817426167,22.34933073,25.55548402
2013,Benue,NGA projection scenario 0,0.839269131,3.924806734,6.684224659,11.01294807,1.541195672,3.024923143,9.840140117,12.16099601
2014,Benue,NGA projection scenario 0,0.928455828,4.495092898,9.996237372,15.26922303,6.055040132,8.014349234,21.51253329,28.4583244
2015,Benue,NGA projection scenario 0,0.764082357,3.499261663,0,0,0,0,0,0
2016,Benue,NGA projection scenario 0,0.880119003,4.164181967,2.335076934,1.831613408,5.458988097,4.572142282,15.1864057,19.00173145
2017,Benue,NGA projection scenario 0,0.805962993,3.768723741,6.045075942,5.658007733,9.582996324,8.072738492,5.481167819,7.700540974
2018,Benue,NGA projection scenario 0,0.752999521,3.294973101,-2.627818311,-6.462099214,0.633422442,-3.649071945,-1.450476503,-5.838047603
2019,Benue,NGA projection scenario 0,0.853551555,3.854768755,3.555106971,0.633939068,9.392502577,5.509984571,11.70936582,10.15948866
2011,Borno,NGA projection scenario 0,1.149896062,5.41154183,23.52387436,33.32167507,24.01961316,32.83406904,44.40269738,50.6286794
2012,Borno,NGA projection scenario 0,1.270126619,6.05717276,31.23251252,43.71150427,30.05556708,39.13721189,59.50112006,68.59962693
2013,Borno,NGA projection scenario 0,1.264832316,6.184059566,29.77902368,40.80453441,27.04209348,33.79797534,58.83626719,72.13148396
2014,Borno,NGA projection scenario 0,1.271133374,5.920522112,33.56752749,46.8831824,30.69308856,38.89243654,59.62754729,64.79599624
2015,Borno,NGA projection scenario 0,0.796312038,3.592637107,0,0,0,0,0,0
2016,Borno,NGA projection scenario 0,0.921498346,4.18268209,13.64413368,11.05159597,25.07909516,27.72014895,15.72076052,16.423729
2017,Borno,NGA projection scenario 0,1.134150999,5.341629106,25.12061508,26.79422092,34.01878741,36.9147838,42.42544946,48.68267923
2018,Borno,NGA projection scenario 0,0.800422154,3.654194618,1.56614791,-2.466055612,6.53538416,1.597408487,0.516143911,1.713435244
2019,Borno,NGA projection scenario 0,0.926333622,4.311654975,9.027323397,7.669362628,20.89778046,22.20142663,16.32796919,20.01365143
2011,Cross River,NGA projection scenario 0,0.94505288,4.119922575,17.82999462,32.94566379,8.830838124,17.64448091,31.62544783,30.14896155
2012,Cross River,NGA projection scenario 0,0.998250942,4.581073223,20.68508596,36.38165494,11.82836272,20.31674779,39.03478845,44.71677853
2013,Cross River,NGA projection scenario 0,0.860831,3.83067702,13.39946694,22.49789321,6.688658026,11.06571171,19.89515955,21.01165183
2014,Cross River,NGA projection scenario 0,0.938103941,4.340130093,18.16127236,26.74769349,14.21110858,17.88010837,30.65761082,37.10534952
2015,Cross River,NGA projection scenario 0,0.71798645,3.165543947,0,0,0,0,0,0
2016,Cross River,NGA projection scenario 0,0.792728506,3.467686534,5.070307558,2.298957027,10.84729778,9.266860402,10.40995357,9.544728879
2017,Cross River,NGA projection scenario 0,0.863933965,3.889761575,12.4511557,12.33971754,19.23841535,18.51202981,20.32733552,22.87814165
2018,Cross River,NGA projection scenario 0,0.610136302,2.469266517,-4.734439917,-11.42465693,3.879436111,0.357224446,-15.02119544,-21.99550668
2019,Cross River,NGA projection scenario 0,0.765881143,3.115452016,-0.069852348,-8.829736669,14.77196845,8.529587565,6.670696002,-1.582411489
2011,Delta,NGA projection scenario 0,0.482623665,1.47824232,-13.23310129,-11.44817019,-16.11007849,-10.57872154,-9.321262674,-14.43429185
2012,Delta,NGA projection scenario 0,0.517796753,1.679821792,-9.116650785,-5.19701134,-10.73191049,-4.733650616,-2.712694773,-2.766184343
2013,Delta,NGA projection scenario 0,0.454728924,1.440652369,-8.340847284,-4.982174156,-9.23552539,-4.441730555,-14.5623232,-16.61012643
2014,Delta,NGA projection scenario 0,0.506949058,1.490315977,-4.520425792,-0.863174152,-4.047376047,-0.262133019,-4.750836319,-13.73542736
2015,Delta,NGA projection scenario 0,0.532234655,1.727610688,0,0,0,0,0,0
2016,Delta,NGA projection scenario 0,0.555234529,1.631393485,10.66691931,11.57061955,11.42851358,11.42223311,4.321378566,-5.569379986
2017,Delta,NGA projection scenario 0,0.565374456,1.758353425,18.17495591,19.12052013,19.08950119,19.28027371,6.22653953,1.779494479
2018,Delta,NGA projection scenario 0,0.478263535,1.448624946,-4.147394606,-11.44894289,0.484200193,-3.495737395,-10.1404747,-16.14864647
2019,Delta,NGA projection scenario 0,0.422201598,1.204191618,-13.7654404,-22.47621063,-4.839018393,-11.30191353,-20.67378675,-30.29728133
2011,Ebonyi,NGA projection scenario 0,1.002589173,4.72361485,17.98906265,29.98381817,8.437838796,14.38770031,33.24217946,49.76640389
2012,Ebonyi,NGA projection scenario 0,1.020923342,4.909307526,20.02676658,32.43682076,11.27378688,16.64926047,35.67875532,55.65395508
2013,Ebonyi,NGA projection scenario 0,0.954618231,4.4974809,16.0232584,27.22578279,7.577339624,11.41361478,26.86693313,42.59662616
2014,Ebonyi,NGA projection scenario 0,1.194297398,5.439789246,19.96825976,31.50890607,13.34617107,16.68235488,58.71983509,72.47334915
2015,Ebonyi,NGA projection scenario 0,0.7524563,3.153988296,0,0,0,0,0,0
2016,Ebonyi,NGA projection scenario 0,0.826363507,3.495047815,4.0099634,2.351440913,10.23281017,9.147761651,9.82212614,10.81359494
2017,Ebonyi,NGA projection scenario 0,0.889860409,3.932430089,11.5074872,12.13767956,19.04898767,16.9722823,18.26074278,24.68118838
2018,Ebonyi,NGA projection scenario 0,0.683992538,2.824840029,-12.62114076,-20.52288501,-3.572934993,-8.860755184,-9.09870268,-10.43593814
2019,Ebonyi,NGA projection scenario 0,0.732584276,3.195795763,-9.989597135,-18.13177535,6.331380395,0.286078017,-2.640953904,1.325542864
2011,Edo,NGA projection scenario 0,0.833394846,3.495587442,27.74152544,35.74271491,16.89152933,15.95141154,35.49087174,46.73018308
2012,Edo,NGA projection scenario 0,0.790848938,3.349202838,31.06397549,40.68264435,20.64946624,20.03216706,28.57388371,40.5855679
2013,Edo,NGA projection scenario 0,0.846228442,3.636439281,28.6971783,40.13889203,17.92334807,16.87795685,37.57731994,52.64255588
2014,Edo,NGA projection scenario 0,0.907258436,3.722387938,31.26343574,42.48675422,21.4398282,19.38439032,47.49939598,56.25032208
2015,Edo,NGA projection scenario 0,0.615092984,2.38232337,0,0,0,0,0,0
2016,Edo,NGA projection scenario 0,0.570070709,2.213841972,-11.93639793,-9.513542266,-10.01540412,-7.424654868,-7.319588422,-7.072146445
2017,Edo,NGA projection scenario 0,0.569019595,2.396493658,-9.533724289,-5.578462134,-6.416876454,-3.925722985,-7.49047541,0.594809634
2018,Edo,NGA projection scenario 0,0.549905948,2.27132283,-12.21708309,-7.31477631,-9.320617726,-8.593870706,-10.59791575,-4.659339748
2019,Edo,NGA projection scenario 0,0.694409422,2.751330121,0.756255424,2.82318733,10.49909692,3.143991183,12.89503218,15.48936454
2011,Ekiti,NGA projection scenario 0,1.161533141,5.507404315,11.10015919,21.3771497,0.425674153,6.083880688,21.74778606,27.12973995
2012,Ekiti,NGA projection scenario 0,1.278003851,6.204539673,12.08827126,22.8545878,2.241556587,7.784881981,33.95583298,43.22200986
2013,Ekiti,NGA projection scenario 0,0.964414227,4.41542853,0.048933666,-0.109369219,-3.091158077,-1.957598715,1.086480328,1.923201695
2014,Ekiti,NGA projection scenario 0,1.04104883,4.765685566,1.911900492,1.83189501,2.294849789,3.825031939,9.119047756,10.00833279
2015,Ekiti,NGA projection scenario 0,0.954048676,4.332113255,0,0,0,0,0,0
2016,Ekiti,NGA projection scenario 0,1.024487996,4.826948855,3.898715989,4.936267212,6.181460823,5.967025099,7.383199822,11.42249917
2017,Ekiti,NGA projection scenario 0,1.082258527,5.07622949,6.577944936,7.792900257,9.813454876,8.701884549,13.43850208,17.17674935
2018,Ekiti,NGA projection scenario 0,1.043655996,5.010862609,2.268016006,-0.736711681,7.244291672,2.557633127,9.392321658,15.66785802
2019,Ekiti,NGA projection scenario 0,1.122008184,5.261801632,6.736528002,5.474326337,13.41276312,9.934808866,17.60492022,21.46038949
2011,Enugu,NGA projection scenario 0,0.642316591,2.390038635,4.739157475,8.71848406,-1.163820644,2.041583016,7.198043584,20.57729767
2012,Enugu,NGA projection scenario 0,0.652006926,2.282092573,10.13614611,18.33768671,5.121533427,9.765571952,8.81529115,15.13142564
2013,Enugu,NGA projection scenario 0,0.651852477,2.36073872,9.469796056,18.16821691,2.828052794,6.478937279,8.78951468,19.09911877
2014,Enugu,NGA projection scenario 0,0.729975618,2.722287368,15.42993286,25.59686769,10.41163239,13.24153038,21.82770809,37.33922517
2015,Enugu,NGA projection scenario 0,0.59918686,1.982163045,0,0,0,0,0,0
2016,Enugu,NGA projection scenario 0,0.552289407,2.059424417,-2.303985441,-4.859938137,2.29708156,0.389325855,-7.826849359,3.897831283
2017,Enugu,NGA projection scenario 0,0.588089269,1.989327066,3.495238151,1.521216299,9.214745073,6.487718067,-1.852108535,0.361424389
2018,Enugu,NGA projection scenario 0,0.433304103,1.40072067,-24.27735439,-33.05869611,-15.4262619,-19.96674547,-27.6846453,-29.33373096
2019,Enugu,NGA projection scenario 0,0.395887708,1.293239204,-36.43699433,-44.04112717,-24.67592864,-29.64437967,-33.92917393,-34.75616411
2011,Federal Capital Territory,NGA projection scenario 0,0.77398953,3.415544533,29.80047049,52.1613814,14.48425016,24.65844572,18.24697888,22.29085877
2012,Federal Capital Territory,NGA projection scenario 0,0.915427328,4.559343761,31.27829083,56.05367506,16.22181332,27.95331914,39.8552716,63.24368155
2013,Federal Capital Territory,NGA projection scenario 0,0.754848747,3.556108776,21.85402478,34.50330034,12.36454555,16.86274617,15.32272781,27.32364983
2014,Federal Capital Territory,NGA projection scenario 0,0.813059992,3.802159742,23.71681184,39.27936327,15.71323264,21.41477608,24.21600551,36.13330922
2015,Federal Capital Territory,NGA projection scenario 0,0.654553323,2.792967984,0,0,0,0,0,0
2016,Federal Capital Territory,NGA projection scenario 0,0.616879035,2.574663924,0.650276881,-0.965561302,6.168739941,4.571990302,-5.755724893,-7.816203439
2017,Federal Capital Territory,NGA projection scenario 0,0.631469737,2.851505057,10.47588059,11.14551006,18.12829095,17.00622815,-3.526616601,2.095873387
2018,Federal Capital Territory,NGA projection scenario 0,0.740312531,3.104610368,22.89316824,30.78487688,24.63476286,21.90607181,13.10194376,11.15810801
2019,Federal Capital Territory,NGA projection scenario 0,0.942290169,4.233615561,31.86638346,42.38509248,33.17606598,31.00542512,43.95926739,51.5812421
2011,Gombe,NGA projection scenario 0,0.898712394,4.121579927,2.009617578,4.144389231,5.153123535,9.361780953,15.39327694,21.72768319
2012,Gombe,NGA projection scenario 0,0.830231871,4.025522816,12.22384565,17.65315216,14.11457759,19.66024757,6.600484058,18.89071053
2013,Gombe,NGA projection scenario 0,0.920129746,4.369982012,14.49059544,22.25355373,13.65656993,18.34462495,18.1432318,29.06404711
2014,Gombe,NGA projection scenario 0,0.940483674,4.275079949,18.41016416,27.39679703,17.67261807,23.61368203,20.75664458,26.26118792
2015,Gombe,NGA projection scenario 0,0.778825611,3.385901891,0,0,0,0,0,0
2016,Gombe,NGA projection scenario 0,0.969164528,4.51287987,10.7643834,13.51924185,14.98476663,18.0614856,24.43922171,33.2844251
2017,Gombe,NGA projection scenario 0,1.011140179,4.724211414,17.02811763,23.59691581,20.47695178,26.65625659,29.8288302,39.5259392
2018,Gombe,NGA projection scenario 0,0.741194512,3.351585498,-1.245985431,-1.459750776,-0.536639157,-0.619685543,-4.831774623,-1.013508183
2019,Gombe,NGA projection scenario 0,0.80254479,3.58588096,9.93651288,11.95430645,15.11450652,17.50873084,3.04550578,5.9062275
2011,Imo,NGA projection scenario 0,0.721604096,3.021568086,9.588887861,17.991369,0.741952283,5.348990881,10.78355586,11.51111554
2012,Imo,NGA projection scenario 0,0.754332964,3.082315477,13.45818138,22.34872567,5.150058398,9.998376812,15.80822295,13.75300092
2013,Imo,NGA projection scenario 0,0.731957301,3.082682273,12.2889634,22.34805479,2.764576695,6.263998919,12.37302142,13.76653754
2014,Imo,NGA projection scenario 0,0.820867194,3.385539436,19.01544804,30.46424176,10.92494666,14.86455369,26.02282475,24.94349571
2015,Imo,NGA projection scenario 0,0.651363906,2.709656407,0,0,0,0,0,0
2016,Imo,NGA projection scenario 0,0.634356181,2.584411693,-3.000132889,-6.375062704,0.82881084,-1.372444448,-2.611094204,-4.622162171
2017,Imo,NGA projection scenario 0,0.655682538,2.56457695,0.773256412,-1.497084218,5.878603044,2.947392117,0.663013812,-5.354164324
2018,Imo,NGA projection scenario 0,0.530306639,1.959960824,-14.68709352,-23.37480937,-6.501626029,-13.53216873,-18.58519722,-27.66755155
2019,Imo,NGA projection scenario 0,0.563957973,2.131053367,-13.95689182,-24.07455801,-1.109569685,-10.23551943,-13.41890939,-21.35337299
2010,Jigawa,NGA projection scenario 0,0,0,-100,10.72663864,-1.413122887,4.959126216,-100,-100
2011,Jigawa,NGA projection scenario 0,1.202221824,5.628631428,17.94737415,25.5474875,15.31437392,22.92622743,53.13644329,54.64189123
2012,Jigawa,NGA projection scenario 0,1.311907716,6.372436382,28.09456777,39.34762188,24.61086191,34.18802803,67.10799755,75.07730369
2013,Jigawa,NGA projection scenario 0,1.188129165,5.810026602,23.6735209,31.48687782,21.93163675,27.80959313,51.34135052,59.62557032
2014,Jigawa,NGA projection scenario 0,1.327442217,6.591497704,29.44313502,39.79845386,28.77293278,36.24232868,69.08674896,81.09582834
2015,Jigawa,NGA projection scenario 0,0.785065787,3.639784397,0,0,0,0,0,0
2016,Jigawa,NGA projection scenario 0,1.116323669,5.464146162,11.07791116,12.80906215,17.06050983,18.54647206,42.19492011,50.12279756
2017,Jigawa,NGA projection scenario 0,1.305981499,6.444483498,28.07625866,33.45434211,33.25403818,36.03306975,66.35312867,77.05673729
2018,Jigawa,NGA projection scenario 0,0.575658172,2.497417339,-19.22588577,-26.82352855,-13.63173638,-19.48811589,-26.67389385,-31.3855694
2019,Jigawa,NGA projection scenario 0,0.366998255,1.221961753,-20.36044342,-51.34262717,-14.27069977,-49.35156922,-53.25254763,-66.42763363
2010,Kaduna,NGA projection scenario 0,0,0,-100,13.77696369,-0.902550558,6.697948955,-100,-100
2011,Kaduna,NGA projection scenario 0,0.811719371,3.2699703,15.17833639,21.28221654,17.13020666,26.05122805,34.73018866,38.07331859
2012,Kaduna,NGA projection scenario 0,0.958881774,4.208863863,29.08112201,40.04111431,30.8997704,41.9594206,59.15638703,77.71776123
2013,Kaduna,NGA projection scenario 0,0.933990004,4.137316859,32.21095973,44.52454654,32.50776876,42.69614757,55.02482009,74.69671477
2014,Kaduna,NGA projection scenario 0,0.935136998,4.222006177,36.55460201,49.47682736,37.47215812,47.46775269,55.21519956,78.27269072
2015,Kaduna,NGA projection scenario 0,0.602477722,2.368285439,0,0,0,0,0,0
2016,Kaduna,NGA projection scenario 0,0.792223938,3.580411081,17.07756515,16.15251507,27.23664306,27.48080086,31.49431243,51.18156881
2017,Kaduna,NGA projection scenario 0,0.958096927,4.274678011,34.72962518,41.07386325,44.25447324,48.28223462,59.02611718,80.49673994
2018,Kaduna,NGA projection scenario 0,0.64428474,2.670150383,11.17309446,10.90869767,13.26776112,9.947040507,6.939180816,12.74613854
2019,Kaduna,NGA projection scenario 0,0.903066611,4.0436775,31.21622041,33.99130241,40.60930135,39.89705084,49.89211695,70.74282654
2010,Kano,NGA projection scenario 0,0,0,-100,14.6128106,-0.137576465,6.401786341,-100,-100
2011,Kano,NGA projection scenario 0,0.943132108,4.426696907,17.37996298,27.50512486,16.6411464,26.98255419,50.54427007,65.05633874
2012,Kano,NGA projection scenario 0,1.005721542,4.712159251,27.33371365,41.53966169,26.25998401,38.33269556,60.53489649,75.70025005
2013,Kano,NGA projection scenario 0,1.052363446,4.84721984,26.39405825,40.00291942,24.7573746,35.5010476,67.97995252,80.736196
2014,Kano,NGA projection scenario 0,1.080662913,5.179722606,29.98302358,43.63311259,29.22774588,39.18815356,72.49715917,93.13408327
2015,Kano,NGA projection scenario 0,0.626481571,2.681930873,0,0,0,0,0,0
2016,Kano,NGA projection scenario 0,0.921623478,4.286873504,13.67742564,14.94576951,22.12142364,25.51186534,47.11102773,59.84280382
2017,Kano,NGA projection scenario 0,1.014624639,4.800321553,27.27311321,34.48009018,35.1822797,41.11759043,61.95602323,78.98751981
2018,Kano,NGA projection scenario 0,0.471663514,1.952664113,-16.11025849,-22.22273524,-10.83374195,-14.45211266,-24.71230832,-27.19185522
2019,Kano,NGA projection scenario 0,0.692112366,3.062232504,-6.361076018,-13.98011495,11.09991185,7.686770794,10.47609338,14.1801429
2010,Katsina,NGA projection scenario 0,0,0,-100,18.7900986,5.356434126,9.686551591,-100,-100
2011,Katsina,NGA projection scenario 0,1.59712473,8.201720697,14.03407513,20.94420198,9.77535578,13.737927,31.33057103,36.4521523
2012,Katsina,NGA projection scenario 0,1.671351803,8.515233418,16.38416089,23.70096852,11.93921319,15.21413061,37.43421699,41.66806821
2013,Katsina,NGA projection scenario 0,1.470705661,7.309864784,11.27573353,16.32165332,8.399475022,10.88257078,20.93520983,21.61433187
2014,Katsina,NGA projection scenario 0,1.552176146,7.806782601,14.39303587,19.29235244,12.64227744,14.33008763,27.63447698,29.88156117
2015,Katsina,NGA projection scenario 0,1.216110398,6.010693536,0,0,0,0,0,0
2016,Katsina,NGA projection scenario 0,1.45366114,7.371219818,9.408785945,11.56384454,13.19266608,13.76229284,19.53364945,22.63509651
2017,Katsina,NGA projection scenario 0,1.555203566,7.78608105,15.13565046,17.42736287,18.25060317,16.8772875,27.88341985,29.53714915
2018,Katsina,NGA projection scenario 0,1.011899243,4.861182773,-7.200201381,-12.98716823,-2.322646074,-6.347591012,-16.79215594,-19.12442808
2019,Katsina,NGA projection scenario 0,1.28113341,6.380246989,1.230362125,-4.552743667,11.52737833,7.136444094,5.346801789,6.148266445
2010,Kebbi,NGA projection scenario 0,0,0,-100,2.857049141,-4.888720088,-4.31737073,-100,-100
2011,Kebbi,NGA projection scenario 0,1.666576965,8.620412402,6.120807947,9.777883397,3.640247075,3.99181446,15.20454859,14.76321546
2012,Kebbi,NGA projection scenario 0,1.66399493,8.78524309,9.127486411,13.20450499,6.233186398,6.47361293,15.02606169,16.9576
2013,Kebbi,NGA projection scenario 0,1.464869984,7.669226879,0.709993825,-2.849033281,6.460517615,6.54981495,1.261261152,2.100119541
2014,Kebbi,NGA projection scenario 0,1.601869497,8.478734206,3.963250168,1.031197153,11.15303709,12.11629803,10.7315511,12.87705915
2015,Kebbi,NGA projection scenario 0,1.446624274,7.511476885,0,0,0,0,0,0
2016,Kebbi,NGA projection scenario 0,1.709752509,9.03661866,6.520250692,7.762800463,7.783024145,7.748222756,18.18912065,20.3041532
2017,Kebbi,NGA projection scenario 0,1.728054918,9.197982142,8.913904011,10.58238974,10.05735378,10.08452921,19.45430124,22.45237898
2018,Kebbi,NGA projection scenario 0,0.642188633,2.989228128,-30.75223718,-45.1334407,-18.8602238,-21.39614201,-55.6077798,-60.20452204
2019,Kebbi,NGA projection scenario 0,0.917037135,4.375700737,-18.53145466,-36.78776812,9.952127926,7.518129433,-36.60847872,-41.74646606
2010,Kogi,NGA projection scenario 0,0,0,-100,27.16724065,2.2384995,6.591417917,-100,-100
2011,Kogi,NGA projection scenario 0,1.045549992,5.217291991,13.25339443,24.89236316,2.820831326,7.555912684,25.4037718,41.05814978
2012,Kogi,NGA projection scenario 0,1.075686578,5.086544942,15.1992016,27.71028674,5.40340713,9.881396237,29.01836852,37.52318627
2013,Kogi,NGA projection scenario 0,1.095100149,5.010187235,15.06688572,28.67086468,5.191902696,8.998941739,31.3468416,35.45872892
2014,Kogi,NGA projection scenario 0,1.085998537,5.098683806,16.8782057,30.74044429,7.460259276,10.54573921,30.25518992,37.85138062
2015,Kogi,NGA projection scenario 0,0.833746846,3.698681713,0,0,0,0,0,0
2016,Kogi,NGA projection scenario 0,0.869366431,3.906856606,0.986311499,0.325211038,5.208875937,4.281446874,4.272230262,5.628353816
2017,Kogi,NGA projection scenario 0,0.949240404,4.299013498,4.624569687,3.626529351,10.85555747,8.016611993,13.85235326,16.23096636
