LGA,LGA_old,repDS,simday,duration,year,mortality_rate,kill_rate,block_initial,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use
Southern Ijaw,Southern Ijaw,Ahoada West,1095,730,2013,0.300385456,0.377856327,0.53,0.160524201,0.130699943,0.089218018,0.106120473
Ekeremor,Ekeremor,Ahoada West,1095,730,2013,0.323932604,0.397208796,0.53,0.374869162,0.370413068,0.295081513,0.376372112
Burutu,Burutu,Isoko South,1095,730,2013,0.209856161,0.305581011,0.53,0.103840495,0.18220687,0.152872957,0.143812085
Warri South West,Warri South West,Isoko South,1095,730,2013,0.13055915,0.247431724,0.53,0.131147541,0.107142857,0.161290323,0.096385542
Warri North,Warri North,Owan East,1095,730,2013,0.22537172,0.317614669,0.53,0.190417906,0.133905361,0.099953742,0.141747932
Ilaje,Ilaje,Owan East,1095,730,2013,0.29492871,0.373390349,0.53,0.299792666,0.291362171,0.258542617,0.312781312
Ibeju-Lekki,Ibeju/Lekki,Uzo-Uwani,1095,730,2013,0.430387467,0.484293743,0.53,0.068181818,0.125,0.136363636,0.101123596
Amuwo-Odofin,Amuwo-Odofin,Isoko South,1095,730,2013,0.414522642,0.471534679,0.53,0.133333333,0.137931034,0.090909091,0.038095238
Badagry,Badagry,Uzo-Uwani,1095,730,2013,0.426397668,0.48109727,0.53,0.166666667,0.08,0.035714286,0.077777778
Egbado North,Egbado North,Owan East,1095,730,2013,0.310892073,0.386477465,0.53,0.652173913,0.545454545,0.444444444,0.553846154
Imeko-Afon,Imeko-Afon,Oke-Ero,1095,730,2013,0.370192293,0.435344578,0.53,0.222222222,0.0625,0.142857143,0.241935484
Iwajowa,Iwajowa,Oke-Ero,1095,730,2013,0.430464219,0.484355148,0.53,0.168695913,0.105193908,0.078409211,0.165696417
Atigbo,Atigbo,Oke-Ero,1095,730,2013,0.430762739,0.484593946,0.53,0.421052632,0.315789474,0.375,0.579545455
Baruten,Baruten,Oke-Ero,1095,730,2013,0.347941602,0.417009995,0.53,0.159087158,0.035065667,0.061186654,0.166466891
Borgu,Borgu,Oke-Ero,1095,730,2013,0.335547745,0.406785099,0.53,0.168695913,0.105193908,0.078409211,0.01298473
Bagudo,Bagudo,Birnin Kebbi,1095,730,2013,0.544171429,0.570435833,0.53,0.24982629,0.179934011,0.149465346,0.235459039
Dandi,Dandi,Birnin Kebbi,1095,730,2013,0.635354493,0.629837503,0.53,0.673076923,0.363636364,0.482758621,0.669902913
Arewa-Dandi,Arewa-Dandi,Birnin Kebbi,1095,730,2013,0.736871845,0.683834101,0.53,0.24982629,0.179934011,0.149465346,0.235459039
Gudu,Gudu,Gawabawa,1095,730,2013,0.818072663,0.71791011,0.53,0.140360189,0.076231098,0.060961644,0.093340935
Tangaza,Tangaza,Gawabawa,1095,730,2013,0.75519424,0.692206336,0.53,0.108458844,0.060626686,0.062426311,0.096097868
Gada,Gada,Gawabawa,1095,730,2013,0.721220117,0.676355095,0.53,0.140360189,0.076231098,0.060961644,0.093340935
Sabon Birni,Sabon Birni,Gawabawa,1095,730,2013,0.753753181,0.691562668,0.53,0.140360189,0.076231098,0.060961644,0.093340935
Kaita,Kaita,Rimi,1095,730,2013,0.68725966,0.659073113,0.53,0.179420244,0.076654309,0.06497504,0.164271353
Jibia,Jibia,Rimi,1095,730,2013,0.628110182,0.625486443,0.53,0.567901235,0.25,0.303030303,0.472440945
Mashi,Mashi,Rimi,1095,730,2013,0.651664195,0.639391742,0.53,0.182538477,0.050374429,0.051449907,0.206796237
Mai'Adua,Mai'Adua,Rimi,1095,730,2013,0.639919513,0.632545498,0.53,0.179420244,0.076654309,0.06497504,0.164271353
Zango,Zango,Babura,1095,730,2013,0.602424842,0.609533872,0.53,0.084019284,0.048532657,0.053251464,0.085591563
Baure,Baure,Babura,1095,730,2013,0.697826557,0.664606296,0.53,0.084019284,0.048532657,0.053251464,0.085591563
Sule-Tankarkar,Sule-Tankarkar,Babura,1095,730,2013,0.751666281,0.690626067,0.53,0.227820261,0.139816123,0.1515807,0.243173794
Maigatari,Maigatari,Babura,1095,730,2013,0.68089069,0.655669759,0.53,0.093275884,0.03327189,0.012020559,0.168211251
Ussa,Ussa,Oru West,1095,730,2013,0.406782856,0.46526634,0.53,0.230641915,0.164100907,0.116855278,0.210331671
Machina,Machina,Taura,1095,730,2013,0.733696395,0.682341276,0.53,0.181535236,0.11021374,0.086236149,0.171748891
Yusufari,Yusufari,Taura,1095,730,2013,0.734326648,0.682638557,0.53,0.012363246,0.11021374,0.013154353,0.028588973
Shomolu,Shomolu,Isoko South,1095,730,2013,0.475867815,0.520017201,0.53,0.390556111,0.191331319,0.17169163,0.153344743
Yunusari,Yunusari,Babura,1095,730,2013,0.748711292,0.689290824,0.53,0.084019284,0.048532657,0.053251464,0.085591563
Monguno,Monguno,Babura,1095,730,2013,0.734824367,0.682872976,0.53,0.056161236,0.048532657,0.050589557,0.036940684
Mobbar,Mobbar,Babura,1095,730,2013,0.814938687,0.716736078,0.53,0.084019284,0.048532657,0.053251464,0.085591563
Ngala,Ngala,Taura,1095,730,2013,0.627405037,0.625059413,0.53,0.181535236,0.11021374,0.086236149,0.171748891
Abadam,Abadam,Babura,1095,730,2013,0.658846787,0.643492642,0.53,0.15,0.176470588,0.115384615,0.180555556
Kukawa,Kukawa,Babura,1095,730,2013,0.639968548,0.632574443,0.53,0.023057171,0.048532657,0.022361381,0.034664626
Kala-Balge,Kala/Balge,Darazo,1095,730,2013,0.645505958,0.63582369,0.53,0.105014985,0.08448735,0.068696764,0.108877417
Bama,Bama,Darazo,1095,730,2013,0.707957691,0.669778823,0.53,0.105014985,0.08448735,0.068696764,0.108877417
Gwoza,Gwoza,Darazo,1095,730,2013,0.679653584,0.655002722,0.53,0.105014985,0.08448735,0.068696764,0.030073324
Madagali,Madagali,Darazo,1095,730,2013,0.722065325,0.67676674,0.53,0.105014985,0.08448735,0.068696764,0.108877417
Michika,Michika,Darazo,1095,730,2013,0.688720491,0.659846477,0.53,0.105014985,0.08448735,0.068696764,0.108877417
Mubi North,Mubi North,Darazo,1095,730,2013,0.698641529,0.665027176,0.53,0.105014985,0.08448735,0.068696764,0.108877417
Maiha,Maiha,Alkaleri,1095,730,2013,0.647421068,0.636938432,0.53,0.069444444,0.074074074,0.016666667,0.084745763
Fufore,Fufore,Alkaleri,1095,730,2013,0.635571581,0.629966874,0.53,0.13044323,0.082130326,0.059652859,0.10186533
Jada,Jada,Alkaleri,1095,730,2013,0.556558753,0.579074542,0.53,0.132587204,0.076452603,0.071663483,0.132599888
Ganaye,Ganaye,Alkaleri,1095,730,2013,0.427407559,0.481907173,0.53,0.118463907,0.072751232,0.053568923,0.110290165
Toungo,Toungo,Keana,1095,730,2013,0.383744468,0.446472042,0.53,0.185599666,0.112881666,0.096685117,0.159002102
Kurmi,Kurmi,Oru West,1095,730,2013,0.452232517,0.501628429,0.53,0.230641915,0.164100907,0.116855278,0.210331671
Gashaka,Gashaka,Oru West,1095,730,2013,0.402171636,0.461519779,0.53,0.230641915,0.164100907,0.116855278,0.210331671
Sardauna,Sardauna,Oru West,1095,730,2013,0.281154575,0.362160557,0.53,0.053972723,0.032064256,0.021688015,0.057962922
Takum,Takum,Keana,1095,730,2013,0.408710545,0.466829983,0.53,0.153177688,0.131992125,0.046401378,0.159741623
Kwande,Kwande,Oke-Ero,1095,730,2013,0.389530493,0.451208693,0.53,0.168695913,0.105193908,0.078409211,0.165696417
Obanliku,Obanliku,Obubra,1095,730,2013,0.445798859,0.496554243,0.53,0.428571429,0.066666667,0.166666667,0.227272727
Boki,Boki,Obubra,1095,730,2013,0.433816783,0.487034109,0.53,0.290662596,0.379024434,0.251763788,0.384912365
Etung,Etung,Obubra,1095,730,2013,0.470104636,0.515572062,0.53,0.429713217,0.251621606,0.20387603,0.38575305
Akamkpa,Akamkpa,Ngor-Okpala,1095,730,2013,0.473355826,0.518082922,0.53,0.173968308,0.09834203,0.141805012,0.282516219
Bakassi,Bakassi,Obubra,1095,730,2013,0.269329192,0.352578982,0.53,0.308113692,0.239554191,0.191552783,0.284120767
Akpabuyo,Akpabuyo,Nsit Ubium,1095,730,2013,0.417147714,0.473654536,0.53,0.336385119,0.237170329,0.216668236,0.34854346
Eti-Osa,Eti-Osa,Isoko South,1095,730,2013,0.469914663,0.515425093,0.53,0.8,0.120277523,0.272727273,0.410714286
Ikorodu,Ikorodu,Uzo-Uwani,1095,730,2013,0.461778972,0.509105403,0.53,0.350620427,0.21074835,0.24305958,0.247997614
Kosofe,Kosofe,Isoko South,1095,730,2013,0.4609272,0.508440915,0.53,0.211353982,0.081754998,0.080696033,0.081031632
Lagos Island,Lagos Island,Isoko South,1095,730,2013,0.470665291,0.516005638,0.53,0.111111111,0.285714286,0.090909091,0.094339623
Lagos Mainland,Lagos Mainland,Isoko South,1095,730,2013,0.470933929,0.516213299,0.53,0.079546185,0.176827164,0.072668131,0.111708576
Aba North,Aba North,Ngor-Okpala,1825,1095,2015,0.319067389,0.393201897,0.53,0.138695166,0.153175235,0.07993431,0.122910817
Aba South,Aba South,Ngor-Okpala,1825,1095,2015,0.311454386,0.38693958,0.53,0.121909614,0.134387514,0.024011331,0.090549679
Arochukwu,Arochukwu,Ngor-Okpala,1825,1095,2015,0.431823298,0.485441926,0.53,0.111111111,0.25,0.294117647,0.230769231
Bende,Bende,Ngor-Okpala,1825,1095,2015,0.451630723,0.501154968,0.53,0.138695166,0.153175235,0.07993431,0.122910817
Ikwuano,Ikwuano,Ngor-Okpala,1825,1095,2015,0.469780688,0.51532143,0.53,0.138695166,0.153175235,0.07993431,0.122910817
Isiala-Ngwa North,Isiala-Ngwa North,Ngor-Okpala,1825,1095,2015,0.347639146,0.416760484,0.53,0.138695166,0.153175235,0.07993431,0.122910817
Isiala-Ngwa South,Isiala-Ngwa South,Ngor-Okpala,1825,1095,2015,0.381316588,0.444481729,0.53,0.138695166,0.153175235,0.07993431,0.063492063
Isuikwato,Isuikwato,Ngor-Okpala,1825,1095,2015,0.414408176,0.471442169,0.53,0.138695166,0.153175235,0.07993431,0.122910817
Obi Nwa,Obi Nwa,Ngor-Okpala,1825,1095,2015,0.339144556,0.409752288,0.53,0.138695166,0.153175235,0.07993431,0.122910817
Ohafia,Ohafia,Ngor-Okpala,1825,1095,2015,0.433165676,0.486514324,0.53,0.138695166,0.153175235,0.07993431,0.122910817
Osisioma Ngwa,Osisioma Ngwa,Ngor-Okpala,1825,1095,2015,0.3223721,0.395923243,0.53,0.037037037,0.153175235,0.07993431,0.057692308
Ugwunagbo,Ugwunagbo,Ngor-Okpala,1825,1095,2015,0.311296946,0.386810187,0.53,0.138695166,0.153175235,0.07993431,0.122910817
Ukwa East,Ukwa East,Nsit Ubium,1825,1095,2015,0.30363416,0.380519132,0.53,0.417515765,0.284899949,0.332743974,0.387919302
Ukwa West,Ukwa West,Nsit Ubium,1825,1095,2015,0.294680951,0.373187786,0.53,0.417515765,0.284899949,0.332743974,0.387919302
Umu-Neochi,Umu-Neochi,Oru West,1825,1095,2015,0.436597759,0.489251418,0.53,0.23050672,0.101406077,0.063511795,0.057971014
Umuahia North,Umuahia North,Ngor-Okpala,1825,1095,2015,0.451576154,0.501112024,0.53,0.294117647,0.153175235,0.07993431,0.096774194
Umuahia South,Umuahia South,Ngor-Okpala,1825,1095,2015,0.48752647,0.528927156,0.53,0.138695166,0.153175235,0.07993431,0.122910817
Demsa,Demsa,Alkaleri,1825,1095,2015,0.495212973,0.534738199,0.53,0.121212121,0.095238095,0.047619048,0.130434783
Gireri,Gireri,Darazo,1825,1095,2015,0.658506137,0.643299625,0.53,0.544744096,0.473466707,0.407730102,0.513049437
Gombi,Gombi,Alkaleri,1825,1095,2015,0.515567645,0.54986676,0.53,0.459826463,0.372836371,0.342199264,0.40870638
Guyuk,Guyuk,Alkaleri,1825,1095,2015,0.571995521,0.58959986,0.53,0.044117647,0.372836371,0.027027027,0.014705882
Hong,Hong,Darazo,1825,1095,2015,0.634881453,0.629555395,0.53,0.48,0.5,0.461538462,0.565217391
Lamurde,Lamurde,Alkaleri,1825,1095,2015,0.429924862,0.483923569,0.53,0.459826463,0.372836371,0.342199264,0.40870638
Mayo-Belwa,Mayo-Belwa,Alkaleri,1825,1095,2015,0.615915722,0.618014343,0.53,0.459826463,0.372836371,0.342199264,0.40870638
Numan,Numan,Alkaleri,1825,1095,2015,0.518273564,0.55184819,0.53,0.538461538,0.5,0.461538462,0.470588235
Shelleng,Shelleng,Darazo,1825,1095,2015,0.58914423,0.600969346,0.53,0.344827586,0.090909091,0.192307692,0.25862069
Itu,Itu,Ngor-Okpala,1825,1095,2015,0.415010863,0.471929182,0.53,0.138695166,0.153175235,0.07993431,0.122910817
Song,Song,Darazo,1825,1095,2015,0.551949619,0.575879905,0.53,0.544744096,0.473466707,0.407730102,0.513049437
Yola North,Yola North,Alkaleri,1825,1095,2015,0.581884889,0.596198663,0.53,0.39051004,0.475701683,0.413878383,0.490213802
Yola South,Yola South,Alkaleri,1825,1095,2015,0.57254926,0.589972357,0.53,0.459826463,0.372836371,0.342199264,0.40870638
Abak,Abak,Nsit Ubium,1825,1095,2015,0.358412263,0.425644469,0.53,0.417515765,0.284899949,0.332743974,0.387919302
Awka North,Awka North,Uzo-Uwani,1825,1095,2015,0.388205397,0.450124783,0.53,0.555555556,0.5,0.5,0.413793103
Eket,Eket,Nsit Ubium,1825,1095,2015,0.238612216,0.328021397,0.53,0.263157895,0.272727273,0.086956522,0.352941176
Esit Eket,Esit Eket,Nsit Ubium,1825,1095,2015,0.262279676,0.346897657,0.53,0.375,0.181818182,0.428571429,0.377358491
Essien Udim,Essien Udim,Ngor-Okpala,1825,1095,2015,0.369824263,0.435041855,0.53,0.5,0.5,0.357142857,0.581395349
Etim Ekpo,Etim Ekpo,Ngor-Okpala,1825,1095,2015,0.326319464,0.399175674,0.53,0.138695166,0.153175235,0.07993431,0.122910817
Etinan,Etinan,Nsit Ubium,1825,1095,2015,0.271254927,0.35413511,0.53,0.417515765,0.284899949,0.332743974,0.387919302
Ibesikpo Asutan,Ibesikpo Asutan,Nsit Ubium,1825,1095,2015,0.364757188,0.430871605,0.53,0.417515765,0.284899949,0.332743974,0.387919302
Ibiono Ibom,Ibiono Ibom,Ngor-Okpala,1825,1095,2015,0.383194312,0.446021174,0.53,0.138695166,0.153175235,0.07993431,0.122910817
Ika,Ika,Ngor-Okpala,1825,1095,2015,0.281330517,0.36230356,0.53,0.138695166,0.153175235,0.07993431,0.122910817
Ikono,Ikono,Ngor-Okpala,1825,1095,2015,0.3504186,0.419053252,0.53,0.138695166,0.153175235,0.07993431,0.122910817
Ikot Abasi,Ikot Abasi,Nsit Ubium,1825,1095,2015,0.194063012,0.293529351,0.53,0.417515765,0.284899949,0.332743974,0.387919302
Ikot Ekpene,Ikot Ekpene,Ngor-Okpala,1825,1095,2015,0.356519334,0.424084125,0.53,0.138695166,0.153175235,0.07993431,0.122910817
Ini,Ini,Ngor-Okpala,1825,1095,2015,0.395911217,0.45642023,0.53,0.138695166,0.153175235,0.07993431,0.122910817
Mkpat Enin,Mkpat Enin,Nsit Ubium,1825,1095,2015,0.225930858,0.318051677,0.53,0.417515765,0.284899949,0.332743974,0.387919302
Nsit Atai,Nsit Atai,Nsit Ubium,1825,1095,2015,0.243345201,0.331769618,0.53,0.417515765,0.284899949,0.332743974,0.387919302
Nsit Ibom,Nsit Ibom,Nsit Ubium,1825,1095,2015,0.357951303,0.425264532,0.53,0.1,0.133333333,0.090909091,0.070175439
Nsit Ubium,Nsit Ubium,Nsit Ubium,1825,1095,2015,0.247213687,0.334843575,0.53,0.35,0.284899949,0.222222222,0.314814815
Awka South,Awka South,Uzo-Uwani,1825,1095,2015,0.431794981,0.485419293,0.53,0.276727497,0.333333333,0.274070736,0.316835944
Obot Akara,Obot Akara,Ngor-Okpala,1825,1095,2015,0.376065149,0.440171735,0.53,0.138695166,0.153175235,0.07993431,0.122910817
Okobo,Okobo,Nsit Ubium,1825,1095,2015,0.269257198,0.352520839,0.53,0.417515765,0.284899949,0.332743974,0.387919302
Onna,Onna,Nsit Ubium,1825,1095,2015,0.191877243,0.291878138,0.53,0.333333333,0.75,0.47826087,0.714285714
Oruk Anam,Oruk Anam,Nsit Ubium,1825,1095,2015,0.312496984,0.387796568,0.53,0.417515765,0.284899949,0.332743974,0.387919302
Ukanafun,Ukanafun,Nsit Ubium,1825,1095,2015,0.340679142,0.41101835,0.53,0.417515765,0.284899949,0.332743974,0.387919302
Uruan,Uruan,Nsit Ubium,1825,1095,2015,0.401030149,0.460591042,0.53,0.417515765,0.284899949,0.332743974,0.387919302
Urue-Offong-Oruko,Urue-Offong/Oruko,Nsit Ubium,1825,1095,2015,0.204236897,0.30126919,0.53,0.417515765,0.284899949,0.332743974,0.387919302
Ayamelum,Ayamelum,Uzo-Uwani,1825,1095,2015,0.436497382,0.489171465,0.53,0.194998396,0.151286014,0.179736564,0.163855044
Uyo,Uyo,Nsit Ubium,1825,1095,2015,0.399966547,0.459725229,0.53,0.4,0.25,0.083333333,0.197802198
Aguata,Aguata,Oru West,1825,1095,2015,0.454034567,0.503044714,0.53,0.28125,0.071428571,0.063511795,0.191176471
Anambra East,Anambra East,Uzo-Uwani,1825,1095,2015,0.375672105,0.439848897,0.53,0.194998396,0.151286014,0.179736564,0.163855044
Anambra West,Anambra West,Uzo-Uwani,1825,1095,2015,0.39176502,0.453035277,0.53,0.194998396,0.151286014,0.179736564,0.163855044
Anaocha,Anaocha,Oru West,1825,1095,2015,0.420247823,0.476153753,0.53,0.23050672,0.101406077,0.063511795,0.233333333
Dunukofia,Dunukofia,Uzo-Uwani,1825,1095,2015,0.421451191,0.477122595,0.53,0.194998396,0.151286014,0.179736564,0.163855044
Ekwusigo,Ekwusigo,Oru West,1825,1095,2015,0.255572543,0.341515837,0.53,0.23050672,0.101406077,0.063511795,0.134699838
Idemili North,Idemili North,Uzo-Uwani,1825,1095,2015,0.422797782,0.478205882,0.53,0.194998396,0.151286014,0.179736564,0.163855044
Idemili South,Idemili South,Oru West,1825,1095,2015,0.377378695,0.441250403,0.53,0.388888889,0.1,0.063511795,0.125
Ihiala,Ihiala,Oru West,1825,1095,2015,0.199598953,0.297729955,0.53,0.23050672,0.101406077,0.333333333,0.173913043
Njikoka,Njikoka,Uzo-Uwani,1825,1095,2015,0.436915256,0.489504274,0.53,0.194998396,0.151286014,0.179736564,0.163855044
Nnewi North,Nnewi North,Oru West,1825,1095,2015,0.308642745,0.38462961,0.53,0.23050672,0.101406077,0.063511795,0.134699838
Nnewi South,Nnewi South,Oru West,1825,1095,2015,0.303374646,0.380306319,0.53,0.23050672,0.101406077,0.063511795,0.134699838
Ogbaru,Ogbaru,Ahoada West,1825,1095,2015,0.230996863,0.322021221,0.53,0.269348044,0.286616517,0.172620424,0.251351279
Onitsha North,Onitsha North,Uzo-Uwani,1825,1095,2015,0.382531956,0.445478249,0.53,0.194998396,0.151286014,0.179736564,0.163855044
Onitsha South,Onitsha South,Uzo-Uwani,1825,1095,2015,0.368656397,0.434081069,0.53,0.142857143,0.230769231,0.391304348,0.276595745
Orumba North,Orumba North,Oru West,1825,1095,2015,0.403508225,0.462606614,0.53,0.23050672,0.101406077,0.063511795,0.134699838
Orumba South,Orumba South,Oru West,1825,1095,2015,0.438379079,0.490669288,0.53,0.23050672,0.101406077,0.063511795,0.134699838
Oyi,Oyi,Uzo-Uwani,1825,1095,2015,0.387377598,0.449447388,0.53,0.194998396,0.151286014,0.179736564,0.163855044
Alkaleri,Alkaleri,Alkaleri,1825,1095,2015,0.570092852,0.588317246,0.53,0.459826463,0.372836371,0.342199264,0.40870638
Bauchi,Bauchi,Alkaleri,1825,1095,2015,0.627087591,0.624866967,0.53,0.670660335,0.640074216,0.520475415,0.625065091
Bogoro,Bogoro,Alkaleri,1825,1095,2015,0.578959907,0.594258836,0.53,0.459826463,0.372836371,0.342199264,0.40870638
Damban,Damban,Darazo,1825,1095,2015,0.81015375,0.714922519,0.53,0.544744096,0.473466707,0.407730102,0.513049437
Darazo,Darazo,Darazo,1825,1095,2015,0.786253294,0.705476275,0.53,0.544744096,0.473466707,0.407730102,0.513049437
Dass,Dass,Alkaleri,1825,1095,2015,0.466190501,0.512538393,0.53,0.459826463,0.372836371,0.342199264,0.40870638
Gamawa,Gamawa,Gwarzo,1825,1095,2015,0.770682387,0.698966685,0.53,0.726027397,0.526315789,0.459016393,0.740384615
Jama'are,Jama'are,Taura,1825,1095,2015,0.749263424,0.689541118,0.53,0.75,0.529411765,0.791666667,0.75
Ganjuwa,Ganjuwa,Darazo,1825,1095,2015,0.647484501,0.636975276,0.53,0.576271186,0.604651163,0.360655738,0.619565217
Giade,Giade,Darazo,1825,1095,2015,0.730326034,0.680743195,0.53,0.544744096,0.473466707,0.407730102,0.513049437
Itas-Gadau,Itas/Gadau,Taura,1825,1095,2015,0.742973977,0.686667971,0.53,0.662736395,0.562919518,0.547008309,0.677597534
Katagum,Katagum,Gwarzo,1825,1095,2015,0.74547039,0.687814164,0.53,0.768688329,0.578433589,0.500204141,0.5987864
Kirfi,Kirfi,Alkaleri,1825,1095,2015,0.704749265,0.668154735,0.53,0.459826463,0.372836371,0.342199264,0.40870638
Misau,Misau,Darazo,1825,1095,2015,0.803277912,0.712271562,0.53,0.544744096,0.473466707,0.407730102,0.513049437
Ningi,Ningi,Takali,1825,1095,2015,0.6738636,0.651854983,0.53,0.478910289,0.359165368,0.355340039,0.45642551
Ukum,Ukum,Keana,1825,1095,2015,0.383970395,0.446657171,0.53,0.309313514,0.21918585,0.191727738,0.236355355
Shira,Shira,Takali,1825,1095,2015,0.742991291,0.686675947,0.53,0.384615385,0.25,0.341463415,0.403508772
Tafawa-Balewa,Tafawa-Balewa,Alkaleri,1825,1095,2015,0.531148459,0.561175608,0.53,0.459826463,0.372836371,0.342199264,0.40870638
Toro,Toro,Giwa,1825,1095,2015,0.625332185,0.623800515,0.53,0.607843137,0.5,0.464285714,0.707692308
Warji,Warji,Takali,1825,1095,2015,0.680001753,0.655190649,0.53,0.478910289,0.359165368,0.355340039,0.45642551
Zaki,Zaki,Taura,1825,1095,2015,0.753604356,0.69149605,0.53,0.80952381,0.4,0.617647059,0.837209302
Kolokuma-Opokuma,Kolokuma/Opokuma,Ahoada West,1825,1095,2015,0.224180225,0.31668418,0.53,0.029411765,0.286616517,0.172620424,0.055555556
Nembe,Nembe,Ahoada West,1825,1095,2015,0.273335383,0.35581817,0.53,0.419354839,0.4,0.32,0.285714286
Ogbia,Ogbia,Ahoada West,1825,1095,2015,0.381331283,0.44449378,0.53,0.097560976,0.153846154,0.107142857,0.127659574
Sagbama,Sagbama,Ahoada West,1825,1095,2015,0.219154854,0.312771086,0.53,0.103448276,0.333333333,0.071428571,0.212765957
Yenegoa,Yenegoa,Isoko South,1825,1095,2015,0.260617689,0.34556186,0.53,0.279761103,0.330397646,0.262099594,0.214052361
Ado,Ado,Akinyele,1825,1095,2015,0.357778894,0.425122422,0.53,0.294732553,0.277212618,0.254980016,0.270770265
Agatu,Agatu,Keana,1825,1095,2015,0.440507142,0.492360644,0.53,0.309313514,0.21918585,0.191727738,0.236355355
Apa,Apa,Keana,1825,1095,2015,0.437711079,0.490137805,0.53,0.309313514,0.21918585,0.191727738,0.236355355
Buruku,Buruku,Keana,1825,1095,2015,0.37690999,0.440865552,0.53,0.309313514,0.21918585,0.191727738,0.236355355
Gboko,Gboko,Keana,1825,1095,2015,0.325574075,0.398561371,0.53,0.538461538,0.5,0.333333333,0.361702128
Guma,Guma,Keana,1825,1095,2015,0.365014826,0.431083741,0.53,0.309313514,0.21918585,0.191727738,0.236355355
Gwer East,Gwer East,Oke-Ero,1825,1095,2015,0.369333536,0.43463817,0.53,0.466358487,0.289228156,0.125957437,0.296192604
Gwer West,Gwer West,Keana,1825,1095,2015,0.423749809,0.478971197,0.53,0.309313514,0.21918585,0.191727738,0.236355355
Katsina-Ala,Katsina-Ala,Keana,1825,1095,2015,0.338062239,0.408859386,0.53,0.309313514,0.21918585,0.191727738,0.236355355
Konshisha,Konshisha,Oke-Ero,1825,1095,2015,0.393916167,0.45479219,0.53,0.279325674,0.264216703,0.24344888,0.297089767
Logo,Logo,Keana,1825,1095,2015,0.41751013,0.473946946,0.53,0.309313514,0.21918585,0.191727738,0.236355355
Makurdi,Makurdi,Keana,1825,1095,2015,0.369068798,0.434420372,0.53,0.692307692,0.181818182,0.304347826,0.37254902
Obi1,Obi1,Keana,1825,1095,2015,0.390472194,0.451978665,0.53,0.357142857,0.333333333,0.191727738,0.159090909
Ogbadibo,Ogbadibo,Owan East,1825,1095,2015,0.336392711,0.407482111,0.53,0.235294118,0.266666667,0.0625,0.125
Ohimini,Ohimini,Akinyele,1825,1095,2015,0.349595567,0.418374369,0.53,0.294732553,0.277212618,0.254980016,0.270770265
Oju,Oju,Oke-Ero,1825,1095,2015,0.409720848,0.467648858,0.53,0.279325674,0.264216703,0.24344888,0.297089767
Okpokwu,Okpokwu,Akinyele,1825,1095,2015,0.347201019,0.416399046,0.53,0.391304348,0.315789474,0.269230769,0.203389831
Oturkpo,Oturkpo,Owan East,1825,1095,2015,0.406479871,0.465020433,0.53,0.333919199,0.25506528,0.170712441,0.225308772
Tarka,Tarka,Keana,1825,1095,2015,0.339520975,0.410062837,0.53,0.309313514,0.21918585,0.191727738,0.236355355
Ushongo,Ushongo,Oke-Ero,1825,1095,2015,0.333533837,0.405123965,0.53,0.279325674,0.264216703,0.24344888,0.297089767
Vandeikya,Vandeikya,Oke-Ero,1825,1095,2015,0.384252901,0.446888644,0.53,0.279325674,0.264216703,0.24344888,0.297089767
Askira-Uba,Askira/Uba,Darazo,1825,1095,2015,0.666450057,0.647762427,0.53,0.544744096,0.473466707,0.407730102,0.513049437
Enugu East,Enugu East,Uzo-Uwani,1825,1095,2015,0.392074002,0.453287726,0.53,0.194998396,0.151286014,0.179736564,0.163855044
Bayo,Bayo,Alkaleri,1825,1095,2015,0.570036309,0.588279066,0.53,0.459826463,0.372836371,0.342199264,0.40870638
Biu,Biu,Darazo,1825,1095,2015,0.636944927,0.630783932,0.53,0.544744096,0.473466707,0.407730102,0.513049437
Chibok,Chibok,Darazo,1825,1095,2015,0.652598314,0.639928775,0.53,0.544744096,0.473466707,0.407730102,0.513049437
Damboa,Damboa,Darazo,1825,1095,2015,0.695319136,0.663306114,0.53,0.544744096,0.473466707,0.407730102,0.513049437
Biase,Biase,Ngor-Okpala,1825,1095,2015,0.42094549,0.476715539,0.53,0.138695166,0.153175235,0.07993431,0.122910817
Dikwa,Dikwa,Darazo,1825,1095,2015,0.719398758,0.675465,0.53,0.544744096,0.473466707,0.407730102,0.513049437
Gubio,Gubio,Gawabawa,1825,1095,2015,0.814426994,0.716543356,0.53,0.67817511,0.564724153,0.549955194,0.513189135
Jere,Jere,Gawabawa,1825,1095,2015,0.753750697,0.691561556,0.53,0.606060606,0.545454545,0.457142857,0.526315789
Guzamala,Guzamala,Babura,1825,1095,2015,0.777569747,0.701881155,0.53,0.724492218,0.689711847,0.730814444,0.700536218
Hawul,Hawul,Darazo,1825,1095,2015,0.628168105,0.625521494,0.53,0.544744096,0.473466707,0.407730102,0.513049437
Kwaya Kusar,Kwaya Kusar,Alkaleri,1825,1095,2015,0.597977668,0.606689636,0.53,0.459826463,0.372836371,0.342199264,0.40870638
Enugu North,Enugu North,Uzo-Uwani,1825,1095,2015,0.420714903,0.476529889,0.53,0.15,0.076923077,0.179736564,0.06
Kaga,Kaga,Darazo,1825,1095,2015,0.674887541,0.65241475,0.53,0.544744096,0.473466707,0.407730102,0.513049437
