LGA,Rep_DS,State,U5_coverage,adult_coverage,simday,duration,year,round,severe_cases,start_day_override
Aiyedade,Akinyele,NA,0.325345094,0.325345094,196,154,2020,2,0.49,1
Aiyedade,Akinyele,NA,0.8,0.8,350,212,2021,3,0.539,1
Aiyedade,Akinyele,NA,0.8,0.8,562,154,2021,4,0.588,1
Aiyedade,Akinyele,NA,0.8,0.8,716,202,2022,5,0.637,1
Aiyedade,Akinyele,NA,0.8,0.8,918,159,2022,6,0.686,1
Aiyedade,Akinyele,NA,0.8,0.8,1077,219,2023,7,0.735,1
Aiyedade,Akinyele,NA,0.8,0.8,1296,136,2023,8,0.784,1
Aiyedade,Akinyele,NA,0.8,0.8,1432,218,2024,9,0.8,1
Aiyedade,Akinyele,NA,0.8,0.8,1650,151,2024,10,0.8,1
Aiyedade,Akinyele,NA,0.8,0.8,1801,185,2025,11,0.8,1
Aiyedade,Akinyele,NA,0.8,0.8,1986,183,2025,12,0.8,1
Aiyedire,Akinyele,NA,0.154926235,0.154926235,0,196,2020,1,0.8,1
Aiyedire,Akinyele,NA,0.325345094,0.325345094,196,154,2020,2,0.8,1
Aiyedire,Akinyele,NA,0.8,0.8,350,212,2021,3,0.49,1
Aiyedire,Akinyele,NA,0.8,0.8,562,154,2021,4,0.539,1
Aiyedire,Akinyele,NA,0.8,0.8,716,202,2022,5,0.588,1
Aiyedire,Akinyele,NA,0.8,0.8,918,159,2022,6,0.637,1
Aiyedire,Akinyele,NA,0.8,0.8,1077,219,2023,7,0.686,1
Aiyedire,Akinyele,NA,0.8,0.8,1296,136,2023,8,0.735,1
Aiyedire,Akinyele,NA,0.8,0.8,1432,218,2024,9,0.784,1
Aiyedire,Akinyele,NA,0.8,0.8,1650,151,2024,10,0.8,1
Aiyedire,Akinyele,NA,0.8,0.8,1801,185,2025,11,0.8,1
Aiyedire,Akinyele,NA,0.8,0.8,1986,183,2025,12,0.8,1
Ajaokuta,Owan East,NA,0.278942779,0.278942779,0,196,2020,1,0.8,1
Ajaokuta,Owan East,NA,0.292889918,0.292889918,196,154,2020,2,0.8,1
Ajaokuta,Owan East,NA,0.295679346,0.295679346,350,212,2021,3,0.8,1
Ajaokuta,Owan East,NA,0.298468774,0.298468774,562,154,2021,4,0.49,1
Ajaokuta,Owan East,NA,0.301258201,0.301258201,716,202,2022,5,0.539,1
Ajaokuta,Owan East,NA,0.304047629,0.304047629,918,159,2022,6,0.588,1
Ajaokuta,Owan East,NA,0.306837057,0.306837057,1077,219,2023,7,0.637,1
Ajaokuta,Owan East,NA,0.312415912,0.312415912,1296,136,2023,8,0.686,1
Ajaokuta,Owan East,NA,0.418414169,0.418414169,1432,218,2024,9,0.735,1
Ajaokuta,Owan East,NA,0.557885558,0.557885558,1650,151,2024,10,0.784,1
Ajaokuta,Owan East,NA,0.697356948,0.697356948,1801,185,2025,11,0.8,1
Ajaokuta,Owan East,NA,0.8,0.8,1986,183,2025,12,0.8,1
Ajeromi-Ifelodun,Uzo-Uwani,NA,0.697452222,0.697452222,0,196,2020,1,0.8,1
Ajeromi-Ifelodun,Uzo-Uwani,NA,0.732324833,0.732324833,196,154,2020,2,0.8,1
Ajeromi-Ifelodun,Uzo-Uwani,NA,0.739299355,0.739299355,350,212,2021,3,0.8,1
Ajeromi-Ifelodun,Uzo-Uwani,NA,0.746273878,0.746273878,562,154,2021,4,0.8,1
Ajeromi-Ifelodun,Uzo-Uwani,NA,0.7532484,0.7532484,716,202,2022,5,0.49,1
Ajeromi-Ifelodun,Uzo-Uwani,NA,0.760222922,0.760222922,918,159,2022,6,0.539,1
Ajeromi-Ifelodun,Uzo-Uwani,NA,0.767197444,0.767197444,1077,219,2023,7,0.588,1
Ajeromi-Ifelodun,Uzo-Uwani,NA,0.781146489,0.781146489,1296,136,2023,8,0.637,1
Ajeromi-Ifelodun,Uzo-Uwani,NA,0.8,0.8,1432,218,2024,9,0.686,1
Ajeromi-Ifelodun,Uzo-Uwani,NA,0.8,0.8,1650,151,2024,10,0.735,1
Ajeromi-Ifelodun,Uzo-Uwani,NA,0.8,0.8,1801,185,2025,11,0.784,1
Ajeromi-Ifelodun,Uzo-Uwani,NA,0.8,0.8,1986,183,2025,12,0.8,1
Ajingi,Taura,NA,0.174928041,0.174928041,0,196,2020,1,0.8,1
Ajingi,Taura,NA,0.376532608,0.376532608,196,154,2020,2,0.8,1
Ajingi,Taura,NA,0.38197287,0.38197287,350,212,2021,3,0.8,1
Ajingi,Taura,NA,0.574621122,0.574621122,562,154,2021,4,0.8,1
Ajingi,Taura,NA,0.581880636,0.581880636,716,202,2022,5,0.8,1
Ajingi,Taura,NA,0.589175135,0.589175135,918,159,2022,6,0.49,1
Ajingi,Taura,NA,0.788925465,0.788925465,1077,219,2023,7,0.539,1
Ajingi,Taura,NA,0.8,0.8,1296,136,2023,8,0.588,1
Ajingi,Taura,NA,0.8,0.8,1432,218,2024,9,0.637,1
Ajingi,Taura,NA,0.8,0.8,1650,151,2024,10,0.686,1
Ajingi,Taura,NA,0.8,0.8,1801,185,2025,11,0.735,1
Ajingi,Taura,NA,0.8,0.8,1986,183,2025,12,0.784,1
Akamkpa,Ngor-Okpala,NA,0.191387598,0.191387598,0,196,2020,1,0.8,1
Akamkpa,Ngor-Okpala,NA,0.411961805,0.411961805,196,154,2020,2,0.8,1
Akamkpa,Ngor-Okpala,NA,0.417913959,0.417913959,350,212,2021,3,0.8,1
Akamkpa,Ngor-Okpala,NA,0.628689121,0.628689121,562,154,2021,4,0.8,1
Akamkpa,Ngor-Okpala,NA,0.636631706,0.636631706,716,202,2022,5,0.8,1
Akamkpa,Ngor-Okpala,NA,0.644612569,0.644612569,918,159,2022,6,0.8,1
Akamkpa,Ngor-Okpala,NA,0.8,0.8,1077,219,2023,7,0.49,1
Akamkpa,Ngor-Okpala,NA,0.8,0.8,1296,136,2023,8,0.539,1
Akamkpa,Ngor-Okpala,NA,0.8,0.8,1432,218,2024,9,0.588,1
Akamkpa,Ngor-Okpala,NA,0.8,0.8,1650,151,2024,10,0.637,1
Akamkpa,Ngor-Okpala,NA,0.8,0.8,1801,185,2025,11,0.686,1
Akamkpa,Ngor-Okpala,NA,0.8,0.8,1986,183,2025,12,0.735,1
Akinyele,Akinyele,NA,0.154926235,0.154926235,0,196,2020,1,0.784,1
Akinyele,Akinyele,NA,0.325345094,0.325345094,196,154,2020,2,0.8,1
Akinyele,Akinyele,NA,0.8,0.8,350,212,2021,3,0.8,1
Akinyele,Akinyele,NA,0.8,0.8,562,154,2021,4,0.8,1
Akinyele,Akinyele,NA,0.8,0.8,716,202,2022,5,0.8,1
Akinyele,Akinyele,NA,0.8,0.8,918,159,2022,6,0.8,1
Akinyele,Akinyele,NA,0.8,0.8,1077,219,2023,7,0.8,1
Akinyele,Akinyele,NA,0.8,0.8,1296,136,2023,8,0.49,1
Akinyele,Akinyele,NA,0.8,0.8,1432,218,2024,9,0.539,1
Akinyele,Akinyele,NA,0.8,0.8,1650,151,2024,10,0.588,1
Akinyele,Akinyele,NA,0.8,0.8,1801,185,2025,11,0.637,1
Akinyele,Akinyele,NA,0.8,0.8,1986,183,2025,12,0.686,1
Akko,Alkaleri,NA,0.145904448,0.145904448,0,196,2020,1,0.735,1
Akko,Alkaleri,NA,0.306399341,0.306399341,196,154,2020,2,0.784,1
Akko,Alkaleri,NA,0.773293574,0.773293574,350,212,2021,3,0.8,1
Akko,Alkaleri,NA,0.8,0.8,562,154,2021,4,0.8,1
Akko,Alkaleri,NA,0.8,0.8,716,202,2022,5,0.8,1
Akko,Alkaleri,NA,0.8,0.8,918,159,2022,6,0.8,1
Akko,Alkaleri,NA,0.8,0.8,1077,219,2023,7,0.8,1
Akko,Alkaleri,NA,0.8,0.8,1296,136,2023,8,0.8,1
Akko,Alkaleri,NA,0.8,0.8,1432,218,2024,9,0.49,1
Akko,Alkaleri,NA,0.8,0.8,1650,151,2024,10,0.539,1
Akko,Alkaleri,NA,0.8,0.8,1801,185,2025,11,0.588,1
Akko,Alkaleri,NA,0.8,0.8,1986,183,2025,12,0.637,1
Akoko North East,Oke-Ero,NA,0.296533971,0.296533971,0,196,2020,1,0.686,1
Akoko North East,Oke-Ero,NA,0.31136067,0.31136067,196,154,2020,2,0.735,1
Akoko North East,Oke-Ero,NA,0.314326009,0.314326009,350,212,2021,3,0.784,1
Akoko North East,Oke-Ero,NA,0.317291349,0.317291349,562,154,2021,4,0.8,1
Akoko North East,Oke-Ero,NA,0.320256689,0.320256689,716,202,2022,5,0.8,1
Akoko North East,Oke-Ero,NA,0.323222028,0.323222028,918,159,2022,6,0.8,1
Akoko North East,Oke-Ero,NA,0.326187368,0.326187368,1077,219,2023,7,0.8,1
Akoko North East,Oke-Ero,NA,0.332118048,0.332118048,1296,136,2023,8,0.8,1
Akoko North East,Oke-Ero,NA,0.444800957,0.444800957,1432,218,2024,9,0.8,1
Akoko North East,Oke-Ero,NA,0.593067942,0.593067942,1650,151,2024,10,0.49,1
Akoko North East,Oke-Ero,NA,0.741334928,0.741334928,1801,185,2025,11,0.539,1
Akoko North East,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.588,1
Akoko North West,Oke-Ero,NA,0.516847318,0.516847318,0,196,2020,1,0.637,1
Akoko North West,Oke-Ero,NA,0.542689684,0.542689684,196,154,2020,2,0.686,1
Akoko North West,Oke-Ero,NA,0.547858157,0.547858157,350,212,2021,3,0.735,1
Akoko North West,Oke-Ero,NA,0.55302663,0.55302663,562,154,2021,4,0.784,1
Akoko North West,Oke-Ero,NA,0.558195103,0.558195103,716,202,2022,5,0.8,1
Akoko North West,Oke-Ero,NA,0.563363577,0.563363577,918,159,2022,6,0.8,1
Akoko North West,Oke-Ero,NA,0.56853205,0.56853205,1077,219,2023,7,0.8,1
Akoko North West,Oke-Ero,NA,0.578868996,0.578868996,1296,136,2023,8,0.8,1
Akoko North West,Oke-Ero,NA,0.775270977,0.775270977,1432,218,2024,9,0.8,1
Akoko North West,Oke-Ero,NA,0.8,0.8,1650,151,2024,10,0.8,1
Akoko North West,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.49,1
Akoko North West,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.539,1
Akoko South East,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1,0.588,1
Akoko South East,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,2,0.637,1
Akoko South East,Oke-Ero,NA,0.538998927,0.538998927,350,212,2021,3,0.686,1
Akoko South East,Oke-Ero,NA,0.8,0.8,562,154,2021,4,0.735,1
Akoko South East,Oke-Ero,NA,0.8,0.8,716,202,2022,5,0.784,1
Akoko South East,Oke-Ero,NA,0.8,0.8,918,159,2022,6,0.8,1
Akoko South East,Oke-Ero,NA,0.8,0.8,1077,219,2023,7,0.8,1
Akoko South East,Oke-Ero,NA,0.8,0.8,1296,136,2023,8,0.8,1
Akoko South East,Oke-Ero,NA,0.8,0.8,1432,218,2024,9,0.8,1
Akoko South East,Oke-Ero,NA,0.8,0.8,1650,151,2024,10,0.8,1
Akoko South East,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.8,1
Akoko South East,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.49,1
Akoko South West,Oke-Ero,NA,0.333333333,0.333333333,0,196,2020,1,0.539,1
Akoko South West,Oke-Ero,NA,0.35,0.35,196,154,2020,2,0.588,1
Akoko South West,Oke-Ero,NA,0.353333333,0.353333333,350,212,2021,3,0.637,1
Akoko South West,Oke-Ero,NA,0.356666666,0.356666666,562,154,2021,4,0.686,1
Akoko South West,Oke-Ero,NA,0.36,0.36,716,202,2022,5,0.735,1
Akoko South West,Oke-Ero,NA,0.363333333,0.363333333,918,159,2022,6,0.784,1
Akoko South West,Oke-Ero,NA,0.366666666,0.366666666,1077,219,2023,7,0.8,1
Akoko South West,Oke-Ero,NA,0.373333333,0.373333333,1296,136,2023,8,0.8,1
Akoko South West,Oke-Ero,NA,0.5,0.5,1432,218,2024,9,0.8,1
Akoko South West,Oke-Ero,NA,0.666666666,0.666666666,1650,151,2024,10,0.8,1
Akoko South West,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.8,1
Akoko South West,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.8,1
Akoko-Edo,Owan East,NA,0.433768496,0.433768496,0,196,2020,1,0.49,1
Akoko-Edo,Owan East,NA,0.455456921,0.455456921,196,154,2020,2,0.539,1
Akoko-Edo,Owan East,NA,0.459794606,0.459794606,350,212,2021,3,0.588,1
Akoko-Edo,Owan East,NA,0.464132291,0.464132291,562,154,2021,4,0.637,1
Akoko-Edo,Owan East,NA,0.468469976,0.468469976,716,202,2022,5,0.686,1
Akoko-Edo,Owan East,NA,0.472807661,0.472807661,918,159,2022,6,0.735,1
Akoko-Edo,Owan East,NA,0.477145346,0.477145346,1077,219,2023,7,0.784,1
Akoko-Edo,Owan East,NA,0.485820716,0.485820716,1296,136,2023,8,0.8,1
Akoko-Edo,Owan East,NA,0.650652744,0.650652744,1432,218,2024,9,0.8,1
Akoko-Edo,Owan East,NA,0.8,0.8,1650,151,2024,10,0.8,1
Akoko-Edo,Owan East,NA,0.8,0.8,1801,185,2025,11,0.8,1
Akoko-Edo,Owan East,NA,0.8,0.8,1986,183,2025,12,0.8,1
Akpabuyo,Nsit Ubium,NA,0.297727761,0.297727761,0,196,2020,1,0.8,1
Akpabuyo,Nsit Ubium,NA,0.312614149,0.312614149,196,154,2020,2,0.49,1
Akpabuyo,Nsit Ubium,NA,0.315591427,0.315591427,350,212,2021,3,0.539,1
Akpabuyo,Nsit Ubium,NA,0.318568704,0.318568704,562,154,2021,4,0.588,1
Akpabuyo,Nsit Ubium,NA,0.321545982,0.321545982,716,202,2022,5,0.637,1
Akpabuyo,Nsit Ubium,NA,0.324523259,0.324523259,918,159,2022,6,0.686,1
Akpabuyo,Nsit Ubium,NA,0.327500537,0.327500537,1077,219,2023,7,0.735,1
Akpabuyo,Nsit Ubium,NA,0.333455092,0.333455092,1296,136,2023,8,0.784,1
Akpabuyo,Nsit Ubium,NA,0.446591642,0.446591642,1432,218,2024,9,0.8,1
Akpabuyo,Nsit Ubium,NA,0.595455522,0.595455522,1650,151,2024,10,0.8,1
Akpabuyo,Nsit Ubium,NA,0.744319403,0.744319403,1801,185,2025,11,0.8,1
Akpabuyo,Nsit Ubium,NA,0.8,0.8,1986,183,2025,12,0.8,1
Akuku Toru,Ahoada West,NA,0.4,0.4,0,196,2020,1,0.8,1
Akuku Toru,Ahoada West,NA,0.42,0.42,196,154,2020,2,0.8,1
Akuku Toru,Ahoada West,NA,0.424,0.424,350,212,2021,3,0.49,1
Akuku Toru,Ahoada West,NA,0.428,0.428,562,154,2021,4,0.539,1
Akuku Toru,Ahoada West,NA,0.432,0.432,716,202,2022,5,0.588,1
Akuku Toru,Ahoada West,NA,0.436,0.436,918,159,2022,6,0.637,1
Akuku Toru,Ahoada West,NA,0.44,0.44,1077,219,2023,7,0.686,1
Akuku Toru,Ahoada West,NA,0.448,0.448,1296,136,2023,8,0.735,1
Akuku Toru,Ahoada West,NA,0.6,0.6,1432,218,2024,9,0.784,1
Akuku Toru,Ahoada West,NA,0.8,0.8,1650,151,2024,10,0.8,1
Akuku Toru,Ahoada West,NA,0.8,0.8,1801,185,2025,11,0.8,1
Akuku Toru,Ahoada West,NA,0.8,0.8,1986,183,2025,12,0.8,1
Akure North,Owan East,NA,0.278942779,0.278942779,0,196,2020,1,0.8,1
Akure North,Owan East,NA,0.292889918,0.292889918,196,154,2020,2,0.8,1
Akure North,Owan East,NA,0.295679346,0.295679346,350,212,2021,3,0.8,1
Akure North,Owan East,NA,0.298468774,0.298468774,562,154,2021,4,0.49,1
Akure North,Owan East,NA,0.301258201,0.301258201,716,202,2022,5,0.539,1
Akure North,Owan East,NA,0.304047629,0.304047629,918,159,2022,6,0.588,1
Akure North,Owan East,NA,0.306837057,0.306837057,1077,219,2023,7,0.637,1
Akure North,Owan East,NA,0.312415912,0.312415912,1296,136,2023,8,0.686,1
Akure North,Owan East,NA,0.418414169,0.418414169,1432,218,2024,9,0.735,1
Akure North,Owan East,NA,0.557885558,0.557885558,1650,151,2024,10,0.784,1
Akure North,Owan East,NA,0.697356948,0.697356948,1801,185,2025,11,0.8,1
Akure North,Owan East,NA,0.8,0.8,1986,183,2025,12,0.8,1
Akure South,Owan East,NA,0.5,0.5,0,196,2020,1,0.8,1
Akure South,Owan East,NA,0.525,0.525,196,154,2020,2,0.8,1
Akure South,Owan East,NA,0.53,0.53,350,212,2021,3,0.8,1
Akure South,Owan East,NA,0.535,0.535,562,154,2021,4,0.8,1
Akure South,Owan East,NA,0.54,0.54,716,202,2022,5,0.49,1
Akure South,Owan East,NA,0.545,0.545,918,159,2022,6,0.539,1
Akure South,Owan East,NA,0.55,0.55,1077,219,2023,7,0.588,1
Akure South,Owan East,NA,0.56,0.56,1296,136,2023,8,0.637,1
Akure South,Owan East,NA,0.75,0.75,1432,218,2024,9,0.686,1
Akure South,Owan East,NA,0.8,0.8,1650,151,2024,10,0.735,1
Akure South,Owan East,NA,0.8,0.8,1801,185,2025,11,0.784,1
Akure South,Owan East,NA,0.8,0.8,1986,183,2025,12,0.8,1
Akwanga,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1,0.8,1
Akwanga,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,2,0.8,1
Akwanga,Oke-Ero,NA,0.538998927,0.538998927,350,212,2021,3,0.8,1
Akwanga,Oke-Ero,NA,0.8,0.8,562,154,2021,4,0.8,1
Akwanga,Oke-Ero,NA,0.8,0.8,716,202,2022,5,0.8,1
Akwanga,Oke-Ero,NA,0.8,0.8,918,159,2022,6,0.49,1
Akwanga,Oke-Ero,NA,0.8,0.8,1077,219,2023,7,0.539,1
Akwanga,Oke-Ero,NA,0.8,0.8,1296,136,2023,8,0.588,1
Akwanga,Oke-Ero,NA,0.8,0.8,1432,218,2024,9,0.637,1
Akwanga,Oke-Ero,NA,0.8,0.8,1650,151,2024,10,0.686,1
Akwanga,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.735,1
Akwanga,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.784,1
Albasu,Takali,NA,0.666666667,0.666666667,0,196,2020,1,0.8,1
Albasu,Takali,NA,0.7,0.7,196,154,2020,2,0.8,1
Albasu,Takali,NA,0.706666667,0.706666667,350,212,2021,3,0.8,1
Albasu,Takali,NA,0.713333334,0.713333334,562,154,2021,4,0.8,1
Albasu,Takali,NA,0.72,0.72,716,202,2022,5,0.8,1
Albasu,Takali,NA,0.726666667,0.726666667,918,159,2022,6,0.8,1
Albasu,Takali,NA,0.733333334,0.733333334,1077,219,2023,7,0.49,1
Albasu,Takali,NA,0.746666667,0.746666667,1296,136,2023,8,0.539,1
Albasu,Takali,NA,0.8,0.8,1432,218,2024,9,0.588,1
Albasu,Takali,NA,0.8,0.8,1650,151,2024,10,0.637,1
Albasu,Takali,NA,0.8,0.8,1801,185,2025,11,0.686,1
Albasu,Takali,NA,0.8,0.8,1986,183,2025,12,0.735,1
Aleiro,Birnin Kebbi,NA,0.42225568,0.42225568,0,196,2020,1,0.784,1
Aleiro,Birnin Kebbi,NA,0.443368464,0.443368464,196,154,2020,2,0.8,1
Aleiro,Birnin Kebbi,NA,0.447591021,0.447591021,350,212,2021,3,0.8,1
Aleiro,Birnin Kebbi,NA,0.451813578,0.451813578,562,154,2021,4,0.8,1
Aleiro,Birnin Kebbi,NA,0.456036134,0.456036134,716,202,2022,5,0.8,1
Aleiro,Birnin Kebbi,NA,0.460258691,0.460258691,918,159,2022,6,0.8,1
Aleiro,Birnin Kebbi,NA,0.464481248,0.464481248,1077,219,2023,7,0.8,1
Aleiro,Birnin Kebbi,NA,0.472926362,0.472926362,1296,136,2023,8,0.49,1
Aleiro,Birnin Kebbi,NA,0.63338352,0.63338352,1432,218,2024,9,0.539,1
Aleiro,Birnin Kebbi,NA,0.8,0.8,1650,151,2024,10,0.588,1
Aleiro,Birnin Kebbi,NA,0.8,0.8,1801,185,2025,11,0.637,1
Aleiro,Birnin Kebbi,NA,0.8,0.8,1986,183,2025,12,0.686,1
Alimosho,Uzo-Uwani,NA,0.274949084,0.274949084,0,196,2020,1,0.735,1
Alimosho,Uzo-Uwani,NA,0.591827903,0.591827903,196,154,2020,2,0.784,1
Alimosho,Uzo-Uwani,NA,0.60037882,0.60037882,350,212,2021,3,0.8,1
Alimosho,Uzo-Uwani,NA,0.8,0.8,562,154,2021,4,0.8,1
Alimosho,Uzo-Uwani,NA,0.8,0.8,716,202,2022,5,0.8,1
Alimosho,Uzo-Uwani,NA,0.8,0.8,918,159,2022,6,0.8,1
Alimosho,Uzo-Uwani,NA,0.8,0.8,1077,219,2023,7,0.8,1
Alimosho,Uzo-Uwani,NA,0.8,0.8,1296,136,2023,8,0.8,1
Alimosho,Uzo-Uwani,NA,0.8,0.8,1432,218,2024,9,0.49,1
Alimosho,Uzo-Uwani,NA,0.8,0.8,1650,151,2024,10,0.539,1
Alimosho,Uzo-Uwani,NA,0.8,0.8,1801,185,2025,11,0.588,1
Alimosho,Uzo-Uwani,NA,0.8,0.8,1986,183,2025,12,0.637,1
Alkaleri,Alkaleri,NA,0.222117546,0.222117546,0,196,2020,1,0.686,1
Alkaleri,Alkaleri,NA,0.478108018,0.478108018,196,154,2020,2,0.735,1
Alkaleri,Alkaleri,NA,0.485015873,0.485015873,350,212,2021,3,0.784,1
Alkaleri,Alkaleri,NA,0.729633927,0.729633927,562,154,2021,4,0.8,1
Alkaleri,Alkaleri,NA,0.738851805,0.738851805,716,202,2022,5,0.8,1
Alkaleri,Alkaleri,NA,0.748114107,0.748114107,918,159,2022,6,0.8,1
Alkaleri,Alkaleri,NA,0.8,0.8,1077,219,2023,7,0.8,1
Alkaleri,Alkaleri,NA,0.8,0.8,1296,136,2023,8,0.8,1
Alkaleri,Alkaleri,NA,0.8,0.8,1432,218,2024,9,0.8,1
Alkaleri,Alkaleri,NA,0.8,0.8,1650,151,2024,10,0.49,1
Alkaleri,Alkaleri,NA,0.8,0.8,1801,185,2025,11,0.539,1
Alkaleri,Alkaleri,NA,0.8,0.8,1986,183,2025,12,0.588,1
Amuwo-Odofin,Isoko South,NA,0.12159624,0.12159624,0,196,2020,1,0.637,1
Amuwo-Odofin,Isoko South,NA,0.523471813,0.523471813,196,154,2020,2,0.686,1
Amuwo-Odofin,Isoko South,NA,0.644460072,0.644460072,350,212,2021,3,0.735,1
Amuwo-Odofin,Isoko South,NA,0.8,0.8,562,154,2021,4,0.784,1
Amuwo-Odofin,Isoko South,NA,0.8,0.8,716,202,2022,5,0.8,1
Amuwo-Odofin,Isoko South,NA,0.8,0.8,918,159,2022,6,0.8,1
Amuwo-Odofin,Isoko South,NA,0.8,0.8,1077,219,2023,7,0.8,1
Amuwo-Odofin,Isoko South,NA,0.8,0.8,1296,136,2023,8,0.8,1
Amuwo-Odofin,Isoko South,NA,0.8,0.8,1432,218,2024,9,0.8,1
Amuwo-Odofin,Isoko South,NA,0.8,0.8,1650,151,2024,10,0.8,1
Amuwo-Odofin,Isoko South,NA,0.8,0.8,1801,185,2025,11,0.49,1
Amuwo-Odofin,Isoko South,NA,0.8,0.8,1986,183,2025,12,0.539,1
Anambra East,Uzo-Uwani,NA,0.420192485,0.420192485,0,196,2020,1,0.588,1
Anambra East,Uzo-Uwani,NA,0.441202109,0.441202109,196,154,2020,2,0.637,1
Anambra East,Uzo-Uwani,NA,0.445404034,0.445404034,350,212,2021,3,0.686,1
Anambra East,Uzo-Uwani,NA,0.449605959,0.449605959,562,154,2021,4,0.735,1
Anambra East,Uzo-Uwani,NA,0.453807884,0.453807884,716,202,2022,5,0.784,1
Anambra East,Uzo-Uwani,NA,0.458009809,0.458009809,918,159,2022,6,0.8,1
Anambra East,Uzo-Uwani,NA,0.462211734,0.462211734,1077,219,2023,7,0.8,1
Anambra East,Uzo-Uwani,NA,0.470615583,0.470615583,1296,136,2023,8,0.8,1
Anambra East,Uzo-Uwani,NA,0.630288728,0.630288728,1432,218,2024,9,0.8,1
Anambra East,Uzo-Uwani,NA,0.8,0.8,1650,151,2024,10,0.8,1
Anambra East,Uzo-Uwani,NA,0.8,0.8,1801,185,2025,11,0.8,1
Anambra East,Uzo-Uwani,NA,0.8,0.8,1986,183,2025,12,0.49,1
Anambra West,Uzo-Uwani,NA,0.666970256,0.666970256,0,196,2020,1,0.539,1
Anambra West,Uzo-Uwani,NA,0.700318769,0.700318769,196,154,2020,2,0.588,1
Anambra West,Uzo-Uwani,NA,0.706988471,0.706988471,350,212,2021,3,0.637,1
Anambra West,Uzo-Uwani,NA,0.713658174,0.713658174,562,154,2021,4,0.686,1
Anambra West,Uzo-Uwani,NA,0.720327876,0.720327876,716,202,2022,5,0.735,1
Anambra West,Uzo-Uwani,NA,0.726997579,0.726997579,918,159,2022,6,0.784,1
Anambra West,Uzo-Uwani,NA,0.733667282,0.733667282,1077,219,2023,7,0.8,1
Anambra West,Uzo-Uwani,NA,0.747006687,0.747006687,1296,136,2023,8,0.8,1
Anambra West,Uzo-Uwani,NA,0.8,0.8,1432,218,2024,9,0.8,1
Anambra West,Uzo-Uwani,NA,0.8,0.8,1650,151,2024,10,0.8,1
Anambra West,Uzo-Uwani,NA,0.8,0.8,1801,185,2025,11,0.8,1
Anambra West,Uzo-Uwani,NA,0.8,0.8,1986,183,2025,12,0.8,1
Anaocha,Oru West,NA,0.550802168,0.550802168,0,196,2020,1,0.49,1
Anaocha,Oru West,NA,0.578342276,0.578342276,196,154,2020,2,0.539,1
Anaocha,Oru West,NA,0.583850298,0.583850298,350,212,2021,3,0.588,1
Anaocha,Oru West,NA,0.58935832,0.58935832,562,154,2021,4,0.637,1
Anaocha,Oru West,NA,0.594866341,0.594866341,716,202,2022,5,0.686,1
Anaocha,Oru West,NA,0.600374363,0.600374363,918,159,2022,6,0.735,1
Anaocha,Oru West,NA,0.605882385,0.605882385,1077,219,2023,7,0.784,1
Anaocha,Oru West,NA,0.616898428,0.616898428,1296,136,2023,8,0.8,1
Anaocha,Oru West,NA,0.8,0.8,1432,218,2024,9,0.8,1
Anaocha,Oru West,NA,0.8,0.8,1650,151,2024,10,0.8,1
Anaocha,Oru West,NA,0.8,0.8,1801,185,2025,11,0.8,1
Anaocha,Oru West,NA,0.8,0.8,1986,183,2025,12,0.8,1
Andoni,Nsit Ubium,NA,0.166593506,0.166593506,0,196,2020,1,0.8,1
Andoni,Nsit Ubium,NA,0.358592522,0.358592522,196,154,2020,2,0.49,1
Andoni,Nsit Ubium,NA,0.36377358,0.36377358,350,212,2021,3,0.539,1
Andoni,Nsit Ubium,NA,0.547243008,0.547243008,562,154,2021,4,0.588,1
Andoni,Nsit Ubium,NA,0.554156638,0.554156638,716,202,2022,5,0.637,1
Andoni,Nsit Ubium,NA,0.561103588,0.561103588,918,159,2022,6,0.686,1
Andoni,Nsit Ubium,NA,0.751336712,0.751336712,1077,219,2023,7,0.735,1
Andoni,Nsit Ubium,NA,0.768729074,0.768729074,1296,136,2023,8,0.784,1
Andoni,Nsit Ubium,NA,0.8,0.8,1432,218,2024,9,0.8,1
Andoni,Nsit Ubium,NA,0.8,0.8,1650,151,2024,10,0.8,1
Andoni,Nsit Ubium,NA,0.8,0.8,1801,185,2025,11,0.8,1
Andoni,Nsit Ubium,NA,0.8,0.8,1986,183,2025,12,0.8,1
Aninri,Oru West,NA,0.517961682,0.517961682,0,196,2020,1,0.8,1
Aninri,Oru West,NA,0.543859766,0.543859766,196,154,2020,2,0.8,1
Aninri,Oru West,NA,0.549039383,0.549039383,350,212,2021,3,0.49,1
Aninri,Oru West,NA,0.554219,0.554219,562,154,2021,4,0.539,1
