,LGA_old,repDS,year,LGA,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,round,peak,simday,llins_plan,mortality,kill_rate,block_initial
191,Maiduguri,Darazo,2020,Maiduguri,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.77182807,0.751597095,0.911515347
192,Maiduguri,Darazo,2023,Maiduguri,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.77182807,0.751597095,0.911515347
193,Shani,Alkaleri,2020,Shani,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.675999756,0.750678509,0.856676439
194,Shani,Alkaleri,2023,Shani,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.675999756,0.750678509,0.856676439
195,Marte,Babura,2020,Marte,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.719831894,0.751160739,0.88519842
196,Marte,Babura,2023,Marte,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.719831894,0.751160739,0.88519842
197,Nganzai,Gawabawa,2020,Nganzai,0.8,0.8,0.8,0.8,1,august,223,PBO(2021),0.772011267,0.751598424,0.91159598
198,Nganzai,Gawabawa,2023,Nganzai,0.8,0.8,0.8,0.8,2,august,1318,PBO(2021),0.772011267,0.751598424,0.91159598
199,Enugu South,Uzo-Uwani,2020,Enugu South,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.479661177,0.745641892,0.65
200,Enugu South,Uzo-Uwani,2023,Enugu South,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.479661177,0.745641892,0.65
201,Ogbomosho North,Akinyele,2020,Ogbomosho North,0.8,0.8,0.8,0.8,1,may,131,Dual Al+PBO 2020,0.277526963,0.717660075,0.65
202,Ogbomosho North,Akinyele,2023,Ogbomosho North,0.8,0.8,0.8,0.8,2,may,1226,Dual Al+PBO 2020,0.277526963,0.717660075,0.65
203,Aniocha North,Uzo-Uwani,2022,Aniocha North,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.369401293,0.736840485,0.65
204,Aniocha North,Uzo-Uwani,2025,Aniocha North,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.369401293,0.736840485,0.65
205,Aniocha South,Uzo-Uwani,2022,Aniocha South,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.311595529,0.726989078,0.65
206,Aniocha South,Uzo-Uwani,2025,Aniocha South,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.311595529,0.726989078,0.65
207,Ibadan South West,Owan East,2020,Ibadan South West,0.8,0.8,0.8,0.8,1,march,131,Dual Al+PBO 2020,0.315354899,0.727822706,0.65
208,Ibadan South West,Owan East,2023,Ibadan South West,0.8,0.8,0.8,0.8,2,march,1226,Dual Al+PBO 2020,0.315354899,0.727822706,0.65
209,Ethiope East,Isoko South,2022,Ethiope East,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.209725367,0.683644114,0.65
210,Ethiope East,Isoko South,2025,Ethiope East,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.209725367,0.683644114,0.65
211,Ethiope West,Isoko South,2022,Ethiope West,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.342228555,0.732917568,0.65
212,Ethiope West,Isoko South,2025,Ethiope West,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.342228555,0.732917568,0.65
213,Ika North East,Uzo-Uwani,2022,Ika North East,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.388201078,0.739011823,0.65
214,Ika North East,Uzo-Uwani,2025,Ika North East,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.388201078,0.739011823,0.65
215,Ika South,Uzo-Uwani,2022,Ika South,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.37137411,0.737086908,0.65
216,Ika South,Uzo-Uwani,2025,Ika South,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.37137411,0.737086908,0.65
217,Isoko North,Isoko South,2022,Isoko North,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.19337815,0.67039561,0.65
218,Isoko North,Isoko South,2025,Isoko North,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.19337815,0.67039561,0.65
219,Ogbomosho South,Akinyele,2020,Ogbomosho South,0.8,0.8,0.8,0.8,1,may,131,Dual Al+PBO 2020,0.343621306,0.733145329,0.65
220,Ogbomosho South,Akinyele,2023,Ogbomosho South,0.8,0.8,0.8,0.8,2,may,1226,Dual Al+PBO 2020,0.343621306,0.733145329,0.65
221,Isoko South,Isoko South,2022,Isoko South,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.162398226,0.636925918,0.65
222,Isoko South,Isoko South,2025,Isoko South,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.162398226,0.636925918,0.65
223,Ndokwa East,Ahoada West,2022,Ndokwa East,0.8,0.8,0.8,0.8,1,may,861,PBO(2021),0.258105917,0.71050969,0.65
224,Ndokwa East,Ahoada West,2025,Ndokwa East,0.8,0.8,0.8,0.8,2,may,1956,PBO(2021),0.258105917,0.71050969,0.65
225,Ndokwa West,Isoko South,2022,Ndokwa West,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.26790329,0.714315831,0.65
226,Ndokwa West,Isoko South,2025,Ndokwa West,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.26790329,0.714315831,0.65
227,Okpe,Isoko South,2022,Okpe,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.176806986,0.654016831,0.65
228,Okpe,Isoko South,2025,Okpe,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.176806986,0.654016831,0.65
229,Oshimili North,Uzo-Uwani,2022,Oshimili North,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.34095855,0.732707076,0.65
230,Oshimili North,Uzo-Uwani,2025,Oshimili North,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.34095855,0.732707076,0.65
231,Oshimili South,Uzo-Uwani,2022,Oshimili South,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.3079518,0.726148594,0.65
232,Oshimili South,Uzo-Uwani,2025,Oshimili South,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.3079518,0.726148594,0.65
233,Patani,Isoko South,2022,Patani,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.156971919,0.629722331,0.65
234,Patani,Isoko South,2025,Patani,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.156971919,0.629722331,0.65
235,Sapele,Isoko South,2022,Sapele,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.293983111,0.722602083,0.65
236,Sapele,Isoko South,2025,Sapele,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.293983111,0.722602083,0.65
237,Udu,Isoko South,2022,Udu,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.132665008,0.591758219,0.65
238,Udu,Isoko South,2025,Udu,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.132665008,0.591758219,0.65
239,Ughelli North,Isoko South,2022,Ughelli North,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.187814216,0.66525468,0.65
240,Ughelli North,Isoko South,2025,Ughelli North,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.187814216,0.66525468,0.65
241,Ughelli South,Isoko South,2022,Ughelli South,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.146146999,0.613998812,0.65
242,Ughelli South,Isoko South,2025,Ughelli South,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.146146999,0.613998812,0.65
243,Ukwuani,Uzo-Uwani,2022,Ukwuani,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.33569314,0.731804934,0.65
244,Ukwuani,Uzo-Uwani,2025,Ukwuani,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.33569314,0.731804934,0.65
245,Uvwie,Isoko South,2022,Uvwie,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.128201894,0.5837257,0.65
246,Uvwie,Isoko South,2025,Uvwie,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.128201894,0.5837257,0.65
247,Warri South,Isoko South,2022,Warri South,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.150613557,0.620710523,0.65
248,Warri South,Isoko South,2025,Warri South,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.150613557,0.620710523,0.65
249,Akoko-Edo,Owan East,2020,Akoko-Edo,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.304845225,0.725405618,0.65
250,Akoko-Edo,Owan East,2023,Akoko-Edo,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.304845225,0.725405618,0.65
251,Egor,Uzo-Uwani,2020,Egor,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.42209808,0.74209333,0.65
252,Egor,Uzo-Uwani,2023,Egor,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.42209808,0.74209333,0.65
253,Esan North East,Uzo-Uwani,2020,Esan North East,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.339061878,0.732387649,0.65
254,Esan North East,Uzo-Uwani,2023,Esan North East,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.339061878,0.732387649,0.65
255,Esan Central,Owan East,2020,Esan Central,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.34342137,0.733112828,0.65
256,Esan Central,Owan East,2023,Esan Central,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.34342137,0.733112828,0.65
257,Esan South East,Uzo-Uwani,2020,Esan South East,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.404971726,0.740653669,0.65
258,Esan South East,Uzo-Uwani,2023,Esan South East,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.404971726,0.740653669,0.65
259,Esan West,Uzo-Uwani,2020,Esan West,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.366421113,0.736459279,0.65
260,Esan West,Uzo-Uwani,2023,Esan West,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.366421113,0.736459279,0.65
261,Etsako Central,Owan East,2020,Etsako Central,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.300181787,0.724242459,0.65
262,Etsako Central,Owan East,2023,Etsako Central,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.300181787,0.724242459,0.65
263,Etsako East,Owan East,2020,Etsako East,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.314825995,0.727707424,0.65
264,Etsako East,Owan East,2023,Etsako East,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.314825995,0.727707424,0.65
265,Etsako West,Owan East,2020,Etsako West,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.290127246,0.721523913,0.65
266,Etsako West,Owan East,2023,Etsako West,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.290127246,0.721523913,0.65
267,Igueben,Uzo-Uwani,2020,Igueben,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.415233246,0.741542325,0.65
268,Igueben,Uzo-Uwani,2023,Igueben,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.415233246,0.741542325,0.65
269,Ikpoba-Okha,Uzo-Uwani,2020,Ikpoba-Okha,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.323305427,0.729480418,0.65
270,Ikpoba-Okha,Uzo-Uwani,2023,Ikpoba-Okha,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.323305427,0.729480418,0.65
271,Aninri,Oru West,2020,Aninri,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.430439768,0.742719962,0.65
272,Aninri,Oru West,2023,Aninri,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.430439768,0.742719962,0.65
273,Oredo,Uzo-Uwani,2020,Oredo,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.382076571,0.738346159,0.65
274,Oredo,Uzo-Uwani,2023,Oredo,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.382076571,0.738346159,0.65
275,Orhionmwon,Uzo-Uwani,2020,Orhionmwon,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.335936711,0.731847739,0.65
276,Orhionmwon,Uzo-Uwani,2023,Orhionmwon,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.335936711,0.731847739,0.65
277,Ovia North East,Owan East,2020,Ovia North East,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.337624396,0.732141435,0.65
278,Ovia North East,Owan East,2023,Ovia North East,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.337624396,0.732141435,0.65
279,Ovia South West,Akinyele,2020,Ovia South West,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.363545715,0.736080953,0.65
280,Ovia South West,Akinyele,2023,Ovia South West,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.363545715,0.736080953,0.65
281,Owan East,Owan East,2020,Owan East,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.315089802,0.727765005,0.65
282,Owan East,Owan East,2023,Owan East,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.315089802,0.727765005,0.65
283,Owan West,Owan East,2020,Owan West,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.389346565,0.739132174,0.65
284,Owan West,Owan East,2023,Owan West,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.389346565,0.739132174,0.65
285,Uhunmwonde,Owan East,2020,Uhunmwonde,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.3888156,0.739076547,0.65
286,Uhunmwonde,Owan East,2023,Uhunmwonde,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.3888156,0.739076547,0.65
287,Ado Ekiti,Owan East,2020,Ado Ekiti,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.357399296,0.735235955,0.65
288,Ado Ekiti,Owan East,2023,Ado Ekiti,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.357399296,0.735235955,0.65
289,Efon-Alayee,Oke-Ero,2020,Efon-Alayee,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.32342441,0.729504192,0.65
290,Efon-Alayee,Oke-Ero,2023,Efon-Alayee,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.32342441,0.729504192,0.65
291,Ekiti East,Oke-Ero,2020,Ekiti East,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.342294717,0.73292846,0.65
292,Ekiti East,Oke-Ero,2023,Ekiti East,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.342294717,0.73292846,0.65
293,Ekiti South West,Oke-Ero,2020,Ekiti South West,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.434979733,0.743042533,0.65
294,Ekiti South West,Oke-Ero,2023,Ekiti South West,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.434979733,0.743042533,0.65
295,Awgu,Oru West,2020,Awgu,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.428474781,0.742576398,0.65
296,Awgu,Oru West,2023,Awgu,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.428474781,0.742576398,0.65
297,Ekiti West,Oke-Ero,2020,Ekiti West,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.332828195,0.731293374,0.65
298,Ekiti West,Oke-Ero,2023,Ekiti West,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.332828195,0.731293374,0.65
299,Emure,Oke-Ero,2020,Emure,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.372039671,0.737169001,0.65
300,Emure,Oke-Ero,2023,Emure,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.372039671,0.737169001,0.65
301,Gboyin,Obubra,2020,Gboyin,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.286540024,0.7204787,0.65
302,Gboyin,Obubra,2023,Gboyin,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.286540024,0.7204787,0.65
303,Idosi-Osi,Oke-Ero,2020,Idosi-Osi,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.302701283,0.724878164,0.65
304,Idosi-Osi,Oke-Ero,2023,Idosi-Osi,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.302701283,0.724878164,0.65
305,Ijero,Oke-Ero,2020,Ijero,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.264220599,0.712935452,0.65
306,Ijero,Oke-Ero,2023,Ijero,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.264220599,0.712935452,0.65
307,Ikere,Owan East,2020,Ikere,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.456857423,0.744434569,0.65
308,Ikere,Owan East,2023,Ikere,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.456857423,0.744434569,0.65
309,Ikole,Oke-Ero,2020,Ikole,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.320812672,0.72897548,0.65
310,Ikole,Oke-Ero,2023,Ikole,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.320812672,0.72897548,0.65
311,Ilemeji,Oke-Ero,2020,Ilemeji,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.308389127,0.726251209,0.65
312,Ilemeji,Oke-Ero,2023,Ilemeji,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.308389127,0.726251209,0.65
313,Irepodun/Ifelodun,Oke-Ero,2020,Irepodun-Ifelodun,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.314066122,0.727540664,0.65
314,Irepodun/Ifelodun,Oke-Ero,2023,Irepodun-Ifelodun,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.314066122,0.727540664,0.65
315,Ise/Orun,Oke-Ero,2020,Ise-Orun,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.409896538,0.74109031,0.65
316,Ise/Orun,Oke-Ero,2023,Ise-Orun,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.409896538,0.74109031,0.65
317,Moba,Oke-Ero,2020,Moba,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.282164723,0.719146001,0.65
318,Moba,Oke-Ero,2023,Moba,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.282164723,0.719146001,0.65
319,Oye,Oke-Ero,2020,Oye,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.299868816,0.72416227,0.65
320,Oye,Oke-Ero,2023,Oye,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.299868816,0.72416227,0.65
321,Ezeagu,Uzo-Uwani,2020,Ezeagu,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.415961311,0.741602353,0.65
322,Ezeagu,Uzo-Uwani,2023,Ezeagu,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.415961311,0.741602353,0.65
323,Igbo-Etiti,Uzo-Uwani,2020,Igbo-Etiti,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.38332308,0.738484739,0.65
324,Igbo-Etiti,Uzo-Uwani,2023,Igbo-Etiti,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.38332308,0.738484739,0.65
325,Igbo-Eze North,Uzo-Uwani,2020,Igbo-Eze North,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.332315805,0.73120029,0.65
326,Igbo-Eze North,Uzo-Uwani,2023,Igbo-Eze North,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.332315805,0.73120029,0.65
327,Igbo-Eze South,Uzo-Uwani,2020,Igbo-Eze South,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.361653388,0.735826165,0.65
328,Igbo-Eze South,Uzo-Uwani,2023,Igbo-Eze South,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.361653388,0.735826165,0.65
329,Isi-Uzo,Owan East,2020,Isi-Uzo,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.425114132,0.742325146,0.65
330,Isi-Uzo,Owan East,2023,Isi-Uzo,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.425114132,0.742325146,0.65
331,Nkanu East,Owan East,2020,Nkanu East,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.414364125,0.741470161,0.65
332,Nkanu East,Owan East,2023,Nkanu East,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.414364125,0.741470161,0.65
333,Nkanu West,Uzo-Uwani,2020,Nkanu West,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.464287853,0.744852701,0.65
334,Nkanu West,Uzo-Uwani,2023,Nkanu West,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.464287853,0.744852701,0.65
335,Nsukka,Uzo-Uwani,2020,Nsukka,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.391481406,0.739353101,0.65
336,Nsukka,Uzo-Uwani,2023,Nsukka,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.391481406,0.739353101,0.65
337,Oji-River,Oru West,2020,Oji-River,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.407484101,0.740878825,0.65
338,Oji-River,Oru West,2023,Oji-River,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.407484101,0.740878825,0.65
339,Udenu,Uzo-Uwani,2020,Udenu,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.38139738,0.738269967,0.65
340,Udenu,Uzo-Uwani,2023,Udenu,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.38139738,0.738269967,0.65
341,Udi,Uzo-Uwani,2020,Udi,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.379547492,0.738059966,0.65
342,Udi,Uzo-Uwani,2023,Udi,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.379547492,0.738059966,0.65
343,Uzo-Uwani,Uzo-Uwani,2020,Uzo-Uwani,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.404737188,0.74063239,0.65
344,Uzo-Uwani,Uzo-Uwani,2023,Uzo-Uwani,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.404737188,0.74063239,0.65
345,Ahiazu-Mbaise,Ngor-Okpala,2020,Ahiazu-Mbaise,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.4502266,0.744039224,0.65
346,Ahiazu-Mbaise,Ngor-Okpala,2023,Ahiazu-Mbaise,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.4502266,0.744039224,0.65
347,Abaji,Keana,2020,Abaji,0.8,0.8,0.8,0.8,1,august,223,PBO(2021),0.476373849,0.74548121,0.65
348,Abaji,Keana,2023,Abaji,0.8,0.8,0.8,0.8,2,august,1318,PBO(2021),0.476373849,0.74548121,0.65
349,Bwari,Giwa,2020,Bwari,0.8,0.8,0.8,0.8,1,august,223,PBO(2021),0.558433035,0.748497974,0.73823236
350,Bwari,Giwa,2023,Bwari,0.8,0.8,0.8,0.8,2,august,1318,PBO(2021),0.558433035,0.748497974,0.73823236
351,Gwagwalada,Keana,2020,Gwagwalada,0.8,0.8,0.8,0.8,1,august,223,PBO(2021),0.555904987,0.748429645,0.734810981
352,Gwagwalada,Keana,2023,Gwagwalada,0.8,0.8,0.8,0.8,2,august,1318,PBO(2021),0.555904987,0.748429645,0.734810981
353,Kuje,Keana,2020,Kuje,0.8,0.8,0.8,0.8,1,august,223,PBO(2021),0.448338859,0.743922635,0.65
354,Kuje,Keana,2023,Kuje,0.8,0.8,0.8,0.8,2,august,1318,PBO(2021),0.448338859,0.743922635,0.65
355,Kwali,Keana,2020,Kwali,0.8,0.8,0.8,0.8,1,august,223,PBO(2021),0.476055073,0.745465403,0.65
356,Kwali,Keana,2023,Kwali,0.8,0.8,0.8,0.8,2,august,1318,PBO(2021),0.476055073,0.745465403,0.65
357,Bunkure,Gwarzo,2022,Bunkure,0.829787234,0.8,0.8,0.861111111,1,august,953,PBO(2021),0.769743323,0.751581878,0.910592316
358,Bunkure,Gwarzo,2025,Bunkure,0.829787234,0.8,0.8,0.861111111,2,august,2048,PBO(2021),0.769743323,0.751581878,0.910592316
359,Abuja Municipal,Keana,2020,Abuja Municipal,0.8,0.8,0.8,0.8,1,august,223,PBO(2021),0.500846708,0.746583537,0.64847786
360,Abuja Municipal,Keana,2023,Abuja Municipal,0.8,0.8,0.8,0.8,2,august,1318,PBO(2021),0.500846708,0.746583537,0.64847786
361,Akko,Alkaleri,2021,Akko,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.430348191,0.742713325,0.65
362,Akko,Alkaleri,2024,Akko,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.430348191,0.742713325,0.65
363,Balanga,Alkaleri,2021,Balanga,0.8,0.8,0.8,0.803248637,1,july,551,PBO(2021),0.625491041,0.749939303,0.81450054
364,Balanga,Alkaleri,2024,Balanga,0.8,0.8,0.8,0.803248637,2,july,1646,PBO(2021),0.625491041,0.749939303,0.81450054
365,Billiri,Alkaleri,2021,Billiri,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.209402585,0.683407139,0.65
366,Billiri,Alkaleri,2024,Billiri,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.209402585,0.683407139,0.65
367,Dukku,Darazo,2021,Dukku,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.67468816,0.75066207,0.855717164
368,Dukku,Darazo,2024,Dukku,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.67468816,0.75066207,0.855717164
369,Funakaye,Alkaleri,2021,Funakaye,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.631961788,0.750047545,0.820549364
370,Funakaye,Alkaleri,2024,Funakaye,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.631961788,0.750047545,0.820549364
371,Gombe,Alkaleri,2021,Gombe,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.497689178,0.746452831,0.65
372,Gombe,Alkaleri,2024,Gombe,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.497689178,0.746452831,0.65
373,Kaltungo,Alkaleri,2021,Kaltungo,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.500615672,0.74657408,0.648064062
374,Kaltungo,Alkaleri,2024,Kaltungo,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.500615672,0.74657408,0.648064062
375,Kwami,Alkaleri,2021,Kwami,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.528174359,0.747593116,0.6942737
376,Kwami,Alkaleri,2024,Kwami,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.528174359,0.747593116,0.6942737
377,Dala,Alkaleri,2022,Dala,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.582690135,0.749095907,0.768911575
378,Dala,Alkaleri,2025,Dala,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.582690135,0.749095907,0.768911575
379,Nafada,Alkaleri,2021,Nafada,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.699548844,0.750952854,0.872816603
380,Nafada,Alkaleri,2024,Nafada,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.699548844,0.750952854,0.872816603
381,Shomgom,Alkaleri,2021,Shomgom,0.8,0.8,0.8,0.835300207,1,july,551,PBO(2021),0.393550536,0.739563122,0.65
382,Shomgom,Alkaleri,2024,Shomgom,0.8,0.8,0.8,0.835300207,2,july,1646,PBO(2021),0.393550536,0.739563122,0.65
383,Yamaltu/Deba,Alkaleri,2021,Yamaltu-Deba,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.541765398,0.748024003,0.714846744
384,Yamaltu/Deba,Alkaleri,2024,Yamaltu-Deba,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.541765398,0.748024003,0.714846744
