,LGA_old,repDS,year,LGA,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,round,peak,simday,llins_plan,mortality,kill_rate,block_initial
578,Kabo,Gwarzo,2025,Kabo,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.81249578,0.751862855,0.927657555
579,Kano Municipal,Alkaleri,2022,Kano Municipal,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.636999309,0.750128781,0.825118333
580,Kano Municipal,Alkaleri,2025,Kano Municipal,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.636999309,0.750128781,0.825118333
581,Karaye,Gwarzo,2022,Karaye,0.826923077,0.8,0.8,0.833333333,1,august,953,PBO(2021),0.844998327,0.752038885,0.938332791
582,Karaye,Gwarzo,2025,Karaye,0.826923077,0.8,0.8,0.833333333,2,august,2048,PBO(2021),0.844998327,0.752038885,0.938332791
583,Kibiya,Gwarzo,2022,Kibiya,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.813323711,0.751867706,0.927952179
584,Kibiya,Gwarzo,2025,Kibiya,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.813323711,0.751867706,0.927952179
585,Kiru,Gwarzo,2022,Kiru,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.826693612,0.751943284,0.932540181
586,Kiru,Gwarzo,2025,Kiru,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.826693612,0.751943284,0.932540181
587,Kumbotso,Taura,2022,Kumbotso,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.728034042,0.751238202,0.889841585
588,Kumbotso,Taura,2025,Kumbotso,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.728034042,0.751238202,0.889841585
589,Yagba West,Oke-Ero,2020,Yagba West,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.304086126,0.72522026,0.65
590,Yagba West,Oke-Ero,2023,Yagba West,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.304086126,0.72522026,0.65
591,Kunchi,Babura,2022,Kunchi,0.8,0.8,0.8,0.8,1,may,861,PBO(2021),0.729388444,0.751250652,0.890589203
592,Kunchi,Babura,2025,Kunchi,0.8,0.8,0.8,0.8,2,may,1956,PBO(2021),0.729388444,0.751250652,0.890589203
593,Kura,Gwarzo,2022,Kura,0.825,0.8,0.8,0.84375,1,august,953,PBO(2021),0.796070741,0.751762244,0.921544589
594,Kura,Gwarzo,2025,Kura,0.825,0.8,0.8,0.84375,2,august,2048,PBO(2021),0.796070741,0.751762244,0.921544589
595,Madobi,Taura,2022,Madobi,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.853563186,0.752080738,0.940862927
596,Madobi,Taura,2025,Madobi,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.853563186,0.752080738,0.940862927
597,Makoda,Babura,2022,Makoda,0.8,0.8,0.8,0.8,1,may,861,PBO(2021),0.698126715,0.750937343,0.871897764
598,Makoda,Babura,2025,Makoda,0.8,0.8,0.8,0.8,2,may,1956,PBO(2021),0.698126715,0.750937343,0.871897764
599,Ekiti,Oke-Ero,2020,Ekiti,0.8,0.8,0.8,0.8,1,july,186,NewGen(2021),0.316166435,0.9,0.61
600,Ekiti,Oke-Ero,2023,Ekiti,0.8,0.8,0.8,0.8,2,july,1281,NewGen(2021),0.316166435,0.9,0.61
601,Minjibir,Taura,2022,Minjibir,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.765361635,0.751549337,0.908619252
602,Minjibir,Taura,2025,Minjibir,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.765361635,0.751549337,0.908619252
603,Nasarawa1,Alkaleri,2022,Nasarawa1,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.596034944,0.749384951,0.784227286
604,Nasarawa1,Alkaleri,2025,Nasarawa1,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.596034944,0.749384951,0.784227286
605,Rano,Gwarzo,2022,Rano,0.885714286,0.8,0.8,0.855072464,1,august,953,PBO(2021),0.827920103,0.751949966,0.932945498
606,Rano,Gwarzo,2025,Rano,0.885714286,0.8,0.8,0.855072464,2,august,2048,PBO(2021),0.827920103,0.751949966,0.932945498
607,Rimin Gado,Gwarzo,2022,Rimin Gado,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.821146228,0.751912544,0.930674741
608,Rimin Gado,Gwarzo,2025,Rimin Gado,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.821146228,0.751912544,0.930674741
609,Bindawa,Rimi,2021,Bindawa,0.8,0.916666667,0.807692308,0.805970149,1,march,496,PBO(2021),0.7272811,0.75123124,0.889423658
610,Bindawa,Rimi,2024,Bindawa,0.8,0.916666667,0.807692308,0.805970149,2,march,1591,PBO(2021),0.7272811,0.75123124,0.889423658
611,Rogo,Gwarzo,2022,Rogo,0.87804878,0.8,0.8,0.887096774,1,august,953,PBO(2021),0.768098821,0.751569755,0.909857087
612,Rogo,Gwarzo,2025,Rogo,0.87804878,0.8,0.8,0.887096774,2,august,2048,PBO(2021),0.768098821,0.751569755,0.909857087
613,Shanono,Gwarzo,2022,Shanono,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.799731381,0.75178541,0.922952286
614,Shanono,Gwarzo,2025,Shanono,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.799731381,0.75178541,0.922952286
615,Sumaila,Takali,2022,Sumaila,0.837837838,0.8,0.8,0.8,1,september,980,PBO(2021),0.700387319,0.750961939,0.873355122
616,Sumaila,Takali,2025,Sumaila,0.837837838,0.8,0.8,0.8,2,september,2075,PBO(2021),0.700387319,0.750961939,0.873355122
617,Takali,Takali,2022,Takali,0.8,0.8,0.8,0.8,1,september,980,PBO(2021),0.795192474,0.75175662,0.921202863
618,Takali,Takali,2025,Takali,0.8,0.8,0.8,0.8,2,september,2075,PBO(2021),0.795192474,0.75175662,0.921202863
619,Tarauni,Alkaleri,2022,Tarauni,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.628535688,0.749990791,0.817372224
620,Tarauni,Alkaleri,2025,Tarauni,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.628535688,0.749990791,0.817372224
621,Tudun Wada,Gwarzo,2022,Tudun Wada,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.765017665,0.751546749,0.908462443
622,Tudun Wada,Gwarzo,2025,Tudun Wada,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.765017665,0.751546749,0.908462443
623,Ungogo,Taura,2022,Ungogo,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.67144052,0.750620804,0.853313141
624,Ungogo,Taura,2025,Ungogo,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.67144052,0.750620804,0.853313141
625,Warawa,Gwarzo,2022,Warawa,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.807358735,0.751832296,0.925801125
626,Warawa,Gwarzo,2025,Warawa,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.807358735,0.751832296,0.925801125
627,Wudil,Gwarzo,2022,Wudil,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.764562514,0.751543319,0.908254516
628,Wudil,Gwarzo,2025,Wudil,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.764562514,0.751543319,0.908254516
629,Daura,Babura,2021,Daura,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.575080323,0.748918986,0.75969419
630,Daura,Babura,2024,Daura,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.575080323,0.748918986,0.75969419
631,Bakori,Gwarzo,2021,Bakori,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.670473637,0.750608361,0.852589426
632,Bakori,Gwarzo,2024,Bakori,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.670473637,0.750608361,0.852589426
633,Batagarawa,Rimi,2021,Batagarawa,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.663607785,0.750517877,0.847342775
634,Batagarawa,Rimi,2024,Batagarawa,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.663607785,0.750517877,0.847342775
635,Batsari,Rimi,2021,Batsari,0.847826087,0.8,0.8,0.8,1,march,496,PBO(2021),0.697059776,0.750925622,0.871203872
636,Batsari,Rimi,2024,Batsari,0.847826087,0.8,0.8,0.8,2,march,1591,PBO(2021),0.697059776,0.750925622,0.871203872
637,Charanchi,Rimi,2021,Charanchi,0.861111111,0.818181818,0.8,0.803030303,1,march,496,PBO(2021),0.738728442,0.751333985,0.895602343
638,Charanchi,Rimi,2024,Charanchi,0.861111111,0.818181818,0.8,0.803030303,2,march,1591,PBO(2021),0.738728442,0.751333985,0.895602343
639,Dan Musa,Rimi,2021,Dan Musa,0.954545455,0.818181818,0.826923077,0.873239437,1,march,496,PBO(2021),0.814381216,0.751873872,0.928326675
640,Dan Musa,Rimi,2024,Dan Musa,0.954545455,0.818181818,0.826923077,0.873239437,2,march,1591,PBO(2021),0.814381216,0.751873872,0.928326675
641,Dandume,Giwa,2021,Dandume,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.480345251,0.745674804,0.65
642,Dandume,Giwa,2024,Dandume,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.480345251,0.745674804,0.65
643,Danja,Giwa,2021,Danja,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.615786128,0.749768295,0.805035477
644,Danja,Giwa,2024,Danja,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.615786128,0.749768295,0.805035477
645,Dutsin-Ma,Rimi,2021,Dutsin-Ma,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.731600297,0.751270782,0.891798731
646,Dutsin-Ma,Rimi,2024,Dutsin-Ma,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.731600297,0.751270782,0.891798731
647,Faskari,Giwa,2021,Faskari,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.713932669,0.751102753,0.881732715
648,Faskari,Giwa,2024,Faskari,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.713932669,0.751102753,0.881732715
649,Funtua,Gwarzo,2021,Funtua,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.500280747,0.746560342,0.647463373
650,Funtua,Gwarzo,2024,Funtua,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.500280747,0.746560342,0.647463373
651,Asa,Oke-Ero,2020,Asa,0.8,0.8,0.8,0.8,1,july,186,NewGen(2021),0.293917451,0.9,0.61
652,Asa,Oke-Ero,2023,Asa,0.8,0.8,0.8,0.8,2,july,1281,NewGen(2021),0.293917451,0.9,0.61
653,Ingawa,Rimi,2021,Ingawa,0.931034483,0.833333333,0.8,0.818181818,1,march,496,PBO(2021),0.687125681,0.750812891,0.864552136
654,Ingawa,Rimi,2024,Ingawa,0.931034483,0.833333333,0.8,0.818181818,2,march,1591,PBO(2021),0.687125681,0.750812891,0.864552136
655,Kafur,Gwarzo,2021,Kafur,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.742026184,0.751362388,0.897314414
656,Kafur,Gwarzo,2024,Kafur,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.742026184,0.751362388,0.897314414
657,Kankara,Rimi,2021,Kankara,0.918032787,0.857142857,0.844444444,0.911392405,1,march,496,PBO(2021),0.803891608,0.751811211,0.924520058
658,Kankara,Rimi,2024,Kankara,0.918032787,0.857142857,0.844444444,0.911392405,2,march,1591,PBO(2021),0.803891608,0.751811211,0.924520058
659,Kankia,Rimi,2021,Kankia,0.85,0.821428571,0.833333333,0.835820896,1,march,496,PBO(2021),0.757287742,0.751487324,0.904863131
660,Kankia,Rimi,2024,Kankia,0.85,0.821428571,0.833333333,0.835820896,2,march,1591,PBO(2021),0.757287742,0.751487324,0.904863131
661,Katsina,Rimi,2021,Katsina,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.71205914,0.751083925,0.880609312
662,Katsina,Rimi,2024,Katsina,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.71205914,0.751083925,0.880609312
663,Kurfi,Rimi,2021,Kurfi,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.682045441,0.750752634,0.861013305
664,Kurfi,Rimi,2024,Kurfi,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.682045441,0.750752634,0.861013305
665,Kusada,Rimi,2021,Kusada,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.768769267,0.75157471,0.910157594
666,Kusada,Rimi,2024,Kusada,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.768769267,0.75157471,0.910157594
667,Malumfashi,Gwarzo,2021,Malumfashi,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.793678153,0.751746863,0.920609989
668,Malumfashi,Gwarzo,2024,Malumfashi,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.793678153,0.751746863,0.920609989
669,Mani,Rimi,2021,Mani,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.663582347,0.750517535,0.847322981
670,Mani,Rimi,2024,Mani,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.663582347,0.750517535,0.847322981
671,Matazuu,Rimi,2021,Matazuu,0.961538462,0.923076923,0.941176471,0.984615385,1,march,496,PBO(2021),0.801649222,0.751797373,0.923679212
672,Matazuu,Rimi,2024,Matazuu,0.961538462,0.923076923,0.941176471,0.984615385,2,march,1591,PBO(2021),0.801649222,0.751797373,0.923679212
673,Musawa,Gwarzo,2021,Musawa,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.831548285,0.751969493,0.93412969
674,Musawa,Gwarzo,2024,Musawa,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.831548285,0.751969493,0.93412969
675,Rimi,Rimi,2021,Rimi,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.681368316,0.750744464,0.860534422
676,Rimi,Rimi,2024,Rimi,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.681368316,0.750744464,0.860534422
677,Sabuwa,Giwa,2021,Sabuwa,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.595830662,0.749380719,0.784000715
678,Sabuwa,Giwa,2024,Sabuwa,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.595830662,0.749380719,0.784000715
679,Safana,Babura,2021,Safana,0.952380952,0.852941176,0.882352941,0.942028986,1,may,496,PBO(2021),0.597825124,0.749421794,0.786202556
680,Safana,Babura,2024,Safana,0.952380952,0.852941176,0.882352941,0.942028986,2,may,1591,PBO(2021),0.597825124,0.749421794,0.786202556
681,Sandamu,Rimi,2021,Sandamu,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.756649451,0.751482305,0.904559365
682,Sandamu,Rimi,2024,Sandamu,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.756649451,0.751482305,0.904559365
683,Iseyin,Akinyele,2020,Iseyin,0.8,0.8,0.8,0.8,1,may,131,Dual Al+PBO 2020,0.381804807,0.738315731,0.65
684,Iseyin,Akinyele,2023,Iseyin,0.8,0.8,0.8,0.8,2,may,1226,Dual Al+PBO 2020,0.381804807,0.738315731,0.65
685,Adavi,Owan East,2020,Adavi,0.830655145,0.8,0.8,0.8,1,march,131,PBO(2021),0.308698703,0.726323559,0.65
686,Adavi,Owan East,2023,Adavi,0.830655145,0.8,0.8,0.8,2,march,1226,PBO(2021),0.308698703,0.726323559,0.65
687,Ajaokuta,Owan East,2020,Ajaokuta,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.321205627,0.729055954,0.65
688,Ajaokuta,Owan East,2023,Ajaokuta,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.321205627,0.729055954,0.65
689,Ankpa,Owan East,2020,Ankpa,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.382494781,0.738392834,0.65
690,Ankpa,Owan East,2023,Ankpa,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.382494781,0.738392834,0.65
691,Bassa1,Keana,2020,Bassa1,0.9,0.8,0.8,0.846153846,1,august,223,PBO(2021),0.406315085,0.74077469,0.65
692,Bassa1,Keana,2023,Bassa1,0.9,0.8,0.8,0.846153846,2,august,1318,PBO(2021),0.406315085,0.74077469,0.65
693,Dekina,Owan East,2020,Dekina,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.371777405,0.737136714,0.65
694,Dekina,Owan East,2023,Dekina,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.371777405,0.737136714,0.65
695,Edu,Oke-Ero,2020,Edu,0.8,0.8,0.8,0.8,1,july,186,NewGen(2021),0.339359862,0.9,0.61
696,Edu,Oke-Ero,2023,Edu,0.8,0.8,0.8,0.8,2,july,1281,NewGen(2021),0.339359862,0.9,0.61
697,Ibaji,Uzo-Uwani,2020,Ibaji,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.335530068,0.731776216,0.65
698,Ibaji,Uzo-Uwani,2023,Ibaji,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.335530068,0.731776216,0.65
699,Idah,Uzo-Uwani,2020,Idah,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.382023573,0.738340231,0.65
700,Idah,Uzo-Uwani,2023,Idah,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.382023573,0.738340231,0.65
701,Igalamela-Odolu,Uzo-Uwani,2020,Igalamela-Odolu,0.845747123,0.8,0.8,0.8,1,june,162,PBO(2021),0.344682632,0.733316763,0.65
702,Igalamela-Odolu,Uzo-Uwani,2023,Igalamela-Odolu,0.845747123,0.8,0.8,0.8,2,june,1257,PBO(2021),0.344682632,0.733316763,0.65
703,Ijumu,Oke-Ero,2020,Ijumu,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.312708323,0.727239315,0.65
704,Ijumu,Oke-Ero,2023,Ijumu,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.312708323,0.727239315,0.65
705,Kabba/Bunu,Oke-Ero,2020,Kabba-Bunu,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.319779497,0.728762304,0.65
706,Kabba/Bunu,Oke-Ero,2023,Kabba-Bunu,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.319779497,0.728762304,0.65
707,Kogi,Keana,2020,Kogi,0.8,0.8,0.8,0.8,1,august,223,PBO(2021),0.368216183,0.736690199,0.65
708,Kogi,Keana,2023,Kogi,0.8,0.8,0.8,0.8,2,august,1318,PBO(2021),0.368216183,0.736690199,0.65
709,Lokoja,Keana,2020,Lokoja,0.8,0.8,0.8,0.8,1,august,223,PBO(2021),0.314676325,0.727674684,0.65
710,Lokoja,Keana,2023,Lokoja,0.8,0.8,0.8,0.8,2,august,1318,PBO(2021),0.314676325,0.727674684,0.65
711,Mopa-Muro,Oke-Ero,2020,Mopa-Muro,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.291856976,0.722013254,0.65
712,Mopa-Muro,Oke-Ero,2023,Mopa-Muro,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.291856976,0.722013254,0.65
713,Ofu,Owan East,2020,Ofu,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.33495597,0.731674733,0.65
714,Ofu,Owan East,2023,Ofu,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.33495597,0.731674733,0.65
715,Okehi,Owan East,2020,Okehi,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.293031638,0.722340278,0.65
716,Okehi,Owan East,2023,Okehi,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.293031638,0.722340278,0.65
717,Okene,Owan East,2020,Okene,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.275677686,0.717045537,0.65
718,Okene,Owan East,2023,Okene,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.275677686,0.717045537,0.65
719,Olamabolo,Owan East,2020,Olamabolo,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.317039805,0.728185686,0.65
720,Olamabolo,Owan East,2023,Olamabolo,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.317039805,0.728185686,0.65
721,Omala,Keana,2020,Omala,0.8,0.8,0.8,0.8,1,august,223,PBO(2021),0.455368605,0.74434768,0.65
722,Omala,Keana,2023,Omala,0.8,0.8,0.8,0.8,2,august,1318,PBO(2021),0.455368605,0.74434768,0.65
723,Yagba East,Oke-Ero,2020,Yagba East,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.291276571,0.721850099,0.65
724,Yagba East,Oke-Ero,2023,Yagba East,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.291276571,0.721850099,0.65
725,Ifelodun1,Oke-Ero,2020,Ifelodun1,0.8,0.8,0.8,0.8,1,july,186,NewGen(2021),0.357982328,0.9,0.61
726,Ifelodun1,Oke-Ero,2023,Ifelodun1,0.8,0.8,0.8,0.8,2,july,1281,NewGen(2021),0.357982328,0.9,0.61
727,Ilorin East,Oke-Ero,2020,Ilorin East,0.8,0.8,0.8,0.8,1,july,186,NewGen(2021),0.350824888,0.9,0.61
728,Ilorin East,Oke-Ero,2023,Ilorin East,0.8,0.8,0.8,0.8,2,july,1281,NewGen(2021),0.350824888,0.9,0.61
729,Ilorin South,Oke-Ero,2020,Ilorin South,0.8,0.8,0.8,0.8,1,july,186,NewGen(2021),0.316790933,0.9,0.61
730,Ilorin South,Oke-Ero,2023,Ilorin South,0.8,0.8,0.8,0.8,2,july,1281,NewGen(2021),0.316790933,0.9,0.61
731,Ilorin West,Owan East,2020,Ilorin West,0.8,0.8,0.8,0.8,1,march,131,NewGen(2021),0.300629985,0.9,0.61
732,Ilorin West,Owan East,2023,Ilorin West,0.8,0.8,0.8,0.8,2,march,1226,NewGen(2021),0.300629985,0.9,0.61
733,Irepodun1,Owan East,2020,Irepodun1,0.8,0.8,0.8,0.8,1,march,131,NewGen(2021),0.354587436,0.9,0.61
734,Irepodun1,Owan East,2023,Irepodun1,0.8,0.8,0.8,0.8,2,march,1226,NewGen(2021),0.354587436,0.9,0.61
735,Itesiwaju,Akinyele,2020,Itesiwaju,0.8,0.8,0.8,0.8,1,may,131,Dual Al+PBO 2020,0.428195908,0.742555826,0.65
736,Itesiwaju,Akinyele,2023,Itesiwaju,0.8,0.8,0.8,0.8,2,may,1226,Dual Al+PBO 2020,0.428195908,0.742555826,0.65
737,Isin,Oke-Ero,2020,Isin,0.8,0.8,0.8,0.8,1,july,186,NewGen(2021),0.349688854,0.9,0.61
738,Isin,Oke-Ero,2023,Isin,0.8,0.8,0.8,0.8,2,july,1281,NewGen(2021),0.349688854,0.9,0.61
739,Kaiama,Oke-Ero,2020,Kaiama,0.8,0.8,0.8,0.8,1,july,186,NewGen(2021),0.409404988,0.9,0.61
740,Kaiama,Oke-Ero,2023,Kaiama,0.8,0.8,0.8,0.8,2,july,1281,NewGen(2021),0.409404988,0.9,0.61
741,Moro,Oke-Ero,2020,Moro,0.8,0.8,0.8,0.8,1,july,186,NewGen(2021),0.336971467,0.9,0.61
742,Moro,Oke-Ero,2023,Moro,0.8,0.8,0.8,0.8,2,july,1281,NewGen(2021),0.336971467,0.9,0.61
743,Offa,Akinyele,2020,Offa,0.8,0.8,0.8,0.8,1,may,131,NewGen(2021),0.350724749,0.9,0.61
744,Offa,Akinyele,2023,Offa,0.8,0.8,0.8,0.8,2,may,1226,NewGen(2021),0.350724749,0.9,0.61
745,Oke-Ero,Oke-Ero,2020,Oke-Ero,0.8,0.8,0.8,0.8,1,july,186,NewGen(2021),0.328086235,0.9,0.61
746,Oke-Ero,Oke-Ero,2023,Oke-Ero,0.8,0.8,0.8,0.8,2,july,1281,NewGen(2021),0.328086235,0.9,0.61
747,Kajola,Akinyele,2020,Kajola,0.8,0.8,0.8,0.8,1,may,131,Dual Al+PBO 2020,0.406200649,0.740764438,0.65
748,Kajola,Akinyele,2023,Kajola,0.8,0.8,0.8,0.8,2,may,1226,Dual Al+PBO 2020,0.406200649,0.740764438,0.65
749,Oyun,Oke-Ero,2020,Oyun,0.8,0.8,0.8,0.8,1,july,186,NewGen(2021),0.379244204,0.9,0.61
750,Oyun,Oke-Ero,2023,Oyun,0.8,0.8,0.8,0.8,2,july,1281,NewGen(2021),0.379244204,0.9,0.61
751,Pategi,Oke-Ero,2020,Pategi,0.8,0.8,0.8,0.8,1,july,186,NewGen(2021),0.318277299,0.9,0.61
752,Pategi,Oke-Ero,2023,Pategi,0.8,0.8,0.8,0.8,2,july,1281,NewGen(2021),0.318277299,0.9,0.61
753,Agege,Uzo-Uwani,2020,Agege,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.445938468,0.743771706,0.65
754,Agege,Uzo-Uwani,2023,Agege,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.445938468,0.743771706,0.65
755,Ajeromi-Ifelodun,Uzo-Uwani,2020,Ajeromi-Ifelodun,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.442448497,0.743546776,0.65
756,Ajeromi-Ifelodun,Uzo-Uwani,2023,Ajeromi-Ifelodun,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.442448497,0.743546776,0.65
757,Alimosho,Uzo-Uwani,2020,Alimosho,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.431973509,0.742830344,0.65
758,Alimosho,Uzo-Uwani,2023,Alimosho,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.431973509,0.742830344,0.65
759,Apapa,Isoko South,2020,Apapa,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.464571223,0.74486815,0.65
760,Apapa,Isoko South,2023,Apapa,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.464571223,0.74486815,0.65
761,Epe,Uzo-Uwani,2020,Epe,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.40174632,0.740357052,0.65
762,Epe,Uzo-Uwani,2023,Epe,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.40174632,0.740357052,0.65
763,Ifako-Ijaye,Uzo-Uwani,2020,Ifako-Ijaye,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.390672088,0.739269859,0.65
764,Ifako-Ijaye,Uzo-Uwani,2023,Ifako-Ijaye,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.390672088,0.739269859,0.65
765,Ikeja,Uzo-Uwani,2020,Ikeja,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.481253048,0.745718207,0.65
766,Ikeja,Uzo-Uwani,2023,Ikeja,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.481253048,0.745718207,0.65
767,Mushin,Isoko South,2020,Mushin,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.475938767,0.745459626,0.65
768,Mushin,Isoko South,2023,Mushin,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.475938767,0.745459626,0.65
769,Ojo,Isoko South,2020,Ojo,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.435361631,0.7430691,0.65
770,Ojo,Isoko South,2023,Ojo,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.435361631,0.7430691,0.65
771,Oshodi-Isolo,Uzo-Uwani,2020,Oshodi-Isolo,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.465655625,0.744926945,0.65
772,Oshodi-Isolo,Uzo-Uwani,2023,Oshodi-Isolo,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.465655625,0.744926945,0.65
773,Surulere1,Oke-Ero,2020,Surulere1,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.464358896,0.744856578,0.65
774,Surulere1,Oke-Ero,2023,Surulere1,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.464358896,0.744856578,0.65
