adm1,LGA,smc_plan1,repDS,peak,simday,year,round,duration,coverage_high_access,coverage_low_access,max_age
Jigawa,Taura,SMC,Taura,july,1376,2023,4,-1,1,0.6,5
Jigawa,Yankwashi,SMC,Babura,may,1223,2023,1,-1,1,0.6,5
Jigawa,Yankwashi,SMC,Babura,may,1253,2023,2,-1,1,0.6,5
Jigawa,Yankwashi,SMC,Babura,may,1283,2023,3,-1,1,0.6,5
Jigawa,Yankwashi,SMC,Babura,may,1313,2023,4,-1,1,0.6,5
Jigawa,Kiyawa,SMC,Takali,september,1342,2023,1,-1,1,0.6,5
Jigawa,Kiyawa,SMC,Takali,september,1372,2023,2,-1,1,0.6,5
Jigawa,Kiyawa,SMC,Takali,september,1402,2023,3,-1,1,0.6,5
Jigawa,Kiyawa,SMC,Takali,september,1432,2023,4,-1,1,0.6,5
Kano,Ajingi,SMC,Taura,july,1286,2023,1,-1,1,0.6,5
Kano,Ajingi,SMC,Taura,july,1316,2023,2,-1,1,0.6,5
Kano,Ajingi,SMC,Taura,july,1346,2023,3,-1,1,0.6,5
Kano,Ajingi,SMC,Taura,july,1376,2023,4,-1,1,0.6,5
Kano,Albasu,SMC,Takali,september,1342,2023,1,-1,1,0.6,5
Kano,Albasu,SMC,Takali,september,1372,2023,2,-1,1,0.6,5
Kano,Albasu,SMC,Takali,september,1402,2023,3,-1,1,0.6,5
Kano,Albasu,SMC,Takali,september,1432,2023,4,-1,1,0.6,5
Kano,Bagwai,SMC,Babura,may,1223,2023,1,-1,1,0.6,5
Kano,Bagwai,SMC,Babura,may,1253,2023,2,-1,1,0.6,5
Kano,Bagwai,SMC,Babura,may,1283,2023,3,-1,1,0.6,5
Kano,Bagwai,SMC,Babura,may,1313,2023,4,-1,1,0.6,5
Kano,Bebeji,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Bebeji,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Bebeji,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Bebeji,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Kano,Bichi,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Bichi,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Bichi,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Bichi,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Kano,Bunkure,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Bunkure,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Bunkure,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Bunkure,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Kano,Dala,SMC,Alkaleri,july,1286,2023,1,-1,1,0.6,5
Kano,Dala,SMC,Alkaleri,july,1316,2023,2,-1,1,0.6,5
Kano,Dala,SMC,Alkaleri,july,1346,2023,3,-1,1,0.6,5
Kano,Dala,SMC,Alkaleri,july,1376,2023,4,-1,1,0.6,5
Kano,Dambatta,SMC,Babura,may,1223,2023,1,-1,1,0.6,5
Kano,Dambatta,SMC,Babura,may,1253,2023,2,-1,1,0.6,5
Kano,Dambatta,SMC,Babura,may,1283,2023,3,-1,1,0.6,5
Kano,Dambatta,SMC,Babura,may,1313,2023,4,-1,1,0.6,5
Kano,Dawakin Kudu,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Dawakin Kudu,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Dawakin Kudu,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Dawakin Kudu,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Kano,Dawakin Tofa,SMC,Taura,july,1286,2023,1,-1,1,0.6,5
Kano,Dawakin Tofa,SMC,Taura,july,1316,2023,2,-1,1,0.6,5
Kano,Dawakin Tofa,SMC,Taura,july,1346,2023,3,-1,1,0.6,5
Kano,Dawakin Tofa,SMC,Taura,july,1376,2023,4,-1,1,0.6,5
Kano,Doguwa,SMC,Giwa,august,1314,2023,1,-1,1,0.6,5
Kano,Doguwa,SMC,Giwa,august,1344,2023,2,-1,1,0.6,5
Kano,Doguwa,SMC,Giwa,august,1374,2023,3,-1,1,0.6,5
Kano,Doguwa,SMC,Giwa,august,1404,2023,4,-1,1,0.6,5
Kano,Fagge,SMC,Alkaleri,july,1286,2023,1,-1,1,0.6,5
Kano,Fagge,SMC,Alkaleri,july,1316,2023,2,-1,1,0.6,5
Kano,Fagge,SMC,Alkaleri,july,1346,2023,3,-1,1,0.6,5
Kano,Fagge,SMC,Alkaleri,july,1376,2023,4,-1,1,0.6,5
Kano,Gabasawa,SMC,Taura,july,1286,2023,1,-1,1,0.6,5
Kano,Gabasawa,SMC,Taura,july,1316,2023,2,-1,1,0.6,5
Kano,Gabasawa,SMC,Taura,july,1346,2023,3,-1,1,0.6,5
Kano,Gabasawa,SMC,Taura,july,1376,2023,4,-1,1,0.6,5
Kano,Garko,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Garko,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Garko,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Garko,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Kano,Garum Mallam,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Garum Mallam,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Garum Mallam,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Garum Mallam,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Kano,Gaya,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Gaya,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Gaya,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Gaya,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Kano,Gezawa,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Gezawa,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Gezawa,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Gezawa,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Kano,Gwale,SMC,Alkaleri,july,1286,2023,1,-1,1,0.6,5
Kano,Gwale,SMC,Alkaleri,july,1316,2023,2,-1,1,0.6,5
Kano,Gwale,SMC,Alkaleri,july,1346,2023,3,-1,1,0.6,5
Kano,Gwale,SMC,Alkaleri,july,1376,2023,4,-1,1,0.6,5
Kano,Gwarzo,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Gwarzo,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Gwarzo,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Gwarzo,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Kano,Kabo,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Kabo,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Kabo,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Kabo,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Kano,Kano Municipal,SMC,Alkaleri,july,1286,2023,1,-1,1,0.6,5
Kano,Kano Municipal,SMC,Alkaleri,july,1316,2023,2,-1,1,0.6,5
Kano,Kano Municipal,SMC,Alkaleri,july,1346,2023,3,-1,1,0.6,5
Kano,Kano Municipal,SMC,Alkaleri,july,1376,2023,4,-1,1,0.6,5
Kano,Karaye,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Karaye,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Karaye,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Karaye,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Kano,Kibiya,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Kibiya,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Kibiya,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Kibiya,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Kano,Kiru,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Kiru,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Kiru,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Kiru,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Kano,Kumbotso,SMC,Taura,july,1286,2023,1,-1,1,0.6,5
Kano,Kumbotso,SMC,Taura,july,1316,2023,2,-1,1,0.6,5
Kano,Kumbotso,SMC,Taura,july,1346,2023,3,-1,1,0.6,5
Kano,Kumbotso,SMC,Taura,july,1376,2023,4,-1,1,0.6,5
Kano,Kunchi,SMC,Babura,may,1223,2023,1,-1,1,0.6,5
Kano,Kunchi,SMC,Babura,may,1253,2023,2,-1,1,0.6,5
Kano,Kunchi,SMC,Babura,may,1283,2023,3,-1,1,0.6,5
Kano,Kunchi,SMC,Babura,may,1313,2023,4,-1,1,0.6,5
Kano,Kura,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Kura,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Kura,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Kura,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Kano,Madobi,SMC,Taura,july,1286,2023,1,-1,1,0.6,5
Kano,Madobi,SMC,Taura,july,1316,2023,2,-1,1,0.6,5
Kano,Madobi,SMC,Taura,july,1346,2023,3,-1,1,0.6,5
Kano,Madobi,SMC,Taura,july,1376,2023,4,-1,1,0.6,5
Kano,Makoda,SMC,Babura,may,1223,2023,1,-1,1,0.6,5
Kano,Makoda,SMC,Babura,may,1253,2023,2,-1,1,0.6,5
Kano,Makoda,SMC,Babura,may,1283,2023,3,-1,1,0.6,5
Kano,Makoda,SMC,Babura,may,1313,2023,4,-1,1,0.6,5
Kano,Minjibir,SMC,Taura,july,1286,2023,1,-1,1,0.6,5
Kano,Minjibir,SMC,Taura,july,1316,2023,2,-1,1,0.6,5
Kano,Minjibir,SMC,Taura,july,1346,2023,3,-1,1,0.6,5
Kano,Minjibir,SMC,Taura,july,1376,2023,4,-1,1,0.6,5
Kano,Nasarawa1,SMC,Alkaleri,july,1286,2023,1,-1,1,0.6,5
Kano,Nasarawa1,SMC,Alkaleri,july,1316,2023,2,-1,1,0.6,5
Kano,Nasarawa1,SMC,Alkaleri,july,1346,2023,3,-1,1,0.6,5
Kano,Nasarawa1,SMC,Alkaleri,july,1376,2023,4,-1,1,0.6,5
Kano,Rano,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Rano,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Rano,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Rano,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Kano,Rimin Gado,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Rimin Gado,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Rimin Gado,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Rimin Gado,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Kano,Rogo,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Rogo,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Rogo,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Rogo,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Kano,Shanono,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Shanono,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Shanono,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Shanono,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Kano,Sumaila,SMC,Takali,september,1342,2023,1,-1,1,0.6,5
Kano,Sumaila,SMC,Takali,september,1372,2023,2,-1,1,0.6,5
Kano,Sumaila,SMC,Takali,september,1402,2023,3,-1,1,0.6,5
Kano,Sumaila,SMC,Takali,september,1432,2023,4,-1,1,0.6,5
Kano,Takali,SMC,Takali,september,1342,2023,1,-1,1,0.6,5
Kano,Takali,SMC,Takali,september,1372,2023,2,-1,1,0.6,5
Kano,Takali,SMC,Takali,september,1402,2023,3,-1,1,0.6,5
Kano,Takali,SMC,Takali,september,1432,2023,4,-1,1,0.6,5
Kano,Tarauni,SMC,Alkaleri,july,1286,2023,1,-1,1,0.6,5
Kano,Tarauni,SMC,Alkaleri,july,1316,2023,2,-1,1,0.6,5
Kano,Tarauni,SMC,Alkaleri,july,1346,2023,3,-1,1,0.6,5
Kano,Tarauni,SMC,Alkaleri,july,1376,2023,4,-1,1,0.6,5
Kano,Tofa,SMC,Taura,july,1286,2023,1,-1,1,0.6,5
Kano,Tofa,SMC,Taura,july,1316,2023,2,-1,1,0.6,5
Kano,Tofa,SMC,Taura,july,1346,2023,3,-1,1,0.6,5
Kano,Tofa,SMC,Taura,july,1376,2023,4,-1,1,0.6,5
Kano,Tsanyawa,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Tsanyawa,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Tsanyawa,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Tsanyawa,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Kano,Tudun Wada,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Tudun Wada,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Tudun Wada,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Tudun Wada,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Kano,Ungogo,SMC,Taura,july,1286,2023,1,-1,1,0.6,5
Kano,Ungogo,SMC,Taura,july,1316,2023,2,-1,1,0.6,5
Kano,Ungogo,SMC,Taura,july,1346,2023,3,-1,1,0.6,5
Kano,Ungogo,SMC,Taura,july,1376,2023,4,-1,1,0.6,5
Kano,Warawa,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Warawa,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Warawa,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Warawa,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Kano,Wudil,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Kano,Wudil,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Kano,Wudil,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Kano,Wudil,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Katsina,Bakori,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Katsina,Bakori,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Katsina,Bakori,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Katsina,Bakori,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Katsina,Batagarawa,SMC,Rimi,march,1160,2023,1,-1,1,0.6,5
Katsina,Batagarawa,SMC,Rimi,march,1190,2023,2,-1,1,0.6,5
Katsina,Batagarawa,SMC,Rimi,march,1220,2023,3,-1,1,0.6,5
Katsina,Batagarawa,SMC,Rimi,march,1250,2023,4,-1,1,0.6,5
Katsina,Batsari,SMC,Rimi,march,1160,2023,1,-1,1,0.6,5
Katsina,Batsari,SMC,Rimi,march,1190,2023,2,-1,1,0.6,5
Katsina,Batsari,SMC,Rimi,march,1220,2023,3,-1,1,0.6,5
Katsina,Batsari,SMC,Rimi,march,1250,2023,4,-1,1,0.6,5
Katsina,Baure,SMC,Babura,may,1223,2023,1,-1,1,0.6,5
Katsina,Baure,SMC,Babura,may,1253,2023,2,-1,1,0.6,5
Katsina,Baure,SMC,Babura,may,1283,2023,3,-1,1,0.6,5
Katsina,Baure,SMC,Babura,may,1313,2023,4,-1,1,0.6,5
Katsina,Bindawa,SMC,Rimi,march,1160,2023,1,-1,1,0.6,5
Katsina,Bindawa,SMC,Rimi,march,1190,2023,2,-1,1,0.6,5
Katsina,Bindawa,SMC,Rimi,march,1220,2023,3,-1,1,0.6,5
Katsina,Bindawa,SMC,Rimi,march,1250,2023,4,-1,1,0.6,5
Katsina,Charanchi,SMC,Rimi,march,1160,2023,1,-1,1,0.6,5
Katsina,Charanchi,SMC,Rimi,march,1190,2023,2,-1,1,0.6,5
Katsina,Charanchi,SMC,Rimi,march,1220,2023,3,-1,1,0.6,5
Katsina,Charanchi,SMC,Rimi,march,1250,2023,4,-1,1,0.6,5
Katsina,Dan Musa,SMC,Rimi,march,1160,2023,1,-1,1,0.6,5
Katsina,Dan Musa,SMC,Rimi,march,1190,2023,2,-1,1,0.6,5
Katsina,Dan Musa,SMC,Rimi,march,1220,2023,3,-1,1,0.6,5
Katsina,Dan Musa,SMC,Rimi,march,1250,2023,4,-1,1,0.6,5
Katsina,Dandume,SMC,Giwa,august,1314,2023,1,-1,1,0.6,5
Katsina,Dandume,SMC,Giwa,august,1344,2023,2,-1,1,0.6,5
Katsina,Dandume,SMC,Giwa,august,1374,2023,3,-1,1,0.6,5
Katsina,Dandume,SMC,Giwa,august,1404,2023,4,-1,1,0.6,5
Katsina,Danja,SMC,Giwa,august,1314,2023,1,-1,1,0.6,5
Katsina,Danja,SMC,Giwa,august,1344,2023,2,-1,1,0.6,5
Katsina,Danja,SMC,Giwa,august,1374,2023,3,-1,1,0.6,5
Katsina,Danja,SMC,Giwa,august,1404,2023,4,-1,1,0.6,5
Katsina,Daura,SMC,Babura,may,1223,2023,1,-1,1,0.6,5
Katsina,Daura,SMC,Babura,may,1253,2023,2,-1,1,0.6,5
Katsina,Daura,SMC,Babura,may,1283,2023,3,-1,1,0.6,5
Katsina,Daura,SMC,Babura,may,1313,2023,4,-1,1,0.6,5
Katsina,Dutsi,SMC,Rimi,march,1160,2023,1,-1,1,0.6,5
Katsina,Dutsi,SMC,Rimi,march,1190,2023,2,-1,1,0.6,5
Katsina,Dutsi,SMC,Rimi,march,1220,2023,3,-1,1,0.6,5
Katsina,Dutsi,SMC,Rimi,march,1250,2023,4,-1,1,0.6,5
Katsina,Dutsin-Ma,SMC,Rimi,march,1160,2023,1,-1,1,0.6,5
Katsina,Dutsin-Ma,SMC,Rimi,march,1190,2023,2,-1,1,0.6,5
Katsina,Dutsin-Ma,SMC,Rimi,march,1220,2023,3,-1,1,0.6,5
Katsina,Dutsin-Ma,SMC,Rimi,march,1250,2023,4,-1,1,0.6,5
Katsina,Faskari,SMC,Giwa,august,1314,2023,1,-1,1,0.6,5
Katsina,Faskari,SMC,Giwa,august,1344,2023,2,-1,1,0.6,5
Katsina,Faskari,SMC,Giwa,august,1374,2023,3,-1,1,0.6,5
Katsina,Faskari,SMC,Giwa,august,1404,2023,4,-1,1,0.6,5
Katsina,Funtua,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Katsina,Funtua,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Katsina,Funtua,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Katsina,Funtua,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Katsina,Ingawa,SMC,Rimi,march,1160,2023,1,-1,1,0.6,5
Katsina,Ingawa,SMC,Rimi,march,1190,2023,2,-1,1,0.6,5
Katsina,Ingawa,SMC,Rimi,march,1220,2023,3,-1,1,0.6,5
Katsina,Ingawa,SMC,Rimi,march,1250,2023,4,-1,1,0.6,5
Katsina,Jibia,SMC,Rimi,march,1160,2023,1,-1,1,0.6,5
Katsina,Jibia,SMC,Rimi,march,1190,2023,2,-1,1,0.6,5
Katsina,Jibia,SMC,Rimi,march,1220,2023,3,-1,1,0.6,5
Katsina,Jibia,SMC,Rimi,march,1250,2023,4,-1,1,0.6,5
Katsina,Kafur,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Katsina,Kafur,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Katsina,Kafur,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Katsina,Kafur,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Katsina,Kankara,SMC,Rimi,march,1160,2023,1,-1,1,0.6,5
Katsina,Kankara,SMC,Rimi,march,1190,2023,2,-1,1,0.6,5
Katsina,Kankara,SMC,Rimi,march,1220,2023,3,-1,1,0.6,5
Katsina,Kankara,SMC,Rimi,march,1250,2023,4,-1,1,0.6,5
Katsina,Kankia,SMC,Rimi,march,1160,2023,1,-1,1,0.6,5
Katsina,Kankia,SMC,Rimi,march,1190,2023,2,-1,1,0.6,5
Katsina,Kankia,SMC,Rimi,march,1220,2023,3,-1,1,0.6,5
Katsina,Kankia,SMC,Rimi,march,1250,2023,4,-1,1,0.6,5
Katsina,Katsina,SMC,Rimi,march,1160,2023,1,-1,1,0.6,5
Katsina,Katsina,SMC,Rimi,march,1190,2023,2,-1,1,0.6,5
Katsina,Katsina,SMC,Rimi,march,1220,2023,3,-1,1,0.6,5
Katsina,Katsina,SMC,Rimi,march,1250,2023,4,-1,1,0.6,5
Katsina,Kurfi,SMC,Rimi,march,1160,2023,1,-1,1,0.6,5
Katsina,Kurfi,SMC,Rimi,march,1190,2023,2,-1,1,0.6,5
Katsina,Kurfi,SMC,Rimi,march,1220,2023,3,-1,1,0.6,5
Katsina,Kurfi,SMC,Rimi,march,1250,2023,4,-1,1,0.6,5
Katsina,Kusada,SMC,Rimi,march,1160,2023,1,-1,1,0.6,5
Katsina,Kusada,SMC,Rimi,march,1190,2023,2,-1,1,0.6,5
Katsina,Kusada,SMC,Rimi,march,1220,2023,3,-1,1,0.6,5
Katsina,Kusada,SMC,Rimi,march,1250,2023,4,-1,1,0.6,5
Katsina,Mai'adua,SMC,Rimi,march,1160,2023,1,-1,1,0.6,5
Katsina,Mai'adua,SMC,Rimi,march,1190,2023,2,-1,1,0.6,5
Katsina,Mai'adua,SMC,Rimi,march,1220,2023,3,-1,1,0.6,5
Katsina,Mai'adua,SMC,Rimi,march,1250,2023,4,-1,1,0.6,5
Katsina,Malumfashi,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Katsina,Malumfashi,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Katsina,Malumfashi,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Katsina,Malumfashi,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Katsina,Mani,SMC,Rimi,march,1160,2023,1,-1,1,0.6,5
Katsina,Mani,SMC,Rimi,march,1190,2023,2,-1,1,0.6,5
Katsina,Mani,SMC,Rimi,march,1220,2023,3,-1,1,0.6,5
Katsina,Mani,SMC,Rimi,march,1250,2023,4,-1,1,0.6,5
Katsina,Mashi,SMC,Rimi,march,1160,2023,1,-1,1,0.6,5
Katsina,Mashi,SMC,Rimi,march,1190,2023,2,-1,1,0.6,5
Katsina,Mashi,SMC,Rimi,march,1220,2023,3,-1,1,0.6,5
Katsina,Mashi,SMC,Rimi,march,1250,2023,4,-1,1,0.6,5
Katsina,Matazuu,SMC,Rimi,march,1160,2023,1,-1,1,0.6,5
Katsina,Matazuu,SMC,Rimi,march,1190,2023,2,-1,1,0.6,5
Katsina,Matazuu,SMC,Rimi,march,1220,2023,3,-1,1,0.6,5
Katsina,Matazuu,SMC,Rimi,march,1250,2023,4,-1,1,0.6,5
Katsina,Musawa,SMC,Gwarzo,august,1314,2023,1,-1,1,0.6,5
Katsina,Musawa,SMC,Gwarzo,august,1344,2023,2,-1,1,0.6,5
Katsina,Musawa,SMC,Gwarzo,august,1374,2023,3,-1,1,0.6,5
Katsina,Musawa,SMC,Gwarzo,august,1404,2023,4,-1,1,0.6,5
Katsina,Rimi,SMC,Rimi,march,1160,2023,1,-1,1,0.6,5
Katsina,Rimi,SMC,Rimi,march,1190,2023,2,-1,1,0.6,5
Katsina,Rimi,SMC,Rimi,march,1220,2023,3,-1,1,0.6,5
Katsina,Rimi,SMC,Rimi,march,1250,2023,4,-1,1,0.6,5
Katsina,Sabuwa,SMC,Giwa,august,1314,2023,1,-1,1,0.6,5
Katsina,Sabuwa,SMC,Giwa,august,1344,2023,2,-1,1,0.6,5
Katsina,Sabuwa,SMC,Giwa,august,1374,2023,3,-1,1,0.6,5
Katsina,Sabuwa,SMC,Giwa,august,1404,2023,4,-1,1,0.6,5
Katsina,Safana,SMC,Babura,may,1223,2023,1,-1,1,0.6,5
Katsina,Safana,SMC,Babura,may,1253,2023,2,-1,1,0.6,5
Katsina,Safana,SMC,Babura,may,1283,2023,3,-1,1,0.6,5
Katsina,Safana,SMC,Babura,may,1313,2023,4,-1,1,0.6,5
Katsina,Sandamu,SMC,Rimi,march,1160,2023,1,-1,1,0.6,5
Katsina,Sandamu,SMC,Rimi,march,1190,2023,2,-1,1,0.6,5
Katsina,Sandamu,SMC,Rimi,march,1220,2023,3,-1,1,0.6,5
Katsina,Sandamu,SMC,Rimi,march,1250,2023,4,-1,1,0.6,5
Katsina,Zango,SMC,Babura,may,1223,2023,1,-1,1,0.6,5
Katsina,Zango,SMC,Babura,may,1253,2023,2,-1,1,0.6,5
Katsina,Zango,SMC,Babura,may,1283,2023,3,-1,1,0.6,5
Katsina,Zango,SMC,Babura,may,1313,2023,4,-1,1,0.6,5
Katsina,Kaita,SMC,Rimi,march,1160,2023,1,-1,1,0.6,5
Katsina,Kaita,SMC,Rimi,march,1190,2023,2,-1,1,0.6,5
Katsina,Kaita,SMC,Rimi,march,1220,2023,3,-1,1,0.6,5
Katsina,Kaita,SMC,Rimi,march,1250,2023,4,-1,1,0.6,5
Kebbi,Aleiro,SMC,Birnin Kebbi,august,1314,2023,1,-1,1,0.6,5
Kebbi,Aleiro,SMC,Birnin Kebbi,august,1344,2023,2,-1,1,0.6,5
Kebbi,Aleiro,SMC,Birnin Kebbi,august,1374,2023,3,-1,1,0.6,5
Kebbi,Aleiro,SMC,Birnin Kebbi,august,1404,2023,4,-1,1,0.6,5
Kebbi,Arewa-Dandi,SMC,Birnin Kebbi,august,1314,2023,1,-1,1,0.6,5
Kebbi,Arewa-Dandi,SMC,Birnin Kebbi,august,1344,2023,2,-1,1,0.6,5
Kebbi,Arewa-Dandi,SMC,Birnin Kebbi,august,1374,2023,3,-1,1,0.6,5
Kebbi,Arewa-Dandi,SMC,Birnin Kebbi,august,1404,2023,4,-1,1,0.6,5
Kebbi,Argungu,SMC,Birnin Kebbi,august,1314,2023,1,-1,1,0.6,5
Kebbi,Argungu,SMC,Birnin Kebbi,august,1344,2023,2,-1,1,0.6,5
Kebbi,Argungu,SMC,Birnin Kebbi,august,1374,2023,3,-1,1,0.6,5
Kebbi,Argungu,SMC,Birnin Kebbi,august,1404,2023,4,-1,1,0.6,5
Kebbi,Augie,SMC,Birnin Kebbi,august,1314,2023,1,-1,1,0.6,5
Kebbi,Augie,SMC,Birnin Kebbi,august,1344,2023,2,-1,1,0.6,5
Kebbi,Augie,SMC,Birnin Kebbi,august,1374,2023,3,-1,1,0.6,5
Kebbi,Augie,SMC,Birnin Kebbi,august,1404,2023,4,-1,1,0.6,5
Kebbi,Bagudo,SMC,Birnin Kebbi,august,1314,2023,1,-1,1,0.6,5
