adm1,LGA,smc_plan1,repDS,peak,simday,year,round,duration,coverage_high_access,coverage_low_access,max_age
Jigawa,Buji,SMC,Takali,september,1038,2022,3,-1,1,0.6,5
Jigawa,Buji,SMC,Takali,september,1068,2022,4,-1,1,0.6,5
Jigawa,Dutse,SMC,Takali,september,978,2022,1,-1,1,0.6,5
Jigawa,Dutse,SMC,Takali,september,1008,2022,2,-1,1,0.6,5
Jigawa,Dutse,SMC,Takali,september,1038,2022,3,-1,1,0.6,5
Jigawa,Dutse,SMC,Takali,september,1068,2022,4,-1,1,0.6,5
Jigawa,Gagarawa,SMC,Taura,july,915,2022,1,-1,1,0.6,5
Jigawa,Gagarawa,SMC,Taura,july,945,2022,2,-1,1,0.6,5
Jigawa,Gagarawa,SMC,Taura,july,975,2022,3,-1,1,0.6,5
Jigawa,Gagarawa,SMC,Taura,july,1005,2022,4,-1,1,0.6,5
Jigawa,Garki,SMC,Babura,may,852,2022,1,-1,1,0.6,5
Jigawa,Garki,SMC,Babura,may,882,2022,2,-1,1,0.6,5
Jigawa,Garki,SMC,Babura,may,912,2022,3,-1,1,0.6,5
Jigawa,Garki,SMC,Babura,may,942,2022,4,-1,1,0.6,5
Jigawa,Gumel,SMC,Babura,may,852,2022,1,-1,1,0.6,5
Jigawa,Gumel,SMC,Babura,may,882,2022,2,-1,1,0.6,5
Jigawa,Gumel,SMC,Babura,may,912,2022,3,-1,1,0.6,5
Jigawa,Gumel,SMC,Babura,may,942,2022,4,-1,1,0.6,5
Jigawa,Guri,SMC,Taura,july,915,2022,1,-1,1,0.6,5
Jigawa,Guri,SMC,Taura,july,945,2022,2,-1,1,0.6,5
Jigawa,Guri,SMC,Taura,july,975,2022,3,-1,1,0.6,5
Jigawa,Guri,SMC,Taura,july,1005,2022,4,-1,1,0.6,5
Jigawa,Gwaram,SMC,Takali,september,978,2022,1,-1,1,0.6,5
Jigawa,Gwaram,SMC,Takali,september,1008,2022,2,-1,1,0.6,5
Jigawa,Gwaram,SMC,Takali,september,1038,2022,3,-1,1,0.6,5
Jigawa,Gwaram,SMC,Takali,september,1068,2022,4,-1,1,0.6,5
Jigawa,Gwiwa,SMC,Babura,may,852,2022,1,-1,1,0.6,5
Jigawa,Gwiwa,SMC,Babura,may,882,2022,2,-1,1,0.6,5
Jigawa,Gwiwa,SMC,Babura,may,912,2022,3,-1,1,0.6,5
Jigawa,Gwiwa,SMC,Babura,may,942,2022,4,-1,1,0.6,5
Jigawa,Hadejia,SMC,Taura,july,915,2022,1,-1,1,0.6,5
Jigawa,Hadejia,SMC,Taura,july,945,2022,2,-1,1,0.6,5
Jigawa,Hadejia,SMC,Taura,july,975,2022,3,-1,1,0.6,5
Jigawa,Hadejia,SMC,Taura,july,1005,2022,4,-1,1,0.6,5
Jigawa,Jahun,SMC,Taura,july,915,2022,1,-1,1,0.6,5
Jigawa,Jahun,SMC,Taura,july,945,2022,2,-1,1,0.6,5
Jigawa,Jahun,SMC,Taura,july,975,2022,3,-1,1,0.6,5
Jigawa,Jahun,SMC,Taura,july,1005,2022,4,-1,1,0.6,5
Jigawa,Kafin Hausa,SMC,Taura,july,915,2022,1,-1,1,0.6,5
Jigawa,Kafin Hausa,SMC,Taura,july,945,2022,2,-1,1,0.6,5
Jigawa,Kafin Hausa,SMC,Taura,july,975,2022,3,-1,1,0.6,5
Jigawa,Kafin Hausa,SMC,Taura,july,1005,2022,4,-1,1,0.6,5
Jigawa,Kaugama,SMC,Taura,july,915,2022,1,-1,1,0.6,5
Jigawa,Kaugama,SMC,Taura,july,945,2022,2,-1,1,0.6,5
Jigawa,Kaugama,SMC,Taura,july,975,2022,3,-1,1,0.6,5
Jigawa,Kaugama,SMC,Taura,july,1005,2022,4,-1,1,0.6,5
Jigawa,Kazaure,SMC,Babura,may,852,2022,1,-1,1,0.6,5
Jigawa,Kazaure,SMC,Babura,may,882,2022,2,-1,1,0.6,5
Jigawa,Kazaure,SMC,Babura,may,912,2022,3,-1,1,0.6,5
Jigawa,Kazaure,SMC,Babura,may,942,2022,4,-1,1,0.6,5
Jigawa,Kiri Kasamma,SMC,Taura,july,915,2022,1,-1,1,0.6,5
Jigawa,Kiri Kasamma,SMC,Taura,july,945,2022,2,-1,1,0.6,5
Jigawa,Kiri Kasamma,SMC,Taura,july,975,2022,3,-1,1,0.6,5
Jigawa,Kiri Kasamma,SMC,Taura,july,1005,2022,4,-1,1,0.6,5
Jigawa,Maigatari,SMC,Babura,may,852,2022,1,-1,1,0.6,5
Jigawa,Maigatari,SMC,Babura,may,882,2022,2,-1,1,0.6,5
Jigawa,Maigatari,SMC,Babura,may,912,2022,3,-1,1,0.6,5
Jigawa,Maigatari,SMC,Babura,may,942,2022,4,-1,1,0.6,5
Jigawa,Malam Madori,SMC,Taura,july,915,2022,1,-1,1,0.6,5
Jigawa,Malam Madori,SMC,Taura,july,945,2022,2,-1,1,0.6,5
Jigawa,Malam Madori,SMC,Taura,july,975,2022,3,-1,1,0.6,5
Jigawa,Malam Madori,SMC,Taura,july,1005,2022,4,-1,1,0.6,5
Jigawa,Miga,SMC,Taura,july,915,2022,1,-1,1,0.6,5
Jigawa,Miga,SMC,Taura,july,945,2022,2,-1,1,0.6,5
Jigawa,Miga,SMC,Taura,july,975,2022,3,-1,1,0.6,5
Jigawa,Miga,SMC,Taura,july,1005,2022,4,-1,1,0.6,5
Jigawa,Ringim,SMC,Taura,july,915,2022,1,-1,1,0.6,5
Jigawa,Ringim,SMC,Taura,july,945,2022,2,-1,1,0.6,5
Jigawa,Ringim,SMC,Taura,july,975,2022,3,-1,1,0.6,5
Jigawa,Ringim,SMC,Taura,july,1005,2022,4,-1,1,0.6,5
Jigawa,Roni,SMC,Babura,may,852,2022,1,-1,1,0.6,5
Jigawa,Roni,SMC,Babura,may,882,2022,2,-1,1,0.6,5
Jigawa,Roni,SMC,Babura,may,912,2022,3,-1,1,0.6,5
Jigawa,Roni,SMC,Babura,may,942,2022,4,-1,1,0.6,5
Jigawa,Sule-Tankarkar,SMC,Babura,may,852,2022,1,-1,1,0.6,5
Jigawa,Sule-Tankarkar,SMC,Babura,may,882,2022,2,-1,1,0.6,5
Jigawa,Sule-Tankarkar,SMC,Babura,may,912,2022,3,-1,1,0.6,5
Jigawa,Sule-Tankarkar,SMC,Babura,may,942,2022,4,-1,1,0.6,5
Jigawa,Taura,SMC,Taura,july,915,2022,1,-1,1,0.6,5
Jigawa,Taura,SMC,Taura,july,945,2022,2,-1,1,0.6,5
Jigawa,Taura,SMC,Taura,july,975,2022,3,-1,1,0.6,5
Jigawa,Taura,SMC,Taura,july,1005,2022,4,-1,1,0.6,5
Jigawa,Yankwashi,SMC,Babura,may,852,2022,1,-1,1,0.6,5
Jigawa,Yankwashi,SMC,Babura,may,882,2022,2,-1,1,0.6,5
Jigawa,Yankwashi,SMC,Babura,may,912,2022,3,-1,1,0.6,5
Jigawa,Yankwashi,SMC,Babura,may,942,2022,4,-1,1,0.6,5
Jigawa,Kiyawa,SMC,Takali,september,978,2022,1,-1,1,0.6,5
Jigawa,Kiyawa,SMC,Takali,september,1008,2022,2,-1,1,0.6,5
Jigawa,Kiyawa,SMC,Takali,september,1038,2022,3,-1,1,0.6,5
Jigawa,Kiyawa,SMC,Takali,september,1068,2022,4,-1,1,0.6,5
Kano,Ajingi,SMC,Taura,july,915,2022,1,-1,1,0.6,5
Kano,Ajingi,SMC,Taura,july,945,2022,2,-1,1,0.6,5
Kano,Ajingi,SMC,Taura,july,975,2022,3,-1,1,0.6,5
Kano,Ajingi,SMC,Taura,july,1005,2022,4,-1,1,0.6,5
Kano,Albasu,SMC,Takali,september,978,2022,1,-1,1,0.6,5
Kano,Albasu,SMC,Takali,september,1008,2022,2,-1,1,0.6,5
Kano,Albasu,SMC,Takali,september,1038,2022,3,-1,1,0.6,5
Kano,Albasu,SMC,Takali,september,1068,2022,4,-1,1,0.6,5
Kano,Bagwai,SMC,Babura,may,852,2022,1,-1,1,0.6,5
Kano,Bagwai,SMC,Babura,may,882,2022,2,-1,1,0.6,5
Kano,Bagwai,SMC,Babura,may,912,2022,3,-1,1,0.6,5
Kano,Bagwai,SMC,Babura,may,942,2022,4,-1,1,0.6,5
Kano,Bebeji,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Bebeji,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Bebeji,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Bebeji,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Kano,Bichi,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Bichi,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Bichi,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Bichi,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Kano,Bunkure,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Bunkure,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Bunkure,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Bunkure,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Kano,Dala,SMC,Alkaleri,july,915,2022,1,-1,1,0.6,5
Kano,Dala,SMC,Alkaleri,july,945,2022,2,-1,1,0.6,5
Kano,Dala,SMC,Alkaleri,july,975,2022,3,-1,1,0.6,5
Kano,Dala,SMC,Alkaleri,july,1005,2022,4,-1,1,0.6,5
Kano,Dambatta,SMC,Babura,may,852,2022,1,-1,1,0.6,5
Kano,Dambatta,SMC,Babura,may,882,2022,2,-1,1,0.6,5
Kano,Dambatta,SMC,Babura,may,912,2022,3,-1,1,0.6,5
Kano,Dambatta,SMC,Babura,may,942,2022,4,-1,1,0.6,5
Kano,Dawakin Kudu,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Dawakin Kudu,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Dawakin Kudu,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Dawakin Kudu,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Kano,Dawakin Tofa,SMC,Taura,july,915,2022,1,-1,1,0.6,5
Kano,Dawakin Tofa,SMC,Taura,july,945,2022,2,-1,1,0.6,5
Kano,Dawakin Tofa,SMC,Taura,july,975,2022,3,-1,1,0.6,5
Kano,Dawakin Tofa,SMC,Taura,july,1005,2022,4,-1,1,0.6,5
Kano,Doguwa,SMC,Giwa,august,950,2022,1,-1,1,0.6,5
Kano,Doguwa,SMC,Giwa,august,980,2022,2,-1,1,0.6,5
Kano,Doguwa,SMC,Giwa,august,1010,2022,3,-1,1,0.6,5
Kano,Doguwa,SMC,Giwa,august,1040,2022,4,-1,1,0.6,5
Kano,Fagge,SMC,Alkaleri,july,915,2022,1,-1,1,0.6,5
Kano,Fagge,SMC,Alkaleri,july,945,2022,2,-1,1,0.6,5
Kano,Fagge,SMC,Alkaleri,july,975,2022,3,-1,1,0.6,5
Kano,Fagge,SMC,Alkaleri,july,1005,2022,4,-1,1,0.6,5
Kano,Gabasawa,SMC,Taura,july,915,2022,1,-1,1,0.6,5
Kano,Gabasawa,SMC,Taura,july,945,2022,2,-1,1,0.6,5
Kano,Gabasawa,SMC,Taura,july,975,2022,3,-1,1,0.6,5
Kano,Gabasawa,SMC,Taura,july,1005,2022,4,-1,1,0.6,5
Kano,Garko,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Garko,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Garko,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Garko,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Kano,Garum Mallam,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Garum Mallam,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Garum Mallam,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Garum Mallam,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Kano,Gaya,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Gaya,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Gaya,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Gaya,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Kano,Gezawa,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Gezawa,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Gezawa,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Gezawa,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Kano,Gwale,SMC,Alkaleri,july,915,2022,1,-1,1,0.6,5
Kano,Gwale,SMC,Alkaleri,july,945,2022,2,-1,1,0.6,5
Kano,Gwale,SMC,Alkaleri,july,975,2022,3,-1,1,0.6,5
Kano,Gwale,SMC,Alkaleri,july,1005,2022,4,-1,1,0.6,5
Kano,Gwarzo,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Gwarzo,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Gwarzo,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Gwarzo,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Kano,Kabo,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Kabo,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Kabo,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Kabo,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Kano,Kano Municipal,SMC,Alkaleri,july,915,2022,1,-1,1,0.6,5
Kano,Kano Municipal,SMC,Alkaleri,july,945,2022,2,-1,1,0.6,5
Kano,Kano Municipal,SMC,Alkaleri,july,975,2022,3,-1,1,0.6,5
Kano,Kano Municipal,SMC,Alkaleri,july,1005,2022,4,-1,1,0.6,5
Kano,Karaye,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Karaye,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Karaye,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Karaye,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Kano,Kibiya,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Kibiya,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Kibiya,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Kibiya,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Kano,Kiru,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Kiru,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Kiru,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Kiru,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Kano,Kumbotso,SMC,Taura,july,915,2022,1,-1,1,0.6,5
Kano,Kumbotso,SMC,Taura,july,945,2022,2,-1,1,0.6,5
Kano,Kumbotso,SMC,Taura,july,975,2022,3,-1,1,0.6,5
Kano,Kumbotso,SMC,Taura,july,1005,2022,4,-1,1,0.6,5
Kano,Kunchi,SMC,Babura,may,852,2022,1,-1,1,0.6,5
Kano,Kunchi,SMC,Babura,may,882,2022,2,-1,1,0.6,5
Kano,Kunchi,SMC,Babura,may,912,2022,3,-1,1,0.6,5
Kano,Kunchi,SMC,Babura,may,942,2022,4,-1,1,0.6,5
Kano,Kura,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Kura,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Kura,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Kura,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Kano,Madobi,SMC,Taura,july,915,2022,1,-1,1,0.6,5
Kano,Madobi,SMC,Taura,july,945,2022,2,-1,1,0.6,5
Kano,Madobi,SMC,Taura,july,975,2022,3,-1,1,0.6,5
Kano,Madobi,SMC,Taura,july,1005,2022,4,-1,1,0.6,5
Kano,Makoda,SMC,Babura,may,852,2022,1,-1,1,0.6,5
Kano,Makoda,SMC,Babura,may,882,2022,2,-1,1,0.6,5
Kano,Makoda,SMC,Babura,may,912,2022,3,-1,1,0.6,5
Kano,Makoda,SMC,Babura,may,942,2022,4,-1,1,0.6,5
Kano,Minjibir,SMC,Taura,july,915,2022,1,-1,1,0.6,5
Kano,Minjibir,SMC,Taura,july,945,2022,2,-1,1,0.6,5
Kano,Minjibir,SMC,Taura,july,975,2022,3,-1,1,0.6,5
Kano,Minjibir,SMC,Taura,july,1005,2022,4,-1,1,0.6,5
Kano,Nasarawa1,SMC,Alkaleri,july,915,2022,1,-1,1,0.6,5
Kano,Nasarawa1,SMC,Alkaleri,july,945,2022,2,-1,1,0.6,5
Kano,Nasarawa1,SMC,Alkaleri,july,975,2022,3,-1,1,0.6,5
Kano,Nasarawa1,SMC,Alkaleri,july,1005,2022,4,-1,1,0.6,5
Kano,Rano,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Rano,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Rano,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Rano,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Kano,Rimin Gado,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Rimin Gado,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Rimin Gado,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Rimin Gado,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Kano,Rogo,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Rogo,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Rogo,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Rogo,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Kano,Shanono,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Shanono,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Shanono,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Shanono,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Kano,Sumaila,SMC,Takali,september,978,2022,1,-1,1,0.6,5
Kano,Sumaila,SMC,Takali,september,1008,2022,2,-1,1,0.6,5
Kano,Sumaila,SMC,Takali,september,1038,2022,3,-1,1,0.6,5
Kano,Sumaila,SMC,Takali,september,1068,2022,4,-1,1,0.6,5
Kano,Takali,SMC,Takali,september,978,2022,1,-1,1,0.6,5
Kano,Takali,SMC,Takali,september,1008,2022,2,-1,1,0.6,5
Kano,Takali,SMC,Takali,september,1038,2022,3,-1,1,0.6,5
Kano,Takali,SMC,Takali,september,1068,2022,4,-1,1,0.6,5
Kano,Tarauni,SMC,Alkaleri,july,915,2022,1,-1,1,0.6,5
Kano,Tarauni,SMC,Alkaleri,july,945,2022,2,-1,1,0.6,5
Kano,Tarauni,SMC,Alkaleri,july,975,2022,3,-1,1,0.6,5
Kano,Tarauni,SMC,Alkaleri,july,1005,2022,4,-1,1,0.6,5
Kano,Tofa,SMC,Taura,july,915,2022,1,-1,1,0.6,5
Kano,Tofa,SMC,Taura,july,945,2022,2,-1,1,0.6,5
Kano,Tofa,SMC,Taura,july,975,2022,3,-1,1,0.6,5
Kano,Tofa,SMC,Taura,july,1005,2022,4,-1,1,0.6,5
Kano,Tsanyawa,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Tsanyawa,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Tsanyawa,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Tsanyawa,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Kano,Tudun Wada,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Tudun Wada,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Tudun Wada,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Tudun Wada,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Kano,Ungogo,SMC,Taura,july,915,2022,1,-1,1,0.6,5
Kano,Ungogo,SMC,Taura,july,945,2022,2,-1,1,0.6,5
Kano,Ungogo,SMC,Taura,july,975,2022,3,-1,1,0.6,5
Kano,Ungogo,SMC,Taura,july,1005,2022,4,-1,1,0.6,5
Kano,Warawa,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Warawa,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Warawa,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Warawa,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Kano,Wudil,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Kano,Wudil,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Kano,Wudil,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Kano,Wudil,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Katsina,Bakori,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Katsina,Bakori,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Katsina,Bakori,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Katsina,Bakori,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Katsina,Batagarawa,SMC,Rimi,march,796,2022,1,-1,1,0.6,5
Katsina,Batagarawa,SMC,Rimi,march,826,2022,2,-1,1,0.6,5
Katsina,Batagarawa,SMC,Rimi,march,856,2022,3,-1,1,0.6,5
Katsina,Batagarawa,SMC,Rimi,march,886,2022,4,-1,1,0.6,5
Katsina,Batsari,SMC,Rimi,march,796,2022,1,-1,1,0.6,5
Katsina,Batsari,SMC,Rimi,march,826,2022,2,-1,1,0.6,5
Katsina,Batsari,SMC,Rimi,march,856,2022,3,-1,1,0.6,5
Katsina,Batsari,SMC,Rimi,march,886,2022,4,-1,1,0.6,5
Katsina,Baure,SMC,Babura,may,852,2022,1,-1,1,0.6,5
Katsina,Baure,SMC,Babura,may,882,2022,2,-1,1,0.6,5
Katsina,Baure,SMC,Babura,may,912,2022,3,-1,1,0.6,5
Katsina,Baure,SMC,Babura,may,942,2022,4,-1,1,0.6,5
Katsina,Bindawa,SMC,Rimi,march,796,2022,1,-1,1,0.6,5
Katsina,Bindawa,SMC,Rimi,march,826,2022,2,-1,1,0.6,5
Katsina,Bindawa,SMC,Rimi,march,856,2022,3,-1,1,0.6,5
Katsina,Bindawa,SMC,Rimi,march,886,2022,4,-1,1,0.6,5
Katsina,Charanchi,SMC,Rimi,march,796,2022,1,-1,1,0.6,5
Katsina,Charanchi,SMC,Rimi,march,826,2022,2,-1,1,0.6,5
Katsina,Charanchi,SMC,Rimi,march,856,2022,3,-1,1,0.6,5
Katsina,Charanchi,SMC,Rimi,march,886,2022,4,-1,1,0.6,5
Katsina,Dan Musa,SMC,Rimi,march,796,2022,1,-1,1,0.6,5
Katsina,Dan Musa,SMC,Rimi,march,826,2022,2,-1,1,0.6,5
Katsina,Dan Musa,SMC,Rimi,march,856,2022,3,-1,1,0.6,5
Katsina,Dan Musa,SMC,Rimi,march,886,2022,4,-1,1,0.6,5
Katsina,Dandume,SMC,Giwa,august,950,2022,1,-1,1,0.6,5
Katsina,Dandume,SMC,Giwa,august,980,2022,2,-1,1,0.6,5
Katsina,Dandume,SMC,Giwa,august,1010,2022,3,-1,1,0.6,5
Katsina,Dandume,SMC,Giwa,august,1040,2022,4,-1,1,0.6,5
Katsina,Danja,SMC,Giwa,august,950,2022,1,-1,1,0.6,5
Katsina,Danja,SMC,Giwa,august,980,2022,2,-1,1,0.6,5
Katsina,Danja,SMC,Giwa,august,1010,2022,3,-1,1,0.6,5
Katsina,Danja,SMC,Giwa,august,1040,2022,4,-1,1,0.6,5
Katsina,Daura,SMC,Babura,may,852,2022,1,-1,1,0.6,5
Katsina,Daura,SMC,Babura,may,882,2022,2,-1,1,0.6,5
Katsina,Daura,SMC,Babura,may,912,2022,3,-1,1,0.6,5
Katsina,Daura,SMC,Babura,may,942,2022,4,-1,1,0.6,5
Katsina,Dutsi,SMC,Rimi,march,796,2022,1,-1,1,0.6,5
Katsina,Dutsi,SMC,Rimi,march,826,2022,2,-1,1,0.6,5
Katsina,Dutsi,SMC,Rimi,march,856,2022,3,-1,1,0.6,5
Katsina,Dutsi,SMC,Rimi,march,886,2022,4,-1,1,0.6,5
Katsina,Dutsin-Ma,SMC,Rimi,march,796,2022,1,-1,1,0.6,5
Katsina,Dutsin-Ma,SMC,Rimi,march,826,2022,2,-1,1,0.6,5
Katsina,Dutsin-Ma,SMC,Rimi,march,856,2022,3,-1,1,0.6,5
Katsina,Dutsin-Ma,SMC,Rimi,march,886,2022,4,-1,1,0.6,5
Katsina,Faskari,SMC,Giwa,august,950,2022,1,-1,1,0.6,5
Katsina,Faskari,SMC,Giwa,august,980,2022,2,-1,1,0.6,5
Katsina,Faskari,SMC,Giwa,august,1010,2022,3,-1,1,0.6,5
Katsina,Faskari,SMC,Giwa,august,1040,2022,4,-1,1,0.6,5
Katsina,Funtua,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Katsina,Funtua,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Katsina,Funtua,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Katsina,Funtua,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Katsina,Ingawa,SMC,Rimi,march,796,2022,1,-1,1,0.6,5
Katsina,Ingawa,SMC,Rimi,march,826,2022,2,-1,1,0.6,5
Katsina,Ingawa,SMC,Rimi,march,856,2022,3,-1,1,0.6,5
Katsina,Ingawa,SMC,Rimi,march,886,2022,4,-1,1,0.6,5
Katsina,Jibia,SMC,Rimi,march,796,2022,1,-1,1,0.6,5
Katsina,Jibia,SMC,Rimi,march,826,2022,2,-1,1,0.6,5
Katsina,Jibia,SMC,Rimi,march,856,2022,3,-1,1,0.6,5
Katsina,Jibia,SMC,Rimi,march,886,2022,4,-1,1,0.6,5
Katsina,Kafur,SMC,Gwarzo,august,950,2022,1,-1,1,0.6,5
Katsina,Kafur,SMC,Gwarzo,august,980,2022,2,-1,1,0.6,5
Katsina,Kafur,SMC,Gwarzo,august,1010,2022,3,-1,1,0.6,5
Katsina,Kafur,SMC,Gwarzo,august,1040,2022,4,-1,1,0.6,5
Katsina,Kankara,SMC,Rimi,march,796,2022,1,-1,1,0.6,5
Katsina,Kankara,SMC,Rimi,march,826,2022,2,-1,1,0.6,5
Katsina,Kankara,SMC,Rimi,march,856,2022,3,-1,1,0.6,5
Katsina,Kankara,SMC,Rimi,march,886,2022,4,-1,1,0.6,5
Katsina,Kankia,SMC,Rimi,march,796,2022,1,-1,1,0.6,5
Katsina,Kankia,SMC,Rimi,march,826,2022,2,-1,1,0.6,5
Katsina,Kankia,SMC,Rimi,march,856,2022,3,-1,1,0.6,5
Katsina,Kankia,SMC,Rimi,march,886,2022,4,-1,1,0.6,5
Katsina,Katsina,SMC,Rimi,march,796,2022,1,-1,1,0.6,5
Katsina,Katsina,SMC,Rimi,march,826,2022,2,-1,1,0.6,5
Katsina,Katsina,SMC,Rimi,march,856,2022,3,-1,1,0.6,5
Katsina,Katsina,SMC,Rimi,march,886,2022,4,-1,1,0.6,5
Katsina,Kurfi,SMC,Rimi,march,796,2022,1,-1,1,0.6,5
