LGA_old,repDS,year,LGA,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,round,peak,simday,llins_plan,mortality,kill_rate,block_initial
Ahoada West,Ahoada West,2021,Ahoada West,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.212747654,0.685818488,0.65
Ahoada West,Ahoada West,2024,Ahoada West,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.212747654,0.685818488,0.65
Andoni,Nsit Ubium,2021,Andoni,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.187807527,0.66524829,0.65
Andoni,Nsit Ubium,2024,Andoni,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.187807527,0.66524829,0.65
Asari-Toru,Ahoada West,2021,Asari-Toru,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.231108823,0.697447259,0.65
Asari-Toru,Ahoada West,2024,Asari-Toru,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.231108823,0.697447259,0.65
Bonny,Nsit Ubium,2021,Bonny,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.215646982,0.687830777,0.65
Bonny,Nsit Ubium,2024,Bonny,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.215646982,0.687830777,0.65
Eleme,Ahoada West,2021,Eleme,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.25030862,0.707154794,0.65
Eleme,Ahoada West,2024,Eleme,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.25030862,0.707154794,0.65
Emohua,Ahoada West,2021,Emohua,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.246521171,0.705410924,0.65
Emohua,Ahoada West,2024,Emohua,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.246521171,0.705410924,0.65
Etche,Ngor-Okpala,2021,Etche,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.253940946,0.70875579,0.65
Etche,Ngor-Okpala,2024,Etche,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.253940946,0.70875579,0.65
Gokana,Nsit Ubium,2021,Gokana,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.297628692,0.72358026,0.65
Gokana,Nsit Ubium,2024,Gokana,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.297628692,0.72358026,0.65
Ikwerre,Oru West,2021,Ikwerre,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.244599108,0.704495644,0.65
Ikwerre,Oru West,2024,Ikwerre,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.244599108,0.704495644,0.65
Khana,Nsit Ubium,2021,Khana,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.213023685,0.686013131,0.65
Khana,Nsit Ubium,2024,Khana,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.213023685,0.686013131,0.65
Obia/Akpor,Ahoada West,2021,Obia-Akpor,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.214169292,0.686814025,0.65
Obia/Akpor,Ahoada West,2024,Obia-Akpor,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.214169292,0.686814025,0.65
Ogba/Egbema/Ndoni,Ahoada West,2021,Ogba-Egbema-Ndoni,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.223868267,0.693166972,0.65
Ogba/Egbema/Ndoni,Ahoada West,2024,Ogba-Egbema-Ndoni,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.223868267,0.693166972,0.65
Ogu/Bolo,Nsit Ubium,2021,Ogu-Bolo,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.295928591,0.723128951,0.65
Ogu/Bolo,Nsit Ubium,2024,Ogu-Bolo,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.295928591,0.723128951,0.65
Okrika,Nsit Ubium,2021,Okrika,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.2595175,0.711085056,0.65
Okrika,Nsit Ubium,2024,Okrika,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.2595175,0.711085056,0.65
Omumma,Ngor-Okpala,2021,Omumma,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.307313641,0.725997989,0.65
Omumma,Ngor-Okpala,2024,Omumma,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.307313641,0.725997989,0.65
Opobo/Nkoro,Nsit Ubium,2021,Opobo-Nkoro,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.188571483,0.665974784,0.65
Opobo/Nkoro,Nsit Ubium,2024,Opobo-Nkoro,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.188571483,0.665974784,0.65
Oyigbo,Nsit Ubium,2021,Oyigbo,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.27812843,0.717857195,0.65
Oyigbo,Nsit Ubium,2024,Oyigbo,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.27812843,0.717857195,0.65
Port-Harcourt,Ahoada West,2021,Port-Harcourt,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.218124383,0.689495056,0.65
Port-Harcourt,Ahoada West,2024,Port-Harcourt,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.218124383,0.689495056,0.65
Tai,Nsit Ubium,2021,Tai,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.305338962,0.725525368,0.65
Tai,Nsit Ubium,2024,Tai,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.305338962,0.725525368,0.65
Akuku Toru,Ahoada West,2021,Akuku Toru,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.307675695,0.72608356,0.65
Akuku Toru,Ahoada West,2024,Akuku Toru,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.307675695,0.72608356,0.65
Mubi South,Darazo,2021,Mubi South,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.692375167,0.750873281,0.868110544
Mubi South,Darazo,2024,Mubi South,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.692375167,0.750873281,0.868110544
Ardo-Kola,Keana,2022,Ardo-Kola,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.406347907,0.740777629,0.65
Ardo-Kola,Keana,2025,Ardo-Kola,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.406347907,0.740777629,0.65
Gassol,Keana,2022,Gassol,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.374978294,0.737525302,0.65
Gassol,Keana,2025,Gassol,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.374978294,0.737525302,0.65
Bali,Keana,2022,Bali,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.504206097,0.746719166,0.654442698
Bali,Keana,2025,Bali,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.504206097,0.746719166,0.654442698
Donga,Keana,2022,Donga,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.45406133,0.7442705,0.65
Donga,Keana,2025,Donga,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.45406133,0.7442705,0.65
Ibi,Keana,2022,Ibi,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.422424747,0.742118733,0.65
Ibi,Keana,2025,Ibi,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.422424747,0.742118733,0.65
Jalingo,Keana,2022,Jalingo,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.356978455,0.735176223,0.65
Jalingo,Keana,2025,Jalingo,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.356978455,0.735176223,0.65
Yorro,Alkaleri,2022,Yorro,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.517387575,0.747219143,0.676927146
Yorro,Alkaleri,2025,Yorro,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.517387575,0.747219143,0.676927146
Potiskum,Darazo,2022,Potiskum,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.756968245,0.751484814,0.904711208
Potiskum,Darazo,2025,Potiskum,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.756968245,0.751484814,0.904711208
Karin-Lamido,Alkaleri,2022,Karin-Lamido,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.39417534,0.739625761,0.65
Karin-Lamido,Alkaleri,2025,Karin-Lamido,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.39417534,0.739625761,0.65
Lau,Alkaleri,2022,Lau,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.456276312,0.744400781,0.65
Lau,Alkaleri,2025,Lau,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.456276312,0.744400781,0.65
Wukari,Keana,2022,Wukari,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.400486685,0.740238845,0.65
Wukari,Keana,2025,Wukari,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.400486685,0.740238845,0.65
Zing,Alkaleri,2022,Zing,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.647611651,0.750291714,0.834356886
Zing,Alkaleri,2025,Zing,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.647611651,0.750291714,0.834356886
Bade,Taura,2022,Bade,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.715785679,0.751121178,0.882832956
Bade,Taura,2025,Bade,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.715785679,0.751121178,0.882832956
Nguru,Taura,2022,Nguru,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.638131481,0.750146686,0.826128675
Nguru,Taura,2025,Nguru,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.638131481,0.750146686,0.826128675
Bursari,Taura,2022,Bursari,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.696388917,0.750918214,0.870765569
Bursari,Taura,2025,Bursari,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.696388917,0.750918214,0.870765569
Damaturu,Darazo,2022,Damaturu,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.713904356,0.75110247,0.88171582
Damaturu,Darazo,2025,Damaturu,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.713904356,0.75110247,0.88171582
Fika,Darazo,2022,Fika,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.755004111,0.751469287,0.903771642
Fika,Darazo,2025,Fika,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.755004111,0.751469287,0.903771642
Gujba,Darazo,2022,Gujba,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.684790286,0.750785416,0.862937108
Gujba,Darazo,2025,Gujba,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.684790286,0.750785416,0.862937108
Fune,Darazo,2022,Fune,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.756549801,0.75148152,0.904511849
Fune,Darazo,2025,Fune,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.756549801,0.75148152,0.904511849
Gulani,Alkaleri,2022,Gulani,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.657079381,0.750428256,0.842174727
Gulani,Alkaleri,2025,Gulani,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.657079381,0.750428256,0.842174727
Geidam,Babura,2022,Geidam,0.8,0.8,0.8,0.8,1,may,861,PBO(2021),0.758492868,0.751496753,0.905433898
Geidam,Babura,2025,Geidam,0.8,0.8,0.8,0.8,2,may,1956,PBO(2021),0.758492868,0.751496753,0.905433898
Nangere,Darazo,2022,Nangere,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.80170709,0.751797732,0.923701034
Nangere,Darazo,2025,Nangere,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.80170709,0.751797732,0.923701034
Jakusko,Taura,2022,Jakusko,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.726795273,0.751226732,0.889153116
Jakusko,Taura,2025,Jakusko,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.726795273,0.751226732,0.889153116
Karasuwa,Taura,2022,Karasuwa,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.736988539,0.751318789,0.894687025
Karasuwa,Taura,2025,Karasuwa,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.736988539,0.751318789,0.894687025
Tarmua,Rimi,2022,Tarmua,0.8,0.8,0.8,0.8,1,march,861,PBO(2021),0.741653475,0.751359204,0.897122399
Tarmua,Rimi,2025,Tarmua,0.8,0.8,0.8,0.8,2,march,1956,PBO(2021),0.741653475,0.751359204,0.897122399
Anka,Darazo,2021,Anka,0.8,0.8,0.8,0.8,1,july,551,Standard 2020,0.695814162,0.663563431,0.824985417
Anka,Darazo,2024,Anka,0.8,0.8,0.8,0.8,2,july,1646,Standard 2020,0.695814162,0.663563431,0.824985417
Bakura,Darazo,2021,Bakura,0.8,0.8,0.8,0.8,1,july,551,Standard 2020,0.73158069,0.681339741,0.852897483
Bakura,Darazo,2024,Bakura,0.8,0.8,0.8,0.8,2,july,1646,Standard 2020,0.73158069,0.681339741,0.852897483
Birnin Magaji,Rimi,2021,Birnin Magaji,0.8,0.8,0.8,0.8,1,march,496,Standard 2020,0.793671815,0.708478232,0.890488041
Birnin Magaji,Rimi,2024,Birnin Magaji,0.8,0.8,0.8,0.8,2,march,1591,Standard 2020,0.793671815,0.708478232,0.890488041
Bukkuyum,Alkaleri,2021,Bukkuyum,0.8,0.8,0.8,0.8,1,july,551,Standard 2020,0.698622761,0.665017493,0.827372665
Bukkuyum,Alkaleri,2024,Bukkuyum,0.8,0.8,0.8,0.8,2,july,1646,Standard 2020,0.698622761,0.665017493,0.827372665
Bungudu,Takali,2021,Bungudu,0.8,0.8,0.8,0.8,1,september,615,Standard 2020,0.78759069,0.706022165,0.887320604
Bungudu,Takali,2024,Bungudu,0.8,0.8,0.8,0.8,2,september,1710,Standard 2020,0.78759069,0.706022165,0.887320604
Gummi,Birnin Kebbi,2021,Gummi,0.8,0.8,0.8,0.8,1,august,588,Standard 2020,0.733770917,0.682376452,0.854441885
Gummi,Birnin Kebbi,2024,Gummi,0.8,0.8,0.8,0.8,2,august,1683,Standard 2020,0.733770917,0.682376452,0.854441885
Ipokia,Uzo-Uwani,2021,Ipokia,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.383971272,0.738556166,0.65
Ipokia,Uzo-Uwani,2024,Ipokia,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.383971272,0.738556166,0.65
Gusau,Darazo,2021,Gusau,0.8,0.8,0.8,0.8,1,july,551,Standard 2020,0.74575499,0.68794435,0.862584663
Gusau,Darazo,2024,Gusau,0.8,0.8,0.8,0.8,2,july,1646,Standard 2020,0.74575499,0.68794435,0.862584663
Kaura-Namoda,Rimi,2021,Kaura-Namoda,0.8,0.8,0.8,0.8,1,march,496,Standard 2020,0.83259153,0.72320853,0.908564528
Kaura-Namoda,Rimi,2024,Kaura-Namoda,0.8,0.8,0.8,0.8,2,march,1591,Standard 2020,0.83259153,0.72320853,0.908564528
Maradun,Darazo,2021,Maradun,0.8,0.8,0.8,0.8,1,july,551,Standard 2020,0.782439008,0.703907955,0.884557893
Maradun,Darazo,2024,Maradun,0.8,0.8,0.8,0.8,2,july,1646,Standard 2020,0.782439008,0.703907955,0.884557893
Tsafe,Takali,2021,Tsafe,0.8,0.8,0.8,0.8,1,september,615,Standard 2020,0.751053987,0.690350267,0.866025051
Tsafe,Takali,2024,Tsafe,0.8,0.8,0.8,0.8,2,september,1710,Standard 2020,0.751053987,0.690350267,0.866025051
Maru,Giwa,2021,Maru,0.8,0.8,0.8,0.8,1,august,588,Standard 2020,0.663477353,0.646101776,0.794792939
Maru,Giwa,2024,Maru,0.8,0.8,0.8,0.8,2,august,1683,Standard 2020,0.663477353,0.646101776,0.794792939
Shinkafi,Rimi,2021,Shinkafi,0.8,0.8,0.8,0.8,1,march,496,Standard 2020,0.80839035,0.714247715,0.89775377
Shinkafi,Rimi,2024,Shinkafi,0.8,0.8,0.8,0.8,2,march,1591,Standard 2020,0.80839035,0.714247715,0.89775377
Talata Mafara,Darazo,2021,Talata Mafara,0.8,0.8,0.8,0.8,1,july,551,Standard 2020,0.728240789,0.679747419,0.850507895
Talata Mafara,Darazo,2024,Talata Mafara,0.8,0.8,0.8,0.8,2,july,1646,Standard 2020,0.728240789,0.679747419,0.850507895
Zurmi,Rimi,2021,Zurmi,0.8,0.8,0.8,0.8,1,march,496,Standard 2020,0.780157318,0.702961675,0.883310434
Zurmi,Rimi,2024,Zurmi,0.8,0.8,0.8,0.8,2,march,1591,Standard 2020,0.780157318,0.702961675,0.883310434
Degema,Ahoada West,2021,Degema,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.284841623,0.719969096,0.65
Degema,Ahoada West,2024,Degema,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.284841623,0.719969096,0.65
Brass,Ahoada West,2021,Brass,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.269238091,0.714801904,0.65
Brass,Ahoada West,2024,Brass,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.269238091,0.714801904,0.65
Southern Ijaw,Ahoada West,2021,Southern Ijaw,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.300385456,0.724294496,0.65
Southern Ijaw,Ahoada West,2024,Southern Ijaw,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.300385456,0.724294496,0.65
Ekeremor,Ahoada West,2021,Ekeremor,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.323932604,0.729605404,0.65
Ekeremor,Ahoada West,2024,Ekeremor,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.323932604,0.729605404,0.65
Burutu,Isoko South,2022,Burutu,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.209856161,0.683739874,0.65
Burutu,Isoko South,2025,Burutu,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.209856161,0.683739874,0.65
Warri South West,Isoko South,2022,Warri South West,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.13055915,0.588010005,0.65
Warri South West,Isoko South,2025,Warri South West,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.13055915,0.588010005,0.65
Warri North,Owan East,2022,Warri North,0.8,0.8,0.8,0.8,1,march,861,PBO(2021),0.22537172,0.694086731,0.65
Warri North,Owan East,2025,Warri North,0.8,0.8,0.8,0.8,2,march,1956,PBO(2021),0.22537172,0.694086731,0.65
Ilaje,Owan East,2021,Ilaje,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.29492871,0.722859572,0.65
Ilaje,Owan East,2024,Ilaje,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.29492871,0.722859572,0.65
Ibeju/Lekki,Uzo-Uwani,2021,Ibeju-Lekki,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.430387467,0.742716172,0.65
Ibeju/Lekki,Uzo-Uwani,2024,Ibeju-Lekki,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.430387467,0.742716172,0.65
Amuwo-Odofin,Isoko South,2021,Amuwo-Odofin,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.414522642,0.741483364,0.65
Amuwo-Odofin,Isoko South,2024,Amuwo-Odofin,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.414522642,0.741483364,0.65
Badagry,Uzo-Uwani,2021,Badagry,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.426397668,0.742421971,0.65
Badagry,Uzo-Uwani,2024,Badagry,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.426397668,0.742421971,0.65
Egbado North,Owan East,2021,Egbado North,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.310892073,0.726829353,0.65
Egbado North,Owan East,2024,Egbado North,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.310892073,0.726829353,0.65
Imeko-Afon,Oke-Ero,2021,Imeko-Afon,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.370192293,0.736939847,0.65
Imeko-Afon,Oke-Ero,2024,Imeko-Afon,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.370192293,0.736939847,0.65
Iwajowa,Oke-Ero,2021,Iwajowa,0.8,0.8,0.8,0.8,1,july,551,Dual Al+PBO 2020,0.430464219,0.742721733,0.65
Iwajowa,Oke-Ero,2024,Iwajowa,0.8,0.8,0.8,0.8,2,july,1646,Dual Al+PBO 2020,0.430464219,0.742721733,0.65
Atigbo,Oke-Ero,2021,Atigbo,0.8,0.8,0.8,0.8,1,july,551,Dual Al+PBO 2020,0.430762739,0.742743327,0.65
Atigbo,Oke-Ero,2024,Atigbo,0.8,0.8,0.8,0.8,2,july,1646,Dual Al+PBO 2020,0.430762739,0.742743327,0.65
Baruten,Oke-Ero,2021,Baruten,0.8,0.8,0.8,0.8,1,july,551,NewGen(2021),0.347941602,0.9,0.61
Baruten,Oke-Ero,2024,Baruten,0.8,0.8,0.8,0.8,2,july,1646,NewGen(2021),0.347941602,0.9,0.61
Borgu,Oke-Ero,2022,Borgu,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.335547745,0.731779331,0.65
Borgu,Oke-Ero,2025,Borgu,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.335547745,0.731779331,0.65
Kaita,Rimi,2021,kaita,0.882352941,0.8,0.8,0.8,1,march,496,PBO(2021),0.68725966,0.750814455,0.864644186
Kaita,Rimi,2024,kaita,0.882352941,0.8,0.8,0.8,2,march,1591,PBO(2021),0.68725966,0.750814455,0.864644186
Jibia,Rimi,2021,Jibia,0.854166667,0.826086957,0.8,0.8,1,march,496,PBO(2021),0.628110182,0.749983655,0.816973639
Jibia,Rimi,2024,Jibia,0.854166667,0.826086957,0.8,0.8,2,march,1591,PBO(2021),0.628110182,0.749983655,0.816973639
Mashi,Rimi,2021,Mashi,0.87804878,0.8,0.8,0.8,1,march,496,PBO(2021),0.651664195,0.75035114,0.837750975
Mashi,Rimi,2024,Mashi,0.87804878,0.8,0.8,0.8,2,march,1591,PBO(2021),0.651664195,0.75035114,0.837750975
Mai'Adua,Rimi,2021,Mai'Adua,0.87804878,0.918918919,0.90625,0.961538462,1,march,496,PBO(2021),0.639919513,0.750174703,0.827712113
Mai'Adua,Rimi,2024,Mai'Adua,0.87804878,0.918918919,0.90625,0.961538462,2,march,1591,PBO(2021),0.639919513,0.750174703,0.827712113
Zango,Babura,2021,Zango,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.602424842,0.749514473,0.791194479
Zango,Babura,2024,Zango,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.602424842,0.749514473,0.791194479
Baure,Babura,2021,Baure,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.697826557,0.750934053,0.871702948
Baure,Babura,2024,Baure,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.697826557,0.750934053,0.871702948
Sule-Tankarkar,Babura,2021,Sule-Tankarkar,0.921568627,0.833333333,0.862068966,0.941176471,1,may,496,PBO(2021),0.751666281,0.751442515,0.902152619
Sule-Tankarkar,Babura,2024,Sule-Tankarkar,0.921568627,0.833333333,0.862068966,0.941176471,2,may,1591,PBO(2021),0.751666281,0.751442515,0.902152619
Maigatari,Babura,2021,Maigatari,0.8,0.964814107,0.954923663,0.939594887,1,may,496,PBO(2021),0.68089069,0.750738682,0.8601956
Maigatari,Babura,2024,Maigatari,0.8,0.964814107,0.954923663,0.939594887,2,may,1591,PBO(2021),0.68089069,0.750738682,0.8601956
Ussa,Oru West,2022,Ussa,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.406782856,0.74081649,0.65
Ussa,Oru West,2025,Ussa,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.406782856,0.74081649,0.65
Machina,Taura,2022,Machina,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.733696395,0.751289629,0.892932048
Machina,Taura,2025,Machina,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.733696395,0.751289629,0.892932048
Yusufari,Taura,2022,Yusufari,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.734326648,0.751295253,0.893270378
Yusufari,Taura,2025,Yusufari,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.734326648,0.751295253,0.893270378
Shomolu,Isoko South,2021,Shomolu,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.475867815,0.7454561,0.65
Shomolu,Isoko South,2024,Shomolu,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.475867815,0.7454561,0.65
Yunusari,Babura,2022,Yunusari,0.8,0.8,0.8,0.8,1,may,861,PBO(2021),0.748711292,0.751418404,0.900695471
Yunusari,Babura,2025,Yunusari,0.8,0.8,0.8,0.8,2,may,1956,PBO(2021),0.748711292,0.751418404,0.900695471
Monguno,Babura,2021,Monguno,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.734824367,0.75129968,0.893536771
Monguno,Babura,2024,Monguno,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.734824367,0.75129968,0.893536771
Mobbar,Babura,2021,Mobbar,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.814938687,0.751877109,0.928523273
Mobbar,Babura,2024,Mobbar,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.814938687,0.751877109,0.928523273
Ngala,Taura,2021,Ngala,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.627405037,0.749971788,0.816311148
Ngala,Taura,2024,Ngala,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.627405037,0.749971788,0.816311148
Abadam,Babura,2021,Abadam,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.658846787,0.750452874,0.843591449
Abadam,Babura,2024,Abadam,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.658846787,0.750452874,0.843591449
Kukawa,Babura,2021,Kukawa,0.8,0.8,0.8,0.8,1,may,496,PBO(2021),0.639968548,0.750175467,0.827755328
Kukawa,Babura,2024,Kukawa,0.8,0.8,0.8,0.8,2,may,1591,PBO(2021),0.639968548,0.750175467,0.827755328
Kala/Balge,Darazo,2021,Kala-Balge,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.645505958,0.75026024,0.832564542
Kala/Balge,Darazo,2024,Kala-Balge,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.645505958,0.75026024,0.832564542
Bama,Darazo,2021,Bama,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.707957691,0.751041993,0.878110931
Bama,Darazo,2024,Bama,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.707957691,0.751041993,0.878110931
Gwoza,Darazo,2021,Gwoza,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.679653584,0.750723628,0.859314031
Gwoza,Darazo,2024,Gwoza,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.679653584,0.750723628,0.859314031
Madagali,Darazo,2021,Madagali,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.722065325,0.75118219,0.886482676
Madagali,Darazo,2024,Madagali,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.722065325,0.75118219,0.886482676
Michika,Darazo,2021,Michika,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.688720491,0.750831436,0.865643635
Michika,Darazo,2024,Michika,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.688720491,0.750831436,0.865643635
Mubi North,Darazo,2021,Mubi North,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.698641529,0.750942973,0.872231182
Mubi North,Darazo,2024,Mubi North,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.698641529,0.750942973,0.872231182
