LGA,State,year,round,duration,coverage_high_access,coverage_low_access,max_age,month_new,simday
Dutse,Jigawa,2020,1,-1,1,0.934456929,5,7,186
Dutse,Jigawa,2020,2,-1,1,0.973782772,5,8,214
Dutse,Jigawa,2020,3,-1,1,0.975655431,5,9,242
Dutse,Jigawa,2020,4,-1,1,0.653558052,5,10,270
Dutse,Jigawa,2021,1,-1,1,0.934456929,5,7,550
Dutse,Jigawa,2021,2,-1,1,0.973782772,5,8,578
Dutse,Jigawa,2021,3,-1,1,0.975655431,5,9,606
Dutse,Jigawa,2021,4,-1,1,0.653558052,5,10,634
Dutse,Jigawa,2022,1,-1,1,0.934456929,5,7,915
Dutse,Jigawa,2022,2,-1,1,0.973782772,5,8,943
Dutse,Jigawa,2022,3,-1,1,0.975655431,5,9,971
Dutse,Jigawa,2022,4,-1,1,0.653558052,5,10,999
Dutse,Jigawa,2023,1,-1,1,0.934456929,5,7,1286
Dutse,Jigawa,2023,2,-1,1,0.973782772,5,8,1314
Dutse,Jigawa,2023,3,-1,1,0.975655431,5,9,1342
Dutse,Jigawa,2023,4,-1,1,0.653558052,5,10,1370
Dutse,Jigawa,2024,1,-1,1,0.934456929,5,7,1646
Dutse,Jigawa,2024,2,-1,1,0.973782772,5,8,1674
Dutse,Jigawa,2024,3,-1,1,0.975655431,5,9,1702
Dutse,Jigawa,2024,4,-1,1,0.653558052,5,10,1730
Dutse,Jigawa,2025,1,-1,1,0.934456929,5,7,2014
Dutse,Jigawa,2025,2,-1,1,0.973782772,5,8,2042
Dutse,Jigawa,2025,3,-1,1,0.975655431,5,9,2070
Dutse,Jigawa,2025,4,-1,1,0.653558052,5,10,2098
Dutsi,Katsina,2020,1,-1,1,0.975975976,5,7,186
Dutsi,Katsina,2020,2,-1,1,0.977477477,5,8,214
Dutsi,Katsina,2020,3,-1,1,0.951951952,5,9,242
Dutsi,Katsina,2020,4,-1,1,0.363363363,5,10,270
Dutsi,Katsina,2021,1,-1,1,0.975975976,5,7,550
Dutsi,Katsina,2021,2,-1,1,0.977477477,5,8,578
Dutsi,Katsina,2021,3,-1,1,0.951951952,5,9,606
Dutsi,Katsina,2021,4,-1,1,0.363363363,5,10,634
Dutsi,Katsina,2022,1,-1,1,0.975975976,5,7,915
Dutsi,Katsina,2022,2,-1,1,0.977477477,5,8,943
Dutsi,Katsina,2022,3,-1,1,0.951951952,5,9,971
Dutsi,Katsina,2022,4,-1,1,0.363363363,5,10,999
Dutsi,Katsina,2023,1,-1,1,0.975975976,5,7,1286
Dutsi,Katsina,2023,2,-1,1,0.977477477,5,8,1314
Dutsi,Katsina,2023,3,-1,1,0.951951952,5,9,1342
Dutsi,Katsina,2023,4,-1,1,0.363363363,5,10,1370
Dutsi,Katsina,2024,1,-1,1,0.975975976,5,7,1646
Dutsi,Katsina,2024,2,-1,1,0.977477477,5,8,1674
Dutsi,Katsina,2024,3,-1,1,0.951951952,5,9,1702
Dutsi,Katsina,2024,4,-1,1,0.363363363,5,10,1730
Dutsi,Katsina,2025,1,-1,1,0.975975976,5,7,2014
Dutsi,Katsina,2025,2,-1,1,0.977477477,5,8,2042
Dutsi,Katsina,2025,3,-1,1,0.951951952,5,9,2070
Dutsi,Katsina,2025,4,-1,1,0.363363363,5,10,2098
Gada,Sokoto,2020,1,-1,1,0.969736842,5,7,186
Gada,Sokoto,2020,2,-1,1,0.994736842,5,8,214
Gada,Sokoto,2020,3,-1,1,0.992105263,5,9,242
Gada,Sokoto,2020,4,-1,1,0.45,5,10,270
Gada,Sokoto,2021,1,-1,1,0.969736842,5,7,550
Gada,Sokoto,2021,2,-1,1,0.994736842,5,8,578
Gada,Sokoto,2021,3,-1,1,0.992105263,5,9,606
Gada,Sokoto,2021,4,-1,1,0.45,5,10,634
Gada,Sokoto,2022,1,-1,1,0.969736842,5,7,915
Gada,Sokoto,2022,2,-1,1,0.994736842,5,8,943
Gada,Sokoto,2022,3,-1,1,0.992105263,5,9,971
Gada,Sokoto,2022,4,-1,1,0.45,5,10,999
Gada,Sokoto,2023,1,-1,1,0.969736842,5,7,1286
Gada,Sokoto,2023,2,-1,1,0.994736842,5,8,1314
Gada,Sokoto,2023,3,-1,1,0.992105263,5,9,1342
Gada,Sokoto,2023,4,-1,1,0.45,5,10,1370
Gada,Sokoto,2024,1,-1,1,0.969736842,5,7,1646
Gada,Sokoto,2024,2,-1,1,0.994736842,5,8,1674
Gada,Sokoto,2024,3,-1,1,0.992105263,5,9,1702
Gada,Sokoto,2024,4,-1,1,0.45,5,10,1730
Gada,Sokoto,2025,1,-1,1,0.969736842,5,7,2014
Gada,Sokoto,2025,2,-1,1,0.994736842,5,8,2042
Gada,Sokoto,2025,3,-1,1,0.992105263,5,9,2070
Gada,Sokoto,2025,4,-1,1,0.45,5,10,2098
Gagarawa,Jigawa,2020,1,-1,1,0.934456929,5,7,186
Gagarawa,Jigawa,2020,2,-1,1,0.973782772,5,8,214
Gagarawa,Jigawa,2020,3,-1,1,0.975655431,5,9,242
Gagarawa,Jigawa,2020,4,-1,1,0.653558052,5,10,270
Gagarawa,Jigawa,2021,1,-1,1,0.934456929,5,7,550
Gagarawa,Jigawa,2021,2,-1,1,0.973782772,5,8,578
Gagarawa,Jigawa,2021,3,-1,1,0.975655431,5,9,606
Gagarawa,Jigawa,2021,4,-1,1,0.653558052,5,10,634
Gagarawa,Jigawa,2022,1,-1,1,0.934456929,5,7,915
Gagarawa,Jigawa,2022,2,-1,1,0.973782772,5,8,943
Gagarawa,Jigawa,2022,3,-1,1,0.975655431,5,9,971
Gagarawa,Jigawa,2022,4,-1,1,0.653558052,5,10,999
Gagarawa,Jigawa,2023,1,-1,1,0.934456929,5,7,1286
Gagarawa,Jigawa,2023,2,-1,1,0.973782772,5,8,1314
Gagarawa,Jigawa,2023,3,-1,1,0.975655431,5,9,1342
Gagarawa,Jigawa,2023,4,-1,1,0.653558052,5,10,1370
Gagarawa,Jigawa,2024,1,-1,1,0.934456929,5,7,1646
Gagarawa,Jigawa,2024,2,-1,1,0.973782772,5,8,1674
Gagarawa,Jigawa,2024,3,-1,1,0.975655431,5,9,1702
Gagarawa,Jigawa,2024,4,-1,1,0.653558052,5,10,1730
Gagarawa,Jigawa,2025,1,-1,1,0.934456929,5,7,2014
Gagarawa,Jigawa,2025,2,-1,1,0.973782772,5,8,2042
Gagarawa,Jigawa,2025,3,-1,1,0.975655431,5,9,2070
Gagarawa,Jigawa,2025,4,-1,1,0.653558052,5,10,2098
Garki,Jigawa,2020,1,-1,1,0.934456929,5,7,186
Garki,Jigawa,2020,2,-1,1,0.973782772,5,8,214
Garki,Jigawa,2020,3,-1,1,0.975655431,5,9,242
Garki,Jigawa,2020,4,-1,1,0.653558052,5,10,270
Garki,Jigawa,2021,1,-1,1,0.934456929,5,7,550
Garki,Jigawa,2021,2,-1,1,0.973782772,5,8,578
Garki,Jigawa,2021,3,-1,1,0.975655431,5,9,606
Garki,Jigawa,2021,4,-1,1,0.653558052,5,10,634
Garki,Jigawa,2022,1,-1,1,0.934456929,5,7,915
Garki,Jigawa,2022,2,-1,1,0.973782772,5,8,943
Garki,Jigawa,2022,3,-1,1,0.975655431,5,9,971
Garki,Jigawa,2022,4,-1,1,0.653558052,5,10,999
Garki,Jigawa,2023,1,-1,1,0.934456929,5,7,1286
Garki,Jigawa,2023,2,-1,1,0.973782772,5,8,1314
Garki,Jigawa,2023,3,-1,1,0.975655431,5,9,1342
Garki,Jigawa,2023,4,-1,1,0.653558052,5,10,1370
Garki,Jigawa,2024,1,-1,1,0.934456929,5,7,1646
Garki,Jigawa,2024,2,-1,1,0.973782772,5,8,1674
Garki,Jigawa,2024,3,-1,1,0.975655431,5,9,1702
Garki,Jigawa,2024,4,-1,1,0.653558052,5,10,1730
Garki,Jigawa,2025,1,-1,1,0.934456929,5,7,2014
Garki,Jigawa,2025,2,-1,1,0.973782772,5,8,2042
Garki,Jigawa,2025,3,-1,1,0.975655431,5,9,2070
Garki,Jigawa,2025,4,-1,1,0.653558052,5,10,2098
Gawabawa,Sokoto,2020,1,-1,1,0.969736842,5,7,186
Gawabawa,Sokoto,2020,2,-1,1,0.994736842,5,8,214
Gawabawa,Sokoto,2020,3,-1,1,0.992105263,5,9,242
Gawabawa,Sokoto,2020,4,-1,1,0.45,5,10,270
Gawabawa,Sokoto,2021,1,-1,1,0.969736842,5,7,550
Gawabawa,Sokoto,2021,2,-1,1,0.994736842,5,8,578
Gawabawa,Sokoto,2021,3,-1,1,0.992105263,5,9,606
Gawabawa,Sokoto,2021,4,-1,1,0.45,5,10,634
Gawabawa,Sokoto,2022,1,-1,1,0.969736842,5,7,915
Gawabawa,Sokoto,2022,2,-1,1,0.994736842,5,8,943
Gawabawa,Sokoto,2022,3,-1,1,0.992105263,5,9,971
Gawabawa,Sokoto,2022,4,-1,1,0.45,5,10,999
Gawabawa,Sokoto,2023,1,-1,1,0.969736842,5,7,1286
Gawabawa,Sokoto,2023,2,-1,1,0.994736842,5,8,1314
Gawabawa,Sokoto,2023,3,-1,1,0.992105263,5,9,1342
Gawabawa,Sokoto,2023,4,-1,1,0.45,5,10,1370
Gawabawa,Sokoto,2024,1,-1,1,0.969736842,5,7,1646
Gawabawa,Sokoto,2024,2,-1,1,0.994736842,5,8,1674
Gawabawa,Sokoto,2024,3,-1,1,0.992105263,5,9,1702
Gawabawa,Sokoto,2024,4,-1,1,0.45,5,10,1730
Gawabawa,Sokoto,2025,1,-1,1,0.969736842,5,7,2014
Gawabawa,Sokoto,2025,2,-1,1,0.994736842,5,8,2042
Gawabawa,Sokoto,2025,3,-1,1,0.992105263,5,9,2070
Gawabawa,Sokoto,2025,4,-1,1,0.45,5,10,2098
Goronyo,Sokoto,2020,1,-1,1,0.969736842,5,7,186
Goronyo,Sokoto,2020,2,-1,1,0.994736842,5,8,214
Goronyo,Sokoto,2020,3,-1,1,0.992105263,5,9,242
Goronyo,Sokoto,2020,4,-1,1,0.45,5,10,270
Goronyo,Sokoto,2021,1,-1,1,0.969736842,5,7,550
Goronyo,Sokoto,2021,2,-1,1,0.994736842,5,8,578
Goronyo,Sokoto,2021,3,-1,1,0.992105263,5,9,606
Goronyo,Sokoto,2021,4,-1,1,0.45,5,10,634
Goronyo,Sokoto,2022,1,-1,1,0.969736842,5,7,915
Goronyo,Sokoto,2022,2,-1,1,0.994736842,5,8,943
Goronyo,Sokoto,2022,3,-1,1,0.992105263,5,9,971
Goronyo,Sokoto,2022,4,-1,1,0.45,5,10,999
Goronyo,Sokoto,2023,1,-1,1,0.969736842,5,7,1286
Goronyo,Sokoto,2023,2,-1,1,0.994736842,5,8,1314
Goronyo,Sokoto,2023,3,-1,1,0.992105263,5,9,1342
Goronyo,Sokoto,2023,4,-1,1,0.45,5,10,1370
Goronyo,Sokoto,2024,1,-1,1,0.969736842,5,7,1646
Goronyo,Sokoto,2024,2,-1,1,0.994736842,5,8,1674
Goronyo,Sokoto,2024,3,-1,1,0.992105263,5,9,1702
Goronyo,Sokoto,2024,4,-1,1,0.45,5,10,1730
Goronyo,Sokoto,2025,1,-1,1,0.969736842,5,7,2014
Goronyo,Sokoto,2025,2,-1,1,0.994736842,5,8,2042
Goronyo,Sokoto,2025,3,-1,1,0.992105263,5,9,2070
Goronyo,Sokoto,2025,4,-1,1,0.45,5,10,2098
Gudu,Sokoto,2020,1,-1,1,0.969736842,5,7,186
Gudu,Sokoto,2020,2,-1,1,0.994736842,5,8,214
Gudu,Sokoto,2020,3,-1,1,0.992105263,5,9,242
Gudu,Sokoto,2020,4,-1,1,0.45,5,10,270
Gudu,Sokoto,2021,1,-1,1,0.969736842,5,7,550
Gudu,Sokoto,2021,2,-1,1,0.994736842,5,8,578
Gudu,Sokoto,2021,3,-1,1,0.992105263,5,9,606
Gudu,Sokoto,2021,4,-1,1,0.45,5,10,634
Gudu,Sokoto,2022,1,-1,1,0.969736842,5,7,915
Gudu,Sokoto,2022,2,-1,1,0.994736842,5,8,943
Gudu,Sokoto,2022,3,-1,1,0.992105263,5,9,971
Gudu,Sokoto,2022,4,-1,1,0.45,5,10,999
Gudu,Sokoto,2023,1,-1,1,0.969736842,5,7,1286
Gudu,Sokoto,2023,2,-1,1,0.994736842,5,8,1314
Gudu,Sokoto,2023,3,-1,1,0.992105263,5,9,1342
Gudu,Sokoto,2023,4,-1,1,0.45,5,10,1370
Gudu,Sokoto,2024,1,-1,1,0.969736842,5,7,1646
Gudu,Sokoto,2024,2,-1,1,0.994736842,5,8,1674
Gudu,Sokoto,2024,3,-1,1,0.992105263,5,9,1702
Gudu,Sokoto,2024,4,-1,1,0.45,5,10,1730
Gudu,Sokoto,2025,1,-1,1,0.969736842,5,7,2014
Gudu,Sokoto,2025,2,-1,1,0.994736842,5,8,2042
Gudu,Sokoto,2025,3,-1,1,0.992105263,5,9,2070
Gudu,Sokoto,2025,4,-1,1,0.45,5,10,2098
Gumel,Jigawa,2020,2,-1,1,0.973782772,5,8,214
Gumel,Jigawa,2020,3,-1,1,0.975655431,5,9,242
Gumel,Jigawa,2020,4,-1,1,0.653558052,5,10,270
Gumel,Jigawa,2020,1,-1,1,0.934456929,5,7,186
Gumel,Jigawa,2021,1,-1,1,0.934456929,5,7,550
Gumel,Jigawa,2021,2,-1,1,0.973782772,5,8,578
Gumel,Jigawa,2021,3,-1,1,0.975655431,5,9,606
Gumel,Jigawa,2021,4,-1,1,0.653558052,5,10,634
Gumel,Jigawa,2022,1,-1,1,0.934456929,5,7,915
Gumel,Jigawa,2022,2,-1,1,0.973782772,5,8,943
Gumel,Jigawa,2022,3,-1,1,0.975655431,5,9,971
Gumel,Jigawa,2022,4,-1,1,0.653558052,5,10,999
Gumel,Jigawa,2023,1,-1,1,0.934456929,5,7,1286
Gumel,Jigawa,2023,2,-1,1,0.973782772,5,8,1314
Gumel,Jigawa,2023,3,-1,1,0.975655431,5,9,1342
Gumel,Jigawa,2023,4,-1,1,0.653558052,5,10,1370
Gumel,Jigawa,2024,1,-1,1,0.934456929,5,7,1646
Gumel,Jigawa,2024,2,-1,1,0.973782772,5,8,1674
Gumel,Jigawa,2024,3,-1,1,0.975655431,5,9,1702
Gumel,Jigawa,2024,4,-1,1,0.653558052,5,10,1730
Gumel,Jigawa,2025,1,-1,1,0.934456929,5,7,2014
Gumel,Jigawa,2025,2,-1,1,0.973782772,5,8,2042
Gumel,Jigawa,2025,3,-1,1,0.975655431,5,9,2070
Gumel,Jigawa,2025,4,-1,1,0.653558052,5,10,2098
Gummi,Zamfara,2020,1,-1,1,0.854974705,5,7,186
Gummi,Zamfara,2020,2,-1,1,0.927487352,5,8,214
Gummi,Zamfara,2020,3,-1,1,0.937605396,5,9,242
Gummi,Zamfara,2020,4,-1,1,0.268128162,5,10,270
Gummi,Zamfara,2021,1,-1,1,0.854974705,5,7,550
Gummi,Zamfara,2021,2,-1,1,0.927487352,5,8,578
Gummi,Zamfara,2021,3,-1,1,0.937605396,5,9,606
Gummi,Zamfara,2021,4,-1,1,0.268128162,5,10,634
Gummi,Zamfara,2022,1,-1,1,0.854974705,5,7,915
Gummi,Zamfara,2022,2,-1,1,0.927487352,5,8,943
Gummi,Zamfara,2022,3,-1,1,0.937605396,5,9,971
Gummi,Zamfara,2022,4,-1,1,0.268128162,5,10,999
Gummi,Zamfara,2023,1,-1,1,0.854974705,5,7,1286
Gummi,Zamfara,2023,2,-1,1,0.927487352,5,8,1314
Gummi,Zamfara,2023,3,-1,1,0.937605396,5,9,1342
Gummi,Zamfara,2023,4,-1,1,0.268128162,5,10,1370
Gummi,Zamfara,2024,1,-1,1,0.854974705,5,7,1646
Gummi,Zamfara,2024,2,-1,1,0.927487352,5,8,1674
Gummi,Zamfara,2024,3,-1,1,0.937605396,5,9,1702
Gummi,Zamfara,2024,4,-1,1,0.268128162,5,10,1730
Gummi,Zamfara,2025,1,-1,1,0.854974705,5,7,2014
Gummi,Zamfara,2025,2,-1,1,0.927487352,5,8,2042
Gummi,Zamfara,2025,3,-1,1,0.937605396,5,9,2070
Gummi,Zamfara,2025,4,-1,1,0.268128162,5,10,2098
Guri,Jigawa,2020,2,-1,1,0.973782772,5,8,214
Guri,Jigawa,2020,3,-1,1,0.975655431,5,9,242
Guri,Jigawa,2020,4,-1,1,0.653558052,5,10,270
Guri,Jigawa,2020,1,-1,1,0.934456929,5,7,186
Guri,Jigawa,2021,1,-1,1,0.934456929,5,7,550
Guri,Jigawa,2021,2,-1,1,0.973782772,5,8,578
Guri,Jigawa,2021,3,-1,1,0.975655431,5,9,606
Guri,Jigawa,2021,4,-1,1,0.653558052,5,10,634
Guri,Jigawa,2022,1,-1,1,0.934456929,5,7,915
Guri,Jigawa,2022,2,-1,1,0.973782772,5,8,943
Guri,Jigawa,2022,3,-1,1,0.975655431,5,9,971
Guri,Jigawa,2022,4,-1,1,0.653558052,5,10,999
Guri,Jigawa,2023,1,-1,1,0.934456929,5,7,1286
Guri,Jigawa,2023,2,-1,1,0.973782772,5,8,1314
Guri,Jigawa,2023,3,-1,1,0.975655431,5,9,1342
Guri,Jigawa,2023,4,-1,1,0.653558052,5,10,1370
Guri,Jigawa,2024,1,-1,1,0.934456929,5,7,1646
Guri,Jigawa,2024,2,-1,1,0.973782772,5,8,1674
Guri,Jigawa,2024,3,-1,1,0.975655431,5,9,1702
Guri,Jigawa,2024,4,-1,1,0.653558052,5,10,1730
Guri,Jigawa,2025,1,-1,1,0.934456929,5,7,2014
Guri,Jigawa,2025,2,-1,1,0.973782772,5,8,2042
Guri,Jigawa,2025,3,-1,1,0.975655431,5,9,2070
Guri,Jigawa,2025,4,-1,1,0.653558052,5,10,2098
Gusau,Zamfara,2020,1,-1,1,0.854974705,5,7,186
Gusau,Zamfara,2020,2,-1,1,0.927487352,5,8,214
Gusau,Zamfara,2020,3,-1,1,0.937605396,5,9,242
Gusau,Zamfara,2020,4,-1,1,0.268128162,5,10,270
Gusau,Zamfara,2021,1,-1,1,0.854974705,5,7,550
Gusau,Zamfara,2021,2,-1,1,0.927487352,5,8,578
Gusau,Zamfara,2021,3,-1,1,0.937605396,5,9,606
Gusau,Zamfara,2021,4,-1,1,0.268128162,5,10,634
Gusau,Zamfara,2022,1,-1,1,0.854974705,5,7,915
Gusau,Zamfara,2022,2,-1,1,0.927487352,5,8,943
Gusau,Zamfara,2022,3,-1,1,0.937605396,5,9,971
Gusau,Zamfara,2022,4,-1,1,0.268128162,5,10,999
Gusau,Zamfara,2023,1,-1,1,0.854974705,5,7,1286
Gusau,Zamfara,2023,2,-1,1,0.927487352,5,8,1314
Gusau,Zamfara,2023,3,-1,1,0.937605396,5,9,1342
Gusau,Zamfara,2023,4,-1,1,0.268128162,5,10,1370
Gusau,Zamfara,2024,1,-1,1,0.854974705,5,7,1646
Gusau,Zamfara,2024,2,-1,1,0.927487352,5,8,1674
Gusau,Zamfara,2024,3,-1,1,0.937605396,5,9,1702
Gusau,Zamfara,2024,4,-1,1,0.268128162,5,10,1730
Gusau,Zamfara,2025,1,-1,1,0.854974705,5,7,2014
Gusau,Zamfara,2025,2,-1,1,0.927487352,5,8,2042
Gusau,Zamfara,2025,3,-1,1,0.937605396,5,9,2070
Gusau,Zamfara,2025,4,-1,1,0.268128162,5,10,2098
Gwaram,Jigawa,2020,1,-1,1,0.934456929,5,7,186
Gwaram,Jigawa,2020,2,-1,1,0.973782772,5,8,214
Gwaram,Jigawa,2020,3,-1,1,0.975655431,5,9,242
Gwaram,Jigawa,2020,4,-1,1,0.653558052,5,10,270
Gwaram,Jigawa,2021,1,-1,1,0.934456929,5,7,550
Gwaram,Jigawa,2021,2,-1,1,0.973782772,5,8,578
Gwaram,Jigawa,2021,3,-1,1,0.975655431,5,9,606
Gwaram,Jigawa,2021,4,-1,1,0.653558052,5,10,634
Gwaram,Jigawa,2022,1,-1,1,0.934456929,5,7,915
Gwaram,Jigawa,2022,2,-1,1,0.973782772,5,8,943
Gwaram,Jigawa,2022,3,-1,1,0.975655431,5,9,971
Gwaram,Jigawa,2022,4,-1,1,0.653558052,5,10,999
Gwaram,Jigawa,2023,1,-1,1,0.934456929,5,7,1286
Gwaram,Jigawa,2023,2,-1,1,0.973782772,5,8,1314
Gwaram,Jigawa,2023,3,-1,1,0.975655431,5,9,1342
Gwaram,Jigawa,2023,4,-1,1,0.653558052,5,10,1370
Gwaram,Jigawa,2024,1,-1,1,0.934456929,5,7,1646
Gwaram,Jigawa,2024,2,-1,1,0.973782772,5,8,1674
Gwaram,Jigawa,2024,3,-1,1,0.975655431,5,9,1702
Gwaram,Jigawa,2024,4,-1,1,0.653558052,5,10,1730
Gwaram,Jigawa,2025,1,-1,1,0.934456929,5,7,2014
Gwaram,Jigawa,2025,2,-1,1,0.973782772,5,8,2042
Gwaram,Jigawa,2025,3,-1,1,0.975655431,5,9,2070
Gwaram,Jigawa,2025,4,-1,1,0.653558052,5,10,2098
Gwiwa,Jigawa,2020,2,-1,1,0.973782772,5,8,214
Gwiwa,Jigawa,2020,3,-1,1,0.975655431,5,9,242
Gwiwa,Jigawa,2020,4,-1,1,0.653558052,5,10,270
Gwiwa,Jigawa,2020,1,-1,1,0.934456929,5,7,186
Gwiwa,Jigawa,2021,1,-1,1,0.934456929,5,7,550
Gwiwa,Jigawa,2021,2,-1,1,0.973782772,5,8,578
Gwiwa,Jigawa,2021,3,-1,1,0.975655431,5,9,606
Gwiwa,Jigawa,2021,4,-1,1,0.653558052,5,10,634
Gwiwa,Jigawa,2022,1,-1,1,0.934456929,5,7,915
Gwiwa,Jigawa,2022,2,-1,1,0.973782772,5,8,943
Gwiwa,Jigawa,2022,3,-1,1,0.975655431,5,9,971
Gwiwa,Jigawa,2022,4,-1,1,0.653558052,5,10,999
Gwiwa,Jigawa,2023,1,-1,1,0.934456929,5,7,1286
Gwiwa,Jigawa,2023,2,-1,1,0.973782772,5,8,1314
Gwiwa,Jigawa,2023,3,-1,1,0.975655431,5,9,1342
Gwiwa,Jigawa,2023,4,-1,1,0.653558052,5,10,1370
Gwiwa,Jigawa,2024,1,-1,1,0.934456929,5,7,1646
Gwiwa,Jigawa,2024,2,-1,1,0.973782772,5,8,1674
Gwiwa,Jigawa,2024,3,-1,1,0.975655431,5,9,1702
Gwiwa,Jigawa,2024,4,-1,1,0.653558052,5,10,1730
Gwiwa,Jigawa,2025,1,-1,1,0.934456929,5,7,2014
Gwiwa,Jigawa,2025,2,-1,1,0.973782772,5,8,2042
Gwiwa,Jigawa,2025,3,-1,1,0.975655431,5,9,2070
Gwiwa,Jigawa,2025,4,-1,1,0.653558052,5,10,2098
Gwoza,Borno,2020,2,-1,0.6,0.2,5,9,251
Gwoza,Borno,2020,3,-1,0.6,0.2,5,10,279
Gwoza,Borno,2020,4,-1,0.6,0.2,5,11,307
Gwoza,Borno,2020,1,-1,0.6,0.2,5,8,223
Gwoza,Borno,2021,1,-1,0.6,0.2,5,8,488
Gwoza,Borno,2021,2,-1,0.6,0.2,5,9,516
Gwoza,Borno,2021,3,-1,0.6,0.2,5,10,544
Gwoza,Borno,2021,4,-1,0.6,0.2,5,11,572
Gwoza,Borno,2022,1,-1,0.6,0.2,5,8,950
Gwoza,Borno,2022,2,-1,0.6,0.2,5,9,978
Gwoza,Borno,2022,3,-1,0.6,0.2,5,10,1006
Gwoza,Borno,2022,4,-1,0.6,0.2,5,11,1034
Gwoza,Borno,2023,1,-1,0.6,0.2,5,8,1314
Gwoza,Borno,2023,2,-1,0.6,0.2,5,9,1342
Gwoza,Borno,2023,3,-1,0.6,0.2,5,10,1370
Gwoza,Borno,2023,4,-1,0.6,0.2,5,11,1398
Gwoza,Borno,2024,1,-1,0.6,0.2,5,8,1678
Gwoza,Borno,2024,2,-1,0.6,0.2,5,9,1706
Gwoza,Borno,2024,3,-1,0.6,0.2,5,10,1734
Gwoza,Borno,2024,4,-1,0.6,0.2,5,11,1762
Gwoza,Borno,2025,1,-1,0.6,0.2,5,8,2049
Gwoza,Borno,2025,2,-1,0.6,0.2,5,9,2077
Gwoza,Borno,2025,3,-1,0.6,0.2,5,10,2105
Gwoza,Borno,2025,4,-1,0.6,0.2,5,11,2133
Hadejia,Jigawa,2020,2,-1,1,0.973782772,5,8,214
Hadejia,Jigawa,2020,3,-1,1,0.975655431,5,9,242
Hadejia,Jigawa,2020,4,-1,1,0.653558052,5,10,270
Hadejia,Jigawa,2020,1,-1,1,0.934456929,5,7,186
Hadejia,Jigawa,2021,1,-1,1,0.934456929,5,7,550
Hadejia,Jigawa,2021,2,-1,1,0.973782772,5,8,578
Hadejia,Jigawa,2021,3,-1,1,0.975655431,5,9,606
Hadejia,Jigawa,2021,4,-1,1,0.653558052,5,10,634
Hadejia,Jigawa,2022,1,-1,1,0.934456929,5,7,915
Hadejia,Jigawa,2022,2,-1,1,0.973782772,5,8,943
Hadejia,Jigawa,2022,3,-1,1,0.975655431,5,9,971
Hadejia,Jigawa,2022,4,-1,1,0.653558052,5,10,999
Hadejia,Jigawa,2023,1,-1,1,0.934456929,5,7,1286
Hadejia,Jigawa,2023,2,-1,1,0.973782772,5,8,1314
Hadejia,Jigawa,2023,3,-1,1,0.975655431,5,9,1342
Hadejia,Jigawa,2023,4,-1,1,0.653558052,5,10,1370
Hadejia,Jigawa,2024,1,-1,1,0.934456929,5,7,1646
Hadejia,Jigawa,2024,2,-1,1,0.973782772,5,8,1674
Hadejia,Jigawa,2024,3,-1,1,0.975655431,5,9,1702
Hadejia,Jigawa,2024,4,-1,1,0.653558052,5,10,1730
Hadejia,Jigawa,2025,1,-1,1,0.934456929,5,7,2014
Hadejia,Jigawa,2025,2,-1,1,0.973782772,5,8,2042
Hadejia,Jigawa,2025,3,-1,1,0.975655431,5,9,2070
Hadejia,Jigawa,2025,4,-1,1,0.653558052,5,10,2098
Illela,Sokoto,2020,1,-1,1,0.969736842,5,7,186
Illela,Sokoto,2020,2,-1,1,0.994736842,5,8,214
Illela,Sokoto,2020,3,-1,1,0.992105263,5,9,242
Illela,Sokoto,2020,4,-1,1,0.45,5,10,270
Illela,Sokoto,2021,1,-1,1,0.969736842,5,7,550
Illela,Sokoto,2021,2,-1,1,0.994736842,5,8,578
Illela,Sokoto,2021,3,-1,1,0.992105263,5,9,606
Illela,Sokoto,2021,4,-1,1,0.45,5,10,634
Illela,Sokoto,2022,1,-1,1,0.969736842,5,7,915
Illela,Sokoto,2022,2,-1,1,0.994736842,5,8,943
Illela,Sokoto,2022,3,-1,1,0.992105263,5,9,971
Illela,Sokoto,2022,4,-1,1,0.45,5,10,999
Illela,Sokoto,2023,1,-1,1,0.969736842,5,7,1286
Illela,Sokoto,2023,2,-1,1,0.994736842,5,8,1314
Illela,Sokoto,2023,3,-1,1,0.992105263,5,9,1342
Illela,Sokoto,2023,4,-1,1,0.45,5,10,1370
Illela,Sokoto,2024,1,-1,1,0.969736842,5,7,1646
Illela,Sokoto,2024,2,-1,1,0.994736842,5,8,1674
Illela,Sokoto,2024,3,-1,1,0.992105263,5,9,1702
Illela,Sokoto,2024,4,-1,1,0.45,5,10,1730
Illela,Sokoto,2025,1,-1,1,0.969736842,5,7,2014
Illela,Sokoto,2025,2,-1,1,0.994736842,5,8,2042
Illela,Sokoto,2025,3,-1,1,0.992105263,5,9,2070
Illela,Sokoto,2025,4,-1,1,0.45,5,10,2098
Isa,Sokoto,2020,1,-1,1,0.969736842,5,7,186
Isa,Sokoto,2020,2,-1,1,0.994736842,5,8,214
Isa,Sokoto,2020,3,-1,1,0.992105263,5,9,242
Isa,Sokoto,2020,4,-1,1,0.45,5,10,270
Isa,Sokoto,2021,1,-1,1,0.969736842,5,7,550
Isa,Sokoto,2021,2,-1,1,0.994736842,5,8,578
Isa,Sokoto,2021,3,-1,1,0.992105263,5,9,606
Isa,Sokoto,2021,4,-1,1,0.45,5,10,634
