LGA,State,year,round,duration,coverage_high_access,coverage_low_access,max_age,month_new,simday
Isa,Sokoto,2022,1,-1,1,0.969736842,5,7,915
Isa,Sokoto,2022,2,-1,1,0.994736842,5,8,943
Isa,Sokoto,2022,3,-1,1,0.992105263,5,9,971
Isa,Sokoto,2022,4,-1,1,0.45,5,10,999
Isa,Sokoto,2023,1,-1,1,0.969736842,5,7,1286
Isa,Sokoto,2023,2,-1,1,0.994736842,5,8,1314
Isa,Sokoto,2023,3,-1,1,0.992105263,5,9,1342
Isa,Sokoto,2023,4,-1,1,0.45,5,10,1370
Isa,Sokoto,2024,1,-1,1,0.969736842,5,7,1646
Isa,Sokoto,2024,2,-1,1,0.994736842,5,8,1674
Isa,Sokoto,2024,3,-1,1,0.992105263,5,9,1702
Isa,Sokoto,2024,4,-1,1,0.45,5,10,1730
Isa,Sokoto,2025,1,-1,1,0.969736842,5,7,2014
Isa,Sokoto,2025,2,-1,1,0.994736842,5,8,2042
Isa,Sokoto,2025,3,-1,1,0.992105263,5,9,2070
Isa,Sokoto,2025,4,-1,1,0.45,5,10,2098
Jahun,Jigawa,2020,2,-1,1,0.973782772,5,8,214
Jahun,Jigawa,2020,3,-1,1,0.975655431,5,9,242
Jahun,Jigawa,2020,4,-1,1,0.653558052,5,10,270
Jahun,Jigawa,2020,1,-1,1,0.934456929,5,7,186
Jahun,Jigawa,2021,1,-1,1,0.934456929,5,7,550
Jahun,Jigawa,2021,2,-1,1,0.973782772,5,8,578
Jahun,Jigawa,2021,3,-1,1,0.975655431,5,9,606
Jahun,Jigawa,2021,4,-1,1,0.653558052,5,10,634
Jahun,Jigawa,2022,1,-1,1,0.934456929,5,7,915
Jahun,Jigawa,2022,2,-1,1,0.973782772,5,8,943
Jahun,Jigawa,2022,3,-1,1,0.975655431,5,9,971
Jahun,Jigawa,2022,4,-1,1,0.653558052,5,10,999
Jahun,Jigawa,2023,1,-1,1,0.934456929,5,7,1286
Jahun,Jigawa,2023,2,-1,1,0.973782772,5,8,1314
Jahun,Jigawa,2023,3,-1,1,0.975655431,5,9,1342
Jahun,Jigawa,2023,4,-1,1,0.653558052,5,10,1370
Jahun,Jigawa,2024,1,-1,1,0.934456929,5,7,1646
Jahun,Jigawa,2024,2,-1,1,0.973782772,5,8,1674
Jahun,Jigawa,2024,3,-1,1,0.975655431,5,9,1702
Jahun,Jigawa,2024,4,-1,1,0.653558052,5,10,1730
Jahun,Jigawa,2025,1,-1,1,0.934456929,5,7,2014
Jahun,Jigawa,2025,2,-1,1,0.973782772,5,8,2042
Jahun,Jigawa,2025,3,-1,1,0.975655431,5,9,2070
Jahun,Jigawa,2025,4,-1,1,0.653558052,5,10,2098
Jibia,Katsina,2020,2,-1,1,0.977477477,5,8,214
Jibia,Katsina,2020,3,-1,1,0.951951952,5,9,242
Jibia,Katsina,2020,4,-1,1,0.363363363,5,10,270
Jibia,Katsina,2020,1,-1,1,0.975975976,5,7,186
Jibia,Katsina,2021,1,-1,1,0.975975976,5,7,550
Jibia,Katsina,2021,2,-1,1,0.977477477,5,8,578
Jibia,Katsina,2021,3,-1,1,0.951951952,5,9,606
Jibia,Katsina,2021,4,-1,1,0.363363363,5,10,634
Jibia,Katsina,2022,1,-1,1,0.975975976,5,7,915
Jibia,Katsina,2022,2,-1,1,0.977477477,5,8,943
Jibia,Katsina,2022,3,-1,1,0.951951952,5,9,971
Jibia,Katsina,2022,4,-1,1,0.363363363,5,10,999
Jibia,Katsina,2023,1,-1,1,0.975975976,5,7,1286
Jibia,Katsina,2023,2,-1,1,0.977477477,5,8,1314
Jibia,Katsina,2023,3,-1,1,0.951951952,5,9,1342
Jibia,Katsina,2023,4,-1,1,0.363363363,5,10,1370
Jibia,Katsina,2024,1,-1,1,0.975975976,5,7,1646
Jibia,Katsina,2024,2,-1,1,0.977477477,5,8,1674
Jibia,Katsina,2024,3,-1,1,0.951951952,5,9,1702
Jibia,Katsina,2024,4,-1,1,0.363363363,5,10,1730
Jibia,Katsina,2025,1,-1,1,0.975975976,5,7,2014
Jibia,Katsina,2025,2,-1,1,0.977477477,5,8,2042
Jibia,Katsina,2025,3,-1,1,0.951951952,5,9,2070
Jibia,Katsina,2025,4,-1,1,0.363363363,5,10,2098
Kafin Hausa,Jigawa,2020,2,-1,1,0.973782772,5,8,214
Kafin Hausa,Jigawa,2020,3,-1,1,0.975655431,5,9,242
Kafin Hausa,Jigawa,2020,4,-1,1,0.653558052,5,10,270
Kafin Hausa,Jigawa,2020,1,-1,1,0.934456929,5,7,186
Kafin Hausa,Jigawa,2021,1,-1,1,0.934456929,5,7,550
Kafin Hausa,Jigawa,2021,2,-1,1,0.973782772,5,8,578
Kafin Hausa,Jigawa,2021,3,-1,1,0.975655431,5,9,606
Kafin Hausa,Jigawa,2021,4,-1,1,0.653558052,5,10,634
Kafin Hausa,Jigawa,2022,1,-1,1,0.934456929,5,7,915
Kafin Hausa,Jigawa,2022,2,-1,1,0.973782772,5,8,943
Kafin Hausa,Jigawa,2022,3,-1,1,0.975655431,5,9,971
Kafin Hausa,Jigawa,2022,4,-1,1,0.653558052,5,10,999
Kafin Hausa,Jigawa,2023,1,-1,1,0.934456929,5,7,1286
Kafin Hausa,Jigawa,2023,2,-1,1,0.973782772,5,8,1314
Kafin Hausa,Jigawa,2023,3,-1,1,0.975655431,5,9,1342
Kafin Hausa,Jigawa,2023,4,-1,1,0.653558052,5,10,1370
Kafin Hausa,Jigawa,2024,1,-1,1,0.934456929,5,7,1646
Kafin Hausa,Jigawa,2024,2,-1,1,0.973782772,5,8,1674
Kafin Hausa,Jigawa,2024,3,-1,1,0.975655431,5,9,1702
Kafin Hausa,Jigawa,2024,4,-1,1,0.653558052,5,10,1730
Kafin Hausa,Jigawa,2025,1,-1,1,0.934456929,5,7,2014
Kafin Hausa,Jigawa,2025,2,-1,1,0.973782772,5,8,2042
Kafin Hausa,Jigawa,2025,3,-1,1,0.975655431,5,9,2070
Kafin Hausa,Jigawa,2025,4,-1,1,0.653558052,5,10,2098
Kaita,Katsina,2020,2,-1,1,0.977477477,5,8,214
Kaita,Katsina,2020,3,-1,1,0.951951952,5,9,242
Kaita,Katsina,2020,4,-1,1,0.363363363,5,10,270
Kaita,Katsina,2020,1,-1,1,0.975975976,5,7,186
Kaita,Katsina,2021,1,-1,1,0.975975976,5,7,550
Kaita,Katsina,2021,2,-1,1,0.977477477,5,8,578
Kaita,Katsina,2021,3,-1,1,0.951951952,5,9,606
Kaita,Katsina,2021,4,-1,1,0.363363363,5,10,634
Kaita,Katsina,2022,1,-1,1,0.975975976,5,7,915
Kaita,Katsina,2022,2,-1,1,0.977477477,5,8,943
Kaita,Katsina,2022,3,-1,1,0.951951952,5,9,971
Kaita,Katsina,2022,4,-1,1,0.363363363,5,10,999
Kaita,Katsina,2023,1,-1,1,0.975975976,5,7,1286
Kaita,Katsina,2023,2,-1,1,0.977477477,5,8,1314
Kaita,Katsina,2023,3,-1,1,0.951951952,5,9,1342
Kaita,Katsina,2023,4,-1,1,0.363363363,5,10,1370
Kaita,Katsina,2024,1,-1,1,0.975975976,5,7,1646
Kaita,Katsina,2024,2,-1,1,0.977477477,5,8,1674
Kaita,Katsina,2024,3,-1,1,0.951951952,5,9,1702
Kaita,Katsina,2024,4,-1,1,0.363363363,5,10,1730
Kaita,Katsina,2025,1,-1,1,0.975975976,5,7,2014
Kaita,Katsina,2025,2,-1,1,0.977477477,5,8,2042
Kaita,Katsina,2025,3,-1,1,0.951951952,5,9,2070
Kaita,Katsina,2025,4,-1,1,0.363363363,5,10,2098
Kala-Balge,Borno,2020,2,-1,0.6,0.2,5,9,251
Kala-Balge,Borno,2020,3,-1,0.6,0.2,5,10,279
Kala-Balge,Borno,2020,4,-1,0.6,0.2,5,11,307
Kala-Balge,Borno,2020,1,-1,0.6,0.2,5,8,223
Kala-Balge,Borno,2021,1,-1,0.6,0.2,5,8,488
Kala-Balge,Borno,2021,2,-1,0.6,0.2,5,9,516
Kala-Balge,Borno,2021,3,-1,0.6,0.2,5,10,544
Kala-Balge,Borno,2021,4,-1,0.6,0.2,5,11,572
Kala-Balge,Borno,2022,1,-1,0.6,0.2,5,8,950
Kala-Balge,Borno,2022,2,-1,0.6,0.2,5,9,978
Kala-Balge,Borno,2022,3,-1,0.6,0.2,5,10,1006
Kala-Balge,Borno,2022,4,-1,0.6,0.2,5,11,1034
Kala-Balge,Borno,2023,1,-1,0.6,0.2,5,8,1314
Kala-Balge,Borno,2023,2,-1,0.6,0.2,5,9,1342
Kala-Balge,Borno,2023,3,-1,0.6,0.2,5,10,1370
Kala-Balge,Borno,2023,4,-1,0.6,0.2,5,11,1398
Kala-Balge,Borno,2024,1,-1,0.6,0.2,5,8,1678
Kala-Balge,Borno,2024,2,-1,0.6,0.2,5,9,1706
Kala-Balge,Borno,2024,3,-1,0.6,0.2,5,10,1734
Kala-Balge,Borno,2024,4,-1,0.6,0.2,5,11,1762
Kala-Balge,Borno,2025,1,-1,0.6,0.2,5,8,2049
Kala-Balge,Borno,2025,2,-1,0.6,0.2,5,9,2077
Kala-Balge,Borno,2025,3,-1,0.6,0.2,5,10,2105
Kala-Balge,Borno,2025,4,-1,0.6,0.2,5,11,2133
Karasuwa,Yobe,2020,2,-1,1,0.961810467,5,9,251
Karasuwa,Yobe,2020,3,-1,1,0.974540311,5,10,279
Karasuwa,Yobe,2020,4,-1,1,0.463932107,5,11,307
Karasuwa,Yobe,2020,1,-1,1,0.98019802,5,8,223
Karasuwa,Yobe,2021,1,-1,1,0.98019802,5,8,488
Karasuwa,Yobe,2021,2,-1,1,0.961810467,5,9,516
Karasuwa,Yobe,2021,3,-1,1,0.974540311,5,10,544
Karasuwa,Yobe,2021,4,-1,1,0.463932107,5,11,572
Karasuwa,Yobe,2022,1,-1,1,0.98019802,5,8,950
Karasuwa,Yobe,2022,2,-1,1,0.961810467,5,9,978
Karasuwa,Yobe,2022,3,-1,1,0.974540311,5,10,1006
Karasuwa,Yobe,2022,4,-1,1,0.463932107,5,11,1034
Karasuwa,Yobe,2023,1,-1,1,0.98019802,5,8,1314
Karasuwa,Yobe,2023,2,-1,1,0.961810467,5,9,1342
Karasuwa,Yobe,2023,3,-1,1,0.974540311,5,10,1370
Karasuwa,Yobe,2023,4,-1,1,0.463932107,5,11,1398
Karasuwa,Yobe,2024,1,-1,1,0.98019802,5,8,1678
Karasuwa,Yobe,2024,2,-1,1,0.961810467,5,9,1706
Karasuwa,Yobe,2024,3,-1,1,0.974540311,5,10,1734
Karasuwa,Yobe,2024,4,-1,1,0.463932107,5,11,1762
Karasuwa,Yobe,2025,1,-1,1,0.98019802,5,8,2049
Karasuwa,Yobe,2025,2,-1,1,0.961810467,5,9,2077
Karasuwa,Yobe,2025,3,-1,1,0.974540311,5,10,2105
Karasuwa,Yobe,2025,4,-1,1,0.463932107,5,11,2133
Kaugama,Jigawa,2020,2,-1,1,0.973782772,5,8,214
Kaugama,Jigawa,2020,3,-1,1,0.975655431,5,9,242
Kaugama,Jigawa,2020,4,-1,1,0.653558052,5,10,270
Kaugama,Jigawa,2020,1,-1,1,0.934456929,5,7,186
Kaugama,Jigawa,2021,1,-1,1,0.934456929,5,7,550
Kaugama,Jigawa,2021,2,-1,1,0.973782772,5,8,578
Kaugama,Jigawa,2021,3,-1,1,0.975655431,5,9,606
Kaugama,Jigawa,2021,4,-1,1,0.653558052,5,10,634
Kaugama,Jigawa,2022,1,-1,1,0.934456929,5,7,915
Kaugama,Jigawa,2022,2,-1,1,0.973782772,5,8,943
Kaugama,Jigawa,2022,3,-1,1,0.975655431,5,9,971
Kaugama,Jigawa,2022,4,-1,1,0.653558052,5,10,999
Kaugama,Jigawa,2023,1,-1,1,0.934456929,5,7,1286
Kaugama,Jigawa,2023,2,-1,1,0.973782772,5,8,1314
Kaugama,Jigawa,2023,3,-1,1,0.975655431,5,9,1342
Kaugama,Jigawa,2023,4,-1,1,0.653558052,5,10,1370
Kaugama,Jigawa,2024,1,-1,1,0.934456929,5,7,1646
Kaugama,Jigawa,2024,2,-1,1,0.973782772,5,8,1674
Kaugama,Jigawa,2024,3,-1,1,0.975655431,5,9,1702
Kaugama,Jigawa,2024,4,-1,1,0.653558052,5,10,1730
Kaugama,Jigawa,2025,1,-1,1,0.934456929,5,7,2014
Kaugama,Jigawa,2025,2,-1,1,0.973782772,5,8,2042
Kaugama,Jigawa,2025,3,-1,1,0.975655431,5,9,2070
Kaugama,Jigawa,2025,4,-1,1,0.653558052,5,10,2098
Kaura-Namoda,Zamfara,2020,1,-1,1,0.854974705,5,7,186
Kaura-Namoda,Zamfara,2020,2,-1,1,0.927487352,5,8,214
Kaura-Namoda,Zamfara,2020,3,-1,1,0.937605396,5,9,242
Kaura-Namoda,Zamfara,2020,4,-1,1,0.268128162,5,10,270
Kaura-Namoda,Zamfara,2021,1,-1,1,0.854974705,5,7,550
Kaura-Namoda,Zamfara,2021,2,-1,1,0.927487352,5,8,578
Kaura-Namoda,Zamfara,2021,3,-1,1,0.937605396,5,9,606
Kaura-Namoda,Zamfara,2021,4,-1,1,0.268128162,5,10,634
Kaura-Namoda,Zamfara,2022,1,-1,1,0.854974705,5,7,915
Kaura-Namoda,Zamfara,2022,2,-1,1,0.927487352,5,8,943
Kaura-Namoda,Zamfara,2022,3,-1,1,0.937605396,5,9,971
Kaura-Namoda,Zamfara,2022,4,-1,1,0.268128162,5,10,999
Kaura-Namoda,Zamfara,2023,1,-1,1,0.854974705,5,7,1286
Kaura-Namoda,Zamfara,2023,2,-1,1,0.927487352,5,8,1314
Kaura-Namoda,Zamfara,2023,3,-1,1,0.937605396,5,9,1342
Kaura-Namoda,Zamfara,2023,4,-1,1,0.268128162,5,10,1370
Kaura-Namoda,Zamfara,2024,1,-1,1,0.854974705,5,7,1646
Kaura-Namoda,Zamfara,2024,2,-1,1,0.927487352,5,8,1674
Kaura-Namoda,Zamfara,2024,3,-1,1,0.937605396,5,9,1702
Kaura-Namoda,Zamfara,2024,4,-1,1,0.268128162,5,10,1730
Kaura-Namoda,Zamfara,2025,1,-1,1,0.854974705,5,7,2014
Kaura-Namoda,Zamfara,2025,2,-1,1,0.927487352,5,8,2042
Kaura-Namoda,Zamfara,2025,3,-1,1,0.937605396,5,9,2070
Kaura-Namoda,Zamfara,2025,4,-1,1,0.268128162,5,10,2098
Kazaure,Jigawa,2020,2,-1,1,0.973782772,5,8,214
Kazaure,Jigawa,2020,3,-1,1,0.975655431,5,9,242
Kazaure,Jigawa,2020,4,-1,1,0.653558052,5,10,270
Kazaure,Jigawa,2020,1,-1,1,0.934456929,5,7,186
Kazaure,Jigawa,2021,1,-1,1,0.934456929,5,7,550
Kazaure,Jigawa,2021,2,-1,1,0.973782772,5,8,578
Kazaure,Jigawa,2021,3,-1,1,0.975655431,5,9,606
Kazaure,Jigawa,2021,4,-1,1,0.653558052,5,10,634
Kazaure,Jigawa,2022,1,-1,1,0.934456929,5,7,915
Kazaure,Jigawa,2022,2,-1,1,0.973782772,5,8,943
Kazaure,Jigawa,2022,3,-1,1,0.975655431,5,9,971
Kazaure,Jigawa,2022,4,-1,1,0.653558052,5,10,999
Kazaure,Jigawa,2023,1,-1,1,0.934456929,5,7,1286
Kazaure,Jigawa,2023,2,-1,1,0.973782772,5,8,1314
Kazaure,Jigawa,2023,3,-1,1,0.975655431,5,9,1342
Kazaure,Jigawa,2023,4,-1,1,0.653558052,5,10,1370
Kazaure,Jigawa,2024,1,-1,1,0.934456929,5,7,1646
Kazaure,Jigawa,2024,2,-1,1,0.973782772,5,8,1674
Kazaure,Jigawa,2024,3,-1,1,0.975655431,5,9,1702
Kazaure,Jigawa,2024,4,-1,1,0.653558052,5,10,1730
Kazaure,Jigawa,2025,1,-1,1,0.934456929,5,7,2014
Kazaure,Jigawa,2025,2,-1,1,0.973782772,5,8,2042
Kazaure,Jigawa,2025,3,-1,1,0.975655431,5,9,2070
Kazaure,Jigawa,2025,4,-1,1,0.653558052,5,10,2098
Kebbe,Sokoto,2020,1,-1,1,0.969736842,5,7,186
Kebbe,Sokoto,2020,2,-1,1,0.994736842,5,8,214
Kebbe,Sokoto,2020,3,-1,1,0.992105263,5,9,242
Kebbe,Sokoto,2020,4,-1,1,0.45,5,10,270
Kebbe,Sokoto,2021,1,-1,1,0.969736842,5,7,550
Kebbe,Sokoto,2021,2,-1,1,0.994736842,5,8,578
Kebbe,Sokoto,2021,3,-1,1,0.992105263,5,9,606
Kebbe,Sokoto,2021,4,-1,1,0.45,5,10,634
Kebbe,Sokoto,2022,1,-1,1,0.969736842,5,7,915
Kebbe,Sokoto,2022,2,-1,1,0.994736842,5,8,943
Kebbe,Sokoto,2022,3,-1,1,0.992105263,5,9,971
Kebbe,Sokoto,2022,4,-1,1,0.45,5,10,999
Kebbe,Sokoto,2023,1,-1,1,0.969736842,5,7,1286
Kebbe,Sokoto,2023,2,-1,1,0.994736842,5,8,1314
Kebbe,Sokoto,2023,3,-1,1,0.992105263,5,9,1342
Kebbe,Sokoto,2023,4,-1,1,0.45,5,10,1370
Kebbe,Sokoto,2024,1,-1,1,0.969736842,5,7,1646
Kebbe,Sokoto,2024,2,-1,1,0.994736842,5,8,1674
Kebbe,Sokoto,2024,3,-1,1,0.992105263,5,9,1702
Kebbe,Sokoto,2024,4,-1,1,0.45,5,10,1730
Kebbe,Sokoto,2025,1,-1,1,0.969736842,5,7,2014
Kebbe,Sokoto,2025,2,-1,1,0.994736842,5,8,2042
Kebbe,Sokoto,2025,3,-1,1,0.992105263,5,9,2070
Kebbe,Sokoto,2025,4,-1,1,0.45,5,10,2098
Kiri Kasamma,Jigawa,2020,2,-1,1,0.973782772,5,8,214
Kiri Kasamma,Jigawa,2020,3,-1,1,0.975655431,5,9,242
Kiri Kasamma,Jigawa,2020,4,-1,1,0.653558052,5,10,270
Kiri Kasamma,Jigawa,2020,1,-1,1,0.934456929,5,7,186
Kiri Kasamma,Jigawa,2021,1,-1,1,0.934456929,5,7,550
Kiri Kasamma,Jigawa,2021,2,-1,1,0.973782772,5,8,578
Kiri Kasamma,Jigawa,2021,3,-1,1,0.975655431,5,9,606
Kiri Kasamma,Jigawa,2021,4,-1,1,0.653558052,5,10,634
Kiri Kasamma,Jigawa,2022,1,-1,1,0.934456929,5,7,915
Kiri Kasamma,Jigawa,2022,2,-1,1,0.973782772,5,8,943
Kiri Kasamma,Jigawa,2022,3,-1,1,0.975655431,5,9,971
Kiri Kasamma,Jigawa,2022,4,-1,1,0.653558052,5,10,999
Kiri Kasamma,Jigawa,2023,1,-1,1,0.934456929,5,7,1286
Kiri Kasamma,Jigawa,2023,2,-1,1,0.973782772,5,8,1314
Kiri Kasamma,Jigawa,2023,3,-1,1,0.975655431,5,9,1342
Kiri Kasamma,Jigawa,2023,4,-1,1,0.653558052,5,10,1370
Kiri Kasamma,Jigawa,2024,1,-1,1,0.934456929,5,7,1646
Kiri Kasamma,Jigawa,2024,2,-1,1,0.973782772,5,8,1674
Kiri Kasamma,Jigawa,2024,3,-1,1,0.975655431,5,9,1702
Kiri Kasamma,Jigawa,2024,4,-1,1,0.653558052,5,10,1730
Kiri Kasamma,Jigawa,2025,1,-1,1,0.934456929,5,7,2014
Kiri Kasamma,Jigawa,2025,2,-1,1,0.973782772,5,8,2042
Kiri Kasamma,Jigawa,2025,3,-1,1,0.975655431,5,9,2070
Kiri Kasamma,Jigawa,2025,4,-1,1,0.653558052,5,10,2098
Kiyawa,Jigawa,2020,2,-1,1,0.973782772,5,8,214
Kiyawa,Jigawa,2020,3,-1,1,0.975655431,5,9,242
Kiyawa,Jigawa,2020,4,-1,1,0.653558052,5,10,270
Kiyawa,Jigawa,2020,1,-1,1,0.934456929,5,7,186
Kiyawa,Jigawa,2021,1,-1,1,0.934456929,5,7,550
Kiyawa,Jigawa,2021,2,-1,1,0.973782772,5,8,578
Kiyawa,Jigawa,2021,3,-1,1,0.975655431,5,9,606
Kiyawa,Jigawa,2021,4,-1,1,0.653558052,5,10,634
Kiyawa,Jigawa,2022,1,-1,1,0.934456929,5,7,915
Kiyawa,Jigawa,2022,2,-1,1,0.973782772,5,8,943
Kiyawa,Jigawa,2022,3,-1,1,0.975655431,5,9,971
Kiyawa,Jigawa,2022,4,-1,1,0.653558052,5,10,999
Kiyawa,Jigawa,2023,1,-1,1,0.934456929,5,7,1286
Kiyawa,Jigawa,2023,2,-1,1,0.973782772,5,8,1314
Kiyawa,Jigawa,2023,3,-1,1,0.975655431,5,9,1342
Kiyawa,Jigawa,2023,4,-1,1,0.653558052,5,10,1370
Kiyawa,Jigawa,2024,1,-1,1,0.934456929,5,7,1646
Kiyawa,Jigawa,2024,2,-1,1,0.973782772,5,8,1674
Kiyawa,Jigawa,2024,3,-1,1,0.975655431,5,9,1702
Kiyawa,Jigawa,2024,4,-1,1,0.653558052,5,10,1730
Kiyawa,Jigawa,2025,1,-1,1,0.934456929,5,7,2014
Kiyawa,Jigawa,2025,2,-1,1,0.973782772,5,8,2042
Kiyawa,Jigawa,2025,3,-1,1,0.975655431,5,9,2070
Kiyawa,Jigawa,2025,4,-1,1,0.653558052,5,10,2098
Kware,Sokoto,2020,1,-1,1,0.969736842,5,7,186
Kware,Sokoto,2020,2,-1,1,0.994736842,5,8,214
Kware,Sokoto,2020,3,-1,1,0.992105263,5,9,242
Kware,Sokoto,2020,4,-1,1,0.45,5,10,270
Kware,Sokoto,2021,1,-1,1,0.969736842,5,7,550
Kware,Sokoto,2021,2,-1,1,0.994736842,5,8,578
Kware,Sokoto,2021,3,-1,1,0.992105263,5,9,606
Kware,Sokoto,2021,4,-1,1,0.45,5,10,634
Kware,Sokoto,2022,1,-1,1,0.969736842,5,7,915
Kware,Sokoto,2022,2,-1,1,0.994736842,5,8,943
Kware,Sokoto,2022,3,-1,1,0.992105263,5,9,971
Kware,Sokoto,2022,4,-1,1,0.45,5,10,999
Kware,Sokoto,2023,1,-1,1,0.969736842,5,7,1286
Kware,Sokoto,2023,2,-1,1,0.994736842,5,8,1314
Kware,Sokoto,2023,3,-1,1,0.992105263,5,9,1342
Kware,Sokoto,2023,4,-1,1,0.45,5,10,1370
Kware,Sokoto,2024,1,-1,1,0.969736842,5,7,1646
Kware,Sokoto,2024,2,-1,1,0.994736842,5,8,1674
Kware,Sokoto,2024,3,-1,1,0.992105263,5,9,1702
Kware,Sokoto,2024,4,-1,1,0.45,5,10,1730
Kware,Sokoto,2025,1,-1,1,0.969736842,5,7,2014
Kware,Sokoto,2025,2,-1,1,0.994736842,5,8,2042
Kware,Sokoto,2025,3,-1,1,0.992105263,5,9,2070
Kware,Sokoto,2025,4,-1,1,0.45,5,10,2098
Machina,Yobe,2020,2,-1,1,0.961810467,5,9,251
Machina,Yobe,2020,3,-1,1,0.974540311,5,10,279
Machina,Yobe,2020,4,-1,1,0.463932107,5,11,307
Machina,Yobe,2020,1,-1,1,0.98019802,5,8,223
Machina,Yobe,2021,1,-1,1,0.98019802,5,8,488
Machina,Yobe,2021,2,-1,1,0.961810467,5,9,516
Machina,Yobe,2021,3,-1,1,0.974540311,5,10,544
Machina,Yobe,2021,4,-1,1,0.463932107,5,11,572
Machina,Yobe,2022,1,-1,1,0.98019802,5,8,950
Machina,Yobe,2022,2,-1,1,0.961810467,5,9,978
Machina,Yobe,2022,3,-1,1,0.974540311,5,10,1006
Machina,Yobe,2022,4,-1,1,0.463932107,5,11,1034
Machina,Yobe,2023,1,-1,1,0.98019802,5,8,1314
Machina,Yobe,2023,2,-1,1,0.961810467,5,9,1342
Machina,Yobe,2023,3,-1,1,0.974540311,5,10,1370
Machina,Yobe,2023,4,-1,1,0.463932107,5,11,1398
Machina,Yobe,2024,1,-1,1,0.98019802,5,8,1678
Machina,Yobe,2024,2,-1,1,0.961810467,5,9,1706
Machina,Yobe,2024,3,-1,1,0.974540311,5,10,1734
Machina,Yobe,2024,4,-1,1,0.463932107,5,11,1762
Machina,Yobe,2025,1,-1,1,0.98019802,5,8,2049
Machina,Yobe,2025,2,-1,1,0.961810467,5,9,2077
Machina,Yobe,2025,3,-1,1,0.974540311,5,10,2105
Machina,Yobe,2025,4,-1,1,0.463932107,5,11,2133
Mai'Adua,Katsina,2020,2,-1,1,0.977477477,5,8,214
Mai'Adua,Katsina,2020,3,-1,1,0.951951952,5,9,242
Mai'Adua,Katsina,2020,4,-1,1,0.363363363,5,10,270
Mai'Adua,Katsina,2020,1,-1,1,0.975975976,5,7,186
Mai'Adua,Katsina,2021,1,-1,1,0.975975976,5,7,550
Mai'Adua,Katsina,2021,2,-1,1,0.977477477,5,8,578
Mai'Adua,Katsina,2021,3,-1,1,0.951951952,5,9,606
Mai'Adua,Katsina,2021,4,-1,1,0.363363363,5,10,634
Mai'Adua,Katsina,2022,1,-1,1,0.975975976,5,7,915
Mai'Adua,Katsina,2022,2,-1,1,0.977477477,5,8,943
Mai'Adua,Katsina,2022,3,-1,1,0.951951952,5,9,971
Mai'Adua,Katsina,2022,4,-1,1,0.363363363,5,10,999
Mai'Adua,Katsina,2023,1,-1,1,0.975975976,5,7,1286
Mai'Adua,Katsina,2023,2,-1,1,0.977477477,5,8,1314
Mai'Adua,Katsina,2023,3,-1,1,0.951951952,5,9,1342
Mai'Adua,Katsina,2023,4,-1,1,0.363363363,5,10,1370
Mai'Adua,Katsina,2024,1,-1,1,0.975975976,5,7,1646
Mai'Adua,Katsina,2024,2,-1,1,0.977477477,5,8,1674
Mai'Adua,Katsina,2024,3,-1,1,0.951951952,5,9,1702
Mai'Adua,Katsina,2024,4,-1,1,0.363363363,5,10,1730
Mai'Adua,Katsina,2025,1,-1,1,0.975975976,5,7,2014
Mai'Adua,Katsina,2025,2,-1,1,0.977477477,5,8,2042
Mai'Adua,Katsina,2025,3,-1,1,0.951951952,5,9,2070
Mai'Adua,Katsina,2025,4,-1,1,0.363363363,5,10,2098
Maigatari,Jigawa,2020,2,-1,1,0.973782772,5,8,214
Maigatari,Jigawa,2020,3,-1,1,0.975655431,5,9,242
Maigatari,Jigawa,2020,4,-1,1,0.653558052,5,10,270
Maigatari,Jigawa,2020,1,-1,1,0.934456929,5,7,186
Maigatari,Jigawa,2021,1,-1,1,0.934456929,5,7,550
Maigatari,Jigawa,2021,2,-1,1,0.973782772,5,8,578
Maigatari,Jigawa,2021,3,-1,1,0.975655431,5,9,606
Maigatari,Jigawa,2021,4,-1,1,0.653558052,5,10,634
Maigatari,Jigawa,2022,1,-1,1,0.934456929,5,7,915
Maigatari,Jigawa,2022,2,-1,1,0.973782772,5,8,943
Maigatari,Jigawa,2022,3,-1,1,0.975655431,5,9,971
Maigatari,Jigawa,2022,4,-1,1,0.653558052,5,10,999
Maigatari,Jigawa,2023,1,-1,1,0.934456929,5,7,1286
Maigatari,Jigawa,2023,2,-1,1,0.973782772,5,8,1314
Maigatari,Jigawa,2023,3,-1,1,0.975655431,5,9,1342
Maigatari,Jigawa,2023,4,-1,1,0.653558052,5,10,1370
Maigatari,Jigawa,2024,1,-1,1,0.934456929,5,7,1646
Maigatari,Jigawa,2024,2,-1,1,0.973782772,5,8,1674
Maigatari,Jigawa,2024,3,-1,1,0.975655431,5,9,1702
Maigatari,Jigawa,2024,4,-1,1,0.653558052,5,10,1730
Maigatari,Jigawa,2025,1,-1,1,0.934456929,5,7,2014
Maigatari,Jigawa,2025,2,-1,1,0.973782772,5,8,2042
Maigatari,Jigawa,2025,3,-1,1,0.975655431,5,9,2070
Maigatari,Jigawa,2025,4,-1,1,0.653558052,5,10,2098
Malam Madori,Jigawa,2020,2,-1,1,0.973782772,5,8,214
Malam Madori,Jigawa,2020,3,-1,1,0.975655431,5,9,242
Malam Madori,Jigawa,2020,4,-1,1,0.653558052,5,10,270
Malam Madori,Jigawa,2020,1,-1,1,0.934456929,5,7,186
