"","LGA_old","repDS","year","LGA","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","round","peak","llins1","mortality","kill_rate","block_initial","simday"
"1206","Bokkos","Giwa",2023,"Bokkos",0.696000721,0.599451856,0.289792603,0.437081821,2,"august","PBO",0.504790752,0.746742417,0.655470906,1318
"1207","Jos East","Soba",2020,"Jos East",0.768181818,0.361111111,0.288888889,0.557142858,1,"july","PBO",0.522538958,0.747401474,0.685326633,186
"1208","Jos East","Soba",2023,"Jos East",0.768181818,0.361111111,0.288888889,0.557142858,2,"july","PBO",0.522538958,0.747401474,0.685326633,1281
"1209","Jos North","Soba",2020,"Jos North",0.679298762,0.417497388,0.297248624,0.522847022,1,"july","Urban areas",0.493441356,0.533403445,0.53,186
"1210","Jos North","Soba",2023,"Jos North",0.679298762,0.417497388,0.297248624,0.522847022,2,"july","Urban areas",0.493441356,0.533403445,0.53,1281
"1211","Jos South","Soba",2020,"Jos South",0.680858359,0.334508064,0.316662564,0.420938604,1,"july","Urban areas",0.463767002,0.510654246,0.53,186
"1212","Jos South","Soba",2023,"Jos South",0.680858359,0.334508064,0.316662564,0.420938604,2,"july","Urban areas",0.463767002,0.510654246,0.53,1281
"1213","Kanam","Alkaleri",2020,"Kanam",0.688012781,0.519905017,0.435757436,0.511691088,1,"july","PBO",0.551419778,0.748305371,0.728631858,186
"1214","Kanam","Alkaleri",2023,"Kanam",0.688012781,0.519905017,0.435757436,0.511691088,2,"july","PBO",0.551419778,0.748305371,0.728631858,1281
"1215","Kanke","Alkaleri",2020,"Kanke",0.549840459,0.4005481,0.411634639,0.53886874,1,"july","PBO",0.64202109,0.750207233,0.8295543,186
"1216","Kanke","Alkaleri",2023,"Kanke",0.549840459,0.4005481,0.411634639,0.53886874,2,"july","PBO",0.64202109,0.750207233,0.8295543,1281
"1217","Langtang North","Alkaleri",2020,"Langtang North",0.433333333,0.39,0.587096774,0.587096774,1,"july","PBO",0.48717115,0.74599366,0.65,186
"1218","Langtang North","Alkaleri",2023,"Langtang North",0.433333333,0.39,0.587096774,0.587096774,2,"july","PBO",0.48717115,0.74599366,0.65,1281
"1219","Langtang South","Keana",2020,"Langtang South",0.661535012,0.468674336,0.449471716,0.5767603,1,"august","PBO",0.543573071,0.748078178,0.717479103,223
"1220","Langtang South","Keana",2023,"Langtang South",0.661535012,0.468674336,0.449471716,0.5767603,2,"august","PBO",0.543573071,0.748078178,0.717479103,1318
"1221","Mangu","Darazo",2020,"Mangu",0.797154557,0.651603252,0.464457869,0.604968632,1,"july","PBO",0.474874026,0.74540649,0.65,186
"1222","Mangu","Darazo",2023,"Mangu",0.797154557,0.651603252,0.464457869,0.604968632,2,"july","PBO",0.474874026,0.74540649,0.65,1281
"1223","Mikang","Alkaleri",2020,"Mikang",0.629895132,0.496260192,0.440143318,0.646778747,1,"july","PBO",0.413678475,0.741412838,0.65,186
"1224","Mikang","Alkaleri",2023,"Mikang",0.629895132,0.496260192,0.440143318,0.646778747,2,"july","PBO",0.413678475,0.741412838,0.65,1281
"1225","Abua/Odual","Ahoada West",2020,"Abua-Odual",0.189267194,0.390015116,0.123630579,0.126619173,1,"may","PBO",0.255950957,0.709612874,0.65,131
"1226","Abua/Odual","Ahoada West",2023,"Abua-Odual",0.189267194,0.390015116,0.123630579,0.126619173,2,"may","PBO",0.255950957,0.709612874,0.65,1226
"1227","Pankshin","Alkaleri",2020,"Pankshin",0.282385457,0.246557401,0.349387714,0.366407885,1,"july","PBO",0.526813534,0.747547566,0.69213601,186
"1228","Pankshin","Alkaleri",2023,"Pankshin",0.282385457,0.246557401,0.349387714,0.366407885,2,"july","PBO",0.526813534,0.747547566,0.69213601,1281
"1229","Qua'an Pan","Keana",2020,"Qua'an Pan",0.485960999,0.368604646,0.300800639,0.451714563,1,"august","PBO",0.569366691,0.748779939,0.752532968,223
"1230","Qua'an Pan","Keana",2023,"Qua'an Pan",0.485960999,0.368604646,0.300800639,0.451714563,2,"august","PBO",0.569366691,0.748779939,0.752532968,1318
"1231","Riyom","Soba",2020,"Riyom",0.8,0.8,0.8,0.603571428,1,"july","PBO",0.581840921,0.749076616,0.767900764,186
"1232","Riyom","Soba",2023,"Riyom",0.8,0.8,0.8,0.603571428,2,"july","PBO",0.581840921,0.749076616,0.767900764,1281
"1233","Shendam","Keana",2020,"Shendam",0.409494925,0.186342647,0.246581875,0.345065595,1,"august","PBO",0.510631455,0.746969104,0.665583743,223
"1234","Shendam","Keana",2023,"Shendam",0.409494925,0.186342647,0.246581875,0.345065595,2,"august","PBO",0.510631455,0.746969104,0.665583743,1318
"1235","Wase","Alkaleri",2020,"Wase",0.427272732,0.339908234,0.28451177,0.368918928,1,"july","PBO",0.505206823,0.7467589,0.656200857,186
"1236","Wase","Alkaleri",2023,"Wase",0.427272732,0.339908234,0.28451177,0.368918928,2,"july","PBO",0.505206823,0.7467589,0.656200857,1281
"1237","Ahoada East","Ahoada West",2020,"Ahoada East",0.153160918,0.343148621,0.058832115,0.088644067,1,"may","PBO",0.212067193,0.685335866,0.65,131
"1238","Ahoada East","Ahoada West",2023,"Ahoada East",0.153160918,0.343148621,0.058832115,0.088644067,2,"may","PBO",0.212067193,0.685335866,0.65,1226
"1239","Ahoada West","Ahoada West",2020,"Ahoada West",0.144444444,0.343148621,0.297828467,0.26,1,"may","PBO",0.212747654,0.685818488,0.65,131
"1240","Ahoada West","Ahoada West",2023,"Ahoada West",0.144444444,0.343148621,0.297828467,0.26,2,"may","PBO",0.212747654,0.685818488,0.65,1226
"1241","Andoni","Nsit Ubium",2020,"Andoni",0.719968586,0.8,0.722263894,0.564278723,1,"june","PBO",0.187807527,0.66524829,0.65,162
"1242","Andoni","Nsit Ubium",2023,"Andoni",0.719968586,0.8,0.722263894,0.564278723,2,"june","PBO",0.187807527,0.66524829,0.65,1257
"1243","Asari-Toru","Ahoada West",2020,"Asari-Toru",0.590273644,0.642326502,0.480187672,0.338018741,1,"may","PBO",0.231108823,0.697447259,0.65,131
"1244","Asari-Toru","Ahoada West",2023,"Asari-Toru",0.590273644,0.642326502,0.480187672,0.338018741,2,"may","PBO",0.231108823,0.697447259,0.65,1226
"1245","Bonny","Nsit Ubium",2020,"Bonny",0.24016174,0.396025371,0.092858047,0.14135307,1,"june","PBO",0.215646982,0.687830777,0.65,162
"1246","Bonny","Nsit Ubium",2023,"Bonny",0.24016174,0.396025371,0.092858047,0.14135307,2,"june","PBO",0.215646982,0.687830777,0.65,1257
"1247","Eleme","Ahoada West",2020,"Eleme",0.434973114,0.331323893,0.222993905,0.349328119,1,"may","Urban areas",0.25030862,0.337309328,0.53,131
"1248","Eleme","Ahoada West",2023,"Eleme",0.434973114,0.331323893,0.222993905,0.349328119,2,"may","Urban areas",0.25030862,0.337309328,0.53,1226
"1249","Emohua","Ahoada West",2020,"Emohua",0.606666667,0.278571428,0.410526316,0.246551724,1,"may","PBO",0.246521171,0.705410924,0.65,131
"1250","Emohua","Ahoada West",2023,"Emohua",0.606666667,0.278571428,0.410526316,0.246551724,2,"may","PBO",0.246521171,0.705410924,0.65,1226
"1251","Etche","Ngor-Okpala",2020,"Etche",0.246130733,0.345314064,0.353418497,0.339922076,1,"june","PBO",0.253940946,0.70875579,0.65,162
"1252","Etche","Ngor-Okpala",2023,"Etche",0.246130733,0.345314064,0.353418497,0.339922076,2,"june","PBO",0.253940946,0.70875579,0.65,1257
"1253","Gokana","Nsit Ubium",2020,"Gokana",0.286036048,0.299923896,0.144240143,0.22569606,1,"june","PBO",0.297628692,0.72358026,0.65,162
"1254","Gokana","Nsit Ubium",2023,"Gokana",0.286036048,0.299923896,0.144240143,0.22569606,2,"june","PBO",0.297628692,0.72358026,0.65,1257
"1255","Ikwerre","Oru West",2020,"Ikwerre",0.379524249,0.198482856,0.108805259,0.183415851,1,"june","PBO",0.244599108,0.704495644,0.65,162
"1256","Ikwerre","Oru West",2023,"Ikwerre",0.379524249,0.198482856,0.108805259,0.183415851,2,"june","PBO",0.244599108,0.704495644,0.65,1257
"1257","Khana","Nsit Ubium",2020,"Khana",0.061904762,0.108333333,0.500000001,0.106557377,1,"june","PBO",0.213023685,0.686013131,0.65,162
"1258","Khana","Nsit Ubium",2023,"Khana",0.061904762,0.108333333,0.500000001,0.106557377,2,"june","PBO",0.213023685,0.686013131,0.65,1257
"1259","Obia/Akpor","Ahoada West",2020,"Obia-Akpor",0.332140322,0.252092504,0.249458971,0.322431084,1,"may","Urban areas",0.214169292,0.308907738,0.53,131
"1260","Obia/Akpor","Ahoada West",2023,"Obia-Akpor",0.332140322,0.252092504,0.249458971,0.322431084,2,"may","Urban areas",0.214169292,0.308907738,0.53,1226
"1261","Ogba/Egbema/Ndoni","Ahoada West",2020,"Ogba-Egbema-Ndoni",0.51936146,0.202901851,0.152122823,0.183187083,1,"may","PBO",0.223868267,0.693166972,0.65,131
"1262","Ogba/Egbema/Ndoni","Ahoada West",2023,"Ogba-Egbema-Ndoni",0.51936146,0.202901851,0.152122823,0.183187083,2,"may","PBO",0.223868267,0.693166972,0.65,1226
"1263","Ogu/Bolo","Nsit Ubium",2020,"Ogu-Bolo",0.434804084,0.382450966,0.263339795,0.296168328,1,"june","PBO",0.295928591,0.723128951,0.65,162
"1264","Ogu/Bolo","Nsit Ubium",2023,"Ogu-Bolo",0.434804084,0.382450966,0.263339795,0.296168328,2,"june","PBO",0.295928591,0.723128951,0.65,1257
"1265","Okrika","Nsit Ubium",2020,"Okrika",0.595381004,0.45495977,0.096968071,0.251070112,1,"june","PBO",0.2595175,0.711085056,0.65,162
"1266","Okrika","Nsit Ubium",2023,"Okrika",0.595381004,0.45495977,0.096968071,0.251070112,2,"june","PBO",0.2595175,0.711085056,0.65,1257
"1267","Omumma","Ngor-Okpala",2020,"Omumma",0.190119259,0.208325376,0.143602793,0.253076142,1,"june","PBO",0.307313641,0.725997989,0.65,162
"1268","Omumma","Ngor-Okpala",2023,"Omumma",0.190119259,0.208325376,0.143602793,0.253076142,2,"june","PBO",0.307313641,0.725997989,0.65,1257
"1269","Opobo/Nkoro","Nsit Ubium",2020,"Opobo-Nkoro",0.782614273,0.57574908,0.581528825,0.37632074,1,"june","PBO",0.188571483,0.665974784,0.65,162
"1270","Opobo/Nkoro","Nsit Ubium",2023,"Opobo-Nkoro",0.782614273,0.57574908,0.581528825,0.37632074,2,"june","PBO",0.188571483,0.665974784,0.65,1257
"1271","Oyigbo","Nsit Ubium",2020,"Oyigbo",0.433333333,0.382450966,0.08125,0.197826087,1,"june","PBO",0.27812843,0.717857195,0.65,162
"1272","Oyigbo","Nsit Ubium",2023,"Oyigbo",0.433333333,0.382450966,0.08125,0.197826087,2,"june","PBO",0.27812843,0.717857195,0.65,1257
"1273","Port-Harcourt","Ahoada West",2020,"Port-Harcourt",0.310324971,0.38301341,0.42983869,0.267216182,1,"may","Urban areas",0.218124383,0.311971015,0.53,131
"1274","Port-Harcourt","Ahoada West",2023,"Port-Harcourt",0.310324971,0.38301341,0.42983869,0.267216182,2,"may","Urban areas",0.218124383,0.311971015,0.53,1226
"1275","Tai","Nsit Ubium",2020,"Tai",0.18139534,0.202027006,0.146595747,0.160734669,1,"june","PBO",0.305338962,0.725525368,0.65,162
"1276","Tai","Nsit Ubium",2023,"Tai",0.18139534,0.202027006,0.146595747,0.160734669,2,"june","PBO",0.305338962,0.725525368,0.65,1257
"1277","Binji","Gawabawa",2020,"Binji",0.606666667,0.577777777,0.377419355,0.804347826,1,"august","PBO",0.828234368,0.751951671,0.933048944,223
"1278","Binji","Gawabawa",2023,"Binji",0.606666667,0.577777777,0.377419355,0.804347826,2,"august","PBO",0.828234368,0.751951671,0.933048944,1318
"1279","Bodinga","Gawabawa",2020,"Bodinga",0.556216965,0.35212134,0.513236836,0.775779083,1,"august","PBO",0.845274742,0.752040264,0.93841618,223
"1280","Bodinga","Gawabawa",2023,"Bodinga",0.556216965,0.35212134,0.513236836,0.775779083,2,"august","PBO",0.845274742,0.752040264,0.93841618,1318
"1281","Dange-Shnsi","Gawabawa",2020,"Dange-Shnsi",0.8,0.688235295,0.216666667,0.827586207,1,"august","PBO",0.776225122,0.75162864,0.913429569,223
"1282","Dange-Shnsi","Gawabawa",2023,"Dange-Shnsi",0.8,0.688235295,0.216666667,0.827586207,2,"august","PBO",0.776225122,0.75162864,0.913429569,1318
"1283","Akuku Toru","Ahoada West",2020,"Akuku Toru",0.65,0.8,0.500000001,0.312,1,"may","PBO",0.307675695,0.72608356,0.65,131
"1284","Akuku Toru","Ahoada West",2023,"Akuku Toru",0.65,0.8,0.500000001,0.312,2,"may","PBO",0.307675695,0.72608356,0.65,1226
"1285","Goronyo","Gawabawa",2020,"Goronyo",0.764705882,0.2,0.478947369,0.797727273,1,"august","PBO",0.728302887,0.751240681,0.889990409,223
"1286","Goronyo","Gawabawa",2023,"Goronyo",0.764705882,0.2,0.478947369,0.797727273,2,"august","PBO",0.728302887,0.751240681,0.889990409,1318
"1287","Gawabawa","Gawabawa",2020,"Gawabawa",0.581454825,0.24766283,0.305844975,0.679375189,1,"august","PBO",0.808406515,0.751838594,0.926183778,223
"1288","Gawabawa","Gawabawa",2023,"Gawabawa",0.581454825,0.24766283,0.305844975,0.679375189,2,"august","PBO",0.808406515,0.751838594,0.926183778,1318
"1289","Illela","Gawabawa",2020,"Illela",0.786733017,0.431217259,0.332398313,0.8,1,"august","PBO",0.78404554,0.751682958,0.916727662,223
"1290","Illela","Gawabawa",2023,"Illela",0.786733017,0.431217259,0.332398313,0.8,2,"august","PBO",0.78404554,0.751682958,0.916727662,1318
"1291","Isa","Rimi",2020,"Isa",0.8,0.734782608,0.346666667,0.717241379,1,"march","PBO",0.799422792,0.751783474,0.922834645,70
"1292","Isa","Rimi",2023,"Isa",0.8,0.734782608,0.346666667,0.717241379,2,"march","PBO",0.799422792,0.751783474,0.922834645,1165
"1293","Kebbe","Birnin Kebbi",2020,"Kebbe",0.8,0.799457519,0.695471945,0.8,1,"august","PBO",0.694602402,0.750898345,0.869590762,223
"1294","Kebbe","Birnin Kebbi",2023,"Kebbe",0.8,0.799457519,0.695471945,0.8,2,"august","PBO",0.694602402,0.750898345,0.869590762,1318
"1295","Kware","Gawabawa",2020,"Kware",0.725581396,0.508695652,0.192592592,0.8,1,"august","PBO",0.839844337,0.752012839,0.936756207,223
"1296","Kware","Gawabawa",2023,"Kware",0.725581396,0.508695652,0.192592592,0.8,2,"august","PBO",0.839844337,0.752012839,0.936756207,1318
"1297","Rabah","Gawabawa",2020,"Rabah",0.475609757,0.216666667,0.221276596,0.756962025,1,"august","PBO",0.793430134,0.751745258,0.920512443,223
"1298","Rabah","Gawabawa",2023,"Rabah",0.475609757,0.216666667,0.221276596,0.756962025,2,"august","PBO",0.793430134,0.751745258,0.920512443,1318
"1299","Shagari","Birnin Kebbi",2020,"Shagari",0.676,0.433333333,0.686111111,0.8,1,"august","PBO",0.765427371,0.75154983,0.908649187,223
"1300","Shagari","Birnin Kebbi",2023,"Shagari",0.676,0.433333333,0.686111111,0.8,2,"august","PBO",0.765427371,0.75154983,0.908649187,1318
"1301","Mubi South","Darazo",2020,"Mubi South",0.513916636,0.547964369,0.638683722,0.555254921,1,"july","PBO",0.692375167,0.750873281,0.868110544,186
"1302","Mubi South","Darazo",2023,"Mubi South",0.513916636,0.547964369,0.638683722,0.555254921,2,"july","PBO",0.692375167,0.750873281,0.868110544,1281
"1303","Silame","Gawabawa",2020,"Silame",0.8,0.8,0.8,0.948717949,1,"august","PBO",0.766165395,0.751555363,0.908984572,223
"1304","Silame","Gawabawa",2023,"Silame",0.8,0.8,0.8,0.948717949,2,"august","PBO",0.766165395,0.751555363,0.908984572,1318
"1305","Sokoto North","Gawabawa",2020,"Sokoto North",0.525861967,0.352544045,0.369771801,0.724733062,1,"august","PBO",0.778619091,0.751645507,0.91445347,223
"1306","Sokoto North","Gawabawa",2023,"Sokoto North",0.525861967,0.352544045,0.369771801,0.724733062,2,"august","PBO",0.778619091,0.751645507,0.91445347,1318
"1307","Sokoto South","Birnin Kebbi",2020,"Sokoto South",0.600759585,0.486759771,0.525673151,0.8,1,"august","PBO",0.80984662,0.751847196,0.926706343,223
"1308","Sokoto South","Birnin Kebbi",2023,"Sokoto South",0.600759585,0.486759771,0.525673151,0.8,2,"august","PBO",0.80984662,0.751847196,0.926706343,1318
"1309","Tambuwal","Birnin Kebbi",2020,"Tambuwal",0.8,0.599542164,0.734809566,0.808849393,1,"august","PBO",0.771427002,0.751594181,0.911338552,223
"1310","Tambuwal","Birnin Kebbi",2023,"Tambuwal",0.8,0.599542164,0.734809566,0.808849393,2,"august","PBO",0.771427002,0.751594181,0.911338552,1318
"1311","Tureta","Birnin Kebbi",2020,"Tureta",0.709149722,0.307696527,0.359042332,0.783405351,1,"august","PBO",0.792046748,0.751736265,0.919966046,223
"1312","Tureta","Birnin Kebbi",2023,"Tureta",0.709149722,0.307696527,0.359042332,0.783405351,2,"august","PBO",0.792046748,0.751736265,0.919966046,1318
"1313","Wamako","Gawabawa",2020,"Wamako",0.545161291,0.590909092,0.541666667,0.533928572,1,"august","PBO",0.797146263,0.751769096,0.921960952,223
"1314","Wamako","Gawabawa",2023,"Wamako",0.545161291,0.590909092,0.541666667,0.533928572,2,"august","PBO",0.797146263,0.751769096,0.921960952,1318
"1315","Wurno","Gawabawa",2020,"Wurno",0.735800758,0.572598813,0.584141285,0.8,1,"august","PBO",0.774541035,0.751616645,0.912701594,223
"1316","Wurno","Gawabawa",2023,"Wurno",0.735800758,0.572598813,0.584141285,0.8,2,"august","PBO",0.774541035,0.751616645,0.912701594,1318
"1317","Yabo","Gawabawa",2020,"Yabo",0.8,0.65,0.551515151,0.822580645,1,"august","PBO",0.745764844,0.751393969,0.899219881,223
"1318","Yabo","Gawabawa",2023,"Yabo",0.8,0.65,0.551515151,0.822580645,2,"august","PBO",0.745764844,0.751393969,0.899219881,1318
"1319","Ardo-Kola","Keana",2022,"Ardo-Kola",0.65,0.52,0.573529412,0.712903226,1,"august","PBO",0.406347907,0.740777629,0.65,953
"1320","Ardo-Kola","Keana",2025,"Ardo-Kola",0.65,0.52,0.573529412,0.712903226,2,"august","PBO",0.406347907,0.740777629,0.65,2048
"1321","Gassol","Keana",2022,"Gassol",0.478287893,0.259279002,0.348080498,0.5947267,1,"august","PBO",0.374978294,0.737525302,0.65,953
"1322","Gassol","Keana",2025,"Gassol",0.478287893,0.259279002,0.348080498,0.5947267,2,"august","PBO",0.374978294,0.737525302,0.65,2048
"1323","Bali","Keana",2022,"Bali",0.349684169,0.162348033,0.054992356,0.244440208,1,"august","PBO",0.504206097,0.746719166,0.654442698,953
"1324","Bali","Keana",2025,"Bali",0.349684169,0.162348033,0.054992356,0.244440208,2,"august","PBO",0.504206097,0.746719166,0.654442698,2048
"1325","Donga","Keana",2022,"Donga",0.419974542,0.479752655,0.165614601,0.291045795,1,"august","PBO",0.45406133,0.7442705,0.65,953
"1326","Donga","Keana",2025,"Donga",0.419974542,0.479752655,0.165614601,0.291045795,2,"august","PBO",0.45406133,0.7442705,0.65,2048
"1327","Ibi","Keana",2022,"Ibi",0.661535012,0.468674336,0.449471716,0.5767603,1,"august","PBO",0.422424747,0.742118733,0.65,953
"1328","Ibi","Keana",2025,"Ibi",0.661535012,0.468674336,0.449471716,0.5767603,2,"august","PBO",0.422424747,0.742118733,0.65,2048
"1329","Jalingo","Keana",2022,"Jalingo",0.22285714,0.385617972,0.273455768,0.323655914,1,"august","PBO",0.356978455,0.735176223,0.65,953
"1330","Jalingo","Keana",2025,"Jalingo",0.22285714,0.385617972,0.273455768,0.323655914,2,"august","PBO",0.356978455,0.735176223,0.65,2048
"1331","Yorro","Alkaleri",2022,"Yorro",0.197399894,0.496260192,0.120446193,0.203579032,1,"july","PBO",0.517387575,0.747219143,0.676927146,916
"1332","Yorro","Alkaleri",2025,"Yorro",0.197399894,0.496260192,0.120446193,0.203579032,2,"july","PBO",0.517387575,0.747219143,0.676927146,2011
"1333","Potiskum","Darazo",2022,"Potiskum",0.761721956,0.558901389,0.513285967,0.667089818,1,"july","PBO",0.756968245,0.751484814,0.904711208,916
"1334","Potiskum","Darazo",2025,"Potiskum",0.761721956,0.558901389,0.513285967,0.667089818,2,"july","PBO",0.756968245,0.751484814,0.904711208,2011
"1335","Karin-Lamido","Alkaleri",2022,"Karin-Lamido",0.086622907,0.0753846,0.020576017,0.087520514,1,"july","PBO",0.39417534,0.739625761,0.65,916
"1336","Karin-Lamido","Alkaleri",2025,"Karin-Lamido",0.086622907,0.0753846,0.020576017,0.087520514,2,"july","PBO",0.39417534,0.739625761,0.65,2011
"1337","Lau","Alkaleri",2022,"Lau",0.221276596,0.040625,0.091228071,0.174015748,1,"july","PBO",0.456276312,0.744400781,0.65,916
"1338","Lau","Alkaleri",2025,"Lau",0.221276596,0.040625,0.091228071,0.174015748,2,"july","PBO",0.456276312,0.744400781,0.65,2011
"1339","Wukari","Keana",2022,"Wukari",0.558356045,0.394506405,0.328406658,0.462734061,1,"august","PBO",0.400486685,0.740238845,0.65,953
"1340","Wukari","Keana",2025,"Wukari",0.558356045,0.394506405,0.328406658,0.462734061,2,"august","PBO",0.400486685,0.740238845,0.65,2048
"1341","Zing","Alkaleri",2022,"Zing",0.24375,0.236363637,0.144444444,0.121875,1,"july","PBO",0.647611651,0.750291714,0.834356886,916
"1342","Zing","Alkaleri",2025,"Zing",0.24375,0.236363637,0.144444444,0.121875,2,"july","PBO",0.647611651,0.750291714,0.834356886,2011
"1343","Bade","Taura",2022,"Bade",0.8,0.8,0.8,0.8,1,"july","PBO",0.715785679,0.751121178,0.882832956,916
"1344","Bade","Taura",2025,"Bade",0.8,0.8,0.8,0.8,2,"july","PBO",0.715785679,0.751121178,0.882832956,2011
"1345","Nguru","Taura",2022,"Nguru",0.8,0.481481481,0.595833333,0.8,1,"july","PBO",0.638131481,0.750146686,0.826128675,916
"1346","Nguru","Taura",2025,"Nguru",0.8,0.481481481,0.595833333,0.8,2,"july","PBO",0.638131481,0.750146686,0.826128675,2011
"1347","Bursari","Taura",2022,"Bursari",0.785416667,0.590909092,0.376315789,0.63968254,1,"july","PBO",0.696388917,0.750918214,0.870765569,916
"1348","Bursari","Taura",2025,"Bursari",0.785416667,0.590909092,0.376315789,0.63968254,2,"july","PBO",0.696388917,0.750918214,0.870765569,2011
"1349","Damaturu","Darazo",2022,"Damaturu",0.20967742,0.157575757,0.0975,0.150724638,1,"july","PBO",0.713904356,0.75110247,0.88171582,916
"1350","Damaturu","Darazo",2025,"Damaturu",0.20967742,0.157575757,0.0975,0.150724638,2,"july","PBO",0.713904356,0.75110247,0.88171582,2011
"1351","Fika","Darazo",2022,"Fika",0.587947231,0.191176471,0.33826604,0.055714286,1,"july","PBO",0.755004111,0.751469287,0.903771642,916
"1352","Fika","Darazo",2025,"Fika",0.587947231,0.191176471,0.33826604,0.055714286,2,"july","PBO",0.755004111,0.751469287,0.903771642,2011
"1353","Gujba","Darazo",2022,"Gujba",0.587947231,0.42574958,0.33826604,0.639619302,1,"july","PBO",0.684790286,0.750785416,0.862937108,916
"1354","Gujba","Darazo",2025,"Gujba",0.587947231,0.42574958,0.33826604,0.639619302,2,"july","PBO",0.684790286,0.750785416,0.862937108,2011
"1355","Fune","Darazo",2022,"Fune",0.16958074,0.200120846,0.124160564,0.271601054,1,"july","PBO",0.756549801,0.75148152,0.904511849,916
"1356","Fune","Darazo",2025,"Fune",0.16958074,0.200120846,0.124160564,0.271601054,2,"july","PBO",0.756549801,0.75148152,0.904511849,2011
"1357","Gulani","Alkaleri",2022,"Gulani",0.629895132,0.496260192,0.440143318,0.646778747,1,"july","PBO",0.657079381,0.750428256,0.842174727,916
"1358","Gulani","Alkaleri",2025,"Gulani",0.629895132,0.496260192,0.440143318,0.646778747,2,"july","PBO",0.657079381,0.750428256,0.842174727,2011
"1359","Geidam","Babura",2022,"Geidam",0.8,0.8,0.8,0.8,1,"may","PBO",0.758492868,0.751496753,0.905433898,861
"1360","Geidam","Babura",2025,"Geidam",0.8,0.8,0.8,0.8,2,"may","PBO",0.758492868,0.751496753,0.905433898,1956
"1361","Nangere","Darazo",2022,"Nangere",0.474324325,0.191176471,0.216666667,0.391566265,1,"july","PBO",0.80170709,0.751797732,0.923701034,916
"1362","Nangere","Darazo",2025,"Nangere",0.474324325,0.191176471,0.216666667,0.391566265,2,"july","PBO",0.80170709,0.751797732,0.923701034,2011
"1363","Jakusko","Taura",2022,"Jakusko",0.666345027,0.541250766,0.592939131,0.8,1,"july","PBO",0.726795273,0.751226732,0.889153116,916
"1364","Jakusko","Taura",2025,"Jakusko",0.666345027,0.541250766,0.592939131,0.8,2,"july","PBO",0.726795273,0.751226732,0.889153116,2011
"1365","Karasuwa","Taura",2022,"Karasuwa",0.8,0.8,0.749682474,0.8,1,"july","PBO",0.736988539,0.751318789,0.894687025,916
"1366","Karasuwa","Taura",2025,"Karasuwa",0.8,0.8,0.749682474,0.8,2,"july","PBO",0.736988539,0.751318789,0.894687025,2011
"1367","Tarmua","Rimi",2022,"Tarmua",0.8,0.770154165,0.683570645,0.8,1,"march","PBO",0.741653475,0.751359204,0.897122399,800
"1368","Tarmua","Rimi",2025,"Tarmua",0.8,0.770154165,0.683570645,0.8,2,"march","PBO",0.741653475,0.751359204,0.897122399,1895
"1369","Anka","Darazo",2020,"Anka",0.636881241,0.382996634,0.337439287,0.8,1,"july","PBO",0.695814162,0.750911845,0.87038882,186
"1370","Anka","Darazo",2023,"Anka",0.636881241,0.382996634,0.337439287,0.8,2,"july","PBO",0.695814162,0.750911845,0.87038882,1281
"1371","Bakura","Darazo",2020,"Bakura",0.738995711,0.16148509,0.286619072,0.8,1,"july","PBO",0.73158069,0.751270604,0.891788071,186
"1372","Bakura","Darazo",2023,"Bakura",0.738995711,0.16148509,0.286619072,0.8,2,"july","PBO",0.73158069,0.751270604,0.891788071,1281
"1373","Birnin Magaji","Rimi",2020,"Birnin Magaji",0.8,0.770154165,0.683570645,0.8,1,"march","PBO",0.793671815,0.751746822,0.920607498,70
"1374","Birnin Magaji","Rimi",2023,"Birnin Magaji",0.8,0.770154165,0.683570645,0.8,2,"march","PBO",0.793671815,0.751746822,0.920607498,1165
"1375","Bukkuyum","Alkaleri",2020,"Bukkuyum",0.468705418,0.115778138,0.084362675,0.689396777,1,"july","PBO",0.698622761,0.750942768,0.872219043,186
"1376","Bukkuyum","Alkaleri",2023,"Bukkuyum",0.468705418,0.115778138,0.084362675,0.689396777,2,"july","PBO",0.698622761,0.750942768,0.872219043,1281
"1377","Bungudu","Takali",2020,"Bungudu",0.8,0.421349393,0.338956159,0.772753358,1,"september","PBO",0.78759069,0.751706853,0.91817913,250
"1378","Bungudu","Takali",2023,"Bungudu",0.8,0.421349393,0.338956159,0.772753358,2,"september","PBO",0.78759069,0.751706853,0.91817913,1345
"1379","Gummi","Birnin Kebbi",2020,"Gummi",0.39729858,0.057181631,0.142795156,0.610010574,1,"august","PBO",0.733770917,0.751290295,0.892972111,223
"1380","Gummi","Birnin Kebbi",2023,"Gummi",0.39729858,0.057181631,0.142795156,0.610010574,2,"august","PBO",0.733770917,0.751290295,0.892972111,1318
"1381","Ipokia","Uzo-Uwani",2021,"Ipokia",0.590909092,0.325,0.39,0.462711864,1,"june","PBO",0.383971272,0.738556166,0.65,527
"1382","Ipokia","Uzo-Uwani",2024,"Ipokia",0.590909092,0.325,0.39,0.462711864,2,"june","PBO",0.383971272,0.738556166,0.65,1622
"1383","Gusau","Darazo",2020,"Gusau",0.8,0.594549779,0.267995614,0.8,1,"july","PBO",0.74575499,0.751393887,0.899214908,186
