"","LGA_old","repDS","year","LGA","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","round","peak","llins1","mortality","kill_rate","block_initial","simday"
"392","Egor","Uzo-Uwani",2023,"Egor",0.8,0.8,0.8,0.8,2,"june","Urban areas",0.42209808,0.477643111,0.53,1257
"393","Etsako East","Owan East",2020,"Etsako East",0.8,0.8,0.8,0.8,1,"march","PBO",0.314825995,0.727707424,0.65,70
"394","Esan North East","Uzo-Uwani",2023,"Esan North East",0.8,0.8,0.8,0.8,2,"june","PBO",0.339061878,0.732387649,0.65,1257
"395","Etsako West","Owan East",2020,"Etsako West",0.8,0.8,0.8,0.8,1,"march","PBO",0.290127246,0.721523913,0.65,70
"396","Esan Central","Owan East",2023,"Esan Central",0.8,0.8,0.8,0.8,2,"march","PBO",0.34342137,0.733112828,0.65,1165
"397","Ezeagu","Uzo-Uwani",2020,"Ezeagu",0.8,0.8,0.8,0.8,1,"june","PBO",0.415961311,0.741602353,0.65,162
"398","Esan South East","Uzo-Uwani",2023,"Esan South East",0.8,0.8,0.8,0.8,2,"june","PBO",0.404971726,0.740653669,0.65,1257
"399","Ezinihitte","Ngor-Okpala",2020,"Ezinihitte",0.8,0.8,0.8,0.8,1,"june","PBO",0.456817192,0.744432235,0.65,162
"400","Esan West","Uzo-Uwani",2023,"Esan West",0.8,0.8,0.8,0.8,2,"june","PBO",0.366421113,0.736459279,0.65,1257
"401","Ezza North","Owan East",2020,"Ezza North",0.8,0.8,0.8,0.8,1,"march","PBO",0.41226708,0.741293738,0.65,70
"402","Etsako Central","Owan East",2023,"Etsako Central",0.8,0.8,0.8,0.8,2,"march","PBO",0.300181787,0.724242459,0.65,1165
"403","Ezza South","Obubra",2020,"Ezza South",0.8,0.8,0.8,0.8,1,"june","PBO",0.389807073,0.739180199,0.65,162
"404","Etsako East","Owan East",2023,"Etsako East",0.8,0.8,0.8,0.8,2,"march","PBO",0.314825995,0.727707424,0.65,1165
"405","Fufore","Alkaleri",2020,"Fufore",0.8,0.8,0.8,0.8,1,"july","PBO",0.635571581,0.75010602,0.823835646,186
"406","Etsako West","Owan East",2023,"Etsako West",0.8,0.8,0.8,0.8,2,"march","PBO",0.290127246,0.721523913,0.65,1165
"407","Gada","Gawabawa",2020,"Gada",0.8,0.8,0.8,0.8,1,"august","PBO",0.721220117,0.751174104,0.885998444,223
"408","Igueben","Uzo-Uwani",2023,"Igueben",0.8,0.8,0.8,0.8,2,"june","PBO",0.415233246,0.741542325,0.65,1257
"409","Ganaye","Alkaleri",2020,"Ganaye",0.8,0.8,0.8,0.8,1,"july","PBO",0.427407559,0.7424974,0.65,186
"410","Ikpoba-Okha","Uzo-Uwani",2023,"Ikpoba-Okha",0.8,0.8,0.8,0.8,2,"june","Urban areas",0.323305427,0.396692086,0.53,1257
"411","Gawabawa","Gawabawa",2020,"Gawabawa",0.8,0.8,0.8,0.8,1,"august","PBO",0.808406515,0.751838594,0.926183778,223
"412","Aninri","Oru West",2023,"Aninri",0.8,0.8,0.8,0.8,2,"june","PBO",0.430439768,0.742719962,0.65,1257
"413","Gboko","Keana",2020,"Gboko",0.8,0.8,0.8,0.8,1,"august","PBO",0.325574075,0.729928686,0.65,223
"414","Oredo","Uzo-Uwani",2023,"Oredo",0.8,0.8,0.8,0.8,2,"june","Urban areas",0.382076571,0.445104909,0.53,1257
"415","Gboyin","Obubra",2020,"Gboyin",0.8,0.8,0.8,0.8,1,"june","PBO",0.286540024,0.7204787,0.65,162
"416","Orhionmwon","Uzo-Uwani",2023,"Orhionmwon",0.8,0.8,0.8,0.8,2,"june","PBO",0.335936711,0.731847739,0.65,1257
"417","Gireri","Darazo",2020,"Gireri",0.8,0.8,0.8,0.8,1,"july","PBO",0.658506137,0.75044815,0.843319415,186
"418","Ovia North East","Owan East",2023,"Ovia North East",0.8,0.8,0.8,0.8,2,"march","PBO",0.337624396,0.732141435,0.65,1165
"419","Gokana","Nsit Ubium",2020,"Gokana",0.8,0.8,0.8,0.8,1,"june","PBO",0.297628692,0.72358026,0.65,162
"420","Ovia South West","Akinyele",2023,"Ovia South West",0.8,0.8,0.8,0.8,2,"may","PBO",0.363545715,0.736080953,0.65,1226
"421","Gombi","Alkaleri",2020,"Gombi",0.8,0.8,0.8,0.8,1,"july","PBO",0.515567645,0.747153033,0.673908406,186
"422","Owan East","Owan East",2023,"Owan East",0.8,0.8,0.8,0.8,2,"march","PBO",0.315089802,0.727765005,0.65,1165
"423","Goronyo","Gawabawa",2020,"Goronyo",0.8,0.8,0.8,0.8,1,"august","PBO",0.728302887,0.751240681,0.889990409,223
"424","Owan West","Owan East",2023,"Owan West",0.8,0.8,0.8,0.8,2,"march","PBO",0.389346565,0.739132174,0.65,1165
"425","Gubio","Gawabawa",2020,"Gubio",0.8,0.8,0.8,0.8,1,"august","PBO",0.814426994,0.751874138,0.92834284,223
"426","Uhunmwonde","Owan East",2023,"Uhunmwonde",0.8,0.8,0.8,0.8,2,"march","PBO",0.3888156,0.739076547,0.65,1165
"427","Gudu","Gawabawa",2020,"Gudu",0.8,0.8,0.8,0.8,1,"august","PBO",0.818072663,0.751895138,0.929618063,223
"428","Ado Ekiti","Owan East",2023,"Ado Ekiti",0.8,0.8,0.8,0.8,2,"march","PBO",0.357399296,0.735235955,0.65,1165
"429","Guma","Keana",2020,"Guma",0.8,0.8,0.8,0.8,1,"august","PBO",0.365014826,0.736275562,0.65,223
"430","Efon-Alayee","Oke-Ero",2023,"Efon-Alayee",0.8,0.8,0.8,0.8,2,"july","PBO",0.32342441,0.729504192,0.65,1281
"431","Gummi","Birnin Kebbi",2020,"Gummi",0.8,0.8,0.8,0.8,1,"august","PBO",0.733770917,0.751290295,0.892972111,223
"432","Ekiti East","Oke-Ero",2023,"Ekiti East",0.8,0.8,0.8,0.8,2,"july","PBO",0.342294717,0.73292846,0.65,1281
"433","Gusau","Darazo",2020,"Gusau",0.8,0.8,0.8,0.8,1,"july","PBO",0.74575499,0.751393887,0.899214908,186
"434","Ekiti South West","Oke-Ero",2023,"Ekiti South West",0.8,0.8,0.8,0.8,2,"july","PBO",0.434979733,0.743042533,0.65,1281
"435","Guyuk","Alkaleri",2020,"Guyuk",0.8,0.8,0.8,0.8,1,"july","PBO",0.571995521,0.748844595,0.755853881,186
"436","Awgu","Oru West",2023,"Awgu",0.8,0.8,0.8,0.8,2,"june","PBO",0.428474781,0.742576398,0.65,1257
"437","Guzamala","Babura",2020,"Guzamala",0.8,0.8,0.8,0.8,1,"may","PBO",0.777569747,0.75163814,0.914006236,131
"438","Ekiti West","Oke-Ero",2023,"Ekiti West",0.8,0.8,0.8,0.8,2,"july","PBO",0.332828195,0.731293374,0.65,1281
"439","Gwagwalada","Keana",2020,"Gwagwalada",0.8,0.8,0.8,0.8,1,"august","PBO",0.555904987,0.748429645,0.734810981,223
"440","Emure","Oke-Ero",2023,"Emure",0.8,0.8,0.8,0.8,2,"july","PBO",0.372039671,0.737169001,0.65,1281
"441","Gwer East","Oke-Ero",2020,"Gwer East",0.888888889,0.916666667,0.8,0.8,1,"july","PBO",0.369333536,0.736831939,0.65,186
"442","Gboyin","Obubra",2023,"Gboyin",0.8,0.8,0.8,0.8,2,"june","PBO",0.286540024,0.7204787,0.65,1257
"443","Gwer West","Keana",2020,"Gwer West",0.8,0.8,0.866666667,0.8,1,"august","PBO",0.423749809,0.742221037,0.65,223
"444","Idosi-Osi","Oke-Ero",2023,"Idosi-Osi",0.8,0.8,0.8,0.8,2,"july","PBO",0.302701283,0.724878164,0.65,1281
"445","Gwoza","Darazo",2020,"Gwoza",0.8,0.8,0.8,0.8,1,"july","PBO",0.679653584,0.750723628,0.859314031,186
"446","Ijero","Oke-Ero",2023,"Ijero",0.8,0.8,0.8,0.8,2,"july","PBO",0.264220599,0.712935452,0.65,1281
"447","Hawul","Darazo",2020,"Hawul",0.8,0.8,0.8,0.8,1,"july","PBO",0.628168105,0.749984628,0.81702795,186
"448","Ikere","Owan East",2023,"Ikere",0.8,0.8,0.8,0.8,2,"march","PBO",0.456857423,0.744434569,0.65,1165
"449","Hong","Darazo",2020,"Hong",0.8,0.8,0.8,0.8,1,"july","PBO",0.634881453,0.750094944,0.823212171,186
"450","Ikole","Oke-Ero",2023,"Ikole",0.8,0.8,0.8,0.8,2,"july","PBO",0.320812672,0.72897548,0.65,1281
"451","Ibadan North","Owan East",2020,"Ibadan North",0.8,0.8,0.8,0.8,1,"march","Urban areas",0.309361845,0.385220242,0.53,70
"452","Ilemeji","Oke-Ero",2023,"Ilemeji",0.8,0.8,0.8,0.8,2,"july","PBO",0.308389127,0.726251209,0.65,1281
"453","Ibadan North East","Owan East",2020,"Ibadan North East",0.8,0.8,0.8,0.8,1,"march","Urban areas",0.294659555,0.373170294,0.53,70
"454","Irepodun/Ifelodun","Oke-Ero",2023,"Irepodun-Ifelodun",0.8,0.8,0.8,0.8,2,"july","PBO",0.314066122,0.727540664,0.65,1281
"455","Ibadan North West","Owan East",2020,"Ibadan North West",0.8,0.8,0.8,0.8,1,"march","Urban areas",0.316280901,0.390908593,0.53,70
"456","Ise/Orun","Oke-Ero",2023,"Ise-Orun",0.8,0.8,0.8,0.8,2,"july","PBO",0.409896538,0.74109031,0.65,1281
"457","Ibadan South East","Akinyele",2020,"Ibadan South East",0.8,0.8,0.8,0.8,1,"may","Urban areas",0.271498263,0.354331864,0.53,131
"458","Moba","Oke-Ero",2023,"Moba",0.8,0.8,0.8,0.8,2,"july","PBO",0.282164723,0.719146001,0.65,1281
"459","Ibadan South West","Owan East",2020,"Ibadan South West",0.8,0.8,0.8,0.8,1,"march","Urban areas",0.315354899,0.390146775,0.53,70
"460","Oye","Oke-Ero",2023,"Oye",0.8,0.8,0.8,0.8,2,"july","PBO",0.299868816,0.72416227,0.65,1281
"461","Ibaji","Uzo-Uwani",2020,"Ibaji",0.8,0.8,0.8,0.8,1,"june","PBO",0.335530068,0.731776216,0.65,162
"462","Ezeagu","Uzo-Uwani",2023,"Ezeagu",0.8,0.8,0.8,0.8,2,"june","PBO",0.415961311,0.741602353,0.65,1257
"463","Ibarapa Central","Akinyele",2020,"Ibarapa Central",0.8,0.8,0.8,0.8,1,"may","PBO",0.381160727,0.738243305,0.65,131
"464","Igbo-Etiti","Uzo-Uwani",2023,"Igbo-Etiti",0.8,0.8,0.8,0.8,2,"june","PBO",0.38332308,0.738484739,0.65,1257
"465","Ibarapa East","Oke-Ero",2020,"Ibarapa East",0.8,0.8,0.8,0.8,1,"july","PBO",0.343403438,0.73310991,0.65,186
"466","Igbo-Eze North","Uzo-Uwani",2023,"Igbo-Eze North",0.8,0.8,0.8,0.8,2,"june","PBO",0.332315805,0.73120029,0.65,1257
"467","Ibarapa North","Oke-Ero",2020,"Ibarapa North",0.8,0.8,0.8,0.8,1,"july","PBO",0.369500036,0.73685293,0.65,186
"468","Igbo-Eze South","Uzo-Uwani",2023,"Igbo-Eze South",0.8,0.8,0.8,0.8,2,"june","PBO",0.361653388,0.735826165,0.65,1257
"469","Ibeju/Lekki","Uzo-Uwani",2020,"Ibeju-Lekki",0.8,0.8,0.8,0.8,1,"june","PBO",0.430387467,0.742716172,0.65,162
"470","Isi-Uzo","Owan East",2023,"Isi-Uzo",0.8,0.8,0.8,0.8,2,"march","PBO",0.425114132,0.742325146,0.65,1165
"471","Idah","Uzo-Uwani",2020,"Idah",0.8,0.8,0.8,0.8,1,"june","PBO",0.382023573,0.738340231,0.65,162
"472","Nkanu East","Owan East",2023,"Nkanu East",0.8,0.8,0.8,0.8,2,"march","PBO",0.414364125,0.741470161,0.65,1165
"473","Idanre","Akinyele",2020,"Idanre",0.8,0.8,0.8,0.8,1,"may","PBO",0.311424686,0.726950397,0.65,131
"474","Nkanu West","Uzo-Uwani",2023,"Nkanu West",0.8,0.8,0.8,0.8,2,"june","PBO",0.464287853,0.744852701,0.65,1257
"475","Ideato North","Oru West",2020,"Ideato North",0.8,0.8,0.8,0.8,1,"june","PBO",0.449066913,0.743967818,0.65,162
"476","Nsukka","Uzo-Uwani",2023,"Nsukka",0.8,0.8,0.8,0.8,2,"june","PBO",0.391481406,0.739353101,0.65,1257
"477","Ideato South","Ngor-Okpala",2020,"Ideato South",0.8,0.8,0.8,0.8,1,"june","PBO",0.438565746,0.743288627,0.65,162
"478","Oji-River","Oru West",2023,"Oji-River",0.8,0.8,0.8,0.8,2,"june","PBO",0.407484101,0.740878825,0.65,1257
"479","Idemili North","Uzo-Uwani",2020,"Idemili North",0.8,0.8,0.8,0.8,1,"june","PBO",0.422797782,0.742147653,0.65,162
"480","Udenu","Uzo-Uwani",2023,"Udenu",0.8,0.8,0.8,0.8,2,"june","PBO",0.38139738,0.738269967,0.65,1257
"481","Idemili South","Oru West",2020,"Idemili South",0.8,0.8,0.8,0.8,1,"june","PBO",0.377378695,0.737809061,0.65,162
"482","Udi","Uzo-Uwani",2023,"Udi",0.8,0.8,0.8,0.8,2,"june","PBO",0.379547492,0.738059966,0.65,1257
"483","Ido","Akinyele",2020,"Ido",0.8,0.8,0.8,0.8,1,"may","Urban areas",0.349706785,0.418466109,0.53,131
"484","Uzo-Uwani","Uzo-Uwani",2023,"Uzo-Uwani",0.8,0.8,0.8,0.8,2,"june","PBO",0.404737188,0.74063239,0.65,1257
"485","Idosi-Osi","Oke-Ero",2020,"Idosi-Osi",0.8,0.8,0.8,0.8,1,"july","PBO",0.302701283,0.724878164,0.65,186
"486","Ahiazu-Mbaise","Ngor-Okpala",2023,"Ahiazu-Mbaise",0.8,0.8,0.8,0.8,2,"june","PBO",0.4502266,0.744039224,0.65,1257
"487","Ifako-Ijaye","Uzo-Uwani",2020,"Ifako-Ijaye",0.8,0.8,0.8,0.8,1,"june","PBO",0.390672088,0.739269859,0.65,162
"488","Abaji","Keana",2023,"Abaji",0.8,0.8,0.8,0.8,2,"august","PBO",0.476373849,0.74548121,0.65,1318
"489","Ife Central","Akinyele",2020,"Ife Central",0.8,0.8,0.8,0.8,1,"may","Urban areas",0.443838578,0.495002812,0.53,131
"490","Bwari","Giwa",2023,"Bwari",0.8,0.8,0.8,0.8,2,"august","PBO",0.558433035,0.748497974,0.73823236,1318
"491","Ife East","Akinyele",2020,"Ife East",0.8,0.8,0.8,0.8,1,"may","Urban areas",0.454795344,0.503641962,0.53,131
"492","Gwagwalada","Keana",2023,"Gwagwalada",0.8,0.8,0.8,0.8,2,"august","PBO",0.555904987,0.748429645,0.734810981,1318
"493","Ife North","Akinyele",2020,"Ife North",0.8,0.8,0.8,0.8,1,"may","Urban areas",0.417284269,0.473764721,0.53,131
"494","Kuje","Keana",2023,"Kuje",0.8,0.8,0.8,0.8,2,"august","PBO",0.448338859,0.743922635,0.65,1318
"495","Ife South","Akinyele",2020,"Ife South",0.8,0.8,0.8,0.8,1,"may","PBO",0.40603638,0.740749702,0.65,131
"496","Kwali","Keana",2023,"Kwali",0.8,0.8,0.8,0.8,2,"august","PBO",0.476055073,0.745465403,0.65,1318
"497","Bunkure","Gwarzo",2022,"Bunkure",0.829787234,0.8,0.8,0.861111111,1,"august","PBO",0.769743323,0.751581878,0.910592316,953
"498","Bunkure","Gwarzo",2025,"Bunkure",0.829787234,0.8,0.8,0.861111111,2,"august","PBO",0.769743323,0.751581878,0.910592316,2048
"499","Ifedayo","Oke-Ero",2020,"Ifedayo",0.8,0.8,0.8,0.8,1,"july","PBO",0.271238016,0.715516421,0.65,186
"500","Abuja Municipal","Keana",2023,"Abuja Municipal",0.8,0.8,0.8,0.8,2,"august","Urban areas",0.500846708,0.538963989,0.535536339,1318
"501","Akko","Alkaleri",2021,"Akko",0.8,0.8,0.8,0.8,1,"july","PBO",0.430348191,0.742713325,0.65,551
"502","Akko","Alkaleri",2024,"Akko",0.8,0.8,0.8,0.8,2,"july","PBO",0.430348191,0.742713325,0.65,1646
"503","Balanga","Alkaleri",2021,"Balanga",0.8,0.8,0.8,0.803248637,1,"july","PBO",0.625491041,0.749939303,0.81450054,551
"504","Balanga","Alkaleri",2024,"Balanga",0.8,0.8,0.8,0.803248637,2,"july","PBO",0.625491041,0.749939303,0.81450054,1646
"505","Billiri","Alkaleri",2021,"Billiri",0.8,0.8,0.8,0.8,1,"july","PBO",0.209402585,0.683407139,0.65,551
"506","Billiri","Alkaleri",2024,"Billiri",0.8,0.8,0.8,0.8,2,"july","PBO",0.209402585,0.683407139,0.65,1646
"507","Dukku","Darazo",2021,"Dukku",0.8,0.8,0.8,0.8,1,"july","PBO",0.67468816,0.75066207,0.855717164,551
"508","Dukku","Darazo",2024,"Dukku",0.8,0.8,0.8,0.8,2,"july","PBO",0.67468816,0.75066207,0.855717164,1646
"509","Funakaye","Alkaleri",2021,"Funakaye",0.8,0.8,0.8,0.8,1,"july","PBO",0.631961788,0.750047545,0.820549364,551
"510","Funakaye","Alkaleri",2024,"Funakaye",0.8,0.8,0.8,0.8,2,"july","PBO",0.631961788,0.750047545,0.820549364,1646
"511","Gombe","Alkaleri",2021,"Gombe",0.8,0.8,0.8,0.8,1,"july","PBO",0.497689178,0.746452831,0.65,551
"512","Gombe","Alkaleri",2024,"Gombe",0.8,0.8,0.8,0.8,2,"july","PBO",0.497689178,0.746452831,0.65,1646
"513","Kaltungo","Alkaleri",2021,"Kaltungo",0.8,0.8,0.8,0.8,1,"july","PBO",0.500615672,0.74657408,0.648064062,551
"514","Kaltungo","Alkaleri",2024,"Kaltungo",0.8,0.8,0.8,0.8,2,"july","PBO",0.500615672,0.74657408,0.648064062,1646
"515","Kwami","Alkaleri",2021,"Kwami",0.8,0.8,0.8,0.8,1,"july","PBO",0.528174359,0.747593116,0.6942737,551
"516","Kwami","Alkaleri",2024,"Kwami",0.8,0.8,0.8,0.8,2,"july","PBO",0.528174359,0.747593116,0.6942737,1646
"517","Dala","Alkaleri",2022,"Dala",0.8,0.8,0.8,0.8,1,"july","Urban areas",0.582690135,0.59673093,0.692623794,916
"518","Dala","Alkaleri",2025,"Dala",0.8,0.8,0.8,0.8,2,"july","Urban areas",0.582690135,0.59673093,0.692623794,2011
"519","Nafada","Alkaleri",2021,"Nafada",0.8,0.8,0.8,0.8,1,"july","PBO",0.699548844,0.750952854,0.872816603,551
"520","Nafada","Alkaleri",2024,"Nafada",0.8,0.8,0.8,0.8,2,"july","PBO",0.699548844,0.750952854,0.872816603,1646
"521","Shomgom","Alkaleri",2021,"Shomgom",0.8,0.8,0.8,0.835300207,1,"july","PBO",0.393550536,0.739563122,0.65,551
"522","Shomgom","Alkaleri",2024,"Shomgom",0.8,0.8,0.8,0.835300207,2,"july","PBO",0.393550536,0.739563122,0.65,1646
"523","Yamaltu/Deba","Alkaleri",2021,"Yamaltu-Deba",0.8,0.8,0.8,0.8,1,"july","PBO",0.541765398,0.748024003,0.714846744,551
"524","Yamaltu/Deba","Alkaleri",2024,"Yamaltu-Deba",0.8,0.8,0.8,0.8,2,"july","PBO",0.541765398,0.748024003,0.714846744,1646
"525","Ifedore","Oke-Ero",2020,"Ifedore",0.8,0.8,0.8,0.8,1,"july","PBO",0.373640917,0.737364382,0.65,186
"526","Aboh-Mbaise","Ngor-Okpala",2023,"Aboh-Mbaise",0.8,0.8,0.8,0.8,2,"june","PBO",0.366998982,0.736534052,0.65,1257
"527","Fagge","Alkaleri",2022,"Fagge",0.8,0.8,0.8,0.8,1,"july","Urban areas",0.567041099,0.586251328,0.667379557,916
"528","Fagge","Alkaleri",2025,"Fagge",0.8,0.8,0.8,0.8,2,"july","Urban areas",0.567041099,0.586251328,0.667379557,2011
"529","Ifelodun1","Oke-Ero",2020,"Ifelodun1",0.8,0.8,0.8,0.8,1,"july","PBO",0.357982328,0.735318302,0.65,186
"530","Ehime-Mbano","Ngor-Okpala",2023,"Ehime-Mbano",0.8,0.8,0.8,0.8,2,"june","PBO",0.459803075,0.744603378,0.65,1257
"531","Ifelodun2","Akinyele",2020,"Ifelodun2",0.8,0.8,0.8,0.8,1,"may","PBO",0.400279219,0.740219247,0.65,131
"532","Ezinihitte","Ngor-Okpala",2023,"Ezinihitte",0.8,0.8,0.8,0.8,2,"june","PBO",0.456817192,0.744432235,0.65,1257
"533","Igalamela-Odolu","Uzo-Uwani",2020,"Igalamela-Odolu",0.845747123,0.8,0.8,0.8,1,"june","PBO",0.344682632,0.733316763,0.65,162
"534","Ideato North","Oru West",2023,"Ideato North",0.8,0.8,0.8,0.8,2,"june","PBO",0.449066913,0.743967818,0.65,1257
"535","Igbo-Etiti","Uzo-Uwani",2020,"Igbo-Etiti",0.8,0.8,0.8,0.8,1,"june","PBO",0.38332308,0.738484739,0.65,162
"536","Ideato South","Ngor-Okpala",2023,"Ideato South",0.8,0.8,0.8,0.8,2,"june","PBO",0.438565746,0.743288627,0.65,1257
"537","Igbo-Eze North","Uzo-Uwani",2020,"Igbo-Eze North",0.8,0.8,0.8,0.8,1,"june","PBO",0.332315805,0.73120029,0.65,162
"538","Ihitte/Uboma","Ngor-Okpala",2023,"Ihitte-Uboma",0.8,0.8,0.8,0.8,2,"june","PBO",0.471133329,0.745216177,0.65,1257
"539","Igbo-Eze South","Uzo-Uwani",2020,"Igbo-Eze South",0.8,0.8,0.8,0.8,1,"june","PBO",0.361653388,0.735826165,0.65,162
"540","Ikeduru","Ngor-Okpala",2023,"Ikeduru",0.8,0.8,0.8,0.8,2,"june","PBO",0.402638622,0.740439976,0.65,1257
"541","Igueben","Uzo-Uwani",2020,"Igueben",0.8,0.8,0.8,0.8,1,"june","PBO",0.415233246,0.741542325,0.65,162
"542","Isiala Mbano","Ngor-Okpala",2023,"Isiala Mbano",0.8,0.8,0.8,0.8,2,"june","PBO",0.468083262,0.745056709,0.65,1257
"543","Ihiala","Oru West",2020,"Ihiala",0.8,0.8,0.8,0.8,1,"june","PBO",0.199598953,0.675748907,0.65,162
"544","Isu","Ngor-Okpala",2023,"Isu",0.8,0.8,0.8,0.8,2,"june","PBO",0.310898215,0.726830753,0.65,1257
"545","Ihitte/Uboma","Ngor-Okpala",2020,"Ihitte-Uboma",0.8,0.8,0.8,0.8,1,"june","PBO",0.471133329,0.745216177,0.65,162
"546","Mbaitoli","Ngor-Okpala",2023,"Mbaitoli",0.8,0.8,0.8,0.8,2,"june","PBO",0.257476859,0.710250224,0.65,1257
"547","Ijero","Oke-Ero",2020,"Ijero",0.8,0.8,0.8,0.8,1,"july","PBO",0.264220599,0.712935452,0.65,186
"548","Obowo","Ngor-Okpala",2023,"Obowo",0.8,0.8,0.8,0.8,2,"june","PBO",0.461408625,0.744693686,0.65,1257
"549","Ijumu","Oke-Ero",2020,"Ijumu",0.8,0.8,0.8,0.8,1,"july","PBO",0.312708323,0.727239315,0.65,186
"550","Ngor-Okpala","Ngor-Okpala",2023,"Ngor-Okpala",0.8,0.8,0.8,0.8,2,"june","PBO",0.247389039,0.70581743,0.65,1257
"551","Ikeduru","Ngor-Okpala",2020,"Ikeduru",0.8,0.8,0.8,0.8,1,"june","PBO",0.402638622,0.740439976,0.65,162
"552","Njaba","Ngor-Okpala",2023,"Njaba",0.8,0.8,0.8,0.8,2,"june","PBO",0.25554311,0.70944059,0.65,1257
"553","Ikeja","Uzo-Uwani",2020,"Ikeja",0.8,0.8,0.8,0.8,1,"june","Urban areas",0.481253048,0.524146789,0.53,162
"554","Nkwerre","Ngor-Okpala",2023,"Nkwerre",0.8,0.8,0.8,0.8,2,"june","PBO",0.404085994,0.740573072,0.65,1257
"555","Ikere","Owan East",2020,"Ikere",0.8,0.8,0.8,0.8,1,"march","PBO",0.456857423,0.744434569,0.65,70
"556","Nwangele","Ngor-Okpala",2023,"Nwangele",0.8,0.8,0.8,0.8,2,"june","PBO",0.427322485,0.742491071,0.65,1257
"557","Ikole","Oke-Ero",2020,"Ikole",0.8,0.8,0.8,0.8,1,"july","PBO",0.320812672,0.72897548,0.65,186
"558","Oyo East","Akinyele",2023,"Oyo East",0.8,0.8,0.8,0.8,2,"may","PBO",0.47806867,0.745564576,0.65,1226
"559","Ikorodu","Uzo-Uwani",2020,"Ikorodu",0.8,0.8,0.8,0.8,1,"june","Urban areas",0.461778972,0.509105403,0.53,162
"560","Oguta","Oru West",2023,"Oguta",0.8,0.8,0.8,0.8,2,"june","PBO",0.21360058,0.68641783,0.65,1257
"561","Ikpoba-Okha","Uzo-Uwani",2020,"Ikpoba-Okha",0.8,0.8,0.8,0.8,1,"june","Urban areas",0.323305427,0.396692086,0.53,162
"562","Ohaji/Egbema","Oru West",2023,"Ohaji-Egbema",0.8,0.8,0.8,0.8,2,"june","PBO",0.230681852,0.69720507,0.65,1257
"563","Ikwerre","Oru West",2020,"Ikwerre",0.8,0.8,0.8,0.8,1,"june","PBO",0.244599108,0.704495644,0.65,162
"564","Okigwe","Ngor-Okpala",2023,"Okigwe",0.8,0.8,0.8,0.8,2,"june","PBO",0.46132433,0.744688974,0.65,1257
"565","Ikwo","Obubra",2020,"Ikwo",0.8,0.8,0.8,0.8,1,"june","PBO",0.39899006,0.740096634,0.65,162
"566","Orlu","Oru West",2023,"Orlu",0.8,0.8,0.8,0.8,2,"june","PBO",0.36849761,0.736726042,0.65,1257
"567","Ikwuano","Ngor-Okpala",2020,"Ikwuano",0.8,0.8,0.8,0.8,1,"june","PBO",0.469780688,0.74514594,0.65,162
"568","Orsu","Oru West",2023,"Orsu",0.8,0.8,0.8,0.8,2,"june","PBO",0.258149058,0.710527415,0.65,1257
"569","Ila","Oke-Ero",2020,"Ila",0.8,0.8,0.8,0.8,1,"july","PBO",0.32967771,0.730713208,0.65,186
"570","Oru East","Oru West",2023,"Oru East",0.8,0.8,0.8,0.8,2,"june","PBO",0.187100101,0.664569581,0.65,1257
"571","Ilaje","Owan East",2020,"Ilaje",0.8,0.8,0.8,0.8,1,"march","PBO",0.29492871,0.722859572,0.65,70
"572","Oru West","Oru West",2023,"Oru West",0.8,0.8,0.8,0.8,2,"june","PBO",0.176205894,0.653359801,0.65,1257
"573","Ilemeji","Oke-Ero",2020,"Ilemeji",0.8,0.8,0.8,0.8,1,"july","PBO",0.308389127,0.726251209,0.65,186
"574","Owerri-Municipal","Oru West",2023,"Owerri-Municipal",0.8125,0.8,0.916666667,0.8,2,"june","PBO",0.197408696,0.67390989,0.65,1257
"575","Tofa","Taura",2022,"Tofa",0.8,0.8,0.8,0.8,1,"july","PBO",0.825591067,0.751937242,0.932173642,916
"576","Tofa","Taura",2025,"Tofa",0.8,0.8,0.8,0.8,2,"july","PBO",0.825591067,0.751937242,0.932173642,2011
"577","Ile-Oluji-Okeigbo","Akinyele",2020,"Ile-Oluji-Okeigbo",0.8,0.8,0.8,0.8,1,"may","PBO",0.384384096,0.738601432,0.65,131
"578","Owerri North","Ngor-Okpala",2023,"Owerri North",0.8,0.8,0.8,0.8,2,"june","PBO",0.244109669,0.704259228,0.65,1257
"579","Ilesha East","Owan East",2020,"Ilesha East",0.8,0.8,0.8,0.8,1,"march","PBO",0.40077994,0.740266485,0.65,70
"580","Owerri West","Ngor-Okpala",2023,"Owerri West",0.8,0.8,0.8,0.8,2,"june","PBO",0.204213478,0.679467215,0.65,1257
"581","Ilesha West","Akinyele",2020,"Ilesha West",0.8,0.8,0.8,0.8,1,"may","PBO",0.387460247,0.738933305,0.65,131
"582","Unuimo","Ngor-Okpala",2023,"Unuimo",0.8,0.8,0.8,0.8,2,"june","PBO",0.474438578,0.745384628,0.65,1257
"583","Auyo","Taura",2021,"Auyo",0.8,0.8,0.8,0.8,1,"july","PBO",0.676553245,0.750685407,0.857079262,551
"584","Auyo","Taura",2024,"Auyo",0.8,0.8,0.8,0.8,2,"july","PBO",0.676553245,0.750685407,0.857079262,1646
"585","Babura","Babura",2021,"Babura",0.874582296,0.842755015,0.8,0.861709269,1,"may","PBO",0.754462934,0.751464979,0.903511062,496
