"","LGA","repDS","year","LGA_old","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","mortality_rate","kill_rate","block_initial","round","peak","simday"
"347","Patani","Isoko South",2022,"Patani",0.589620759,0.669279466,0.628683068,0.457097751,0.156971919,0.266110793,0.53,1,"june",892
"348","Patani","Isoko South",2025,"Patani",0.589620759,0.669279466,0.628683068,0.457097751,0.156971919,0.266110793,0.53,2,"june",1987
"349","Sapele","Isoko South",2022,"Sapele",0.435412085,0.318260693,0.374587058,0.449576812,0.293983111,0.37261735,0.53,1,"june",892
"350","Sapele","Isoko South",2025,"Sapele",0.435412085,0.318260693,0.374587058,0.449576812,0.293983111,0.37261735,0.53,2,"june",1987
"351","Udu","Isoko South",2022,"Udu",0.678947368,0.385714286,0.492857143,0.427272727,0.132665008,0.24889334,0.53,1,"june",892
"352","Udu","Isoko South",2025,"Udu",0.678947368,0.385714286,0.492857143,0.427272727,0.132665008,0.24889334,0.53,2,"june",1987
"353","Ughelli North","Isoko South",2022,"Ughelli North",0.290181401,0.22316324,0.139430875,0.230051453,0.187814216,0.288820013,0.53,1,"june",892
"354","Ughelli North","Isoko South",2025,"Ughelli North",0.290181401,0.22316324,0.139430875,0.230051453,0.187814216,0.288820013,0.53,2,"june",1987
"355","Ughelli South","Isoko South",2022,"Ughelli South",0.598249426,0.58956742,0.324957721,0.282540209,0.146146999,0.258365504,0.53,1,"june",892
"356","Ughelli South","Isoko South",2025,"Ughelli South",0.598249426,0.58956742,0.324957721,0.282540209,0.146146999,0.258365504,0.53,2,"june",1987
"357","Ukwuani","Uzo-Uwani",2022,"Ukwuani",0.366666667,0.2,0.158823529,0.317391304,0.33569314,0.406905033,0.53,1,"june",892
"358","Ukwuani","Uzo-Uwani",2025,"Ukwuani",0.366666667,0.2,0.158823529,0.317391304,0.33569314,0.406905033,0.53,2,"june",1987
"359","Uvwie","Isoko South",2022,"Uvwie",0.394117647,0.468943463,0.338086574,0.253605817,0.128201894,0.245801456,0.53,1,"june",892
"360","Uvwie","Isoko South",2025,"Uvwie",0.394117647,0.468943463,0.338086574,0.253605817,0.128201894,0.245801456,0.53,2,"june",1987
"361","Warri South","Isoko South",2022,"Warri South",0.451097037,0.550830272,0.48439152,0.445305595,0.150613557,0.261546529,0.53,1,"june",892
"362","Warri South","Isoko South",2025,"Warri South",0.451097037,0.550830272,0.48439152,0.445305595,0.150613557,0.261546529,0.53,2,"june",1987
"363","Ohaozara","Obubra",2020,"Ohaozara",0.827416794,0.817607948,0.822082809,0.755497383,0.422916581,0.478301408,0.53,1,"june",162
"364","Ohaozara","Obubra",2023,"Ohaozara",0.827416794,0.817607948,0.822082809,0.755497383,0.422916581,0.478301408,0.53,2,"june",1257
"365","Abakaliki","Owan East",2020,"Abakaliki",0.863663577,0.724739896,0.655434439,0.720208008,0.416945424,0.473491294,0.53,1,"march",70
"366","Abakaliki","Owan East",2023,"Abakaliki",0.863663577,0.724739896,0.655434439,0.720208008,0.416945424,0.473491294,0.53,2,"march",1165
"367","Afikpo North","Oru West",2020,"Afikpo North",1.005685179,0.8833935,0.778846153,0.838112654,0.428193447,0.482537052,0.53,1,"june",162
"368","Afikpo North","Oru West",2023,"Afikpo North",1.005685179,0.8833935,0.778846153,0.838112654,0.428193447,0.482537052,0.53,2,"june",1257
"369","Afikpo South","Ngor-Okpala",2020,"Afikpo South",0.76709147,0.663956235,0.628864595,0.683653742,0.44733042,0.497764649,0.53,1,"june",162
"370","Afikpo South","Ngor-Okpala",2023,"Afikpo South",0.76709147,0.663956235,0.628864595,0.683653742,0.44733042,0.497764649,0.53,2,"june",1257
"371","Ebonyi","Owan East",2020,"Ebonyi",0.564431748,0.518946669,0.443821936,0.480122437,0.429410898,0.483512158,0.53,1,"march",70
"372","Ebonyi","Owan East",2023,"Ebonyi",0.564431748,0.518946669,0.443821936,0.480122437,0.429410898,0.483512158,0.53,2,"march",1165
"373","Ezza North","Owan East",2020,"Ezza North",0.78627451,0.7,0.629411765,0.6625,0.41226708,0.469710667,0.53,1,"march",70
"374","Ezza North","Owan East",2023,"Ezza North",0.78627451,0.7,0.629411765,0.6625,0.41226708,0.469710667,0.53,2,"march",1165
"375","Ezza South","Obubra",2020,"Ezza South",0.835494891,0.765466448,0.75376283,0.722009871,0.389807073,0.451434864,0.53,1,"june",162
"376","Ezza South","Obubra",2023,"Ezza South",0.835494891,0.765466448,0.75376283,0.722009871,0.389807073,0.451434864,0.53,2,"june",1257
"377","Ikwo","Obubra",2020,"Ikwo",0.862011018,0.776328931,0.702892256,0.810917223,0.39899006,0.45892996,0.53,1,"june",162
"378","Ikwo","Obubra",2023,"Ikwo",0.862011018,0.776328931,0.702892256,0.810917223,0.39899006,0.45892996,0.53,2,"june",1257
"379","Ishielu","Owan East",2020,"Ishielu",0.720780141,0.806437387,0.597992048,0.689326015,0.402215764,0.461555673,0.53,1,"march",70
"380","Ishielu","Owan East",2023,"Ishielu",0.720780141,0.806437387,0.597992048,0.689326015,0.402215764,0.461555673,0.53,2,"march",1165
"381","Ivo","Ngor-Okpala",2020,"Ivo",0.404424538,0.366473717,0.319305704,0.366910909,0.433913174,0.487111038,0.53,1,"june",162
"382","Ivo","Ngor-Okpala",2023,"Ivo",0.404424538,0.366473717,0.319305704,0.366910909,0.433913174,0.487111038,0.53,2,"june",1257
"383","Izzi","Owan East",2020,"Izzi",0.651277798,0.637229424,0.544185918,0.616621408,0.409695434,0.467628265,0.53,1,"march",70
"384","Izzi","Owan East",2023,"Izzi",0.651277798,0.637229424,0.544185918,0.616621408,0.409695434,0.467628265,0.53,2,"march",1165
"385","Ohaukwu","Owan East",2020,"Ohaukwu",0.475,0.6,0.583870968,0.546428571,0.40041459,0.460090005,0.53,1,"march",70
"386","Ohaukwu","Owan East",2023,"Ohaukwu",0.475,0.6,0.583870968,0.546428571,0.40041459,0.460090005,0.53,2,"march",1165
"387","Onicha","Obubra",2020,"Onicha",0.774363328,0.806345041,0.67082199,0.762857148,0.407479271,0.465831417,0.53,1,"june",162
"388","Onicha","Obubra",2023,"Onicha",0.774363328,0.806345041,0.67082199,0.762857148,0.407479271,0.465831417,0.53,2,"june",1257
"389","Akoko-Edo","Owan East",2020,"Akoko-Edo",0.503855019,0.332317606,0.494492588,0.599327837,0.304845225,0.381512482,0.53,1,"march",70
"390","Akoko-Edo","Owan East",2023,"Akoko-Edo",0.503855019,0.332317606,0.494492588,0.599327837,0.304845225,0.381512482,0.53,2,"march",1165
"391","Egor","Uzo-Uwani",2020,"Egor",0.299248098,0.266666667,0.31594687,0.256359395,0.42209808,0.477643111,0.53,1,"june",162
"392","Egor","Uzo-Uwani",2023,"Egor",0.299248098,0.266666667,0.31594687,0.256359395,0.42209808,0.477643111,0.53,2,"june",1257
"393","Esan North East","Uzo-Uwani",2020,"Esan North East",0.366666667,0.4,0.330769231,0.327272727,0.339061878,0.409684078,0.53,1,"june",162
"394","Esan North East","Uzo-Uwani",2023,"Esan North East",0.366666667,0.4,0.330769231,0.327272727,0.339061878,0.409684078,0.53,2,"june",1257
"395","Esan Central","Owan East",2020,"Esan Central",0.655555556,0.725,0.335294118,0.380701754,0.34342137,0.413280793,0.53,1,"march",70
"396","Esan Central","Owan East",2023,"Esan Central",0.655555556,0.725,0.335294118,0.380701754,0.34342137,0.413280793,0.53,2,"march",1165
"397","Esan South East","Uzo-Uwani",2020,"Esan South East",0.519240922,0.398191902,0.418773719,0.513052039,0.404971726,0.463795838,0.53,1,"june",162
"398","Esan South East","Uzo-Uwani",2023,"Esan South East",0.519240922,0.398191902,0.418773719,0.513052039,0.404971726,0.463795838,0.53,2,"june",1257
"399","Esan West","Uzo-Uwani",2020,"Esan West",0.433333333,0.5,0.7,0.343243243,0.366421113,0.432241487,0.53,1,"june",162
"400","Esan West","Uzo-Uwani",2023,"Esan West",0.433333333,0.5,0.7,0.343243243,0.366421113,0.432241487,0.53,2,"june",1257
"401","Etsako Central","Owan East",2020,"Etsako Central",0.35,0.233333333,0.491304348,0.260714286,0.300181787,0.377689484,0.53,1,"march",70
"402","Etsako Central","Owan East",2023,"Etsako Central",0.35,0.233333333,0.491304348,0.260714286,0.300181787,0.377689484,0.53,2,"march",1165
"403","Etsako East","Owan East",2020,"Etsako East",0.322853343,0.135081229,0.182263184,0.319326988,0.314825995,0.389711717,0.53,1,"march",70
"404","Etsako East","Owan East",2023,"Etsako East",0.322853343,0.135081229,0.182263184,0.319326988,0.314825995,0.389711717,0.53,2,"march",1165
"405","Etsako West","Owan East",2020,"Etsako West",0.256801223,0.147429771,0.139901288,0.191796309,0.290127246,0.36946828,0.53,1,"march",70
"406","Etsako West","Owan East",2023,"Etsako West",0.256801223,0.147429771,0.139901288,0.191796309,0.290127246,0.36946828,0.53,2,"march",1165
"407","Igueben","Uzo-Uwani",2020,"Igueben",0.346225282,0.255754508,0.418977515,0.412708352,0.415233246,0.472108841,0.53,1,"june",162
"408","Igueben","Uzo-Uwani",2023,"Igueben",0.346225282,0.255754508,0.418977515,0.412708352,0.415233246,0.472108841,0.53,2,"june",1257
"409","Ikpoba-Okha","Uzo-Uwani",2020,"Ikpoba-Okha",0.420654373,0.417064796,0.586610421,0.509053457,0.323305427,0.396692086,0.53,1,"june",162
"410","Ikpoba-Okha","Uzo-Uwani",2023,"Ikpoba-Okha",0.420654373,0.417064796,0.586610421,0.509053457,0.323305427,0.396692086,0.53,2,"june",1257
"411","Aninri","Oru West",2020,"Aninri",0.515856951,0.602677276,0.281500874,0.479519564,0.430439768,0.484335586,0.53,1,"june",162
"412","Aninri","Oru West",2023,"Aninri",0.515856951,0.602677276,0.281500874,0.479519564,0.430439768,0.484335586,0.53,2,"june",1257
"413","Oredo","Uzo-Uwani",2020,"Oredo",0.508607556,0.424212256,0.328866773,0.418484301,0.382076571,0.445104909,0.53,1,"june",162
"414","Oredo","Uzo-Uwani",2023,"Oredo",0.508607556,0.424212256,0.328866773,0.418484301,0.382076571,0.445104909,0.53,2,"june",1257
"415","Orhionmwon","Uzo-Uwani",2020,"Orhionmwon",0.35178341,0.396366685,0.375456393,0.342035061,0.335936711,0.407105953,0.53,1,"june",162
"416","Orhionmwon","Uzo-Uwani",2023,"Orhionmwon",0.35178341,0.396366685,0.375456393,0.342035061,0.335936711,0.407105953,0.53,2,"june",1257
"417","Ovia North East","Owan East",2020,"Ovia North East",0.463636364,0.4,0.266666667,0.475,0.337624396,0.408498179,0.53,1,"march",70
"418","Ovia North East","Owan East",2023,"Ovia North East",0.463636364,0.4,0.266666667,0.475,0.337624396,0.408498179,0.53,2,"march",1165
"419","Ovia South West","Akinyele",2020,"Ovia South West",0.731147615,0.484615397,0.616129069,0.618817183,0.363545715,0.429873962,0.53,1,"may",131
"420","Ovia South West","Akinyele",2023,"Ovia South West",0.731147615,0.484615397,0.616129069,0.618817183,0.363545715,0.429873962,0.53,2,"may",1226
"421","Owan East","Owan East",2020,"Owan East",0.47037037,0.35,0.35,0.472093023,0.315089802,0.389928709,0.53,1,"march",70
"422","Owan East","Owan East",2023,"Owan East",0.47037037,0.35,0.35,0.472093023,0.315089802,0.389928709,0.53,2,"march",1165
"423","Owan West","Owan East",2020,"Owan West",0.251941644,0.238882972,0.314010569,0.487601876,0.389346565,0.451058274,0.53,1,"march",70
"424","Owan West","Owan East",2023,"Owan West",0.251941644,0.238882972,0.314010569,0.487601876,0.389346565,0.451058274,0.53,2,"march",1165
"425","Uhunmwonde","Owan East",2020,"Uhunmwonde",0.324944264,0.262064783,0.267862242,0.383756511,0.3888156,0.450623986,0.53,1,"march",70
"426","Uhunmwonde","Owan East",2023,"Uhunmwonde",0.324944264,0.262064783,0.267862242,0.383756511,0.3888156,0.450623986,0.53,2,"march",1165
"427","Ado Ekiti","Owan East",2020,"Ado Ekiti",0.407654798,0.366792702,0.40162414,0.351320966,0.357399296,0.424809523,0.53,1,"march",70
"428","Ado Ekiti","Owan East",2023,"Ado Ekiti",0.407654798,0.366792702,0.40162414,0.351320966,0.357399296,0.424809523,0.53,2,"march",1165
"429","Efon-Alayee","Oke-Ero",2020,"Efon-Alayee",0.309302326,0.475,0.266666667,0.325490196,0.32342441,0.396790109,0.53,1,"july",186
"430","Efon-Alayee","Oke-Ero",2023,"Efon-Alayee",0.309302326,0.475,0.266666667,0.325490196,0.32342441,0.396790109,0.53,2,"july",1281
"431","Ekiti East","Oke-Ero",2020,"Ekiti East",0.35,0.399429972,0.225,0.288679245,0.342294717,0.412351259,0.53,1,"july",186
"432","Ekiti East","Oke-Ero",2023,"Ekiti East",0.35,0.399429972,0.225,0.288679245,0.342294717,0.412351259,0.53,2,"july",1281
"433","Ekiti South West","Oke-Ero",2020,"Ekiti South West",0.37166064,0.366233759,0.371209078,0.355773664,0.434979733,0.487961894,0.53,1,"july",186
"434","Ekiti South West","Oke-Ero",2023,"Ekiti South West",0.37166064,0.366233759,0.371209078,0.355773664,0.434979733,0.487961894,0.53,2,"july",1281
"435","Awgu","Oru West",2020,"Awgu",0.183333333,0.195238095,0.207142857,0.185365854,0.428474781,0.482762456,0.53,1,"june",162
"436","Awgu","Oru West",2023,"Awgu",0.183333333,0.195238095,0.207142857,0.185365854,0.428474781,0.482762456,0.53,2,"june",1257
"437","Ekiti West","Oke-Ero",2020,"Ekiti West",0.284223534,0.313830864,0.307872038,0.350242197,0.332828195,0.404541983,0.53,1,"july",186
"438","Ekiti West","Oke-Ero",2023,"Ekiti West",0.284223534,0.313830864,0.307872038,0.350242197,0.332828195,0.404541983,0.53,2,"july",1281
"439","Emure","Oke-Ero",2020,"Emure",0.457142857,0.253846154,0.190909091,0.316666667,0.372039671,0.436863758,0.53,1,"july",186
"440","Emure","Oke-Ero",2023,"Emure",0.457142857,0.253846154,0.190909091,0.316666667,0.372039671,0.436863758,0.53,2,"july",1281
"441","Gboyin","Obubra",2020,"Gboyin",0.41983529,0.231551915,0.288804999,0.338079038,0.286540024,0.36654315,0.53,1,"june",162
"442","Gboyin","Obubra",2023,"Gboyin",0.41983529,0.231551915,0.288804999,0.338079038,0.286540024,0.36654315,0.53,2,"june",1257
"443","Idosi-Osi","Oke-Ero",2020,"Idosi-Osi",0.300434256,0.301353458,0.25356295,0.257016209,0.302701283,0.379754213,0.53,1,"july",186
"444","Idosi-Osi","Oke-Ero",2023,"Idosi-Osi",0.300434256,0.301353458,0.25356295,0.257016209,0.302701283,0.379754213,0.53,2,"july",1281
"445","Ijero","Oke-Ero",2020,"Ijero",0.451895834,0.499107494,0.315514406,0.310181374,0.264220599,0.348459432,0.53,1,"july",186
"446","Ijero","Oke-Ero",2023,"Ijero",0.451895834,0.499107494,0.315514406,0.310181374,0.264220599,0.348459432,0.53,2,"july",1281
"447","Ikere","Owan East",2020,"Ikere",0.6,0.266666667,0.4,0.388888889,0.456857423,0.50525877,0.53,1,"march",70
"448","Ikere","Owan East",2023,"Ikere",0.6,0.266666667,0.4,0.388888889,0.456857423,0.50525877,0.53,2,"march",1165
"449","Ikole","Oke-Ero",2020,"Ikole",0.313149407,0.329371439,0.289242759,0.324233591,0.320812672,0.394638898,0.53,1,"july",186
"450","Ikole","Oke-Ero",2023,"Ikole",0.313149407,0.329371439,0.289242759,0.324233591,0.320812672,0.394638898,0.53,2,"july",1281
"451","Ilemeji","Oke-Ero",2020,"Ilemeji",0.766666667,0.671428571,0.5,0.34,0.308389127,0.384421328,0.53,1,"july",186
"452","Ilemeji","Oke-Ero",2023,"Ilemeji",0.766666667,0.671428571,0.5,0.34,0.308389127,0.384421328,0.53,2,"july",1281
"453","Irepodun-Ifelodun","Oke-Ero",2020,"Irepodun/Ifelodun",0.281818182,0.399429972,0.360379648,0.257894737,0.314066122,0.38908676,0.53,1,"july",186
"454","Irepodun-Ifelodun","Oke-Ero",2023,"Irepodun/Ifelodun",0.281818182,0.399429972,0.360379648,0.257894737,0.314066122,0.38908676,0.53,2,"july",1281
"455","Ise-Orun","Oke-Ero",2020,"Ise/Orun",0.271060699,0.258432706,0.318823528,0.366373142,0.409896538,0.467791215,0.53,1,"july",186
"456","Ise-Orun","Oke-Ero",2023,"Ise/Orun",0.271060699,0.258432706,0.318823528,0.366373142,0.409896538,0.467791215,0.53,2,"july",1281
"457","Moba","Oke-Ero",2020,"Moba",0.483931717,0.296426059,0.259547617,0.27050588,0.282164723,0.362981752,0.53,1,"july",186
"458","Moba","Oke-Ero",2023,"Moba",0.483931717,0.296426059,0.259547617,0.27050588,0.282164723,0.362981752,0.53,2,"july",1281
"459","Oye","Oke-Ero",2020,"Oye",0.345703847,0.309197195,0.136515435,0.243266993,0.299868816,0.377433124,0.53,1,"july",186
"460","Oye","Oke-Ero",2023,"Oye",0.345703847,0.309197195,0.136515435,0.243266993,0.299868816,0.377433124,0.53,2,"july",1281
"461","Ezeagu","Uzo-Uwani",2020,"Ezeagu",0.506541925,0.410152923,0.283547524,0.447315147,0.415961311,0.472696867,0.53,1,"june",162
"462","Ezeagu","Uzo-Uwani",2023,"Ezeagu",0.506541925,0.410152923,0.283547524,0.447315147,0.415961311,0.472696867,0.53,2,"june",1257
"463","Igbo-Etiti","Uzo-Uwani",2020,"Igbo-Etiti",0.269787781,0.214435291,0.270949379,0.315102855,0.38332308,0.44612671,0.53,1,"june",162
"464","Igbo-Etiti","Uzo-Uwani",2023,"Igbo-Etiti",0.269787781,0.214435291,0.270949379,0.315102855,0.38332308,0.44612671,0.53,2,"june",1257
"465","Igbo-Eze North","Uzo-Uwani",2020,"Igbo-Eze North",0.321092798,0.317855838,0.309511436,0.218120562,0.332315805,0.404119407,0.53,1,"june",162
"466","Igbo-Eze North","Uzo-Uwani",2023,"Igbo-Eze North",0.321092798,0.317855838,0.309511436,0.218120562,0.332315805,0.404119407,0.53,2,"june",1257
"467","Igbo-Eze South","Uzo-Uwani",2020,"Igbo-Eze South",0.333254471,0.236519718,0.266793844,0.340351624,0.361653388,0.428315236,0.53,1,"june",162
"468","Igbo-Eze South","Uzo-Uwani",2023,"Igbo-Eze South",0.333254471,0.236519718,0.266793844,0.340351624,0.361653388,0.428315236,0.53,2,"june",1257
"469","Isi-Uzo","Owan East",2020,"Isi-Uzo",0.564431748,0.518946669,0.443821936,0.480122437,0.425114132,0.480067127,0.53,1,"march",70
"470","Isi-Uzo","Owan East",2023,"Isi-Uzo",0.564431748,0.518946669,0.443821936,0.480122437,0.425114132,0.480067127,0.53,2,"march",1165
"471","Nkanu East","Owan East",2020,"Nkanu East",0.659380035,0.406545916,0.362474999,0.494325816,0.414364125,0.471406566,0.53,1,"march",70
"472","Nkanu East","Owan East",2023,"Nkanu East",0.659380035,0.406545916,0.362474999,0.494325816,0.414364125,0.471406566,0.53,2,"march",1165
"473","Nkanu West","Uzo-Uwani",2020,"Nkanu West",0.310526316,0.2,0.260050482,0.206060606,0.464287853,0.511059551,0.53,1,"june",162
"474","Nkanu West","Uzo-Uwani",2023,"Nkanu West",0.310526316,0.2,0.260050482,0.206060606,0.464287853,0.511059551,0.53,2,"june",1257
"475","Nsukka","Uzo-Uwani",2020,"Nsukka",0.48611887,0.408084027,0.230108738,0.321830526,0.391481406,0.452803528,0.53,1,"june",162
"476","Nsukka","Uzo-Uwani",2023,"Nsukka",0.48611887,0.408084027,0.230108738,0.321830526,0.391481406,0.452803528,0.53,2,"june",1257
"477","Oji-River","Oru West",2020,"Oji-River",0.186956522,0.325946586,0.155555556,0.138961039,0.407484101,0.465835335,0.53,1,"june",162
"478","Oji-River","Oru West",2023,"Oji-River",0.186956522,0.325946586,0.155555556,0.138961039,0.407484101,0.465835335,0.53,2,"june",1257
"479","Udenu","Uzo-Uwani",2020,"Udenu",0.318782976,0.270819671,0.128096039,0.275444736,0.38139738,0.444547985,0.53,1,"june",162
"480","Udenu","Uzo-Uwani",2023,"Udenu",0.318782976,0.270819671,0.128096039,0.275444736,0.38139738,0.444547985,0.53,2,"june",1257
"481","Udi","Uzo-Uwani",2020,"Udi",0.4040081,0.353926617,0.262436058,0.358933681,0.379547492,0.443030522,0.53,1,"june",162
"482","Udi","Uzo-Uwani",2023,"Udi",0.4040081,0.353926617,0.262436058,0.358933681,0.379547492,0.443030522,0.53,2,"june",1257
"483","Uzo-Uwani","Uzo-Uwani",2020,"Uzo-Uwani",0.427028337,0.467206931,0.186675444,0.352716862,0.404737188,0.463605313,0.53,1,"june",162
"484","Uzo-Uwani","Uzo-Uwani",2023,"Uzo-Uwani",0.427028337,0.467206931,0.186675444,0.352716862,0.404737188,0.463605313,0.53,2,"june",1257
"485","Ahiazu-Mbaise","Ngor-Okpala",2020,"Ahiazu-Mbaise",0.190909091,0.528571429,0.176923077,0.314285714,0.4502266,0.500049325,0.53,1,"june",162
"486","Ahiazu-Mbaise","Ngor-Okpala",2023,"Ahiazu-Mbaise",0.190909091,0.528571429,0.176923077,0.314285714,0.4502266,0.500049325,0.53,2,"june",1257
"487","Abaji","Keana",2020,"Abaji",0.526753569,0.342500786,0.281989309,0.441084875,0.476373849,0.520406247,0.53,1,"august",223
"488","Abaji","Keana",2023,"Abaji",0.526753569,0.342500786,0.281989309,0.441084875,0.476373849,0.520406247,0.53,2,"august",1318
"489","Bwari","Giwa",2020,"Bwari",0.344205568,0.23000955,0.14295174,0.279001411,0.558433035,0.580366866,0.53,1,"august",223
"490","Bwari","Giwa",2023,"Bwari",0.344205568,0.23000955,0.14295174,0.279001411,0.558433035,0.580366866,0.53,2,"august",1318
"491","Gwagwalada","Keana",2020,"Gwagwalada",0.435692259,0.328815615,0.278987204,0.324981429,0.555904987,0.578622846,0.53,1,"august",223
"492","Gwagwalada","Keana",2023,"Gwagwalada",0.435692259,0.328815615,0.278987204,0.324981429,0.555904987,0.578622846,0.53,2,"august",1318
"493","Kuje","Keana",2020,"Kuje",0.608873086,0.46051872,0.445747474,0.543661769,0.448338859,0.498560793,0.53,1,"august",223
"494","Kuje","Keana",2023,"Kuje",0.608873086,0.46051872,0.445747474,0.543661769,0.448338859,0.498560793,0.53,2,"august",1318
"495","Kwali","Keana",2020,"Kwali",0.349141339,0.191169507,0.195544523,0.340719521,0.476055073,0.520161192,0.53,1,"august",223
"496","Kwali","Keana",2023,"Kwali",0.349141339,0.191169507,0.195544523,0.340719521,0.476055073,0.520161192,0.53,2,"august",1318
"497","Bunkure","Gwarzo",2022,"Bunkure",0.929787234,0.766666667,0.894117647,0.961111111,0.769743323,0.698564959,0.53,1,"august",953
"498","Bunkure","Gwarzo",2025,"Bunkure",0.929787234,0.766666667,0.894117647,0.961111111,0.769743323,0.698564959,0.53,2,"august",2048
"499","Abuja Municipal","Keana",2020,"Abuja Municipal",0.518523067,0.420238662,0.255117782,0.364070273,0.500846708,0.538963989,0.53,1,"august",223
"500","Abuja Municipal","Keana",2023,"Abuja Municipal",0.518523067,0.420238662,0.255117782,0.364070273,0.500846708,0.538963989,0.53,2,"august",1318
"501","Essien Udim","Ngor-Okpala",2021,"Essien Udim",0.50416306,0.51932543,0.201814961,0.348747098,0.369824263,0.435041855,0.53,1,"june",527
"502","Akko","Alkaleri",2024,"Akko",0.41899959,0.3148466,0.314430948,0.566775466,0.430348191,0.484262319,0.53,2,"july",1646
"503","Etim Ekpo","Ngor-Okpala",2021,"Etim Ekpo",0.404424538,0.366473717,0.319305704,0.366910909,0.326319464,0.399175674,0.53,1,"june",527
"504","Balanga","Alkaleri",2024,"Balanga",0.656849082,0.608376924,0.664286353,0.903248637,0.625491041,0.623897182,0.53,2,"july",1646
"505","Etinan","Nsit Ubium",2021,"Etinan",0.330769231,0.266666667,0.302569073,0.242857143,0.271254927,0.35413511,0.53,1,"june",527
"506","Billiri","Alkaleri",2024,"Billiri",0.631522209,0.480907069,0.43393797,0.805255164,0.209402585,0.305232023,0.53,2,"july",1646
"507","Etung","Obubra",2021,"Etung",0.35,0.2,0.488888889,0.382051282,0.470104636,0.515572062,0.53,1,"june",527
"508","Dukku","Darazo",2024,"Dukku",0.333051961,0.196059125,0.198622582,0.522999526,0.67468816,0.652305857,0.53,2,"july",1646
"509","Ewekoro","Uzo-Uwani",2021,"Ewekoro",0.8798507,0.779724304,0.580287211,0.736818403,0.487001134,0.528528126,0.53,1,"june",527
"510","Funakaye","Alkaleri",2024,"Funakaye",0.45483871,0.315686275,0.305882353,0.655555556,0.631961788,0.627807972,0.53,2,"july",1646
"511","Fakai","Birnin Kebbi",2021,"Fakai",1.025,0.907692308,0.811538462,0.883783784,0.590008654,0.601533253,0.53,1,"august",588
"512","Gombe","Alkaleri",2024,"Gombe",0.459366859,0.380686294,0.381409971,0.560274947,0.497689178,0.536599101,0.53,2,"july",1646
"513","Faskari","Giwa",2021,"Faskari",0.608196721,0.72962963,0.789655172,0.694594595,0.713932669,0.672768838,0.53,1,"august",588
"514","Kaltungo","Alkaleri",2024,"Kaltungo",0.584534717,0.481738609,0.438571783,0.597522113,0.500615672,0.538791259,0.53,2,"july",1646
"515","Funakaye","Alkaleri",2021,"Funakaye",0.45483871,0.315686275,0.305882353,0.655555556,0.631961788,0.627807972,0.53,1,"july",551
"516","Kwami","Alkaleri",2024,"Kwami",0.404503189,0.293656634,0.259344999,0.630232685,0.528174359,0.559035931,0.53,2,"july",1646
"517","Dala","Alkaleri",2022,"Dala",0.758560253,0.552861936,0.565236703,0.721102597,0.582690135,0.59673093,0.53,1,"july",916
"518","Dala","Alkaleri",2025,"Dala",0.758560253,0.552861936,0.565236703,0.721102597,0.582690135,0.59673093,0.53,2,"july",2011
"519","Funtua","Gwarzo",2021,"Funtua",0.773321885,0.607343504,0.448372254,0.699895342,0.500280747,0.538540771,0.53,1,"august",588
"520","Nafada","Alkaleri",2024,"Nafada",0.580470832,0.487279203,0.371401175,0.818152909,0.699548844,0.665494757,0.53,2,"july",1646
"521","Gagarawa","Taura",2021,"Gagarawa",1.023076923,1.072222222,0.971794872,1.042028986,0.716266925,0.673924789,0.53,1,"july",551
"522","Shomgom","Alkaleri",2024,"Shomgom",0.628795842,0.500231178,0.581615342,0.935300207,0.393550536,0.454493674,0.53,2,"july",1646
"523","Gamawa","Gwarzo",2021,"Gamawa",0.584848485,0.35,0.433333333,0.734920635,0.770682387,0.698966685,0.53,1,"august",588
"524","Yamaltu-Deba","Alkaleri",2024,"Yamaltu/Deba",0.452948378,0.412419728,0.251352523,0.734547765,0.541765398,0.568738538,0.53,2,"july",1646
"525","Aboh-Mbaise","Ngor-Okpala",2020,"Aboh-Mbaise",0.294444444,0.366473717,0.176923077,0.186021505,0.366998982,0.432717137,0.53,1,"june",162
"526","Aboh-Mbaise","Ngor-Okpala",2023,"Aboh-Mbaise",0.294444444,0.366473717,0.176923077,0.186021505,0.366998982,0.432717137,0.53,2,"june",1257
"527","Fagge","Alkaleri",2022,"Fagge",0.584534717,0.481738609,0.438571783,0.597522113,0.567041099,0.586251328,0.53,1,"july",916
"528","Fagge","Alkaleri",2025,"Fagge",0.584534717,0.481738609,0.438571783,0.597522113,0.567041099,0.586251328,0.53,2,"july",2011
"529","Ehime-Mbano","Ngor-Okpala",2020,"Ehime-Mbano",0.2769013,0.290706742,0.291736714,0.228451426,0.459803075,0.507563152,0.53,1,"june",162
"530","Ehime-Mbano","Ngor-Okpala",2023,"Ehime-Mbano",0.2769013,0.290706742,0.291736714,0.228451426,0.459803075,0.507563152,0.53,2,"june",1257
"531","Ezinihitte","Ngor-Okpala",2020,"Ezinihitte",0.139516986,0.162695796,0.209386966,0.289200567,0.456817192,0.505227255,0.53,1,"june",162
"532","Ezinihitte","Ngor-Okpala",2023,"Ezinihitte",0.139516986,0.162695796,0.209386966,0.289200567,0.456817192,0.505227255,0.53,2,"june",1257
"533","Ideato North","Oru West",2020,"Ideato North",0.196977064,0.234732491,0.162479402,0.226360864,0.449066913,0.499135162,0.53,1,"june",162
