LGA,Rep_DS,State,U5_coverage,adult_coverage,simday,duration,year,start_day_override 
Isiala Mbano,Owan East,NA,0.292889918,0.292889918,196,154,2020,1
Isiala Mbano,Owan East,NA,0.295679346,0.295679346,350,212,2020,1
Isiala Mbano,Owan East,NA,0.298468774,0.298468774,562,154,2021,1
Isiala Mbano,Owan East,NA,0.301258201,0.301258201,716,202,2022,1
Isiala Mbano,Owan East,NA,0.304047629,0.304047629,918,159,2022,1
Isiala Mbano,Owan East,NA,0.306837057,0.306837057,1077,219,2023,1
Isiala Mbano,Owan East,NA,0.312415912,0.312415912,1296,136,2023,1
Isiala Mbano,Owan East,NA,0.418414169,0.418414169,1432,218,2024,1
Isiala Mbano,Owan East,NA,0.557885558,0.557885558,1650,151,2024,1
Isiala Mbano,Owan East,NA,0.697356948,0.697356948,1801,185,2025,1
Isiala Mbano,Owan East,NA,0.8,0.8,1986,183,2025,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.339461936,0.339461936,0,196,2020,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.356435033,0.356435033,196,154,2020,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.359829652,0.359829652,350,212,2020,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.363224272,0.363224272,562,154,2021,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.366618891,0.366618891,716,202,2022,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.37001351,0.37001351,918,159,2022,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.37340813,0.37340813,1077,219,2023,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.380197368,0.380197368,1296,136,2023,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.509192904,0.509192904,1432,218,2024,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.678923872,0.678923872,1650,151,2024,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.8,0.8,1801,185,2025,1
Isiala-Ngwa North,Ngor-Okpala,NA,0.8,0.8,1986,183,2025,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.283373403,0.283373403,0,196,2020,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.297542073,0.297542073,196,154,2020,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.300375807,0.300375807,350,212,2020,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.303209541,0.303209541,562,154,2021,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.306043275,0.306043275,716,202,2022,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.308877009,0.308877009,918,159,2022,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.311710743,0.311710743,1077,219,2023,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.317378211,0.317378211,1296,136,2023,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.425060105,0.425060105,1432,218,2024,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.566746806,0.566746806,1650,151,2024,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.708433508,0.708433508,1801,185,2025,1
Isiala-Ngwa South,Ngor-Okpala,NA,0.8,0.8,1986,183,2025,1
Isin,Ngor-Okpala,NA,0.533062111,0.533062111,0,196,2020,1
Isin,Ngor-Okpala,NA,0.559715217,0.559715217,196,154,2020,1
Isin,Ngor-Okpala,NA,0.565045838,0.565045838,350,212,2020,1
Isin,Ngor-Okpala,NA,0.570376459,0.570376459,562,154,2021,1
Isin,Ngor-Okpala,NA,0.57570708,0.57570708,716,202,2022,1
Isin,Ngor-Okpala,NA,0.581037701,0.581037701,918,159,2022,1
Isin,Ngor-Okpala,NA,0.586368322,0.586368322,1077,219,2023,1
Isin,Ngor-Okpala,NA,0.597029564,0.597029564,1296,136,2023,1
Isin,Ngor-Okpala,NA,0.799593167,0.799593167,1432,218,2024,1
Isin,Ngor-Okpala,NA,0.8,0.8,1650,151,2024,1
Isin,Ngor-Okpala,NA,0.8,0.8,1801,185,2025,1
Isin,Ngor-Okpala,NA,0.8,0.8,1986,183,2025,1
Isi-Uzo,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1
Isi-Uzo,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,1
Isi-Uzo,Oke-Ero,NA,0.538998927,0.538998927,350,212,2020,1
Isi-Uzo,Oke-Ero,NA,0.8,0.8,562,154,2021,1
Isi-Uzo,Oke-Ero,NA,0.8,0.8,716,202,2022,1
Isi-Uzo,Oke-Ero,NA,0.8,0.8,918,159,2022,1
Isi-Uzo,Oke-Ero,NA,0.8,0.8,1077,219,2023,1
Isi-Uzo,Oke-Ero,NA,0.8,0.8,1296,136,2023,1
Isi-Uzo,Oke-Ero,NA,0.8,0.8,1432,218,2024,1
Isi-Uzo,Oke-Ero,NA,0.8,0.8,1650,151,2024,1
Isi-Uzo,Oke-Ero,NA,0.8,0.8,1801,185,2025,1
Isi-Uzo,Oke-Ero,NA,0.8,0.8,1986,183,2025,1
Isokan,Akinyele,NA,0.154926235,0.154926235,0,196,2020,1
Isokan,Akinyele,NA,0.325345094,0.325345094,196,154,2020,1
Isokan,Akinyele,NA,0.8,0.8,350,212,2020,1
Isokan,Akinyele,NA,0.8,0.8,562,154,2021,1
Isokan,Akinyele,NA,0.8,0.8,716,202,2022,1
Isokan,Akinyele,NA,0.8,0.8,918,159,2022,1
Isokan,Akinyele,NA,0.8,0.8,1077,219,2023,1
Isokan,Akinyele,NA,0.8,0.8,1296,136,2023,1
Isokan,Akinyele,NA,0.8,0.8,1432,218,2024,1
Isokan,Akinyele,NA,0.8,0.8,1650,151,2024,1
Isokan,Akinyele,NA,0.8,0.8,1801,185,2025,1
Isokan,Akinyele,NA,0.8,0.8,1986,183,2025,1
Isoko North,Isoko South,NA,0.12159624,0.12159624,0,196,2020,1
Isoko North,Isoko South,NA,0.523471813,0.523471813,196,154,2020,1
Isoko North,Isoko South,NA,0.644460072,0.644460072,350,212,2020,1
Isoko North,Isoko South,NA,0.8,0.8,562,154,2021,1
Isoko North,Isoko South,NA,0.8,0.8,716,202,2022,1
Isoko North,Isoko South,NA,0.8,0.8,918,159,2022,1
Isoko North,Isoko South,NA,0.8,0.8,1077,219,2023,1
Isoko North,Isoko South,NA,0.8,0.8,1296,136,2023,1
Isoko North,Isoko South,NA,0.8,0.8,1432,218,2024,1
Isoko North,Isoko South,NA,0.8,0.8,1650,151,2024,1
Isoko North,Isoko South,NA,0.8,0.8,1801,185,2025,1
Isoko North,Isoko South,NA,0.8,0.8,1986,183,2025,1
Isoko South,Isoko South,NA,0.12159624,0.12159624,0,196,2020,1
Isoko South,Isoko South,NA,0.523471813,0.523471813,196,154,2020,1
Isoko South,Isoko South,NA,0.644460072,0.644460072,350,212,2020,1
Isoko South,Isoko South,NA,0.8,0.8,562,154,2021,1
Isoko South,Isoko South,NA,0.8,0.8,716,202,2022,1
Isoko South,Isoko South,NA,0.8,0.8,918,159,2022,1
Isoko South,Isoko South,NA,0.8,0.8,1077,219,2023,1
Isoko South,Isoko South,NA,0.8,0.8,1296,136,2023,1
Isoko South,Isoko South,NA,0.8,0.8,1432,218,2024,1
Isoko South,Isoko South,NA,0.8,0.8,1650,151,2024,1
Isoko South,Isoko South,NA,0.8,0.8,1801,185,2025,1
Isoko South,Isoko South,NA,0.8,0.8,1986,183,2025,1
Isu,Ngor-Okpala,NA,0.5,0.5,0,196,2020,1
Isu,Ngor-Okpala,NA,0.525,0.525,196,154,2020,1
Isu,Ngor-Okpala,NA,0.53,0.53,350,212,2020,1
Isu,Ngor-Okpala,NA,0.535,0.535,562,154,2021,1
Isu,Ngor-Okpala,NA,0.54,0.54,716,202,2022,1
Isu,Ngor-Okpala,NA,0.545,0.545,918,159,2022,1
Isu,Ngor-Okpala,NA,0.55,0.55,1077,219,2023,1
Isu,Ngor-Okpala,NA,0.56,0.56,1296,136,2023,1
Isu,Ngor-Okpala,NA,0.75,0.75,1432,218,2024,1
Isu,Ngor-Okpala,NA,0.8,0.8,1650,151,2024,1
Isu,Ngor-Okpala,NA,0.8,0.8,1801,185,2025,1
Isu,Ngor-Okpala,NA,0.8,0.8,1986,183,2025,1
Isuikwato,Ngor-Okpala,NA,0.283373403,0.283373403,0,196,2020,1
Isuikwato,Ngor-Okpala,NA,0.297542073,0.297542073,196,154,2020,1
Isuikwato,Ngor-Okpala,NA,0.300375807,0.300375807,350,212,2020,1
Isuikwato,Ngor-Okpala,NA,0.303209541,0.303209541,562,154,2021,1
Isuikwato,Ngor-Okpala,NA,0.306043275,0.306043275,716,202,2022,1
Isuikwato,Ngor-Okpala,NA,0.308877009,0.308877009,918,159,2022,1
Isuikwato,Ngor-Okpala,NA,0.311710743,0.311710743,1077,219,2023,1
Isuikwato,Ngor-Okpala,NA,0.317378211,0.317378211,1296,136,2023,1
Isuikwato,Ngor-Okpala,NA,0.425060105,0.425060105,1432,218,2024,1
Isuikwato,Ngor-Okpala,NA,0.566746806,0.566746806,1650,151,2024,1
Isuikwato,Ngor-Okpala,NA,0.708433508,0.708433508,1801,185,2025,1
Isuikwato,Ngor-Okpala,NA,0.8,0.8,1986,183,2025,1
Itas-Gadau,Taura,NA,0.174288617,0.174288617,0,196,2020,1
Itas-Gadau,Taura,NA,0.375156248,0.375156248,196,154,2020,1
Itas-Gadau,Taura,NA,0.380576624,0.380576624,350,212,2020,1
Itas-Gadau,Taura,NA,0.572520678,0.572520678,562,154,2021,1
Itas-Gadau,Taura,NA,0.579753656,0.579753656,716,202,2022,1
Itas-Gadau,Taura,NA,0.587021491,0.587021491,918,159,2022,1
Itas-Gadau,Taura,NA,0.786041663,0.786041663,1077,219,2023,1
Itas-Gadau,Taura,NA,0.8,0.8,1296,136,2023,1
Itas-Gadau,Taura,NA,0.8,0.8,1432,218,2024,1
Itas-Gadau,Taura,NA,0.8,0.8,1650,151,2024,1
Itas-Gadau,Taura,NA,0.8,0.8,1801,185,2025,1
Itas-Gadau,Taura,NA,0.8,0.8,1986,183,2025,1
Itesiwaju,Akinyele,NA,0.154926235,0.154926235,0,196,2020,1
Itesiwaju,Akinyele,NA,0.325345094,0.325345094,196,154,2020,1
Itesiwaju,Akinyele,NA,0.8,0.8,350,212,2020,1
Itesiwaju,Akinyele,NA,0.8,0.8,562,154,2021,1
Itesiwaju,Akinyele,NA,0.8,0.8,716,202,2022,1
Itesiwaju,Akinyele,NA,0.8,0.8,918,159,2022,1
Itesiwaju,Akinyele,NA,0.8,0.8,1077,219,2023,1
Itesiwaju,Akinyele,NA,0.8,0.8,1296,136,2023,1
Itesiwaju,Akinyele,NA,0.8,0.8,1432,218,2024,1
Itesiwaju,Akinyele,NA,0.8,0.8,1650,151,2024,1
Itesiwaju,Akinyele,NA,0.8,0.8,1801,185,2025,1
Itesiwaju,Akinyele,NA,0.8,0.8,1986,183,2025,1
Itu,Ngor-Okpala,NA,0.666666667,0.666666667,0,196,2020,1
Itu,Ngor-Okpala,NA,0.7,0.7,196,154,2020,1
Itu,Ngor-Okpala,NA,0.706666667,0.706666667,350,212,2020,1
Itu,Ngor-Okpala,NA,0.713333334,0.713333334,562,154,2021,1
Itu,Ngor-Okpala,NA,0.72,0.72,716,202,2022,1
Itu,Ngor-Okpala,NA,0.726666667,0.726666667,918,159,2022,1
Itu,Ngor-Okpala,NA,0.733333334,0.733333334,1077,219,2023,1
Itu,Ngor-Okpala,NA,0.746666667,0.746666667,1296,136,2023,1
Itu,Ngor-Okpala,NA,0.8,0.8,1432,218,2024,1
Itu,Ngor-Okpala,NA,0.8,0.8,1650,151,2024,1
Itu,Ngor-Okpala,NA,0.8,0.8,1801,185,2025,1
Itu,Ngor-Okpala,NA,0.8,0.8,1986,183,2025,1
Ivo,Ngor-Okpala,NA,0.283373403,0.283373403,0,196,2020,1
Ivo,Ngor-Okpala,NA,0.297542073,0.297542073,196,154,2020,1
Ivo,Ngor-Okpala,NA,0.300375807,0.300375807,350,212,2020,1
Ivo,Ngor-Okpala,NA,0.303209541,0.303209541,562,154,2021,1
Ivo,Ngor-Okpala,NA,0.306043275,0.306043275,716,202,2022,1
Ivo,Ngor-Okpala,NA,0.308877009,0.308877009,918,159,2022,1
Ivo,Ngor-Okpala,NA,0.311710743,0.311710743,1077,219,2023,1
Ivo,Ngor-Okpala,NA,0.317378211,0.317378211,1296,136,2023,1
Ivo,Ngor-Okpala,NA,0.425060105,0.425060105,1432,218,2024,1
Ivo,Ngor-Okpala,NA,0.566746806,0.566746806,1650,151,2024,1
Ivo,Ngor-Okpala,NA,0.708433508,0.708433508,1801,185,2025,1
Ivo,Ngor-Okpala,NA,0.8,0.8,1986,183,2025,1
Iwajowa,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1
Iwajowa,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,1
Iwajowa,Oke-Ero,NA,0.538998927,0.538998927,350,212,2020,1
Iwajowa,Oke-Ero,NA,0.8,0.8,562,154,2021,1
Iwajowa,Oke-Ero,NA,0.8,0.8,716,202,2022,1
Iwajowa,Oke-Ero,NA,0.8,0.8,918,159,2022,1
Iwajowa,Oke-Ero,NA,0.8,0.8,1077,219,2023,1
Iwajowa,Oke-Ero,NA,0.8,0.8,1296,136,2023,1
Iwajowa,Oke-Ero,NA,0.8,0.8,1432,218,2024,1
Iwajowa,Oke-Ero,NA,0.8,0.8,1650,151,2024,1
Iwajowa,Oke-Ero,NA,0.8,0.8,1801,185,2025,1
Iwajowa,Oke-Ero,NA,0.8,0.8,1986,183,2025,1
Iwo,Akinyele,NA,0.464031025,0.464031025,0,196,2020,1
Iwo,Akinyele,NA,0.487232576,0.487232576,196,154,2020,1
Iwo,Akinyele,NA,0.491872887,0.491872887,350,212,2020,1
Iwo,Akinyele,NA,0.496513197,0.496513197,562,154,2021,1
Iwo,Akinyele,NA,0.501153507,0.501153507,716,202,2022,1
Iwo,Akinyele,NA,0.505793817,0.505793817,918,159,2022,1
Iwo,Akinyele,NA,0.510434128,0.510434128,1077,219,2023,1
Iwo,Akinyele,NA,0.519714748,0.519714748,1296,136,2023,1
Iwo,Akinyele,NA,0.696046538,0.696046538,1432,218,2024,1
Iwo,Akinyele,NA,0.8,0.8,1650,151,2024,1
Iwo,Akinyele,NA,0.8,0.8,1801,185,2025,1
Iwo,Akinyele,NA,0.8,0.8,1986,183,2025,1
Izzi,Owan East,NA,0.486885732,0.486885732,0,196,2020,1
Izzi,Owan East,NA,0.511230019,0.511230019,196,154,2020,1
Izzi,Owan East,NA,0.516098876,0.516098876,350,212,2020,1
Izzi,Owan East,NA,0.520967733,0.520967733,562,154,2021,1
Izzi,Owan East,NA,0.525836591,0.525836591,716,202,2022,1
Izzi,Owan East,NA,0.530705448,0.530705448,918,159,2022,1
Izzi,Owan East,NA,0.535574305,0.535574305,1077,219,2023,1
Izzi,Owan East,NA,0.54531202,0.54531202,1296,136,2023,1
Izzi,Owan East,NA,0.730328598,0.730328598,1432,218,2024,1
Izzi,Owan East,NA,0.8,0.8,1650,151,2024,1
Izzi,Owan East,NA,0.8,0.8,1801,185,2025,1
Izzi,Owan East,NA,0.8,0.8,1986,183,2025,1
Jaba,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1
Jaba,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,1
Jaba,Oke-Ero,NA,0.538998927,0.538998927,350,212,2020,1
Jaba,Oke-Ero,NA,0.8,0.8,562,154,2021,1
Jaba,Oke-Ero,NA,0.8,0.8,716,202,2022,1
Jaba,Oke-Ero,NA,0.8,0.8,918,159,2022,1
Jaba,Oke-Ero,NA,0.8,0.8,1077,219,2023,1
Jaba,Oke-Ero,NA,0.8,0.8,1296,136,2023,1
Jaba,Oke-Ero,NA,0.8,0.8,1432,218,2024,1
Jaba,Oke-Ero,NA,0.8,0.8,1650,151,2024,1
Jaba,Oke-Ero,NA,0.8,0.8,1801,185,2025,1
Jaba,Oke-Ero,NA,0.8,0.8,1986,183,2025,1
Jada,Alkaleri,NA,0.095661138,0.095661138,0,196,2020,1
Jada,Alkaleri,NA,0.411821199,0.411821199,196,154,2020,1
Jada,Alkaleri,NA,0.507004031,0.507004031,350,212,2020,1
Jada,Alkaleri,NA,0.8,0.8,562,154,2021,1
Jada,Alkaleri,NA,0.8,0.8,716,202,2022,1
Jada,Alkaleri,NA,0.8,0.8,918,159,2022,1
Jada,Alkaleri,NA,0.8,0.8,1077,219,2023,1
Jada,Alkaleri,NA,0.8,0.8,1296,136,2023,1
Jada,Alkaleri,NA,0.8,0.8,1432,218,2024,1
Jada,Alkaleri,NA,0.8,0.8,1650,151,2024,1
Jada,Alkaleri,NA,0.8,0.8,1801,185,2025,1
Jada,Alkaleri,NA,0.8,0.8,1986,183,2025,1
Jahun,Taura,NA,0.22134251,0.22134251,0,196,2020,1
Jahun,Taura,NA,0.476439753,0.476439753,196,154,2020,1
Jahun,Taura,NA,0.483323505,0.483323505,350,212,2020,1
Jahun,Taura,NA,0.727088011,0.727088011,562,154,2021,1
Jahun,Taura,NA,0.736273725,0.736273725,716,202,2022,1
Jahun,Taura,NA,0.745503708,0.745503708,918,159,2022,1
Jahun,Taura,NA,0.8,0.8,1077,219,2023,1
Jahun,Taura,NA,0.8,0.8,1296,136,2023,1
Jahun,Taura,NA,0.8,0.8,1432,218,2024,1
Jahun,Taura,NA,0.8,0.8,1650,151,2024,1
Jahun,Taura,NA,0.8,0.8,1801,185,2025,1
Jahun,Taura,NA,0.8,0.8,1986,183,2025,1
Jakusko,Taura,NA,0.174928041,0.174928041,0,196,2020,1
Jakusko,Taura,NA,0.376532608,0.376532608,196,154,2020,1
Jakusko,Taura,NA,0.38197287,0.38197287,350,212,2020,1
Jakusko,Taura,NA,0.574621122,0.574621122,562,154,2021,1
Jakusko,Taura,NA,0.581880636,0.581880636,716,202,2022,1
Jakusko,Taura,NA,0.589175135,0.589175135,918,159,2022,1
Jakusko,Taura,NA,0.788925465,0.788925465,1077,219,2023,1
Jakusko,Taura,NA,0.8,0.8,1296,136,2023,1
Jakusko,Taura,NA,0.8,0.8,1432,218,2024,1
Jakusko,Taura,NA,0.8,0.8,1650,151,2024,1
Jakusko,Taura,NA,0.8,0.8,1801,185,2025,1
Jakusko,Taura,NA,0.8,0.8,1986,183,2025,1
Jalingo,Keana,NA,0.342657285,0.342657285,0,196,2020,1
Jalingo,Keana,NA,0.359790149,0.359790149,196,154,2020,1
Jalingo,Keana,NA,0.363216722,0.363216722,350,212,2020,1
Jalingo,Keana,NA,0.366643295,0.366643295,562,154,2021,1
Jalingo,Keana,NA,0.370069868,0.370069868,716,202,2022,1
Jalingo,Keana,NA,0.373496441,0.373496441,918,159,2022,1
Jalingo,Keana,NA,0.376923014,0.376923014,1077,219,2023,1
Jalingo,Keana,NA,0.383776159,0.383776159,1296,136,2023,1
Jalingo,Keana,NA,0.513985928,0.513985928,1432,218,2024,1
Jalingo,Keana,NA,0.68531457,0.68531457,1650,151,2024,1
Jalingo,Keana,NA,0.8,0.8,1801,185,2025,1
Jalingo,Keana,NA,0.8,0.8,1986,183,2025,1
Jama'are,Taura,NA,0.141960062,0.141960062,0,196,2020,1
Jama'are,Taura,NA,0.29811613,0.29811613,196,154,2020,1
Jama'are,Taura,NA,0.752388329,0.752388329,350,212,2020,1
Jama'are,Taura,NA,0.8,0.8,562,154,2021,1
Jama'are,Taura,NA,0.8,0.8,716,202,2022,1
Jama'are,Taura,NA,0.8,0.8,918,159,2022,1
Jama'are,Taura,NA,0.8,0.8,1077,219,2023,1
Jama'are,Taura,NA,0.8,0.8,1296,136,2023,1
Jama'are,Taura,NA,0.8,0.8,1432,218,2024,1
Jama'are,Taura,NA,0.8,0.8,1650,151,2024,1
Jama'are,Taura,NA,0.8,0.8,1801,185,2025,1
Jama'are,Taura,NA,0.8,0.8,1986,183,2025,1
Jega,Birnin Kebbi,NA,0.566772845,0.566772845,0,196,2020,1
Jega,Birnin Kebbi,NA,0.595111487,0.595111487,196,154,2020,1
Jega,Birnin Kebbi,NA,0.600779216,0.600779216,350,212,2020,1
Jega,Birnin Kebbi,NA,0.606446944,0.606446944,562,154,2021,1
Jega,Birnin Kebbi,NA,0.612114673,0.612114673,716,202,2022,1
Jega,Birnin Kebbi,NA,0.617782401,0.617782401,918,159,2022,1
Jega,Birnin Kebbi,NA,0.62345013,0.62345013,1077,219,2023,1
Jega,Birnin Kebbi,NA,0.634785586,0.634785586,1296,136,2023,1
Jega,Birnin Kebbi,NA,0.8,0.8,1432,218,2024,1
Jega,Birnin Kebbi,NA,0.8,0.8,1650,151,2024,1
Jega,Birnin Kebbi,NA,0.8,0.8,1801,185,2025,1
Jega,Birnin Kebbi,NA,0.8,0.8,1986,183,2025,1
Jema'a,Soba,NA,0.13917526,0.13917526,0,196,2020,1
Jema'a,Soba,NA,0.292268046,0.292268046,196,154,2020,1
Jema'a,Soba,NA,0.737628878,0.737628878,350,212,2020,1
Jema'a,Soba,NA,0.8,0.8,562,154,2021,1
Jema'a,Soba,NA,0.8,0.8,716,202,2022,1
Jema'a,Soba,NA,0.8,0.8,918,159,2022,1
Jema'a,Soba,NA,0.8,0.8,1077,219,2023,1
Jema'a,Soba,NA,0.8,0.8,1296,136,2023,1
Jema'a,Soba,NA,0.8,0.8,1432,218,2024,1
Jema'a,Soba,NA,0.8,0.8,1650,151,2024,1
Jema'a,Soba,NA,0.8,0.8,1801,185,2025,1
Jema'a,Soba,NA,0.8,0.8,1986,183,2025,1
Jere,Gawabawa,NA,0.5,0.5,0,196,2020,1
Jere,Gawabawa,NA,0.525,0.525,196,154,2020,1
Jere,Gawabawa,NA,0.53,0.53,350,212,2020,1
Jere,Gawabawa,NA,0.535,0.535,562,154,2021,1
Jere,Gawabawa,NA,0.54,0.54,716,202,2022,1
Jere,Gawabawa,NA,0.545,0.545,918,159,2022,1
Jere,Gawabawa,NA,0.55,0.55,1077,219,2023,1
Jere,Gawabawa,NA,0.56,0.56,1296,136,2023,1
Jere,Gawabawa,NA,0.75,0.75,1432,218,2024,1
Jere,Gawabawa,NA,0.8,0.8,1650,151,2024,1
Jere,Gawabawa,NA,0.8,0.8,1801,185,2025,1
Jere,Gawabawa,NA,0.8,0.8,1986,183,2025,1
Jibia,Rimi,NA,0.333333333,0.333333333,0,196,2020,1
Jibia,Rimi,NA,0.35,0.35,196,154,2020,1
Jibia,Rimi,NA,0.353333333,0.353333333,350,212,2020,1
Jibia,Rimi,NA,0.356666666,0.356666666,562,154,2021,1
Jibia,Rimi,NA,0.36,0.36,716,202,2022,1
Jibia,Rimi,NA,0.363333333,0.363333333,918,159,2022,1
Jibia,Rimi,NA,0.366666666,0.366666666,1077,219,2023,1
Jibia,Rimi,NA,0.373333333,0.373333333,1296,136,2023,1
Jibia,Rimi,NA,0.5,0.5,1432,218,2024,1
Jibia,Rimi,NA,0.666666666,0.666666666,1650,151,2024,1
Jibia,Rimi,NA,0.8,0.8,1801,185,2025,1
Jibia,Rimi,NA,0.8,0.8,1986,183,2025,1
Jos East,Soba,NA,0.5,0.5,0,196,2020,1
Jos East,Soba,NA,0.525,0.525,196,154,2020,1
Jos East,Soba,NA,0.53,0.53,350,212,2020,1
Jos East,Soba,NA,0.535,0.535,562,154,2021,1
Jos East,Soba,NA,0.54,0.54,716,202,2022,1
Jos East,Soba,NA,0.545,0.545,918,159,2022,1
Jos East,Soba,NA,0.55,0.55,1077,219,2023,1
Jos East,Soba,NA,0.56,0.56,1296,136,2023,1
Jos East,Soba,NA,0.75,0.75,1432,218,2024,1
Jos East,Soba,NA,0.8,0.8,1650,151,2024,1
Jos East,Soba,NA,0.8,0.8,1801,185,2025,1
Jos East,Soba,NA,0.8,0.8,1986,183,2025,1
Jos North,Soba,NA,0.10462622,0.10462622,0,196,2020,1
Jos North,Soba,NA,0.450415877,0.450415877,196,154,2020,1
Jos North,Soba,NA,0.554518966,0.554518966,350,212,2020,1
Jos North,Soba,NA,0.8,0.8,562,154,2021,1
Jos North,Soba,NA,0.8,0.8,716,202,2022,1
Jos North,Soba,NA,0.8,0.8,918,159,2022,1
Jos North,Soba,NA,0.8,0.8,1077,219,2023,1
Jos North,Soba,NA,0.8,0.8,1296,136,2023,1
Jos North,Soba,NA,0.8,0.8,1432,218,2024,1
Jos North,Soba,NA,0.8,0.8,1650,151,2024,1
Jos North,Soba,NA,0.8,0.8,1801,185,2025,1
Jos North,Soba,NA,0.8,0.8,1986,183,2025,1
Jos South,Soba,NA,0.02049469,0.02049469,0,196,2020,1
Jos South,Soba,NA,0.04098938,0.04098938,196,154,2020,1
Jos South,Soba,NA,0.10247345,0.10247345,350,212,2020,1
Jos South,Soba,NA,0.328939775,0.328939775,562,154,2021,1
Jos South,Soba,NA,0.442685304,0.442685304,716,202,2022,1
Jos South,Soba,NA,0.8,0.8,918,159,2022,1
Jos South,Soba,NA,0.8,0.8,1077,219,2023,1
Jos South,Soba,NA,0.8,0.8,1296,136,2023,1
Jos South,Soba,NA,0.8,0.8,1432,218,2024,1
Jos South,Soba,NA,0.8,0.8,1650,151,2024,1
Jos South,Soba,NA,0.8,0.8,1801,185,2025,1
Jos South,Soba,NA,0.8,0.8,1986,183,2025,1
Kabba-Bunu,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1
Kabba-Bunu,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,1
Kabba-Bunu,Oke-Ero,NA,0.538998927,0.538998927,350,212,2020,1
Kabba-Bunu,Oke-Ero,NA,0.8,0.8,562,154,2021,1
Kabba-Bunu,Oke-Ero,NA,0.8,0.8,716,202,2022,1
Kabba-Bunu,Oke-Ero,NA,0.8,0.8,918,159,2022,1
Kabba-Bunu,Oke-Ero,NA,0.8,0.8,1077,219,2023,1
Kabba-Bunu,Oke-Ero,NA,0.8,0.8,1296,136,2023,1
Kabba-Bunu,Oke-Ero,NA,0.8,0.8,1432,218,2024,1
Kabba-Bunu,Oke-Ero,NA,0.8,0.8,1650,151,2024,1
Kabba-Bunu,Oke-Ero,NA,0.8,0.8,1801,185,2025,1
Kabba-Bunu,Oke-Ero,NA,0.8,0.8,1986,183,2025,1
Kabo,Gwarzo,NA,0.328669685,0.328669685,0,196,2020,1
Kabo,Gwarzo,NA,0.345103169,0.345103169,196,154,2020,1
Kabo,Gwarzo,NA,0.348389866,0.348389866,350,212,2020,1
Kabo,Gwarzo,NA,0.351676563,0.351676563,562,154,2021,1
Kabo,Gwarzo,NA,0.35496326,0.35496326,716,202,2022,1
Kabo,Gwarzo,NA,0.358249957,0.358249957,918,159,2022,1
Kabo,Gwarzo,NA,0.361536654,0.361536654,1077,219,2023,1
Kabo,Gwarzo,NA,0.368110047,0.368110047,1296,136,2023,1
Kabo,Gwarzo,NA,0.493004528,0.493004528,1432,218,2024,1
Kabo,Gwarzo,NA,0.65733937,0.65733937,1650,151,2024,1
Kabo,Gwarzo,NA,0.8,0.8,1801,185,2025,1
Kabo,Gwarzo,NA,0.8,0.8,1986,183,2025,1
Kachia,Ngor-Okpala,NA,0.026107845,0.026107845,0,196,2020,1
Kachia,Ngor-Okpala,NA,0.05221569,0.05221569,196,154,2020,1
Kachia,Ngor-Okpala,NA,0.130539225,0.130539225,350,212,2020,1
Kachia,Ngor-Okpala,NA,0.419030912,0.419030912,562,154,2021,1
Kachia,Ngor-Okpala,NA,0.563929452,0.563929452,716,202,2022,1
Kachia,Ngor-Okpala,NA,0.8,0.8,918,159,2022,1
Kachia,Ngor-Okpala,NA,0.8,0.8,1077,219,2023,1
Kachia,Ngor-Okpala,NA,0.8,0.8,1296,136,2023,1
Kachia,Ngor-Okpala,NA,0.8,0.8,1432,218,2024,1
Kachia,Ngor-Okpala,NA,0.8,0.8,1650,151,2024,1
Kachia,Ngor-Okpala,NA,0.8,0.8,1801,185,2025,1
Kachia,Ngor-Okpala,NA,0.8,0.8,1986,183,2025,1
