LGA,Rep_DS,U5_coverage,adult_coverage,simday,duration,year,round,severe_cases
Aba North,Ngor-Okpala,0.336494604,0.336494604,71,365,2020,1,0.543121201
Aba North,Ngor-Okpala,0.389615805,0.389615805,436,365,2021,2,0.596242402
Aba North,Ngor-Okpala,0.442737006,0.442737006,801,365,2022,3,0.649363603
Aba North,Ngor-Okpala,0.495858207,0.495858207,1166,365,2023,4,0.702484804
Aba North,Ngor-Okpala,0.548979407,0.548979407,1532,365,2024,5,0.755606004
Aba North,Ngor-Okpala,0.602100608,0.602100608,1898,294,2025,6,0.808727205
Aba South,Ngor-Okpala,0.336494604,0.336494604,71,365,2020,1,0.543121201
Aba South,Ngor-Okpala,0.389615805,0.389615805,436,365,2021,2,0.596242402
Aba South,Ngor-Okpala,0.442737006,0.442737006,801,365,2022,3,0.649363603
Aba South,Ngor-Okpala,0.495858207,0.495858207,1166,365,2023,4,0.702484804
Aba South,Ngor-Okpala,0.548979407,0.548979407,1532,365,2024,5,0.755606004
Aba South,Ngor-Okpala,0.602100608,0.602100608,1898,294,2025,6,0.808727205
Abadam,Babura,0.414895497,0.414895497,71,365,2020,1,0.555618138
Abadam,Babura,0.480513634,0.480513634,436,365,2021,2,0.621236275
Abadam,Babura,0.546131772,0.546131772,801,365,2022,3,0.686854413
Abadam,Babura,0.611749909,0.611749909,1166,365,2023,4,0.75247255
Abadam,Babura,0.677368047,0.677368047,1532,365,2024,5,0.818090688
Abadam,Babura,0.742986184,0.742986184,1898,294,2025,6,0.883708825
Abaji,Keana,0.269359573,0.269359573,71,365,2020,1,0.51322873
Abaji,Keana,0.292588303,0.292588303,436,365,2021,2,0.53645746
Abaji,Keana,0.315817033,0.315817033,801,365,2022,3,0.55968619
Abaji,Keana,0.339045763,0.339045763,1166,365,2023,4,0.58291492
Abaji,Keana,0.362274493,0.362274493,1532,365,2024,5,0.60614365
Abaji,Keana,0.385503223,0.385503223,1898,294,2025,6,0.62937238
Abak,Nsit Ubium,0.343460837,0.343460837,71,365,2020,1,0.535733076
Abak,Nsit Ubium,0.389193913,0.389193913,436,365,2021,2,0.581466152
Abak,Nsit Ubium,0.434926989,0.434926989,801,365,2022,3,0.627199228
Abak,Nsit Ubium,0.480660064,0.480660064,1166,365,2023,4,0.672932303
Abak,Nsit Ubium,0.52639314,0.52639314,1532,365,2024,5,0.718665379
Abak,Nsit Ubium,0.572126216,0.572126216,1898,294,2025,6,0.764398455
Abakaliki,Owan East,0.395171256,0.395171256,71,365,2020,1,0.532422378
Abakaliki,Owan East,0.437593634,0.437593634,436,365,2021,2,0.574844756
Abakaliki,Owan East,0.480016012,0.480016012,801,365,2022,3,0.617267134
Abakaliki,Owan East,0.522438391,0.522438391,1166,365,2023,4,0.659689513
Abakaliki,Owan East,0.564860769,0.564860769,1532,365,2024,5,0.702111891
Abakaliki,Owan East,0.607283147,0.607283147,1898,294,2025,6,0.744534269
Abeokuta North,Owan East,0.558896163,0.558896163,71,365,2020,1,0.532422378
Abeokuta North,Owan East,0.601318541,0.601318541,436,365,2021,2,0.574844756
Abeokuta North,Owan East,0.643740919,0.643740919,801,365,2022,3,0.617267134
Abeokuta North,Owan East,0.686163298,0.686163298,1166,365,2023,4,0.659689513
Abeokuta North,Owan East,0.728585676,0.728585676,1532,365,2024,5,0.702111891
Abeokuta North,Owan East,0.771008054,0.771008054,1898,294,2025,6,0.744534269
Abeokuta South,Uzo-Uwani,0.863659569,0.863659569,71,365,2020,1,0.560216965
Abeokuta South,Uzo-Uwani,0.933876535,0.933876535,436,365,2021,2,0.630433931
Abeokuta South,Uzo-Uwani,1,1,801,365,2022,3,0.700650896
Abeokuta South,Uzo-Uwani,1,1,1166,365,2023,4,0.770867861
Abeokuta South,Uzo-Uwani,1,1,1532,365,2024,5,0.841084827
Abeokuta South,Uzo-Uwani,1,1,1898,294,2025,6,0.911301792
Abi,Obubra,0.205550492,0.205550492,71,365,2020,1,0.550389199
Abi,Obubra,0.265939692,0.265939692,436,365,2021,2,0.610778399
Abi,Obubra,0.326328891,0.326328891,801,365,2022,3,0.671167598
Abi,Obubra,0.38671809,0.38671809,1166,365,2023,4,0.731556797
Abi,Obubra,0.447107289,0.447107289,1532,365,2024,5,0.791945996
Abi,Obubra,0.507496489,0.507496489,1898,294,2025,6,0.852335196
Aboh-Mbaise,Ngor-Okpala,0.428121201,0.428121201,71,365,2020,1,0.543121201
Aboh-Mbaise,Ngor-Okpala,0.481242402,0.481242402,436,365,2021,2,0.596242402
Aboh-Mbaise,Ngor-Okpala,0.534363603,0.534363603,801,365,2022,3,0.649363603
Aboh-Mbaise,Ngor-Okpala,0.587484804,0.587484804,1166,365,2023,4,0.702484804
Aboh-Mbaise,Ngor-Okpala,0.640606004,0.640606004,1532,365,2024,5,0.755606004
Aboh-Mbaise,Ngor-Okpala,0.693727205,0.693727205,1898,294,2025,6,0.808727205
Abua-Odual,Ahoada West,0.123020003,0.123020003,71,365,2020,1,0.508514086
Abua-Odual,Ahoada West,0.141534089,0.141534089,436,365,2021,2,0.527028172
Abua-Odual,Ahoada West,0.160048175,0.160048175,801,365,2022,3,0.545542258
Abua-Odual,Ahoada West,0.178562261,0.178562261,1166,365,2023,4,0.564056344
Abua-Odual,Ahoada West,0.197076347,0.197076347,1532,365,2024,5,0.58257043
Abua-Odual,Ahoada West,0.215590434,0.215590434,1898,294,2025,6,0.601084517
Abuja Municipal,Keana,0.071352486,0.071352486,71,365,2020,1,0.51322873
Abuja Municipal,Keana,0.094581216,0.094581216,436,365,2021,2,0.53645746
Abuja Municipal,Keana,0.117809946,0.117809946,801,365,2022,3,0.55968619
Abuja Municipal,Keana,0.141038676,0.141038676,1166,365,2023,4,0.58291492
Abuja Municipal,Keana,0.164267406,0.164267406,1532,365,2024,5,0.60614365
Abuja Municipal,Keana,0.187496136,0.187496136,1898,294,2025,6,0.62937238
Adavi,Owan East,0.321365157,0.321365157,71,365,2020,1,0.532422378
Adavi,Owan East,0.363787535,0.363787535,436,365,2021,2,0.574844756
Adavi,Owan East,0.406209913,0.406209913,801,365,2022,3,0.617267134
Adavi,Owan East,0.448632292,0.448632292,1166,365,2023,4,0.659689513
Adavi,Owan East,0.49105467,0.49105467,1532,365,2024,5,0.702111891
Adavi,Owan East,0.533477048,0.533477048,1898,294,2025,6,0.744534269
Ado,Akinyele,0.199270249,0.199270249,71,365,2020,1,0.517973938
Ado,Akinyele,0.227244186,0.227244186,436,365,2021,2,0.545947875
Ado,Akinyele,0.255218124,0.255218124,801,365,2022,3,0.573921813
Ado,Akinyele,0.283192061,0.283192061,1166,365,2023,4,0.60189575
Ado,Akinyele,0.311165999,0.311165999,1532,365,2024,5,0.629869688
Ado,Akinyele,0.339139937,0.339139937,1898,294,2025,6,0.657843626
Ado Ekiti,Owan East,0.321365157,0.321365157,71,365,2020,1,0.532422378
Ado Ekiti,Owan East,0.363787535,0.363787535,436,365,2021,2,0.574844756
Ado Ekiti,Owan East,0.406209913,0.406209913,801,365,2022,3,0.617267134
Ado Ekiti,Owan East,0.448632292,0.448632292,1166,365,2023,4,0.659689513
Ado Ekiti,Owan East,0.49105467,0.49105467,1532,365,2024,5,0.702111891
Ado Ekiti,Owan East,0.533477048,0.533477048,1898,294,2025,6,0.744534269
Ado-Odo-Ota,Uzo-Uwani,0.49040945,0.49040945,71,365,2020,1,0.560216965
Ado-Odo-Ota,Uzo-Uwani,0.560626416,0.560626416,436,365,2021,2,0.630433931
Ado-Odo-Ota,Uzo-Uwani,0.630843381,0.630843381,801,365,2022,3,0.700650896
Ado-Odo-Ota,Uzo-Uwani,0.701060346,0.701060346,1166,365,2023,4,0.770867861
Ado-Odo-Ota,Uzo-Uwani,0.771277312,0.771277312,1532,365,2024,5,0.841084827
Ado-Odo-Ota,Uzo-Uwani,0.841494277,0.841494277,1898,294,2025,6,0.911301792
Afijio,Akinyele,0.182900173,0.182900173,71,365,2020,1,0.517973938
Afijio,Akinyele,0.21087411,0.21087411,436,365,2021,2,0.545947875
Afijio,Akinyele,0.238848048,0.238848048,801,365,2022,3,0.573921813
Afijio,Akinyele,0.266821985,0.266821985,1166,365,2023,4,0.60189575
Afijio,Akinyele,0.294795923,0.294795923,1532,365,2024,5,0.629869688
Afijio,Akinyele,0.322769861,0.322769861,1898,294,2025,6,0.657843626
Afikpo North,Oru West,0.933625583,0.933625583,71,365,2020,1,0.559679998
Afikpo North,Oru West,1,1,436,365,2021,2,0.629359997
Afikpo North,Oru West,1,1,801,365,2022,3,0.699039995
Afikpo North,Oru West,1,1,1166,365,2023,4,0.768719993
Afikpo North,Oru West,1,1,1532,365,2024,5,0.838399991
Afikpo North,Oru West,1,1,1898,294,2025,6,0.90807999
Afikpo South,Ngor-Okpala,0.524072997,0.524072997,71,365,2020,1,0.543121201
Afikpo South,Ngor-Okpala,0.577194198,0.577194198,436,365,2021,2,0.596242402
Afikpo South,Ngor-Okpala,0.630315399,0.630315399,801,365,2022,3,0.649363603
Afikpo South,Ngor-Okpala,0.6834366,0.6834366,1166,365,2023,4,0.702484804
Afikpo South,Ngor-Okpala,0.7365578,0.7365578,1532,365,2024,5,0.755606004
Afikpo South,Ngor-Okpala,0.789679001,0.789679001,1898,294,2025,6,0.808727205
Agaie,Oke-Ero,0.277784177,0.277784177,71,365,2020,1,0.520944588
Agaie,Oke-Ero,0.308728765,0.308728765,436,365,2021,2,0.551889176
Agaie,Oke-Ero,0.339673353,0.339673353,801,365,2022,3,0.582833764
Agaie,Oke-Ero,0.370617941,0.370617941,1166,365,2023,4,0.613778352
Agaie,Oke-Ero,0.401562529,0.401562529,1532,365,2024,5,0.64472294
Agaie,Oke-Ero,0.432507117,0.432507117,1898,294,2025,6,0.675667528
Agatu,Keana,0.200415943,0.200415943,71,365,2020,1,0.51322873
Agatu,Keana,0.223644673,0.223644673,436,365,2021,2,0.53645746
Agatu,Keana,0.246873403,0.246873403,801,365,2022,3,0.55968619
Agatu,Keana,0.270102133,0.270102133,1166,365,2023,4,0.58291492
Agatu,Keana,0.293330863,0.293330863,1532,365,2024,5,0.60614365
Agatu,Keana,0.316559593,0.316559593,1898,294,2025,6,0.62937238
Agege,Uzo-Uwani,0.49040945,0.49040945,71,365,2020,1,0.560216965
Agege,Uzo-Uwani,0.560626416,0.560626416,436,365,2021,2,0.630433931
Agege,Uzo-Uwani,0.630843381,0.630843381,801,365,2022,3,0.700650896
Agege,Uzo-Uwani,0.701060346,0.701060346,1166,365,2023,4,0.770867861
Agege,Uzo-Uwani,0.771277312,0.771277312,1532,365,2024,5,0.841084827
Agege,Uzo-Uwani,0.841494277,0.841494277,1898,294,2025,6,0.911301792
Aguata,Oru West,0.504787984,0.504787984,71,365,2020,1,0.559679998
Aguata,Oru West,0.574467983,0.574467983,436,365,2021,2,0.629359997
Aguata,Oru West,0.644147981,0.644147981,801,365,2022,3,0.699039995
Aguata,Oru West,0.713827979,0.713827979,1166,365,2023,4,0.768719993
Aguata,Oru West,0.783507977,0.783507977,1532,365,2024,5,0.838399991
Aguata,Oru West,0.853187976,0.853187976,1898,294,2025,6,0.90807999
Agwara,Birnin Kebbi,0.485886492,0.485886492,71,365,2020,1,0.553630812
Agwara,Birnin Kebbi,0.549517304,0.549517304,436,365,2021,2,0.617261624
Agwara,Birnin Kebbi,0.613148115,0.613148115,801,365,2022,3,0.680892435
Agwara,Birnin Kebbi,0.676778927,0.676778927,1166,365,2023,4,0.744523247
Agwara,Birnin Kebbi,0.740409739,0.740409739,1532,365,2024,5,0.808154059
Agwara,Birnin Kebbi,0.804040551,0.804040551,1898,294,2025,6,0.871784871
Ahiazu-Mbaise,Ngor-Okpala,0.336494604,0.336494604,71,365,2020,1,0.543121201
Ahiazu-Mbaise,Ngor-Okpala,0.389615805,0.389615805,436,365,2021,2,0.596242402
Ahiazu-Mbaise,Ngor-Okpala,0.442737006,0.442737006,801,365,2022,3,0.649363603
Ahiazu-Mbaise,Ngor-Okpala,0.495858207,0.495858207,1166,365,2023,4,0.702484804
Ahiazu-Mbaise,Ngor-Okpala,0.548979407,0.548979407,1532,365,2024,5,0.755606004
Ahiazu-Mbaise,Ngor-Okpala,0.602100608,0.602100608,1898,294,2025,6,0.808727205
Ahoada East,Ahoada West,0.319177311,0.319177311,71,365,2020,1,0.508514086
Ahoada East,Ahoada West,0.337691397,0.337691397,436,365,2021,2,0.527028172
Ahoada East,Ahoada West,0.356205483,0.356205483,801,365,2022,3,0.545542258
Ahoada East,Ahoada West,0.374719569,0.374719569,1166,365,2023,4,0.564056344
Ahoada East,Ahoada West,0.393233655,0.393233655,1532,365,2024,5,0.58257043
Ahoada East,Ahoada West,0.411747742,0.411747742,1898,294,2025,6,0.601084517
Ahoada West,Ahoada West,0.351847419,0.351847419,71,365,2020,1,0.508514086
Ahoada West,Ahoada West,0.370361505,0.370361505,436,365,2021,2,0.527028172
Ahoada West,Ahoada West,0.388875591,0.388875591,801,365,2022,3,0.545542258
Ahoada West,Ahoada West,0.407389677,0.407389677,1166,365,2023,4,0.564056344
Ahoada West,Ahoada West,0.425903763,0.425903763,1532,365,2024,5,0.58257043
Ahoada West,Ahoada West,0.44441785,0.44441785,1898,294,2025,6,0.601084517
Aiyedade,Akinyele,0.182900173,0.182900173,71,365,2020,1,0.517973938
Aiyedade,Akinyele,0.21087411,0.21087411,436,365,2021,2,0.545947875
Aiyedade,Akinyele,0.238848048,0.238848048,801,365,2022,3,0.573921813
Aiyedade,Akinyele,0.266821985,0.266821985,1166,365,2023,4,0.60189575
Aiyedade,Akinyele,0.294795923,0.294795923,1532,365,2024,5,0.629869688
Aiyedade,Akinyele,0.322769861,0.322769861,1898,294,2025,6,0.657843626
Aiyedire,Akinyele,0.182900173,0.182900173,71,365,2020,1,0.517973938
Aiyedire,Akinyele,0.21087411,0.21087411,436,365,2021,2,0.545947875
Aiyedire,Akinyele,0.238848048,0.238848048,801,365,2022,3,0.573921813
Aiyedire,Akinyele,0.266821985,0.266821985,1166,365,2023,4,0.60189575
Aiyedire,Akinyele,0.294795923,0.294795923,1532,365,2024,5,0.629869688
Aiyedire,Akinyele,0.322769861,0.322769861,1898,294,2025,6,0.657843626
Ajaokuta,Owan East,0.321365157,0.321365157,71,365,2020,1,0.532422378
Ajaokuta,Owan East,0.363787535,0.363787535,436,365,2021,2,0.574844756
Ajaokuta,Owan East,0.406209913,0.406209913,801,365,2022,3,0.617267134
Ajaokuta,Owan East,0.448632292,0.448632292,1166,365,2023,4,0.659689513
Ajaokuta,Owan East,0.49105467,0.49105467,1532,365,2024,5,0.702111891
Ajaokuta,Owan East,0.533477048,0.533477048,1898,294,2025,6,0.744534269
Ajeromi-Ifelodun,Uzo-Uwani,0.767669187,0.767669187,71,365,2020,1,0.560216965
Ajeromi-Ifelodun,Uzo-Uwani,0.837886153,0.837886153,436,365,2021,2,0.630433931
Ajeromi-Ifelodun,Uzo-Uwani,0.908103118,0.908103118,801,365,2022,3,0.700650896
Ajeromi-Ifelodun,Uzo-Uwani,0.978320083,0.978320083,1166,365,2023,4,0.770867861
Ajeromi-Ifelodun,Uzo-Uwani,1,1,1532,365,2024,5,0.841084827
Ajeromi-Ifelodun,Uzo-Uwani,1,1,1898,294,2025,6,0.911301792
Ajingi,Taura,0.205373207,0.205373207,71,365,2020,1,0.520445166
Ajingi,Taura,0.235818373,0.235818373,436,365,2021,2,0.550890332
Ajingi,Taura,0.266263539,0.266263539,801,365,2022,3,0.581335498
Ajingi,Taura,0.296708705,0.296708705,1166,365,2023,4,0.611780664
Ajingi,Taura,0.327153871,0.327153871,1532,365,2024,5,0.64222583
Ajingi,Taura,0.357599037,0.357599037,1898,294,2025,6,0.672670996
Akamkpa,Ngor-Okpala,0.244508799,0.244508799,71,365,2020,1,0.543121201
Akamkpa,Ngor-Okpala,0.29763,0.29763,436,365,2021,2,0.596242402
Akamkpa,Ngor-Okpala,0.350751201,0.350751201,801,365,2022,3,0.649363603
Akamkpa,Ngor-Okpala,0.403872402,0.403872402,1166,365,2023,4,0.702484804
Akamkpa,Ngor-Okpala,0.456993602,0.456993602,1532,365,2024,5,0.755606004
Akamkpa,Ngor-Okpala,0.510114803,0.510114803,1898,294,2025,6,0.808727205
Akinyele,Akinyele,0.182900173,0.182900173,71,365,2020,1,0.517973938
Akinyele,Akinyele,0.21087411,0.21087411,436,365,2021,2,0.545947875
Akinyele,Akinyele,0.238848048,0.238848048,801,365,2022,3,0.573921813
Akinyele,Akinyele,0.266821985,0.266821985,1166,365,2023,4,0.60189575
Akinyele,Akinyele,0.294795923,0.294795923,1532,365,2024,5,0.629869688
Akinyele,Akinyele,0.322769861,0.322769861,1898,294,2025,6,0.657843626
Akko,Alkaleri,0.185947164,0.185947164,71,365,2020,1,0.530042716
Akko,Alkaleri,0.22598988,0.22598988,436,365,2021,2,0.570085432
Akko,Alkaleri,0.266032596,0.266032596,801,365,2022,3,0.610128148
Akko,Alkaleri,0.306075312,0.306075312,1166,365,2023,4,0.650170864
Akko,Alkaleri,0.346118028,0.346118028,1532,365,2024,5,0.69021358
Akko,Alkaleri,0.386160744,0.386160744,1898,294,2025,6,0.730256296
Akoko North East,Oke-Ero,0.327478559,0.327478559,71,365,2020,1,0.520944588
Akoko North East,Oke-Ero,0.358423147,0.358423147,436,365,2021,2,0.551889176
Akoko North East,Oke-Ero,0.389367735,0.389367735,801,365,2022,3,0.582833764
Akoko North East,Oke-Ero,0.420312323,0.420312323,1166,365,2023,4,0.613778352
Akoko North East,Oke-Ero,0.451256911,0.451256911,1532,365,2024,5,0.64472294
Akoko North East,Oke-Ero,0.482201499,0.482201499,1898,294,2025,6,0.675667528
Akoko North West,Oke-Ero,0.547791906,0.547791906,71,365,2020,1,0.520944588
Akoko North West,Oke-Ero,0.578736494,0.578736494,436,365,2021,2,0.551889176
Akoko North West,Oke-Ero,0.609681082,0.609681082,801,365,2022,3,0.582833764
Akoko North West,Oke-Ero,0.64062567,0.64062567,1166,365,2023,4,0.613778352
Akoko North West,Oke-Ero,0.671570258,0.671570258,1532,365,2024,5,0.64472294
Akoko North West,Oke-Ero,0.702514846,0.702514846,1898,294,2025,6,0.675667528
Akoko South East,Oke-Ero,0.277784177,0.277784177,71,365,2020,1,0.520944588
Akoko South East,Oke-Ero,0.308728765,0.308728765,436,365,2021,2,0.551889176
Akoko South East,Oke-Ero,0.339673353,0.339673353,801,365,2022,3,0.582833764
Akoko South East,Oke-Ero,0.370617941,0.370617941,1166,365,2023,4,0.613778352
Akoko South East,Oke-Ero,0.401562529,0.401562529,1532,365,2024,5,0.64472294
Akoko South East,Oke-Ero,0.432507117,0.432507117,1898,294,2025,6,0.675667528
Akoko South West,Oke-Ero,0.364277921,0.364277921,71,365,2020,1,0.520944588
Akoko South West,Oke-Ero,0.395222509,0.395222509,436,365,2021,2,0.551889176
Akoko South West,Oke-Ero,0.426167097,0.426167097,801,365,2022,3,0.582833764
Akoko South West,Oke-Ero,0.457111685,0.457111685,1166,365,2023,4,0.613778352
Akoko South West,Oke-Ero,0.488056273,0.488056273,1532,365,2024,5,0.64472294
Akoko South West,Oke-Ero,0.519000861,0.519000861,1898,294,2025,6,0.675667528
Akoko-Edo,Owan East,0.476190874,0.476190874,71,365,2020,1,0.532422378
Akoko-Edo,Owan East,0.518613252,0.518613252,436,365,2021,2,0.574844756
Akoko-Edo,Owan East,0.56103563,0.56103563,801,365,2022,3,0.617267134
Akoko-Edo,Owan East,0.603458009,0.603458009,1166,365,2023,4,0.659689513
Akoko-Edo,Owan East,0.645880387,0.645880387,1532,365,2024,5,0.702111891
Akoko-Edo,Owan East,0.688302765,0.688302765,1898,294,2025,6,0.744534269
Akpabuyo,Nsit Ubium,0.343460837,0.343460837,71,365,2020,1,0.535733076
Akpabuyo,Nsit Ubium,0.389193913,0.389193913,436,365,2021,2,0.581466152
Akpabuyo,Nsit Ubium,0.434926989,0.434926989,801,365,2022,3,0.627199228
Akpabuyo,Nsit Ubium,0.480660064,0.480660064,1166,365,2023,4,0.672932303
Akpabuyo,Nsit Ubium,0.52639314,0.52639314,1532,365,2024,5,0.718665379
Akpabuyo,Nsit Ubium,0.572126216,0.572126216,1898,294,2025,6,0.764398455
Akuku Toru,Ahoada West,0.418514086,0.418514086,71,365,2020,1,0.508514086
Akuku Toru,Ahoada West,0.437028172,0.437028172,436,365,2021,2,0.527028172
Akuku Toru,Ahoada West,0.455542258,0.455542258,801,365,2022,3,0.545542258
Akuku Toru,Ahoada West,0.474056344,0.474056344,1166,365,2023,4,0.564056344
Akuku Toru,Ahoada West,0.49257043,0.49257043,1532,365,2024,5,0.58257043
Akuku Toru,Ahoada West,0.511084517,0.511084517,1898,294,2025,6,0.601084517
Akure North,Owan East,0.321365157,0.321365157,71,365,2020,1,0.532422378
Akure North,Owan East,0.363787535,0.363787535,436,365,2021,2,0.574844756
Akure North,Owan East,0.406209913,0.406209913,801,365,2022,3,0.617267134
Akure North,Owan East,0.448632292,0.448632292,1166,365,2023,4,0.659689513
Akure North,Owan East,0.49105467,0.49105467,1532,365,2024,5,0.702111891
Akure North,Owan East,0.533477048,0.533477048,1898,294,2025,6,0.744534269
Akure South,Owan East,0.542422378,0.542422378,71,365,2020,1,0.532422378
Akure South,Owan East,0.584844756,0.584844756,436,365,2021,2,0.574844756
Akure South,Owan East,0.627267134,0.627267134,801,365,2022,3,0.617267134
Akure South,Owan East,0.669689513,0.669689513,1166,365,2023,4,0.659689513
Akure South,Owan East,0.712111891,0.712111891,1532,365,2024,5,0.702111891
Akure South,Owan East,0.754534269,0.754534269,1898,294,2025,6,0.744534269
Akwanga,Oke-Ero,0.277784177,0.277784177,71,365,2020,1,0.520944588
Akwanga,Oke-Ero,0.308728765,0.308728765,436,365,2021,2,0.551889176
Akwanga,Oke-Ero,0.339673353,0.339673353,801,365,2022,3,0.582833764
Akwanga,Oke-Ero,0.370617941,0.370617941,1166,365,2023,4,0.613778352
Akwanga,Oke-Ero,0.401562529,0.401562529,1532,365,2024,5,0.64472294
Akwanga,Oke-Ero,0.432507117,0.432507117,1898,294,2025,6,0.675667528
Albasu,Takali,0.704803193,0.704803193,71,365,2020,1,0.528136526
Albasu,Takali,0.742939719,0.742939719,436,365,2021,2,0.566273052
Albasu,Takali,0.781076245,0.781076245,801,365,2022,3,0.604409578
Albasu,Takali,0.819212771,0.819212771,1166,365,2023,4,0.642546104
Albasu,Takali,0.857349297,0.857349297,1532,365,2024,5,0.68068263
Albasu,Takali,0.895485823,0.895485823,1898,294,2025,6,0.718819156
Aleiro,Birnin Kebbi,0.485886492,0.485886492,71,365,2020,1,0.553630812
Aleiro,Birnin Kebbi,0.549517304,0.549517304,436,365,2021,2,0.617261624
Aleiro,Birnin Kebbi,0.613148115,0.613148115,801,365,2022,3,0.680892435
Aleiro,Birnin Kebbi,0.676778927,0.676778927,1166,365,2023,4,0.744523247
Aleiro,Birnin Kebbi,0.740409739,0.740409739,1532,365,2024,5,0.808154059
Aleiro,Birnin Kebbi,0.804040551,0.804040551,1898,294,2025,6,0.871784871
Alimosho,Uzo-Uwani,0.345166049,0.345166049,71,365,2020,1,0.560216965
Alimosho,Uzo-Uwani,0.415383015,0.415383015,436,365,2021,2,0.630433931
Alimosho,Uzo-Uwani,0.48559998,0.48559998,801,365,2022,3,0.700650896
Alimosho,Uzo-Uwani,0.555816945,0.555816945,1166,365,2023,4,0.770867861
Alimosho,Uzo-Uwani,0.626033911,0.626033911,1532,365,2024,5,0.841084827
Alimosho,Uzo-Uwani,0.696250876,0.696250876,1898,294,2025,6,0.911301792
Alkaleri,Alkaleri,0.262160262,0.262160262,71,365,2020,1,0.530042716
Alkaleri,Alkaleri,0.302202978,0.302202978,436,365,2021,2,0.570085432
Alkaleri,Alkaleri,0.342245694,0.342245694,801,365,2022,3,0.610128148
Alkaleri,Alkaleri,0.38228841,0.38228841,1166,365,2023,4,0.650170864
Alkaleri,Alkaleri,0.422331126,0.422331126,1532,365,2024,5,0.69021358
Alkaleri,Alkaleri,0.462373842,0.462373842,1898,294,2025,6,0.730256296
Amuwo-Odofin,Isoko South,0.128883072,0.128883072,71,365,2020,1,0.497286832
Amuwo-Odofin,Isoko South,0.136169905,0.136169905,436,365,2021,2,0.504573665
Amuwo-Odofin,Isoko South,0.143456737,0.143456737,801,365,2022,3,0.511860497
Amuwo-Odofin,Isoko South,0.15074357,0.15074357,1166,365,2023,4,0.51914733
Amuwo-Odofin,Isoko South,0.158030402,0.158030402,1532,365,2024,5,0.526434162
Amuwo-Odofin,Isoko South,0.165317234,0.165317234,1898,294,2025,6,0.533720994
Anambra East,Uzo-Uwani,0.49040945,0.49040945,71,365,2020,1,0.560216965
Anambra East,Uzo-Uwani,0.560626416,0.560626416,436,365,2021,2,0.630433931
Anambra East,Uzo-Uwani,0.630843381,0.630843381,801,365,2022,3,0.700650896
Anambra East,Uzo-Uwani,0.701060346,0.701060346,1166,365,2023,4,0.770867861
Anambra East,Uzo-Uwani,0.771277312,0.771277312,1532,365,2024,5,0.841084827
Anambra East,Uzo-Uwani,0.841494277,0.841494277,1898,294,2025,6,0.911301792
Anambra West,Uzo-Uwani,0.737187221,0.737187221,71,365,2020,1,0.560216965
Anambra West,Uzo-Uwani,0.807404187,0.807404187,436,365,2021,2,0.630433931
Anambra West,Uzo-Uwani,0.877621152,0.877621152,801,365,2022,3,0.700650896
Anambra West,Uzo-Uwani,0.947838117,0.947838117,1166,365,2023,4,0.770867861
Anambra West,Uzo-Uwani,1,1,1532,365,2024,5,0.841084827
Anambra West,Uzo-Uwani,1,1,1898,294,2025,6,0.911301792
Anaocha,Oru West,0.620482166,0.620482166,71,365,2020,1,0.559679998
Anaocha,Oru West,0.690162165,0.690162165,436,365,2021,2,0.629359997
Anaocha,Oru West,0.759842163,0.759842163,801,365,2022,3,0.699039995
Anaocha,Oru West,0.829522161,0.829522161,1166,365,2023,4,0.768719993
Anaocha,Oru West,0.899202159,0.899202159,1532,365,2024,5,0.838399991
Anaocha,Oru West,0.968882158,0.968882158,1898,294,2025,6,0.90807999
Andoni,Nsit Ubium,0.212326582,0.212326582,71,365,2020,1,0.535733076
Andoni,Nsit Ubium,0.258059658,0.258059658,436,365,2021,2,0.581466152
Andoni,Nsit Ubium,0.303792734,0.303792734,801,365,2022,3,0.627199228
Andoni,Nsit Ubium,0.349525809,0.349525809,1166,365,2023,4,0.672932303
Andoni,Nsit Ubium,0.395258885,0.395258885,1532,365,2024,5,0.718665379
Andoni,Nsit Ubium,0.440991961,0.440991961,1898,294,2025,6,0.764398455
Aninri,Oru West,0.58764168,0.58764168,71,365,2020,1,0.559679998
Aninri,Oru West,0.657321679,0.657321679,436,365,2021,2,0.629359997
Aninri,Oru West,0.727001677,0.727001677,801,365,2022,3,0.699039995
Aninri,Oru West,0.796681675,0.796681675,1166,365,2023,4,0.768719993
Aninri,Oru West,0.866361673,0.866361673,1532,365,2024,5,0.838399991
Aninri,Oru West,0.936041672,0.936041672,1898,294,2025,6,0.90807999
Aniocha North,Uzo-Uwani,0.49040945,0.49040945,71,365,2020,1,0.560216965
Aniocha North,Uzo-Uwani,0.560626416,0.560626416,436,365,2021,2,0.630433931
Aniocha North,Uzo-Uwani,0.630843381,0.630843381,801,365,2022,3,0.700650896
Aniocha North,Uzo-Uwani,0.701060346,0.701060346,1166,365,2023,4,0.770867861
Aniocha North,Uzo-Uwani,0.771277312,0.771277312,1532,365,2024,5,0.841084827
Aniocha North,Uzo-Uwani,0.841494277,0.841494277,1898,294,2025,6,0.911301792
Aniocha South,Uzo-Uwani,0.49040945,0.49040945,71,365,2020,1,0.560216965
Aniocha South,Uzo-Uwani,0.560626416,0.560626416,436,365,2021,2,0.630433931
Aniocha South,Uzo-Uwani,0.630843381,0.630843381,801,365,2022,3,0.700650896
