,LGA,Rep_DS,State,U5_coverage,adult_coverage,simday,duration,year,round,severe_cases,start_day_override
8278,Sule-Tankarkar,Giwa,NA,0.64770238,0.64770238,1650,151,2024,10,0.8,1
8279,Sule-Tankarkar,Giwa,NA,0.8,0.8,1801,185,2025,11,0.8,1
8280,Sule-Tankarkar,Giwa,NA,0.8,0.8,1986,183,2025,12,0.8,1
8281,Sumaila,Takali,NA,0.625,0.625,0,196,2020,1,0.49,1
8282,Sumaila,Takali,NA,0.65625,0.65625,196,154,2020,2,0.539,1
8283,Sumaila,Takali,NA,0.6625,0.6625,350,212,2021,3,0.588,1
8284,Sumaila,Takali,NA,0.66875,0.66875,562,154,2021,4,0.637,1
8285,Sumaila,Takali,NA,0.675,0.675,716,202,2022,5,0.686,1
8286,Sumaila,Takali,NA,0.68125,0.68125,918,159,2022,6,0.735,1
8287,Sumaila,Takali,NA,0.6875,0.6875,1077,219,2023,7,0.784,1
8288,Sumaila,Takali,NA,0.7,0.7,1296,136,2023,8,0.8,1
8289,Sumaila,Takali,NA,0.8,0.8,1432,218,2024,9,0.8,1
8290,Sumaila,Takali,NA,0.8,0.8,1650,151,2024,10,0.8,1
8291,Sumaila,Takali,NA,0.8,0.8,1801,185,2025,11,0.8,1
8292,Sumaila,Takali,NA,0.8,0.8,1986,183,2025,12,0.8,1
8293,Suru,Birnin Kebbi,NA,0.533333333,0.533333333,0,196,2020,1,0.49,1
8294,Suru,Birnin Kebbi,NA,0.56,0.56,196,154,2020,2,0.539,1
8295,Suru,Birnin Kebbi,NA,0.565333333,0.565333333,350,212,2021,3,0.588,1
8296,Suru,Birnin Kebbi,NA,0.570666666,0.570666666,562,154,2021,4,0.637,1
8297,Suru,Birnin Kebbi,NA,0.576,0.576,716,202,2022,5,0.686,1
8298,Suru,Birnin Kebbi,NA,0.581333333,0.581333333,918,159,2022,6,0.735,1
8299,Suru,Birnin Kebbi,NA,0.586666666,0.586666666,1077,219,2023,7,0.784,1
8300,Suru,Birnin Kebbi,NA,0.597333333,0.597333333,1296,136,2023,8,0.8,1
8301,Suru,Birnin Kebbi,NA,0.8,0.8,1432,218,2024,9,0.8,1
8302,Suru,Birnin Kebbi,NA,0.8,0.8,1650,151,2024,10,0.8,1
8303,Suru,Birnin Kebbi,NA,0.8,0.8,1801,185,2025,11,0.8,1
8304,Suru,Birnin Kebbi,NA,0.8,0.8,1986,183,2025,12,0.8,1
8305,Surulere1,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1,0.49,1
8306,Surulere1,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,2,0.539,1
8307,Surulere1,Oke-Ero,NA,0.538998927,0.538998927,350,212,2021,3,0.588,1
8308,Surulere1,Oke-Ero,NA,0.8,0.8,562,154,2021,4,0.637,1
8309,Surulere1,Oke-Ero,NA,0.8,0.8,716,202,2022,5,0.686,1
8310,Surulere1,Oke-Ero,NA,0.8,0.8,918,159,2022,6,0.735,1
8311,Surulere1,Oke-Ero,NA,0.8,0.8,1077,219,2023,7,0.784,1
8312,Surulere1,Oke-Ero,NA,0.8,0.8,1296,136,2023,8,0.8,1
8313,Surulere1,Oke-Ero,NA,0.8,0.8,1432,218,2024,9,0.8,1
8314,Surulere1,Oke-Ero,NA,0.8,0.8,1650,151,2024,10,0.8,1
8315,Surulere1,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.8,1
8316,Surulere1,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.8,1
8317,Surulere2,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1,0.49,1
8318,Surulere2,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,2,0.539,1
8319,Surulere2,Oke-Ero,NA,0.538998927,0.538998927,350,212,2021,3,0.588,1
8320,Surulere2,Oke-Ero,NA,0.8,0.8,562,154,2021,4,0.637,1
8321,Surulere2,Oke-Ero,NA,0.8,0.8,716,202,2022,5,0.686,1
8322,Surulere2,Oke-Ero,NA,0.8,0.8,918,159,2022,6,0.735,1
8323,Surulere2,Oke-Ero,NA,0.8,0.8,1077,219,2023,7,0.784,1
8324,Surulere2,Oke-Ero,NA,0.8,0.8,1296,136,2023,8,0.8,1
8325,Surulere2,Oke-Ero,NA,0.8,0.8,1432,218,2024,9,0.8,1
8326,Surulere2,Oke-Ero,NA,0.8,0.8,1650,151,2024,10,0.8,1
8327,Surulere2,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.8,1
8328,Surulere2,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.8,1
8329,Tafa,Oke-Ero,NA,0.5,0.5,0,196,2020,1,0.49,1
8330,Tafa,Oke-Ero,NA,0.525,0.525,196,154,2020,2,0.539,1
8331,Tafa,Oke-Ero,NA,0.53,0.53,350,212,2021,3,0.588,1
8332,Tafa,Oke-Ero,NA,0.535,0.535,562,154,2021,4,0.637,1
8333,Tafa,Oke-Ero,NA,0.54,0.54,716,202,2022,5,0.686,1
8334,Tafa,Oke-Ero,NA,0.545,0.545,918,159,2022,6,0.735,1
8335,Tafa,Oke-Ero,NA,0.55,0.55,1077,219,2023,7,0.784,1
8336,Tafa,Oke-Ero,NA,0.56,0.56,1296,136,2023,8,0.8,1
8337,Tafa,Oke-Ero,NA,0.75,0.75,1432,218,2024,9,0.8,1
8338,Tafa,Oke-Ero,NA,0.8,0.8,1650,151,2024,10,0.8,1
8339,Tafa,Oke-Ero,NA,0.8,0.8,1801,185,2025,11,0.8,1
8340,Tafa,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.8,1
8341,Tafawa-Balewa,Alkaleri,NA,0.231206997,0.231206997,0,196,2020,1,0.49,1
8342,Tafawa-Balewa,Alkaleri,NA,0.497673061,0.497673061,196,154,2020,2,0.539,1
8343,Tafawa-Balewa,Alkaleri,NA,0.504863599,0.504863599,350,212,2021,3,0.588,1
8344,Tafawa-Balewa,Alkaleri,NA,0.759491864,0.759491864,562,154,2021,4,0.637,1
8345,Tafawa-Balewa,Alkaleri,NA,0.769086955,0.769086955,716,202,2022,5,0.686,1
8346,Tafawa-Balewa,Alkaleri,NA,0.778728287,0.778728287,918,159,2022,6,0.735,1
8347,Tafawa-Balewa,Alkaleri,NA,0.8,0.8,1077,219,2023,7,0.784,1
8348,Tafawa-Balewa,Alkaleri,NA,0.8,0.8,1296,136,2023,8,0.8,1
8349,Tafawa-Balewa,Alkaleri,NA,0.8,0.8,1432,218,2024,9,0.8,1
8350,Tafawa-Balewa,Alkaleri,NA,0.8,0.8,1650,151,2024,10,0.8,1
8351,Tafawa-Balewa,Alkaleri,NA,0.8,0.8,1801,185,2025,11,0.8,1
8352,Tafawa-Balewa,Alkaleri,NA,0.8,0.8,1986,183,2025,12,0.8,1
8353,Tai,Nsit Ubium,NA,0.077966116,0.077966116,0,196,2020,1,0.49,1
8354,Tai,Nsit Ubium,NA,0.335644129,0.335644129,196,154,2020,2,0.539,1
8355,Tai,Nsit Ubium,NA,0.413220415,0.413220415,350,212,2021,3,0.588,1
8356,Tai,Nsit Ubium,NA,0.8,0.8,562,154,2021,4,0.637,1
8357,Tai,Nsit Ubium,NA,0.8,0.8,716,202,2022,5,0.686,1
8358,Tai,Nsit Ubium,NA,0.8,0.8,918,159,2022,6,0.735,1
8359,Tai,Nsit Ubium,NA,0.8,0.8,1077,219,2023,7,0.784,1
8360,Tai,Nsit Ubium,NA,0.8,0.8,1296,136,2023,8,0.8,1
8361,Tai,Nsit Ubium,NA,0.8,0.8,1432,218,2024,9,0.8,1
8362,Tai,Nsit Ubium,NA,0.8,0.8,1650,151,2024,10,0.8,1
8363,Tai,Nsit Ubium,NA,0.8,0.8,1801,185,2025,11,0.8,1
8364,Tai,Nsit Ubium,NA,0.8,0.8,1986,183,2025,12,0.8,1
8365,Takali,Takali,NA,0.268237707,0.268237707,0,196,2020,1,0.49,1
8366,Takali,Takali,NA,0.577381664,0.577381664,196,154,2020,2,0.539,1
8367,Takali,Takali,NA,0.585723857,0.585723857,350,212,2021,3,0.588,1
8368,Takali,Takali,NA,0.8,0.8,562,154,2021,4,0.637,1
8369,Takali,Takali,NA,0.8,0.8,716,202,2022,5,0.686,1
8370,Takali,Takali,NA,0.8,0.8,918,159,2022,6,0.735,1
8371,Takali,Takali,NA,0.8,0.8,1077,219,2023,7,0.784,1
8372,Takali,Takali,NA,0.8,0.8,1296,136,2023,8,0.8,1
8373,Takali,Takali,NA,0.8,0.8,1432,218,2024,9,0.8,1
8374,Takali,Takali,NA,0.8,0.8,1650,151,2024,10,0.8,1
8375,Takali,Takali,NA,0.8,0.8,1801,185,2025,11,0.8,1
8376,Takali,Takali,NA,0.8,0.8,1986,183,2025,12,0.8,1
8377,Takum,Keana,NA,0.151369488,0.151369488,0,196,2020,1,0.49,1
8378,Takum,Keana,NA,0.317875925,0.317875925,196,154,2020,2,0.539,1
8379,Takum,Keana,NA,0.8,0.8,350,212,2021,3,0.588,1
8380,Takum,Keana,NA,0.8,0.8,562,154,2021,4,0.637,1
8381,Takum,Keana,NA,0.8,0.8,716,202,2022,5,0.686,1
8382,Takum,Keana,NA,0.8,0.8,918,159,2022,6,0.735,1
8383,Takum,Keana,NA,0.8,0.8,1077,219,2023,7,0.784,1
8384,Takum,Keana,NA,0.8,0.8,1296,136,2023,8,0.8,1
8385,Takum,Keana,NA,0.8,0.8,1432,218,2024,9,0.8,1
8386,Takum,Keana,NA,0.8,0.8,1650,151,2024,10,0.8,1
8387,Takum,Keana,NA,0.8,0.8,1801,185,2025,11,0.8,1
8388,Takum,Keana,NA,0.8,0.8,1986,183,2025,12,0.8,1
8389,Talata Mafara,Darazo,NA,0.114371076,0.114371076,0,196,2020,1,0.49,1
8390,Talata Mafara,Darazo,NA,0.492367482,0.492367482,196,154,2020,2,0.539,1
8391,Talata Mafara,Darazo,NA,0.606166703,0.606166703,350,212,2021,3,0.588,1
8392,Talata Mafara,Darazo,NA,0.8,0.8,562,154,2021,4,0.637,1
8393,Talata Mafara,Darazo,NA,0.8,0.8,716,202,2022,5,0.686,1
8394,Talata Mafara,Darazo,NA,0.8,0.8,918,159,2022,6,0.735,1
8395,Talata Mafara,Darazo,NA,0.8,0.8,1077,219,2023,7,0.784,1
8396,Talata Mafara,Darazo,NA,0.8,0.8,1296,136,2023,8,0.8,1
8397,Talata Mafara,Darazo,NA,0.8,0.8,1432,218,2024,9,0.8,1
8398,Talata Mafara,Darazo,NA,0.8,0.8,1650,151,2024,10,0.8,1
8399,Talata Mafara,Darazo,NA,0.8,0.8,1801,185,2025,11,0.8,1
8400,Talata Mafara,Darazo,NA,0.8,0.8,1986,183,2025,12,0.8,1
8401,Tambuwal,Birnin Kebbi,NA,0.069294778,0.069294778,0,196,2020,1,0.49,1
8402,Tambuwal,Birnin Kebbi,NA,0.138589556,0.138589556,196,154,2020,2,0.539,1
8403,Tambuwal,Birnin Kebbi,NA,0.367262323,0.367262323,350,212,2021,3,0.588,1
8404,Tambuwal,Birnin Kebbi,NA,0.8,0.8,562,154,2021,4,0.637,1
8405,Tambuwal,Birnin Kebbi,NA,0.8,0.8,716,202,2022,5,0.686,1
8406,Tambuwal,Birnin Kebbi,NA,0.8,0.8,918,159,2022,6,0.735,1
8407,Tambuwal,Birnin Kebbi,NA,0.8,0.8,1077,219,2023,7,0.784,1
8408,Tambuwal,Birnin Kebbi,NA,0.8,0.8,1296,136,2023,8,0.8,1
8409,Tambuwal,Birnin Kebbi,NA,0.8,0.8,1432,218,2024,9,0.8,1
8410,Tambuwal,Birnin Kebbi,NA,0.8,0.8,1650,151,2024,10,0.8,1
8411,Tambuwal,Birnin Kebbi,NA,0.8,0.8,1801,185,2025,11,0.8,1
8412,Tambuwal,Birnin Kebbi,NA,0.8,0.8,1986,183,2025,12,0.8,1
8413,Tangaza,Gawabawa,NA,0.106631444,0.106631444,0,196,2020,1,0.49,1
8414,Tangaza,Gawabawa,NA,0.459048366,0.459048366,196,154,2020,2,0.539,1
8415,Tangaza,Gawabawa,NA,0.565146653,0.565146653,350,212,2021,3,0.588,1
8416,Tangaza,Gawabawa,NA,0.8,0.8,562,154,2021,4,0.637,1
8417,Tangaza,Gawabawa,NA,0.8,0.8,716,202,2022,5,0.686,1
8418,Tangaza,Gawabawa,NA,0.8,0.8,918,159,2022,6,0.735,1
8419,Tangaza,Gawabawa,NA,0.8,0.8,1077,219,2023,7,0.784,1
8420,Tangaza,Gawabawa,NA,0.8,0.8,1296,136,2023,8,0.8,1
8421,Tangaza,Gawabawa,NA,0.8,0.8,1432,218,2024,9,0.8,1
8422,Tangaza,Gawabawa,NA,0.8,0.8,1650,151,2024,10,0.8,1
8423,Tangaza,Gawabawa,NA,0.8,0.8,1801,185,2025,11,0.8,1
8424,Tangaza,Gawabawa,NA,0.8,0.8,1986,183,2025,12,0.8,1
8425,Tarauni,Alkaleri,NA,0.811023636,0.811023636,0,196,2020,1,0.49,1
8426,Tarauni,Alkaleri,NA,0.811023636,0.811023636,196,154,2020,2,0.539,1
8427,Tarauni,Alkaleri,NA,0.811023636,0.811023636,350,212,2021,3,0.588,1
8428,Tarauni,Alkaleri,NA,0.811023636,0.811023636,562,154,2021,4,0.637,1
8429,Tarauni,Alkaleri,NA,0.811023636,0.811023636,716,202,2022,5,0.686,1
8430,Tarauni,Alkaleri,NA,0.811023636,0.811023636,918,159,2022,6,0.735,1
8431,Tarauni,Alkaleri,NA,0.811023636,0.811023636,1077,219,2023,7,0.784,1
8432,Tarauni,Alkaleri,NA,0.811023636,0.811023636,1296,136,2023,8,0.8,1
8433,Tarauni,Alkaleri,NA,0.811023636,0.811023636,1432,218,2024,9,0.8,1
8434,Tarauni,Alkaleri,NA,0.811023636,0.811023636,1650,151,2024,10,0.8,1
8435,Tarauni,Alkaleri,NA,0.811023636,0.811023636,1801,185,2025,11,0.8,1
8436,Tarauni,Alkaleri,NA,0.811023636,0.811023636,1986,183,2025,12,0.8,1
8437,Tarka,Keana,NA,0.177187213,0.177187213,0,196,2020,1,0.49,1
8438,Tarka,Keana,NA,0.381395476,0.381395476,196,154,2020,2,0.539,1
8439,Tarka,Keana,NA,0.386905998,0.386905998,350,212,2021,3,0.588,1
8440,Tarka,Keana,NA,0.582042276,0.582042276,562,154,2021,4,0.637,1
8441,Tarka,Keana,NA,0.589395545,0.589395545,716,202,2022,5,0.686,1
8442,Tarka,Keana,NA,0.596784252,0.596784252,918,159,2022,6,0.735,1
8443,Tarka,Keana,NA,0.799114331,0.799114331,1077,219,2023,7,0.784,1
8444,Tarka,Keana,NA,0.8,0.8,1296,136,2023,8,0.8,1
8445,Tarka,Keana,NA,0.8,0.8,1432,218,2024,9,0.8,1
8446,Tarka,Keana,NA,0.8,0.8,1650,151,2024,10,0.8,1
8447,Tarka,Keana,NA,0.8,0.8,1801,185,2025,11,0.8,1
8448,Tarka,Keana,NA,0.8,0.8,1986,183,2025,12,0.8,1
8449,Tarmua,Rimi,NA,0.209995572,0.209995572,0,196,2020,1,0.49,1
8450,Tarmua,Rimi,NA,0.452015469,0.452015469,196,154,2020,2,0.539,1
8451,Tarmua,Rimi,NA,0.458546331,0.458546331,350,212,2021,3,0.588,1
8452,Tarmua,Rimi,NA,0.689814454,0.689814454,562,154,2021,4,0.637,1
8453,Tarmua,Rimi,NA,0.698529271,0.698529271,716,202,2022,5,0.686,1
8454,Tarmua,Rimi,NA,0.707286086,0.707286086,918,159,2022,6,0.735,1
8455,Tarmua,Rimi,NA,0.8,0.8,1077,219,2023,7,0.784,1
8456,Tarmua,Rimi,NA,0.8,0.8,1296,136,2023,8,0.8,1
8457,Tarmua,Rimi,NA,0.8,0.8,1432,218,2024,9,0.8,1
8458,Tarmua,Rimi,NA,0.8,0.8,1650,151,2024,10,0.8,1
8459,Tarmua,Rimi,NA,0.8,0.8,1801,185,2025,11,0.8,1
8460,Tarmua,Rimi,NA,0.8,0.8,1986,183,2025,12,0.8,1
8461,Taura,Taura,NA,0.411764706,0.411764706,0,196,2020,1,0.49,1
8462,Taura,Taura,NA,0.432352941,0.432352941,196,154,2020,2,0.539,1
8463,Taura,Taura,NA,0.436470588,0.436470588,350,212,2021,3,0.588,1
8464,Taura,Taura,NA,0.440588235,0.440588235,562,154,2021,4,0.637,1
8465,Taura,Taura,NA,0.444705882,0.444705882,716,202,2022,5,0.686,1
8466,Taura,Taura,NA,0.44882353,0.44882353,918,159,2022,6,0.735,1
8467,Taura,Taura,NA,0.452941177,0.452941177,1077,219,2023,7,0.784,1
8468,Taura,Taura,NA,0.461176471,0.461176471,1296,136,2023,8,0.8,1
8469,Taura,Taura,NA,0.617647059,0.617647059,1432,218,2024,9,0.8,1
8470,Taura,Taura,NA,0.8,0.8,1650,151,2024,10,0.8,1
8471,Taura,Taura,NA,0.8,0.8,1801,185,2025,11,0.8,1
8472,Taura,Taura,NA,0.8,0.8,1986,183,2025,12,0.8,1
8473,Tofa,Taura,NA,0.230769231,0.230769231,0,196,2020,1,0.49,1
8474,Tofa,Taura,NA,0.49673077,0.49673077,196,154,2020,2,0.539,1
8475,Tofa,Taura,NA,0.503907693,0.503907693,350,212,2021,3,0.588,1
8476,Tofa,Taura,NA,0.758053847,0.758053847,562,154,2021,4,0.637,1
8477,Tofa,Taura,NA,0.76763077,0.76763077,716,202,2022,5,0.686,1
8478,Tofa,Taura,NA,0.777253847,0.777253847,918,159,2022,6,0.735,1
8479,Tofa,Taura,NA,0.8,0.8,1077,219,2023,7,0.784,1
8480,Tofa,Taura,NA,0.8,0.8,1296,136,2023,8,0.8,1
8481,Tofa,Taura,NA,0.8,0.8,1432,218,2024,9,0.8,1
8482,Tofa,Taura,NA,0.8,0.8,1650,151,2024,10,0.8,1
8483,Tofa,Taura,NA,0.8,0.8,1801,185,2025,11,0.8,1
8484,Tofa,Taura,NA,0.8,0.8,1986,183,2025,12,0.8,1
8485,Toro,Giwa,NA,0.204617808,0.204617808,0,196,2020,1,0.49,1
8486,Toro,Giwa,NA,0.440439832,0.440439832,196,154,2020,2,0.539,1
8487,Toro,Giwa,NA,0.446803446,0.446803446,350,212,2021,3,0.588,1
8488,Toro,Giwa,NA,0.672149037,0.672149037,562,154,2021,4,0.637,1
8489,Toro,Giwa,NA,0.680640677,0.680640677,716,202,2022,5,0.686,1
8490,Toro,Giwa,NA,0.689173239,0.689173239,918,159,2022,6,0.735,1
8491,Toro,Giwa,NA,0.8,0.8,1077,219,2023,7,0.784,1
8492,Toro,Giwa,NA,0.8,0.8,1296,136,2023,8,0.8,1
8493,Toro,Giwa,NA,0.8,0.8,1432,218,2024,9,0.8,1
8494,Toro,Giwa,NA,0.8,0.8,1650,151,2024,10,0.8,1
8495,Toro,Giwa,NA,0.8,0.8,1801,185,2025,11,0.8,1
8496,Toro,Giwa,NA,0.8,0.8,1986,183,2025,12,0.8,1
8497,Toto,Keana,NA,0.177187213,0.177187213,0,196,2020,1,0.49,1
8498,Toto,Keana,NA,0.381395476,0.381395476,196,154,2020,2,0.539,1
8499,Toto,Keana,NA,0.386905998,0.386905998,350,212,2021,3,0.588,1
8500,Toto,Keana,NA,0.582042276,0.582042276,562,154,2021,4,0.637,1
8501,Toto,Keana,NA,0.589395545,0.589395545,716,202,2022,5,0.686,1
8502,Toto,Keana,NA,0.596784252,0.596784252,918,159,2022,6,0.735,1
8503,Toto,Keana,NA,0.799114331,0.799114331,1077,219,2023,7,0.784,1
8504,Toto,Keana,NA,0.8,0.8,1296,136,2023,8,0.8,1
8505,Toto,Keana,NA,0.8,0.8,1432,218,2024,9,0.8,1
8506,Toto,Keana,NA,0.8,0.8,1650,151,2024,10,0.8,1
8507,Toto,Keana,NA,0.8,0.8,1801,185,2025,11,0.8,1
8508,Toto,Keana,NA,0.8,0.8,1986,183,2025,12,0.8,1
8509,Toungo,Keana,NA,0.071428571,0.071428571,0,196,2020,1,0.49,1
8510,Toungo,Keana,NA,0.142857142,0.142857142,196,154,2020,2,0.539,1
8511,Toungo,Keana,NA,0.378571426,0.378571426,350,212,2021,3,0.588,1
8512,Toungo,Keana,NA,0.8,0.8,562,154,2021,4,0.637,1
8513,Toungo,Keana,NA,0.8,0.8,716,202,2022,5,0.686,1
8514,Toungo,Keana,NA,0.8,0.8,918,159,2022,6,0.735,1
8515,Toungo,Keana,NA,0.8,0.8,1077,219,2023,7,0.784,1
8516,Toungo,Keana,NA,0.8,0.8,1296,136,2023,8,0.8,1
8517,Toungo,Keana,NA,0.8,0.8,1432,218,2024,9,0.8,1
8518,Toungo,Keana,NA,0.8,0.8,1650,151,2024,10,0.8,1
8519,Toungo,Keana,NA,0.8,0.8,1801,185,2025,11,0.8,1
8520,Toungo,Keana,NA,0.8,0.8,1986,183,2025,12,0.8,1
8521,Tsafe,Takali,NA,0.034150989,0.034150989,0,196,2020,1,0.49,1
8522,Tsafe,Takali,NA,0.068301978,0.068301978,196,154,2020,2,0.539,1
8523,Tsafe,Takali,NA,0.372860498,0.372860498,350,212,2021,3,0.588,1
8524,Tsafe,Takali,NA,0.548123373,0.548123373,562,154,2021,4,0.637,1
8525,Tsafe,Takali,NA,0.737661362,0.737661362,716,202,2022,5,0.686,1
8526,Tsafe,Takali,NA,0.8,0.8,918,159,2022,6,0.735,1
8527,Tsafe,Takali,NA,0.8,0.8,1077,219,2023,7,0.784,1
8528,Tsafe,Takali,NA,0.8,0.8,1296,136,2023,8,0.8,1
8529,Tsafe,Takali,NA,0.8,0.8,1432,218,2024,9,0.8,1
8530,Tsafe,Takali,NA,0.8,0.8,1650,151,2024,10,0.8,1
8531,Tsafe,Takali,NA,0.8,0.8,1801,185,2025,11,0.8,1
8532,Tsafe,Takali,NA,0.8,0.8,1986,183,2025,12,0.8,1
8533,Tsanyawa,Gwarzo,NA,0.172172547,0.172172547,0,196,2020,1,0.49,1
8534,Tsanyawa,Gwarzo,NA,0.370601407,0.370601407,196,154,2020,2,0.539,1
8535,Tsanyawa,Gwarzo,NA,0.375955974,0.375955974,350,212,2021,3,0.588,1
8536,Tsanyawa,Gwarzo,NA,0.5655696,0.5655696,562,154,2021,4,0.637,1
8537,Tsanyawa,Gwarzo,NA,0.57271476,0.57271476,716,202,2022,5,0.686,1
8538,Tsanyawa,Gwarzo,NA,0.579894356,0.579894356,918,159,2022,6,0.735,1
8539,Tsanyawa,Gwarzo,NA,0.776498187,0.776498187,1077,219,2023,7,0.784,1
8540,Tsanyawa,Gwarzo,NA,0.794473001,0.794473001,1296,136,2023,8,0.8,1
8541,Tsanyawa,Gwarzo,NA,0.8,0.8,1432,218,2024,9,0.8,1
8542,Tsanyawa,Gwarzo,NA,0.8,0.8,1650,151,2024,10,0.8,1
8543,Tsanyawa,Gwarzo,NA,0.8,0.8,1801,185,2025,11,0.8,1
8544,Tsanyawa,Gwarzo,NA,0.8,0.8,1986,183,2025,12,0.8,1
8545,Tudun Wada,Gwarzo,NA,0.087906934,0.087906934,0,196,2020,1,0.49,1
8546,Tudun Wada,Gwarzo,NA,0.378439351,0.378439351,196,154,2020,2,0.539,1
8547,Tudun Wada,Gwarzo,NA,0.46590675,0.46590675,350,212,2021,3,0.588,1
8548,Tudun Wada,Gwarzo,NA,0.8,0.8,562,154,2021,4,0.637,1
8549,Tudun Wada,Gwarzo,NA,0.8,0.8,716,202,2022,5,0.686,1
8550,Tudun Wada,Gwarzo,NA,0.8,0.8,918,159,2022,6,0.735,1
8551,Tudun Wada,Gwarzo,NA,0.8,0.8,1077,219,2023,7,0.784,1
8552,Tudun Wada,Gwarzo,NA,0.8,0.8,1296,136,2023,8,0.8,1
8553,Tudun Wada,Gwarzo,NA,0.8,0.8,1432,218,2024,9,0.8,1
8554,Tudun Wada,Gwarzo,NA,0.8,0.8,1650,151,2024,10,0.8,1
8555,Tudun Wada,Gwarzo,NA,0.8,0.8,1801,185,2025,11,0.8,1
8556,Tudun Wada,Gwarzo,NA,0.8,0.8,1986,183,2025,12,0.8,1
8557,Tureta,Birnin Kebbi,NA,0.105908045,0.105908045,0,196,2020,1,0.49,1
8558,Tureta,Birnin Kebbi,NA,0.455934134,0.455934134,196,154,2020,2,0.539,1
8559,Tureta,Birnin Kebbi,NA,0.561312639,0.561312639,350,212,2021,3,0.588,1
8560,Tureta,Birnin Kebbi,NA,0.8,0.8,562,154,2021,4,0.637,1
8561,Tureta,Birnin Kebbi,NA,0.8,0.8,716,202,2022,5,0.686,1
8562,Tureta,Birnin Kebbi,NA,0.8,0.8,918,159,2022,6,0.735,1
8563,Tureta,Birnin Kebbi,NA,0.8,0.8,1077,219,2023,7,0.784,1
8564,Tureta,Birnin Kebbi,NA,0.8,0.8,1296,136,2023,8,0.8,1
8565,Tureta,Birnin Kebbi,NA,0.8,0.8,1432,218,2024,9,0.8,1
8566,Tureta,Birnin Kebbi,NA,0.8,0.8,1650,151,2024,10,0.8,1
8567,Tureta,Birnin Kebbi,NA,0.8,0.8,1801,185,2025,11,0.8,1
8568,Tureta,Birnin Kebbi,NA,0.8,0.8,1986,183,2025,12,0.8,1
8569,Udenu,Uzo-Uwani,NA,0.691656723,0.691656723,0,196,2020,1,0.49,1
8570,Udenu,Uzo-Uwani,NA,0.726239559,0.726239559,196,154,2020,2,0.539,1
8571,Udenu,Uzo-Uwani,NA,0.733156126,0.733156126,350,212,2021,3,0.588,1
8572,Udenu,Uzo-Uwani,NA,0.740072694,0.740072694,562,154,2021,4,0.637,1
8573,Udenu,Uzo-Uwani,NA,0.746989261,0.746989261,716,202,2022,5,0.686,1
8574,Udenu,Uzo-Uwani,NA,0.753905828,0.753905828,918,159,2022,6,0.735,1
8575,Udenu,Uzo-Uwani,NA,0.760822395,0.760822395,1077,219,2023,7,0.784,1
8576,Udenu,Uzo-Uwani,NA,0.77465553,0.77465553,1296,136,2023,8,0.8,1
8577,Udenu,Uzo-Uwani,NA,0.8,0.8,1432,218,2024,9,0.8,1
8578,Udenu,Uzo-Uwani,NA,0.8,0.8,1650,151,2024,10,0.8,1
8579,Udenu,Uzo-Uwani,NA,0.8,0.8,1801,185,2025,11,0.8,1
8580,Udenu,Uzo-Uwani,NA,0.8,0.8,1986,183,2025,12,0.8,1
8581,Udi,Uzo-Uwani,NA,0.420192485,0.420192485,0,196,2020,1,0.49,1
8582,Udi,Uzo-Uwani,NA,0.441202109,0.441202109,196,154,2020,2,0.539,1
8583,Udi,Uzo-Uwani,NA,0.445404034,0.445404034,350,212,2021,3,0.588,1
8584,Udi,Uzo-Uwani,NA,0.449605959,0.449605959,562,154,2021,4,0.637,1
8585,Udi,Uzo-Uwani,NA,0.453807884,0.453807884,716,202,2022,5,0.686,1
8586,Udi,Uzo-Uwani,NA,0.458009809,0.458009809,918,159,2022,6,0.735,1
8587,Udi,Uzo-Uwani,NA,0.462211734,0.462211734,1077,219,2023,7,0.784,1
8588,Udi,Uzo-Uwani,NA,0.470615583,0.470615583,1296,136,2023,8,0.8,1
8589,Udi,Uzo-Uwani,NA,0.630288728,0.630288728,1432,218,2024,9,0.8,1
8590,Udi,Uzo-Uwani,NA,0.8,0.8,1650,151,2024,10,0.8,1
8591,Udi,Uzo-Uwani,NA,0.8,0.8,1801,185,2025,11,0.8,1
8592,Udi,Uzo-Uwani,NA,0.8,0.8,1986,183,2025,12,0.8,1
8593,Udu,Isoko South,NA,0.12159624,0.12159624,0,196,2020,1,0.49,1
8594,Udu,Isoko South,NA,0.523471813,0.523471813,196,154,2020,2,0.539,1
8595,Udu,Isoko South,NA,0.644460072,0.644460072,350,212,2021,3,0.588,1
8596,Udu,Isoko South,NA,0.8,0.8,562,154,2021,4,0.637,1
8597,Udu,Isoko South,NA,0.8,0.8,716,202,2022,5,0.686,1
8598,Udu,Isoko South,NA,0.8,0.8,918,159,2022,6,0.735,1
8599,Udu,Isoko South,NA,0.8,0.8,1077,219,2023,7,0.784,1
