,LGA,Rep_DS,State,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override,round
2274,Egbado North,Owan East,NA,0.8,0.8,0.8,1986,183,2025,1,12
2275,Egbado North,Owan East,NA,0.8,0.8,0.8,0,-1,2025,1,13
2276,Egbado South,Uzo-Uwani,NA,0.420192485,0.420192485,0.49,0,196,2020,1,1
2277,Egbado South,Uzo-Uwani,NA,0.441202109,0.441202109,0.539,196,154,2020,1,2
2278,Egbado South,Uzo-Uwani,NA,0.445404034,0.445404034,0.588,350,212,2021,1,3
2279,Egbado South,Uzo-Uwani,NA,0.449605959,0.449605959,0.637,562,154,2021,1,4
2280,Egbado South,Uzo-Uwani,NA,0.453807884,0.453807884,0.686,716,202,2022,1,5
2281,Egbado South,Uzo-Uwani,NA,0.458009809,0.458009809,0.735,918,159,2022,1,6
2282,Egbado South,Uzo-Uwani,NA,0.462211734,0.462211734,0.784,1077,219,2023,1,7
2283,Egbado South,Uzo-Uwani,NA,0.470615583,0.470615583,0.8,1296,136,2023,1,8
2284,Egbado South,Uzo-Uwani,NA,0.630288728,0.630288728,0.8,1432,218,2024,1,9
2285,Egbado South,Uzo-Uwani,NA,0.8,0.8,0.8,1650,151,2024,1,10
2286,Egbado South,Uzo-Uwani,NA,0.8,0.8,0.8,1801,185,2025,1,11
2287,Egbado South,Uzo-Uwani,NA,0.8,0.8,0.8,1986,183,2025,1,12
2288,Egbado South,Uzo-Uwani,NA,0.8,0.8,0.8,0,-1,2025,1,13
2289,Egbeda,Akinyele,NA,0.107316809,0.107316809,0.49,0,196,2020,1,1
2290,Egbeda,Akinyele,NA,0.461998863,0.461998863,0.539,196,154,2020,1,2
2291,Egbeda,Akinyele,NA,0.568779088,0.568779088,0.588,350,212,2021,1,3
2292,Egbeda,Akinyele,NA,0.8,0.8,0.637,562,154,2021,1,4
2293,Egbeda,Akinyele,NA,0.8,0.8,0.686,716,202,2022,1,5
2294,Egbeda,Akinyele,NA,0.8,0.8,0.735,918,159,2022,1,6
2295,Egbeda,Akinyele,NA,0.8,0.8,0.784,1077,219,2023,1,7
2296,Egbeda,Akinyele,NA,0.8,0.8,0.8,1296,136,2023,1,8
2297,Egbeda,Akinyele,NA,0.8,0.8,0.8,1432,218,2024,1,9
2298,Egbeda,Akinyele,NA,0.8,0.8,0.8,1650,151,2024,1,10
2299,Egbeda,Akinyele,NA,0.8,0.8,0.8,1801,185,2025,1,11
2300,Egbeda,Akinyele,NA,0.8,0.8,0.8,1986,183,2025,1,12
2301,Egbeda,Akinyele,NA,0.8,0.8,0.8,0,-1,2025,1,13
2302,Egbedore,Akinyele,NA,0.54187193,0.54187193,0.49,0,196,2020,1,1
2303,Egbedore,Akinyele,NA,0.568965527,0.568965527,0.539,196,154,2020,1,2
2304,Egbedore,Akinyele,NA,0.574384246,0.574384246,0.588,350,212,2021,1,3
2305,Egbedore,Akinyele,NA,0.579802965,0.579802965,0.637,562,154,2021,1,4
2306,Egbedore,Akinyele,NA,0.585221684,0.585221684,0.686,716,202,2022,1,5
2307,Egbedore,Akinyele,NA,0.590640404,0.590640404,0.735,918,159,2022,1,6
2308,Egbedore,Akinyele,NA,0.596059123,0.596059123,0.784,1077,219,2023,1,7
2309,Egbedore,Akinyele,NA,0.606896562,0.606896562,0.8,1296,136,2023,1,8
2310,Egbedore,Akinyele,NA,0.8,0.8,0.8,1432,218,2024,1,9
2311,Egbedore,Akinyele,NA,0.8,0.8,0.8,1650,151,2024,1,10
2312,Egbedore,Akinyele,NA,0.8,0.8,0.8,1801,185,2025,1,11
2313,Egbedore,Akinyele,NA,0.8,0.8,0.8,1986,183,2025,1,12
2314,Egbedore,Akinyele,NA,0.8,0.8,0.8,0,-1,2025,1,13
2315,Egor,Uzo-Uwani,NA,0.420192485,0.420192485,0.49,0,196,2020,1,1
2316,Egor,Uzo-Uwani,NA,0.441202109,0.441202109,0.539,196,154,2020,1,2
2317,Egor,Uzo-Uwani,NA,0.445404034,0.445404034,0.588,350,212,2021,1,3
2318,Egor,Uzo-Uwani,NA,0.449605959,0.449605959,0.637,562,154,2021,1,4
2319,Egor,Uzo-Uwani,NA,0.453807884,0.453807884,0.686,716,202,2022,1,5
2320,Egor,Uzo-Uwani,NA,0.458009809,0.458009809,0.735,918,159,2022,1,6
2321,Egor,Uzo-Uwani,NA,0.462211734,0.462211734,0.784,1077,219,2023,1,7
2322,Egor,Uzo-Uwani,NA,0.470615583,0.470615583,0.8,1296,136,2023,1,8
2323,Egor,Uzo-Uwani,NA,0.630288728,0.630288728,0.8,1432,218,2024,1,9
2324,Egor,Uzo-Uwani,NA,0.8,0.8,0.8,1650,151,2024,1,10
2325,Egor,Uzo-Uwani,NA,0.8,0.8,0.8,1801,185,2025,1,11
2326,Egor,Uzo-Uwani,NA,0.8,0.8,0.8,1986,183,2025,1,12
2327,Egor,Uzo-Uwani,NA,0.8,0.8,0.8,0,-1,2025,1,13
2328,Ehime-Mbano,Ngor-Okpala,NA,0.591374486,0.591374486,0.49,0,196,2020,1,1
2329,Ehime-Mbano,Ngor-Okpala,NA,0.62094321,0.62094321,0.539,196,154,2020,1,2
2330,Ehime-Mbano,Ngor-Okpala,NA,0.626856955,0.626856955,0.588,350,212,2021,1,3
2331,Ehime-Mbano,Ngor-Okpala,NA,0.6327707,0.6327707,0.637,562,154,2021,1,4
2332,Ehime-Mbano,Ngor-Okpala,NA,0.638684445,0.638684445,0.686,716,202,2022,1,5
2333,Ehime-Mbano,Ngor-Okpala,NA,0.64459819,0.64459819,0.735,918,159,2022,1,6
2334,Ehime-Mbano,Ngor-Okpala,NA,0.650511935,0.650511935,0.784,1077,219,2023,1,7
2335,Ehime-Mbano,Ngor-Okpala,NA,0.662339424,0.662339424,0.8,1296,136,2023,1,8
2336,Ehime-Mbano,Ngor-Okpala,NA,0.8,0.8,0.8,1432,218,2024,1,9
2337,Ehime-Mbano,Ngor-Okpala,NA,0.8,0.8,0.8,1650,151,2024,1,10
2338,Ehime-Mbano,Ngor-Okpala,NA,0.8,0.8,0.8,1801,185,2025,1,11
2339,Ehime-Mbano,Ngor-Okpala,NA,0.8,0.8,0.8,1986,183,2025,1,12
2340,Ehime-Mbano,Ngor-Okpala,NA,0.8,0.8,0.8,0,-1,2025,1,13
2341,Ejigbo,Akinyele,NA,0.215907256,0.215907256,0.49,0,196,2020,1,1
2342,Ejigbo,Akinyele,NA,0.464740369,0.464740369,0.539,196,154,2020,1,2
2343,Ejigbo,Akinyele,NA,0.471455084,0.471455084,0.588,350,212,2021,1,3
2344,Ejigbo,Akinyele,NA,0.709233745,0.709233745,0.637,562,154,2021,1,4
2345,Ejigbo,Akinyele,NA,0.718193896,0.718193896,0.686,716,202,2022,1,5
2346,Ejigbo,Akinyele,NA,0.727197229,0.727197229,0.735,918,159,2022,1,6
2347,Ejigbo,Akinyele,NA,0.8,0.8,0.784,1077,219,2023,1,7
2348,Ejigbo,Akinyele,NA,0.8,0.8,0.8,1296,136,2023,1,8
2349,Ejigbo,Akinyele,NA,0.8,0.8,0.8,1432,218,2024,1,9
2350,Ejigbo,Akinyele,NA,0.8,0.8,0.8,1650,151,2024,1,10
2351,Ejigbo,Akinyele,NA,0.8,0.8,0.8,1801,185,2025,1,11
2352,Ejigbo,Akinyele,NA,0.8,0.8,0.8,1986,183,2025,1,12
2353,Ejigbo,Akinyele,NA,0.8,0.8,0.8,0,-1,2025,1,13
2354,Ekeremor,Ahoada West,NA,0.205928424,0.205928424,0.49,0,196,2020,1,1
2355,Ekeremor,Ahoada West,NA,0.443260933,0.443260933,0.539,196,154,2020,1,2
2356,Ekeremor,Ahoada West,NA,0.449665307,0.449665307,0.588,350,212,2021,1,3
2357,Ekeremor,Ahoada West,NA,0.67645428,0.67645428,0.637,562,154,2021,1,4
2358,Ekeremor,Ahoada West,NA,0.68500031,0.68500031,0.686,716,202,2022,1,5
2359,Ekeremor,Ahoada West,NA,0.693587525,0.693587525,0.735,918,159,2022,1,6
2360,Ekeremor,Ahoada West,NA,0.8,0.8,0.784,1077,219,2023,1,7
2361,Ekeremor,Ahoada West,NA,0.8,0.8,0.8,1296,136,2023,1,8
2362,Ekeremor,Ahoada West,NA,0.8,0.8,0.8,1432,218,2024,1,9
2363,Ekeremor,Ahoada West,NA,0.8,0.8,0.8,1650,151,2024,1,10
2364,Ekeremor,Ahoada West,NA,0.8,0.8,0.8,1801,185,2025,1,11
2365,Ekeremor,Ahoada West,NA,0.8,0.8,0.8,1986,183,2025,1,12
2366,Ekeremor,Ahoada West,NA,0.8,0.8,0.8,0,-1,2025,1,13
2367,Eket,Nsit Ubium,NA,0.297727761,0.297727761,0.49,0,196,2020,1,1
2368,Eket,Nsit Ubium,NA,0.312614149,0.312614149,0.539,196,154,2020,1,2
2369,Eket,Nsit Ubium,NA,0.315591427,0.315591427,0.588,350,212,2021,1,3
2370,Eket,Nsit Ubium,NA,0.318568704,0.318568704,0.637,562,154,2021,1,4
2371,Eket,Nsit Ubium,NA,0.321545982,0.321545982,0.686,716,202,2022,1,5
2372,Eket,Nsit Ubium,NA,0.324523259,0.324523259,0.735,918,159,2022,1,6
2373,Eket,Nsit Ubium,NA,0.327500537,0.327500537,0.784,1077,219,2023,1,7
2374,Eket,Nsit Ubium,NA,0.333455092,0.333455092,0.8,1296,136,2023,1,8
2375,Eket,Nsit Ubium,NA,0.446591642,0.446591642,0.8,1432,218,2024,1,9
2376,Eket,Nsit Ubium,NA,0.595455522,0.595455522,0.8,1650,151,2024,1,10
2377,Eket,Nsit Ubium,NA,0.744319403,0.744319403,0.8,1801,185,2025,1,11
2378,Eket,Nsit Ubium,NA,0.8,0.8,0.8,1986,183,2025,1,12
2379,Eket,Nsit Ubium,NA,0.8,0.8,0.8,0,-1,2025,1,13
2380,Ekiti,Oke-Ero,NA,0.744393955,0.744393955,0.49,0,196,2020,1,1
2381,Ekiti,Oke-Ero,NA,0.781613653,0.781613653,0.539,196,154,2020,1,2
2382,Ekiti,Oke-Ero,NA,0.789057592,0.789057592,0.588,350,212,2021,1,3
2383,Ekiti,Oke-Ero,NA,0.796501532,0.796501532,0.637,562,154,2021,1,4
2384,Ekiti,Oke-Ero,NA,0.8,0.8,0.686,716,202,2022,1,5
2385,Ekiti,Oke-Ero,NA,0.8,0.8,0.735,918,159,2022,1,6
2386,Ekiti,Oke-Ero,NA,0.8,0.8,0.784,1077,219,2023,1,7
2387,Ekiti,Oke-Ero,NA,0.8,0.8,0.8,1296,136,2023,1,8
2388,Ekiti,Oke-Ero,NA,0.8,0.8,0.8,1432,218,2024,1,9
2389,Ekiti,Oke-Ero,NA,0.8,0.8,0.8,1650,151,2024,1,10
2390,Ekiti,Oke-Ero,NA,0.8,0.8,0.8,1801,185,2025,1,11
2391,Ekiti,Oke-Ero,NA,0.8,0.8,0.8,1986,183,2025,1,12
2392,Ekiti,Oke-Ero,NA,0.8,0.8,0.8,0,-1,2025,1,13
2393,Ekiti East,Oke-Ero,NA,0.246839589,0.246839589,0.49,0,196,2020,1,1
2394,Ekiti East,Oke-Ero,NA,0.531322215,0.531322215,0.539,196,154,2020,1,2
2395,Ekiti East,Oke-Ero,NA,0.538998927,0.538998927,0.588,350,212,2021,1,3
2396,Ekiti East,Oke-Ero,NA,0.8,0.8,0.637,562,154,2021,1,4
2397,Ekiti East,Oke-Ero,NA,0.8,0.8,0.686,716,202,2022,1,5
2398,Ekiti East,Oke-Ero,NA,0.8,0.8,0.735,918,159,2022,1,6
2399,Ekiti East,Oke-Ero,NA,0.8,0.8,0.784,1077,219,2023,1,7
2400,Ekiti East,Oke-Ero,NA,0.8,0.8,0.8,1296,136,2023,1,8
2401,Ekiti East,Oke-Ero,NA,0.8,0.8,0.8,1432,218,2024,1,9
2402,Ekiti East,Oke-Ero,NA,0.8,0.8,0.8,1650,151,2024,1,10
2403,Ekiti East,Oke-Ero,NA,0.8,0.8,0.8,1801,185,2025,1,11
2404,Ekiti East,Oke-Ero,NA,0.8,0.8,0.8,1986,183,2025,1,12
2405,Ekiti East,Oke-Ero,NA,0.8,0.8,0.8,0,-1,2025,1,13
2406,Ekiti South West,Oke-Ero,NA,0.462500057,0.462500057,0.49,0,196,2020,1,1
2407,Ekiti South West,Oke-Ero,NA,0.48562506,0.48562506,0.539,196,154,2020,1,2
2408,Ekiti South West,Oke-Ero,NA,0.49025006,0.49025006,0.588,350,212,2021,1,3
2409,Ekiti South West,Oke-Ero,NA,0.494875061,0.494875061,0.637,562,154,2021,1,4
2410,Ekiti South West,Oke-Ero,NA,0.499500062,0.499500062,0.686,716,202,2022,1,5
2411,Ekiti South West,Oke-Ero,NA,0.504125062,0.504125062,0.735,918,159,2022,1,6
2412,Ekiti South West,Oke-Ero,NA,0.508750063,0.508750063,0.784,1077,219,2023,1,7
2413,Ekiti South West,Oke-Ero,NA,0.518000064,0.518000064,0.8,1296,136,2023,1,8
2414,Ekiti South West,Oke-Ero,NA,0.693750086,0.693750086,0.8,1432,218,2024,1,9
2415,Ekiti South West,Oke-Ero,NA,0.8,0.8,0.8,1650,151,2024,1,10
2416,Ekiti South West,Oke-Ero,NA,0.8,0.8,0.8,1801,185,2025,1,11
2417,Ekiti South West,Oke-Ero,NA,0.8,0.8,0.8,1986,183,2025,1,12
2418,Ekiti South West,Oke-Ero,NA,0.8,0.8,0.8,0,-1,2025,1,13
2419,Ekiti West,Oke-Ero,NA,0.162213602,0.162213602,0.49,0,196,2020,1,1
2420,Ekiti West,Oke-Ero,NA,0.349164778,0.349164778,0.539,196,154,2020,1,2
2421,Ekiti West,Oke-Ero,NA,0.354209621,0.354209621,0.588,350,212,2021,1,3
2422,Ekiti West,Oke-Ero,NA,0.532855461,0.532855461,0.637,562,154,2021,1,4
2423,Ekiti West,Oke-Ero,NA,0.539587326,0.539587326,0.686,716,202,2022,1,5
2424,Ekiti West,Oke-Ero,NA,0.546351633,0.546351633,0.735,918,159,2022,1,6
2425,Ekiti West,Oke-Ero,NA,0.731583345,0.731583345,0.784,1077,219,2023,1,7
2426,Ekiti West,Oke-Ero,NA,0.748518445,0.748518445,0.8,1296,136,2023,1,8
2427,Ekiti West,Oke-Ero,NA,0.8,0.8,0.8,1432,218,2024,1,9
2428,Ekiti West,Oke-Ero,NA,0.8,0.8,0.8,1650,151,2024,1,10
2429,Ekiti West,Oke-Ero,NA,0.8,0.8,0.8,1801,185,2025,1,11
2430,Ekiti West,Oke-Ero,NA,0.8,0.8,0.8,1986,183,2025,1,12
2431,Ekiti West,Oke-Ero,NA,0.8,0.8,0.8,0,-1,2025,1,13
2432,Ekwusigo,Oru West,NA,0.75,0.75,0.49,0,196,2020,1,1
2433,Ekwusigo,Oru West,NA,0.7875,0.7875,0.539,196,154,2020,1,2
2434,Ekwusigo,Oru West,NA,0.795,0.795,0.588,350,212,2021,1,3
2435,Ekwusigo,Oru West,NA,0.8,0.8,0.637,562,154,2021,1,4
2436,Ekwusigo,Oru West,NA,0.8,0.8,0.686,716,202,2022,1,5
2437,Ekwusigo,Oru West,NA,0.8,0.8,0.735,918,159,2022,1,6
2438,Ekwusigo,Oru West,NA,0.8,0.8,0.784,1077,219,2023,1,7
2439,Ekwusigo,Oru West,NA,0.8,0.8,0.8,1296,136,2023,1,8
2440,Ekwusigo,Oru West,NA,0.8,0.8,0.8,1432,218,2024,1,9
2441,Ekwusigo,Oru West,NA,0.8,0.8,0.8,1650,151,2024,1,10
2442,Ekwusigo,Oru West,NA,0.8,0.8,0.8,1801,185,2025,1,11
2443,Ekwusigo,Oru West,NA,0.8,0.8,0.8,1986,183,2025,1,12
2444,Ekwusigo,Oru West,NA,0.8,0.8,0.8,0,-1,2025,1,13
2445,Eleme,Ahoada West,NA,0.151693513,0.151693513,0.49,0,196,2020,1,1
2446,Eleme,Ahoada West,NA,0.318556377,0.318556377,0.539,196,154,2020,1,2
2447,Eleme,Ahoada West,NA,0.8,0.8,0.588,350,212,2021,1,3
2448,Eleme,Ahoada West,NA,0.8,0.8,0.637,562,154,2021,1,4
2449,Eleme,Ahoada West,NA,0.8,0.8,0.686,716,202,2022,1,5
2450,Eleme,Ahoada West,NA,0.8,0.8,0.735,918,159,2022,1,6
2451,Eleme,Ahoada West,NA,0.8,0.8,0.784,1077,219,2023,1,7
2452,Eleme,Ahoada West,NA,0.8,0.8,0.8,1296,136,2023,1,8
2453,Eleme,Ahoada West,NA,0.8,0.8,0.8,1432,218,2024,1,9
2454,Eleme,Ahoada West,NA,0.8,0.8,0.8,1650,151,2024,1,10
2455,Eleme,Ahoada West,NA,0.8,0.8,0.8,1801,185,2025,1,11
2456,Eleme,Ahoada West,NA,0.8,0.8,0.8,1986,183,2025,1,12
2457,Eleme,Ahoada West,NA,0.8,0.8,0.8,0,-1,2025,1,13
2458,Emohua,Ahoada West,NA,0.166666667,0.166666667,0.49,0,196,2020,1,1
2459,Emohua,Ahoada West,NA,0.358750001,0.358750001,0.539,196,154,2020,1,2
2460,Emohua,Ahoada West,NA,0.363933334,0.363933334,0.588,350,212,2021,1,3
2461,Emohua,Ahoada West,NA,0.547483334,0.547483334,0.637,562,154,2021,1,4
2462,Emohua,Ahoada West,NA,0.554400001,0.554400001,0.686,716,202,2022,1,5
2463,Emohua,Ahoada West,NA,0.561350001,0.561350001,0.735,918,159,2022,1,6
2464,Emohua,Ahoada West,NA,0.751666668,0.751666668,0.784,1077,219,2023,1,7
2465,Emohua,Ahoada West,NA,0.769066668,0.769066668,0.8,1296,136,2023,1,8
2466,Emohua,Ahoada West,NA,0.8,0.8,0.8,1432,218,2024,1,9
2467,Emohua,Ahoada West,NA,0.8,0.8,0.8,1650,151,2024,1,10
2468,Emohua,Ahoada West,NA,0.8,0.8,0.8,1801,185,2025,1,11
2469,Emohua,Ahoada West,NA,0.8,0.8,0.8,1986,183,2025,1,12
2470,Emohua,Ahoada West,NA,0.8,0.8,0.8,0,-1,2025,1,13
2471,Emure,Oke-Ero,NA,0.246839589,0.246839589,0.49,0,196,2020,1,1
2472,Emure,Oke-Ero,NA,0.531322215,0.531322215,0.539,196,154,2020,1,2
2473,Emure,Oke-Ero,NA,0.538998927,0.538998927,0.588,350,212,2021,1,3
2474,Emure,Oke-Ero,NA,0.8,0.8,0.637,562,154,2021,1,4
2475,Emure,Oke-Ero,NA,0.8,0.8,0.686,716,202,2022,1,5
2476,Emure,Oke-Ero,NA,0.8,0.8,0.735,918,159,2022,1,6
2477,Emure,Oke-Ero,NA,0.8,0.8,0.784,1077,219,2023,1,7
2478,Emure,Oke-Ero,NA,0.8,0.8,0.8,1296,136,2023,1,8
2479,Emure,Oke-Ero,NA,0.8,0.8,0.8,1432,218,2024,1,9
2480,Emure,Oke-Ero,NA,0.8,0.8,0.8,1650,151,2024,1,10
2481,Emure,Oke-Ero,NA,0.8,0.8,0.8,1801,185,2025,1,11
2482,Emure,Oke-Ero,NA,0.8,0.8,0.8,1986,183,2025,1,12
2483,Emure,Oke-Ero,NA,0.8,0.8,0.8,0,-1,2025,1,13
2484,Enugu East,Uzo-Uwani,NA,0.767123269,0.767123269,0.49,0,196,2020,1,1
2485,Enugu East,Uzo-Uwani,NA,0.8,0.8,0.539,196,154,2020,1,2
2486,Enugu East,Uzo-Uwani,NA,0.8,0.8,0.588,350,212,2021,1,3
2487,Enugu East,Uzo-Uwani,NA,0.8,0.8,0.637,562,154,2021,1,4
2488,Enugu East,Uzo-Uwani,NA,0.8,0.8,0.686,716,202,2022,1,5
2489,Enugu East,Uzo-Uwani,NA,0.8,0.8,0.735,918,159,2022,1,6
2490,Enugu East,Uzo-Uwani,NA,0.8,0.8,0.784,1077,219,2023,1,7
2491,Enugu East,Uzo-Uwani,NA,0.8,0.8,0.8,1296,136,2023,1,8
2492,Enugu East,Uzo-Uwani,NA,0.8,0.8,0.8,1432,218,2024,1,9
2493,Enugu East,Uzo-Uwani,NA,0.8,0.8,0.8,1650,151,2024,1,10
2494,Enugu East,Uzo-Uwani,NA,0.8,0.8,0.8,1801,185,2025,1,11
2495,Enugu East,Uzo-Uwani,NA,0.8,0.8,0.8,1986,183,2025,1,12
2496,Enugu East,Uzo-Uwani,NA,0.8,0.8,0.8,0,-1,2025,1,13
2497,Enugu North,Uzo-Uwani,NA,0.420192485,0.420192485,0.49,0,196,2020,1,1
2498,Enugu North,Uzo-Uwani,NA,0.441202109,0.441202109,0.539,196,154,2020,1,2
2499,Enugu North,Uzo-Uwani,NA,0.445404034,0.445404034,0.588,350,212,2021,1,3
2500,Enugu North,Uzo-Uwani,NA,0.449605959,0.449605959,0.637,562,154,2021,1,4
2501,Enugu North,Uzo-Uwani,NA,0.453807884,0.453807884,0.686,716,202,2022,1,5
2502,Enugu North,Uzo-Uwani,NA,0.458009809,0.458009809,0.735,918,159,2022,1,6
2503,Enugu North,Uzo-Uwani,NA,0.462211734,0.462211734,0.784,1077,219,2023,1,7
2504,Enugu North,Uzo-Uwani,NA,0.470615583,0.470615583,0.8,1296,136,2023,1,8
2505,Enugu North,Uzo-Uwani,NA,0.630288728,0.630288728,0.8,1432,218,2024,1,9
2506,Enugu North,Uzo-Uwani,NA,0.8,0.8,0.8,1650,151,2024,1,10
2507,Enugu North,Uzo-Uwani,NA,0.8,0.8,0.8,1801,185,2025,1,11
2508,Enugu North,Uzo-Uwani,NA,0.8,0.8,0.8,1986,183,2025,1,12
2509,Enugu North,Uzo-Uwani,NA,0.8,0.8,0.8,0,-1,2025,1,13
2510,Enugu South,Uzo-Uwani,NA,0.514893508,0.514893508,0.49,0,196,2020,1,1
2511,Enugu South,Uzo-Uwani,NA,0.540638183,0.540638183,0.539,196,154,2020,1,2
2512,Enugu South,Uzo-Uwani,NA,0.545787118,0.545787118,0.588,350,212,2021,1,3
2513,Enugu South,Uzo-Uwani,NA,0.550936054,0.550936054,0.637,562,154,2021,1,4
2514,Enugu South,Uzo-Uwani,NA,0.556084989,0.556084989,0.686,716,202,2022,1,5
2515,Enugu South,Uzo-Uwani,NA,0.561233924,0.561233924,0.735,918,159,2022,1,6
2516,Enugu South,Uzo-Uwani,NA,0.566382859,0.566382859,0.784,1077,219,2023,1,7
2517,Enugu South,Uzo-Uwani,NA,0.576680729,0.576680729,0.8,1296,136,2023,1,8
2518,Enugu South,Uzo-Uwani,NA,0.772340262,0.772340262,0.8,1432,218,2024,1,9
2519,Enugu South,Uzo-Uwani,NA,0.8,0.8,0.8,1650,151,2024,1,10
2520,Enugu South,Uzo-Uwani,NA,0.8,0.8,0.8,1801,185,2025,1,11
2521,Enugu South,Uzo-Uwani,NA,0.8,0.8,0.8,1986,183,2025,1,12
2522,Enugu South,Uzo-Uwani,NA,0.8,0.8,0.8,0,-1,2025,1,13
2523,Epe,Uzo-Uwani,NA,0.420192485,0.420192485,0.49,0,196,2020,1,1
2524,Epe,Uzo-Uwani,NA,0.441202109,0.441202109,0.539,196,154,2020,1,2
2525,Epe,Uzo-Uwani,NA,0.445404034,0.445404034,0.588,350,212,2021,1,3
2526,Epe,Uzo-Uwani,NA,0.449605959,0.449605959,0.637,562,154,2021,1,4
2527,Epe,Uzo-Uwani,NA,0.453807884,0.453807884,0.686,716,202,2022,1,5
2528,Epe,Uzo-Uwani,NA,0.458009809,0.458009809,0.735,918,159,2022,1,6
2529,Epe,Uzo-Uwani,NA,0.462211734,0.462211734,0.784,1077,219,2023,1,7
2530,Epe,Uzo-Uwani,NA,0.470615583,0.470615583,0.8,1296,136,2023,1,8
2531,Epe,Uzo-Uwani,NA,0.630288728,0.630288728,0.8,1432,218,2024,1,9
2532,Epe,Uzo-Uwani,NA,0.8,0.8,0.8,1650,151,2024,1,10
2533,Epe,Uzo-Uwani,NA,0.8,0.8,0.8,1801,185,2025,1,11
2534,Epe,Uzo-Uwani,NA,0.8,0.8,0.8,1986,183,2025,1,12
2535,Epe,Uzo-Uwani,NA,0.8,0.8,0.8,0,-1,2025,1,13
2536,Esan Central,Owan East,NA,0.278942779,0.278942779,0.49,0,196,2020,1,1
2537,Esan Central,Owan East,NA,0.292889918,0.292889918,0.539,196,154,2020,1,2
2538,Esan Central,Owan East,NA,0.295679346,0.295679346,0.588,350,212,2021,1,3
2539,Esan Central,Owan East,NA,0.298468774,0.298468774,0.637,562,154,2021,1,4
2540,Esan Central,Owan East,NA,0.301258201,0.301258201,0.686,716,202,2022,1,5
2541,Esan Central,Owan East,NA,0.304047629,0.304047629,0.735,918,159,2022,1,6
2542,Esan Central,Owan East,NA,0.306837057,0.306837057,0.784,1077,219,2023,1,7
2543,Esan Central,Owan East,NA,0.312415912,0.312415912,0.8,1296,136,2023,1,8
2544,Esan Central,Owan East,NA,0.418414169,0.418414169,0.8,1432,218,2024,1,9
2545,Esan Central,Owan East,NA,0.557885558,0.557885558,0.8,1650,151,2024,1,10
2546,Esan Central,Owan East,NA,0.697356948,0.697356948,0.8,1801,185,2025,1,11
2547,Esan Central,Owan East,NA,0.8,0.8,0.8,1986,183,2025,1,12
2548,Esan Central,Owan East,NA,0.8,0.8,0.8,0,-1,2025,1,13
2549,Esan North East,Uzo-Uwani,NA,0.420192485,0.420192485,0.49,0,196,2020,1,1
2550,Esan North East,Uzo-Uwani,NA,0.441202109,0.441202109,0.539,196,154,2020,1,2
2551,Esan North East,Uzo-Uwani,NA,0.445404034,0.445404034,0.588,350,212,2021,1,3
2552,Esan North East,Uzo-Uwani,NA,0.449605959,0.449605959,0.637,562,154,2021,1,4
2553,Esan North East,Uzo-Uwani,NA,0.453807884,0.453807884,0.686,716,202,2022,1,5
2554,Esan North East,Uzo-Uwani,NA,0.458009809,0.458009809,0.735,918,159,2022,1,6
2555,Esan North East,Uzo-Uwani,NA,0.462211734,0.462211734,0.784,1077,219,2023,1,7
2556,Esan North East,Uzo-Uwani,NA,0.470615583,0.470615583,0.8,1296,136,2023,1,8
2557,Esan North East,Uzo-Uwani,NA,0.630288728,0.630288728,0.8,1432,218,2024,1,9
2558,Esan North East,Uzo-Uwani,NA,0.8,0.8,0.8,1650,151,2024,1,10
2559,Esan North East,Uzo-Uwani,NA,0.8,0.8,0.8,1801,185,2025,1,11
2560,Esan North East,Uzo-Uwani,NA,0.8,0.8,0.8,1986,183,2025,1,12
2561,Esan North East,Uzo-Uwani,NA,0.8,0.8,0.8,0,-1,2025,1,13
2562,Esan South East,Uzo-Uwani,NA,0.420192485,0.420192485,0.49,0,196,2020,1,1
2563,Esan South East,Uzo-Uwani,NA,0.441202109,0.441202109,0.539,196,154,2020,1,2
2564,Esan South East,Uzo-Uwani,NA,0.445404034,0.445404034,0.588,350,212,2021,1,3
2565,Esan South East,Uzo-Uwani,NA,0.449605959,0.449605959,0.637,562,154,2021,1,4
2566,Esan South East,Uzo-Uwani,NA,0.453807884,0.453807884,0.686,716,202,2022,1,5
2567,Esan South East,Uzo-Uwani,NA,0.458009809,0.458009809,0.735,918,159,2022,1,6
2568,Esan South East,Uzo-Uwani,NA,0.462211734,0.462211734,0.784,1077,219,2023,1,7
2569,Esan South East,Uzo-Uwani,NA,0.470615583,0.470615583,0.8,1296,136,2023,1,8
2570,Esan South East,Uzo-Uwani,NA,0.630288728,0.630288728,0.8,1432,218,2024,1,9
2571,Esan South East,Uzo-Uwani,NA,0.8,0.8,0.8,1650,151,2024,1,10
2572,Esan South East,Uzo-Uwani,NA,0.8,0.8,0.8,1801,185,2025,1,11
2573,Esan South East,Uzo-Uwani,NA,0.8,0.8,0.8,1986,183,2025,1,12
2574,Esan South East,Uzo-Uwani,NA,0.8,0.8,0.8,0,-1,2025,1,13
2575,Esan West,Uzo-Uwani,NA,0.420192485,0.420192485,0.49,0,196,2020,1,1
2576,Esan West,Uzo-Uwani,NA,0.441202109,0.441202109,0.539,196,154,2020,1,2
2577,Esan West,Uzo-Uwani,NA,0.445404034,0.445404034,0.588,350,212,2021,1,3
