State,LGA,repDS,peak,year,round,duration,coverage_high_access,coverage_low_access,max_age,simday
Zamfara,Gummi,Birnin Kebbi,august,2020,4,-1,1,0.6,5,270
Yobe,Yusufari,Taura,july,2020,1,-1,1,0.6,5,186
Zamfara,Gusau,Darazo,july,2020,2,-1,1,0.927487352,5,214
Zamfara,Gusau,Darazo,july,2020,3,-1,1,0.937605396,5,242
Zamfara,Gusau,Darazo,july,2020,4,-1,1,0.6,5,270
Bauchi,Zaki,Taura,july,2020,1,-1,1,0.6,5,186
Zamfara,Kaura-Namoda,Rimi,march,2020,2,-1,1,0.6,5,161
Zamfara,Kaura-Namoda,Rimi,march,2020,3,-1,1,0.6,5,191
Zamfara,Kaura-Namoda,Rimi,march,2020,4,-1,1,0.6,5,221
Katsina,Zango,Babura,may,2020,1,-1,1,0.975975976,5,186
Zamfara,Maradun,Darazo,july,2020,2,-1,1,0.927487352,5,214
Zamfara,Maradun,Darazo,july,2020,3,-1,1,0.937605396,5,242
Zamfara,Maradun,Darazo,july,2020,4,-1,1,0.6,5,270
Kaduna,Zango-Kataf,Soba,july,2020,1,-1,1,0.6,5,186
Zamfara,Maru,Giwa,august,2020,2,-1,1,0.927487352,5,214
Zamfara,Maru,Giwa,august,2020,3,-1,1,0.937605396,5,242
Zamfara,Maru,Giwa,august,2020,4,-1,1,0.6,5,270
Kaduna,Zaria,Soba,july,2020,1,-1,1,0.6,5,186
Zamfara,Shinkafi,Rimi,march,2020,2,-1,1,0.927487352,5,214
Zamfara,Shinkafi,Rimi,march,2020,3,-1,1,0.937605396,5,242
Zamfara,Shinkafi,Rimi,march,2020,4,-1,1,0.6,5,270
Taraba,Zing,Alkaleri,july,2020,1,-1,1,0.6,5,186
Zamfara,Talata Mafara,Darazo,july,2020,2,-1,1,0.927487352,5,214
Zamfara,Talata Mafara,Darazo,july,2020,3,-1,1,0.937605396,5,242
Zamfara,Talata Mafara,Darazo,july,2020,4,-1,1,0.6,5,270
Zamfara,Zurmi,Rimi,march,2020,1,-1,1,0.854974705,5,186
Zamfara,Tsafe,Takali,september,2020,2,-1,1,0.927487352,5,214
Zamfara,Tsafe,Takali,september,2020,3,-1,1,0.937605396,5,242
Zamfara,Tsafe,Takali,september,2020,4,-1,1,0.6,5,270
Kebbi,Zuru,Alkaleri,july,2020,1,-1,1,0.6,5,186
Zamfara,Zurmi,Rimi,march,2020,2,-1,1,0.927487352,5,214
Zamfara,Zurmi,Rimi,march,2020,3,-1,1,0.937605396,5,242
Zamfara,Zurmi,Rimi,march,2020,4,-1,1,0.6,5,270
Borno,Abadam,Babura,may,2021,1,-1,1,0.6,5,488
Adamawa,Demsa,Alkaleri,july,2021,2,-1,1,0.6,5,580
Adamawa,Demsa,Alkaleri,july,2021,3,-1,1,0.6,5,610
Adamawa,Demsa,Alkaleri,july,2021,4,-1,1,0.6,5,640
Federal Capital Territory,Abaji,Keana,august,2021,1,-1,1,0.6,5,579
Adamawa,Fufore,Alkaleri,july,2021,2,-1,1,0.6,5,580
Adamawa,Fufore,Alkaleri,july,2021,3,-1,1,0.6,5,610
Adamawa,Fufore,Alkaleri,july,2021,4,-1,1,0.6,5,640
Federal Capital Territory,Abuja Municipal,Keana,august,2021,1,-1,1,0.6,5,579
Adamawa,Ganaye,Alkaleri,july,2021,2,-1,1,0.6,5,580
Adamawa,Ganaye,Alkaleri,july,2021,3,-1,1,0.6,5,610
Adamawa,Ganaye,Alkaleri,july,2021,4,-1,1,0.6,5,640
Kogi,Adavi,Owan East,march,2021,1,-1,1,0.6,5,426
Adamawa,Gireri,Darazo,july,2021,2,-1,1,0.6,5,580
Adamawa,Gireri,Darazo,july,2021,3,-1,1,0.6,5,610
Adamawa,Gireri,Darazo,july,2021,4,-1,1,0.6,5,640
Niger,Agaie,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Adamawa,Gombi,Alkaleri,july,2021,2,-1,1,0.6,5,580
Adamawa,Gombi,Alkaleri,july,2021,3,-1,1,0.6,5,610
Adamawa,Gombi,Alkaleri,july,2021,4,-1,1,0.6,5,640
Benue,Agatu,Keana,august,2021,1,-1,1,0.6,5,579
Adamawa,Guyuk,Alkaleri,july,2021,2,-1,1,0.6,5,580
Adamawa,Guyuk,Alkaleri,july,2021,3,-1,1,0.6,5,610
Adamawa,Guyuk,Alkaleri,july,2021,4,-1,1,0.6,5,640
Niger,Agwara,Birnin Kebbi,august,2021,1,-1,1,0.6,5,579
Adamawa,Hong,Darazo,july,2021,2,-1,1,0.6,5,580
Adamawa,Hong,Darazo,july,2021,3,-1,1,0.6,5,610
Adamawa,Hong,Darazo,july,2021,4,-1,1,0.6,5,640
Kogi,Ajaokuta,Owan East,march,2021,1,-1,1,0.6,5,426
Adamawa,Jada,Alkaleri,july,2021,2,-1,1,0.6,5,580
Adamawa,Jada,Alkaleri,july,2021,3,-1,1,0.6,5,610
Adamawa,Jada,Alkaleri,july,2021,4,-1,1,0.6,5,640
Kano,Ajingi,Taura,july,2021,1,-1,1,0.6,5,550
Adamawa,Lamurde,Alkaleri,july,2021,2,-1,1,0.6,5,580
Adamawa,Lamurde,Alkaleri,july,2021,3,-1,1,0.6,5,610
Adamawa,Lamurde,Alkaleri,july,2021,4,-1,1,0.6,5,640
Gombe,Akko,Alkaleri,july,2021,1,-1,1,0.6,5,550
Adamawa,Madagali,Darazo,july,2021,2,-1,1,0.6,5,580
Adamawa,Madagali,Darazo,july,2021,3,-1,1,0.6,5,610
Adamawa,Madagali,Darazo,july,2021,4,-1,1,0.6,5,640
Nasarawa,Akwanga,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Adamawa,Maiha,Alkaleri,july,2021,2,-1,1,0.6,5,580
Adamawa,Maiha,Alkaleri,july,2021,3,-1,1,0.6,5,610
Adamawa,Maiha,Alkaleri,july,2021,4,-1,1,0.6,5,640
Kano,Albasu,Takali,september,2021,1,-1,1,0.6,5,610
Adamawa,Mayo-Belwa,Alkaleri,july,2021,2,-1,1,0.6,5,580
Adamawa,Mayo-Belwa,Alkaleri,july,2021,3,-1,1,0.6,5,610
Adamawa,Mayo-Belwa,Alkaleri,july,2021,4,-1,1,0.6,5,640
Kebbi,Aleiro,Birnin Kebbi,august,2021,1,-1,1,0.6,5,579
Adamawa,Michika,Darazo,july,2021,2,-1,1,0.6,5,580
Adamawa,Michika,Darazo,july,2021,3,-1,1,0.6,5,610
Adamawa,Michika,Darazo,july,2021,4,-1,1,0.6,5,640
Bauchi,Alkaleri,Alkaleri,july,2021,1,-1,1,0.6,5,550
Adamawa,Mubi North,Darazo,july,2021,2,-1,1,0.6,5,580
Adamawa,Mubi North,Darazo,july,2021,3,-1,1,0.6,5,610
Adamawa,Mubi North,Darazo,july,2021,4,-1,1,0.6,5,640
Zamfara,Anka,Darazo,july,2021,1,-1,1,0.854974705,5,550
Adamawa,Mubi South,Darazo,july,2021,2,-1,1,0.6,5,580
Adamawa,Mubi South,Darazo,july,2021,3,-1,1,0.6,5,610
Adamawa,Mubi South,Darazo,july,2021,4,-1,1,0.6,5,640
Benue,Apa,Keana,august,2021,1,-1,1,0.6,5,579
Adamawa,Numan,Alkaleri,july,2021,2,-1,1,0.6,5,580
Adamawa,Numan,Alkaleri,july,2021,3,-1,1,0.6,5,610
Adamawa,Numan,Alkaleri,july,2021,4,-1,1,0.6,5,640
Taraba,Ardo-Kola,Keana,august,2021,1,-1,1,0.6,5,579
Adamawa,Shelleng,Darazo,july,2021,2,-1,1,0.6,5,580
Adamawa,Shelleng,Darazo,july,2021,3,-1,1,0.6,5,610
Adamawa,Shelleng,Darazo,july,2021,4,-1,1,0.6,5,640
Kebbi,Arewa-Dandi,Birnin Kebbi,august,2021,1,-1,1,0.6,5,579
Adamawa,Song,Darazo,july,2021,2,-1,1,0.6,5,580
Adamawa,Song,Darazo,july,2021,3,-1,1,0.6,5,610
Adamawa,Song,Darazo,july,2021,4,-1,1,0.6,5,640
Kebbi,Argungu,Birnin Kebbi,august,2021,1,-1,1,0.6,5,579
Adamawa,Toungo,Keana,august,2021,2,-1,1,0.6,5,609
Adamawa,Toungo,Keana,august,2021,3,-1,1,0.6,5,639
Adamawa,Toungo,Keana,august,2021,4,-1,1,0.6,5,669
Borno,Askira-Uba,Darazo,july,2021,1,-1,1,0.6,5,550
Adamawa,Yola North,Alkaleri,july,2021,2,-1,1,0.6,5,580
Adamawa,Yola North,Alkaleri,july,2021,3,-1,1,0.6,5,610
Adamawa,Yola North,Alkaleri,july,2021,4,-1,1,0.6,5,640
Kebbi,Augie,Birnin Kebbi,august,2021,1,-1,1,0.6,5,579
Adamawa,Yola South,Alkaleri,july,2021,2,-1,1,0.6,5,580
Adamawa,Yola South,Alkaleri,july,2021,3,-1,1,0.6,5,610
Adamawa,Yola South,Alkaleri,july,2021,4,-1,1,0.6,5,640
Jigawa,Auyo,Taura,july,2021,1,-1,1,0.934456929,5,550
Bauchi,Alkaleri,Alkaleri,july,2021,2,-1,1,0.6,5,580
Bauchi,Alkaleri,Alkaleri,july,2021,3,-1,1,0.6,5,610
Bauchi,Alkaleri,Alkaleri,july,2021,4,-1,1,0.6,5,640
Nasarawa,Awe,Keana,august,2021,1,-1,1,0.6,5,579
Bauchi,Bauchi,Alkaleri,july,2021,2,-1,1,0.6,5,580
Bauchi,Bauchi,Alkaleri,july,2021,3,-1,1,0.6,5,610
Bauchi,Bauchi,Alkaleri,july,2021,4,-1,1,0.6,5,640
Jigawa,Babura,Babura,may,2021,1,-1,1,0.934456929,5,550
Bauchi,Bogoro,Alkaleri,july,2021,2,-1,1,0.6,5,580
Bauchi,Bogoro,Alkaleri,july,2021,3,-1,1,0.6,5,610
Bauchi,Bogoro,Alkaleri,july,2021,4,-1,1,0.6,5,640
Yobe,Bade,Taura,july,2021,1,-1,1,0.98019802,5,488
Bauchi,Damban,Darazo,july,2021,2,-1,1,0.6,5,580
Bauchi,Damban,Darazo,july,2021,3,-1,1,0.6,5,610
Bauchi,Damban,Darazo,july,2021,4,-1,1,0.6,5,640
Kebbi,Bagudo,Birnin Kebbi,august,2021,1,-1,1,0.6,5,579
Bauchi,Darazo,Darazo,july,2021,2,-1,1,0.6,5,580
Bauchi,Darazo,Darazo,july,2021,3,-1,1,0.6,5,610
Bauchi,Darazo,Darazo,july,2021,4,-1,1,0.6,5,640
Kano,Bagwai,Babura,may,2021,1,-1,1,0.6,5,488
Bauchi,Dass,Alkaleri,july,2021,2,-1,1,0.6,5,580
Bauchi,Dass,Alkaleri,july,2021,3,-1,1,0.6,5,610
Bauchi,Dass,Alkaleri,july,2021,4,-1,1,0.6,5,640
Katsina,Bakori,Gwarzo,august,2021,1,-1,1,0.6,5,579
Bauchi,Gamawa,Gwarzo,august,2021,2,-1,1,0.6,5,609
Bauchi,Gamawa,Gwarzo,august,2021,3,-1,1,0.6,5,639
Bauchi,Gamawa,Gwarzo,august,2021,4,-1,1,0.6,5,669
Zamfara,Bakura,Darazo,july,2021,1,-1,1,0.854974705,5,550
Bauchi,Ganjuwa,Darazo,july,2021,2,-1,1,0.6,5,580
Bauchi,Ganjuwa,Darazo,july,2021,3,-1,1,0.6,5,610
Bauchi,Ganjuwa,Darazo,july,2021,4,-1,1,0.6,5,640
Gombe,Balanga,Alkaleri,july,2021,1,-1,1,0.6,5,550
Bauchi,Giade,Darazo,july,2021,2,-1,1,0.6,5,580
Bauchi,Giade,Darazo,july,2021,3,-1,1,0.6,5,610
Bauchi,Giade,Darazo,july,2021,4,-1,1,0.6,5,640
Taraba,Bali,Keana,august,2021,1,-1,1,0.6,5,579
Bauchi,Itas-Gadau,Taura,july,2021,2,-1,1,0.6,5,580
Bauchi,Itas-Gadau,Taura,july,2021,3,-1,1,0.6,5,610
Bauchi,Itas-Gadau,Taura,july,2021,4,-1,1,0.6,5,640
Borno,Bama,Darazo,july,2021,1,-1,1,0.6,5,488
Bauchi,Jama'are,Taura,july,2021,2,-1,1,0.6,5,580
Bauchi,Jama'are,Taura,july,2021,3,-1,1,0.6,5,610
Bauchi,Jama'are,Taura,july,2021,4,-1,1,0.6,5,640
Plateau,Barikin Ladi,Soba,july,2021,1,-1,1,0.6,5,550
Bauchi,Katagum,Gwarzo,august,2021,2,-1,1,0.6,5,609
Bauchi,Katagum,Gwarzo,august,2021,3,-1,1,0.6,5,639
Bauchi,Katagum,Gwarzo,august,2021,4,-1,1,0.6,5,669
Kwara,Baruten,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Bauchi,Kirfi,Alkaleri,july,2021,2,-1,1,0.6,5,580
Bauchi,Kirfi,Alkaleri,july,2021,3,-1,1,0.6,5,610
Bauchi,Kirfi,Alkaleri,july,2021,4,-1,1,0.6,5,640
Kogi,Bassa1,Keana,august,2021,1,-1,1,0.6,5,579
Bauchi,Misau,Darazo,july,2021,2,-1,1,0.6,5,580
Bauchi,Misau,Darazo,july,2021,3,-1,1,0.6,5,610
Bauchi,Misau,Darazo,july,2021,4,-1,1,0.6,5,640
Plateau,Bassa2,Soba,july,2021,1,-1,1,0.6,5,550
Bauchi,Ningi,Takali,september,2021,2,-1,1,0.6,5,640
Bauchi,Ningi,Takali,september,2021,3,-1,1,0.6,5,670
Bauchi,Ningi,Takali,september,2021,4,-1,1,0.6,5,700
Katsina,Batagarawa,Rimi,march,2021,1,-1,1,0.6,5,426
Bauchi,Shira,Takali,september,2021,2,-1,1,0.6,5,640
Bauchi,Shira,Takali,september,2021,3,-1,1,0.6,5,670
Bauchi,Shira,Takali,september,2021,4,-1,1,0.6,5,700
Katsina,Batsari,Rimi,march,2021,1,-1,1,0.6,5,426
Bauchi,Tafawa-Balewa,Alkaleri,july,2021,2,-1,1,0.6,5,580
Bauchi,Tafawa-Balewa,Alkaleri,july,2021,3,-1,1,0.6,5,610
Bauchi,Tafawa-Balewa,Alkaleri,july,2021,4,-1,1,0.6,5,640
Bauchi,Bauchi,Alkaleri,july,2021,1,-1,1,0.6,5,550
Bauchi,Toro,Giwa,august,2021,2,-1,1,0.6,5,609
Bauchi,Toro,Giwa,august,2021,3,-1,1,0.6,5,639
Bauchi,Toro,Giwa,august,2021,4,-1,1,0.6,5,669
Katsina,Baure,Babura,may,2021,1,-1,1,0.975975976,5,550
Bauchi,Warji,Takali,september,2021,2,-1,1,0.6,5,640
Bauchi,Warji,Takali,september,2021,3,-1,1,0.6,5,670
Bauchi,Warji,Takali,september,2021,4,-1,1,0.6,5,700
Borno,Bayo,Alkaleri,july,2021,1,-1,1,0.6,5,550
Bauchi,Zaki,Taura,july,2021,2,-1,1,0.6,5,580
Bauchi,Zaki,Taura,july,2021,3,-1,1,0.6,5,610
Bauchi,Zaki,Taura,july,2021,4,-1,1,0.6,5,640
Kano,Bebeji,Gwarzo,august,2021,1,-1,1,0.6,5,579
Benue,Agatu,Keana,august,2021,2,-1,1,0.6,5,609
Benue,Agatu,Keana,august,2021,3,-1,1,0.6,5,639
Benue,Agatu,Keana,august,2021,4,-1,1,0.6,5,669
Cross River,Bekwara,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Benue,Apa,Keana,august,2021,2,-1,1,0.6,5,609
Benue,Apa,Keana,august,2021,3,-1,1,0.6,5,639
Benue,Apa,Keana,august,2021,4,-1,1,0.6,5,669
Kano,Bichi,Gwarzo,august,2021,1,-1,1,0.6,5,579
Benue,Buruku,Keana,august,2021,2,-1,1,0.6,5,609
Benue,Buruku,Keana,august,2021,3,-1,1,0.6,5,639
Benue,Buruku,Keana,august,2021,4,-1,1,0.6,5,669
Niger,Bida,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Benue,Gboko,Keana,august,2021,2,-1,1,0.6,5,609
Benue,Gboko,Keana,august,2021,3,-1,1,0.6,5,639
Benue,Gboko,Keana,august,2021,4,-1,1,0.6,5,669
Gombe,Billiri,Alkaleri,july,2021,1,-1,1,0.6,5,550
Benue,Guma,Keana,august,2021,2,-1,1,0.6,5,609
Benue,Guma,Keana,august,2021,3,-1,1,0.6,5,639
Benue,Guma,Keana,august,2021,4,-1,1,0.6,5,669
Katsina,Bindawa,Rimi,march,2021,1,-1,1,0.6,5,426
Benue,Gwer East,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Benue,Gwer East,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Benue,Gwer East,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Sokoto,Binji,Gawabawa,august,2021,1,-1,1,0.969736842,5,550
Benue,Gwer West,Keana,august,2021,2,-1,1,0.6,5,609
Benue,Gwer West,Keana,august,2021,3,-1,1,0.6,5,639
Benue,Gwer West,Keana,august,2021,4,-1,1,0.6,5,669
Jigawa,Biriniwa,Taura,july,2021,1,-1,1,0.6,5,550
Benue,Konshisha,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Benue,Konshisha,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Benue,Konshisha,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Jigawa,Birni Kudu,Takali,september,2021,1,-1,1,0.6,5,610
Benue,Kwande,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Benue,Kwande,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Benue,Kwande,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Kebbi,Birnin Kebbi,Birnin Kebbi,august,2021,1,-1,1,0.6,5,579
Benue,Logo,Keana,august,2021,2,-1,1,0.6,5,609
Benue,Logo,Keana,august,2021,3,-1,1,0.6,5,639
Benue,Logo,Keana,august,2021,4,-1,1,0.6,5,669
Zamfara,Birnin Magaji,Rimi,march,2021,1,-1,1,0.854974705,5,550
Benue,Makurdi,Keana,august,2021,2,-1,1,0.6,5,609
Benue,Makurdi,Keana,august,2021,3,-1,1,0.6,5,639
Benue,Makurdi,Keana,august,2021,4,-1,1,0.6,5,669
Kaduna,Birnin-Gwari,Giwa,august,2021,1,-1,1,0.6,5,579
Benue,Oturkpo,Owan East,march,2021,2,-1,1,0.6,5,456
Benue,Oturkpo,Owan East,march,2021,3,-1,1,0.6,5,486
Benue,Oturkpo,Owan East,march,2021,4,-1,1,0.6,5,516
Borno,Biu,Darazo,july,2021,1,-1,1,0.6,5,550
Benue,Tarka,Keana,august,2021,2,-1,1,0.6,5,609
Benue,Tarka,Keana,august,2021,3,-1,1,0.6,5,639
Benue,Tarka,Keana,august,2021,4,-1,1,0.6,5,669
Sokoto,Bodinga,Gawabawa,august,2021,1,-1,1,0.969736842,5,550
Benue,Ukum,Keana,august,2021,2,-1,1,0.6,5,609
Benue,Ukum,Keana,august,2021,3,-1,1,0.6,5,639
Benue,Ukum,Keana,august,2021,4,-1,1,0.6,5,669
Bauchi,Bogoro,Alkaleri,july,2021,1,-1,1,0.6,5,550
Benue,Ushongo,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Benue,Ushongo,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Benue,Ushongo,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Plateau,Bokkos,Giwa,august,2021,1,-1,1,0.6,5,579
Benue,Vandeikya,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Benue,Vandeikya,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Benue,Vandeikya,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Niger,Borgu,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Borno,Abadam,Babura,may,2021,2,-1,1,0.6,5,518
Borno,Abadam,Babura,may,2021,3,-1,1,0.6,5,548
Borno,Abadam,Babura,may,2021,4,-1,1,0.6,5,578
Niger,Bosso,Keana,august,2021,1,-1,1,0.6,5,579
Borno,Askira-Uba,Darazo,july,2021,2,-1,1,0.6,5,580
Borno,Askira-Uba,Darazo,july,2021,3,-1,1,0.6,5,610
Borno,Askira-Uba,Darazo,july,2021,4,-1,1,0.6,5,640
Jigawa,Buji,Takali,september,2021,1,-1,1,0.934456929,5,550
Borno,Bama,Darazo,july,2021,2,-1,1,0.6,5,516
Borno,Bama,Darazo,july,2021,3,-1,1,0.6,5,544
Borno,Bama,Darazo,july,2021,4,-1,1,0.6,5,572
Zamfara,Bukkuyum,Alkaleri,july,2021,1,-1,1,0.854974705,5,550
Borno,Bayo,Alkaleri,july,2021,2,-1,1,0.6,5,580
Borno,Bayo,Alkaleri,july,2021,3,-1,1,0.6,5,610
Borno,Bayo,Alkaleri,july,2021,4,-1,1,0.6,5,640
Zamfara,Bungudu,Takali,september,2021,1,-1,1,0.854974705,5,550
Borno,Biu,Darazo,july,2021,2,-1,1,0.6,5,580
Borno,Biu,Darazo,july,2021,3,-1,1,0.6,5,610
Borno,Biu,Darazo,july,2021,4,-1,1,0.6,5,640
Kano,Bunkure,Gwarzo,august,2021,1,-1,1,0.6,5,579
Borno,Chibok,Darazo,july,2021,2,-1,1,0.6,5,580
Borno,Chibok,Darazo,july,2021,3,-1,1,0.6,5,610
Borno,Chibok,Darazo,july,2021,4,-1,1,0.6,5,640
Kebbi,Bunza,Birnin Kebbi,august,2021,1,-1,1,0.6,5,579
Borno,Damboa,Darazo,july,2021,2,-1,1,0.6,5,580
Borno,Damboa,Darazo,july,2021,3,-1,1,0.6,5,610
Borno,Damboa,Darazo,july,2021,4,-1,1,0.6,5,640
Yobe,Bursari,Taura,july,2021,1,-1,1,0.6,5,550
Borno,Dikwa,Darazo,july,2021,2,-1,1,0.6,5,580
Borno,Dikwa,Darazo,july,2021,3,-1,1,0.6,5,610
Borno,Dikwa,Darazo,july,2021,4,-1,1,0.6,5,640
Benue,Buruku,Keana,august,2021,1,-1,1,0.6,5,579
Borno,Gubio,Gawabawa,august,2021,2,-1,1,0.6,5,609
Borno,Gubio,Gawabawa,august,2021,3,-1,1,0.6,5,639
Borno,Gubio,Gawabawa,august,2021,4,-1,1,0.6,5,669
Federal Capital Territory,Bwari,Giwa,august,2021,1,-1,1,0.6,5,579
Borno,Guzamala,Babura,may,2021,2,-1,1,0.6,5,518
Borno,Guzamala,Babura,may,2021,3,-1,1,0.6,5,548
Borno,Guzamala,Babura,may,2021,4,-1,1,0.6,5,578
Niger,Chanchaga,Keana,august,2021,1,-1,1,0.6,5,579
Borno,Gwoza,Darazo,july,2021,2,-1,1,0.6,5,516
Borno,Gwoza,Darazo,july,2021,3,-1,1,0.6,5,544
Borno,Gwoza,Darazo,july,2021,4,-1,1,0.6,5,572
Katsina,Charanchi,Rimi,march,2021,1,-1,1,0.6,5,426
Borno,Hawul,Darazo,july,2021,2,-1,1,0.6,5,580
Borno,Hawul,Darazo,july,2021,3,-1,1,0.6,5,610
Borno,Hawul,Darazo,july,2021,4,-1,1,0.6,5,640
Borno,Chibok,Darazo,july,2021,1,-1,1,0.6,5,550
Borno,Jere,Gawabawa,august,2021,2,-1,1,0.6,5,609
Borno,Jere,Gawabawa,august,2021,3,-1,1,0.6,5,639
Borno,Jere,Gawabawa,august,2021,4,-1,1,0.6,5,669
Kaduna,Chikun,Soba,july,2021,1,-1,1,0.6,5,550
Borno,Kaga,Darazo,july,2021,2,-1,1,0.6,5,580
Borno,Kaga,Darazo,july,2021,3,-1,1,0.6,5,610
Borno,Kaga,Darazo,july,2021,4,-1,1,0.6,5,640
Kano,Dala,Alkaleri,july,2021,1,-1,1,0.6,5,550
Borno,Kala-Balge,Darazo,july,2021,2,-1,1,0.6,5,516
Borno,Kala-Balge,Darazo,july,2021,3,-1,1,0.6,5,544
Borno,Kala-Balge,Darazo,july,2021,4,-1,1,0.6,5,572
Yobe,Damaturu,Darazo,july,2021,1,-1,1,0.6,5,550
Borno,Konduga,Darazo,july,2021,2,-1,1,0.6,5,580
Borno,Konduga,Darazo,july,2021,3,-1,1,0.6,5,610
Borno,Konduga,Darazo,july,2021,4,-1,1,0.6,5,640
Bauchi,Damban,Darazo,july,2021,1,-1,1,0.6,5,550
Borno,Kukawa,Babura,may,2021,2,-1,1,0.6,5,518
Borno,Kukawa,Babura,may,2021,3,-1,1,0.6,5,548
Borno,Kukawa,Babura,may,2021,4,-1,1,0.6,5,578
Kano,Dambatta,Babura,may,2021,1,-1,1,0.6,5,488
Borno,Kwaya Kusar,Alkaleri,july,2021,2,-1,1,0.6,5,580
Borno,Kwaya Kusar,Alkaleri,july,2021,3,-1,1,0.6,5,610
Borno,Kwaya Kusar,Alkaleri,july,2021,4,-1,1,0.6,5,640
Borno,Damboa,Darazo,july,2021,1,-1,1,0.6,5,550
Borno,Mafa,Darazo,july,2021,2,-1,1,0.6,5,580
Borno,Mafa,Darazo,july,2021,3,-1,1,0.6,5,610
Borno,Mafa,Darazo,july,2021,4,-1,1,0.6,5,640
Katsina,Dan Musa,Rimi,march,2021,1,-1,1,0.6,5,426
Borno,Magumeri,Gawabawa,august,2021,2,-1,1,0.6,5,609
Borno,Magumeri,Gawabawa,august,2021,3,-1,1,0.6,5,639
Borno,Magumeri,Gawabawa,august,2021,4,-1,1,0.6,5,669
Kebbi,Dandi,Birnin Kebbi,august,2021,1,-1,1,0.6,5,579
Borno,Maiduguri,Darazo,july,2021,2,-1,1,0.6,5,580
Borno,Maiduguri,Darazo,july,2021,3,-1,1,0.6,5,610
Borno,Maiduguri,Darazo,july,2021,4,-1,1,0.6,5,640
Katsina,Dandume,Giwa,august,2021,1,-1,1,0.6,5,579
Borno,Marte,Babura,may,2021,2,-1,1,0.6,5,518
Borno,Marte,Babura,may,2021,3,-1,1,0.6,5,548
Borno,Marte,Babura,may,2021,4,-1,1,0.6,5,578
Sokoto,Dange-Shnsi,Gawabawa,august,2021,1,-1,1,0.6,5,579
Borno,Mobbar,Babura,may,2021,2,-1,1,0.6,5,518
Borno,Mobbar,Babura,may,2021,3,-1,1,0.6,5,548
Borno,Mobbar,Babura,may,2021,4,-1,1,0.6,5,578
Katsina,Danja,Giwa,august,2021,1,-1,1,0.6,5,579
Borno,Monguno,Babura,may,2021,2,-1,1,0.6,5,518
Borno,Monguno,Babura,may,2021,3,-1,1,0.6,5,548
Borno,Monguno,Babura,may,2021,4,-1,1,0.6,5,578
Bauchi,Darazo,Darazo,july,2021,1,-1,1,0.6,5,550
Borno,Ngala,Taura,july,2021,2,-1,1,0.6,5,516
Borno,Ngala,Taura,july,2021,3,-1,1,0.6,5,544
Borno,Ngala,Taura,july,2021,4,-1,1,0.6,5,572
Bauchi,Dass,Alkaleri,july,2021,1,-1,1,0.6,5,550
Borno,Nganzai,Gawabawa,august,2021,2,-1,1,0.6,5,609
Borno,Nganzai,Gawabawa,august,2021,3,-1,1,0.6,5,639
Borno,Nganzai,Gawabawa,august,2021,4,-1,1,0.6,5,669
Katsina,Daura,Babura,may,2021,1,-1,1,0.975975976,5,550
Borno,Shani,Alkaleri,july,2021,2,-1,1,0.6,5,580
Borno,Shani,Alkaleri,july,2021,3,-1,1,0.6,5,610
Borno,Shani,Alkaleri,july,2021,4,-1,1,0.6,5,640
Kano,Dawakin Kudu,Gwarzo,august,2021,1,-1,1,0.6,5,579
Cross River,Bekwara,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Cross River,Bekwara,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Cross River,Bekwara,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Kano,Dawakin Tofa,Taura,july,2021,1,-1,1,0.6,5,550
Cross River,Obanliku,Obubra,june,2021,2,-1,1,0.6,5,548
Cross River,Obanliku,Obubra,june,2021,3,-1,1,0.6,5,578
Cross River,Obanliku,Obubra,june,2021,4,-1,1,0.6,5,608
Kogi,Dekina,Owan East,march,2021,1,-1,1,0.6,5,426
Cross River,Obudu,Obubra,june,2021,2,-1,1,0.6,5,548
Cross River,Obudu,Obubra,june,2021,3,-1,1,0.6,5,578
Cross River,Obudu,Obubra,june,2021,4,-1,1,0.6,5,608
Adamawa,Demsa,Alkaleri,july,2021,1,-1,1,0.6,5,550
Cross River,Ogoja,Obubra,june,2021,2,-1,1,0.6,5,548
