State,LGA,repDS,peak,year,round,duration,coverage_high_access,coverage_low_access,max_age,simday
Katsina,Kaita,Rimi,march,2024,3,-1,1,0.951951952,5,1702
Katsina,Kaita,Rimi,march,2024,4,-1,1,0.6,5,1730
Kebbi,Aleiro,Birnin Kebbi,august,2024,1,-1,1,0.6,5,1678
Kebbi,Aleiro,Birnin Kebbi,august,2024,2,-1,1,0.6,5,1708
Kebbi,Aleiro,Birnin Kebbi,august,2024,3,-1,1,0.6,5,1738
Kebbi,Aleiro,Birnin Kebbi,august,2024,4,-1,1,0.6,5,1768
Kebbi,Arewa-Dandi,Birnin Kebbi,august,2024,1,-1,1,0.6,5,1678
Kebbi,Arewa-Dandi,Birnin Kebbi,august,2024,2,-1,1,0.6,5,1708
Kebbi,Arewa-Dandi,Birnin Kebbi,august,2024,3,-1,1,0.6,5,1738
Kebbi,Arewa-Dandi,Birnin Kebbi,august,2024,4,-1,1,0.6,5,1768
Kebbi,Argungu,Birnin Kebbi,august,2024,1,-1,1,0.6,5,1678
Kebbi,Argungu,Birnin Kebbi,august,2024,2,-1,1,0.6,5,1708
Kebbi,Argungu,Birnin Kebbi,august,2024,3,-1,1,0.6,5,1738
Kebbi,Argungu,Birnin Kebbi,august,2024,4,-1,1,0.6,5,1768
Kebbi,Augie,Birnin Kebbi,august,2024,1,-1,1,0.6,5,1678
Kebbi,Augie,Birnin Kebbi,august,2024,2,-1,1,0.6,5,1708
Kebbi,Augie,Birnin Kebbi,august,2024,3,-1,1,0.6,5,1738
Kebbi,Augie,Birnin Kebbi,august,2024,4,-1,1,0.6,5,1768
Kebbi,Bagudo,Birnin Kebbi,august,2024,1,-1,1,0.6,5,1678
Kebbi,Bagudo,Birnin Kebbi,august,2024,2,-1,1,0.6,5,1708
Kebbi,Bagudo,Birnin Kebbi,august,2024,3,-1,1,0.6,5,1738
Kebbi,Bagudo,Birnin Kebbi,august,2024,4,-1,1,0.6,5,1768
Kebbi,Birnin Kebbi,Birnin Kebbi,august,2024,1,-1,1,0.6,5,1678
Kebbi,Birnin Kebbi,Birnin Kebbi,august,2024,2,-1,1,0.6,5,1708
Kebbi,Birnin Kebbi,Birnin Kebbi,august,2024,3,-1,1,0.6,5,1738
Kebbi,Birnin Kebbi,Birnin Kebbi,august,2024,4,-1,1,0.6,5,1768
Kebbi,Bunza,Birnin Kebbi,august,2024,1,-1,1,0.6,5,1678
Kebbi,Bunza,Birnin Kebbi,august,2024,2,-1,1,0.6,5,1708
Kebbi,Bunza,Birnin Kebbi,august,2024,3,-1,1,0.6,5,1738
Kebbi,Bunza,Birnin Kebbi,august,2024,4,-1,1,0.6,5,1768
Kebbi,Dandi,Birnin Kebbi,august,2024,1,-1,1,0.6,5,1678
Kebbi,Dandi,Birnin Kebbi,august,2024,2,-1,1,0.6,5,1708
Kebbi,Dandi,Birnin Kebbi,august,2024,3,-1,1,0.6,5,1738
Kebbi,Dandi,Birnin Kebbi,august,2024,4,-1,1,0.6,5,1768
Kebbi,Fakai,Birnin Kebbi,august,2024,1,-1,1,0.6,5,1678
Kebbi,Fakai,Birnin Kebbi,august,2024,2,-1,1,0.6,5,1708
Kebbi,Fakai,Birnin Kebbi,august,2024,3,-1,1,0.6,5,1738
Kebbi,Fakai,Birnin Kebbi,august,2024,4,-1,1,0.6,5,1768
Kebbi,Gwandu,Birnin Kebbi,august,2024,1,-1,1,0.6,5,1678
Kebbi,Gwandu,Birnin Kebbi,august,2024,2,-1,1,0.6,5,1708
Kebbi,Gwandu,Birnin Kebbi,august,2024,3,-1,1,0.6,5,1738
Kebbi,Gwandu,Birnin Kebbi,august,2024,4,-1,1,0.6,5,1768
Kebbi,Jega,Birnin Kebbi,august,2024,1,-1,1,0.6,5,1678
Kebbi,Jega,Birnin Kebbi,august,2024,2,-1,1,0.6,5,1708
Kebbi,Jega,Birnin Kebbi,august,2024,3,-1,1,0.6,5,1738
Kebbi,Jega,Birnin Kebbi,august,2024,4,-1,1,0.6,5,1768
Kebbi,Kalgo,Birnin Kebbi,august,2024,1,-1,1,0.6,5,1678
Kebbi,Kalgo,Birnin Kebbi,august,2024,2,-1,1,0.6,5,1708
Kebbi,Kalgo,Birnin Kebbi,august,2024,3,-1,1,0.6,5,1738
Kebbi,Kalgo,Birnin Kebbi,august,2024,4,-1,1,0.6,5,1768
Kebbi,Koko-Besse,Birnin Kebbi,august,2024,1,-1,1,0.6,5,1678
Kebbi,Koko-Besse,Birnin Kebbi,august,2024,2,-1,1,0.6,5,1708
Kebbi,Koko-Besse,Birnin Kebbi,august,2024,3,-1,1,0.6,5,1738
Kebbi,Koko-Besse,Birnin Kebbi,august,2024,4,-1,1,0.6,5,1768
Kebbi,Maiyama,Birnin Kebbi,august,2024,1,-1,1,0.6,5,1678
Kebbi,Maiyama,Birnin Kebbi,august,2024,2,-1,1,0.6,5,1708
Kebbi,Maiyama,Birnin Kebbi,august,2024,3,-1,1,0.6,5,1738
Kebbi,Maiyama,Birnin Kebbi,august,2024,4,-1,1,0.6,5,1768
Kebbi,Ngaski,Owan East,march,2024,1,-1,1,0.6,5,1531
Kebbi,Ngaski,Owan East,march,2024,2,-1,1,0.6,5,1561
Kebbi,Ngaski,Owan East,march,2024,3,-1,1,0.6,5,1591
Kebbi,Ngaski,Owan East,march,2024,4,-1,1,0.6,5,1621
Kebbi,Sakaba,Alkaleri,july,2024,1,-1,1,0.6,5,1646
Kebbi,Sakaba,Alkaleri,july,2024,2,-1,1,0.6,5,1676
Kebbi,Sakaba,Alkaleri,july,2024,3,-1,1,0.6,5,1706
Kebbi,Sakaba,Alkaleri,july,2024,4,-1,1,0.6,5,1736
Kebbi,Shanga,Birnin Kebbi,august,2024,1,-1,1,0.6,5,1678
Kebbi,Shanga,Birnin Kebbi,august,2024,2,-1,1,0.6,5,1708
Kebbi,Shanga,Birnin Kebbi,august,2024,3,-1,1,0.6,5,1738
Kebbi,Shanga,Birnin Kebbi,august,2024,4,-1,1,0.6,5,1768
Kebbi,Suru,Birnin Kebbi,august,2024,1,-1,1,0.6,5,1678
Kebbi,Suru,Birnin Kebbi,august,2024,2,-1,1,0.6,5,1708
Kebbi,Suru,Birnin Kebbi,august,2024,3,-1,1,0.6,5,1738
Kebbi,Suru,Birnin Kebbi,august,2024,4,-1,1,0.6,5,1768
Kebbi,Wasagu-Danko,Alkaleri,july,2024,1,-1,1,0.6,5,1646
Kebbi,Wasagu-Danko,Alkaleri,july,2024,2,-1,1,0.6,5,1676
Kebbi,Wasagu-Danko,Alkaleri,july,2024,3,-1,1,0.6,5,1706
Kebbi,Wasagu-Danko,Alkaleri,july,2024,4,-1,1,0.6,5,1736
Kebbi,Yauri,Birnin Kebbi,august,2024,1,-1,1,0.6,5,1678
Kebbi,Yauri,Birnin Kebbi,august,2024,2,-1,1,0.6,5,1708
Kebbi,Yauri,Birnin Kebbi,august,2024,3,-1,1,0.6,5,1738
Kebbi,Yauri,Birnin Kebbi,august,2024,4,-1,1,0.6,5,1768
Kebbi,Zuru,Alkaleri,july,2024,1,-1,1,0.6,5,1646
Kebbi,Zuru,Alkaleri,july,2024,2,-1,1,0.6,5,1676
Kebbi,Zuru,Alkaleri,july,2024,3,-1,1,0.6,5,1706
Kebbi,Zuru,Alkaleri,july,2024,4,-1,1,0.6,5,1736
Kogi,Adavi,Owan East,march,2024,1,-1,1,0.6,5,1531
Kogi,Adavi,Owan East,march,2024,2,-1,1,0.6,5,1561
Kogi,Adavi,Owan East,march,2024,3,-1,1,0.6,5,1591
Kogi,Adavi,Owan East,march,2024,4,-1,1,0.6,5,1621
Kogi,Ajaokuta,Owan East,march,2024,1,-1,1,0.6,5,1531
Kogi,Ajaokuta,Owan East,march,2024,2,-1,1,0.6,5,1561
Kogi,Ajaokuta,Owan East,march,2024,3,-1,1,0.6,5,1591
Kogi,Ajaokuta,Owan East,march,2024,4,-1,1,0.6,5,1621
Kogi,Bassa1,Keana,august,2024,1,-1,1,0.6,5,1678
Kogi,Bassa1,Keana,august,2024,2,-1,1,0.6,5,1708
Kogi,Bassa1,Keana,august,2024,3,-1,1,0.6,5,1738
Kogi,Bassa1,Keana,august,2024,4,-1,1,0.6,5,1768
Kogi,Dekina,Owan East,march,2024,1,-1,1,0.6,5,1531
Kogi,Dekina,Owan East,march,2024,2,-1,1,0.6,5,1561
Kogi,Dekina,Owan East,march,2024,3,-1,1,0.6,5,1591
Kogi,Dekina,Owan East,march,2024,4,-1,1,0.6,5,1621
Kogi,Kabba-Bunu,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Kogi,Kabba-Bunu,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Kogi,Kabba-Bunu,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Kogi,Kabba-Bunu,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Kogi,Kogi,Keana,august,2024,1,-1,1,0.6,5,1678
Kogi,Kogi,Keana,august,2024,2,-1,1,0.6,5,1708
Kogi,Kogi,Keana,august,2024,3,-1,1,0.6,5,1738
Kogi,Kogi,Keana,august,2024,4,-1,1,0.6,5,1768
Kogi,Lokoja,Keana,august,2024,1,-1,1,0.6,5,1678
Kogi,Lokoja,Keana,august,2024,2,-1,1,0.6,5,1708
Kogi,Lokoja,Keana,august,2024,3,-1,1,0.6,5,1738
Kogi,Lokoja,Keana,august,2024,4,-1,1,0.6,5,1768
Kogi,Okehi,Owan East,march,2024,1,-1,1,0.6,5,1531
Kogi,Okehi,Owan East,march,2024,2,-1,1,0.6,5,1561
Kogi,Okehi,Owan East,march,2024,3,-1,1,0.6,5,1591
Kogi,Okehi,Owan East,march,2024,4,-1,1,0.6,5,1621
Kogi,Omala,Keana,august,2024,1,-1,1,0.6,5,1678
Kogi,Omala,Keana,august,2024,2,-1,1,0.6,5,1708
Kogi,Omala,Keana,august,2024,3,-1,1,0.6,5,1738
Kogi,Omala,Keana,august,2024,4,-1,1,0.6,5,1768
Kogi,Yagba East,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Kogi,Yagba East,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Kogi,Yagba East,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Kogi,Yagba East,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Kogi,Yagba West,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Kogi,Yagba West,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Kogi,Yagba West,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Kogi,Yagba West,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Kwara,Baruten,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Kwara,Baruten,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Kwara,Baruten,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Kwara,Baruten,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Kwara,Edu,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Kwara,Edu,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Kwara,Edu,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Kwara,Edu,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Kwara,Ifelodun1,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Kwara,Ifelodun1,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Kwara,Ifelodun1,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Kwara,Ifelodun1,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Kwara,Kaiama,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Kwara,Kaiama,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Kwara,Kaiama,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Kwara,Kaiama,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Kwara,Moro,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Kwara,Moro,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Kwara,Moro,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Kwara,Moro,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Kwara,Oke-Ero,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Kwara,Oke-Ero,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Kwara,Oke-Ero,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Kwara,Oke-Ero,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Kwara,Pategi,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Kwara,Pategi,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Kwara,Pategi,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Kwara,Pategi,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Nasarawa,Akwanga,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Nasarawa,Akwanga,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Nasarawa,Akwanga,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Nasarawa,Akwanga,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Nasarawa,Awe,Keana,august,2024,1,-1,1,0.6,5,1678
Nasarawa,Awe,Keana,august,2024,2,-1,1,0.6,5,1708
Nasarawa,Awe,Keana,august,2024,3,-1,1,0.6,5,1738
Nasarawa,Awe,Keana,august,2024,4,-1,1,0.6,5,1768
Nasarawa,Doma,Keana,august,2024,1,-1,1,0.6,5,1678
Nasarawa,Doma,Keana,august,2024,2,-1,1,0.6,5,1708
Nasarawa,Doma,Keana,august,2024,3,-1,1,0.6,5,1738
Nasarawa,Doma,Keana,august,2024,4,-1,1,0.6,5,1768
Nasarawa,Karu,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Nasarawa,Karu,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Nasarawa,Karu,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Nasarawa,Karu,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Nasarawa,Keana,Keana,august,2024,1,-1,1,0.6,5,1678
Nasarawa,Keana,Keana,august,2024,2,-1,1,0.6,5,1708
Nasarawa,Keana,Keana,august,2024,3,-1,1,0.6,5,1738
Nasarawa,Keana,Keana,august,2024,4,-1,1,0.6,5,1768
Nasarawa,Keffi,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Nasarawa,Keffi,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Nasarawa,Keffi,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Nasarawa,Keffi,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Nasarawa,Kokona,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Nasarawa,Kokona,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Nasarawa,Kokona,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Nasarawa,Kokona,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Nasarawa,Lafia,Alkaleri,july,2024,1,-1,1,0.6,5,1646
Nasarawa,Lafia,Alkaleri,july,2024,2,-1,1,0.6,5,1676
Nasarawa,Lafia,Alkaleri,july,2024,3,-1,1,0.6,5,1706
Nasarawa,Lafia,Alkaleri,july,2024,4,-1,1,0.6,5,1736
Nasarawa,Nasarawa-Eggon,Alkaleri,july,2024,1,-1,1,0.6,5,1646
Nasarawa,Nasarawa-Eggon,Alkaleri,july,2024,2,-1,1,0.6,5,1676
Nasarawa,Nasarawa-Eggon,Alkaleri,july,2024,3,-1,1,0.6,5,1706
Nasarawa,Nasarawa-Eggon,Alkaleri,july,2024,4,-1,1,0.6,5,1736
Nasarawa,Nasarawa2,Keana,august,2024,1,-1,1,0.6,5,1678
Nasarawa,Nasarawa2,Keana,august,2024,2,-1,1,0.6,5,1708
Nasarawa,Nasarawa2,Keana,august,2024,3,-1,1,0.6,5,1738
Nasarawa,Nasarawa2,Keana,august,2024,4,-1,1,0.6,5,1768
Nasarawa,Obi2,Keana,august,2024,1,-1,1,0.6,5,1678
Nasarawa,Obi2,Keana,august,2024,2,-1,1,0.6,5,1708
Nasarawa,Obi2,Keana,august,2024,3,-1,1,0.6,5,1738
Nasarawa,Obi2,Keana,august,2024,4,-1,1,0.6,5,1768
Nasarawa,Toto,Keana,august,2024,1,-1,1,0.6,5,1678
Nasarawa,Toto,Keana,august,2024,2,-1,1,0.6,5,1708
Nasarawa,Toto,Keana,august,2024,3,-1,1,0.6,5,1738
Nasarawa,Toto,Keana,august,2024,4,-1,1,0.6,5,1768
Nasarawa,Wamba,Alkaleri,july,2024,1,-1,1,0.6,5,1646
Nasarawa,Wamba,Alkaleri,july,2024,2,-1,1,0.6,5,1676
Nasarawa,Wamba,Alkaleri,july,2024,3,-1,1,0.6,5,1706
Nasarawa,Wamba,Alkaleri,july,2024,4,-1,1,0.6,5,1736
Niger,Agaie,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Niger,Agaie,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Niger,Agaie,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Niger,Agaie,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Niger,Agwara,Birnin Kebbi,august,2024,1,-1,1,0.6,5,1678
Niger,Agwara,Birnin Kebbi,august,2024,2,-1,1,0.6,5,1708
Niger,Agwara,Birnin Kebbi,august,2024,3,-1,1,0.6,5,1738
Niger,Agwara,Birnin Kebbi,august,2024,4,-1,1,0.6,5,1768
Niger,Bida,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Niger,Bida,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Niger,Bida,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Niger,Bida,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Niger,Borgu,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Niger,Borgu,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Niger,Borgu,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Niger,Borgu,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Niger,Bosso,Keana,august,2024,1,-1,1,0.6,5,1678
Niger,Bosso,Keana,august,2024,2,-1,1,0.6,5,1708
Niger,Bosso,Keana,august,2024,3,-1,1,0.6,5,1738
Niger,Bosso,Keana,august,2024,4,-1,1,0.6,5,1768
Niger,Chanchaga,Keana,august,2024,1,-1,1,0.6,5,1678
Niger,Chanchaga,Keana,august,2024,2,-1,1,0.6,5,1708
Niger,Chanchaga,Keana,august,2024,3,-1,1,0.6,5,1738
Niger,Chanchaga,Keana,august,2024,4,-1,1,0.6,5,1768
Niger,Edati,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Niger,Edati,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Niger,Edati,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Niger,Edati,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Niger,Gbako,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Niger,Gbako,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Niger,Gbako,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Niger,Gbako,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Niger,Gurara,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Niger,Gurara,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Niger,Gurara,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Niger,Gurara,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Niger,Katcha,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Niger,Katcha,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Niger,Katcha,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Niger,Katcha,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Niger,Kontagora,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Niger,Kontagora,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Niger,Kontagora,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Niger,Kontagora,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Niger,Lapai,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Niger,Lapai,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Niger,Lapai,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Niger,Lapai,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Niger,Lavun,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Niger,Lavun,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Niger,Lavun,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Niger,Lavun,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Niger,Magama,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Niger,Magama,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Niger,Magama,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Niger,Magama,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Niger,Mariga,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Niger,Mariga,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Niger,Mariga,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Niger,Mariga,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Niger,Mashegu,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Niger,Mashegu,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Niger,Mashegu,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Niger,Mashegu,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Niger,Mokwa,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Niger,Mokwa,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Niger,Mokwa,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Niger,Mokwa,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Niger,Muya,Giwa,august,2024,1,-1,1,0.6,5,1678
Niger,Muya,Giwa,august,2024,2,-1,1,0.6,5,1708
Niger,Muya,Giwa,august,2024,3,-1,1,0.6,5,1738
Niger,Muya,Giwa,august,2024,4,-1,1,0.6,5,1768
Niger,Pailoro,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Niger,Pailoro,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Niger,Pailoro,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Niger,Pailoro,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Niger,Rafi,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Niger,Rafi,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Niger,Rafi,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Niger,Rafi,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Niger,Rijau,Alkaleri,july,2024,1,-1,1,0.6,5,1646
Niger,Rijau,Alkaleri,july,2024,2,-1,1,0.6,5,1676
Niger,Rijau,Alkaleri,july,2024,3,-1,1,0.6,5,1706
Niger,Rijau,Alkaleri,july,2024,4,-1,1,0.6,5,1736
Niger,Shiroro,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Niger,Shiroro,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Niger,Shiroro,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Niger,Shiroro,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Niger,Suleja,Giwa,august,2024,1,-1,1,0.6,5,1678
Niger,Suleja,Giwa,august,2024,2,-1,1,0.6,5,1708
Niger,Suleja,Giwa,august,2024,3,-1,1,0.6,5,1738
Niger,Suleja,Giwa,august,2024,4,-1,1,0.6,5,1768
Niger,Tafa,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Niger,Tafa,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Niger,Tafa,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Niger,Tafa,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Niger,Wushishi,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Niger,Wushishi,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Niger,Wushishi,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Niger,Wushishi,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Oyo,Irepo,Oke-Ero,july,2024,1,-1,1,0.6,5,1646
Oyo,Irepo,Oke-Ero,july,2024,2,-1,1,0.6,5,1676
Oyo,Irepo,Oke-Ero,july,2024,3,-1,1,0.6,5,1706
Oyo,Irepo,Oke-Ero,july,2024,4,-1,1,0.6,5,1736
Plateau,Barikin Ladi,Soba,july,2024,1,-1,1,0.6,5,1646
Plateau,Barikin Ladi,Soba,july,2024,2,-1,1,0.6,5,1676
Plateau,Barikin Ladi,Soba,july,2024,3,-1,1,0.6,5,1706
Plateau,Barikin Ladi,Soba,july,2024,4,-1,1,0.6,5,1736
Plateau,Bassa2,Soba,july,2024,1,-1,1,0.6,5,1646
Plateau,Bassa2,Soba,july,2024,2,-1,1,0.6,5,1676
Plateau,Bassa2,Soba,july,2024,3,-1,1,0.6,5,1706
Plateau,Bassa2,Soba,july,2024,4,-1,1,0.6,5,1736
Plateau,Bokkos,Giwa,august,2024,1,-1,1,0.6,5,1678
Plateau,Bokkos,Giwa,august,2024,2,-1,1,0.6,5,1708
Plateau,Bokkos,Giwa,august,2024,3,-1,1,0.6,5,1738
Plateau,Bokkos,Giwa,august,2024,4,-1,1,0.6,5,1768
Plateau,Jos East,Soba,july,2024,1,-1,1,0.6,5,1646
Plateau,Jos East,Soba,july,2024,2,-1,1,0.6,5,1676
Plateau,Jos East,Soba,july,2024,3,-1,1,0.6,5,1706
Plateau,Jos East,Soba,july,2024,4,-1,1,0.6,5,1736
Plateau,Jos North,Soba,july,2024,1,-1,1,0.6,5,1646
Plateau,Jos North,Soba,july,2024,2,-1,1,0.6,5,1676
Plateau,Jos North,Soba,july,2024,3,-1,1,0.6,5,1706
Plateau,Jos North,Soba,july,2024,4,-1,1,0.6,5,1736
Plateau,Jos South,Soba,july,2024,1,-1,1,0.6,5,1646
Plateau,Jos South,Soba,july,2024,2,-1,1,0.6,5,1676
Plateau,Jos South,Soba,july,2024,3,-1,1,0.6,5,1706
Plateau,Jos South,Soba,july,2024,4,-1,1,0.6,5,1736
Plateau,Kanam,Alkaleri,july,2024,1,-1,1,0.6,5,1646
Plateau,Kanam,Alkaleri,july,2024,2,-1,1,0.6,5,1676
Plateau,Kanam,Alkaleri,july,2024,3,-1,1,0.6,5,1706
Plateau,Kanam,Alkaleri,july,2024,4,-1,1,0.6,5,1736
Plateau,Kanke,Alkaleri,july,2024,1,-1,1,0.6,5,1646
Plateau,Kanke,Alkaleri,july,2024,2,-1,1,0.6,5,1676
Plateau,Kanke,Alkaleri,july,2024,3,-1,1,0.6,5,1706
Plateau,Kanke,Alkaleri,july,2024,4,-1,1,0.6,5,1736
Plateau,Langtang North,Alkaleri,july,2024,1,-1,1,0.6,5,1646
Plateau,Langtang North,Alkaleri,july,2024,2,-1,1,0.6,5,1676
Plateau,Langtang North,Alkaleri,july,2024,3,-1,1,0.6,5,1706
Plateau,Langtang North,Alkaleri,july,2024,4,-1,1,0.6,5,1736
Plateau,Langtang South,Keana,august,2024,1,-1,1,0.6,5,1678
Plateau,Langtang South,Keana,august,2024,2,-1,1,0.6,5,1708
Plateau,Langtang South,Keana,august,2024,3,-1,1,0.6,5,1738
Plateau,Langtang South,Keana,august,2024,4,-1,1,0.6,5,1768
Plateau,Mangu,Darazo,july,2024,1,-1,1,0.6,5,1646
Plateau,Mangu,Darazo,july,2024,2,-1,1,0.6,5,1676
Plateau,Mangu,Darazo,july,2024,3,-1,1,0.6,5,1706
