LGA,Rep_DS,State,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override
Ijero,Oke-Ero,NA,0.237445834,0.237445834,0.588,0,-1,2018,-1
Ijumu,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Ika,Ngor-Okpala,NA,0.340048084,0.340048084,0.588,0,-1,2018,-1
Ika North East,Uzo-Uwani,NA,0.504230982,0.504230982,0.588,0,-1,2018,-1
Ika South,Uzo-Uwani,NA,0.504230982,0.504230982,0.588,0,-1,2018,-1
Ikara,Soba,NA,0.024593628,0.024593628,0.588,0,-1,2018,-1
Ikeduru,Ngor-Okpala,NA,0.223071148,0.223071148,0.588,0,-1,2018,-1
Ikeja,Uzo-Uwani,NA,0.504230982,0.504230982,0.588,0,-1,2018,-1
Ikenne,Owan East,NA,0.334731335,0.334731335,0.588,0,-1,2018,-1
Ikere,Owan East,NA,0.334731335,0.334731335,0.588,0,-1,2018,-1
Ikole,Oke-Ero,NA,0.031594048,0.031594048,0.588,0,-1,2018,-1
Ikom,Obubra,NA,0.492116988,0.492116988,0.588,0,-1,2018,-1
Ikono,Ngor-Okpala,NA,0.6,0.6,0.588,0,-1,2018,-1
Ikorodu,Uzo-Uwani,NA,0.191408953,0.191408953,0.588,0,-1,2018,-1
Ikot Abasi,Nsit Ubium,NA,0.6,0.6,0.588,0,-1,2018,-1
Ikot Ekpene,Ngor-Okpala,NA,0.195972773,0.195972773,0.588,0,-1,2018,-1
Ikpoba-Okha,Uzo-Uwani,NA,0.205357168,0.205357168,0.588,0,-1,2018,-1
Ikwerre,Oru West,NA,0.383385148,0.383385148,0.588,0,-1,2018,-1
Ikwo,Obubra,NA,0.568441703,0.568441703,0.588,0,-1,2018,-1
Ikwuano,Ngor-Okpala,NA,0.340048084,0.340048084,0.588,0,-1,2018,-1
Ila,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Ilaje,Owan East,NA,0.334731335,0.334731335,0.588,0,-1,2018,-1
Ilemeji,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Ile-Oluji-Okeigbo,Oke-Ero,NA,0.533333333,0.533333333,0.588,0,-1,2018,-1
Ilesha East,Owan East,NA,0.6,0.6,0.588,0,-1,2018,-1
Ilesha West,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Illela,Gawabawa,NA,0.0281821,0.0281821,0.588,0,-1,2018,-1
Ilorin East,Oke-Ero,NA,0.466718107,0.466718107,0.588,0,-1,2018,-1
Ilorin South,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Ilorin West,Owan East,NA,0.403199951,0.403199951,0.588,0,-1,2018,-1
Imeko-Afon,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Ingawa,Rimi,NA,0.066666667,0.066666667,0.588,0,-1,2018,-1
Ini,Ngor-Okpala,NA,0.340048084,0.340048084,0.588,0,-1,2018,-1
Ipokia,Uzo-Uwani,NA,0.504230982,0.504230982,0.588,0,-1,2018,-1
Irele,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Irepo,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Irepodun1,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Irepodun2,Owan East,NA,0.334731335,0.334731335,0.588,0,-1,2018,-1
Irepodun-Ifelodun,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Irewole,Akinyele,NA,0.57272734,0.57272734,0.588,0,-1,2018,-1
Isa,Rimi,NA,0.251994686,0.251994686,0.588,0,-1,2018,-1
Ise-Orun,Oke-Ero,NA,0.6,0.6,0.588,0,-1,2018,-1
Iseyin,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Ishielu,Owan East,NA,0.281682656,0.281682656,0.588,0,-1,2018,-1
Isiala Mbano,Owan East,NA,0.334731335,0.334731335,0.588,0,-1,2018,-1
Isiala-Ngwa North,Ngor-Okpala,NA,0.407354323,0.407354323,0.588,0,-1,2018,-1
Isiala-Ngwa South,Ngor-Okpala,NA,0.340048084,0.340048084,0.588,0,-1,2018,-1
Isin,Ngor-Okpala,NA,0.639674533,0.639674533,0.588,0,-1,2018,-1
Isi-Uzo,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Isokan,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Isoko North,Isoko South,NA,0.145915488,0.145915488,0.588,0,-1,2018,-1
Isoko South,Isoko South,NA,0.145915488,0.145915488,0.588,0,-1,2018,-1
Isu,Ngor-Okpala,NA,0.6,0.6,0.588,0,-1,2018,-1
Isuikwato,Ngor-Okpala,NA,0.340048084,0.340048084,0.588,0,-1,2018,-1
Itas-Gadau,Taura,NA,0.20914634,0.20914634,0.588,0,-1,2018,-1
Itesiwaju,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Itu,Ngor-Okpala,NA,0.8,0.8,0.588,0,-1,2018,-1
Ivo,Ngor-Okpala,NA,0.340048084,0.340048084,0.588,0,-1,2018,-1
Iwajowa,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Iwo,Akinyele,NA,0.55683723,0.55683723,0.588,0,-1,2018,-1
Izzi,Owan East,NA,0.584262878,0.584262878,0.588,0,-1,2018,-1
Jaba,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Jada,Alkaleri,NA,0.114793366,0.114793366,0.588,0,-1,2018,-1
Jahun,Taura,NA,0.265611012,0.265611012,0.588,0,-1,2018,-1
Jakusko,Taura,NA,0.209913649,0.209913649,0.588,0,-1,2018,-1
Jalingo,Keana,NA,0.411188742,0.411188742,0.588,0,-1,2018,-1
Jama'are,Taura,NA,0.170352074,0.170352074,0.588,0,-1,2018,-1
Jega,Birnin Kebbi,NA,0.680127414,0.680127414,0.588,0,-1,2018,-1
Jema'a,Soba,NA,0.167010312,0.167010312,0.588,0,-1,2018,-1
Jere,Gawabawa,NA,0.6,0.6,0.588,0,-1,2018,-1
Jibia,Rimi,NA,0.4,0.4,0.588,0,-1,2018,-1
Jos East,Soba,NA,0.6,0.6,0.588,0,-1,2018,-1
Jos North,Soba,NA,0.125551464,0.125551464,0.588,0,-1,2018,-1
Jos South,Soba,NA,0.024593628,0.024593628,0.588,0,-1,2018,-1
Kabba-Bunu,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Kabo,Gwarzo,NA,0.394403622,0.394403622,0.588,0,-1,2018,-1
Kachia,Ngor-Okpala,NA,0.031329414,0.031329414,0.588,0,-1,2018,-1
Kaduna North,Soba,NA,0.078884468,0.078884468,0.588,0,-1,2018,-1
Kaduna South,Soba,NA,0.024593628,0.024593628,0.588,0,-1,2018,-1
Kafin Hausa,Taura,NA,0.502882356,0.502882356,0.588,0,-1,2018,-1
Kafur,Gwarzo,NA,0.245614018,0.245614018,0.588,0,-1,2018,-1
Kaga,Darazo,NA,0.137245291,0.137245291,0.588,0,-1,2018,-1
Kagarko,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Kaiama,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Kaita,Rimi,NA,0.184615385,0.184615385,0.588,0,-1,2018,-1
Kajola,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Kajuru,Soba,NA,0.024593628,0.024593628,0.588,0,-1,2018,-1
Kala-Balge,Darazo,NA,0.137245291,0.137245291,0.588,0,-1,2018,-1
Kalgo,Birnin Kebbi,NA,0.633833569,0.633833569,0.588,0,-1,2018,-1
Kaltungo,Alkaleri,NA,0.280953064,0.280953064,0.588,0,-1,2018,-1
Kanam,Alkaleri,NA,0.356603698,0.356603698,0.588,0,-1,2018,-1
Kankara,Rimi,NA,0.251994686,0.251994686,0.588,0,-1,2018,-1
Kanke,Alkaleri,NA,0.280953064,0.280953064,0.588,0,-1,2018,-1
Kankia,Rimi,NA,0.342857143,0.342857143,0.588,0,-1,2018,-1
Kano Municipal,Alkaleri,NA,0.280953064,0.280953064,0.588,0,-1,2018,-1
Karasuwa,Taura,NA,0.06899349,0.06899349,0.588,0,-1,2018,-1
Karaye,Gwarzo,NA,0.5,0.5,0.588,0,-1,2018,-1
Karin-Lamido,Alkaleri,NA,0.188297864,0.188297864,0.588,0,-1,2018,-1
Karu,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Katagum,Gwarzo,NA,0.140186963,0.140186963,0.588,0,-1,2018,-1
Katcha,Oke-Ero,NA,0.367765602,0.367765602,0.588,0,-1,2018,-1
Katsina,Rimi,NA,0.598739507,0.598739507,0.588,0,-1,2018,-1
Katsina-Ala,Keana,NA,0.212624656,0.212624656,0.588,0,-1,2018,-1
Kaugama,Taura,NA,0.133333333,0.133333333,0.588,0,-1,2018,-1
Kaura,Soba,NA,0.024593628,0.024593628,0.588,0,-1,2018,-1
Kaura-Namoda,Rimi,NA,0.251994686,0.251994686,0.588,0,-1,2018,-1
Kauru,Soba,NA,0.024593628,0.024593628,0.588,0,-1,2018,-1
Kazaure,Babura,NA,0.375,0.375,0.588,0,-1,2018,-1
Keana,Keana,NA,0.212624656,0.212624656,0.588,0,-1,2018,-1
Kebbe,Birnin Kebbi,NA,0.506706816,0.506706816,0.588,0,-1,2018,-1
Keffi,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Khana,Nsit Ubium,NA,0.342857143,0.342857143,0.588,0,-1,2018,-1
Kibiya,Gwarzo,NA,0.206607056,0.206607056,0.588,0,-1,2018,-1
Kirfi,Alkaleri,NA,0.092307692,0.092307692,0.588,0,-1,2018,-1
Kiri Kasamma,Taura,NA,0.352475226,0.352475226,0.588,0,-1,2018,-1
Kiru,Gwarzo,NA,0.286499311,0.286499311,0.588,0,-1,2018,-1
Kiyawa,Takali,NA,0.171428572,0.171428572,0.588,0,-1,2018,-1
Kogi,Keana,NA,0.4,0.4,0.588,0,-1,2018,-1
Koko-Besse,Birnin Kebbi,NA,0.756407446,0.756407446,0.588,0,-1,2018,-1
Kokona,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Kolokuma-Opokuma,Ahoada West,NA,0.466858746,0.466858746,0.588,0,-1,2018,-1
Konduga,Darazo,NA,0.6,0.6,0.588,0,-1,2018,-1
Konshisha,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Kontagora,Oke-Ero,NA,0.385126606,0.385126606,0.588,0,-1,2018,-1
Kosofe,Isoko South,NA,0.829202024,0.829202024,0.588,0,-1,2018,-1
Kubau,Soba,NA,0.024593628,0.024593628,0.588,0,-1,2018,-1
Kudan,Giwa,NA,0.156609998,0.156609998,0.588,0,-1,2018,-1
Kuje,Keana,NA,0.212624656,0.212624656,0.588,0,-1,2018,-1
Kukawa,Babura,NA,0.72,0.72,0.588,0,-1,2018,-1
Kumbotso,Taura,NA,0.209913649,0.209913649,0.588,0,-1,2018,-1
Kunchi,Babura,NA,0.176892424,0.176892424,0.588,0,-1,2018,-1
Kura,Gwarzo,NA,0.266666666,0.266666666,0.588,0,-1,2018,-1
Kurfi,Rimi,NA,0.251994686,0.251994686,0.588,0,-1,2018,-1
Kurmi,Oru West,NA,0.48,0.48,0.588,0,-1,2018,-1
Kusada,Rimi,NA,0.225,0.225,0.588,0,-1,2018,-1
Kwali,Keana,NA,0.212624656,0.212624656,0.588,0,-1,2018,-1
Kwami,Alkaleri,NA,0.08339344,0.08339344,0.588,0,-1,2018,-1
Kwande,Oke-Ero,NA,0.226415276,0.226415276,0.588,0,-1,2018,-1
Kware,Gawabawa,NA,0.24,0.24,0.588,0,-1,2018,-1
Kwaya Kusar,Alkaleri,NA,0.280953064,0.280953064,0.588,0,-1,2018,-1
Lafia,Alkaleri,NA,0.280953064,0.280953064,0.588,0,-1,2018,-1
Lagelu,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Lagos Island,Isoko South,NA,0.145915488,0.145915488,0.588,0,-1,2018,-1
Lagos Mainland,Isoko South,NA,0.145915488,0.145915488,0.588,0,-1,2018,-1
Lamurde,Alkaleri,NA,0.280953064,0.280953064,0.588,0,-1,2018,-1
Langtang North,Alkaleri,NA,0.280953064,0.280953064,0.588,0,-1,2018,-1
Langtang South,Keana,NA,0.212624656,0.212624656,0.588,0,-1,2018,-1
Lapai,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Lau,Alkaleri,NA,0.218181818,0.218181818,0.588,0,-1,2018,-1
Lavun,Oke-Ero,NA,0.491330524,0.491330524,0.588,0,-1,2018,-1
Lere,Soba,NA,0.024593628,0.024593628,0.588,0,-1,2018,-1
Logo,Keana,NA,0.212624656,0.212624656,0.588,0,-1,2018,-1
Lokoja,Keana,NA,0.212624656,0.212624656,0.588,0,-1,2018,-1
Machina,Taura,NA,0.065615144,0.065615144,0.588,0,-1,2018,-1
Madagali,Darazo,NA,0.137245291,0.137245291,0.588,0,-1,2018,-1
Madobi,Taura,NA,0.209913649,0.209913649,0.588,0,-1,2018,-1
Mafa,Darazo,NA,0.137245291,0.137245291,0.588,0,-1,2018,-1
Magama,Oke-Ero,NA,0.362762164,0.362762164,0.588,0,-1,2018,-1
Magumeri,Gawabawa,NA,0.127957733,0.127957733,0.588,0,-1,2018,-1
Mai'Adua,Rimi,NA,0.48,0.48,0.588,0,-1,2018,-1
Maiduguri,Darazo,NA,0.037416476,0.037416476,0.588,0,-1,2018,-1
Maigatari,Babura,NA,0.247083792,0.247083792,0.588,0,-1,2018,-1
Maiha,Alkaleri,NA,0.280953064,0.280953064,0.588,0,-1,2018,-1
Maiyama,Birnin Kebbi,NA,0.866666666,0.866666666,0.588,0,-1,2018,-1
Makoda,Babura,NA,0.72,0.72,0.588,0,-1,2018,-1
Makurdi,Keana,NA,0.101243465,0.101243465,0.588,0,-1,2018,-1
Malam Madori,Taura,NA,0.6,0.6,0.588,0,-1,2018,-1
Malumfashi,Gwarzo,NA,0.8,0.8,0.588,0,-1,2018,-1
Mangu,Darazo,NA,0.343598692,0.343598692,0.588,0,-1,2018,-1
Mani,Rimi,NA,0.23985794,0.23985794,0.588,0,-1,2018,-1
Maradun,Darazo,NA,0.088192787,0.088192787,0.588,0,-1,2018,-1
Mariga,Oke-Ero,NA,0.12,0.12,0.588,0,-1,2018,-1
Markafi,Gwarzo,NA,0.206607056,0.206607056,0.588,0,-1,2018,-1
Marte,Babura,NA,0.419132831,0.419132831,0.588,0,-1,2018,-1
Maru,Giwa,NA,0.156609998,0.156609998,0.588,0,-1,2018,-1
Mashegu,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Mashi,Rimi,NA,0.2,0.2,0.588,0,-1,2018,-1
Matazuu,Rimi,NA,0.342857143,0.342857143,0.588,0,-1,2018,-1
Mayo-Belwa,Alkaleri,NA,0.654545454,0.654545454,0.588,0,-1,2018,-1
Mbaitoli,Ngor-Okpala,NA,0.453256152,0.453256152,0.588,0,-1,2018,-1
Mbo,Nsit Ubium,NA,0.12,0.12,0.588,0,-1,2018,-1
Michika,Darazo,NA,0.137245291,0.137245291,0.588,0,-1,2018,-1
Miga,Taura,NA,0.133333333,0.133333333,0.588,0,-1,2018,-1
Mikang,Alkaleri,NA,0.280953064,0.280953064,0.588,0,-1,2018,-1
Minjibir,Taura,NA,0.645549535,0.645549535,0.588,0,-1,2018,-1
Misau,Darazo,NA,0.146964688,0.146964688,0.588,0,-1,2018,-1
Mkpat Enin,Nsit Ubium,NA,0.455947176,0.455947176,0.588,0,-1,2018,-1
Moba,Oke-Ero,NA,0.104395444,0.104395444,0.588,0,-1,2018,-1
Mobbar,Babura,NA,0.628879777,0.628879777,0.588,0,-1,2018,-1
Mokwa,Oke-Ero,NA,0.307056329,0.307056329,0.588,0,-1,2018,-1
Monguno,Babura,NA,0.419132831,0.419132831,0.588,0,-1,2018,-1
Mopa-Muro,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Moro,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Mubi North,Darazo,NA,0.267341536,0.267341536,0.588,0,-1,2018,-1
Mubi South,Darazo,NA,0.067648787,0.067648787,0.588,0,-1,2018,-1
Musawa,Gwarzo,NA,0.442105264,0.442105264,0.588,0,-1,2018,-1
Mushin,Isoko South,NA,0.145915488,0.145915488,0.588,0,-1,2018,-1
Muya,Giwa,NA,0.428571428,0.428571428,0.588,0,-1,2018,-1
Nafada,Alkaleri,NA,0.241933644,0.241933644,0.588,0,-1,2018,-1
Nangere,Darazo,NA,0.04,0.04,0.588,0,-1,2018,-1
Nasarawa1,Alkaleri,NA,0.280953064,0.280953064,0.588,0,-1,2018,-1
Nasarawa2,Alkaleri,NA,0.439302734,0.439302734,0.588,0,-1,2018,-1
Nasarawa-Eggon,Keana,NA,0.212624656,0.212624656,0.588,0,-1,2018,-1
Ndokwa East,Ahoada West,NA,0.295753745,0.295753745,0.588,0,-1,2018,-1
Ndokwa West,Isoko South,NA,0.145915488,0.145915488,0.588,0,-1,2018,-1
Nembe,Ahoada West,NA,0.3,0.3,0.588,0,-1,2018,-1
Ngala,Taura,NA,0.209913649,0.209913649,0.588,0,-1,2018,-1
Nganzai,Gawabawa,NA,0.127957733,0.127957733,0.588,0,-1,2018,-1
Ngaski,Owan East,NA,0.725149144,0.725149144,0.588,0,-1,2018,-1
Ngor-Okpala,Ngor-Okpala,NA,0.666666667,0.666666667,0.588,0,-1,2018,-1
Nguru,Taura,NA,0.209913649,0.209913649,0.588,0,-1,2018,-1
Ningi,Takali,NA,0.10309277,0.10309277,0.588,0,-1,2018,-1
Njaba,Ngor-Okpala,NA,0.96,0.96,0.588,0,-1,2018,-1
Njikoka,Uzo-Uwani,NA,0.8,0.8,0.588,0,-1,2018,-1
Nkanu East,Owan East,NA,0.535487101,0.535487101,0.588,0,-1,2018,-1
Nkanu West,Uzo-Uwani,NA,0.504230982,0.504230982,0.588,0,-1,2018,-1
Nkwerre,Ngor-Okpala,NA,0.3,0.3,0.588,0,-1,2018,-1
Nnewi North,Oru West,NA,0.493292914,0.493292914,0.588,0,-1,2018,-1
Nnewi South,Oru West,NA,0.688659812,0.688659812,0.588,0,-1,2018,-1
Nsit Atai,Nsit Ubium,NA,0.357273313,0.357273313,0.588,0,-1,2018,-1
Nsit Ibom,Nsit Ubium,NA,0.3,0.3,0.588,0,-1,2018,-1
Nsit Ubium,Nsit Ubium,NA,0.514285715,0.514285715,0.588,0,-1,2018,-1
Nsukka,Uzo-Uwani,NA,0.486390544,0.486390544,0.588,0,-1,2018,-1
Numan,Alkaleri,NA,0.776470589,0.776470589,0.588,0,-1,2018,-1
Nwangele,Ngor-Okpala,NA,0.340048084,0.340048084,0.588,0,-1,2018,-1
Obafemi-Owode,Owan East,NA,0.546557155,0.546557155,0.588,0,-1,2018,-1
Obanliku,Obubra,NA,0.492116988,0.492116988,0.588,0,-1,2018,-1
Obi Nwa,Ngor-Okpala,NA,0.340048084,0.340048084,0.588,0,-1,2018,-1
Obi1,Keana,NA,0.212624656,0.212624656,0.588,0,-1,2018,-1
Obi2,Keana,NA,0.212624656,0.212624656,0.588,0,-1,2018,-1
Obia-Akpor,Ahoada West,NA,0.256180553,0.256180553,0.588,0,-1,2018,-1
Obokun,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Obot Akara,Ngor-Okpala,NA,0.340048084,0.340048084,0.588,0,-1,2018,-1
Obowo,Ngor-Okpala,NA,0.340048084,0.340048084,0.588,0,-1,2018,-1
Obubra,Obubra,NA,0.492116988,0.492116988,0.588,0,-1,2018,-1
Obudu,Obubra,NA,0.492116988,0.492116988,0.588,0,-1,2018,-1
Odeda,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Odigbo,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Odogbolu,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Odo-Otin,Owan East,NA,0.334731335,0.334731335,0.588,0,-1,2018,-1
Odukpani,Ngor-Okpala,NA,0.340048084,0.340048084,0.588,0,-1,2018,-1
Offa,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Ofu,Owan East,NA,0.334731335,0.334731335,0.588,0,-1,2018,-1
Ogbadibo,Ahoada West,NA,0.162815078,0.162815078,0.588,0,-1,2018,-1
Ogba-Egbema-Ndoni,Owan East,NA,0.334731335,0.334731335,0.588,0,-1,2018,-1
Ogbaru,Ahoada West,NA,0.8,0.8,0.588,0,-1,2018,-1
Ogbia,Ahoada West,NA,0.295753745,0.295753745,0.588,0,-1,2018,-1
Ogbomosho North,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Ogbomosho South,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Ogo Oluwa,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Ogoja,Obubra,NA,0.492116988,0.492116988,0.588,0,-1,2018,-1
Ogori-Mangongo,Owan East,NA,0.334731335,0.334731335,0.588,0,-1,2018,-1
Ogu-Bolo,Nsit Ubium,NA,0.357273313,0.357273313,0.588,0,-1,2018,-1
Ogun waterside,Owan East,NA,0.334731335,0.334731335,0.588,0,-1,2018,-1
Oguta,Oru West,NA,0.6,0.6,0.588,0,-1,2018,-1
Ohafia,Ngor-Okpala,NA,0.340048084,0.340048084,0.588,0,-1,2018,-1
Ohaji-Egbema,Oru West,NA,0.560262854,0.560262854,0.588,0,-1,2018,-1
Ohaozara,Obubra,NA,0.827419349,0.827419349,0.588,0,-1,2018,-1
Ohaukwu,Owan East,NA,0.3,0.3,0.588,0,-1,2018,-1
Ohimini,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Oji-River,Oru West,NA,0.493292914,0.493292914,0.588,0,-1,2018,-1
Ojo,Isoko South,NA,0.145915488,0.145915488,0.588,0,-1,2018,-1
Oju,Oke-Ero,NA,0.079695446,0.079695446,0.588,0,-1,2018,-1
Oke-Ero,Oke-Ero,NA,0.48,0.48,0.588,0,-1,2018,-1
Okehi,Owan East,NA,0.334731335,0.334731335,0.588,0,-1,2018,-1
Okene,Owan East,NA,0.08768023,0.08768023,0.588,0,-1,2018,-1
Okigwe,Ngor-Okpala,NA,0.4,0.4,0.588,0,-1,2018,-1
Okitipupa,Owan East,NA,0.334731335,0.334731335,0.588,0,-1,2018,-1
Okobo,Nsit Ubium,NA,0.357273313,0.357273313,0.588,0,-1,2018,-1
Okpe,Isoko South,NA,0.145915488,0.145915488,0.588,0,-1,2018,-1
Okpokwu,Akinyele,NA,0.171428572,0.171428572,0.588,0,-1,2018,-1
Okrika,Nsit Ubium,NA,0.673545736,0.673545736,0.588,0,-1,2018,-1
Olamabolo,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Ola-oluwa,Owan East,NA,0.4,0.4,0.588,0,-1,2018,-1
Olorunda,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Olorunsogo,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Oluyole,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Omala,Keana,NA,0.212624656,0.212624656,0.588,0,-1,2018,-1
Omumma,Ngor-Okpala,NA,0.085213102,0.085213102,0.588,0,-1,2018,-1
Ona-Ara,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Ondo East,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Ondo West,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Onicha,Obubra,NA,0.450828737,0.450828737,0.588,0,-1,2018,-1
Onitsha North,Uzo-Uwani,NA,0.504230982,0.504230982,0.588,0,-1,2018,-1
Onitsha South,Uzo-Uwani,NA,0.504230982,0.504230982,0.588,0,-1,2018,-1
Onna,Nsit Ubium,NA,0.431020367,0.431020367,0.588,0,-1,2018,-1
Opobo-Nkoro,Nsit Ubium,NA,0.732527893,0.732527893,0.588,0,-1,2018,-1
Oredo,Uzo-Uwani,NA,0.380597126,0.380597126,0.588,0,-1,2018,-1
Orelope,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Orhionmwon,Uzo-Uwani,NA,0.21858952,0.21858952,0.588,0,-1,2018,-1
Ori Ire,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Oriade,Oke-Ero,NA,0.407424746,0.407424746,0.588,0,-1,2018,-1
Orlu,Oru West,NA,0.3,0.3,0.588,0,-1,2018,-1
Orolu,Oke-Ero,NA,0.363636454,0.363636454,0.588,0,-1,2018,-1
Oron,Nsit Ubium,NA,0.357273313,0.357273313,0.588,0,-1,2018,-1
Orsu,Oru West,NA,0.309193663,0.309193663,0.588,0,-1,2018,-1
Oru East,Oru West,NA,0.493292914,0.493292914,0.588,0,-1,2018,-1
Oru West,Oru West,NA,0.519797429,0.519797429,0.588,0,-1,2018,-1
Oruk Anam,Nsit Ubium,NA,0.351515195,0.351515195,0.588,0,-1,2018,-1
Orumba North,Oru West,NA,0.57692304,0.57692304,0.588,0,-1,2018,-1
Orumba South,Oru West,NA,0.493292914,0.493292914,0.588,0,-1,2018,-1
Ose,Owan East,NA,0.334731335,0.334731335,0.588,0,-1,2018,-1
Oshimili North,Uzo-Uwani,NA,0.504230982,0.504230982,0.588,0,-1,2018,-1
Oshimili South,Uzo-Uwani,NA,0.504230982,0.504230982,0.588,0,-1,2018,-1
Oshodi-Isolo,Uzo-Uwani,NA,0.3,0.3,0.588,0,-1,2018,-1
Osisioma Ngwa,Ngor-Okpala,NA,0.340048084,0.340048084,0.588,0,-1,2018,-1
Osogbo,Owan East,NA,0.6,0.6,0.588,0,-1,2018,-1
Oturkpo,Owan East,NA,0.334731335,0.334731335,0.588,0,-1,2018,-1
Ovia North East,Owan East,NA,0.334731335,0.334731335,0.588,0,-1,2018,-1
Ovia South West,Akinyele,NA,0.171428572,0.171428572,0.588,0,-1,2018,-1
Owan East,Owan East,NA,0.24,0.24,0.588,0,-1,2018,-1
Owan West,Owan East,NA,0.334731335,0.334731335,0.588,0,-1,2018,-1
Owerri North,Ngor-Okpala,NA,0.340048084,0.340048084,0.588,0,-1,2018,-1
Owerri West,Ngor-Okpala,NA,0.340048084,0.340048084,0.588,0,-1,2018,-1
Owerri-Municipal,Oru West,NA,0.493292914,0.493292914,0.588,0,-1,2018,-1
Owo,Owan East,NA,0.17474589,0.17474589,0.588,0,-1,2018,-1
Oye,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Oyi,Uzo-Uwani,NA,0.940438909,0.940438909,0.588,0,-1,2018,-1
Oyigbo,Nsit Ubium,NA,0.6,0.6,0.588,0,-1,2018,-1
Oyo East,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Oyo West,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Oyun,Oke-Ero,NA,0.6163169,0.6163169,0.588,0,-1,2018,-1
Pailoro,Oke-Ero,NA,0.252294254,0.252294254,0.588,0,-1,2018,-1
Pankshin,Alkaleri,NA,0.4,0.4,0.588,0,-1,2018,-1
Patani,Isoko South,NA,0.145915488,0.145915488,0.588,0,-1,2018,-1
Pategi,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Port-Harcourt,Ahoada West,NA,0.368054386,0.368054386,0.588,0,-1,2018,-1
Potiskum,Darazo,NA,0.016776478,0.016776478,0.588,0,-1,2018,-1
Qua'an Pan,Keana,NA,0.150335552,0.150335552,0.588,0,-1,2018,-1
