adm1,LGA,smc_plan1,repDS,peak,year,round,duration,coverage_high_access,coverage_low_access,max_age,simday
Niger,Chanchaga,SMC in PAAR,Keana,august,2021,3,-1,1,0.6,5,639
Niger,Chanchaga,SMC in PAAR,Keana,august,2021,4,-1,1,0.6,5,669
Niger,Edati,SMC in PAAR,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Niger,Edati,SMC in PAAR,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Niger,Edati,SMC in PAAR,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Niger,Edati,SMC in PAAR,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Niger,Gbako,SMC in PAAR,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Niger,Gbako,SMC in PAAR,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Niger,Gbako,SMC in PAAR,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Niger,Gbako,SMC in PAAR,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Niger,Gurara,SMC in PAAR,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Niger,Gurara,SMC in PAAR,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Niger,Gurara,SMC in PAAR,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Niger,Gurara,SMC in PAAR,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Niger,Katcha,SMC in PAAR,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Niger,Katcha,SMC in PAAR,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Niger,Katcha,SMC in PAAR,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Niger,Katcha,SMC in PAAR,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Niger,Kontagora,SMC in PAAR,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Niger,Lapai,SMC in PAAR,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Niger,Lapai,SMC in PAAR,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Niger,Lapai,SMC in PAAR,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Niger,Lapai,SMC in PAAR,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Niger,Lavun,SMC in PAAR,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Niger,Lavun,SMC in PAAR,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Niger,Lavun,SMC in PAAR,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Niger,Lavun,SMC in PAAR,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Niger,Magama,SMC in PAAR,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Niger,Magama,SMC in PAAR,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Niger,Magama,SMC in PAAR,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Niger,Magama,SMC in PAAR,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Niger,Mariga,SMC in PAAR,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Niger,Mariga,SMC in PAAR,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Niger,Mariga,SMC in PAAR,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Niger,Mariga,SMC in PAAR,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Niger,Mashegu,SMC in PAAR,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Niger,Mashegu,SMC in PAAR,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Niger,Mashegu,SMC in PAAR,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Niger,Mashegu,SMC in PAAR,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Niger,Mokwa,SMC in PAAR,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Niger,Mokwa,SMC in PAAR,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Niger,Mokwa,SMC in PAAR,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Niger,Mokwa,SMC in PAAR,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Niger,Muya,SMC in PAAR,Giwa,august,2021,1,-1,1,0.6,5,579
Niger,Muya,SMC in PAAR,Giwa,august,2021,2,-1,1,0.6,5,609
Niger,Muya,SMC in PAAR,Giwa,august,2021,3,-1,1,0.6,5,639
Niger,Muya,SMC in PAAR,Giwa,august,2021,4,-1,1,0.6,5,669
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Niger,Pailoro,SMC in PAAR,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Niger,Rafi,SMC in PAAR,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Niger,Rijau,SMC in PAAR,Alkaleri,july,2021,1,-1,1,0.6,5,550
Niger,Rijau,SMC in PAAR,Alkaleri,july,2021,2,-1,1,0.6,5,580
Niger,Rijau,SMC in PAAR,Alkaleri,july,2021,3,-1,1,0.6,5,610
Niger,Rijau,SMC in PAAR,Alkaleri,july,2021,4,-1,1,0.6,5,640
Niger,Shiroro,SMC in PAAR,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Niger,Shiroro,SMC in PAAR,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Niger,Shiroro,SMC in PAAR,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Niger,Shiroro,SMC in PAAR,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Niger,Suleja,SMC in PAAR,Giwa,august,2021,1,-1,1,0.6,5,579
Niger,Suleja,SMC in PAAR,Giwa,august,2021,2,-1,1,0.6,5,609
Niger,Suleja,SMC in PAAR,Giwa,august,2021,3,-1,1,0.6,5,639
Niger,Suleja,SMC in PAAR,Giwa,august,2021,4,-1,1,0.6,5,669
Niger,Tafa,SMC in PAAR,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Niger,Tafa,SMC in PAAR,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Niger,Tafa,SMC in PAAR,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Niger,Tafa,SMC in PAAR,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Niger,Wushishi,SMC in PAAR,Oke-Ero,july,2021,1,-1,1,0.6,5,550
Niger,Wushishi,SMC in PAAR,Oke-Ero,july,2021,2,-1,1,0.6,5,580
Niger,Wushishi,SMC in PAAR,Oke-Ero,july,2021,3,-1,1,0.6,5,610
Niger,Wushishi,SMC in PAAR,Oke-Ero,july,2021,4,-1,1,0.6,5,640
Sokoto,Binji,SMC,Gawabawa,august,2021,1,-1,1,0.969736842,5,550
Sokoto,Binji,SMC,Gawabawa,august,2021,2,-1,1,0.994736842,5,578
Sokoto,Binji,SMC,Gawabawa,august,2021,3,-1,1,0.992105263,5,606
Sokoto,Binji,SMC,Gawabawa,august,2021,4,-1,1,0.6,5,634
Sokoto,Bodinga,SMC,Gawabawa,august,2021,1,-1,1,0.969736842,5,550
Sokoto,Bodinga,SMC,Gawabawa,august,2021,2,-1,1,0.994736842,5,578
Sokoto,Bodinga,SMC,Gawabawa,august,2021,3,-1,1,0.992105263,5,606
Sokoto,Bodinga,SMC,Gawabawa,august,2021,4,-1,1,0.6,5,634
Sokoto,Dange-Shnsi,SMC,Gawabawa,august,2021,1,-1,1,0.6,5,579
Sokoto,Dange-Shnsi,SMC,Gawabawa,august,2021,2,-1,1,0.6,5,609
Sokoto,Dange-Shnsi,SMC,Gawabawa,august,2021,3,-1,1,0.6,5,639
Sokoto,Dange-Shnsi,SMC,Gawabawa,august,2021,4,-1,1,0.6,5,669
Sokoto,Gada,SMC,Gawabawa,august,2021,1,-1,1,0.969736842,5,550
Sokoto,Gada,SMC,Gawabawa,august,2021,2,-1,1,0.994736842,5,578
Sokoto,Gada,SMC,Gawabawa,august,2021,3,-1,1,0.992105263,5,606
Sokoto,Gada,SMC,Gawabawa,august,2021,4,-1,1,0.6,5,634
Sokoto,Gawabawa,SMC,Gawabawa,august,2021,1,-1,1,0.6,5,579
Sokoto,Gawabawa,SMC,Gawabawa,august,2021,2,-1,1,0.6,5,609
Sokoto,Gawabawa,SMC,Gawabawa,august,2021,3,-1,1,0.6,5,639
Sokoto,Gawabawa,SMC,Gawabawa,august,2021,4,-1,1,0.6,5,669
Sokoto,Goronyo,SMC,Gawabawa,august,2021,1,-1,1,0.969736842,5,550
Sokoto,Goronyo,SMC,Gawabawa,august,2021,2,-1,1,0.994736842,5,578
Sokoto,Goronyo,SMC,Gawabawa,august,2021,3,-1,1,0.992105263,5,606
Sokoto,Goronyo,SMC,Gawabawa,august,2021,4,-1,1,0.6,5,634
Sokoto,Gudu,SMC,Gawabawa,august,2021,1,-1,1,0.969736842,5,550
Sokoto,Gudu,SMC,Gawabawa,august,2021,2,-1,1,0.994736842,5,578
Sokoto,Gudu,SMC,Gawabawa,august,2021,3,-1,1,0.992105263,5,606
Sokoto,Gudu,SMC,Gawabawa,august,2021,4,-1,1,0.6,5,634
Sokoto,Illela,SMC,Gawabawa,august,2021,1,-1,1,0.969736842,5,550
Sokoto,Illela,SMC,Gawabawa,august,2021,2,-1,1,0.994736842,5,578
Sokoto,Illela,SMC,Gawabawa,august,2021,3,-1,1,0.992105263,5,606
Sokoto,Illela,SMC,Gawabawa,august,2021,4,-1,1,0.6,5,634
Sokoto,Isa,SMC,Rimi,march,2021,1,-1,1,0.969736842,5,550
Sokoto,Isa,SMC,Rimi,march,2021,2,-1,1,0.994736842,5,578
Sokoto,Isa,SMC,Rimi,march,2021,3,-1,1,0.992105263,5,606
Sokoto,Isa,SMC,Rimi,march,2021,4,-1,1,0.6,5,634
Sokoto,Kebbe,SMC,Birnin Kebbi,august,2021,1,-1,1,0.969736842,5,550
Sokoto,Kebbe,SMC,Birnin Kebbi,august,2021,2,-1,1,0.994736842,5,578
Sokoto,Kebbe,SMC,Birnin Kebbi,august,2021,3,-1,1,0.992105263,5,606
Sokoto,Kebbe,SMC,Birnin Kebbi,august,2021,4,-1,1,0.6,5,634
Sokoto,Kware,SMC,Gawabawa,august,2021,1,-1,1,0.969736842,5,550
Sokoto,Kware,SMC,Gawabawa,august,2021,2,-1,1,0.994736842,5,578
Sokoto,Kware,SMC,Gawabawa,august,2021,3,-1,1,0.992105263,5,606
Sokoto,Kware,SMC,Gawabawa,august,2021,4,-1,1,0.6,5,634
Sokoto,Rabah,SMC,Gawabawa,august,2021,1,-1,1,0.969736842,5,550
Sokoto,Rabah,SMC,Gawabawa,august,2021,2,-1,1,0.994736842,5,578
Sokoto,Rabah,SMC,Gawabawa,august,2021,3,-1,1,0.992105263,5,606
Sokoto,Rabah,SMC,Gawabawa,august,2021,4,-1,1,0.6,5,634
Sokoto,Sabon Birni,SMC,Gawabawa,august,2021,1,-1,1,0.969736842,5,550
Sokoto,Sabon Birni,SMC,Gawabawa,august,2021,2,-1,1,0.994736842,5,578
Sokoto,Sabon Birni,SMC,Gawabawa,august,2021,3,-1,1,0.992105263,5,606
Sokoto,Sabon Birni,SMC,Gawabawa,august,2021,4,-1,1,0.6,5,634
Sokoto,Shagari,SMC,Birnin Kebbi,august,2021,1,-1,1,0.969736842,5,550
Sokoto,Shagari,SMC,Birnin Kebbi,august,2021,2,-1,1,0.994736842,5,578
Sokoto,Shagari,SMC,Birnin Kebbi,august,2021,3,-1,1,0.992105263,5,606
Sokoto,Shagari,SMC,Birnin Kebbi,august,2021,4,-1,1,0.6,5,634
Sokoto,Silame,SMC,Gawabawa,august,2021,1,-1,1,0.969736842,5,550
Sokoto,Silame,SMC,Gawabawa,august,2021,2,-1,1,0.994736842,5,578
Sokoto,Silame,SMC,Gawabawa,august,2021,3,-1,1,0.992105263,5,606
Sokoto,Silame,SMC,Gawabawa,august,2021,4,-1,1,0.6,5,634
Sokoto,Sokoto North,SMC,Gawabawa,august,2021,1,-1,1,0.969736842,5,550
Sokoto,Sokoto North,SMC,Gawabawa,august,2021,2,-1,1,0.994736842,5,578
Sokoto,Sokoto North,SMC,Gawabawa,august,2021,3,-1,1,0.992105263,5,606
Sokoto,Sokoto North,SMC,Gawabawa,august,2021,4,-1,1,0.6,5,634
Sokoto,Sokoto South,SMC,Birnin Kebbi,august,2021,1,-1,1,0.969736842,5,550
Sokoto,Sokoto South,SMC,Birnin Kebbi,august,2021,2,-1,1,0.994736842,5,578
Sokoto,Sokoto South,SMC,Birnin Kebbi,august,2021,3,-1,1,0.992105263,5,606
Sokoto,Sokoto South,SMC,Birnin Kebbi,august,2021,4,-1,1,0.6,5,634
Sokoto,Tambuwal,SMC,Birnin Kebbi,august,2021,1,-1,1,0.969736842,5,550
Sokoto,Tambuwal,SMC,Birnin Kebbi,august,2021,2,-1,1,0.994736842,5,578
Sokoto,Tambuwal,SMC,Birnin Kebbi,august,2021,3,-1,1,0.992105263,5,606
Sokoto,Tambuwal,SMC,Birnin Kebbi,august,2021,4,-1,1,0.6,5,634
Sokoto,Tangaza,SMC,Gawabawa,august,2021,1,-1,1,0.969736842,5,550
Sokoto,Tangaza,SMC,Gawabawa,august,2021,2,-1,1,0.994736842,5,578
Sokoto,Tangaza,SMC,Gawabawa,august,2021,3,-1,1,0.992105263,5,606
Sokoto,Tangaza,SMC,Gawabawa,august,2021,4,-1,1,0.6,5,634
Sokoto,Tureta,SMC,Birnin Kebbi,august,2021,1,-1,1,0.969736842,5,550
Sokoto,Tureta,SMC,Birnin Kebbi,august,2021,2,-1,1,0.994736842,5,578
Sokoto,Tureta,SMC,Birnin Kebbi,august,2021,3,-1,1,0.992105263,5,606
Sokoto,Tureta,SMC,Birnin Kebbi,august,2021,4,-1,1,0.6,5,634
Sokoto,Wamako,SMC,Gawabawa,august,2021,1,-1,1,0.6,5,579
Sokoto,Wamako,SMC,Gawabawa,august,2021,2,-1,1,0.6,5,609
Sokoto,Wamako,SMC,Gawabawa,august,2021,3,-1,1,0.6,5,639
Sokoto,Wamako,SMC,Gawabawa,august,2021,4,-1,1,0.6,5,669
Sokoto,Wurno,SMC,Gawabawa,august,2021,1,-1,1,0.969736842,5,550
Sokoto,Wurno,SMC,Gawabawa,august,2021,2,-1,1,0.994736842,5,578
Sokoto,Wurno,SMC,Gawabawa,august,2021,3,-1,1,0.992105263,5,606
Sokoto,Wurno,SMC,Gawabawa,august,2021,4,-1,1,0.6,5,634
Sokoto,Yabo,SMC,Gawabawa,august,2021,1,-1,1,0.969736842,5,550
Sokoto,Yabo,SMC,Gawabawa,august,2021,2,-1,1,0.994736842,5,578
Sokoto,Yabo,SMC,Gawabawa,august,2021,3,-1,1,0.992105263,5,606
Sokoto,Yabo,SMC,Gawabawa,august,2021,4,-1,1,0.6,5,634
Taraba,Ardo-Kola,SMC,Keana,august,2021,1,-1,1,0.6,5,579
Taraba,Ardo-Kola,SMC,Keana,august,2021,2,-1,1,0.6,5,609
Taraba,Ardo-Kola,SMC,Keana,august,2021,3,-1,1,0.6,5,639
Taraba,Ardo-Kola,SMC,Keana,august,2021,4,-1,1,0.6,5,669
Taraba,Gassol,SMC,Keana,august,2021,1,-1,1,0.6,5,579
Taraba,Gassol,SMC,Keana,august,2021,2,-1,1,0.6,5,609
Taraba,Gassol,SMC,Keana,august,2021,3,-1,1,0.6,5,639
Taraba,Gassol,SMC,Keana,august,2021,4,-1,1,0.6,5,669
Taraba,Ibi,SMC,Keana,august,2021,1,-1,1,0.6,5,579
Taraba,Ibi,SMC,Keana,august,2021,2,-1,1,0.6,5,609
Taraba,Ibi,SMC,Keana,august,2021,3,-1,1,0.6,5,639
Taraba,Ibi,SMC,Keana,august,2021,4,-1,1,0.6,5,669
Taraba,Jalingo,SMC,Keana,august,2021,1,-1,1,0.6,5,579
Taraba,Jalingo,SMC,Keana,august,2021,2,-1,1,0.6,5,609
Taraba,Jalingo,SMC,Keana,august,2021,3,-1,1,0.6,5,639
Taraba,Jalingo,SMC,Keana,august,2021,4,-1,1,0.6,5,669
Taraba,Karin-Lamido,SMC,Alkaleri,july,2021,1,-1,1,0.6,5,550
Taraba,Karin-Lamido,SMC,Alkaleri,july,2021,2,-1,1,0.6,5,580
Taraba,Karin-Lamido,SMC,Alkaleri,july,2021,3,-1,1,0.6,5,610
Taraba,Karin-Lamido,SMC,Alkaleri,july,2021,4,-1,1,0.6,5,640
Taraba,Lau,SMC,Alkaleri,july,2021,1,-1,1,0.6,5,550
Taraba,Lau,SMC,Alkaleri,july,2021,2,-1,1,0.6,5,580
Taraba,Lau,SMC,Alkaleri,july,2021,3,-1,1,0.6,5,610
Taraba,Lau,SMC,Alkaleri,july,2021,4,-1,1,0.6,5,640
Taraba,Wukari,SMC,Keana,august,2021,1,-1,1,0.6,5,579
Taraba,Wukari,SMC,Keana,august,2021,2,-1,1,0.6,5,609
Taraba,Wukari,SMC,Keana,august,2021,3,-1,1,0.6,5,639
Taraba,Wukari,SMC,Keana,august,2021,4,-1,1,0.6,5,669
Taraba,Yorro,SMC,Alkaleri,july,2021,1,-1,1,0.6,5,550
Taraba,Yorro,SMC,Alkaleri,july,2021,2,-1,1,0.6,5,580
Taraba,Yorro,SMC,Alkaleri,july,2021,3,-1,1,0.6,5,610
Taraba,Yorro,SMC,Alkaleri,july,2021,4,-1,1,0.6,5,640
Taraba,Zing,SMC,Alkaleri,july,2021,1,-1,1,0.6,5,550
Taraba,Zing,SMC,Alkaleri,july,2021,2,-1,1,0.6,5,580
Taraba,Zing,SMC,Alkaleri,july,2021,3,-1,1,0.6,5,610
Taraba,Zing,SMC,Alkaleri,july,2021,4,-1,1,0.6,5,640
Yobe,Bade,SMC,Taura,july,2021,1,-1,1,0.98019802,5,488
Yobe,Bade,SMC,Taura,july,2021,2,-1,1,0.961810467,5,516
Yobe,Bade,SMC,Taura,july,2021,3,-1,1,0.974540311,5,544
Yobe,Bade,SMC,Taura,july,2021,4,-1,1,0.6,5,572
Yobe,Bursari,SMC,Taura,july,2021,1,-1,1,0.6,5,550
Yobe,Bursari,SMC,Taura,july,2021,2,-1,1,0.6,5,580
Yobe,Bursari,SMC,Taura,july,2021,3,-1,1,0.6,5,610
Yobe,Bursari,SMC,Taura,july,2021,4,-1,1,0.6,5,640
Yobe,Damaturu,SMC,Darazo,july,2021,1,-1,1,0.6,5,550
Yobe,Damaturu,SMC,Darazo,july,2021,2,-1,1,0.6,5,580
Yobe,Damaturu,SMC,Darazo,july,2021,3,-1,1,0.6,5,610
Yobe,Damaturu,SMC,Darazo,july,2021,4,-1,1,0.6,5,640
Yobe,Fika,SMC,Darazo,july,2021,1,-1,1,0.6,5,550
Yobe,Fika,SMC,Darazo,july,2021,2,-1,1,0.6,5,580
Yobe,Fika,SMC,Darazo,july,2021,3,-1,1,0.6,5,610
Yobe,Fika,SMC,Darazo,july,2021,4,-1,1,0.6,5,640
Yobe,Fune,SMC,Darazo,july,2021,1,-1,1,0.6,5,550
Yobe,Fune,SMC,Darazo,july,2021,2,-1,1,0.6,5,580
Yobe,Fune,SMC,Darazo,july,2021,3,-1,1,0.6,5,610
Yobe,Fune,SMC,Darazo,july,2021,4,-1,1,0.6,5,640
Yobe,Geidam,SMC,Babura,may,2021,1,-1,1,0.6,5,488
Yobe,Geidam,SMC,Babura,may,2021,2,-1,1,0.6,5,518
Yobe,Geidam,SMC,Babura,may,2021,3,-1,1,0.6,5,548
Yobe,Geidam,SMC,Babura,may,2021,4,-1,1,0.6,5,578
Yobe,Gujba,SMC,Darazo,july,2021,1,-1,1,0.6,5,550
Yobe,Gujba,SMC,Darazo,july,2021,2,-1,1,0.6,5,580
Yobe,Gujba,SMC,Darazo,july,2021,3,-1,1,0.6,5,610
Yobe,Gujba,SMC,Darazo,july,2021,4,-1,1,0.6,5,640
Yobe,Gulani,SMC,Alkaleri,july,2021,1,-1,1,0.6,5,550
Yobe,Gulani,SMC,Alkaleri,july,2021,2,-1,1,0.6,5,580
Yobe,Gulani,SMC,Alkaleri,july,2021,3,-1,1,0.6,5,610
Yobe,Gulani,SMC,Alkaleri,july,2021,4,-1,1,0.6,5,640
Yobe,Jakusko,SMC,Taura,july,2021,1,-1,1,0.6,5,550
Yobe,Jakusko,SMC,Taura,july,2021,2,-1,1,0.6,5,580
Yobe,Jakusko,SMC,Taura,july,2021,3,-1,1,0.6,5,610
Yobe,Jakusko,SMC,Taura,july,2021,4,-1,1,0.6,5,640
Yobe,Karasuwa,SMC,Taura,july,2021,1,-1,1,0.98019802,5,488
Yobe,Karasuwa,SMC,Taura,july,2021,2,-1,1,0.961810467,5,516
Yobe,Karasuwa,SMC,Taura,july,2021,3,-1,1,0.974540311,5,544
Yobe,Karasuwa,SMC,Taura,july,2021,4,-1,1,0.6,5,572
Yobe,Machina,SMC,Taura,july,2021,1,-1,1,0.98019802,5,488
Yobe,Machina,SMC,Taura,july,2021,2,-1,1,0.961810467,5,516
Yobe,Machina,SMC,Taura,july,2021,3,-1,1,0.974540311,5,544
Yobe,Machina,SMC,Taura,july,2021,4,-1,1,0.6,5,572
Yobe,Nangere,SMC,Darazo,july,2021,1,-1,1,0.6,5,550
Yobe,Nangere,SMC,Darazo,july,2021,2,-1,1,0.6,5,580
Yobe,Nangere,SMC,Darazo,july,2021,3,-1,1,0.6,5,610
Yobe,Nangere,SMC,Darazo,july,2021,4,-1,1,0.6,5,640
Yobe,Nguru,SMC,Taura,july,2021,1,-1,1,0.98019802,5,488
Yobe,Nguru,SMC,Taura,july,2021,2,-1,1,0.961810467,5,516
Yobe,Nguru,SMC,Taura,july,2021,3,-1,1,0.974540311,5,544
Yobe,Nguru,SMC,Taura,july,2021,4,-1,1,0.6,5,572
Yobe,Potiskum,SMC,Darazo,july,2021,1,-1,1,0.6,5,550
Yobe,Potiskum,SMC,Darazo,july,2021,2,-1,1,0.6,5,580
Yobe,Potiskum,SMC,Darazo,july,2021,3,-1,1,0.6,5,610
Yobe,Potiskum,SMC,Darazo,july,2021,4,-1,1,0.6,5,640
Yobe,Tarmua,SMC,Rimi,march,2021,1,-1,1,0.6,5,426
Yobe,Tarmua,SMC,Rimi,march,2021,2,-1,1,0.6,5,456
Yobe,Tarmua,SMC,Rimi,march,2021,3,-1,1,0.6,5,486
Yobe,Tarmua,SMC,Rimi,march,2021,4,-1,1,0.6,5,516
Yobe,Yunusari,SMC,Babura,may,2021,1,-1,1,0.6,5,488
Yobe,Yunusari,SMC,Babura,may,2021,2,-1,1,0.6,5,518
Yobe,Yunusari,SMC,Babura,may,2021,3,-1,1,0.6,5,548
Yobe,Yunusari,SMC,Babura,may,2021,4,-1,1,0.6,5,578
Yobe,Yusufari,SMC,Taura,july,2021,1,-1,1,0.6,5,550
Yobe,Yusufari,SMC,Taura,july,2021,2,-1,1,0.6,5,580
Yobe,Yusufari,SMC,Taura,july,2021,3,-1,1,0.6,5,610
Yobe,Yusufari,SMC,Taura,july,2021,4,-1,1,0.6,5,640
Zamfara,Anka,SMC,Darazo,july,2021,1,-1,1,0.854974705,5,550
Zamfara,Anka,SMC,Darazo,july,2021,2,-1,1,0.927487352,5,578
Zamfara,Anka,SMC,Darazo,july,2021,3,-1,1,0.937605396,5,606
Zamfara,Anka,SMC,Darazo,july,2021,4,-1,1,0.6,5,634
Zamfara,Bakura,SMC,Darazo,july,2021,1,-1,1,0.854974705,5,550
Zamfara,Bakura,SMC,Darazo,july,2021,2,-1,1,0.927487352,5,578
Zamfara,Bakura,SMC,Darazo,july,2021,3,-1,1,0.937605396,5,606
Zamfara,Bakura,SMC,Darazo,july,2021,4,-1,1,0.6,5,634
Zamfara,Birnin Magaji,SMC,Rimi,march,2021,1,-1,1,0.854974705,5,550
Zamfara,Birnin Magaji,SMC,Rimi,march,2021,2,-1,1,0.927487352,5,578
Zamfara,Birnin Magaji,SMC,Rimi,march,2021,3,-1,1,0.937605396,5,606
Zamfara,Birnin Magaji,SMC,Rimi,march,2021,4,-1,1,0.6,5,634
Zamfara,Bukkuyum,SMC,Alkaleri,july,2021,1,-1,1,0.854974705,5,550
Zamfara,Bukkuyum,SMC,Alkaleri,july,2021,2,-1,1,0.927487352,5,578
Zamfara,Bukkuyum,SMC,Alkaleri,july,2021,3,-1,1,0.937605396,5,606
Zamfara,Bukkuyum,SMC,Alkaleri,july,2021,4,-1,1,0.6,5,634
Zamfara,Bungudu,SMC,Takali,september,2021,1,-1,1,0.854974705,5,550
Zamfara,Bungudu,SMC,Takali,september,2021,2,-1,1,0.927487352,5,578
Zamfara,Bungudu,SMC,Takali,september,2021,3,-1,1,0.937605396,5,606
Zamfara,Bungudu,SMC,Takali,september,2021,4,-1,1,0.6,5,634
Zamfara,Gummi,SMC,Birnin Kebbi,august,2021,1,-1,1,0.854974705,5,550
Zamfara,Gummi,SMC,Birnin Kebbi,august,2021,2,-1,1,0.927487352,5,578
Zamfara,Gummi,SMC,Birnin Kebbi,august,2021,3,-1,1,0.937605396,5,606
Zamfara,Gummi,SMC,Birnin Kebbi,august,2021,4,-1,1,0.6,5,634
Zamfara,Gusau,SMC,Darazo,july,2021,1,-1,1,0.854974705,5,550
Zamfara,Gusau,SMC,Darazo,july,2021,2,-1,1,0.927487352,5,578
Zamfara,Gusau,SMC,Darazo,july,2021,3,-1,1,0.937605396,5,606
Zamfara,Gusau,SMC,Darazo,july,2021,4,-1,1,0.6,5,634
Zamfara,Kaura-Namoda,SMC,Rimi,march,2021,1,-1,1,0.6,5,426
Zamfara,Kaura-Namoda,SMC,Rimi,march,2021,2,-1,1,0.6,5,456
Zamfara,Kaura-Namoda,SMC,Rimi,march,2021,3,-1,1,0.6,5,486
Zamfara,Kaura-Namoda,SMC,Rimi,march,2021,4,-1,1,0.6,5,516
Zamfara,Maradun,SMC,Darazo,july,2021,1,-1,1,0.854974705,5,550
Zamfara,Maradun,SMC,Darazo,july,2021,2,-1,1,0.927487352,5,578
Zamfara,Maradun,SMC,Darazo,july,2021,3,-1,1,0.937605396,5,606
Zamfara,Maradun,SMC,Darazo,july,2021,4,-1,1,0.6,5,634
Zamfara,Maru,SMC,Giwa,august,2021,1,-1,1,0.854974705,5,550
Zamfara,Maru,SMC,Giwa,august,2021,2,-1,1,0.927487352,5,578
Zamfara,Maru,SMC,Giwa,august,2021,3,-1,1,0.937605396,5,606
Zamfara,Maru,SMC,Giwa,august,2021,4,-1,1,0.6,5,634
Zamfara,Shinkafi,SMC,Rimi,march,2021,1,-1,1,0.854974705,5,550
Zamfara,Shinkafi,SMC,Rimi,march,2021,2,-1,1,0.927487352,5,578
Zamfara,Shinkafi,SMC,Rimi,march,2021,3,-1,1,0.937605396,5,606
Zamfara,Shinkafi,SMC,Rimi,march,2021,4,-1,1,0.6,5,634
Zamfara,Talata Mafara,SMC,Darazo,july,2021,1,-1,1,0.854974705,5,550
Zamfara,Talata Mafara,SMC,Darazo,july,2021,2,-1,1,0.927487352,5,578
Zamfara,Talata Mafara,SMC,Darazo,july,2021,3,-1,1,0.937605396,5,606
Zamfara,Talata Mafara,SMC,Darazo,july,2021,4,-1,1,0.6,5,634
Zamfara,Tsafe,SMC,Takali,september,2021,1,-1,1,0.854974705,5,550
Zamfara,Tsafe,SMC,Takali,september,2021,2,-1,1,0.927487352,5,578
