"","X","LGA_old","repDS","year","LGA","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","round","peak","llins1","mortality","kill_rate","block_initial","simday"
"166",166,"Gamawa","Gwarzo",2024,"Gamawa",0.533333334,0.275,0.366666666,0.698412699,2,"august","PBO",0.770682387,0.751588754,0.911009334,1683
"167",167,"Jama'are","Taura",2021,"Jama'are",0.593280831,0.489112802,0.568407914,0.8,1,"july","PBO",0.749263424,0.751422939,0.900969453,551
"168",168,"Jama'are","Taura",2024,"Jama'are",0.593280831,0.489112802,0.568407914,0.8,2,"july","PBO",0.749263424,0.751422939,0.900969453,1646
"169",169,"Ganjuwa","Darazo",2021,"Ganjuwa",0.634004131,0.268614234,0.338523591,0.686823308,1,"july","PBO",0.647484501,0.750289825,0.83424922,551
"170",170,"Ganjuwa","Darazo",2024,"Ganjuwa",0.634004131,0.268614234,0.338523591,0.686823308,2,"july","PBO",0.647484501,0.750289825,0.83424922,1646
"171",171,"Giade","Darazo",2021,"Giade",0.345714285,0.094285715,0.157142857,0.339705882,1,"july","PBO",0.730326034,0.751259215,0.891103632,551
"172",172,"Giade","Darazo",2024,"Giade",0.345714285,0.094285715,0.157142857,0.339705882,2,"july","PBO",0.730326034,0.751259215,0.891103632,1646
"173",173,"Itas/Gadau","Taura",2021,"Itas-Gadau",0.774869011,0.671210718,0.692810685,0.915155207,1,"july","PBO",0.742973977,0.751370456,0.897801015,551
"174",174,"Itas/Gadau","Taura",2024,"Itas-Gadau",0.774869011,0.671210718,0.692810685,0.915155207,2,"july","PBO",0.742973977,0.751370456,0.897801015,1646
"175",175,"Katagum","Gwarzo",2021,"Katagum",0.566921551,0.430271885,0.475267009,0.8,1,"august","PBO",0.74547039,0.751391505,0.899071161,588
"176",176,"Katagum","Gwarzo",2024,"Katagum",0.566921551,0.430271885,0.475267009,0.8,2,"august","PBO",0.74547039,0.751391505,0.899071161,1683
"177",177,"Kirfi","Alkaleri",2021,"Kirfi",0.672222222,0.173684211,0.212903226,0.532258065,1,"july","PBO",0.704749265,0.751008493,0.876118516,551
"178",178,"Kirfi","Alkaleri",2024,"Kirfi",0.672222222,0.173684211,0.212903226,0.532258065,2,"july","PBO",0.704749265,0.751008493,0.876118516,1646
"179",179,"Misau","Darazo",2021,"Misau",0.426980293,0.374715888,0.257921939,0.670055803,1,"july","PBO",0.803277912,0.75180744,0.924290903,551
"180",180,"Misau","Darazo",2024,"Misau",0.426980293,0.374715888,0.257921939,0.670055803,2,"july","PBO",0.803277912,0.75180744,0.924290903,1646
"181",181,"Ningi","Takali",2021,"Ningi",0.659538145,0.348904981,0.401770309,0.768953746,1,"september","PBO",0.6738636,0.750651669,0.85511069,615
"182",182,"Ningi","Takali",2024,"Ningi",0.659538145,0.348904981,0.401770309,0.768953746,2,"september","PBO",0.6738636,0.750651669,0.85511069,1710
"183",183,"Ukum","Keana",2020,"Ukum",0.443184569,0.375929853,0.449654642,0.305305301,1,"august","PBO",0.383970395,0.738556069,0.65,223
"184",184,"Ukum","Keana",2023,"Ukum",0.443184569,0.375929853,0.449654642,0.305305301,2,"august","PBO",0.383970395,0.738556069,0.65,1318
"185",185,"Shira","Takali",2021,"Shira",0.8,0.613999969,0.495407385,0.8,1,"september","PBO",0.742991291,0.751370603,0.897809882,615
"186",186,"Shira","Takali",2024,"Shira",0.8,0.613999969,0.495407385,0.8,2,"september","PBO",0.742991291,0.751370603,0.897809882,1710
"187",187,"Tafawa-Balewa","Alkaleri",2021,"Tafawa-Balewa",0.507563698,0.290205291,0.188475642,0.466935282,1,"july","PBO",0.531148459,0.747691092,0.69889564,551
"188",188,"Tafawa-Balewa","Alkaleri",2024,"Tafawa-Balewa",0.507563698,0.290205291,0.188475642,0.466935282,2,"july","PBO",0.531148459,0.747691092,0.69889564,1646
"189",189,"Toro","Giwa",2021,"Toro",0.530073622,0.280513236,0.266208297,0.695281104,1,"august","PBO",0.625332185,0.749936589,0.814349448,588
"190",190,"Toro","Giwa",2024,"Toro",0.530073622,0.280513236,0.266208297,0.695281104,2,"august","PBO",0.625332185,0.749936589,0.814349448,1683
"191",191,"Warji","Takali",2021,"Warji",0.861111111,0.325925926,0.429268292,0.836363636,1,"september","PBO",0.680001753,0.750727876,0.859562721,615
"192",192,"Warji","Takali",2024,"Warji",0.861111111,0.325925926,0.429268292,0.836363636,2,"september","PBO",0.680001753,0.750727876,0.859562721,1710
"193",193,"Zaki","Taura",2021,"Zaki",0.548195551,0.453876049,0.502692275,0.777582946,1,"july","PBO",0.753604356,0.751458119,0.903096132,551
"194",194,"Zaki","Taura",2024,"Zaki",0.548195551,0.453876049,0.502692275,0.777582946,2,"july","PBO",0.753604356,0.751458119,0.903096132,1646
"195",195,"Kolokuma/Opokuma","Ahoada West",2020,"Kolokuma-Opokuma",0.260450988,0.160928296,0.219338783,0.279184807,1,"may","PBO",0.224180225,0.693359192,0.65,131
"196",196,"Kolokuma/Opokuma","Ahoada West",2023,"Kolokuma-Opokuma",0.260450988,0.160928296,0.219338783,0.279184807,2,"may","PBO",0.224180225,0.693359192,0.65,1226
"197",197,"Nembe","Ahoada West",2020,"Nembe",0.676923077,0.611111112,0.385,0.581132076,1,"may","PBO",0.273335383,0.716248429,0.65,131
"198",198,"Nembe","Ahoada West",2023,"Nembe",0.676923077,0.611111112,0.385,0.581132076,2,"may","PBO",0.273335383,0.716248429,0.65,1226
"199",199,"Ogbia","Ahoada West",2020,"Ogbia",0.306988923,0.214810275,0.108995588,0.18489096,1,"may","PBO",0.381331283,0.738262526,0.65,131
"200",200,"Ogbia","Ahoada West",2023,"Ogbia",0.306988923,0.214810275,0.108995588,0.18489096,2,"may","PBO",0.381331283,0.738262526,0.65,1226
"201",201,"Sagbama","Ahoada West",2020,"Sagbama",0.255151746,0.248945285,0.191047574,0.22590043,1,"may","PBO",0.219154854,0.690172734,0.65,131
"202",202,"Sagbama","Ahoada West",2023,"Sagbama",0.255151746,0.248945285,0.191047574,0.22590043,2,"may","PBO",0.219154854,0.690172734,0.65,1226
"203",203,"Yenegoa","Isoko South",2020,"Yenegoa",0.293450034,0.281935669,0.244314425,0.26903504,1,"june","PBO",0.260617689,0.711526996,0.65,162
"204",204,"Yenegoa","Isoko South",2023,"Yenegoa",0.293450034,0.281935669,0.244314425,0.26903504,2,"june","PBO",0.260617689,0.711526996,0.65,1257
"205",205,"Ado","Akinyele",2020,"Ado",0.434130182,0.247740526,0.221412165,0.308327699,1,"may","PBO",0.357778894,0.735289623,0.65,131
"206",206,"Ado","Akinyele",2023,"Ado",0.434130182,0.247740526,0.221412165,0.308327699,2,"may","PBO",0.357778894,0.735289623,0.65,1226
"207",207,"Agatu","Keana",2020,"Agatu",0.8,0.833333333,0.720689655,0.776470588,1,"august","PBO",0.440507142,0.743418762,0.65,223
"208",208,"Agatu","Keana",2023,"Agatu",0.8,0.833333333,0.720689655,0.776470588,2,"august","PBO",0.440507142,0.743418762,0.65,1318
"209",209,"Apa","Keana",2020,"Apa",0.842105263,0.388235294,0.458333334,0.514516129,1,"august","PBO",0.437711079,0.743230654,0.65,223
"210",210,"Apa","Keana",2023,"Apa",0.842105263,0.388235294,0.458333334,0.514516129,2,"august","PBO",0.437711079,0.743230654,0.65,1318
"211",211,"Buruku","Keana",2020,"Buruku",0.746428572,0.580555556,0.6015625,0.575943397,1,"august","PBO",0.37690999,0.737754159,0.65,223
"212",212,"Buruku","Keana",2023,"Buruku",0.746428572,0.580555556,0.6015625,0.575943397,2,"august","PBO",0.37690999,0.737754159,0.65,1318
"213",213,"Gboko","Keana",2020,"Gboko",0.8,0.710000548,0.482402314,0.622013143,1,"august","PBO",0.325574075,0.729928686,0.65,223
"214",214,"Gboko","Keana",2023,"Gboko",0.8,0.710000548,0.482402314,0.622013143,2,"august","PBO",0.325574075,0.729928686,0.65,1318
"215",215,"Guma","Keana",2020,"Guma",0.8,0.8,0.8,0.737385755,1,"august","PBO",0.365014826,0.736275562,0.65,223
"216",216,"Guma","Keana",2023,"Guma",0.8,0.8,0.8,0.737385755,2,"august","PBO",0.365014826,0.736275562,0.65,1318
"217",217,"Gwer East","Oke-Ero",2020,"Gwer East",0.888888889,0.916666667,0.8,0.726785715,1,"july","PBO",0.369333536,0.736831939,0.65,186
"218",218,"Gwer East","Oke-Ero",2023,"Gwer East",0.888888889,0.916666667,0.8,0.726785715,2,"july","PBO",0.369333536,0.736831939,0.65,1281
"219",219,"Gwer West","Keana",2020,"Gwer West",0.589285715,0.323529412,0.866666667,0.5328125,1,"august","PBO",0.423749809,0.742221037,0.65,223
"220",220,"Gwer West","Keana",2023,"Gwer West",0.589285715,0.323529412,0.866666667,0.5328125,2,"august","PBO",0.423749809,0.742221037,0.65,1318
"221",221,"Katsina-Ala","Keana",2020,"Katsina-Ala",0.8,0.671150267,0.507781819,0.594823952,1,"august","PBO",0.338062239,0.73221681,0.65,223
"222",222,"Katsina-Ala","Keana",2023,"Katsina-Ala",0.8,0.671150267,0.507781819,0.594823952,2,"august","PBO",0.338062239,0.73221681,0.65,1318
"223",223,"Konshisha","Oke-Ero",2020,"Konshisha",0.407407407,0.2,0.338461539,0.389230769,1,"july","PBO",0.393916167,0.739599821,0.65,186
"224",224,"Konshisha","Oke-Ero",2023,"Konshisha",0.407407407,0.2,0.338461539,0.389230769,2,"july","PBO",0.393916167,0.739599821,0.65,1281
"225",225,"Logo","Keana",2020,"Logo",0.559760395,0.396570592,0.380322221,0.488027946,1,"august","PBO",0.41751013,0.741728775,0.65,223
"226",226,"Logo","Keana",2023,"Logo",0.559760395,0.396570592,0.380322221,0.488027946,2,"august","PBO",0.41751013,0.741728775,0.65,1318
"227",227,"Makurdi","Keana",2020,"Makurdi",0.805491132,0.674737097,0.720968916,0.71088904,1,"august","PBO",0.369068798,0.736798493,0.65,223
"228",228,"Makurdi","Keana",2023,"Makurdi",0.805491132,0.674737097,0.720968916,0.71088904,2,"august","PBO",0.369068798,0.736798493,0.65,1318
"229",229,"Obi1","Keana",2020,"Obi1",0.559760395,0.396570592,0.380322221,0.488027946,1,"august","PBO",0.390472194,0.739249204,0.65,223
"230",230,"Obi1","Keana",2023,"Obi1",0.559760395,0.396570592,0.380322221,0.488027946,2,"august","PBO",0.390472194,0.739249204,0.65,1318
"231",231,"Ogbadibo","Owan East",2020,"Ogbadibo",0.510874923,0.460841336,0.37820413,0.418134681,1,"march","PBO",0.336392711,0.731927592,0.65,70
"232",232,"Ogbadibo","Owan East",2023,"Ogbadibo",0.510874923,0.460841336,0.37820413,0.418134681,2,"march","PBO",0.336392711,0.731927592,0.65,1165
"233",233,"Ohimini","Akinyele",2020,"Ohimini",0.478300075,0.431234097,0.341630826,0.415236774,1,"may","PBO",0.349595567,0.734087051,0.65,131
"234",234,"Ohimini","Akinyele",2023,"Ohimini",0.478300075,0.431234097,0.341630826,0.415236774,2,"may","PBO",0.349595567,0.734087051,0.65,1226
"235",235,"Oju","Oke-Ero",2020,"Oju",0.686195538,0.439295055,0.424857335,0.457544086,1,"july","PBO",0.409720848,0.741075061,0.65,186
"236",236,"Oju","Oke-Ero",2023,"Oju",0.686195538,0.439295055,0.424857335,0.457544086,2,"july","PBO",0.409720848,0.741075061,0.65,1281
"237",237,"Okpokwu","Akinyele",2020,"Okpokwu",0.533333334,0.146666666,0.157142857,0.378125,1,"may","PBO",0.347201019,0.733716333,0.65,131
"238",238,"Okpokwu","Akinyele",2023,"Okpokwu",0.533333334,0.146666666,0.157142857,0.378125,2,"may","PBO",0.347201019,0.733716333,0.65,1226
"239",239,"Oturkpo","Owan East",2020,"Oturkpo",0.732055139,0.554563612,0.481551121,0.544652446,1,"march","PBO",0.406479871,0.740789435,0.65,70
"240",240,"Oturkpo","Owan East",2023,"Oturkpo",0.732055139,0.554563612,0.481551121,0.544652446,2,"march","PBO",0.406479871,0.740789435,0.65,1165
"241",241,"Tarka","Keana",2020,"Tarka",0.88,0.641666666,0.8,0.788333334,1,"august","PBO",0.339520975,0.732465531,0.65,223
"242",242,"Tarka","Keana",2023,"Tarka",0.88,0.641666666,0.8,0.788333334,2,"august","PBO",0.339520975,0.732465531,0.65,1318
"243",243,"Ushongo","Oke-Ero",2020,"Ushongo",0.430967791,0.329372969,0.286417613,0.390633591,1,"july","PBO",0.333533837,0.731420767,0.65,186
"244",244,"Ushongo","Oke-Ero",2023,"Ushongo",0.430967791,0.329372969,0.286417613,0.390633591,2,"july","PBO",0.333533837,0.731420767,0.65,1281
"245",245,"Vandeikya","Oke-Ero",2020,"Vandeikya",0.639312649,0.536049724,0.415856387,0.504503924,1,"july","PBO",0.384252901,0.738587065,0.65,186
"246",246,"Vandeikya","Oke-Ero",2023,"Vandeikya",0.639312649,0.536049724,0.415856387,0.504503924,2,"july","PBO",0.384252901,0.738587065,0.65,1281
"247",247,"Askira/Uba","Darazo",2020,"Askira-Uba",0.384479533,0.314916297,0.125052531,0.380739932,1,"july","PBO",0.666450057,0.750555793,0.849537809,186
"248",248,"Askira/Uba","Darazo",2023,"Askira-Uba",0.384479533,0.314916297,0.125052531,0.380739932,2,"july","PBO",0.666450057,0.750555793,0.849537809,1281
"249",249,"Enugu East","Uzo-Uwani",2020,"Enugu East",0.362003208,0.224064687,0.24197936,0.250858193,1,"june","Urban areas",0.392074002,0.453287726,0.53,162
"250",250,"Enugu East","Uzo-Uwani",2023,"Enugu East",0.362003208,0.224064687,0.24197936,0.250858193,2,"june","Urban areas",0.392074002,0.453287726,0.53,1257
"251",251,"Bayo","Alkaleri",2020,"Bayo",0.356756756,0.62173913,0.493877551,0.527397261,1,"july","PBO",0.570036309,0.74879652,0.75338312,186
"252",252,"Bayo","Alkaleri",2023,"Bayo",0.356756756,0.62173913,0.493877551,0.527397261,2,"july","PBO",0.570036309,0.74879652,0.75338312,1281
"253",253,"Biu","Darazo",2020,"Biu",0.173684211,0.188571428,0.17254902,0.244444444,1,"july","PBO",0.636944927,0.750127918,0.825069652,186
"254",254,"Biu","Darazo",2023,"Biu",0.173684211,0.188571428,0.17254902,0.244444444,2,"july","PBO",0.636944927,0.750127918,0.825069652,1281
"255",255,"Chibok","Darazo",2020,"Chibok",0.497493811,0.360249645,0.286225111,0.541216333,1,"july","PBO",0.652598314,0.750364627,0.838523104,186
"256",256,"Chibok","Darazo",2023,"Chibok",0.497493811,0.360249645,0.286225111,0.541216333,2,"july","PBO",0.652598314,0.750364627,0.838523104,1281
"257",257,"Damboa","Darazo",2020,"Damboa",0.497493811,0.360249645,0.286225111,0.541216333,1,"july","PBO",0.695319136,0.750906341,0.870063415,186
"258",258,"Damboa","Darazo",2023,"Damboa",0.497493811,0.360249645,0.286225111,0.541216333,2,"july","PBO",0.695319136,0.750906341,0.870063415,1281
"259",259,"Biase","Ngor-Okpala",2021,"Biase",0.530938346,0.578894885,0.52377169,0.605909706,1,"june","PBO",0.42094549,0.742003119,0.65,527
"260",260,"Biase","Ngor-Okpala",2024,"Biase",0.530938346,0.578894885,0.52377169,0.605909706,2,"june","PBO",0.42094549,0.742003119,0.65,1622
"261",261,"Dikwa","Darazo",2020,"Dikwa",0.497493811,0.360249645,0.286225111,0.541216333,1,"july","PBO",0.719398758,0.751156548,0.884947607,186
"262",262,"Dikwa","Darazo",2023,"Dikwa",0.497493811,0.360249645,0.286225111,0.541216333,2,"july","PBO",0.719398758,0.751156548,0.884947607,1281
"263",263,"Gubio","Gawabawa",2020,"Gubio",0.314285715,0.388008108,0.261904762,0.234042553,1,"august","PBO",0.814426994,0.751874138,0.92834284,223
"264",264,"Gubio","Gawabawa",2023,"Gubio",0.314285715,0.388008108,0.261904762,0.234042553,2,"august","PBO",0.814426994,0.751874138,0.92834284,1318
"265",265,"Jere","Gawabawa",2020,"Jere",0.562143364,0.433985267,0.229021596,0.420620682,1,"august","Urban areas",0.753750697,0.691561556,0.867739549,223
"266",266,"Jere","Gawabawa",2023,"Jere",0.562143364,0.433985267,0.229021596,0.420620682,2,"august","Urban areas",0.753750697,0.691561556,0.867739549,1318
"267",267,"Guzamala","Babura",2020,"Guzamala",0.789342858,0.71631893,0.703265219,0.787189086,1,"may","PBO",0.777569747,0.75163814,0.914006236,131
"268",268,"Guzamala","Babura",2023,"Guzamala",0.789342858,0.71631893,0.703265219,0.787189086,2,"may","PBO",0.777569747,0.75163814,0.914006236,1226
"269",269,"Hawul","Darazo",2020,"Hawul",0.371586925,0.423451323,0.314067555,0.339813274,1,"july","PBO",0.628168105,0.749984628,0.81702795,186
"270",270,"Hawul","Darazo",2023,"Hawul",0.371586925,0.423451323,0.314067555,0.339813274,2,"july","PBO",0.628168105,0.749984628,0.81702795,1281
"271",271,"Kwaya Kusar","Alkaleri",2020,"Kwaya Kusar",0.532988189,0.41991247,0.372428961,0.547274324,1,"july","PBO",0.597977668,0.749424913,0.786370026,186
"272",272,"Kwaya Kusar","Alkaleri",2023,"Kwaya Kusar",0.532988189,0.41991247,0.372428961,0.547274324,2,"july","PBO",0.597977668,0.749424913,0.786370026,1281
"273",273,"Enugu North","Uzo-Uwani",2020,"Enugu North",0.17018863,0.053140057,0.155599181,0.125079664,1,"june","Urban areas",0.420714903,0.476529889,0.53,162
"274",274,"Enugu North","Uzo-Uwani",2023,"Enugu North",0.17018863,0.053140057,0.155599181,0.125079664,2,"june","Urban areas",0.420714903,0.476529889,0.53,1257
"275",275,"Kaga","Darazo",2020,"Kaga",0.427777778,0.35,0.256666666,0.424561403,1,"july","PBO",0.674887541,0.750664577,0.855863415,186
"276",276,"Kaga","Darazo",2023,"Kaga",0.427777778,0.35,0.256666666,0.424561403,2,"july","PBO",0.674887541,0.750664577,0.855863415,1281
"277",277,"Mafa","Darazo",2020,"Mafa",0.497493811,0.360249645,0.286225111,0.541216333,1,"july","PBO",0.71541858,0.751117543,0.88261584,186
"278",278,"Mafa","Darazo",2023,"Mafa",0.497493811,0.360249645,0.286225111,0.541216333,2,"july","PBO",0.71541858,0.751117543,0.88261584,1281
"279",279,"Obudu","Obubra",2021,"Obudu",0.711928861,0.653499936,0.603469128,0.61689658,1,"june","PBO",0.438167494,0.743261665,0.65,527
"280",280,"Obudu","Obubra",2024,"Obudu",0.711928861,0.653499936,0.603469128,0.61689658,2,"june","PBO",0.438167494,0.743261665,0.65,1622
"281",281,"Konduga","Darazo",2020,"Konduga",0.564102564,0.463157895,0.758620689,0.767924529,1,"july","PBO",0.74032898,0.751347835,0.896436989,186
"282",282,"Konduga","Darazo",2023,"Konduga",0.564102564,0.463157895,0.758620689,0.767924529,2,"july","PBO",0.74032898,0.751347835,0.896436989,1281
"283",283,"Bomadi","Isoko South",2022,"Bomadi",0.4125,0.8,0.33,0.333928572,1,"june","PBO",0.197303754,0.673820546,0.65,892
"284",284,"Bomadi","Isoko South",2025,"Bomadi",0.4125,0.8,0.33,0.333928572,2,"june","PBO",0.197303754,0.673820546,0.65,1987
"285",285,"Magumeri","Gawabawa",2020,"Magumeri",0.596086539,0.388008108,0.309178342,0.659476234,1,"august","PBO",0.783011005,0.7516759,0.916299033,223
"286",286,"Magumeri","Gawabawa",2023,"Magumeri",0.596086539,0.388008108,0.309178342,0.659476234,2,"august","PBO",0.783011005,0.7516759,0.916299033,1318
"287",287,"Maiduguri","Darazo",2020,"Maiduguri",0.505162809,0.509369168,0.310342244,0.488407726,1,"july","Urban areas",0.77182807,0.699455384,0.878628714,186
"288",288,"Maiduguri","Darazo",2023,"Maiduguri",0.505162809,0.509369168,0.310342244,0.488407726,2,"july","Urban areas",0.77182807,0.699455384,0.878628714,1281
"289",289,"Shani","Alkaleri",2020,"Shani",0.532988189,0.41991247,0.372428961,0.547274324,1,"july","PBO",0.675999756,0.750678509,0.856676439,186
"290",290,"Shani","Alkaleri",2023,"Shani",0.532988189,0.41991247,0.372428961,0.547274324,2,"july","PBO",0.675999756,0.750678509,0.856676439,1281
"291",291,"Abi","Obubra",2021,"Abi",0.710714213,0.495982076,0.468791971,0.623203703,1,"june","PBO",0.400313882,0.740222524,0.65,527
"292",292,"Abi","Obubra",2024,"Abi",0.710714213,0.495982076,0.468791971,0.623203703,2,"june","PBO",0.400313882,0.740222524,0.65,1622
"293",293,"Marte","Babura",2020,"Marte",0.789342858,0.71631893,0.703265219,0.787189086,1,"may","PBO",0.719831894,0.751160739,0.88519842,131
"294",294,"Marte","Babura",2023,"Marte",0.789342858,0.71631893,0.703265219,0.787189086,2,"may","PBO",0.719831894,0.751160739,0.88519842,1226
"295",295,"Nganzai","Gawabawa",2020,"Nganzai",0.596086539,0.388008108,0.309178342,0.659476234,1,"august","PBO",0.772011267,0.751598424,0.91159598,223
"296",296,"Nganzai","Gawabawa",2023,"Nganzai",0.596086539,0.388008108,0.309178342,0.659476234,2,"august","PBO",0.772011267,0.751598424,0.91159598,1318
"297",297,"Bekwara","Oke-Ero",2021,"Bekwara",0.430967791,0.329372969,0.286417613,0.390633591,1,"july","PBO",0.383264622,0.738478276,0.65,551
"298",298,"Bekwara","Oke-Ero",2024,"Bekwara",0.430967791,0.329372969,0.286417613,0.390633591,2,"july","PBO",0.383264622,0.738478276,0.65,1646
"299",299,"Calabar-Municipal","Nsit Ubium",2021,"Calabar-Municipal",0.364607768,0.431612371,0.164891586,0.273410628,1,"june","PBO",0.462134621,0.744734135,0.65,527
"300",300,"Calabar-Municipal","Nsit Ubium",2024,"Calabar-Municipal",0.364607768,0.431612371,0.164891586,0.273410628,2,"june","PBO",0.462134621,0.744734135,0.65,1622
"301",301,"Ikom","Obubra",2021,"Ikom",0.64115282,0.507281495,0.8,0.527154837,1,"june","PBO",0.470923114,0.745205311,0.65,527
"302",302,"Ikom","Obubra",2024,"Ikom",0.64115282,0.507281495,0.8,0.527154837,2,"june","PBO",0.470923114,0.745205311,0.65,1622
"303",303,"Obubra","Obubra",2021,"Obubra",0.742249234,0.774489799,0.593749995,0.646733662,1,"june","PBO",0.444533155,0.743681926,0.65,527
"304",304,"Obubra","Obubra",2024,"Obubra",0.742249234,0.774489799,0.593749995,0.646733662,2,"june","PBO",0.444533155,0.743681926,0.65,1622
"305",305,"Enugu South","Uzo-Uwani",2020,"Enugu South",0.129321825,0.106291012,0.098444268,0.148354253,1,"june","Urban areas",0.479661177,0.52292855,0.53,162
"306",306,"Enugu South","Uzo-Uwani",2023,"Enugu South",0.129321825,0.106291012,0.098444268,0.148354253,2,"june","Urban areas",0.479661177,0.52292855,0.53,1257
"307",307,"Odukpani","Ngor-Okpala",2021,"Odukpani",0.375684755,0.231518313,0.053624998,0.339498265,1,"june","PBO",0.447918712,0.743896436,0.65,527
"308",308,"Odukpani","Ngor-Okpala",2024,"Odukpani",0.375684755,0.231518313,0.053624998,0.339498265,2,"june","PBO",0.447918712,0.743896436,0.65,1622
"309",309,"Ogoja","Obubra",2021,"Ogoja",0.531082802,0.596059112,0.586666666,0.509017782,1,"june","PBO",0.439863497,0.743375854,0.65,527
"310",310,"Ogoja","Obubra",2024,"Ogoja",0.531082802,0.596059112,0.586666666,0.509017782,2,"june","PBO",0.439863497,0.743375854,0.65,1622
"311",311,"Yakurr","Obubra",2021,"Yakurr",0.266841179,0.097633113,0.281410628,0.384937691,1,"june","PBO",0.412760432,0.741335539,0.65,527
"312",312,"Yakurr","Obubra",2024,"Yakurr",0.266841179,0.097633113,0.281410628,0.384937691,2,"june","PBO",0.412760432,0.741335539,0.65,1622
"313",313,"Ogbomosho North","Akinyele",2020,"Ogbomosho North",0.415861692,0.489076958,0.449543929,0.427799965,1,"may","PBO",0.277526963,0.717660075,0.65,131
