"","State","LGA","repDS","peak","year","round","duration","coverage_high_access","coverage_low_access","max_age","simday"
"2853","Plateau","Kanam","Alkaleri","july",2021,1,-1,1,0.6,5,550
"2854","Plateau","Kanam","Alkaleri","july",2021,2,-1,1,0.6,5,580
"2855","Plateau","Kanam","Alkaleri","july",2021,3,-1,1,0.6,5,610
"2856","Plateau","Kanam","Alkaleri","july",2021,4,-1,1,0.6,5,640
"2857","Plateau","Kanke","Alkaleri","july",2021,1,-1,1,0.6,5,550
"2858","Plateau","Kanke","Alkaleri","july",2021,2,-1,1,0.6,5,580
"2859","Plateau","Kanke","Alkaleri","july",2021,3,-1,1,0.6,5,610
"2860","Plateau","Kanke","Alkaleri","july",2021,4,-1,1,0.6,5,640
"2861","Plateau","Langtang North","Alkaleri","july",2021,1,-1,1,0.6,5,550
"2862","Plateau","Langtang North","Alkaleri","july",2021,2,-1,1,0.6,5,580
"2863","Plateau","Langtang North","Alkaleri","july",2021,3,-1,1,0.6,5,610
"2864","Plateau","Langtang North","Alkaleri","july",2021,4,-1,1,0.6,5,640
"2865","Plateau","Langtang South","Keana","august",2021,1,-1,1,0.6,5,579
"2866","Plateau","Langtang South","Keana","august",2021,2,-1,1,0.6,5,609
"2867","Plateau","Langtang South","Keana","august",2021,3,-1,1,0.6,5,639
"2868","Plateau","Langtang South","Keana","august",2021,4,-1,1,0.6,5,669
"2869","Plateau","Mangu","Darazo","july",2021,1,-1,1,0.6,5,550
"2870","Plateau","Mangu","Darazo","july",2021,2,-1,1,0.6,5,580
"2871","Plateau","Mangu","Darazo","july",2021,3,-1,1,0.6,5,610
"2872","Plateau","Mangu","Darazo","july",2021,4,-1,1,0.6,5,640
"2873","Plateau","Mikang","Alkaleri","july",2021,1,-1,1,0.6,5,550
"2874","Plateau","Mikang","Alkaleri","july",2021,2,-1,1,0.6,5,580
"2875","Plateau","Mikang","Alkaleri","july",2021,3,-1,1,0.6,5,610
"2876","Plateau","Mikang","Alkaleri","july",2021,4,-1,1,0.6,5,640
"2877","Plateau","Pankshin","Alkaleri","july",2021,1,-1,1,0.6,5,550
"2878","Plateau","Pankshin","Alkaleri","july",2021,2,-1,1,0.6,5,580
"2879","Plateau","Pankshin","Alkaleri","july",2021,3,-1,1,0.6,5,610
"2880","Plateau","Pankshin","Alkaleri","july",2021,4,-1,1,0.6,5,640
"2881","Plateau","Qua'an Pan","Keana","august",2021,1,-1,1,0.6,5,579
"2882","Plateau","Qua'an Pan","Keana","august",2021,2,-1,1,0.6,5,609
"2883","Plateau","Qua'an Pan","Keana","august",2021,3,-1,1,0.6,5,639
"2884","Plateau","Qua'an Pan","Keana","august",2021,4,-1,1,0.6,5,669
"2885","Plateau","Riyom","Soba","july",2021,1,-1,1,0.6,5,550
"2886","Plateau","Riyom","Soba","july",2021,2,-1,1,0.6,5,580
"2887","Plateau","Riyom","Soba","july",2021,3,-1,1,0.6,5,610
"2888","Plateau","Riyom","Soba","july",2021,4,-1,1,0.6,5,640
"2889","Plateau","Shendam","Keana","august",2021,1,-1,1,0.6,5,579
"2890","Plateau","Shendam","Keana","august",2021,2,-1,1,0.6,5,609
"2891","Plateau","Shendam","Keana","august",2021,3,-1,1,0.6,5,639
"2892","Plateau","Shendam","Keana","august",2021,4,-1,1,0.6,5,669
"2893","Plateau","Wase","Alkaleri","july",2021,1,-1,1,0.6,5,550
"2894","Plateau","Wase","Alkaleri","july",2021,2,-1,1,0.6,5,580
"2895","Plateau","Wase","Alkaleri","july",2021,3,-1,1,0.6,5,610
"2896","Plateau","Wase","Alkaleri","july",2021,4,-1,1,0.6,5,640
"2897","Sokoto","Binji","Gawabawa","august",2021,1,-1,1,0.6,5,550
"2898","Sokoto","Binji","Gawabawa","august",2021,2,-1,1,0.6,5,578
"2899","Sokoto","Binji","Gawabawa","august",2021,3,-1,1,0.6,5,606
"2900","Sokoto","Binji","Gawabawa","august",2021,4,-1,1,0.6,5,634
"2901","Sokoto","Bodinga","Gawabawa","august",2021,1,-1,1,0.6,5,550
"2902","Sokoto","Bodinga","Gawabawa","august",2021,2,-1,1,0.6,5,578
"2903","Sokoto","Bodinga","Gawabawa","august",2021,3,-1,1,0.6,5,606
"2904","Sokoto","Bodinga","Gawabawa","august",2021,4,-1,1,0.6,5,634
"2905","Sokoto","Dange-Shnsi","Gawabawa","august",2021,1,-1,1,0.6,5,579
"2906","Sokoto","Dange-Shnsi","Gawabawa","august",2021,2,-1,1,0.6,5,609
"2907","Sokoto","Dange-Shnsi","Gawabawa","august",2021,3,-1,1,0.6,5,639
"2908","Sokoto","Dange-Shnsi","Gawabawa","august",2021,4,-1,1,0.6,5,669
"2909","Sokoto","Gada","Gawabawa","august",2021,1,-1,1,0.6,5,550
"2910","Sokoto","Gada","Gawabawa","august",2021,2,-1,1,0.6,5,578
"2911","Sokoto","Gada","Gawabawa","august",2021,3,-1,1,0.6,5,606
"2912","Sokoto","Gada","Gawabawa","august",2021,4,-1,1,0.6,5,634
"2913","Sokoto","Gawabawa","Gawabawa","august",2021,1,-1,1,0.6,5,579
"2914","Sokoto","Gawabawa","Gawabawa","august",2021,2,-1,1,0.6,5,609
"2915","Sokoto","Gawabawa","Gawabawa","august",2021,3,-1,1,0.6,5,639
"2916","Sokoto","Gawabawa","Gawabawa","august",2021,4,-1,1,0.6,5,669
"2917","Sokoto","Goronyo","Gawabawa","august",2021,1,-1,1,0.6,5,550
"2918","Sokoto","Goronyo","Gawabawa","august",2021,2,-1,1,0.6,5,578
"2919","Sokoto","Goronyo","Gawabawa","august",2021,3,-1,1,0.6,5,606
"2920","Sokoto","Goronyo","Gawabawa","august",2021,4,-1,1,0.6,5,634
"2921","Sokoto","Gudu","Gawabawa","august",2021,1,-1,1,0.6,5,550
"2922","Sokoto","Gudu","Gawabawa","august",2021,2,-1,1,0.6,5,578
"2923","Sokoto","Gudu","Gawabawa","august",2021,3,-1,1,0.6,5,606
"2924","Sokoto","Gudu","Gawabawa","august",2021,4,-1,1,0.6,5,634
"2925","Sokoto","Illela","Gawabawa","august",2021,1,-1,1,0.6,5,550
"2926","Sokoto","Illela","Gawabawa","august",2021,2,-1,1,0.6,5,578
"2927","Sokoto","Illela","Gawabawa","august",2021,3,-1,1,0.6,5,606
"2928","Sokoto","Illela","Gawabawa","august",2021,4,-1,1,0.6,5,634
"2929","Sokoto","Isa","Rimi","march",2021,1,-1,1,0.6,5,550
"2930","Sokoto","Isa","Rimi","march",2021,2,-1,1,0.6,5,578
"2931","Sokoto","Isa","Rimi","march",2021,3,-1,1,0.6,5,606
"2932","Sokoto","Isa","Rimi","march",2021,4,-1,1,0.6,5,634
"2933","Sokoto","Kebbe","Birnin Kebbi","august",2021,1,-1,1,0.6,5,550
"2934","Sokoto","Kebbe","Birnin Kebbi","august",2021,2,-1,1,0.6,5,578
"2935","Sokoto","Kebbe","Birnin Kebbi","august",2021,3,-1,1,0.6,5,606
"2936","Sokoto","Kebbe","Birnin Kebbi","august",2021,4,-1,1,0.6,5,634
"2937","Sokoto","Kware","Gawabawa","august",2021,1,-1,1,0.6,5,550
"2938","Sokoto","Kware","Gawabawa","august",2021,2,-1,1,0.6,5,578
"2939","Sokoto","Kware","Gawabawa","august",2021,3,-1,1,0.6,5,606
"2940","Sokoto","Kware","Gawabawa","august",2021,4,-1,1,0.6,5,634
"2941","Sokoto","Rabah","Gawabawa","august",2021,1,-1,1,0.6,5,550
"2942","Sokoto","Rabah","Gawabawa","august",2021,2,-1,1,0.6,5,578
"2943","Sokoto","Rabah","Gawabawa","august",2021,3,-1,1,0.6,5,606
"2944","Sokoto","Rabah","Gawabawa","august",2021,4,-1,1,0.6,5,634
"2945","Sokoto","Sabon Birni","Gawabawa","august",2021,1,-1,1,0.6,5,550
"2946","Sokoto","Sabon Birni","Gawabawa","august",2021,2,-1,1,0.6,5,578
"2947","Sokoto","Sabon Birni","Gawabawa","august",2021,3,-1,1,0.6,5,606
"2948","Sokoto","Sabon Birni","Gawabawa","august",2021,4,-1,1,0.6,5,634
"2949","Sokoto","Shagari","Birnin Kebbi","august",2021,1,-1,1,0.6,5,550
"2950","Sokoto","Shagari","Birnin Kebbi","august",2021,2,-1,1,0.6,5,578
"2951","Sokoto","Shagari","Birnin Kebbi","august",2021,3,-1,1,0.6,5,606
"2952","Sokoto","Shagari","Birnin Kebbi","august",2021,4,-1,1,0.6,5,634
"2953","Sokoto","Silame","Gawabawa","august",2021,1,-1,1,0.6,5,550
"2954","Sokoto","Silame","Gawabawa","august",2021,2,-1,1,0.6,5,578
"2955","Sokoto","Silame","Gawabawa","august",2021,3,-1,1,0.6,5,606
"2956","Sokoto","Silame","Gawabawa","august",2021,4,-1,1,0.6,5,634
"2957","Sokoto","Sokoto North","Gawabawa","august",2021,1,-1,1,0.6,5,550
"2958","Sokoto","Sokoto North","Gawabawa","august",2021,2,-1,1,0.6,5,578
"2959","Sokoto","Sokoto North","Gawabawa","august",2021,3,-1,1,0.6,5,606
"2960","Sokoto","Sokoto North","Gawabawa","august",2021,4,-1,1,0.6,5,634
"2961","Sokoto","Sokoto South","Birnin Kebbi","august",2021,1,-1,1,0.6,5,550
"2962","Sokoto","Sokoto South","Birnin Kebbi","august",2021,2,-1,1,0.6,5,578
"2963","Sokoto","Sokoto South","Birnin Kebbi","august",2021,3,-1,1,0.6,5,606
"2964","Sokoto","Sokoto South","Birnin Kebbi","august",2021,4,-1,1,0.6,5,634
"2965","Sokoto","Tambuwal","Birnin Kebbi","august",2021,1,-1,1,0.6,5,550
"2966","Sokoto","Tambuwal","Birnin Kebbi","august",2021,2,-1,1,0.6,5,578
"2967","Sokoto","Tambuwal","Birnin Kebbi","august",2021,3,-1,1,0.6,5,606
"2968","Sokoto","Tambuwal","Birnin Kebbi","august",2021,4,-1,1,0.6,5,634
"2969","Sokoto","Tangaza","Gawabawa","august",2021,1,-1,1,0.6,5,550
"2970","Sokoto","Tangaza","Gawabawa","august",2021,2,-1,1,0.6,5,578
"2971","Sokoto","Tangaza","Gawabawa","august",2021,3,-1,1,0.6,5,606
"2972","Sokoto","Tangaza","Gawabawa","august",2021,4,-1,1,0.6,5,634
"2973","Sokoto","Tureta","Birnin Kebbi","august",2021,1,-1,1,0.6,5,550
"2974","Sokoto","Tureta","Birnin Kebbi","august",2021,2,-1,1,0.6,5,578
"2975","Sokoto","Tureta","Birnin Kebbi","august",2021,3,-1,1,0.6,5,606
"2976","Sokoto","Tureta","Birnin Kebbi","august",2021,4,-1,1,0.6,5,634
"2977","Sokoto","Wamako","Gawabawa","august",2021,1,-1,1,0.6,5,579
"2978","Sokoto","Wamako","Gawabawa","august",2021,2,-1,1,0.6,5,609
"2979","Sokoto","Wamako","Gawabawa","august",2021,3,-1,1,0.6,5,639
"2980","Sokoto","Wamako","Gawabawa","august",2021,4,-1,1,0.6,5,669
"2981","Sokoto","Wurno","Gawabawa","august",2021,1,-1,1,0.6,5,550
"2982","Sokoto","Wurno","Gawabawa","august",2021,2,-1,1,0.6,5,578
"2983","Sokoto","Wurno","Gawabawa","august",2021,3,-1,1,0.6,5,606
"2984","Sokoto","Wurno","Gawabawa","august",2021,4,-1,1,0.6,5,634
"2985","Sokoto","Yabo","Gawabawa","august",2021,1,-1,1,0.6,5,550
"2986","Sokoto","Yabo","Gawabawa","august",2021,2,-1,1,0.6,5,578
"2987","Sokoto","Yabo","Gawabawa","august",2021,3,-1,1,0.6,5,606
"2988","Sokoto","Yabo","Gawabawa","august",2021,4,-1,1,0.6,5,634
"2989","Taraba","Ardo-Kola","Keana","august",2021,1,-1,1,0.6,5,579
"2990","Taraba","Ardo-Kola","Keana","august",2021,2,-1,1,0.6,5,609
"2991","Taraba","Ardo-Kola","Keana","august",2021,3,-1,1,0.6,5,639
"2992","Taraba","Ardo-Kola","Keana","august",2021,4,-1,1,0.6,5,669
"2993","Taraba","Bali","Keana","august",2021,1,-1,1,0.6,5,579
"2994","Taraba","Bali","Keana","august",2021,2,-1,1,0.6,5,609
"2995","Taraba","Bali","Keana","august",2021,3,-1,1,0.6,5,639
"2996","Taraba","Bali","Keana","august",2021,4,-1,1,0.6,5,669
"2997","Taraba","Donga","Keana","august",2021,1,-1,1,0.6,5,579
"2998","Taraba","Donga","Keana","august",2021,2,-1,1,0.6,5,609
"2999","Taraba","Donga","Keana","august",2021,3,-1,1,0.6,5,639
"3000","Taraba","Donga","Keana","august",2021,4,-1,1,0.6,5,669
"3001","Taraba","Gashaka","Oru West","june",2021,1,-1,1,0.6,5,518
"3002","Taraba","Gashaka","Oru West","june",2021,2,-1,1,0.6,5,548
"3003","Taraba","Gashaka","Oru West","june",2021,3,-1,1,0.6,5,578
"3004","Taraba","Gashaka","Oru West","june",2021,4,-1,1,0.6,5,608
"3005","Taraba","Gassol","Keana","august",2021,1,-1,1,0.6,5,579
"3006","Taraba","Gassol","Keana","august",2021,2,-1,1,0.6,5,609
"3007","Taraba","Gassol","Keana","august",2021,3,-1,1,0.6,5,639
"3008","Taraba","Gassol","Keana","august",2021,4,-1,1,0.6,5,669
"3009","Taraba","Ibi","Keana","august",2021,1,-1,1,0.6,5,579
"3010","Taraba","Ibi","Keana","august",2021,2,-1,1,0.6,5,609
"3011","Taraba","Ibi","Keana","august",2021,3,-1,1,0.6,5,639
"3012","Taraba","Ibi","Keana","august",2021,4,-1,1,0.6,5,669
"3013","Taraba","Jalingo","Keana","august",2021,1,-1,1,0.6,5,579
"3014","Taraba","Jalingo","Keana","august",2021,2,-1,1,0.6,5,609
"3015","Taraba","Jalingo","Keana","august",2021,3,-1,1,0.6,5,639
"3016","Taraba","Jalingo","Keana","august",2021,4,-1,1,0.6,5,669
"3017","Taraba","Karin-Lamido","Alkaleri","july",2021,1,-1,1,0.6,5,550
"3018","Taraba","Karin-Lamido","Alkaleri","july",2021,2,-1,1,0.6,5,580
"3019","Taraba","Karin-Lamido","Alkaleri","july",2021,3,-1,1,0.6,5,610
"3020","Taraba","Karin-Lamido","Alkaleri","july",2021,4,-1,1,0.6,5,640
"3021","Taraba","Lau","Alkaleri","july",2021,1,-1,1,0.6,5,550
"3022","Taraba","Lau","Alkaleri","july",2021,2,-1,1,0.6,5,580
"3023","Taraba","Lau","Alkaleri","july",2021,3,-1,1,0.6,5,610
"3024","Taraba","Lau","Alkaleri","july",2021,4,-1,1,0.6,5,640
"3025","Taraba","Wukari","Keana","august",2021,1,-1,1,0.6,5,579
"3026","Taraba","Wukari","Keana","august",2021,2,-1,1,0.6,5,609
"3027","Taraba","Wukari","Keana","august",2021,3,-1,1,0.6,5,639
"3028","Taraba","Wukari","Keana","august",2021,4,-1,1,0.6,5,669
"3029","Taraba","Yorro","Alkaleri","july",2021,1,-1,1,0.6,5,550
"3030","Taraba","Yorro","Alkaleri","july",2021,2,-1,1,0.6,5,580
"3031","Taraba","Yorro","Alkaleri","july",2021,3,-1,1,0.6,5,610
"3032","Taraba","Yorro","Alkaleri","july",2021,4,-1,1,0.6,5,640
"3033","Taraba","Zing","Alkaleri","july",2021,1,-1,1,0.6,5,550
"3034","Taraba","Zing","Alkaleri","july",2021,2,-1,1,0.6,5,580
"3035","Taraba","Zing","Alkaleri","july",2021,3,-1,1,0.6,5,610
"3036","Taraba","Zing","Alkaleri","july",2021,4,-1,1,0.6,5,640
"3037","Yobe","Bade","Taura","july",2021,1,-1,1,0.6,5,488
"3038","Yobe","Bade","Taura","july",2021,2,-1,1,0.6,5,516
"3039","Yobe","Bade","Taura","july",2021,3,-1,1,0.6,5,544
"3040","Yobe","Bade","Taura","july",2021,4,-1,1,0.6,5,572
"3041","Yobe","Bursari","Taura","july",2021,1,-1,1,0.6,5,550
"3042","Yobe","Bursari","Taura","july",2021,2,-1,1,0.6,5,580
"3043","Yobe","Bursari","Taura","july",2021,3,-1,1,0.6,5,610
"3044","Yobe","Bursari","Taura","july",2021,4,-1,1,0.6,5,640
"3045","Yobe","Damaturu","Darazo","july",2021,1,-1,1,0.6,5,550
"3046","Yobe","Damaturu","Darazo","july",2021,2,-1,1,0.6,5,580
"3047","Yobe","Damaturu","Darazo","july",2021,3,-1,1,0.6,5,610
"3048","Yobe","Damaturu","Darazo","july",2021,4,-1,1,0.6,5,640
"3049","Yobe","Fika","Darazo","july",2021,1,-1,1,0.6,5,550
"3050","Yobe","Fika","Darazo","july",2021,2,-1,1,0.6,5,580
"3051","Yobe","Fika","Darazo","july",2021,3,-1,1,0.6,5,610
"3052","Yobe","Fika","Darazo","july",2021,4,-1,1,0.6,5,640
"3053","Yobe","Fune","Darazo","july",2021,1,-1,1,0.6,5,550
"3054","Yobe","Fune","Darazo","july",2021,2,-1,1,0.6,5,580
"3055","Yobe","Fune","Darazo","july",2021,3,-1,1,0.6,5,610
"3056","Yobe","Fune","Darazo","july",2021,4,-1,1,0.6,5,640
"3057","Yobe","Geidam","Babura","may",2021,1,-1,1,0.6,5,488
"3058","Yobe","Geidam","Babura","may",2021,2,-1,1,0.6,5,518
"3059","Yobe","Geidam","Babura","may",2021,3,-1,1,0.6,5,548
"3060","Yobe","Geidam","Babura","may",2021,4,-1,1,0.6,5,578
"3061","Yobe","Gujba","Darazo","july",2021,1,-1,1,0.6,5,550
"3062","Yobe","Gujba","Darazo","july",2021,2,-1,1,0.6,5,580
"3063","Yobe","Gujba","Darazo","july",2021,3,-1,1,0.6,5,610
"3064","Yobe","Gujba","Darazo","july",2021,4,-1,1,0.6,5,640
"3065","Yobe","Gulani","Alkaleri","july",2021,1,-1,1,0.6,5,550
"3066","Yobe","Gulani","Alkaleri","july",2021,2,-1,1,0.6,5,580
"3067","Yobe","Gulani","Alkaleri","july",2021,3,-1,1,0.6,5,610
"3068","Yobe","Gulani","Alkaleri","july",2021,4,-1,1,0.6,5,640
"3069","Yobe","Jakusko","Taura","july",2021,1,-1,1,0.6,5,550
"3070","Yobe","Jakusko","Taura","july",2021,2,-1,1,0.6,5,580
"3071","Yobe","Jakusko","Taura","july",2021,3,-1,1,0.6,5,610
"3072","Yobe","Jakusko","Taura","july",2021,4,-1,1,0.6,5,640
"3073","Yobe","Karasuwa","Taura","july",2021,1,-1,1,0.6,5,488
"3074","Yobe","Karasuwa","Taura","july",2021,2,-1,1,0.6,5,516
"3075","Yobe","Karasuwa","Taura","july",2021,3,-1,1,0.6,5,544
"3076","Yobe","Karasuwa","Taura","july",2021,4,-1,1,0.6,5,572
"3077","Yobe","Machina","Taura","july",2021,1,-1,1,0.6,5,488
"3078","Yobe","Machina","Taura","july",2021,2,-1,1,0.6,5,516
"3079","Yobe","Machina","Taura","july",2021,3,-1,1,0.6,5,544
"3080","Yobe","Machina","Taura","july",2021,4,-1,1,0.6,5,572
"3081","Yobe","Nangere","Darazo","july",2021,1,-1,1,0.6,5,550
"3082","Yobe","Nangere","Darazo","july",2021,2,-1,1,0.6,5,580
"3083","Yobe","Nangere","Darazo","july",2021,3,-1,1,0.6,5,610
"3084","Yobe","Nangere","Darazo","july",2021,4,-1,1,0.6,5,640
"3085","Yobe","Nguru","Taura","july",2021,1,-1,1,0.6,5,488
"3086","Yobe","Nguru","Taura","july",2021,2,-1,1,0.6,5,516
"3087","Yobe","Nguru","Taura","july",2021,3,-1,1,0.6,5,544
"3088","Yobe","Nguru","Taura","july",2021,4,-1,1,0.6,5,572
"3089","Yobe","Potiskum","Darazo","july",2021,1,-1,1,0.6,5,550
"3090","Yobe","Potiskum","Darazo","july",2021,2,-1,1,0.6,5,580
"3091","Yobe","Potiskum","Darazo","july",2021,3,-1,1,0.6,5,610
"3092","Yobe","Potiskum","Darazo","july",2021,4,-1,1,0.6,5,640
"3093","Yobe","Tarmua","Rimi","march",2021,1,-1,1,0.6,5,426
"3094","Yobe","Tarmua","Rimi","march",2021,2,-1,1,0.6,5,456
"3095","Yobe","Tarmua","Rimi","march",2021,3,-1,1,0.6,5,486
"3096","Yobe","Tarmua","Rimi","march",2021,4,-1,1,0.6,5,516
"3097","Yobe","Yunusari","Babura","may",2021,1,-1,1,0.6,5,488
"3098","Yobe","Yunusari","Babura","may",2021,2,-1,1,0.6,5,518
"3099","Yobe","Yunusari","Babura","may",2021,3,-1,1,0.6,5,548
"3100","Yobe","Yunusari","Babura","may",2021,4,-1,1,0.6,5,578
"3101","Yobe","Yusufari","Taura","july",2021,1,-1,1,0.6,5,550
"3102","Yobe","Yusufari","Taura","july",2021,2,-1,1,0.6,5,580
"3103","Yobe","Yusufari","Taura","july",2021,3,-1,1,0.6,5,610
"3104","Yobe","Yusufari","Taura","july",2021,4,-1,1,0.6,5,640
"3105","Zamfara","Anka","Darazo","july",2021,1,-1,1,0.6,5,550
"3106","Zamfara","Anka","Darazo","july",2021,2,-1,1,0.6,5,578
"3107","Zamfara","Anka","Darazo","july",2021,3,-1,1,0.6,5,606
"3108","Zamfara","Anka","Darazo","july",2021,4,-1,1,0.6,5,634
"3109","Zamfara","Bakura","Darazo","july",2021,1,-1,1,0.6,5,550
"3110","Zamfara","Bakura","Darazo","july",2021,2,-1,1,0.6,5,578
"3111","Zamfara","Bakura","Darazo","july",2021,3,-1,1,0.6,5,606
"3112","Zamfara","Bakura","Darazo","july",2021,4,-1,1,0.6,5,634
"3113","Zamfara","Birnin Magaji","Rimi","march",2021,1,-1,1,0.6,5,550
"3114","Zamfara","Birnin Magaji","Rimi","march",2021,2,-1,1,0.6,5,578
"3115","Zamfara","Birnin Magaji","Rimi","march",2021,3,-1,1,0.6,5,606
"3116","Zamfara","Birnin Magaji","Rimi","march",2021,4,-1,1,0.6,5,634
"3117","Zamfara","Bukkuyum","Alkaleri","july",2021,1,-1,1,0.6,5,550
"3118","Zamfara","Bukkuyum","Alkaleri","july",2021,2,-1,1,0.6,5,578
"3119","Zamfara","Bukkuyum","Alkaleri","july",2021,3,-1,1,0.6,5,606
"3120","Zamfara","Bukkuyum","Alkaleri","july",2021,4,-1,1,0.6,5,634
"3121","Zamfara","Bungudu","Takali","september",2021,1,-1,1,0.6,5,550
"3122","Zamfara","Bungudu","Takali","september",2021,2,-1,1,0.6,5,578
"3123","Zamfara","Bungudu","Takali","september",2021,3,-1,1,0.6,5,606
"3124","Zamfara","Bungudu","Takali","september",2021,4,-1,1,0.6,5,634
"3125","Zamfara","Gummi","Birnin Kebbi","august",2021,1,-1,1,0.6,5,550
"3126","Zamfara","Gummi","Birnin Kebbi","august",2021,2,-1,1,0.6,5,578
"3127","Zamfara","Gummi","Birnin Kebbi","august",2021,3,-1,1,0.6,5,606
"3128","Zamfara","Gummi","Birnin Kebbi","august",2021,4,-1,1,0.6,5,634
"3129","Zamfara","Gusau","Darazo","july",2021,1,-1,1,0.6,5,550
"3130","Zamfara","Gusau","Darazo","july",2021,2,-1,1,0.6,5,578
"3131","Zamfara","Gusau","Darazo","july",2021,3,-1,1,0.6,5,606
"3132","Zamfara","Gusau","Darazo","july",2021,4,-1,1,0.6,5,634
"3133","Zamfara","Kaura-Namoda","Rimi","march",2021,1,-1,1,0.6,5,426
"3134","Zamfara","Kaura-Namoda","Rimi","march",2021,2,-1,1,0.6,5,456
"3135","Zamfara","Kaura-Namoda","Rimi","march",2021,3,-1,1,0.6,5,486
"3136","Zamfara","Kaura-Namoda","Rimi","march",2021,4,-1,1,0.6,5,516
"3137","Zamfara","Maradun","Darazo","july",2021,1,-1,1,0.6,5,550
"3138","Zamfara","Maradun","Darazo","july",2021,2,-1,1,0.6,5,578
"3139","Zamfara","Maradun","Darazo","july",2021,3,-1,1,0.6,5,606
"3140","Zamfara","Maradun","Darazo","july",2021,4,-1,1,0.6,5,634
"3141","Zamfara","Maru","Giwa","august",2021,1,-1,1,0.6,5,550
"3142","Zamfara","Maru","Giwa","august",2021,2,-1,1,0.6,5,578
"3143","Zamfara","Maru","Giwa","august",2021,3,-1,1,0.6,5,606
"3144","Zamfara","Maru","Giwa","august",2021,4,-1,1,0.6,5,634
"3145","Zamfara","Shinkafi","Rimi","march",2021,1,-1,1,0.6,5,550
"3146","Zamfara","Shinkafi","Rimi","march",2021,2,-1,1,0.6,5,578
"3147","Zamfara","Shinkafi","Rimi","march",2021,3,-1,1,0.6,5,606
"3148","Zamfara","Shinkafi","Rimi","march",2021,4,-1,1,0.6,5,634
"3149","Zamfara","Talata Mafara","Darazo","july",2021,1,-1,1,0.6,5,550
"3150","Zamfara","Talata Mafara","Darazo","july",2021,2,-1,1,0.6,5,578
"3151","Zamfara","Talata Mafara","Darazo","july",2021,3,-1,1,0.6,5,606
"3152","Zamfara","Talata Mafara","Darazo","july",2021,4,-1,1,0.6,5,634
"3153","Zamfara","Tsafe","Takali","september",2021,1,-1,1,0.6,5,550
"3154","Zamfara","Tsafe","Takali","september",2021,2,-1,1,0.6,5,578
"3155","Zamfara","Tsafe","Takali","september",2021,3,-1,1,0.6,5,606
"3156","Zamfara","Tsafe","Takali","september",2021,4,-1,1,0.6,5,634
"3157","Zamfara","Zurmi","Rimi","march",2021,1,-1,1,0.6,5,550
"3158","Zamfara","Zurmi","Rimi","march",2021,2,-1,1,0.6,5,578
"3159","Zamfara","Zurmi","Rimi","march",2021,3,-1,1,0.6,5,606
"3160","Zamfara","Zurmi","Rimi","march",2021,4,-1,1,0.6,5,634
"3161","Adamawa","Demsa","Alkaleri","july",2022,1,-1,1,0.6,5,915
"3162","Adamawa","Demsa","Alkaleri","july",2022,2,-1,1,0.6,5,945
"3163","Adamawa","Demsa","Alkaleri","july",2022,3,-1,1,0.6,5,975
"3164","Adamawa","Demsa","Alkaleri","july",2022,4,-1,1,0.6,5,1005
"3165","Adamawa","Fufore","Alkaleri","july",2022,1,-1,1,0.6,5,915
"3166","Adamawa","Fufore","Alkaleri","july",2022,2,-1,1,0.6,5,945
"3167","Adamawa","Fufore","Alkaleri","july",2022,3,-1,1,0.6,5,975
"3168","Adamawa","Fufore","Alkaleri","july",2022,4,-1,1,0.6,5,1005
"3169","Adamawa","Ganaye","Alkaleri","july",2022,1,-1,1,0.6,5,915
"3170","Adamawa","Ganaye","Alkaleri","july",2022,2,-1,1,0.6,5,945
"3171","Adamawa","Ganaye","Alkaleri","july",2022,3,-1,1,0.6,5,975
"3172","Adamawa","Ganaye","Alkaleri","july",2022,4,-1,1,0.6,5,1005
"3173","Adamawa","Gireri","Darazo","july",2022,1,-1,1,0.6,5,915
"3174","Adamawa","Gireri","Darazo","july",2022,2,-1,1,0.6,5,945
"3175","Adamawa","Gireri","Darazo","july",2022,3,-1,1,0.6,5,975
"3176","Adamawa","Gireri","Darazo","july",2022,4,-1,1,0.6,5,1005
"3177","Adamawa","Gombi","Alkaleri","july",2022,1,-1,1,0.6,5,915
"3178","Adamawa","Gombi","Alkaleri","july",2022,2,-1,1,0.6,5,945
"3179","Adamawa","Gombi","Alkaleri","july",2022,3,-1,1,0.6,5,975
"3180","Adamawa","Gombi","Alkaleri","july",2022,4,-1,1,0.6,5,1005
"3181","Adamawa","Guyuk","Alkaleri","july",2022,1,-1,1,0.6,5,915
"3182","Adamawa","Guyuk","Alkaleri","july",2022,2,-1,1,0.6,5,945
"3183","Adamawa","Guyuk","Alkaleri","july",2022,3,-1,1,0.6,5,975
"3184","Adamawa","Guyuk","Alkaleri","july",2022,4,-1,1,0.6,5,1005
"3185","Adamawa","Hong","Darazo","july",2022,1,-1,1,0.6,5,915
"3186","Adamawa","Hong","Darazo","july",2022,2,-1,1,0.6,5,945
"3187","Adamawa","Hong","Darazo","july",2022,3,-1,1,0.6,5,975
"3188","Adamawa","Hong","Darazo","july",2022,4,-1,1,0.6,5,1005
"3189","Adamawa","Jada","Alkaleri","july",2022,1,-1,1,0.6,5,915
"3190","Adamawa","Jada","Alkaleri","july",2022,2,-1,1,0.6,5,945
"3191","Adamawa","Jada","Alkaleri","july",2022,3,-1,1,0.6,5,975
"3192","Adamawa","Jada","Alkaleri","july",2022,4,-1,1,0.6,5,1005
