LGA,State,repDS,peak,simday,year,round,duration,coverage_high_access,coverage_low_access,max_age
Biriniwa,Jigawa,Taura,july,610,2021,3,-1,0.8,0.2,5
Biriniwa,Jigawa,Taura,july,640,2021,4,-1,0.8,0.2,5
Birni Kudu,Jigawa,Takali,september,610,2021,1,-1,0.8,0.2,5
Birni Kudu,Jigawa,Takali,september,640,2021,2,-1,0.8,0.2,5
Birni Kudu,Jigawa,Takali,september,670,2021,3,-1,0.8,0.2,5
Birni Kudu,Jigawa,Takali,september,700,2021,4,-1,0.8,0.2,5
Buji,Jigawa,Takali,september,610,2021,1,-1,0.8,0.2,5
Buji,Jigawa,Takali,september,640,2021,2,-1,0.8,0.2,5
Buji,Jigawa,Takali,september,670,2021,3,-1,0.8,0.2,5
Buji,Jigawa,Takali,september,700,2021,4,-1,0.8,0.2,5
Dutse,Jigawa,Takali,september,610,2021,1,-1,0.8,0.2,5
Dutse,Jigawa,Takali,september,640,2021,2,-1,0.8,0.2,5
Dutse,Jigawa,Takali,september,670,2021,3,-1,0.8,0.2,5
Dutse,Jigawa,Takali,september,700,2021,4,-1,0.8,0.2,5
Gagarawa,Jigawa,Taura,july,550,2021,1,-1,0.8,0.2,5
Gagarawa,Jigawa,Taura,july,580,2021,2,-1,0.8,0.2,5
Gagarawa,Jigawa,Taura,july,610,2021,3,-1,0.8,0.2,5
Gagarawa,Jigawa,Taura,july,640,2021,4,-1,0.8,0.2,5
Garki,Jigawa,Babura,may,488,2021,1,-1,0.8,0.2,5
Garki,Jigawa,Babura,may,518,2021,2,-1,0.8,0.2,5
Garki,Jigawa,Babura,may,548,2021,3,-1,0.8,0.2,5
Garki,Jigawa,Babura,may,578,2021,4,-1,0.8,0.2,5
Gumel,Jigawa,Babura,may,488,2021,1,-1,0.8,0.2,5
Gumel,Jigawa,Babura,may,518,2021,2,-1,0.8,0.2,5
Gumel,Jigawa,Babura,may,548,2021,3,-1,0.8,0.2,5
Gumel,Jigawa,Babura,may,578,2021,4,-1,0.8,0.2,5
Guri,Jigawa,Taura,july,550,2021,1,-1,0.8,0.2,5
Guri,Jigawa,Taura,july,580,2021,2,-1,0.8,0.2,5
Guri,Jigawa,Taura,july,610,2021,3,-1,0.8,0.2,5
Guri,Jigawa,Taura,july,640,2021,4,-1,0.8,0.2,5
Gwaram,Jigawa,Takali,september,610,2021,1,-1,0.8,0.2,5
Gwaram,Jigawa,Takali,september,640,2021,2,-1,0.8,0.2,5
Gwaram,Jigawa,Takali,september,670,2021,3,-1,0.8,0.2,5
Gwaram,Jigawa,Takali,september,700,2021,4,-1,0.8,0.2,5
Gwiwa,Jigawa,Babura,may,488,2021,1,-1,0.8,0.2,5
Gwiwa,Jigawa,Babura,may,518,2021,2,-1,0.8,0.2,5
Gwiwa,Jigawa,Babura,may,548,2021,3,-1,0.8,0.2,5
Gwiwa,Jigawa,Babura,may,578,2021,4,-1,0.8,0.2,5
Hadejia,Jigawa,Taura,july,550,2021,1,-1,0.8,0.2,5
Hadejia,Jigawa,Taura,july,580,2021,2,-1,0.8,0.2,5
Hadejia,Jigawa,Taura,july,610,2021,3,-1,0.8,0.2,5
Hadejia,Jigawa,Taura,july,640,2021,4,-1,0.8,0.2,5
Jahun,Jigawa,Taura,july,550,2021,1,-1,0.8,0.2,5
Jahun,Jigawa,Taura,july,580,2021,2,-1,0.8,0.2,5
Jahun,Jigawa,Taura,july,610,2021,3,-1,0.8,0.2,5
Jahun,Jigawa,Taura,july,640,2021,4,-1,0.8,0.2,5
Kafin Hausa,Jigawa,Taura,july,550,2021,1,-1,0.8,0.2,5
Kafin Hausa,Jigawa,Taura,july,580,2021,2,-1,0.8,0.2,5
Kafin Hausa,Jigawa,Taura,july,610,2021,3,-1,0.8,0.2,5
Kafin Hausa,Jigawa,Taura,july,640,2021,4,-1,0.8,0.2,5
Kaugama,Jigawa,Taura,july,550,2021,1,-1,0.8,0.2,5
Kaugama,Jigawa,Taura,july,580,2021,2,-1,0.8,0.2,5
Kaugama,Jigawa,Taura,july,610,2021,3,-1,0.8,0.2,5
Kaugama,Jigawa,Taura,july,640,2021,4,-1,0.8,0.2,5
Kazaure,Jigawa,Babura,may,488,2021,1,-1,0.8,0.2,5
Kazaure,Jigawa,Babura,may,518,2021,2,-1,0.8,0.2,5
Kazaure,Jigawa,Babura,may,548,2021,3,-1,0.8,0.2,5
Kazaure,Jigawa,Babura,may,578,2021,4,-1,0.8,0.2,5
Kiri Kasamma,Jigawa,Taura,july,550,2021,1,-1,0.8,0.2,5
Kiri Kasamma,Jigawa,Taura,july,580,2021,2,-1,0.8,0.2,5
Kiri Kasamma,Jigawa,Taura,july,610,2021,3,-1,0.8,0.2,5
Kiri Kasamma,Jigawa,Taura,july,640,2021,4,-1,0.8,0.2,5
kiyawa,Jigawa,Takali,september,610,2021,1,-1,0.8,0.2,5
kiyawa,Jigawa,Takali,september,640,2021,2,-1,0.8,0.2,5
kiyawa,Jigawa,Takali,september,670,2021,3,-1,0.8,0.2,5
kiyawa,Jigawa,Takali,september,700,2021,4,-1,0.8,0.2,5
Maigatari,Jigawa,Babura,may,488,2021,1,-1,0.8,0.2,5
Maigatari,Jigawa,Babura,may,518,2021,2,-1,0.8,0.2,5
Maigatari,Jigawa,Babura,may,548,2021,3,-1,0.8,0.2,5
Maigatari,Jigawa,Babura,may,578,2021,4,-1,0.8,0.2,5
Malam Madori,Jigawa,Taura,july,550,2021,1,-1,0.8,0.2,5
Malam Madori,Jigawa,Taura,july,580,2021,2,-1,0.8,0.2,5
Malam Madori,Jigawa,Taura,july,610,2021,3,-1,0.8,0.2,5
Malam Madori,Jigawa,Taura,july,640,2021,4,-1,0.8,0.2,5
Miga,Jigawa,Taura,july,550,2021,1,-1,0.8,0.2,5
Miga,Jigawa,Taura,july,580,2021,2,-1,0.8,0.2,5
Miga,Jigawa,Taura,july,610,2021,3,-1,0.8,0.2,5
Miga,Jigawa,Taura,july,640,2021,4,-1,0.8,0.2,5
Ringim,Jigawa,Taura,july,550,2021,1,-1,0.8,0.2,5
Ringim,Jigawa,Taura,july,580,2021,2,-1,0.8,0.2,5
Ringim,Jigawa,Taura,july,610,2021,3,-1,0.8,0.2,5
Ringim,Jigawa,Taura,july,640,2021,4,-1,0.8,0.2,5
Roni,Jigawa,Babura,may,488,2021,1,-1,0.8,0.2,5
Roni,Jigawa,Babura,may,518,2021,2,-1,0.8,0.2,5
Roni,Jigawa,Babura,may,548,2021,3,-1,0.8,0.2,5
Roni,Jigawa,Babura,may,578,2021,4,-1,0.8,0.2,5
Sule-Tankarkar,Jigawa,Babura,may,488,2021,1,-1,0.8,0.2,5
Sule-Tankarkar,Jigawa,Babura,may,518,2021,2,-1,0.8,0.2,5
Sule-Tankarkar,Jigawa,Babura,may,548,2021,3,-1,0.8,0.2,5
Sule-Tankarkar,Jigawa,Babura,may,578,2021,4,-1,0.8,0.2,5
Taura,Jigawa,Taura,july,550,2021,1,-1,0.8,0.2,5
Taura,Jigawa,Taura,july,580,2021,2,-1,0.8,0.2,5
Taura,Jigawa,Taura,july,610,2021,3,-1,0.8,0.2,5
Taura,Jigawa,Taura,july,640,2021,4,-1,0.8,0.2,5
Yankwashi,Jigawa,Babura,may,488,2021,1,-1,0.8,0.2,5
Yankwashi,Jigawa,Babura,may,518,2021,2,-1,0.8,0.2,5
Yankwashi,Jigawa,Babura,may,548,2021,3,-1,0.8,0.2,5
Yankwashi,Jigawa,Babura,may,578,2021,4,-1,0.8,0.2,5
Baure,Katsina,Babura,may,488,2021,1,-1,0.8,0.2,5
Baure,Katsina,Babura,may,518,2021,2,-1,0.8,0.2,5
Baure,Katsina,Babura,may,548,2021,3,-1,0.8,0.2,5
Baure,Katsina,Babura,may,578,2021,4,-1,0.8,0.2,5
Daura,Katsina,Babura,may,488,2021,1,-1,0.8,0.2,5
Daura,Katsina,Babura,may,518,2021,2,-1,0.8,0.2,5
Daura,Katsina,Babura,may,548,2021,3,-1,0.8,0.2,5
Daura,Katsina,Babura,may,578,2021,4,-1,0.8,0.2,5
Dutsi,Katsina,Rimi,march,426,2021,1,-1,0.8,0.2,5
Dutsi,Katsina,Rimi,march,456,2021,2,-1,0.8,0.2,5
Dutsi,Katsina,Rimi,march,486,2021,3,-1,0.8,0.2,5
Dutsi,Katsina,Rimi,march,516,2021,4,-1,0.8,0.2,5
Jibia,Katsina,Rimi,march,426,2021,1,-1,0.8,0.2,5
Jibia,Katsina,Rimi,march,456,2021,2,-1,0.8,0.2,5
Jibia,Katsina,Rimi,march,486,2021,3,-1,0.8,0.2,5
Jibia,Katsina,Rimi,march,516,2021,4,-1,0.8,0.2,5
kaita,Katsina,Rimi,march,426,2021,1,-1,0.8,0.2,5
kaita,Katsina,Rimi,march,456,2021,2,-1,0.8,0.2,5
kaita,Katsina,Rimi,march,486,2021,3,-1,0.8,0.2,5
kaita,Katsina,Rimi,march,516,2021,4,-1,0.8,0.2,5
Mai'Adua,Katsina,Rimi,march,426,2021,1,-1,0.8,0.2,5
Mai'Adua,Katsina,Rimi,march,456,2021,2,-1,0.8,0.2,5
Mai'Adua,Katsina,Rimi,march,486,2021,3,-1,0.8,0.2,5
Mai'Adua,Katsina,Rimi,march,516,2021,4,-1,0.8,0.2,5
Mashi,Katsina,Rimi,march,426,2021,1,-1,0.8,0.2,5
Mashi,Katsina,Rimi,march,456,2021,2,-1,0.8,0.2,5
Mashi,Katsina,Rimi,march,486,2021,3,-1,0.8,0.2,5
Mashi,Katsina,Rimi,march,516,2021,4,-1,0.8,0.2,5
Zango,Katsina,Babura,may,488,2021,1,-1,0.8,0.2,5
Zango,Katsina,Babura,may,518,2021,2,-1,0.8,0.2,5
Zango,Katsina,Babura,may,548,2021,3,-1,0.8,0.2,5
Zango,Katsina,Babura,may,578,2021,4,-1,0.8,0.2,5
Binji,Sokoto,Gawabawa,august,579,2021,1,-1,0.8,0.2,5
Binji,Sokoto,Gawabawa,august,609,2021,2,-1,0.8,0.2,5
Binji,Sokoto,Gawabawa,august,639,2021,3,-1,0.8,0.2,5
Binji,Sokoto,Gawabawa,august,669,2021,4,-1,0.8,0.2,5
Bodinga,Sokoto,Gawabawa,august,579,2021,1,-1,0.8,0.2,5
Bodinga,Sokoto,Gawabawa,august,609,2021,2,-1,0.8,0.2,5
Bodinga,Sokoto,Gawabawa,august,639,2021,3,-1,0.8,0.2,5
Bodinga,Sokoto,Gawabawa,august,669,2021,4,-1,0.8,0.2,5
Dange-Shnsi,Sokoto,Gawabawa,august,579,2021,1,-1,0.8,0.2,5
Dange-Shnsi,Sokoto,Gawabawa,august,609,2021,2,-1,0.8,0.2,5
Dange-Shnsi,Sokoto,Gawabawa,august,639,2021,3,-1,0.8,0.2,5
Dange-Shnsi,Sokoto,Gawabawa,august,669,2021,4,-1,0.8,0.2,5
Gada,Sokoto,Gawabawa,august,579,2021,1,-1,0.8,0.2,5
Gada,Sokoto,Gawabawa,august,609,2021,2,-1,0.8,0.2,5
Gada,Sokoto,Gawabawa,august,639,2021,3,-1,0.8,0.2,5
Gada,Sokoto,Gawabawa,august,669,2021,4,-1,0.8,0.2,5
Goronyo,Sokoto,Gawabawa,august,579,2021,1,-1,0.8,0.2,5
Goronyo,Sokoto,Gawabawa,august,609,2021,2,-1,0.8,0.2,5
Goronyo,Sokoto,Gawabawa,august,639,2021,3,-1,0.8,0.2,5
Goronyo,Sokoto,Gawabawa,august,669,2021,4,-1,0.8,0.2,5
Gudu,Sokoto,Gawabawa,august,579,2021,1,-1,0.8,0.2,5
Gudu,Sokoto,Gawabawa,august,609,2021,2,-1,0.8,0.2,5
Gudu,Sokoto,Gawabawa,august,639,2021,3,-1,0.8,0.2,5
Gudu,Sokoto,Gawabawa,august,669,2021,4,-1,0.8,0.2,5
Gawabawa,Sokoto,Gawabawa,august,579,2021,1,-1,0.8,0.2,5
Gawabawa,Sokoto,Gawabawa,august,609,2021,2,-1,0.8,0.2,5
Gawabawa,Sokoto,Gawabawa,august,639,2021,3,-1,0.8,0.2,5
Gawabawa,Sokoto,Gawabawa,august,669,2021,4,-1,0.8,0.2,5
Illela,Sokoto,Gawabawa,august,579,2021,1,-1,0.8,0.2,5
Illela,Sokoto,Gawabawa,august,609,2021,2,-1,0.8,0.2,5
Illela,Sokoto,Gawabawa,august,639,2021,3,-1,0.8,0.2,5
Illela,Sokoto,Gawabawa,august,669,2021,4,-1,0.8,0.2,5
Isa,Sokoto,Rimi,march,426,2021,1,-1,0.8,0.2,5
Isa,Sokoto,Rimi,march,456,2021,2,-1,0.8,0.2,5
Isa,Sokoto,Rimi,march,486,2021,3,-1,0.8,0.2,5
Isa,Sokoto,Rimi,march,516,2021,4,-1,0.8,0.2,5
Kebbe,Sokoto,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Kebbe,Sokoto,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Kebbe,Sokoto,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Kebbe,Sokoto,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Kware,Sokoto,Gawabawa,august,579,2021,1,-1,0.8,0.2,5
Kware,Sokoto,Gawabawa,august,609,2021,2,-1,0.8,0.2,5
Kware,Sokoto,Gawabawa,august,639,2021,3,-1,0.8,0.2,5
Kware,Sokoto,Gawabawa,august,669,2021,4,-1,0.8,0.2,5
Rabah,Sokoto,Gawabawa,august,579,2021,1,-1,0.8,0.2,5
Rabah,Sokoto,Gawabawa,august,609,2021,2,-1,0.8,0.2,5
Rabah,Sokoto,Gawabawa,august,639,2021,3,-1,0.8,0.2,5
Rabah,Sokoto,Gawabawa,august,669,2021,4,-1,0.8,0.2,5
Sabon Birni,Sokoto,Gawabawa,august,579,2021,1,-1,0.8,0.2,5
Sabon Birni,Sokoto,Gawabawa,august,609,2021,2,-1,0.8,0.2,5
Sabon Birni,Sokoto,Gawabawa,august,639,2021,3,-1,0.8,0.2,5
Sabon Birni,Sokoto,Gawabawa,august,669,2021,4,-1,0.8,0.2,5
Shagari,Sokoto,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Shagari,Sokoto,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Shagari,Sokoto,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Shagari,Sokoto,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Silame,Sokoto,Gawabawa,august,579,2021,1,-1,0.8,0.2,5
Silame,Sokoto,Gawabawa,august,609,2021,2,-1,0.8,0.2,5
Silame,Sokoto,Gawabawa,august,639,2021,3,-1,0.8,0.2,5
Silame,Sokoto,Gawabawa,august,669,2021,4,-1,0.8,0.2,5
Sokoto North,Sokoto,Gawabawa,august,579,2021,1,-1,0.8,0.2,5
Sokoto North,Sokoto,Gawabawa,august,609,2021,2,-1,0.8,0.2,5
Sokoto North,Sokoto,Gawabawa,august,639,2021,3,-1,0.8,0.2,5
Sokoto North,Sokoto,Gawabawa,august,669,2021,4,-1,0.8,0.2,5
Sokoto South,Sokoto,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Sokoto South,Sokoto,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Sokoto South,Sokoto,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Sokoto South,Sokoto,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Tambuwal,Sokoto,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Tambuwal,Sokoto,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Tambuwal,Sokoto,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Tambuwal,Sokoto,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Tangaza,Sokoto,Gawabawa,august,579,2021,1,-1,0.8,0.2,5
Tangaza,Sokoto,Gawabawa,august,609,2021,2,-1,0.8,0.2,5
Tangaza,Sokoto,Gawabawa,august,639,2021,3,-1,0.8,0.2,5
Tangaza,Sokoto,Gawabawa,august,669,2021,4,-1,0.8,0.2,5
Tureta,Sokoto,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Tureta,Sokoto,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Tureta,Sokoto,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Tureta,Sokoto,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Wamako,Sokoto,Gawabawa,august,579,2021,1,-1,0.8,0.2,5
Wamako,Sokoto,Gawabawa,august,609,2021,2,-1,0.8,0.2,5
Wamako,Sokoto,Gawabawa,august,639,2021,3,-1,0.8,0.2,5
Wamako,Sokoto,Gawabawa,august,669,2021,4,-1,0.8,0.2,5
Wurno,Sokoto,Gawabawa,august,579,2021,1,-1,0.8,0.2,5
Wurno,Sokoto,Gawabawa,august,609,2021,2,-1,0.8,0.2,5
Wurno,Sokoto,Gawabawa,august,639,2021,3,-1,0.8,0.2,5
Wurno,Sokoto,Gawabawa,august,669,2021,4,-1,0.8,0.2,5
Yabo,Sokoto,Gawabawa,august,579,2021,1,-1,0.8,0.2,5
Yabo,Sokoto,Gawabawa,august,609,2021,2,-1,0.8,0.2,5
Yabo,Sokoto,Gawabawa,august,639,2021,3,-1,0.8,0.2,5
Yabo,Sokoto,Gawabawa,august,669,2021,4,-1,0.8,0.2,5
Bade,Yobe,Taura,july,550,2021,1,-1,0.8,0.2,5
Bade,Yobe,Taura,july,580,2021,2,-1,0.8,0.2,5
Bade,Yobe,Taura,july,610,2021,3,-1,0.8,0.2,5
Bade,Yobe,Taura,july,640,2021,4,-1,0.8,0.2,5
Karasuwa,Yobe,Taura,july,550,2021,1,-1,0.8,0.2,5
Karasuwa,Yobe,Taura,july,580,2021,2,-1,0.8,0.2,5
Karasuwa,Yobe,Taura,july,610,2021,3,-1,0.8,0.2,5
Karasuwa,Yobe,Taura,july,640,2021,4,-1,0.8,0.2,5
Machina,Yobe,Taura,july,550,2021,1,-1,0.8,0.2,5
Machina,Yobe,Taura,july,580,2021,2,-1,0.8,0.2,5
Machina,Yobe,Taura,july,610,2021,3,-1,0.8,0.2,5
Machina,Yobe,Taura,july,640,2021,4,-1,0.8,0.2,5
Nguru,Yobe,Taura,july,550,2021,1,-1,0.8,0.2,5
Nguru,Yobe,Taura,july,580,2021,2,-1,0.8,0.2,5
Nguru,Yobe,Taura,july,610,2021,3,-1,0.8,0.2,5
Nguru,Yobe,Taura,july,640,2021,4,-1,0.8,0.2,5
Tarmua,Yobe,Rimi,march,426,2021,1,-1,0.8,0.2,5
Tarmua,Yobe,Rimi,march,456,2021,2,-1,0.8,0.2,5
Tarmua,Yobe,Rimi,march,486,2021,3,-1,0.8,0.2,5
Tarmua,Yobe,Rimi,march,516,2021,4,-1,0.8,0.2,5
Yusufari,Yobe,Taura,july,550,2021,1,-1,0.8,0.2,5
Yusufari,Yobe,Taura,july,580,2021,2,-1,0.8,0.2,5
Yusufari,Yobe,Taura,july,610,2021,3,-1,0.8,0.2,5
Yusufari,Yobe,Taura,july,640,2021,4,-1,0.8,0.2,5
Anka,Zamfara,Darazo,july,550,2021,1,-1,0.8,0.2,5
Anka,Zamfara,Darazo,july,580,2021,2,-1,0.8,0.2,5
Anka,Zamfara,Darazo,july,610,2021,3,-1,0.8,0.2,5
Anka,Zamfara,Darazo,july,640,2021,4,-1,0.8,0.2,5
Bakura,Zamfara,Darazo,july,550,2021,1,-1,0.8,0.2,5
Bakura,Zamfara,Darazo,july,580,2021,2,-1,0.8,0.2,5
Bakura,Zamfara,Darazo,july,610,2021,3,-1,0.8,0.2,5
Bakura,Zamfara,Darazo,july,640,2021,4,-1,0.8,0.2,5
Birnin Magaji,Zamfara,Rimi,march,426,2021,1,-1,0.8,0.2,5
Birnin Magaji,Zamfara,Rimi,march,456,2021,2,-1,0.8,0.2,5
Birnin Magaji,Zamfara,Rimi,march,486,2021,3,-1,0.8,0.2,5
Birnin Magaji,Zamfara,Rimi,march,516,2021,4,-1,0.8,0.2,5
Bukkuyum,Zamfara,Alkaleri,july,550,2021,1,-1,0.8,0.2,5
Bukkuyum,Zamfara,Alkaleri,july,580,2021,2,-1,0.8,0.2,5
Bukkuyum,Zamfara,Alkaleri,july,610,2021,3,-1,0.8,0.2,5
Bukkuyum,Zamfara,Alkaleri,july,640,2021,4,-1,0.8,0.2,5
Bungudu,Zamfara,Takali,september,610,2021,1,-1,0.8,0.2,5
Bungudu,Zamfara,Takali,september,640,2021,2,-1,0.8,0.2,5
Bungudu,Zamfara,Takali,september,670,2021,3,-1,0.8,0.2,5
Bungudu,Zamfara,Takali,september,700,2021,4,-1,0.8,0.2,5
Gummi,Zamfara,Birnin Kebbi,august,579,2021,1,-1,0.8,0.2,5
Gummi,Zamfara,Birnin Kebbi,august,609,2021,2,-1,0.8,0.2,5
Gummi,Zamfara,Birnin Kebbi,august,639,2021,3,-1,0.8,0.2,5
Gummi,Zamfara,Birnin Kebbi,august,669,2021,4,-1,0.8,0.2,5
Gusau,Zamfara,Darazo,july,550,2021,1,-1,0.8,0.2,5
Gusau,Zamfara,Darazo,july,580,2021,2,-1,0.8,0.2,5
Gusau,Zamfara,Darazo,july,610,2021,3,-1,0.8,0.2,5
Gusau,Zamfara,Darazo,july,640,2021,4,-1,0.8,0.2,5
Kaura-Namoda,Zamfara,Rimi,march,426,2021,1,-1,0.8,0.2,5
Kaura-Namoda,Zamfara,Rimi,march,456,2021,2,-1,0.8,0.2,5
Kaura-Namoda,Zamfara,Rimi,march,486,2021,3,-1,0.8,0.2,5
Kaura-Namoda,Zamfara,Rimi,march,516,2021,4,-1,0.8,0.2,5
Maradun,Zamfara,Darazo,july,550,2021,1,-1,0.8,0.2,5
Maradun,Zamfara,Darazo,july,580,2021,2,-1,0.8,0.2,5
Maradun,Zamfara,Darazo,july,610,2021,3,-1,0.8,0.2,5
Maradun,Zamfara,Darazo,july,640,2021,4,-1,0.8,0.2,5
Maru,Zamfara,Giwa,august,579,2021,1,-1,0.8,0.2,5
Maru,Zamfara,Giwa,august,609,2021,2,-1,0.8,0.2,5
Maru,Zamfara,Giwa,august,639,2021,3,-1,0.8,0.2,5
Maru,Zamfara,Giwa,august,669,2021,4,-1,0.8,0.2,5
Shinkafi,Zamfara,Rimi,march,426,2021,1,-1,0.8,0.2,5
Shinkafi,Zamfara,Rimi,march,456,2021,2,-1,0.8,0.2,5
Shinkafi,Zamfara,Rimi,march,486,2021,3,-1,0.8,0.2,5
Shinkafi,Zamfara,Rimi,march,516,2021,4,-1,0.8,0.2,5
Talata Mafara,Zamfara,Darazo,july,550,2021,1,-1,0.8,0.2,5
Talata Mafara,Zamfara,Darazo,july,580,2021,2,-1,0.8,0.2,5
Talata Mafara,Zamfara,Darazo,july,610,2021,3,-1,0.8,0.2,5
Talata Mafara,Zamfara,Darazo,july,640,2021,4,-1,0.8,0.2,5
Tsafe,Zamfara,Takali,september,610,2021,1,-1,0.8,0.2,5
Tsafe,Zamfara,Takali,september,640,2021,2,-1,0.8,0.2,5
Tsafe,Zamfara,Takali,september,670,2021,3,-1,0.8,0.2,5
Tsafe,Zamfara,Takali,september,700,2021,4,-1,0.8,0.2,5
Zurmi,Zamfara,Rimi,march,426,2021,1,-1,0.8,0.2,5
Zurmi,Zamfara,Rimi,march,456,2021,2,-1,0.8,0.2,5
Zurmi,Zamfara,Rimi,march,486,2021,3,-1,0.8,0.2,5
Zurmi,Zamfara,Rimi,march,516,2021,4,-1,0.8,0.2,5
Bama,Borno,Darazo,july,915,2022,1,-1,0.8,0.2,5
Bama,Borno,Darazo,july,945,2022,2,-1,0.8,0.2,5
Bama,Borno,Darazo,july,975,2022,3,-1,0.8,0.2,5
Bama,Borno,Darazo,july,1005,2022,4,-1,0.8,0.2,5
Kala-Balge,Borno,Darazo,july,915,2022,1,-1,0.8,0.2,5
Kala-Balge,Borno,Darazo,july,945,2022,2,-1,0.8,0.2,5
Kala-Balge,Borno,Darazo,july,975,2022,3,-1,0.8,0.2,5
Kala-Balge,Borno,Darazo,july,1005,2022,4,-1,0.8,0.2,5
Gwoza,Borno,Darazo,july,915,2022,1,-1,0.8,0.2,5
Gwoza,Borno,Darazo,july,945,2022,2,-1,0.8,0.2,5
Gwoza,Borno,Darazo,july,975,2022,3,-1,0.8,0.2,5
Gwoza,Borno,Darazo,july,1005,2022,4,-1,0.8,0.2,5
Mafa,Borno,Darazo,july,915,2022,1,-1,0.8,0.2,5
Mafa,Borno,Darazo,july,945,2022,2,-1,0.8,0.2,5
Mafa,Borno,Darazo,july,975,2022,3,-1,0.8,0.2,5
Mafa,Borno,Darazo,july,1005,2022,4,-1,0.8,0.2,5
Auyo,Jigawa,Taura,july,915,2022,1,-1,0.8,0.2,5
Auyo,Jigawa,Taura,july,945,2022,2,-1,0.8,0.2,5
Auyo,Jigawa,Taura,july,975,2022,3,-1,0.8,0.2,5
Auyo,Jigawa,Taura,july,1005,2022,4,-1,0.8,0.2,5
Babura,Jigawa,Babura,may,852,2022,1,-1,0.8,0.2,5
Babura,Jigawa,Babura,may,882,2022,2,-1,0.8,0.2,5
Babura,Jigawa,Babura,may,912,2022,3,-1,0.8,0.2,5
Babura,Jigawa,Babura,may,942,2022,4,-1,0.8,0.2,5
Biriniwa,Jigawa,Taura,july,915,2022,1,-1,0.8,0.2,5
Biriniwa,Jigawa,Taura,july,945,2022,2,-1,0.8,0.2,5
Biriniwa,Jigawa,Taura,july,975,2022,3,-1,0.8,0.2,5
Biriniwa,Jigawa,Taura,july,1005,2022,4,-1,0.8,0.2,5
Birni Kudu,Jigawa,Takali,september,978,2022,1,-1,0.8,0.2,5
Birni Kudu,Jigawa,Takali,september,1008,2022,2,-1,0.8,0.2,5
Birni Kudu,Jigawa,Takali,september,1038,2022,3,-1,0.8,0.2,5
Birni Kudu,Jigawa,Takali,september,1068,2022,4,-1,0.8,0.2,5
Buji,Jigawa,Takali,september,978,2022,1,-1,0.8,0.2,5
Buji,Jigawa,Takali,september,1008,2022,2,-1,0.8,0.2,5
Buji,Jigawa,Takali,september,1038,2022,3,-1,0.8,0.2,5
Buji,Jigawa,Takali,september,1068,2022,4,-1,0.8,0.2,5
Dutse,Jigawa,Takali,september,978,2022,1,-1,0.8,0.2,5
Dutse,Jigawa,Takali,september,1008,2022,2,-1,0.8,0.2,5
Dutse,Jigawa,Takali,september,1038,2022,3,-1,0.8,0.2,5
Dutse,Jigawa,Takali,september,1068,2022,4,-1,0.8,0.2,5
Gagarawa,Jigawa,Taura,july,915,2022,1,-1,0.8,0.2,5
Gagarawa,Jigawa,Taura,july,945,2022,2,-1,0.8,0.2,5
Gagarawa,Jigawa,Taura,july,975,2022,3,-1,0.8,0.2,5
Gagarawa,Jigawa,Taura,july,1005,2022,4,-1,0.8,0.2,5
Garki,Jigawa,Babura,may,852,2022,1,-1,0.8,0.2,5
Garki,Jigawa,Babura,may,882,2022,2,-1,0.8,0.2,5
Garki,Jigawa,Babura,may,912,2022,3,-1,0.8,0.2,5
Garki,Jigawa,Babura,may,942,2022,4,-1,0.8,0.2,5
Gumel,Jigawa,Babura,may,852,2022,1,-1,0.8,0.2,5
Gumel,Jigawa,Babura,may,882,2022,2,-1,0.8,0.2,5
Gumel,Jigawa,Babura,may,912,2022,3,-1,0.8,0.2,5
Gumel,Jigawa,Babura,may,942,2022,4,-1,0.8,0.2,5
Guri,Jigawa,Taura,july,915,2022,1,-1,0.8,0.2,5
Guri,Jigawa,Taura,july,945,2022,2,-1,0.8,0.2,5
Guri,Jigawa,Taura,july,975,2022,3,-1,0.8,0.2,5
Guri,Jigawa,Taura,july,1005,2022,4,-1,0.8,0.2,5
Gwaram,Jigawa,Takali,september,978,2022,1,-1,0.8,0.2,5
