hf time,inp time 0.5,inp time 1.0,inp time 2.0,inp time 4.0,inp time 7.0,inp time 10.0,inp time 15.0,inp time 20.0,inp time 50.0
0.5,0.1181987002491951,0.12753363698720932,0.24019116163253784,0.1853308379650116,0,0,0,0,0
1.0,0.0,0.048951685428619385,0.10978570580482483,0.14277800917625427,0,0,0,0,0
2.0,0.0,0.0,0.012982666492462158,0.014247596263885498,0,0,0,0,0
4.0,0.0,0.0,0.0,0.0,0,0,0,0,0
7.0,0.0,0.0,0.0,0.0,0,0,0,0,0
50.0,0.0,0.0,0.0,0.0,0,0,0,0,0
