hf time,inp time 0.5,inp time 1.0,inp time 2.0,inp time 4.0,inp time 7.0,inp time 10.0,inp time 15.0,inp time 20.0,inp time 50.0
0.5,0.03646527975797653,0.0018327422440052032,0.01693708449602127,0.11142027005553246,0.22892828285694122,0.0,0.0,0,0
1.0,0.0,0.02009698748588562,0.017632249742746353,0.11094529554247856,0.2905949801206589,0.0004978179931640625,0.0,0,0
2.0,0.0,0.0,0.024520866572856903,0.06443802267313004,0.06831076741218567,0.000800013542175293,0.0,0,0
4.0,0.0,0.0,0.0,0.0018133223056793213,0.0021027028560638428,0.002544581890106201,5.936622619628906e-05,0,0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.930662155151367e-05,0,0
50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
