DS,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Gbako,0.439506173,0.619753086,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gurara,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Katcha,0.379736383,0.589868192,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kontagora,0.596397309,0.698198655,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Lapai,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Lavun,0.433820443,0.616910222,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Magama,0.40906496,0.60453248,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Mariga,0.325490196,0.562745098,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Mashegu,0.266666667,0.533333333,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Pailoro,0.609317626,0.704658813,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Lagelu,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Mokwa,0.6220793,0.71103965,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Muya,0.753846154,0.776923077,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Abeokuta South,0.914689783,0.914689783,0.914689783,0.914689783,0.914689783,0.914689783,0.914689783,0.914689783,0.914689783,0.914689783,0.914689783
Ijebu North,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Rafi,0.629998322,0.714999161,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Rijau,0.781818182,0.790909091,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ado-Odo-Ota,0.793600284,0.796800142,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ijebu North East,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Shiroro,0.531606335,0.665803168,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Suleja,0.779392827,0.789696414,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Tafa,0.547368421,0.673684211,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Wushishi,0.444444444,0.622222222,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Abeokuta North,0.872368908,0.872368908,0.872368908,0.872368908,0.872368908,0.872368908,0.872368908,0.872368908,0.872368908,0.872368908,0.872368908
Egbado South,0.939003613,0.939003613,0.939003613,0.939003613,0.939003613,0.939003613,0.939003613,0.939003613,0.939003613,0.939003613,0.939003613
Ewekoro,0.851418452,0.851418452,0.851418452,0.851418452,0.851418452,0.851418452,0.851418452,0.851418452,0.851418452,0.851418452,0.851418452
Ifo,0.764845503,0.782422751,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ijebu East,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ijebu ode,0.836734674,0.836734674,0.836734674,0.836734674,0.836734674,0.836734674,0.836734674,0.836734674,0.836734674,0.836734674,0.836734674
Ikenne,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Obafemi-Owode,0.959612369,0.959612369,0.959612369,0.959612369,0.959612369,0.959612369,0.959612369,0.959612369,0.959612369,0.959612369,0.959612369
Odeda,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Odogbolu,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ogun waterside,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Remo North,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Shagamu,1,1,1,1,1,1,1,1,1,1,1
Akoko North East,0.723598593,0.761799296,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akoko North West,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akoko South East,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akoko South West,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akure North,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909,0.909090909
Ifedayo,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akure South,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ese-Odo,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Idanre,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ifedore,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ile-Oluji-Okeigbo,0.684585245,0.742292623,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Irele,0.640502195,0.720251098,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Odigbo,0.608667417,0.704333708,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ifelodun2,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Okitipupa,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ondo East,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ondo West,0.6956228,0.7478114,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ose,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Owo,0.693617569,0.746808785,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Aiyedade,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Aiyedire,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Atakumosa East,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Orolu,0.541249258,0.670624629,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Atakumosa West,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Boluwaduro,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Boripe,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ede North,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ede South,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Egbedore,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ejigbo,0.746591524,0.773295762,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ife Central,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ife East,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ife North,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ife South,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ila,0.75880055,0.779400275,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ilesha East,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ilesha West,0.672646206,0.736323103,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Irepodun2,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Irewole,0.866255138,0.866255138,0.866255138,0.866255138,0.866255138,0.866255138,0.866255138,0.866255138,0.866255138,0.866255138,0.866255138
Isokan,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Iwo,0.703572896,0.751786448,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Osogbo,0.666576335,0.733288168,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Obokun,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Odo-Otin,0.665257233,0.732628617,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ola-oluwa,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Olorunda,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oriade,0.534319638,0.667159819,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ibadan South East,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Afijio,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akinyele,0.674626135,0.737313067,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Atiba,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Egbeda,0.587750544,0.693875272,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ibadan North,0.768529675,0.784264837,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ibadan North East,1,1,1,1,1,1,1,1,1,1,1
Ibadan North West,0.517101297,0.658550648,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ibarapa Central,0.49778376,0.64889188,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ibarapa East,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ibarapa North,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ido,0.522398575,0.661199288,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Irepo,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ogo Oluwa,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Olorunsogo,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oluyole,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ona-Ara,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Orelope,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ori Ire,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oyo West,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Saki East,0.371422194,0.585711097,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Saki West,0.603584209,0.701792105,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Surulere2,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Barikin Ladi,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bassa2,0.393961626,0.596980813,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bokkos,0.493894235,0.646947118,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jos East,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jos North,0.552777218,0.676388609,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jos South,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kanam,0.678663278,0.739331639,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kanke,0.479897253,0.639948626,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Langtang North,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Langtang South,0.442105263,0.621052632,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Mangu,0.5313698,0.6656849,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Mikang,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Abua-Odual,0.704363892,0.752181946,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Pankshin,0.540339874,0.670169937,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Qua'an Pan,0.667618071,0.733809035,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Riyom,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Shendam,0.662596663,0.731298332,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Wase,0.423161195,0.611580598,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ahoada East,0.697358803,0.748679402,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ahoada West,0.666666667,0.733333333,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Andoni,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Asari-Toru,0.704149236,0.752074618,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bonny,0.676923077,0.738461538,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Eleme,0.795383431,0.797691715,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Emohua,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Etche,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gokana,0.685810869,0.742905435,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ikwerre,0.796721236,0.798360618,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Khana,0.79047619,0.795238095,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Obia-Akpor,0.716142929,0.758071464,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ogba-Egbema-Ndoni,0.880530322,0.880530322,0.880530322,0.880530322,0.880530322,0.880530322,0.880530322,0.880530322,0.880530322,0.880530322,0.880530322
Ogu-Bolo,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Okrika,0.750438953,0.775219477,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Omumma,0.913129792,0.913129792,0.913129792,0.913129792,0.913129792,0.913129792,0.913129792,0.913129792,0.913129792,0.913129792,0.913129792
Opobo-Nkoro,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oyigbo,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Port-Harcourt,0.800301051,0.800301051,0.800301051,0.800301051,0.800301051,0.800301051,0.800301051,0.800301051,0.800301051,0.800301051,0.800301051
Tai,0.662806377,0.731403188,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Binji,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bodinga,0.429882186,0.614941093,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dange-Shnsi,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Akuku Toru,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Goronyo,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gawabawa,0.644901009,0.722450504,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Illela,0.631267526,0.715633763,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Isa,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kebbe,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kware,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Rabah,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Shagari,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Mubi South,0.626352656,0.713176328,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Silame,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Sokoto North,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Sokoto South,0.84404258,0.84404258,0.84404258,0.84404258,0.84404258,0.84404258,0.84404258,0.84404258,0.84404258,0.84404258,0.84404258
Tambuwal,0.450993446,0.625496723,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Tureta,0.497750183,0.648875091,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Wamako,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Wurno,0.553941479,0.67697074,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Yabo,0.613333333,0.706666667,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ardo-Kola,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gassol,0.472649748,0.636324874,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bali,0.543477511,0.671738755,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Donga,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ibi,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jalingo,0.71458334,0.75729167,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Yorro,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Potiskum,0.803748421,0.803748421,0.803748421,0.803748421,0.803748421,0.803748421,0.803748421,0.803748421,0.803748421,0.803748421,0.803748421
Karin-Lamido,0.51975167,0.659875835,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Lau,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Wukari,0.596206904,0.698103452,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Zing,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bade,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Nguru,0.776470588,0.788235294,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bursari,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Damaturu,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462,0.961538462
Fika,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333
Gujba,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Fune,0.651996346,0.725998173,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gulani,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Geidam,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Nangere,0.843137255,0.843137255,0.843137255,0.843137255,0.843137255,0.843137255,0.843137255,0.843137255,0.843137255,0.843137255,0.843137255
Jakusko,0.539038538,0.669519269,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Karasuwa,0.85920524,0.85920524,0.85920524,0.85920524,0.85920524,0.85920524,0.85920524,0.85920524,0.85920524,0.85920524,0.85920524
Tarmua,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Anka,0.513140717,0.656570359,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bakura,0.397760659,0.59888033,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Birnin Magaji,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bukkuyum,0.368444139,0.58422207,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bungudu,0.616226169,0.708113085,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gummi,0.277513307,0.538756653,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ipokia,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gusau,0.870547676,0.870547676,0.870547676,0.870547676,0.870547676,0.870547676,0.870547676,0.870547676,0.870547676,0.870547676,0.870547676
Kaura-Namoda,0.399637484,0.599818742,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Maradun,0.609186339,0.70459317,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Tsafe,0.684201529,0.742100765,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Maru,0.266666667,0.533333333,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Shinkafi,0.393650794,0.596825397,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Talata Mafara,0.622373819,0.711186909,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Zurmi,0.573617016,0.686808508,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Mbo,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Oron,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Udung Uko,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Calabar South,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ibeno,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Eastern Obolo,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Degema,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Brass,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Southern Ijaw,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ekeremor,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Burutu,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Warri South West,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Warri North,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ilaje,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ibeju-Lekki,0.6,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Amuwo-Odofin,0.812376849,0.812376849,0.812376849,0.812376849,0.812376849,0.812376849,0.812376849,0.812376849,0.812376849,0.812376849,0.812376849
Badagry,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Egbado North,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Imeko-Afon,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Iwajowa,0.647619048,0.723809524,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Atigbo,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Baruten,0.53789957,0.668949785,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Borgu,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bagudo,0.479319511,0.639659755,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dandi,0.787169426,0.793584713,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Arewa-Dandi,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gudu,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Tangaza,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Gada,0.530399901,0.665199951,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Sabon Birni,0.615070491,0.707535245,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kaita,0.7,0.75,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jibia,0.788405797,0.794202899,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Mashi,0.457142857,0.628571429,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Mai'Adua,0.693333333,0.746666667,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Zango,0.766666667,0.783333333,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Baure,0.506666667,0.653333333,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Sule-Tankarkar,0.862068966,0.862068966,0.862068966,0.862068966,0.862068966,0.862068966,0.862068966,0.862068966,0.862068966,0.862068966,0.862068966
Maigatari,0.718610287,0.759305144,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ussa,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Machina,0.720534056,0.760267028,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Yusufari,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Shomolu,0.846153846,0.846153846,0.846153846,0.846153846,0.846153846,0.846153846,0.846153846,0.846153846,0.846153846,0.846153846,0.846153846
Yunusari,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Monguno,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Mobbar,0.550186287,0.675093143,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Ngala,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Abadam,0.689775609,0.744887804,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
