,X,LGA,repDS,comboACT,ci_l,ci_u,Number of Participants,comboACT_repDS,ci_l_repDS,ci_u_repDS,Num_repDS,simday,duration,year 
443,443,Lokoja,Keana,0.177187213,NA,NA,NA,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
444,444,Mopa-Muro,Oke-Ero,0.246839589,NA,NA,NA,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
445,445,Ofu,Owan East,0.278942779,0,0,2,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
446,446,Okehi,Owan East,0.278942779,NA,NA,NA,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
447,447,Okene,Owan East,0.073066858,0.006002448,0.140131268,9,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
448,448,Olamabolo,Owan East,0.333333333,0.333333333,0.333333333,2,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
449,449,Omala,Keana,0.177187213,0,0,1,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
450,450,Yagba East,Oke-Ero,0.246839589,0,0,3,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
451,451,Ifelodun1,Oke-Ero,0.139769018,0.010100879,0.269437158,15,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
452,452,Ilorin East,Oke-Ero,0.388931756,0.143545042,0.63431847,3,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
453,453,Ilorin South,Oke-Ero,0.246839589,NA,NA,NA,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
454,454,Ilorin West,Owan East,0.335999959,0.022980803,0.649019114,5,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
455,455,Irepodun1,Owan East,0.278942779,0,0,2,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
456,456,Itesiwaju,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
457,457,Isin,Oke-Ero,0.246839589,0,0,2,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
458,458,Kaiama,Oke-Ero,0.246839589,0,0,3,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
459,459,Moro,Oke-Ero,0.246839589,0,0,1,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
460,460,Offa,Akinyele,0.154926235,0,0,3,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
461,461,Oke-Ero,Oke-Ero,0.4,0.4,0.4,3,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
462,462,Kajola,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
463,463,Oyun,Oke-Ero,0.513597417,-0.178842016,1.20603685,1,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
464,464,Pategi,Oke-Ero,0.246839589,0,0,1,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
465,465,Agege,Uzo-Uwani,0.420192485,0,0,3,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
466,466,Ajeromi-Ifelodun,Uzo-Uwani,0.697452222,0.191899309,1.203005136,6,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
467,467,Alimosho,Uzo-Uwani,0.274949084,0.12584971,0.424048457,28,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
468,468,Apapa,Isoko South,0.12159624,NA,NA,NA,0.12159624,-0.035118316,0.278310796,56,2920,-1,2018
469,469,Epe,Uzo-Uwani,0.420192485,0,0,1,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
470,470,Ifako-Ijaye,Uzo-Uwani,0.420192485,NA,NA,NA,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
471,471,Ikeja,Uzo-Uwani,0.420192485,NA,NA,NA,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
472,472,Mushin,Isoko South,0.12159624,0,0,2,0.12159624,-0.035118316,0.278310796,56,2920,-1,2018
473,473,Kokona,Oke-Ero,0.246839589,0,0,5,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
474,474,Ojo,Isoko South,0.12159624,0,0,7,0.12159624,-0.035118316,0.278310796,56,2920,-1,2018
475,475,Oshodi-Isolo,Uzo-Uwani,0.25,0.073695625,0.426304375,8,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
476,476,Surulere1,Oke-Ero,0.246839589,0,0,1,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
477,477,Akwanga,Oke-Ero,0.246839589,0,0,1,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
478,478,Obi2,Keana,0.177187213,0,0,1,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
479,479,Awe,Keana,0.177187213,0,0,5,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
480,480,Doma,Keana,0.177187213,0,0,2,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
481,481,Karu,Oke-Ero,0.246839589,0,0,14,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
482,482,Keana,Keana,0.177187213,NA,NA,NA,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
483,483,Keffi,Oke-Ero,0.246839589,0,0,0,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
484,484,Lafia,Alkaleri,0.234127553,0,0,12,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
485,485,Nasarawa2,Keana,0.177187213,0,0,4,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
486,486,Nasarawa-Eggon,Alkaleri,0.234127553,0,0,2,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
487,487,Chanchaga,Keana,0.388965514,0.370955632,0.406975396,17,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
488,488,Toto,Keana,0.177187213,0,0,2,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
489,489,Wamba,Alkaleri,0.234127553,0,0,1,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
490,490,Agaie,Oke-Ero,0.246839589,NA,NA,NA,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
491,491,Agwara,Birnin Kebbi,0.42225568,NA,NA,NA,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
492,492,Bida,Oke-Ero,0.5,0.5,0.5,4,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
493,493,Bosso,Keana,0.216058677,0.173929769,0.258187586,28,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
494,494,Edati,Oke-Ero,0.246839589,0,0,1,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
495,495,Gbako,Oke-Ero,0.461538462,0.461538462,0.461538462,19,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
496,496,Gurara,Oke-Ero,0.246839589,NA,NA,NA,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
497,497,Katcha,Oke-Ero,0.306471335,0.094380005,0.518562666,14,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
498,498,Kontagora,Oke-Ero,0.320938838,0.212238872,0.429638804,23,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
499,499,Lapai,Oke-Ero,0.246839589,NA,NA,NA,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
500,500,Lavun,Oke-Ero,0.409442103,0.376034303,0.442849902,28,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
501,501,Magama,Oke-Ero,0.302301803,0.225870707,0.378732899,35,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
502,502,Mariga,Oke-Ero,0.1,0.1,0.1,17,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
503,503,Mashegu,Oke-Ero,0.246839589,NA,NA,NA,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
504,504,Pailoro,Oke-Ero,0.210245212,0.089541244,0.33094918,29,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
505,505,Lagelu,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
506,506,Mokwa,Oke-Ero,0.255880274,0.113347426,0.398413122,26,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
507,507,Muya,Giwa,0.357142857,0.357142857,0.357142857,18,0.130508332,0.056613318,0.204403346,235,2920,-1,2018
508,508,Abeokuta South,Uzo-Uwani,0.793442604,0.430506313,1.156378896,4,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
509,509,Ijebu North,Owan East,0.278942779,0,0,1,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
510,510,Rafi,Oke-Ero,0.496424291,0.406273335,0.586575248,13,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
511,511,Rijau,Alkaleri,0.9,0.9,0.9,12,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
512,512,Ado-Odo/Ota,Uzo-Uwani,0.420192485,0,0,3,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
513,513,Ijebu North East,Oke-Ero,0.246839589,NA,NA,NA,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
514,514,Shiroro,Oke-Ero,0.426405016,0.307694378,0.545115654,21,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
515,515,Suleja,Giwa,0.32385119,-0.086103959,0.733806339,15,0.130508332,0.056613318,0.204403346,235,2920,-1,2018
516,516,Tafa,Oke-Ero,0.5,0.5,0.5,7,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
517,517,Wushishi,Oke-Ero,0.246839589,NA,NA,NA,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
518,518,Abeokuta North,Owan East,0.516473785,-0.175725899,1.208673468,3,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
519,519,Egbado South,Uzo-Uwani,0.420192485,1,1,1,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
520,520,Ewekoro,Uzo-Uwani,0.420192485,0,0,4,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
521,521,Ifo,Uzo-Uwani,0.420192485,NA,NA,NA,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
522,522,Ijebu East,Oke-Ero,0.246839589,NA,NA,NA,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
523,523,Ijebu ode,Owan East,0.278942779,NA,NA,NA,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
524,524,Ikenne,Owan East,0.278942779,NA,NA,NA,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
525,525,Obafemi-Owode,Owan East,0.455464296,-0.231989932,1.142918525,2,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
526,526,Odeda,Oke-Ero,0.246839589,NA,NA,NA,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
527,527,Odogbolu,Owan East,0.278942779,1,1,2,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
528,528,Ogun waterside,Owan East,0.278942779,NA,NA,NA,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
529,529,Remo North,Owan East,0.278942779,NA,NA,NA,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
530,530,Shagamu,Uzo-Uwani,0.454039056,0.15808985,0.749988262,6,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
531,531,Akoko North East,Oke-Ero,0.296533971,0.088252223,0.50481572,11,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
532,532,Akoko North West,Oke-Ero,0.516847318,0.389104079,0.644590557,7,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
533,533,Akoko South East,Oke-Ero,0.246839589,0,0,1,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
534,534,Akoko South West,Oke-Ero,0.333333333,0.333333333,0.333333333,3,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
535,535,Akure North,Owan East,0.278942779,NA,NA,NA,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
536,536,Ifedayo,Oke-Ero,0.246839589,NA,NA,NA,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
537,537,Akure South,Owan East,0.5,0.5,0.5,2,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
538,538,Ese-Odo,Owan East,0.278942779,NA,NA,NA,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
539,539,Idanre,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
540,540,Ifedore,Oke-Ero,0.246839589,0,0,0,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
541,541,Ile-Oluji-Okeigbo,Akinyele,0.154926235,0,0,2,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
542,542,Irele,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
543,543,Odigbo,Akinyele,0.154926235,0,0,2,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
544,544,Ifelodun2,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
545,545,Okitipupa,Owan East,0.278942779,0,0,1,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
546,546,Ondo East,Akinyele,0.154926235,0,0,1,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
547,547,Ondo West,Akinyele,0.154926235,0,0,2,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
548,548,Ose,Owan East,0.278942779,0,0,5,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
549,549,Owo,Owan East,0.145621575,-0.002632046,0.293875196,6,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
550,550,Aiyedade,Akinyele,0.154926235,0,0,1,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
551,551,Aiyedire,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
552,552,Atakumosa East,Oke-Ero,0.246839589,0,0,1,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
553,553,Orolu,Oke-Ero,0.303030378,0.110092201,0.495968554,8,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
554,554,Atakumosa West,Akinyele,0.154926235,0,0,8,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
555,555,Boluwaduro,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
556,556,Boripe,Akinyele,0.333333333,0.333333333,0.333333333,4,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
557,557,Ede North,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
558,558,Ede South,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
559,559,Egbedore,Akinyele,0.54187193,0.241303582,0.842440278,4,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
560,560,Ejigbo,Akinyele,0.215907256,0.069690371,0.362124142,16,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
561,561,Ife Central,Akinyele,0.529411659,-0.181162721,1.23998604,2,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
562,562,Ife East,Akinyele,0.154926235,0,0,2,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
563,563,Ife North,Akinyele,0.5,0.5,0.5,2,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
564,564,Ife South,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
565,565,Ila,Oke-Ero,0.246839589,0,0,1,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
566,566,Ilesha East,Owan East,0.5,0.5,0.5,2,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
567,567,Ilesha West,Akinyele,0.154926235,0,0,4,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
568,568,Irepodun2,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
569,569,Irewole,Akinyele,0.477272783,0.155372698,0.799172867,4,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
570,570,Isokan,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
571,571,Iwo,Akinyele,0.464031025,-0.225334813,1.153396863,2,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
572,572,Osogbo,Owan East,0.5,0.5,0.5,5,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
573,573,Obokun,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
574,574,Odo-Otin,Oke-Ero,0.246839589,1,1,1,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
575,575,Ola-oluwa,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
576,576,Olorunda,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
577,577,Oriade,Oke-Ero,0.339520622,-0.122288151,0.801329396,6,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
578,578,Ibadan South East,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
579,579,Afijio,Akinyele,0.154926235,0,0,1,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
580,580,Akinyele,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
581,581,Atiba,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
582,582,Egbeda,Akinyele,0.107316809,-0.011720899,0.226354516,26,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
583,583,Ibadan North,Owan East,0.249042174,-0.292392189,0.790476536,5,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
584,584,Ibadan North East,Owan East,0.278942779,0,0,3,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
585,585,Ibadan North West,Owan East,0.117739486,-0.113547452,0.349026425,8,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
586,586,Ibarapa Central,Akinyele,0.154926235,0,0,1,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
587,587,Ibarapa East,Oke-Ero,0.246839589,NA,NA,NA,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
588,588,Ibarapa North,Oke-Ero,0.246839589,NA,NA,NA,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
589,589,Ido,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
590,590,Irepo,Oke-Ero,0.246839589,NA,NA,NA,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
591,591,Ogo Oluwa,Oke-Ero,0.246839589,NA,NA,NA,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
592,592,Olorunsogo,Oke-Ero,0.246839589,NA,NA,NA,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
593,593,Oluyole,Oke-Ero,0.246839589,NA,NA,NA,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
594,594,Ona-Ara,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
595,595,Orelope,Oke-Ero,0.246839589,NA,NA,NA,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
596,596,Ori Ire,Oke-Ero,0.246839589,0,0,2,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
597,597,Oyo West,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
598,598,Saki East,Oke-Ero,0.246839589,0,0,1,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
599,599,Saki West,Akinyele,0.154926235,0,0,1,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
600,600,Surulere2,Oke-Ero,0.246839589,NA,NA,NA,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
601,601,Barikin Ladi,Soba,0.02049469,NA,NA,NA,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
602,602,Bassa2,Soba,0.02049469,0,0,3,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
603,603,Bokkos,Giwa,0.130508332,0,0,11,0.130508332,0.056613318,0.204403346,235,2920,-1,2018
604,604,Jos East,Soba,0.5,0.5,0.5,3,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
605,605,Jos North,Soba,0.10462622,-0.118682452,0.327934892,4,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
606,606,Jos South,Soba,0.02049469,0,0,1,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
607,607,Kanam,Alkaleri,0.297169748,0.121991772,0.472347724,8,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
608,608,Kanke,Alkaleri,0.234127553,0,0,16,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
609,609,Langtang North,Alkaleri,0.234127553,0,0,4,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
610,610,Langtang South,Keana,0.177187213,NA,NA,NA,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
611,611,Mangu,Darazo,0.286332243,-0.048031938,0.620696424,10,0.114371076,0.076403711,0.152338442,473,2920,-1,2018
612,612,Mikang,Alkaleri,0.234127553,NA,NA,NA,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
613,613,Abua/Odual,Ahoada West,0.104505917,-0.019223247,0.228235081,12,0.246461454,0.176147202,0.316775705,237,2920,-1,2018
614,614,Pankshin,Alkaleri,0.333333333,0.333333333,0.333333333,4,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
615,615,Qua'an Pan,Keana,0.125279627,-0.096813389,0.347372642,9,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
616,616,Riyom,Soba,0.02049469,0,0,4,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
617,617,Shendam,Keana,0.138149507,-0.002463835,0.27876285,14,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
618,618,Wase,Alkaleri,0.046511611,-0.06101569,0.154038912,14,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
619,619,Ahoada East,Ahoada West,0.300663225,0.287083901,0.314242549,28,0.246461454,0.176147202,0.316775705,237,2920,-1,2018
620,620,Ahoada West,Ahoada West,0.333333333,0.333333333,0.333333333,3,0.246461454,0.176147202,0.316775705,237,2920,-1,2018
621,621,Andoni,Nsit Ubium,0.166593506,0.140883937,0.192303075,10,0.297727761,0.207937524,0.387517997,223,2920,-1,2018
622,622,Asari-Toru,Ahoada West,0.442896713,0.276301861,0.609491566,14,0.246461454,0.176147202,0.316775705,237,2920,-1,2018
623,623,Bonny,Nsit Ubium,0.596547236,0.483959116,0.709135356,5,0.297727761,0.207937524,0.387517997,223,2920,-1,2018
624,624,Eleme,Ahoada West,0.151693513,0.112464826,0.1909222,27,0.246461454,0.176147202,0.316775705,237,2920,-1,2018
625,625,Emohua,Ahoada West,0.166666667,0.166666667,0.166666667,6,0.246461454,0.176147202,0.316775705,237,2920,-1,2018
626,626,Etche,Ngor-Okpala,0.283373403,NA,NA,NA,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
627,627,Gokana,Nsit Ubium,0.182111551,-0.046888822,0.411111924,9,0.297727761,0.207937524,0.387517997,223,2920,-1,2018
628,628,Ikwerre,Oru West,0.319487623,0.267544719,0.371430526,46,0.411077428,0.336623251,0.485531605,252,2920,-1,2018
629,629,Khana,Nsit Ubium,0.285714286,0.285714286,0.285714286,11,0.297727761,0.207937524,0.387517997,223,2920,-1,2018
630,630,Obia/Akpor,Ahoada West,0.213483794,0.004442895,0.422524694,57,0.246461454,0.176147202,0.316775705,237,2920,-1,2018
631,631,Ogba/Egbema/Ndoni,Ahoada West,0.135679232,0.130778514,0.14057995,23,0.246461454,0.176147202,0.316775705,237,2920,-1,2018
632,632,Ogu/Bolo,Nsit Ubium,0.297727761,NA,NA,NA,0.297727761,0.207937524,0.387517997,223,2920,-1,2018
633,633,Okrika,Nsit Ubium,0.561288113,0.228179251,0.894396975,17,0.297727761,0.207937524,0.387517997,223,2920,-1,2018
634,634,Omumma,Ngor-Okpala,0.071010918,0.055883052,0.086138784,22,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
635,635,Opobo/Nkoro,Nsit Ubium,0.610439911,0.161616358,1.059263464,3,0.297727761,0.207937524,0.387517997,223,2920,-1,2018
636,636,Oyigbo,Nsit Ubium,0.5,0.5,0.5,3,0.297727761,0.207937524,0.387517997,223,2920,-1,2018
637,637,Port-Harcourt,Ahoada West,0.306711988,0.054174489,0.559249487,35,0.246461454,0.176147202,0.316775705,237,2920,-1,2018
638,638,Tai,Nsit Ubium,0.077966116,-0.091682389,0.24761462,19,0.297727761,0.207937524,0.387517997,223,2920,-1,2018
639,639,Binji,Gawabawa,0.25,0.25,0.25,7,0.106631444,0.045471362,0.167791526,203,2920,-1,2018
640,640,Bodinga,Gawabawa,0.106631444,0,0,37,0.106631444,0.045471362,0.167791526,203,2920,-1,2018
641,641,Dange-Shnsi,Gawabawa,0.125,0.125,0.125,8,0.106631444,0.045471362,0.167791526,203,2920,-1,2018
642,642,Akuku Toru,Ahoada West,0.4,0.4,0.4,3,0.246461454,0.176147202,0.316775705,237,2920,-1,2018
643,643,Goronyo,Gawabawa,0.106631444,0,0,2,0.106631444,0.045471362,0.167791526,203,2920,-1,2018
644,644,Gawabawa,Gawabawa,0.106631444,0,0,6,0.106631444,0.045471362,0.167791526,203,2920,-1,2018
645,645,Illela,Gawabawa,0.023485083,-0.023207932,0.070178099,41,0.106631444,0.045471362,0.167791526,203,2920,-1,2018
646,646,Isa,Rimi,0.209995572,0,0,3,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
647,647,Kebbe,Birnin Kebbi,0.42225568,NA,NA,NA,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
648,648,Kware,Gawabawa,0.2,0.2,0.2,8,0.106631444,0.045471362,0.167791526,203,2920,-1,2018
649,649,Rabah,Gawabawa,0.333333333,0.333333333,0.333333333,7,0.106631444,0.045471362,0.167791526,203,2920,-1,2018
650,650,Shagari,Birnin Kebbi,0.15,0.15,0.15,9,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
651,651,Mubi South,Darazo,0.056373989,-0.022191299,0.134939277,8,0.114371076,0.076403711,0.152338442,473,2920,-1,2018
652,652,Silame,Gawabawa,0.083333333,0.083333333,0.083333333,4,0.106631444,0.045471362,0.167791526,203,2920,-1,2018
653,653,Sokoto North,Gawabawa,0.166666667,0.108545804,0.22478753,10,0.106631444,0.045471362,0.167791526,203,2920,-1,2018
654,654,Sokoto South,Birnin Kebbi,0.42225568,0,0,17,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
655,655,Tambuwal,Birnin Kebbi,0.069294778,-0.070984381,0.209573937,61,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
656,656,Tureta,Birnin Kebbi,0.105908045,-0.114197946,0.326014037,11,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
657,657,Wamako,Gawabawa,0.106631444,0,0,2,0.106631444,0.045471362,0.167791526,203,2920,-1,2018
658,658,Wurno,Gawabawa,0.059036723,-0.055178251,0.173251696,15,0.106631444,0.045471362,0.167791526,203,2920,-1,2018
659,659,Yabo,Gawabawa,0.176470588,0.176470588,0.176470588,16,0.106631444,0.045471362,0.167791526,203,2920,-1,2018
660,660,Ardo-Kola,Keana,0.25,0.25,0.25,3,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
661,661,Gassol,Keana,0.086136445,-0.002870832,0.175143722,32,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
662,662,Bali,Keana,0.32893977,0.094908758,0.562970781,14,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
663,663,Donga,Keana,0.284919607,0.257923421,0.311915793,8,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
664,664,Ibi,Keana,0.177187213,NA,NA,NA,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
665,665,Jalingo,Keana,0.342657285,0.048657586,0.636656985,13,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
666,666,Yorro,Alkaleri,0.107583686,-0.097947547,0.313114919,7,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
