,LGA,Rep_DS,State,simday,duration,year,U5_coverage_m,U5_coverage_l,U5_coverage,adult_coverage_m,adult_coverage_l,adult_coverage,severe_cases
204,Ethiope East,Isoko South,Delta,0,1095,2010,0.102375399,0.051413,0.179891,0.102375399,0.051413,0.179891,0.49
205,Ethiope West,Isoko South,Delta,0,1095,2010,0.102375399,0.051413,0.179891,0.102375399,0.051413,0.179891,0.49
206,Eti-Osa,Isoko South,Delta,0,1095,2010,0.102375399,0.051413,0.179891,0.102375399,0.051413,0.179891,0.49
207,Etim Ekpo,Ngor-Okpala,Imo,0,1095,2010,0.038064811,0.014185,0.082396,0.038064811,0.014185,0.082396,0.49
208,Etinan,Nsit Ubium,Akwa lbom,0,1095,2010,0.092807342,0.049395,0.157392,0.092807342,0.049395,0.157392,0.49
209,Etsako Central,Owan East,Edo,0,1095,2010,0.100639757,0.040692,0.20155,0.100639757,0.040692,0.20155,0.49
210,Etsako East,Owan East,Edo,0,1095,2010,0.100639757,0.040692,0.20155,0.100639757,0.040692,0.20155,0.49
211,Etsako West,Owan East,Edo,0,1095,2010,0.100639757,0.040692,0.20155,0.100639757,0.040692,0.20155,0.49
212,Etung,Obubra,Cross River,0,1095,2010,0,0,0,0,0,0,0.49
213,Ewekoro,Uzo-Uwani,Enugu,0,1095,2010,0.101110595,0.065637,0.148298,0.101110595,0.065637,0.148298,0.49
214,Ezeagu,Uzo-Uwani,Enugu,0,1095,2010,0.101110595,0.065637,0.148298,0.101110595,0.065637,0.148298,0.49
215,Ezinihitte,Ngor-Okpala,Imo,0,1095,2010,0.038064811,0.014185,0.082396,0.038064811,0.014185,0.082396,0.49
216,Ezza North,Owan East,Edo,0,1095,2010,0.100639757,0.040692,0.20155,0.100639757,0.040692,0.20155,0.49
217,Ezza South,Obubra,Cross River,0,1095,2010,0,0,0,0,0,0,0.49
218,Fagge,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.048633,0.297911,0.140374283,0.048633,0.297911,0.49
219,Fakai,Birnin Kebbi,Kebbi,0,1095,2010,0.005035576,5.50E-05,0.033146,0.005035576,5.50E-05,0.033146,0.49
220,Faskari,Giwa,Kaduna,0,1095,2010,0.018010707,0.002239,0.064588,0.018010707,0.002239,0.064588,0.49
221,Fika,Darazo,Bauchi,0,1095,2010,0.052339721,0.016604,0.122656,0.052339721,0.016604,0.122656,0.49
222,Fufore,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.048633,0.297911,0.140374283,0.048633,0.297911,0.49
223,Funakaye,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.048633,0.297911,0.140374283,0.048633,0.297911,0.49
224,Fune,Darazo,Bauchi,0,1095,2010,0.052339721,0.016604,0.122656,0.052339721,0.016604,0.122656,0.49
225,Funtua,Gwarzo,Kano,0,1095,2010,0.020151372,0.007362,0.044545,0.020151372,0.007362,0.044545,0.49
226,Gabasawa,Taura,Jigawa,0,1095,2010,0.066097954,0.029,0.128142,0.066097954,0.029,0.128142,0.49
227,Gada,Gawabawa,Sokoto,0,1095,2010,0,0,0,0,0,0,0.49
228,Gagarawa,Taura,Jigawa,0,1095,2010,0.066097954,0.029,0.128142,0.066097954,0.029,0.128142,0.49
229,Gamawa,Gwarzo,Kano,0,1095,2010,0.020151372,0.007362,0.044545,0.020151372,0.007362,0.044545,0.49
230,Ganaye,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.048633,0.297911,0.140374283,0.048633,0.297911,0.49
231,Ganjuwa,Darazo,Bauchi,0,1095,2010,0.052339721,0.016604,0.122656,0.052339721,0.016604,0.122656,0.49
232,Garki,Babura,Jigawa,0,1095,2010,0.053961815,0.02454,0.102781,0.053961815,0.02454,0.102781,0.49
233,Garko,Gwarzo,Kano,0,1095,2010,0.020151372,0.007362,0.044545,0.020151372,0.007362,0.044545,0.49
234,Garum Mallam,Gwarzo,Kano,0,1095,2010,0.020151372,0.007362,0.044545,0.020151372,0.007362,0.044545,0.49
235,Gashaka,Oru West,Imo,0,1095,2010,0.175766728,0.101985,0.275321,0.175766728,0.101985,0.275321,0.49
236,Gassol,Keana,Nasarawa,0,1095,2010,0.003757889,2.00E-06,0.038083,0.003757889,2.00E-06,0.038083,0.49
237,Gawabawa,Gawabawa,Sokoto,0,1095,2010,0,0,0,0,0,0,0.49
238,Gaya,Gwarzo,Kano,0,1095,2010,0.020151372,0.007362,0.044545,0.020151372,0.007362,0.044545,0.49
239,Gbako,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
240,Gboko,Keana,Nasarawa,0,1095,2010,0.003757889,2.00E-06,0.038083,0.003757889,2.00E-06,0.038083,0.49
241,Gboyin,Obubra,Cross River,0,1095,2010,0,0,0,0,0,0,0.49
242,Geidam,Babura,Jigawa,0,1095,2010,0.053961815,0.02454,0.102781,0.053961815,0.02454,0.102781,0.49
243,Gezawa,Gwarzo,Kano,0,1095,2010,0.020151372,0.007362,0.044545,0.020151372,0.007362,0.044545,0.49
244,Giade,Darazo,Bauchi,0,1095,2010,0.052339721,0.016604,0.122656,0.052339721,0.016604,0.122656,0.49
245,Gireri,Darazo,Bauchi,0,1095,2010,0.052339721,0.016604,0.122656,0.052339721,0.016604,0.122656,0.49
246,Giwa,Giwa,Kaduna,0,1095,2010,0.018010707,0.002239,0.064588,0.018010707,0.002239,0.064588,0.49
247,Gokana,Nsit Ubium,Akwa lbom,0,1095,2010,0.092807342,0.049395,0.157392,0.092807342,0.049395,0.157392,0.49
248,Gombe,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.048633,0.297911,0.140374283,0.048633,0.297911,0.49
249,Gombi,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.048633,0.297911,0.140374283,0.048633,0.297911,0.49
250,Goronyo,Gawabawa,Sokoto,0,1095,2010,0,0,0,0,0,0,0.49
251,Gubio,Gawabawa,Sokoto,0,1095,2010,0,0,0,0,0,0,0.49
252,Gudu,Gawabawa,Sokoto,0,1095,2010,0,0,0,0,0,0,0.49
253,Gujba,Darazo,Bauchi,0,1095,2010,0.052339721,0.016604,0.122656,0.052339721,0.016604,0.122656,0.49
254,Gulani,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.048633,0.297911,0.140374283,0.048633,0.297911,0.49
255,Guma,Keana,Nasarawa,0,1095,2010,0.003757889,2.00E-06,0.038083,0.003757889,2.00E-06,0.038083,0.49
256,Gumel,Babura,Jigawa,0,1095,2010,0.053961815,0.02454,0.102781,0.053961815,0.02454,0.102781,0.49
257,Gummi,Birnin Kebbi,Kebbi,0,1095,2010,0.005035576,5.50E-05,0.033146,0.005035576,5.50E-05,0.033146,0.49
258,Gurara,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
259,Guri,Taura,Jigawa,0,1095,2010,0.066097954,0.029,0.128142,0.066097954,0.029,0.128142,0.49
260,Gusau,Darazo,Bauchi,0,1095,2010,0.052339721,0.016604,0.122656,0.052339721,0.016604,0.122656,0.49
261,Guyuk,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.048633,0.297911,0.140374283,0.048633,0.297911,0.49
262,Guzamala,Babura,Jigawa,0,1095,2010,0.053961815,0.02454,0.102781,0.053961815,0.02454,0.102781,0.49
263,Gwagwalada,Keana,Nasarawa,0,1095,2010,0.003757889,2.00E-06,0.038083,0.003757889,2.00E-06,0.038083,0.49
264,Gwale,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.048633,0.297911,0.140374283,0.048633,0.297911,0.49
265,Gwandu,Birnin Kebbi,Kebbi,0,1095,2010,0.005035576,5.50E-05,0.033146,0.005035576,5.50E-05,0.033146,0.49
266,Gwaram,Takali,Kano,0,1095,2010,0.041618192,0.017351,0.084126,0.041618192,0.017351,0.084126,0.49
267,Gwarzo,Gwarzo,Kano,0,1095,2010,0.020151372,0.007362,0.044545,0.020151372,0.007362,0.044545,0.49
268,Gwer East,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
269,Gwer West,Keana,Nasarawa,0,1095,2010,0.003757889,2.00E-06,0.038083,0.003757889,2.00E-06,0.038083,0.49
270,Gwiwa,Babura,Jigawa,0,1095,2010,0.053961815,0.02454,0.102781,0.053961815,0.02454,0.102781,0.49
271,Gwoza,Darazo,Bauchi,0,1095,2010,0.052339721,0.016604,0.122656,0.052339721,0.016604,0.122656,0.49
272,Hadejia,Taura,Jigawa,0,1095,2010,0.066097954,0.029,0.128142,0.066097954,0.029,0.128142,0.49
273,Hawul,Darazo,Bauchi,0,1095,2010,0.052339721,0.016604,0.122656,0.052339721,0.016604,0.122656,0.49
274,Hong,Darazo,Bauchi,0,1095,2010,0.052339721,0.016604,0.122656,0.052339721,0.016604,0.122656,0.49
275,Ibadan North,Owan East,Edo,0,1095,2010,0.100639757,0.040692,0.20155,0.100639757,0.040692,0.20155,0.49
276,Ibadan North East,Owan East,Edo,0,1095,2010,0.100639757,0.040692,0.20155,0.100639757,0.040692,0.20155,0.49
277,Ibadan North West,Owan East,Edo,0,1095,2010,0.100639757,0.040692,0.20155,0.100639757,0.040692,0.20155,0.49
278,Ibadan South East,Akinyele,Oyo,0,1095,2010,0.067262581,0.017876,0.16989,0.067262581,0.017876,0.16989,0.49
279,Ibadan South West,Owan East,Edo,0,1095,2010,0.100639757,0.040692,0.20155,0.100639757,0.040692,0.20155,0.49
280,Ibaji,Uzo-Uwani,Enugu,0,1095,2010,0.101110595,0.065637,0.148298,0.101110595,0.065637,0.148298,0.49
281,Ibarapa Central,Akinyele,Oyo,0,1095,2010,0.067262581,0.017876,0.16989,0.067262581,0.017876,0.16989,0.49
282,Ibarapa East,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
283,Ibarapa North,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
284,Ibeju-Lekki,Uzo-Uwani,Enugu,0,1095,2010,0.101110595,0.065637,0.148298,0.101110595,0.065637,0.148298,0.49
285,Ibeno,Nsit Ubium,Akwa lbom,0,1095,2010,0.092807342,0.049395,0.157392,0.092807342,0.049395,0.157392,0.49
286,Ibesikpo Asutan,Nsit Ubium,Akwa lbom,0,1095,2010,0.092807342,0.049395,0.157392,0.092807342,0.049395,0.157392,0.49
287,Ibi,Keana,Nasarawa,0,1095,2010,0.003757889,2.00E-06,0.038083,0.003757889,2.00E-06,0.038083,0.49
288,Ibiono Ibom,Ngor-Okpala,Imo,0,1095,2010,0.038064811,0.014185,0.082396,0.038064811,0.014185,0.082396,0.49
289,Idah,Uzo-Uwani,Enugu,0,1095,2010,0.101110595,0.065637,0.148298,0.101110595,0.065637,0.148298,0.49
290,Idanre,Akinyele,Oyo,0,1095,2010,0.067262581,0.017876,0.16989,0.067262581,0.017876,0.16989,0.49
291,Ideato North,Oru West,Imo,0,1095,2010,0.175766728,0.101985,0.275321,0.175766728,0.101985,0.275321,0.49
292,Ideato South,Ngor-Okpala,Imo,0,1095,2010,0.038064811,0.014185,0.082396,0.038064811,0.014185,0.082396,0.49
293,Idemili North,Uzo-Uwani,Enugu,0,1095,2010,0.101110595,0.065637,0.148298,0.101110595,0.065637,0.148298,0.49
294,Idemili South,Oru West,Imo,0,1095,2010,0.175766728,0.101985,0.275321,0.175766728,0.101985,0.275321,0.49
295,Ido,Akinyele,Oyo,0,1095,2010,0.067262581,0.017876,0.16989,0.067262581,0.017876,0.16989,0.49
296,Idosi-Osi,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
297,Ifako-Ijaye,Uzo-Uwani,Enugu,0,1095,2010,0.101110595,0.065637,0.148298,0.101110595,0.065637,0.148298,0.49
298,Ife Central,Akinyele,Oyo,0,1095,2010,0.067262581,0.017876,0.16989,0.067262581,0.017876,0.16989,0.49
299,Ife East,Akinyele,Oyo,0,1095,2010,0.067262581,0.017876,0.16989,0.067262581,0.017876,0.16989,0.49
300,Ife North,Akinyele,Oyo,0,1095,2010,0.067262581,0.017876,0.16989,0.067262581,0.017876,0.16989,0.49
301,Ife South,Akinyele,Oyo,0,1095,2010,0.067262581,0.017876,0.16989,0.067262581,0.017876,0.16989,0.49
302,Ifedayo,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
303,Ifedore,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
304,Ifelodun1,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
305,Ifelodun2,Akinyele,Oyo,0,1095,2010,0.067262581,0.017876,0.16989,0.067262581,0.017876,0.16989,0.49
306,Ifo,Uzo-Uwani,Enugu,0,1095,2010,0.101110595,0.065637,0.148298,0.101110595,0.065637,0.148298,0.49
307,Igabi,Soba,Kaduna,0,1095,2010,0.076473462,0.034855,0.144206,0.076473462,0.034855,0.144206,0.49
308,Igalamela-Odolu,Uzo-Uwani,Enugu,0,1095,2010,0.101110595,0.065637,0.148298,0.101110595,0.065637,0.148298,0.49
309,Igbo-Etiti,Uzo-Uwani,Enugu,0,1095,2010,0.101110595,0.065637,0.148298,0.101110595,0.065637,0.148298,0.49
310,Igbo-Eze North,Uzo-Uwani,Enugu,0,1095,2010,0.101110595,0.065637,0.148298,0.101110595,0.065637,0.148298,0.49
311,Igbo-Eze South,Uzo-Uwani,Enugu,0,1095,2010,0.101110595,0.065637,0.148298,0.101110595,0.065637,0.148298,0.49
312,Igueben,Uzo-Uwani,Enugu,0,1095,2010,0.101110595,0.065637,0.148298,0.101110595,0.065637,0.148298,0.49
313,Ihiala,Oru West,Imo,0,1095,2010,0.175766728,0.101985,0.275321,0.175766728,0.101985,0.275321,0.49
314,Ihitte-Uboma,Ngor-Okpala,Imo,0,1095,2010,0.038064811,0.014185,0.082396,0.038064811,0.014185,0.082396,0.49
315,Ijebu East,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
316,Ijebu North,Owan East,Edo,0,1095,2010,0.100639757,0.040692,0.20155,0.100639757,0.040692,0.20155,0.49
317,Ijebu North East,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
318,Ijebu ode,Owan East,Edo,0,1095,2010,0.100639757,0.040692,0.20155,0.100639757,0.040692,0.20155,0.49
319,Ijero,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
320,Ijumu,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
321,Ika,Ngor-Okpala,Imo,0,1095,2010,0.038064811,0.014185,0.082396,0.038064811,0.014185,0.082396,0.49
322,Ika North East,Uzo-Uwani,Enugu,0,1095,2010,0.101110595,0.065637,0.148298,0.101110595,0.065637,0.148298,0.49
323,Ika South,Uzo-Uwani,Enugu,0,1095,2010,0.101110595,0.065637,0.148298,0.101110595,0.065637,0.148298,0.49
324,Ikara,Soba,Kaduna,0,1095,2010,0.076473462,0.034855,0.144206,0.076473462,0.034855,0.144206,0.49
325,Ikeduru,Ngor-Okpala,Imo,0,1095,2010,0.038064811,0.014185,0.082396,0.038064811,0.014185,0.082396,0.49
326,Ikeja,Uzo-Uwani,Enugu,0,1095,2010,0.101110595,0.065637,0.148298,0.101110595,0.065637,0.148298,0.49
327,Ikenne,Owan East,Edo,0,1095,2010,0.100639757,0.040692,0.20155,0.100639757,0.040692,0.20155,0.49
328,Ikere,Owan East,Edo,0,1095,2010,0.100639757,0.040692,0.20155,0.100639757,0.040692,0.20155,0.49
329,Ikole,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
330,Ikom,Obubra,Cross River,0,1095,2010,0,0,0,0,0,0,0.49
331,Ikono,Ngor-Okpala,Imo,0,1095,2010,0.038064811,0.014185,0.082396,0.038064811,0.014185,0.082396,0.49
332,Ikorodu,Uzo-Uwani,Enugu,0,1095,2010,0.101110595,0.065637,0.148298,0.101110595,0.065637,0.148298,0.49
333,Ikot Abasi,Nsit Ubium,Akwa lbom,0,1095,2010,0.092807342,0.049395,0.157392,0.092807342,0.049395,0.157392,0.49
334,Ikot Ekpene,Ngor-Okpala,Imo,0,1095,2010,0.038064811,0.014185,0.082396,0.038064811,0.014185,0.082396,0.49
335,Ikpoba-Okha,Uzo-Uwani,Enugu,0,1095,2010,0.101110595,0.065637,0.148298,0.101110595,0.065637,0.148298,0.49
336,Ikwerre,Oru West,Imo,0,1095,2010,0.175766728,0.101985,0.275321,0.175766728,0.101985,0.275321,0.49
337,Ikwo,Obubra,Cross River,0,1095,2010,0,0,0,0,0,0,0.49
338,Ikwuano,Ngor-Okpala,Imo,0,1095,2010,0.038064811,0.014185,0.082396,0.038064811,0.014185,0.082396,0.49
339,Ila,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
340,Ilaje,Owan East,Edo,0,1095,2010,0.100639757,0.040692,0.20155,0.100639757,0.040692,0.20155,0.49
341,Ile-Oluji-Okeigbo,Akinyele,Oyo,0,1095,2010,0.067262581,0.017876,0.16989,0.067262581,0.017876,0.16989,0.49
342,Ilemeji,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
343,Ilesha East,Owan East,Edo,0,1095,2010,0.100639757,0.040692,0.20155,0.100639757,0.040692,0.20155,0.49
344,Ilesha West,Akinyele,Oyo,0,1095,2010,0.067262581,0.017876,0.16989,0.067262581,0.017876,0.16989,0.49
345,Illela,Gawabawa,Sokoto,0,1095,2010,0,0,0,0,0,0,0.49
346,Ilorin East,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
347,Ilorin South,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
348,Ilorin West,Owan East,Edo,0,1095,2010,0.100639757,0.040692,0.20155,0.100639757,0.040692,0.20155,0.49
349,Imeko-Afon,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
350,Ingawa,Rimi,Katsina,0,1095,2010,0.096584862,0.052429,0.161449,0.096584862,0.052429,0.161449,0.49
351,Ini,Ngor-Okpala,Imo,0,1095,2010,0.038064811,0.014185,0.082396,0.038064811,0.014185,0.082396,0.49
352,Ipokia,Uzo-Uwani,Enugu,0,1095,2010,0.101110595,0.065637,0.148298,0.101110595,0.065637,0.148298,0.49
353,Irele,Akinyele,Oyo,0,1095,2010,0.067262581,0.017876,0.16989,0.067262581,0.017876,0.16989,0.49
354,Irepo,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
355,Irepodun-Ifelodun,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
356,Irepodun1,Owan East,Edo,0,1095,2010,0.100639757,0.040692,0.20155,0.100639757,0.040692,0.20155,0.49
357,Irepodun2,Akinyele,Oyo,0,1095,2010,0.067262581,0.017876,0.16989,0.067262581,0.017876,0.16989,0.49
358,Irewole,Akinyele,Oyo,0,1095,2010,0.067262581,0.017876,0.16989,0.067262581,0.017876,0.16989,0.49
359,Isa,Rimi,Katsina,0,1095,2010,0.096584862,0.052429,0.161449,0.096584862,0.052429,0.161449,0.49
360,Ise-Orun,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
361,Iseyin,Akinyele,Oyo,0,1095,2010,0.067262581,0.017876,0.16989,0.067262581,0.017876,0.16989,0.49
362,Ishielu,Owan East,Edo,0,1095,2010,0.100639757,0.040692,0.20155,0.100639757,0.040692,0.20155,0.49
363,Isi-Uzo,Owan East,Edo,0,1095,2010,0.100639757,0.040692,0.20155,0.100639757,0.040692,0.20155,0.49
364,Isiala Mbano,Ngor-Okpala,Imo,0,1095,2010,0.038064811,0.014185,0.082396,0.038064811,0.014185,0.082396,0.49
365,Isiala-Ngwa North,Ngor-Okpala,Imo,0,1095,2010,0.038064811,0.014185,0.082396,0.038064811,0.014185,0.082396,0.49
366,Isiala-Ngwa South,Ngor-Okpala,Imo,0,1095,2010,0.038064811,0.014185,0.082396,0.038064811,0.014185,0.082396,0.49
367,Isin,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
368,Isokan,Akinyele,Oyo,0,1095,2010,0.067262581,0.017876,0.16989,0.067262581,0.017876,0.16989,0.49
369,Isoko North,Isoko South,Delta,0,1095,2010,0.102375399,0.051413,0.179891,0.102375399,0.051413,0.179891,0.49
370,Isoko South,Isoko South,Delta,0,1095,2010,0.102375399,0.051413,0.179891,0.102375399,0.051413,0.179891,0.49
371,Isu,Ngor-Okpala,Imo,0,1095,2010,0.038064811,0.014185,0.082396,0.038064811,0.014185,0.082396,0.49
372,Isuikwato,Ngor-Okpala,Imo,0,1095,2010,0.038064811,0.014185,0.082396,0.038064811,0.014185,0.082396,0.49
373,Itas-Gadau,Taura,Jigawa,0,1095,2010,0.066097954,0.029,0.128142,0.066097954,0.029,0.128142,0.49
374,Itesiwaju,Akinyele,Oyo,0,1095,2010,0.067262581,0.017876,0.16989,0.067262581,0.017876,0.16989,0.49
375,Itu,Ngor-Okpala,Imo,0,1095,2010,0.038064811,0.014185,0.082396,0.038064811,0.014185,0.082396,0.49
376,Ivo,Ngor-Okpala,Imo,0,1095,2010,0.038064811,0.014185,0.082396,0.038064811,0.014185,0.082396,0.49
377,Iwajowa,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
378,Iwo,Akinyele,Oyo,0,1095,2010,0.067262581,0.017876,0.16989,0.067262581,0.017876,0.16989,0.49
379,Izzi,Owan East,Edo,0,1095,2010,0.100639757,0.040692,0.20155,0.100639757,0.040692,0.20155,0.49
380,Jaba,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
381,Jada,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.048633,0.297911,0.140374283,0.048633,0.297911,0.49
382,Jahun,Taura,Jigawa,0,1095,2010,0.066097954,0.029,0.128142,0.066097954,0.029,0.128142,0.49
383,Jakusko,Taura,Jigawa,0,1095,2010,0.066097954,0.029,0.128142,0.066097954,0.029,0.128142,0.49
384,Jalingo,Keana,Nasarawa,0,1095,2010,0.003757889,2.00E-06,0.038083,0.003757889,2.00E-06,0.038083,0.49
385,Jama'are,Taura,Jigawa,0,1095,2010,0.066097954,0.029,0.128142,0.066097954,0.029,0.128142,0.49
386,Jega,Birnin Kebbi,Kebbi,0,1095,2010,0.005035576,5.50E-05,0.033146,0.005035576,5.50E-05,0.033146,0.49
387,Jema'a,Soba,Kaduna,0,1095,2010,0.076473462,0.034855,0.144206,0.076473462,0.034855,0.144206,0.49
388,Jere,Gawabawa,Sokoto,0,1095,2010,0,0,0,0,0,0,0.49
389,Jibia,Rimi,Katsina,0,1095,2010,0.096584862,0.052429,0.161449,0.096584862,0.052429,0.161449,0.49
390,Jos East,Soba,Kaduna,0,1095,2010,0.076473462,0.034855,0.144206,0.076473462,0.034855,0.144206,0.49
391,Jos North,Soba,Kaduna,0,1095,2010,0.076473462,0.034855,0.144206,0.076473462,0.034855,0.144206,0.49
392,Jos South,Soba,Kaduna,0,1095,2010,0.076473462,0.034855,0.144206,0.076473462,0.034855,0.144206,0.49
393,Kabba-Bunu,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
394,Kabo,Gwarzo,Kano,0,1095,2010,0.020151372,0.007362,0.044545,0.020151372,0.007362,0.044545,0.49
395,Kachia,Ngor-Okpala,Imo,0,1095,2010,0.038064811,0.014185,0.082396,0.038064811,0.014185,0.082396,0.49
396,Kaduna North,Soba,Kaduna,0,1095,2010,0.076473462,0.034855,0.144206,0.076473462,0.034855,0.144206,0.49
397,Kaduna South,Soba,Kaduna,0,1095,2010,0.076473462,0.034855,0.144206,0.076473462,0.034855,0.144206,0.49
398,Kafin Hausa,Taura,Jigawa,0,1095,2010,0.066097954,0.029,0.128142,0.066097954,0.029,0.128142,0.49
399,Kafur,Gwarzo,Kano,0,1095,2010,0.020151372,0.007362,0.044545,0.020151372,0.007362,0.044545,0.49
400,Kaga,Darazo,Bauchi,0,1095,2010,0.052339721,0.016604,0.122656,0.052339721,0.016604,0.122656,0.49
401,Kagarko,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
402,Kaiama,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
403,Kaita,Rimi,Katsina,0,1095,2010,0.096584862,0.052429,0.161449,0.096584862,0.052429,0.161449,0.49
404,Kajola,Akinyele,Oyo,0,1095,2010,0.067262581,0.017876,0.16989,0.067262581,0.017876,0.16989,0.49
405,Kajuru,Soba,Kaduna,0,1095,2010,0.076473462,0.034855,0.144206,0.076473462,0.034855,0.144206,0.49
406,Kala-Balge,Darazo,Bauchi,0,1095,2010,0.052339721,0.016604,0.122656,0.052339721,0.016604,0.122656,0.49
407,Kalgo,Birnin Kebbi,Kebbi,0,1095,2010,0.005035576,5.50E-05,0.033146,0.005035576,5.50E-05,0.033146,0.49
408,Kaltungo,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.048633,0.297911,0.140374283,0.048633,0.297911,0.49
409,Kanam,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.048633,0.297911,0.140374283,0.048633,0.297911,0.49
410,Kankara,Rimi,Katsina,0,1095,2010,0.096584862,0.052429,0.161449,0.096584862,0.052429,0.161449,0.49
411,Kanke,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.048633,0.297911,0.140374283,0.048633,0.297911,0.49
412,Kankia,Rimi,Katsina,0,1095,2010,0.096584862,0.052429,0.161449,0.096584862,0.052429,0.161449,0.49
413,Kano Municipal,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.048633,0.297911,0.140374283,0.048633,0.297911,0.49
414,Karasuwa,Taura,Jigawa,0,1095,2010,0.066097954,0.029,0.128142,0.066097954,0.029,0.128142,0.49
415,Karaye,Gwarzo,Kano,0,1095,2010,0.020151372,0.007362,0.044545,0.020151372,0.007362,0.044545,0.49
416,Karin-Lamido,Alkaleri,Bauchi,0,1095,2010,0.140374283,0.048633,0.297911,0.140374283,0.048633,0.297911,0.49
417,Karu,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
418,Katagum,Gwarzo,Kano,0,1095,2010,0.020151372,0.007362,0.044545,0.020151372,0.007362,0.044545,0.49
419,Katcha,Oke-Ero,Kwara,0,1095,2010,0.033965668,0.008636,0.089926,0.033965668,0.008636,0.089926,0.49
420,Katsina,Rimi,Katsina,0,1095,2010,0.096584862,0.052429,0.161449,0.096584862,0.052429,0.161449,0.49
421,Katsina-Ala,Keana,Nasarawa,0,1095,2010,0.003757889,2.00E-06,0.038083,0.003757889,2.00E-06,0.038083,0.49
422,Kaugama,Taura,Jigawa,0,1095,2010,0.066097954,0.029,0.128142,0.066097954,0.029,0.128142,0.49
423,Kaura,Soba,Kaduna,0,1095,2010,0.076473462,0.034855,0.144206,0.076473462,0.034855,0.144206,0.49
