,LGA,Rep_DS,State,simday,duration,year,U5_coverage,adult_coverage
798,Agwara,Birnin Kebbi,,1095,730,2013,0.068057438,0.068057438
799,Ahiazu-Mbaise,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
800,Ahoada East,Ahoada West,,1095,730,2013,0.10428689,0.10428689
801,Ahoada West,Ahoada West,,1095,730,2013,0.10428689,0.10428689
802,Aiyedade,Akinyele,,1095,730,2013,0.004445616,0.004445616
803,Aiyedire,Akinyele,,1095,730,2013,0.004445616,0.004445616
804,Ajaokuta,Owan East,,1095,730,2013,0.0098755,0.0098755
805,Ajeromi-Ifelodun,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
806,Ajingi,Taura,,1095,730,2013,0.046769383,0.046769383
807,Akamkpa,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
808,Akinyele,Akinyele,,1095,730,2013,0.004445616,0.004445616
809,Akko,Alkaleri,,1095,730,2013,0.031748425,0.031748425
810,Akoko North East,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
811,Akoko North West,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
812,Akoko South East,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
813,Akoko South West,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
814,Akoko-Edo,Owan East,,1095,730,2013,0.0098755,0.0098755
815,Akpabuyo,Nsit Ubium,,1095,730,2013,0.043754235,0.043754235
816,Akuku Toru,Ahoada West,,1095,730,2013,0.10428689,0.10428689
817,Akure North,Owan East,,1095,730,2013,0.0098755,0.0098755
818,Akure South,Owan East,,1095,730,2013,0.0098755,0.0098755
819,Akwanga,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
820,Albasu,Takali,,1095,730,2013,0,0
821,Aleiro,Birnin Kebbi,,1095,730,2013,0.068057438,0.068057438
822,Alimosho,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
823,Alkaleri,Alkaleri,,1095,730,2013,0.031748425,0.031748425
824,Amuwo-Odofin,Isoko South,,1095,730,2013,0.009945494,0.009945494
825,Anambra East,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
826,Anambra West,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
827,Anaocha,Oru West,,1095,730,2013,0.006251072,0.006251072
828,Andoni,Nsit Ubium,,1095,730,2013,0.043754235,0.043754235
829,Aninri,Oru West,,1095,730,2013,0.006251072,0.006251072
830,Aniocha North,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
831,Aniocha South,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
832,Anka,Darazo,,1095,730,2013,0.000948997,0.000948997
833,Ankpa,Owan East,,1095,730,2013,0.0098755,0.0098755
834,Apa,Keana,,1095,730,2013,0.005529724,0.005529724
835,Apapa,Isoko South,,1095,730,2013,0.009945494,0.009945494
836,Ardo-Kola,Keana,,1095,730,2013,0.005529724,0.005529724
837,Arewa-Dandi,Birnin Kebbi,,1095,730,2013,0.068057438,0.068057438
838,Argungu,Birnin Kebbi,,1095,730,2013,0.068057438,0.068057438
839,Arochukwu,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
840,Asa,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
841,Asari-Toru,Ahoada West,,1095,730,2013,0.10428689,0.10428689
842,Askira-Uba,Darazo,,1095,730,2013,0.000948997,0.000948997
843,Atakumosa East,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
844,Atakumosa West,Akinyele,,1095,730,2013,0.004445616,0.004445616
845,Atiba,Akinyele,,1095,730,2013,0.004445616,0.004445616
846,Atigbo,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
847,Augie,Birnin Kebbi,,1095,730,2013,0.068057438,0.068057438
848,Auyo,Taura,,1095,730,2013,0.046769383,0.046769383
849,Awe,Keana,,1095,730,2013,0.005529724,0.005529724
850,Awgu,Oru West,,1095,730,2013,0.006251072,0.006251072
851,Awka North,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
852,Awka South,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
853,Ayamelum,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
854,Babura,Babura,,1095,730,2013,0,0
855,Badagry,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
856,Bade,Taura,,1095,730,2013,0.046769383,0.046769383
857,Bagudo,Birnin Kebbi,,1095,730,2013,0.068057438,0.068057438
858,Bagwai,Babura,,1095,730,2013,0,0
859,Bakassi,Obubra,,1095,730,2013,0,0
860,Bakori,Gwarzo,,1095,730,2013,0.003275168,0.003275168
861,Bakura,Darazo,,1095,730,2013,0.000948997,0.000948997
862,Balanga,Alkaleri,,1095,730,2013,0.031748425,0.031748425
863,Bali,Keana,,1095,730,2013,0.005529724,0.005529724
864,Bama,Darazo,,1095,730,2013,0.000948997,0.000948997
865,Barikin Ladi,Soba,,1095,730,2013,0,0
866,Baruten,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
867,Bassa1,Keana,,1095,730,2013,0.005529724,0.005529724
868,Bassa2,Soba,,1095,730,2013,0,0
869,Batagarawa,Rimi,,1095,730,2013,0.022996125,0.022996125
870,Batsari,Rimi,,1095,730,2013,0.022996125,0.022996125
871,Bauchi,Alkaleri,,1095,730,2013,0.031748425,0.031748425
872,Baure,Babura,,1095,730,2013,0,0
873,Bayo,Alkaleri,,1095,730,2013,0.031748425,0.031748425
874,Bebeji,Gwarzo,,1095,730,2013,0.003275168,0.003275168
875,Bekwara,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
876,Bende,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
877,Biase,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
878,Bichi,Gwarzo,,1095,730,2013,0.003275168,0.003275168
879,Bida,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
880,Billiri,Alkaleri,,1095,730,2013,0.031748425,0.031748425
881,Bindawa,Rimi,,1095,730,2013,0.022996125,0.022996125
882,Binji,Gawabawa,,1095,730,2013,0.013935005,0.013935005
883,Biriniwa,Taura,,1095,730,2013,0.046769383,0.046769383
884,Birni Kudu,Takali,,1095,730,2013,0,0
885,Birnin Kebbi,Birnin Kebbi,,1095,730,2013,0.068057438,0.068057438
886,Birnin Magaji,Rimi,,1095,730,2013,0.022996125,0.022996125
887,Birnin-Gwari,Giwa,,1095,730,2013,0,0
888,Biu,Darazo,,1095,730,2013,0.000948997,0.000948997
889,Bodinga,Gawabawa,,1095,730,2013,0.013935005,0.013935005
890,Bogoro,Alkaleri,,1095,730,2013,0.031748425,0.031748425
891,Boki,Obubra,,1095,730,2013,0,0
892,Bokkos,Giwa,,1095,730,2013,0,0
893,Boluwaduro,Akinyele,,1095,730,2013,0.004445616,0.004445616
894,Bomadi,Isoko South,,1095,730,2013,0.009945494,0.009945494
895,Bonny,Nsit Ubium,,1095,730,2013,0.043754235,0.043754235
896,Borgu,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
897,Boripe,Akinyele,,1095,730,2013,0.004445616,0.004445616
898,Bosso,Keana,,1095,730,2013,0.005529724,0.005529724
899,Brass,Ahoada West,,1095,730,2013,0.10428689,0.10428689
900,Buji,Takali,,1095,730,2013,0,0
901,Bukkuyum,Alkaleri,,1095,730,2013,0.031748425,0.031748425
902,Bungudu,Takali,,1095,730,2013,0,0
903,Bunkure,Gwarzo,,1095,730,2013,0.003275168,0.003275168
904,Bunza,Birnin Kebbi,,1095,730,2013,0.068057438,0.068057438
905,Bursari,Taura,,1095,730,2013,0.046769383,0.046769383
906,Buruku,Keana,,1095,730,2013,0.005529724,0.005529724
907,Burutu,Isoko South,,1095,730,2013,0.009945494,0.009945494
908,Bwari,Giwa,,1095,730,2013,0,0
909,Calabar South,Nsit Ubium,,1095,730,2013,0.043754235,0.043754235
910,Calabar-Municipal,Nsit Ubium,,1095,730,2013,0.043754235,0.043754235
911,Chanchaga,Keana,,1095,730,2013,0.005529724,0.005529724
912,Charanchi,Rimi,,1095,730,2013,0.022996125,0.022996125
913,Chibok,Darazo,,1095,730,2013,0.000948997,0.000948997
914,Chikun,Soba,,1095,730,2013,0,0
915,Dala,Alkaleri,,1095,730,2013,0.031748425,0.031748425
916,Damaturu,Darazo,,1095,730,2013,0.000948997,0.000948997
917,Damban,Darazo,,1095,730,2013,0.000948997,0.000948997
918,Dambatta,Babura,,1095,730,2013,0,0
919,Damboa,Darazo,,1095,730,2013,0.000948997,0.000948997
920,Dan Musa,Rimi,,1095,730,2013,0.022996125,0.022996125
921,Dandi,Birnin Kebbi,,1095,730,2013,0.068057438,0.068057438
922,Dandume,Giwa,,1095,730,2013,0,0
923,Dange-Shnsi,Gawabawa,,1095,730,2013,0.013935005,0.013935005
924,Danja,Giwa,,1095,730,2013,0,0
925,Darazo,Darazo,,1095,730,2013,0.000948997,0.000948997
926,Dass,Alkaleri,,1095,730,2013,0.031748425,0.031748425
927,Daura,Babura,,1095,730,2013,0,0
928,Dawakin Kudu,Gwarzo,,1095,730,2013,0.003275168,0.003275168
929,Dawakin Tofa,Taura,,1095,730,2013,0.046769383,0.046769383
930,Degema,Ahoada West,,1095,730,2013,0.10428689,0.10428689
931,Dekina,Owan East,,1095,730,2013,0.0098755,0.0098755
932,Demsa,Alkaleri,,1095,730,2013,0.031748425,0.031748425
933,Dikwa,Darazo,,1095,730,2013,0.000948997,0.000948997
934,Doguwa,Giwa,,1095,730,2013,0,0
935,Doma,Keana,,1095,730,2013,0.005529724,0.005529724
936,Donga,Keana,,1095,730,2013,0.005529724,0.005529724
937,Dukku,Darazo,,1095,730,2013,0.000948997,0.000948997
938,Dunukofia,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
939,Dutse,Takali,,1095,730,2013,0,0
940,Dutsi,Rimi,,1095,730,2013,0.022996125,0.022996125
941,Dutsin-Ma,Rimi,,1095,730,2013,0.022996125,0.022996125
942,Eastern Obolo,Nsit Ubium,,1095,730,2013,0.043754235,0.043754235
943,Ebonyi,Owan East,,1095,730,2013,0.0098755,0.0098755
944,Edati,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
945,Ede North,Akinyele,,1095,730,2013,0.004445616,0.004445616
946,Ede South,Akinyele,,1095,730,2013,0.004445616,0.004445616
947,Edu,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
948,Efon-Alayee,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
949,Egbado North,Owan East,,1095,730,2013,0.0098755,0.0098755
950,Egbado South,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
951,Egbeda,Akinyele,,1095,730,2013,0.004445616,0.004445616
952,Egbedore,Akinyele,,1095,730,2013,0.004445616,0.004445616
953,Egor,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
954,Ehime-Mbano,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
955,Ejigbo,Akinyele,,1095,730,2013,0.004445616,0.004445616
956,Ekeremor,Ahoada West,,1095,730,2013,0.10428689,0.10428689
957,Eket,Nsit Ubium,,1095,730,2013,0.043754235,0.043754235
958,Ekiti,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
959,Ekiti East,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
960,Ekiti South West,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
961,Ekiti West,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
962,Ekwusigo,Oru West,,1095,730,2013,0.006251072,0.006251072
963,Eleme,Ahoada West,,1095,730,2013,0.10428689,0.10428689
964,Emohua,Ahoada West,,1095,730,2013,0.10428689,0.10428689
965,Emure,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
966,Enugu East,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
967,Enugu North,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
968,Enugu South,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
969,Epe,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
970,Esan Central,Owan East,,1095,730,2013,0.0098755,0.0098755
971,Esan North East,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
972,Esan South East,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
973,Esan West,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
974,Ese-Odo,Owan East,,1095,730,2013,0.0098755,0.0098755
975,Esit Eket,Nsit Ubium,,1095,730,2013,0.043754235,0.043754235
976,Essien Udim,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
977,Etche,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
978,Ethiope East,Isoko South,,1095,730,2013,0.009945494,0.009945494
979,Ethiope West,Isoko South,,1095,730,2013,0.009945494,0.009945494
980,Eti-Osa,Isoko South,,1095,730,2013,0.009945494,0.009945494
981,Etim Ekpo,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
982,Etinan,Nsit Ubium,,1095,730,2013,0.043754235,0.043754235
983,Etsako Central,Owan East,,1095,730,2013,0.0098755,0.0098755
984,Etsako East,Owan East,,1095,730,2013,0.0098755,0.0098755
985,Etsako West,Owan East,,1095,730,2013,0.0098755,0.0098755
986,Etung,Obubra,,1095,730,2013,0,0
987,Ewekoro,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
988,Ezeagu,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
989,Ezinihitte,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
990,Ezza North,Owan East,,1095,730,2013,0.0098755,0.0098755
991,Ezza South,Obubra,,1095,730,2013,0,0
992,Fagge,Alkaleri,,1095,730,2013,0.031748425,0.031748425
993,Fakai,Birnin Kebbi,,1095,730,2013,0.068057438,0.068057438
994,Faskari,Giwa,,1095,730,2013,0,0
995,Fika,Darazo,,1095,730,2013,0.000948997,0.000948997
996,Fufore,Alkaleri,,1095,730,2013,0.031748425,0.031748425
997,Funakaye,Alkaleri,,1095,730,2013,0.031748425,0.031748425
998,Fune,Darazo,,1095,730,2013,0.000948997,0.000948997
999,Funtua,Gwarzo,,1095,730,2013,0.003275168,0.003275168
1000,Gabasawa,Taura,,1095,730,2013,0.046769383,0.046769383
1001,Gada,Gawabawa,,1095,730,2013,0.013935005,0.013935005
1002,Gagarawa,Taura,,1095,730,2013,0.046769383,0.046769383
1003,Gamawa,Gwarzo,,1095,730,2013,0.003275168,0.003275168
1004,Ganaye,Alkaleri,,1095,730,2013,0.031748425,0.031748425
1005,Ganjuwa,Darazo,,1095,730,2013,0.000948997,0.000948997
1006,Garki,Babura,,1095,730,2013,0,0
1007,Garko,Gwarzo,,1095,730,2013,0.003275168,0.003275168
1008,Garum Mallam,Gwarzo,,1095,730,2013,0.003275168,0.003275168
1009,Gashaka,Oru West,,1095,730,2013,0.006251072,0.006251072
1010,Gassol,Keana,,1095,730,2013,0.005529724,0.005529724
1011,Gawabawa,Gawabawa,,1095,730,2013,0.013935005,0.013935005
1012,Gaya,Gwarzo,,1095,730,2013,0.003275168,0.003275168
1013,Gbako,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1014,Gboko,Keana,,1095,730,2013,0.005529724,0.005529724
1015,Gboyin,Obubra,,1095,730,2013,0,0
1016,Geidam,Babura,,1095,730,2013,0,0
1017,Gezawa,Gwarzo,,1095,730,2013,0.003275168,0.003275168
1018,Giade,Darazo,,1095,730,2013,0.000948997,0.000948997
1019,Gireri,Darazo,,1095,730,2013,0.000948997,0.000948997
1020,Giwa,Giwa,,1095,730,2013,0,0
1021,Gokana,Nsit Ubium,,1095,730,2013,0.043754235,0.043754235
1022,Gombe,Alkaleri,,1095,730,2013,0.031748425,0.031748425
1023,Gombi,Alkaleri,,1095,730,2013,0.031748425,0.031748425
1024,Goronyo,Gawabawa,,1095,730,2013,0.013935005,0.013935005
1025,Gubio,Gawabawa,,1095,730,2013,0.013935005,0.013935005
1026,Gudu,Gawabawa,,1095,730,2013,0.013935005,0.013935005
1027,Gujba,Darazo,,1095,730,2013,0.000948997,0.000948997
1028,Gulani,Alkaleri,,1095,730,2013,0.031748425,0.031748425
1029,Guma,Keana,,1095,730,2013,0.005529724,0.005529724
1030,Gumel,Babura,,1095,730,2013,0,0
1031,Gummi,Birnin Kebbi,,1095,730,2013,0.068057438,0.068057438
1032,Gurara,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1033,Guri,Taura,,1095,730,2013,0.046769383,0.046769383
1034,Gusau,Darazo,,1095,730,2013,0.000948997,0.000948997
1035,Guyuk,Alkaleri,,1095,730,2013,0.031748425,0.031748425
1036,Guzamala,Babura,,1095,730,2013,0,0
1037,Gwagwalada,Keana,,1095,730,2013,0.005529724,0.005529724
1038,Gwale,Alkaleri,,1095,730,2013,0.031748425,0.031748425
1039,Gwandu,Birnin Kebbi,,1095,730,2013,0.068057438,0.068057438
1040,Gwaram,Takali,,1095,730,2013,0,0
1041,Gwarzo,Gwarzo,,1095,730,2013,0.003275168,0.003275168
1042,Gwer East,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1043,Gwer West,Keana,,1095,730,2013,0.005529724,0.005529724
1044,Gwiwa,Babura,,1095,730,2013,0,0
1045,Gwoza,Darazo,,1095,730,2013,0.000948997,0.000948997
1046,Hadejia,Taura,,1095,730,2013,0.046769383,0.046769383
1047,Hawul,Darazo,,1095,730,2013,0.000948997,0.000948997
1048,Hong,Darazo,,1095,730,2013,0.000948997,0.000948997
1049,Ibadan North,Owan East,,1095,730,2013,0.0098755,0.0098755
1050,Ibadan North East,Owan East,,1095,730,2013,0.0098755,0.0098755
1051,Ibadan North West,Owan East,,1095,730,2013,0.0098755,0.0098755
1052,Ibadan South East,Akinyele,,1095,730,2013,0.004445616,0.004445616
1053,Ibadan South West,Owan East,,1095,730,2013,0.0098755,0.0098755
1054,Ibaji,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
1055,Ibarapa Central,Akinyele,,1095,730,2013,0.004445616,0.004445616
1056,Ibarapa East,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1057,Ibarapa North,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1058,Ibeju-Lekki,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
1059,Ibeno,Nsit Ubium,,1095,730,2013,0.043754235,0.043754235
1060,Ibesikpo Asutan,Nsit Ubium,,1095,730,2013,0.043754235,0.043754235
1061,Ibi,Keana,,1095,730,2013,0.005529724,0.005529724
1062,Ibiono Ibom,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
1063,Idah,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
1064,Idanre,Akinyele,,1095,730,2013,0.004445616,0.004445616
1065,Ideato North,Oru West,,1095,730,2013,0.006251072,0.006251072
1066,Ideato South,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
1067,Idemili North,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
1068,Idemili South,Oru West,,1095,730,2013,0.006251072,0.006251072
1069,Ido,Akinyele,,1095,730,2013,0.004445616,0.004445616
1070,Idosi-Osi,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1071,Ifako-Ijaye,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
1072,Ife Central,Akinyele,,1095,730,2013,0.004445616,0.004445616
1073,Ife East,Akinyele,,1095,730,2013,0.004445616,0.004445616
1074,Ife North,Akinyele,,1095,730,2013,0.004445616,0.004445616
1075,Ife South,Akinyele,,1095,730,2013,0.004445616,0.004445616
1076,Ifedayo,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1077,Ifedore,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1078,Ifelodun1,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1079,Ifelodun2,Akinyele,,1095,730,2013,0.004445616,0.004445616
1080,Ifo,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
1081,Igabi,Soba,,1095,730,2013,0,0
1082,Igalamela-Odolu,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
1083,Igbo-Etiti,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
1084,Igbo-Eze North,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
1085,Igbo-Eze South,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
1086,Igueben,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
1087,Ihiala,Oru West,,1095,730,2013,0.006251072,0.006251072
1088,Ihitte-Uboma,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
1089,Ijebu East,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1090,Ijebu North,Owan East,,1095,730,2013,0.0098755,0.0098755
1091,Ijebu North East,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1092,Ijebu ode,Owan East,,1095,730,2013,0.0098755,0.0098755
1093,Ijero,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1094,Ijumu,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1095,Ika,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
1096,Ika North East,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
1097,Ika South,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
1098,Ikara,Soba,,1095,730,2013,0,0
1099,Ikeduru,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
1100,Ikeja,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
1101,Ikenne,Owan East,,1095,730,2013,0.0098755,0.0098755
1102,Ikere,Owan East,,1095,730,2013,0.0098755,0.0098755
1103,Ikole,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1104,Ikom,Obubra,,1095,730,2013,0,0
1105,Ikono,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
1106,Ikorodu,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
1107,Ikot Abasi,Nsit Ubium,,1095,730,2013,0.043754235,0.043754235
1108,Ikot Ekpene,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
1109,Ikpoba-Okha,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
1110,Ikwerre,Oru West,,1095,730,2013,0.006251072,0.006251072
1111,Ikwo,Obubra,,1095,730,2013,0,0
1112,Ikwuano,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
1113,Ila,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1114,Ilaje,Owan East,,1095,730,2013,0.0098755,0.0098755
1115,Ile-Oluji-Okeigbo,Akinyele,,1095,730,2013,0.004445616,0.004445616
1116,Ilemeji,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1117,Ilesha East,Owan East,,1095,730,2013,0.0098755,0.0098755
1118,Ilesha West,Akinyele,,1095,730,2013,0.004445616,0.004445616
1119,Illela,Gawabawa,,1095,730,2013,0.013935005,0.013935005
1120,Ilorin East,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1121,Ilorin South,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1122,Ilorin West,Owan East,,1095,730,2013,0.0098755,0.0098755
1123,Imeko-Afon,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1124,Ingawa,Rimi,,1095,730,2013,0.022996125,0.022996125
1125,Ini,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
1126,Ipokia,Uzo-Uwani,,1095,730,2013,0.02817451,0.02817451
1127,Irele,Akinyele,,1095,730,2013,0.004445616,0.004445616
1128,Irepo,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1129,Irepodun-Ifelodun,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1130,Irepodun1,Owan East,,1095,730,2013,0.0098755,0.0098755
1131,Irepodun2,Akinyele,,1095,730,2013,0.004445616,0.004445616
1132,Irewole,Akinyele,,1095,730,2013,0.004445616,0.004445616
1133,Isa,Rimi,,1095,730,2013,0.022996125,0.022996125
1134,Ise-Orun,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1135,Iseyin,Akinyele,,1095,730,2013,0.004445616,0.004445616
1136,Ishielu,Owan East,,1095,730,2013,0.0098755,0.0098755
1137,Isi-Uzo,Owan East,,1095,730,2013,0.0098755,0.0098755
1138,Isiala Mbano,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
1139,Isiala-Ngwa North,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
1140,Isiala-Ngwa South,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
1141,Isin,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1142,Isokan,Akinyele,,1095,730,2013,0.004445616,0.004445616
1143,Isoko North,Isoko South,,1095,730,2013,0.009945494,0.009945494
1144,Isoko South,Isoko South,,1095,730,2013,0.009945494,0.009945494
1145,Isu,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
1146,Isuikwato,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
1147,Itas-Gadau,Taura,,1095,730,2013,0.046769383,0.046769383
1148,Itesiwaju,Akinyele,,1095,730,2013,0.004445616,0.004445616
1149,Itu,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
1150,Ivo,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
1151,Iwajowa,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1152,Iwo,Akinyele,,1095,730,2013,0.004445616,0.004445616
1153,Izzi,Owan East,,1095,730,2013,0.0098755,0.0098755
1154,Jaba,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1155,Jada,Alkaleri,,1095,730,2013,0.031748425,0.031748425
1156,Jahun,Taura,,1095,730,2013,0.046769383,0.046769383
1157,Jakusko,Taura,,1095,730,2013,0.046769383,0.046769383
1158,Jalingo,Keana,,1095,730,2013,0.005529724,0.005529724
1159,Jama'are,Taura,,1095,730,2013,0.046769383,0.046769383
1160,Jega,Birnin Kebbi,,1095,730,2013,0.068057438,0.068057438
1161,Jema'a,Soba,,1095,730,2013,0,0
1162,Jere,Gawabawa,,1095,730,2013,0.013935005,0.013935005
1163,Jibia,Rimi,,1095,730,2013,0.022996125,0.022996125
1164,Jos East,Soba,,1095,730,2013,0,0
1165,Jos North,Soba,,1095,730,2013,0,0
1166,Jos South,Soba,,1095,730,2013,0,0
1167,Kabba-Bunu,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1168,Kabo,Gwarzo,,1095,730,2013,0.003275168,0.003275168
1169,Kachia,Ngor-Okpala,,1095,730,2013,0.003930417,0.003930417
1170,Kaduna North,Soba,,1095,730,2013,0,0
1171,Kaduna South,Soba,,1095,730,2013,0,0
1172,Kafin Hausa,Taura,,1095,730,2013,0.046769383,0.046769383
1173,Kafur,Gwarzo,,1095,730,2013,0.003275168,0.003275168
1174,Kaga,Darazo,,1095,730,2013,0.000948997,0.000948997
1175,Kagarko,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1176,Kaiama,Oke-Ero,,1095,730,2013,0.030860305,0.030860305
1177,Kaita,Rimi,,1095,730,2013,0.022996125,0.022996125
1178,Kajola,Akinyele,,1095,730,2013,0.004445616,0.004445616
1179,Kajuru,Soba,,1095,730,2013,0,0
1180,Kala-Balge,Darazo,,1095,730,2013,0.000948997,0.000948997
1181,Kalgo,Birnin Kebbi,,1095,730,2013,0.068057438,0.068057438
1182,Kaltungo,Alkaleri,,1095,730,2013,0.031748425,0.031748425
1183,Kanam,Alkaleri,,1095,730,2013,0.031748425,0.031748425
1184,Kankara,Rimi,,1095,730,2013,0.022996125,0.022996125
1185,Kanke,Alkaleri,,1095,730,2013,0.031748425,0.031748425
1186,Kankia,Rimi,,1095,730,2013,0.022996125,0.022996125
1187,Kano Municipal,Alkaleri,,1095,730,2013,0.031748425,0.031748425
1188,Karasuwa,Taura,,1095,730,2013,0.046769383,0.046769383
1189,Karaye,Gwarzo,,1095,730,2013,0.003275168,0.003275168
