,LGA,Rep_DS,State,simday,duration,year,U5_coverage,adult_coverage
805,Ajeromi-Ifelodun,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
806,Ajingi,Taura,,1095,730,2013,0.093086858,0.093086858
807,Akamkpa,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
808,Akinyele,Akinyele,,1095,730,2013,0.078443161,0.078443161
809,Akko,Alkaleri,,1095,730,2013,0.075490339,0.075490339
810,Akoko North East,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
811,Akoko North West,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
812,Akoko South East,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
813,Akoko South West,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
814,Akoko-Edo,Owan East,,1095,730,2013,0.078789026,0.078789026
815,Akpabuyo,Nsit Ubium,,1095,730,2013,0.189717809,0.189717809
816,Akuku Toru,Ahoada West,,1095,730,2013,0.254277466,0.254277466
817,Akure North,Owan East,,1095,730,2013,0.078789026,0.078789026
818,Akure South,Owan East,,1095,730,2013,0.078789026,0.078789026
819,Akwanga,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
820,Albasu,Takali,,1095,730,2013,0.113312359,0.113312359
821,Aleiro,Birnin Kebbi,,1095,730,2013,0.251362453,0.251362453
822,Alimosho,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
823,Alkaleri,Alkaleri,,1095,730,2013,0.075490339,0.075490339
824,Amuwo-Odofin,Isoko South,,1095,730,2013,0.262452614,0.262452614
825,Anambra East,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
826,Anambra West,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
827,Anaocha,Oru West,,1095,730,2013,0.092437646,0.092437646
828,Andoni,Nsit Ubium,,1095,730,2013,0.189717809,0.189717809
829,Aninri,Oru West,,1095,730,2013,0.092437646,0.092437646
830,Aniocha North,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
831,Aniocha South,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
832,Anka,Darazo,,1095,730,2013,0.025593248,0.025593248
833,Ankpa,Owan East,,1095,730,2013,0.078789026,0.078789026
834,Apa,Keana,,1095,730,2013,0.096311157,0.096311157
835,Apapa,Isoko South,,1095,730,2013,0.262452614,0.262452614
836,Ardo-Kola,Keana,,1095,730,2013,0.096311157,0.096311157
837,Arewa-Dandi,Birnin Kebbi,,1095,730,2013,0.251362453,0.251362453
838,Argungu,Birnin Kebbi,,1095,730,2013,0.251362453,0.251362453
839,Arochukwu,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
840,Asa,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
841,Asari-Toru,Ahoada West,,1095,730,2013,0.254277466,0.254277466
842,Askira-Uba,Darazo,,1095,730,2013,0.025593248,0.025593248
843,Atakumosa East,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
844,Atakumosa West,Akinyele,,1095,730,2013,0.078443161,0.078443161
845,Atiba,Akinyele,,1095,730,2013,0.078443161,0.078443161
846,Atigbo,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
847,Augie,Birnin Kebbi,,1095,730,2013,0.251362453,0.251362453
848,Auyo,Taura,,1095,730,2013,0.093086858,0.093086858
849,Awe,Keana,,1095,730,2013,0.096311157,0.096311157
850,Awgu,Oru West,,1095,730,2013,0.092437646,0.092437646
851,Awka North,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
852,Awka South,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
853,Ayamelum,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
854,Babura,Babura,,1095,730,2013,0.110805117,0.110805117
855,Badagry,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
856,Bade,Taura,,1095,730,2013,0.093086858,0.093086858
857,Bagudo,Birnin Kebbi,,1095,730,2013,0.251362453,0.251362453
858,Bagwai,Babura,,1095,730,2013,0.110805117,0.110805117
859,Bakassi,Obubra,,1095,730,2013,0.101017488,0.101017488
860,Bakori,Gwarzo,,1095,730,2013,0.044255409,0.044255409
861,Bakura,Darazo,,1095,730,2013,0.025593248,0.025593248
862,Balanga,Alkaleri,,1095,730,2013,0.075490339,0.075490339
863,Bali,Keana,,1095,730,2013,0.096311157,0.096311157
864,Bama,Darazo,,1095,730,2013,0.025593248,0.025593248
865,Barikin Ladi,Soba,,1095,730,2013,0.064214693,0.064214693
866,Baruten,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
867,Bassa1,Keana,,1095,730,2013,0.096311157,0.096311157
868,Bassa2,Soba,,1095,730,2013,0.064214693,0.064214693
869,Batagarawa,Rimi,,1095,730,2013,0.124225938,0.124225938
870,Batsari,Rimi,,1095,730,2013,0.124225938,0.124225938
871,Bauchi,Alkaleri,,1095,730,2013,0.075490339,0.075490339
872,Baure,Babura,,1095,730,2013,0.110805117,0.110805117
873,Bayo,Alkaleri,,1095,730,2013,0.075490339,0.075490339
874,Bebeji,Gwarzo,,1095,730,2013,0.044255409,0.044255409
875,Bekwara,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
876,Bende,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
877,Biase,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
878,Bichi,Gwarzo,,1095,730,2013,0.044255409,0.044255409
879,Bida,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
880,Billiri,Alkaleri,,1095,730,2013,0.075490339,0.075490339
881,Bindawa,Rimi,,1095,730,2013,0.124225938,0.124225938
882,Binji,Gawabawa,,1095,730,2013,0.133685052,0.133685052
883,Biriniwa,Taura,,1095,730,2013,0.093086858,0.093086858
884,Birni Kudu,Takali,,1095,730,2013,0.113312359,0.113312359
885,Birnin Kebbi,Birnin Kebbi,,1095,730,2013,0.251362453,0.251362453
886,Birnin Magaji,Rimi,,1095,730,2013,0.124225938,0.124225938
887,Birnin-Gwari,Giwa,,1095,730,2013,0,0
888,Biu,Darazo,,1095,730,2013,0.025593248,0.025593248
889,Bodinga,Gawabawa,,1095,730,2013,0.133685052,0.133685052
890,Bogoro,Alkaleri,,1095,730,2013,0.075490339,0.075490339
891,Boki,Obubra,,1095,730,2013,0.101017488,0.101017488
892,Bokkos,Giwa,,1095,730,2013,0,0
893,Boluwaduro,Akinyele,,1095,730,2013,0.078443161,0.078443161
894,Bomadi,Isoko South,,1095,730,2013,0.262452614,0.262452614
895,Bonny,Nsit Ubium,,1095,730,2013,0.189717809,0.189717809
896,Borgu,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
897,Boripe,Akinyele,,1095,730,2013,0.078443161,0.078443161
898,Bosso,Keana,,1095,730,2013,0.096311157,0.096311157
899,Brass,Ahoada West,,1095,730,2013,0.254277466,0.254277466
900,Buji,Takali,,1095,730,2013,0.113312359,0.113312359
901,Bukkuyum,Alkaleri,,1095,730,2013,0.075490339,0.075490339
902,Bungudu,Takali,,1095,730,2013,0.113312359,0.113312359
903,Bunkure,Gwarzo,,1095,730,2013,0.044255409,0.044255409
904,Bunza,Birnin Kebbi,,1095,730,2013,0.251362453,0.251362453
905,Bursari,Taura,,1095,730,2013,0.093086858,0.093086858
906,Buruku,Keana,,1095,730,2013,0.096311157,0.096311157
907,Burutu,Isoko South,,1095,730,2013,0.262452614,0.262452614
908,Bwari,Giwa,,1095,730,2013,0,0
909,Calabar South,Nsit Ubium,,1095,730,2013,0.189717809,0.189717809
910,Calabar-Municipal,Nsit Ubium,,1095,730,2013,0.189717809,0.189717809
911,Chanchaga,Keana,,1095,730,2013,0.096311157,0.096311157
912,Charanchi,Rimi,,1095,730,2013,0.124225938,0.124225938
913,Chibok,Darazo,,1095,730,2013,0.025593248,0.025593248
914,Chikun,Soba,,1095,730,2013,0.064214693,0.064214693
915,Dala,Alkaleri,,1095,730,2013,0.075490339,0.075490339
916,Damaturu,Darazo,,1095,730,2013,0.025593248,0.025593248
917,Damban,Darazo,,1095,730,2013,0.025593248,0.025593248
918,Dambatta,Babura,,1095,730,2013,0.110805117,0.110805117
919,Damboa,Darazo,,1095,730,2013,0.025593248,0.025593248
920,Dan Musa,Rimi,,1095,730,2013,0.124225938,0.124225938
921,Dandi,Birnin Kebbi,,1095,730,2013,0.251362453,0.251362453
922,Dandume,Giwa,,1095,730,2013,0,0
923,Dange-Shnsi,Gawabawa,,1095,730,2013,0.133685052,0.133685052
924,Danja,Giwa,,1095,730,2013,0,0
925,Darazo,Darazo,,1095,730,2013,0.025593248,0.025593248
926,Dass,Alkaleri,,1095,730,2013,0.075490339,0.075490339
927,Daura,Babura,,1095,730,2013,0.110805117,0.110805117
928,Dawakin Kudu,Gwarzo,,1095,730,2013,0.044255409,0.044255409
929,Dawakin Tofa,Taura,,1095,730,2013,0.093086858,0.093086858
930,Degema,Ahoada West,,1095,730,2013,0.254277466,0.254277466
931,Dekina,Owan East,,1095,730,2013,0.078789026,0.078789026
932,Demsa,Alkaleri,,1095,730,2013,0.075490339,0.075490339
933,Dikwa,Darazo,,1095,730,2013,0.025593248,0.025593248
934,Doguwa,Giwa,,1095,730,2013,0,0
935,Doma,Keana,,1095,730,2013,0.096311157,0.096311157
936,Donga,Keana,,1095,730,2013,0.096311157,0.096311157
937,Dukku,Darazo,,1095,730,2013,0.025593248,0.025593248
938,Dunukofia,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
939,Dutse,Takali,,1095,730,2013,0.113312359,0.113312359
940,Dutsi,Rimi,,1095,730,2013,0.124225938,0.124225938
941,Dutsin-Ma,Rimi,,1095,730,2013,0.124225938,0.124225938
942,Eastern Obolo,Nsit Ubium,,1095,730,2013,0.189717809,0.189717809
943,Ebonyi,Owan East,,1095,730,2013,0.078789026,0.078789026
944,Edati,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
945,Ede North,Akinyele,,1095,730,2013,0.078443161,0.078443161
946,Ede South,Akinyele,,1095,730,2013,0.078443161,0.078443161
947,Edu,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
948,Efon-Alayee,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
949,Egbado North,Owan East,,1095,730,2013,0.078789026,0.078789026
950,Egbado South,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
951,Egbeda,Akinyele,,1095,730,2013,0.078443161,0.078443161
952,Egbedore,Akinyele,,1095,730,2013,0.078443161,0.078443161
953,Egor,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
954,Ehime-Mbano,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
955,Ejigbo,Akinyele,,1095,730,2013,0.078443161,0.078443161
956,Ekeremor,Ahoada West,,1095,730,2013,0.254277466,0.254277466
957,Eket,Nsit Ubium,,1095,730,2013,0.189717809,0.189717809
958,Ekiti,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
959,Ekiti East,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
960,Ekiti South West,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
961,Ekiti West,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
962,Ekwusigo,Oru West,,1095,730,2013,0.092437646,0.092437646
963,Eleme,Ahoada West,,1095,730,2013,0.254277466,0.254277466
964,Emohua,Ahoada West,,1095,730,2013,0.254277466,0.254277466
965,Emure,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
966,Enugu East,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
967,Enugu North,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
968,Enugu South,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
969,Epe,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
970,Esan Central,Owan East,,1095,730,2013,0.078789026,0.078789026
971,Esan North East,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
972,Esan South East,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
973,Esan West,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
974,Ese-Odo,Owan East,,1095,730,2013,0.078789026,0.078789026
975,Esit Eket,Nsit Ubium,,1095,730,2013,0.189717809,0.189717809
976,Essien Udim,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
977,Etche,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
978,Ethiope East,Isoko South,,1095,730,2013,0.262452614,0.262452614
979,Ethiope West,Isoko South,,1095,730,2013,0.262452614,0.262452614
980,Eti-Osa,Isoko South,,1095,730,2013,0.262452614,0.262452614
981,Etim Ekpo,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
982,Etinan,Nsit Ubium,,1095,730,2013,0.189717809,0.189717809
983,Etsako Central,Owan East,,1095,730,2013,0.078789026,0.078789026
984,Etsako East,Owan East,,1095,730,2013,0.078789026,0.078789026
985,Etsako West,Owan East,,1095,730,2013,0.078789026,0.078789026
986,Etung,Obubra,,1095,730,2013,0.101017488,0.101017488
987,Ewekoro,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
988,Ezeagu,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
989,Ezinihitte,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
990,Ezza North,Owan East,,1095,730,2013,0.078789026,0.078789026
991,Ezza South,Obubra,,1095,730,2013,0.101017488,0.101017488
992,Fagge,Alkaleri,,1095,730,2013,0.075490339,0.075490339
993,Fakai,Birnin Kebbi,,1095,730,2013,0.251362453,0.251362453
994,Faskari,Giwa,,1095,730,2013,0,0
995,Fika,Darazo,,1095,730,2013,0.025593248,0.025593248
996,Fufore,Alkaleri,,1095,730,2013,0.075490339,0.075490339
997,Funakaye,Alkaleri,,1095,730,2013,0.075490339,0.075490339
998,Fune,Darazo,,1095,730,2013,0.025593248,0.025593248
999,Funtua,Gwarzo,,1095,730,2013,0.044255409,0.044255409
1000,Gabasawa,Taura,,1095,730,2013,0.093086858,0.093086858
1001,Gada,Gawabawa,,1095,730,2013,0.133685052,0.133685052
1002,Gagarawa,Taura,,1095,730,2013,0.093086858,0.093086858
1003,Gamawa,Gwarzo,,1095,730,2013,0.044255409,0.044255409
1004,Ganaye,Alkaleri,,1095,730,2013,0.075490339,0.075490339
1005,Ganjuwa,Darazo,,1095,730,2013,0.025593248,0.025593248
1006,Garki,Babura,,1095,730,2013,0.110805117,0.110805117
1007,Garko,Gwarzo,,1095,730,2013,0.044255409,0.044255409
1008,Garum Mallam,Gwarzo,,1095,730,2013,0.044255409,0.044255409
1009,Gashaka,Oru West,,1095,730,2013,0.092437646,0.092437646
1010,Gassol,Keana,,1095,730,2013,0.096311157,0.096311157
1011,Gawabawa,Gawabawa,,1095,730,2013,0.133685052,0.133685052
1012,Gaya,Gwarzo,,1095,730,2013,0.044255409,0.044255409
1013,Gbako,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1014,Gboko,Keana,,1095,730,2013,0.096311157,0.096311157
1015,Gboyin,Obubra,,1095,730,2013,0.101017488,0.101017488
1016,Geidam,Babura,,1095,730,2013,0.110805117,0.110805117
1017,Gezawa,Gwarzo,,1095,730,2013,0.044255409,0.044255409
1018,Giade,Darazo,,1095,730,2013,0.025593248,0.025593248
1019,Gireri,Darazo,,1095,730,2013,0.025593248,0.025593248
1020,Giwa,Giwa,,1095,730,2013,0,0
1021,Gokana,Nsit Ubium,,1095,730,2013,0.189717809,0.189717809
1022,Gombe,Alkaleri,,1095,730,2013,0.075490339,0.075490339
1023,Gombi,Alkaleri,,1095,730,2013,0.075490339,0.075490339
1024,Goronyo,Gawabawa,,1095,730,2013,0.133685052,0.133685052
1025,Gubio,Gawabawa,,1095,730,2013,0.133685052,0.133685052
1026,Gudu,Gawabawa,,1095,730,2013,0.133685052,0.133685052
1027,Gujba,Darazo,,1095,730,2013,0.025593248,0.025593248
1028,Gulani,Alkaleri,,1095,730,2013,0.075490339,0.075490339
1029,Guma,Keana,,1095,730,2013,0.096311157,0.096311157
1030,Gumel,Babura,,1095,730,2013,0.110805117,0.110805117
1031,Gummi,Birnin Kebbi,,1095,730,2013,0.251362453,0.251362453
1032,Gurara,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1033,Guri,Taura,,1095,730,2013,0.093086858,0.093086858
1034,Gusau,Darazo,,1095,730,2013,0.025593248,0.025593248
1035,Guyuk,Alkaleri,,1095,730,2013,0.075490339,0.075490339
1036,Guzamala,Babura,,1095,730,2013,0.110805117,0.110805117
1037,Gwagwalada,Keana,,1095,730,2013,0.096311157,0.096311157
1038,Gwale,Alkaleri,,1095,730,2013,0.075490339,0.075490339
1039,Gwandu,Birnin Kebbi,,1095,730,2013,0.251362453,0.251362453
1040,Gwaram,Takali,,1095,730,2013,0.113312359,0.113312359
1041,Gwarzo,Gwarzo,,1095,730,2013,0.044255409,0.044255409
1042,Gwer East,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1043,Gwer West,Keana,,1095,730,2013,0.096311157,0.096311157
1044,Gwiwa,Babura,,1095,730,2013,0.110805117,0.110805117
1045,Gwoza,Darazo,,1095,730,2013,0.025593248,0.025593248
1046,Hadejia,Taura,,1095,730,2013,0.093086858,0.093086858
1047,Hawul,Darazo,,1095,730,2013,0.025593248,0.025593248
1048,Hong,Darazo,,1095,730,2013,0.025593248,0.025593248
1049,Ibadan North,Owan East,,1095,730,2013,0.078789026,0.078789026
1050,Ibadan North East,Owan East,,1095,730,2013,0.078789026,0.078789026
1051,Ibadan North West,Owan East,,1095,730,2013,0.078789026,0.078789026
1052,Ibadan South East,Akinyele,,1095,730,2013,0.078443161,0.078443161
1053,Ibadan South West,Owan East,,1095,730,2013,0.078789026,0.078789026
1054,Ibaji,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
1055,Ibarapa Central,Akinyele,,1095,730,2013,0.078443161,0.078443161
1056,Ibarapa East,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1057,Ibarapa North,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1058,Ibeju-Lekki,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
1059,Ibeno,Nsit Ubium,,1095,730,2013,0.189717809,0.189717809
1060,Ibesikpo Asutan,Nsit Ubium,,1095,730,2013,0.189717809,0.189717809
1061,Ibi,Keana,,1095,730,2013,0.096311157,0.096311157
1062,Ibiono Ibom,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
1063,Idah,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
1064,Idanre,Akinyele,,1095,730,2013,0.078443161,0.078443161
1065,Ideato North,Oru West,,1095,730,2013,0.092437646,0.092437646
1066,Ideato South,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
1067,Idemili North,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
1068,Idemili South,Oru West,,1095,730,2013,0.092437646,0.092437646
1069,Ido,Akinyele,,1095,730,2013,0.078443161,0.078443161
1070,Idosi-Osi,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1071,Ifako-Ijaye,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
1072,Ife Central,Akinyele,,1095,730,2013,0.078443161,0.078443161
1073,Ife East,Akinyele,,1095,730,2013,0.078443161,0.078443161
1074,Ife North,Akinyele,,1095,730,2013,0.078443161,0.078443161
1075,Ife South,Akinyele,,1095,730,2013,0.078443161,0.078443161
1076,Ifedayo,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1077,Ifedore,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1078,Ifelodun1,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1079,Ifelodun2,Akinyele,,1095,730,2013,0.078443161,0.078443161
1080,Ifo,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
1081,Igabi,Soba,,1095,730,2013,0.064214693,0.064214693
1082,Igalamela-Odolu,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
1083,Igbo-Etiti,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
1084,Igbo-Eze North,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
1085,Igbo-Eze South,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
1086,Igueben,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
1087,Ihiala,Oru West,,1095,730,2013,0.092437646,0.092437646
1088,Ihitte-Uboma,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
1089,Ijebu East,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1090,Ijebu North,Owan East,,1095,730,2013,0.078789026,0.078789026
1091,Ijebu North East,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1092,Ijebu ode,Owan East,,1095,730,2013,0.078789026,0.078789026
1093,Ijero,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1094,Ijumu,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1095,Ika,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
1096,Ika North East,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
1097,Ika South,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
1098,Ikara,Soba,,1095,730,2013,0.064214693,0.064214693
1099,Ikeduru,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
1100,Ikeja,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
1101,Ikenne,Owan East,,1095,730,2013,0.078789026,0.078789026
1102,Ikere,Owan East,,1095,730,2013,0.078789026,0.078789026
1103,Ikole,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1104,Ikom,Obubra,,1095,730,2013,0.101017488,0.101017488
1105,Ikono,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
1106,Ikorodu,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
1107,Ikot Abasi,Nsit Ubium,,1095,730,2013,0.189717809,0.189717809
1108,Ikot Ekpene,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
1109,Ikpoba-Okha,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
1110,Ikwerre,Oru West,,1095,730,2013,0.092437646,0.092437646
1111,Ikwo,Obubra,,1095,730,2013,0.101017488,0.101017488
1112,Ikwuano,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
1113,Ila,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1114,Ilaje,Owan East,,1095,730,2013,0.078789026,0.078789026
1115,Ile-Oluji-Okeigbo,Akinyele,,1095,730,2013,0.078443161,0.078443161
1116,Ilemeji,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1117,Ilesha East,Owan East,,1095,730,2013,0.078789026,0.078789026
1118,Ilesha West,Akinyele,,1095,730,2013,0.078443161,0.078443161
1119,Illela,Gawabawa,,1095,730,2013,0.133685052,0.133685052
1120,Ilorin East,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1121,Ilorin South,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1122,Ilorin West,Owan East,,1095,730,2013,0.078789026,0.078789026
1123,Imeko-Afon,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1124,Ingawa,Rimi,,1095,730,2013,0.124225938,0.124225938
1125,Ini,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
1126,Ipokia,Uzo-Uwani,,1095,730,2013,0.116256872,0.116256872
1127,Irele,Akinyele,,1095,730,2013,0.078443161,0.078443161
1128,Irepo,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1129,Irepodun-Ifelodun,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1130,Irepodun1,Owan East,,1095,730,2013,0.078789026,0.078789026
1131,Irepodun2,Akinyele,,1095,730,2013,0.078443161,0.078443161
1132,Irewole,Akinyele,,1095,730,2013,0.078443161,0.078443161
1133,Isa,Rimi,,1095,730,2013,0.124225938,0.124225938
1134,Ise-Orun,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1135,Iseyin,Akinyele,,1095,730,2013,0.078443161,0.078443161
1136,Ishielu,Owan East,,1095,730,2013,0.078789026,0.078789026
1137,Isi-Uzo,Owan East,,1095,730,2013,0.078789026,0.078789026
1138,Isiala Mbano,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
1139,Isiala-Ngwa North,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
1140,Isiala-Ngwa South,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
1141,Isin,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1142,Isokan,Akinyele,,1095,730,2013,0.078443161,0.078443161
1143,Isoko North,Isoko South,,1095,730,2013,0.262452614,0.262452614
1144,Isoko South,Isoko South,,1095,730,2013,0.262452614,0.262452614
1145,Isu,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
1146,Isuikwato,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
1147,Itas-Gadau,Taura,,1095,730,2013,0.093086858,0.093086858
1148,Itesiwaju,Akinyele,,1095,730,2013,0.078443161,0.078443161
1149,Itu,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
1150,Ivo,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
1151,Iwajowa,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1152,Iwo,Akinyele,,1095,730,2013,0.078443161,0.078443161
1153,Izzi,Owan East,,1095,730,2013,0.078789026,0.078789026
1154,Jaba,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1155,Jada,Alkaleri,,1095,730,2013,0.075490339,0.075490339
1156,Jahun,Taura,,1095,730,2013,0.093086858,0.093086858
1157,Jakusko,Taura,,1095,730,2013,0.093086858,0.093086858
1158,Jalingo,Keana,,1095,730,2013,0.096311157,0.096311157
1159,Jama'are,Taura,,1095,730,2013,0.093086858,0.093086858
1160,Jega,Birnin Kebbi,,1095,730,2013,0.251362453,0.251362453
1161,Jema'a,Soba,,1095,730,2013,0.064214693,0.064214693
1162,Jere,Gawabawa,,1095,730,2013,0.133685052,0.133685052
1163,Jibia,Rimi,,1095,730,2013,0.124225938,0.124225938
1164,Jos East,Soba,,1095,730,2013,0.064214693,0.064214693
1165,Jos North,Soba,,1095,730,2013,0.064214693,0.064214693
1166,Jos South,Soba,,1095,730,2013,0.064214693,0.064214693
1167,Kabba-Bunu,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1168,Kabo,Gwarzo,,1095,730,2013,0.044255409,0.044255409
1169,Kachia,Ngor-Okpala,,1095,730,2013,0.076841034,0.076841034
1170,Kaduna North,Soba,,1095,730,2013,0.064214693,0.064214693
1171,Kaduna South,Soba,,1095,730,2013,0.064214693,0.064214693
1172,Kafin Hausa,Taura,,1095,730,2013,0.093086858,0.093086858
1173,Kafur,Gwarzo,,1095,730,2013,0.044255409,0.044255409
1174,Kaga,Darazo,,1095,730,2013,0.025593248,0.025593248
1175,Kagarko,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1176,Kaiama,Oke-Ero,,1095,730,2013,0.187561992,0.187561992
1177,Kaita,Rimi,,1095,730,2013,0.124225938,0.124225938
1178,Kajola,Akinyele,,1095,730,2013,0.078443161,0.078443161
1179,Kajuru,Soba,,1095,730,2013,0.064214693,0.064214693
1180,Kala-Balge,Darazo,,1095,730,2013,0.025593248,0.025593248
1181,Kalgo,Birnin Kebbi,,1095,730,2013,0.251362453,0.251362453
1182,Kaltungo,Alkaleri,,1095,730,2013,0.075490339,0.075490339
1183,Kanam,Alkaleri,,1095,730,2013,0.075490339,0.075490339
1184,Kankara,Rimi,,1095,730,2013,0.124225938,0.124225938
1185,Kanke,Alkaleri,,1095,730,2013,0.075490339,0.075490339
1186,Kankia,Rimi,,1095,730,2013,0.124225938,0.124225938
1187,Kano Municipal,Alkaleri,,1095,730,2013,0.075490339,0.075490339
1188,Karasuwa,Taura,,1095,730,2013,0.093086858,0.093086858
1189,Karaye,Gwarzo,,1095,730,2013,0.044255409,0.044255409
