LGA,Rep_DS,State,,,U5_coverage,adult_coverage,simday,duration,year
Ilesha West,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Illela,Gawabawa,Sokoto,,,0,0,0,1095,2010
Ilorin East,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Ilorin South,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Ilorin West,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Imeko-Afon,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Ingawa,Rimi,Katsina,,,0.096584862,0.096584862,0,1095,2010
Ini,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Ipokia,Uzo-Uwani,Enugu,,,0.101110595,0.101110595,0,1095,2010
Irele,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Irepo,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Irepodun-Ifelodun,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Irepodun1,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Irepodun2,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Irewole,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Isa,Rimi,Katsina,,,0.096584862,0.096584862,0,1095,2010
Ise-Orun,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Iseyin,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Ishielu,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Isi-Uzo,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Isiala Mbano,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Isiala-Ngwa North,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Isiala-Ngwa South,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Isin,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Isokan,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Isoko North,Isoko South,Delta,,,0.102375399,0.102375399,0,1095,2010
Isoko South,Isoko South,Delta,,,0.102375399,0.102375399,0,1095,2010
Isu,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Isuikwato,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Itas-Gadau,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Itesiwaju,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Itu,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Ivo,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Iwajowa,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Iwo,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Izzi,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Jaba,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Jada,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Jahun,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Jakusko,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Jalingo,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Jama'are,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Jega,Birnin Kebbi,Kebbi,,,0.005035576,0.005035576,0,1095,2010
Jema'a,Soba,Kaduna,,,0.076473462,0.076473462,0,1095,2010
Jere,Gawabawa,Sokoto,,,0,0,0,1095,2010
Jibia,Rimi,Katsina,,,0.096584862,0.096584862,0,1095,2010
Jos East,Soba,Kaduna,,,0.076473462,0.076473462,0,1095,2010
Jos North,Soba,Kaduna,,,0.076473462,0.076473462,0,1095,2010
Jos South,Soba,Kaduna,,,0.076473462,0.076473462,0,1095,2010
Kabba-Bunu,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Kabo,Gwarzo,Kano,,,0.020151372,0.020151372,0,1095,2010
Kachia,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Kaduna North,Soba,Kaduna,,,0.076473462,0.076473462,0,1095,2010
Kaduna South,Soba,Kaduna,,,0.076473462,0.076473462,0,1095,2010
Kafin Hausa,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Kafur,Gwarzo,Kano,,,0.020151372,0.020151372,0,1095,2010
Kaga,Darazo,Bauchi,,,0.052339721,0.052339721,0,1095,2010
Kagarko,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Kaiama,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Kaita,Rimi,Katsina,,,0.096584862,0.096584862,0,1095,2010
Kajola,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Kajuru,Soba,Kaduna,,,0.076473462,0.076473462,0,1095,2010
Kala-Balge,Darazo,Bauchi,,,0.052339721,0.052339721,0,1095,2010
Kalgo,Birnin Kebbi,Kebbi,,,0.005035576,0.005035576,0,1095,2010
Kaltungo,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Kanam,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Kankara,Rimi,Katsina,,,0.096584862,0.096584862,0,1095,2010
Kanke,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Kankia,Rimi,Katsina,,,0.096584862,0.096584862,0,1095,2010
Kano Municipal,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Karasuwa,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Karaye,Gwarzo,Kano,,,0.020151372,0.020151372,0,1095,2010
Karin-Lamido,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Karu,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Katagum,Gwarzo,Kano,,,0.020151372,0.020151372,0,1095,2010
Katcha,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Katsina,Rimi,Katsina,,,0.096584862,0.096584862,0,1095,2010
Katsina-Ala,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Kaugama,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Kaura,Soba,Kaduna,,,0.076473462,0.076473462,0,1095,2010
Kaura-Namoda,Rimi,Katsina,,,0.096584862,0.096584862,0,1095,2010
Kauru,Soba,Kaduna,,,0.076473462,0.076473462,0,1095,2010
Kazaure,Babura,Jigawa,,,0.053961815,0.053961815,0,1095,2010
Keana,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Kebbe,Birnin Kebbi,Kebbi,,,0.005035576,0.005035576,0,1095,2010
Keffi,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Khana,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Kibiya,Gwarzo,Kano,,,0.020151372,0.020151372,0,1095,2010
Kirfi,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Kiri Kasamma,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Kiru,Gwarzo,Kano,,,0.020151372,0.020151372,0,1095,2010
Kiyawa,Takali,Kano,,,0.041618192,0.041618192,0,1095,2010
Kogi,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Koko-Besse,Birnin Kebbi,Kebbi,,,0.005035576,0.005035576,0,1095,2010
Kokona,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Kolokuma-Opokuma,Ahoada West,Rivers,,,0.244230555,0.244230555,0,1095,2010
Konduga,Darazo,Bauchi,,,0.052339721,0.052339721,0,1095,2010
Konshisha,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Kontagora,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Kosofe,Isoko South,Delta,,,0.102375399,0.102375399,0,1095,2010
Kubau,Soba,Kaduna,,,0.076473462,0.076473462,0,1095,2010
Kudan,Giwa,Kaduna,,,0.018010707,0.018010707,0,1095,2010
Kuje,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Kukawa,Babura,Jigawa,,,0.053961815,0.053961815,0,1095,2010
Kumbotso,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Kunchi,Babura,Jigawa,,,0.053961815,0.053961815,0,1095,2010
Kura,Gwarzo,Kano,,,0.020151372,0.020151372,0,1095,2010
Kurfi,Rimi,Katsina,,,0.096584862,0.096584862,0,1095,2010
Kurmi,Oru West,Imo,,,0.175766728,0.175766728,0,1095,2010
Kusada,Rimi,Katsina,,,0.096584862,0.096584862,0,1095,2010
Kwali,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Kwami,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Kwande,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Kware,Gawabawa,Sokoto,,,0,0,0,1095,2010
Kwaya Kusar,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Lafia,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Lagelu,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Lagos Island,Isoko South,Delta,,,0.102375399,0.102375399,0,1095,2010
Lagos Mainland,Isoko South,Delta,,,0.102375399,0.102375399,0,1095,2010
Lamurde,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Langtang North,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Langtang South,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Lapai,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Lau,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Lavun,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Lere,Soba,Kaduna,,,0.076473462,0.076473462,0,1095,2010
Logo,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Lokoja,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Machina,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Madagali,Darazo,Bauchi,,,0.052339721,0.052339721,0,1095,2010
Madobi,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Mafa,Darazo,Bauchi,,,0.052339721,0.052339721,0,1095,2010
Magama,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Magumeri,Gawabawa,Sokoto,,,0,0,0,1095,2010
Mai'Adua,Rimi,Katsina,,,0.096584862,0.096584862,0,1095,2010
Maiduguri,Darazo,Bauchi,,,0.052339721,0.052339721,0,1095,2010
Maigatari,Babura,Jigawa,,,0.053961815,0.053961815,0,1095,2010
Maiha,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Maiyama,Birnin Kebbi,Kebbi,,,0.005035576,0.005035576,0,1095,2010
Makoda,Babura,Jigawa,,,0.053961815,0.053961815,0,1095,2010
Makurdi,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Malam Madori,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Malumfashi,Gwarzo,Kano,,,0.020151372,0.020151372,0,1095,2010
Mangu,Darazo,Bauchi,,,0.052339721,0.052339721,0,1095,2010
Mani,Rimi,Katsina,,,0.096584862,0.096584862,0,1095,2010
Maradun,Darazo,Bauchi,,,0.052339721,0.052339721,0,1095,2010
Mariga,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Markafi,Gwarzo,Kano,,,0.020151372,0.020151372,0,1095,2010
Marte,Babura,Jigawa,,,0.053961815,0.053961815,0,1095,2010
Maru,Giwa,Kaduna,,,0.018010707,0.018010707,0,1095,2010
Mashegu,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Mashi,Rimi,Katsina,,,0.096584862,0.096584862,0,1095,2010
Matazuu,Rimi,Katsina,,,0.096584862,0.096584862,0,1095,2010
Mayo-Belwa,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Mbaitoli,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Mbo,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Michika,Darazo,Bauchi,,,0.052339721,0.052339721,0,1095,2010
Miga,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Mikang,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Minjibir,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Misau,Darazo,Bauchi,,,0.052339721,0.052339721,0,1095,2010
Mkpat Enin,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Moba,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Mobbar,Babura,Jigawa,,,0.053961815,0.053961815,0,1095,2010
Mokwa,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Monguno,Babura,Jigawa,,,0.053961815,0.053961815,0,1095,2010
Mopa-Muro,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Moro,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Mubi North,Darazo,Bauchi,,,0.052339721,0.052339721,0,1095,2010
Mubi South,Darazo,Bauchi,,,0.052339721,0.052339721,0,1095,2010
Musawa,Gwarzo,Kano,,,0.020151372,0.020151372,0,1095,2010
Mushin,Isoko South,Delta,,,0.102375399,0.102375399,0,1095,2010
Muya,Giwa,Kaduna,,,0.018010707,0.018010707,0,1095,2010
Nafada,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Nangere,Darazo,Bauchi,,,0.052339721,0.052339721,0,1095,2010
Nasarawa-Eggon,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Nasarawa1,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Nasarawa2,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Ndokwa East,Ahoada West,Rivers,,,0.244230555,0.244230555,0,1095,2010
Ndokwa West,Isoko South,Delta,,,0.102375399,0.102375399,0,1095,2010
Nembe,Ahoada West,Rivers,,,0.244230555,0.244230555,0,1095,2010
Ngala,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Nganzai,Gawabawa,Sokoto,,,0,0,0,1095,2010
Ngaski,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Ngor-Okpala,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Nguru,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Ningi,Takali,Kano,,,0.041618192,0.041618192,0,1095,2010
Njaba,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Njikoka,Uzo-Uwani,Enugu,,,0.101110595,0.101110595,0,1095,2010
Nkanu East,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Nkanu West,Uzo-Uwani,Enugu,,,0.101110595,0.101110595,0,1095,2010
Nkwerre,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Nnewi North,Oru West,Imo,,,0.175766728,0.175766728,0,1095,2010
Nnewi South,Oru West,Imo,,,0.175766728,0.175766728,0,1095,2010
Nsit Atai,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Nsit Ibom,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Nsit Ubium,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Nsukka,Uzo-Uwani,Enugu,,,0.101110595,0.101110595,0,1095,2010
Numan,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Nwangele,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Obafemi-Owode,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Obanliku,Obubra,Cross River,,,0,0,0,1095,2010
Obi Nwa,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Obi1,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Obi2,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Obia-Akpor,Ahoada West,Rivers,,,0.244230555,0.244230555,0,1095,2010
Obokun,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Obot Akara,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Obowo,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Obubra,Obubra,Cross River,,,0,0,0,1095,2010
Obudu,Obubra,Cross River,,,0,0,0,1095,2010
Odeda,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Odigbo,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Odo-Otin,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Odogbolu,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Odukpani,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Offa,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Ofu,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Ogba-Egbema-Ndoni,Ahoada West,Rivers,,,0.244230555,0.244230555,0,1095,2010
Ogbadibo,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Ogbaru,Ahoada West,Rivers,,,0.244230555,0.244230555,0,1095,2010
Ogbia,Ahoada West,Rivers,,,0.244230555,0.244230555,0,1095,2010
Ogbomosho North,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Ogbomosho South,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Ogo Oluwa,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Ogoja,Obubra,Cross River,,,0,0,0,1095,2010
Ogori-Mangongo,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Ogu-Bolo,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Ogun waterside,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Oguta,Oru West,Imo,,,0.175766728,0.175766728,0,1095,2010
Ohafia,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Ohaji-Egbema,Oru West,Imo,,,0.175766728,0.175766728,0,1095,2010
Ohaozara,Obubra,Cross River,,,0,0,0,1095,2010
Ohaukwu,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Ohimini,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Oji-River,Oru West,Imo,,,0.175766728,0.175766728,0,1095,2010
Ojo,Isoko South,Delta,,,0.102375399,0.102375399,0,1095,2010
Oju,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Oke-Ero,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Okehi,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Okene,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Okigwe,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Okitipupa,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Okobo,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Okpe,Isoko South,Delta,,,0.102375399,0.102375399,0,1095,2010
Okpokwu,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Okrika,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Ola-oluwa,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Olamabolo,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Olorunda,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Olorunsogo,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Oluyole,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Omala,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Omumma,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Ona-Ara,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Ondo East,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Ondo West,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Onicha,Obubra,Cross River,,,0,0,0,1095,2010
Onitsha North,Uzo-Uwani,Enugu,,,0.101110595,0.101110595,0,1095,2010
Onitsha South,Uzo-Uwani,Enugu,,,0.101110595,0.101110595,0,1095,2010
Onna,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Opobo-Nkoro,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Oredo,Uzo-Uwani,Enugu,,,0.101110595,0.101110595,0,1095,2010
Orelope,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Orhionmwon,Uzo-Uwani,Enugu,,,0.101110595,0.101110595,0,1095,2010
Ori Ire,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Oriade,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Orlu,Oru West,Imo,,,0.175766728,0.175766728,0,1095,2010
Orolu,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Oron,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Orsu,Oru West,Imo,,,0.175766728,0.175766728,0,1095,2010
Oru East,Oru West,Imo,,,0.175766728,0.175766728,0,1095,2010
Oru West,Oru West,Imo,,,0.175766728,0.175766728,0,1095,2010
Oruk Anam,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Orumba North,Oru West,Imo,,,0.175766728,0.175766728,0,1095,2010
Orumba South,Oru West,Imo,,,0.175766728,0.175766728,0,1095,2010
Ose,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Oshimili North,Uzo-Uwani,Enugu,,,0.101110595,0.101110595,0,1095,2010
Oshimili South,Uzo-Uwani,Enugu,,,0.101110595,0.101110595,0,1095,2010
Oshodi-Isolo,Uzo-Uwani,Enugu,,,0.101110595,0.101110595,0,1095,2010
Osisioma Ngwa,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Osogbo,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Oturkpo,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Ovia North East,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Ovia South West,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Owan East,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Owan West,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Owerri North,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Owerri West,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Owerri-Municipal,Oru West,Imo,,,0.175766728,0.175766728,0,1095,2010
Owo,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Oye,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Oyi,Uzo-Uwani,Enugu,,,0.101110595,0.101110595,0,1095,2010
Oyigbo,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Oyo East,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Oyo West,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Oyun,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Pailoro,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Pankshin,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Patani,Isoko South,Delta,,,0.102375399,0.102375399,0,1095,2010
Pategi,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Port-Harcourt,Ahoada West,Rivers,,,0.244230555,0.244230555,0,1095,2010
Potiskum,Darazo,Bauchi,,,0.052339721,0.052339721,0,1095,2010
Qua'an Pan,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Rabah,Gawabawa,Sokoto,,,0,0,0,1095,2010
Rafi,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Rano,Gwarzo,Kano,,,0.020151372,0.020151372,0,1095,2010
Remo North,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Rijau,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Rimi,Rimi,Katsina,,,0.096584862,0.096584862,0,1095,2010
Rimin Gado,Gwarzo,Kano,,,0.020151372,0.020151372,0,1095,2010
Ringim,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Riyom,Soba,Kaduna,,,0.076473462,0.076473462,0,1095,2010
Rogo,Gwarzo,Kano,,,0.020151372,0.020151372,0,1095,2010
Roni,Babura,Jigawa,,,0.053961815,0.053961815,0,1095,2010
Sabon Birni,Gawabawa,Sokoto,,,0,0,0,1095,2010
Sabon-Gari,Soba,Kaduna,,,0.076473462,0.076473462,0,1095,2010
Sabuwa,Giwa,Kaduna,,,0.018010707,0.018010707,0,1095,2010
Safana,Babura,Jigawa,,,0.053961815,0.053961815,0,1095,2010
Sagbama,Ahoada West,Rivers,,,0.244230555,0.244230555,0,1095,2010
Sakaba,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Saki East,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Saki West,Akinyele,Oyo,,,0.067262581,0.067262581,0,1095,2010
Sandamu,Rimi,Katsina,,,0.096584862,0.096584862,0,1095,2010
Sanga,Soba,Kaduna,,,0.076473462,0.076473462,0,1095,2010
Sapele,Isoko South,Delta,,,0.102375399,0.102375399,0,1095,2010
Sardauna,Oru West,Imo,,,0.175766728,0.175766728,0,1095,2010
Shagamu,Uzo-Uwani,Enugu,,,0.101110595,0.101110595,0,1095,2010
Shagari,Birnin Kebbi,Kebbi,,,0.005035576,0.005035576,0,1095,2010
Shanga,Birnin Kebbi,Kebbi,,,0.005035576,0.005035576,0,1095,2010
Shani,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Shanono,Gwarzo,Kano,,,0.020151372,0.020151372,0,1095,2010
Shelleng,Darazo,Bauchi,,,0.052339721,0.052339721,0,1095,2010
Shendam,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Shinkafi,Rimi,Katsina,,,0.096584862,0.096584862,0,1095,2010
Shira,Takali,Kano,,,0.041618192,0.041618192,0,1095,2010
Shiroro,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Shomgom,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Shomolu,Isoko South,Delta,,,0.102375399,0.102375399,0,1095,2010
Silame,Gawabawa,Sokoto,,,0,0,0,1095,2010
Soba,Soba,Kaduna,,,0.076473462,0.076473462,0,1095,2010
Sokoto North,Gawabawa,Sokoto,,,0,0,0,1095,2010
Sokoto South,Birnin Kebbi,Kebbi,,,0.005035576,0.005035576,0,1095,2010
Song,Darazo,Bauchi,,,0.052339721,0.052339721,0,1095,2010
Southern Ijaw,Ahoada West,Rivers,,,0.244230555,0.244230555,0,1095,2010
Sule-Tankarkar,Babura,Jigawa,,,0.053961815,0.053961815,0,1095,2010
Suleja,Giwa,Kaduna,,,0.018010707,0.018010707,0,1095,2010
Sumaila,Takali,Kano,,,0.041618192,0.041618192,0,1095,2010
Suru,Birnin Kebbi,Kebbi,,,0.005035576,0.005035576,0,1095,2010
Surulere1,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Surulere2,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Tafa,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
