LGA,Rep_DS,State,,,U5_coverage,adult_coverage,simday,duration,year
Ifelodun2,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Ifo,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Igabi,Soba,,,,0.030472784,0.030472784,1095,730,2013
Igalamela-Odolu,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Igbo-Etiti,Uzo-Uwani,,,,0.059780553,0.059780553,1095,730,2013
Igbo-Eze North,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Igbo-Eze South,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Igueben,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Ihiala,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Ihitte/Uboma,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Ijebu East,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Ijebu North,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Ijebu North East,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Ijebu ode,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Ijero,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Ijumu,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Ika,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Ika North East,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Ika South,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Ikara,Soba,,,,0.030472784,0.030472784,1095,730,2013
Ikeduru,Ngor-Okpala,,,,0.116608942,0.116608942,1095,730,2013
Ikeja,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Ikenne,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Ikere,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Ikole,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Ikom,Obubra,,,,0.050301814,0.050301814,1095,730,2013
Ikono,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Ikorodu,Uzo-Uwani,,,,0.618964545,0.618964545,1095,730,2013
Ikot Abasi,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Ikot Ekpene,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Ikpoba-Okha,Uzo-Uwani,,,,0.145044221,0.145044221,1095,730,2013
Ikwerre,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Ikwo,Obubra,,,,0.050301814,0.050301814,1095,730,2013
Ikwuano,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Ila,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Ilaje,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Ile-Oluji-Okeigbo,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Ilemeji,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Ilesha East,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Ilesha West,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Illela,Gawabawa,,,,0.073810029,0.073810029,1095,730,2013
Ilorin East,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Ilorin South,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Ilorin West,Owan East,,,,0.279566455,0.279566455,1095,730,2013
Imeko-Afon,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Ingawa,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Ini,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Ipokia,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Irele,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Irepo,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Irepodun/Ifelodun,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Irepodun1,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Irepodun2,Akinyele,,,,0.179857874,0.179857874,1095,730,2013
Irewole,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Isa,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Ise/Orun,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Iseyin,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Ishielu,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Isi-Uzo,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Isiala Mbano,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Isiala-Ngwa North,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Isiala-Ngwa South,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Isin,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Isokan,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Isoko North,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Isoko South,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Isu,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Isuikwato,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Itas/Gadau,Taura,,,,0.069928121,0.069928121,1095,730,2013
Itesiwaju,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Itu,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Ivo,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Iwajowa,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Iwo,Akinyele,,,,0.333333333,0.333333333,1095,730,2013
Izzi,Owan East,,,,0.125,0.125,1095,730,2013
Jaba,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Jada,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Jahun,Taura,,,,0.069928121,0.069928121,1095,730,2013
Jakusko,Taura,,,,0.096990082,0.096990082,1095,730,2013
Jalingo,Keana,,,,0.05092044,0.05092044,1095,730,2013
Jama'are,Taura,,,,0.069928121,0.069928121,1095,730,2013
Jega,Birnin Kebbi,,,,0.159709946,0.159709946,1095,730,2013
Jema'a,Soba,,,,0.030472784,0.030472784,1095,730,2013
Jere,Gawabawa,,,,0.073810029,0.073810029,1095,730,2013
Jibia,Rimi,,,,0.5,0.5,1095,730,2013
Jos East,Soba,,,,0.030472784,0.030472784,1095,730,2013
Jos North,Soba,,,,0.192381244,0.192381244,1095,730,2013
Jos South,Soba,,,,0.030472784,0.030472784,1095,730,2013
Kabba/Bunu,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Kabo,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Kachia,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Kaduna North,Soba,,,,0.030472784,0.030472784,1095,730,2013
Kaduna South,Soba,,,,0.030472784,0.030472784,1095,730,2013
Kafin Hausa,Taura,,,,0.069928121,0.069928121,1095,730,2013
Kafur,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Kaga,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Kagarko,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Kaiama,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
kaita,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Kajola,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Kajuru,Soba,,,,0.030472784,0.030472784,1095,730,2013
Kala/Balge,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Kalgo,Birnin Kebbi,,,,0.159709946,0.159709946,1095,730,2013
Kaltungo,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Kanam,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Kankara,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Kanke,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Kankia,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Kano Municipal,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Karasuwa,Taura,,,,0.12113064,0.12113064,1095,730,2013
Karaye,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Karin-Lamido,Alkaleri,,,,0.015206161,0.015206161,1095,730,2013
Karu,Oke-Ero,,,,0.451328569,0.451328569,1095,730,2013
Katagum,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Katcha,Oke-Ero,,,,0.25,0.25,1095,730,2013
Katsina,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Katsina-Ala,Keana,,,,0.05092044,0.05092044,1095,730,2013
Kaugama,Taura,,,,0.045985655,0.045985655,1095,730,2013
Kaura,Soba,,,,0.030472784,0.030472784,1095,730,2013
Kaura-Namoda,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Kauru,Soba,,,,0.030472784,0.030472784,1095,730,2013
Kazaure,Babura,,,,0.045372476,0.045372476,1095,730,2013
Keana,Keana,,,,0.05092044,0.05092044,1095,730,2013
Kebbe,Birnin Kebbi,,,,0.159709946,0.159709946,1095,730,2013
Keffi,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Khana,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Kibiya,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Kirfi,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Kiri Kasamma,Taura,,,,0.069928121,0.069928121,1095,730,2013
Kiru,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
kiyawa,Takali,,,,0.051157313,0.051157313,1095,730,2013
Kogi,Keana,,,,0.05092044,0.05092044,1095,730,2013
Koko/Besse,Birnin Kebbi,,,,0.159709946,0.159709946,1095,730,2013
Kokona,Oke-Ero,,,,0.142857143,0.142857143,1095,730,2013
Kolokuma/Opokuma,Ahoada West,,,,0.179282178,0.179282178,1095,730,2013
Konduga,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Konshisha,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Kontagora,Oke-Ero,,,,0.203929338,0.203929338,1095,730,2013
Kosofe,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Kubau,Soba,,,,0.060120394,0.060120394,1095,730,2013
Kudan,Giwa,,,,0,0,1095,730,2013
Kuje,Keana,,,,0.05092044,0.05092044,1095,730,2013
Kukawa,Babura,,,,0.045372476,0.045372476,1095,730,2013
Kumbotso,Taura,,,,0.069928121,0.069928121,1095,730,2013
Kunchi,Babura,,,,0.045372476,0.045372476,1095,730,2013
Kura,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Kurfi,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Kurmi,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Kusada,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Kwali,Keana,,,,0.05092044,0.05092044,1095,730,2013
Kwami,Alkaleri,,,,0.117278784,0.117278784,1095,730,2013
Kwande,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Kware,Gawabawa,,,,0.073810029,0.073810029,1095,730,2013
Kwaya Kusar,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Lafia,Alkaleri,,,,0.340864276,0.340864276,1095,730,2013
Lagelu,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Lagos Island,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Lagos Mainland,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Lamurde,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Langtang North,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Langtang South,Keana,,,,0.05092044,0.05092044,1095,730,2013
Lapai,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Lau,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Lavun,Oke-Ero,,,,0.6,0.6,1095,730,2013
Lere,Soba,,,,0.030472784,0.030472784,1095,730,2013
Logo,Keana,,,,0.05092044,0.05092044,1095,730,2013
Lokoja,Keana,,,,0.05092044,0.05092044,1095,730,2013
Machina,Taura,,,,0.069928121,0.069928121,1095,730,2013
Madagali,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Madobi,Taura,,,,0.069928121,0.069928121,1095,730,2013
Mafa,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Magama,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Magumeri,Gawabawa,,,,0.073810029,0.073810029,1095,730,2013
Mai'Adua,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Maiduguri,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Maigatari,Babura,,,,0.051908626,0.051908626,1095,730,2013
Maiha,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Maiyama,Birnin Kebbi,,,,0.159709946,0.159709946,1095,730,2013
Makoda,Babura,,,,0.045372476,0.045372476,1095,730,2013
Makurdi,Keana,,,,0.05092044,0.05092044,1095,730,2013
Malam Madori,Taura,,,,0.069928121,0.069928121,1095,730,2013
Malumfashi,Gwarzo,,,,0.294351974,0.294351974,1095,730,2013
Mangu,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Mani,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Maradun,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Mariga,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Markafi,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Marte,Babura,,,,0.045372476,0.045372476,1095,730,2013
Maru,Giwa,,,,0,0,1095,730,2013
Mashegu,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Mashi,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Matazuu,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Mayo-Belwa,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Mbaitoli,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Mbo,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Michika,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Miga,Taura,,,,0.069928121,0.069928121,1095,730,2013
Mikang,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Minjibir,Taura,,,,0.069928121,0.069928121,1095,730,2013
Misau,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Mkpat Enin,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Moba,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Mobbar,Babura,,,,0.045372476,0.045372476,1095,730,2013
Mokwa,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Monguno,Babura,,,,0.045372476,0.045372476,1095,730,2013
Mopa-Muro,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Moro,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Mubi North,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Mubi South,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Musawa,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Mushin,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Muya,Giwa,,,,0,0,1095,730,2013
Nafada,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Nangere,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Nasarawa-Eggon,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Nasarawa1,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Nasarawa2,Keana,,,,0.113979606,0.113979606,1095,730,2013
Ndokwa East,Ahoada West,,,,0.179282178,0.179282178,1095,730,2013
Ndokwa West,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Nembe,Ahoada West,,,,0.179282178,0.179282178,1095,730,2013
Ngala,Taura,,,,0.069928121,0.069928121,1095,730,2013
Nganzai,Gawabawa,,,,0.073810029,0.073810029,1095,730,2013
Ngaski,Owan East,,,,0.222222222,0.222222222,1095,730,2013
Ngor-Okpala,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Nguru,Taura,,,,0.161180182,0.161180182,1095,730,2013
Ningi,Takali,,,,0.051157313,0.051157313,1095,730,2013
Njaba,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Njikoka,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Nkanu East,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Nkanu West,Uzo-Uwani,,,,0.25,0.25,1095,730,2013
Nkwerre,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Nnewi North,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Nnewi South,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Nsit Atai,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Nsit Ibom,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Nsit Ubium,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Nsukka,Uzo-Uwani,,,,0.13812347,0.13812347,1095,730,2013
Numan,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Nwangele,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Obafemi-Owode,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Obanliku,Obubra,,,,0.25,0.25,1095,730,2013
Obi Nwa,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Obi1,Keana,,,,0.05092044,0.05092044,1095,730,2013
Obi2,Keana,,,,0.05092044,0.05092044,1095,730,2013
Obia/Akpor,Ahoada West,,,,0.249274161,0.249274161,1095,730,2013
Obokun,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Obot Akara,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Obowo,Ngor-Okpala,,,,0.25,0.25,1095,730,2013
Obubra,Obubra,,,,0.050301814,0.050301814,1095,730,2013
Obudu,Obubra,,,,0.050301814,0.050301814,1095,730,2013
Odeda,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Odigbo,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Odo-Otin,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Odogbolu,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Odukpani,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Offa,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Ofu,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Ogba/Egbema/Ndoni,Ahoada West,,,,0.179282178,0.179282178,1095,730,2013
Ogbadibo,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Ogbaru,Ahoada West,,,,0.096335521,0.096335521,1095,730,2013
Ogbia,Ahoada West,,,,0.42920309,0.42920309,1095,730,2013
Ogbomosho North,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Ogbomosho South,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Ogo Oluwa,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Ogoja,Obubra,,,,0.050301814,0.050301814,1095,730,2013
Ogori/Mangongo,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Ogu/Bolo,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Ogun waterside,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Oguta,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Ohafia,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Ohaji/Egbema,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Ohaozara,Obubra,,,,0.074137482,0.074137482,1095,730,2013
Ohaukwu,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Ohimini,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Oji-River,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Ojo,Isoko South,,,,0.149211683,0.149211683,1095,730,2013
Oju,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Oke-Ero,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Okehi,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Okene,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Okigwe,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Okitipupa,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Okobo,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Okpe,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Okpokwu,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Okrika,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Ola-oluwa,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Olamabolo,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Olorunda,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Olorunsogo,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Oluyole,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Omala,Keana,,,,0.05092044,0.05092044,1095,730,2013
Omumma,Ngor-Okpala,,,,0.5,0.5,1095,730,2013
Ona-Ara,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Ondo East,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Ondo West,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Onicha,Obubra,,,,0.093322793,0.093322793,1095,730,2013
Onitsha North,Uzo-Uwani,,,,0.195594707,0.195594707,1095,730,2013
Onitsha South,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Onna,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Opobo/Nkoro,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Oredo,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Orelope,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Orhionmwon,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Ori Ire,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Oriade,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Orlu,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Orolu,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Oron,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Orsu,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Oru East,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Oru West,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Oruk Anam,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Orumba North,Oru West,,,,0.5,0.5,1095,730,2013
Orumba South,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Ose,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Oshimili North,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Oshimili South,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Oshodi-Isolo,Uzo-Uwani,,,,0.102010642,0.102010642,1095,730,2013
Osisioma Ngwa,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Osogbo,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Oturkpo,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Ovia North East,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Ovia South West,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Owan East,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Owan West,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Owerri North,Ngor-Okpala,,,,0.127955167,0.127955167,1095,730,2013
Owerri West,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Owerri-Municipal,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Owo,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Oye,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Oyi,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Oyigbo,Nsit Ubium,,,,0.375,0.375,1095,730,2013
Oyo East,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Oyo West,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Oyun,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Pailoro,Oke-Ero,,,,0.5,0.5,1095,730,2013
Pankshin,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Patani,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Pategi,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Port-Harcourt,Ahoada West,,,,0.085606364,0.085606364,1095,730,2013
Potiskum,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Qua'an Pan,Keana,,,,0.05092044,0.05092044,1095,730,2013
Rabah,Gawabawa,,,,0.073810029,0.073810029,1095,730,2013
Rafi,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Rano,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Remo North,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Rijau,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Rimi,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Rimin Gado,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Ringim,Taura,,,,0.045531259,0.045531259,1095,730,2013
Riyom,Soba,,,,0.030472784,0.030472784,1095,730,2013
Rogo,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Roni,Babura,,,,0.045372476,0.045372476,1095,730,2013
Sabon Birni,Gawabawa,,,,0.073810029,0.073810029,1095,730,2013
Sabon-Gari,Soba,,,,0.030472784,0.030472784,1095,730,2013
Sabuwa,Giwa,,,,0,0,1095,730,2013
Safana,Babura,,,,0.045372476,0.045372476,1095,730,2013
Sagbama,Ahoada West,,,,0.179282178,0.179282178,1095,730,2013
Sakaba,Alkaleri,,,,0.085409263,0.085409263,1095,730,2013
Saki East,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Saki West,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Sandamu,Rimi,,,,0.107945236,0.107945236,1095,730,2013
Sanga,Soba,,,,0.030472784,0.030472784,1095,730,2013
Sapele,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Sardauna,Oru West,,,,0.081749016,0.081749016,1095,730,2013
Shagamu,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Shagari,Birnin Kebbi,,,,0.159709946,0.159709946,1095,730,2013
Shanga,Birnin Kebbi,,,,0.159709946,0.159709946,1095,730,2013
Shani,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Shanono,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Shelleng,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Shendam,Keana,,,,0.05092044,0.05092044,1095,730,2013
Shinkafi,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Shira,Takali,,,,0.051157313,0.051157313,1095,730,2013
Shiroro,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Shomgom,Alkaleri,,,,0.118912636,0.118912636,1095,730,2013
Shomolu,Isoko South,,,,0.25,0.25,1095,730,2013
Silame,Gawabawa,,,,0.073810029,0.073810029,1095,730,2013
Soba,Soba,,,,0.076462761,0.076462761,1095,730,2013
Sokoto North,Gawabawa,,,,0.267553088,0.267553088,1095,730,2013
Sokoto South,Birnin Kebbi,,,,0.159709946,0.159709946,1095,730,2013
Song,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Southern Ijaw,Ahoada West,,,,0.179282178,0.179282178,1095,730,2013
Sule-Tankarkar,Babura,,,,0.140640953,0.140640953,1095,730,2013
Suleja,Giwa,,,,0,0,1095,730,2013
Sumaila,Takali,,,,0.051157313,0.051157313,1095,730,2013
Suru,Birnin Kebbi,,,,0.159709946,0.159709946,1095,730,2013
Surulere1,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Surulere2,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Tafa,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
