,LGA,repDS,State,year,comboACT,U5_coverage,adult_coverage,simday,duration,severe_cases
747,Kukawa,Babura,Borno,2010,0.153190222,0.153190222,0.153190222,0,1095,0.49
748,Kala-Balge,Darazo,Borno,2010,0.128655274,0.128655274,0.128655274,0,1095,0.49
749,Bama,Darazo,Borno,2010,0.124585295,0.124585295,0.124585295,0,1095,0.49
750,Gwoza,Darazo,Borno,2010,0.115905478,0.115905478,0.115905478,0,1095,0.49
751,Madagali,Darazo,Adamawa,2010,0.112703436,0.112703436,0.112703436,0,1095,0.49
752,Michika,Darazo,Adamawa,2010,0.112621098,0.112621098,0.112621098,0,1095,0.49
753,Mubi North,Darazo,Adamawa,2010,0.205685455,0.205685455,0.205685455,0,1095,0.49
754,Maiha,Alkaleri,Adamawa,2010,0.123524512,0.123524512,0.123524512,0,1095,0.49
755,Fufore,Alkaleri,Adamawa,2010,0.121413288,0.121413288,0.121413288,0,1095,0.49
756,Jada,Alkaleri,Adamawa,2010,0.112967865,0.112967865,0.112967865,0,1095,0.49
757,Ganaye,Alkaleri,Adamawa,2010,0.12060354,0.12060354,0.12060354,0,1095,0.49
758,Toungo,Keana,Adamawa,2010,0.123283884,0.123283884,0.123283884,0,1095,0.49
759,Kurmi,Oru West,Taraba,2010,0.12239188,0.12239188,0.12239188,0,1095,0.49
760,Gashaka,Oru West,Taraba,2010,0.117163384,0.117163384,0.117163384,0,1095,0.49
761,Sardauna,Oru West,Taraba,2010,0.094151069,0.094151069,0.094151069,0,1095,0.49
762,Takum,Keana,Taraba,2010,0.126540174,0.126540174,0.126540174,0,1095,0.49
763,Kwande,Oke-Ero,Benue,2010,0.115723464,0.115723464,0.115723464,0,1095,0.49
764,Obanliku,Obubra,Cross River,2010,0.14982395,0.14982395,0.14982395,0,1095,0.49
765,Boki,Obubra,Cross River,2010,0.20239815,0.20239815,0.20239815,0,1095,0.49
766,Etung,Obubra,Cross River,2010,0.218812105,0.218812105,0.218812105,0,1095,0.49
767,Akamkpa,Ngor-Okpala,Cross River,2010,0.132369836,0.132369836,0.132369836,0,1095,0.49
768,Bakassi,Obubra,Cross River,2010,0.212692971,0.212692971,0.212692971,0,1095,0.49
769,Akpabuyo,Nsit Ubium,Cross River,2010,0.212761027,0.212761027,0.212761027,0,1095,0.49
770,Eti-Osa,Isoko South,Lagos,2010,0.199301413,0.199301413,0.199301413,0,1095,0.49
771,Ikorodu,Uzo-Uwani,Lagos,2010,0.208862559,0.208862559,0.208862559,0,1095,0.49
772,Kosofe,Isoko South,Lagos,2010,0.256901897,0.256901897,0.256901897,0,1095,0.49
773,Lagos Island,Isoko South,Lagos,2010,0.209221214,0.209221214,0.209221214,0,1095,0.49
774,Lagos Mainland,Isoko South,Lagos,2010,0.215148259,0.215148259,0.215148259,0,1095,0.49
775,Aba North,Ngor-Okpala,Abia,2013,0.128307546,0.128307546,0.128307546,1095,730,0.49
776,Aba South,Ngor-Okpala,Abia,2013,0.123376225,0.123376225,0.123376225,1095,730,0.49
777,Arochukwu,Ngor-Okpala,Abia,2013,0.22979338,0.22979338,0.22979338,1095,730,0.49
778,Bende,Ngor-Okpala,Abia,2013,0.228221296,0.228221296,0.228221296,1095,730,0.49
779,Ikwuano,Ngor-Okpala,Abia,2013,0.212637246,0.212637246,0.212637246,1095,730,0.49
780,Isiala-Ngwa North,Ngor-Okpala,Abia,2013,0.153897938,0.153897938,0.153897938,1095,730,0.49
781,Isiala-Ngwa South,Ngor-Okpala,Abia,2013,0.207011157,0.207011157,0.207011157,1095,730,0.49
782,Isuikwato,Ngor-Okpala,Abia,2013,0.283904,0.283904,0.283904,1095,730,0.49
783,Obi Nwa,Ngor-Okpala,Abia,2013,0.148481805,0.148481805,0.148481805,1095,730,0.49
784,Ohafia,Ngor-Okpala,Abia,2013,0.256057341,0.256057341,0.256057341,1095,730,0.49
785,Osisioma Ngwa,Ngor-Okpala,Abia,2013,0.115002426,0.115002426,0.115002426,1095,730,0.49
786,Ugwunagbo,Ngor-Okpala,Abia,2013,0.127206964,0.127206964,0.127206964,1095,730,0.49
787,Ukwa East,Nsit Ubium,Abia,2013,0.142863918,0.142863918,0.142863918,1095,730,0.49
788,Ukwa West,Nsit Ubium,Abia,2013,0.110102237,0.110102237,0.110102237,1095,730,0.49
789,Umu-Neochi,Oru West,Abia,2013,0.393914511,0.393914511,0.393914511,1095,730,0.49
790,Umuahia North,Ngor-Okpala,Abia,2013,0.23746318,0.23746318,0.23746318,1095,730,0.49
791,Umuahia South,Ngor-Okpala,Abia,2013,0.228284696,0.228284696,0.228284696,1095,730,0.49
792,Demsa,Alkaleri,Adamawa,2013,0.232291934,0.232291934,0.232291934,1095,730,0.49
793,Gireri,Darazo,Adamawa,2013,0.129950753,0.129950753,0.129950753,1095,730,0.49
794,Gombi,Alkaleri,Adamawa,2013,0.13036927,0.13036927,0.13036927,1095,730,0.49
795,Guyuk,Alkaleri,Adamawa,2013,0.227718937,0.227718937,0.227718937,1095,730,0.49
796,Hong,Darazo,Adamawa,2013,0.164464852,0.164464852,0.164464852,1095,730,0.49
797,Lamurde,Alkaleri,Adamawa,2013,0.153005345,0.153005345,0.153005345,1095,730,0.49
798,Mayo-Belwa,Alkaleri,Adamawa,2013,0.142608157,0.142608157,0.142608157,1095,730,0.49
799,Numan,Alkaleri,Adamawa,2013,0.182874733,0.182874733,0.182874733,1095,730,0.49
800,Shelleng,Darazo,Adamawa,2013,0.194070496,0.194070496,0.194070496,1095,730,0.49
801,Itu,Ngor-Okpala,Akwa lbom,2013,0.2495161,0.2495161,0.2495161,1095,730,0.49
802,Song,Darazo,Adamawa,2013,0.192728045,0.192728045,0.192728045,1095,730,0.49
803,Yola North,Alkaleri,Adamawa,2013,0.088448039,0.088448039,0.088448039,1095,730,0.49
804,Yola South,Alkaleri,Adamawa,2013,0.107641061,0.107641061,0.107641061,1095,730,0.49
805,Abak,Nsit Ubium,Akwa lbom,2013,0.181771971,0.181771971,0.181771971,1095,730,0.49
806,Awka North,Uzo-Uwani,Anambra,2013,0.366944554,0.366944554,0.366944554,1095,730,0.49
807,Eket,Nsit Ubium,Akwa lbom,2013,0.187841461,0.187841461,0.187841461,1095,730,0.49
808,Esit Eket,Nsit Ubium,Akwa lbom,2013,0.214656431,0.214656431,0.214656431,1095,730,0.49
809,Essien Udim,Ngor-Okpala,Akwa lbom,2013,0.15131897,0.15131897,0.15131897,1095,730,0.49
810,Etim Ekpo,Ngor-Okpala,Akwa lbom,2013,0.158688316,0.158688316,0.158688316,1095,730,0.49
811,Etinan,Nsit Ubium,Akwa lbom,2013,0.221928711,0.221928711,0.221928711,1095,730,0.49
812,Ibesikpo Asutan,Nsit Ubium,Akwa lbom,2013,0.142319139,0.142319139,0.142319139,1095,730,0.49
813,Ibiono Ibom,Ngor-Okpala,Akwa lbom,2013,0.192530506,0.192530506,0.192530506,1095,730,0.49
814,Ika,Ngor-Okpala,Akwa lbom,2013,0.150260717,0.150260717,0.150260717,1095,730,0.49
815,Ikono,Ngor-Okpala,Akwa lbom,2013,0.1829703,0.1829703,0.1829703,1095,730,0.49
816,Ikot Abasi,Nsit Ubium,Akwa lbom,2013,0.224488159,0.224488159,0.224488159,1095,730,0.49
817,Ikot Ekpene,Ngor-Okpala,Akwa lbom,2013,0.141929631,0.141929631,0.141929631,1095,730,0.49
818,Ini,Ngor-Okpala,Akwa lbom,2013,0.202962236,0.202962236,0.202962236,1095,730,0.49
819,Mkpat Enin,Nsit Ubium,Akwa lbom,2013,0.234287411,0.234287411,0.234287411,1095,730,0.49
820,Nsit Atai,Nsit Ubium,Akwa lbom,2013,0.216198169,0.216198169,0.216198169,1095,730,0.49
821,Nsit Ibom,Nsit Ubium,Akwa lbom,2013,0.200396915,0.200396915,0.200396915,1095,730,0.49
822,Nsit Ubium,Nsit Ubium,Akwa lbom,2013,0.201057382,0.201057382,0.201057382,1095,730,0.49
823,Awka South,Uzo-Uwani,Anambra,2013,0.30302121,0.30302121,0.30302121,1095,730,0.49
824,Obot Akara,Ngor-Okpala,Akwa lbom,2013,0.176412954,0.176412954,0.176412954,1095,730,0.49
825,Okobo,Nsit Ubium,Akwa lbom,2013,0.236002363,0.236002363,0.236002363,1095,730,0.49
826,Onna,Nsit Ubium,Akwa lbom,2013,0.228067664,0.228067664,0.228067664,1095,730,0.49
827,Oruk Anam,Nsit Ubium,Akwa lbom,2013,0.190669743,0.190669743,0.190669743,1095,730,0.49
828,Ukanafun,Nsit Ubium,Akwa lbom,2013,0.169735935,0.169735935,0.169735935,1095,730,0.49
829,Uruan,Nsit Ubium,Akwa lbom,2013,0.309913052,0.309913052,0.309913052,1095,730,0.49
830,Urue-Offong-Oruko,Nsit Ubium,Akwa lbom,2013,0.227491067,0.227491067,0.227491067,1095,730,0.49
831,Ayamelum,Uzo-Uwani,Anambra,2013,0.488775577,0.488775577,0.488775577,1095,730,0.49
832,Uyo,Nsit Ubium,Akwa lbom,2013,0.248818043,0.248818043,0.248818043,1095,730,0.49
833,Aguata,Oru West,Anambra,2013,0.340555127,0.340555127,0.340555127,1095,730,0.49
834,Anambra East,Uzo-Uwani,Anambra,2013,0.389335252,0.389335252,0.389335252,1095,730,0.49
835,Anambra West,Uzo-Uwani,Anambra,2013,0.325950833,0.325950833,0.325950833,1095,730,0.49
836,Anaocha,Oru West,Anambra,2013,0.348811419,0.348811419,0.348811419,1095,730,0.49
837,Dunukofia,Uzo-Uwani,Anambra,2013,0.396596015,0.396596015,0.396596015,1095,730,0.49
838,Ekwusigo,Oru West,Anambra,2013,0.221455622,0.221455622,0.221455622,1095,730,0.49
839,Idemili North,Uzo-Uwani,Anambra,2013,0.34752514,0.34752514,0.34752514,1095,730,0.49
840,Idemili South,Oru West,Anambra,2013,0.23218564,0.23218564,0.23218564,1095,730,0.49
841,Ihiala,Oru West,Anambra,2013,0.140839519,0.140839519,0.140839519,1095,730,0.49
842,Njikoka,Uzo-Uwani,Anambra,2013,0.375697835,0.375697835,0.375697835,1095,730,0.49
843,Nnewi North,Oru West,Anambra,2013,0.258784813,0.258784813,0.258784813,1095,730,0.49
844,Nnewi South,Oru West,Anambra,2013,0.330990354,0.330990354,0.330990354,1095,730,0.49
845,Ogbaru,Ahoada West,Anambra,2013,0.178406064,0.178406064,0.178406064,1095,730,0.49
846,Onitsha North,Uzo-Uwani,Anambra,2013,0.281578802,0.281578802,0.281578802,1095,730,0.49
847,Onitsha South,Uzo-Uwani,Anambra,2013,0.224341005,0.224341005,0.224341005,1095,730,0.49
848,Orumba North,Oru West,Anambra,2013,0.336439085,0.336439085,0.336439085,1095,730,0.49
849,Orumba South,Oru West,Anambra,2013,0.360070294,0.360070294,0.360070294,1095,730,0.49
850,Oyi,Uzo-Uwani,Anambra,2013,0.501543402,0.501543402,0.501543402,1095,730,0.49
851,Alkaleri,Alkaleri,Bauchi,2013,0.132070357,0.132070357,0.132070357,1095,730,0.49
852,Bauchi,Alkaleri,Bauchi,2013,0.248023952,0.248023952,0.248023952,1095,730,0.49
853,Bogoro,Alkaleri,Bauchi,2013,0.141739583,0.141739583,0.141739583,1095,730,0.49
854,Damban,Darazo,Bauchi,2013,0.061150074,0.061150074,0.061150074,1095,730,0.49
855,Darazo,Darazo,Bauchi,2013,0.094312195,0.094312195,0.094312195,1095,730,0.49
856,Dass,Alkaleri,Bauchi,2013,0.130198218,0.130198218,0.130198218,1095,730,0.49
857,Gamawa,Gwarzo,Bauchi,2013,0.06678969,0.06678969,0.06678969,1095,730,0.49
858,Jama'are,Taura,Bauchi,2013,0.087004115,0.087004115,0.087004115,1095,730,0.49
859,Ganjuwa,Darazo,Bauchi,2013,0.066331292,0.066331292,0.066331292,1095,730,0.49
860,Giade,Darazo,Bauchi,2013,0.091129196,0.091129196,0.091129196,1095,730,0.49
861,Itas-Gadau,Taura,Bauchi,2013,0.103820032,0.103820032,0.103820032,1095,730,0.49
862,Katagum,Gwarzo,Bauchi,2013,0.078020033,0.078020033,0.078020033,1095,730,0.49
863,Kirfi,Alkaleri,Bauchi,2013,0.113023723,0.113023723,0.113023723,1095,730,0.49
864,Misau,Darazo,Bauchi,2013,0.077213198,0.077213198,0.077213198,1095,730,0.49
865,Ningi,Takali,Bauchi,2013,0.057711634,0.057711634,0.057711634,1095,730,0.49
866,Ukum,Keana,Benue,2013,0.137093921,0.137093921,0.137093921,1095,730,0.49
867,Shira,Takali,Bauchi,2013,0.123615056,0.123615056,0.123615056,1095,730,0.49
868,Tafawa-Balewa,Alkaleri,Bauchi,2013,0.144749726,0.144749726,0.144749726,1095,730,0.49
869,Toro,Giwa,Bauchi,2013,0.116912951,0.116912951,0.116912951,1095,730,0.49
870,Warji,Takali,Bauchi,2013,0.07989491,0.07989491,0.07989491,1095,730,0.49
871,Zaki,Taura,Bauchi,2013,0.18180538,0.18180538,0.18180538,1095,730,0.49
872,Kolokuma-Opokuma,Ahoada West,Bayelsa,2013,0.21510785,0.21510785,0.21510785,1095,730,0.49
873,Nembe,Ahoada West,Bayelsa,2013,0.183363947,0.183363947,0.183363947,1095,730,0.49
874,Ogbia,Ahoada West,Bayelsa,2013,0.232299224,0.232299224,0.232299224,1095,730,0.49
875,Sagbama,Ahoada West,Bayelsa,2013,0.241838843,0.241838843,0.241838843,1095,730,0.49
876,Yenegoa,Isoko South,Bayelsa,2013,0.108910423,0.108910423,0.108910423,1095,730,0.49
877,Ado,Akinyele,Benue,2013,0.112606185,0.112606185,0.112606185,1095,730,0.49
878,Agatu,Keana,Benue,2013,0.138763253,0.138763253,0.138763253,1095,730,0.49
879,Apa,Keana,Benue,2013,0.13439591,0.13439591,0.13439591,1095,730,0.49
880,Buruku,Keana,Benue,2013,0.130526503,0.130526503,0.130526503,1095,730,0.49
881,Gboko,Keana,Benue,2013,0.124039693,0.124039693,0.124039693,1095,730,0.49
882,Guma,Keana,Benue,2013,0.153583134,0.153583134,0.153583134,1095,730,0.49
883,Gwer East,Oke-Ero,Benue,2013,0.158023988,0.158023988,0.158023988,1095,730,0.49
884,Gwer West,Keana,Benue,2013,0.127595322,0.127595322,0.127595322,1095,730,0.49
885,Katsina-Ala,Keana,Benue,2013,0.143580603,0.143580603,0.143580603,1095,730,0.49
886,Konshisha,Oke-Ero,Benue,2013,0.139428384,0.139428384,0.139428384,1095,730,0.49
887,Logo,Keana,Benue,2013,0.132702721,0.132702721,0.132702721,1095,730,0.49
888,Makurdi,Keana,Benue,2013,0.076759748,0.076759748,0.076759748,1095,730,0.49
889,Obi1,Keana,Benue,2013,0.130164177,0.130164177,0.130164177,1095,730,0.49
890,Ogbadibo,Owan East,Benue,2013,0.189013551,0.189013551,0.189013551,1095,730,0.49
891,Ohimini,Akinyele,Benue,2013,0.140564407,0.140564407,0.140564407,1095,730,0.49
892,Oju,Oke-Ero,Benue,2013,0.11815247,0.11815247,0.11815247,1095,730,0.49
893,Okpokwu,Akinyele,Benue,2013,0.153024421,0.153024421,0.153024421,1095,730,0.49
894,Oturkpo,Owan East,Benue,2013,0.13570436,0.13570436,0.13570436,1095,730,0.49
895,Tarka,Keana,Benue,2013,0.140911088,0.140911088,0.140911088,1095,730,0.49
896,Ushongo,Oke-Ero,Benue,2013,0.132044043,0.132044043,0.132044043,1095,730,0.49
897,Vandeikya,Oke-Ero,Benue,2013,0.113219884,0.113219884,0.113219884,1095,730,0.49
898,Askira-Uba,Darazo,Borno,2013,0.147928293,0.147928293,0.147928293,1095,730,0.49
899,Enugu East,Uzo-Uwani,Enugu,2013,0.451113724,0.451113724,0.451113724,1095,730,0.49
900,Bayo,Alkaleri,Borno,2013,0.11189746,0.11189746,0.11189746,1095,730,0.49
901,Biu,Darazo,Borno,2013,0.118993431,0.118993431,0.118993431,1095,730,0.49
902,Chibok,Darazo,Borno,2013,0.131617584,0.131617584,0.131617584,1095,730,0.49
903,Damboa,Darazo,Borno,2013,0.129289807,0.129289807,0.129289807,1095,730,0.49
904,Biase,Ngor-Okpala,Cross River,2013,0.248657009,0.248657009,0.248657009,1095,730,0.49
905,Dikwa,Darazo,Borno,2013,0.161490254,0.161490254,0.161490254,1095,730,0.49
906,Gubio,Gawabawa,Borno,2013,0.170970775,0.170970775,0.170970775,1095,730,0.49
907,Jere,Gawabawa,Borno,2013,0.174846151,0.174846151,0.174846151,1095,730,0.49
908,Guzamala,Babura,Borno,2013,0.188538645,0.188538645,0.188538645,1095,730,0.49
909,Hawul,Darazo,Borno,2013,0.135281637,0.135281637,0.135281637,1095,730,0.49
910,Kwaya Kusar,Alkaleri,Borno,2013,0.126222961,0.126222961,0.126222961,1095,730,0.49
911,Enugu North,Uzo-Uwani,Enugu,2013,0.339019766,0.339019766,0.339019766,1095,730,0.49
912,Kaga,Darazo,Borno,2013,0.115901808,0.115901808,0.115901808,1095,730,0.49
913,Mafa,Darazo,Borno,2013,0.16569528,0.16569528,0.16569528,1095,730,0.49
914,Obudu,Obubra,Cross River,2013,0.174683793,0.174683793,0.174683793,1095,730,0.49
915,Konduga,Darazo,Borno,2013,0.153539747,0.153539747,0.153539747,1095,730,0.49
916,Bomadi,Isoko South,Delta,2013,0.192702943,0.192702943,0.192702943,1095,730,0.49
917,Magumeri,Gawabawa,Borno,2013,0.131012924,0.131012924,0.131012924,1095,730,0.49
918,Maiduguri,Darazo,Borno,2013,0.221063724,0.221063724,0.221063724,1095,730,0.49
919,Shani,Alkaleri,Borno,2013,0.140547439,0.140547439,0.140547439,1095,730,0.49
920,Abi,Obubra,Cross River,2013,0.100013795,0.100013795,0.100013795,1095,730,0.49
921,Marte,Babura,Borno,2013,0.165889908,0.165889908,0.165889908,1095,730,0.49
922,Nganzai,Gawabawa,Borno,2013,0.16480428,0.16480428,0.16480428,1095,730,0.49
923,Bekwara,Oke-Ero,Cross River,2013,0.162847282,0.162847282,0.162847282,1095,730,0.49
924,Calabar-Municipal,Nsit Ubium,Cross River,2013,0.349109622,0.349109622,0.349109622,1095,730,0.49
925,Ikom,Obubra,Cross River,2013,0.422042944,0.422042944,0.422042944,1095,730,0.49
926,Obubra,Obubra,Cross River,2013,0.235930245,0.235930245,0.235930245,1095,730,0.49
927,Enugu South,Uzo-Uwani,Enugu,2013,0.320039181,0.320039181,0.320039181,1095,730,0.49
928,Odukpani,Ngor-Okpala,Cross River,2013,0.256365717,0.256365717,0.256365717,1095,730,0.49
929,Ogoja,Obubra,Cross River,2013,0.22609249,0.22609249,0.22609249,1095,730,0.49
930,Yakurr,Obubra,Cross River,2013,0.223644306,0.223644306,0.223644306,1095,730,0.49
931,Ogbomosho North,Akinyele,Oyo,2013,0.186611101,0.186611101,0.186611101,1095,730,0.49
932,Yala,Oke-Ero,Cross River,2013,0.178648815,0.178648815,0.178648815,1095,730,0.49
933,Aniocha North,Uzo-Uwani,Delta,2013,0.215640351,0.215640351,0.215640351,1095,730,0.49
934,Aniocha South,Uzo-Uwani,Delta,2013,0.178271231,0.178271231,0.178271231,1095,730,0.49
935,Ibadan South West,Owan East,Oyo,2013,0.291770483,0.291770483,0.291770483,1095,730,0.49
936,Ethiope East,Isoko South,Delta,2013,0.154610355,0.154610355,0.154610355,1095,730,0.49
937,Ethiope West,Isoko South,Delta,2013,0.188808412,0.188808412,0.188808412,1095,730,0.49
938,Ika North East,Uzo-Uwani,Delta,2013,0.161130266,0.161130266,0.161130266,1095,730,0.49
939,Ika South,Uzo-Uwani,Delta,2013,0.124132445,0.124132445,0.124132445,1095,730,0.49
940,Isoko North,Isoko South,Delta,2013,0.171555635,0.171555635,0.171555635,1095,730,0.49
941,Ogbomosho South,Akinyele,Oyo,2013,0.186944677,0.186944677,0.186944677,1095,730,0.49
942,Isoko South,Isoko South,Delta,2013,0.189439058,0.189439058,0.189439058,1095,730,0.49
943,Ndokwa East,Ahoada West,Delta,2013,0.17074668,0.17074668,0.17074668,1095,730,0.49
944,Ndokwa West,Isoko South,Delta,2013,0.154778512,0.154778512,0.154778512,1095,730,0.49
945,Okpe,Isoko South,Delta,2013,0.175256357,0.175256357,0.175256357,1095,730,0.49
946,Oshimili North,Uzo-Uwani,Delta,2013,0.219952758,0.219952758,0.219952758,1095,730,0.49
947,Oshimili South,Uzo-Uwani,Delta,2013,0.221324645,0.221324645,0.221324645,1095,730,0.49
948,Patani,Isoko South,Delta,2013,0.197334621,0.197334621,0.197334621,1095,730,0.49
949,Sapele,Isoko South,Delta,2013,0.184701283,0.184701283,0.184701283,1095,730,0.49
950,Udu,Isoko South,Delta,2013,0.199871523,0.199871523,0.199871523,1095,730,0.49
951,Ughelli North,Isoko South,Delta,2013,0.172649038,0.172649038,0.172649038,1095,730,0.49
952,Ughelli South,Isoko South,Delta,2013,0.194863763,0.194863763,0.194863763,1095,730,0.49
953,Ukwuani,Uzo-Uwani,Delta,2013,0.150761469,0.150761469,0.150761469,1095,730,0.49
954,Uvwie,Isoko South,Delta,2013,0.232562504,0.232562504,0.232562504,1095,730,0.49
955,Warri South,Isoko South,Delta,2013,0.184274055,0.184274055,0.184274055,1095,730,0.49
956,Ohaozara,Obubra,Ebonyi,2013,0.517839881,0.517839881,0.517839881,1095,730,0.49
957,Abakaliki,Owan East,Ebonyi,2013,0.197015344,0.197015344,0.197015344,1095,730,0.49
958,Afikpo North,Oru West,Ebonyi,2013,0.353005167,0.353005167,0.353005167,1095,730,0.49
959,Afikpo South,Ngor-Okpala,Ebonyi,2013,0.324570119,0.324570119,0.324570119,1095,730,0.49
960,Ebonyi,Owan East,Ebonyi,2013,0.167930937,0.167930937,0.167930937,1095,730,0.49
961,Ezza North,Owan East,Ebonyi,2013,0.152790773,0.152790773,0.152790773,1095,730,0.49
962,Ezza South,Obubra,Ebonyi,2013,0.320700813,0.320700813,0.320700813,1095,730,0.49
963,Ikwo,Obubra,Ebonyi,2013,0.283135827,0.283135827,0.283135827,1095,730,0.49
964,Ishielu,Owan East,Ebonyi,2013,0.148135483,0.148135483,0.148135483,1095,730,0.49
965,Ivo,Ngor-Okpala,Ebonyi,2013,0.348405082,0.348405082,0.348405082,1095,730,0.49
966,Izzi,Owan East,Ebonyi,2013,0.261386764,0.261386764,0.261386764,1095,730,0.49
967,Ohaukwu,Owan East,Ebonyi,2013,0.144137019,0.144137019,0.144137019,1095,730,0.49
968,Onicha,Obubra,Ebonyi,2013,0.20350634,0.20350634,0.20350634,1095,730,0.49
969,Akoko-Edo,Owan East,Edo,2013,0.21252216,0.21252216,0.21252216,1095,730,0.49
970,Egor,Uzo-Uwani,Edo,2013,0.205678114,0.205678114,0.205678114,1095,730,0.49
971,Esan North East,Uzo-Uwani,Edo,2013,0.142581147,0.142581147,0.142581147,1095,730,0.49
972,Esan Central,Owan East,Edo,2013,0.137043939,0.137043939,0.137043939,1095,730,0.49
973,Esan South East,Uzo-Uwani,Edo,2013,0.178736819,0.178736819,0.178736819,1095,730,0.49
974,Esan West,Uzo-Uwani,Edo,2013,0.148909823,0.148909823,0.148909823,1095,730,0.49
975,Etsako Central,Owan East,Edo,2013,0.144054736,0.144054736,0.144054736,1095,730,0.49
976,Etsako East,Owan East,Edo,2013,0.121625921,0.121625921,0.121625921,1095,730,0.49
977,Etsako West,Owan East,Edo,2013,0.11024423,0.11024423,0.11024423,1095,730,0.49
978,Igueben,Uzo-Uwani,Edo,2013,0.149859805,0.149859805,0.149859805,1095,730,0.49
979,Ikpoba-Okha,Uzo-Uwani,Edo,2013,0.297744185,0.297744185,0.297744185,1095,730,0.49
980,Aninri,Oru West,Enugu,2013,0.372815686,0.372815686,0.372815686,1095,730,0.49
981,Oredo,Uzo-Uwani,Edo,2013,0.190644623,0.190644623,0.190644623,1095,730,0.49
982,Orhionmwon,Uzo-Uwani,Edo,2013,0.12435468,0.12435468,0.12435468,1095,730,0.49
983,Ovia North East,Owan East,Edo,2013,0.184197296,0.184197296,0.184197296,1095,730,0.49
984,Ovia South West,Akinyele,Edo,2013,0.146978353,0.146978353,0.146978353,1095,730,0.49
985,Owan East,Owan East,Edo,2013,0.161575971,0.161575971,0.161575971,1095,730,0.49
986,Owan West,Owan East,Edo,2013,0.169604886,0.169604886,0.169604886,1095,730,0.49
987,Uhunmwonde,Owan East,Edo,2013,0.173511164,0.173511164,0.173511164,1095,730,0.49
988,Ado Ekiti,Owan East,Ekiti,2013,0.196659051,0.196659051,0.196659051,1095,730,0.49
989,Efon-Alayee,Oke-Ero,Ekiti,2013,0.173723616,0.173723616,0.173723616,1095,730,0.49
990,Ekiti East,Oke-Ero,Ekiti,2013,0.163566231,0.163566231,0.163566231,1095,730,0.49
991,Ekiti South West,Oke-Ero,Ekiti,2013,0.23639016,0.23639016,0.23639016,1095,730,0.49
992,Awgu,Oru West,Enugu,2013,0.32276543,0.32276543,0.32276543,1095,730,0.49
993,Ekiti West,Oke-Ero,Ekiti,2013,0.138443108,0.138443108,0.138443108,1095,730,0.49
994,Emure,Oke-Ero,Ekiti,2013,0.190027316,0.190027316,0.190027316,1095,730,0.49
995,Gboyin,Obubra,Ekiti,2013,0.218240385,0.218240385,0.218240385,1095,730,0.49
996,Idosi-Osi,Oke-Ero,Ekiti,2013,0.10266389,0.10266389,0.10266389,1095,730,0.49
997,Ijero,Oke-Ero,Ekiti,2013,0.123231568,0.123231568,0.123231568,1095,730,0.49
998,Ikere,Owan East,Ekiti,2013,0.198082082,0.198082082,0.198082082,1095,730,0.49
999,Ikole,Oke-Ero,Ekiti,2013,0.124192659,0.124192659,0.124192659,1095,730,0.49
1000,Ilemeji,Oke-Ero,Ekiti,2013,0.124125442,0.124125442,0.124125442,1095,730,0.49
1001,Irepodun-Ifelodun,Oke-Ero,Ekiti,2013,0.153736689,0.153736689,0.153736689,1095,730,0.49
1002,Ise-Orun,Oke-Ero,Ekiti,2013,0.184902921,0.184902921,0.184902921,1095,730,0.49
1003,Moba,Oke-Ero,Ekiti,2013,0.10339269,0.10339269,0.10339269,1095,730,0.49
1004,Oye,Oke-Ero,Ekiti,2013,0.132604047,0.132604047,0.132604047,1095,730,0.49
1005,Ezeagu,Uzo-Uwani,Enugu,2013,0.296017481,0.296017481,0.296017481,1095,730,0.49
1006,Igbo-Etiti,Uzo-Uwani,Enugu,2013,0.148609086,0.148609086,0.148609086,1095,730,0.49
1007,Igbo-Eze North,Uzo-Uwani,Enugu,2013,0.093622418,0.093622418,0.093622418,1095,730,0.49
1008,Igbo-Eze South,Uzo-Uwani,Enugu,2013,0.140222386,0.140222386,0.140222386,1095,730,0.49
1009,Isi-Uzo,Owan East,Enugu,2013,0.218822237,0.218822237,0.218822237,1095,730,0.49
1010,Nkanu East,Owan East,Enugu,2013,0.303723147,0.303723147,0.303723147,1095,730,0.49
1011,Nkanu West,Uzo-Uwani,Enugu,2013,0.25329902,0.25329902,0.25329902,1095,730,0.49
1012,Nsukka,Uzo-Uwani,Enugu,2013,0.184839203,0.184839203,0.184839203,1095,730,0.49
1013,Oji-River,Oru West,Enugu,2013,0.332912466,0.332912466,0.332912466,1095,730,0.49
1014,Udenu,Uzo-Uwani,Enugu,2013,0.446218089,0.446218089,0.446218089,1095,730,0.49
1015,Udi,Uzo-Uwani,Enugu,2013,0.291151208,0.291151208,0.291151208,1095,730,0.49
1016,Uzo-Uwani,Uzo-Uwani,Enugu,2013,0.220619471,0.220619471,0.220619471,1095,730,0.49
1017,Ahiazu-Mbaise,Ngor-Okpala,Imo,2013,0.217110585,0.217110585,0.217110585,1095,730,0.49
1018,Abaji,Keana,Federal Capital Territory,2013,0.245982769,0.245982769,0.245982769,1095,730,0.49
1019,Bwari,Giwa,Federal Capital Territory,2013,0.103895801,0.103895801,0.103895801,1095,730,0.49
1020,Gwagwalada,Keana,Federal Capital Territory,2013,0.085289736,0.085289736,0.085289736,1095,730,0.49
1021,Kuje,Keana,Federal Capital Territory,2013,0.160894827,0.160894827,0.160894827,1095,730,0.49
