,LGA,repDS,State,year,comboACT,U5_coverage,adult_coverage,simday,duration,severe_cases
2325,Arochukwu,Ngor-Okpala,Abia,2018,0.354737345,0.354737345,0.354737345,2920,-1,0.49
2326,Bende,Ngor-Okpala,Abia,2018,0.352709846,0.352709846,0.352709846,2920,-1,0.49
2327,Ikwuano,Ngor-Okpala,Abia,2018,0.332276953,0.332276953,0.332276953,2920,-1,0.49
2328,Isiala-Ngwa North,Ngor-Okpala,Abia,2018,0.251023806,0.251023806,0.251023806,2920,-1,0.49
2329,Isiala-Ngwa South,Ngor-Okpala,Abia,2018,0.324794368,0.324794368,0.324794368,2920,-1,0.49
2330,Isuikwato,Ngor-Okpala,Abia,2018,0.422142929,0.422142929,0.422142929,2920,-1,0.49
2331,Obi Nwa,Ngor-Okpala,Abia,2018,0.243173275,0.243173275,0.243173275,2920,-1,0.49
2332,Ohafia,Ngor-Okpala,Abia,2018,0.388085222,0.388085222,0.388085222,2920,-1,0.49
2333,Osisioma Ngwa,Ngor-Okpala,Abia,2018,0.193185917,0.193185917,0.193185917,2920,-1,0.49
2334,Ugwunagbo,Ngor-Okpala,Abia,2018,0.211702641,0.211702641,0.211702641,2920,-1,0.49
2335,Ukwa East,Nsit Ubium,Abia,2018,0.234960482,0.234960482,0.234960482,2920,-1,0.49
2336,Ukwa West,Nsit Ubium,Abia,2018,0.185653064,0.185653064,0.185653064,2920,-1,0.49
2337,Umu-Neochi,Oru West,Abia,2018,0.544972572,0.544972572,0.544972572,2920,-1,0.49
2338,Umuahia North,Ngor-Okpala,Abia,2018,0.3646028,0.3646028,0.3646028,2920,-1,0.49
2339,Umuahia South,Ngor-Okpala,Abia,2018,0.352782728,0.352782728,0.352782728,2920,-1,0.49
2340,Demsa,Alkaleri,Adamawa,2018,0.357966354,0.357966354,0.357966354,2920,-1,0.49
2341,Gireri,Darazo,Adamawa,2018,0.215826011,0.215826011,0.215826011,2920,-1,0.49
2342,Gombi,Alkaleri,Adamawa,2018,0.216463295,0.216463295,0.216463295,2920,-1,0.49
2343,Guyuk,Alkaleri,Adamawa,2018,0.352087392,0.352087392,0.352087392,2920,-1,0.49
2344,Hong,Darazo,Adamawa,2018,0.266163409,0.266163409,0.266163409,2920,-1,0.49
2345,Lamurde,Alkaleri,Adamawa,2018,0.249734549,0.249734549,0.249734549,2920,-1,0.49
2346,Mayo-Belwa,Alkaleri,Adamawa,2018,0.234585218,0.234585218,0.234585218,2920,-1,0.49
2347,Numan,Alkaleri,Adamawa,2018,0.291977032,0.291977032,0.291977032,2920,-1,0.49
2348,Shelleng,Darazo,Adamawa,2018,0.307356074,0.307356074,0.307356074,2920,-1,0.49
2349,Itu,Ngor-Okpala,Akwa lbom,2018,0.379893138,0.379893138,0.379893138,2920,-1,0.49
2350,Song,Darazo,Adamawa,2018,0.305540834,0.305540834,0.305540834,2920,-1,0.49
2351,Yola North,Alkaleri,Adamawa,2018,0.151683662,0.151683662,0.151683662,2920,-1,0.49
2352,Yola South,Alkaleri,Adamawa,2018,0.181848087,0.181848087,0.181848087,2920,-1,0.49
2353,Abak,Nsit Ubium,Akwa lbom,2018,0.290452138,0.290452138,0.290452138,2920,-1,0.49
2354,Awka North,Uzo-Uwani,Anambra,2018,0.51645377,0.51645377,0.51645377,2920,-1,0.49
2355,Eket,Nsit Ubium,Akwa lbom,2018,0.298840489,0.298840489,0.298840489,2920,-1,0.49
2356,Esit Eket,Nsit Ubium,Akwa lbom,2018,0.33494897,0.33494897,0.33494897,2920,-1,0.49
2357,Essien Udim,Ngor-Okpala,Akwa lbom,2018,0.247306475,0.247306475,0.247306475,2920,-1,0.49
2358,Etim Ekpo,Ngor-Okpala,Akwa lbom,2018,0.257917103,0.257917103,0.257917103,2920,-1,0.49
2359,Etinan,Nsit Ubium,Akwa lbom,2018,0.344507957,0.344507957,0.344507957,2920,-1,0.49
2360,Ibesikpo Asutan,Nsit Ubium,Akwa lbom,2018,0.234181709,0.234181709,0.234181709,2920,-1,0.49
2361,Ibiono Ibom,Ngor-Okpala,Akwa lbom,2018,0.305250297,0.305250297,0.305250297,2920,-1,0.49
2362,Ika,Ngor-Okpala,Akwa lbom,2018,0.245758907,0.245758907,0.245758907,2920,-1,0.49
2363,Ikono,Ngor-Okpala,Akwa lbom,2018,0.292112961,0.292112961,0.292112961,2920,-1,0.49
2364,Ikot Abasi,Nsit Ubium,Akwa lbom,2018,0.347849343,0.347849343,0.347849343,2920,-1,0.49
2365,Ikot Ekpene,Ngor-Okpala,Akwa lbom,2018,0.233598382,0.233598382,0.233598382,2920,-1,0.49
2366,Ini,Ngor-Okpala,Akwa lbom,2018,0.319367564,0.319367564,0.319367564,2920,-1,0.49
2367,Mkpat Enin,Nsit Ubium,Akwa lbom,2018,0.360545566,0.360545566,0.360545566,2920,-1,0.49
2368,Nsit Atai,Nsit Ubium,Akwa lbom,2018,0.336981645,0.336981645,0.336981645,2920,-1,0.49
2369,Nsit Ibom,Nsit Ubium,Akwa lbom,2018,0.315911146,0.315911146,0.315911146,2920,-1,0.49
2370,Nsit Ubium,Nsit Ubium,Akwa lbom,2018,0.316802493,0.316802493,0.316802493,2920,-1,0.49
2371,Awka South,Uzo-Uwani,Anambra,2018,0.445051336,0.445051336,0.445051336,2920,-1,0.49
2372,Obot Akara,Ngor-Okpala,Akwa lbom,2018,0.282998492,0.282998492,0.282998492,2920,-1,0.49
2373,Okobo,Nsit Ubium,Akwa lbom,2018,0.362730519,0.362730519,0.362730519,2920,-1,0.49
2374,Onna,Nsit Ubium,Akwa lbom,2018,0.352526448,0.352526448,0.352526448,2920,-1,0.49
2375,Oruk Anam,Nsit Ubium,Akwa lbom,2018,0.30272348,0.30272348,0.30272348,2920,-1,0.49
2376,Ukanafun,Nsit Ubium,Akwa lbom,2018,0.273625713,0.273625713,0.273625713,2920,-1,0.49
2377,Uruan,Nsit Ubium,Akwa lbom,2018,0.452818355,0.452818355,0.452818355,2920,-1,0.49
2378,Urue-Offong-Oruko,Nsit Ubium,Akwa lbom,2018,0.351753193,0.351753193,0.351753193,2920,-1,0.49
2379,Ayamelum,Uzo-Uwani,Anambra,2018,0.637926539,0.637926539,0.637926539,2920,-1,0.49
2380,Uyo,Nsit Ubium,Akwa lbom,2018,0.379063253,0.379063253,0.379063253,2920,-1,0.49
2381,Aguata,Oru West,Anambra,2018,0.487618651,0.487618651,0.487618651,2920,-1,0.49
2382,Anambra East,Uzo-Uwani,Anambra,2018,0.54018301,0.54018301,0.54018301,2920,-1,0.49
2383,Anambra West,Uzo-Uwani,Anambra,2018,0.471202388,0.471202388,0.471202388,2920,-1,0.49
2384,Anaocha,Oru West,Anambra,2018,0.496754317,0.496754317,0.496754317,2920,-1,0.49
2385,Dunukofia,Uzo-Uwani,Anambra,2018,0.547734311,0.547734311,0.547734311,2920,-1,0.49
2386,Ekwusigo,Oru West,Anambra,2018,0.34389224,0.34389224,0.34389224,2920,-1,0.49
2387,Idemili North,Uzo-Uwani,Anambra,2018,0.495323823,0.495323823,0.495323823,2920,-1,0.49
2388,Idemili South,Oru West,Anambra,2018,0.357844498,0.357844498,0.357844498,2920,-1,0.49
2389,Ihiala,Oru West,Anambra,2018,0.232019044,0.232019044,0.232019044,2920,-1,0.49
2390,Njikoka,Uzo-Uwani,Anambra,2018,0.525813104,0.525813104,0.525813104,2920,-1,0.49
2391,Nnewi North,Oru West,Anambra,2018,0.391480115,0.391480115,0.391480115,2920,-1,0.49
2392,Nnewi South,Oru West,Anambra,2018,0.476906293,0.476906293,0.476906293,2920,-1,0.49
2393,Ogbaru,Ahoada West,Anambra,2018,0.285787368,0.285787368,0.285787368,2920,-1,0.49
2394,Onitsha North,Uzo-Uwani,Anambra,2018,0.419357602,0.419357602,0.419357602,2920,-1,0.49
2395,Onitsha South,Uzo-Uwani,Anambra,2018,0.347657757,0.347657757,0.347657757,2920,-1,0.49
2396,Orumba North,Oru West,Anambra,2018,0.483012214,0.483012214,0.483012214,2920,-1,0.49
2397,Orumba South,Oru West,Anambra,2018,0.509032776,0.509032776,0.509032776,2920,-1,0.49
2398,Oyi,Uzo-Uwani,Anambra,2018,0.649639443,0.649639443,0.649639443,2920,-1,0.49
2399,Alkaleri,Alkaleri,Bauchi,2018,0.218997268,0.218997268,0.218997268,2920,-1,0.49
2400,Bauchi,Alkaleri,Bauchi,2018,0.378253909,0.378253909,0.378253909,2920,-1,0.49
2401,Bogoro,Alkaleri,Bauchi,2018,0.23330912,0.23330912,0.23330912,2920,-1,0.49
2402,Damban,Darazo,Bauchi,2018,0.107165427,0.107165427,0.107165427,2920,-1,0.49
2403,Darazo,Darazo,Bauchi,2018,0.161006906,0.161006906,0.161006906,2920,-1,0.49
2404,Dass,Alkaleri,Bauchi,2018,0.216188983,0.216188983,0.216188983,2920,-1,0.49
2405,Gamawa,Gwarzo,Bauchi,2018,0.116526726,0.116526726,0.116526726,2920,-1,0.49
2406,Jama'are,Taura,Bauchi,2018,0.149379109,0.149379109,0.149379109,2920,-1,0.49
2407,Ganjuwa,Darazo,Bauchi,2018,0.115764382,0.115764382,0.115764382,2920,-1,0.49
2408,Giade,Darazo,Bauchi,2018,0.15594312,0.15594312,0.15594312,2920,-1,0.49
2409,Itas-Gadau,Taura,Bauchi,2018,0.175930559,0.175930559,0.175930559,2920,-1,0.49
2410,Katagum,Gwarzo,Bauchi,2018,0.134901363,0.134901363,0.134901363,2920,-1,0.49
2411,Kirfi,Alkaleri,Bauchi,2018,0.190151766,0.190151766,0.190151766,2920,-1,0.49
2412,Misau,Darazo,Bauchi,2018,0.133591784,0.133591784,0.133591784,2920,-1,0.49
2413,Ningi,Takali,Bauchi,2018,0.101418389,0.101418389,0.101418389,2920,-1,0.49
2414,Ukum,Keana,Benue,2018,0.226453696,0.226453696,0.226453696,2920,-1,0.49
2415,Shira,Takali,Bauchi,2018,0.206311597,0.206311597,0.206311597,2920,-1,0.49
2416,Tafawa-Balewa,Alkaleri,Bauchi,2018,0.237732256,0.237732256,0.237732256,2920,-1,0.49
2417,Toro,Giwa,Bauchi,2018,0.196124053,0.196124053,0.196124053,2920,-1,0.49
2418,Warji,Takali,Bauchi,2018,0.137931134,0.137931134,0.137931134,2920,-1,0.49
2419,Zaki,Taura,Bauchi,2018,0.290527443,0.290527443,0.290527443,2920,-1,0.49
2420,Kolokuma-Opokuma,Ahoada West,Bayelsa,2018,0.335569068,0.335569068,0.335569068,2920,-1,0.49
2421,Nembe,Ahoada West,Bayelsa,2018,0.292655851,0.292655851,0.292655851,2920,-1,0.49
2422,Ogbia,Ahoada West,Bayelsa,2018,0.357978009,0.357978009,0.357978009,2920,-1,0.49
2423,Sagbama,Ahoada West,Bayelsa,2018,0.370217269,0.370217269,0.370217269,2920,-1,0.49
2424,Yenegoa,Isoko South,Bayelsa,2018,0.183881758,0.183881758,0.183881758,2920,-1,0.49
2425,Ado,Akinyele,Benue,2018,0.189525171,0.189525171,0.189525171,2920,-1,0.49
2426,Agatu,Keana,Benue,2018,0.228922563,0.228922563,0.228922563,2920,-1,0.49
2427,Apa,Keana,Benue,2018,0.222450157,0.222450157,0.222450157,2920,-1,0.49
2428,Buruku,Keana,Benue,2018,0.216692225,0.216692225,0.216692225,2920,-1,0.49
2429,Gboko,Keana,Benue,2018,0.206938788,0.206938788,0.206938788,2920,-1,0.49
2430,Guma,Keana,Benue,2018,0.25058404,0.25058404,0.25058404,2920,-1,0.49
2431,Gwer East,Oke-Ero,Benue,2018,0.256968996,0.256968996,0.256968996,2920,-1,0.49
2432,Gwer West,Keana,Benue,2018,0.212287696,0.212287696,0.212287696,2920,-1,0.49
2433,Katsina-Ala,Keana,Benue,2018,0.236013629,0.236013629,0.236013629,2920,-1,0.49
2434,Konshisha,Oke-Ero,Benue,2018,0.22990747,0.22990747,0.22990747,2920,-1,0.49
2435,Logo,Keana,Benue,2018,0.219930626,0.219930626,0.219930626,2920,-1,0.49
2436,Makurdi,Keana,Benue,2018,0.1328569,0.1328569,0.1328569,2920,-1,0.49
2437,Obi1,Keana,Benue,2018,0.216138885,0.216138885,0.216138885,2920,-1,0.49
2438,Ogbadibo,Owan East,Benue,2018,0.300432378,0.300432378,0.300432378,2920,-1,0.49
2439,Ohimini,Akinyele,Benue,2018,0.231578585,0.231578585,0.231578585,2920,-1,0.49
2440,Oju,Oke-Ero,Benue,2018,0.198006728,0.198006728,0.198006728,2920,-1,0.49
2441,Okpokwu,Akinyele,Benue,2018,0.249762219,0.249762219,0.249762219,2920,-1,0.49
2442,Oturkpo,Owan East,Benue,2018,0.224394404,0.224394404,0.224394404,2920,-1,0.49
2443,Tarka,Keana,Benue,2018,0.232090899,0.232090899,0.232090899,2920,-1,0.49
2444,Ushongo,Oke-Ero,Benue,2018,0.218950475,0.218950475,0.218950475,2920,-1,0.49
2445,Vandeikya,Oke-Ero,Benue,2018,0.1904646,0.1904646,0.1904646,2920,-1,0.49
2446,Askira-Uba,Darazo,Borno,2018,0.242367988,0.242367988,0.242367988,2920,-1,0.49
2447,Enugu East,Uzo-Uwani,Enugu,2018,0.602313217,0.602313217,0.602313217,2920,-1,0.49
2448,Bayo,Alkaleri,Borno,2018,0.188419466,0.188419466,0.188419466,2920,-1,0.49
2449,Biu,Darazo,Borno,2018,0.199279763,0.199279763,0.199279763,2920,-1,0.49
2450,Chibok,Darazo,Borno,2018,0.2183102,0.2183102,0.2183102,2920,-1,0.49
2451,Damboa,Darazo,Borno,2018,0.214829629,0.214829629,0.214829629,2920,-1,0.49
2452,Biase,Ngor-Okpala,Cross River,2018,0.378815872,0.378815872,0.378815872,2920,-1,0.49
2453,Dikwa,Darazo,Borno,2018,0.261924745,0.261924745,0.261924745,2920,-1,0.49
2454,Gubio,Gawabawa,Borno,2018,0.275366974,0.275366974,0.275366974,2920,-1,0.49
2455,Jere,Gawabawa,Borno,2018,0.280806943,0.280806943,0.280806943,2920,-1,0.49
2456,Guzamala,Babura,Borno,2018,0.299783288,0.299783288,0.299783288,2920,-1,0.49
2457,Hawul,Darazo,Borno,2018,0.223787807,0.223787807,0.223787807,2920,-1,0.49
2458,Kwaya Kusar,Alkaleri,Borno,2018,0.210222444,0.210222444,0.210222444,2920,-1,0.49
2459,Enugu North,Uzo-Uwani,Enugu,2018,0.485886306,0.485886306,0.485886306,2920,-1,0.49
2460,Kaga,Darazo,Borno,2018,0.194562915,0.194562915,0.194562915,2920,-1,0.49
2461,Mafa,Darazo,Borno,2018,0.267910174,0.267910174,0.267910174,2920,-1,0.49
2462,Obudu,Obubra,Cross River,2018,0.280580745,0.280580745,0.280580745,2920,-1,0.49
2463,Konduga,Darazo,Borno,2018,0.250508614,0.250508614,0.250508614,2920,-1,0.49
2464,Bomadi,Isoko South,Delta,2018,0.305478485,0.305478485,0.305478485,2920,-1,0.49
2465,Magumeri,Gawabawa,Borno,2018,0.217408183,0.217408183,0.217408183,2920,-1,0.49
2466,Maiduguri,Darazo,Borno,2018,0.343410647,0.343410647,0.343410647,2920,-1,0.49
2467,Shani,Alkaleri,Borno,2018,0.231553923,0.231553923,0.231553923,2920,-1,0.49
2468,Abi,Obubra,Cross River,2018,0.169977692,0.169977692,0.169977692,2920,-1,0.49
2469,Marte,Babura,Borno,2018,0.268185563,0.268185563,0.268185563,2920,-1,0.49
2470,Nganzai,Gawabawa,Borno,2018,0.266645759,0.266645759,0.266645759,2920,-1,0.49
2471,Bekwara,Oke-Ero,Cross River,2018,0.263862392,0.263862392,0.263862392,2920,-1,0.49
2472,Calabar-Municipal,Nsit Ubium,Cross River,2018,0.497092943,0.497092943,0.497092943,2920,-1,0.49
2473,Ikom,Obubra,Cross River,2018,0.573715224,0.573715224,0.573715224,2920,-1,0.49
2474,Obubra,Obubra,Cross River,2018,0.362639595,0.362639595,0.362639595,2920,-1,0.49
2475,Enugu South,Uzo-Uwani,Enugu,2018,0.464477462,0.464477462,0.464477462,2920,-1,0.49
2476,Odukpani,Ngor-Okpala,Cross River,2018,0.388473025,0.388473025,0.388473025,2920,-1,0.49
2477,Ogoja,Obubra,Cross River,2018,0.349938886,0.349938886,0.349938886,2920,-1,0.49
2478,Yakurr,Obubra,Cross River,2018,0.346767476,0.346767476,0.346767476,2920,-1,0.49
2479,Ogbomosho North,Akinyele,Oyo,2018,0.297132003,0.297132003,0.297132003,2920,-1,0.49
2480,Yala,Oke-Ero,Cross River,2018,0.286140865,0.286140865,0.286140865,2920,-1,0.49
2481,Aniocha North,Uzo-Uwani,Delta,2018,0.336259856,0.336259856,0.336259856,2920,-1,0.49
2482,Aniocha South,Uzo-Uwani,Delta,2018,0.285589985,0.285589985,0.285589985,2920,-1,0.49
2483,Ibadan South West,Owan East,Oyo,2018,0.431532914,0.431532914,0.431532914,2920,-1,0.49
2484,Ethiope East,Isoko South,Delta,2018,0.252052734,0.252052734,0.252052734,2920,-1,0.49
2485,Ethiope West,Isoko South,Delta,2018,0.300151788,0.300151788,0.300151788,2920,-1,0.49
2486,Ika North East,Uzo-Uwani,Delta,2018,0.261412859,0.261412859,0.261412859,2920,-1,0.49
2487,Ika South,Uzo-Uwani,Delta,2018,0.207082762,0.207082762,0.207082762,2920,-1,0.49
2488,Isoko North,Isoko South,Delta,2018,0.276187906,0.276187906,0.276187906,2920,-1,0.49
2489,Ogbomosho South,Akinyele,Oyo,2018,0.297591091,0.297591091,0.297591091,2920,-1,0.49
2490,Isoko South,Isoko South,Delta,2018,0.301015362,0.301015362,0.301015362,2920,-1,0.49
2491,Ndokwa East,Ahoada West,Delta,2018,0.275050107,0.275050107,0.275050107,2920,-1,0.49
2492,Ndokwa West,Isoko South,Delta,2018,0.252296587,0.252296587,0.252296587,2920,-1,0.49
2493,Okpe,Isoko South,Delta,2018,0.281381485,0.281381485,0.281381485,2920,-1,0.49
2494,Oshimili North,Uzo-Uwani,Delta,2018,0.341921079,0.341921079,0.341921079,2920,-1,0.49
2495,Oshimili South,Uzo-Uwani,Delta,2018,0.343718704,0.343718704,0.343718704,2920,-1,0.49
2496,Patani,Isoko South,Delta,2018,0.311772858,0.311772858,0.311772858,2920,-1,0.49
2497,Sapele,Isoko South,Delta,2018,0.294502335,0.294502335,0.294502335,2920,-1,0.49
2498,Udu,Isoko South,Delta,2018,0.315205236,0.315205236,0.315205236,2920,-1,0.49
2499,Ughelli North,Isoko South,Delta,2018,0.277726642,0.277726642,0.277726642,2920,-1,0.49
2500,Ughelli South,Isoko South,Delta,2018,0.308421223,0.308421223,0.308421223,2920,-1,0.49
2501,Ukwuani,Uzo-Uwani,Delta,2018,0.246485368,0.246485368,0.246485368,2920,-1,0.49
2502,Uvwie,Isoko South,Delta,2018,0.358324546,0.358324546,0.358324546,2920,-1,0.49
2503,Warri South,Isoko South,Delta,2018,0.29392804,0.29392804,0.29392804,2920,-1,0.49
2504,Ohaozara,Obubra,Ebonyi,2018,0.664374828,0.664374828,0.664374828,2920,-1,0.49
2505,Abakaliki,Owan East,Ebonyi,2018,0.311365503,0.311365503,0.311365503,2920,-1,0.49
2506,Afikpo North,Oru West,Ebonyi,2018,0.501372783,0.501372783,0.501372783,2920,-1,0.49
2507,Afikpo South,Ngor-Okpala,Ebonyi,2018,0.469654458,0.469654458,0.469654458,2920,-1,0.49
2508,Ebonyi,Owan East,Ebonyi,2018,0.27107719,0.27107719,0.27107719,2920,-1,0.49
2509,Ezza North,Owan East,Ebonyi,2018,0.249436283,0.249436283,0.249436283,2920,-1,0.49
2510,Ezza South,Obubra,Ebonyi,2018,0.465252376,0.465252376,0.465252376,2920,-1,0.49
2511,Ikwo,Obubra,Ebonyi,2018,0.421245755,0.421245755,0.421245755,2920,-1,0.49
2512,Ishielu,Owan East,Ebonyi,2018,0.242688987,0.242688987,0.242688987,2920,-1,0.49
2513,Ivo,Ngor-Okpala,Ebonyi,2018,0.496284503,0.496284503,0.496284503,2920,-1,0.49
2514,Izzi,Owan East,Ebonyi,2018,0.394733701,0.394733701,0.394733701,2920,-1,0.49
2515,Ohaukwu,Owan East,Ebonyi,2018,0.23682856,0.23682856,0.23682856,2920,-1,0.49
2516,Onicha,Obubra,Ebonyi,2018,0.320120635,0.320120635,0.320120635,2920,-1,0.49
2517,Akoko-Edo,Owan East,Edo,2018,0.332146331,0.332146331,0.332146331,2920,-1,0.49
2518,Egor,Uzo-Uwani,Edo,2018,0.323017393,0.323017393,0.323017393,2920,-1,0.49
2519,Esan North East,Uzo-Uwani,Edo,2018,0.234546803,0.234546803,0.234546803,2920,-1,0.49
2520,Esan Central,Owan East,Edo,2018,0.226380857,0.226380857,0.226380857,2920,-1,0.49
2521,Esan South East,Uzo-Uwani,Edo,2018,0.286237827,0.286237827,0.286237827,2920,-1,0.49
2522,Esan West,Uzo-Uwani,Edo,2018,0.243796698,0.243796698,0.243796698,2920,-1,0.49
2523,Etsako Central,Owan East,Edo,2018,0.236708636,0.236708636,0.236708636,2920,-1,0.49
2524,Etsako East,Owan East,Edo,2018,0.203284848,0.203284848,0.203284848,2920,-1,0.49
2525,Etsako West,Owan East,Edo,2018,0.185885059,0.185885059,0.185885059,2920,-1,0.49
2526,Igueben,Uzo-Uwani,Edo,2018,0.245177187,0.245177187,0.245177187,2920,-1,0.49
2527,Ikpoba-Okha,Uzo-Uwani,Edo,2018,0.438623169,0.438623169,0.438623169,2920,-1,0.49
2528,Aninri,Oru West,Enugu,2018,0.52275537,0.52275537,0.52275537,2920,-1,0.49
2529,Oredo,Uzo-Uwani,Edo,2018,0.30269076,0.30269076,0.30269076,2920,-1,0.49
2530,Orhionmwon,Uzo-Uwani,Edo,2018,0.207422335,0.207422335,0.207422335,2920,-1,0.49
2531,Ovia North East,Owan East,Edo,2018,0.293808589,0.293808589,0.293808589,2920,-1,0.49
2532,Ovia South West,Akinyele,Edo,2018,0.240991484,0.240991484,0.240991484,2920,-1,0.49
2533,Owan East,Owan East,Edo,2018,0.262048219,0.262048219,0.262048219,2920,-1,0.49
2534,Owan West,Owan East,Edo,2018,0.273440713,0.273440713,0.273440713,2920,-1,0.49
2535,Uhunmwonde,Owan East,Edo,2018,0.278935488,0.278935488,0.278935488,2920,-1,0.49
2536,Ado Ekiti,Owan East,Ekiti,2018,0.310858511,0.310858511,0.310858511,2920,-1,0.49
2537,Efon-Alayee,Oke-Ero,Ekiti,2018,0.279233713,0.279233713,0.279233713,2920,-1,0.49
2538,Ekiti East,Oke-Ero,Ekiti,2018,0.264897009,0.264897009,0.264897009,2920,-1,0.49
2539,Ekiti South West,Oke-Ero,Ekiti,2018,0.363247889,0.363247889,0.363247889,2920,-1,0.49
2540,Awgu,Oru West,Enugu,2018,0.467572884,0.467572884,0.467572884,2920,-1,0.49
2541,Ekiti West,Oke-Ero,Ekiti,2018,0.22846075,0.22846075,0.22846075,2920,-1,0.49
2542,Emure,Oke-Ero,Ekiti,2018,0.301823693,0.301823693,0.301823693,2920,-1,0.49
2543,Gboyin,Obubra,Ekiti,2018,0.339686421,0.339686421,0.339686421,2920,-1,0.49
2544,Idosi-Osi,Oke-Ero,Ekiti,2018,0.174118381,0.174118381,0.174118381,2920,-1,0.49
2545,Ijero,Oke-Ero,Ekiti,2018,0.205719086,0.205719086,0.205719086,2920,-1,0.49
2546,Ikere,Owan East,Ekiti,2018,0.312785883,0.312785883,0.312785883,2920,-1,0.49
2547,Ikole,Oke-Ero,Ekiti,2018,0.207168944,0.207168944,0.207168944,2920,-1,0.49
2548,Ilemeji,Oke-Ero,Ekiti,2018,0.207063644,0.207063644,0.207063644,2920,-1,0.49
2549,Irepodun-Ifelodun,Oke-Ero,Ekiti,2018,0.250795951,0.250795951,0.250795951,2920,-1,0.49
2550,Ise-Orun,Oke-Ero,Ekiti,2018,0.294781177,0.294781177,0.294781177,2920,-1,0.49
2551,Moba,Oke-Ero,Ekiti,2018,0.175255762,0.175255762,0.175255762,2920,-1,0.49
2552,Oye,Oke-Ero,Ekiti,2018,0.219785957,0.219785957,0.219785957,2920,-1,0.49
2553,Ezeagu,Uzo-Uwani,Enugu,2018,0.436590749,0.436590749,0.436590749,2920,-1,0.49
2554,Igbo-Etiti,Uzo-Uwani,Enugu,2018,0.243376457,0.243376457,0.243376457,2920,-1,0.49
2555,Igbo-Eze North,Uzo-Uwani,Enugu,2018,0.159911342,0.159911342,0.159911342,2920,-1,0.49
2556,Igbo-Eze South,Uzo-Uwani,Enugu,2018,0.231114263,0.231114263,0.231114263,2920,-1,0.49
2557,Isi-Uzo,Owan East,Enugu,2018,0.340436803,0.340436803,0.340436803,2920,-1,0.49
2558,Nkanu East,Owan East,Enugu,2018,0.445634632,0.445634632,0.445634632,2920,-1,0.49
2559,Nkanu West,Uzo-Uwani,Enugu,2018,0.384667926,0.384667926,0.384667926,2920,-1,0.49
2560,Nsukka,Uzo-Uwani,Enugu,2018,0.294728437,0.294728437,0.294728437,2920,-1,0.49
2561,Oji-River,Oru West,Enugu,2018,0.479051027,0.479051027,0.479051027,2920,-1,0.49
2562,Udenu,Uzo-Uwani,Enugu,2018,0.597579149,0.597579149,0.597579149,2920,-1,0.49
2563,Udi,Uzo-Uwani,Enugu,2018,0.430798863,0.430798863,0.430798863,2920,-1,0.49
2564,Uzo-Uwani,Uzo-Uwani,Enugu,2018,0.342802073,0.342802073,0.342802073,2920,-1,0.49
2565,Ahiazu-Mbaise,Ngor-Okpala,Imo,2018,0.338185943,0.338185943,0.338185943,2920,-1,0.49
2566,Abaji,Keana,Federal Capital Territory,2018,0.37545545,0.37545545,0.37545545,2920,-1,0.49
2567,Bwari,Giwa,Federal Capital Territory,2018,0.176045526,0.176045526,0.176045526,2920,-1,0.49
2568,Gwagwalada,Keana,Federal Capital Territory,2018,0.146626613,0.146626613,0.146626613,2920,-1,0.49
2569,Kuje,Keana,Federal Capital Territory,2018,0.261074872,0.261074872,0.261074872,2920,-1,0.49
2570,Kwali,Keana,Federal Capital Territory,2018,0.249135749,0.249135749,0.249135749,2920,-1,0.49
2571,Bunkure,Gwarzo,Kano,2018,0.165940635,0.165940635,0.165940635,2920,-1,0.49
2572,Abuja Municipal,Keana,Federal Capital Territory,2018,0.292058001,0.292058001,0.292058001,2920,-1,0.49
2573,Akko,Alkaleri,Gombe,2018,0.157281682,0.157281682,0.157281682,2920,-1,0.49
2574,Balanga,Alkaleri,Gombe,2018,0.21870212,0.21870212,0.21870212,2920,-1,0.49
2575,Billiri,Alkaleri,Gombe,2018,0.195608057,0.195608057,0.195608057,2920,-1,0.49
2576,Dukku,Darazo,Gombe,2018,0.146153761,0.146153761,0.146153761,2920,-1,0.49
2577,Funakaye,Alkaleri,Gombe,2018,0.161335893,0.161335893,0.161335893,2920,-1,0.49
2578,Gombe,Alkaleri,Gombe,2018,0.115197265,0.115197265,0.115197265,2920,-1,0.49
2579,Kaltungo,Alkaleri,Gombe,2018,0.186894137,0.186894137,0.186894137,2920,-1,0.49
2580,Kwami,Alkaleri,Gombe,2018,0.076486618,0.076486618,0.076486618,2920,-1,0.49
2581,Dala,Alkaleri,Kano,2018,0.74507811,0.74507811,0.74507811,2920,-1,0.49
2582,Nafada,Alkaleri,Gombe,2018,0.196999051,0.196999051,0.196999051,2920,-1,0.49
2583,Shomgom,Alkaleri,Gombe,2018,0.180148433,0.180148433,0.180148433,2920,-1,0.49
2584,Yamaltu-Deba,Alkaleri,Gombe,2018,0.158057871,0.158057871,0.158057871,2920,-1,0.49
2585,Aboh-Mbaise,Ngor-Okpala,Imo,2018,0.279843267,0.279843267,0.279843267,2920,-1,0.49
2586,Fagge,Alkaleri,Kano,2018,0.541124387,0.541124387,0.541124387,2920,-1,0.49
2587,Ehime-Mbano,Ngor-Okpala,Imo,2018,0.438917859,0.438917859,0.438917859,2920,-1,0.49
2588,Ezinihitte,Ngor-Okpala,Imo,2018,0.381977191,0.381977191,0.381977191,2920,-1,0.49
