,LGA,Rep_DS,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override,round,beta_model_params,scale_values,scenario 
167,Ogbaru,Ahoada West,0.700840126,0.700840126,0.524173459,365,365,2021,-1,2,0.01708673,0.034173459,Scenario 3 (Budget-prioritized plan)
168,Ogbaru,Ahoada West,0.717926856,0.717926856,0.541260189,730,365,2022,-1,3,0.01708673,0.051260189,Scenario 3 (Budget-prioritized plan)
169,Ogbaru,Ahoada West,0.735013586,0.735013586,0.558346919,1095,365,2023,-1,4,0.01708673,0.068346919,Scenario 3 (Budget-prioritized plan)
170,Ogbaru,Ahoada West,0.752100315,0.752100315,0.575433648,1460,365,2024,-1,5,0.01708673,0.085433648,Scenario 3 (Budget-prioritized plan)
171,Ogbaru,Ahoada West,0.769187045,0.769187045,0.592520378,1825,365,2025,-1,6,0.01708673,0.102520378,Scenario 3 (Budget-prioritized plan)
172,Ogbaru,Ahoada West,0.786273775,0.786273775,0.609607108,2190,365,2026,-1,7,0.01708673,0.119607108,Scenario 3 (Budget-prioritized plan)
173,Ogbaru,Ahoada West,0.8,0.8,0.626693838,2555,365,2027,-1,8,0.01708673,0.136693838,Scenario 3 (Budget-prioritized plan)
174,Ogbaru,Ahoada West,0.8,0.8,0.643780567,2920,365,2028,-1,9,0.01708673,0.153780567,Scenario 3 (Budget-prioritized plan)
175,Ogbaru,Ahoada West,0.8,0.8,0.660867297,3285,365,2029,-1,10,0.01708673,0.170867297,Scenario 3 (Budget-prioritized plan)
176,Ogbaru,Ahoada West,0.8,0.8,0.677954027,3650,-1,2030,-1,11,0.01708673,0.187954027,Scenario 3 (Budget-prioritized plan)
177,Ogbia,Ahoada West,0.263548184,0.263548184,0.50708673,0,365,2020,-1,1,0.01708673,0.01708673,Scenario 3 (Budget-prioritized plan)
178,Ogbia,Ahoada West,0.280634913,0.280634913,0.524173459,365,365,2021,-1,2,0.01708673,0.034173459,Scenario 3 (Budget-prioritized plan)
179,Ogbia,Ahoada West,0.297721643,0.297721643,0.541260189,730,365,2022,-1,3,0.01708673,0.051260189,Scenario 3 (Budget-prioritized plan)
180,Ogbia,Ahoada West,0.314808373,0.314808373,0.558346919,1095,365,2023,-1,4,0.01708673,0.068346919,Scenario 3 (Budget-prioritized plan)
181,Ogbia,Ahoada West,0.331895102,0.331895102,0.575433648,1460,365,2024,-1,5,0.01708673,0.085433648,Scenario 3 (Budget-prioritized plan)
182,Ogbia,Ahoada West,0.348981832,0.348981832,0.592520378,1825,365,2025,-1,6,0.01708673,0.102520378,Scenario 3 (Budget-prioritized plan)
183,Ogbia,Ahoada West,0.366068562,0.366068562,0.609607108,2190,365,2026,-1,7,0.01708673,0.119607108,Scenario 3 (Budget-prioritized plan)
184,Ogbia,Ahoada West,0.383155292,0.383155292,0.626693838,2555,365,2027,-1,8,0.01708673,0.136693838,Scenario 3 (Budget-prioritized plan)
185,Ogbia,Ahoada West,0.400242021,0.400242021,0.643780567,2920,365,2028,-1,9,0.01708673,0.153780567,Scenario 3 (Budget-prioritized plan)
186,Ogbia,Ahoada West,0.417328751,0.417328751,0.660867297,3285,365,2029,-1,10,0.01708673,0.170867297,Scenario 3 (Budget-prioritized plan)
187,Ogbia,Ahoada West,0.434415481,0.434415481,0.677954027,3650,-1,2030,-1,11,0.01708673,0.187954027,Scenario 3 (Budget-prioritized plan)
188,Port-Harcourt,Ahoada West,0.323798718,0.323798718,0.50708673,0,365,2020,-1,1,0.01708673,0.01708673,Scenario 3 (Budget-prioritized plan)
189,Port-Harcourt,Ahoada West,0.340885447,0.340885447,0.524173459,365,365,2021,-1,2,0.01708673,0.034173459,Scenario 3 (Budget-prioritized plan)
190,Port-Harcourt,Ahoada West,0.357972177,0.357972177,0.541260189,730,365,2022,-1,3,0.01708673,0.051260189,Scenario 3 (Budget-prioritized plan)
191,Port-Harcourt,Ahoada West,0.375058907,0.375058907,0.558346919,1095,365,2023,-1,4,0.01708673,0.068346919,Scenario 3 (Budget-prioritized plan)
192,Port-Harcourt,Ahoada West,0.392145636,0.392145636,0.575433648,1460,365,2024,-1,5,0.01708673,0.085433648,Scenario 3 (Budget-prioritized plan)
193,Port-Harcourt,Ahoada West,0.409232366,0.409232366,0.592520378,1825,365,2025,-1,6,0.01708673,0.102520378,Scenario 3 (Budget-prioritized plan)
194,Port-Harcourt,Ahoada West,0.426319096,0.426319096,0.609607108,2190,365,2026,-1,7,0.01708673,0.119607108,Scenario 3 (Budget-prioritized plan)
195,Port-Harcourt,Ahoada West,0.443405826,0.443405826,0.626693838,2555,365,2027,-1,8,0.01708673,0.136693838,Scenario 3 (Budget-prioritized plan)
196,Port-Harcourt,Ahoada West,0.460492555,0.460492555,0.643780567,2920,365,2028,-1,9,0.01708673,0.153780567,Scenario 3 (Budget-prioritized plan)
197,Port-Harcourt,Ahoada West,0.477579285,0.477579285,0.660867297,3285,365,2029,-1,10,0.01708673,0.170867297,Scenario 3 (Budget-prioritized plan)
198,Port-Harcourt,Ahoada West,0.494666015,0.494666015,0.677954027,3650,-1,2030,-1,11,0.01708673,0.187954027,Scenario 3 (Budget-prioritized plan)
199,Sagbama,Ahoada West,0.435820714,0.435820714,0.50708673,0,365,2020,-1,1,0.01708673,0.01708673,Scenario 3 (Budget-prioritized plan)
200,Sagbama,Ahoada West,0.452907443,0.452907443,0.524173459,365,365,2021,-1,2,0.01708673,0.034173459,Scenario 3 (Budget-prioritized plan)
201,Sagbama,Ahoada West,0.469994173,0.469994173,0.541260189,730,365,2022,-1,3,0.01708673,0.051260189,Scenario 3 (Budget-prioritized plan)
202,Sagbama,Ahoada West,0.487080903,0.487080903,0.558346919,1095,365,2023,-1,4,0.01708673,0.068346919,Scenario 3 (Budget-prioritized plan)
203,Sagbama,Ahoada West,0.504167632,0.504167632,0.575433648,1460,365,2024,-1,5,0.01708673,0.085433648,Scenario 3 (Budget-prioritized plan)
204,Sagbama,Ahoada West,0.521254362,0.521254362,0.592520378,1825,365,2025,-1,6,0.01708673,0.102520378,Scenario 3 (Budget-prioritized plan)
205,Sagbama,Ahoada West,0.538341092,0.538341092,0.609607108,2190,365,2026,-1,7,0.01708673,0.119607108,Scenario 3 (Budget-prioritized plan)
206,Sagbama,Ahoada West,0.555427822,0.555427822,0.626693838,2555,365,2027,-1,8,0.01708673,0.136693838,Scenario 3 (Budget-prioritized plan)
207,Sagbama,Ahoada West,0.572514551,0.572514551,0.643780567,2920,365,2028,-1,9,0.01708673,0.153780567,Scenario 3 (Budget-prioritized plan)
208,Sagbama,Ahoada West,0.589601281,0.589601281,0.660867297,3285,365,2029,-1,10,0.01708673,0.170867297,Scenario 3 (Budget-prioritized plan)
209,Sagbama,Ahoada West,0.606688011,0.606688011,0.677954027,3650,-1,2030,-1,11,0.01708673,0.187954027,Scenario 3 (Budget-prioritized plan)
210,Southern Ijaw,Ahoada West,0.263548184,0.263548184,0.50708673,0,365,2020,-1,1,0.01708673,0.01708673,Scenario 3 (Budget-prioritized plan)
211,Southern Ijaw,Ahoada West,0.280634913,0.280634913,0.524173459,365,365,2021,-1,2,0.01708673,0.034173459,Scenario 3 (Budget-prioritized plan)
212,Southern Ijaw,Ahoada West,0.297721643,0.297721643,0.541260189,730,365,2022,-1,3,0.01708673,0.051260189,Scenario 3 (Budget-prioritized plan)
213,Southern Ijaw,Ahoada West,0.314808373,0.314808373,0.558346919,1095,365,2023,-1,4,0.01708673,0.068346919,Scenario 3 (Budget-prioritized plan)
214,Southern Ijaw,Ahoada West,0.331895102,0.331895102,0.575433648,1460,365,2024,-1,5,0.01708673,0.085433648,Scenario 3 (Budget-prioritized plan)
215,Southern Ijaw,Ahoada West,0.348981832,0.348981832,0.592520378,1825,365,2025,-1,6,0.01708673,0.102520378,Scenario 3 (Budget-prioritized plan)
216,Southern Ijaw,Ahoada West,0.366068562,0.366068562,0.609607108,2190,365,2026,-1,7,0.01708673,0.119607108,Scenario 3 (Budget-prioritized plan)
217,Southern Ijaw,Ahoada West,0.383155292,0.383155292,0.626693838,2555,365,2027,-1,8,0.01708673,0.136693838,Scenario 3 (Budget-prioritized plan)
218,Southern Ijaw,Ahoada West,0.400242021,0.400242021,0.643780567,2920,365,2028,-1,9,0.01708673,0.153780567,Scenario 3 (Budget-prioritized plan)
219,Southern Ijaw,Ahoada West,0.417328751,0.417328751,0.660867297,3285,365,2029,-1,10,0.01708673,0.170867297,Scenario 3 (Budget-prioritized plan)
220,Southern Ijaw,Ahoada West,0.434415481,0.434415481,0.677954027,3650,-1,2030,-1,11,0.01708673,0.187954027,Scenario 3 (Budget-prioritized plan)
221,Ado,Akinyele,0.197467229,0.197467229,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
222,Ado,Akinyele,0.223638147,0.223638147,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
223,Ado,Akinyele,0.249809065,0.249809065,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
224,Ado,Akinyele,0.275979983,0.275979983,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
225,Ado,Akinyele,0.302150901,0.302150901,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
226,Ado,Akinyele,0.328321819,0.328321819,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
227,Ado,Akinyele,0.354492737,0.354492737,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
228,Ado,Akinyele,0.380663655,0.380663655,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
229,Ado,Akinyele,0.406834573,0.406834573,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
230,Ado,Akinyele,0.43300549,0.43300549,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
231,Ado,Akinyele,0.459176408,0.459176408,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
232,Afijio,Akinyele,0.181097153,0.181097153,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
233,Afijio,Akinyele,0.207268071,0.207268071,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
234,Afijio,Akinyele,0.233438989,0.233438989,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
235,Afijio,Akinyele,0.259609907,0.259609907,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
236,Afijio,Akinyele,0.285780825,0.285780825,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
237,Afijio,Akinyele,0.311951743,0.311951743,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
238,Afijio,Akinyele,0.338122661,0.338122661,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
239,Afijio,Akinyele,0.364293579,0.364293579,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
240,Afijio,Akinyele,0.390464497,0.390464497,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
241,Afijio,Akinyele,0.416635414,0.416635414,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
242,Afijio,Akinyele,0.442806332,0.442806332,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
243,Aiyedade,Akinyele,0.181097153,0.181097153,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
244,Aiyedade,Akinyele,0.207268071,0.207268071,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
245,Aiyedade,Akinyele,0.233438989,0.233438989,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
246,Aiyedade,Akinyele,0.259609907,0.259609907,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
247,Aiyedade,Akinyele,0.285780825,0.285780825,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
248,Aiyedade,Akinyele,0.311951743,0.311951743,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
249,Aiyedade,Akinyele,0.338122661,0.338122661,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
250,Aiyedade,Akinyele,0.364293579,0.364293579,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
251,Aiyedade,Akinyele,0.390464497,0.390464497,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
252,Aiyedade,Akinyele,0.416635414,0.416635414,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
253,Aiyedade,Akinyele,0.442806332,0.442806332,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
254,Aiyedire,Akinyele,0.181097153,0.181097153,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
255,Aiyedire,Akinyele,0.207268071,0.207268071,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
256,Aiyedire,Akinyele,0.233438989,0.233438989,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
257,Aiyedire,Akinyele,0.259609907,0.259609907,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
258,Aiyedire,Akinyele,0.285780825,0.285780825,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
259,Aiyedire,Akinyele,0.311951743,0.311951743,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
260,Aiyedire,Akinyele,0.338122661,0.338122661,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
261,Aiyedire,Akinyele,0.364293579,0.364293579,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
262,Aiyedire,Akinyele,0.390464497,0.390464497,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
263,Aiyedire,Akinyele,0.416635414,0.416635414,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
264,Aiyedire,Akinyele,0.442806332,0.442806332,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
265,Akinyele,Akinyele,0.181097153,0.181097153,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
266,Akinyele,Akinyele,0.207268071,0.207268071,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
267,Akinyele,Akinyele,0.233438989,0.233438989,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
268,Akinyele,Akinyele,0.259609907,0.259609907,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
269,Akinyele,Akinyele,0.285780825,0.285780825,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
270,Akinyele,Akinyele,0.311951743,0.311951743,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
271,Akinyele,Akinyele,0.338122661,0.338122661,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
272,Akinyele,Akinyele,0.364293579,0.364293579,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
273,Akinyele,Akinyele,0.390464497,0.390464497,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
274,Akinyele,Akinyele,0.416635414,0.416635414,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
275,Akinyele,Akinyele,0.442806332,0.442806332,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
276,Atakumosa West,Akinyele,0.181097153,0.181097153,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
277,Atakumosa West,Akinyele,0.207268071,0.207268071,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
278,Atakumosa West,Akinyele,0.233438989,0.233438989,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
279,Atakumosa West,Akinyele,0.259609907,0.259609907,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
280,Atakumosa West,Akinyele,0.285780825,0.285780825,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
281,Atakumosa West,Akinyele,0.311951743,0.311951743,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
282,Atakumosa West,Akinyele,0.338122661,0.338122661,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
283,Atakumosa West,Akinyele,0.364293579,0.364293579,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
284,Atakumosa West,Akinyele,0.390464497,0.390464497,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
285,Atakumosa West,Akinyele,0.416635414,0.416635414,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
286,Atakumosa West,Akinyele,0.442806332,0.442806332,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
287,Atiba,Akinyele,0.181097153,0.181097153,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
288,Atiba,Akinyele,0.207268071,0.207268071,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
289,Atiba,Akinyele,0.233438989,0.233438989,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
290,Atiba,Akinyele,0.259609907,0.259609907,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
291,Atiba,Akinyele,0.285780825,0.285780825,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
292,Atiba,Akinyele,0.311951743,0.311951743,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
293,Atiba,Akinyele,0.338122661,0.338122661,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
294,Atiba,Akinyele,0.364293579,0.364293579,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
295,Atiba,Akinyele,0.390464497,0.390464497,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
296,Atiba,Akinyele,0.416635414,0.416635414,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
297,Atiba,Akinyele,0.442806332,0.442806332,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
298,Boluwaduro,Akinyele,0.181097153,0.181097153,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
299,Boluwaduro,Akinyele,0.207268071,0.207268071,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
300,Boluwaduro,Akinyele,0.233438989,0.233438989,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
301,Boluwaduro,Akinyele,0.259609907,0.259609907,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
302,Boluwaduro,Akinyele,0.285780825,0.285780825,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
303,Boluwaduro,Akinyele,0.311951743,0.311951743,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
304,Boluwaduro,Akinyele,0.338122661,0.338122661,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
305,Boluwaduro,Akinyele,0.364293579,0.364293579,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
306,Boluwaduro,Akinyele,0.390464497,0.390464497,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
307,Boluwaduro,Akinyele,0.416635414,0.416635414,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
308,Boluwaduro,Akinyele,0.442806332,0.442806332,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
309,Boripe,Akinyele,0.359504251,0.359504251,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
310,Boripe,Akinyele,0.385675169,0.385675169,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
311,Boripe,Akinyele,0.411846087,0.411846087,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
312,Boripe,Akinyele,0.438017005,0.438017005,0.594683672,1095,365,2023,-1,4,0.026170918,0.104683672,Scenario 3 (Budget-prioritized plan)
313,Boripe,Akinyele,0.464187923,0.464187923,0.62085459,1460,365,2024,-1,5,0.026170918,0.13085459,Scenario 3 (Budget-prioritized plan)
314,Boripe,Akinyele,0.490358841,0.490358841,0.647025508,1825,365,2025,-1,6,0.026170918,0.157025508,Scenario 3 (Budget-prioritized plan)
315,Boripe,Akinyele,0.516529759,0.516529759,0.673196426,2190,365,2026,-1,7,0.026170918,0.183196426,Scenario 3 (Budget-prioritized plan)
316,Boripe,Akinyele,0.542700677,0.542700677,0.699367344,2555,365,2027,-1,8,0.026170918,0.209367344,Scenario 3 (Budget-prioritized plan)
317,Boripe,Akinyele,0.568871595,0.568871595,0.725538262,2920,365,2028,-1,9,0.026170918,0.235538262,Scenario 3 (Budget-prioritized plan)
318,Boripe,Akinyele,0.595042512,0.595042512,0.751709179,3285,365,2029,-1,10,0.026170918,0.261709179,Scenario 3 (Budget-prioritized plan)
319,Boripe,Akinyele,0.62121343,0.62121343,0.777880097,3650,-1,2030,-1,11,0.026170918,0.287880097,Scenario 3 (Budget-prioritized plan)
320,Ede North,Akinyele,0.181097153,0.181097153,0.516170918,0,365,2020,-1,1,0.026170918,0.026170918,Scenario 3 (Budget-prioritized plan)
321,Ede North,Akinyele,0.207268071,0.207268071,0.542341836,365,365,2021,-1,2,0.026170918,0.052341836,Scenario 3 (Budget-prioritized plan)
322,Ede North,Akinyele,0.233438989,0.233438989,0.568512754,730,365,2022,-1,3,0.026170918,0.078512754,Scenario 3 (Budget-prioritized plan)
