"","adm1","LGA","smc_plan1","repDS","peak","year","round","duration","coverage_high_access","coverage_low_access","max_age","simday"
"11646","Katsina","Jibia","SMC","Rimi","march",2029,2,-1,1,0.977477477,5,3499
"11647","Katsina","Jibia","SMC","Rimi","march",2029,3,-1,1,0.951951952,5,3527
"11648","Katsina","Jibia","SMC","Rimi","march",2029,4,-1,1,0.6,5,3555
"12865","Katsina","Jibia","SMC","Rimi","march",2030,1,-1,1,0.975975976,5,3836
"12866","Katsina","Jibia","SMC","Rimi","march",2030,2,-1,1,0.977477477,5,3864
"12867","Katsina","Jibia","SMC","Rimi","march",2030,3,-1,1,0.951951952,5,3892
"12868","Katsina","Jibia","SMC","Rimi","march",2030,4,-1,1,0.6,5,3920
"505","Kano","Kabo","SMC","Gwarzo","august",2020,1,-1,1,0.6,5,223
"506","Kano","Kabo","SMC","Gwarzo","august",2020,2,-1,1,0.6,5,253
"507","Kano","Kabo","SMC","Gwarzo","august",2020,3,-1,1,0.6,5,283
"508","Kano","Kabo","SMC","Gwarzo","august",2020,4,-1,1,0.6,5,313
"1725","Kano","Kabo","SMC","Gwarzo","august",2021,1,-1,1,0.6,5,588
"1726","Kano","Kabo","SMC","Gwarzo","august",2021,2,-1,1,0.6,5,618
"1727","Kano","Kabo","SMC","Gwarzo","august",2021,3,-1,1,0.6,5,648
"1728","Kano","Kabo","SMC","Gwarzo","august",2021,4,-1,1,0.6,5,678
"2945","Kano","Kabo","SMC","Gwarzo","august",2022,1,-1,1,0.6,5,953
"2946","Kano","Kabo","SMC","Gwarzo","august",2022,2,-1,1,0.6,5,983
"2947","Kano","Kabo","SMC","Gwarzo","august",2022,3,-1,1,0.6,5,1013
"2948","Kano","Kabo","SMC","Gwarzo","august",2022,4,-1,1,0.6,5,1043
"4165","Kano","Kabo","SMC","Gwarzo","august",2023,1,-1,1,0.6,5,1318
"4166","Kano","Kabo","SMC","Gwarzo","august",2023,2,-1,1,0.6,5,1348
"4167","Kano","Kabo","SMC","Gwarzo","august",2023,3,-1,1,0.6,5,1378
"4168","Kano","Kabo","SMC","Gwarzo","august",2023,4,-1,1,0.6,5,1408
"5385","Kano","Kabo","SMC","Gwarzo","august",2024,1,-1,1,0.6,5,1683
"5386","Kano","Kabo","SMC","Gwarzo","august",2024,2,-1,1,0.6,5,1713
"5387","Kano","Kabo","SMC","Gwarzo","august",2024,3,-1,1,0.6,5,1743
"5388","Kano","Kabo","SMC","Gwarzo","august",2024,4,-1,1,0.6,5,1773
"6605","Kano","Kabo","SMC","Gwarzo","august",2025,1,-1,1,0.6,5,2048
"6606","Kano","Kabo","SMC","Gwarzo","august",2025,2,-1,1,0.6,5,2078
"6607","Kano","Kabo","SMC","Gwarzo","august",2025,3,-1,1,0.6,5,2108
"6608","Kano","Kabo","SMC","Gwarzo","august",2025,4,-1,1,0.6,5,2138
"7825","Kano","Kabo","SMC","Gwarzo","august",2026,1,-1,1,0.6,5,2413
"7826","Kano","Kabo","SMC","Gwarzo","august",2026,2,-1,1,0.6,5,2443
"7827","Kano","Kabo","SMC","Gwarzo","august",2026,3,-1,1,0.6,5,2473
"7828","Kano","Kabo","SMC","Gwarzo","august",2026,4,-1,1,0.6,5,2503
"9045","Kano","Kabo","SMC","Gwarzo","august",2027,1,-1,1,0.6,5,2778
"9046","Kano","Kabo","SMC","Gwarzo","august",2027,2,-1,1,0.6,5,2808
"9047","Kano","Kabo","SMC","Gwarzo","august",2027,3,-1,1,0.6,5,2838
"9048","Kano","Kabo","SMC","Gwarzo","august",2027,4,-1,1,0.6,5,2868
"10265","Kano","Kabo","SMC","Gwarzo","august",2028,1,-1,1,0.6,5,3143
"10266","Kano","Kabo","SMC","Gwarzo","august",2028,2,-1,1,0.6,5,3173
"10267","Kano","Kabo","SMC","Gwarzo","august",2028,3,-1,1,0.6,5,3203
"10268","Kano","Kabo","SMC","Gwarzo","august",2028,4,-1,1,0.6,5,3233
"11485","Kano","Kabo","SMC","Gwarzo","august",2029,1,-1,1,0.6,5,3508
"11486","Kano","Kabo","SMC","Gwarzo","august",2029,2,-1,1,0.6,5,3538
"11487","Kano","Kabo","SMC","Gwarzo","august",2029,3,-1,1,0.6,5,3568
"11488","Kano","Kabo","SMC","Gwarzo","august",2029,4,-1,1,0.6,5,3598
"12705","Kano","Kabo","SMC","Gwarzo","august",2030,1,-1,1,0.6,5,3873
"12706","Kano","Kabo","SMC","Gwarzo","august",2030,2,-1,1,0.6,5,3903
"12707","Kano","Kabo","SMC","Gwarzo","august",2030,3,-1,1,0.6,5,3933
"12708","Kano","Kabo","SMC","Gwarzo","august",2030,4,-1,1,0.6,5,3963
"365","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2020,1,-1,1,0.6,5,162
"366","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2020,2,-1,1,0.6,5,192
"367","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2020,3,-1,1,0.6,5,222
"368","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2020,4,-1,1,0.6,5,252
"1585","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2021,1,-1,1,0.6,5,527
"1586","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2021,2,-1,1,0.6,5,557
"1587","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2021,3,-1,1,0.6,5,587
"1588","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2021,4,-1,1,0.6,5,617
"2805","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2022,1,-1,1,0.6,5,892
"2806","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2022,2,-1,1,0.6,5,922
"2807","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2022,3,-1,1,0.6,5,952
"2808","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2022,4,-1,1,0.6,5,982
"4025","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2023,1,-1,1,0.6,5,1257
"4026","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2023,2,-1,1,0.6,5,1287
"4027","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2023,3,-1,1,0.6,5,1317
"4028","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2023,4,-1,1,0.6,5,1347
"5245","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2024,1,-1,1,0.6,5,1622
"5246","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2024,2,-1,1,0.6,5,1652
"5247","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2024,3,-1,1,0.6,5,1682
"5248","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2024,4,-1,1,0.6,5,1712
"6465","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2025,1,-1,1,0.6,5,1987
"6466","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2025,2,-1,1,0.6,5,2017
"6467","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2025,3,-1,1,0.6,5,2047
"6468","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2025,4,-1,1,0.6,5,2077
"7685","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2026,1,-1,1,0.6,5,2352
"7686","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2026,2,-1,1,0.6,5,2382
"7687","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2026,3,-1,1,0.6,5,2412
"7688","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2026,4,-1,1,0.6,5,2442
"8905","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2027,1,-1,1,0.6,5,2717
"8906","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2027,2,-1,1,0.6,5,2747
"8907","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2027,3,-1,1,0.6,5,2777
"8908","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2027,4,-1,1,0.6,5,2807
"10125","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2028,1,-1,1,0.6,5,3082
"10126","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2028,2,-1,1,0.6,5,3112
"10127","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2028,3,-1,1,0.6,5,3142
"10128","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2028,4,-1,1,0.6,5,3172
"11345","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2029,1,-1,1,0.6,5,3447
"11346","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2029,2,-1,1,0.6,5,3477
"11347","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2029,3,-1,1,0.6,5,3507
"11348","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2029,4,-1,1,0.6,5,3537
"12565","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2030,1,-1,1,0.6,5,3812
"12566","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2030,2,-1,1,0.6,5,3842
"12567","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2030,3,-1,1,0.6,5,3872
"12568","Kaduna","Kachia","SMC in PAAR","Ngor-Okpala","june",2030,4,-1,1,0.6,5,3902
"369","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2020,1,-1,1,0.6,5,186
"370","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2020,2,-1,1,0.6,5,216
"371","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2020,3,-1,1,0.6,5,246
"372","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2020,4,-1,1,0.6,5,276
"1589","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2021,1,-1,1,0.6,5,551
"1590","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2021,2,-1,1,0.6,5,581
"1591","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2021,3,-1,1,0.6,5,611
"1592","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2021,4,-1,1,0.6,5,641
"2809","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2022,1,-1,1,0.6,5,916
"2810","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2022,2,-1,1,0.6,5,946
"2811","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2022,3,-1,1,0.6,5,976
"2812","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2022,4,-1,1,0.6,5,1006
"4029","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2023,1,-1,1,0.6,5,1281
"4030","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2023,2,-1,1,0.6,5,1311
"4031","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2023,3,-1,1,0.6,5,1341
"4032","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2023,4,-1,1,0.6,5,1371
"5249","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2024,1,-1,1,0.6,5,1646
"5250","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2024,2,-1,1,0.6,5,1676
"5251","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2024,3,-1,1,0.6,5,1706
"5252","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2024,4,-1,1,0.6,5,1736
"6469","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2025,1,-1,1,0.6,5,2011
"6470","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2025,2,-1,1,0.6,5,2041
"6471","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2025,3,-1,1,0.6,5,2071
"6472","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2025,4,-1,1,0.6,5,2101
"7689","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2026,1,-1,1,0.6,5,2376
"7690","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2026,2,-1,1,0.6,5,2406
"7691","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2026,3,-1,1,0.6,5,2436
"7692","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2026,4,-1,1,0.6,5,2466
"8909","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2027,1,-1,1,0.6,5,2741
"8910","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2027,2,-1,1,0.6,5,2771
"8911","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2027,3,-1,1,0.6,5,2801
"8912","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2027,4,-1,1,0.6,5,2831
"10129","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2028,1,-1,1,0.6,5,3106
"10130","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2028,2,-1,1,0.6,5,3136
"10131","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2028,3,-1,1,0.6,5,3166
"10132","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2028,4,-1,1,0.6,5,3196
"11349","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2029,1,-1,1,0.6,5,3471
"11350","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2029,2,-1,1,0.6,5,3501
"11351","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2029,3,-1,1,0.6,5,3531
"11352","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2029,4,-1,1,0.6,5,3561
"12569","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2030,1,-1,1,0.6,5,3836
"12570","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2030,2,-1,1,0.6,5,3866
"12571","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2030,3,-1,1,0.6,5,3896
"12572","Kaduna","Kaduna North","SMC in PAAR","Soba","july",2030,4,-1,1,0.6,5,3926
"373","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2020,1,-1,1,0.6,5,186
"374","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2020,2,-1,1,0.6,5,216
"375","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2020,3,-1,1,0.6,5,246
"376","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2020,4,-1,1,0.6,5,276
"1593","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2021,1,-1,1,0.6,5,551
"1594","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2021,2,-1,1,0.6,5,581
"1595","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2021,3,-1,1,0.6,5,611
"1596","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2021,4,-1,1,0.6,5,641
"2813","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2022,1,-1,1,0.6,5,916
"2814","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2022,2,-1,1,0.6,5,946
"2815","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2022,3,-1,1,0.6,5,976
"2816","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2022,4,-1,1,0.6,5,1006
"4033","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2023,1,-1,1,0.6,5,1281
"4034","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2023,2,-1,1,0.6,5,1311
"4035","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2023,3,-1,1,0.6,5,1341
"4036","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2023,4,-1,1,0.6,5,1371
"5253","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2024,1,-1,1,0.6,5,1646
"5254","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2024,2,-1,1,0.6,5,1676
"5255","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2024,3,-1,1,0.6,5,1706
"5256","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2024,4,-1,1,0.6,5,1736
"6473","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2025,1,-1,1,0.6,5,2011
"6474","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2025,2,-1,1,0.6,5,2041
"6475","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2025,3,-1,1,0.6,5,2071
"6476","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2025,4,-1,1,0.6,5,2101
"7693","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2026,1,-1,1,0.6,5,2376
"7694","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2026,2,-1,1,0.6,5,2406
"7695","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2026,3,-1,1,0.6,5,2436
"7696","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2026,4,-1,1,0.6,5,2466
"8913","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2027,1,-1,1,0.6,5,2741
"8914","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2027,2,-1,1,0.6,5,2771
"8915","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2027,3,-1,1,0.6,5,2801
"8916","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2027,4,-1,1,0.6,5,2831
"10133","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2028,1,-1,1,0.6,5,3106
"10134","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2028,2,-1,1,0.6,5,3136
"10135","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2028,3,-1,1,0.6,5,3166
"10136","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2028,4,-1,1,0.6,5,3196
"11353","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2029,1,-1,1,0.6,5,3471
"11354","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2029,2,-1,1,0.6,5,3501
"11355","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2029,3,-1,1,0.6,5,3531
"11356","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2029,4,-1,1,0.6,5,3561
"12573","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2030,1,-1,1,0.6,5,3836
"12574","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2030,2,-1,1,0.6,5,3866
"12575","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2030,3,-1,1,0.6,5,3896
"12576","Kaduna","Kaduna South","SMC in PAAR","Soba","july",2030,4,-1,1,0.6,5,3926
"285","Jigawa","Kafin Hausa","SMC","Taura","july",2020,1,-1,1,0.6,5,186
"286","Jigawa","Kafin Hausa","SMC","Taura","july",2020,2,-1,1,0.6,5,216
"287","Jigawa","Kafin Hausa","SMC","Taura","july",2020,3,-1,1,0.6,5,246
"288","Jigawa","Kafin Hausa","SMC","Taura","july",2020,4,-1,1,0.6,5,276
"1505","Jigawa","Kafin Hausa","SMC","Taura","july",2021,1,-1,1,0.6,5,551
"1506","Jigawa","Kafin Hausa","SMC","Taura","july",2021,2,-1,1,0.6,5,581
"1507","Jigawa","Kafin Hausa","SMC","Taura","july",2021,3,-1,1,0.6,5,611
"1508","Jigawa","Kafin Hausa","SMC","Taura","july",2021,4,-1,1,0.6,5,641
"2725","Jigawa","Kafin Hausa","SMC","Taura","july",2022,1,-1,1,0.6,5,916
"2726","Jigawa","Kafin Hausa","SMC","Taura","july",2022,2,-1,1,0.6,5,946
"2727","Jigawa","Kafin Hausa","SMC","Taura","july",2022,3,-1,1,0.6,5,976
"2728","Jigawa","Kafin Hausa","SMC","Taura","july",2022,4,-1,1,0.6,5,1006
"3945","Jigawa","Kafin Hausa","SMC","Taura","july",2023,1,-1,1,0.6,5,1281
"3946","Jigawa","Kafin Hausa","SMC","Taura","july",2023,2,-1,1,0.6,5,1311
"3947","Jigawa","Kafin Hausa","SMC","Taura","july",2023,3,-1,1,0.6,5,1341
"3948","Jigawa","Kafin Hausa","SMC","Taura","july",2023,4,-1,1,0.6,5,1371
"5165","Jigawa","Kafin Hausa","SMC","Taura","july",2024,1,-1,1,0.6,5,1646
"5166","Jigawa","Kafin Hausa","SMC","Taura","july",2024,2,-1,1,0.6,5,1676
"5167","Jigawa","Kafin Hausa","SMC","Taura","july",2024,3,-1,1,0.6,5,1706
"5168","Jigawa","Kafin Hausa","SMC","Taura","july",2024,4,-1,1,0.6,5,1736
"6385","Jigawa","Kafin Hausa","SMC","Taura","july",2025,1,-1,1,0.6,5,2011
"6386","Jigawa","Kafin Hausa","SMC","Taura","july",2025,2,-1,1,0.6,5,2041
"6387","Jigawa","Kafin Hausa","SMC","Taura","july",2025,3,-1,1,0.6,5,2071
"6388","Jigawa","Kafin Hausa","SMC","Taura","july",2025,4,-1,1,0.6,5,2101
"7605","Jigawa","Kafin Hausa","SMC","Taura","july",2026,1,-1,1,0.6,5,2376
"7606","Jigawa","Kafin Hausa","SMC","Taura","july",2026,2,-1,1,0.6,5,2406
"7607","Jigawa","Kafin Hausa","SMC","Taura","july",2026,3,-1,1,0.6,5,2436
"7608","Jigawa","Kafin Hausa","SMC","Taura","july",2026,4,-1,1,0.6,5,2466
"8825","Jigawa","Kafin Hausa","SMC","Taura","july",2027,1,-1,1,0.6,5,2741
"8826","Jigawa","Kafin Hausa","SMC","Taura","july",2027,2,-1,1,0.6,5,2771
"8827","Jigawa","Kafin Hausa","SMC","Taura","july",2027,3,-1,1,0.6,5,2801
"8828","Jigawa","Kafin Hausa","SMC","Taura","july",2027,4,-1,1,0.6,5,2831
"10045","Jigawa","Kafin Hausa","SMC","Taura","july",2028,1,-1,1,0.6,5,3106
"10046","Jigawa","Kafin Hausa","SMC","Taura","july",2028,2,-1,1,0.6,5,3136
"10047","Jigawa","Kafin Hausa","SMC","Taura","july",2028,3,-1,1,0.6,5,3166
"10048","Jigawa","Kafin Hausa","SMC","Taura","july",2028,4,-1,1,0.6,5,3196
"11265","Jigawa","Kafin Hausa","SMC","Taura","july",2029,1,-1,1,0.6,5,3471
"11266","Jigawa","Kafin Hausa","SMC","Taura","july",2029,2,-1,1,0.6,5,3501
"11267","Jigawa","Kafin Hausa","SMC","Taura","july",2029,3,-1,1,0.6,5,3531
"11268","Jigawa","Kafin Hausa","SMC","Taura","july",2029,4,-1,1,0.6,5,3561
"12485","Jigawa","Kafin Hausa","SMC","Taura","july",2030,1,-1,1,0.6,5,3836
"12486","Jigawa","Kafin Hausa","SMC","Taura","july",2030,2,-1,1,0.6,5,3866
"12487","Jigawa","Kafin Hausa","SMC","Taura","july",2030,3,-1,1,0.6,5,3896
"12488","Jigawa","Kafin Hausa","SMC","Taura","july",2030,4,-1,1,0.6,5,3926
"669","Katsina","Kafur","SMC","Gwarzo","august",2020,1,-1,1,0.6,5,223
"670","Katsina","Kafur","SMC","Gwarzo","august",2020,2,-1,1,0.6,5,253
"671","Katsina","Kafur","SMC","Gwarzo","august",2020,3,-1,1,0.6,5,283
"672","Katsina","Kafur","SMC","Gwarzo","august",2020,4,-1,1,0.6,5,313
"1889","Katsina","Kafur","SMC","Gwarzo","august",2021,1,-1,1,0.6,5,588
"1890","Katsina","Kafur","SMC","Gwarzo","august",2021,2,-1,1,0.6,5,618
"1891","Katsina","Kafur","SMC","Gwarzo","august",2021,3,-1,1,0.6,5,648
"1892","Katsina","Kafur","SMC","Gwarzo","august",2021,4,-1,1,0.6,5,678
"3109","Katsina","Kafur","SMC","Gwarzo","august",2022,1,-1,1,0.6,5,953
"3110","Katsina","Kafur","SMC","Gwarzo","august",2022,2,-1,1,0.6,5,983
"3111","Katsina","Kafur","SMC","Gwarzo","august",2022,3,-1,1,0.6,5,1013
"3112","Katsina","Kafur","SMC","Gwarzo","august",2022,4,-1,1,0.6,5,1043
"4329","Katsina","Kafur","SMC","Gwarzo","august",2023,1,-1,1,0.6,5,1318
"4330","Katsina","Kafur","SMC","Gwarzo","august",2023,2,-1,1,0.6,5,1348
"4331","Katsina","Kafur","SMC","Gwarzo","august",2023,3,-1,1,0.6,5,1378
"4332","Katsina","Kafur","SMC","Gwarzo","august",2023,4,-1,1,0.6,5,1408
"5549","Katsina","Kafur","SMC","Gwarzo","august",2024,1,-1,1,0.6,5,1683
"5550","Katsina","Kafur","SMC","Gwarzo","august",2024,2,-1,1,0.6,5,1713
"5551","Katsina","Kafur","SMC","Gwarzo","august",2024,3,-1,1,0.6,5,1743
"5552","Katsina","Kafur","SMC","Gwarzo","august",2024,4,-1,1,0.6,5,1773
"6769","Katsina","Kafur","SMC","Gwarzo","august",2025,1,-1,1,0.6,5,2048
"6770","Katsina","Kafur","SMC","Gwarzo","august",2025,2,-1,1,0.6,5,2078
"6771","Katsina","Kafur","SMC","Gwarzo","august",2025,3,-1,1,0.6,5,2108
"6772","Katsina","Kafur","SMC","Gwarzo","august",2025,4,-1,1,0.6,5,2138
"7989","Katsina","Kafur","SMC","Gwarzo","august",2026,1,-1,1,0.6,5,2413
"7990","Katsina","Kafur","SMC","Gwarzo","august",2026,2,-1,1,0.6,5,2443
"7991","Katsina","Kafur","SMC","Gwarzo","august",2026,3,-1,1,0.6,5,2473
"7992","Katsina","Kafur","SMC","Gwarzo","august",2026,4,-1,1,0.6,5,2503
"9209","Katsina","Kafur","SMC","Gwarzo","august",2027,1,-1,1,0.6,5,2778
"9210","Katsina","Kafur","SMC","Gwarzo","august",2027,2,-1,1,0.6,5,2808
"9211","Katsina","Kafur","SMC","Gwarzo","august",2027,3,-1,1,0.6,5,2838
"9212","Katsina","Kafur","SMC","Gwarzo","august",2027,4,-1,1,0.6,5,2868
"10429","Katsina","Kafur","SMC","Gwarzo","august",2028,1,-1,1,0.6,5,3143
"10430","Katsina","Kafur","SMC","Gwarzo","august",2028,2,-1,1,0.6,5,3173
"10431","Katsina","Kafur","SMC","Gwarzo","august",2028,3,-1,1,0.6,5,3203
"10432","Katsina","Kafur","SMC","Gwarzo","august",2028,4,-1,1,0.6,5,3233
"11649","Katsina","Kafur","SMC","Gwarzo","august",2029,1,-1,1,0.6,5,3508
"11650","Katsina","Kafur","SMC","Gwarzo","august",2029,2,-1,1,0.6,5,3538
"11651","Katsina","Kafur","SMC","Gwarzo","august",2029,3,-1,1,0.6,5,3568
"11652","Katsina","Kafur","SMC","Gwarzo","august",2029,4,-1,1,0.6,5,3598
"12869","Katsina","Kafur","SMC","Gwarzo","august",2030,1,-1,1,0.6,5,3873
"12870","Katsina","Kafur","SMC","Gwarzo","august",2030,2,-1,1,0.6,5,3903
"12871","Katsina","Kafur","SMC","Gwarzo","august",2030,3,-1,1,0.6,5,3933
"12872","Katsina","Kafur","SMC","Gwarzo","august",2030,4,-1,1,0.6,5,3963
"129","Borno","Kaga","SMC","Darazo","july",2020,1,-1,1,0.6,5,186
"130","Borno","Kaga","SMC","Darazo","july",2020,2,-1,1,0.6,5,216
"131","Borno","Kaga","SMC","Darazo","july",2020,3,-1,1,0.6,5,246
"132","Borno","Kaga","SMC","Darazo","july",2020,4,-1,1,0.6,5,276
"1349","Borno","Kaga","SMC","Darazo","july",2021,1,-1,1,0.6,5,551
"1350","Borno","Kaga","SMC","Darazo","july",2021,2,-1,1,0.6,5,581
"1351","Borno","Kaga","SMC","Darazo","july",2021,3,-1,1,0.6,5,611
"1352","Borno","Kaga","SMC","Darazo","july",2021,4,-1,1,0.6,5,641
"2569","Borno","Kaga","SMC","Darazo","july",2022,1,-1,1,0.6,5,916
"2570","Borno","Kaga","SMC","Darazo","july",2022,2,-1,1,0.6,5,946
"2571","Borno","Kaga","SMC","Darazo","july",2022,3,-1,1,0.6,5,976
"2572","Borno","Kaga","SMC","Darazo","july",2022,4,-1,1,0.6,5,1006
"3789","Borno","Kaga","SMC","Darazo","july",2023,1,-1,1,0.6,5,1281
"3790","Borno","Kaga","SMC","Darazo","july",2023,2,-1,1,0.6,5,1311
"3791","Borno","Kaga","SMC","Darazo","july",2023,3,-1,1,0.6,5,1341
"3792","Borno","Kaga","SMC","Darazo","july",2023,4,-1,1,0.6,5,1371
