"","LGA","Rep_DS","State","U5_coverage","adult_coverage","simday","duration","year","round","severe_cases","scale_m","scale_values"
"1110","Bekwara","Oke-Ero",NA,0.587230056984251,0.587230056984251,3356,365,2029,10,0.8,11,0.340390467984251
"1111","Bekwara","Oke-Ero",NA,0.618174644982819,0.618174644982819,3721,365,2030,11,0.8,12,0.37133505598282
"1112","Bende","Ngor-Okpala",NA,0.282168205786297,0.282168205786297,71,365,2020,1,0.596242401786297,2,0.106242401786297
"1113","Bende","Ngor-Okpala",NA,0.335289406679445,0.335289406679445,436,365,2021,2,0.649363602679445,3,0.159363602679445
"1114","Bende","Ngor-Okpala",NA,0.388410607572593,0.388410607572593,801,365,2022,3,0.702484803572593,4,0.212484803572593
"1115","Bende","Ngor-Okpala",NA,0.441531808465742,0.441531808465742,1166,365,2023,4,0.755606004465742,5,0.265606004465742
"1116","Bende","Ngor-Okpala",NA,0.49465300935889,0.49465300935889,1531,365,2024,5,0.8,6,0.31872720535889
"1117","Bende","Ngor-Okpala",NA,0.547774210252038,0.547774210252038,1896,365,2025,6,0.8,7,0.371848406252038
"1118","Bende","Ngor-Okpala",NA,0.600895411145187,0.600895411145187,2261,365,2026,7,0.8,8,0.424969607145187
"1119","Bende","Ngor-Okpala",NA,0.654016612038335,0.654016612038335,2626,365,2027,8,0.8,9,0.478090808038335
"1120","Bende","Ngor-Okpala",NA,0.707137812931483,0.707137812931483,2991,365,2028,9,0.8,10,0.531212008931483
"1121","Bende","Ngor-Okpala",NA,0.760259013824632,0.760259013824632,3356,365,2029,10,0.8,11,0.584333209824632
"1122","Bende","Ngor-Okpala",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.63745441071778
"1123","Biase","Ngor-Okpala",NA,0.694270712786297,0.694270712786297,71,365,2020,1,0.596242401786297,2,0.106242401786297
"1124","Biase","Ngor-Okpala",NA,0.747391913679445,0.747391913679445,436,365,2021,2,0.649363602679445,3,0.159363602679445
"1125","Biase","Ngor-Okpala",NA,0.8,0.8,801,365,2022,3,0.702484803572593,4,0.212484803572593
"1126","Biase","Ngor-Okpala",NA,0.8,0.8,1166,365,2023,4,0.755606004465742,5,0.265606004465742
"1127","Biase","Ngor-Okpala",NA,0.8,0.8,1531,365,2024,5,0.8,6,0.31872720535889
"1128","Biase","Ngor-Okpala",NA,0.8,0.8,1896,365,2025,6,0.8,7,0.371848406252038
"1129","Biase","Ngor-Okpala",NA,0.8,0.8,2261,365,2026,7,0.8,8,0.424969607145187
"1130","Biase","Ngor-Okpala",NA,0.8,0.8,2626,365,2027,8,0.8,9,0.478090808038335
"1131","Biase","Ngor-Okpala",NA,0.8,0.8,2991,365,2028,9,0.8,10,0.531212008931483
"1132","Biase","Ngor-Okpala",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.584333209824632
"1133","Biase","Ngor-Okpala",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.63745441071778
"1134","Bichi","Gwarzo",NA,0.244298024389467,0.244298024389467,71,365,2020,1,0.562125477389467,2,0.0721254773894673
"1135","Bichi","Gwarzo",NA,0.280360763084201,0.280360763084201,436,365,2021,2,0.598188216084201,3,0.108188216084201
"1136","Bichi","Gwarzo",NA,0.316423501778935,0.316423501778935,801,365,2022,3,0.634250954778935,4,0.144250954778935
"1137","Bichi","Gwarzo",NA,0.352486240473668,0.352486240473668,1166,365,2023,4,0.670313693473668,5,0.180313693473668
"1138","Bichi","Gwarzo",NA,0.388548979168402,0.388548979168402,1531,365,2024,5,0.706376432168402,6,0.216376432168402
"1139","Bichi","Gwarzo",NA,0.424611717863136,0.424611717863136,1896,365,2025,6,0.742439170863136,7,0.252439170863136
"1140","Bichi","Gwarzo",NA,0.460674456557869,0.460674456557869,2261,365,2026,7,0.778501909557869,8,0.288501909557869
"1141","Bichi","Gwarzo",NA,0.496737195252603,0.496737195252603,2626,365,2027,8,0.8,9,0.324564648252603
"1142","Bichi","Gwarzo",NA,0.532799933947337,0.532799933947337,2991,365,2028,9,0.8,10,0.360627386947337
"1143","Bichi","Gwarzo",NA,0.56886267264207,0.56886267264207,3356,365,2029,10,0.8,11,0.39669012564207
"1144","Bichi","Gwarzo",NA,0.604925411336804,0.604925411336804,3721,365,2030,11,0.8,12,0.432752864336804
"1145","Bida","Oke-Ero",NA,0.561889175997137,0.561889175997137,71,365,2020,1,0.551889175997137,2,0.0618891759971366
"1146","Bida","Oke-Ero",NA,0.592833763995705,0.592833763995705,436,365,2021,2,0.582833763995705,3,0.0928337639957049
"1147","Bida","Oke-Ero",NA,0.623778351994273,0.623778351994273,801,365,2022,3,0.613778351994273,4,0.123778351994273
"1148","Bida","Oke-Ero",NA,0.654722939992841,0.654722939992841,1166,365,2023,4,0.644722939992841,5,0.154722939992841
"1149","Bida","Oke-Ero",NA,0.68566752799141,0.68566752799141,1531,365,2024,5,0.67566752799141,6,0.18566752799141
"1150","Bida","Oke-Ero",NA,0.716612115989978,0.716612115989978,1896,365,2025,6,0.706612115989978,7,0.216612115989978
"1151","Bida","Oke-Ero",NA,0.747556703988546,0.747556703988546,2261,365,2026,7,0.737556703988546,8,0.247556703988546
"1152","Bida","Oke-Ero",NA,0.778501291987115,0.778501291987115,2626,365,2027,8,0.768501291987115,9,0.278501291987115
"1153","Bida","Oke-Ero",NA,0.8,0.8,2991,365,2028,9,0.799445879985683,10,0.309445879985683
"1154","Bida","Oke-Ero",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.340390467984251
"1155","Bida","Oke-Ero",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.37133505598282
"1156","Billiri","Alkaleri",NA,0.413418764961484,0.413418764961484,71,365,2020,1,0.570085431961484,2,0.0800854319614836
"1157","Billiri","Alkaleri",NA,0.453461480942225,0.453461480942225,436,365,2021,2,0.610128147942225,3,0.120128147942225
"1158","Billiri","Alkaleri",NA,0.493504196922967,0.493504196922967,801,365,2022,3,0.650170863922967,4,0.160170863922967
"1159","Billiri","Alkaleri",NA,0.533546912903709,0.533546912903709,1166,365,2023,4,0.690213579903709,5,0.200213579903709
"1160","Billiri","Alkaleri",NA,0.573589628884451,0.573589628884451,1531,365,2024,5,0.730256295884451,6,0.240256295884451
"1161","Billiri","Alkaleri",NA,0.613632344865193,0.613632344865193,1896,365,2025,6,0.770299011865193,7,0.280299011865193
"1162","Billiri","Alkaleri",NA,0.653675060845934,0.653675060845934,2261,365,2026,7,0.8,8,0.320341727845934
"1163","Billiri","Alkaleri",NA,0.693717776826676,0.693717776826676,2626,365,2027,8,0.8,9,0.360384443826676
"1164","Billiri","Alkaleri",NA,0.733760492807418,0.733760492807418,2991,365,2028,9,0.8,10,0.400427159807418
"1165","Billiri","Alkaleri",NA,0.77380320878816,0.77380320878816,3356,365,2029,10,0.8,11,0.44046987578816
"1166","Billiri","Alkaleri",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.480512591768902
"1167","Bindawa","Rimi",NA,0.146545446789485,0.146545446789485,71,365,2020,1,0.536545446789485,2,0.0465454467894854
"1168","Bindawa","Rimi",NA,0.169818170184228,0.169818170184228,436,365,2021,2,0.559818170184228,3,0.0698181701842281
"1169","Bindawa","Rimi",NA,0.193090893578971,0.193090893578971,801,365,2022,3,0.583090893578971,4,0.0930908935789709
"1170","Bindawa","Rimi",NA,0.216363616973714,0.216363616973714,1166,365,2023,4,0.606363616973714,5,0.116363616973714
"1171","Bindawa","Rimi",NA,0.239636340368456,0.239636340368456,1531,365,2024,5,0.629636340368456,6,0.139636340368456
"1172","Bindawa","Rimi",NA,0.262909063763199,0.262909063763199,1896,365,2025,6,0.652909063763199,7,0.162909063763199
"1173","Bindawa","Rimi",NA,0.286181787157942,0.286181787157942,2261,365,2026,7,0.676181787157942,8,0.186181787157942
"1174","Bindawa","Rimi",NA,0.309454510552684,0.309454510552684,2626,365,2027,8,0.699454510552684,9,0.209454510552684
"1175","Bindawa","Rimi",NA,0.332727233947427,0.332727233947427,2991,365,2028,9,0.722727233947427,10,0.232727233947427
"1176","Bindawa","Rimi",NA,0.35599995734217,0.35599995734217,3356,365,2029,10,0.74599995734217,11,0.25599995734217
"1177","Bindawa","Rimi",NA,0.379272680736913,0.379272680736913,3721,365,2030,11,0.769272680736913,12,0.279272680736913
"1178","Binji","Gawabawa",NA,0.274555811674184,0.274555811674184,71,365,2020,1,0.514555811674184,2,0.0245558116741843
"1179","Binji","Gawabawa",NA,0.286833717511276,0.286833717511276,436,365,2021,2,0.526833717511276,3,0.0368337175112764
"1180","Binji","Gawabawa",NA,0.299111623348369,0.299111623348369,801,365,2022,3,0.539111623348369,4,0.0491116233483686
"1181","Binji","Gawabawa",NA,0.311389529185461,0.311389529185461,1166,365,2023,4,0.551389529185461,5,0.0613895291854607
"1182","Binji","Gawabawa",NA,0.323667435022553,0.323667435022553,1531,365,2024,5,0.563667435022553,6,0.0736674350225529
"1183","Binji","Gawabawa",NA,0.335945340859645,0.335945340859645,1896,365,2025,6,0.575945340859645,7,0.085945340859645
"1184","Binji","Gawabawa",NA,0.348223246696737,0.348223246696737,2261,365,2026,7,0.588223246696737,8,0.0982232466967372
"1185","Binji","Gawabawa",NA,0.360501152533829,0.360501152533829,2626,365,2027,8,0.600501152533829,9,0.110501152533829
"1186","Binji","Gawabawa",NA,0.372779058370922,0.372779058370922,2991,365,2028,9,0.612779058370922,10,0.122779058370921
"1187","Binji","Gawabawa",NA,0.385056964208014,0.385056964208014,3356,365,2029,10,0.625056964208014,11,0.135056964208014
"1188","Binji","Gawabawa",NA,0.397334870045106,0.397334870045106,3721,365,2030,11,0.637334870045106,12,0.147334870045106
"1189","Biriniwa","Taura",NA,0.227556999052626,0.227556999052626,71,365,2020,1,0.550890332052626,2,0.0608903320526256
"1190","Biriniwa","Taura",NA,0.258002165078938,0.258002165078938,436,365,2021,2,0.581335498078938,3,0.0913354980789385
"1191","Biriniwa","Taura",NA,0.288447331105251,0.288447331105251,801,365,2022,3,0.611780664105251,4,0.121780664105251
"1192","Biriniwa","Taura",NA,0.318892497131564,0.318892497131564,1166,365,2023,4,0.642225830131564,5,0.152225830131564
"1193","Biriniwa","Taura",NA,0.349337663157877,0.349337663157877,1531,365,2024,5,0.672670996157877,6,0.182670996157877
"1194","Biriniwa","Taura",NA,0.37978282918419,0.37978282918419,1896,365,2025,6,0.70311616218419,7,0.21311616218419
"1195","Biriniwa","Taura",NA,0.410227995210503,0.410227995210503,2261,365,2026,7,0.733561328210503,8,0.243561328210503
"1196","Biriniwa","Taura",NA,0.440673161236815,0.440673161236815,2626,365,2027,8,0.764006494236815,9,0.274006494236815
"1197","Biriniwa","Taura",NA,0.471118327263128,0.471118327263128,2991,365,2028,9,0.794451660263128,10,0.304451660263128
"1198","Biriniwa","Taura",NA,0.501563493289441,0.501563493289441,3356,365,2029,10,0.8,11,0.334896826289441
"1199","Biriniwa","Taura",NA,0.532008659315754,0.532008659315754,3721,365,2030,11,0.8,12,0.365341992315754
"1200","Birni Kudu","Takali",NA,0.300256134939275,0.300256134939275,71,365,2020,1,0.566273051939275,2,0.0762730519392748
"1201","Birni Kudu","Takali",NA,0.338392660908912,0.338392660908912,436,365,2021,2,0.604409577908912,3,0.114409577908912
"1202","Birni Kudu","Takali",NA,0.37652918687855,0.37652918687855,801,365,2022,3,0.64254610387855,4,0.15254610387855
"1203","Birni Kudu","Takali",NA,0.414665712848187,0.414665712848187,1166,365,2023,4,0.680682629848187,5,0.190682629848187
"1204","Birni Kudu","Takali",NA,0.452802238817824,0.452802238817824,1531,365,2024,5,0.718819155817825,6,0.228819155817824
"1205","Birni Kudu","Takali",NA,0.490938764787462,0.490938764787462,1896,365,2025,6,0.756955681787462,7,0.266955681787462
"1206","Birni Kudu","Takali",NA,0.529075290757099,0.529075290757099,2261,365,2026,7,0.795092207757099,8,0.305092207757099
"1207","Birni Kudu","Takali",NA,0.567211816726737,0.567211816726737,2626,365,2027,8,0.8,9,0.343228733726737
"1208","Birni Kudu","Takali",NA,0.605348342696374,0.605348342696374,2991,365,2028,9,0.8,10,0.381365259696374
"1209","Birni Kudu","Takali",NA,0.643484868666012,0.643484868666012,3356,365,2029,10,0.8,11,0.419501785666011
"1210","Birni Kudu","Takali",NA,0.681621394635649,0.681621394635649,3721,365,2030,11,0.8,12,0.457638311635649
"1211","Birnin Kebbi","Birnin Kebbi",NA,0.700201329578912,0.700201329578912,71,365,2020,1,0.617261623578912,2,0.127261623578912
"1212","Birnin Kebbi","Birnin Kebbi",NA,0.763832141368369,0.763832141368369,436,365,2021,2,0.680892435368369,3,0.190892435368369
"1213","Birnin Kebbi","Birnin Kebbi",NA,0.8,0.8,801,365,2022,3,0.744523247157825,4,0.254523247157825
"1214","Birnin Kebbi","Birnin Kebbi",NA,0.8,0.8,1166,365,2023,4,0.8,5,0.318154058947281
"1215","Birnin Kebbi","Birnin Kebbi",NA,0.8,0.8,1531,365,2024,5,0.8,6,0.381784870736738
"1216","Birnin Kebbi","Birnin Kebbi",NA,0.8,0.8,1896,365,2025,6,0.8,7,0.445415682526194
"1217","Birnin Kebbi","Birnin Kebbi",NA,0.8,0.8,2261,365,2026,7,0.8,8,0.50904649431565
"1218","Birnin Kebbi","Birnin Kebbi",NA,0.8,0.8,2626,365,2027,8,0.8,9,0.572677306105106
"1219","Birnin Kebbi","Birnin Kebbi",NA,0.8,0.8,2991,365,2028,9,0.8,10,0.636308117894562
"1220","Birnin Kebbi","Birnin Kebbi",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.699938929684019
"1221","Birnin Kebbi","Birnin Kebbi",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.763569741473475
"1222","Birnin Magaji","Rimi",NA,0.256541018789485,0.256541018789485,71,365,2020,1,0.536545446789485,2,0.0465454467894854
"1223","Birnin Magaji","Rimi",NA,0.279813742184228,0.279813742184228,436,365,2021,2,0.559818170184228,3,0.0698181701842281
"1224","Birnin Magaji","Rimi",NA,0.303086465578971,0.303086465578971,801,365,2022,3,0.583090893578971,4,0.0930908935789709
"1225","Birnin Magaji","Rimi",NA,0.326359188973714,0.326359188973714,1166,365,2023,4,0.606363616973714,5,0.116363616973714
"1226","Birnin Magaji","Rimi",NA,0.349631912368456,0.349631912368456,1531,365,2024,5,0.629636340368456,6,0.139636340368456
"1227","Birnin Magaji","Rimi",NA,0.372904635763199,0.372904635763199,1896,365,2025,6,0.652909063763199,7,0.162909063763199
"1228","Birnin Magaji","Rimi",NA,0.396177359157942,0.396177359157942,2261,365,2026,7,0.676181787157942,8,0.186181787157942
"1229","Birnin Magaji","Rimi",NA,0.419450082552684,0.419450082552684,2626,365,2027,8,0.699454510552684,9,0.209454510552684
"1230","Birnin Magaji","Rimi",NA,0.442722805947427,0.442722805947427,2991,365,2028,9,0.722727233947427,10,0.232727233947427
"1231","Birnin Magaji","Rimi",NA,0.46599552934217,0.46599552934217,3356,365,2029,10,0.74599995734217,11,0.25599995734217
"1232","Birnin Magaji","Rimi",NA,0.489268252736913,0.489268252736913,3721,365,2030,11,0.769272680736913,12,0.279272680736913
"1233","Birnin-Gwari","Giwa",NA,0.204421355375931,0.204421355375931,71,365,2020,1,0.563913023375931,2,0.0739130233759313
"1234","Birnin-Gwari","Giwa",NA,0.241377867063897,0.241377867063897,436,365,2021,2,0.600869535063897,3,0.110869535063897
"1235","Birnin-Gwari","Giwa",NA,0.278334378751863,0.278334378751863,801,365,2022,3,0.637826046751862,4,0.147826046751863
"1236","Birnin-Gwari","Giwa",NA,0.315290890439828,0.315290890439828,1166,365,2023,4,0.674782558439828,5,0.184782558439828
"1237","Birnin-Gwari","Giwa",NA,0.352247402127794,0.352247402127794,1531,365,2024,5,0.711739070127794,6,0.221739070127794
"1238","Birnin-Gwari","Giwa",NA,0.389203913815759,0.389203913815759,1896,365,2025,6,0.748695581815759,7,0.258695581815759
"1239","Birnin-Gwari","Giwa",NA,0.426160425503725,0.426160425503725,2261,365,2026,7,0.785652093503725,8,0.295652093503725
"1240","Birnin-Gwari","Giwa",NA,0.463116937191691,0.463116937191691,2626,365,2027,8,0.8,9,0.332608605191691
"1241","Birnin-Gwari","Giwa",NA,0.500073448879656,0.500073448879656,2991,365,2028,9,0.8,10,0.369565116879656
"1242","Birnin-Gwari","Giwa",NA,0.537029960567622,0.537029960567622,3356,365,2029,10,0.8,11,0.406521628567622
"1243","Birnin-Gwari","Giwa",NA,0.573986472255588,0.573986472255588,3721,365,2030,11,0.8,12,0.443478140255588
"1244","Biu","Darazo",NA,0.545998074784076,0.545998074784076,71,365,2020,1,0.535998074784076,2,0.0459980747840756
"1245","Biu","Darazo",NA,0.568997112176113,0.568997112176113,436,365,2021,2,0.558997112176113,3,0.0689971121761135
"1246","Biu","Darazo",NA,0.591996149568151,0.591996149568151,801,365,2022,3,0.581996149568151,4,0.0919961495681513
"1247","Biu","Darazo",NA,0.614995186960189,0.614995186960189,1166,365,2023,4,0.604995186960189,5,0.114995186960189
"1248","Biu","Darazo",NA,0.637994224352227,0.637994224352227,1531,365,2024,5,0.627994224352227,6,0.137994224352227
"1249","Biu","Darazo",NA,0.660993261744265,0.660993261744265,1896,365,2025,6,0.650993261744265,7,0.160993261744265
"1250","Biu","Darazo",NA,0.683992299136303,0.683992299136303,2261,365,2026,7,0.673992299136303,8,0.183992299136303
"1251","Biu","Darazo",NA,0.70699133652834,0.70699133652834,2626,365,2027,8,0.69699133652834,9,0.20699133652834
"1252","Biu","Darazo",NA,0.729990373920378,0.729990373920378,2991,365,2028,9,0.719990373920378,10,0.229990373920378
"1253","Biu","Darazo",NA,0.752989411312416,0.752989411312416,3356,365,2029,10,0.742989411312416,11,0.252989411312416
"1254","Biu","Darazo",NA,0.775988448704454,0.775988448704454,3721,365,2030,11,0.765988448704454,12,0.275988448704454
"1255","Bodinga","Gawabawa",NA,0.131187255674184,0.131187255674184,71,365,2020,1,0.514555811674184,2,0.0245558116741843
"1256","Bodinga","Gawabawa",NA,0.143465161511276,0.143465161511276,436,365,2021,2,0.526833717511276,3,0.0368337175112764
"1257","Bodinga","Gawabawa",NA,0.155743067348369,0.155743067348369,801,365,2022,3,0.539111623348369,4,0.0491116233483686
"1258","Bodinga","Gawabawa",NA,0.168020973185461,0.168020973185461,1166,365,2023,4,0.551389529185461,5,0.0613895291854607
"1259","Bodinga","Gawabawa",NA,0.180298879022553,0.180298879022553,1531,365,2024,5,0.563667435022553,6,0.0736674350225529
"1260","Bodinga","Gawabawa",NA,0.192576784859645,0.192576784859645,1896,365,2025,6,0.575945340859645,7,0.085945340859645
"1261","Bodinga","Gawabawa",NA,0.204854690696737,0.204854690696737,2261,365,2026,7,0.588223246696737,8,0.0982232466967372
"1262","Bodinga","Gawabawa",NA,0.217132596533829,0.217132596533829,2626,365,2027,8,0.600501152533829,9,0.110501152533829
"1263","Bodinga","Gawabawa",NA,0.229410502370922,0.229410502370922,2991,365,2028,9,0.612779058370922,10,0.122779058370921
"1264","Bodinga","Gawabawa",NA,0.241688408208014,0.241688408208014,3356,365,2029,10,0.625056964208014,11,0.135056964208014
"1265","Bodinga","Gawabawa",NA,0.253966314045106,0.253966314045106,3721,365,2030,11,0.637334870045106,12,0.147334870045106
"1266","Bogoro","Alkaleri",NA,0.314212984961484,0.314212984961484,71,365,2020,1,0.570085431961484,2,0.0800854319614836
"1267","Bogoro","Alkaleri",NA,0.354255700942225,0.354255700942225,436,365,2021,2,0.610128147942225,3,0.120128147942225
"1268","Bogoro","Alkaleri",NA,0.394298416922967,0.394298416922967,801,365,2022,3,0.650170863922967,4,0.160170863922967
"1269","Bogoro","Alkaleri",NA,0.434341132903709,0.434341132903709,1166,365,2023,4,0.690213579903709,5,0.200213579903709
"1270","Bogoro","Alkaleri",NA,0.474383848884451,0.474383848884451,1531,365,2024,5,0.730256295884451,6,0.240256295884451
"1271","Bogoro","Alkaleri",NA,0.514426564865193,0.514426564865193,1896,365,2025,6,0.770299011865193,7,0.280299011865193
"1272","Bogoro","Alkaleri",NA,0.554469280845934,0.554469280845934,2261,365,2026,7,0.8,8,0.320341727845934
"1273","Bogoro","Alkaleri",NA,0.594511996826676,0.594511996826676,2626,365,2027,8,0.8,9,0.360384443826676
"1274","Bogoro","Alkaleri",NA,0.634554712807418,0.634554712807418,2991,365,2028,9,0.8,10,0.400427159807418
"1275","Bogoro","Alkaleri",NA,0.67459742878816,0.67459742878816,3356,365,2029,10,0.8,11,0.44046987578816
"1276","Bogoro","Alkaleri",NA,0.714640144768902,0.714640144768902,3721,365,2030,11,0.8,12,0.480512591768902
"1277","Boki","Obubra",NA,0.370778398585967,0.370778398585967,71,365,2020,1,0.610778398585967,2,0.120778398585967
"1278","Boki","Obubra",NA,0.431167597878951,0.431167597878951,436,365,2021,2,0.671167597878951,3,0.181167597878951
"1279","Boki","Obubra",NA,0.491556797171934,0.491556797171934,801,365,2022,3,0.731556797171934,4,0.241556797171934
"1280","Boki","Obubra",NA,0.551945996464918,0.551945996464918,1166,365,2023,4,0.791945996464918,5,0.301945996464918
"1281","Boki","Obubra",NA,0.612335195757902,0.612335195757902,1531,365,2024,5,0.8,6,0.362335195757902
"1282","Boki","Obubra",NA,0.672724395050885,0.672724395050885,1896,365,2025,6,0.8,7,0.422724395050885
"1283","Boki","Obubra",NA,0.733113594343869,0.733113594343869,2261,365,2026,7,0.8,8,0.483113594343869
"1284","Boki","Obubra",NA,0.793502793636853,0.793502793636853,2626,365,2027,8,0.8,9,0.543502793636853
"1285","Boki","Obubra",NA,0.8,0.8,2991,365,2028,9,0.8,10,0.603891992929836
"1286","Boki","Obubra",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.66428119222282
"1287","Boki","Obubra",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.724670391515803
"1288","Bokkos","Giwa",NA,0.204421355375931,0.204421355375931,71,365,2020,1,0.563913023375931,2,0.0739130233759313
"1289","Bokkos","Giwa",NA,0.241377867063897,0.241377867063897,436,365,2021,2,0.600869535063897,3,0.110869535063897
"1290","Bokkos","Giwa",NA,0.278334378751863,0.278334378751863,801,365,2022,3,0.637826046751862,4,0.147826046751863
"1291","Bokkos","Giwa",NA,0.315290890439828,0.315290890439828,1166,365,2023,4,0.674782558439828,5,0.184782558439828
"1292","Bokkos","Giwa",NA,0.352247402127794,0.352247402127794,1531,365,2024,5,0.711739070127794,6,0.221739070127794
"1293","Bokkos","Giwa",NA,0.389203913815759,0.389203913815759,1896,365,2025,6,0.748695581815759,7,0.258695581815759
"1294","Bokkos","Giwa",NA,0.426160425503725,0.426160425503725,2261,365,2026,7,0.785652093503725,8,0.295652093503725
"1295","Bokkos","Giwa",NA,0.463116937191691,0.463116937191691,2626,365,2027,8,0.8,9,0.332608605191691
"1296","Bokkos","Giwa",NA,0.500073448879656,0.500073448879656,2991,365,2028,9,0.8,10,0.369565116879656
"1297","Bokkos","Giwa",NA,0.537029960567622,0.537029960567622,3356,365,2029,10,0.8,11,0.406521628567622
"1298","Bokkos","Giwa",NA,0.573986472255588,0.573986472255588,3721,365,2030,11,0.8,12,0.443478140255588
"1299","Boluwaduro","Akinyele",NA,0.210874110186304,0.210874110186304,71,365,2020,1,0.545947875186304,2,0.0559478751863036
"1300","Boluwaduro","Akinyele",NA,0.238848047779455,0.238848047779455,436,365,2021,2,0.573921812779455,3,0.0839218127794555
"1301","Boluwaduro","Akinyele",NA,0.266821985372607,0.266821985372607,801,365,2022,3,0.601895750372607,4,0.111895750372607
"1302","Boluwaduro","Akinyele",NA,0.294795922965759,0.294795922965759,1166,365,2023,4,0.629869687965759,5,0.139869687965759
"1303","Boluwaduro","Akinyele",NA,0.322769860558911,0.322769860558911,1531,365,2024,5,0.657843625558911,6,0.167843625558911
"1304","Boluwaduro","Akinyele",NA,0.350743798152063,0.350743798152063,1896,365,2025,6,0.685817563152063,7,0.195817563152063
"1305","Boluwaduro","Akinyele",NA,0.378717735745215,0.378717735745215,2261,365,2026,7,0.713791500745214,8,0.223791500745215
"1306","Boluwaduro","Akinyele",NA,0.406691673338366,0.406691673338366,2626,365,2027,8,0.741765438338366,9,0.251765438338366
"1307","Boluwaduro","Akinyele",NA,0.434665610931518,0.434665610931518,2991,365,2028,9,0.769739375931518,10,0.279739375931518
"1308","Boluwaduro","Akinyele",NA,0.46263954852467,0.46263954852467,3356,365,2029,10,0.79771331352467,11,0.30771331352467
"1309","Boluwaduro","Akinyele",NA,0.490613486117822,0.490613486117822,3721,365,2030,11,0.8,12,0.335687251117822
"1310","Bomadi","Isoko South",NA,0.136169904787457,0.136169904787457,71,365,2020,1,0.504573664787457,2,0.0145736647874568
"1311","Bomadi","Isoko South",NA,0.143456737181185,0.143456737181185,436,365,2021,2,0.511860497181185,3,0.0218604971811852
"1312","Bomadi","Isoko South",NA,0.150743569574914,0.150743569574914,801,365,2022,3,0.519147329574914,4,0.0291473295749136
"1313","Bomadi","Isoko South",NA,0.158030401968642,0.158030401968642,1166,365,2023,4,0.526434161968642,5,0.036434161968642
"1314","Bomadi","Isoko South",NA,0.16531723436237,0.16531723436237,1531,365,2024,5,0.53372099436237,6,0.0437209943623704
"1315","Bomadi","Isoko South",NA,0.172604066756099,0.172604066756099,1896,365,2025,6,0.541007826756099,7,0.0510078267560988
"1316","Bomadi","Isoko South",NA,0.179890899149827,0.179890899149827,2261,365,2026,7,0.548294659149827,8,0.0582946591498272
"1317","Bomadi","Isoko South",NA,0.187177731543556,0.187177731543556,2626,365,2027,8,0.555581491543556,9,0.0655814915435556
"1318","Bomadi","Isoko South",NA,0.194464563937284,0.194464563937284,2991,365,2028,9,0.562868323937284,10,0.0728683239372839
"1319","Bomadi","Isoko South",NA,0.201751396331012,0.201751396331012,3356,365,2029,10,0.570155156331012,11,0.0801551563310123
"1320","Bomadi","Isoko South",NA,0.209038228724741,0.209038228724741,3721,365,2030,11,0.577441988724741,12,0.0874419887247407
"1321","Bonny","Nsit Ubium",NA,0.688013387706117,0.688013387706117,71,365,2020,1,0.581466151706117,2,0.0914661517061167
"1322","Bonny","Nsit Ubium",NA,0.733746463559175,0.733746463559175,436,365,2021,2,0.627199227559175,3,0.137199227559175
"1323","Bonny","Nsit Ubium",NA,0.779479539412233,0.779479539412233,801,365,2022,3,0.672932303412233,4,0.182932303412233
"1324","Bonny","Nsit Ubium",NA,0.8,0.8,1166,365,2023,4,0.718665379265292,5,0.228665379265292
"1325","Bonny","Nsit Ubium",NA,0.8,0.8,1531,365,2024,5,0.76439845511835,6,0.27439845511835
"1326","Bonny","Nsit Ubium",NA,0.8,0.8,1896,365,2025,6,0.8,7,0.320131530971409
"1327","Bonny","Nsit Ubium",NA,0.8,0.8,2261,365,2026,7,0.8,8,0.365864606824467
"1328","Bonny","Nsit Ubium",NA,0.8,0.8,2626,365,2027,8,0.8,9,0.411597682677525
"1329","Bonny","Nsit Ubium",NA,0.8,0.8,2991,365,2028,9,0.8,10,0.457330758530584
"1330","Bonny","Nsit Ubium",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.503063834383642
"1331","Bonny","Nsit Ubium",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.5487969102367
"1332","Borgu","Oke-Ero",NA,0.347603461997137,0.347603461997137,71,365,2020,1,0.551889175997137,2,0.0618891759971366
"1333","Borgu","Oke-Ero",NA,0.378548049995705,0.378548049995705,436,365,2021,2,0.582833763995705,3,0.0928337639957049
"1334","Borgu","Oke-Ero",NA,0.409492637994273,0.409492637994273,801,365,2022,3,0.613778351994273,4,0.123778351994273
"1335","Borgu","Oke-Ero",NA,0.440437225992841,0.440437225992841,1166,365,2023,4,0.644722939992841,5,0.154722939992841
"1336","Borgu","Oke-Ero",NA,0.47138181399141,0.47138181399141,1531,365,2024,5,0.67566752799141,6,0.18566752799141
