"","LGA","Rep_DS","State","U5_coverage","adult_coverage","simday","duration","year","round","severe_cases","scale_m","scale_values"
"5969","Nwangele","Ngor-Okpala",NA,0.708343010145187,0.708343010145187,2261,365,2026,7,0.8,8,0.424969607145187
"5970","Nwangele","Ngor-Okpala",NA,0.761464211038335,0.761464211038335,2626,365,2027,8,0.8,9,0.478090808038335
"5971","Nwangele","Ngor-Okpala",NA,0.8,0.8,2991,365,2028,9,0.8,10,0.531212008931483
"5972","Nwangele","Ngor-Okpala",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.584333209824632
"5973","Nwangele","Ngor-Okpala",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.63745441071778
"5974","Obafemi-Owode","Owan East",NA,0.540309052289479,0.540309052289479,71,365,2020,1,0.574844756289479,2,0.0848447562894792
"5975","Obafemi-Owode","Owan East",NA,0.582731430434219,0.582731430434219,436,365,2021,2,0.617267134434219,3,0.127267134434219
"5976","Obafemi-Owode","Owan East",NA,0.625153808578959,0.625153808578959,801,365,2022,3,0.659689512578958,4,0.169689512578958
"5977","Obafemi-Owode","Owan East",NA,0.667576186723698,0.667576186723698,1166,365,2023,4,0.702111890723698,5,0.212111890723698
"5978","Obafemi-Owode","Owan East",NA,0.709998564868438,0.709998564868438,1531,365,2024,5,0.744534268868438,6,0.254534268868438
"5979","Obafemi-Owode","Owan East",NA,0.752420943013177,0.752420943013177,1896,365,2025,6,0.786956647013177,7,0.296956647013177
"5980","Obafemi-Owode","Owan East",NA,0.794843321157917,0.794843321157917,2261,365,2026,7,0.8,8,0.339379025157917
"5981","Obafemi-Owode","Owan East",NA,0.8,0.8,2626,365,2027,8,0.8,9,0.381801403302657
"5982","Obafemi-Owode","Owan East",NA,0.8,0.8,2991,365,2028,9,0.8,10,0.424223781447396
"5983","Obafemi-Owode","Owan East",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.466646159592136
"5984","Obafemi-Owode","Owan East",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.509068537736875
"5985","Obanliku","Obubra",NA,0.530875888585967,0.530875888585967,71,365,2020,1,0.610778398585967,2,0.120778398585967
"5986","Obanliku","Obubra",NA,0.591265087878951,0.591265087878951,436,365,2021,2,0.671167597878951,3,0.181167597878951
"5987","Obanliku","Obubra",NA,0.651654287171935,0.651654287171935,801,365,2022,3,0.731556797171934,4,0.241556797171934
"5988","Obanliku","Obubra",NA,0.712043486464918,0.712043486464918,1166,365,2023,4,0.791945996464918,5,0.301945996464918
"5989","Obanliku","Obubra",NA,0.772432685757902,0.772432685757902,1531,365,2024,5,0.8,6,0.362335195757902
"5990","Obanliku","Obubra",NA,0.8,0.8,1896,365,2025,6,0.8,7,0.422724395050885
"5991","Obanliku","Obubra",NA,0.8,0.8,2261,365,2026,7,0.8,8,0.483113594343869
"5992","Obanliku","Obubra",NA,0.8,0.8,2626,365,2027,8,0.8,9,0.543502793636853
"5993","Obanliku","Obubra",NA,0.8,0.8,2991,365,2028,9,0.8,10,0.603891992929836
"5994","Obanliku","Obubra",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.66428119222282
"5995","Obanliku","Obubra",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.724670391515803
"5996","Obi Nwa","Ngor-Okpala",NA,0.389615804786297,0.389615804786297,71,365,2020,1,0.596242401786297,2,0.106242401786297
"5997","Obi Nwa","Ngor-Okpala",NA,0.442737005679445,0.442737005679445,436,365,2021,2,0.649363602679445,3,0.159363602679445
"5998","Obi Nwa","Ngor-Okpala",NA,0.495858206572593,0.495858206572593,801,365,2022,3,0.702484803572593,4,0.212484803572593
"5999","Obi Nwa","Ngor-Okpala",NA,0.548979407465742,0.548979407465742,1166,365,2023,4,0.755606004465742,5,0.265606004465742
"6000","Obi Nwa","Ngor-Okpala",NA,0.60210060835889,0.60210060835889,1531,365,2024,5,0.8,6,0.31872720535889
"6001","Obi Nwa","Ngor-Okpala",NA,0.655221809252038,0.655221809252038,1896,365,2025,6,0.8,7,0.371848406252038
"6002","Obi Nwa","Ngor-Okpala",NA,0.708343010145187,0.708343010145187,2261,365,2026,7,0.8,8,0.424969607145187
"6003","Obi Nwa","Ngor-Okpala",NA,0.761464211038335,0.761464211038335,2626,365,2027,8,0.8,9,0.478090808038335
"6004","Obi Nwa","Ngor-Okpala",NA,0.8,0.8,2991,365,2028,9,0.8,10,0.531212008931483
"6005","Obi Nwa","Ngor-Okpala",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.584333209824632
"6006","Obi Nwa","Ngor-Okpala",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.63745441071778
"6007","Obi1","Keana",NA,0.223644673093709,0.223644673093709,71,365,2020,1,0.536457460093708,2,0.0464574600937085
"6008","Obi1","Keana",NA,0.246873403140563,0.246873403140563,436,365,2021,2,0.559686190140563,3,0.0696861901405627
"6009","Obi1","Keana",NA,0.270102133187417,0.270102133187417,801,365,2022,3,0.582914920187417,4,0.092914920187417
"6010","Obi1","Keana",NA,0.293330863234271,0.293330863234271,1166,365,2023,4,0.606143650234271,5,0.116143650234271
"6011","Obi1","Keana",NA,0.316559593281125,0.316559593281125,1531,365,2024,5,0.629372380281126,6,0.139372380281125
"6012","Obi1","Keana",NA,0.33978832332798,0.33978832332798,1896,365,2025,6,0.65260111032798,7,0.16260111032798
"6013","Obi1","Keana",NA,0.363017053374834,0.363017053374834,2261,365,2026,7,0.675829840374834,8,0.185829840374834
"6014","Obi1","Keana",NA,0.386245783421688,0.386245783421688,2626,365,2027,8,0.699058570421688,9,0.209058570421688
"6015","Obi1","Keana",NA,0.409474513468542,0.409474513468542,2991,365,2028,9,0.722287300468542,10,0.232287300468542
"6016","Obi1","Keana",NA,0.432703243515397,0.432703243515397,3356,365,2029,10,0.745516030515397,11,0.255516030515397
"6017","Obi1","Keana",NA,0.455931973562251,0.455931973562251,3721,365,2030,11,0.768744760562251,12,0.278744760562251
"6018","Obi2","Keana",NA,0.223644673093709,0.223644673093709,71,365,2020,1,0.536457460093708,2,0.0464574600937085
"6019","Obi2","Keana",NA,0.246873403140563,0.246873403140563,436,365,2021,2,0.559686190140563,3,0.0696861901405627
"6020","Obi2","Keana",NA,0.270102133187417,0.270102133187417,801,365,2022,3,0.582914920187417,4,0.092914920187417
"6021","Obi2","Keana",NA,0.293330863234271,0.293330863234271,1166,365,2023,4,0.606143650234271,5,0.116143650234271
"6022","Obi2","Keana",NA,0.316559593281125,0.316559593281125,1531,365,2024,5,0.629372380281126,6,0.139372380281125
"6023","Obi2","Keana",NA,0.33978832332798,0.33978832332798,1896,365,2025,6,0.65260111032798,7,0.16260111032798
"6024","Obi2","Keana",NA,0.363017053374834,0.363017053374834,2261,365,2026,7,0.675829840374834,8,0.185829840374834
"6025","Obi2","Keana",NA,0.386245783421688,0.386245783421688,2626,365,2027,8,0.699058570421688,9,0.209058570421688
"6026","Obi2","Keana",NA,0.409474513468542,0.409474513468542,2991,365,2028,9,0.722287300468542,10,0.232287300468542
"6027","Obi2","Keana",NA,0.432703243515397,0.432703243515397,3356,365,2029,10,0.745516030515397,11,0.255516030515397
"6028","Obi2","Keana",NA,0.455931973562251,0.455931973562251,3721,365,2030,11,0.768744760562251,12,0.278744760562251
"6029","Obia-Akpor","Ahoada West",NA,0.250511966176315,0.250511966176315,71,365,2020,1,0.527028172176315,2,0.0370281721763151
"6030","Obia-Akpor","Ahoada West",NA,0.269026052264473,0.269026052264473,436,365,2021,2,0.545542258264473,3,0.0555422582644726
"6031","Obia-Akpor","Ahoada West",NA,0.28754013835263,0.28754013835263,801,365,2022,3,0.56405634435263,4,0.0740563443526301
"6032","Obia-Akpor","Ahoada West",NA,0.306054224440788,0.306054224440788,1166,365,2023,4,0.582570430440788,5,0.0925704304407876
"6033","Obia-Akpor","Ahoada West",NA,0.324568310528945,0.324568310528945,1531,365,2024,5,0.601084516528945,6,0.111084516528945
"6034","Obia-Akpor","Ahoada West",NA,0.343082396617103,0.343082396617103,1896,365,2025,6,0.619598602617103,7,0.129598602617103
"6035","Obia-Akpor","Ahoada West",NA,0.36159648270526,0.36159648270526,2261,365,2026,7,0.63811268870526,8,0.14811268870526
"6036","Obia-Akpor","Ahoada West",NA,0.380110568793418,0.380110568793418,2626,365,2027,8,0.656626774793418,9,0.166626774793418
"6037","Obia-Akpor","Ahoada West",NA,0.398624654881575,0.398624654881575,2991,365,2028,9,0.675140860881575,10,0.185140860881575
"6038","Obia-Akpor","Ahoada West",NA,0.417138740969733,0.417138740969733,3356,365,2029,10,0.693654946969733,11,0.203654946969733
"6039","Obia-Akpor","Ahoada West",NA,0.43565282705789,0.43565282705789,3721,365,2030,11,0.71216903305789,12,0.22216903305789
"6040","Obokun","Akinyele",NA,0.210874110186304,0.210874110186304,71,365,2020,1,0.545947875186304,2,0.0559478751863036
"6041","Obokun","Akinyele",NA,0.238848047779455,0.238848047779455,436,365,2021,2,0.573921812779455,3,0.0839218127794555
"6042","Obokun","Akinyele",NA,0.266821985372607,0.266821985372607,801,365,2022,3,0.601895750372607,4,0.111895750372607
"6043","Obokun","Akinyele",NA,0.294795922965759,0.294795922965759,1166,365,2023,4,0.629869687965759,5,0.139869687965759
"6044","Obokun","Akinyele",NA,0.322769860558911,0.322769860558911,1531,365,2024,5,0.657843625558911,6,0.167843625558911
"6045","Obokun","Akinyele",NA,0.350743798152063,0.350743798152063,1896,365,2025,6,0.685817563152063,7,0.195817563152063
"6046","Obokun","Akinyele",NA,0.378717735745215,0.378717735745215,2261,365,2026,7,0.713791500745214,8,0.223791500745215
"6047","Obokun","Akinyele",NA,0.406691673338366,0.406691673338366,2626,365,2027,8,0.741765438338366,9,0.251765438338366
"6048","Obokun","Akinyele",NA,0.434665610931518,0.434665610931518,2991,365,2028,9,0.769739375931518,10,0.279739375931518
"6049","Obokun","Akinyele",NA,0.46263954852467,0.46263954852467,3356,365,2029,10,0.79771331352467,11,0.30771331352467
"6050","Obokun","Akinyele",NA,0.490613486117822,0.490613486117822,3721,365,2030,11,0.8,12,0.335687251117822
"6051","Obot Akara","Ngor-Okpala",NA,0.389615804786297,0.389615804786297,71,365,2020,1,0.596242401786297,2,0.106242401786297
"6052","Obot Akara","Ngor-Okpala",NA,0.442737005679445,0.442737005679445,436,365,2021,2,0.649363602679445,3,0.159363602679445
"6053","Obot Akara","Ngor-Okpala",NA,0.495858206572593,0.495858206572593,801,365,2022,3,0.702484803572593,4,0.212484803572593
"6054","Obot Akara","Ngor-Okpala",NA,0.548979407465742,0.548979407465742,1166,365,2023,4,0.755606004465742,5,0.265606004465742
"6055","Obot Akara","Ngor-Okpala",NA,0.60210060835889,0.60210060835889,1531,365,2024,5,0.8,6,0.31872720535889
"6056","Obot Akara","Ngor-Okpala",NA,0.655221809252038,0.655221809252038,1896,365,2025,6,0.8,7,0.371848406252038
"6057","Obot Akara","Ngor-Okpala",NA,0.708343010145187,0.708343010145187,2261,365,2026,7,0.8,8,0.424969607145187
"6058","Obot Akara","Ngor-Okpala",NA,0.761464211038335,0.761464211038335,2626,365,2027,8,0.8,9,0.478090808038335
"6059","Obot Akara","Ngor-Okpala",NA,0.8,0.8,2991,365,2028,9,0.8,10,0.531212008931483
"6060","Obot Akara","Ngor-Okpala",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.584333209824632
"6061","Obot Akara","Ngor-Okpala",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.63745441071778
"6062","Obowo","Ngor-Okpala",NA,0.389615804786297,0.389615804786297,71,365,2020,1,0.596242401786297,2,0.106242401786297
"6063","Obowo","Ngor-Okpala",NA,0.442737005679445,0.442737005679445,436,365,2021,2,0.649363602679445,3,0.159363602679445
"6064","Obowo","Ngor-Okpala",NA,0.495858206572593,0.495858206572593,801,365,2022,3,0.702484803572593,4,0.212484803572593
"6065","Obowo","Ngor-Okpala",NA,0.548979407465742,0.548979407465742,1166,365,2023,4,0.755606004465742,5,0.265606004465742
"6066","Obowo","Ngor-Okpala",NA,0.60210060835889,0.60210060835889,1531,365,2024,5,0.8,6,0.31872720535889
"6067","Obowo","Ngor-Okpala",NA,0.655221809252038,0.655221809252038,1896,365,2025,6,0.8,7,0.371848406252038
"6068","Obowo","Ngor-Okpala",NA,0.708343010145187,0.708343010145187,2261,365,2026,7,0.8,8,0.424969607145187
"6069","Obowo","Ngor-Okpala",NA,0.761464211038335,0.761464211038335,2626,365,2027,8,0.8,9,0.478090808038335
"6070","Obowo","Ngor-Okpala",NA,0.8,0.8,2991,365,2028,9,0.8,10,0.531212008931483
"6071","Obowo","Ngor-Okpala",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.584333209824632
"6072","Obowo","Ngor-Okpala",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.63745441071778
"6073","Obubra","Obubra",NA,0.530875888585967,0.530875888585967,71,365,2020,1,0.610778398585967,2,0.120778398585967
"6074","Obubra","Obubra",NA,0.591265087878951,0.591265087878951,436,365,2021,2,0.671167597878951,3,0.181167597878951
"6075","Obubra","Obubra",NA,0.651654287171935,0.651654287171935,801,365,2022,3,0.731556797171934,4,0.241556797171934
"6076","Obubra","Obubra",NA,0.712043486464918,0.712043486464918,1166,365,2023,4,0.791945996464918,5,0.301945996464918
"6077","Obubra","Obubra",NA,0.772432685757902,0.772432685757902,1531,365,2024,5,0.8,6,0.362335195757902
"6078","Obubra","Obubra",NA,0.8,0.8,1896,365,2025,6,0.8,7,0.422724395050885
"6079","Obubra","Obubra",NA,0.8,0.8,2261,365,2026,7,0.8,8,0.483113594343869
"6080","Obubra","Obubra",NA,0.8,0.8,2626,365,2027,8,0.8,9,0.543502793636853
"6081","Obubra","Obubra",NA,0.8,0.8,2991,365,2028,9,0.8,10,0.603891992929836
"6082","Obubra","Obubra",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.66428119222282
"6083","Obubra","Obubra",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.724670391515803
"6084","Obudu","Obubra",NA,0.530875888585967,0.530875888585967,71,365,2020,1,0.610778398585967,2,0.120778398585967
"6085","Obudu","Obubra",NA,0.591265087878951,0.591265087878951,436,365,2021,2,0.671167597878951,3,0.181167597878951
"6086","Obudu","Obubra",NA,0.651654287171935,0.651654287171935,801,365,2022,3,0.731556797171934,4,0.241556797171934
"6087","Obudu","Obubra",NA,0.712043486464918,0.712043486464918,1166,365,2023,4,0.791945996464918,5,0.301945996464918
"6088","Obudu","Obubra",NA,0.772432685757902,0.772432685757902,1531,365,2024,5,0.8,6,0.362335195757902
"6089","Obudu","Obubra",NA,0.8,0.8,1896,365,2025,6,0.8,7,0.422724395050885
"6090","Obudu","Obubra",NA,0.8,0.8,2261,365,2026,7,0.8,8,0.483113594343869
"6091","Obudu","Obubra",NA,0.8,0.8,2626,365,2027,8,0.8,9,0.543502793636853
"6092","Obudu","Obubra",NA,0.8,0.8,2991,365,2028,9,0.8,10,0.603891992929836
"6093","Obudu","Obubra",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.66428119222282
"6094","Obudu","Obubra",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.724670391515803
"6095","Odeda","Oke-Ero",NA,0.308728764997137,0.308728764997137,71,365,2020,1,0.551889175997137,2,0.0618891759971366
"6096","Odeda","Oke-Ero",NA,0.339673352995705,0.339673352995705,436,365,2021,2,0.582833763995705,3,0.0928337639957049
"6097","Odeda","Oke-Ero",NA,0.370617940994273,0.370617940994273,801,365,2022,3,0.613778351994273,4,0.123778351994273
"6098","Odeda","Oke-Ero",NA,0.401562528992842,0.401562528992842,1166,365,2023,4,0.644722939992841,5,0.154722939992841
"6099","Odeda","Oke-Ero",NA,0.43250711699141,0.43250711699141,1531,365,2024,5,0.67566752799141,6,0.18566752799141
"6100","Odeda","Oke-Ero",NA,0.463451704989978,0.463451704989978,1896,365,2025,6,0.706612115989978,7,0.216612115989978
"6101","Odeda","Oke-Ero",NA,0.494396292988546,0.494396292988546,2261,365,2026,7,0.737556703988546,8,0.247556703988546
"6102","Odeda","Oke-Ero",NA,0.525340880987115,0.525340880987115,2626,365,2027,8,0.768501291987115,9,0.278501291987115
"6103","Odeda","Oke-Ero",NA,0.556285468985683,0.556285468985683,2991,365,2028,9,0.799445879985683,10,0.309445879985683
"6104","Odeda","Oke-Ero",NA,0.587230056984251,0.587230056984251,3356,365,2029,10,0.8,11,0.340390467984251
"6105","Odeda","Oke-Ero",NA,0.618174644982819,0.618174644982819,3721,365,2030,11,0.8,12,0.37133505598282
"6106","Odigbo","Akinyele",NA,0.210874110186304,0.210874110186304,71,365,2020,1,0.545947875186304,2,0.0559478751863036
"6107","Odigbo","Akinyele",NA,0.238848047779455,0.238848047779455,436,365,2021,2,0.573921812779455,3,0.0839218127794555
"6108","Odigbo","Akinyele",NA,0.266821985372607,0.266821985372607,801,365,2022,3,0.601895750372607,4,0.111895750372607
"6109","Odigbo","Akinyele",NA,0.294795922965759,0.294795922965759,1166,365,2023,4,0.629869687965759,5,0.139869687965759
"6110","Odigbo","Akinyele",NA,0.322769860558911,0.322769860558911,1531,365,2024,5,0.657843625558911,6,0.167843625558911
"6111","Odigbo","Akinyele",NA,0.350743798152063,0.350743798152063,1896,365,2025,6,0.685817563152063,7,0.195817563152063
"6112","Odigbo","Akinyele",NA,0.378717735745215,0.378717735745215,2261,365,2026,7,0.713791500745214,8,0.223791500745215
"6113","Odigbo","Akinyele",NA,0.406691673338366,0.406691673338366,2626,365,2027,8,0.741765438338366,9,0.251765438338366
"6114","Odigbo","Akinyele",NA,0.434665610931518,0.434665610931518,2991,365,2028,9,0.769739375931518,10,0.279739375931518
"6115","Odigbo","Akinyele",NA,0.46263954852467,0.46263954852467,3356,365,2029,10,0.79771331352467,11,0.30771331352467
"6116","Odigbo","Akinyele",NA,0.490613486117822,0.490613486117822,3721,365,2030,11,0.8,12,0.335687251117822
"6117","Odogbolu","Oke-Ero",NA,0.308728764997137,0.308728764997137,71,365,2020,1,0.551889175997137,2,0.0618891759971366
"6118","Odogbolu","Oke-Ero",NA,0.339673352995705,0.339673352995705,436,365,2021,2,0.582833763995705,3,0.0928337639957049
"6119","Odogbolu","Oke-Ero",NA,0.370617940994273,0.370617940994273,801,365,2022,3,0.613778351994273,4,0.123778351994273
"6120","Odogbolu","Oke-Ero",NA,0.401562528992842,0.401562528992842,1166,365,2023,4,0.644722939992841,5,0.154722939992841
"6121","Odogbolu","Oke-Ero",NA,0.43250711699141,0.43250711699141,1531,365,2024,5,0.67566752799141,6,0.18566752799141
"6122","Odogbolu","Oke-Ero",NA,0.463451704989978,0.463451704989978,1896,365,2025,6,0.706612115989978,7,0.216612115989978
"6123","Odogbolu","Oke-Ero",NA,0.494396292988546,0.494396292988546,2261,365,2026,7,0.737556703988546,8,0.247556703988546
"6124","Odogbolu","Oke-Ero",NA,0.525340880987115,0.525340880987115,2626,365,2027,8,0.768501291987115,9,0.278501291987115
"6125","Odogbolu","Oke-Ero",NA,0.556285468985683,0.556285468985683,2991,365,2028,9,0.799445879985683,10,0.309445879985683
"6126","Odogbolu","Oke-Ero",NA,0.587230056984251,0.587230056984251,3356,365,2029,10,0.8,11,0.340390467984251
"6127","Odogbolu","Oke-Ero",NA,0.618174644982819,0.618174644982819,3721,365,2030,11,0.8,12,0.37133505598282
"6128","Odo-Otin","Owan East",NA,0.363787535289479,0.363787535289479,71,365,2020,1,0.574844756289479,2,0.0848447562894792
"6129","Odo-Otin","Owan East",NA,0.406209913434219,0.406209913434219,436,365,2021,2,0.617267134434219,3,0.127267134434219
"6130","Odo-Otin","Owan East",NA,0.448632291578958,0.448632291578958,801,365,2022,3,0.659689512578958,4,0.169689512578958
"6131","Odo-Otin","Owan East",NA,0.491054669723698,0.491054669723698,1166,365,2023,4,0.702111890723698,5,0.212111890723698
"6132","Odo-Otin","Owan East",NA,0.533477047868438,0.533477047868438,1531,365,2024,5,0.744534268868438,6,0.254534268868438
"6133","Odo-Otin","Owan East",NA,0.575899426013177,0.575899426013177,1896,365,2025,6,0.786956647013177,7,0.296956647013177
"6134","Odo-Otin","Owan East",NA,0.618321804157917,0.618321804157917,2261,365,2026,7,0.8,8,0.339379025157917
"6135","Odo-Otin","Owan East",NA,0.660744182302657,0.660744182302657,2626,365,2027,8,0.8,9,0.381801403302657
"6136","Odo-Otin","Owan East",NA,0.703166560447396,0.703166560447396,2991,365,2028,9,0.8,10,0.424223781447396
"6137","Odo-Otin","Owan East",NA,0.745588938592136,0.745588938592136,3356,365,2029,10,0.8,11,0.466646159592136
"6138","Odo-Otin","Owan East",NA,0.788011316736875,0.788011316736875,3721,365,2030,11,0.8,12,0.509068537736875
"6139","Odukpani","Ngor-Okpala",NA,0.389615804786297,0.389615804786297,71,365,2020,1,0.596242401786297,2,0.106242401786297
"6140","Odukpani","Ngor-Okpala",NA,0.442737005679445,0.442737005679445,436,365,2021,2,0.649363602679445,3,0.159363602679445
"6141","Odukpani","Ngor-Okpala",NA,0.495858206572593,0.495858206572593,801,365,2022,3,0.702484803572593,4,0.212484803572593
"6142","Odukpani","Ngor-Okpala",NA,0.548979407465742,0.548979407465742,1166,365,2023,4,0.755606004465742,5,0.265606004465742
"6143","Odukpani","Ngor-Okpala",NA,0.60210060835889,0.60210060835889,1531,365,2024,5,0.8,6,0.31872720535889
"6144","Odukpani","Ngor-Okpala",NA,0.655221809252038,0.655221809252038,1896,365,2025,6,0.8,7,0.371848406252038
"6145","Odukpani","Ngor-Okpala",NA,0.708343010145187,0.708343010145187,2261,365,2026,7,0.8,8,0.424969607145187
"6146","Odukpani","Ngor-Okpala",NA,0.761464211038335,0.761464211038335,2626,365,2027,8,0.8,9,0.478090808038335
"6147","Odukpani","Ngor-Okpala",NA,0.8,0.8,2991,365,2028,9,0.8,10,0.531212008931483
"6148","Odukpani","Ngor-Okpala",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.584333209824632
"6149","Odukpani","Ngor-Okpala",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.63745441071778
"6150","Offa","Akinyele",NA,0.210874110186304,0.210874110186304,71,365,2020,1,0.545947875186304,2,0.0559478751863036
"6151","Offa","Akinyele",NA,0.238848047779455,0.238848047779455,436,365,2021,2,0.573921812779455,3,0.0839218127794555
"6152","Offa","Akinyele",NA,0.266821985372607,0.266821985372607,801,365,2022,3,0.601895750372607,4,0.111895750372607
"6153","Offa","Akinyele",NA,0.294795922965759,0.294795922965759,1166,365,2023,4,0.629869687965759,5,0.139869687965759
"6154","Offa","Akinyele",NA,0.322769860558911,0.322769860558911,1531,365,2024,5,0.657843625558911,6,0.167843625558911
"6155","Offa","Akinyele",NA,0.350743798152063,0.350743798152063,1896,365,2025,6,0.685817563152063,7,0.195817563152063
"6156","Offa","Akinyele",NA,0.378717735745215,0.378717735745215,2261,365,2026,7,0.713791500745214,8,0.223791500745215
"6157","Offa","Akinyele",NA,0.406691673338366,0.406691673338366,2626,365,2027,8,0.741765438338366,9,0.251765438338366
"6158","Offa","Akinyele",NA,0.434665610931518,0.434665610931518,2991,365,2028,9,0.769739375931518,10,0.279739375931518
"6159","Offa","Akinyele",NA,0.46263954852467,0.46263954852467,3356,365,2029,10,0.79771331352467,11,0.30771331352467
"6160","Offa","Akinyele",NA,0.490613486117822,0.490613486117822,3721,365,2030,11,0.8,12,0.335687251117822
"6161","Ofu","Owan East",NA,0.363787535289479,0.363787535289479,71,365,2020,1,0.574844756289479,2,0.0848447562894792
"6162","Ofu","Owan East",NA,0.406209913434219,0.406209913434219,436,365,2021,2,0.617267134434219,3,0.127267134434219
"6163","Ofu","Owan East",NA,0.448632291578958,0.448632291578958,801,365,2022,3,0.659689512578958,4,0.169689512578958
"6164","Ofu","Owan East",NA,0.491054669723698,0.491054669723698,1166,365,2023,4,0.702111890723698,5,0.212111890723698
"6165","Ofu","Owan East",NA,0.533477047868438,0.533477047868438,1531,365,2024,5,0.744534268868438,6,0.254534268868438
"6166","Ofu","Owan East",NA,0.575899426013177,0.575899426013177,1896,365,2025,6,0.786956647013177,7,0.296956647013177
"6167","Ofu","Owan East",NA,0.618321804157917,0.618321804157917,2261,365,2026,7,0.8,8,0.339379025157917
"6168","Ofu","Owan East",NA,0.660744182302657,0.660744182302657,2626,365,2027,8,0.8,9,0.381801403302657
"6169","Ofu","Owan East",NA,0.703166560447396,0.703166560447396,2991,365,2028,9,0.8,10,0.424223781447396
"6170","Ofu","Owan East",NA,0.745588938592136,0.745588938592136,3356,365,2029,10,0.8,11,0.466646159592136
"6171","Ofu","Owan East",NA,0.788011316736875,0.788011316736875,3721,365,2030,11,0.8,12,0.509068537736875
"6172","Ogbadibo","Ahoada West",NA,0.172707404176315,0.172707404176315,71,365,2020,1,0.527028172176315,2,0.0370281721763151
"6173","Ogbadibo","Ahoada West",NA,0.191221490264473,0.191221490264473,436,365,2021,2,0.545542258264473,3,0.0555422582644726
"6174","Ogbadibo","Ahoada West",NA,0.20973557635263,0.20973557635263,801,365,2022,3,0.56405634435263,4,0.0740563443526301
"6175","Ogbadibo","Ahoada West",NA,0.228249662440788,0.228249662440788,1166,365,2023,4,0.582570430440788,5,0.0925704304407876
"6176","Ogbadibo","Ahoada West",NA,0.246763748528945,0.246763748528945,1531,365,2024,5,0.601084516528945,6,0.111084516528945
"6177","Ogbadibo","Ahoada West",NA,0.265277834617103,0.265277834617103,1896,365,2025,6,0.619598602617103,7,0.129598602617103
"6178","Ogbadibo","Ahoada West",NA,0.28379192070526,0.28379192070526,2261,365,2026,7,0.63811268870526,8,0.14811268870526
"6179","Ogbadibo","Ahoada West",NA,0.302306006793418,0.302306006793418,2626,365,2027,8,0.656626774793418,9,0.166626774793418
"6180","Ogbadibo","Ahoada West",NA,0.320820092881575,0.320820092881575,2991,365,2028,9,0.675140860881575,10,0.185140860881575
"6181","Ogbadibo","Ahoada West",NA,0.339334178969733,0.339334178969733,3356,365,2029,10,0.693654946969733,11,0.203654946969733
"6182","Ogbadibo","Ahoada West",NA,0.35784826505789,0.35784826505789,3721,365,2030,11,0.71216903305789,12,0.22216903305789
"6183","Ogba-Egbema-Ndoni","Owan East",NA,0.363787535289479,0.363787535289479,71,365,2020,1,0.574844756289479,2,0.0848447562894792
"6184","Ogba-Egbema-Ndoni","Owan East",NA,0.406209913434219,0.406209913434219,436,365,2021,2,0.617267134434219,3,0.127267134434219
"6185","Ogba-Egbema-Ndoni","Owan East",NA,0.448632291578958,0.448632291578958,801,365,2022,3,0.659689512578958,4,0.169689512578958
"6186","Ogba-Egbema-Ndoni","Owan East",NA,0.491054669723698,0.491054669723698,1166,365,2023,4,0.702111890723698,5,0.212111890723698
"6187","Ogba-Egbema-Ndoni","Owan East",NA,0.533477047868438,0.533477047868438,1531,365,2024,5,0.744534268868438,6,0.254534268868438
"6188","Ogba-Egbema-Ndoni","Owan East",NA,0.575899426013177,0.575899426013177,1896,365,2025,6,0.786956647013177,7,0.296956647013177
"6189","Ogba-Egbema-Ndoni","Owan East",NA,0.618321804157917,0.618321804157917,2261,365,2026,7,0.8,8,0.339379025157917
"6190","Ogba-Egbema-Ndoni","Owan East",NA,0.660744182302657,0.660744182302657,2626,365,2027,8,0.8,9,0.381801403302657
"6191","Ogba-Egbema-Ndoni","Owan East",NA,0.703166560447396,0.703166560447396,2991,365,2028,9,0.8,10,0.424223781447396
"6192","Ogba-Egbema-Ndoni","Owan East",NA,0.745588938592136,0.745588938592136,3356,365,2029,10,0.8,11,0.466646159592136
"6193","Ogba-Egbema-Ndoni","Owan East",NA,0.788011316736875,0.788011316736875,3721,365,2030,11,0.8,12,0.509068537736875
"6194","Ogbaru","Ahoada West",NA,0.703694839176315,0.703694839176315,71,365,2020,1,0.527028172176315,2,0.0370281721763151
