"","adm1","LGA","smc_plan1","repDS","peak","year","round","duration","coverage_high_access","coverage_low_access","max_age","simday"
"8082","Kano","Kibiya","SMC","Gwarzo","august",2029,2,-1,1,0.6,5,3538
"8083","Kano","Kibiya","SMC","Gwarzo","august",2029,3,-1,1,0.6,5,3568
"8084","Kano","Kibiya","SMC","Gwarzo","august",2029,4,-1,1,0.6,5,3598
"8945","Kano","Kibiya","SMC","Gwarzo","august",2030,1,-1,1,0.6,5,3873
"8946","Kano","Kibiya","SMC","Gwarzo","august",2030,2,-1,1,0.6,5,3903
"8947","Kano","Kibiya","SMC","Gwarzo","august",2030,3,-1,1,0.6,5,3933
"8948","Kano","Kibiya","SMC","Gwarzo","august",2030,4,-1,1,0.6,5,3963
"177","Jigawa","Kiri Kasamma","SMC","Taura","july",2020,1,-1,1,0.6,5,186
"178","Jigawa","Kiri Kasamma","SMC","Taura","july",2020,2,-1,1,0.6,5,216
"179","Jigawa","Kiri Kasamma","SMC","Taura","july",2020,3,-1,1,0.6,5,246
"180","Jigawa","Kiri Kasamma","SMC","Taura","july",2020,4,-1,1,0.6,5,276
"1041","Jigawa","Kiri Kasamma","SMC","Taura","july",2021,1,-1,1,0.6,5,551
"1042","Jigawa","Kiri Kasamma","SMC","Taura","july",2021,2,-1,1,0.6,5,581
"1043","Jigawa","Kiri Kasamma","SMC","Taura","july",2021,3,-1,1,0.6,5,611
"1044","Jigawa","Kiri Kasamma","SMC","Taura","july",2021,4,-1,1,0.6,5,641
"1905","Jigawa","Kiri Kasamma","SMC","Taura","july",2022,1,-1,1,0.6,5,916
"1906","Jigawa","Kiri Kasamma","SMC","Taura","july",2022,2,-1,1,0.6,5,946
"1907","Jigawa","Kiri Kasamma","SMC","Taura","july",2022,3,-1,1,0.6,5,976
"1908","Jigawa","Kiri Kasamma","SMC","Taura","july",2022,4,-1,1,0.6,5,1006
"2769","Jigawa","Kiri Kasamma","SMC","Taura","july",2023,1,-1,1,0.6,5,1281
"2770","Jigawa","Kiri Kasamma","SMC","Taura","july",2023,2,-1,1,0.6,5,1311
"2771","Jigawa","Kiri Kasamma","SMC","Taura","july",2023,3,-1,1,0.6,5,1341
"2772","Jigawa","Kiri Kasamma","SMC","Taura","july",2023,4,-1,1,0.6,5,1371
"3633","Jigawa","Kiri Kasamma","SMC","Taura","july",2024,1,-1,1,0.6,5,1646
"3634","Jigawa","Kiri Kasamma","SMC","Taura","july",2024,2,-1,1,0.6,5,1676
"3635","Jigawa","Kiri Kasamma","SMC","Taura","july",2024,3,-1,1,0.6,5,1706
"3636","Jigawa","Kiri Kasamma","SMC","Taura","july",2024,4,-1,1,0.6,5,1736
"4497","Jigawa","Kiri Kasamma","SMC","Taura","july",2025,1,-1,1,0.6,5,2011
"4498","Jigawa","Kiri Kasamma","SMC","Taura","july",2025,2,-1,1,0.6,5,2041
"4499","Jigawa","Kiri Kasamma","SMC","Taura","july",2025,3,-1,1,0.6,5,2071
"4500","Jigawa","Kiri Kasamma","SMC","Taura","july",2025,4,-1,1,0.6,5,2101
"5361","Jigawa","Kiri Kasamma","SMC","Taura","july",2026,1,-1,1,0.6,5,2376
"5362","Jigawa","Kiri Kasamma","SMC","Taura","july",2026,2,-1,1,0.6,5,2406
"5363","Jigawa","Kiri Kasamma","SMC","Taura","july",2026,3,-1,1,0.6,5,2436
"5364","Jigawa","Kiri Kasamma","SMC","Taura","july",2026,4,-1,1,0.6,5,2466
"6225","Jigawa","Kiri Kasamma","SMC","Taura","july",2027,1,-1,1,0.6,5,2741
"6226","Jigawa","Kiri Kasamma","SMC","Taura","july",2027,2,-1,1,0.6,5,2771
"6227","Jigawa","Kiri Kasamma","SMC","Taura","july",2027,3,-1,1,0.6,5,2801
"6228","Jigawa","Kiri Kasamma","SMC","Taura","july",2027,4,-1,1,0.6,5,2831
"7089","Jigawa","Kiri Kasamma","SMC","Taura","july",2028,1,-1,1,0.6,5,3106
"7090","Jigawa","Kiri Kasamma","SMC","Taura","july",2028,2,-1,1,0.6,5,3136
"7091","Jigawa","Kiri Kasamma","SMC","Taura","july",2028,3,-1,1,0.6,5,3166
"7092","Jigawa","Kiri Kasamma","SMC","Taura","july",2028,4,-1,1,0.6,5,3196
"7953","Jigawa","Kiri Kasamma","SMC","Taura","july",2029,1,-1,1,0.6,5,3471
"7954","Jigawa","Kiri Kasamma","SMC","Taura","july",2029,2,-1,1,0.6,5,3501
"7955","Jigawa","Kiri Kasamma","SMC","Taura","july",2029,3,-1,1,0.6,5,3531
"7956","Jigawa","Kiri Kasamma","SMC","Taura","july",2029,4,-1,1,0.6,5,3561
"8817","Jigawa","Kiri Kasamma","SMC","Taura","july",2030,1,-1,1,0.6,5,3836
"8818","Jigawa","Kiri Kasamma","SMC","Taura","july",2030,2,-1,1,0.6,5,3866
"8819","Jigawa","Kiri Kasamma","SMC","Taura","july",2030,3,-1,1,0.6,5,3896
"8820","Jigawa","Kiri Kasamma","SMC","Taura","july",2030,4,-1,1,0.6,5,3926
"309","Kano","Kiru","SMC","Gwarzo","august",2020,1,-1,1,0.6,5,223
"310","Kano","Kiru","SMC","Gwarzo","august",2020,2,-1,1,0.6,5,253
"311","Kano","Kiru","SMC","Gwarzo","august",2020,3,-1,1,0.6,5,283
"312","Kano","Kiru","SMC","Gwarzo","august",2020,4,-1,1,0.6,5,313
"1173","Kano","Kiru","SMC","Gwarzo","august",2021,1,-1,1,0.6,5,588
"1174","Kano","Kiru","SMC","Gwarzo","august",2021,2,-1,1,0.6,5,618
"1175","Kano","Kiru","SMC","Gwarzo","august",2021,3,-1,1,0.6,5,648
"1176","Kano","Kiru","SMC","Gwarzo","august",2021,4,-1,1,0.6,5,678
"2037","Kano","Kiru","SMC","Gwarzo","august",2022,1,-1,1,0.6,5,953
"2038","Kano","Kiru","SMC","Gwarzo","august",2022,2,-1,1,0.6,5,983
"2039","Kano","Kiru","SMC","Gwarzo","august",2022,3,-1,1,0.6,5,1013
"2040","Kano","Kiru","SMC","Gwarzo","august",2022,4,-1,1,0.6,5,1043
"2901","Kano","Kiru","SMC","Gwarzo","august",2023,1,-1,1,0.6,5,1318
"2902","Kano","Kiru","SMC","Gwarzo","august",2023,2,-1,1,0.6,5,1348
"2903","Kano","Kiru","SMC","Gwarzo","august",2023,3,-1,1,0.6,5,1378
"2904","Kano","Kiru","SMC","Gwarzo","august",2023,4,-1,1,0.6,5,1408
"3765","Kano","Kiru","SMC","Gwarzo","august",2024,1,-1,1,0.6,5,1683
"3766","Kano","Kiru","SMC","Gwarzo","august",2024,2,-1,1,0.6,5,1713
"3767","Kano","Kiru","SMC","Gwarzo","august",2024,3,-1,1,0.6,5,1743
"3768","Kano","Kiru","SMC","Gwarzo","august",2024,4,-1,1,0.6,5,1773
"4629","Kano","Kiru","SMC","Gwarzo","august",2025,1,-1,1,0.6,5,2048
"4630","Kano","Kiru","SMC","Gwarzo","august",2025,2,-1,1,0.6,5,2078
"4631","Kano","Kiru","SMC","Gwarzo","august",2025,3,-1,1,0.6,5,2108
"4632","Kano","Kiru","SMC","Gwarzo","august",2025,4,-1,1,0.6,5,2138
"5493","Kano","Kiru","SMC","Gwarzo","august",2026,1,-1,1,0.6,5,2413
"5494","Kano","Kiru","SMC","Gwarzo","august",2026,2,-1,1,0.6,5,2443
"5495","Kano","Kiru","SMC","Gwarzo","august",2026,3,-1,1,0.6,5,2473
"5496","Kano","Kiru","SMC","Gwarzo","august",2026,4,-1,1,0.6,5,2503
"6357","Kano","Kiru","SMC","Gwarzo","august",2027,1,-1,1,0.6,5,2778
"6358","Kano","Kiru","SMC","Gwarzo","august",2027,2,-1,1,0.6,5,2808
"6359","Kano","Kiru","SMC","Gwarzo","august",2027,3,-1,1,0.6,5,2838
"6360","Kano","Kiru","SMC","Gwarzo","august",2027,4,-1,1,0.6,5,2868
"7221","Kano","Kiru","SMC","Gwarzo","august",2028,1,-1,1,0.6,5,3143
"7222","Kano","Kiru","SMC","Gwarzo","august",2028,2,-1,1,0.6,5,3173
"7223","Kano","Kiru","SMC","Gwarzo","august",2028,3,-1,1,0.6,5,3203
"7224","Kano","Kiru","SMC","Gwarzo","august",2028,4,-1,1,0.6,5,3233
"8085","Kano","Kiru","SMC","Gwarzo","august",2029,1,-1,1,0.6,5,3508
"8086","Kano","Kiru","SMC","Gwarzo","august",2029,2,-1,1,0.6,5,3538
"8087","Kano","Kiru","SMC","Gwarzo","august",2029,3,-1,1,0.6,5,3568
"8088","Kano","Kiru","SMC","Gwarzo","august",2029,4,-1,1,0.6,5,3598
"8949","Kano","Kiru","SMC","Gwarzo","august",2030,1,-1,1,0.6,5,3873
"8950","Kano","Kiru","SMC","Gwarzo","august",2030,2,-1,1,0.6,5,3903
"8951","Kano","Kiru","SMC","Gwarzo","august",2030,3,-1,1,0.6,5,3933
"8952","Kano","Kiru","SMC","Gwarzo","august",2030,4,-1,1,0.6,5,3963
"213","Jigawa","Kiyawa","SMC","Takali","september",2020,1,-1,1,0.934456929,5,186
"214","Jigawa","Kiyawa","SMC","Takali","september",2020,2,-1,1,0.973782772,5,214
"215","Jigawa","Kiyawa","SMC","Takali","september",2020,3,-1,1,0.975655431,5,242
"216","Jigawa","Kiyawa","SMC","Takali","september",2020,4,-1,1,0.653558052,5,270
"1077","Jigawa","Kiyawa","SMC","Takali","september",2021,1,-1,1,0.934456929,5,551
"1078","Jigawa","Kiyawa","SMC","Takali","september",2021,2,-1,1,0.973782772,5,579
"1079","Jigawa","Kiyawa","SMC","Takali","september",2021,3,-1,1,0.975655431,5,607
"1080","Jigawa","Kiyawa","SMC","Takali","september",2021,4,-1,1,0.653558052,5,635
"1941","Jigawa","Kiyawa","SMC","Takali","september",2022,1,-1,1,0.934456929,5,916
"1942","Jigawa","Kiyawa","SMC","Takali","september",2022,2,-1,1,0.973782772,5,944
"1943","Jigawa","Kiyawa","SMC","Takali","september",2022,3,-1,1,0.975655431,5,972
"1944","Jigawa","Kiyawa","SMC","Takali","september",2022,4,-1,1,0.653558052,5,1000
"2805","Jigawa","Kiyawa","SMC","Takali","september",2023,1,-1,1,0.934456929,5,1281
"2806","Jigawa","Kiyawa","SMC","Takali","september",2023,2,-1,1,0.973782772,5,1309
"2807","Jigawa","Kiyawa","SMC","Takali","september",2023,3,-1,1,0.975655431,5,1337
"2808","Jigawa","Kiyawa","SMC","Takali","september",2023,4,-1,1,0.653558052,5,1365
"3669","Jigawa","Kiyawa","SMC","Takali","september",2024,1,-1,1,0.934456929,5,1646
"3670","Jigawa","Kiyawa","SMC","Takali","september",2024,2,-1,1,0.973782772,5,1674
"3671","Jigawa","Kiyawa","SMC","Takali","september",2024,3,-1,1,0.975655431,5,1702
"3672","Jigawa","Kiyawa","SMC","Takali","september",2024,4,-1,1,0.653558052,5,1730
"4533","Jigawa","Kiyawa","SMC","Takali","september",2025,1,-1,1,0.934456929,5,2011
"4534","Jigawa","Kiyawa","SMC","Takali","september",2025,2,-1,1,0.973782772,5,2039
"4535","Jigawa","Kiyawa","SMC","Takali","september",2025,3,-1,1,0.975655431,5,2067
"4536","Jigawa","Kiyawa","SMC","Takali","september",2025,4,-1,1,0.653558052,5,2095
"5397","Jigawa","Kiyawa","SMC","Takali","september",2026,1,-1,1,0.934456929,5,2376
"5398","Jigawa","Kiyawa","SMC","Takali","september",2026,2,-1,1,0.973782772,5,2404
"5399","Jigawa","Kiyawa","SMC","Takali","september",2026,3,-1,1,0.975655431,5,2432
"5400","Jigawa","Kiyawa","SMC","Takali","september",2026,4,-1,1,0.653558052,5,2460
"6261","Jigawa","Kiyawa","SMC","Takali","september",2027,1,-1,1,0.934456929,5,2741
"6262","Jigawa","Kiyawa","SMC","Takali","september",2027,2,-1,1,0.973782772,5,2769
"6263","Jigawa","Kiyawa","SMC","Takali","september",2027,3,-1,1,0.975655431,5,2797
"6264","Jigawa","Kiyawa","SMC","Takali","september",2027,4,-1,1,0.653558052,5,2825
"7125","Jigawa","Kiyawa","SMC","Takali","september",2028,1,-1,1,0.934456929,5,3106
"7126","Jigawa","Kiyawa","SMC","Takali","september",2028,2,-1,1,0.973782772,5,3134
"7127","Jigawa","Kiyawa","SMC","Takali","september",2028,3,-1,1,0.975655431,5,3162
"7128","Jigawa","Kiyawa","SMC","Takali","september",2028,4,-1,1,0.653558052,5,3190
"7989","Jigawa","Kiyawa","SMC","Takali","september",2029,1,-1,1,0.934456929,5,3471
"7990","Jigawa","Kiyawa","SMC","Takali","september",2029,2,-1,1,0.973782772,5,3499
"7991","Jigawa","Kiyawa","SMC","Takali","september",2029,3,-1,1,0.975655431,5,3527
"7992","Jigawa","Kiyawa","SMC","Takali","september",2029,4,-1,1,0.653558052,5,3555
"8853","Jigawa","Kiyawa","SMC","Takali","september",2030,1,-1,1,0.934456929,5,3836
"8854","Jigawa","Kiyawa","SMC","Takali","september",2030,2,-1,1,0.973782772,5,3864
"8855","Jigawa","Kiyawa","SMC","Takali","september",2030,3,-1,1,0.975655431,5,3892
"8856","Jigawa","Kiyawa","SMC","Takali","september",2030,4,-1,1,0.653558052,5,3920
"577","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2020,1,-1,1,0.6,5,223
"578","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2020,2,-1,1,0.6,5,253
"579","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2020,3,-1,1,0.6,5,283
"580","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2020,4,-1,1,0.6,5,313
"1441","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2021,1,-1,1,0.6,5,588
"1442","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2021,2,-1,1,0.6,5,618
"1443","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2021,3,-1,1,0.6,5,648
"1444","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2021,4,-1,1,0.6,5,678
"2305","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2022,1,-1,1,0.6,5,953
"2306","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2022,2,-1,1,0.6,5,983
"2307","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2022,3,-1,1,0.6,5,1013
"2308","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2022,4,-1,1,0.6,5,1043
"3169","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2023,1,-1,1,0.6,5,1318
"3170","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2023,2,-1,1,0.6,5,1348
"3171","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2023,3,-1,1,0.6,5,1378
"3172","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2023,4,-1,1,0.6,5,1408
"4033","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2024,1,-1,1,0.6,5,1683
"4034","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2024,2,-1,1,0.6,5,1713
"4035","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2024,3,-1,1,0.6,5,1743
"4036","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2024,4,-1,1,0.6,5,1773
"4897","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2025,1,-1,1,0.6,5,2048
"4898","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2025,2,-1,1,0.6,5,2078
"4899","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2025,3,-1,1,0.6,5,2108
"4900","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2025,4,-1,1,0.6,5,2138
"5761","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2026,1,-1,1,0.6,5,2413
"5762","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2026,2,-1,1,0.6,5,2443
"5763","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2026,3,-1,1,0.6,5,2473
"5764","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2026,4,-1,1,0.6,5,2503
"6625","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2027,1,-1,1,0.6,5,2778
"6626","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2027,2,-1,1,0.6,5,2808
"6627","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2027,3,-1,1,0.6,5,2838
"6628","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2027,4,-1,1,0.6,5,2868
"7489","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2028,1,-1,1,0.6,5,3143
"7490","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2028,2,-1,1,0.6,5,3173
"7491","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2028,3,-1,1,0.6,5,3203
"7492","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2028,4,-1,1,0.6,5,3233
"8353","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2029,1,-1,1,0.6,5,3508
"8354","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2029,2,-1,1,0.6,5,3538
"8355","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2029,3,-1,1,0.6,5,3568
"8356","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2029,4,-1,1,0.6,5,3598
"9217","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2030,1,-1,1,0.6,5,3873
"9218","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2030,2,-1,1,0.6,5,3903
"9219","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2030,3,-1,1,0.6,5,3933
"9220","Kebbi","Koko-Besse","SMC","Birnin Kebbi","august",2030,4,-1,1,0.6,5,3963
"61","Borno","Konduga","SMC","Darazo","july",2020,1,-1,1,0.6,5,186
"62","Borno","Konduga","SMC","Darazo","july",2020,2,-1,1,0.6,5,216
"63","Borno","Konduga","SMC","Darazo","july",2020,3,-1,1,0.6,5,246
"64","Borno","Konduga","SMC","Darazo","july",2020,4,-1,1,0.6,5,276
"925","Borno","Konduga","SMC","Darazo","july",2021,1,-1,1,0.6,5,551
"926","Borno","Konduga","SMC","Darazo","july",2021,2,-1,1,0.6,5,581
"927","Borno","Konduga","SMC","Darazo","july",2021,3,-1,1,0.6,5,611
"928","Borno","Konduga","SMC","Darazo","july",2021,4,-1,1,0.6,5,641
"1789","Borno","Konduga","SMC","Darazo","july",2022,1,-1,1,0.6,5,916
"1790","Borno","Konduga","SMC","Darazo","july",2022,2,-1,1,0.6,5,946
"1791","Borno","Konduga","SMC","Darazo","july",2022,3,-1,1,0.6,5,976
"1792","Borno","Konduga","SMC","Darazo","july",2022,4,-1,1,0.6,5,1006
"2653","Borno","Konduga","SMC","Darazo","july",2023,1,-1,1,0.6,5,1281
"2654","Borno","Konduga","SMC","Darazo","july",2023,2,-1,1,0.6,5,1311
"2655","Borno","Konduga","SMC","Darazo","july",2023,3,-1,1,0.6,5,1341
"2656","Borno","Konduga","SMC","Darazo","july",2023,4,-1,1,0.6,5,1371
"3517","Borno","Konduga","SMC","Darazo","july",2024,1,-1,1,0.6,5,1646
"3518","Borno","Konduga","SMC","Darazo","july",2024,2,-1,1,0.6,5,1676
"3519","Borno","Konduga","SMC","Darazo","july",2024,3,-1,1,0.6,5,1706
"3520","Borno","Konduga","SMC","Darazo","july",2024,4,-1,1,0.6,5,1736
"4381","Borno","Konduga","SMC","Darazo","july",2025,1,-1,1,0.6,5,2011
"4382","Borno","Konduga","SMC","Darazo","july",2025,2,-1,1,0.6,5,2041
"4383","Borno","Konduga","SMC","Darazo","july",2025,3,-1,1,0.6,5,2071
"4384","Borno","Konduga","SMC","Darazo","july",2025,4,-1,1,0.6,5,2101
"5245","Borno","Konduga","SMC","Darazo","july",2026,1,-1,1,0.6,5,2376
"5246","Borno","Konduga","SMC","Darazo","july",2026,2,-1,1,0.6,5,2406
"5247","Borno","Konduga","SMC","Darazo","july",2026,3,-1,1,0.6,5,2436
"5248","Borno","Konduga","SMC","Darazo","july",2026,4,-1,1,0.6,5,2466
"6109","Borno","Konduga","SMC","Darazo","july",2027,1,-1,1,0.6,5,2741
"6110","Borno","Konduga","SMC","Darazo","july",2027,2,-1,1,0.6,5,2771
"6111","Borno","Konduga","SMC","Darazo","july",2027,3,-1,1,0.6,5,2801
"6112","Borno","Konduga","SMC","Darazo","july",2027,4,-1,1,0.6,5,2831
"6973","Borno","Konduga","SMC","Darazo","july",2028,1,-1,1,0.6,5,3106
"6974","Borno","Konduga","SMC","Darazo","july",2028,2,-1,1,0.6,5,3136
"6975","Borno","Konduga","SMC","Darazo","july",2028,3,-1,1,0.6,5,3166
"6976","Borno","Konduga","SMC","Darazo","july",2028,4,-1,1,0.6,5,3196
"7837","Borno","Konduga","SMC","Darazo","july",2029,1,-1,1,0.6,5,3471
"7838","Borno","Konduga","SMC","Darazo","july",2029,2,-1,1,0.6,5,3501
"7839","Borno","Konduga","SMC","Darazo","july",2029,3,-1,1,0.6,5,3531
"7840","Borno","Konduga","SMC","Darazo","july",2029,4,-1,1,0.6,5,3561
"8701","Borno","Konduga","SMC","Darazo","july",2030,1,-1,1,0.6,5,3836
"8702","Borno","Konduga","SMC","Darazo","july",2030,2,-1,1,0.6,5,3866
"8703","Borno","Konduga","SMC","Darazo","july",2030,3,-1,1,0.6,5,3896
"8704","Borno","Konduga","SMC","Darazo","july",2030,4,-1,1,0.6,5,3926
"65","Borno","Kukawa","SMC","Babura","may",2020,1,-1,1,0.6,5,131
"66","Borno","Kukawa","SMC","Babura","may",2020,2,-1,1,0.6,5,161
"67","Borno","Kukawa","SMC","Babura","may",2020,3,-1,1,0.6,5,191
"68","Borno","Kukawa","SMC","Babura","may",2020,4,-1,1,0.6,5,221
"929","Borno","Kukawa","SMC","Babura","may",2021,1,-1,1,0.6,5,496
"930","Borno","Kukawa","SMC","Babura","may",2021,2,-1,1,0.6,5,526
"931","Borno","Kukawa","SMC","Babura","may",2021,3,-1,1,0.6,5,556
"932","Borno","Kukawa","SMC","Babura","may",2021,4,-1,1,0.6,5,586
"1793","Borno","Kukawa","SMC","Babura","may",2022,1,-1,1,0.6,5,861
"1794","Borno","Kukawa","SMC","Babura","may",2022,2,-1,1,0.6,5,891
"1795","Borno","Kukawa","SMC","Babura","may",2022,3,-1,1,0.6,5,921
"1796","Borno","Kukawa","SMC","Babura","may",2022,4,-1,1,0.6,5,951
"2657","Borno","Kukawa","SMC","Babura","may",2023,1,-1,1,0.6,5,1226
"2658","Borno","Kukawa","SMC","Babura","may",2023,2,-1,1,0.6,5,1256
"2659","Borno","Kukawa","SMC","Babura","may",2023,3,-1,1,0.6,5,1286
"2660","Borno","Kukawa","SMC","Babura","may",2023,4,-1,1,0.6,5,1316
"3521","Borno","Kukawa","SMC","Babura","may",2024,1,-1,1,0.6,5,1591
"3522","Borno","Kukawa","SMC","Babura","may",2024,2,-1,1,0.6,5,1621
"3523","Borno","Kukawa","SMC","Babura","may",2024,3,-1,1,0.6,5,1651
"3524","Borno","Kukawa","SMC","Babura","may",2024,4,-1,1,0.6,5,1681
"4385","Borno","Kukawa","SMC","Babura","may",2025,1,-1,1,0.6,5,1956
"4386","Borno","Kukawa","SMC","Babura","may",2025,2,-1,1,0.6,5,1986
"4387","Borno","Kukawa","SMC","Babura","may",2025,3,-1,1,0.6,5,2016
"4388","Borno","Kukawa","SMC","Babura","may",2025,4,-1,1,0.6,5,2046
"5249","Borno","Kukawa","SMC","Babura","may",2026,1,-1,1,0.6,5,2321
"5250","Borno","Kukawa","SMC","Babura","may",2026,2,-1,1,0.6,5,2351
"5251","Borno","Kukawa","SMC","Babura","may",2026,3,-1,1,0.6,5,2381
"5252","Borno","Kukawa","SMC","Babura","may",2026,4,-1,1,0.6,5,2411
"6113","Borno","Kukawa","SMC","Babura","may",2027,1,-1,1,0.6,5,2686
"6114","Borno","Kukawa","SMC","Babura","may",2027,2,-1,1,0.6,5,2716
"6115","Borno","Kukawa","SMC","Babura","may",2027,3,-1,1,0.6,5,2746
"6116","Borno","Kukawa","SMC","Babura","may",2027,4,-1,1,0.6,5,2776
"6977","Borno","Kukawa","SMC","Babura","may",2028,1,-1,1,0.6,5,3051
"6978","Borno","Kukawa","SMC","Babura","may",2028,2,-1,1,0.6,5,3081
"6979","Borno","Kukawa","SMC","Babura","may",2028,3,-1,1,0.6,5,3111
"6980","Borno","Kukawa","SMC","Babura","may",2028,4,-1,1,0.6,5,3141
"7841","Borno","Kukawa","SMC","Babura","may",2029,1,-1,1,0.6,5,3416
"7842","Borno","Kukawa","SMC","Babura","may",2029,2,-1,1,0.6,5,3446
"7843","Borno","Kukawa","SMC","Babura","may",2029,3,-1,1,0.6,5,3476
"7844","Borno","Kukawa","SMC","Babura","may",2029,4,-1,1,0.6,5,3506
"8705","Borno","Kukawa","SMC","Babura","may",2030,1,-1,1,0.6,5,3781
"8706","Borno","Kukawa","SMC","Babura","may",2030,2,-1,1,0.6,5,3811
"8707","Borno","Kukawa","SMC","Babura","may",2030,3,-1,1,0.6,5,3841
"8708","Borno","Kukawa","SMC","Babura","may",2030,4,-1,1,0.6,5,3871
"313","Kano","Kumbotso","SMC","Taura","july",2020,1,-1,1,0.6,5,186
"314","Kano","Kumbotso","SMC","Taura","july",2020,2,-1,1,0.6,5,216
"315","Kano","Kumbotso","SMC","Taura","july",2020,3,-1,1,0.6,5,246
"316","Kano","Kumbotso","SMC","Taura","july",2020,4,-1,1,0.6,5,276
"1177","Kano","Kumbotso","SMC","Taura","july",2021,1,-1,1,0.6,5,551
"1178","Kano","Kumbotso","SMC","Taura","july",2021,2,-1,1,0.6,5,581
"1179","Kano","Kumbotso","SMC","Taura","july",2021,3,-1,1,0.6,5,611
"1180","Kano","Kumbotso","SMC","Taura","july",2021,4,-1,1,0.6,5,641
"2041","Kano","Kumbotso","SMC","Taura","july",2022,1,-1,1,0.6,5,916
"2042","Kano","Kumbotso","SMC","Taura","july",2022,2,-1,1,0.6,5,946
"2043","Kano","Kumbotso","SMC","Taura","july",2022,3,-1,1,0.6,5,976
"2044","Kano","Kumbotso","SMC","Taura","july",2022,4,-1,1,0.6,5,1006
"2905","Kano","Kumbotso","SMC","Taura","july",2023,1,-1,1,0.6,5,1281
"2906","Kano","Kumbotso","SMC","Taura","july",2023,2,-1,1,0.6,5,1311
"2907","Kano","Kumbotso","SMC","Taura","july",2023,3,-1,1,0.6,5,1341
"2908","Kano","Kumbotso","SMC","Taura","july",2023,4,-1,1,0.6,5,1371
"3769","Kano","Kumbotso","SMC","Taura","july",2024,1,-1,1,0.6,5,1646
"3770","Kano","Kumbotso","SMC","Taura","july",2024,2,-1,1,0.6,5,1676
"3771","Kano","Kumbotso","SMC","Taura","july",2024,3,-1,1,0.6,5,1706
"3772","Kano","Kumbotso","SMC","Taura","july",2024,4,-1,1,0.6,5,1736
"4633","Kano","Kumbotso","SMC","Taura","july",2025,1,-1,1,0.6,5,2011
"4634","Kano","Kumbotso","SMC","Taura","july",2025,2,-1,1,0.6,5,2041
"4635","Kano","Kumbotso","SMC","Taura","july",2025,3,-1,1,0.6,5,2071
"4636","Kano","Kumbotso","SMC","Taura","july",2025,4,-1,1,0.6,5,2101
"5497","Kano","Kumbotso","SMC","Taura","july",2026,1,-1,1,0.6,5,2376
"5498","Kano","Kumbotso","SMC","Taura","july",2026,2,-1,1,0.6,5,2406
"5499","Kano","Kumbotso","SMC","Taura","july",2026,3,-1,1,0.6,5,2436
"5500","Kano","Kumbotso","SMC","Taura","july",2026,4,-1,1,0.6,5,2466
"6361","Kano","Kumbotso","SMC","Taura","july",2027,1,-1,1,0.6,5,2741
"6362","Kano","Kumbotso","SMC","Taura","july",2027,2,-1,1,0.6,5,2771
"6363","Kano","Kumbotso","SMC","Taura","july",2027,3,-1,1,0.6,5,2801
