"","LGA","repDS","year","LGA_old","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","mortality_rate","kill_rate","block_initial","round","peak","simday"
"69","Ado-Odo-Ota","Uzo-Uwani",2021,"Ado-Odo/Ota",0.8,0.8,0.8,0.8,0.405185074,0.46396913,0.53,1,"june",527
"692","Ado-Odo-Ota","Uzo-Uwani",2024,"Ado-Odo/Ota",0.8,0.8,0.8,0.8,0.405185074,0.46396913,0.53,2,"june",1622
"694","Ado-Odo-Ota","Uzo-Uwani",2027,"Ado-Odo/Ota",0.8,0.8,0.8,0.8,0.405185074,0.46396913,0.53,3,"june",2717
"696","Ado-Odo-Ota","Uzo-Uwani",2030,"Ado-Odo/Ota",0.8,0.8,0.8,0.8,0.405185074,0.46396913,0.53,4,"june",3812
"427","Ado Ekiti","Owan East",2020,"Ado Ekiti",0.8,0.8,0.8,0.8,0.357399296,0.424809523,0.53,1,"march",70
"4271","Ado Ekiti","Owan East",2023,"Ado Ekiti",0.8,0.8,0.8,0.8,0.357399296,0.424809523,0.53,2,"march",1165
"4272","Ado Ekiti","Owan East",2026,"Ado Ekiti",0.8,0.8,0.8,0.8,0.357399296,0.424809523,0.53,3,"march",2260
"4273","Ado Ekiti","Owan East",2029,"Ado Ekiti",0.8,0.8,0.8,0.8,0.357399296,0.424809523,0.53,4,"march",3355
"1157","Afijio","Akinyele",2020,"Afijio",0.8,0.8,0.8,0.8,0.464150913,0.510953009,0.53,1,"may",131
"11571","Afijio","Akinyele",2023,"Afijio",0.8,0.8,0.8,0.8,0.464150913,0.510953009,0.53,2,"may",1226
"11572","Afijio","Akinyele",2026,"Afijio",0.8,0.8,0.8,0.8,0.464150913,0.510953009,0.53,3,"may",2321
"11573","Afijio","Akinyele",2029,"Afijio",0.8,0.8,0.8,0.8,0.464150913,0.510953009,0.53,4,"may",3416
"367","Afikpo North","Oru West",2020,"Afikpo North",0.905685179,0.8,0.8,0.8,0.428193447,0.482537052,0.53,1,"june",162
"3671","Afikpo North","Oru West",2023,"Afikpo North",0.905685179,0.8,0.8,0.8,0.428193447,0.482537052,0.53,2,"june",1257
"3672","Afikpo North","Oru West",2026,"Afikpo North",0.905685179,0.8,0.8,0.8,0.428193447,0.482537052,0.53,3,"june",2352
"3673","Afikpo North","Oru West",2029,"Afikpo North",0.905685179,0.8,0.8,0.8,0.428193447,0.482537052,0.53,4,"june",3447
"369","Afikpo South","Ngor-Okpala",2020,"Afikpo South",0.8,0.8,0.8,0.8,0.44733042,0.497764649,0.53,1,"june",162
"3691","Afikpo South","Ngor-Okpala",2023,"Afikpo South",0.8,0.8,0.8,0.8,0.44733042,0.497764649,0.53,2,"june",1257
"3692","Afikpo South","Ngor-Okpala",2026,"Afikpo South",0.8,0.8,0.8,0.8,0.44733042,0.497764649,0.53,3,"june",2352
"3693","Afikpo South","Ngor-Okpala",2029,"Afikpo South",0.8,0.8,0.8,0.8,0.44733042,0.497764649,0.53,4,"june",3447
"979","Agaie","Oke-Ero",2022,"Agaie",0.8,0.8,0.8,0.8,0.469310553,0.514957552,0.53,1,"july",916
"9791","Agaie","Oke-Ero",2025,"Agaie",0.8,0.8,0.8,0.8,0.469310553,0.514957552,0.53,2,"july",2011
"9792","Agaie","Oke-Ero",2028,"Agaie",0.8,0.8,0.8,0.8,0.469310553,0.514957552,0.53,3,"july",3106
"207","Agatu","Keana",2020,"Agatu",0.8,0.833333333,0.8,0.8,0.440507142,0.492360644,0.53,1,"august",223
"2071","Agatu","Keana",2023,"Agatu",0.8,0.833333333,0.8,0.8,0.440507142,0.492360644,0.53,2,"august",1318
"2072","Agatu","Keana",2026,"Agatu",0.8,0.833333333,0.8,0.8,0.440507142,0.492360644,0.53,3,"august",2413
"2073","Agatu","Keana",2029,"Agatu",0.8,0.833333333,0.8,0.8,0.440507142,0.492360644,0.53,4,"august",3508
"929","Agege","Uzo-Uwani",2020,"Agege",0.8,0.8,0.8,0.8,0.445938468,0.49666464,0.53,1,"june",162
"9291","Agege","Uzo-Uwani",2023,"Agege",0.8,0.8,0.8,0.8,0.445938468,0.49666464,0.53,2,"june",1257
"9292","Agege","Uzo-Uwani",2026,"Agege",0.8,0.8,0.8,0.8,0.445938468,0.49666464,0.53,3,"june",2352
"9293","Agege","Uzo-Uwani",2029,"Agege",0.8,0.8,0.8,0.8,0.445938468,0.49666464,0.53,4,"june",3447
"117","Aguata","Oru West",2020,"Aguata",0.8,0.8,0.8,0.8,0.454034567,0.503044714,0.53,1,"june",162
"1172","Aguata","Oru West",2023,"Aguata",0.8,0.8,0.8,0.8,0.454034567,0.503044714,0.53,2,"june",1257
"1174","Aguata","Oru West",2026,"Aguata",0.8,0.8,0.8,0.8,0.454034567,0.503044714,0.53,3,"june",2352
"1176","Aguata","Oru West",2029,"Aguata",0.8,0.8,0.8,0.8,0.454034567,0.503044714,0.53,4,"june",3447
"981","Agwara","Birnin Kebbi",2022,"Agwara",0.8,0.8,0.8,0.8,0.513248554,0.548162892,0.53,1,"august",953
"9811","Agwara","Birnin Kebbi",2025,"Agwara",0.8,0.8,0.8,0.8,0.513248554,0.548162892,0.53,2,"august",2048
"9812","Agwara","Birnin Kebbi",2028,"Agwara",0.8,0.8,0.8,0.8,0.513248554,0.548162892,0.53,3,"august",3143
"485","Ahiazu-Mbaise","Ngor-Okpala",2020,"Ahiazu-Mbaise",0.8,0.8,0.8,0.8,0.4502266,0.500049325,0.53,1,"june",162
"4851","Ahiazu-Mbaise","Ngor-Okpala",2023,"Ahiazu-Mbaise",0.8,0.8,0.8,0.8,0.4502266,0.500049325,0.53,2,"june",1257
"4852","Ahiazu-Mbaise","Ngor-Okpala",2026,"Ahiazu-Mbaise",0.8,0.8,0.8,0.8,0.4502266,0.500049325,0.53,3,"june",2352
"4853","Ahiazu-Mbaise","Ngor-Okpala",2029,"Ahiazu-Mbaise",0.8,0.8,0.8,0.8,0.4502266,0.500049325,0.53,4,"june",3447
"1237","Ahoada East","Ahoada West",2020,"Ahoada East",0.8,0.8,0.8,0.8,0.212067193,0.307284555,0.53,1,"may",131
"12371","Ahoada East","Ahoada West",2023,"Ahoada East",0.8,0.8,0.8,0.8,0.212067193,0.307284555,0.53,2,"may",1226
"12372","Ahoada East","Ahoada West",2026,"Ahoada East",0.8,0.8,0.8,0.8,0.212067193,0.307284555,0.53,3,"may",2321
"12373","Ahoada East","Ahoada West",2029,"Ahoada East",0.8,0.8,0.8,0.8,0.212067193,0.307284555,0.53,4,"may",3416
"1239","Ahoada West","Ahoada West",2020,"Ahoada West",0.8,0.8,0.8,0.8,0.212747654,0.30780961,0.53,1,"may",131
"12391","Ahoada West","Ahoada West",2023,"Ahoada West",0.8,0.8,0.8,0.8,0.212747654,0.30780961,0.53,2,"may",1226
"12392","Ahoada West","Ahoada West",2026,"Ahoada West",0.8,0.8,0.8,0.8,0.212747654,0.30780961,0.53,3,"may",2321
"12393","Ahoada West","Ahoada West",2029,"Ahoada West",0.8,0.8,0.8,0.8,0.212747654,0.30780961,0.53,4,"may",3416
"1099","Aiyedade","Akinyele",2020,"Aiyedade",0.8,0.8,0.8,0.8,0.401428384,0.460915111,0.53,1,"may",131
"10991","Aiyedade","Akinyele",2023,"Aiyedade",0.8,0.8,0.8,0.8,0.401428384,0.460915111,0.53,2,"may",1226
"10992","Aiyedade","Akinyele",2026,"Aiyedade",0.8,0.8,0.8,0.8,0.401428384,0.460915111,0.53,3,"may",2321
"10993","Aiyedade","Akinyele",2029,"Aiyedade",0.8,0.8,0.8,0.8,0.401428384,0.460915111,0.53,4,"may",3416
"1101","Aiyedire","Akinyele",2020,"Aiyedire",0.8,0.8,0.8,0.8,0.440828641,0.492615926,0.53,1,"may",131
"11011","Aiyedire","Akinyele",2023,"Aiyedire",0.8,0.8,0.8,0.8,0.440828641,0.492615926,0.53,2,"may",1226
"11012","Aiyedire","Akinyele",2026,"Aiyedire",0.8,0.8,0.8,0.8,0.440828641,0.492615926,0.53,3,"may",2321
"11013","Aiyedire","Akinyele",2029,"Aiyedire",0.8,0.8,0.8,0.8,0.440828641,0.492615926,0.53,4,"may",3416
"863","Ajaokuta","Owan East",2020,"Ajaokuta",0.8,0.8,0.8,0.8,0.321205627,0.394962504,0.53,1,"march",70
"8631","Ajaokuta","Owan East",2023,"Ajaokuta",0.8,0.8,0.8,0.8,0.321205627,0.394962504,0.53,2,"march",1165
"8632","Ajaokuta","Owan East",2026,"Ajaokuta",0.8,0.8,0.8,0.8,0.321205627,0.394962504,0.53,3,"march",2260
"8633","Ajaokuta","Owan East",2029,"Ajaokuta",0.8,0.8,0.8,0.8,0.321205627,0.394962504,0.53,4,"march",3355
"931","Ajeromi-Ifelodun","Uzo-Uwani",2020,"Ajeromi-Ifelodun",0.8,0.8,0.8,0.8,0.442448497,0.493901179,0.53,1,"june",162
"9311","Ajeromi-Ifelodun","Uzo-Uwani",2023,"Ajeromi-Ifelodun",0.8,0.8,0.8,0.8,0.442448497,0.493901179,0.53,2,"june",1257
"9312","Ajeromi-Ifelodun","Uzo-Uwani",2026,"Ajeromi-Ifelodun",0.8,0.8,0.8,0.8,0.442448497,0.493901179,0.53,3,"june",2352
"9313","Ajeromi-Ifelodun","Uzo-Uwani",2029,"Ajeromi-Ifelodun",0.8,0.8,0.8,0.8,0.442448497,0.493901179,0.53,4,"june",3447
"689","Ajingi","Taura",2022,"Ajingi",0.838709677,0.8,0.8,0.980769231,0.772623248,0.699793659,0.53,1,"july",916
"6891","Ajingi","Taura",2025,"Ajingi",0.838709677,0.8,0.8,0.980769231,0.772623248,0.699793659,0.53,2,"july",2011
"6892","Ajingi","Taura",2028,"Ajingi",0.838709677,0.8,0.8,0.980769231,0.772623248,0.699793659,0.53,3,"july",3106
"71","Akamkpa","Ngor-Okpala",2021,"Akamkpa",0.8,0.8,0.8,0.8,0.473355826,0.518082922,0.53,1,"june",527
"712","Akamkpa","Ngor-Okpala",2024,"Akamkpa",0.8,0.8,0.8,0.8,0.473355826,0.518082922,0.53,2,"june",1622
"714","Akamkpa","Ngor-Okpala",2027,"Akamkpa",0.8,0.8,0.8,0.8,0.473355826,0.518082922,0.53,3,"june",2717
"716","Akamkpa","Ngor-Okpala",2030,"Akamkpa",0.8,0.8,0.8,0.8,0.473355826,0.518082922,0.53,4,"june",3812
"1159","Akinyele","Akinyele",2020,"Akinyele",0.8,0.8,0.8,0.8,0.353306712,0.421435221,0.53,1,"may",131
"11591","Akinyele","Akinyele",2023,"Akinyele",0.8,0.8,0.8,0.8,0.353306712,0.421435221,0.53,2,"may",1226
"11592","Akinyele","Akinyele",2026,"Akinyele",0.8,0.8,0.8,0.8,0.353306712,0.421435221,0.53,3,"may",2321
"11593","Akinyele","Akinyele",2029,"Akinyele",0.8,0.8,0.8,0.8,0.353306712,0.421435221,0.53,4,"may",3416
"73","Akko","Alkaleri",2021,"Akko",0.8,0.8,0.8,0.8,0.430348191,0.484262319,0.53,1,"july",551
"732","Akko","Alkaleri",2024,"Akko",0.8,0.8,0.8,0.8,0.430348191,0.484262319,0.53,2,"july",1646
"734","Akko","Alkaleri",2027,"Akko",0.8,0.8,0.8,0.8,0.430348191,0.484262319,0.53,3,"july",2741
"736","Akko","Alkaleri",2030,"Akko",0.8,0.8,0.8,0.8,0.430348191,0.484262319,0.53,4,"july",3836
"389","Akoko-Edo","Owan East",2020,"Akoko-Edo",0.8,0.8,0.8,0.8,0.304845225,0.381512482,0.53,1,"march",70
"3891","Akoko-Edo","Owan East",2023,"Akoko-Edo",0.8,0.8,0.8,0.8,0.304845225,0.381512482,0.53,2,"march",1165
"3892","Akoko-Edo","Owan East",2026,"Akoko-Edo",0.8,0.8,0.8,0.8,0.304845225,0.381512482,0.53,3,"march",2260
"3893","Akoko-Edo","Owan East",2029,"Akoko-Edo",0.8,0.8,0.8,0.8,0.304845225,0.381512482,0.53,4,"march",3355
"1061","Akoko North East","Oke-Ero",2020,"Akoko North East",0.8,0.8,0.8,0.8,0.346553372,0.415864752,0.53,1,"july",186
"10611","Akoko North East","Oke-Ero",2023,"Akoko North East",0.8,0.8,0.8,0.8,0.346553372,0.415864752,0.53,2,"july",1281
"10612","Akoko North East","Oke-Ero",2026,"Akoko North East",0.8,0.8,0.8,0.8,0.346553372,0.415864752,0.53,3,"july",2376
"10613","Akoko North East","Oke-Ero",2029,"Akoko North East",0.8,0.8,0.8,0.8,0.346553372,0.415864752,0.53,4,"july",3471
"1063","Akoko North West","Oke-Ero",2020,"Akoko North West",0.8,0.8,0.8,0.8,0.316763911,0.391306023,0.53,1,"july",186
"10631","Akoko North West","Oke-Ero",2023,"Akoko North West",0.8,0.8,0.8,0.8,0.316763911,0.391306023,0.53,2,"july",1281
"10632","Akoko North West","Oke-Ero",2026,"Akoko North West",0.8,0.8,0.8,0.8,0.316763911,0.391306023,0.53,3,"july",2376
"10633","Akoko North West","Oke-Ero",2029,"Akoko North West",0.8,0.8,0.8,0.8,0.316763911,0.391306023,0.53,4,"july",3471
"1065","Akoko South East","Oke-Ero",2020,"Akoko South East",0.8,0.8,0.8,0.8,0.347034531,0.416261699,0.53,1,"july",186
"10651","Akoko South East","Oke-Ero",2023,"Akoko South East",0.8,0.8,0.8,0.8,0.347034531,0.416261699,0.53,2,"july",1281
"10652","Akoko South East","Oke-Ero",2026,"Akoko South East",0.8,0.8,0.8,0.8,0.347034531,0.416261699,0.53,3,"july",2376
"10653","Akoko South East","Oke-Ero",2029,"Akoko South East",0.8,0.8,0.8,0.8,0.347034531,0.416261699,0.53,4,"july",3471
"1067","Akoko South West","Oke-Ero",2020,"Akoko South West",0.8,0.8,0.8,0.8,0.330802879,0.402871779,0.53,1,"july",186
"10671","Akoko South West","Oke-Ero",2023,"Akoko South West",0.8,0.8,0.8,0.8,0.330802879,0.402871779,0.53,2,"july",1281
"10672","Akoko South West","Oke-Ero",2026,"Akoko South West",0.8,0.8,0.8,0.8,0.330802879,0.402871779,0.53,3,"july",2376
"10673","Akoko South West","Oke-Ero",2029,"Akoko South West",0.8,0.8,0.8,0.8,0.330802879,0.402871779,0.53,4,"july",3471
"75","Akpabuyo","Nsit Ubium",2021,"Akpabuyo",0.8,0.8,0.8,0.8,0.417147714,0.473654536,0.53,1,"june",527
"752","Akpabuyo","Nsit Ubium",2024,"Akpabuyo",0.8,0.8,0.8,0.8,0.417147714,0.473654536,0.53,2,"june",1622
"754","Akpabuyo","Nsit Ubium",2027,"Akpabuyo",0.8,0.8,0.8,0.8,0.417147714,0.473654536,0.53,3,"june",2717
"756","Akpabuyo","Nsit Ubium",2030,"Akpabuyo",0.8,0.8,0.8,0.8,0.417147714,0.473654536,0.53,4,"june",3812
"1283","Akuku Toru","Ahoada West",2020,"Akuku Toru",0.8,0.8,0.8,0.8,0.307675695,0.383835506,0.53,1,"may",131
"12831","Akuku Toru","Ahoada West",2023,"Akuku Toru",0.8,0.8,0.8,0.8,0.307675695,0.383835506,0.53,2,"may",1226
"12832","Akuku Toru","Ahoada West",2026,"Akuku Toru",0.8,0.8,0.8,0.8,0.307675695,0.383835506,0.53,3,"may",2321
"12833","Akuku Toru","Ahoada West",2029,"Akuku Toru",0.8,0.8,0.8,0.8,0.307675695,0.383835506,0.53,4,"may",3416
"1069","Akure North","Owan East",2020,"Akure North",0.8,0.8,0.8,0.8,0.337034585,0.408011613,0.53,1,"march",70
"10691","Akure North","Owan East",2023,"Akure North",0.8,0.8,0.8,0.8,0.337034585,0.408011613,0.53,2,"march",1165
"10692","Akure North","Owan East",2026,"Akure North",0.8,0.8,0.8,0.8,0.337034585,0.408011613,0.53,3,"march",2260
"10693","Akure North","Owan East",2029,"Akure North",0.8,0.8,0.8,0.8,0.337034585,0.408011613,0.53,4,"march",3355
"1073","Akure South","Owan East",2020,"Akure South",0.8,0.8,0.8,0.8,0.299585483,0.377201065,0.53,1,"march",70
"10731","Akure South","Owan East",2023,"Akure South",0.8,0.8,0.8,0.8,0.299585483,0.377201065,0.53,2,"march",1165
"10732","Akure South","Owan East",2026,"Akure South",0.8,0.8,0.8,0.8,0.299585483,0.377201065,0.53,3,"march",2260
"10733","Akure South","Owan East",2029,"Akure South",0.8,0.8,0.8,0.8,0.299585483,0.377201065,0.53,4,"march",3355
"77","Akwanga","Oke-Ero",2021,"Akwanga",0.822883221,0.800838317,0.8,0.8,0.509076895,0.545084849,0.53,1,"july",551
"772","Akwanga","Oke-Ero",2024,"Akwanga",0.822883221,0.800838317,0.8,0.8,0.509076895,0.545084849,0.53,2,"july",1646
"774","Akwanga","Oke-Ero",2027,"Akwanga",0.822883221,0.800838317,0.8,0.8,0.509076895,0.545084849,0.53,3,"july",2741
"776","Akwanga","Oke-Ero",2030,"Akwanga",0.822883221,0.800838317,0.8,0.8,0.509076895,0.545084849,0.53,4,"july",3836
"691","Albasu","Takali",2022,"Albasu",0.8,0.8,0.8,0.806451613,0.794967768,0.70899614,0.53,1,"september",980
"6911","Albasu","Takali",2025,"Albasu",0.8,0.8,0.8,0.806451613,0.794967768,0.70899614,0.53,2,"september",2075
"6912","Albasu","Takali",2028,"Albasu",0.8,0.8,0.8,0.806451613,0.794967768,0.70899614,0.53,3,"september",3170
"79","Aleiro","Birnin Kebbi",2021,"Aleiro",0.8,0.8,0.8,0.8,0.705366928,0.6684684,0.53,1,"august",588
"792","Aleiro","Birnin Kebbi",2024,"Aleiro",0.8,0.8,0.8,0.8,0.705366928,0.6684684,0.53,2,"august",1683
"794","Aleiro","Birnin Kebbi",2027,"Aleiro",0.8,0.8,0.8,0.8,0.705366928,0.6684684,0.53,3,"august",2778
"796","Aleiro","Birnin Kebbi",2030,"Aleiro",0.8,0.8,0.8,0.8,0.705366928,0.6684684,0.53,4,"august",3873
"933","Alimosho","Uzo-Uwani",2020,"Alimosho",0.8,0.8,0.8,0.8,0.431973509,0.485561977,0.53,1,"june",162
"9331","Alimosho","Uzo-Uwani",2023,"Alimosho",0.8,0.8,0.8,0.8,0.431973509,0.485561977,0.53,2,"june",1257
"9332","Alimosho","Uzo-Uwani",2026,"Alimosho",0.8,0.8,0.8,0.8,0.431973509,0.485561977,0.53,3,"june",2352
"9333","Alimosho","Uzo-Uwani",2029,"Alimosho",0.8,0.8,0.8,0.8,0.431973509,0.485561977,0.53,4,"june",3447
"81","Alkaleri","Alkaleri",2021,"Alkaleri",0.8,0.8,0.8,0.8,0.570092852,0.588317246,0.53,1,"july",551
"812","Alkaleri","Alkaleri",2024,"Alkaleri",0.8,0.8,0.8,0.8,0.570092852,0.588317246,0.53,2,"july",1646
"814","Alkaleri","Alkaleri",2027,"Alkaleri",0.8,0.8,0.8,0.8,0.570092852,0.588317246,0.53,3,"july",2741
"816","Alkaleri","Alkaleri",2030,"Alkaleri",0.8,0.8,0.8,0.8,0.570092852,0.588317246,0.53,4,"july",3836
"1429","Amuwo-Odofin","Isoko South",2020,"Amuwo-Odofin",0.8,0.8,0.8,0.8,0.414522642,0.471534679,0.53,1,"june",162
"14291","Amuwo-Odofin","Isoko South",2023,"Amuwo-Odofin",0.8,0.8,0.8,0.8,0.414522642,0.471534679,0.53,2,"june",1257
"14292","Amuwo-Odofin","Isoko South",2026,"Amuwo-Odofin",0.8,0.8,0.8,0.8,0.414522642,0.471534679,0.53,3,"june",2352
"14293","Amuwo-Odofin","Isoko South",2029,"Amuwo-Odofin",0.8,0.8,0.8,0.8,0.414522642,0.471534679,0.53,4,"june",3447
"119","Anambra East","Uzo-Uwani",2020,"Anambra East",0.8,0.8,0.8,0.8,0.375672105,0.439848897,0.53,1,"june",162
"1192","Anambra East","Uzo-Uwani",2023,"Anambra East",0.8,0.8,0.8,0.8,0.375672105,0.439848897,0.53,2,"june",1257
"1194","Anambra East","Uzo-Uwani",2026,"Anambra East",0.8,0.8,0.8,0.8,0.375672105,0.439848897,0.53,3,"june",2352
"1196","Anambra East","Uzo-Uwani",2029,"Anambra East",0.8,0.8,0.8,0.8,0.375672105,0.439848897,0.53,4,"june",3447
"121","Anambra West","Uzo-Uwani",2020,"Anambra West",0.8,0.8,0.8,0.8,0.39176502,0.453035277,0.53,1,"june",162
