"","State","LGA","repDS","peak","year","round","duration","coverage_high_access","coverage_low_access","max_age","simday"
"4661","Niger","Wushishi","Oke-Ero","july",2022,1,-1,1,0.6,5,916
"5982","Niger","Wushishi","Oke-Ero","july",2023,2,-1,1,0.6,5,1311
"5983","Niger","Wushishi","Oke-Ero","july",2023,3,-1,1,0.6,5,1341
"5984","Niger","Wushishi","Oke-Ero","july",2023,4,-1,1,0.6,5,1371
"6241","Niger","Wushishi","Oke-Ero","july",2023,1,-1,1,0.6,5,1281
"7562","Niger","Wushishi","Oke-Ero","july",2024,2,-1,1,0.6,5,1676
"7563","Niger","Wushishi","Oke-Ero","july",2024,3,-1,1,0.6,5,1706
"7564","Niger","Wushishi","Oke-Ero","july",2024,4,-1,1,0.6,5,1736
"7821","Niger","Wushishi","Oke-Ero","july",2024,1,-1,1,0.6,5,1646
"9142","Niger","Wushishi","Oke-Ero","july",2025,2,-1,1,0.6,5,2041
"9143","Niger","Wushishi","Oke-Ero","july",2025,3,-1,1,0.6,5,2071
"9144","Niger","Wushishi","Oke-Ero","july",2025,4,-1,1,0.6,5,2101
"9401","Niger","Wushishi","Oke-Ero","july",2025,1,-1,1,0.6,5,2011
"10722","Niger","Wushishi","Oke-Ero","july",2026,2,-1,1,0.6,5,2406
"10723","Niger","Wushishi","Oke-Ero","july",2026,3,-1,1,0.6,5,2436
"10724","Niger","Wushishi","Oke-Ero","july",2026,4,-1,1,0.6,5,2466
"10981","Niger","Wushishi","Oke-Ero","july",2026,1,-1,1,0.6,5,2376
"12302","Niger","Wushishi","Oke-Ero","july",2027,2,-1,1,0.6,5,2771
"12303","Niger","Wushishi","Oke-Ero","july",2027,3,-1,1,0.6,5,2801
"12304","Niger","Wushishi","Oke-Ero","july",2027,4,-1,1,0.6,5,2831
"12561","Niger","Wushishi","Oke-Ero","july",2027,1,-1,1,0.6,5,2741
"13882","Niger","Wushishi","Oke-Ero","july",2028,2,-1,1,0.6,5,3136
"13883","Niger","Wushishi","Oke-Ero","july",2028,3,-1,1,0.6,5,3166
"13884","Niger","Wushishi","Oke-Ero","july",2028,4,-1,1,0.6,5,3196
"14141","Niger","Wushishi","Oke-Ero","july",2028,1,-1,1,0.6,5,3106
"15462","Niger","Wushishi","Oke-Ero","july",2029,2,-1,1,0.6,5,3501
"15463","Niger","Wushishi","Oke-Ero","july",2029,3,-1,1,0.6,5,3531
"15464","Niger","Wushishi","Oke-Ero","july",2029,4,-1,1,0.6,5,3561
"15721","Niger","Wushishi","Oke-Ero","july",2029,1,-1,1,0.6,5,3471
"17042","Niger","Wushishi","Oke-Ero","july",2030,2,-1,1,0.6,5,3866
"17043","Niger","Wushishi","Oke-Ero","july",2030,3,-1,1,0.6,5,3896
"17044","Niger","Wushishi","Oke-Ero","july",2030,4,-1,1,0.6,5,3926
"17301","Niger","Wushishi","Oke-Ero","july",2030,1,-1,1,0.6,5,3836
"1406","Sokoto","Yabo","Gawabawa","august",2020,2,-1,1,0.994736842,5,214
"1407","Sokoto","Yabo","Gawabawa","august",2020,3,-1,1,0.992105263,5,242
"1408","Sokoto","Yabo","Gawabawa","august",2020,4,-1,1,0.6,5,270
"1505","Sokoto","Yabo","Gawabawa","august",2020,1,-1,1,0.969736842,5,186
"2986","Sokoto","Yabo","Gawabawa","august",2021,2,-1,1,0.994736842,5,579
"2987","Sokoto","Yabo","Gawabawa","august",2021,3,-1,1,0.992105263,5,607
"2988","Sokoto","Yabo","Gawabawa","august",2021,4,-1,1,0.6,5,635
"3085","Sokoto","Yabo","Gawabawa","august",2021,1,-1,1,0.969736842,5,551
"4566","Sokoto","Yabo","Gawabawa","august",2022,2,-1,1,0.994736842,5,944
"4567","Sokoto","Yabo","Gawabawa","august",2022,3,-1,1,0.992105263,5,972
"4568","Sokoto","Yabo","Gawabawa","august",2022,4,-1,1,0.6,5,1000
"4665","Sokoto","Yabo","Gawabawa","august",2022,1,-1,1,0.969736842,5,916
"6146","Sokoto","Yabo","Gawabawa","august",2023,2,-1,1,0.994736842,5,1309
"6147","Sokoto","Yabo","Gawabawa","august",2023,3,-1,1,0.992105263,5,1337
"6148","Sokoto","Yabo","Gawabawa","august",2023,4,-1,1,0.6,5,1365
"6245","Sokoto","Yabo","Gawabawa","august",2023,1,-1,1,0.969736842,5,1281
"7726","Sokoto","Yabo","Gawabawa","august",2024,2,-1,1,0.994736842,5,1674
"7727","Sokoto","Yabo","Gawabawa","august",2024,3,-1,1,0.992105263,5,1702
"7728","Sokoto","Yabo","Gawabawa","august",2024,4,-1,1,0.6,5,1730
"7825","Sokoto","Yabo","Gawabawa","august",2024,1,-1,1,0.969736842,5,1646
"9306","Sokoto","Yabo","Gawabawa","august",2025,2,-1,1,0.994736842,5,2039
"9307","Sokoto","Yabo","Gawabawa","august",2025,3,-1,1,0.992105263,5,2067
"9308","Sokoto","Yabo","Gawabawa","august",2025,4,-1,1,0.6,5,2095
"9405","Sokoto","Yabo","Gawabawa","august",2025,1,-1,1,0.969736842,5,2011
"10886","Sokoto","Yabo","Gawabawa","august",2026,2,-1,1,0.994736842,5,2404
"10887","Sokoto","Yabo","Gawabawa","august",2026,3,-1,1,0.992105263,5,2432
"10888","Sokoto","Yabo","Gawabawa","august",2026,4,-1,1,0.6,5,2460
"10985","Sokoto","Yabo","Gawabawa","august",2026,1,-1,1,0.969736842,5,2376
"12466","Sokoto","Yabo","Gawabawa","august",2027,2,-1,1,0.994736842,5,2769
"12467","Sokoto","Yabo","Gawabawa","august",2027,3,-1,1,0.992105263,5,2797
"12468","Sokoto","Yabo","Gawabawa","august",2027,4,-1,1,0.6,5,2825
"12565","Sokoto","Yabo","Gawabawa","august",2027,1,-1,1,0.969736842,5,2741
"14046","Sokoto","Yabo","Gawabawa","august",2028,2,-1,1,0.994736842,5,3134
"14047","Sokoto","Yabo","Gawabawa","august",2028,3,-1,1,0.992105263,5,3162
"14048","Sokoto","Yabo","Gawabawa","august",2028,4,-1,1,0.6,5,3190
"14145","Sokoto","Yabo","Gawabawa","august",2028,1,-1,1,0.969736842,5,3106
"15626","Sokoto","Yabo","Gawabawa","august",2029,2,-1,1,0.994736842,5,3499
"15627","Sokoto","Yabo","Gawabawa","august",2029,3,-1,1,0.992105263,5,3527
"15628","Sokoto","Yabo","Gawabawa","august",2029,4,-1,1,0.6,5,3555
"15725","Sokoto","Yabo","Gawabawa","august",2029,1,-1,1,0.969736842,5,3471
"17206","Sokoto","Yabo","Gawabawa","august",2030,2,-1,1,0.994736842,5,3864
"17207","Sokoto","Yabo","Gawabawa","august",2030,3,-1,1,0.992105263,5,3892
"17208","Sokoto","Yabo","Gawabawa","august",2030,4,-1,1,0.6,5,3920
"17305","Sokoto","Yabo","Gawabawa","august",2030,1,-1,1,0.969736842,5,3836
"1058","Kogi","Yagba East","Oke-Ero","july",2020,2,-1,1,0.6,5,216
"1059","Kogi","Yagba East","Oke-Ero","july",2020,3,-1,1,0.6,5,246
"1060","Kogi","Yagba East","Oke-Ero","july",2020,4,-1,1,0.6,5,276
"1509","Kogi","Yagba East","Oke-Ero","july",2020,1,-1,1,0.6,5,186
"2638","Kogi","Yagba East","Oke-Ero","july",2021,2,-1,1,0.6,5,581
"2639","Kogi","Yagba East","Oke-Ero","july",2021,3,-1,1,0.6,5,611
"2640","Kogi","Yagba East","Oke-Ero","july",2021,4,-1,1,0.6,5,641
"3089","Kogi","Yagba East","Oke-Ero","july",2021,1,-1,1,0.6,5,551
"4218","Kogi","Yagba East","Oke-Ero","july",2022,2,-1,1,0.6,5,946
"4219","Kogi","Yagba East","Oke-Ero","july",2022,3,-1,1,0.6,5,976
"4220","Kogi","Yagba East","Oke-Ero","july",2022,4,-1,1,0.6,5,1006
"4669","Kogi","Yagba East","Oke-Ero","july",2022,1,-1,1,0.6,5,916
"5798","Kogi","Yagba East","Oke-Ero","july",2023,2,-1,1,0.6,5,1311
"5799","Kogi","Yagba East","Oke-Ero","july",2023,3,-1,1,0.6,5,1341
"5800","Kogi","Yagba East","Oke-Ero","july",2023,4,-1,1,0.6,5,1371
"6249","Kogi","Yagba East","Oke-Ero","july",2023,1,-1,1,0.6,5,1281
"7378","Kogi","Yagba East","Oke-Ero","july",2024,2,-1,1,0.6,5,1676
"7379","Kogi","Yagba East","Oke-Ero","july",2024,3,-1,1,0.6,5,1706
"7380","Kogi","Yagba East","Oke-Ero","july",2024,4,-1,1,0.6,5,1736
"7829","Kogi","Yagba East","Oke-Ero","july",2024,1,-1,1,0.6,5,1646
"8958","Kogi","Yagba East","Oke-Ero","july",2025,2,-1,1,0.6,5,2041
"8959","Kogi","Yagba East","Oke-Ero","july",2025,3,-1,1,0.6,5,2071
"8960","Kogi","Yagba East","Oke-Ero","july",2025,4,-1,1,0.6,5,2101
"9409","Kogi","Yagba East","Oke-Ero","july",2025,1,-1,1,0.6,5,2011
"10538","Kogi","Yagba East","Oke-Ero","july",2026,2,-1,1,0.6,5,2406
"10539","Kogi","Yagba East","Oke-Ero","july",2026,3,-1,1,0.6,5,2436
"10540","Kogi","Yagba East","Oke-Ero","july",2026,4,-1,1,0.6,5,2466
"10989","Kogi","Yagba East","Oke-Ero","july",2026,1,-1,1,0.6,5,2376
"12118","Kogi","Yagba East","Oke-Ero","july",2027,2,-1,1,0.6,5,2771
"12119","Kogi","Yagba East","Oke-Ero","july",2027,3,-1,1,0.6,5,2801
"12120","Kogi","Yagba East","Oke-Ero","july",2027,4,-1,1,0.6,5,2831
"12569","Kogi","Yagba East","Oke-Ero","july",2027,1,-1,1,0.6,5,2741
"13698","Kogi","Yagba East","Oke-Ero","july",2028,2,-1,1,0.6,5,3136
"13699","Kogi","Yagba East","Oke-Ero","july",2028,3,-1,1,0.6,5,3166
"13700","Kogi","Yagba East","Oke-Ero","july",2028,4,-1,1,0.6,5,3196
"14149","Kogi","Yagba East","Oke-Ero","july",2028,1,-1,1,0.6,5,3106
"15278","Kogi","Yagba East","Oke-Ero","july",2029,2,-1,1,0.6,5,3501
"15279","Kogi","Yagba East","Oke-Ero","july",2029,3,-1,1,0.6,5,3531
"15280","Kogi","Yagba East","Oke-Ero","july",2029,4,-1,1,0.6,5,3561
"15729","Kogi","Yagba East","Oke-Ero","july",2029,1,-1,1,0.6,5,3471
"16858","Kogi","Yagba East","Oke-Ero","july",2030,2,-1,1,0.6,5,3866
"16859","Kogi","Yagba East","Oke-Ero","july",2030,3,-1,1,0.6,5,3896
"16860","Kogi","Yagba East","Oke-Ero","july",2030,4,-1,1,0.6,5,3926
"17309","Kogi","Yagba East","Oke-Ero","july",2030,1,-1,1,0.6,5,3836
"1062","Kogi","Yagba West","Oke-Ero","july",2020,2,-1,1,0.6,5,216
"1063","Kogi","Yagba West","Oke-Ero","july",2020,3,-1,1,0.6,5,246
"1064","Kogi","Yagba West","Oke-Ero","july",2020,4,-1,1,0.6,5,276
"1513","Kogi","Yagba West","Oke-Ero","july",2020,1,-1,1,0.6,5,186
"2642","Kogi","Yagba West","Oke-Ero","july",2021,2,-1,1,0.6,5,581
"2643","Kogi","Yagba West","Oke-Ero","july",2021,3,-1,1,0.6,5,611
"2644","Kogi","Yagba West","Oke-Ero","july",2021,4,-1,1,0.6,5,641
"3093","Kogi","Yagba West","Oke-Ero","july",2021,1,-1,1,0.6,5,551
"4222","Kogi","Yagba West","Oke-Ero","july",2022,2,-1,1,0.6,5,946
"4223","Kogi","Yagba West","Oke-Ero","july",2022,3,-1,1,0.6,5,976
"4224","Kogi","Yagba West","Oke-Ero","july",2022,4,-1,1,0.6,5,1006
"4673","Kogi","Yagba West","Oke-Ero","july",2022,1,-1,1,0.6,5,916
"5802","Kogi","Yagba West","Oke-Ero","july",2023,2,-1,1,0.6,5,1311
"5803","Kogi","Yagba West","Oke-Ero","july",2023,3,-1,1,0.6,5,1341
"5804","Kogi","Yagba West","Oke-Ero","july",2023,4,-1,1,0.6,5,1371
"6253","Kogi","Yagba West","Oke-Ero","july",2023,1,-1,1,0.6,5,1281
"7382","Kogi","Yagba West","Oke-Ero","july",2024,2,-1,1,0.6,5,1676
"7383","Kogi","Yagba West","Oke-Ero","july",2024,3,-1,1,0.6,5,1706
"7384","Kogi","Yagba West","Oke-Ero","july",2024,4,-1,1,0.6,5,1736
"7833","Kogi","Yagba West","Oke-Ero","july",2024,1,-1,1,0.6,5,1646
"8962","Kogi","Yagba West","Oke-Ero","july",2025,2,-1,1,0.6,5,2041
"8963","Kogi","Yagba West","Oke-Ero","july",2025,3,-1,1,0.6,5,2071
"8964","Kogi","Yagba West","Oke-Ero","july",2025,4,-1,1,0.6,5,2101
"9413","Kogi","Yagba West","Oke-Ero","july",2025,1,-1,1,0.6,5,2011
"10542","Kogi","Yagba West","Oke-Ero","july",2026,2,-1,1,0.6,5,2406
"10543","Kogi","Yagba West","Oke-Ero","july",2026,3,-1,1,0.6,5,2436
"10544","Kogi","Yagba West","Oke-Ero","july",2026,4,-1,1,0.6,5,2466
"10993","Kogi","Yagba West","Oke-Ero","july",2026,1,-1,1,0.6,5,2376
"12122","Kogi","Yagba West","Oke-Ero","july",2027,2,-1,1,0.6,5,2771
"12123","Kogi","Yagba West","Oke-Ero","july",2027,3,-1,1,0.6,5,2801
"12124","Kogi","Yagba West","Oke-Ero","july",2027,4,-1,1,0.6,5,2831
"12573","Kogi","Yagba West","Oke-Ero","july",2027,1,-1,1,0.6,5,2741
"13702","Kogi","Yagba West","Oke-Ero","july",2028,2,-1,1,0.6,5,3136
"13703","Kogi","Yagba West","Oke-Ero","july",2028,3,-1,1,0.6,5,3166
"13704","Kogi","Yagba West","Oke-Ero","july",2028,4,-1,1,0.6,5,3196
"14153","Kogi","Yagba West","Oke-Ero","july",2028,1,-1,1,0.6,5,3106
"15282","Kogi","Yagba West","Oke-Ero","july",2029,2,-1,1,0.6,5,3501
"15283","Kogi","Yagba West","Oke-Ero","july",2029,3,-1,1,0.6,5,3531
"15284","Kogi","Yagba West","Oke-Ero","july",2029,4,-1,1,0.6,5,3561
"15733","Kogi","Yagba West","Oke-Ero","july",2029,1,-1,1,0.6,5,3471
"16862","Kogi","Yagba West","Oke-Ero","july",2030,2,-1,1,0.6,5,3866
"16863","Kogi","Yagba West","Oke-Ero","july",2030,3,-1,1,0.6,5,3896
"16864","Kogi","Yagba West","Oke-Ero","july",2030,4,-1,1,0.6,5,3926
"17313","Kogi","Yagba West","Oke-Ero","july",2030,1,-1,1,0.6,5,3836
"354","Cross River","Yala","Oke-Ero","july",2020,2,-1,1,0.6,5,216
"355","Cross River","Yala","Oke-Ero","july",2020,3,-1,1,0.6,5,246
"356","Cross River","Yala","Oke-Ero","july",2020,4,-1,1,0.6,5,276
"1517","Cross River","Yala","Oke-Ero","july",2020,1,-1,1,0.6,5,186
"1934","Cross River","Yala","Oke-Ero","july",2021,2,-1,1,0.6,5,581
"1935","Cross River","Yala","Oke-Ero","july",2021,3,-1,1,0.6,5,611
"1936","Cross River","Yala","Oke-Ero","july",2021,4,-1,1,0.6,5,641
"3097","Cross River","Yala","Oke-Ero","july",2021,1,-1,1,0.6,5,551
"3514","Cross River","Yala","Oke-Ero","july",2022,2,-1,1,0.6,5,946
"3515","Cross River","Yala","Oke-Ero","july",2022,3,-1,1,0.6,5,976
"3516","Cross River","Yala","Oke-Ero","july",2022,4,-1,1,0.6,5,1006
"4677","Cross River","Yala","Oke-Ero","july",2022,1,-1,1,0.6,5,916
"5094","Cross River","Yala","Oke-Ero","july",2023,2,-1,1,0.6,5,1311
"5095","Cross River","Yala","Oke-Ero","july",2023,3,-1,1,0.6,5,1341
"5096","Cross River","Yala","Oke-Ero","july",2023,4,-1,1,0.6,5,1371
"6257","Cross River","Yala","Oke-Ero","july",2023,1,-1,1,0.6,5,1281
"6674","Cross River","Yala","Oke-Ero","july",2024,2,-1,1,0.6,5,1676
"6675","Cross River","Yala","Oke-Ero","july",2024,3,-1,1,0.6,5,1706
"6676","Cross River","Yala","Oke-Ero","july",2024,4,-1,1,0.6,5,1736
"7837","Cross River","Yala","Oke-Ero","july",2024,1,-1,1,0.6,5,1646
"8254","Cross River","Yala","Oke-Ero","july",2025,2,-1,1,0.6,5,2041
"8255","Cross River","Yala","Oke-Ero","july",2025,3,-1,1,0.6,5,2071
"8256","Cross River","Yala","Oke-Ero","july",2025,4,-1,1,0.6,5,2101
"9417","Cross River","Yala","Oke-Ero","july",2025,1,-1,1,0.6,5,2011
"9834","Cross River","Yala","Oke-Ero","july",2026,2,-1,1,0.6,5,2406
"9835","Cross River","Yala","Oke-Ero","july",2026,3,-1,1,0.6,5,2436
"9836","Cross River","Yala","Oke-Ero","july",2026,4,-1,1,0.6,5,2466
"10997","Cross River","Yala","Oke-Ero","july",2026,1,-1,1,0.6,5,2376
"11414","Cross River","Yala","Oke-Ero","july",2027,2,-1,1,0.6,5,2771
"11415","Cross River","Yala","Oke-Ero","july",2027,3,-1,1,0.6,5,2801
"11416","Cross River","Yala","Oke-Ero","july",2027,4,-1,1,0.6,5,2831
"12577","Cross River","Yala","Oke-Ero","july",2027,1,-1,1,0.6,5,2741
"12994","Cross River","Yala","Oke-Ero","july",2028,2,-1,1,0.6,5,3136
"12995","Cross River","Yala","Oke-Ero","july",2028,3,-1,1,0.6,5,3166
"12996","Cross River","Yala","Oke-Ero","july",2028,4,-1,1,0.6,5,3196
"14157","Cross River","Yala","Oke-Ero","july",2028,1,-1,1,0.6,5,3106
"14574","Cross River","Yala","Oke-Ero","july",2029,2,-1,1,0.6,5,3501
"14575","Cross River","Yala","Oke-Ero","july",2029,3,-1,1,0.6,5,3531
"14576","Cross River","Yala","Oke-Ero","july",2029,4,-1,1,0.6,5,3561
"15737","Cross River","Yala","Oke-Ero","july",2029,1,-1,1,0.6,5,3471
"16154","Cross River","Yala","Oke-Ero","july",2030,2,-1,1,0.6,5,3866
"16155","Cross River","Yala","Oke-Ero","july",2030,3,-1,1,0.6,5,3896
"16156","Cross River","Yala","Oke-Ero","july",2030,4,-1,1,0.6,5,3926
"17317","Cross River","Yala","Oke-Ero","july",2030,1,-1,1,0.6,5,3836
"422","Gombe","Yamaltu-Deba","Alkaleri","july",2020,2,-1,1,0.6,5,216
"423","Gombe","Yamaltu-Deba","Alkaleri","july",2020,3,-1,1,0.6,5,246
"424","Gombe","Yamaltu-Deba","Alkaleri","july",2020,4,-1,1,0.6,5,276
"1521","Gombe","Yamaltu-Deba","Alkaleri","july",2020,1,-1,1,0.6,5,186
"2002","Gombe","Yamaltu-Deba","Alkaleri","july",2021,2,-1,1,0.6,5,581
"2003","Gombe","Yamaltu-Deba","Alkaleri","july",2021,3,-1,1,0.6,5,611
"2004","Gombe","Yamaltu-Deba","Alkaleri","july",2021,4,-1,1,0.6,5,641
"3101","Gombe","Yamaltu-Deba","Alkaleri","july",2021,1,-1,1,0.6,5,551
"3582","Gombe","Yamaltu-Deba","Alkaleri","july",2022,2,-1,1,0.6,5,946
"3583","Gombe","Yamaltu-Deba","Alkaleri","july",2022,3,-1,1,0.6,5,976
"3584","Gombe","Yamaltu-Deba","Alkaleri","july",2022,4,-1,1,0.6,5,1006
"4681","Gombe","Yamaltu-Deba","Alkaleri","july",2022,1,-1,1,0.6,5,916
"5162","Gombe","Yamaltu-Deba","Alkaleri","july",2023,2,-1,1,0.6,5,1311
"5163","Gombe","Yamaltu-Deba","Alkaleri","july",2023,3,-1,1,0.6,5,1341
"5164","Gombe","Yamaltu-Deba","Alkaleri","july",2023,4,-1,1,0.6,5,1371
"6261","Gombe","Yamaltu-Deba","Alkaleri","july",2023,1,-1,1,0.6,5,1281
"6742","Gombe","Yamaltu-Deba","Alkaleri","july",2024,2,-1,1,0.6,5,1676
"6743","Gombe","Yamaltu-Deba","Alkaleri","july",2024,3,-1,1,0.6,5,1706
"6744","Gombe","Yamaltu-Deba","Alkaleri","july",2024,4,-1,1,0.6,5,1736
"7841","Gombe","Yamaltu-Deba","Alkaleri","july",2024,1,-1,1,0.6,5,1646
"8322","Gombe","Yamaltu-Deba","Alkaleri","july",2025,2,-1,1,0.6,5,2041
"8323","Gombe","Yamaltu-Deba","Alkaleri","july",2025,3,-1,1,0.6,5,2071
"8324","Gombe","Yamaltu-Deba","Alkaleri","july",2025,4,-1,1,0.6,5,2101
"9421","Gombe","Yamaltu-Deba","Alkaleri","july",2025,1,-1,1,0.6,5,2011
"9902","Gombe","Yamaltu-Deba","Alkaleri","july",2026,2,-1,1,0.6,5,2406
"9903","Gombe","Yamaltu-Deba","Alkaleri","july",2026,3,-1,1,0.6,5,2436
"9904","Gombe","Yamaltu-Deba","Alkaleri","july",2026,4,-1,1,0.6,5,2466
"11001","Gombe","Yamaltu-Deba","Alkaleri","july",2026,1,-1,1,0.6,5,2376
"11482","Gombe","Yamaltu-Deba","Alkaleri","july",2027,2,-1,1,0.6,5,2771
"11483","Gombe","Yamaltu-Deba","Alkaleri","july",2027,3,-1,1,0.6,5,2801
"11484","Gombe","Yamaltu-Deba","Alkaleri","july",2027,4,-1,1,0.6,5,2831
"12581","Gombe","Yamaltu-Deba","Alkaleri","july",2027,1,-1,1,0.6,5,2741
"13062","Gombe","Yamaltu-Deba","Alkaleri","july",2028,2,-1,1,0.6,5,3136
"13063","Gombe","Yamaltu-Deba","Alkaleri","july",2028,3,-1,1,0.6,5,3166
"13064","Gombe","Yamaltu-Deba","Alkaleri","july",2028,4,-1,1,0.6,5,3196
"14161","Gombe","Yamaltu-Deba","Alkaleri","july",2028,1,-1,1,0.6,5,3106
"14642","Gombe","Yamaltu-Deba","Alkaleri","july",2029,2,-1,1,0.6,5,3501
"14643","Gombe","Yamaltu-Deba","Alkaleri","july",2029,3,-1,1,0.6,5,3531
"14644","Gombe","Yamaltu-Deba","Alkaleri","july",2029,4,-1,1,0.6,5,3561
"15741","Gombe","Yamaltu-Deba","Alkaleri","july",2029,1,-1,1,0.6,5,3471
"16222","Gombe","Yamaltu-Deba","Alkaleri","july",2030,2,-1,1,0.6,5,3866
"16223","Gombe","Yamaltu-Deba","Alkaleri","july",2030,3,-1,1,0.6,5,3896
"16224","Gombe","Yamaltu-Deba","Alkaleri","july",2030,4,-1,1,0.6,5,3926
"17321","Gombe","Yamaltu-Deba","Alkaleri","july",2030,1,-1,1,0.6,5,3836
"526","Jigawa","Yankwashi","Babura","may",2020,2,-1,1,0.973782772,5,214
"527","Jigawa","Yankwashi","Babura","may",2020,3,-1,1,0.975655431,5,242
"528","Jigawa","Yankwashi","Babura","may",2020,4,-1,1,0.653558052,5,270
"1525","Jigawa","Yankwashi","Babura","may",2020,1,-1,1,0.934456929,5,186
"2106","Jigawa","Yankwashi","Babura","may",2021,2,-1,1,0.973782772,5,579
"2107","Jigawa","Yankwashi","Babura","may",2021,3,-1,1,0.975655431,5,607
"2108","Jigawa","Yankwashi","Babura","may",2021,4,-1,1,0.653558052,5,635
"3105","Jigawa","Yankwashi","Babura","may",2021,1,-1,1,0.934456929,5,551
"3686","Jigawa","Yankwashi","Babura","may",2022,2,-1,1,0.973782772,5,944
"3687","Jigawa","Yankwashi","Babura","may",2022,3,-1,1,0.975655431,5,972
"3688","Jigawa","Yankwashi","Babura","may",2022,4,-1,1,0.653558052,5,1000
"4685","Jigawa","Yankwashi","Babura","may",2022,1,-1,1,0.934456929,5,916
"5266","Jigawa","Yankwashi","Babura","may",2023,2,-1,1,0.973782772,5,1309
"5267","Jigawa","Yankwashi","Babura","may",2023,3,-1,1,0.975655431,5,1337
"5268","Jigawa","Yankwashi","Babura","may",2023,4,-1,1,0.653558052,5,1365
"6265","Jigawa","Yankwashi","Babura","may",2023,1,-1,1,0.934456929,5,1281
"6846","Jigawa","Yankwashi","Babura","may",2024,2,-1,1,0.973782772,5,1674
"6847","Jigawa","Yankwashi","Babura","may",2024,3,-1,1,0.975655431,5,1702
"6848","Jigawa","Yankwashi","Babura","may",2024,4,-1,1,0.653558052,5,1730
"7845","Jigawa","Yankwashi","Babura","may",2024,1,-1,1,0.934456929,5,1646
"8426","Jigawa","Yankwashi","Babura","may",2025,2,-1,1,0.973782772,5,2039
"8427","Jigawa","Yankwashi","Babura","may",2025,3,-1,1,0.975655431,5,2067
"8428","Jigawa","Yankwashi","Babura","may",2025,4,-1,1,0.653558052,5,2095
"9425","Jigawa","Yankwashi","Babura","may",2025,1,-1,1,0.934456929,5,2011
"10006","Jigawa","Yankwashi","Babura","may",2026,2,-1,1,0.973782772,5,2404
"10007","Jigawa","Yankwashi","Babura","may",2026,3,-1,1,0.975655431,5,2432
"10008","Jigawa","Yankwashi","Babura","may",2026,4,-1,1,0.653558052,5,2460
"11005","Jigawa","Yankwashi","Babura","may",2026,1,-1,1,0.934456929,5,2376
"11586","Jigawa","Yankwashi","Babura","may",2027,2,-1,1,0.973782772,5,2769
"11587","Jigawa","Yankwashi","Babura","may",2027,3,-1,1,0.975655431,5,2797
"11588","Jigawa","Yankwashi","Babura","may",2027,4,-1,1,0.653558052,5,2825
"12585","Jigawa","Yankwashi","Babura","may",2027,1,-1,1,0.934456929,5,2741
"13166","Jigawa","Yankwashi","Babura","may",2028,2,-1,1,0.973782772,5,3134
"13167","Jigawa","Yankwashi","Babura","may",2028,3,-1,1,0.975655431,5,3162
"13168","Jigawa","Yankwashi","Babura","may",2028,4,-1,1,0.653558052,5,3190
"14165","Jigawa","Yankwashi","Babura","may",2028,1,-1,1,0.934456929,5,3106
"14746","Jigawa","Yankwashi","Babura","may",2029,2,-1,1,0.973782772,5,3499
"14747","Jigawa","Yankwashi","Babura","may",2029,3,-1,1,0.975655431,5,3527
"14748","Jigawa","Yankwashi","Babura","may",2029,4,-1,1,0.653558052,5,3555
"15745","Jigawa","Yankwashi","Babura","may",2029,1,-1,1,0.934456929,5,3471
"16326","Jigawa","Yankwashi","Babura","may",2030,2,-1,1,0.973782772,5,3864
"16327","Jigawa","Yankwashi","Babura","may",2030,3,-1,1,0.975655431,5,3892
"16328","Jigawa","Yankwashi","Babura","may",2030,4,-1,1,0.653558052,5,3920
"17325","Jigawa","Yankwashi","Babura","may",2030,1,-1,1,0.934456929,5,3836
"1014","Kebbi","Yauri","Birnin Kebbi","august",2020,2,-1,1,0.6,5,253
"1015","Kebbi","Yauri","Birnin Kebbi","august",2020,3,-1,1,0.6,5,283
"1016","Kebbi","Yauri","Birnin Kebbi","august",2020,4,-1,1,0.6,5,313
"1529","Kebbi","Yauri","Birnin Kebbi","august",2020,1,-1,1,0.6,5,223
"2594","Kebbi","Yauri","Birnin Kebbi","august",2021,2,-1,1,0.6,5,618
"2595","Kebbi","Yauri","Birnin Kebbi","august",2021,3,-1,1,0.6,5,648
"2596","Kebbi","Yauri","Birnin Kebbi","august",2021,4,-1,1,0.6,5,678
"3109","Kebbi","Yauri","Birnin Kebbi","august",2021,1,-1,1,0.6,5,588
"4174","Kebbi","Yauri","Birnin Kebbi","august",2022,2,-1,1,0.6,5,983
"4175","Kebbi","Yauri","Birnin Kebbi","august",2022,3,-1,1,0.6,5,1013
"4176","Kebbi","Yauri","Birnin Kebbi","august",2022,4,-1,1,0.6,5,1043
"4689","Kebbi","Yauri","Birnin Kebbi","august",2022,1,-1,1,0.6,5,953
"5754","Kebbi","Yauri","Birnin Kebbi","august",2023,2,-1,1,0.6,5,1348
"5755","Kebbi","Yauri","Birnin Kebbi","august",2023,3,-1,1,0.6,5,1378
"5756","Kebbi","Yauri","Birnin Kebbi","august",2023,4,-1,1,0.6,5,1408
"6269","Kebbi","Yauri","Birnin Kebbi","august",2023,1,-1,1,0.6,5,1318
"7334","Kebbi","Yauri","Birnin Kebbi","august",2024,2,-1,1,0.6,5,1713
"7335","Kebbi","Yauri","Birnin Kebbi","august",2024,3,-1,1,0.6,5,1743
"7336","Kebbi","Yauri","Birnin Kebbi","august",2024,4,-1,1,0.6,5,1773
