"","State","LGA","repDS","peak","year","round","duration","coverage_high_access","coverage_low_access","max_age","simday"
"1","Borno","Abadam","Babura","may",2020,1,-1,1,0.6,5,131
"230","Borno","Abadam","Babura","may",2020,2,-1,1,0.6,5,161
"231","Borno","Abadam","Babura","may",2020,3,-1,1,0.6,5,191
"232","Borno","Abadam","Babura","may",2020,4,-1,1,0.6,5,221
"1581","Borno","Abadam","Babura","may",2021,1,-1,1,0.6,5,496
"1810","Borno","Abadam","Babura","may",2021,2,-1,1,0.6,5,526
"1811","Borno","Abadam","Babura","may",2021,3,-1,1,0.6,5,556
"1812","Borno","Abadam","Babura","may",2021,4,-1,1,0.6,5,586
"3161","Borno","Abadam","Babura","may",2022,1,-1,1,0.6,5,861
"3390","Borno","Abadam","Babura","may",2022,2,-1,1,0.6,5,891
"3391","Borno","Abadam","Babura","may",2022,3,-1,1,0.6,5,921
"3392","Borno","Abadam","Babura","may",2022,4,-1,1,0.6,5,951
"4741","Borno","Abadam","Babura","may",2023,1,-1,1,0.6,5,1226
"4970","Borno","Abadam","Babura","may",2023,2,-1,1,0.6,5,1256
"4971","Borno","Abadam","Babura","may",2023,3,-1,1,0.6,5,1286
"4972","Borno","Abadam","Babura","may",2023,4,-1,1,0.6,5,1316
"6321","Borno","Abadam","Babura","may",2024,1,-1,1,0.6,5,1591
"6550","Borno","Abadam","Babura","may",2024,2,-1,1,0.6,5,1621
"6551","Borno","Abadam","Babura","may",2024,3,-1,1,0.6,5,1651
"6552","Borno","Abadam","Babura","may",2024,4,-1,1,0.6,5,1681
"7901","Borno","Abadam","Babura","may",2025,1,-1,1,0.6,5,1956
"8130","Borno","Abadam","Babura","may",2025,2,-1,1,0.6,5,1986
"8131","Borno","Abadam","Babura","may",2025,3,-1,1,0.6,5,2016
"8132","Borno","Abadam","Babura","may",2025,4,-1,1,0.6,5,2046
"9481","Borno","Abadam","Babura","may",2026,1,-1,1,0.6,5,2321
"9710","Borno","Abadam","Babura","may",2026,2,-1,1,0.6,5,2351
"9711","Borno","Abadam","Babura","may",2026,3,-1,1,0.6,5,2381
"9712","Borno","Abadam","Babura","may",2026,4,-1,1,0.6,5,2411
"11061","Borno","Abadam","Babura","may",2027,1,-1,1,0.6,5,2686
"11290","Borno","Abadam","Babura","may",2027,2,-1,1,0.6,5,2716
"11291","Borno","Abadam","Babura","may",2027,3,-1,1,0.6,5,2746
"11292","Borno","Abadam","Babura","may",2027,4,-1,1,0.6,5,2776
"12641","Borno","Abadam","Babura","may",2028,1,-1,1,0.6,5,3051
"12870","Borno","Abadam","Babura","may",2028,2,-1,1,0.6,5,3081
"12871","Borno","Abadam","Babura","may",2028,3,-1,1,0.6,5,3111
"12872","Borno","Abadam","Babura","may",2028,4,-1,1,0.6,5,3141
"14221","Borno","Abadam","Babura","may",2029,1,-1,1,0.6,5,3416
"14450","Borno","Abadam","Babura","may",2029,2,-1,1,0.6,5,3446
"14451","Borno","Abadam","Babura","may",2029,3,-1,1,0.6,5,3476
"14452","Borno","Abadam","Babura","may",2029,4,-1,1,0.6,5,3506
"15801","Borno","Abadam","Babura","may",2030,1,-1,1,0.6,5,3781
"16030","Borno","Abadam","Babura","may",2030,2,-1,1,0.6,5,3811
"16031","Borno","Abadam","Babura","may",2030,3,-1,1,0.6,5,3841
"16032","Borno","Abadam","Babura","may",2030,4,-1,1,0.6,5,3871
"5","Federal Capital Territory","Abaji","Keana","august",2020,1,-1,1,0.6,5,223
"358","Federal Capital Territory","Abaji","Keana","august",2020,2,-1,1,0.6,5,253
"359","Federal Capital Territory","Abaji","Keana","august",2020,3,-1,1,0.6,5,283
"360","Federal Capital Territory","Abaji","Keana","august",2020,4,-1,1,0.6,5,313
"1585","Federal Capital Territory","Abaji","Keana","august",2021,1,-1,1,0.6,5,588
"1938","Federal Capital Territory","Abaji","Keana","august",2021,2,-1,1,0.6,5,618
"1939","Federal Capital Territory","Abaji","Keana","august",2021,3,-1,1,0.6,5,648
"1940","Federal Capital Territory","Abaji","Keana","august",2021,4,-1,1,0.6,5,678
"3165","Federal Capital Territory","Abaji","Keana","august",2022,1,-1,1,0.6,5,953
"3518","Federal Capital Territory","Abaji","Keana","august",2022,2,-1,1,0.6,5,983
"3519","Federal Capital Territory","Abaji","Keana","august",2022,3,-1,1,0.6,5,1013
"3520","Federal Capital Territory","Abaji","Keana","august",2022,4,-1,1,0.6,5,1043
"4745","Federal Capital Territory","Abaji","Keana","august",2023,1,-1,1,0.6,5,1318
"5098","Federal Capital Territory","Abaji","Keana","august",2023,2,-1,1,0.6,5,1348
"5099","Federal Capital Territory","Abaji","Keana","august",2023,3,-1,1,0.6,5,1378
"5100","Federal Capital Territory","Abaji","Keana","august",2023,4,-1,1,0.6,5,1408
"6325","Federal Capital Territory","Abaji","Keana","august",2024,1,-1,1,0.6,5,1683
"6678","Federal Capital Territory","Abaji","Keana","august",2024,2,-1,1,0.6,5,1713
"6679","Federal Capital Territory","Abaji","Keana","august",2024,3,-1,1,0.6,5,1743
"6680","Federal Capital Territory","Abaji","Keana","august",2024,4,-1,1,0.6,5,1773
"7905","Federal Capital Territory","Abaji","Keana","august",2025,1,-1,1,0.6,5,2048
"8258","Federal Capital Territory","Abaji","Keana","august",2025,2,-1,1,0.6,5,2078
"8259","Federal Capital Territory","Abaji","Keana","august",2025,3,-1,1,0.6,5,2108
"8260","Federal Capital Territory","Abaji","Keana","august",2025,4,-1,1,0.6,5,2138
"9485","Federal Capital Territory","Abaji","Keana","august",2026,1,-1,1,0.6,5,2413
"9838","Federal Capital Territory","Abaji","Keana","august",2026,2,-1,1,0.6,5,2443
"9839","Federal Capital Territory","Abaji","Keana","august",2026,3,-1,1,0.6,5,2473
"9840","Federal Capital Territory","Abaji","Keana","august",2026,4,-1,1,0.6,5,2503
"11065","Federal Capital Territory","Abaji","Keana","august",2027,1,-1,1,0.6,5,2778
"11418","Federal Capital Territory","Abaji","Keana","august",2027,2,-1,1,0.6,5,2808
"11419","Federal Capital Territory","Abaji","Keana","august",2027,3,-1,1,0.6,5,2838
"11420","Federal Capital Territory","Abaji","Keana","august",2027,4,-1,1,0.6,5,2868
"12645","Federal Capital Territory","Abaji","Keana","august",2028,1,-1,1,0.6,5,3143
"12998","Federal Capital Territory","Abaji","Keana","august",2028,2,-1,1,0.6,5,3173
"12999","Federal Capital Territory","Abaji","Keana","august",2028,3,-1,1,0.6,5,3203
"13000","Federal Capital Territory","Abaji","Keana","august",2028,4,-1,1,0.6,5,3233
"14225","Federal Capital Territory","Abaji","Keana","august",2029,1,-1,1,0.6,5,3508
"14578","Federal Capital Territory","Abaji","Keana","august",2029,2,-1,1,0.6,5,3538
"14579","Federal Capital Territory","Abaji","Keana","august",2029,3,-1,1,0.6,5,3568
"14580","Federal Capital Territory","Abaji","Keana","august",2029,4,-1,1,0.6,5,3598
"15805","Federal Capital Territory","Abaji","Keana","august",2030,1,-1,1,0.6,5,3873
"16158","Federal Capital Territory","Abaji","Keana","august",2030,2,-1,1,0.6,5,3903
"16159","Federal Capital Territory","Abaji","Keana","august",2030,3,-1,1,0.6,5,3933
"16160","Federal Capital Territory","Abaji","Keana","august",2030,4,-1,1,0.6,5,3963
"9","Federal Capital Territory","Abuja Municipal","Keana","august",2020,1,-1,1,0.6,5,223
"362","Federal Capital Territory","Abuja Municipal","Keana","august",2020,2,-1,1,0.6,5,253
"363","Federal Capital Territory","Abuja Municipal","Keana","august",2020,3,-1,1,0.6,5,283
"364","Federal Capital Territory","Abuja Municipal","Keana","august",2020,4,-1,1,0.6,5,313
"1589","Federal Capital Territory","Abuja Municipal","Keana","august",2021,1,-1,1,0.6,5,588
"1942","Federal Capital Territory","Abuja Municipal","Keana","august",2021,2,-1,1,0.6,5,618
"1943","Federal Capital Territory","Abuja Municipal","Keana","august",2021,3,-1,1,0.6,5,648
"1944","Federal Capital Territory","Abuja Municipal","Keana","august",2021,4,-1,1,0.6,5,678
"3169","Federal Capital Territory","Abuja Municipal","Keana","august",2022,1,-1,1,0.6,5,953
"3522","Federal Capital Territory","Abuja Municipal","Keana","august",2022,2,-1,1,0.6,5,983
"3523","Federal Capital Territory","Abuja Municipal","Keana","august",2022,3,-1,1,0.6,5,1013
"3524","Federal Capital Territory","Abuja Municipal","Keana","august",2022,4,-1,1,0.6,5,1043
"4749","Federal Capital Territory","Abuja Municipal","Keana","august",2023,1,-1,1,0.6,5,1318
"5102","Federal Capital Territory","Abuja Municipal","Keana","august",2023,2,-1,1,0.6,5,1348
"5103","Federal Capital Territory","Abuja Municipal","Keana","august",2023,3,-1,1,0.6,5,1378
"5104","Federal Capital Territory","Abuja Municipal","Keana","august",2023,4,-1,1,0.6,5,1408
"6329","Federal Capital Territory","Abuja Municipal","Keana","august",2024,1,-1,1,0.6,5,1683
"6682","Federal Capital Territory","Abuja Municipal","Keana","august",2024,2,-1,1,0.6,5,1713
"6683","Federal Capital Territory","Abuja Municipal","Keana","august",2024,3,-1,1,0.6,5,1743
"6684","Federal Capital Territory","Abuja Municipal","Keana","august",2024,4,-1,1,0.6,5,1773
"7909","Federal Capital Territory","Abuja Municipal","Keana","august",2025,1,-1,1,0.6,5,2048
"8262","Federal Capital Territory","Abuja Municipal","Keana","august",2025,2,-1,1,0.6,5,2078
"8263","Federal Capital Territory","Abuja Municipal","Keana","august",2025,3,-1,1,0.6,5,2108
"8264","Federal Capital Territory","Abuja Municipal","Keana","august",2025,4,-1,1,0.6,5,2138
"9489","Federal Capital Territory","Abuja Municipal","Keana","august",2026,1,-1,1,0.6,5,2413
"9842","Federal Capital Territory","Abuja Municipal","Keana","august",2026,2,-1,1,0.6,5,2443
"9843","Federal Capital Territory","Abuja Municipal","Keana","august",2026,3,-1,1,0.6,5,2473
"9844","Federal Capital Territory","Abuja Municipal","Keana","august",2026,4,-1,1,0.6,5,2503
"11069","Federal Capital Territory","Abuja Municipal","Keana","august",2027,1,-1,1,0.6,5,2778
"11422","Federal Capital Territory","Abuja Municipal","Keana","august",2027,2,-1,1,0.6,5,2808
"11423","Federal Capital Territory","Abuja Municipal","Keana","august",2027,3,-1,1,0.6,5,2838
"11424","Federal Capital Territory","Abuja Municipal","Keana","august",2027,4,-1,1,0.6,5,2868
"12649","Federal Capital Territory","Abuja Municipal","Keana","august",2028,1,-1,1,0.6,5,3143
"13002","Federal Capital Territory","Abuja Municipal","Keana","august",2028,2,-1,1,0.6,5,3173
"13003","Federal Capital Territory","Abuja Municipal","Keana","august",2028,3,-1,1,0.6,5,3203
"13004","Federal Capital Territory","Abuja Municipal","Keana","august",2028,4,-1,1,0.6,5,3233
"14229","Federal Capital Territory","Abuja Municipal","Keana","august",2029,1,-1,1,0.6,5,3508
"14582","Federal Capital Territory","Abuja Municipal","Keana","august",2029,2,-1,1,0.6,5,3538
"14583","Federal Capital Territory","Abuja Municipal","Keana","august",2029,3,-1,1,0.6,5,3568
"14584","Federal Capital Territory","Abuja Municipal","Keana","august",2029,4,-1,1,0.6,5,3598
"15809","Federal Capital Territory","Abuja Municipal","Keana","august",2030,1,-1,1,0.6,5,3873
"16162","Federal Capital Territory","Abuja Municipal","Keana","august",2030,2,-1,1,0.6,5,3903
"16163","Federal Capital Territory","Abuja Municipal","Keana","august",2030,3,-1,1,0.6,5,3933
"16164","Federal Capital Territory","Abuja Municipal","Keana","august",2030,4,-1,1,0.6,5,3963
"13","Kogi","Adavi","Owan East","march",2020,1,-1,1,0.6,5,131
"1022","Kogi","Adavi","Owan East","march",2020,2,-1,1,0.6,5,161
"1023","Kogi","Adavi","Owan East","march",2020,3,-1,1,0.6,5,191
"1024","Kogi","Adavi","Owan East","march",2020,4,-1,1,0.6,5,221
"1593","Kogi","Adavi","Owan East","march",2021,1,-1,1,0.6,5,496
"2602","Kogi","Adavi","Owan East","march",2021,2,-1,1,0.6,5,526
"2603","Kogi","Adavi","Owan East","march",2021,3,-1,1,0.6,5,556
"2604","Kogi","Adavi","Owan East","march",2021,4,-1,1,0.6,5,586
"3173","Kogi","Adavi","Owan East","march",2022,1,-1,1,0.6,5,861
"4182","Kogi","Adavi","Owan East","march",2022,2,-1,1,0.6,5,891
"4183","Kogi","Adavi","Owan East","march",2022,3,-1,1,0.6,5,921
"4184","Kogi","Adavi","Owan East","march",2022,4,-1,1,0.6,5,951
"4753","Kogi","Adavi","Owan East","march",2023,1,-1,1,0.6,5,1226
"5762","Kogi","Adavi","Owan East","march",2023,2,-1,1,0.6,5,1256
"5763","Kogi","Adavi","Owan East","march",2023,3,-1,1,0.6,5,1286
"5764","Kogi","Adavi","Owan East","march",2023,4,-1,1,0.6,5,1316
"6333","Kogi","Adavi","Owan East","march",2024,1,-1,1,0.6,5,1591
"7342","Kogi","Adavi","Owan East","march",2024,2,-1,1,0.6,5,1621
"7343","Kogi","Adavi","Owan East","march",2024,3,-1,1,0.6,5,1651
"7344","Kogi","Adavi","Owan East","march",2024,4,-1,1,0.6,5,1681
"7913","Kogi","Adavi","Owan East","march",2025,1,-1,1,0.6,5,1956
"8922","Kogi","Adavi","Owan East","march",2025,2,-1,1,0.6,5,1986
"8923","Kogi","Adavi","Owan East","march",2025,3,-1,1,0.6,5,2016
"8924","Kogi","Adavi","Owan East","march",2025,4,-1,1,0.6,5,2046
"9493","Kogi","Adavi","Owan East","march",2026,1,-1,1,0.6,5,2321
"10502","Kogi","Adavi","Owan East","march",2026,2,-1,1,0.6,5,2351
"10503","Kogi","Adavi","Owan East","march",2026,3,-1,1,0.6,5,2381
"10504","Kogi","Adavi","Owan East","march",2026,4,-1,1,0.6,5,2411
"11073","Kogi","Adavi","Owan East","march",2027,1,-1,1,0.6,5,2686
"12082","Kogi","Adavi","Owan East","march",2027,2,-1,1,0.6,5,2716
"12083","Kogi","Adavi","Owan East","march",2027,3,-1,1,0.6,5,2746
"12084","Kogi","Adavi","Owan East","march",2027,4,-1,1,0.6,5,2776
"12653","Kogi","Adavi","Owan East","march",2028,1,-1,1,0.6,5,3051
"13662","Kogi","Adavi","Owan East","march",2028,2,-1,1,0.6,5,3081
"13663","Kogi","Adavi","Owan East","march",2028,3,-1,1,0.6,5,3111
"13664","Kogi","Adavi","Owan East","march",2028,4,-1,1,0.6,5,3141
"14233","Kogi","Adavi","Owan East","march",2029,1,-1,1,0.6,5,3416
"15242","Kogi","Adavi","Owan East","march",2029,2,-1,1,0.6,5,3446
"15243","Kogi","Adavi","Owan East","march",2029,3,-1,1,0.6,5,3476
"15244","Kogi","Adavi","Owan East","march",2029,4,-1,1,0.6,5,3506
"15813","Kogi","Adavi","Owan East","march",2030,1,-1,1,0.6,5,3781
"16822","Kogi","Adavi","Owan East","march",2030,2,-1,1,0.6,5,3811
"16823","Kogi","Adavi","Owan East","march",2030,3,-1,1,0.6,5,3841
"16824","Kogi","Adavi","Owan East","march",2030,4,-1,1,0.6,5,3871
"17","Niger","Agaie","Oke-Ero","july",2020,1,-1,1,0.6,5,186
"1146","Niger","Agaie","Oke-Ero","july",2020,2,-1,1,0.6,5,216
"1147","Niger","Agaie","Oke-Ero","july",2020,3,-1,1,0.6,5,246
"1148","Niger","Agaie","Oke-Ero","july",2020,4,-1,1,0.6,5,276
"1597","Niger","Agaie","Oke-Ero","july",2021,1,-1,1,0.6,5,551
"2726","Niger","Agaie","Oke-Ero","july",2021,2,-1,1,0.6,5,581
"2727","Niger","Agaie","Oke-Ero","july",2021,3,-1,1,0.6,5,611
"2728","Niger","Agaie","Oke-Ero","july",2021,4,-1,1,0.6,5,641
"3177","Niger","Agaie","Oke-Ero","july",2022,1,-1,1,0.6,5,916
"4306","Niger","Agaie","Oke-Ero","july",2022,2,-1,1,0.6,5,946
"4307","Niger","Agaie","Oke-Ero","july",2022,3,-1,1,0.6,5,976
"4308","Niger","Agaie","Oke-Ero","july",2022,4,-1,1,0.6,5,1006
"4757","Niger","Agaie","Oke-Ero","july",2023,1,-1,1,0.6,5,1281
"5886","Niger","Agaie","Oke-Ero","july",2023,2,-1,1,0.6,5,1311
"5887","Niger","Agaie","Oke-Ero","july",2023,3,-1,1,0.6,5,1341
"5888","Niger","Agaie","Oke-Ero","july",2023,4,-1,1,0.6,5,1371
"6337","Niger","Agaie","Oke-Ero","july",2024,1,-1,1,0.6,5,1646
"7466","Niger","Agaie","Oke-Ero","july",2024,2,-1,1,0.6,5,1676
"7467","Niger","Agaie","Oke-Ero","july",2024,3,-1,1,0.6,5,1706
"7468","Niger","Agaie","Oke-Ero","july",2024,4,-1,1,0.6,5,1736
"7917","Niger","Agaie","Oke-Ero","july",2025,1,-1,1,0.6,5,2011
"9046","Niger","Agaie","Oke-Ero","july",2025,2,-1,1,0.6,5,2041
"9047","Niger","Agaie","Oke-Ero","july",2025,3,-1,1,0.6,5,2071
"9048","Niger","Agaie","Oke-Ero","july",2025,4,-1,1,0.6,5,2101
"9497","Niger","Agaie","Oke-Ero","july",2026,1,-1,1,0.6,5,2376
"10626","Niger","Agaie","Oke-Ero","july",2026,2,-1,1,0.6,5,2406
"10627","Niger","Agaie","Oke-Ero","july",2026,3,-1,1,0.6,5,2436
"10628","Niger","Agaie","Oke-Ero","july",2026,4,-1,1,0.6,5,2466
"11077","Niger","Agaie","Oke-Ero","july",2027,1,-1,1,0.6,5,2741
"12206","Niger","Agaie","Oke-Ero","july",2027,2,-1,1,0.6,5,2771
"12207","Niger","Agaie","Oke-Ero","july",2027,3,-1,1,0.6,5,2801
"12208","Niger","Agaie","Oke-Ero","july",2027,4,-1,1,0.6,5,2831
"12657","Niger","Agaie","Oke-Ero","july",2028,1,-1,1,0.6,5,3106
"13786","Niger","Agaie","Oke-Ero","july",2028,2,-1,1,0.6,5,3136
"13787","Niger","Agaie","Oke-Ero","july",2028,3,-1,1,0.6,5,3166
"13788","Niger","Agaie","Oke-Ero","july",2028,4,-1,1,0.6,5,3196
"14237","Niger","Agaie","Oke-Ero","july",2029,1,-1,1,0.6,5,3471
"15366","Niger","Agaie","Oke-Ero","july",2029,2,-1,1,0.6,5,3501
"15367","Niger","Agaie","Oke-Ero","july",2029,3,-1,1,0.6,5,3531
"15368","Niger","Agaie","Oke-Ero","july",2029,4,-1,1,0.6,5,3561
"15817","Niger","Agaie","Oke-Ero","july",2030,1,-1,1,0.6,5,3836
"16946","Niger","Agaie","Oke-Ero","july",2030,2,-1,1,0.6,5,3866
"16947","Niger","Agaie","Oke-Ero","july",2030,3,-1,1,0.6,5,3896
"16948","Niger","Agaie","Oke-Ero","july",2030,4,-1,1,0.6,5,3926
"21","Benue","Agatu","Keana","august",2020,1,-1,1,0.6,5,223
"166","Benue","Agatu","Keana","august",2020,2,-1,1,0.6,5,253
"167","Benue","Agatu","Keana","august",2020,3,-1,1,0.6,5,283
"168","Benue","Agatu","Keana","august",2020,4,-1,1,0.6,5,313
"1601","Benue","Agatu","Keana","august",2021,1,-1,1,0.6,5,588
"1746","Benue","Agatu","Keana","august",2021,2,-1,1,0.6,5,618
"1747","Benue","Agatu","Keana","august",2021,3,-1,1,0.6,5,648
"1748","Benue","Agatu","Keana","august",2021,4,-1,1,0.6,5,678
"3181","Benue","Agatu","Keana","august",2022,1,-1,1,0.6,5,953
"3326","Benue","Agatu","Keana","august",2022,2,-1,1,0.6,5,983
"3327","Benue","Agatu","Keana","august",2022,3,-1,1,0.6,5,1013
"3328","Benue","Agatu","Keana","august",2022,4,-1,1,0.6,5,1043
"4761","Benue","Agatu","Keana","august",2023,1,-1,1,0.6,5,1318
"4906","Benue","Agatu","Keana","august",2023,2,-1,1,0.6,5,1348
"4907","Benue","Agatu","Keana","august",2023,3,-1,1,0.6,5,1378
"4908","Benue","Agatu","Keana","august",2023,4,-1,1,0.6,5,1408
"6341","Benue","Agatu","Keana","august",2024,1,-1,1,0.6,5,1683
"6486","Benue","Agatu","Keana","august",2024,2,-1,1,0.6,5,1713
"6487","Benue","Agatu","Keana","august",2024,3,-1,1,0.6,5,1743
"6488","Benue","Agatu","Keana","august",2024,4,-1,1,0.6,5,1773
"7921","Benue","Agatu","Keana","august",2025,1,-1,1,0.6,5,2048
"8066","Benue","Agatu","Keana","august",2025,2,-1,1,0.6,5,2078
"8067","Benue","Agatu","Keana","august",2025,3,-1,1,0.6,5,2108
"8068","Benue","Agatu","Keana","august",2025,4,-1,1,0.6,5,2138
"9501","Benue","Agatu","Keana","august",2026,1,-1,1,0.6,5,2413
"9646","Benue","Agatu","Keana","august",2026,2,-1,1,0.6,5,2443
"9647","Benue","Agatu","Keana","august",2026,3,-1,1,0.6,5,2473
"9648","Benue","Agatu","Keana","august",2026,4,-1,1,0.6,5,2503
"11081","Benue","Agatu","Keana","august",2027,1,-1,1,0.6,5,2778
"11226","Benue","Agatu","Keana","august",2027,2,-1,1,0.6,5,2808
"11227","Benue","Agatu","Keana","august",2027,3,-1,1,0.6,5,2838
"11228","Benue","Agatu","Keana","august",2027,4,-1,1,0.6,5,2868
"12661","Benue","Agatu","Keana","august",2028,1,-1,1,0.6,5,3143
"12806","Benue","Agatu","Keana","august",2028,2,-1,1,0.6,5,3173
"12807","Benue","Agatu","Keana","august",2028,3,-1,1,0.6,5,3203
"12808","Benue","Agatu","Keana","august",2028,4,-1,1,0.6,5,3233
"14241","Benue","Agatu","Keana","august",2029,1,-1,1,0.6,5,3508
"14386","Benue","Agatu","Keana","august",2029,2,-1,1,0.6,5,3538
"14387","Benue","Agatu","Keana","august",2029,3,-1,1,0.6,5,3568
"14388","Benue","Agatu","Keana","august",2029,4,-1,1,0.6,5,3598
"15821","Benue","Agatu","Keana","august",2030,1,-1,1,0.6,5,3873
"15966","Benue","Agatu","Keana","august",2030,2,-1,1,0.6,5,3903
"15967","Benue","Agatu","Keana","august",2030,3,-1,1,0.6,5,3933
"15968","Benue","Agatu","Keana","august",2030,4,-1,1,0.6,5,3963
"25","Niger","Agwara","Birnin Kebbi","august",2020,1,-1,1,0.6,5,223
"1150","Niger","Agwara","Birnin Kebbi","august",2020,2,-1,1,0.6,5,253
"1151","Niger","Agwara","Birnin Kebbi","august",2020,3,-1,1,0.6,5,283
"1152","Niger","Agwara","Birnin Kebbi","august",2020,4,-1,1,0.6,5,313
"1605","Niger","Agwara","Birnin Kebbi","august",2021,1,-1,1,0.6,5,588
"2730","Niger","Agwara","Birnin Kebbi","august",2021,2,-1,1,0.6,5,618
"2731","Niger","Agwara","Birnin Kebbi","august",2021,3,-1,1,0.6,5,648
"2732","Niger","Agwara","Birnin Kebbi","august",2021,4,-1,1,0.6,5,678
"3185","Niger","Agwara","Birnin Kebbi","august",2022,1,-1,1,0.6,5,953
"4310","Niger","Agwara","Birnin Kebbi","august",2022,2,-1,1,0.6,5,983
"4311","Niger","Agwara","Birnin Kebbi","august",2022,3,-1,1,0.6,5,1013
"4312","Niger","Agwara","Birnin Kebbi","august",2022,4,-1,1,0.6,5,1043
"4765","Niger","Agwara","Birnin Kebbi","august",2023,1,-1,1,0.6,5,1318
"5890","Niger","Agwara","Birnin Kebbi","august",2023,2,-1,1,0.6,5,1348
"5891","Niger","Agwara","Birnin Kebbi","august",2023,3,-1,1,0.6,5,1378
"5892","Niger","Agwara","Birnin Kebbi","august",2023,4,-1,1,0.6,5,1408
"6345","Niger","Agwara","Birnin Kebbi","august",2024,1,-1,1,0.6,5,1683
"7470","Niger","Agwara","Birnin Kebbi","august",2024,2,-1,1,0.6,5,1713
"7471","Niger","Agwara","Birnin Kebbi","august",2024,3,-1,1,0.6,5,1743
"7472","Niger","Agwara","Birnin Kebbi","august",2024,4,-1,1,0.6,5,1773
"7925","Niger","Agwara","Birnin Kebbi","august",2025,1,-1,1,0.6,5,2048
"9050","Niger","Agwara","Birnin Kebbi","august",2025,2,-1,1,0.6,5,2078
"9051","Niger","Agwara","Birnin Kebbi","august",2025,3,-1,1,0.6,5,2108
"9052","Niger","Agwara","Birnin Kebbi","august",2025,4,-1,1,0.6,5,2138
"9505","Niger","Agwara","Birnin Kebbi","august",2026,1,-1,1,0.6,5,2413
"10630","Niger","Agwara","Birnin Kebbi","august",2026,2,-1,1,0.6,5,2443
"10631","Niger","Agwara","Birnin Kebbi","august",2026,3,-1,1,0.6,5,2473
"10632","Niger","Agwara","Birnin Kebbi","august",2026,4,-1,1,0.6,5,2503
"11085","Niger","Agwara","Birnin Kebbi","august",2027,1,-1,1,0.6,5,2778
"12210","Niger","Agwara","Birnin Kebbi","august",2027,2,-1,1,0.6,5,2808
"12211","Niger","Agwara","Birnin Kebbi","august",2027,3,-1,1,0.6,5,2838
"12212","Niger","Agwara","Birnin Kebbi","august",2027,4,-1,1,0.6,5,2868
"12665","Niger","Agwara","Birnin Kebbi","august",2028,1,-1,1,0.6,5,3143
"13790","Niger","Agwara","Birnin Kebbi","august",2028,2,-1,1,0.6,5,3173
"13791","Niger","Agwara","Birnin Kebbi","august",2028,3,-1,1,0.6,5,3203
"13792","Niger","Agwara","Birnin Kebbi","august",2028,4,-1,1,0.6,5,3233
"14245","Niger","Agwara","Birnin Kebbi","august",2029,1,-1,1,0.6,5,3508
"15370","Niger","Agwara","Birnin Kebbi","august",2029,2,-1,1,0.6,5,3538
"15371","Niger","Agwara","Birnin Kebbi","august",2029,3,-1,1,0.6,5,3568
"15372","Niger","Agwara","Birnin Kebbi","august",2029,4,-1,1,0.6,5,3598
"15825","Niger","Agwara","Birnin Kebbi","august",2030,1,-1,1,0.6,5,3873
"16950","Niger","Agwara","Birnin Kebbi","august",2030,2,-1,1,0.6,5,3903
"16951","Niger","Agwara","Birnin Kebbi","august",2030,3,-1,1,0.6,5,3933
"16952","Niger","Agwara","Birnin Kebbi","august",2030,4,-1,1,0.6,5,3963
"29","Kogi","Ajaokuta","Owan East","march",2020,1,-1,1,0.6,5,131
"1026","Kogi","Ajaokuta","Owan East","march",2020,2,-1,1,0.6,5,161
"1027","Kogi","Ajaokuta","Owan East","march",2020,3,-1,1,0.6,5,191
"1028","Kogi","Ajaokuta","Owan East","march",2020,4,-1,1,0.6,5,221
"1609","Kogi","Ajaokuta","Owan East","march",2021,1,-1,1,0.6,5,496
"2606","Kogi","Ajaokuta","Owan East","march",2021,2,-1,1,0.6,5,526
"2607","Kogi","Ajaokuta","Owan East","march",2021,3,-1,1,0.6,5,556
"2608","Kogi","Ajaokuta","Owan East","march",2021,4,-1,1,0.6,5,586
"3189","Kogi","Ajaokuta","Owan East","march",2022,1,-1,1,0.6,5,861
"4186","Kogi","Ajaokuta","Owan East","march",2022,2,-1,1,0.6,5,891
"4187","Kogi","Ajaokuta","Owan East","march",2022,3,-1,1,0.6,5,921
"4188","Kogi","Ajaokuta","Owan East","march",2022,4,-1,1,0.6,5,951
"4769","Kogi","Ajaokuta","Owan East","march",2023,1,-1,1,0.6,5,1226
"5766","Kogi","Ajaokuta","Owan East","march",2023,2,-1,1,0.6,5,1256
"5767","Kogi","Ajaokuta","Owan East","march",2023,3,-1,1,0.6,5,1286
"5768","Kogi","Ajaokuta","Owan East","march",2023,4,-1,1,0.6,5,1316
"6349","Kogi","Ajaokuta","Owan East","march",2024,1,-1,1,0.6,5,1591
"7346","Kogi","Ajaokuta","Owan East","march",2024,2,-1,1,0.6,5,1621
"7347","Kogi","Ajaokuta","Owan East","march",2024,3,-1,1,0.6,5,1651
"7348","Kogi","Ajaokuta","Owan East","march",2024,4,-1,1,0.6,5,1681
"7929","Kogi","Ajaokuta","Owan East","march",2025,1,-1,1,0.6,5,1956
"8926","Kogi","Ajaokuta","Owan East","march",2025,2,-1,1,0.6,5,1986
"8927","Kogi","Ajaokuta","Owan East","march",2025,3,-1,1,0.6,5,2016
"8928","Kogi","Ajaokuta","Owan East","march",2025,4,-1,1,0.6,5,2046
"9509","Kogi","Ajaokuta","Owan East","march",2026,1,-1,1,0.6,5,2321
"10506","Kogi","Ajaokuta","Owan East","march",2026,2,-1,1,0.6,5,2351
