"","LGA","repDS","year","LGA_old","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","mortality_rate","kill_rate","block_initial","round","peak","simday"
"8032","Katsina","Rimi",2027,"Katsina",0.767142174,0.756590769,0.671469757,0.697753543,0.71205914,0.671836104,0.53,3,"march",2625
"8033","Katsina","Rimi",2030,"Katsina",0.767142174,0.756590769,0.671469757,0.697753543,0.71205914,0.671836104,0.53,4,"march",3720
"221","Katsina-Ala","Keana",2020,"Katsina-Ala",0.8,0.8,0.661619835,0.740749047,0.338062239,0.408859386,0.53,1,"august",223
"2211","Katsina-Ala","Keana",2023,"Katsina-Ala",0.8,0.8,0.661619835,0.740749047,0.338062239,0.408859386,0.53,2,"august",1318
"2212","Katsina-Ala","Keana",2026,"Katsina-Ala",0.8,0.8,0.661619835,0.740749047,0.338062239,0.408859386,0.53,3,"august",2413
"2213","Katsina-Ala","Keana",2029,"Katsina-Ala",0.8,0.8,0.661619835,0.740749047,0.338062239,0.408859386,0.53,4,"august",3508
"805","Kaugama","Taura",2021,"Kaugama",0.87755102,0.888888889,0.921052632,0.8,0.649987707,0.638425145,0.53,1,"july",551
"8051","Kaugama","Taura",2024,"Kaugama",0.87755102,0.888888889,0.921052632,0.8,0.649987707,0.638425145,0.53,2,"july",1646
"8052","Kaugama","Taura",2027,"Kaugama",0.87755102,0.888888889,0.921052632,0.8,0.649987707,0.638425145,0.53,3,"july",2741
"8053","Kaugama","Taura",2030,"Kaugama",0.87755102,0.888888889,0.921052632,0.8,0.649987707,0.638425145,0.53,4,"july",3836
"665","Kaura","Soba",2022,"Kaura",0.904761905,0.771428571,0.786206897,0.729411765,0.544538981,0.570694568,0.53,1,"july",916
"6651","Kaura","Soba",2025,"Kaura",0.904761905,0.771428571,0.786206897,0.729411765,0.544538981,0.570694568,0.53,2,"july",2011
"6652","Kaura","Soba",2028,"Kaura",0.904761905,0.771428571,0.786206897,0.729411765,0.544538981,0.570694568,0.53,3,"july",3106
"1385","Kaura-Namoda","Rimi",2020,"Kaura-Namoda",0.632231885,0.380422409,0.408870294,0.753058088,0.83259153,0.72320853,0.53,1,"march",70
"13851","Kaura-Namoda","Rimi",2023,"Kaura-Namoda",0.632231885,0.380422409,0.408870294,0.753058088,0.83259153,0.72320853,0.53,2,"march",1165
"13852","Kaura-Namoda","Rimi",2026,"Kaura-Namoda",0.632231885,0.380422409,0.408870294,0.753058088,0.83259153,0.72320853,0.53,3,"march",2260
