"","LGA","repDS","year","LGA_old","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","mortality_rate","kill_rate","block_initial","round","peak","simday"
"1","Aba North","Ngor-Okpala",2020,"Aba North",0.568493072,0.659164498,0.542350367,0.517512273,0.319067389,0.393201897,0.53,1,"june",162
"12","Aba North","Ngor-Okpala",2023,"Aba North",0.568493072,0.659164498,0.542350367,0.517512273,0.319067389,0.393201897,0.53,2,"june",1257
"14","Aba North","Ngor-Okpala",2026,"Aba North",0.568493072,0.659164498,0.542350367,0.517512273,0.319067389,0.393201897,0.53,3,"june",2352
"16","Aba North","Ngor-Okpala",2029,"Aba North",0.568493072,0.659164498,0.542350367,0.517512273,0.319067389,0.393201897,0.53,4,"june",3447
"3","Aba South","Ngor-Okpala",2020,"Aba South",0.632585871,0.62691277,0.442141206,0.489843907,0.311454386,0.38693958,0.53,1,"june",162
"32","Aba South","Ngor-Okpala",2023,"Aba South",0.632585871,0.62691277,0.442141206,0.489843907,0.311454386,0.38693958,0.53,2,"june",1257
"34","Aba South","Ngor-Okpala",2026,"Aba South",0.632585871,0.62691277,0.442141206,0.489843907,0.311454386,0.38693958,0.53,3,"june",2352
"36","Aba South","Ngor-Okpala",2029,"Aba South",0.632585871,0.62691277,0.442141206,0.489843907,0.311454386,0.38693958,0.53,4,"june",3447
"1491","Abadam","Babura",2020,"Abadam",0.8,0.8,0.8,0.8,0.658846787,0.643492642,0.53,1,"may",131
"14911","Abadam","Babura",2023,"Abadam",0.8,0.8,0.8,0.8,0.658846787,0.643492642,0.53,2,"may",1226
"14912","Abadam","Babura",2026,"Abadam",0.8,0.8,0.8,0.8,0.658846787,0.643492642,0.53,3,"may",2321
"14913","Abadam","Babura",2029,"Abadam",0.8,0.8,0.8,0.8,0.658846787,0.643492642,0.53,4,"may",3416
"487","Abaji","Keana",2020,"Abaji",0.626753569,0.442500786,0.381989309,0.541084875,0.476373849,0.520406247,0.53,1,"august",223
"4871","Abaji","Keana",2023,"Abaji",0.626753569,0.442500786,0.381989309,0.541084875,0.476373849,0.520406247,0.53,2,"august",1318
"4872","Abaji","Keana",2026,"Abaji",0.626753569,0.442500786,0.381989309,0.541084875,0.476373849,0.520406247,0.53,3,"august",2413
"4873","Abaji","Keana",2029,"Abaji",0.626753569,0.442500786,0.381989309,0.541084875,0.476373849,0.520406247,0.53,4,"august",3508
"53","Abak","Nsit Ubium",2021,"Abak",0.317647059,0.266666667,0.373913043,0.363934426,0.358412263,0.425644469,0.53,1,"june",527
"532","Abak","Nsit Ubium",2024,"Abak",0.317647059,0.266666667,0.373913043,0.363934426,0.358412263,0.425644469,0.53,2,"june",1622
"534","Abak","Nsit Ubium",2027,"Abak",0.317647059,0.266666667,0.373913043,0.363934426,0.358412263,0.425644469,0.53,3,"june",2717
"536","Abak","Nsit Ubium",2030,"Abak",0.317647059,0.266666667,0.373913043,0.363934426,0.358412263,0.425644469,0.53,4,"june",3812
"365","Abakaliki","Owan East",2020,"Abakaliki",0.8,0.8,0.755434439,0.8,0.416945424,0.473491294,0.53,1,"march",70
"3651","Abakaliki","Owan East",2023,"Abakaliki",0.8,0.8,0.755434439,0.8,0.416945424,0.473491294,0.53,2,"march",1165
"3652","Abakaliki","Owan East",2026,"Abakaliki",0.8,0.8,0.755434439,0.8,0.416945424,0.473491294,0.53,3,"march",2260
"3653","Abakaliki","Owan East",2029,"Abakaliki",0.8,0.8,0.755434439,0.8,0.416945424,0.473491294,0.53,4,"march",3355
"61","Abeokuta North","Owan East",2021,"Abeokuta North",0.7585438,0.70745042,0.596366979,0.712361736,0.429058332,0.483229857,0.53,1,"march",435
"612","Abeokuta North","Owan East",2024,"Abeokuta North",0.7585438,0.70745042,0.596366979,0.712361736,0.429058332,0.483229857,0.53,2,"march",1530
"614","Abeokuta North","Owan East",2027,"Abeokuta North",0.7585438,0.70745042,0.596366979,0.712361736,0.429058332,0.483229857,0.53,3,"march",2625
"616","Abeokuta North","Owan East",2030,"Abeokuta North",0.7585438,0.70745042,0.596366979,0.712361736,0.429058332,0.483229857,0.53,4,"march",3720
"65","Abeokuta South","Uzo-Uwani",2021,"Abeokuta South",0.578117902,0.8,0.375224834,0.4573025,0.443245868,0.494533241,0.53,1,"june",527
"652","Abeokuta South","Uzo-Uwani",2024,"Abeokuta South",0.578117902,0.8,0.375224834,0.4573025,0.443245868,0.494533241,0.53,2,"june",1622
"654","Abeokuta South","Uzo-Uwani",2027,"Abeokuta South",0.578117902,0.8,0.375224834,0.4573025,0.443245868,0.494533241,0.53,3,"june",2717
"656","Abeokuta South","Uzo-Uwani",2030,"Abeokuta South",0.578117902,0.8,0.375224834,0.4573025,0.443245868,0.494533241,0.53,4,"june",3812
"67","Abi","Obubra",2021,"Abi",0.8,0.650892796,0.626174519,0.766548821,0.400313882,0.46000802,0.53,1,"june",527
"672","Abi","Obubra",2024,"Abi",0.8,0.650892796,0.626174519,0.766548821,0.400313882,0.46000802,0.53,2,"june",1622
"674","Abi","Obubra",2027,"Abi",0.8,0.650892796,0.626174519,0.766548821,0.400313882,0.46000802,0.53,3,"june",2717
"676","Abi","Obubra",2030,"Abi",0.8,0.650892796,0.626174519,0.766548821,0.400313882,0.46000802,0.53,4,"june",3812
"525","Aboh-Mbaise","Ngor-Okpala",2020,"Aboh-Mbaise",0.394444444,0.466473717,0.276923077,0.286021505,0.366998982,0.432717137,0.53,1,"june",162
"5251","Aboh-Mbaise","Ngor-Okpala",2023,"Aboh-Mbaise",0.394444444,0.466473717,0.276923077,0.286021505,0.366998982,0.432717137,0.53,2,"june",1257
"5252","Aboh-Mbaise","Ngor-Okpala",2026,"Aboh-Mbaise",0.394444444,0.466473717,0.276923077,0.286021505,0.366998982,0.432717137,0.53,3,"june",2352
"5253","Aboh-Mbaise","Ngor-Okpala",2029,"Aboh-Mbaise",0.394444444,0.466473717,0.276923077,0.286021505,0.366998982,0.432717137,0.53,4,"june",3447
"1225","Abua-Odual","Ahoada West",2020,"Abua/Odual",0.345590149,0.500011628,0.295100445,0.297399364,0.255950957,0.341818833,0.53,1,"may",131
"12251","Abua-Odual","Ahoada West",2023,"Abua/Odual",0.345590149,0.500011628,0.295100445,0.297399364,0.255950957,0.341818833,0.53,2,"may",1226
"12252","Abua-Odual","Ahoada West",2026,"Abua/Odual",0.345590149,0.500011628,0.295100445,0.297399364,0.255950957,0.341818833,0.53,3,"may",2321
"12253","Abua-Odual","Ahoada West",2029,"Abua/Odual",0.345590149,0.500011628,0.295100445,0.297399364,0.255950957,0.341818833,0.53,4,"may",3416
"499","Abuja Municipal","Keana",2020,"Abuja Municipal",0.618523067,0.520238662,0.355117782,0.464070273,0.500846708,0.538963989,0.53,1,"august",223
"4991","Abuja Municipal","Keana",2023,"Abuja Municipal",0.618523067,0.520238662,0.355117782,0.464070273,0.500846708,0.538963989,0.53,2,"august",1318
"4992","Abuja Municipal","Keana",2026,"Abuja Municipal",0.618523067,0.520238662,0.355117782,0.464070273,0.500846708,0.538963989,0.53,3,"august",2413
"4993","Abuja Municipal","Keana",2029,"Abuja Municipal",0.618523067,0.520238662,0.355117782,0.464070273,0.500846708,0.538963989,0.53,4,"august",3508
"861","Adavi","Owan East",2020,"Adavi",0.830655145,0.795557959,0.719685549,0.792855281,0.308698703,0.384675567,0.53,1,"march",70
"8611","Adavi","Owan East",2023,"Adavi",0.830655145,0.795557959,0.719685549,0.792855281,0.308698703,0.384675567,0.53,2,"march",1165
"8612","Adavi","Owan East",2026,"Adavi",0.830655145,0.795557959,0.719685549,0.792855281,0.308698703,0.384675567,0.53,3,"march",2260
"8613","Adavi","Owan East",2029,"Adavi",0.830655145,0.795557959,0.719685549,0.792855281,0.308698703,0.384675567,0.53,4,"march",3355
"205","Ado","Akinyele",2020,"Ado",0.594663802,0.42521866,0.401283786,0.480297908,0.357778894,0.425122422,0.53,1,"may",131
"2051","Ado","Akinyele",2023,"Ado",0.594663802,0.42521866,0.401283786,0.480297908,0.357778894,0.425122422,0.53,2,"may",1226
"2052","Ado","Akinyele",2026,"Ado",0.594663802,0.42521866,0.401283786,0.480297908,0.357778894,0.425122422,0.53,3,"may",2321
"2053","Ado","Akinyele",2029,"Ado",0.594663802,0.42521866,0.401283786,0.480297908,0.357778894,0.425122422,0.53,4,"may",3416
"69","Ado-Odo-Ota","Uzo-Uwani",2021,"Ado-Odo/Ota",0.637146656,0.647816926,0.489844266,0.50835722,0.405185074,0.46396913,0.53,1,"june",527
"692","Ado-Odo-Ota","Uzo-Uwani",2024,"Ado-Odo/Ota",0.637146656,0.647816926,0.489844266,0.50835722,0.405185074,0.46396913,0.53,2,"june",1622
"694","Ado-Odo-Ota","Uzo-Uwani",2027,"Ado-Odo/Ota",0.637146656,0.647816926,0.489844266,0.50835722,0.405185074,0.46396913,0.53,3,"june",2717
"696","Ado-Odo-Ota","Uzo-Uwani",2030,"Ado-Odo/Ota",0.637146656,0.647816926,0.489844266,0.50835722,0.405185074,0.46396913,0.53,4,"june",3812
"427","Ado Ekiti","Owan East",2020,"Ado Ekiti",0.507654798,0.466792702,0.50162414,0.451320966,0.357399296,0.424809523,0.53,1,"march",70
"4271","Ado Ekiti","Owan East",2023,"Ado Ekiti",0.507654798,0.466792702,0.50162414,0.451320966,0.357399296,0.424809523,0.53,2,"march",1165
"4272","Ado Ekiti","Owan East",2026,"Ado Ekiti",0.507654798,0.466792702,0.50162414,0.451320966,0.357399296,0.424809523,0.53,3,"march",2260
"4273","Ado Ekiti","Owan East",2029,"Ado Ekiti",0.507654798,0.466792702,0.50162414,0.451320966,0.357399296,0.424809523,0.53,4,"march",3355
"1157","Afijio","Akinyele",2020,"Afijio",0.738461538,0.45,0.311111111,0.547826087,0.464150913,0.510953009,0.53,1,"may",131
"11571","Afijio","Akinyele",2023,"Afijio",0.738461538,0.45,0.311111111,0.547826087,0.464150913,0.510953009,0.53,2,"may",1226
"11572","Afijio","Akinyele",2026,"Afijio",0.738461538,0.45,0.311111111,0.547826087,0.464150913,0.510953009,0.53,3,"may",2321
"11573","Afijio","Akinyele",2029,"Afijio",0.738461538,0.45,0.311111111,0.547826087,0.464150913,0.510953009,0.53,4,"may",3416
"367","Afikpo North","Oru West",2020,"Afikpo North",0.905685179,0.8,0.8,0.8,0.428193447,0.482537052,0.53,1,"june",162
"3671","Afikpo North","Oru West",2023,"Afikpo North",0.905685179,0.8,0.8,0.8,0.428193447,0.482537052,0.53,2,"june",1257
"3672","Afikpo North","Oru West",2026,"Afikpo North",0.905685179,0.8,0.8,0.8,0.428193447,0.482537052,0.53,3,"june",2352
"3673","Afikpo North","Oru West",2029,"Afikpo North",0.905685179,0.8,0.8,0.8,0.428193447,0.482537052,0.53,4,"june",3447
"369","Afikpo South","Ngor-Okpala",2020,"Afikpo South",0.8,0.763956235,0.728864595,0.783653742,0.44733042,0.497764649,0.53,1,"june",162
"3691","Afikpo South","Ngor-Okpala",2023,"Afikpo South",0.8,0.763956235,0.728864595,0.783653742,0.44733042,0.497764649,0.53,2,"june",1257
"3692","Afikpo South","Ngor-Okpala",2026,"Afikpo South",0.8,0.763956235,0.728864595,0.783653742,0.44733042,0.497764649,0.53,3,"june",2352
"3693","Afikpo South","Ngor-Okpala",2029,"Afikpo South",0.8,0.763956235,0.728864595,0.783653742,0.44733042,0.497764649,0.53,4,"june",3447
"979","Agaie","Oke-Ero",2022,"Agaie",0.591788901,0.499429972,0.460379648,0.555121446,0.469310553,0.514957552,0.53,1,"july",916
"9791","Agaie","Oke-Ero",2025,"Agaie",0.591788901,0.499429972,0.460379648,0.555121446,0.469310553,0.514957552,0.53,2,"july",2011
"9792","Agaie","Oke-Ero",2028,"Agaie",0.591788901,0.499429972,0.460379648,0.555121446,0.469310553,0.514957552,0.53,3,"july",3106
"207","Agatu","Keana",2020,"Agatu",0.8,0.833333333,0.8,0.8,0.440507142,0.492360644,0.53,1,"august",223
"2071","Agatu","Keana",2023,"Agatu",0.8,0.833333333,0.8,0.8,0.440507142,0.492360644,0.53,2,"august",1318
"2072","Agatu","Keana",2026,"Agatu",0.8,0.833333333,0.8,0.8,0.440507142,0.492360644,0.53,3,"august",2413
"2073","Agatu","Keana",2029,"Agatu",0.8,0.833333333,0.8,0.8,0.440507142,0.492360644,0.53,4,"august",3508
"929","Agege","Uzo-Uwani",2020,"Agege",0.436100835,0.457686681,0.250976405,0.378004623,0.445938468,0.49666464,0.53,1,"june",162
"9291","Agege","Uzo-Uwani",2023,"Agege",0.436100835,0.457686681,0.250976405,0.378004623,0.445938468,0.49666464,0.53,2,"june",1257
"9292","Agege","Uzo-Uwani",2026,"Agege",0.436100835,0.457686681,0.250976405,0.378004623,0.445938468,0.49666464,0.53,3,"june",2352
"9293","Agege","Uzo-Uwani",2029,"Agege",0.436100835,0.457686681,0.250976405,0.378004623,0.445938468,0.49666464,0.53,4,"june",3447
"117","Aguata","Oru West",2020,"Aguata",0.455850471,0.587034474,0.439642794,0.437666189,0.454034567,0.503044714,0.53,1,"june",162
"1172","Aguata","Oru West",2023,"Aguata",0.455850471,0.587034474,0.439642794,0.437666189,0.454034567,0.503044714,0.53,2,"june",1257
"1174","Aguata","Oru West",2026,"Aguata",0.455850471,0.587034474,0.439642794,0.437666189,0.454034567,0.503044714,0.53,3,"june",2352
"1176","Aguata","Oru West",2029,"Aguata",0.455850471,0.587034474,0.439642794,0.437666189,0.454034567,0.503044714,0.53,4,"june",3447
"981","Agwara","Birnin Kebbi",2022,"Agwara",0.8,0.8,0.734978419,0.8,0.513248554,0.548162892,0.53,1,"august",953
"9811","Agwara","Birnin Kebbi",2025,"Agwara",0.8,0.8,0.734978419,0.8,0.513248554,0.548162892,0.53,2,"august",2048
"9812","Agwara","Birnin Kebbi",2028,"Agwara",0.8,0.8,0.734978419,0.8,0.513248554,0.548162892,0.53,3,"august",3143
"485","Ahiazu-Mbaise","Ngor-Okpala",2020,"Ahiazu-Mbaise",0.290909091,0.628571429,0.276923077,0.414285714,0.4502266,0.500049325,0.53,1,"june",162
"4851","Ahiazu-Mbaise","Ngor-Okpala",2023,"Ahiazu-Mbaise",0.290909091,0.628571429,0.276923077,0.414285714,0.4502266,0.500049325,0.53,2,"june",1257
"4852","Ahiazu-Mbaise","Ngor-Okpala",2026,"Ahiazu-Mbaise",0.290909091,0.628571429,0.276923077,0.414285714,0.4502266,0.500049325,0.53,3,"june",2352
"4853","Ahiazu-Mbaise","Ngor-Okpala",2029,"Ahiazu-Mbaise",0.290909091,0.628571429,0.276923077,0.414285714,0.4502266,0.500049325,0.53,4,"june",3447
"1237","Ahoada East","Ahoada West",2020,"Ahoada East",0.317816091,0.463960478,0.245255473,0.268187744,0.212067193,0.307284555,0.53,1,"may",131
"12371","Ahoada East","Ahoada West",2023,"Ahoada East",0.317816091,0.463960478,0.245255473,0.268187744,0.212067193,0.307284555,0.53,2,"may",1226
"12372","Ahoada East","Ahoada West",2026,"Ahoada East",0.317816091,0.463960478,0.245255473,0.268187744,0.212067193,0.307284555,0.53,3,"may",2321
"12373","Ahoada East","Ahoada West",2029,"Ahoada East",0.317816091,0.463960478,0.245255473,0.268187744,0.212067193,0.307284555,0.53,4,"may",3416
"1239","Ahoada West","Ahoada West",2020,"Ahoada West",0.311111111,0.463960478,0.429098821,0.4,0.212747654,0.30780961,0.53,1,"may",131
"12391","Ahoada West","Ahoada West",2023,"Ahoada West",0.311111111,0.463960478,0.429098821,0.4,0.212747654,0.30780961,0.53,2,"may",1226
"12392","Ahoada West","Ahoada West",2026,"Ahoada West",0.311111111,0.463960478,0.429098821,0.4,0.212747654,0.30780961,0.53,3,"may",2321
"12393","Ahoada West","Ahoada West",2029,"Ahoada West",0.311111111,0.463960478,0.429098821,0.4,0.212747654,0.30780961,0.53,4,"may",3416
"1099","Aiyedade","Akinyele",2020,"Aiyedade",0.584615385,0.575,0.616666667,0.477777778,0.401428384,0.460915111,0.53,1,"may",131
"10991","Aiyedade","Akinyele",2023,"Aiyedade",0.584615385,0.575,0.616666667,0.477777778,0.401428384,0.460915111,0.53,2,"may",1226
"10992","Aiyedade","Akinyele",2026,"Aiyedade",0.584615385,0.575,0.616666667,0.477777778,0.401428384,0.460915111,0.53,3,"may",2321
"10993","Aiyedade","Akinyele",2029,"Aiyedade",0.584615385,0.575,0.616666667,0.477777778,0.401428384,0.460915111,0.53,4,"may",3416
"1101","Aiyedire","Akinyele",2020,"Aiyedire",0.63481825,0.592030997,0.510573478,0.577487976,0.440828641,0.492615926,0.53,1,"may",131
"11011","Aiyedire","Akinyele",2023,"Aiyedire",0.63481825,0.592030997,0.510573478,0.577487976,0.440828641,0.492615926,0.53,2,"may",1226
"11012","Aiyedire","Akinyele",2026,"Aiyedire",0.63481825,0.592030997,0.510573478,0.577487976,0.440828641,0.492615926,0.53,3,"may",2321
"11013","Aiyedire","Akinyele",2029,"Aiyedire",0.63481825,0.592030997,0.510573478,0.577487976,0.440828641,0.492615926,0.53,4,"may",3416
"863","Ajaokuta","Owan East",2020,"Ajaokuta",0.6,0.616666667,0.607407407,0.613043478,0.321205627,0.394962504,0.53,1,"march",70
"8631","Ajaokuta","Owan East",2023,"Ajaokuta",0.6,0.616666667,0.607407407,0.613043478,0.321205627,0.394962504,0.53,2,"march",1165
"8632","Ajaokuta","Owan East",2026,"Ajaokuta",0.6,0.616666667,0.607407407,0.613043478,0.321205627,0.394962504,0.53,3,"march",2260
"8633","Ajaokuta","Owan East",2029,"Ajaokuta",0.6,0.616666667,0.607407407,0.613043478,0.321205627,0.394962504,0.53,4,"march",3355
"931","Ajeromi-Ifelodun","Uzo-Uwani",2020,"Ajeromi-Ifelodun",0.348953743,0.347321439,0.211366354,0.241432729,0.442448497,0.493901179,0.53,1,"june",162
"9311","Ajeromi-Ifelodun","Uzo-Uwani",2023,"Ajeromi-Ifelodun",0.348953743,0.347321439,0.211366354,0.241432729,0.442448497,0.493901179,0.53,2,"june",1257
"9312","Ajeromi-Ifelodun","Uzo-Uwani",2026,"Ajeromi-Ifelodun",0.348953743,0.347321439,0.211366354,0.241432729,0.442448497,0.493901179,0.53,3,"june",2352
"9313","Ajeromi-Ifelodun","Uzo-Uwani",2029,"Ajeromi-Ifelodun",0.348953743,0.347321439,0.211366354,0.241432729,0.442448497,0.493901179,0.53,4,"june",3447
"689","Ajingi","Taura",2022,"Ajingi",0.838709677,0.8,0.8,0.980769231,0.772623248,0.699793659,0.53,1,"july",916
"6891","Ajingi","Taura",2025,"Ajingi",0.838709677,0.8,0.8,0.980769231,0.772623248,0.699793659,0.53,2,"july",2011
"6892","Ajingi","Taura",2028,"Ajingi",0.838709677,0.8,0.8,0.980769231,0.772623248,0.699793659,0.53,3,"july",3106
"71","Akamkpa","Ngor-Okpala",2021,"Akamkpa",0.616996009,0.499737126,0.659918974,0.549381787,0.473355826,0.518082922,0.53,1,"june",527
"712","Akamkpa","Ngor-Okpala",2024,"Akamkpa",0.616996009,0.499737126,0.659918974,0.549381787,0.473355826,0.518082922,0.53,2,"june",1622
"714","Akamkpa","Ngor-Okpala",2027,"Akamkpa",0.616996009,0.499737126,0.659918974,0.549381787,0.473355826,0.518082922,0.53,3,"june",2717
"716","Akamkpa","Ngor-Okpala",2030,"Akamkpa",0.616996009,0.499737126,0.659918974,0.549381787,0.473355826,0.518082922,0.53,4,"june",3812
"1159","Akinyele","Akinyele",2020,"Akinyele",0.664362203,0.756624126,0.619195418,0.555369252,0.353306712,0.421435221,0.53,1,"may",131
"11591","Akinyele","Akinyele",2023,"Akinyele",0.664362203,0.756624126,0.619195418,0.555369252,0.353306712,0.421435221,0.53,2,"may",1226
"11592","Akinyele","Akinyele",2026,"Akinyele",0.664362203,0.756624126,0.619195418,0.555369252,0.353306712,0.421435221,0.53,3,"may",2321
"11593","Akinyele","Akinyele",2029,"Akinyele",0.664362203,0.756624126,0.619195418,0.555369252,0.353306712,0.421435221,0.53,4,"may",3416
"73","Akko","Alkaleri",2021,"Akko",0.51899959,0.4148466,0.414430948,0.666775466,0.430348191,0.484262319,0.53,1,"july",551
"732","Akko","Alkaleri",2024,"Akko",0.51899959,0.4148466,0.414430948,0.666775466,0.430348191,0.484262319,0.53,2,"july",1646
"734","Akko","Alkaleri",2027,"Akko",0.51899959,0.4148466,0.414430948,0.666775466,0.430348191,0.484262319,0.53,3,"july",2741
"736","Akko","Alkaleri",2030,"Akko",0.51899959,0.4148466,0.414430948,0.666775466,0.430348191,0.484262319,0.53,4,"july",3836
"389","Akoko-Edo","Owan East",2020,"Akoko-Edo",0.603855019,0.432317606,0.594492588,0.699327837,0.304845225,0.381512482,0.53,1,"march",70
"3891","Akoko-Edo","Owan East",2023,"Akoko-Edo",0.603855019,0.432317606,0.594492588,0.699327837,0.304845225,0.381512482,0.53,2,"march",1165
"3892","Akoko-Edo","Owan East",2026,"Akoko-Edo",0.603855019,0.432317606,0.594492588,0.699327837,0.304845225,0.381512482,0.53,3,"march",2260
"3893","Akoko-Edo","Owan East",2029,"Akoko-Edo",0.603855019,0.432317606,0.594492588,0.699327837,0.304845225,0.381512482,0.53,4,"march",3355
"1061","Akoko North East","Oke-Ero",2020,"Akoko North East",0.757814073,0.8,0.8,0.790929797,0.346553372,0.415864752,0.53,1,"july",186
"10611","Akoko North East","Oke-Ero",2023,"Akoko North East",0.757814073,0.8,0.8,0.790929797,0.346553372,0.415864752,0.53,2,"july",1281
"10612","Akoko North East","Oke-Ero",2026,"Akoko North East",0.757814073,0.8,0.8,0.790929797,0.346553372,0.415864752,0.53,3,"july",2376
"10613","Akoko North East","Oke-Ero",2029,"Akoko North East",0.757814073,0.8,0.8,0.790929797,0.346553372,0.415864752,0.53,4,"july",3471
"1063","Akoko North West","Oke-Ero",2020,"Akoko North West",0.610516355,0.726788924,0.457189745,0.513420451,0.316763911,0.391306023,0.53,1,"july",186
"10631","Akoko North West","Oke-Ero",2023,"Akoko North West",0.610516355,0.726788924,0.457189745,0.513420451,0.316763911,0.391306023,0.53,2,"july",1281
"10632","Akoko North West","Oke-Ero",2026,"Akoko North West",0.610516355,0.726788924,0.457189745,0.513420451,0.316763911,0.391306023,0.53,3,"july",2376
"10633","Akoko North West","Oke-Ero",2029,"Akoko North West",0.610516355,0.726788924,0.457189745,0.513420451,0.316763911,0.391306023,0.53,4,"july",3471
"1065","Akoko South East","Oke-Ero",2020,"Akoko South East",0.588888889,0.6,0.588888889,0.567647059,0.347034531,0.416261699,0.53,1,"july",186
"10651","Akoko South East","Oke-Ero",2023,"Akoko South East",0.588888889,0.6,0.588888889,0.567647059,0.347034531,0.416261699,0.53,2,"july",1281
"10652","Akoko South East","Oke-Ero",2026,"Akoko South East",0.588888889,0.6,0.588888889,0.567647059,0.347034531,0.416261699,0.53,3,"july",2376
"10653","Akoko South East","Oke-Ero",2029,"Akoko South East",0.588888889,0.6,0.588888889,0.567647059,0.347034531,0.416261699,0.53,4,"july",3471
"1067","Akoko South West","Oke-Ero",2020,"Akoko South West",0.8,0.8,0.771270358,0.774807002,0.330802879,0.402871779,0.53,1,"july",186
"10671","Akoko South West","Oke-Ero",2023,"Akoko South West",0.8,0.8,0.771270358,0.774807002,0.330802879,0.402871779,0.53,2,"july",1281
"10672","Akoko South West","Oke-Ero",2026,"Akoko South West",0.8,0.8,0.771270358,0.774807002,0.330802879,0.402871779,0.53,3,"july",2376
"10673","Akoko South West","Oke-Ero",2029,"Akoko South West",0.8,0.8,0.771270358,0.774807002,0.330802879,0.402871779,0.53,4,"july",3471
"75","Akpabuyo","Nsit Ubium",2021,"Akpabuyo",0.540380114,0.444272456,0.501952894,0.582230957,0.417147714,0.473654536,0.53,1,"june",527
"752","Akpabuyo","Nsit Ubium",2024,"Akpabuyo",0.540380114,0.444272456,0.501952894,0.582230957,0.417147714,0.473654536,0.53,2,"june",1622
"754","Akpabuyo","Nsit Ubium",2027,"Akpabuyo",0.540380114,0.444272456,0.501952894,0.582230957,0.417147714,0.473654536,0.53,3,"june",2717
"756","Akpabuyo","Nsit Ubium",2030,"Akpabuyo",0.540380114,0.444272456,0.501952894,0.582230957,0.417147714,0.473654536,0.53,4,"june",3812
"1283","Akuku Toru","Ahoada West",2020,"Akuku Toru",0.7,0.8,0.584615385,0.44,0.307675695,0.383835506,0.53,1,"may",131
"12831","Akuku Toru","Ahoada West",2023,"Akuku Toru",0.7,0.8,0.584615385,0.44,0.307675695,0.383835506,0.53,2,"may",1226
"12832","Akuku Toru","Ahoada West",2026,"Akuku Toru",0.7,0.8,0.584615385,0.44,0.307675695,0.383835506,0.53,3,"may",2321
"12833","Akuku Toru","Ahoada West",2029,"Akuku Toru",0.7,0.8,0.584615385,0.44,0.307675695,0.383835506,0.53,4,"may",3416
"1069","Akure North","Owan East",2020,"Akure North",0.435294118,0.342857143,0.575,0.385185185,0.337034585,0.408011613,0.53,1,"march",70
"10691","Akure North","Owan East",2023,"Akure North",0.435294118,0.342857143,0.575,0.385185185,0.337034585,0.408011613,0.53,2,"march",1165
"10692","Akure North","Owan East",2026,"Akure North",0.435294118,0.342857143,0.575,0.385185185,0.337034585,0.408011613,0.53,3,"march",2260
"10693","Akure North","Owan East",2029,"Akure North",0.435294118,0.342857143,0.575,0.385185185,0.337034585,0.408011613,0.53,4,"march",3355
"1073","Akure South","Owan East",2020,"Akure South",0.628571429,0.7625,0.7,0.654545455,0.299585483,0.377201065,0.53,1,"march",70
"10731","Akure South","Owan East",2023,"Akure South",0.628571429,0.7625,0.7,0.654545455,0.299585483,0.377201065,0.53,2,"march",1165
"10732","Akure South","Owan East",2026,"Akure South",0.628571429,0.7625,0.7,0.654545455,0.299585483,0.377201065,0.53,3,"march",2260
"10733","Akure South","Owan East",2029,"Akure South",0.628571429,0.7625,0.7,0.654545455,0.299585483,0.377201065,0.53,4,"march",3355
"77","Akwanga","Oke-Ero",2021,"Akwanga",0.822883221,0.800838317,0.8,0.8,0.509076895,0.545084849,0.53,1,"july",551
"772","Akwanga","Oke-Ero",2024,"Akwanga",0.822883221,0.800838317,0.8,0.8,0.509076895,0.545084849,0.53,2,"july",1646
"774","Akwanga","Oke-Ero",2027,"Akwanga",0.822883221,0.800838317,0.8,0.8,0.509076895,0.545084849,0.53,3,"july",2741
"776","Akwanga","Oke-Ero",2030,"Akwanga",0.822883221,0.800838317,0.8,0.8,0.509076895,0.545084849,0.53,4,"july",3836
"691","Albasu","Takali",2022,"Albasu",0.8,0.8,0.790909091,0.806451613,0.794967768,0.70899614,0.53,1,"september",980
"6911","Albasu","Takali",2025,"Albasu",0.8,0.8,0.790909091,0.806451613,0.794967768,0.70899614,0.53,2,"september",2075
"6912","Albasu","Takali",2028,"Albasu",0.8,0.8,0.790909091,0.806451613,0.794967768,0.70899614,0.53,3,"september",3170
"79","Aleiro","Birnin Kebbi",2021,"Aleiro",0.8,0.8,0.734978419,0.8,0.705366928,0.6684684,0.53,1,"august",588
"792","Aleiro","Birnin Kebbi",2024,"Aleiro",0.8,0.8,0.734978419,0.8,0.705366928,0.6684684,0.53,2,"august",1683
"794","Aleiro","Birnin Kebbi",2027,"Aleiro",0.8,0.8,0.734978419,0.8,0.705366928,0.6684684,0.53,3,"august",2778
"796","Aleiro","Birnin Kebbi",2030,"Aleiro",0.8,0.8,0.734978419,0.8,0.705366928,0.6684684,0.53,4,"august",3873
"933","Alimosho","Uzo-Uwani",2020,"Alimosho",0.447223361,0.384538925,0.348105303,0.347674315,0.431973509,0.485561977,0.53,1,"june",162
"9331","Alimosho","Uzo-Uwani",2023,"Alimosho",0.447223361,0.384538925,0.348105303,0.347674315,0.431973509,0.485561977,0.53,2,"june",1257
"9332","Alimosho","Uzo-Uwani",2026,"Alimosho",0.447223361,0.384538925,0.348105303,0.347674315,0.431973509,0.485561977,0.53,3,"june",2352
