LGA,CM_rate_under5_uncomplicated_baseline,CM_rate_over5_uncomplicated_baseline,CM_rate_severe_malaria_baseline,CM_rate_under5_uncomplicated_2020,CM_rate_over5_uncomplicated_2020,CM_rate_severe_malaria_2020,CM_rate_under5_uncomplicated_2021,CM_rate_over5_uncomplicated_2021,CM_rate_severe_malaria_2021,CM_rate_under5_uncomplicated_2022,CM_rate_over5_uncomplicated_2022,CM_rate_severe_malaria_2022,CM_rate_under5_uncomplicated_2023,CM_rate_over5_uncomplicated_2023,CM_rate_severe_malaria_2023,CM_rate_under5_uncomplicated_2024,CM_rate_over5_uncomplicated_2024,CM_rate_severe_malaria_2024,CM_rate_under5_uncomplicated_2025,CM_rate_over5_uncomplicated_2025,CM_rate_severe_malaria_2025,CM_rate_under5_uncomplicated_2026,CM_rate_over5_uncomplicated_2026,CM_rate_severe_malaria_2026,CM_rate_under5_uncomplicated_2027,CM_rate_over5_uncomplicated_2027,CM_rate_severe_malaria_2027,CM_rate_under5_uncomplicated_2028,CM_rate_over5_uncomplicated_2028,CM_rate_severe_malaria_2028,CM_rate_under5_uncomplicated_2029,CM_rate_over5_uncomplicated_2029,CM_rate_severe_malaria_2029,CM_rate_under5_uncomplicated_2030,CM_rate_over5_uncomplicated_2030,CM_rate_severe_malaria_2030,ITN_under5_baseline,ITN_6to9_baseline,ITN_10to18_baseline,ITN_over18_baseline,ITN_under5_2020,ITN_6to9_2020,ITN_10to18_2020,ITN_over18_2020,ITN_under5_2021,ITN_6to9_2021,ITN_10to18_2021,ITN_over18_2021,ITN_under5_2022,ITN_6to9_2022,ITN_10to18_2022,ITN_over18_2022,ITN_under5_2023,ITN_6to9_2023,ITN_10to18_2023,ITN_over18_2023,ITN_under5_2024,ITN_6to9_2024,ITN_10to18_2024,ITN_over18_2024,ITN_under5_2025,ITN_6to9_2025,ITN_10to18_2025,ITN_over18_2025,ITN_under5_2026,ITN_6to9_2026,ITN_10to18_2026,ITN_over18_2026,ITN_under5_2027,ITN_6to9_2027,ITN_10to18_2027,ITN_over18_2027,ITN_under5_2028,ITN_6to9_2028,ITN_10to18_2028,ITN_over18_2028,ITN_under5_2029,ITN_6to9_2029,ITN_10to18_2029,ITN_over18_2029,ITN_under5_2030,ITN_6to9_2030,ITN_10to18_2030,ITN_over18_2030,SMC_coverage_baseline,SMC_coverage_2020,SMC_coverage_2021,SMC_coverage_2022,SMC_coverage_2023,SMC_coverage_2024,SMC_coverage_2025,SMC_coverage_2026,SMC_coverage_2027,SMC_coverage_2028,SMC_coverage_2029,SMC_coverage_2030
Bungudu,0.29722239300000003,0.29722239300000003,0.49,0.31208351300000003,0.31208351300000003,0.539,0.318027961,0.318027961,0.637,0.323972408,0.323972408,0.735,0.33288908,0.33288908,0.8,0.5944447860000001,0.5944447860000001,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.620606501,0.32411491800000003,0.260735507,0.59442566,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,0.634064081,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bunkure,0.17217254699999998,0.17217254699999998,0.49,0.37060140700000005,0.37060140700000005,0.539,0.5655696,0.5655696,0.637,0.579894356,0.579894356,0.735,0.794473001,0.794473001,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8297872340000001,0.666666667,0.794117647,0.8611111109999999,,,,,,,,,0.8297872340000001,0.8,0.8,0.8611111109999999,,,,,,,,,0.8297872340000001,0.8,0.8,0.8611111109999999,,,,,,,,,0.8297872340000001,0.8,0.8,0.8611111109999999,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bunza,0.42225568,0.42225568,0.49,0.44336846399999996,0.44336846399999996,0.539,0.451813578,0.451813578,0.637,0.460258691,0.460258691,0.735,0.47292636200000004,0.47292636200000004,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.789226475,0.614967322,0.534978419,0.78771905,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Bursari,0.125,0.125,0.49,0.538125,0.538125,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.604166667,0.454545455,0.289473684,0.49206349200000005,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Buruku,0.20000003800000002,0.20000003800000002,0.49,0.430500082,0.430500082,0.539,0.656980125,0.656980125,0.637,0.6736201279999999,0.6736201279999999,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6785714290000001,0.5277777779999999,0.546875,0.523584906,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Burutu,0.12159624,0.12159624,0.49,0.523471813,0.523471813,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.291262183,0.42352942,0.540816316,0.27388536399999996,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,,,,,
Bwari,0.15426894300000002,0.15426894300000002,0.49,0.32396478,0.32396478,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.244205568,0.13000955,0.04295174,0.17900141100000003,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Calabar South,0.29772776100000004,0.29772776100000004,0.49,0.312614149,0.312614149,0.539,0.318568704,0.318568704,0.637,0.324523259,0.324523259,0.735,0.333455092,0.333455092,0.8,0.5954555220000001,0.5954555220000001,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.503793657,0.28994086199999997,0.17941956399999998,0.230488395,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,
Calabar-Municipal,0.299739676,0.299739676,0.49,0.31472666,0.31472666,0.539,0.320721453,0.320721453,0.637,0.326716247,0.326716247,0.735,0.335708437,0.335708437,0.8,0.599479352,0.599479352,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.331461607,0.39237488299999995,0.149901442,0.24855511600000002,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,
Chanchaga,0.388965514,0.388965514,0.49,0.40841379,0.40841379,0.539,0.4161931,0.4161931,0.637,0.42397241,0.42397241,0.735,0.435641376,0.435641376,0.8,0.777931028,0.777931028,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.343627973,0.174183095,0.194156293,0.327245053,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Charanchi,0.10526315800000001,0.10526315800000001,0.49,0.453157895,0.453157895,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8611111109999999,0.818181818,0.7428571429999999,0.803030303,,,,,0.8611111109999999,0.818181818,0.8,0.803030303,,,,,,,,,0.8611111109999999,0.818181818,0.8,0.803030303,,,,,,,,,0.8611111109999999,0.818181818,0.8,0.803030303,,,,,,,,,0.8611111109999999,0.818181818,0.8,0.803030303,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Chibok,0.114371076,0.114371076,0.49,0.492367482,0.492367482,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.452267101,0.327499677,0.26020464600000004,0.49201484799999995,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Chikun,0.02049469,0.02049469,0.49,0.04098938,0.04098938,0.539,0.328939775,0.328939775,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.846153846,0.52,0.508474576,,,,,,,,,0.8,0.846153846,0.8,0.8,,,,,,,,,0.8,0.846153846,0.8,0.8,,,,,,,,,0.8,0.846153846,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dala,0.850046207,0.850046207,0.49,0.850046207,0.850046207,0.539,0.850046207,0.850046207,0.637,0.850046207,0.850046207,0.735,0.850046207,0.850046207,0.8,0.850046207,0.850046207,0.8,0.850046207,0.850046207,0.8,0.850046207,0.850046207,0.8,0.850046207,0.850046207,0.8,0.850046207,0.850046207,0.8,0.850046207,0.850046207,0.8,0.850046207,0.850046207,0.8,0.658560253,0.452861936,0.465236703,0.621102597,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Damaturu,0.114371076,0.114371076,0.49,0.492367482,0.492367482,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.161290323,0.12121212099999999,0.075,0.115942029,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Damban,0.333333333,0.333333333,0.49,0.35,0.35,0.539,0.356666666,0.356666666,0.637,0.363333333,0.363333333,0.735,0.373333333,0.373333333,0.8,0.666666666,0.666666666,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.32075471699999997,0.325,0.282608696,0.519480519,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dambatta,0.333333333,0.333333333,0.49,0.35,0.35,0.539,0.356666666,0.356666666,0.637,0.363333333,0.363333333,0.735,0.373333333,0.373333333,0.8,0.666666666,0.666666666,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.584615385,0.567567568,0.28571428600000004,0.705882353,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Damboa,0.114371076,0.114371076,0.49,0.492367482,0.492367482,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.452267101,0.327499677,0.26020464600000004,0.49201484799999995,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dan Musa,0.209995572,0.209995572,0.49,0.452015469,0.452015469,0.539,0.6898144540000001,0.6898144540000001,0.637,0.707286086,0.707286086,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.954545455,0.818181818,0.826923077,0.8732394370000001,,,,,0.954545455,0.818181818,0.826923077,0.8732394370000001,,,,,,,,,0.954545455,0.818181818,0.826923077,0.8732394370000001,,,,,,,,,0.954545455,0.818181818,0.826923077,0.8732394370000001,,,,,,,,,0.954545455,0.818181818,0.826923077,0.8732394370000001,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dandi,0.34910543,0.34910543,0.49,0.366560702,0.366560702,0.539,0.37354281,0.37354281,0.637,0.38052491899999996,0.38052491899999996,0.735,0.390998082,0.390998082,0.8,0.69821086,0.69821086,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.865663905,0.82922218,0.503173764,0.7575954840000001,,,,,0.865663905,0.82922218,0.8,0.8,,,,,,,,,0.865663905,0.82922218,0.8,0.8,,,,,,,,,0.865663905,0.82922218,0.8,0.8,,,,,,,,,0.865663905,0.82922218,0.8,0.8,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dandume,0.130508332,0.130508332,0.49,0.561838369,0.561838369,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5827061920000001,0.469378753,0.328007795,0.532330697,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dange-Shnsi,0.125,0.125,0.49,0.538125,0.538125,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.764705882,0.529411765,0.166666667,0.8275862070000001,0.8,0.8,0.8,0.8275862070000001,,,,,,,,,0.8,0.8,0.8,0.8275862070000001,,,,,,,,,0.8,0.8,0.8,0.8275862070000001,,,,,,,,,0.8,0.8,0.8,0.8275862070000001,,,,,0.725,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Danja,0.130508332,0.130508332,0.49,0.561838369,0.561838369,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.630434783,0.55,0.2,0.44,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Darazo,0.161152612,0.161152612,0.49,0.346880997,0.346880997,0.539,0.529370215,0.529370215,0.637,0.542778112,0.542778112,0.735,0.743622613,0.743622613,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.381143004,0.333840547,0.354634865,0.522147671,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dass,0.23412755300000002,0.23412755300000002,0.49,0.5039595579999999,0.5039595579999999,0.539,0.7690855990000001,0.7690855990000001,0.637,0.788565011,0.788565011,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8611111109999999,0.46153846200000004,0.363636364,0.773584906,,,,,0.8611111109999999,0.8,0.8,0.8,,,,,,,,,0.8611111109999999,0.8,0.8,0.8,,,,,,,,,0.8611111109999999,0.8,0.8,0.8,,,,,,,,,0.8611111109999999,0.8,0.8,0.8,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Daura,0.202230441,0.202230441,0.49,0.435301024,0.435301024,0.539,0.664306776,0.664306776,0.637,0.681132348,0.681132348,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.519412943,0.42058208799999997,0.46817151799999995,0.45305405,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,0.6816816815,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dawakin Kudu,0.272727273,0.272727273,0.49,0.587045455,0.587045455,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.85,0.681818182,0.611111111,0.694444444,,,,,,,,,0.85,0.8,0.8,0.8,,,,,,,,,0.85,0.8,0.8,0.8,,,,,,,,,0.85,0.8,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dawakin Tofa,0.181818182,0.181818182,0.49,0.39136363700000004,0.39136363700000004,0.539,0.597254546,0.597254546,0.637,0.612381819,0.612381819,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8292682929999999,0.794117647,0.62,0.793650794,,,,,,,,,0.8292682929999999,0.8,0.8,0.8,,,,,,,,,0.8292682929999999,0.8,0.8,0.8,,,,,,,,,0.8292682929999999,0.8,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Degema,0.25,0.25,0.49,0.538125,0.538125,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.2,0.263960478,0.14285714300000002,0.166666667,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Dekina,0.190297763,0.190297763,0.49,0.409615935,0.409615935,0.539,0.625109122,0.625109122,0.637,0.6409418960000001,0.6409418960000001,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.22239362,0.223553422,0.18624759100000002,0.329535015,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Demsa,0.7019868490000001,0.7019868490000001,0.49,0.737086191,0.737086191,0.539,0.751125928,0.751125928,0.637,0.765165665,0.765165665,0.735,0.786225271,0.786225271,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.45367231,0.28476821,0.267025783,0.384980239,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dikwa,0.114371076,0.114371076,0.49,0.492367482,0.492367482,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.452267101,0.327499677,0.26020464600000004,0.49201484799999995,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Doguwa,0.130434783,0.130434783,0.49,0.561521741,0.561521741,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7361111109999999,0.770833333,0.5,0.816091954,,,,,,,,,0.8,0.8,0.8,0.816091954,,,,,,,,,0.8,0.8,0.8,0.816091954,,,,,,,,,0.8,0.8,0.8,0.816091954,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Doma,0.177187213,0.177187213,0.49,0.381395476,0.381395476,0.539,0.582042276,0.582042276,0.637,0.5967842520000001,0.5967842520000001,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.738946068,0.48462390899999996,0.332206395,0.600357251,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Donga,0.284919607,0.284919607,0.49,0.299165587,0.299165587,0.539,0.304863979,0.304863979,0.637,0.310562372,0.310562372,0.735,0.31910996,0.31910996,0.8,0.569839214,0.569839214,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.32305734,0.369040504,0.12739584699999998,0.22388138100000002,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dukku,0.114371076,0.114371076,0.49,0.492367482,0.492367482,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.233051961,0.096059125,0.09862258199999999,0.422999526,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Dunukofia,0.420192485,0.420192485,0.49,0.441202109,0.441202109,0.539,0.449605959,0.449605959,0.637,0.458009809,0.458009809,0.735,0.47061558299999995,0.47061558299999995,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.276486564,0.224106265,0.160050482,0.18884218600000002,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Dutse,0.14848803900000002,0.14848803900000002,0.49,0.31182488199999997,0.31182488199999997,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7401986070000001,0.8758553,0.622426255,0.7673812409999999,,,,,0.8,0.8758553,0.8,0.8,,,,,,,,,0.8,0.8758553,0.8,0.8,,,,,,,,,0.8,0.8758553,0.8,0.8,,,,,,,,,0.8,0.8758553,0.8,0.8,0.8267790260000001,0.8267790260000001,0.8267790260000001,0.8267790260000001,0.8267790260000001,0.8267790260000001,0.8267790260000001,0.8267790260000001,0.8267790260000001,0.8267790260000001,0.8267790260000001,0.8267790260000001
