LGA,State,IPTyn,ipti_cov_mean,ipti_cov_cil,ipti_cov_ciu,IPTicov
Isu,Imo,1,0.611111111,0.611111111,0.611111111,0.611111111
Isuikwato,Abia,1,0.765614022,0.629787992,0.901440051,0.765614022
Itas/Gadau,Bauchi,0,0.266270546,0.031023445,0.501517648,0.266270546
Itesiwaju,Oyo,1,0.461438899,0.389480681,0.533397116,0.461438899
Itu,Akwa lbom,1,0.666666667,0.666666667,0.666666667,0.666666667
Ivo,Ebonyi,1,0.681860761,0.644934321,0.7187872,0.681860761
Iwajowa,Oyo,1,0.484848485,0.484848485,0.484848485,0.484848485
Iwo,Osun,1,0.797104225,0.712241579,0.881966872,0.797104225
Izzi,Ebonyi,1,0.651730049,0.570271651,0.733188446,0.651730049
Jaba,Kaduna,0,0.533333333,0.533333333,0.533333333,0.533333333
Jada,Adamawa,0,0.642283496,0.453041608,0.831525385,0.642283496
Jahun,Jigawa,0,0.390319309,0.30873716,0.471901458,0.390319309
Jakusko,Yobe,0,0.087632374,0.003115367,0.172149382,0.087632374
Jalingo,Taraba,0,0.611650456,0.459484065,0.763816847,0.611650456
Jama'are,Bauchi,0,0.3848689,0.315639067,0.454098733,0.3848689
Jega,Kebbi,0,0.113773241,0.059467185,0.168079297,0.113773241
Jema'a,Kaduna,0,0.452071005,0.416025228,0.488116781,0.452071005
Jere,Borno,0,0.45672817,0.213866139,0.699590201,0.45672817
Jibia,Katsina,0,0.432098765,0.432098765,0.432098765,0.432098765
Jos East,Plateau,0,0.626436782,0.626436782,0.626436782,0.626436782
Jos North,Plateau,0,0.718964965,0.618945887,0.818984042,0.718964965
Jos South,Plateau,0,0.561367779,0.469466694,0.653268864,0.561367779
Kabba/Bunu,Kogi,0,0.444444444,0.444444444,0.444444444,0.444444444
Kabo,Kano,0,0.383729752,0.233444964,0.534014539,0.383729752
Kachia,Kaduna,0,0.22294298,0.141726305,0.304159654,0.22294298
Kaduna North,Kaduna,0,0.676954724,0.61735645,0.736552998,0.676954724
Kaduna South,Kaduna,0,0.615137687,0.497512014,0.732763361,0.615137687
Kafin Hausa,Jigawa,0,0.241184114,0.080696837,0.401671392,0.241184114
Kafur,Katsina,0,0.401328407,0.293315028,0.509341785,0.401328407
Kaga,Borno,0,0.185185185,0.185185185,0.185185185,0.185185185
Kagarko,Kaduna,0,0.666666667,0.666666667,0.666666667,0.666666667
Kaiama,Kwara,0,0.043478261,0.043478261,0.043478261,0.043478261
kaita,Katsina,0,0.473684211,0.473684211,0.473684211,0.473684211
Kajola,Oyo,1,0.573713323,0.472248507,0.675178138,0.573713323
Kajuru,Kaduna,0,0.450980392,0.450980392,0.450980392,0.450980392
Kala/Balge,Borno,0,0.350956886,0.255676918,0.446236854,0.350956886
Kalgo,Kebbi,0,0.131531026,0.052634452,0.2104276,0.131531026
Kaltungo,Gombe,0,0.273284739,0.193688526,0.352880952,0.273284739
Kanam,Plateau,0,0.597670769,0.397757758,0.79758378,0.597670769
Kankara,Katsina,0,0.48245614,0.48245614,0.48245614,0.48245614
Kanke,Plateau,0,0.511823039,0.366272133,0.657373945,0.511823039
Kankia,Katsina,0,0.266666667,0.266666667,0.266666667,0.266666667
Kano Municipal,Kano,0,0.424460127,0.365981988,0.482938266,0.424460127
Karasuwa,Yobe,0,0.278562014,0.174599124,0.382524903,0.278562014
Karaye,Kano,0,0.637681159,0.637681159,0.637681159,0.637681159
Karin-Lamido,Taraba,0,0.398057291,0.157431809,0.638682772,0.398057291
Karu,Nasarawa,0,0.726955008,0.590976254,0.862933762,0.726955008
Katagum,Bauchi,0,0.212847683,0.04135224,0.384343127,0.212847683
Katcha,Niger,0,0.091994386,0.03119169,0.152797083,0.091994386
Katsina,Katsina,0,0.406335339,0.334488551,0.478182127,0.406335339
Katsina-Ala,Benue,1,0.582218504,0.513989459,0.650447549,0.582218504
Kaugama,Jigawa,0,0.486111111,0.486111111,0.486111111,0.486111111
Kaura,Kaduna,0,0.8,0.8,0.8,0.8
Kaura-Namoda,Zamfara,0,0.015892915,-0.004464162,0.036249993,0.015892915
Kauru,Kaduna,0,0.476190476,0.476190476,0.476190476,0.476190476
Kazaure,Jigawa,0,0.397435897,0.397435897,0.397435897,0.397435897
Keana,Nasarawa,0,0.565675134,0.248020686,0.883329582,0.565675134
Kebbe,Sokoto,0,0.117184353,0.082797458,0.151571249,0.117184353
Keffi,Nasarawa,0,0.474350274,0.325415542,0.623285006,0.474350274
Khana,Rivers,1,0.727272727,0.727272727,0.727272727,0.727272727
Kibiya,Kano,0,0.424460127,0.365981988,0.482938266,0.424460127
Kirfi,Bauchi,0,0.263157895,0.263157895,0.263157895,0.263157895
Kiri Kasamma,Jigawa,0,0.446087516,0.270557331,0.621617701,0.446087516
Kiru,Kano,0,0.315331749,-0.060118459,0.690781957,0.315331749
kiyawa,Jigawa,0,0.226190476,0.226190476,0.226190476,0.226190476
Kogi,Kogi,0,1,1,1,1
Koko/Besse,Kebbi,0,0.083070445,0.053876162,0.112264728,0.083070445
Kokona,Nasarawa,0,0.387453163,0.305850832,0.469055493,0.387453163
Kolokuma/Opokuma,Bayelsa,1,0.459548945,0.320604568,0.598493322,0.459548945
Konduga,Borno,0,0.4,0.4,0.4,0.4
Konshisha,Benue,0,0.5,0.5,0.5,0.5
Kontagora,Niger,0,0.229238718,0.077178387,0.381299049,0.229238718
Kosofe,Lagos,1,0.733429381,0.608588546,0.858270217,0.733429381
Kubau,Kaduna,0,0.373759279,0.175164066,0.572354491,0.373759279
Kudan,Kaduna,0,0.326092944,0.274940899,0.377244989,0.326092944
Kuje,Federal Capital Territory,0,0.655597384,0.602258255,0.708936513,0.655597384
Kukawa,Borno,0,0.166666667,0.166666667,0.166666667,0.166666667
Kumbotso,Kano,0,0.424460127,0.365981988,0.482938266,0.424460127
Kunchi,Kano,0,0.192292168,0.040031565,0.34455277,0.192292168
Kura,Kano,0,0.470588235,0.470588235,0.470588235,0.470588235
Kurfi,Katsina,0,0.290618008,0.228177859,0.353058157,0.290618008
Kurmi,Taraba,1,0.25,0.25,0.25,0.25
Kusada,Katsina,0,0.055555556,0.055555556,0.055555556,0.055555556
Kwali,Federal Capital Territory,0,0.470806592,0.345099921,0.596513262,0.470806592
Kwami,Gombe,0,0.101279925,-0.026704204,0.229264054,0.101279925
Kwande,Benue,0,0.675485015,0.613365006,0.737605024,0.675485015
Kware,Sokoto,0,0.047619048,0.047619048,0.047619048,0.047619048
Kwaya Kusar,Borno,0,0.350956886,0.255676918,0.446236854,0.350956886
Lafia,Nasarawa,0,0.426318514,0.302622693,0.550014335,0.426318514
Lagelu,Oyo,1,0.461438899,0.389480681,0.533397116,0.461438899
Lagos Island,Lagos,1,0.791666667,0.791666667,0.791666667,0.791666667
Lagos Mainland,Lagos,1,0.756198343,0.613120848,0.899275839,0.756198343
Lamurde,Adamawa,0,0.363636364,0.363636364,0.363636364,0.363636364
Langtang North,Plateau,0,0.380952381,0.380952381,0.380952381,0.380952381
Langtang South,Plateau,0,0.588238228,0.513234386,0.66324207,0.588238228
Lapai,Niger,0,0.327244555,0.247438546,0.407050563,0.327244555
Lau,Taraba,0,0.613333333,0.477931573,0.748735093,0.613333333
Lavun,Niger,0,0.271090673,-0.038197983,0.58037933,0.271090673
Lere,Kaduna,0,0.286547883,0.241431974,0.331663791,0.286547883
Logo,Benue,0,0.575311759,0.516742347,0.633881171,0.575311759
Lokoja,Kogi,0,0.501203563,-0.090786716,1.093193842,0.501203563
Machina,Yobe,0,0.290931732,0.171088731,0.410774734,0.290931732
Madagali,Adamawa,0,0.543503015,0.465498137,0.621507892,0.543503015
Madobi,Kano,0,0.424460127,0.365981988,0.482938266,0.424460127
Mafa,Borno,0,0.350956886,0.255676918,0.446236854,0.350956886
Magama,Niger,0,0.1072165,0.039958232,0.174474768,0.1072165
Magumeri,Borno,0,0.350956886,0.255676918,0.446236854,0.350956886
Mai'Adua,Katsina,0,0.454545455,0.454545455,0.454545455,0.454545455
Maiduguri,Borno,0,0.347461877,0.195204772,0.499718983,0.347461877
Maigatari,Jigawa,0,0.365512138,0.091532489,0.639491788,0.365512138
Maiha,Adamawa,0,0.142857143,0.142857143,0.142857143,0.142857143
Maiyama,Kebbi,0,0.298245614,0.298245614,0.298245614,0.298245614
Makoda,Kano,0,0.481481481,0.481481481,0.481481481,0.481481481
Makurdi,Benue,0,0.605590594,0.31287612,0.898305068,0.605590594
Malam Madori,Jigawa,0,0.117647059,0.117647059,0.117647059,0.117647059
Malumfashi,Katsina,0,0.588235294,0.588235294,0.588235294,0.588235294
Mangu,Plateau,0,0.705141227,0.599234734,0.81104772,0.705141227
Mani,Katsina,0,0.259683235,0.190843711,0.328522759,0.259683235
Maradun,Zamfara,0,0.037444357,0.028126659,0.046762054,0.037444357
Mariga,Niger,0,0.012345679,0.012345679,0.012345679,0.012345679
Markafi,Kaduna,0,0.300402544,0.231767953,0.369037135,0.300402544
Marte,Borno,0,0.350956886,0.255676918,0.446236854,0.350956886
Maru,Zamfara,0,0.10675493,0.058636422,0.154873438,0.10675493
Mashegu,Niger,0,0.327244555,0.247438546,0.407050563,0.327244555
Mashi,Katsina,0,0.019607843,0.019607843,0.019607843,0.019607843
Matazuu,Katsina,0,0.166666667,0.166666667,0.166666667,0.166666667
Mayo-Belwa,Adamawa,0,0.666666667,0.666666667,0.666666667,0.666666667
Mbaitoli,Imo,1,0.618272178,0.431439667,0.805104688,0.618272178
Mbo,Akwa lbom,1,0.238095238,0.238095238,0.238095238,0.238095238
Michika,Adamawa,0,0.766666667,0.766666667,0.766666667,0.766666667
Miga,Jigawa,0,0.25,0.25,0.25,0.25
Mikang,Plateau,0,0.588238228,0.513234386,0.66324207,0.588238228
Minjibir,Kano,0,0.326559384,0.175514686,0.477604081,0.326559384
Misau,Bauchi,0,0.305897519,-0.050074201,0.661869239,0.305897519
Mkpat Enin,Akwa lbom,1,0.404546985,0.308321181,0.500772789,0.404546985
Moba,Ekiti,1,0.670485787,0.50807851,0.832893063,0.670485787
Mobbar,Borno,0,0.214022403,0.112594512,0.315450295,0.214022403
Mokwa,Niger,0,0.259033404,0.102966856,0.415099952,0.259033404
Monguno,Borno,0,0.350956886,0.255676918,0.446236854,0.350956886
Mopa-Muro,Kogi,1,0.502571063,0.407199847,0.597942278,0.502571063
Moro,Kwara,0,0.5,0.5,0.5,0.5
Mubi North,Adamawa,0,0.567718327,0.500971991,0.634464662,0.567718327
Mubi South,Adamawa,0,0.478014028,0.405274924,0.550753132,0.478014028
Musawa,Katsina,0,0.254665129,-0.011352265,0.520682522,0.254665129
Mushin,Lagos,0,0.77383302,0.630556536,0.917109504,0.77383302
Muya,Niger,0,0.4,0.4,0.4,0.4
Nafada,Gombe,0,0.145599343,-0.023727974,0.314926661,0.145599343
Nangere,Yobe,0,0.408602151,0.408602151,0.408602151,0.408602151
Nasarawa-Eggon,Nasarawa,0,0.666666667,0.666666667,0.666666667,0.666666667
Nasarawa1,Kano,0,0.592405551,0.427988274,0.756822827,0.592405551
Nasarawa2,Nasarawa,0,0.400863778,0.258391689,0.543335867,0.400863778
Ndokwa East,Delta,1,0.538461538,0.538461538,0.538461538,0.538461538
Ndokwa West,Delta,1,0.848484848,0.848484848,0.848484848,0.848484848
Nembe,Bayelsa,1,0.866666667,0.866666667,0.866666667,0.866666667
Ngala,Borno,0,0.350956886,0.255676918,0.446236854,0.350956886
Nganzai,Borno,0,0.350956886,0.255676918,0.446236854,0.350956886
Ngaski,Kebbi,0,0.235333803,0.178819487,0.291848118,0.235333803
Ngor-Okpala,Imo,1,0.358974359,0.358974359,0.358974359,0.358974359
Nguru,Yobe,0,0.196078431,0.196078431,0.196078431,0.196078431
Ningi,Bauchi,0,0.120866093,0.035998238,0.205733949,0.120866093
Njaba,Imo,1,0.823861069,0.731261758,0.916460379,0.823861069
Njikoka,Anambra,1,0.685940792,0.491087482,0.880794103,0.685940792
Nkanu East,Enugu,1,0.660449801,0.561179153,0.759720448,0.660449801
Nkanu West,Enugu,1,0.80952381,0.80952381,0.80952381,0.80952381
Nkwerre,Imo,1,0.651783419,0.542613204,0.760953633,0.651783419
Nnewi North,Anambra,1,0.727000947,0.676593677,0.777408217,0.727000947
Nnewi South,Anambra,1,0.863078378,0.824161234,0.901995522,0.863078378
Nsit Atai,Akwa lbom,1,0.581030608,0.508061727,0.65399949,0.581030608
Nsit Ibom,Akwa lbom,1,0.666666667,0.666666667,0.666666667,0.666666667
Nsit Ubium,Akwa lbom,1,0.7,0.7,0.7,0.7
Nsukka,Enugu,1,0.643284852,0.527357362,0.759212342,0.643284852
Numan,Adamawa,0,0.722222222,0.722222222,0.722222222,0.722222222
Nwangele,Imo,1,0.65629425,0.580742769,0.731845731,0.65629425
Obafemi-Owode,Ogun,1,0.552713299,0.194904969,0.910521629,0.552713299
Obanliku,Cross River,0,0.722222222,0.722222222,0.722222222,0.722222222
Obi Nwa,Abia,1,0.583333333,0.583333333,0.583333333,0.583333333
Obi1,Benue,1,0.575311759,0.516742347,0.633881171,0.575311759
Obi2,Nasarawa,0,0.354166667,0.354166667,0.354166667,0.354166667
Obia/Akpor,Rivers,1,0.810873012,0.663788328,0.957957697,0.810873012
Obokun,Osun,1,0.690059784,0.627073618,0.753045949,0.690059784
Obot Akara,Akwa lbom,1,0.833333333,0.833333333,0.833333333,0.833333333
Obowo,Imo,1,0.590709062,0.567141168,0.614276957,0.590709062
Obubra,Cross River,1,0.660714204,0.360576975,0.960851433,0.660714204
Obudu,Cross River,0,0.630777431,0.539079259,0.722475603,0.630777431
Odeda,Ogun,1,0.8,0.8,0.8,0.8
Odigbo,Ondo,1,0.388011213,0.291730131,0.484292295,0.388011213
Odo-Otin,Osun,1,0.593489206,0.567168987,0.619809425,0.593489206
Odogbolu,Ogun,1,0.733333333,0.733333333,0.733333333,0.733333333
Odukpani,Cross River,1,0.310204013,0.020361497,0.600046529,0.310204013
Offa,Kwara,0,0.690618091,0.59119521,0.790040972,0.690618091
Ofu,Kogi,1,0.160493817,0.051639388,0.269348246,0.2
Ogba/Egbema/Ndoni,Rivers,1,0.629417563,0.541553698,0.717281428,0.629417563
Ogbadibo,Benue,1,0.575311759,0.516742347,0.633881171,0.575311759
Ogbaru,Anambra,1,0.820512821,0.820512821,0.820512821,0.820512821
Ogbia,Bayelsa,1,0.487208309,0.282217003,0.692199616,0.487208309
Ogbomosho North,Oyo,1,0.607387819,0.500716554,0.714059083,0.607387819
Ogbomosho South,Oyo,1,0.461438899,0.389480681,0.533397116,0.461438899
Ogo Oluwa,Oyo,1,0.461438899,0.389480681,0.533397116,0.461438899
Ogoja,Cross River,0,0.918594675,0.824473075,1.012716275,0.918594675
Ogori/Mangongo,Kogi,1,0.502571063,0.407199847,0.597942278,0.502571063
Ogu/Bolo,Rivers,1,0.659266766,0.596701474,0.721832058,0.659266766
Ogun waterside,Ogun,1,0.495331552,0.406278278,0.584384826,0.495331552
Oguta,Imo,1,0.488888889,0.488888889,0.488888889,0.488888889
Ohafia,Abia,1,0.640079643,0.533520316,0.746638969,0.640079643
Ohaji/Egbema,Imo,1,0.476926219,0.323197212,0.630655226,0.476926219
Ohaozara,Ebonyi,1,0.597084178,0.478177605,0.715990752,0.597084178
Ohaukwu,Ebonyi,1,0.622222222,0.622222222,0.622222222,0.622222222
Ohimini,Benue,1,0.575311759,0.516742347,0.633881171,0.575311759
Oji-River,Enugu,1,0.666666667,0.666666667,0.666666667,0.666666667
Ojo,Lagos,1,0.610259027,0.540934085,0.679583969,0.610259027
Oju,Benue,1,0.631305558,0.538930592,0.723680525,0.631305558
Oke-Ero,Kwara,0,0.533333333,0.533333333,0.533333333,0.533333333
Okehi,Kogi,0,0.333333333,0.333333333,0.333333333,0.333333333
Okene,Kogi,1,0.705144577,0.60803896,0.802250195,0.705144577
Okigwe,Imo,1,0.492063492,0.337491647,0.646635337,0.492063492
Okitipupa,Ondo,1,0.666177707,0.439716069,0.892639346,0.666177707
Okobo,Akwa lbom,1,0.636363636,0.636363636,0.636363636,0.636363636
Okpe,Delta,1,0.533333333,0.533333333,0.533333333,0.533333333
Okpokwu,Benue,1,0.583333333,0.583333333,0.583333333,0.583333333
Okrika,Rivers,1,0.725951129,0.597232528,0.85466973,0.725951129
Ola-oluwa,Osun,1,0.690059784,0.627073618,0.753045949,0.690059784
Olamabolo,Kogi,1,0.635559658,0.477231688,0.793887627,0.635559658
Olorunda,Osun,1,0.690059784,0.627073618,0.753045949,0.690059784
Olorunsogo,Oyo,1,0.461438899,0.389480681,0.533397116,0.461438899
Oluyole,Oyo,1,0.461438899,0.389480681,0.533397116,0.461438899
Omala,Kogi,0,0.242099963,0.204441137,0.279758789,0.242099963
Omumma,Rivers,1,0.649680375,0.53728568,0.762075069,0.649680375
Ona-Ara,Oyo,1,0.461438899,0.389480681,0.533397116,0.461438899
Ondo East,Ondo,1,0.833333333,0.833333333,0.833333333,0.833333333
Ondo West,Ondo,1,0.684552475,0.475251767,0.893853182,0.684552475
Onicha,Ebonyi,1,0.688554663,0.567312512,0.809796814,0.688554663
Onitsha North,Anambra,1,0.755555556,0.755555556,0.755555556,0.755555556
Onitsha South,Anambra,1,0.833333333,0.833333333,0.833333333,0.833333333
Onna,Akwa lbom,1,0.328601436,0.12595188,0.531250991,0.328601436
Opobo/Nkoro,Rivers,1,0.650330036,0.511403249,0.789256824,0.650330036
Oredo,Edo,1,0.76733572,0.625685483,0.908985957,0.76733572
Orelope,Oyo,1,0.461438899,0.389480681,0.533397116,0.461438899
Orhionmwon,Edo,1,0.742711895,0.522435387,0.962988403,0.742711895
Ori Ire,Oyo,1,0.296296296,0.296296296,0.296296296,0.296296296
Oriade,Osun,1,0.751379338,0.64937455,0.853384127,0.751379338
Orlu,Imo,1,0.740740741,0.740740741,0.740740741,0.740740741
Orolu,Osun,1,0.766283453,0.583010066,0.949556841,0.766283453
Oron,Akwa lbom,1,0.444444444,0.444444444,0.444444444,0.444444444
Orsu,Imo,1,0.384421126,0.350022931,0.418819322,0.384421126
Oru East,Imo,1,0.644444444,0.644444444,0.644444444,0.644444444
Oru West,Imo,1,0.670800409,0.63023744,0.711363377,0.670800409
Oruk Anam,Akwa lbom,1,0.3093094,-0.039494117,0.658112918,0.3093094
Orumba North,Anambra,1,0.759048567,0.705981706,0.812115428,0.759048567
Orumba South,Anambra,1,0.727000947,0.676593677,0.777408217,0.727000947
Ose,Ondo,1,0.800870491,0.721343475,0.880397507,0.800870491
Oshimili North,Delta,1,0.672948511,0.598779891,0.747117132,0.672948511
Oshimili South,Delta,1,0.904761905,0.904761905,0.904761905,0.904761905
Oshodi-Isolo,Lagos,0,0.891619416,0.796689694,0.986549137,0.891619416
Osisioma Ngwa,Abia,1,0.633333333,0.633333333,0.633333333,0.633333333
Osogbo,Osun,1,0.620568837,0.455115486,0.786022187,0.620568837
Oturkpo,Benue,0,0.613984953,0.48428725,0.743682657,0.613984953
Ovia North East,Edo,1,0.888888889,0.888888889,0.888888889,0.888888889
Ovia South West,Edo,1,0.594771242,0.197664876,0.991877608,0.594771242
Owan East,Edo,1,0.454545455,0.454545455,0.454545455,0.454545455
Owan West,Edo,1,0.733884524,0.658275871,0.809493176,0.733884524
Owerri-Municipal,Imo,1,0.571428571,0.571428571,0.571428571,0.571428571
Owerri North,Imo,1,0.851851852,0.851851852,0.851851852,0.851851852
Owerri West,Imo,1,0.65629425,0.580742769,0.731845731,0.65629425
Owo,Ondo,1,0.700453314,0.630846896,0.770059733,0.700453314
Oye,Ekiti,1,0.912091887,0.883987991,0.940195783,0.912091887
Oyi,Anambra,1,0.796032561,0.745356841,0.846708281,0.796032561
Oyigbo,Rivers,1,1,1,1,1
Oyo East,Oyo,1,0.523809524,0.523809524,0.523809524,0.523809524
Oyo West,Oyo,1,0.666666667,0.666666667,0.666666667,0.666666667
Oyun,Kwara,0,0.650531019,0.56332703,0.737735008,0.650531019
Pailoro,Niger,0,0.264659826,0.046067107,0.483252545,0.264659826
Pankshin,Plateau,0,0.675643511,0.622370482,0.72891654,0.675643511
Patani,Delta,1,0.755835713,0.658359457,0.853311969,0.755835713
Pategi,Kwara,0,0.3,0.3,0.3,0.3
Port-Harcourt,Rivers,1,0.720167185,0.599151935,0.841182436,0.720167185
Potiskum,Yobe,0,0.427227606,0.356638054,0.497817158,0.427227606
Qua'an Pan,Plateau,0,0.353634579,0.246218507,0.461050651,0.353634579
Rabah,Sokoto,0,0.092948718,0.092948718,0.092948718,0.092948718
Rafi,Niger,0,0.443245556,0.217289651,0.66920146,0.443245556
Rano,Kano,0,0.375,0.375,0.375,0.375
Remo North,Ogun,1,0.875,0.875,0.875,0.875
Rijau,Niger,0,0.181818182,0.181818182,0.181818182,0.181818182
Rimi,Katsina,0,0.290618008,0.228177859,0.353058157,0.290618008
Rimin Gado,Kano,0,0.424460127,0.365981988,0.482938266,0.424460127
Ringim,Jigawa,0,0.175438596,0.175438596,0.175438596,0.175438596
Riyom,Plateau,0,0.833333333,0.833333333,0.833333333,0.833333333
Rogo,Kano,0,0.287878788,0.287878788,0.287878788,0.287878788
Roni,Jigawa,0,0.373172586,0.316894489,0.429450683,0.373172586
Sabon-Gari,Kaduna,0,0.512783539,0.343322432,0.682244646,0.512783539
Sabon Birni,Sokoto,0,0.095770435,-0.014697861,0.206238731,0.095770435
Sabuwa,Katsina,0,0.222222222,0.222222222,0.222222222,0.222222222
Safana,Katsina,0,0.26984127,0.26984127,0.26984127,0.26984127
Sagbama,Bayelsa,1,0.495371621,0.311237224,0.679506018,0.495371621
Sakaba,Kebbi,0,0.155621497,0.112625263,0.198617731,0.155621497
Saki East,Oyo,1,0.104112421,-0.002624489,0.21084933,0.2
Saki West,Oyo,1,0.474806187,0.368076362,0.581536012,0.474806187
Sandamu,Katsina,0,0.290618008,0.228177859,0.353058157,0.290618008
Sanga,Kaduna,0,0.407407407,0.407407407,0.407407407,0.407407407
Sapele,Delta,1,0.722812195,0.674002374,0.771622016,0.722812195
Sardauna,Taraba,1,0.463642878,0.300328204,0.626957551,0.463642878
Shagamu,Ogun,1,0.654180871,0.576154504,0.732207238,0.654180871
Shagari,Sokoto,0,0.173913043,0.173913043,0.173913043,0.173913043
Shanga,Kebbi,0,0.256410256,0.256410256,0.256410256,0.256410256
Shani,Borno,0,0.350956886,0.255676918,0.446236854,0.350956886
Shanono,Kano,0,0.424460127,0.365981988,0.482938266,0.424460127
Shelleng,Adamawa,0,0.421601584,0.307700402,0.535502766,0.421601584
Shendam,Plateau,0,0.572818596,0.527031723,0.618605469,0.572818596
Shinkafi,Zamfara,0,0,0,0,0
Shira,Bauchi,0,0.217171705,0.064097533,0.370245877,0.217171705
Shiroro,Niger,0,0.346651724,0.110608442,0.582695005,0.346651724
Shomgom,Gombe,0,0.626789932,0.495896099,0.757683765,0.626789932
Shomolu,Lagos,1,0.9,0.9,0.9,0.9
Silame,Sokoto,0,0.102564103,0.102564103,0.102564103,0.102564103
Soba,Kaduna,0,0.042090205,-0.015499773,0.099680183,0.042090205
Sokoto North,Sokoto,0,0.263652906,0.010894088,0.516411724,0.263652906
Sokoto South,Sokoto,0,0.22052751,0.152415056,0.288639964,0.22052751
Song,Adamawa,0,0.504122489,0.367541151,0.640703828,0.504122489
Southern Ijaw,Bayelsa,1,0.635726768,0.525866643,0.745586892,0.635726768
Sule-Tankarkar,Jigawa,0,0.454545455,0.454545455,0.454545455,0.454545455
Suleja,Niger,0,0.63490401,0.501910734,0.767897285,0.63490401
Sumaila,Kano,0,0.725490196,0.725490196,0.725490196,0.725490196
Suru,Kebbi,0,0.093333333,0.093333333,0.093333333,0.093333333
Surulere1,Lagos,0,0.884047083,0.805842505,0.962251662,0.884047083
Surulere2,Oyo,1,0.333333333,0.333333333,0.333333333,0.333333333
Tafa,Niger,0,0.3125,0.3125,0.3125,0.3125
Tafawa-Balewa,Bauchi,0,0.3867593,0.053644118,0.719874482,0.3867593
Tai,Rivers,1,0.554619075,0.503871258,0.605366892,0.554619075
Takali,Kano,0,0.272151103,0.199122651,0.345179555,0.272151103
Takum,Taraba,1,0.431814769,0.359693628,0.50393591,0.431814769
Talata Mafara,Zamfara,0,0.170844009,0.027737161,0.313950857,0.170844009
Tambuwal,Sokoto,0,0.10590324,0.067895927,0.143910553,0.10590324
Tangaza,Sokoto,0,0.117184353,0.082797458,0.151571249,0.117184353
Tarauni,Kano,0,0.642225041,0.520560253,0.763889829,0.642225041
Tarka,Benue,0,0.481481481,0.481481481,0.481481481,0.481481481
Tarmua,Yobe,0,0.299900131,0.230926988,0.368873274,0.299900131
Taura,Jigawa,0,0.608695652,0.608695652,0.608695652,0.608695652
Tofa,Kano,0,0.166666667,0.166666667,0.166666667,0.166666667
Toro,Bauchi,0,0.291948437,0.002871826,0.581025048,0.291948437
Toto,Nasarawa,0,0.421190506,0.219336171,0.623044841,0.421190506
Toungo,Adamawa,0,0.822222222,0.822222222,0.822222222,0.822222222
Tsafe,Zamfara,0,0.207066263,0.043450582,0.370681945,0.207066263
Tsanyawa,Kano,0,0.754385965,0.754385965,0.754385965,0.754385965
Tudun Wada,Kano,0,0.182097092,0.139517952,0.224676231,0.182097092
Tureta,Sokoto,0,0.177272677,-0.039146517,0.393691872,0.177272677
Udenu,Enugu,1,0.566329249,0.405814393,0.726844106,0.566329249
Udi,Enugu,1,0.581020294,0.451013463,0.711027124,0.581020294
Udu,Delta,1,0.633333333,0.633333333,0.633333333,0.633333333
Udung Uko,Akwa lbom,1,0.581030608,0.508061727,0.65399949,0.581030608
Ughelli North,Delta,1,0.659260559,0.431562266,0.886958851,0.659260559
Ughelli South,Delta,1,0.687687317,0.563483984,0.811890651,0.687687317
Ugwunagbo,Abia,1,0.764705882,0.764705882,0.764705882,0.764705882
Uhunmwonde,Edo,1,0.734939715,0.579178291,0.890701138,0.734939715
Ukanafun,Akwa lbom,1,0.785936913,0.649337767,0.922536059,0.785936913
Ukum,Benue,0,0.521051243,0.397696583,0.644405904,0.521051243
Ukwa East,Abia,1,0.878787879,0.878787879,0.878787879,0.878787879
Ukwa West,Abia,1,0.699939288,0.649753035,0.750125542,0.699939288
Ukwuani,Delta,1,0.444444444,0.444444444,0.444444444,0.444444444
Umu-Neochi,Abia,1,0.674315331,0.427630606,0.921000057,0.674315331
Umuahia North,Abia,1,0.833333333,0.833333333,0.833333333,0.833333333
Umuahia South,Abia,1,0.779109486,0.6602262,0.897992773,0.779109486
Ungogo,Kano,0,0.500948014,0.420687853,0.581208175,0.500948014
Unuimo,Imo,1,0.65629425,0.580742769,0.731845731,0.65629425
Uruan,Akwa lbom,1,0.642131969,0.538825379,0.745438558,0.642131969
Urue-Offong/Oruko,Akwa lbom,1,0.444444444,0.444444444,0.444444444,0.444444444
Ushongo,Benue,0,0.575311759,0.516742347,0.633881171,0.575311759
Ussa,Taraba,1,0.642857143,0.642857143,0.642857143,0.642857143
Uvwie,Delta,1,1,1,1,1
Uyo,Akwa lbom,1,0.557190604,0.371558914,0.742822294,0.557190604
Uzo-Uwani,Enugu,1,0.529324682,0.356859235,0.701790129,0.529324682
Vandeikya,Benue,0,0.551274706,0.439209494,0.663339918,0.551274706
Wamako,Sokoto,0,0,0,0,0
Wamba,Nasarawa,0,0.388888889,0.388888889,0.388888889,0.388888889
Warawa,Kano,0,0.411725955,0.411725955,0.411725955,0.411725955
Warji,Bauchi,0,0.62962963,0.62962963,0.62962963,0.62962963
Warri North,Delta,1,0.151447482,-0.04582288,0.348717843,0.2
Warri South,Delta,1,0.768557425,0.651807848,0.885307003,0.768557425
Warri South West,Delta,1,0,0,0,0.2
Wasagu/Danko,Kebbi,0,0.058823529,0.058823529,0.058823529,0.058823529
Wase,Plateau,0,0.284153006,0.255769604,0.312536408,0.284153006
