"","LGA","kill_rate","round","simday","scenario","year"
"1499","Jos East",55.4956846,4,3471,"Scenario 1(Business as Usual)",2029
"1500","Jos North",53.3403445,1,186,"Scenario 1(Business as Usual)",2020
"1501","Jos North",53.3403445,2,1281,"Scenario 1(Business as Usual)",2023
"1502","Jos North",53.3403445,3,2376,"Scenario 1(Business as Usual)",2026
"1503","Jos North",53.3403445,4,3471,"Scenario 1(Business as Usual)",2029
"1504","Jos South",51.0654246,1,186,"Scenario 1(Business as Usual)",2020
"1505","Jos South",51.0654246,2,1281,"Scenario 1(Business as Usual)",2023
"1506","Jos South",51.0654246,3,2376,"Scenario 1(Business as Usual)",2026
"1507","Jos South",51.0654246,4,3471,"Scenario 1(Business as Usual)",2029
"1508","Kabba-Bunu",39.3788165,1,186,"Scenario 1(Business as Usual)",2020
"1509","Kabba-Bunu",39.3788165,2,1281,"Scenario 1(Business as Usual)",2023
"1510","Kabba-Bunu",39.3788165,3,2376,"Scenario 1(Business as Usual)",2026
"1511","Kabba-Bunu",39.3788165,4,3471,"Scenario 1(Business as Usual)",2029
"1512","Kabo",71.581337,1,953,"Scenario 1(Business as Usual)",2022
"1513","Kabo",71.581337,2,2048,"Scenario 1(Business as Usual)",2025
"1514","Kabo",71.581337,3,3143,"Scenario 1(Business as Usual)",2028
"1515","Kachia",56.4762281,1,892,"Scenario 1(Business as Usual)",2022
"1516","Kachia",56.4762281,2,1987,"Scenario 1(Business as Usual)",2025
"1517","Kachia",56.4762281,3,3082,"Scenario 1(Business as Usual)",2028
"1518","Kaduna North",64.2698146,1,916,"Scenario 1(Business as Usual)",2022
"1519","Kaduna North",64.2698146,2,2011,"Scenario 1(Business as Usual)",2025
"1520","Kaduna North",64.2698146,3,3106,"Scenario 1(Business as Usual)",2028
"1521","Kaduna South",65.4957316,1,916,"Scenario 1(Business as Usual)",2022
"1522","Kaduna South",65.4957316,2,2011,"Scenario 1(Business as Usual)",2025
"1523","Kaduna South",65.4957316,3,3106,"Scenario 1(Business as Usual)",2028
"1524","Kafin Hausa",65.1482047,1,551,"Scenario 1(Business as Usual)",2021
"1525","Kafin Hausa",65.1482047,2,1646,"Scenario 1(Business as Usual)",2024
"1526","Kafin Hausa",65.1482047,3,2741,"Scenario 1(Business as Usual)",2027
"1527","Kafin Hausa",65.1482047,4,3836,"Scenario 1(Business as Usual)",2030
"1528","Kafur",68.6230808,1,588,"Scenario 1(Business as Usual)",2021
"1529","Kafur",68.6230808,2,1683,"Scenario 1(Business as Usual)",2024
"1530","Kafur",68.6230808,3,2778,"Scenario 1(Business as Usual)",2027
"1531","Kafur",68.6230808,4,3873,"Scenario 1(Business as Usual)",2030
"1532","Kaga",65.241475,1,186,"Scenario 1(Business as Usual)",2020
"1533","Kaga",65.241475,2,1281,"Scenario 1(Business as Usual)",2023
"1534","Kaga",65.241475,3,2376,"Scenario 1(Business as Usual)",2026
"1535","Kaga",65.241475,4,3471,"Scenario 1(Business as Usual)",2029
"1536","Kagarko",61.8580297,1,916,"Scenario 1(Business as Usual)",2022
"1537","Kagarko",61.8580297,2,2011,"Scenario 1(Business as Usual)",2025
"1538","Kagarko",61.8580297,3,3106,"Scenario 1(Business as Usual)",2028
"1539","Kaiama",46.7392893,1,186,"Scenario 1(Business as Usual)",2020
"1540","Kaiama",46.7392893,2,1281,"Scenario 1(Business as Usual)",2023
"1541","Kaiama",46.7392893,3,2376,"Scenario 1(Business as Usual)",2026
"1542","Kaiama",46.7392893,4,3471,"Scenario 1(Business as Usual)",2029
"1543","Kaita",65.9073113,1,435,"Scenario 1(Business as Usual)",2021
"1544","Kaita",65.9073113,2,1530,"Scenario 1(Business as Usual)",2024
"1545","Kaita",65.9073113,3,2625,"Scenario 1(Business as Usual)",2027
"1546","Kaita",65.9073113,4,3720,"Scenario 1(Business as Usual)",2030
"1547","Kajola",46.4793778,1,131,"Scenario 1(Business as Usual)",2020
"1548","Kajola",46.4793778,2,1226,"Scenario 1(Business as Usual)",2023
"1549","Kajola",46.4793778,3,2321,"Scenario 1(Business as Usual)",2026
"1550","Kajola",46.4793778,4,3416,"Scenario 1(Business as Usual)",2029
"1551","Kajuru",53.3070449,1,916,"Scenario 1(Business as Usual)",2022
"1552","Kajuru",53.3070449,2,2011,"Scenario 1(Business as Usual)",2025
"1553","Kajuru",53.3070449,3,3106,"Scenario 1(Business as Usual)",2028
"1554","Kala-Balge",63.582369,1,186,"Scenario 1(Business as Usual)",2020
"1555","Kala-Balge",63.582369,2,1281,"Scenario 1(Business as Usual)",2023
"1556","Kala-Balge",63.582369,3,2376,"Scenario 1(Business as Usual)",2026
"1557","Kala-Balge",63.582369,4,3471,"Scenario 1(Business as Usual)",2029
"1558","Kalgo",65.5765729,1,588,"Scenario 1(Business as Usual)",2021
"1559","Kalgo",65.5765729,2,1683,"Scenario 1(Business as Usual)",2024
"1560","Kalgo",65.5765729,3,2778,"Scenario 1(Business as Usual)",2027
"1561","Kalgo",65.5765729,4,3873,"Scenario 1(Business as Usual)",2030
"1562","Kaltungo",53.8791259,1,551,"Scenario 1(Business as Usual)",2021
"1563","Kaltungo",53.8791259,2,1646,"Scenario 1(Business as Usual)",2024
"1564","Kaltungo",53.8791259,3,2741,"Scenario 1(Business as Usual)",2027
"1565","Kaltungo",53.8791259,4,3836,"Scenario 1(Business as Usual)",2030
"1566","Kanam",57.5511162,1,186,"Scenario 1(Business as Usual)",2020
"1567","Kanam",57.5511162,2,1281,"Scenario 1(Business as Usual)",2023
"1568","Kanam",57.5511162,3,2376,"Scenario 1(Business as Usual)",2026
"1569","Kanam",57.5511162,4,3471,"Scenario 1(Business as Usual)",2029
"1570","Kankara",71.2510337,1,435,"Scenario 1(Business as Usual)",2021
"1571","Kankara",71.2510337,2,1530,"Scenario 1(Business as Usual)",2024
"1572","Kankara",71.2510337,3,2625,"Scenario 1(Business as Usual)",2027
"1573","Kankara",71.2510337,4,3720,"Scenario 1(Business as Usual)",2030
"1574","Kanke",63.3783346,1,186,"Scenario 1(Business as Usual)",2020
"1575","Kanke",63.3783346,2,1281,"Scenario 1(Business as Usual)",2023
"1576","Kanke",63.3783346,3,2376,"Scenario 1(Business as Usual)",2026
"1577","Kanke",63.3783346,4,3471,"Scenario 1(Business as Usual)",2029
"1578","Kankia",69.3136955,1,435,"Scenario 1(Business as Usual)",2021
"1579","Kankia",69.3136955,2,1530,"Scenario 1(Business as Usual)",2024
"1580","Kankia",69.3136955,3,2625,"Scenario 1(Business as Usual)",2027
"1581","Kankia",69.3136955,4,3720,"Scenario 1(Business as Usual)",2030
"1582","Kano Municipal",63.0816237,1,916,"Scenario 1(Business as Usual)",2022
"1583","Kano Municipal",63.0816237,2,2011,"Scenario 1(Business as Usual)",2025
"1584","Kano Municipal",63.0816237,3,3106,"Scenario 1(Business as Usual)",2028
"1585","Karasuwa",68.3888724,1,916,"Scenario 1(Business as Usual)",2022
"1586","Karasuwa",68.3888724,2,2011,"Scenario 1(Business as Usual)",2025
"1587","Karasuwa",68.3888724,3,3106,"Scenario 1(Business as Usual)",2028
"1588","Karaye",72.7556296,1,953,"Scenario 1(Business as Usual)",2022
"1589","Karaye",72.7556296,2,2048,"Scenario 1(Business as Usual)",2025
"1590","Karaye",72.7556296,3,3143,"Scenario 1(Business as Usual)",2028
"1591","Karin-Lamido",45.5003762,1,916,"Scenario 1(Business as Usual)",2022
"1592","Karin-Lamido",45.5003762,2,2011,"Scenario 1(Business as Usual)",2025
"1593","Karin-Lamido",45.5003762,3,3106,"Scenario 1(Business as Usual)",2028
"1594","Karu",51.6071368,1,551,"Scenario 1(Business as Usual)",2021
"1595","Karu",51.6071368,2,1646,"Scenario 1(Business as Usual)",2024
"1596","Karu",51.6071368,3,2741,"Scenario 1(Business as Usual)",2027
"1597","Karu",51.6071368,4,3836,"Scenario 1(Business as Usual)",2030
"1598","Katagum",68.7814164,1,588,"Scenario 1(Business as Usual)",2021
"1599","Katagum",68.7814164,2,1683,"Scenario 1(Business as Usual)",2024
"1600","Katagum",68.7814164,3,2778,"Scenario 1(Business as Usual)",2027
"1601","Katagum",68.7814164,4,3873,"Scenario 1(Business as Usual)",2030
"1602","Katcha",48.0954753,1,916,"Scenario 1(Business as Usual)",2022
"1603","Katcha",48.0954753,2,2011,"Scenario 1(Business as Usual)",2025
"1604","Katcha",48.0954753,3,3106,"Scenario 1(Business as Usual)",2028
"1605","Katsina",67.1836104,1,435,"Scenario 1(Business as Usual)",2021
"1606","Katsina",67.1836104,2,1530,"Scenario 1(Business as Usual)",2024
"1607","Katsina",67.1836104,3,2625,"Scenario 1(Business as Usual)",2027
"1608","Katsina",67.1836104,4,3720,"Scenario 1(Business as Usual)",2030
"1609","Katsina-Ala",40.8859386,1,223,"Scenario 1(Business as Usual)",2020
"1610","Katsina-Ala",40.8859386,2,1318,"Scenario 1(Business as Usual)",2023
"1611","Katsina-Ala",40.8859386,3,2413,"Scenario 1(Business as Usual)",2026
"1612","Katsina-Ala",40.8859386,4,3508,"Scenario 1(Business as Usual)",2029
"1613","Kaugama",63.8425145,1,551,"Scenario 1(Business as Usual)",2021
"1614","Kaugama",63.8425145,2,1646,"Scenario 1(Business as Usual)",2024
"1615","Kaugama",63.8425145,3,2741,"Scenario 1(Business as Usual)",2027
"1616","Kaugama",63.8425145,4,3836,"Scenario 1(Business as Usual)",2030
"1617","Kaura",57.0694568,1,916,"Scenario 1(Business as Usual)",2022
"1618","Kaura",57.0694568,2,2011,"Scenario 1(Business as Usual)",2025
"1619","Kaura",57.0694568,3,3106,"Scenario 1(Business as Usual)",2028
"1620","Kaura-Namoda",72.320853,1,70,"Scenario 1(Business as Usual)",2020
"1621","Kaura-Namoda",72.320853,2,1165,"Scenario 1(Business as Usual)",2023
"1622","Kaura-Namoda",72.320853,3,2260,"Scenario 1(Business as Usual)",2026
"1623","Kaura-Namoda",72.320853,4,3355,"Scenario 1(Business as Usual)",2029
"1624","Kauru",48.8559081,1,916,"Scenario 1(Business as Usual)",2022
"1625","Kauru",48.8559081,2,2011,"Scenario 1(Business as Usual)",2025
"1626","Kauru",48.8559081,3,3106,"Scenario 1(Business as Usual)",2028
"1627","Kazaure",67.9043778,1,496,"Scenario 1(Business as Usual)",2021
"1628","Kazaure",67.9043778,2,1591,"Scenario 1(Business as Usual)",2024
"1629","Kazaure",67.9043778,3,2686,"Scenario 1(Business as Usual)",2027
"1630","Kazaure",67.9043778,4,3781,"Scenario 1(Business as Usual)",2030
"1631","Keana",44.9296597,1,588,"Scenario 1(Business as Usual)",2021
"1632","Keana",44.9296597,2,1683,"Scenario 1(Business as Usual)",2024
"1633","Keana",44.9296597,3,2778,"Scenario 1(Business as Usual)",2027
"1634","Keana",44.9296597,4,3873,"Scenario 1(Business as Usual)",2030
"1635","Kebbe",66.2933002,1,223,"Scenario 1(Business as Usual)",2020
"1636","Kebbe",66.2933002,2,1318,"Scenario 1(Business as Usual)",2023
"1637","Kebbe",66.2933002,3,2413,"Scenario 1(Business as Usual)",2026
"1638","Kebbe",66.2933002,4,3508,"Scenario 1(Business as Usual)",2029
"1639","Keffi",50.15342,1,551,"Scenario 1(Business as Usual)",2021
"1640","Keffi",50.15342,2,1646,"Scenario 1(Business as Usual)",2024
"1641","Keffi",50.15342,3,2741,"Scenario 1(Business as Usual)",2027
"1642","Keffi",50.15342,4,3836,"Scenario 1(Business as Usual)",2030
"1643","Khana",30.8022703,1,162,"Scenario 1(Business as Usual)",2020
"1644","Khana",30.8022703,2,1257,"Scenario 1(Business as Usual)",2023
"1645","Khana",30.8022703,3,2352,"Scenario 1(Business as Usual)",2026
"1646","Khana",30.8022703,4,3447,"Scenario 1(Business as Usual)",2029
"1647","Kibiya",71.6126831,1,953,"Scenario 1(Business as Usual)",2022
"1648","Kibiya",71.6126831,2,2048,"Scenario 1(Business as Usual)",2025
"1649","Kibiya",71.6126831,3,3143,"Scenario 1(Business as Usual)",2028
"1650","Kirfi",66.8154735,1,551,"Scenario 1(Business as Usual)",2021
"1651","Kirfi",66.8154735,2,1646,"Scenario 1(Business as Usual)",2024
"1652","Kirfi",66.8154735,3,2741,"Scenario 1(Business as Usual)",2027
"1653","Kirfi",66.8154735,4,3836,"Scenario 1(Business as Usual)",2030
"1654","Kiri Kasamma",65.1907622,1,551,"Scenario 1(Business as Usual)",2021
"1655","Kiri Kasamma",65.1907622,2,1646,"Scenario 1(Business as Usual)",2024
"1656","Kiri Kasamma",65.1907622,3,2741,"Scenario 1(Business as Usual)",2027
"1657","Kiri Kasamma",65.1907622,4,3836,"Scenario 1(Business as Usual)",2030
"1658","Kiru",72.1083872,1,953,"Scenario 1(Business as Usual)",2022
"1659","Kiru",72.1083872,2,2048,"Scenario 1(Business as Usual)",2025
"1660","Kiru",72.1083872,3,3143,"Scenario 1(Business as Usual)",2028
"1661","Kiyawa",70.2356647,1,615,"Scenario 1(Business as Usual)",2021
"1662","Kiyawa",70.2356647,2,1710,"Scenario 1(Business as Usual)",2024
"1663","Kiyawa",70.2356647,3,2805,"Scenario 1(Business as Usual)",2027
"1664","Kiyawa",70.2356647,4,3900,"Scenario 1(Business as Usual)",2030
"1665","Kogi",43.3718849,1,223,"Scenario 1(Business as Usual)",2020
"1666","Kogi",43.3718849,2,1318,"Scenario 1(Business as Usual)",2023
"1667","Kogi",43.3718849,3,2413,"Scenario 1(Business as Usual)",2026
"1668","Kogi",43.3718849,4,3508,"Scenario 1(Business as Usual)",2029
"1669","Koko-Besse",59.2390938,1,588,"Scenario 1(Business as Usual)",2021
"1670","Koko-Besse",59.2390938,2,1683,"Scenario 1(Business as Usual)",2024
"1671","Koko-Besse",59.2390938,3,2778,"Scenario 1(Business as Usual)",2027
"1672","Koko-Besse",59.2390938,4,3873,"Scenario 1(Business as Usual)",2030
"1673","Kokona",50.8267659,1,551,"Scenario 1(Business as Usual)",2021
"1674","Kokona",50.8267659,2,1646,"Scenario 1(Business as Usual)",2024
"1675","Kokona",50.8267659,3,2741,"Scenario 1(Business as Usual)",2027
"1676","Kokona",50.8267659,4,3836,"Scenario 1(Business as Usual)",2030
"1677","Kolokuma-Opokuma",31.668418,1,131,"Scenario 1(Business as Usual)",2020
"1678","Kolokuma-Opokuma",31.668418,2,1226,"Scenario 1(Business as Usual)",2023
"1679","Kolokuma-Opokuma",31.668418,3,2321,"Scenario 1(Business as Usual)",2026
"1680","Kolokuma-Opokuma",31.668418,4,3416,"Scenario 1(Business as Usual)",2029
"1681","Konduga",68.5445232,1,186,"Scenario 1(Business as Usual)",2020
"1682","Konduga",68.5445232,2,1281,"Scenario 1(Business as Usual)",2023
"1683","Konduga",68.5445232,3,2376,"Scenario 1(Business as Usual)",2026
"1684","Konduga",68.5445232,4,3471,"Scenario 1(Business as Usual)",2029
"1685","Konshisha",45.479219,1,186,"Scenario 1(Business as Usual)",2020
"1686","Konshisha",45.479219,2,1281,"Scenario 1(Business as Usual)",2023
"1687","Konshisha",45.479219,3,2376,"Scenario 1(Business as Usual)",2026
"1688","Konshisha",45.479219,4,3471,"Scenario 1(Business as Usual)",2029
"1689","Kontagora",61.3446079,1,916,"Scenario 1(Business as Usual)",2022
"1690","Kontagora",61.3446079,2,2011,"Scenario 1(Business as Usual)",2025
"1691","Kontagora",61.3446079,3,3106,"Scenario 1(Business as Usual)",2028
"1692","Kosofe",50.8440915,1,162,"Scenario 1(Business as Usual)",2020
"1693","Kosofe",50.8440915,2,1257,"Scenario 1(Business as Usual)",2023
"1694","Kosofe",50.8440915,3,2352,"Scenario 1(Business as Usual)",2026
"1695","Kosofe",50.8440915,4,3447,"Scenario 1(Business as Usual)",2029
"1696","Kubau",65.8563106,1,916,"Scenario 1(Business as Usual)",2022
"1697","Kubau",65.8563106,2,2011,"Scenario 1(Business as Usual)",2025
"1698","Kubau",65.8563106,3,3106,"Scenario 1(Business as Usual)",2028
"1699","Kudan",67.3476599,1,953,"Scenario 1(Business as Usual)",2022
"1700","Kudan",67.3476599,2,2048,"Scenario 1(Business as Usual)",2025
"1701","Kudan",67.3476599,3,3143,"Scenario 1(Business as Usual)",2028
"1702","Kuje",49.8560793,1,223,"Scenario 1(Business as Usual)",2020
"1703","Kuje",49.8560793,2,1318,"Scenario 1(Business as Usual)",2023
"1704","Kuje",49.8560793,3,2413,"Scenario 1(Business as Usual)",2026
"1705","Kuje",49.8560793,4,3508,"Scenario 1(Business as Usual)",2029
"1706","Kukawa",63.2574443,1,131,"Scenario 1(Business as Usual)",2020
"1707","Kukawa",63.2574443,2,1226,"Scenario 1(Business as Usual)",2023
"1708","Kukawa",63.2574443,3,2321,"Scenario 1(Business as Usual)",2026
"1709","Kukawa",63.2574443,4,3416,"Scenario 1(Business as Usual)",2029
"1710","Kumbotso",67.9648396,1,916,"Scenario 1(Business as Usual)",2022
"1711","Kumbotso",67.9648396,2,2011,"Scenario 1(Business as Usual)",2025
"1712","Kumbotso",67.9648396,3,3106,"Scenario 1(Business as Usual)",2028
"1713","Kunchi",68.0296131,1,861,"Scenario 1(Business as Usual)",2022
"1714","Kunchi",68.0296131,2,1956,"Scenario 1(Business as Usual)",2025
"1715","Kunchi",68.0296131,3,3051,"Scenario 1(Business as Usual)",2028
"1716","Kura",70.943541,1,953,"Scenario 1(Business as Usual)",2022
"1717","Kura",70.943541,2,2048,"Scenario 1(Business as Usual)",2025
"1718","Kura",70.943541,3,3143,"Scenario 1(Business as Usual)",2028
"1719","Kurfi",65.6290638,1,435,"Scenario 1(Business as Usual)",2021
"1720","Kurfi",65.6290638,2,1530,"Scenario 1(Business as Usual)",2024
"1721","Kurfi",65.6290638,3,2625,"Scenario 1(Business as Usual)",2027
"1722","Kurfi",65.6290638,4,3720,"Scenario 1(Business as Usual)",2030
"1723","Kurmi",50.1628429,1,892,"Scenario 1(Business as Usual)",2022
"1724","Kurmi",50.1628429,2,1987,"Scenario 1(Business as Usual)",2025
"1725","Kurmi",50.1628429,3,3082,"Scenario 1(Business as Usual)",2028
"1726","Kusada",69.8147157,1,435,"Scenario 1(Business as Usual)",2021
"1727","Kusada",69.8147157,2,1530,"Scenario 1(Business as Usual)",2024
"1728","Kusada",69.8147157,3,2625,"Scenario 1(Business as Usual)",2027
"1729","Kusada",69.8147157,4,3720,"Scenario 1(Business as Usual)",2030
"1730","Kwali",52.0161192,1,223,"Scenario 1(Business as Usual)",2020
"1731","Kwali",52.0161192,2,1318,"Scenario 1(Business as Usual)",2023
"1732","Kwali",52.0161192,3,2413,"Scenario 1(Business as Usual)",2026
"1733","Kwali",52.0161192,4,3508,"Scenario 1(Business as Usual)",2029
"1734","Kwami",55.9035931,1,551,"Scenario 1(Business as Usual)",2021
"1735","Kwami",55.9035931,2,1646,"Scenario 1(Business as Usual)",2024
"1736","Kwami",55.9035931,3,2741,"Scenario 1(Business as Usual)",2027
"1737","Kwami",55.9035931,4,3836,"Scenario 1(Business as Usual)",2030
"1738","Kwande",45.1208693,1,186,"Scenario 1(Business as Usual)",2020
"1739","Kwande",45.1208693,2,1281,"Scenario 1(Business as Usual)",2023
"1740","Kwande",45.1208693,3,2376,"Scenario 1(Business as Usual)",2026
"1741","Kwande",45.1208693,4,3471,"Scenario 1(Business as Usual)",2029
"1742","Kware",72.5770018,1,223,"Scenario 1(Business as Usual)",2020
"1743","Kware",72.5770018,2,1318,"Scenario 1(Business as Usual)",2023
"1744","Kware",72.5770018,3,2413,"Scenario 1(Business as Usual)",2026
"1745","Kware",72.5770018,4,3508,"Scenario 1(Business as Usual)",2029
"1746","Kwaya Kusar",60.6689636,1,186,"Scenario 1(Business as Usual)",2020
"1747","Kwaya Kusar",60.6689636,2,1281,"Scenario 1(Business as Usual)",2023
"1748","Kwaya Kusar",60.6689636,3,2376,"Scenario 1(Business as Usual)",2026
"1749","Kwaya Kusar",60.6689636,4,3471,"Scenario 1(Business as Usual)",2029
"1750","Lafia",54.1291955,1,551,"Scenario 1(Business as Usual)",2021
"1751","Lafia",54.1291955,2,1646,"Scenario 1(Business as Usual)",2024
"1752","Lafia",54.1291955,3,2741,"Scenario 1(Business as Usual)",2027
"1753","Lafia",54.1291955,4,3836,"Scenario 1(Business as Usual)",2030
"1754","Lagelu",41.4987723,1,131,"Scenario 1(Business as Usual)",2020
"1755","Lagelu",41.4987723,2,1226,"Scenario 1(Business as Usual)",2023
"1756","Lagelu",41.4987723,3,2321,"Scenario 1(Business as Usual)",2026
"1757","Lagelu",41.4987723,4,3416,"Scenario 1(Business as Usual)",2029
"1758","Lagos Island",51.6005638,1,162,"Scenario 1(Business as Usual)",2020
"1759","Lagos Island",51.6005638,2,1257,"Scenario 1(Business as Usual)",2023
"1760","Lagos Island",51.6005638,3,2352,"Scenario 1(Business as Usual)",2026
"1761","Lagos Island",51.6005638,4,3447,"Scenario 1(Business as Usual)",2029
"1762","Lagos Mainland",51.6213299,1,162,"Scenario 1(Business as Usual)",2020
"1763","Lagos Mainland",51.6213299,2,1257,"Scenario 1(Business as Usual)",2023
"1764","Lagos Mainland",51.6213299,3,2352,"Scenario 1(Business as Usual)",2026
"1765","Lagos Mainland",51.6213299,4,3447,"Scenario 1(Business as Usual)",2029
"1766","Lamurde",48.3923569,1,186,"Scenario 1(Business as Usual)",2020
"1767","Lamurde",48.3923569,2,1281,"Scenario 1(Business as Usual)",2023
"1768","Lamurde",48.3923569,3,2376,"Scenario 1(Business as Usual)",2026
"1769","Lamurde",48.3923569,4,3471,"Scenario 1(Business as Usual)",2029
"1770","Langtang North",52.8657291,1,186,"Scenario 1(Business as Usual)",2020
"1771","Langtang North",52.8657291,2,1281,"Scenario 1(Business as Usual)",2023
"1772","Langtang North",52.8657291,3,2376,"Scenario 1(Business as Usual)",2026
"1773","Langtang North",52.8657291,4,3471,"Scenario 1(Business as Usual)",2029
"1774","Langtang South",57.0014312,1,223,"Scenario 1(Business as Usual)",2020
"1775","Langtang South",57.0014312,2,1318,"Scenario 1(Business as Usual)",2023
"1776","Langtang South",57.0014312,3,2413,"Scenario 1(Business as Usual)",2026
"1777","Langtang South",57.0014312,4,3508,"Scenario 1(Business as Usual)",2029
"1778","Lapai",47.6147229,1,916,"Scenario 1(Business as Usual)",2022
"1779","Lapai",47.6147229,2,2011,"Scenario 1(Business as Usual)",2025
"1780","Lapai",47.6147229,3,3106,"Scenario 1(Business as Usual)",2028
"1781","Lau",50.4803441,1,916,"Scenario 1(Business as Usual)",2022
"1782","Lau",50.4803441,2,2011,"Scenario 1(Business as Usual)",2025
"1783","Lau",50.4803441,3,3106,"Scenario 1(Business as Usual)",2028
"1784","Lavun",56.4173288,1,916,"Scenario 1(Business as Usual)",2022
"1785","Lavun",56.4173288,2,2011,"Scenario 1(Business as Usual)",2025
"1786","Lavun",56.4173288,3,3106,"Scenario 1(Business as Usual)",2028
"1787","Lere",53.5617259,1,916,"Scenario 1(Business as Usual)",2022
"1788","Lere",53.5617259,2,2011,"Scenario 1(Business as Usual)",2025
"1789","Lere",53.5617259,3,3106,"Scenario 1(Business as Usual)",2028
"1790","Logo",47.3946946,1,223,"Scenario 1(Business as Usual)",2020
"1791","Logo",47.3946946,2,1318,"Scenario 1(Business as Usual)",2023
"1792","Logo",47.3946946,3,2413,"Scenario 1(Business as Usual)",2026
"1793","Logo",47.3946946,4,3508,"Scenario 1(Business as Usual)",2029
"1794","Lokoja",38.9588612,1,223,"Scenario 1(Business as Usual)",2020
"1795","Lokoja",38.9588612,2,1318,"Scenario 1(Business as Usual)",2023
"1796","Lokoja",38.9588612,3,2413,"Scenario 1(Business as Usual)",2026
"1797","Lokoja",38.9588612,4,3508,"Scenario 1(Business as Usual)",2029
"1798","Machina",68.2341276,1,916,"Scenario 1(Business as Usual)",2022
"1799","Machina",68.2341276,2,2011,"Scenario 1(Business as Usual)",2025
"1800","Machina",68.2341276,3,3106,"Scenario 1(Business as Usual)",2028
"1801","Madagali",67.676674,1,186,"Scenario 1(Business as Usual)",2020
"1802","Madagali",67.676674,2,1281,"Scenario 1(Business as Usual)",2023
"1803","Madagali",67.676674,3,2376,"Scenario 1(Business as Usual)",2026
"1804","Madagali",67.676674,4,3471,"Scenario 1(Business as Usual)",2029
"1805","Madobi",73.0463144,1,916,"Scenario 1(Business as Usual)",2022
"1806","Madobi",73.0463144,2,2011,"Scenario 1(Business as Usual)",2025
"1807","Madobi",73.0463144,3,3106,"Scenario 1(Business as Usual)",2028
"1808","Mafa",67.3505468,1,186,"Scenario 1(Business as Usual)",2020
"1809","Mafa",67.3505468,2,1281,"Scenario 1(Business as Usual)",2023
"1810","Mafa",67.3505468,3,2376,"Scenario 1(Business as Usual)",2026
"1811","Mafa",67.3505468,4,3471,"Scenario 1(Business as Usual)",2029
"1812","Magama",51.7157065,1,916,"Scenario 1(Business as Usual)",2022
"1813","Magama",51.7157065,2,2011,"Scenario 1(Business as Usual)",2025
"1814","Magama",51.7157065,3,3106,"Scenario 1(Business as Usual)",2028
"1815","Magumeri",70.4144224,1,223,"Scenario 1(Business as Usual)",2020
"1816","Magumeri",70.4144224,2,1318,"Scenario 1(Business as Usual)",2023
"1817","Magumeri",70.4144224,3,2413,"Scenario 1(Business as Usual)",2026
"1818","Magumeri",70.4144224,4,3508,"Scenario 1(Business as Usual)",2029
"1819","Mai'Adua",63.2545498,1,435,"Scenario 1(Business as Usual)",2021
"1820","Mai'Adua",63.2545498,2,1530,"Scenario 1(Business as Usual)",2024
"1821","Mai'Adua",63.2545498,3,2625,"Scenario 1(Business as Usual)",2027
"1822","Mai'Adua",63.2545498,4,3720,"Scenario 1(Business as Usual)",2030
"1823","Maiduguri",69.9455384,1,186,"Scenario 1(Business as Usual)",2020
"1824","Maiduguri",69.9455384,2,1281,"Scenario 1(Business as Usual)",2023
"1825","Maiduguri",69.9455384,3,2376,"Scenario 1(Business as Usual)",2026
"1826","Maiduguri",69.9455384,4,3471,"Scenario 1(Business as Usual)",2029
"1827","Maigatari",65.5669759,1,496,"Scenario 1(Business as Usual)",2021
"1828","Maigatari",65.5669759,2,1591,"Scenario 1(Business as Usual)",2024
"1829","Maigatari",65.5669759,3,2686,"Scenario 1(Business as Usual)",2027
"1830","Maigatari",65.5669759,4,3781,"Scenario 1(Business as Usual)",2030
"1831","Maiha",63.6938432,1,186,"Scenario 1(Business as Usual)",2020
"1832","Maiha",63.6938432,2,1281,"Scenario 1(Business as Usual)",2023
"1833","Maiha",63.6938432,3,2376,"Scenario 1(Business as Usual)",2026
"1834","Maiha",63.6938432,4,3471,"Scenario 1(Business as Usual)",2029
"1835","Maiyama",63.0198767,1,588,"Scenario 1(Business as Usual)",2021
"1836","Maiyama",63.0198767,2,1683,"Scenario 1(Business as Usual)",2024
"1837","Maiyama",63.0198767,3,2778,"Scenario 1(Business as Usual)",2027
"1838","Maiyama",63.0198767,4,3873,"Scenario 1(Business as Usual)",2030
"1839","Makoda",66.4761406,1,861,"Scenario 1(Business as Usual)",2022
"1840","Makoda",66.4761406,2,1956,"Scenario 1(Business as Usual)",2025
"1841","Makoda",66.4761406,3,3051,"Scenario 1(Business as Usual)",2028
"1842","Makurdi",43.4420372,1,223,"Scenario 1(Business as Usual)",2020
"1843","Makurdi",43.4420372,2,1318,"Scenario 1(Business as Usual)",2023
"1844","Makurdi",43.4420372,3,2413,"Scenario 1(Business as Usual)",2026
"1845","Makurdi",43.4420372,4,3508,"Scenario 1(Business as Usual)",2029
"1846","Malam Madori",64.6183975,1,551,"Scenario 1(Business as Usual)",2021
"1847","Malam Madori",64.6183975,2,1646,"Scenario 1(Business as Usual)",2024
"1848","Malam Madori",64.6183975,3,2741,"Scenario 1(Business as Usual)",2027
"1849","Malam Madori",64.6183975,4,3836,"Scenario 1(Business as Usual)",2030
"1850","Malumfashi",70.8480769,1,588,"Scenario 1(Business as Usual)",2021
