LGA,Rep_DS,U5_coverage,adult_coverage,simday,duration,year,scenario
Idah,Uzo-Uwani,42.0192485,42.0192485,0,-1,2020,Scenario 1 (Business as Usual)
Idanre,Akinyele,15.4926235,15.4926235,0,-1,2020,Scenario 1 (Business as Usual)
Ideato North,Oru West,76.1610688,76.1610688,0,-1,2020,Scenario 1 (Business as Usual)
Ideato South,Ngor-Okpala,28.3373403,28.3373403,0,-1,2020,Scenario 1 (Business as Usual)
Idemili North,Uzo-Uwani,62.2180482,62.2180482,0,-1,2020,Scenario 1 (Business as Usual)
Idemili South,Oru West,30.6003708,30.6003708,0,-1,2020,Scenario 1 (Business as Usual)
Ido,Akinyele,15.4926235,15.4926235,0,-1,2020,Scenario 1 (Business as Usual)
Idosi-Osi,Oke-Ero,8.8017211,8.8017211,0,-1,2020,Scenario 1 (Business as Usual)
Ifako-Ijaye,Uzo-Uwani,42.0192485,42.0192485,0,-1,2020,Scenario 1 (Business as Usual)
Ife Central,Akinyele,52.9411659,52.9411659,0,-1,2020,Scenario 1 (Business as Usual)
Ife East,Akinyele,15.4926235,15.4926235,0,-1,2020,Scenario 1 (Business as Usual)
Ife North,Akinyele,50,50,0,-1,2020,Scenario 1 (Business as Usual)
Ife South,Akinyele,15.4926235,15.4926235,0,-1,2020,Scenario 1 (Business as Usual)
Ifedayo,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Ifedore,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Ifelodun1,Oke-Ero,13.9769018,13.9769018,0,-1,2020,Scenario 1 (Business as Usual)
Ifelodun2,Akinyele,15.4926235,15.4926235,0,-1,2020,Scenario 1 (Business as Usual)
Ifo,Uzo-Uwani,42.0192485,42.0192485,0,-1,2020,Scenario 1 (Business as Usual)
Igabi,Soba,2.049469,2.049469,0,-1,2020,Scenario 1 (Business as Usual)
Igalamela-Odolu,Uzo-Uwani,42.0192485,42.0192485,0,-1,2020,Scenario 1 (Business as Usual)
Igbo-Etiti,Uzo-Uwani,42.0192485,42.0192485,0,-1,2020,Scenario 1 (Business as Usual)
Igbo-Eze North,Uzo-Uwani,8.5378639,8.5378639,0,-1,2020,Scenario 1 (Business as Usual)
Igbo-Eze South,Uzo-Uwani,42.0192485,42.0192485,0,-1,2020,Scenario 1 (Business as Usual)
Igueben,Uzo-Uwani,42.0192485,42.0192485,0,-1,2020,Scenario 1 (Business as Usual)
Ihiala,Oru West,28.9999974,28.9999974,0,-1,2020,Scenario 1 (Business as Usual)
Ihitte-Uboma,Ngor-Okpala,28.3373403,28.3373403,0,-1,2020,Scenario 1 (Business as Usual)
Ijebu East,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Ijebu North,Owan East,27.8942779,27.8942779,0,-1,2020,Scenario 1 (Business as Usual)
Ijebu North East,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Ijebu ode,Owan East,27.8942779,27.8942779,0,-1,2020,Scenario 1 (Business as Usual)
Ijero,Oke-Ero,19.7871528,19.7871528,0,-1,2020,Scenario 1 (Business as Usual)
Ijumu,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Ika,Ngor-Okpala,28.3373403,28.3373403,0,-1,2020,Scenario 1 (Business as Usual)
Ika North East,Uzo-Uwani,42.0192485,42.0192485,0,-1,2020,Scenario 1 (Business as Usual)
Ika South,Uzo-Uwani,42.0192485,42.0192485,0,-1,2020,Scenario 1 (Business as Usual)
Ikara,Soba,2.049469,2.049469,0,-1,2020,Scenario 1 (Business as Usual)
Ikeduru,Ngor-Okpala,18.5892623,18.5892623,0,-1,2020,Scenario 1 (Business as Usual)
Ikeja,Uzo-Uwani,42.0192485,42.0192485,0,-1,2020,Scenario 1 (Business as Usual)
Ikenne,Owan East,27.8942779,27.8942779,0,-1,2020,Scenario 1 (Business as Usual)
Ikere,Owan East,27.8942779,27.8942779,0,-1,2020,Scenario 1 (Business as Usual)
Ikole,Oke-Ero,2.6328373,2.6328373,0,-1,2020,Scenario 1 (Business as Usual)
Ikom,Obubra,41.009749,41.009749,0,-1,2020,Scenario 1 (Business as Usual)
Ikono,Ngor-Okpala,50,50,0,-1,2020,Scenario 1 (Business as Usual)
Ikorodu,Uzo-Uwani,15.9507461,15.9507461,0,-1,2020,Scenario 1 (Business as Usual)
Ikot Abasi,Nsit Ubium,50,50,0,-1,2020,Scenario 1 (Business as Usual)
Ikot Ekpene,Ngor-Okpala,16.3310644,16.3310644,0,-1,2020,Scenario 1 (Business as Usual)
Ikpoba-Okha,Uzo-Uwani,17.1130973,17.1130973,0,-1,2020,Scenario 1 (Business as Usual)
Ikwerre,Oru West,31.9487623,31.9487623,0,-1,2020,Scenario 1 (Business as Usual)
Ikwo,Obubra,47.3701419,47.3701419,0,-1,2020,Scenario 1 (Business as Usual)
Ikwuano,Ngor-Okpala,28.3373403,28.3373403,0,-1,2020,Scenario 1 (Business as Usual)
Ila,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Ilaje,Owan East,27.8942779,27.8942779,0,-1,2020,Scenario 1 (Business as Usual)
Ilemeji,Akinyele,15.4926235,15.4926235,0,-1,2020,Scenario 1 (Business as Usual)
Ile-Oluji-Okeigbo,Oke-Ero,44.4444444,44.4444444,0,-1,2020,Scenario 1 (Business as Usual)
Ilesha East,Owan East,50,50,0,-1,2020,Scenario 1 (Business as Usual)
Ilesha West,Akinyele,15.4926235,15.4926235,0,-1,2020,Scenario 1 (Business as Usual)
Illela,Gawabawa,2.3485083,2.3485083,0,-1,2020,Scenario 1 (Business as Usual)
Ilorin East,Oke-Ero,38.8931756,38.8931756,0,-1,2020,Scenario 1 (Business as Usual)
Ilorin South,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Ilorin West,Owan East,33.5999959,33.5999959,0,-1,2020,Scenario 1 (Business as Usual)
Imeko-Afon,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Ingawa,Rimi,5.5555556,5.5555556,0,-1,2020,Scenario 1 (Business as Usual)
Ini,Ngor-Okpala,28.3373403,28.3373403,0,-1,2020,Scenario 1 (Business as Usual)
Ipokia,Uzo-Uwani,42.0192485,42.0192485,0,-1,2020,Scenario 1 (Business as Usual)
Irele,Akinyele,15.4926235,15.4926235,0,-1,2020,Scenario 1 (Business as Usual)
Irepo,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Irepodun1,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Irepodun2,Owan East,27.8942779,27.8942779,0,-1,2020,Scenario 1 (Business as Usual)
Irepodun-Ifelodun,Akinyele,15.4926235,15.4926235,0,-1,2020,Scenario 1 (Business as Usual)
Irewole,Akinyele,47.7272783,47.7272783,0,-1,2020,Scenario 1 (Business as Usual)
Isa,Rimi,20.9995572,20.9995572,0,-1,2020,Scenario 1 (Business as Usual)
Ise-Orun,Oke-Ero,50,50,0,-1,2020,Scenario 1 (Business as Usual)
Iseyin,Akinyele,15.4926235,15.4926235,0,-1,2020,Scenario 1 (Business as Usual)
Ishielu,Owan East,23.4735547,23.4735547,0,-1,2020,Scenario 1 (Business as Usual)
Isiala Mbano,Owan East,27.8942779,27.8942779,0,-1,2020,Scenario 1 (Business as Usual)
Isiala-Ngwa North,Ngor-Okpala,33.9461936,33.9461936,0,-1,2020,Scenario 1 (Business as Usual)
Isiala-Ngwa South,Ngor-Okpala,28.3373403,28.3373403,0,-1,2020,Scenario 1 (Business as Usual)
Isin,Ngor-Okpala,53.3062111,53.3062111,0,-1,2020,Scenario 1 (Business as Usual)
Isi-Uzo,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Isokan,Akinyele,15.4926235,15.4926235,0,-1,2020,Scenario 1 (Business as Usual)
Isoko North,Isoko South,12.159624,12.159624,0,-1,2020,Scenario 1 (Business as Usual)
Isoko South,Isoko South,12.159624,12.159624,0,-1,2020,Scenario 1 (Business as Usual)
Isu,Ngor-Okpala,50,50,0,-1,2020,Scenario 1 (Business as Usual)
Isuikwato,Ngor-Okpala,28.3373403,28.3373403,0,-1,2020,Scenario 1 (Business as Usual)
Itas-Gadau,Taura,17.4288617,17.4288617,0,-1,2020,Scenario 1 (Business as Usual)
Itesiwaju,Akinyele,15.4926235,15.4926235,0,-1,2020,Scenario 1 (Business as Usual)
Itu,Ngor-Okpala,66.6666667,66.6666667,0,-1,2020,Scenario 1 (Business as Usual)
Ivo,Ngor-Okpala,28.3373403,28.3373403,0,-1,2020,Scenario 1 (Business as Usual)
Iwajowa,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Iwo,Akinyele,46.4031025,46.4031025,0,-1,2020,Scenario 1 (Business as Usual)
Izzi,Owan East,48.6885732,48.6885732,0,-1,2020,Scenario 1 (Business as Usual)
Jaba,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Jada,Alkaleri,9.5661138,9.5661138,0,-1,2020,Scenario 1 (Business as Usual)
Jahun,Taura,22.134251,22.134251,0,-1,2020,Scenario 1 (Business as Usual)
Jakusko,Taura,17.4928041,17.4928041,0,-1,2020,Scenario 1 (Business as Usual)
Jalingo,Keana,34.2657285,34.2657285,0,-1,2020,Scenario 1 (Business as Usual)
Jama'are,Taura,14.1960062,14.1960062,0,-1,2020,Scenario 1 (Business as Usual)
Jega,Birnin Kebbi,56.6772845,56.6772845,0,-1,2020,Scenario 1 (Business as Usual)
Jema'a,Soba,13.917526,13.917526,0,-1,2020,Scenario 1 (Business as Usual)
Jere,Gawabawa,50,50,0,-1,2020,Scenario 1 (Business as Usual)
Jibia,Rimi,33.3333333,33.3333333,0,-1,2020,Scenario 1 (Business as Usual)
Jos East,Soba,50,50,0,-1,2020,Scenario 1 (Business as Usual)
Jos North,Soba,10.462622,10.462622,0,-1,2020,Scenario 1 (Business as Usual)
Jos South,Soba,2.049469,2.049469,0,-1,2020,Scenario 1 (Business as Usual)
Kabba-Bunu,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Kabo,Gwarzo,32.8669685,32.8669685,0,-1,2020,Scenario 1 (Business as Usual)
Kachia,Ngor-Okpala,2.6107845,2.6107845,0,-1,2020,Scenario 1 (Business as Usual)
Kaduna North,Soba,6.5737057,6.5737057,0,-1,2020,Scenario 1 (Business as Usual)
Kaduna South,Soba,2.049469,2.049469,0,-1,2020,Scenario 1 (Business as Usual)
Kafin Hausa,Taura,41.906863,41.906863,0,-1,2020,Scenario 1 (Business as Usual)
Kafur,Gwarzo,20.4678348,20.4678348,0,-1,2020,Scenario 1 (Business as Usual)
Kaga,Darazo,11.4371076,11.4371076,0,-1,2020,Scenario 1 (Business as Usual)
Kagarko,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Kaiama,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Kaita,Rimi,15.3846154,15.3846154,0,-1,2020,Scenario 1 (Business as Usual)
Kajola,Akinyele,15.4926235,15.4926235,0,-1,2020,Scenario 1 (Business as Usual)
Kajuru,Soba,2.049469,2.049469,0,-1,2020,Scenario 1 (Business as Usual)
Kala-Balge,Darazo,11.4371076,11.4371076,0,-1,2020,Scenario 1 (Business as Usual)
Kalgo,Birnin Kebbi,52.8194641,52.8194641,0,-1,2020,Scenario 1 (Business as Usual)
Kaltungo,Alkaleri,23.4127553,23.4127553,0,-1,2020,Scenario 1 (Business as Usual)
Kanam,Alkaleri,29.7169748,29.7169748,0,-1,2020,Scenario 1 (Business as Usual)
Kankara,Rimi,20.9995572,20.9995572,0,-1,2020,Scenario 1 (Business as Usual)
Kanke,Alkaleri,23.4127553,23.4127553,0,-1,2020,Scenario 1 (Business as Usual)
Kankia,Rimi,28.5714286,28.5714286,0,-1,2020,Scenario 1 (Business as Usual)
Kano Municipal,Alkaleri,23.4127553,23.4127553,0,-1,2020,Scenario 1 (Business as Usual)
Karasuwa,Taura,5.7494575,5.7494575,0,-1,2020,Scenario 1 (Business as Usual)
Karaye,Gwarzo,41.6666667,41.6666667,0,-1,2020,Scenario 1 (Business as Usual)
Karin-Lamido,Alkaleri,15.6914887,15.6914887,0,-1,2020,Scenario 1 (Business as Usual)
Karu,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Katagum,Gwarzo,11.6822469,11.6822469,0,-1,2020,Scenario 1 (Business as Usual)
Katcha,Oke-Ero,30.6471335,30.6471335,0,-1,2020,Scenario 1 (Business as Usual)
Katsina,Rimi,49.8949589,49.8949589,0,-1,2020,Scenario 1 (Business as Usual)
Katsina-Ala,Keana,17.7187213,17.7187213,0,-1,2020,Scenario 1 (Business as Usual)
Kaugama,Taura,11.1111111,11.1111111,0,-1,2020,Scenario 1 (Business as Usual)
Kaura,Soba,2.049469,2.049469,0,-1,2020,Scenario 1 (Business as Usual)
Kaura-Namoda,Rimi,20.9995572,20.9995572,0,-1,2020,Scenario 1 (Business as Usual)
Kauru,Soba,2.049469,2.049469,0,-1,2020,Scenario 1 (Business as Usual)
Kazaure,Babura,31.25,31.25,0,-1,2020,Scenario 1 (Business as Usual)
Keana,Keana,17.7187213,17.7187213,0,-1,2020,Scenario 1 (Business as Usual)
Kebbe,Birnin Kebbi,42.225568,42.225568,0,-1,2020,Scenario 1 (Business as Usual)
Keffi,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Khana,Nsit Ubium,28.5714286,28.5714286,0,-1,2020,Scenario 1 (Business as Usual)
Kibiya,Gwarzo,17.2172547,17.2172547,0,-1,2020,Scenario 1 (Business as Usual)
Kirfi,Alkaleri,7.6923077,7.6923077,0,-1,2020,Scenario 1 (Business as Usual)
Kiri Kasamma,Taura,29.3729355,29.3729355,0,-1,2020,Scenario 1 (Business as Usual)
Kiru,Gwarzo,23.8749426,23.8749426,0,-1,2020,Scenario 1 (Business as Usual)
Kiyawa,Takali,14.2857143,14.2857143,0,-1,2020,Scenario 1 (Business as Usual)
Kogi,Keana,33.3333333,33.3333333,0,-1,2020,Scenario 1 (Business as Usual)
Koko-Besse,Birnin Kebbi,63.0339538,63.0339538,0,-1,2020,Scenario 1 (Business as Usual)
Kokona,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Kolokuma-Opokuma,Ahoada West,38.9048955,38.9048955,0,-1,2020,Scenario 1 (Business as Usual)
Konduga,Darazo,50,50,0,-1,2020,Scenario 1 (Business as Usual)
Konshisha,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Kontagora,Oke-Ero,32.0938838,32.0938838,0,-1,2020,Scenario 1 (Business as Usual)
Kosofe,Isoko South,69.1001687,69.1001687,0,-1,2020,Scenario 1 (Business as Usual)
Kubau,Soba,2.049469,2.049469,0,-1,2020,Scenario 1 (Business as Usual)
Kudan,Giwa,13.0508332,13.0508332,0,-1,2020,Scenario 1 (Business as Usual)
Kuje,Keana,17.7187213,17.7187213,0,-1,2020,Scenario 1 (Business as Usual)
Kukawa,Babura,60,60,0,-1,2020,Scenario 1 (Business as Usual)
Kumbotso,Taura,17.4928041,17.4928041,0,-1,2020,Scenario 1 (Business as Usual)
Kunchi,Babura,14.7410353,14.7410353,0,-1,2020,Scenario 1 (Business as Usual)
Kura,Gwarzo,22.2222222,22.2222222,0,-1,2020,Scenario 1 (Business as Usual)
Kurfi,Rimi,20.9995572,20.9995572,0,-1,2020,Scenario 1 (Business as Usual)
Kurmi,Oru West,40,40,0,-1,2020,Scenario 1 (Business as Usual)
Kusada,Rimi,18.75,18.75,0,-1,2020,Scenario 1 (Business as Usual)
Kwali,Keana,17.7187213,17.7187213,0,-1,2020,Scenario 1 (Business as Usual)
Kwami,Alkaleri,6.9494533,6.9494533,0,-1,2020,Scenario 1 (Business as Usual)
Kwande,Oke-Ero,18.8679397,18.8679397,0,-1,2020,Scenario 1 (Business as Usual)
Kware,Gawabawa,20,20,0,-1,2020,Scenario 1 (Business as Usual)
Kwaya Kusar,Alkaleri,23.4127553,23.4127553,0,-1,2020,Scenario 1 (Business as Usual)
Lafia,Alkaleri,23.4127553,23.4127553,0,-1,2020,Scenario 1 (Business as Usual)
Lagelu,Akinyele,15.4926235,15.4926235,0,-1,2020,Scenario 1 (Business as Usual)
Lagos Island,Isoko South,12.159624,12.159624,0,-1,2020,Scenario 1 (Business as Usual)
Lagos Mainland,Isoko South,12.159624,12.159624,0,-1,2020,Scenario 1 (Business as Usual)
Lamurde,Alkaleri,23.4127553,23.4127553,0,-1,2020,Scenario 1 (Business as Usual)
Langtang North,Alkaleri,23.4127553,23.4127553,0,-1,2020,Scenario 1 (Business as Usual)
Langtang South,Keana,17.7187213,17.7187213,0,-1,2020,Scenario 1 (Business as Usual)
Lapai,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Lau,Alkaleri,18.1818182,18.1818182,0,-1,2020,Scenario 1 (Business as Usual)
Lavun,Oke-Ero,40.9442103,40.9442103,0,-1,2020,Scenario 1 (Business as Usual)
Lere,Soba,2.049469,2.049469,0,-1,2020,Scenario 1 (Business as Usual)
Logo,Keana,17.7187213,17.7187213,0,-1,2020,Scenario 1 (Business as Usual)
Lokoja,Keana,17.7187213,17.7187213,0,-1,2020,Scenario 1 (Business as Usual)
Machina,Taura,5.4679287,5.4679287,0,-1,2020,Scenario 1 (Business as Usual)
Madagali,Darazo,11.4371076,11.4371076,0,-1,2020,Scenario 1 (Business as Usual)
Madobi,Taura,17.4928041,17.4928041,0,-1,2020,Scenario 1 (Business as Usual)
Mafa,Darazo,11.4371076,11.4371076,0,-1,2020,Scenario 1 (Business as Usual)
Magama,Oke-Ero,30.2301803,30.2301803,0,-1,2020,Scenario 1 (Business as Usual)
Magumeri,Gawabawa,10.6631444,10.6631444,0,-1,2020,Scenario 1 (Business as Usual)
Mai'Adua,Rimi,40,40,0,-1,2020,Scenario 1 (Business as Usual)
Maiduguri,Darazo,3.1180397,3.1180397,0,-1,2020,Scenario 1 (Business as Usual)
Maigatari,Babura,20.590316,20.590316,0,-1,2020,Scenario 1 (Business as Usual)
Maiha,Alkaleri,23.4127553,23.4127553,0,-1,2020,Scenario 1 (Business as Usual)
Maiyama,Birnin Kebbi,72.2222222,72.2222222,0,-1,2020,Scenario 1 (Business as Usual)
Makoda,Babura,60,60,0,-1,2020,Scenario 1 (Business as Usual)
Makurdi,Keana,8.4369554,8.4369554,0,-1,2020,Scenario 1 (Business as Usual)
Malam Madori,Taura,50,50,0,-1,2020,Scenario 1 (Business as Usual)
Malumfashi,Gwarzo,66.6666667,66.6666667,0,-1,2020,Scenario 1 (Business as Usual)
Mangu,Darazo,28.6332243,28.6332243,0,-1,2020,Scenario 1 (Business as Usual)
Mani,Rimi,19.9881617,19.9881617,0,-1,2020,Scenario 1 (Business as Usual)
Maradun,Darazo,7.3493989,7.3493989,0,-1,2020,Scenario 1 (Business as Usual)
Mariga,Oke-Ero,10,10,0,-1,2020,Scenario 1 (Business as Usual)
Markafi,Gwarzo,17.2172547,17.2172547,0,-1,2020,Scenario 1 (Business as Usual)
Marte,Babura,34.9277359,34.9277359,0,-1,2020,Scenario 1 (Business as Usual)
Maru,Giwa,13.0508332,13.0508332,0,-1,2020,Scenario 1 (Business as Usual)
Mashegu,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Mashi,Rimi,16.6666667,16.6666667,0,-1,2020,Scenario 1 (Business as Usual)
Matazuu,Rimi,28.5714286,28.5714286,0,-1,2020,Scenario 1 (Business as Usual)
Mayo-Belwa,Alkaleri,54.5454545,54.5454545,0,-1,2020,Scenario 1 (Business as Usual)
Mbaitoli,Ngor-Okpala,37.771346,37.771346,0,-1,2020,Scenario 1 (Business as Usual)
Mbo,Nsit Ubium,10,10,0,-1,2020,Scenario 1 (Business as Usual)
Michika,Darazo,11.4371076,11.4371076,0,-1,2020,Scenario 1 (Business as Usual)
Miga,Taura,11.1111111,11.1111111,0,-1,2020,Scenario 1 (Business as Usual)
Mikang,Alkaleri,23.4127553,23.4127553,0,-1,2020,Scenario 1 (Business as Usual)
Minjibir,Taura,53.7957946,53.7957946,0,-1,2020,Scenario 1 (Business as Usual)
Misau,Darazo,12.2470573,12.2470573,0,-1,2020,Scenario 1 (Business as Usual)
Mkpat Enin,Nsit Ubium,37.995598,37.995598,0,-1,2020,Scenario 1 (Business as Usual)
Moba,Oke-Ero,8.6996203,8.6996203,0,-1,2020,Scenario 1 (Business as Usual)
Mobbar,Babura,52.4066481,52.4066481,0,-1,2020,Scenario 1 (Business as Usual)
Mokwa,Oke-Ero,25.5880274,25.5880274,0,-1,2020,Scenario 1 (Business as Usual)
Monguno,Babura,34.9277359,34.9277359,0,-1,2020,Scenario 1 (Business as Usual)
Mopa-Muro,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Moro,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Mubi North,Darazo,22.2784613,22.2784613,0,-1,2020,Scenario 1 (Business as Usual)
Mubi South,Darazo,5.6373989,5.6373989,0,-1,2020,Scenario 1 (Business as Usual)
Musawa,Gwarzo,36.8421053,36.8421053,0,-1,2020,Scenario 1 (Business as Usual)
Mushin,Isoko South,12.159624,12.159624,0,-1,2020,Scenario 1 (Business as Usual)
Muya,Giwa,35.7142857,35.7142857,0,-1,2020,Scenario 1 (Business as Usual)
Nafada,Alkaleri,20.161137,20.161137,0,-1,2020,Scenario 1 (Business as Usual)
Nangere,Darazo,3.3333333,3.3333333,0,-1,2020,Scenario 1 (Business as Usual)
Nasarawa1,Alkaleri,23.4127553,23.4127553,0,-1,2020,Scenario 1 (Business as Usual)
Nasarawa2,Alkaleri,36.6085612,36.6085612,0,-1,2020,Scenario 1 (Business as Usual)
Nasarawa-Eggon,Keana,17.7187213,17.7187213,0,-1,2020,Scenario 1 (Business as Usual)
Ndokwa East,Ahoada West,24.6461454,24.6461454,0,-1,2020,Scenario 1 (Business as Usual)
Ndokwa West,Isoko South,12.159624,12.159624,0,-1,2020,Scenario 1 (Business as Usual)
Nembe,Ahoada West,25,25,0,-1,2020,Scenario 1 (Business as Usual)
Ngala,Taura,17.4928041,17.4928041,0,-1,2020,Scenario 1 (Business as Usual)
Nganzai,Gawabawa,10.6631444,10.6631444,0,-1,2020,Scenario 1 (Business as Usual)
Ngaski,Owan East,60.4290953,60.4290953,0,-1,2020,Scenario 1 (Business as Usual)
Ngor-Okpala,Ngor-Okpala,55.5555556,55.5555556,0,-1,2020,Scenario 1 (Business as Usual)
Nguru,Taura,17.4928041,17.4928041,0,-1,2020,Scenario 1 (Business as Usual)
Ningi,Takali,8.5910642,8.5910642,0,-1,2020,Scenario 1 (Business as Usual)
Njaba,Ngor-Okpala,80,80,0,-1,2020,Scenario 1 (Business as Usual)
Njikoka,Uzo-Uwani,66.6666667,66.6666667,0,-1,2020,Scenario 1 (Business as Usual)
Nkanu East,Owan East,44.6239251,44.6239251,0,-1,2020,Scenario 1 (Business as Usual)
Nkanu West,Uzo-Uwani,42.0192485,42.0192485,0,-1,2020,Scenario 1 (Business as Usual)
Nkwerre,Ngor-Okpala,25,25,0,-1,2020,Scenario 1 (Business as Usual)
Nnewi North,Oru West,41.1077428,41.1077428,0,-1,2020,Scenario 1 (Business as Usual)
Nnewi South,Oru West,57.3883177,57.3883177,0,-1,2020,Scenario 1 (Business as Usual)
Nsit Atai,Nsit Ubium,29.7727761,29.7727761,0,-1,2020,Scenario 1 (Business as Usual)
Nsit Ibom,Nsit Ubium,25,25,0,-1,2020,Scenario 1 (Business as Usual)
Nsit Ubium,Nsit Ubium,42.8571429,42.8571429,0,-1,2020,Scenario 1 (Business as Usual)
Nsukka,Uzo-Uwani,40.5325453,40.5325453,0,-1,2020,Scenario 1 (Business as Usual)
Numan,Alkaleri,64.7058824,64.7058824,0,-1,2020,Scenario 1 (Business as Usual)
Nwangele,Ngor-Okpala,28.3373403,28.3373403,0,-1,2020,Scenario 1 (Business as Usual)
Obafemi-Owode,Owan East,45.5464296,45.5464296,0,-1,2020,Scenario 1 (Business as Usual)
Obanliku,Obubra,41.009749,41.009749,0,-1,2020,Scenario 1 (Business as Usual)
Obi Nwa,Ngor-Okpala,28.3373403,28.3373403,0,-1,2020,Scenario 1 (Business as Usual)
Obi1,Keana,17.7187213,17.7187213,0,-1,2020,Scenario 1 (Business as Usual)
Obi2,Keana,17.7187213,17.7187213,0,-1,2020,Scenario 1 (Business as Usual)
Obia-Akpor,Ahoada West,21.3483794,21.3483794,0,-1,2020,Scenario 1 (Business as Usual)
Obokun,Akinyele,15.4926235,15.4926235,0,-1,2020,Scenario 1 (Business as Usual)
Obot Akara,Ngor-Okpala,28.3373403,28.3373403,0,-1,2020,Scenario 1 (Business as Usual)
Obowo,Ngor-Okpala,28.3373403,28.3373403,0,-1,2020,Scenario 1 (Business as Usual)
Obubra,Obubra,41.009749,41.009749,0,-1,2020,Scenario 1 (Business as Usual)
Obudu,Obubra,41.009749,41.009749,0,-1,2020,Scenario 1 (Business as Usual)
Odeda,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Odigbo,Akinyele,15.4926235,15.4926235,0,-1,2020,Scenario 1 (Business as Usual)
Odogbolu,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Odo-Otin,Owan East,27.8942779,27.8942779,0,-1,2020,Scenario 1 (Business as Usual)
Odukpani,Ngor-Okpala,28.3373403,28.3373403,0,-1,2020,Scenario 1 (Business as Usual)
Offa,Akinyele,15.4926235,15.4926235,0,-1,2020,Scenario 1 (Business as Usual)
Ofu,Owan East,27.8942779,27.8942779,0,-1,2020,Scenario 1 (Business as Usual)
Ogbadibo,Ahoada West,13.5679232,13.5679232,0,-1,2020,Scenario 1 (Business as Usual)
Ogba-Egbema-Ndoni,Owan East,27.8942779,27.8942779,0,-1,2020,Scenario 1 (Business as Usual)
Ogbaru,Ahoada West,66.6666667,66.6666667,0,-1,2020,Scenario 1 (Business as Usual)
Ogbia,Ahoada West,24.6461454,24.6461454,0,-1,2020,Scenario 1 (Business as Usual)
Ogbomosho North,Akinyele,15.4926235,15.4926235,0,-1,2020,Scenario 1 (Business as Usual)
Ogbomosho South,Akinyele,15.4926235,15.4926235,0,-1,2020,Scenario 1 (Business as Usual)
Ogo Oluwa,Oke-Ero,24.6839589,24.6839589,0,-1,2020,Scenario 1 (Business as Usual)
Ogoja,Obubra,41.009749,41.009749,0,-1,2020,Scenario 1 (Business as Usual)
Ogori-Mangongo,Owan East,27.8942779,27.8942779,0,-1,2020,Scenario 1 (Business as Usual)
Ogu-Bolo,Nsit Ubium,29.7727761,29.7727761,0,-1,2020,Scenario 1 (Business as Usual)
Ogun waterside,Owan East,27.8942779,27.8942779,0,-1,2020,Scenario 1 (Business as Usual)
