"","LGA","kill_rate","round","simday","scenario","year"
"1535","Kaga",75.0664577,4,3471,"Scenario 4(Improved coverage)",2029
"1536","Kagarko",74.9787188,1,916,"Scenario 4(Improved coverage)",2022
"1537","Kagarko",74.9787188,2,2011,"Scenario 4(Improved coverage)",2025
"1538","Kagarko",74.9787188,3,3106,"Scenario 4(Improved coverage)",2028
"1539","Kaiama",74.1047587,1,186,"Scenario 4(Improved coverage)",2020
"1540","Kaiama",74.1047587,2,1281,"Scenario 4(Improved coverage)",2023
"1541","Kaiama",74.1047587,3,2376,"Scenario 4(Improved coverage)",2026
"1542","Kaiama",74.1047587,4,3471,"Scenario 4(Improved coverage)",2029
"1543","Kaita",75.0814455,1,435,"Scenario 4(Improved coverage)",2021
"1544","Kaita",75.0814455,2,1530,"Scenario 4(Improved coverage)",2024
"1545","Kaita",75.0814455,3,2625,"Scenario 4(Improved coverage)",2027
"1546","Kaita",75.0814455,4,3720,"Scenario 4(Improved coverage)",2030
"1547","Kajola",74.0764438,1,131,"Scenario 4(Improved coverage)",2020
"1548","Kajola",74.0764438,2,1226,"Scenario 4(Improved coverage)",2023
"1549","Kajola",74.0764438,3,2321,"Scenario 4(Improved coverage)",2026
"1550","Kajola",74.0764438,4,3416,"Scenario 4(Improved coverage)",2029
"1551","Kajuru",74.6252749,1,916,"Scenario 4(Improved coverage)",2022
"1552","Kajuru",74.6252749,2,2011,"Scenario 4(Improved coverage)",2025
"1553","Kajuru",74.6252749,3,3106,"Scenario 4(Improved coverage)",2028
"1554","Kala-Balge",75.026024,1,186,"Scenario 4(Improved coverage)",2020
"1555","Kala-Balge",75.026024,2,1281,"Scenario 4(Improved coverage)",2023
"1556","Kala-Balge",75.026024,3,2376,"Scenario 4(Improved coverage)",2026
"1557","Kala-Balge",75.026024,4,3471,"Scenario 4(Improved coverage)",2029
"1558","Kalgo",75.0740842,1,588,"Scenario 4(Improved coverage)",2021
"1559","Kalgo",75.0740842,2,1683,"Scenario 4(Improved coverage)",2024
"1560","Kalgo",75.0740842,3,2778,"Scenario 4(Improved coverage)",2027
"1561","Kalgo",75.0740842,4,3873,"Scenario 4(Improved coverage)",2030
"1562","Kaltungo",74.657408,1,551,"Scenario 4(Improved coverage)",2021
"1563","Kaltungo",74.657408,2,1646,"Scenario 4(Improved coverage)",2024
"1564","Kaltungo",74.657408,3,2741,"Scenario 4(Improved coverage)",2027
"1565","Kaltungo",74.657408,4,3836,"Scenario 4(Improved coverage)",2030
"1566","Kanam",74.8305371,1,186,"Scenario 4(Improved coverage)",2020
"1567","Kanam",74.8305371,2,1281,"Scenario 4(Improved coverage)",2023
"1568","Kanam",74.8305371,3,2376,"Scenario 4(Improved coverage)",2026
"1569","Kanam",74.8305371,4,3471,"Scenario 4(Improved coverage)",2029
"1570","Kankara",75.1811211,1,435,"Scenario 4(Improved coverage)",2021
"1571","Kankara",75.1811211,2,1530,"Scenario 4(Improved coverage)",2024
"1572","Kankara",75.1811211,3,2625,"Scenario 4(Improved coverage)",2027
"1573","Kankara",75.1811211,4,3720,"Scenario 4(Improved coverage)",2030
"1574","Kanke",75.0207233,1,186,"Scenario 4(Improved coverage)",2020
"1575","Kanke",75.0207233,2,1281,"Scenario 4(Improved coverage)",2023
"1576","Kanke",75.0207233,3,2376,"Scenario 4(Improved coverage)",2026
"1577","Kanke",75.0207233,4,3471,"Scenario 4(Improved coverage)",2029
"1578","Kankia",75.1487324,1,435,"Scenario 4(Improved coverage)",2021
"1579","Kankia",75.1487324,2,1530,"Scenario 4(Improved coverage)",2024
"1580","Kankia",75.1487324,3,2625,"Scenario 4(Improved coverage)",2027
"1581","Kankia",75.1487324,4,3720,"Scenario 4(Improved coverage)",2030
"1582","Kano Municipal",63.0816237,1,916,"Scenario 4(Improved coverage)",2022
"1583","Kano Municipal",63.0816237,2,2011,"Scenario 4(Improved coverage)",2025
"1584","Kano Municipal",63.0816237,3,3106,"Scenario 4(Improved coverage)",2028
"1585","Karasuwa",75.1318789,1,916,"Scenario 4(Improved coverage)",2022
"1586","Karasuwa",75.1318789,2,2011,"Scenario 4(Improved coverage)",2025
"1587","Karasuwa",75.1318789,3,3106,"Scenario 4(Improved coverage)",2028
"1588","Karaye",75.2038885,1,953,"Scenario 4(Improved coverage)",2022
"1589","Karaye",75.2038885,2,2048,"Scenario 4(Improved coverage)",2025
"1590","Karaye",75.2038885,3,3143,"Scenario 4(Improved coverage)",2028
"1591","Karin-Lamido",73.9625761,1,916,"Scenario 4(Improved coverage)",2022
"1592","Karin-Lamido",73.9625761,2,2011,"Scenario 4(Improved coverage)",2025
"1593","Karin-Lamido",73.9625761,3,3106,"Scenario 4(Improved coverage)",2028
"1594","Karu",74.5196366,1,551,"Scenario 4(Improved coverage)",2021
"1595","Karu",74.5196366,2,1646,"Scenario 4(Improved coverage)",2024
"1596","Karu",74.5196366,3,2741,"Scenario 4(Improved coverage)",2027
"1597","Karu",74.5196366,4,3836,"Scenario 4(Improved coverage)",2030
"1598","Katagum",75.1391505,1,588,"Scenario 4(Improved coverage)",2021
"1599","Katagum",75.1391505,2,1683,"Scenario 4(Improved coverage)",2024
"1600","Katagum",75.1391505,3,2778,"Scenario 4(Improved coverage)",2027
"1601","Katagum",75.1391505,4,3873,"Scenario 4(Improved coverage)",2030
"1602","Katcha",74.2408635,1,916,"Scenario 4(Improved coverage)",2022
"1603","Katcha",74.2408635,2,2011,"Scenario 4(Improved coverage)",2025
"1604","Katcha",74.2408635,3,3106,"Scenario 4(Improved coverage)",2028
"1605","Katsina",75.1083925,1,435,"Scenario 4(Improved coverage)",2021
"1606","Katsina",75.1083925,2,1530,"Scenario 4(Improved coverage)",2024
"1607","Katsina",75.1083925,3,2625,"Scenario 4(Improved coverage)",2027
"1608","Katsina",75.1083925,4,3720,"Scenario 4(Improved coverage)",2030
"1609","Katsina-Ala",73.221681,1,223,"Scenario 4(Improved coverage)",2020
"1610","Katsina-Ala",73.221681,2,1318,"Scenario 4(Improved coverage)",2023
"1611","Katsina-Ala",73.221681,3,2413,"Scenario 4(Improved coverage)",2026
"1612","Katsina-Ala",73.221681,4,3508,"Scenario 4(Improved coverage)",2029
"1613","Kaugama",75.0326737,1,551,"Scenario 4(Improved coverage)",2021
"1614","Kaugama",75.0326737,2,1646,"Scenario 4(Improved coverage)",2024
"1615","Kaugama",75.0326737,3,2741,"Scenario 4(Improved coverage)",2027
"1616","Kaugama",75.0326737,4,3836,"Scenario 4(Improved coverage)",2030
"1617","Kaura",74.8106839,1,916,"Scenario 4(Improved coverage)",2022
"1618","Kaura",74.8106839,2,2011,"Scenario 4(Improved coverage)",2025
"1619","Kaura",74.8106839,3,3106,"Scenario 4(Improved coverage)",2028
"1620","Kaura-Namoda",75.1975042,1,70,"Scenario 4(Improved coverage)",2020
"1621","Kaura-Namoda",75.1975042,2,1165,"Scenario 4(Improved coverage)",2023
"1622","Kaura-Namoda",75.1975042,3,2260,"Scenario 4(Improved coverage)",2026
"1623","Kaura-Namoda",75.1975042,4,3355,"Scenario 4(Improved coverage)",2029
"1624","Kauru",74.3094562,1,916,"Scenario 4(Improved coverage)",2022
"1625","Kauru",74.3094562,2,2011,"Scenario 4(Improved coverage)",2025
"1626","Kauru",74.3094562,3,3106,"Scenario 4(Improved coverage)",2028
"1627","Kazaure",75.1226535,1,496,"Scenario 4(Improved coverage)",2021
"1628","Kazaure",75.1226535,2,1591,"Scenario 4(Improved coverage)",2024
"1629","Kazaure",75.1226535,3,2686,"Scenario 4(Improved coverage)",2027
"1630","Kazaure",75.1226535,4,3781,"Scenario 4(Improved coverage)",2030
"1631","Keana",73.8904886,1,588,"Scenario 4(Improved coverage)",2021
"1632","Keana",73.8904886,2,1683,"Scenario 4(Improved coverage)",2024
"1633","Keana",73.8904886,3,2778,"Scenario 4(Improved coverage)",2027
"1634","Keana",73.8904886,4,3873,"Scenario 4(Improved coverage)",2030
"1635","Kebbe",75.0898345,1,223,"Scenario 4(Improved coverage)",2020
"1636","Kebbe",75.0898345,2,1318,"Scenario 4(Improved coverage)",2023
"1637","Kebbe",75.0898345,3,2413,"Scenario 4(Improved coverage)",2026
"1638","Kebbe",75.0898345,4,3508,"Scenario 4(Improved coverage)",2029
"1639","Keffi",74.4153897,1,551,"Scenario 4(Improved coverage)",2021
"1640","Keffi",74.4153897,2,1646,"Scenario 4(Improved coverage)",2024
"1641","Keffi",74.4153897,3,2741,"Scenario 4(Improved coverage)",2027
"1642","Keffi",74.4153897,4,3836,"Scenario 4(Improved coverage)",2030
"1643","Khana",68.6013131,1,162,"Scenario 4(Improved coverage)",2020
"1644","Khana",68.6013131,2,1257,"Scenario 4(Improved coverage)",2023
"1645","Khana",68.6013131,3,2352,"Scenario 4(Improved coverage)",2026
"1646","Khana",68.6013131,4,3447,"Scenario 4(Improved coverage)",2029
"1647","Kibiya",75.1867706,1,953,"Scenario 4(Improved coverage)",2022
"1648","Kibiya",75.1867706,2,2048,"Scenario 4(Improved coverage)",2025
"1649","Kibiya",75.1867706,3,3143,"Scenario 4(Improved coverage)",2028
"1650","Kirfi",75.1008493,1,551,"Scenario 4(Improved coverage)",2021
"1651","Kirfi",75.1008493,2,1646,"Scenario 4(Improved coverage)",2024
"1652","Kirfi",75.1008493,3,2741,"Scenario 4(Improved coverage)",2027
"1653","Kirfi",75.1008493,4,3836,"Scenario 4(Improved coverage)",2030
"1654","Kiri Kasamma",75.0652885,1,551,"Scenario 4(Improved coverage)",2021
"1655","Kiri Kasamma",75.0652885,2,1646,"Scenario 4(Improved coverage)",2024
"1656","Kiri Kasamma",75.0652885,3,2741,"Scenario 4(Improved coverage)",2027
"1657","Kiri Kasamma",75.0652885,4,3836,"Scenario 4(Improved coverage)",2030
"1658","Kiru",75.1943284,1,953,"Scenario 4(Improved coverage)",2022
"1659","Kiru",75.1943284,2,2048,"Scenario 4(Improved coverage)",2025
"1660","Kiru",75.1943284,3,3143,"Scenario 4(Improved coverage)",2028
"1661","Kiyawa",75.1646116,1,615,"Scenario 4(Improved coverage)",2021
"1662","Kiyawa",75.1646116,2,1710,"Scenario 4(Improved coverage)",2024
"1663","Kiyawa",75.1646116,3,2805,"Scenario 4(Improved coverage)",2027
"1664","Kiyawa",75.1646116,4,3900,"Scenario 4(Improved coverage)",2030
"1665","Kogi",73.6690199,1,223,"Scenario 4(Improved coverage)",2020
"1666","Kogi",73.6690199,2,1318,"Scenario 4(Improved coverage)",2023
"1667","Kogi",73.6690199,3,2413,"Scenario 4(Improved coverage)",2026
"1668","Kogi",73.6690199,4,3508,"Scenario 4(Improved coverage)",2029
"1669","Koko-Besse",74.8944594,1,588,"Scenario 4(Improved coverage)",2021
"1670","Koko-Besse",74.8944594,2,1683,"Scenario 4(Improved coverage)",2024
"1671","Koko-Besse",74.8944594,3,2778,"Scenario 4(Improved coverage)",2027
"1672","Koko-Besse",74.8944594,4,3873,"Scenario 4(Improved coverage)",2030
"1673","Kokona",74.4654268,1,551,"Scenario 4(Improved coverage)",2021
"1674","Kokona",74.4654268,2,1646,"Scenario 4(Improved coverage)",2024
"1675","Kokona",74.4654268,3,2741,"Scenario 4(Improved coverage)",2027
"1676","Kokona",74.4654268,4,3836,"Scenario 4(Improved coverage)",2030
"1677","Kolokuma-Opokuma",69.3359192,1,131,"Scenario 4(Improved coverage)",2020
"1678","Kolokuma-Opokuma",69.3359192,2,1226,"Scenario 4(Improved coverage)",2023
"1679","Kolokuma-Opokuma",69.3359192,3,2321,"Scenario 4(Improved coverage)",2026
"1680","Kolokuma-Opokuma",69.3359192,4,3416,"Scenario 4(Improved coverage)",2029
"1681","Konduga",75.1347835,1,186,"Scenario 4(Improved coverage)",2020
"1682","Konduga",75.1347835,2,1281,"Scenario 4(Improved coverage)",2023
"1683","Konduga",75.1347835,3,2376,"Scenario 4(Improved coverage)",2026
"1684","Konduga",75.1347835,4,3471,"Scenario 4(Improved coverage)",2029
"1685","Konshisha",73.9599821,1,186,"Scenario 4(Improved coverage)",2020
"1686","Konshisha",73.9599821,2,1281,"Scenario 4(Improved coverage)",2023
"1687","Konshisha",73.9599821,3,2376,"Scenario 4(Improved coverage)",2026
"1688","Konshisha",73.9599821,4,3471,"Scenario 4(Improved coverage)",2029
"1689","Kontagora",74.963463,1,916,"Scenario 4(Improved coverage)",2022
"1690","Kontagora",74.963463,2,2011,"Scenario 4(Improved coverage)",2025
"1691","Kontagora",74.963463,3,3106,"Scenario 4(Improved coverage)",2028
"1692","Kosofe",50.8440915,1,162,"Scenario 4(Improved coverage)",2020
"1693","Kosofe",50.8440915,2,1257,"Scenario 4(Improved coverage)",2023
"1694","Kosofe",50.8440915,3,2352,"Scenario 4(Improved coverage)",2026
"1695","Kosofe",50.8440915,4,3447,"Scenario 4(Improved coverage)",2029
"1696","Kubau",75.080321,1,916,"Scenario 4(Improved coverage)",2022
"1697","Kubau",75.080321,2,2011,"Scenario 4(Improved coverage)",2025
"1698","Kubau",75.080321,3,3106,"Scenario 4(Improved coverage)",2028
"1699","Kudan",75.1116965,1,953,"Scenario 4(Improved coverage)",2022
"1700","Kudan",75.1116965,2,2048,"Scenario 4(Improved coverage)",2025
"1701","Kudan",75.1116965,3,3143,"Scenario 4(Improved coverage)",2028
"1702","Kuje",74.3922635,1,223,"Scenario 4(Improved coverage)",2020
"1703","Kuje",74.3922635,2,1318,"Scenario 4(Improved coverage)",2023
"1704","Kuje",74.3922635,3,2413,"Scenario 4(Improved coverage)",2026
"1705","Kuje",74.3922635,4,3508,"Scenario 4(Improved coverage)",2029
"1706","Kukawa",75.0175467,1,131,"Scenario 4(Improved coverage)",2020
"1707","Kukawa",75.0175467,2,1226,"Scenario 4(Improved coverage)",2023
"1708","Kukawa",75.0175467,3,2321,"Scenario 4(Improved coverage)",2026
"1709","Kukawa",75.0175467,4,3416,"Scenario 4(Improved coverage)",2029
"1710","Kumbotso",75.1238202,1,916,"Scenario 4(Improved coverage)",2022
"1711","Kumbotso",75.1238202,2,2011,"Scenario 4(Improved coverage)",2025
"1712","Kumbotso",75.1238202,3,3106,"Scenario 4(Improved coverage)",2028
"1713","Kunchi",75.1250652,1,861,"Scenario 4(Improved coverage)",2022
"1714","Kunchi",75.1250652,2,1956,"Scenario 4(Improved coverage)",2025
"1715","Kunchi",75.1250652,3,3051,"Scenario 4(Improved coverage)",2028
"1716","Kura",75.1762244,1,953,"Scenario 4(Improved coverage)",2022
"1717","Kura",75.1762244,2,2048,"Scenario 4(Improved coverage)",2025
"1718","Kura",75.1762244,3,3143,"Scenario 4(Improved coverage)",2028
"1719","Kurfi",75.0752634,1,435,"Scenario 4(Improved coverage)",2021
"1720","Kurfi",75.0752634,2,1530,"Scenario 4(Improved coverage)",2024
"1721","Kurfi",75.0752634,3,2625,"Scenario 4(Improved coverage)",2027
"1722","Kurfi",75.0752634,4,3720,"Scenario 4(Improved coverage)",2030
"1723","Kurmi",74.416112,1,892,"Scenario 4(Improved coverage)",2022
"1724","Kurmi",74.416112,2,1987,"Scenario 4(Improved coverage)",2025
"1725","Kurmi",74.416112,3,3082,"Scenario 4(Improved coverage)",2028
"1726","Kusada",75.157471,1,435,"Scenario 4(Improved coverage)",2021
"1727","Kusada",75.157471,2,1530,"Scenario 4(Improved coverage)",2024
"1728","Kusada",75.157471,3,2625,"Scenario 4(Improved coverage)",2027
"1729","Kusada",75.157471,4,3720,"Scenario 4(Improved coverage)",2030
"1730","Kwali",74.5465403,1,223,"Scenario 4(Improved coverage)",2020
"1731","Kwali",74.5465403,2,1318,"Scenario 4(Improved coverage)",2023
"1732","Kwali",74.5465403,3,2413,"Scenario 4(Improved coverage)",2026
"1733","Kwali",74.5465403,4,3508,"Scenario 4(Improved coverage)",2029
"1734","Kwami",74.7593116,1,551,"Scenario 4(Improved coverage)",2021
"1735","Kwami",74.7593116,2,1646,"Scenario 4(Improved coverage)",2024
"1736","Kwami",74.7593116,3,2741,"Scenario 4(Improved coverage)",2027
"1737","Kwami",74.7593116,4,3836,"Scenario 4(Improved coverage)",2030
"1738","Kwande",73.915138,1,186,"Scenario 4(Improved coverage)",2020
"1739","Kwande",73.915138,2,1281,"Scenario 4(Improved coverage)",2023
"1740","Kwande",73.915138,3,2376,"Scenario 4(Improved coverage)",2026
"1741","Kwande",73.915138,4,3471,"Scenario 4(Improved coverage)",2029
"1742","Kware",75.2012839,1,223,"Scenario 4(Improved coverage)",2020
"1743","Kware",75.2012839,2,1318,"Scenario 4(Improved coverage)",2023
"1744","Kware",75.2012839,3,2413,"Scenario 4(Improved coverage)",2026
"1745","Kware",75.2012839,4,3508,"Scenario 4(Improved coverage)",2029
"1746","Kwaya Kusar",74.9424913,1,186,"Scenario 4(Improved coverage)",2020
"1747","Kwaya Kusar",74.9424913,2,1281,"Scenario 4(Improved coverage)",2023
"1748","Kwaya Kusar",74.9424913,3,2376,"Scenario 4(Improved coverage)",2026
"1749","Kwaya Kusar",74.9424913,4,3471,"Scenario 4(Improved coverage)",2029
"1750","Lafia",74.6709625,1,551,"Scenario 4(Improved coverage)",2021
"1751","Lafia",74.6709625,2,1646,"Scenario 4(Improved coverage)",2024
"1752","Lafia",74.6709625,3,2741,"Scenario 4(Improved coverage)",2027
"1753","Lafia",74.6709625,4,3836,"Scenario 4(Improved coverage)",2030
"1754","Lagelu",41.4987723,1,131,"Scenario 4(Improved coverage)",2020
"1755","Lagelu",41.4987723,2,1226,"Scenario 4(Improved coverage)",2023
"1756","Lagelu",41.4987723,3,2321,"Scenario 4(Improved coverage)",2026
"1757","Lagelu",41.4987723,4,3416,"Scenario 4(Improved coverage)",2029
"1758","Lagos Island",51.6005638,1,162,"Scenario 4(Improved coverage)",2020
"1759","Lagos Island",51.6005638,2,1257,"Scenario 4(Improved coverage)",2023
"1760","Lagos Island",51.6005638,3,2352,"Scenario 4(Improved coverage)",2026
"1761","Lagos Island",51.6005638,4,3447,"Scenario 4(Improved coverage)",2029
"1762","Lagos Mainland",51.6213299,1,162,"Scenario 4(Improved coverage)",2020
"1763","Lagos Mainland",51.6213299,2,1257,"Scenario 4(Improved coverage)",2023
"1764","Lagos Mainland",51.6213299,3,2352,"Scenario 4(Improved coverage)",2026
"1765","Lagos Mainland",51.6213299,4,3447,"Scenario 4(Improved coverage)",2029
"1766","Lamurde",74.2682577,1,186,"Scenario 4(Improved coverage)",2020
"1767","Lamurde",74.2682577,2,1281,"Scenario 4(Improved coverage)",2023
"1768","Lamurde",74.2682577,3,2376,"Scenario 4(Improved coverage)",2026
"1769","Lamurde",74.2682577,4,3471,"Scenario 4(Improved coverage)",2029
"1770","Langtang North",74.599366,1,186,"Scenario 4(Improved coverage)",2020
"1771","Langtang North",74.599366,2,1281,"Scenario 4(Improved coverage)",2023
"1772","Langtang North",74.599366,3,2376,"Scenario 4(Improved coverage)",2026
"1773","Langtang North",74.599366,4,3471,"Scenario 4(Improved coverage)",2029
"1774","Langtang South",74.8078178,1,223,"Scenario 4(Improved coverage)",2020
"1775","Langtang South",74.8078178,2,1318,"Scenario 4(Improved coverage)",2023
"1776","Langtang South",74.8078178,3,2413,"Scenario 4(Improved coverage)",2026
"1777","Langtang South",74.8078178,4,3508,"Scenario 4(Improved coverage)",2029
"1778","Lapai",74.194743,1,916,"Scenario 4(Improved coverage)",2022
"1779","Lapai",74.194743,2,2011,"Scenario 4(Improved coverage)",2025
"1780","Lapai",74.194743,3,3106,"Scenario 4(Improved coverage)",2028
"1781","Lau",74.4400781,1,916,"Scenario 4(Improved coverage)",2022
"1782","Lau",74.4400781,2,2011,"Scenario 4(Improved coverage)",2025
"1783","Lau",74.4400781,3,3106,"Scenario 4(Improved coverage)",2028
"1784","Lavun",74.7825501,1,916,"Scenario 4(Improved coverage)",2022
"1785","Lavun",74.7825501,2,2011,"Scenario 4(Improved coverage)",2025
"1786","Lavun",74.7825501,3,3106,"Scenario 4(Improved coverage)",2028
"1787","Lere",74.6397774,1,916,"Scenario 4(Improved coverage)",2022
"1788","Lere",74.6397774,2,2011,"Scenario 4(Improved coverage)",2025
"1789","Lere",74.6397774,3,3106,"Scenario 4(Improved coverage)",2028
"1790","Logo",74.1728775,1,223,"Scenario 4(Improved coverage)",2020
"1791","Logo",74.1728775,2,1318,"Scenario 4(Improved coverage)",2023
"1792","Logo",74.1728775,3,2413,"Scenario 4(Improved coverage)",2026
"1793","Logo",74.1728775,4,3508,"Scenario 4(Improved coverage)",2029
"1794","Lokoja",72.7674684,1,223,"Scenario 4(Improved coverage)",2020
"1795","Lokoja",72.7674684,2,1318,"Scenario 4(Improved coverage)",2023
"1796","Lokoja",72.7674684,3,2413,"Scenario 4(Improved coverage)",2026
"1797","Lokoja",72.7674684,4,3508,"Scenario 4(Improved coverage)",2029
"1798","Machina",75.1289629,1,916,"Scenario 4(Improved coverage)",2022
"1799","Machina",75.1289629,2,2011,"Scenario 4(Improved coverage)",2025
"1800","Machina",75.1289629,3,3106,"Scenario 4(Improved coverage)",2028
"1801","Madagali",75.118219,1,186,"Scenario 4(Improved coverage)",2020
"1802","Madagali",75.118219,2,1281,"Scenario 4(Improved coverage)",2023
"1803","Madagali",75.118219,3,2376,"Scenario 4(Improved coverage)",2026
"1804","Madagali",75.118219,4,3471,"Scenario 4(Improved coverage)",2029
"1805","Madobi",75.2080738,1,916,"Scenario 4(Improved coverage)",2022
"1806","Madobi",75.2080738,2,2011,"Scenario 4(Improved coverage)",2025
"1807","Madobi",75.2080738,3,3106,"Scenario 4(Improved coverage)",2028
"1808","Mafa",75.1117543,1,186,"Scenario 4(Improved coverage)",2020
"1809","Mafa",75.1117543,2,1281,"Scenario 4(Improved coverage)",2023
"1810","Mafa",75.1117543,3,2376,"Scenario 4(Improved coverage)",2026
"1811","Mafa",75.1117543,4,3471,"Scenario 4(Improved coverage)",2029
"1812","Magama",74.5268762,1,916,"Scenario 4(Improved coverage)",2022
"1813","Magama",74.5268762,2,2011,"Scenario 4(Improved coverage)",2025
"1814","Magama",74.5268762,3,3106,"Scenario 4(Improved coverage)",2028
"1815","Magumeri",75.16759,1,223,"Scenario 4(Improved coverage)",2020
"1816","Magumeri",75.16759,2,1318,"Scenario 4(Improved coverage)",2023
"1817","Magumeri",75.16759,3,2413,"Scenario 4(Improved coverage)",2026
"1818","Magumeri",75.16759,4,3508,"Scenario 4(Improved coverage)",2029
"1819","Mai'Adua",75.0174703,1,435,"Scenario 4(Improved coverage)",2021
"1820","Mai'Adua",75.0174703,2,1530,"Scenario 4(Improved coverage)",2024
"1821","Mai'Adua",75.0174703,3,2625,"Scenario 4(Improved coverage)",2027
"1822","Mai'Adua",75.0174703,4,3720,"Scenario 4(Improved coverage)",2030
"1823","Maiduguri",69.9455384,1,186,"Scenario 4(Improved coverage)",2020
"1824","Maiduguri",69.9455384,2,1281,"Scenario 4(Improved coverage)",2023
"1825","Maiduguri",69.9455384,3,2376,"Scenario 4(Improved coverage)",2026
"1826","Maiduguri",69.9455384,4,3471,"Scenario 4(Improved coverage)",2029
"1827","Maigatari",75.0738682,1,496,"Scenario 4(Improved coverage)",2021
"1828","Maigatari",75.0738682,2,1591,"Scenario 4(Improved coverage)",2024
"1829","Maigatari",75.0738682,3,2686,"Scenario 4(Improved coverage)",2027
"1830","Maigatari",75.0738682,4,3781,"Scenario 4(Improved coverage)",2030
"1831","Maiha",75.0288882,1,186,"Scenario 4(Improved coverage)",2020
"1832","Maiha",75.0288882,2,1281,"Scenario 4(Improved coverage)",2023
"1833","Maiha",75.0288882,3,2376,"Scenario 4(Improved coverage)",2026
"1834","Maiha",75.0288882,4,3471,"Scenario 4(Improved coverage)",2029
"1835","Maiyama",75.0112248,1,588,"Scenario 4(Improved coverage)",2021
"1836","Maiyama",75.0112248,2,1683,"Scenario 4(Improved coverage)",2024
"1837","Maiyama",75.0112248,3,2778,"Scenario 4(Improved coverage)",2027
"1838","Maiyama",75.0112248,4,3873,"Scenario 4(Improved coverage)",2030
"1839","Makoda",75.0937343,1,861,"Scenario 4(Improved coverage)",2022
"1840","Makoda",75.0937343,2,1956,"Scenario 4(Improved coverage)",2025
"1841","Makoda",75.0937343,3,3051,"Scenario 4(Improved coverage)",2028
"1842","Makurdi",73.6798493,1,223,"Scenario 4(Improved coverage)",2020
"1843","Makurdi",73.6798493,2,1318,"Scenario 4(Improved coverage)",2023
"1844","Makurdi",73.6798493,3,2413,"Scenario 4(Improved coverage)",2026
"1845","Makurdi",73.6798493,4,3508,"Scenario 4(Improved coverage)",2029
"1846","Malam Madori",75.0518096,1,551,"Scenario 4(Improved coverage)",2021
"1847","Malam Madori",75.0518096,2,1646,"Scenario 4(Improved coverage)",2024
"1848","Malam Madori",75.0518096,3,2741,"Scenario 4(Improved coverage)",2027
"1849","Malam Madori",75.0518096,4,3836,"Scenario 4(Improved coverage)",2030
"1850","Malumfashi",75.1746863,1,588,"Scenario 4(Improved coverage)",2021
"1851","Malumfashi",75.1746863,2,1683,"Scenario 4(Improved coverage)",2024
"1852","Malumfashi",75.1746863,3,2778,"Scenario 4(Improved coverage)",2027
"1853","Malumfashi",75.1746863,4,3873,"Scenario 4(Improved coverage)",2030
"1854","Mangu",74.540649,1,186,"Scenario 4(Improved coverage)",2020
"1855","Mangu",74.540649,2,1281,"Scenario 4(Improved coverage)",2023
"1856","Mangu",74.540649,3,2376,"Scenario 4(Improved coverage)",2026
"1857","Mangu",74.540649,4,3471,"Scenario 4(Improved coverage)",2029
"1858","Mani",75.0517535,1,435,"Scenario 4(Improved coverage)",2021
"1859","Mani",75.0517535,2,1530,"Scenario 4(Improved coverage)",2024
"1860","Mani",75.0517535,3,2625,"Scenario 4(Improved coverage)",2027
"1861","Mani",75.0517535,4,3720,"Scenario 4(Improved coverage)",2030
"1862","Maradun",75.1671982,1,186,"Scenario 4(Improved coverage)",2020
"1863","Maradun",75.1671982,2,1281,"Scenario 4(Improved coverage)",2023
"1864","Maradun",75.1671982,3,2376,"Scenario 4(Improved coverage)",2026
"1865","Maradun",75.1671982,4,3471,"Scenario 4(Improved coverage)",2029
"1866","Mariga",75.0344871,1,916,"Scenario 4(Improved coverage)",2022
"1867","Mariga",75.0344871,2,2011,"Scenario 4(Improved coverage)",2025
"1868","Mariga",75.0344871,3,3106,"Scenario 4(Improved coverage)",2028
"1869","Markafi",75.1177694,1,953,"Scenario 4(Improved coverage)",2022
"1870","Markafi",75.1177694,2,2048,"Scenario 4(Improved coverage)",2025
"1871","Markafi",75.1177694,3,3143,"Scenario 4(Improved coverage)",2028
"1872","Marte",75.1160739,1,131,"Scenario 4(Improved coverage)",2020
"1873","Marte",75.1160739,2,1226,"Scenario 4(Improved coverage)",2023
"1874","Marte",75.1160739,3,2321,"Scenario 4(Improved coverage)",2026
"1875","Marte",75.1160739,4,3416,"Scenario 4(Improved coverage)",2029
"1876","Maru",75.0516122,1,223,"Scenario 4(Improved coverage)",2020
"1877","Maru",75.0516122,2,1318,"Scenario 4(Improved coverage)",2023
"1878","Maru",75.0516122,3,2413,"Scenario 4(Improved coverage)",2026
"1879","Maru",75.0516122,4,3508,"Scenario 4(Improved coverage)",2029
"1880","Mashegu",74.513138,1,916,"Scenario 4(Improved coverage)",2022
"1881","Mashegu",74.513138,2,2011,"Scenario 4(Improved coverage)",2025
"1882","Mashegu",74.513138,3,3106,"Scenario 4(Improved coverage)",2028
"1883","Mashi",75.035114,1,435,"Scenario 4(Improved coverage)",2021
"1884","Mashi",75.035114,2,1530,"Scenario 4(Improved coverage)",2024
"1885","Mashi",75.035114,3,2625,"Scenario 4(Improved coverage)",2027
"1886","Mashi",75.035114,4,3720,"Scenario 4(Improved coverage)",2030
"1887","Matazuu",75.1797373,1,435,"Scenario 4(Improved coverage)",2021
"1888","Matazuu",75.1797373,2,1530,"Scenario 4(Improved coverage)",2024
