"","X1","adm1","LGA","smc_plan1","repDS","peak","year","round","duration","coverage_high_access","coverage_low_access","max_age","simday","scenario"
"1",77,"Borno","Abadam","SMC","Babura","may",2020,1,-1,1,0.6,5,131,"scenario 6"
"2",78,"Borno","Abadam","SMC","Babura","may",2020,2,-1,1,0.6,5,161,"scenario 6"
"3",79,"Borno","Abadam","SMC","Babura","may",2020,3,-1,1,0.6,5,191,"scenario 6"
"4",80,"Borno","Abadam","SMC","Babura","may",2020,4,-1,1,0.6,5,221,"scenario 6"
"5",1297,"Borno","Abadam","SMC","Babura","may",2021,1,-1,1,0.6,5,496,"scenario 6"
"6",1298,"Borno","Abadam","SMC","Babura","may",2021,2,-1,1,0.6,5,526,"scenario 6"
"7",1299,"Borno","Abadam","SMC","Babura","may",2021,3,-1,1,0.6,5,556,"scenario 6"
"8",1300,"Borno","Abadam","SMC","Babura","may",2021,4,-1,1,0.6,5,586,"scenario 6"
"9",2517,"Borno","Abadam","SMC","Babura","may",2022,1,-1,1,0.6,5,861,"scenario 6"
"10",2518,"Borno","Abadam","SMC","Babura","may",2022,2,-1,1,0.6,5,891,"scenario 6"
"11",2519,"Borno","Abadam","SMC","Babura","may",2022,3,-1,1,0.6,5,921,"scenario 6"
"12",2520,"Borno","Abadam","SMC","Babura","may",2022,4,-1,1,0.6,5,951,"scenario 6"
"13",3737,"Borno","Abadam","SMC","Babura","may",2023,1,-1,1,0.6,5,1226,"scenario 6"
"14",3738,"Borno","Abadam","SMC","Babura","may",2023,2,-1,1,0.6,5,1256,"scenario 6"
"15",3739,"Borno","Abadam","SMC","Babura","may",2023,3,-1,1,0.6,5,1286,"scenario 6"
"16",3740,"Borno","Abadam","SMC","Babura","may",2023,4,-1,1,0.6,5,1316,"scenario 6"
"17",4957,"Borno","Abadam","SMC","Babura","may",2024,1,-1,1,0.6,5,1591,"scenario 6"
"18",4958,"Borno","Abadam","SMC","Babura","may",2024,2,-1,1,0.6,5,1621,"scenario 6"
"19",4959,"Borno","Abadam","SMC","Babura","may",2024,3,-1,1,0.6,5,1651,"scenario 6"
"20",4960,"Borno","Abadam","SMC","Babura","may",2024,4,-1,1,0.6,5,1681,"scenario 6"
"21",6177,"Borno","Abadam","SMC","Babura","may",2025,1,-1,1,0.6,5,1956,"scenario 6"
"22",6178,"Borno","Abadam","SMC","Babura","may",2025,2,-1,1,0.6,5,1986,"scenario 6"
"23",6179,"Borno","Abadam","SMC","Babura","may",2025,3,-1,1,0.6,5,2016,"scenario 6"
"24",6180,"Borno","Abadam","SMC","Babura","may",2025,4,-1,1,0.6,5,2046,"scenario 6"
"25",7397,"Borno","Abadam","SMC","Babura","may",2026,1,-1,1,0.6,5,2321,"scenario 6"
"26",7398,"Borno","Abadam","SMC","Babura","may",2026,2,-1,1,0.6,5,2351,"scenario 6"
"27",7399,"Borno","Abadam","SMC","Babura","may",2026,3,-1,1,0.6,5,2381,"scenario 6"
"28",7400,"Borno","Abadam","SMC","Babura","may",2026,4,-1,1,0.6,5,2411,"scenario 6"
"29",8617,"Borno","Abadam","SMC","Babura","may",2027,1,-1,1,0.6,5,2686,"scenario 6"
"30",8618,"Borno","Abadam","SMC","Babura","may",2027,2,-1,1,0.6,5,2716,"scenario 6"
"31",8619,"Borno","Abadam","SMC","Babura","may",2027,3,-1,1,0.6,5,2746,"scenario 6"
"32",8620,"Borno","Abadam","SMC","Babura","may",2027,4,-1,1,0.6,5,2776,"scenario 6"
"33",9837,"Borno","Abadam","SMC","Babura","may",2028,1,-1,1,0.6,5,3051,"scenario 6"
"34",9838,"Borno","Abadam","SMC","Babura","may",2028,2,-1,1,0.6,5,3081,"scenario 6"
"35",9839,"Borno","Abadam","SMC","Babura","may",2028,3,-1,1,0.6,5,3111,"scenario 6"
"36",9840,"Borno","Abadam","SMC","Babura","may",2028,4,-1,1,0.6,5,3141,"scenario 6"
"37",11057,"Borno","Abadam","SMC","Babura","may",2029,1,-1,1,0.6,5,3416,"scenario 6"
"38",11058,"Borno","Abadam","SMC","Babura","may",2029,2,-1,1,0.6,5,3446,"scenario 6"
"39",11059,"Borno","Abadam","SMC","Babura","may",2029,3,-1,1,0.6,5,3476,"scenario 6"
"40",11060,"Borno","Abadam","SMC","Babura","may",2029,4,-1,1,0.6,5,3506,"scenario 6"
"41",12277,"Borno","Abadam","SMC","Babura","may",2030,1,-1,1,0.6,5,3781,"scenario 6"
"42",12278,"Borno","Abadam","SMC","Babura","may",2030,2,-1,1,0.6,5,3811,"scenario 6"
"43",12279,"Borno","Abadam","SMC","Babura","may",2030,3,-1,1,0.6,5,3841,"scenario 6"
"44",12280,"Borno","Abadam","SMC","Babura","may",2030,4,-1,1,0.6,5,3871,"scenario 6"
"45",869,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2020,1,-1,1,0.6,5,186,"scenario 6"
"46",870,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2020,2,-1,1,0.6,5,216,"scenario 6"
"47",871,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2020,3,-1,1,0.6,5,246,"scenario 6"
"48",872,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2020,4,-1,1,0.6,5,276,"scenario 6"
"49",2089,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2021,1,-1,1,0.6,5,551,"scenario 6"
"50",2090,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2021,2,-1,1,0.6,5,581,"scenario 6"
"51",2091,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2021,3,-1,1,0.6,5,611,"scenario 6"
"52",2092,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2021,4,-1,1,0.6,5,641,"scenario 6"
"53",3309,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2022,1,-1,1,0.6,5,916,"scenario 6"
"54",3310,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2022,2,-1,1,0.6,5,946,"scenario 6"
"55",3311,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2022,3,-1,1,0.6,5,976,"scenario 6"
"56",3312,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2022,4,-1,1,0.6,5,1006,"scenario 6"
"57",4529,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2023,1,-1,1,0.6,5,1281,"scenario 6"
"58",4530,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2023,2,-1,1,0.6,5,1311,"scenario 6"
"59",4531,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2023,3,-1,1,0.6,5,1341,"scenario 6"
"60",4532,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2023,4,-1,1,0.6,5,1371,"scenario 6"
"61",5749,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2024,1,-1,1,0.6,5,1646,"scenario 6"
"62",5750,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2024,2,-1,1,0.6,5,1676,"scenario 6"
"63",5751,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2024,3,-1,1,0.6,5,1706,"scenario 6"
"64",5752,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2024,4,-1,1,0.6,5,1736,"scenario 6"
"65",6969,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2025,1,-1,1,0.6,5,2011,"scenario 6"
"66",6970,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2025,2,-1,1,0.6,5,2041,"scenario 6"
"67",6971,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2025,3,-1,1,0.6,5,2071,"scenario 6"
"68",6972,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2025,4,-1,1,0.6,5,2101,"scenario 6"
"69",8189,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2026,1,-1,1,0.6,5,2376,"scenario 6"
"70",8190,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2026,2,-1,1,0.6,5,2406,"scenario 6"
"71",8191,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2026,3,-1,1,0.6,5,2436,"scenario 6"
"72",8192,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2026,4,-1,1,0.6,5,2466,"scenario 6"
"73",9409,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2027,1,-1,1,0.6,5,2741,"scenario 6"
"74",9410,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2027,2,-1,1,0.6,5,2771,"scenario 6"
"75",9411,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2027,3,-1,1,0.6,5,2801,"scenario 6"
"76",9412,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2027,4,-1,1,0.6,5,2831,"scenario 6"
"77",10629,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2028,1,-1,1,0.6,5,3106,"scenario 6"
"78",10630,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2028,2,-1,1,0.6,5,3136,"scenario 6"
"79",10631,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2028,3,-1,1,0.6,5,3166,"scenario 6"
"80",10632,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2028,4,-1,1,0.6,5,3196,"scenario 6"
"81",11849,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2029,1,-1,1,0.6,5,3471,"scenario 6"
"82",11850,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2029,2,-1,1,0.6,5,3501,"scenario 6"
"83",11851,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2029,3,-1,1,0.6,5,3531,"scenario 6"
"84",11852,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2029,4,-1,1,0.6,5,3561,"scenario 6"
"85",13069,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2030,1,-1,1,0.6,5,3836,"scenario 6"
"86",13070,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2030,2,-1,1,0.6,5,3866,"scenario 6"
"87",13071,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2030,3,-1,1,0.6,5,3896,"scenario 6"
"88",13072,"Niger","Agaie","SMC in PAAR","Oke-Ero","july",2030,4,-1,1,0.6,5,3926,"scenario 6"
"89",873,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2020,1,-1,1,0.6,5,223,"scenario 6"
"90",874,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2020,2,-1,1,0.6,5,253,"scenario 6"
"91",875,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2020,3,-1,1,0.6,5,283,"scenario 6"
"92",876,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2020,4,-1,1,0.6,5,313,"scenario 6"
"93",2093,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2021,1,-1,1,0.6,5,588,"scenario 6"
"94",2094,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2021,2,-1,1,0.6,5,618,"scenario 6"
"95",2095,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2021,3,-1,1,0.6,5,648,"scenario 6"
"96",2096,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2021,4,-1,1,0.6,5,678,"scenario 6"
"97",3313,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2022,1,-1,1,0.6,5,953,"scenario 6"
"98",3314,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2022,2,-1,1,0.6,5,983,"scenario 6"
"99",3315,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2022,3,-1,1,0.6,5,1013,"scenario 6"
"100",3316,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2022,4,-1,1,0.6,5,1043,"scenario 6"
"101",4533,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2023,1,-1,1,0.6,5,1318,"scenario 6"
"102",4534,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2023,2,-1,1,0.6,5,1348,"scenario 6"
"103",4535,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2023,3,-1,1,0.6,5,1378,"scenario 6"
"104",4536,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2023,4,-1,1,0.6,5,1408,"scenario 6"
"105",5753,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2024,1,-1,1,0.6,5,1683,"scenario 6"
"106",5754,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2024,2,-1,1,0.6,5,1713,"scenario 6"
"107",5755,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2024,3,-1,1,0.6,5,1743,"scenario 6"
"108",5756,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2024,4,-1,1,0.6,5,1773,"scenario 6"
"109",6973,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2025,1,-1,1,0.6,5,2048,"scenario 6"
"110",6974,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2025,2,-1,1,0.6,5,2078,"scenario 6"
"111",6975,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2025,3,-1,1,0.6,5,2108,"scenario 6"
"112",6976,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2025,4,-1,1,0.6,5,2138,"scenario 6"
"113",8193,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2026,1,-1,1,0.6,5,2413,"scenario 6"
"114",8194,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2026,2,-1,1,0.6,5,2443,"scenario 6"
"115",8195,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2026,3,-1,1,0.6,5,2473,"scenario 6"
"116",8196,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2026,4,-1,1,0.6,5,2503,"scenario 6"
"117",9413,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2027,1,-1,1,0.6,5,2778,"scenario 6"
"118",9414,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2027,2,-1,1,0.6,5,2808,"scenario 6"
"119",9415,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2027,3,-1,1,0.6,5,2838,"scenario 6"
"120",9416,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2027,4,-1,1,0.6,5,2868,"scenario 6"
"121",10633,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2028,1,-1,1,0.6,5,3143,"scenario 6"
"122",10634,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2028,2,-1,1,0.6,5,3173,"scenario 6"
"123",10635,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2028,3,-1,1,0.6,5,3203,"scenario 6"
"124",10636,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2028,4,-1,1,0.6,5,3233,"scenario 6"
"125",11853,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2029,1,-1,1,0.6,5,3508,"scenario 6"
"126",11854,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2029,2,-1,1,0.6,5,3538,"scenario 6"
"127",11855,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2029,3,-1,1,0.6,5,3568,"scenario 6"
"128",11856,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2029,4,-1,1,0.6,5,3598,"scenario 6"
"129",13073,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2030,1,-1,1,0.6,5,3873,"scenario 6"
"130",13074,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2030,2,-1,1,0.6,5,3903,"scenario 6"
"131",13075,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2030,3,-1,1,0.6,5,3933,"scenario 6"
"132",13076,"Niger","Agwara","SMC in PAAR","Birnin Kebbi","august",2030,4,-1,1,0.6,5,3963,"scenario 6"
"133",429,"Kano","Ajingi","SMC","Taura","july",2020,1,-1,1,0.6,5,186,"scenario 6"
"134",430,"Kano","Ajingi","SMC","Taura","july",2020,2,-1,1,0.6,5,216,"scenario 6"
"135",431,"Kano","Ajingi","SMC","Taura","july",2020,3,-1,1,0.6,5,246,"scenario 6"
"136",432,"Kano","Ajingi","SMC","Taura","july",2020,4,-1,1,0.6,5,276,"scenario 6"
"137",1649,"Kano","Ajingi","SMC","Taura","july",2021,1,-1,1,0.6,5,551,"scenario 6"
"138",1650,"Kano","Ajingi","SMC","Taura","july",2021,2,-1,1,0.6,5,581,"scenario 6"
"139",1651,"Kano","Ajingi","SMC","Taura","july",2021,3,-1,1,0.6,5,611,"scenario 6"
"140",1652,"Kano","Ajingi","SMC","Taura","july",2021,4,-1,1,0.6,5,641,"scenario 6"
"141",2869,"Kano","Ajingi","SMC","Taura","july",2022,1,-1,1,0.6,5,916,"scenario 6"
"142",2870,"Kano","Ajingi","SMC","Taura","july",2022,2,-1,1,0.6,5,946,"scenario 6"
"143",2871,"Kano","Ajingi","SMC","Taura","july",2022,3,-1,1,0.6,5,976,"scenario 6"
"144",2872,"Kano","Ajingi","SMC","Taura","july",2022,4,-1,1,0.6,5,1006,"scenario 6"
"145",4089,"Kano","Ajingi","SMC","Taura","july",2023,1,-1,1,0.6,5,1281,"scenario 6"
"146",4090,"Kano","Ajingi","SMC","Taura","july",2023,2,-1,1,0.6,5,1311,"scenario 6"
"147",4091,"Kano","Ajingi","SMC","Taura","july",2023,3,-1,1,0.6,5,1341,"scenario 6"
"148",4092,"Kano","Ajingi","SMC","Taura","july",2023,4,-1,1,0.6,5,1371,"scenario 6"
"149",5309,"Kano","Ajingi","SMC","Taura","july",2024,1,-1,1,0.6,5,1646,"scenario 6"
"150",5310,"Kano","Ajingi","SMC","Taura","july",2024,2,-1,1,0.6,5,1676,"scenario 6"
"151",5311,"Kano","Ajingi","SMC","Taura","july",2024,3,-1,1,0.6,5,1706,"scenario 6"
"152",5312,"Kano","Ajingi","SMC","Taura","july",2024,4,-1,1,0.6,5,1736,"scenario 6"
"153",6529,"Kano","Ajingi","SMC","Taura","july",2025,1,-1,1,0.6,5,2011,"scenario 6"
"154",6530,"Kano","Ajingi","SMC","Taura","july",2025,2,-1,1,0.6,5,2041,"scenario 6"
"155",6531,"Kano","Ajingi","SMC","Taura","july",2025,3,-1,1,0.6,5,2071,"scenario 6"
"156",6532,"Kano","Ajingi","SMC","Taura","july",2025,4,-1,1,0.6,5,2101,"scenario 6"
"157",7749,"Kano","Ajingi","SMC","Taura","july",2026,1,-1,1,0.6,5,2376,"scenario 6"
"158",7750,"Kano","Ajingi","SMC","Taura","july",2026,2,-1,1,0.6,5,2406,"scenario 6"
"159",7751,"Kano","Ajingi","SMC","Taura","july",2026,3,-1,1,0.6,5,2436,"scenario 6"
"160",7752,"Kano","Ajingi","SMC","Taura","july",2026,4,-1,1,0.6,5,2466,"scenario 6"
"161",8969,"Kano","Ajingi","SMC","Taura","july",2027,1,-1,1,0.6,5,2741,"scenario 6"
"162",8970,"Kano","Ajingi","SMC","Taura","july",2027,2,-1,1,0.6,5,2771,"scenario 6"
"163",8971,"Kano","Ajingi","SMC","Taura","july",2027,3,-1,1,0.6,5,2801,"scenario 6"
"164",8972,"Kano","Ajingi","SMC","Taura","july",2027,4,-1,1,0.6,5,2831,"scenario 6"
"165",10189,"Kano","Ajingi","SMC","Taura","july",2028,1,-1,1,0.6,5,3106,"scenario 6"
"166",10190,"Kano","Ajingi","SMC","Taura","july",2028,2,-1,1,0.6,5,3136,"scenario 6"
"167",10191,"Kano","Ajingi","SMC","Taura","july",2028,3,-1,1,0.6,5,3166,"scenario 6"
"168",10192,"Kano","Ajingi","SMC","Taura","july",2028,4,-1,1,0.6,5,3196,"scenario 6"
"169",11409,"Kano","Ajingi","SMC","Taura","july",2029,1,-1,1,0.6,5,3471,"scenario 6"
"170",11410,"Kano","Ajingi","SMC","Taura","july",2029,2,-1,1,0.6,5,3501,"scenario 6"
"171",11411,"Kano","Ajingi","SMC","Taura","july",2029,3,-1,1,0.6,5,3531,"scenario 6"
"172",11412,"Kano","Ajingi","SMC","Taura","july",2029,4,-1,1,0.6,5,3561,"scenario 6"
"173",12629,"Kano","Ajingi","SMC","Taura","july",2030,1,-1,1,0.6,5,3836,"scenario 6"
"174",12630,"Kano","Ajingi","SMC","Taura","july",2030,2,-1,1,0.6,5,3866,"scenario 6"
"175",12631,"Kano","Ajingi","SMC","Taura","july",2030,3,-1,1,0.6,5,3896,"scenario 6"
"176",12632,"Kano","Ajingi","SMC","Taura","july",2030,4,-1,1,0.6,5,3926,"scenario 6"
"177",185,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2020,1,-1,1,0.6,5,186,"scenario 6"
"178",186,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2020,2,-1,1,0.6,5,216,"scenario 6"
"179",187,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2020,3,-1,1,0.6,5,246,"scenario 6"
"180",188,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2020,4,-1,1,0.6,5,276,"scenario 6"
"181",1405,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2021,1,-1,1,0.6,5,551,"scenario 6"
"182",1406,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2021,2,-1,1,0.6,5,581,"scenario 6"
"183",1407,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2021,3,-1,1,0.6,5,611,"scenario 6"
"184",1408,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2021,4,-1,1,0.6,5,641,"scenario 6"
"185",2625,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2022,1,-1,1,0.6,5,916,"scenario 6"
"186",2626,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2022,2,-1,1,0.6,5,946,"scenario 6"
"187",2627,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2022,3,-1,1,0.6,5,976,"scenario 6"
"188",2628,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2022,4,-1,1,0.6,5,1006,"scenario 6"
"189",3845,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2023,1,-1,1,0.6,5,1281,"scenario 6"
"190",3846,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2023,2,-1,1,0.6,5,1311,"scenario 6"
"191",3847,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2023,3,-1,1,0.6,5,1341,"scenario 6"
"192",3848,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2023,4,-1,1,0.6,5,1371,"scenario 6"
"193",5065,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2024,1,-1,1,0.6,5,1646,"scenario 6"
"194",5066,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2024,2,-1,1,0.6,5,1676,"scenario 6"
"195",5067,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2024,3,-1,1,0.6,5,1706,"scenario 6"
"196",5068,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2024,4,-1,1,0.6,5,1736,"scenario 6"
"197",6285,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2025,1,-1,1,0.6,5,2011,"scenario 6"
"198",6286,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2025,2,-1,1,0.6,5,2041,"scenario 6"
"199",6287,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2025,3,-1,1,0.6,5,2071,"scenario 6"
"200",6288,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2025,4,-1,1,0.6,5,2101,"scenario 6"
"201",7505,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2026,1,-1,1,0.6,5,2376,"scenario 6"
"202",7506,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2026,2,-1,1,0.6,5,2406,"scenario 6"
"203",7507,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2026,3,-1,1,0.6,5,2436,"scenario 6"
"204",7508,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2026,4,-1,1,0.6,5,2466,"scenario 6"
"205",8725,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2027,1,-1,1,0.6,5,2741,"scenario 6"
"206",8726,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2027,2,-1,1,0.6,5,2771,"scenario 6"
"207",8727,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2027,3,-1,1,0.6,5,2801,"scenario 6"
"208",8728,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2027,4,-1,1,0.6,5,2831,"scenario 6"
"209",9945,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2028,1,-1,1,0.6,5,3106,"scenario 6"
"210",9946,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2028,2,-1,1,0.6,5,3136,"scenario 6"
"211",9947,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2028,3,-1,1,0.6,5,3166,"scenario 6"
"212",9948,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2028,4,-1,1,0.6,5,3196,"scenario 6"
"213",11165,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2029,1,-1,1,0.6,5,3471,"scenario 6"
"214",11166,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2029,2,-1,1,0.6,5,3501,"scenario 6"
"215",11167,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2029,3,-1,1,0.6,5,3531,"scenario 6"
"216",11168,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2029,4,-1,1,0.6,5,3561,"scenario 6"
"217",12385,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2030,1,-1,1,0.6,5,3836,"scenario 6"
"218",12386,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2030,2,-1,1,0.6,5,3866,"scenario 6"
"219",12387,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2030,3,-1,1,0.6,5,3896,"scenario 6"
"220",12388,"Gombe","Akko","SMC in PAAR","Alkaleri","july",2030,4,-1,1,0.6,5,3926,"scenario 6"
"221",433,"Kano","Albasu","SMC","Takali","september",2020,1,-1,1,0.6,5,250,"scenario 6"
"222",434,"Kano","Albasu","SMC","Takali","september",2020,2,-1,1,0.6,5,280,"scenario 6"
"223",435,"Kano","Albasu","SMC","Takali","september",2020,3,-1,1,0.6,5,310,"scenario 6"
"224",436,"Kano","Albasu","SMC","Takali","september",2020,4,-1,1,0.6,5,340,"scenario 6"
"225",1653,"Kano","Albasu","SMC","Takali","september",2021,1,-1,1,0.6,5,615,"scenario 6"
"226",1654,"Kano","Albasu","SMC","Takali","september",2021,2,-1,1,0.6,5,645,"scenario 6"
"227",1655,"Kano","Albasu","SMC","Takali","september",2021,3,-1,1,0.6,5,675,"scenario 6"
"228",1656,"Kano","Albasu","SMC","Takali","september",2021,4,-1,1,0.6,5,705,"scenario 6"
"229",2873,"Kano","Albasu","SMC","Takali","september",2022,1,-1,1,0.6,5,980,"scenario 6"
"230",2874,"Kano","Albasu","SMC","Takali","september",2022,2,-1,1,0.6,5,1010,"scenario 6"
"231",2875,"Kano","Albasu","SMC","Takali","september",2022,3,-1,1,0.6,5,1040,"scenario 6"
"232",2876,"Kano","Albasu","SMC","Takali","september",2022,4,-1,1,0.6,5,1070,"scenario 6"
"233",4093,"Kano","Albasu","SMC","Takali","september",2023,1,-1,1,0.6,5,1345,"scenario 6"
"234",4094,"Kano","Albasu","SMC","Takali","september",2023,2,-1,1,0.6,5,1375,"scenario 6"
"235",4095,"Kano","Albasu","SMC","Takali","september",2023,3,-1,1,0.6,5,1405,"scenario 6"
"236",4096,"Kano","Albasu","SMC","Takali","september",2023,4,-1,1,0.6,5,1435,"scenario 6"
"237",5313,"Kano","Albasu","SMC","Takali","september",2024,1,-1,1,0.6,5,1710,"scenario 6"
"238",5314,"Kano","Albasu","SMC","Takali","september",2024,2,-1,1,0.6,5,1740,"scenario 6"
"239",5315,"Kano","Albasu","SMC","Takali","september",2024,3,-1,1,0.6,5,1770,"scenario 6"
"240",5316,"Kano","Albasu","SMC","Takali","september",2024,4,-1,1,0.6,5,1800,"scenario 6"
