"","X1","adm1","LGA","smc_plan1","repDS","peak","year","round","duration","coverage_high_access","coverage_low_access","max_age","simday","scenario"
"2331",12543,"Kaduna","Chikun","SMC in PAAR","Soba","july",2030,3,-1,1,0.6,5,3896,"scenario 6"
"2332",12544,"Kaduna","Chikun","SMC in PAAR","Soba","july",2030,4,-1,1,0.6,5,3926,"scenario 6"
"2333",453,"Kano","Dala","SMC","Alkaleri","july",2020,1,-1,1,0.6,5,186,"scenario 6"
"2334",454,"Kano","Dala","SMC","Alkaleri","july",2020,2,-1,1,0.6,5,216,"scenario 6"
"2335",455,"Kano","Dala","SMC","Alkaleri","july",2020,3,-1,1,0.6,5,246,"scenario 6"
"2336",456,"Kano","Dala","SMC","Alkaleri","july",2020,4,-1,1,0.6,5,276,"scenario 6"
"2337",1673,"Kano","Dala","SMC","Alkaleri","july",2021,1,-1,1,0.6,5,551,"scenario 6"
"2338",1674,"Kano","Dala","SMC","Alkaleri","july",2021,2,-1,1,0.6,5,581,"scenario 6"
"2339",1675,"Kano","Dala","SMC","Alkaleri","july",2021,3,-1,1,0.6,5,611,"scenario 6"
"2340",1676,"Kano","Dala","SMC","Alkaleri","july",2021,4,-1,1,0.6,5,641,"scenario 6"
"2341",2893,"Kano","Dala","SMC","Alkaleri","july",2022,1,-1,1,0.6,5,916,"scenario 6"
"2342",2894,"Kano","Dala","SMC","Alkaleri","july",2022,2,-1,1,0.6,5,946,"scenario 6"
"2343",2895,"Kano","Dala","SMC","Alkaleri","july",2022,3,-1,1,0.6,5,976,"scenario 6"
"2344",2896,"Kano","Dala","SMC","Alkaleri","july",2022,4,-1,1,0.6,5,1006,"scenario 6"
"2345",4113,"Kano","Dala","SMC","Alkaleri","july",2023,1,-1,1,0.6,5,1281,"scenario 6"
"2346",4114,"Kano","Dala","SMC","Alkaleri","july",2023,2,-1,1,0.6,5,1311,"scenario 6"
"2347",4115,"Kano","Dala","SMC","Alkaleri","july",2023,3,-1,1,0.6,5,1341,"scenario 6"
"2348",4116,"Kano","Dala","SMC","Alkaleri","july",2023,4,-1,1,0.6,5,1371,"scenario 6"
"2349",5333,"Kano","Dala","SMC","Alkaleri","july",2024,1,-1,1,0.6,5,1646,"scenario 6"
"2350",5334,"Kano","Dala","SMC","Alkaleri","july",2024,2,-1,1,0.6,5,1676,"scenario 6"
"2351",5335,"Kano","Dala","SMC","Alkaleri","july",2024,3,-1,1,0.6,5,1706,"scenario 6"
"2352",5336,"Kano","Dala","SMC","Alkaleri","july",2024,4,-1,1,0.6,5,1736,"scenario 6"
"2353",6553,"Kano","Dala","SMC","Alkaleri","july",2025,1,-1,1,0.6,5,2011,"scenario 6"
"2354",6554,"Kano","Dala","SMC","Alkaleri","july",2025,2,-1,1,0.6,5,2041,"scenario 6"
"2355",6555,"Kano","Dala","SMC","Alkaleri","july",2025,3,-1,1,0.6,5,2071,"scenario 6"
"2356",6556,"Kano","Dala","SMC","Alkaleri","july",2025,4,-1,1,0.6,5,2101,"scenario 6"
"2357",7773,"Kano","Dala","SMC","Alkaleri","july",2026,1,-1,1,0.6,5,2376,"scenario 6"
"2358",7774,"Kano","Dala","SMC","Alkaleri","july",2026,2,-1,1,0.6,5,2406,"scenario 6"
"2359",7775,"Kano","Dala","SMC","Alkaleri","july",2026,3,-1,1,0.6,5,2436,"scenario 6"
"2360",7776,"Kano","Dala","SMC","Alkaleri","july",2026,4,-1,1,0.6,5,2466,"scenario 6"
"2361",8993,"Kano","Dala","SMC","Alkaleri","july",2027,1,-1,1,0.6,5,2741,"scenario 6"
"2362",8994,"Kano","Dala","SMC","Alkaleri","july",2027,2,-1,1,0.6,5,2771,"scenario 6"
"2363",8995,"Kano","Dala","SMC","Alkaleri","july",2027,3,-1,1,0.6,5,2801,"scenario 6"
"2364",8996,"Kano","Dala","SMC","Alkaleri","july",2027,4,-1,1,0.6,5,2831,"scenario 6"
"2365",10213,"Kano","Dala","SMC","Alkaleri","july",2028,1,-1,1,0.6,5,3106,"scenario 6"
"2366",10214,"Kano","Dala","SMC","Alkaleri","july",2028,2,-1,1,0.6,5,3136,"scenario 6"
"2367",10215,"Kano","Dala","SMC","Alkaleri","july",2028,3,-1,1,0.6,5,3166,"scenario 6"
"2368",10216,"Kano","Dala","SMC","Alkaleri","july",2028,4,-1,1,0.6,5,3196,"scenario 6"
"2369",11433,"Kano","Dala","SMC","Alkaleri","july",2029,1,-1,1,0.6,5,3471,"scenario 6"
"2370",11434,"Kano","Dala","SMC","Alkaleri","july",2029,2,-1,1,0.6,5,3501,"scenario 6"
"2371",11435,"Kano","Dala","SMC","Alkaleri","july",2029,3,-1,1,0.6,5,3531,"scenario 6"
"2372",11436,"Kano","Dala","SMC","Alkaleri","july",2029,4,-1,1,0.6,5,3561,"scenario 6"
"2373",12653,"Kano","Dala","SMC","Alkaleri","july",2030,1,-1,1,0.6,5,3836,"scenario 6"
"2374",12654,"Kano","Dala","SMC","Alkaleri","july",2030,2,-1,1,0.6,5,3866,"scenario 6"
"2375",12655,"Kano","Dala","SMC","Alkaleri","july",2030,3,-1,1,0.6,5,3896,"scenario 6"
"2376",12656,"Kano","Dala","SMC","Alkaleri","july",2030,4,-1,1,0.6,5,3926,"scenario 6"
"2377",1105,"Yobe","Damaturu","SMC","Darazo","july",2020,1,-1,1,0.6,5,186,"scenario 6"
"2378",1106,"Yobe","Damaturu","SMC","Darazo","july",2020,2,-1,1,0.6,5,216,"scenario 6"
"2379",1107,"Yobe","Damaturu","SMC","Darazo","july",2020,3,-1,1,0.6,5,246,"scenario 6"
"2380",1108,"Yobe","Damaturu","SMC","Darazo","july",2020,4,-1,1,0.6,5,276,"scenario 6"
"2381",2325,"Yobe","Damaturu","SMC","Darazo","july",2021,1,-1,1,0.6,5,551,"scenario 6"
"2382",2326,"Yobe","Damaturu","SMC","Darazo","july",2021,2,-1,1,0.6,5,581,"scenario 6"
"2383",2327,"Yobe","Damaturu","SMC","Darazo","july",2021,3,-1,1,0.6,5,611,"scenario 6"
"2384",2328,"Yobe","Damaturu","SMC","Darazo","july",2021,4,-1,1,0.6,5,641,"scenario 6"
"2385",3545,"Yobe","Damaturu","SMC","Darazo","july",2022,1,-1,1,0.6,5,916,"scenario 6"
"2386",3546,"Yobe","Damaturu","SMC","Darazo","july",2022,2,-1,1,0.6,5,946,"scenario 6"
"2387",3547,"Yobe","Damaturu","SMC","Darazo","july",2022,3,-1,1,0.6,5,976,"scenario 6"
"2388",3548,"Yobe","Damaturu","SMC","Darazo","july",2022,4,-1,1,0.6,5,1006,"scenario 6"
"2389",4765,"Yobe","Damaturu","SMC","Darazo","july",2023,1,-1,1,0.6,5,1281,"scenario 6"
"2390",4766,"Yobe","Damaturu","SMC","Darazo","july",2023,2,-1,1,0.6,5,1311,"scenario 6"
"2391",4767,"Yobe","Damaturu","SMC","Darazo","july",2023,3,-1,1,0.6,5,1341,"scenario 6"
"2392",4768,"Yobe","Damaturu","SMC","Darazo","july",2023,4,-1,1,0.6,5,1371,"scenario 6"
"2393",5985,"Yobe","Damaturu","SMC","Darazo","july",2024,1,-1,1,0.6,5,1646,"scenario 6"
"2394",5986,"Yobe","Damaturu","SMC","Darazo","july",2024,2,-1,1,0.6,5,1676,"scenario 6"
"2395",5987,"Yobe","Damaturu","SMC","Darazo","july",2024,3,-1,1,0.6,5,1706,"scenario 6"
"2396",5988,"Yobe","Damaturu","SMC","Darazo","july",2024,4,-1,1,0.6,5,1736,"scenario 6"
"2397",7205,"Yobe","Damaturu","SMC","Darazo","july",2025,1,-1,1,0.6,5,2011,"scenario 6"
"2398",7206,"Yobe","Damaturu","SMC","Darazo","july",2025,2,-1,1,0.6,5,2041,"scenario 6"
"2399",7207,"Yobe","Damaturu","SMC","Darazo","july",2025,3,-1,1,0.6,5,2071,"scenario 6"
"2400",7208,"Yobe","Damaturu","SMC","Darazo","july",2025,4,-1,1,0.6,5,2101,"scenario 6"
"2401",8425,"Yobe","Damaturu","SMC","Darazo","july",2026,1,-1,1,0.6,5,2376,"scenario 6"
"2402",8426,"Yobe","Damaturu","SMC","Darazo","july",2026,2,-1,1,0.6,5,2406,"scenario 6"
"2403",8427,"Yobe","Damaturu","SMC","Darazo","july",2026,3,-1,1,0.6,5,2436,"scenario 6"
"2404",8428,"Yobe","Damaturu","SMC","Darazo","july",2026,4,-1,1,0.6,5,2466,"scenario 6"
"2405",9645,"Yobe","Damaturu","SMC","Darazo","july",2027,1,-1,1,0.6,5,2741,"scenario 6"
"2406",9646,"Yobe","Damaturu","SMC","Darazo","july",2027,2,-1,1,0.6,5,2771,"scenario 6"
"2407",9647,"Yobe","Damaturu","SMC","Darazo","july",2027,3,-1,1,0.6,5,2801,"scenario 6"
"2408",9648,"Yobe","Damaturu","SMC","Darazo","july",2027,4,-1,1,0.6,5,2831,"scenario 6"
"2409",10865,"Yobe","Damaturu","SMC","Darazo","july",2028,1,-1,1,0.6,5,3106,"scenario 6"
"2410",10866,"Yobe","Damaturu","SMC","Darazo","july",2028,2,-1,1,0.6,5,3136,"scenario 6"
"2411",10867,"Yobe","Damaturu","SMC","Darazo","july",2028,3,-1,1,0.6,5,3166,"scenario 6"
"2412",10868,"Yobe","Damaturu","SMC","Darazo","july",2028,4,-1,1,0.6,5,3196,"scenario 6"
"2413",12085,"Yobe","Damaturu","SMC","Darazo","july",2029,1,-1,1,0.6,5,3471,"scenario 6"
"2414",12086,"Yobe","Damaturu","SMC","Darazo","july",2029,2,-1,1,0.6,5,3501,"scenario 6"
"2415",12087,"Yobe","Damaturu","SMC","Darazo","july",2029,3,-1,1,0.6,5,3531,"scenario 6"
"2416",12088,"Yobe","Damaturu","SMC","Darazo","july",2029,4,-1,1,0.6,5,3561,"scenario 6"
"2417",13305,"Yobe","Damaturu","SMC","Darazo","july",2030,1,-1,1,0.6,5,3836,"scenario 6"
"2418",13306,"Yobe","Damaturu","SMC","Darazo","july",2030,2,-1,1,0.6,5,3866,"scenario 6"
"2419",13307,"Yobe","Damaturu","SMC","Darazo","july",2030,3,-1,1,0.6,5,3896,"scenario 6"
"2420",13308,"Yobe","Damaturu","SMC","Darazo","july",2030,4,-1,1,0.6,5,3926,"scenario 6"
"2421",457,"Kano","Dambatta","SMC","Babura","may",2020,1,-1,1,0.6,5,131,"scenario 6"
"2422",458,"Kano","Dambatta","SMC","Babura","may",2020,2,-1,1,0.6,5,161,"scenario 6"
"2423",459,"Kano","Dambatta","SMC","Babura","may",2020,3,-1,1,0.6,5,191,"scenario 6"
"2424",460,"Kano","Dambatta","SMC","Babura","may",2020,4,-1,1,0.6,5,221,"scenario 6"
"2425",1677,"Kano","Dambatta","SMC","Babura","may",2021,1,-1,1,0.6,5,496,"scenario 6"
"2426",1678,"Kano","Dambatta","SMC","Babura","may",2021,2,-1,1,0.6,5,526,"scenario 6"
"2427",1679,"Kano","Dambatta","SMC","Babura","may",2021,3,-1,1,0.6,5,556,"scenario 6"
"2428",1680,"Kano","Dambatta","SMC","Babura","may",2021,4,-1,1,0.6,5,586,"scenario 6"
"2429",2897,"Kano","Dambatta","SMC","Babura","may",2022,1,-1,1,0.6,5,861,"scenario 6"
"2430",2898,"Kano","Dambatta","SMC","Babura","may",2022,2,-1,1,0.6,5,891,"scenario 6"
"2431",2899,"Kano","Dambatta","SMC","Babura","may",2022,3,-1,1,0.6,5,921,"scenario 6"
"2432",2900,"Kano","Dambatta","SMC","Babura","may",2022,4,-1,1,0.6,5,951,"scenario 6"
"2433",4117,"Kano","Dambatta","SMC","Babura","may",2023,1,-1,1,0.6,5,1226,"scenario 6"
"2434",4118,"Kano","Dambatta","SMC","Babura","may",2023,2,-1,1,0.6,5,1256,"scenario 6"
"2435",4119,"Kano","Dambatta","SMC","Babura","may",2023,3,-1,1,0.6,5,1286,"scenario 6"
"2436",4120,"Kano","Dambatta","SMC","Babura","may",2023,4,-1,1,0.6,5,1316,"scenario 6"
"2437",5337,"Kano","Dambatta","SMC","Babura","may",2024,1,-1,1,0.6,5,1591,"scenario 6"
"2438",5338,"Kano","Dambatta","SMC","Babura","may",2024,2,-1,1,0.6,5,1621,"scenario 6"
"2439",5339,"Kano","Dambatta","SMC","Babura","may",2024,3,-1,1,0.6,5,1651,"scenario 6"
"2440",5340,"Kano","Dambatta","SMC","Babura","may",2024,4,-1,1,0.6,5,1681,"scenario 6"
"2441",6557,"Kano","Dambatta","SMC","Babura","may",2025,1,-1,1,0.6,5,1956,"scenario 6"
"2442",6558,"Kano","Dambatta","SMC","Babura","may",2025,2,-1,1,0.6,5,1986,"scenario 6"
"2443",6559,"Kano","Dambatta","SMC","Babura","may",2025,3,-1,1,0.6,5,2016,"scenario 6"
"2444",6560,"Kano","Dambatta","SMC","Babura","may",2025,4,-1,1,0.6,5,2046,"scenario 6"
"2445",7777,"Kano","Dambatta","SMC","Babura","may",2026,1,-1,1,0.6,5,2321,"scenario 6"
"2446",7778,"Kano","Dambatta","SMC","Babura","may",2026,2,-1,1,0.6,5,2351,"scenario 6"
"2447",7779,"Kano","Dambatta","SMC","Babura","may",2026,3,-1,1,0.6,5,2381,"scenario 6"
"2448",7780,"Kano","Dambatta","SMC","Babura","may",2026,4,-1,1,0.6,5,2411,"scenario 6"
"2449",8997,"Kano","Dambatta","SMC","Babura","may",2027,1,-1,1,0.6,5,2686,"scenario 6"
"2450",8998,"Kano","Dambatta","SMC","Babura","may",2027,2,-1,1,0.6,5,2716,"scenario 6"
"2451",8999,"Kano","Dambatta","SMC","Babura","may",2027,3,-1,1,0.6,5,2746,"scenario 6"
"2452",9000,"Kano","Dambatta","SMC","Babura","may",2027,4,-1,1,0.6,5,2776,"scenario 6"
"2453",10217,"Kano","Dambatta","SMC","Babura","may",2028,1,-1,1,0.6,5,3051,"scenario 6"
"2454",10218,"Kano","Dambatta","SMC","Babura","may",2028,2,-1,1,0.6,5,3081,"scenario 6"
"2455",10219,"Kano","Dambatta","SMC","Babura","may",2028,3,-1,1,0.6,5,3111,"scenario 6"
"2456",10220,"Kano","Dambatta","SMC","Babura","may",2028,4,-1,1,0.6,5,3141,"scenario 6"
"2457",11437,"Kano","Dambatta","SMC","Babura","may",2029,1,-1,1,0.6,5,3416,"scenario 6"
"2458",11438,"Kano","Dambatta","SMC","Babura","may",2029,2,-1,1,0.6,5,3446,"scenario 6"
"2459",11439,"Kano","Dambatta","SMC","Babura","may",2029,3,-1,1,0.6,5,3476,"scenario 6"
"2460",11440,"Kano","Dambatta","SMC","Babura","may",2029,4,-1,1,0.6,5,3506,"scenario 6"
"2461",12657,"Kano","Dambatta","SMC","Babura","may",2030,1,-1,1,0.6,5,3781,"scenario 6"
"2462",12658,"Kano","Dambatta","SMC","Babura","may",2030,2,-1,1,0.6,5,3811,"scenario 6"
"2463",12659,"Kano","Dambatta","SMC","Babura","may",2030,3,-1,1,0.6,5,3841,"scenario 6"
"2464",12660,"Kano","Dambatta","SMC","Babura","may",2030,4,-1,1,0.6,5,3871,"scenario 6"
"2465",101,"Borno","Damboa","SMC","Darazo","july",2020,1,-1,1,0.6,5,186,"scenario 6"
"2466",102,"Borno","Damboa","SMC","Darazo","july",2020,2,-1,1,0.6,5,216,"scenario 6"
"2467",103,"Borno","Damboa","SMC","Darazo","july",2020,3,-1,1,0.6,5,246,"scenario 6"
"2468",104,"Borno","Damboa","SMC","Darazo","july",2020,4,-1,1,0.6,5,276,"scenario 6"
"2469",1321,"Borno","Damboa","SMC","Darazo","july",2021,1,-1,1,0.6,5,551,"scenario 6"
"2470",1322,"Borno","Damboa","SMC","Darazo","july",2021,2,-1,1,0.6,5,581,"scenario 6"
"2471",1323,"Borno","Damboa","SMC","Darazo","july",2021,3,-1,1,0.6,5,611,"scenario 6"
"2472",1324,"Borno","Damboa","SMC","Darazo","july",2021,4,-1,1,0.6,5,641,"scenario 6"
"2473",2541,"Borno","Damboa","SMC","Darazo","july",2022,1,-1,1,0.6,5,916,"scenario 6"
"2474",2542,"Borno","Damboa","SMC","Darazo","july",2022,2,-1,1,0.6,5,946,"scenario 6"
"2475",2543,"Borno","Damboa","SMC","Darazo","july",2022,3,-1,1,0.6,5,976,"scenario 6"
"2476",2544,"Borno","Damboa","SMC","Darazo","july",2022,4,-1,1,0.6,5,1006,"scenario 6"
"2477",3761,"Borno","Damboa","SMC","Darazo","july",2023,1,-1,1,0.6,5,1281,"scenario 6"
"2478",3762,"Borno","Damboa","SMC","Darazo","july",2023,2,-1,1,0.6,5,1311,"scenario 6"
"2479",3763,"Borno","Damboa","SMC","Darazo","july",2023,3,-1,1,0.6,5,1341,"scenario 6"
"2480",3764,"Borno","Damboa","SMC","Darazo","july",2023,4,-1,1,0.6,5,1371,"scenario 6"
"2481",4981,"Borno","Damboa","SMC","Darazo","july",2024,1,-1,1,0.6,5,1646,"scenario 6"
"2482",4982,"Borno","Damboa","SMC","Darazo","july",2024,2,-1,1,0.6,5,1676,"scenario 6"
"2483",4983,"Borno","Damboa","SMC","Darazo","july",2024,3,-1,1,0.6,5,1706,"scenario 6"
"2484",4984,"Borno","Damboa","SMC","Darazo","july",2024,4,-1,1,0.6,5,1736,"scenario 6"
"2485",6201,"Borno","Damboa","SMC","Darazo","july",2025,1,-1,1,0.6,5,2011,"scenario 6"
"2486",6202,"Borno","Damboa","SMC","Darazo","july",2025,2,-1,1,0.6,5,2041,"scenario 6"
"2487",6203,"Borno","Damboa","SMC","Darazo","july",2025,3,-1,1,0.6,5,2071,"scenario 6"
"2488",6204,"Borno","Damboa","SMC","Darazo","july",2025,4,-1,1,0.6,5,2101,"scenario 6"
"2489",7421,"Borno","Damboa","SMC","Darazo","july",2026,1,-1,1,0.6,5,2376,"scenario 6"
"2490",7422,"Borno","Damboa","SMC","Darazo","july",2026,2,-1,1,0.6,5,2406,"scenario 6"
"2491",7423,"Borno","Damboa","SMC","Darazo","july",2026,3,-1,1,0.6,5,2436,"scenario 6"
"2492",7424,"Borno","Damboa","SMC","Darazo","july",2026,4,-1,1,0.6,5,2466,"scenario 6"
"2493",8641,"Borno","Damboa","SMC","Darazo","july",2027,1,-1,1,0.6,5,2741,"scenario 6"
"2494",8642,"Borno","Damboa","SMC","Darazo","july",2027,2,-1,1,0.6,5,2771,"scenario 6"
"2495",8643,"Borno","Damboa","SMC","Darazo","july",2027,3,-1,1,0.6,5,2801,"scenario 6"
"2496",8644,"Borno","Damboa","SMC","Darazo","july",2027,4,-1,1,0.6,5,2831,"scenario 6"
"2497",9861,"Borno","Damboa","SMC","Darazo","july",2028,1,-1,1,0.6,5,3106,"scenario 6"
"2498",9862,"Borno","Damboa","SMC","Darazo","july",2028,2,-1,1,0.6,5,3136,"scenario 6"
"2499",9863,"Borno","Damboa","SMC","Darazo","july",2028,3,-1,1,0.6,5,3166,"scenario 6"
"2500",9864,"Borno","Damboa","SMC","Darazo","july",2028,4,-1,1,0.6,5,3196,"scenario 6"
"2501",11081,"Borno","Damboa","SMC","Darazo","july",2029,1,-1,1,0.6,5,3471,"scenario 6"
"2502",11082,"Borno","Damboa","SMC","Darazo","july",2029,2,-1,1,0.6,5,3501,"scenario 6"
"2503",11083,"Borno","Damboa","SMC","Darazo","july",2029,3,-1,1,0.6,5,3531,"scenario 6"
"2504",11084,"Borno","Damboa","SMC","Darazo","july",2029,4,-1,1,0.6,5,3561,"scenario 6"
"2505",12301,"Borno","Damboa","SMC","Darazo","july",2030,1,-1,1,0.6,5,3836,"scenario 6"
"2506",12302,"Borno","Damboa","SMC","Darazo","july",2030,2,-1,1,0.6,5,3866,"scenario 6"
"2507",12303,"Borno","Damboa","SMC","Darazo","july",2030,3,-1,1,0.6,5,3896,"scenario 6"
"2508",12304,"Borno","Damboa","SMC","Darazo","july",2030,4,-1,1,0.6,5,3926,"scenario 6"
"2509",629,"Katsina","Dan Musa","SMC","Rimi","march",2020,1,-1,1,0.6,5,131,"scenario 6"
"2510",630,"Katsina","Dan Musa","SMC","Rimi","march",2020,2,-1,1,0.6,5,161,"scenario 6"
"2511",631,"Katsina","Dan Musa","SMC","Rimi","march",2020,3,-1,1,0.6,5,191,"scenario 6"
"2512",632,"Katsina","Dan Musa","SMC","Rimi","march",2020,4,-1,1,0.6,5,221,"scenario 6"
"2513",1849,"Katsina","Dan Musa","SMC","Rimi","march",2021,1,-1,1,0.6,5,496,"scenario 6"
"2514",1850,"Katsina","Dan Musa","SMC","Rimi","march",2021,2,-1,1,0.6,5,526,"scenario 6"
"2515",1851,"Katsina","Dan Musa","SMC","Rimi","march",2021,3,-1,1,0.6,5,556,"scenario 6"
"2516",1852,"Katsina","Dan Musa","SMC","Rimi","march",2021,4,-1,1,0.6,5,586,"scenario 6"
"2517",3069,"Katsina","Dan Musa","SMC","Rimi","march",2022,1,-1,1,0.6,5,861,"scenario 6"
"2518",3070,"Katsina","Dan Musa","SMC","Rimi","march",2022,2,-1,1,0.6,5,891,"scenario 6"
"2519",3071,"Katsina","Dan Musa","SMC","Rimi","march",2022,3,-1,1,0.6,5,921,"scenario 6"
"2520",3072,"Katsina","Dan Musa","SMC","Rimi","march",2022,4,-1,1,0.6,5,951,"scenario 6"
"2521",4289,"Katsina","Dan Musa","SMC","Rimi","march",2023,1,-1,1,0.6,5,1226,"scenario 6"
"2522",4290,"Katsina","Dan Musa","SMC","Rimi","march",2023,2,-1,1,0.6,5,1256,"scenario 6"
"2523",4291,"Katsina","Dan Musa","SMC","Rimi","march",2023,3,-1,1,0.6,5,1286,"scenario 6"
"2524",4292,"Katsina","Dan Musa","SMC","Rimi","march",2023,4,-1,1,0.6,5,1316,"scenario 6"
"2525",5509,"Katsina","Dan Musa","SMC","Rimi","march",2024,1,-1,1,0.6,5,1591,"scenario 6"
"2526",5510,"Katsina","Dan Musa","SMC","Rimi","march",2024,2,-1,1,0.6,5,1621,"scenario 6"
"2527",5511,"Katsina","Dan Musa","SMC","Rimi","march",2024,3,-1,1,0.6,5,1651,"scenario 6"
"2528",5512,"Katsina","Dan Musa","SMC","Rimi","march",2024,4,-1,1,0.6,5,1681,"scenario 6"
"2529",6729,"Katsina","Dan Musa","SMC","Rimi","march",2025,1,-1,1,0.6,5,1956,"scenario 6"
"2530",6730,"Katsina","Dan Musa","SMC","Rimi","march",2025,2,-1,1,0.6,5,1986,"scenario 6"
"2531",6731,"Katsina","Dan Musa","SMC","Rimi","march",2025,3,-1,1,0.6,5,2016,"scenario 6"
"2532",6732,"Katsina","Dan Musa","SMC","Rimi","march",2025,4,-1,1,0.6,5,2046,"scenario 6"
"2533",7949,"Katsina","Dan Musa","SMC","Rimi","march",2026,1,-1,1,0.6,5,2321,"scenario 6"
"2534",7950,"Katsina","Dan Musa","SMC","Rimi","march",2026,2,-1,1,0.6,5,2351,"scenario 6"
"2535",7951,"Katsina","Dan Musa","SMC","Rimi","march",2026,3,-1,1,0.6,5,2381,"scenario 6"
"2536",7952,"Katsina","Dan Musa","SMC","Rimi","march",2026,4,-1,1,0.6,5,2411,"scenario 6"
"2537",9169,"Katsina","Dan Musa","SMC","Rimi","march",2027,1,-1,1,0.6,5,2686,"scenario 6"
"2538",9170,"Katsina","Dan Musa","SMC","Rimi","march",2027,2,-1,1,0.6,5,2716,"scenario 6"
"2539",9171,"Katsina","Dan Musa","SMC","Rimi","march",2027,3,-1,1,0.6,5,2746,"scenario 6"
"2540",9172,"Katsina","Dan Musa","SMC","Rimi","march",2027,4,-1,1,0.6,5,2776,"scenario 6"
"2541",10389,"Katsina","Dan Musa","SMC","Rimi","march",2028,1,-1,1,0.6,5,3051,"scenario 6"
"2542",10390,"Katsina","Dan Musa","SMC","Rimi","march",2028,2,-1,1,0.6,5,3081,"scenario 6"
"2543",10391,"Katsina","Dan Musa","SMC","Rimi","march",2028,3,-1,1,0.6,5,3111,"scenario 6"
"2544",10392,"Katsina","Dan Musa","SMC","Rimi","march",2028,4,-1,1,0.6,5,3141,"scenario 6"
"2545",11609,"Katsina","Dan Musa","SMC","Rimi","march",2029,1,-1,1,0.6,5,3416,"scenario 6"
"2546",11610,"Katsina","Dan Musa","SMC","Rimi","march",2029,2,-1,1,0.6,5,3446,"scenario 6"
"2547",11611,"Katsina","Dan Musa","SMC","Rimi","march",2029,3,-1,1,0.6,5,3476,"scenario 6"
"2548",11612,"Katsina","Dan Musa","SMC","Rimi","march",2029,4,-1,1,0.6,5,3506,"scenario 6"
"2549",12829,"Katsina","Dan Musa","SMC","Rimi","march",2030,1,-1,1,0.6,5,3781,"scenario 6"
"2550",12830,"Katsina","Dan Musa","SMC","Rimi","march",2030,2,-1,1,0.6,5,3811,"scenario 6"
"2551",12831,"Katsina","Dan Musa","SMC","Rimi","march",2030,3,-1,1,0.6,5,3841,"scenario 6"
"2552",12832,"Katsina","Dan Musa","SMC","Rimi","march",2030,4,-1,1,0.6,5,3871,"scenario 6"
"2553",769,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2020,1,-1,1,0.6,5,223,"scenario 6"
"2554",770,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2020,2,-1,1,0.6,5,253,"scenario 6"
"2555",771,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2020,3,-1,1,0.6,5,283,"scenario 6"
"2556",772,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2020,4,-1,1,0.6,5,313,"scenario 6"
"2557",1989,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2021,1,-1,1,0.6,5,588,"scenario 6"
"2558",1990,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2021,2,-1,1,0.6,5,618,"scenario 6"
"2559",1991,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2021,3,-1,1,0.6,5,648,"scenario 6"
"2560",1992,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2021,4,-1,1,0.6,5,678,"scenario 6"
"2561",3209,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2022,1,-1,1,0.6,5,953,"scenario 6"
"2562",3210,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2022,2,-1,1,0.6,5,983,"scenario 6"
"2563",3211,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2022,3,-1,1,0.6,5,1013,"scenario 6"
"2564",3212,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2022,4,-1,1,0.6,5,1043,"scenario 6"
"2565",4429,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2023,1,-1,1,0.6,5,1318,"scenario 6"
"2566",4430,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2023,2,-1,1,0.6,5,1348,"scenario 6"
"2567",4431,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2023,3,-1,1,0.6,5,1378,"scenario 6"
"2568",4432,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2023,4,-1,1,0.6,5,1408,"scenario 6"
"2569",5649,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2024,1,-1,1,0.6,5,1683,"scenario 6"
"2570",5650,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2024,2,-1,1,0.6,5,1713,"scenario 6"
"2571",5651,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2024,3,-1,1,0.6,5,1743,"scenario 6"
"2572",5652,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2024,4,-1,1,0.6,5,1773,"scenario 6"
"2573",6869,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2025,1,-1,1,0.6,5,2048,"scenario 6"
"2574",6870,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2025,2,-1,1,0.6,5,2078,"scenario 6"
"2575",6871,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2025,3,-1,1,0.6,5,2108,"scenario 6"
"2576",6872,"Kebbi","Dandi","SMC","Birnin Kebbi","august",2025,4,-1,1,0.6,5,2138,"scenario 6"
