"","X1","adm1","LGA","smc_plan1","repDS","peak","year","round","duration","coverage_high_access","coverage_low_access","max_age","simday","scenario"
"1",1,"Borno","Abadam","SMC","Babura","may",2020,1,-1,1,0.6,5,131,"scenario 7"
"2",2,"Borno","Abadam","SMC","Babura","may",2020,2,-1,1,0.6,5,161,"scenario 7"
"3",3,"Borno","Abadam","SMC","Babura","may",2020,3,-1,1,0.6,5,191,"scenario 7"
"4",4,"Borno","Abadam","SMC","Babura","may",2020,4,-1,1,0.6,5,221,"scenario 7"
"5",865,"Borno","Abadam","SMC","Babura","may",2021,1,-1,1,0.6,5,496,"scenario 7"
"6",866,"Borno","Abadam","SMC","Babura","may",2021,2,-1,1,0.6,5,526,"scenario 7"
"7",867,"Borno","Abadam","SMC","Babura","may",2021,3,-1,1,0.6,5,556,"scenario 7"
"8",868,"Borno","Abadam","SMC","Babura","may",2021,4,-1,1,0.6,5,586,"scenario 7"
"9",1729,"Borno","Abadam","SMC","Babura","may",2022,1,-1,1,0.6,5,861,"scenario 7"
"10",1730,"Borno","Abadam","SMC","Babura","may",2022,2,-1,1,0.6,5,891,"scenario 7"
"11",1731,"Borno","Abadam","SMC","Babura","may",2022,3,-1,1,0.6,5,921,"scenario 7"
"12",1732,"Borno","Abadam","SMC","Babura","may",2022,4,-1,1,0.6,5,951,"scenario 7"
"13",2593,"Borno","Abadam","SMC","Babura","may",2023,1,-1,1,0.6,5,1226,"scenario 7"
"14",2594,"Borno","Abadam","SMC","Babura","may",2023,2,-1,1,0.6,5,1256,"scenario 7"
"15",2595,"Borno","Abadam","SMC","Babura","may",2023,3,-1,1,0.6,5,1286,"scenario 7"
"16",2596,"Borno","Abadam","SMC","Babura","may",2023,4,-1,1,0.6,5,1316,"scenario 7"
"17",3457,"Borno","Abadam","SMC","Babura","may",2024,1,-1,1,0.6,5,1591,"scenario 7"
"18",3458,"Borno","Abadam","SMC","Babura","may",2024,2,-1,1,0.6,5,1621,"scenario 7"
"19",3459,"Borno","Abadam","SMC","Babura","may",2024,3,-1,1,0.6,5,1651,"scenario 7"
"20",3460,"Borno","Abadam","SMC","Babura","may",2024,4,-1,1,0.6,5,1681,"scenario 7"
"21",4321,"Borno","Abadam","SMC","Babura","may",2025,1,-1,1,0.6,5,1956,"scenario 7"
"22",4322,"Borno","Abadam","SMC","Babura","may",2025,2,-1,1,0.6,5,1986,"scenario 7"
"23",4323,"Borno","Abadam","SMC","Babura","may",2025,3,-1,1,0.6,5,2016,"scenario 7"
"24",4324,"Borno","Abadam","SMC","Babura","may",2025,4,-1,1,0.6,5,2046,"scenario 7"
"25",5185,"Borno","Abadam","SMC","Babura","may",2026,1,-1,1,0.6,5,2321,"scenario 7"
"26",5186,"Borno","Abadam","SMC","Babura","may",2026,2,-1,1,0.6,5,2351,"scenario 7"
"27",5187,"Borno","Abadam","SMC","Babura","may",2026,3,-1,1,0.6,5,2381,"scenario 7"
"28",5188,"Borno","Abadam","SMC","Babura","may",2026,4,-1,1,0.6,5,2411,"scenario 7"
"29",6049,"Borno","Abadam","SMC","Babura","may",2027,1,-1,1,0.6,5,2686,"scenario 7"
"30",6050,"Borno","Abadam","SMC","Babura","may",2027,2,-1,1,0.6,5,2716,"scenario 7"
"31",6051,"Borno","Abadam","SMC","Babura","may",2027,3,-1,1,0.6,5,2746,"scenario 7"
"32",6052,"Borno","Abadam","SMC","Babura","may",2027,4,-1,1,0.6,5,2776,"scenario 7"
"33",6913,"Borno","Abadam","SMC","Babura","may",2028,1,-1,1,0.6,5,3051,"scenario 7"
"34",6914,"Borno","Abadam","SMC","Babura","may",2028,2,-1,1,0.6,5,3081,"scenario 7"
"35",6915,"Borno","Abadam","SMC","Babura","may",2028,3,-1,1,0.6,5,3111,"scenario 7"
"36",6916,"Borno","Abadam","SMC","Babura","may",2028,4,-1,1,0.6,5,3141,"scenario 7"
"37",7777,"Borno","Abadam","SMC","Babura","may",2029,1,-1,1,0.6,5,3416,"scenario 7"
"38",7778,"Borno","Abadam","SMC","Babura","may",2029,2,-1,1,0.6,5,3446,"scenario 7"
"39",7779,"Borno","Abadam","SMC","Babura","may",2029,3,-1,1,0.6,5,3476,"scenario 7"
"40",7780,"Borno","Abadam","SMC","Babura","may",2029,4,-1,1,0.6,5,3506,"scenario 7"
"41",8641,"Borno","Abadam","SMC","Babura","may",2030,1,-1,1,0.6,5,3781,"scenario 7"
"42",8642,"Borno","Abadam","SMC","Babura","may",2030,2,-1,1,0.6,5,3811,"scenario 7"
"43",8643,"Borno","Abadam","SMC","Babura","may",2030,3,-1,1,0.6,5,3841,"scenario 7"
"44",8644,"Borno","Abadam","SMC","Babura","may",2030,4,-1,1,0.6,5,3871,"scenario 7"
"45",217,"Kano","Ajingi","SMC","Taura","july",2020,1,-1,1,0.6,5,186,"scenario 7"
"46",218,"Kano","Ajingi","SMC","Taura","july",2020,2,-1,1,0.6,5,216,"scenario 7"
"47",219,"Kano","Ajingi","SMC","Taura","july",2020,3,-1,1,0.6,5,246,"scenario 7"
"48",220,"Kano","Ajingi","SMC","Taura","july",2020,4,-1,1,0.6,5,276,"scenario 7"
"49",1081,"Kano","Ajingi","SMC","Taura","july",2021,1,-1,1,0.6,5,551,"scenario 7"
"50",1082,"Kano","Ajingi","SMC","Taura","july",2021,2,-1,1,0.6,5,581,"scenario 7"
"51",1083,"Kano","Ajingi","SMC","Taura","july",2021,3,-1,1,0.6,5,611,"scenario 7"
"52",1084,"Kano","Ajingi","SMC","Taura","july",2021,4,-1,1,0.6,5,641,"scenario 7"
"53",1945,"Kano","Ajingi","SMC","Taura","july",2022,1,-1,1,0.6,5,916,"scenario 7"
"54",1946,"Kano","Ajingi","SMC","Taura","july",2022,2,-1,1,0.6,5,946,"scenario 7"
"55",1947,"Kano","Ajingi","SMC","Taura","july",2022,3,-1,1,0.6,5,976,"scenario 7"
"56",1948,"Kano","Ajingi","SMC","Taura","july",2022,4,-1,1,0.6,5,1006,"scenario 7"
"57",2809,"Kano","Ajingi","SMC","Taura","july",2023,1,-1,1,0.6,5,1281,"scenario 7"
"58",2810,"Kano","Ajingi","SMC","Taura","july",2023,2,-1,1,0.6,5,1311,"scenario 7"
"59",2811,"Kano","Ajingi","SMC","Taura","july",2023,3,-1,1,0.6,5,1341,"scenario 7"
"60",2812,"Kano","Ajingi","SMC","Taura","july",2023,4,-1,1,0.6,5,1371,"scenario 7"
"61",3673,"Kano","Ajingi","SMC","Taura","july",2024,1,-1,1,0.6,5,1646,"scenario 7"
"62",3674,"Kano","Ajingi","SMC","Taura","july",2024,2,-1,1,0.6,5,1676,"scenario 7"
"63",3675,"Kano","Ajingi","SMC","Taura","july",2024,3,-1,1,0.6,5,1706,"scenario 7"
"64",3676,"Kano","Ajingi","SMC","Taura","july",2024,4,-1,1,0.6,5,1736,"scenario 7"
"65",4537,"Kano","Ajingi","SMC","Taura","july",2025,1,-1,1,0.6,5,2011,"scenario 7"
"66",4538,"Kano","Ajingi","SMC","Taura","july",2025,2,-1,1,0.6,5,2041,"scenario 7"
"67",4539,"Kano","Ajingi","SMC","Taura","july",2025,3,-1,1,0.6,5,2071,"scenario 7"
"68",4540,"Kano","Ajingi","SMC","Taura","july",2025,4,-1,1,0.6,5,2101,"scenario 7"
"69",5401,"Kano","Ajingi","SMC","Taura","july",2026,1,-1,1,0.6,5,2376,"scenario 7"
"70",5402,"Kano","Ajingi","SMC","Taura","july",2026,2,-1,1,0.6,5,2406,"scenario 7"
"71",5403,"Kano","Ajingi","SMC","Taura","july",2026,3,-1,1,0.6,5,2436,"scenario 7"
"72",5404,"Kano","Ajingi","SMC","Taura","july",2026,4,-1,1,0.6,5,2466,"scenario 7"
"73",6265,"Kano","Ajingi","SMC","Taura","july",2027,1,-1,1,0.6,5,2741,"scenario 7"
"74",6266,"Kano","Ajingi","SMC","Taura","july",2027,2,-1,1,0.6,5,2771,"scenario 7"
"75",6267,"Kano","Ajingi","SMC","Taura","july",2027,3,-1,1,0.6,5,2801,"scenario 7"
"76",6268,"Kano","Ajingi","SMC","Taura","july",2027,4,-1,1,0.6,5,2831,"scenario 7"
"77",7129,"Kano","Ajingi","SMC","Taura","july",2028,1,-1,1,0.6,5,3106,"scenario 7"
"78",7130,"Kano","Ajingi","SMC","Taura","july",2028,2,-1,1,0.6,5,3136,"scenario 7"
"79",7131,"Kano","Ajingi","SMC","Taura","july",2028,3,-1,1,0.6,5,3166,"scenario 7"
"80",7132,"Kano","Ajingi","SMC","Taura","july",2028,4,-1,1,0.6,5,3196,"scenario 7"
"81",7993,"Kano","Ajingi","SMC","Taura","july",2029,1,-1,1,0.6,5,3471,"scenario 7"
"82",7994,"Kano","Ajingi","SMC","Taura","july",2029,2,-1,1,0.6,5,3501,"scenario 7"
"83",7995,"Kano","Ajingi","SMC","Taura","july",2029,3,-1,1,0.6,5,3531,"scenario 7"
"84",7996,"Kano","Ajingi","SMC","Taura","july",2029,4,-1,1,0.6,5,3561,"scenario 7"
"85",8857,"Kano","Ajingi","SMC","Taura","july",2030,1,-1,1,0.6,5,3836,"scenario 7"
"86",8858,"Kano","Ajingi","SMC","Taura","july",2030,2,-1,1,0.6,5,3866,"scenario 7"
"87",8859,"Kano","Ajingi","SMC","Taura","july",2030,3,-1,1,0.6,5,3896,"scenario 7"
"88",8860,"Kano","Ajingi","SMC","Taura","july",2030,4,-1,1,0.6,5,3926,"scenario 7"
"89",221,"Kano","Albasu","SMC","Takali","september",2020,1,-1,1,0.6,5,250,"scenario 7"
"90",222,"Kano","Albasu","SMC","Takali","september",2020,2,-1,1,0.6,5,280,"scenario 7"
"91",223,"Kano","Albasu","SMC","Takali","september",2020,3,-1,1,0.6,5,310,"scenario 7"
"92",224,"Kano","Albasu","SMC","Takali","september",2020,4,-1,1,0.6,5,340,"scenario 7"
"93",1085,"Kano","Albasu","SMC","Takali","september",2021,1,-1,1,0.6,5,615,"scenario 7"
"94",1086,"Kano","Albasu","SMC","Takali","september",2021,2,-1,1,0.6,5,645,"scenario 7"
"95",1087,"Kano","Albasu","SMC","Takali","september",2021,3,-1,1,0.6,5,675,"scenario 7"
"96",1088,"Kano","Albasu","SMC","Takali","september",2021,4,-1,1,0.6,5,705,"scenario 7"
"97",1949,"Kano","Albasu","SMC","Takali","september",2022,1,-1,1,0.6,5,980,"scenario 7"
"98",1950,"Kano","Albasu","SMC","Takali","september",2022,2,-1,1,0.6,5,1010,"scenario 7"
"99",1951,"Kano","Albasu","SMC","Takali","september",2022,3,-1,1,0.6,5,1040,"scenario 7"
"100",1952,"Kano","Albasu","SMC","Takali","september",2022,4,-1,1,0.6,5,1070,"scenario 7"
"101",2813,"Kano","Albasu","SMC","Takali","september",2023,1,-1,1,0.6,5,1345,"scenario 7"
"102",2814,"Kano","Albasu","SMC","Takali","september",2023,2,-1,1,0.6,5,1375,"scenario 7"
"103",2815,"Kano","Albasu","SMC","Takali","september",2023,3,-1,1,0.6,5,1405,"scenario 7"
"104",2816,"Kano","Albasu","SMC","Takali","september",2023,4,-1,1,0.6,5,1435,"scenario 7"
"105",3677,"Kano","Albasu","SMC","Takali","september",2024,1,-1,1,0.6,5,1710,"scenario 7"
"106",3678,"Kano","Albasu","SMC","Takali","september",2024,2,-1,1,0.6,5,1740,"scenario 7"
"107",3679,"Kano","Albasu","SMC","Takali","september",2024,3,-1,1,0.6,5,1770,"scenario 7"
"108",3680,"Kano","Albasu","SMC","Takali","september",2024,4,-1,1,0.6,5,1800,"scenario 7"
"109",4541,"Kano","Albasu","SMC","Takali","september",2025,1,-1,1,0.6,5,2075,"scenario 7"
"110",4542,"Kano","Albasu","SMC","Takali","september",2025,2,-1,1,0.6,5,2105,"scenario 7"
"111",4543,"Kano","Albasu","SMC","Takali","september",2025,3,-1,1,0.6,5,2135,"scenario 7"
"112",4544,"Kano","Albasu","SMC","Takali","september",2025,4,-1,1,0.6,5,2165,"scenario 7"
"113",5405,"Kano","Albasu","SMC","Takali","september",2026,1,-1,1,0.6,5,2440,"scenario 7"
"114",5406,"Kano","Albasu","SMC","Takali","september",2026,2,-1,1,0.6,5,2470,"scenario 7"
"115",5407,"Kano","Albasu","SMC","Takali","september",2026,3,-1,1,0.6,5,2500,"scenario 7"
"116",5408,"Kano","Albasu","SMC","Takali","september",2026,4,-1,1,0.6,5,2530,"scenario 7"
"117",6269,"Kano","Albasu","SMC","Takali","september",2027,1,-1,1,0.6,5,2805,"scenario 7"
"118",6270,"Kano","Albasu","SMC","Takali","september",2027,2,-1,1,0.6,5,2835,"scenario 7"
"119",6271,"Kano","Albasu","SMC","Takali","september",2027,3,-1,1,0.6,5,2865,"scenario 7"
"120",6272,"Kano","Albasu","SMC","Takali","september",2027,4,-1,1,0.6,5,2895,"scenario 7"
"121",7133,"Kano","Albasu","SMC","Takali","september",2028,1,-1,1,0.6,5,3170,"scenario 7"
"122",7134,"Kano","Albasu","SMC","Takali","september",2028,2,-1,1,0.6,5,3200,"scenario 7"
"123",7135,"Kano","Albasu","SMC","Takali","september",2028,3,-1,1,0.6,5,3230,"scenario 7"
"124",7136,"Kano","Albasu","SMC","Takali","september",2028,4,-1,1,0.6,5,3260,"scenario 7"
"125",7997,"Kano","Albasu","SMC","Takali","september",2029,1,-1,1,0.6,5,3535,"scenario 7"
"126",7998,"Kano","Albasu","SMC","Takali","september",2029,2,-1,1,0.6,5,3565,"scenario 7"
"127",7999,"Kano","Albasu","SMC","Takali","september",2029,3,-1,1,0.6,5,3595,"scenario 7"
"128",8000,"Kano","Albasu","SMC","Takali","september",2029,4,-1,1,0.6,5,3625,"scenario 7"
"129",8861,"Kano","Albasu","SMC","Takali","september",2030,1,-1,1,0.6,5,3900,"scenario 7"
"130",8862,"Kano","Albasu","SMC","Takali","september",2030,2,-1,1,0.6,5,3930,"scenario 7"
"131",8863,"Kano","Albasu","SMC","Takali","september",2030,3,-1,1,0.6,5,3960,"scenario 7"
"132",8864,"Kano","Albasu","SMC","Takali","september",2030,4,-1,1,0.6,5,3990,"scenario 7"
"133",529,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2020,1,-1,1,0.6,5,223,"scenario 7"
"134",530,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2020,2,-1,1,0.6,5,253,"scenario 7"
"135",531,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2020,3,-1,1,0.6,5,283,"scenario 7"
"136",532,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2020,4,-1,1,0.6,5,313,"scenario 7"
"137",1393,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2021,1,-1,1,0.6,5,588,"scenario 7"
"138",1394,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2021,2,-1,1,0.6,5,618,"scenario 7"
"139",1395,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2021,3,-1,1,0.6,5,648,"scenario 7"
"140",1396,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2021,4,-1,1,0.6,5,678,"scenario 7"
"141",2257,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2022,1,-1,1,0.6,5,953,"scenario 7"
"142",2258,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2022,2,-1,1,0.6,5,983,"scenario 7"
"143",2259,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2022,3,-1,1,0.6,5,1013,"scenario 7"
"144",2260,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2022,4,-1,1,0.6,5,1043,"scenario 7"
"145",3121,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2023,1,-1,1,0.6,5,1318,"scenario 7"
"146",3122,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2023,2,-1,1,0.6,5,1348,"scenario 7"
"147",3123,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2023,3,-1,1,0.6,5,1378,"scenario 7"
"148",3124,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2023,4,-1,1,0.6,5,1408,"scenario 7"
"149",3985,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2024,1,-1,1,0.6,5,1683,"scenario 7"
"150",3986,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2024,2,-1,1,0.6,5,1713,"scenario 7"
"151",3987,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2024,3,-1,1,0.6,5,1743,"scenario 7"
"152",3988,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2024,4,-1,1,0.6,5,1773,"scenario 7"
"153",4849,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2025,1,-1,1,0.6,5,2048,"scenario 7"
"154",4850,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2025,2,-1,1,0.6,5,2078,"scenario 7"
"155",4851,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2025,3,-1,1,0.6,5,2108,"scenario 7"
"156",4852,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2025,4,-1,1,0.6,5,2138,"scenario 7"
"157",5713,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2026,1,-1,1,0.6,5,2413,"scenario 7"
"158",5714,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2026,2,-1,1,0.6,5,2443,"scenario 7"
"159",5715,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2026,3,-1,1,0.6,5,2473,"scenario 7"
"160",5716,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2026,4,-1,1,0.6,5,2503,"scenario 7"
"161",6577,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2027,1,-1,1,0.6,5,2778,"scenario 7"
"162",6578,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2027,2,-1,1,0.6,5,2808,"scenario 7"
"163",6579,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2027,3,-1,1,0.6,5,2838,"scenario 7"
"164",6580,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2027,4,-1,1,0.6,5,2868,"scenario 7"
"165",7441,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2028,1,-1,1,0.6,5,3143,"scenario 7"
"166",7442,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2028,2,-1,1,0.6,5,3173,"scenario 7"
"167",7443,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2028,3,-1,1,0.6,5,3203,"scenario 7"
"168",7444,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2028,4,-1,1,0.6,5,3233,"scenario 7"
"169",8305,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2029,1,-1,1,0.6,5,3508,"scenario 7"
"170",8306,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2029,2,-1,1,0.6,5,3538,"scenario 7"
"171",8307,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2029,3,-1,1,0.6,5,3568,"scenario 7"
"172",8308,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2029,4,-1,1,0.6,5,3598,"scenario 7"
"173",9169,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2030,1,-1,1,0.6,5,3873,"scenario 7"
"174",9170,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2030,2,-1,1,0.6,5,3903,"scenario 7"
"175",9171,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2030,3,-1,1,0.6,5,3933,"scenario 7"
"176",9172,"Kebbi","Aleiro","SMC","Birnin Kebbi","august",2030,4,-1,1,0.6,5,3963,"scenario 7"
"177",809,"Zamfara","Anka","SMC","Darazo","july",2020,1,-1,1,0.854974705,5,186,"scenario 7"
"178",810,"Zamfara","Anka","SMC","Darazo","july",2020,2,-1,1,0.927487352,5,214,"scenario 7"
"179",811,"Zamfara","Anka","SMC","Darazo","july",2020,3,-1,1,0.937605396,5,242,"scenario 7"
"180",812,"Zamfara","Anka","SMC","Darazo","july",2020,4,-1,1,0.6,5,270,"scenario 7"
"181",1673,"Zamfara","Anka","SMC","Darazo","july",2021,1,-1,1,0.854974705,5,551,"scenario 7"
"182",1674,"Zamfara","Anka","SMC","Darazo","july",2021,2,-1,1,0.927487352,5,579,"scenario 7"
"183",1675,"Zamfara","Anka","SMC","Darazo","july",2021,3,-1,1,0.937605396,5,607,"scenario 7"
"184",1676,"Zamfara","Anka","SMC","Darazo","july",2021,4,-1,1,0.6,5,635,"scenario 7"
"185",2537,"Zamfara","Anka","SMC","Darazo","july",2022,1,-1,1,0.854974705,5,916,"scenario 7"
"186",2538,"Zamfara","Anka","SMC","Darazo","july",2022,2,-1,1,0.927487352,5,944,"scenario 7"
"187",2539,"Zamfara","Anka","SMC","Darazo","july",2022,3,-1,1,0.937605396,5,972,"scenario 7"
"188",2540,"Zamfara","Anka","SMC","Darazo","july",2022,4,-1,1,0.6,5,1000,"scenario 7"
"189",3401,"Zamfara","Anka","SMC","Darazo","july",2023,1,-1,1,0.854974705,5,1281,"scenario 7"
"190",3402,"Zamfara","Anka","SMC","Darazo","july",2023,2,-1,1,0.927487352,5,1309,"scenario 7"
"191",3403,"Zamfara","Anka","SMC","Darazo","july",2023,3,-1,1,0.937605396,5,1337,"scenario 7"
"192",3404,"Zamfara","Anka","SMC","Darazo","july",2023,4,-1,1,0.6,5,1365,"scenario 7"
"193",4265,"Zamfara","Anka","SMC","Darazo","july",2024,1,-1,1,0.854974705,5,1646,"scenario 7"
"194",4266,"Zamfara","Anka","SMC","Darazo","july",2024,2,-1,1,0.927487352,5,1674,"scenario 7"
"195",4267,"Zamfara","Anka","SMC","Darazo","july",2024,3,-1,1,0.937605396,5,1702,"scenario 7"
"196",4268,"Zamfara","Anka","SMC","Darazo","july",2024,4,-1,1,0.6,5,1730,"scenario 7"
"197",5129,"Zamfara","Anka","SMC","Darazo","july",2025,1,-1,1,0.854974705,5,2011,"scenario 7"
"198",5130,"Zamfara","Anka","SMC","Darazo","july",2025,2,-1,1,0.927487352,5,2039,"scenario 7"
"199",5131,"Zamfara","Anka","SMC","Darazo","july",2025,3,-1,1,0.937605396,5,2067,"scenario 7"
"200",5132,"Zamfara","Anka","SMC","Darazo","july",2025,4,-1,1,0.6,5,2095,"scenario 7"
"201",5993,"Zamfara","Anka","SMC","Darazo","july",2026,1,-1,1,0.854974705,5,2376,"scenario 7"
"202",5994,"Zamfara","Anka","SMC","Darazo","july",2026,2,-1,1,0.927487352,5,2404,"scenario 7"
"203",5995,"Zamfara","Anka","SMC","Darazo","july",2026,3,-1,1,0.937605396,5,2432,"scenario 7"
"204",5996,"Zamfara","Anka","SMC","Darazo","july",2026,4,-1,1,0.6,5,2460,"scenario 7"
"205",6857,"Zamfara","Anka","SMC","Darazo","july",2027,1,-1,1,0.854974705,5,2741,"scenario 7"
"206",6858,"Zamfara","Anka","SMC","Darazo","july",2027,2,-1,1,0.927487352,5,2769,"scenario 7"
"207",6859,"Zamfara","Anka","SMC","Darazo","july",2027,3,-1,1,0.937605396,5,2797,"scenario 7"
"208",6860,"Zamfara","Anka","SMC","Darazo","july",2027,4,-1,1,0.6,5,2825,"scenario 7"
"209",7721,"Zamfara","Anka","SMC","Darazo","july",2028,1,-1,1,0.854974705,5,3106,"scenario 7"
"210",7722,"Zamfara","Anka","SMC","Darazo","july",2028,2,-1,1,0.927487352,5,3134,"scenario 7"
"211",7723,"Zamfara","Anka","SMC","Darazo","july",2028,3,-1,1,0.937605396,5,3162,"scenario 7"
"212",7724,"Zamfara","Anka","SMC","Darazo","july",2028,4,-1,1,0.6,5,3190,"scenario 7"
"213",8585,"Zamfara","Anka","SMC","Darazo","july",2029,1,-1,1,0.854974705,5,3471,"scenario 7"
"214",8586,"Zamfara","Anka","SMC","Darazo","july",2029,2,-1,1,0.927487352,5,3499,"scenario 7"
"215",8587,"Zamfara","Anka","SMC","Darazo","july",2029,3,-1,1,0.937605396,5,3527,"scenario 7"
"216",8588,"Zamfara","Anka","SMC","Darazo","july",2029,4,-1,1,0.6,5,3555,"scenario 7"
"217",9449,"Zamfara","Anka","SMC","Darazo","july",2030,1,-1,1,0.854974705,5,3836,"scenario 7"
"218",9450,"Zamfara","Anka","SMC","Darazo","july",2030,2,-1,1,0.927487352,5,3864,"scenario 7"
"219",9451,"Zamfara","Anka","SMC","Darazo","july",2030,3,-1,1,0.937605396,5,3892,"scenario 7"
"220",9452,"Zamfara","Anka","SMC","Darazo","july",2030,4,-1,1,0.6,5,3920,"scenario 7"
"221",705,"Taraba","Ardo-Kola","SMC","Keana","august",2020,1,-1,1,0.6,5,223,"scenario 7"
"222",706,"Taraba","Ardo-Kola","SMC","Keana","august",2020,2,-1,1,0.6,5,253,"scenario 7"
"223",707,"Taraba","Ardo-Kola","SMC","Keana","august",2020,3,-1,1,0.6,5,283,"scenario 7"
"224",708,"Taraba","Ardo-Kola","SMC","Keana","august",2020,4,-1,1,0.6,5,313,"scenario 7"
"225",1569,"Taraba","Ardo-Kola","SMC","Keana","august",2021,1,-1,1,0.6,5,588,"scenario 7"
"226",1570,"Taraba","Ardo-Kola","SMC","Keana","august",2021,2,-1,1,0.6,5,618,"scenario 7"
"227",1571,"Taraba","Ardo-Kola","SMC","Keana","august",2021,3,-1,1,0.6,5,648,"scenario 7"
"228",1572,"Taraba","Ardo-Kola","SMC","Keana","august",2021,4,-1,1,0.6,5,678,"scenario 7"
"229",2433,"Taraba","Ardo-Kola","SMC","Keana","august",2022,1,-1,1,0.6,5,953,"scenario 7"
"230",2434,"Taraba","Ardo-Kola","SMC","Keana","august",2022,2,-1,1,0.6,5,983,"scenario 7"
"231",2435,"Taraba","Ardo-Kola","SMC","Keana","august",2022,3,-1,1,0.6,5,1013,"scenario 7"
"232",2436,"Taraba","Ardo-Kola","SMC","Keana","august",2022,4,-1,1,0.6,5,1043,"scenario 7"
"233",3297,"Taraba","Ardo-Kola","SMC","Keana","august",2023,1,-1,1,0.6,5,1318,"scenario 7"
"234",3298,"Taraba","Ardo-Kola","SMC","Keana","august",2023,2,-1,1,0.6,5,1348,"scenario 7"
"235",3299,"Taraba","Ardo-Kola","SMC","Keana","august",2023,3,-1,1,0.6,5,1378,"scenario 7"
"236",3300,"Taraba","Ardo-Kola","SMC","Keana","august",2023,4,-1,1,0.6,5,1408,"scenario 7"
"237",4161,"Taraba","Ardo-Kola","SMC","Keana","august",2024,1,-1,1,0.6,5,1683,"scenario 7"
"238",4162,"Taraba","Ardo-Kola","SMC","Keana","august",2024,2,-1,1,0.6,5,1713,"scenario 7"
"239",4163,"Taraba","Ardo-Kola","SMC","Keana","august",2024,3,-1,1,0.6,5,1743,"scenario 7"
"240",4164,"Taraba","Ardo-Kola","SMC","Keana","august",2024,4,-1,1,0.6,5,1773,"scenario 7"
"241",5025,"Taraba","Ardo-Kola","SMC","Keana","august",2025,1,-1,1,0.6,5,2048,"scenario 7"
"242",5026,"Taraba","Ardo-Kola","SMC","Keana","august",2025,2,-1,1,0.6,5,2078,"scenario 7"
"243",5027,"Taraba","Ardo-Kola","SMC","Keana","august",2025,3,-1,1,0.6,5,2108,"scenario 7"
"244",5028,"Taraba","Ardo-Kola","SMC","Keana","august",2025,4,-1,1,0.6,5,2138,"scenario 7"
"245",5889,"Taraba","Ardo-Kola","SMC","Keana","august",2026,1,-1,1,0.6,5,2413,"scenario 7"
"246",5890,"Taraba","Ardo-Kola","SMC","Keana","august",2026,2,-1,1,0.6,5,2443,"scenario 7"
"247",5891,"Taraba","Ardo-Kola","SMC","Keana","august",2026,3,-1,1,0.6,5,2473,"scenario 7"
"248",5892,"Taraba","Ardo-Kola","SMC","Keana","august",2026,4,-1,1,0.6,5,2503,"scenario 7"
"249",6753,"Taraba","Ardo-Kola","SMC","Keana","august",2027,1,-1,1,0.6,5,2778,"scenario 7"
"250",6754,"Taraba","Ardo-Kola","SMC","Keana","august",2027,2,-1,1,0.6,5,2808,"scenario 7"
