"","X1","adm1","LGA","smc_plan1","repDS","peak","year","round","duration","coverage_high_access","coverage_low_access","max_age","simday","scenario"
"1686",3006,"Katsina","Charanchi","SMC","Rimi","march",2023,2,-1,1,0.6,5,1256,"scenario 7"
"1687",3007,"Katsina","Charanchi","SMC","Rimi","march",2023,3,-1,1,0.6,5,1286,"scenario 7"
"1688",3008,"Katsina","Charanchi","SMC","Rimi","march",2023,4,-1,1,0.6,5,1316,"scenario 7"
"1689",3869,"Katsina","Charanchi","SMC","Rimi","march",2024,1,-1,1,0.6,5,1591,"scenario 7"
"1690",3870,"Katsina","Charanchi","SMC","Rimi","march",2024,2,-1,1,0.6,5,1621,"scenario 7"
"1691",3871,"Katsina","Charanchi","SMC","Rimi","march",2024,3,-1,1,0.6,5,1651,"scenario 7"
"1692",3872,"Katsina","Charanchi","SMC","Rimi","march",2024,4,-1,1,0.6,5,1681,"scenario 7"
"1693",4733,"Katsina","Charanchi","SMC","Rimi","march",2025,1,-1,1,0.6,5,1956,"scenario 7"
"1694",4734,"Katsina","Charanchi","SMC","Rimi","march",2025,2,-1,1,0.6,5,1986,"scenario 7"
"1695",4735,"Katsina","Charanchi","SMC","Rimi","march",2025,3,-1,1,0.6,5,2016,"scenario 7"
"1696",4736,"Katsina","Charanchi","SMC","Rimi","march",2025,4,-1,1,0.6,5,2046,"scenario 7"
"1697",5597,"Katsina","Charanchi","SMC","Rimi","march",2026,1,-1,1,0.6,5,2321,"scenario 7"
"1698",5598,"Katsina","Charanchi","SMC","Rimi","march",2026,2,-1,1,0.6,5,2351,"scenario 7"
"1699",5599,"Katsina","Charanchi","SMC","Rimi","march",2026,3,-1,1,0.6,5,2381,"scenario 7"
"1700",5600,"Katsina","Charanchi","SMC","Rimi","march",2026,4,-1,1,0.6,5,2411,"scenario 7"
"1701",6461,"Katsina","Charanchi","SMC","Rimi","march",2027,1,-1,1,0.6,5,2686,"scenario 7"
"1702",6462,"Katsina","Charanchi","SMC","Rimi","march",2027,2,-1,1,0.6,5,2716,"scenario 7"
"1703",6463,"Katsina","Charanchi","SMC","Rimi","march",2027,3,-1,1,0.6,5,2746,"scenario 7"
"1704",6464,"Katsina","Charanchi","SMC","Rimi","march",2027,4,-1,1,0.6,5,2776,"scenario 7"
"1705",7325,"Katsina","Charanchi","SMC","Rimi","march",2028,1,-1,1,0.6,5,3051,"scenario 7"
"1706",7326,"Katsina","Charanchi","SMC","Rimi","march",2028,2,-1,1,0.6,5,3081,"scenario 7"
"1707",7327,"Katsina","Charanchi","SMC","Rimi","march",2028,3,-1,1,0.6,5,3111,"scenario 7"
"1708",7328,"Katsina","Charanchi","SMC","Rimi","march",2028,4,-1,1,0.6,5,3141,"scenario 7"
"1709",8189,"Katsina","Charanchi","SMC","Rimi","march",2029,1,-1,1,0.6,5,3416,"scenario 7"
"1710",8190,"Katsina","Charanchi","SMC","Rimi","march",2029,2,-1,1,0.6,5,3446,"scenario 7"
"1711",8191,"Katsina","Charanchi","SMC","Rimi","march",2029,3,-1,1,0.6,5,3476,"scenario 7"
"1712",8192,"Katsina","Charanchi","SMC","Rimi","march",2029,4,-1,1,0.6,5,3506,"scenario 7"
"1713",9053,"Katsina","Charanchi","SMC","Rimi","march",2030,1,-1,1,0.6,5,3781,"scenario 7"
"1714",9054,"Katsina","Charanchi","SMC","Rimi","march",2030,2,-1,1,0.6,5,3811,"scenario 7"
"1715",9055,"Katsina","Charanchi","SMC","Rimi","march",2030,3,-1,1,0.6,5,3841,"scenario 7"
"1716",9056,"Katsina","Charanchi","SMC","Rimi","march",2030,4,-1,1,0.6,5,3871,"scenario 7"
"1717",21,"Borno","Chibok","SMC","Darazo","july",2020,1,-1,1,0.6,5,186,"scenario 7"
"1718",22,"Borno","Chibok","SMC","Darazo","july",2020,2,-1,1,0.6,5,216,"scenario 7"
"1719",23,"Borno","Chibok","SMC","Darazo","july",2020,3,-1,1,0.6,5,246,"scenario 7"
"1720",24,"Borno","Chibok","SMC","Darazo","july",2020,4,-1,1,0.6,5,276,"scenario 7"
"1721",885,"Borno","Chibok","SMC","Darazo","july",2021,1,-1,1,0.6,5,551,"scenario 7"
"1722",886,"Borno","Chibok","SMC","Darazo","july",2021,2,-1,1,0.6,5,581,"scenario 7"
"1723",887,"Borno","Chibok","SMC","Darazo","july",2021,3,-1,1,0.6,5,611,"scenario 7"
"1724",888,"Borno","Chibok","SMC","Darazo","july",2021,4,-1,1,0.6,5,641,"scenario 7"
"1725",1749,"Borno","Chibok","SMC","Darazo","july",2022,1,-1,1,0.6,5,916,"scenario 7"
"1726",1750,"Borno","Chibok","SMC","Darazo","july",2022,2,-1,1,0.6,5,946,"scenario 7"
"1727",1751,"Borno","Chibok","SMC","Darazo","july",2022,3,-1,1,0.6,5,976,"scenario 7"
"1728",1752,"Borno","Chibok","SMC","Darazo","july",2022,4,-1,1,0.6,5,1006,"scenario 7"
"1729",2613,"Borno","Chibok","SMC","Darazo","july",2023,1,-1,1,0.6,5,1281,"scenario 7"
"1730",2614,"Borno","Chibok","SMC","Darazo","july",2023,2,-1,1,0.6,5,1311,"scenario 7"
"1731",2615,"Borno","Chibok","SMC","Darazo","july",2023,3,-1,1,0.6,5,1341,"scenario 7"
"1732",2616,"Borno","Chibok","SMC","Darazo","july",2023,4,-1,1,0.6,5,1371,"scenario 7"
"1733",3477,"Borno","Chibok","SMC","Darazo","july",2024,1,-1,1,0.6,5,1646,"scenario 7"
"1734",3478,"Borno","Chibok","SMC","Darazo","july",2024,2,-1,1,0.6,5,1676,"scenario 7"
"1735",3479,"Borno","Chibok","SMC","Darazo","july",2024,3,-1,1,0.6,5,1706,"scenario 7"
"1736",3480,"Borno","Chibok","SMC","Darazo","july",2024,4,-1,1,0.6,5,1736,"scenario 7"
"1737",4341,"Borno","Chibok","SMC","Darazo","july",2025,1,-1,1,0.6,5,2011,"scenario 7"
"1738",4342,"Borno","Chibok","SMC","Darazo","july",2025,2,-1,1,0.6,5,2041,"scenario 7"
"1739",4343,"Borno","Chibok","SMC","Darazo","july",2025,3,-1,1,0.6,5,2071,"scenario 7"
"1740",4344,"Borno","Chibok","SMC","Darazo","july",2025,4,-1,1,0.6,5,2101,"scenario 7"
"1741",5205,"Borno","Chibok","SMC","Darazo","july",2026,1,-1,1,0.6,5,2376,"scenario 7"
"1742",5206,"Borno","Chibok","SMC","Darazo","july",2026,2,-1,1,0.6,5,2406,"scenario 7"
"1743",5207,"Borno","Chibok","SMC","Darazo","july",2026,3,-1,1,0.6,5,2436,"scenario 7"
"1744",5208,"Borno","Chibok","SMC","Darazo","july",2026,4,-1,1,0.6,5,2466,"scenario 7"
"1745",6069,"Borno","Chibok","SMC","Darazo","july",2027,1,-1,1,0.6,5,2741,"scenario 7"
"1746",6070,"Borno","Chibok","SMC","Darazo","july",2027,2,-1,1,0.6,5,2771,"scenario 7"
"1747",6071,"Borno","Chibok","SMC","Darazo","july",2027,3,-1,1,0.6,5,2801,"scenario 7"
"1748",6072,"Borno","Chibok","SMC","Darazo","july",2027,4,-1,1,0.6,5,2831,"scenario 7"
"1749",6933,"Borno","Chibok","SMC","Darazo","july",2028,1,-1,1,0.6,5,3106,"scenario 7"
"1750",6934,"Borno","Chibok","SMC","Darazo","july",2028,2,-1,1,0.6,5,3136,"scenario 7"
"1751",6935,"Borno","Chibok","SMC","Darazo","july",2028,3,-1,1,0.6,5,3166,"scenario 7"
"1752",6936,"Borno","Chibok","SMC","Darazo","july",2028,4,-1,1,0.6,5,3196,"scenario 7"
"1753",7797,"Borno","Chibok","SMC","Darazo","july",2029,1,-1,1,0.6,5,3471,"scenario 7"
"1754",7798,"Borno","Chibok","SMC","Darazo","july",2029,2,-1,1,0.6,5,3501,"scenario 7"
"1755",7799,"Borno","Chibok","SMC","Darazo","july",2029,3,-1,1,0.6,5,3531,"scenario 7"
"1756",7800,"Borno","Chibok","SMC","Darazo","july",2029,4,-1,1,0.6,5,3561,"scenario 7"
"1757",8661,"Borno","Chibok","SMC","Darazo","july",2030,1,-1,1,0.6,5,3836,"scenario 7"
"1758",8662,"Borno","Chibok","SMC","Darazo","july",2030,2,-1,1,0.6,5,3866,"scenario 7"
"1759",8663,"Borno","Chibok","SMC","Darazo","july",2030,3,-1,1,0.6,5,3896,"scenario 7"
"1760",8664,"Borno","Chibok","SMC","Darazo","july",2030,4,-1,1,0.6,5,3926,"scenario 7"
"1761",241,"Kano","Dala","SMC","Alkaleri","july",2020,1,-1,1,0.6,5,186,"scenario 7"
"1762",242,"Kano","Dala","SMC","Alkaleri","july",2020,2,-1,1,0.6,5,216,"scenario 7"
"1763",243,"Kano","Dala","SMC","Alkaleri","july",2020,3,-1,1,0.6,5,246,"scenario 7"
"1764",244,"Kano","Dala","SMC","Alkaleri","july",2020,4,-1,1,0.6,5,276,"scenario 7"
"1765",1105,"Kano","Dala","SMC","Alkaleri","july",2021,1,-1,1,0.6,5,551,"scenario 7"
"1766",1106,"Kano","Dala","SMC","Alkaleri","july",2021,2,-1,1,0.6,5,581,"scenario 7"
"1767",1107,"Kano","Dala","SMC","Alkaleri","july",2021,3,-1,1,0.6,5,611,"scenario 7"
"1768",1108,"Kano","Dala","SMC","Alkaleri","july",2021,4,-1,1,0.6,5,641,"scenario 7"
"1769",1969,"Kano","Dala","SMC","Alkaleri","july",2022,1,-1,1,0.6,5,916,"scenario 7"
"1770",1970,"Kano","Dala","SMC","Alkaleri","july",2022,2,-1,1,0.6,5,946,"scenario 7"
"1771",1971,"Kano","Dala","SMC","Alkaleri","july",2022,3,-1,1,0.6,5,976,"scenario 7"
"1772",1972,"Kano","Dala","SMC","Alkaleri","july",2022,4,-1,1,0.6,5,1006,"scenario 7"
"1773",2833,"Kano","Dala","SMC","Alkaleri","july",2023,1,-1,1,0.6,5,1281,"scenario 7"
"1774",2834,"Kano","Dala","SMC","Alkaleri","july",2023,2,-1,1,0.6,5,1311,"scenario 7"
"1775",2835,"Kano","Dala","SMC","Alkaleri","july",2023,3,-1,1,0.6,5,1341,"scenario 7"
"1776",2836,"Kano","Dala","SMC","Alkaleri","july",2023,4,-1,1,0.6,5,1371,"scenario 7"
"1777",3697,"Kano","Dala","SMC","Alkaleri","july",2024,1,-1,1,0.6,5,1646,"scenario 7"
"1778",3698,"Kano","Dala","SMC","Alkaleri","july",2024,2,-1,1,0.6,5,1676,"scenario 7"
"1779",3699,"Kano","Dala","SMC","Alkaleri","july",2024,3,-1,1,0.6,5,1706,"scenario 7"
"1780",3700,"Kano","Dala","SMC","Alkaleri","july",2024,4,-1,1,0.6,5,1736,"scenario 7"
"1781",4561,"Kano","Dala","SMC","Alkaleri","july",2025,1,-1,1,0.6,5,2011,"scenario 7"
"1782",4562,"Kano","Dala","SMC","Alkaleri","july",2025,2,-1,1,0.6,5,2041,"scenario 7"
"1783",4563,"Kano","Dala","SMC","Alkaleri","july",2025,3,-1,1,0.6,5,2071,"scenario 7"
"1784",4564,"Kano","Dala","SMC","Alkaleri","july",2025,4,-1,1,0.6,5,2101,"scenario 7"
"1785",5425,"Kano","Dala","SMC","Alkaleri","july",2026,1,-1,1,0.6,5,2376,"scenario 7"
"1786",5426,"Kano","Dala","SMC","Alkaleri","july",2026,2,-1,1,0.6,5,2406,"scenario 7"
"1787",5427,"Kano","Dala","SMC","Alkaleri","july",2026,3,-1,1,0.6,5,2436,"scenario 7"
"1788",5428,"Kano","Dala","SMC","Alkaleri","july",2026,4,-1,1,0.6,5,2466,"scenario 7"
"1789",6289,"Kano","Dala","SMC","Alkaleri","july",2027,1,-1,1,0.6,5,2741,"scenario 7"
"1790",6290,"Kano","Dala","SMC","Alkaleri","july",2027,2,-1,1,0.6,5,2771,"scenario 7"
"1791",6291,"Kano","Dala","SMC","Alkaleri","july",2027,3,-1,1,0.6,5,2801,"scenario 7"
"1792",6292,"Kano","Dala","SMC","Alkaleri","july",2027,4,-1,1,0.6,5,2831,"scenario 7"
"1793",7153,"Kano","Dala","SMC","Alkaleri","july",2028,1,-1,1,0.6,5,3106,"scenario 7"
"1794",7154,"Kano","Dala","SMC","Alkaleri","july",2028,2,-1,1,0.6,5,3136,"scenario 7"
"1795",7155,"Kano","Dala","SMC","Alkaleri","july",2028,3,-1,1,0.6,5,3166,"scenario 7"
"1796",7156,"Kano","Dala","SMC","Alkaleri","july",2028,4,-1,1,0.6,5,3196,"scenario 7"
"1797",8017,"Kano","Dala","SMC","Alkaleri","july",2029,1,-1,1,0.6,5,3471,"scenario 7"
"1798",8018,"Kano","Dala","SMC","Alkaleri","july",2029,2,-1,1,0.6,5,3501,"scenario 7"
"1799",8019,"Kano","Dala","SMC","Alkaleri","july",2029,3,-1,1,0.6,5,3531,"scenario 7"
"1800",8020,"Kano","Dala","SMC","Alkaleri","july",2029,4,-1,1,0.6,5,3561,"scenario 7"
"1801",8881,"Kano","Dala","SMC","Alkaleri","july",2030,1,-1,1,0.6,5,3836,"scenario 7"
"1802",8882,"Kano","Dala","SMC","Alkaleri","july",2030,2,-1,1,0.6,5,3866,"scenario 7"
"1803",8883,"Kano","Dala","SMC","Alkaleri","july",2030,3,-1,1,0.6,5,3896,"scenario 7"
"1804",8884,"Kano","Dala","SMC","Alkaleri","july",2030,4,-1,1,0.6,5,3926,"scenario 7"
"1805",749,"Yobe","Damaturu","SMC","Darazo","july",2020,1,-1,1,0.6,5,186,"scenario 7"
"1806",750,"Yobe","Damaturu","SMC","Darazo","july",2020,2,-1,1,0.6,5,216,"scenario 7"
"1807",751,"Yobe","Damaturu","SMC","Darazo","july",2020,3,-1,1,0.6,5,246,"scenario 7"
"1808",752,"Yobe","Damaturu","SMC","Darazo","july",2020,4,-1,1,0.6,5,276,"scenario 7"
"1809",1613,"Yobe","Damaturu","SMC","Darazo","july",2021,1,-1,1,0.6,5,551,"scenario 7"
"1810",1614,"Yobe","Damaturu","SMC","Darazo","july",2021,2,-1,1,0.6,5,581,"scenario 7"
"1811",1615,"Yobe","Damaturu","SMC","Darazo","july",2021,3,-1,1,0.6,5,611,"scenario 7"
"1812",1616,"Yobe","Damaturu","SMC","Darazo","july",2021,4,-1,1,0.6,5,641,"scenario 7"
"1813",2477,"Yobe","Damaturu","SMC","Darazo","july",2022,1,-1,1,0.6,5,916,"scenario 7"
"1814",2478,"Yobe","Damaturu","SMC","Darazo","july",2022,2,-1,1,0.6,5,946,"scenario 7"
"1815",2479,"Yobe","Damaturu","SMC","Darazo","july",2022,3,-1,1,0.6,5,976,"scenario 7"
"1816",2480,"Yobe","Damaturu","SMC","Darazo","july",2022,4,-1,1,0.6,5,1006,"scenario 7"
"1817",3341,"Yobe","Damaturu","SMC","Darazo","july",2023,1,-1,1,0.6,5,1281,"scenario 7"
"1818",3342,"Yobe","Damaturu","SMC","Darazo","july",2023,2,-1,1,0.6,5,1311,"scenario 7"
"1819",3343,"Yobe","Damaturu","SMC","Darazo","july",2023,3,-1,1,0.6,5,1341,"scenario 7"
"1820",3344,"Yobe","Damaturu","SMC","Darazo","july",2023,4,-1,1,0.6,5,1371,"scenario 7"
"1821",4205,"Yobe","Damaturu","SMC","Darazo","july",2024,1,-1,1,0.6,5,1646,"scenario 7"
"1822",4206,"Yobe","Damaturu","SMC","Darazo","july",2024,2,-1,1,0.6,5,1676,"scenario 7"
"1823",4207,"Yobe","Damaturu","SMC","Darazo","july",2024,3,-1,1,0.6,5,1706,"scenario 7"
"1824",4208,"Yobe","Damaturu","SMC","Darazo","july",2024,4,-1,1,0.6,5,1736,"scenario 7"
"1825",5069,"Yobe","Damaturu","SMC","Darazo","july",2025,1,-1,1,0.6,5,2011,"scenario 7"
"1826",5070,"Yobe","Damaturu","SMC","Darazo","july",2025,2,-1,1,0.6,5,2041,"scenario 7"
"1827",5071,"Yobe","Damaturu","SMC","Darazo","july",2025,3,-1,1,0.6,5,2071,"scenario 7"
"1828",5072,"Yobe","Damaturu","SMC","Darazo","july",2025,4,-1,1,0.6,5,2101,"scenario 7"
"1829",5933,"Yobe","Damaturu","SMC","Darazo","july",2026,1,-1,1,0.6,5,2376,"scenario 7"
"1830",5934,"Yobe","Damaturu","SMC","Darazo","july",2026,2,-1,1,0.6,5,2406,"scenario 7"
"1831",5935,"Yobe","Damaturu","SMC","Darazo","july",2026,3,-1,1,0.6,5,2436,"scenario 7"
"1832",5936,"Yobe","Damaturu","SMC","Darazo","july",2026,4,-1,1,0.6,5,2466,"scenario 7"
"1833",6797,"Yobe","Damaturu","SMC","Darazo","july",2027,1,-1,1,0.6,5,2741,"scenario 7"
"1834",6798,"Yobe","Damaturu","SMC","Darazo","july",2027,2,-1,1,0.6,5,2771,"scenario 7"
"1835",6799,"Yobe","Damaturu","SMC","Darazo","july",2027,3,-1,1,0.6,5,2801,"scenario 7"
"1836",6800,"Yobe","Damaturu","SMC","Darazo","july",2027,4,-1,1,0.6,5,2831,"scenario 7"
"1837",7661,"Yobe","Damaturu","SMC","Darazo","july",2028,1,-1,1,0.6,5,3106,"scenario 7"
"1838",7662,"Yobe","Damaturu","SMC","Darazo","july",2028,2,-1,1,0.6,5,3136,"scenario 7"
"1839",7663,"Yobe","Damaturu","SMC","Darazo","july",2028,3,-1,1,0.6,5,3166,"scenario 7"
"1840",7664,"Yobe","Damaturu","SMC","Darazo","july",2028,4,-1,1,0.6,5,3196,"scenario 7"
"1841",8525,"Yobe","Damaturu","SMC","Darazo","july",2029,1,-1,1,0.6,5,3471,"scenario 7"
"1842",8526,"Yobe","Damaturu","SMC","Darazo","july",2029,2,-1,1,0.6,5,3501,"scenario 7"
"1843",8527,"Yobe","Damaturu","SMC","Darazo","july",2029,3,-1,1,0.6,5,3531,"scenario 7"
"1844",8528,"Yobe","Damaturu","SMC","Darazo","july",2029,4,-1,1,0.6,5,3561,"scenario 7"
"1845",9389,"Yobe","Damaturu","SMC","Darazo","july",2030,1,-1,1,0.6,5,3836,"scenario 7"
"1846",9390,"Yobe","Damaturu","SMC","Darazo","july",2030,2,-1,1,0.6,5,3866,"scenario 7"
"1847",9391,"Yobe","Damaturu","SMC","Darazo","july",2030,3,-1,1,0.6,5,3896,"scenario 7"
"1848",9392,"Yobe","Damaturu","SMC","Darazo","july",2030,4,-1,1,0.6,5,3926,"scenario 7"
"1849",245,"Kano","Dambatta","SMC","Babura","may",2020,1,-1,1,0.6,5,131,"scenario 7"
"1850",246,"Kano","Dambatta","SMC","Babura","may",2020,2,-1,1,0.6,5,161,"scenario 7"
"1851",247,"Kano","Dambatta","SMC","Babura","may",2020,3,-1,1,0.6,5,191,"scenario 7"
"1852",248,"Kano","Dambatta","SMC","Babura","may",2020,4,-1,1,0.6,5,221,"scenario 7"
"1853",1109,"Kano","Dambatta","SMC","Babura","may",2021,1,-1,1,0.6,5,496,"scenario 7"
"1854",1110,"Kano","Dambatta","SMC","Babura","may",2021,2,-1,1,0.6,5,526,"scenario 7"
"1855",1111,"Kano","Dambatta","SMC","Babura","may",2021,3,-1,1,0.6,5,556,"scenario 7"
"1856",1112,"Kano","Dambatta","SMC","Babura","may",2021,4,-1,1,0.6,5,586,"scenario 7"
"1857",1973,"Kano","Dambatta","SMC","Babura","may",2022,1,-1,1,0.6,5,861,"scenario 7"
"1858",1974,"Kano","Dambatta","SMC","Babura","may",2022,2,-1,1,0.6,5,891,"scenario 7"
"1859",1975,"Kano","Dambatta","SMC","Babura","may",2022,3,-1,1,0.6,5,921,"scenario 7"
"1860",1976,"Kano","Dambatta","SMC","Babura","may",2022,4,-1,1,0.6,5,951,"scenario 7"
"1861",2837,"Kano","Dambatta","SMC","Babura","may",2023,1,-1,1,0.6,5,1226,"scenario 7"
"1862",2838,"Kano","Dambatta","SMC","Babura","may",2023,2,-1,1,0.6,5,1256,"scenario 7"
"1863",2839,"Kano","Dambatta","SMC","Babura","may",2023,3,-1,1,0.6,5,1286,"scenario 7"
"1864",2840,"Kano","Dambatta","SMC","Babura","may",2023,4,-1,1,0.6,5,1316,"scenario 7"
"1865",3701,"Kano","Dambatta","SMC","Babura","may",2024,1,-1,1,0.6,5,1591,"scenario 7"
"1866",3702,"Kano","Dambatta","SMC","Babura","may",2024,2,-1,1,0.6,5,1621,"scenario 7"
"1867",3703,"Kano","Dambatta","SMC","Babura","may",2024,3,-1,1,0.6,5,1651,"scenario 7"
"1868",3704,"Kano","Dambatta","SMC","Babura","may",2024,4,-1,1,0.6,5,1681,"scenario 7"
"1869",4565,"Kano","Dambatta","SMC","Babura","may",2025,1,-1,1,0.6,5,1956,"scenario 7"
"1870",4566,"Kano","Dambatta","SMC","Babura","may",2025,2,-1,1,0.6,5,1986,"scenario 7"
"1871",4567,"Kano","Dambatta","SMC","Babura","may",2025,3,-1,1,0.6,5,2016,"scenario 7"
"1872",4568,"Kano","Dambatta","SMC","Babura","may",2025,4,-1,1,0.6,5,2046,"scenario 7"
"1873",5429,"Kano","Dambatta","SMC","Babura","may",2026,1,-1,1,0.6,5,2321,"scenario 7"
"1874",5430,"Kano","Dambatta","SMC","Babura","may",2026,2,-1,1,0.6,5,2351,"scenario 7"
"1875",5431,"Kano","Dambatta","SMC","Babura","may",2026,3,-1,1,0.6,5,2381,"scenario 7"
"1876",5432,"Kano","Dambatta","SMC","Babura","may",2026,4,-1,1,0.6,5,2411,"scenario 7"
"1877",6293,"Kano","Dambatta","SMC","Babura","may",2027,1,-1,1,0.6,5,2686,"scenario 7"
"1878",6294,"Kano","Dambatta","SMC","Babura","may",2027,2,-1,1,0.6,5,2716,"scenario 7"
"1879",6295,"Kano","Dambatta","SMC","Babura","may",2027,3,-1,1,0.6,5,2746,"scenario 7"
"1880",6296,"Kano","Dambatta","SMC","Babura","may",2027,4,-1,1,0.6,5,2776,"scenario 7"
"1881",7157,"Kano","Dambatta","SMC","Babura","may",2028,1,-1,1,0.6,5,3051,"scenario 7"
"1882",7158,"Kano","Dambatta","SMC","Babura","may",2028,2,-1,1,0.6,5,3081,"scenario 7"
"1883",7159,"Kano","Dambatta","SMC","Babura","may",2028,3,-1,1,0.6,5,3111,"scenario 7"
"1884",7160,"Kano","Dambatta","SMC","Babura","may",2028,4,-1,1,0.6,5,3141,"scenario 7"
"1885",8021,"Kano","Dambatta","SMC","Babura","may",2029,1,-1,1,0.6,5,3416,"scenario 7"
"1886",8022,"Kano","Dambatta","SMC","Babura","may",2029,2,-1,1,0.6,5,3446,"scenario 7"
"1887",8023,"Kano","Dambatta","SMC","Babura","may",2029,3,-1,1,0.6,5,3476,"scenario 7"
"1888",8024,"Kano","Dambatta","SMC","Babura","may",2029,4,-1,1,0.6,5,3506,"scenario 7"
"1889",8885,"Kano","Dambatta","SMC","Babura","may",2030,1,-1,1,0.6,5,3781,"scenario 7"
"1890",8886,"Kano","Dambatta","SMC","Babura","may",2030,2,-1,1,0.6,5,3811,"scenario 7"
"1891",8887,"Kano","Dambatta","SMC","Babura","may",2030,3,-1,1,0.6,5,3841,"scenario 7"
"1892",8888,"Kano","Dambatta","SMC","Babura","may",2030,4,-1,1,0.6,5,3871,"scenario 7"
"1893",25,"Borno","Damboa","SMC","Darazo","july",2020,1,-1,1,0.6,5,186,"scenario 7"
"1894",26,"Borno","Damboa","SMC","Darazo","july",2020,2,-1,1,0.6,5,216,"scenario 7"
"1895",27,"Borno","Damboa","SMC","Darazo","july",2020,3,-1,1,0.6,5,246,"scenario 7"
"1896",28,"Borno","Damboa","SMC","Darazo","july",2020,4,-1,1,0.6,5,276,"scenario 7"
"1897",889,"Borno","Damboa","SMC","Darazo","july",2021,1,-1,1,0.6,5,551,"scenario 7"
"1898",890,"Borno","Damboa","SMC","Darazo","july",2021,2,-1,1,0.6,5,581,"scenario 7"
"1899",891,"Borno","Damboa","SMC","Darazo","july",2021,3,-1,1,0.6,5,611,"scenario 7"
"1900",892,"Borno","Damboa","SMC","Darazo","july",2021,4,-1,1,0.6,5,641,"scenario 7"
"1901",1753,"Borno","Damboa","SMC","Darazo","july",2022,1,-1,1,0.6,5,916,"scenario 7"
"1902",1754,"Borno","Damboa","SMC","Darazo","july",2022,2,-1,1,0.6,5,946,"scenario 7"
"1903",1755,"Borno","Damboa","SMC","Darazo","july",2022,3,-1,1,0.6,5,976,"scenario 7"
"1904",1756,"Borno","Damboa","SMC","Darazo","july",2022,4,-1,1,0.6,5,1006,"scenario 7"
"1905",2617,"Borno","Damboa","SMC","Darazo","july",2023,1,-1,1,0.6,5,1281,"scenario 7"
"1906",2618,"Borno","Damboa","SMC","Darazo","july",2023,2,-1,1,0.6,5,1311,"scenario 7"
"1907",2619,"Borno","Damboa","SMC","Darazo","july",2023,3,-1,1,0.6,5,1341,"scenario 7"
"1908",2620,"Borno","Damboa","SMC","Darazo","july",2023,4,-1,1,0.6,5,1371,"scenario 7"
"1909",3481,"Borno","Damboa","SMC","Darazo","july",2024,1,-1,1,0.6,5,1646,"scenario 7"
"1910",3482,"Borno","Damboa","SMC","Darazo","july",2024,2,-1,1,0.6,5,1676,"scenario 7"
"1911",3483,"Borno","Damboa","SMC","Darazo","july",2024,3,-1,1,0.6,5,1706,"scenario 7"
"1912",3484,"Borno","Damboa","SMC","Darazo","july",2024,4,-1,1,0.6,5,1736,"scenario 7"
"1913",4345,"Borno","Damboa","SMC","Darazo","july",2025,1,-1,1,0.6,5,2011,"scenario 7"
"1914",4346,"Borno","Damboa","SMC","Darazo","july",2025,2,-1,1,0.6,5,2041,"scenario 7"
"1915",4347,"Borno","Damboa","SMC","Darazo","july",2025,3,-1,1,0.6,5,2071,"scenario 7"
"1916",4348,"Borno","Damboa","SMC","Darazo","july",2025,4,-1,1,0.6,5,2101,"scenario 7"
"1917",5209,"Borno","Damboa","SMC","Darazo","july",2026,1,-1,1,0.6,5,2376,"scenario 7"
"1918",5210,"Borno","Damboa","SMC","Darazo","july",2026,2,-1,1,0.6,5,2406,"scenario 7"
"1919",5211,"Borno","Damboa","SMC","Darazo","july",2026,3,-1,1,0.6,5,2436,"scenario 7"
"1920",5212,"Borno","Damboa","SMC","Darazo","july",2026,4,-1,1,0.6,5,2466,"scenario 7"
"1921",6073,"Borno","Damboa","SMC","Darazo","july",2027,1,-1,1,0.6,5,2741,"scenario 7"
"1922",6074,"Borno","Damboa","SMC","Darazo","july",2027,2,-1,1,0.6,5,2771,"scenario 7"
"1923",6075,"Borno","Damboa","SMC","Darazo","july",2027,3,-1,1,0.6,5,2801,"scenario 7"
"1924",6076,"Borno","Damboa","SMC","Darazo","july",2027,4,-1,1,0.6,5,2831,"scenario 7"
"1925",6937,"Borno","Damboa","SMC","Darazo","july",2028,1,-1,1,0.6,5,3106,"scenario 7"
"1926",6938,"Borno","Damboa","SMC","Darazo","july",2028,2,-1,1,0.6,5,3136,"scenario 7"
"1927",6939,"Borno","Damboa","SMC","Darazo","july",2028,3,-1,1,0.6,5,3166,"scenario 7"
"1928",6940,"Borno","Damboa","SMC","Darazo","july",2028,4,-1,1,0.6,5,3196,"scenario 7"
"1929",7801,"Borno","Damboa","SMC","Darazo","july",2029,1,-1,1,0.6,5,3471,"scenario 7"
"1930",7802,"Borno","Damboa","SMC","Darazo","july",2029,2,-1,1,0.6,5,3501,"scenario 7"
"1931",7803,"Borno","Damboa","SMC","Darazo","july",2029,3,-1,1,0.6,5,3531,"scenario 7"
"1932",7804,"Borno","Damboa","SMC","Darazo","july",2029,4,-1,1,0.6,5,3561,"scenario 7"
"1933",8665,"Borno","Damboa","SMC","Darazo","july",2030,1,-1,1,0.6,5,3836,"scenario 7"
"1934",8666,"Borno","Damboa","SMC","Darazo","july",2030,2,-1,1,0.6,5,3866,"scenario 7"
"1935",8667,"Borno","Damboa","SMC","Darazo","july",2030,3,-1,1,0.6,5,3896,"scenario 7"
"1936",8668,"Borno","Damboa","SMC","Darazo","july",2030,4,-1,1,0.6,5,3926,"scenario 7"
